Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141)
1.985428294876349e-09,0.6157718684114519,6.453747040641828e-29,7.43815860405395e-18,3.178026482219141e-30,7.20743241600976e-38,0.0,0.0,3.3763823027398285e-28,6.918472300160205e-59,3.9811356705592604e-28,1.496301305924222e-37,1.3243543106249402e-25,7.634302232909268e-51,4.2461446933586917e-38,9.32272359738614e-35,2.5157927764079296e-44,6.280988697582536e-38,3.162161905121559e-30,4.078091584716177e-30,7.0402204455890375e-15,7.32562986739701e-24,5.767065615423664e-38,6.950933038155025e-73,2.080618801800252e-51,1.7344956634213726e-44,1.4678966023563417e-41,1.7332027952644757e-64,8.808733426654496e-91,4.350799670419432e-92,9.526230242140473e-56,1.483422216526868e-48,6.723588273929782e-41,8.605100095667874e-73,3.76,0.0,0.791655064165432,0.9997980809498046,2.041320719396056e-38,1.4070903668578744e-65,9.20311468274394e-06,8.993078301622725e-06,2.1003628839776585e-07,7.864066775584455e-14,0.0002019190501954475,2.319385374619028e-18,1.8573943458828073e-20
2.0428082337369618e-09,0.6157718979122688,7.436109120486295e-29,7.726243465308883e-18,3.472143136820854e-30,8.370932837969333e-38,0.0,0.0,3.890548899563607e-28,9.449594139259941e-59,4.589931964618606e-28,1.7390976388378488e-37,1.4839388697688636e-25,8.848192944459527e-51,4.778734012161808e-38,1.053439204056353e-34,3.002323029948248e-44,7.294932892606985e-38,3.453651451761986e-30,4.4413819092284134e-30,7.454555524228589e-15,7.978218664494273e-24,6.691498413551891e-38,9.315764209324313e-73,2.55721682312286e-51,2.0699296911256536e-44,1.7904333657435728e-41,2.254461362750745e-64,1.2924398865530458e-90,6.38356435649056e-92,1.2058157348359821e-55,1.7665769816986176e-48,7.788591826936269e-41,1.184815552501454e-72,3.76,0.0,0.7916547981920898,0.9997979493434801,2.3708524276754986e-38,1.8310937889887733e-65,9.469088025278864e-06,9.255407732909866e-06,2.136801950264191e-07,8.243098925526572e-14,0.00020205065651984666,2.4594428107042096e-18,1.9208240794745253e-20
2.1001881725975745e-09,0.6157719274130755,8.534664570438416e-29,8.018404890007749e-18,3.7836974484574e-30,9.683471154530342e-38,0.0,0.0,4.465553211894666e-28,1.2796538140684488e-58,5.270979713085897e-28,2.0132044345868073e-37,1.6575102502539326e-25,1.0210574106275709e-50,5.359406234758112e-38,1.1865194820685318e-34,3.5646813533314034e-44,8.438757708425932e-38,3.76222388884472e-30,4.825588005853711e-30,7.880805291941786e-15,8.668378366564722e-24,7.733152701016812e-38,1.2381200144979833e-72,3.124327702119309e-51,2.4576425854312313e-44,2.171947576908468e-41,2.9116060701242433e-64,1.8754213048380054e-90,9.26294466248808e-92,1.5159771186524218e-55,2.0930625852451536e-48,8.984011629884654e-41,1.6165799424578304e-72,3.76,0.0,0.7916545322188371,0.9997978367770246,2.742595304098136e-38,2.3650020281002233e-65,9.73506127846149e-06,9.51783303987623e-06,2.17228136550793e-07,8.627023076199048e-14,0.00020216322297534698,2.60357734390537e-18,1.9842021040035907e-20
2.157568111458187e-09,0.6157719569138725,9.759425601258311e-29,8.314641478049208e-18,4.113198129990066e-30,1.1159500305464098e-37,0.0,0.0,5.106639243187718e-28,1.7188761214482706e-58,6.0305187189612975e-28,2.3216859395430584e-37,1.8458599884883318e-25,1.1734446184333944e-50,5.990909184040268e-38,1.3323347146819202e-34,4.212010085246757e-44,9.725058318073528e-38,4.0883501054958755e-30,5.231289933837683e-30,8.318974045988153e-15,9.397150862720385e-24,8.903218956368648e-38,1.632581373899822e-72,3.7958029730167033e-51,2.9039374196674393e-44,2.621170393062652e-41,3.734948129755583e-64,2.6930292390604995e-90,1.3301134858022535e-91,1.8937352799870213e-55,2.4679618545040983e-48,1.0321432735522063e-40,2.1868079546533043e-72,3.76,0.0,0.7916542662456737,0.9997977404950186,3.160642773838177e-38,3.0329492894280518e-65,1.0001034442291798e-05,9.780351695286849e-06,2.2068264020805645e-07,9.015617076938361e-14,0.00020225950498140165,2.7517875243180146e-18,2.047533139984024e-20
2.2149480503188e-09,0.6157719864146597,1.1120962248201172e-28,8.614952098598434e-18,4.4611575715094586e-30,1.2814457104788364e-37,0.0,0.0,5.819343273904421e-28,2.291144462597114e-58,6.8751368798204235e-28,2.6678177807755285e-37,2.0498010841549244e-25,1.3433519088388237e-50,6.676063129025325e-38,1.4917409769208585e-34,4.954251888291039e-44,1.1167287304049237e-37,4.4325016536340846e-30,5.6590672584384166e-30,8.769065970379984e-15,1.0165577151523883e-23,1.0213628827173824e-37,2.1366777701328704e-72,4.58713338977658e-51,3.4156690393028926e-44,3.147838296553358e-41,4.7604931603011776e-64,3.828999598583398e-90,1.891169351272226e-91,2.351316504910481e-55,2.896782726409209e-48,1.1813109965801085e-40,2.934212460585839e-72,3.76,0.0,0.7916540002725997,0.9997976581413492,3.6293669192605904e-38,3.863473609896848e-65,1.0267007516769777e-05,1.0042961238463036e-05,2.2404616667902604e-07,9.408665213058813e-14,0.00020234185865070417,2.904072171427674e-18,2.1108219332395785e-20
2.2723279891794125e-09,0.6157720159154368,1.2630417272588713e-28,8.91933586171191e-18,4.828092009370456e-30,1.4664803129780885e-37,0.0,0.0,6.6095016762067515e-28,3.031696489669247e-58,7.811779494322828e-28,3.0550959371303126e-37,2.270167972149457e-25,1.5322228837206742e-50,7.417760776729655e-38,1.6656295312973133e-34,5.802195382958362e-44,1.2779790291753468e-37,4.795150756353897e-30,6.109499045845608e-30,9.231085138866371e-15,1.097469733187288e-23,1.167708416434659e-37,2.776677923205927e-72,5.515589390276751e-51,4.0002755235987094e-44,3.762777380253168e-41,6.030820171184487e-64,5.393383298721569e-90,2.6638141821086323e-91,2.902730670630492e-55,3.3854804140323874e-48,1.347198838412237e-40,3.9068355835031016e-72,3.76,0.0,0.791653734299615,0.9997975877011228,4.153430060687243e-38,4.890165116522424e-65,1.0532980501895408e-05,1.0305659273528668e-05,2.2732111184190634e-07,9.805958032590577e-14,0.00020241229887720238,3.0604303467365797e-18,2.1740731492368115e-20
2.3297079280400252e-09,0.6157720454162041,1.4299521042849433e-28,9.227792092155898e-18,5.214521691996305e-30,1.672806636411213e-37,0.0,0.0,7.48325871825846e-28,3.983835480308614e-58,8.847758556316863e-28,3.4872458821302625e-37,2.5078164943410497e-25,1.7415754139937841e-50,8.218967264788843e-38,1.8549274612772545e-34,6.767522185510627e-44,1.4577842240133709e-37,5.176770308777195e-30,6.583163858259377e-30,9.705035517837522e-15,1.1825550594168549e-23,1.330708649047633e-37,3.584194708834443e-72,6.600369506887874e-51,4.665810615145559e-44,4.4779922715339743e-41,7.596070306928293e-64,7.529758877076409e-90,3.71895838638524e-91,3.5639725027228e-55,3.940480109943138e-48,1.5311724018059974e-40,5.163956725833867e-72,3.76,0.0,0.7916534683267198,0.9997975274510372,4.737796550747987e-38,6.152389484247635e-65,1.079895339766869e-05,1.0568443467703268e-05,2.30509808479186e-07,1.0207292177669067e-13,0.00020247254896260742,3.2208613283064253e-18,2.23729129597372e-20
2.387087866900638e-09,0.6157720749169614,1.6140606395373771e-28,9.540320305234432e-18,5.6209710398459344e-30,1.9022883578307533e-37,0.0,0.0,8.447074358312063e-28,5.2005006599255854e-58,9.99076203675201e-28,3.968231894839726e-37,2.7636238711656054e-25,1.9730032895515676e-50,9.082720153255973e-38,2.0605983048082994e-34,7.862855335123778e-44,1.6577684374910385e-37,5.577833868870639e-30,7.080639749121701e-30,1.0190920969153186e-14,1.271917521175438e-23,1.5117966889805953e-37,4.597089272660925e-72,7.862756771556343e-51,5.420977107217412e-44,5.306759721756453e-41,9.515054059822398e-64,1.0424148893934211e-89,5.148474101161361e-91,4.35323917102956e-55,4.5687002169253803e-48,1.7346704835819792e-40,6.778324785533096e-72,3.76,0.0,0.7916532023539139,0.9997974759169476,5.387744777561447e-38,7.696091792223868e-65,1.1064926204089608e-05,1.0831311549639728e-05,2.336145279399244e-07,1.061247022035372e-13,0.00020252408305237264,3.385364587091321e-18,2.3004806694815863e-20
2.4444678057612506e-09,0.615772104417709,1.8166623474632082e-28,9.85692018469462e-18,6.0479688037945825e-30,2.156904346400813e-37,0.0,0.0,9.507732028297257e-28,6.746093579241073e-58,1.1248863153060242e-27,4.502266542421173e-37,3.038488673052734e-25,2.2281778608246936e-50,1.0012129414954604e-37,2.2836426878795242e-34,9.101809156818201e-44,1.8796561778736273e-37,5.998815642391566e-30,7.602504258499423e-30,1.068874525289523e-14,1.365660853262498e-23,1.7124916326876872e-37,5.860499607239284e-72,9.326283499102306e-51,6.275161221006025e-44,6.263727062664323e-41,1.1856489023295583e-63,1.4315987927630947e-89,7.070611808595285e-91,5.291165368814528e-55,5.277576120325351e-48,1.959207198831672e-40,8.838761360892447e-72,3.76,0.0,0.7916529363811974,0.9997974318378883,6.108879381409891e-38,9.574688234168292e-65,1.1330898921158157e-05,1.1094261307806608e-05,2.3663748175747504e-07,1.1021300502871339e-13,0.0002025681621116436,3.553939765160784e-18,2.36364531866133e-20
2.5018477446218633e-09,0.6157721339184468,2.039115455272538e-28,1.0177591562485377e-17,6.49604822166963e-30,2.4387530511362526e-37,0.0,0.0,1.0672346406996016e-27,8.698593097317047e-58,1.2630529626108088e-27,5.093820331922771e-37,3.3333307916950924e-25,2.5088496720807823e-50,1.1010377422862348e-37,2.5250989580851496e-34,1.0499040559479804e-43,2.1252761628994744e-37,6.440190461773636e-30,8.149334408612288e-30,1.1198512030047688e-14,1.4638886971393184e-23,1.934401638476597e-37,7.428006247466794e-72,1.1016904587725183e-50,7.238467972259059e-44,7.365015593008934e-41,1.4700379033507468e-63,1.951153829912868e-89,9.636625755639953e-91,6.401076609791013e-55,6.075084497629939e-48,2.2063741323336263e-40,1.1453183194178714e-71,3.76,0.0,0.7916526704085702,0.9997973941353411,6.907143681887034e-38,1.1850052107873662e-64,1.1596871548874336e-05,1.1357290588913007e-05,2.39580823224579e-07,1.143359698209199e-13,0.00020260586465885056,3.72658665564545e-18,2.4267890236863535e-20
2.559227683482476e-09,0.615772163419174,2.2828428828263186e-28,1.0502334400361411e-17,6.965747175743257e-30,2.7500569629260792e-37,0.0,0.0,1.1948371182747374e-27,1.1151996199486509e-57,1.4144632924651693e-27,5.7476315312026875e-37,3.6490914111655536e-25,2.8168500864371755e-50,1.2080718933789985e-37,2.7860438181558392e-34,1.207030178757697e-43,2.3965652082986076e-37,6.902433761762429e-30,8.721706699501403e-30,1.172022486510635e-14,1.5667046001508126e-23,2.179227041993683e-37,9.362949380039137e-72,1.2963179579218086e-50,8.321757540149068e-44,8.628329013268857e-41,1.8139547150876442e-63,2.6400221053462472e-89,1.3038839060777236e-90,7.70926168957728e-55,6.96976816851231e-48,2.477842518002715e-40,1.4752099017051025e-71,3.76,0.0,0.7916524044360322,0.9997973618868803,7.788832315436761e-38,1.4593601485334075e-64,1.186284408723814e-05,1.1620397296374948e-05,2.4244664892702507e-07,1.1849179078118404e-13,0.00020263811311963965,3.903305184429118e-18,2.489915284713197e-20
2.6166076223430886e-09,0.6157721929198918,2.5493337204519337e-28,1.083114877321277e-17,7.457608351569972e-30,3.0931671506361817e-37,0.0,0.0,1.3343606805655514e-27,1.421912528001707e-57,1.5800457497263558e-27,6.468716158496871e-37,3.9867329788880323e-25,3.154092902531225e-50,1.3226481067677705e-37,3.0675929594327955e-34,1.383249464216781e-43,2.6955721808718226e-37,7.386021552207334e-30,9.320197104833849e-30,1.2253887228619862e-14,1.6742120147716775e-23,2.4487635129821268e-37,1.1739912661833077e-71,1.5196463698675243e-50,9.53668264912555e-44,1.0073067015967429e-40,2.2281335518290633e-63,3.547440281895399e-89,1.7520415489060152e-90,9.245265222605563e-55,7.970761487704924e-48,2.7753654473445365e-40,1.889264121879759e-71,3.76,0.0,0.7916521384635837,0.999797334303545,8.760604082702654e-38,1.788749623669151e-64,1.2128816536249571e-05,1.1883579388821869e-05,2.452370002371019e-07,1.22678715268672e-13,0.00020266569645492039,4.0840953934907835e-18,2.553027318496265e-20
2.6739875612037013e-09,0.6157722224205996,2.8401447046706494e-28,1.1164034854059497e-17,7.972179399477986e-30,3.4705678715137032e-37,0.0,0.0,1.4866208229218133e-27,1.8034846799159538e-57,1.760770999163204e-27,7.262378141112237e-37,4.347239176466192e-25,3.522575962728952e-50,1.4451063282371372e-37,3.3709016952541083e-34,1.5803726194936385e-43,3.024462016324083e-37,7.891430389311379e-30,9.945381067840146e-30,1.279950249966398e-14,1.786514297876365e-23,2.744905253180418e-37,1.4646390352584388e-71,1.775110813466006e-50,1.089572698011684e-43,1.1720444160155721e-40,2.724948620330863e-63,4.735326407406305e-89,2.338714680834671e-90,1.1042201255677497e-54,9.087816286407366e-48,3.1007801079337943e-40,2.4063199234368246e-71,3.76,0.0,0.7916518724912246,0.9997973107104858,9.82949500631785e-38,2.1825952675642812e-64,1.2394788895908635e-05,1.2146834878642567e-05,2.479538647677232e-07,1.268950423655423e-13,0.0002026892895141222,4.268957425849694e-18,2.616128061524956e-20
2.731367500064314e-09,0.6157722519212975,3.156901691825711e-28,1.1500992900582958e-17,8.510013099226953e-30,3.884881255947547e-37,0.0,0.0,1.652469264131638e-27,2.2759750269356234e-57,1.957652846116372e-27,8.134219643345087e-37,4.731614890374751e-25,3.9243827527697903e-50,1.5757937343682886e-37,3.697165594231933e-34,1.800336601681564e-43,3.3855198018998866e-37,8.41913734585393e-30,1.0597833497381225e-29,1.3357073968250517e-14,1.9037147100322663e-23,3.0696482351299228e-37,1.8184655484399653e-71,2.0664669808776484e-50,1.241224462594527e-43,1.359361414969326e-40,3.318621782714518e-63,6.281146822525944e-89,3.10216109992295e-90,1.3137088957348667e-54,1.033132836717325e-47,3.4560100530401324e-40,3.0488727795389714e-71,3.76,0.0,0.7916516065189548,0.9997972905304521,1.1002931599289622e-37,2.6516684415312977e-64,1.2660761166215328e-05,1.2410161830569371e-05,2.505991777882011e-07,1.3113912147987137e-13,0.00020270946954790864,4.457891512000146e-18,2.6792201781178167e-20
2.7887474389249267e-09,0.6157722814219854,3.501301129601631e-28,1.1842023243076661e-17,9.071667528646685e-30,4.338872066574083e-37,0.0,0.0,1.8327947184515955e-27,2.858434105663776e-57,2.17174915588287e-27,9.090151563575685e-37,5.1408861825180885e-25,4.361683992761168e-50,1.7150647290673927e-37,4.047621113395648e-34,2.045210494255763e-43,3.781154923811238e-37,8.969619981206703e-30,1.1278128764141216e-29,1.3926604837672803e-14,2.0259164148154987e-23,3.425093481618445e-37,2.247384802471533e-71,2.397813088417796e-50,1.4100500605682972e-43,1.5717799631946134e-40,4.0254513622642876e-63,8.281345764405456e-89,4.090010930721772e-90,1.557121140810582e-54,1.1712364557166876e-47,3.843067503494747e-40,3.843681015824535e-71,3.76,0.0,0.7916513405467744,0.999797273269695,1.2288744343947687e-37,3.2082478427899515e-64,1.2926733347169662e-05,1.2673558360299742e-05,2.5317482360267867e-07,1.354093509856458e-13,0.00020272673030502248,4.650897957733517e-18,2.7423060719715044e-20
2.8461273777855394e-09,0.6157723109226635,3.8751115264275536e-28,1.2187126273685547e-17,9.65770623664568e-30,4.835452531637709e-37,0.0,0.0,2.0285236665641506e-27,3.5733805298578104e-57,2.4041627718203876e-27,1.0136404200309156e-36,5.576100260661083e-25,4.836739219443743e-50,1.8632809396100903e-37,4.423546231181331e-34,2.317201539207547e-43,4.2139052793796485e-37,9.543356311542354e-30,1.1986840696942523e-29,1.450809822678933e-14,2.1532224781486552e-23,3.813450385440272e-37,2.76523032987216e-71,2.773612825928062e-50,1.5975712452306235e-43,1.8120427629583119e-40,4.864063742047786e-63,1.0855432262983725e-88,5.361284929910608e-90,1.8390498531474187e-54,1.3242690324566524e-47,4.264055682967275e-40,4.8224563880302705e-71,3.76,0.0,0.7916510745746834,0.9997972585059034,1.3695181381200342e-37,3.8662915714024323e-64,1.3192705438771639e-05,1.2937022633154123e-05,2.55682636892266e-07,1.397041768987853e-13,0.00020274149409655421,4.847977133229081e-18,2.805387899872609e-20
2.903507316646152e-09,0.6157723404233315,4.280174918756744e-28,1.2536302436821986e-17,1.0268698420931578e-29,5.377687252559408e-37,0.0,0.0,2.2406211254581895e-27,4.4473410459085905e-57,2.6560424321663708e-27,1.1279538087032861e-36,6.038325448736842e-25,5.351898359641061e-50,2.020811212208817e-37,4.826261080246678e-34,2.6186613270939867e-43,4.686441553851523e-37,1.0140824780585169e-29,1.2724542579179662e-29,1.5101557172247334e-14,2.2857358676599258e-23,4.237040069180991e-37,3.388014235012252e-71,3.198719330002022e-50,1.8054092889080733e-43,2.0831270720241915e-40,5.855689502499134e-63,1.4150832359768644e-88,6.988790742721637e-90,2.1645935238101436e-54,1.493479796362503e-47,4.7211711878477795e-40,6.0226484805353e-71,3.76,0.0,0.7916508086026818,0.9997972458778676,1.5230922409965824e-37,4.6416246465726516e-64,1.3458677441021271e-05,1.320055286276913e-05,2.58124404021856e-07,1.4402209158822216e-13,0.00020275412213252244,5.049129463309998e-18,2.86846758672256e-20
2.9608872555067647e-09,0.6157723699239899,4.718408336213627e-28,1.288955222065459e-17,1.0905219110657641e-29,5.968798185702402e-37,0.0,0.0,2.4700914172281016e-27,5.511461055867549e-57,2.928583685566452e-27,1.2526454995842852e-36,6.528651157035642e-25,5.909603294801887e-50,2.1880316071146613e-37,5.257128580093767e-34,2.9520921473862722e-43,5.201571561877575e-37,1.0762504231123452e-29,1.3491807145368854e-29,1.570698463064788e-14,2.4235594520630193e-23,4.698298784759265e-37,4.134214738889858e-71,3.6784002070037766e-50,2.0352893611109595e-43,2.3882594080343447e-40,7.024465941927861e-63,1.8348629659814737e-88,9.061957859037684e-90,2.5393995884145723e-54,1.680193535460456e-47,5.216706393005205e-40,7.488333351619067e-71,3.76,0.0,0.7916505426307695,0.9997972350766297,1.6905092796747856e-37,5.5521430089333494e-64,1.3724649353918568e-05,1.3464147309825135e-05,2.6050186431254284e-07,1.4836163252112358e-13,0.00020276492337031836,5.254355418765938e-18,2.9315468413220863e-20
3.0182671943673774e-09,0.6157723994246382,5.191805264599714e-28,1.3246876149576005e-17,1.1567849354252425e-29,6.612169698336352e-37,0.0,0.0,2.7179789367868406e-27,6.802193096783884e-57,3.2230298053068077e-27,1.3884409109820754e-36,7.048187852279383e-25,6.512389416547034e-50,2.365325393271082e-37,5.717555069482563e-34,3.320153501610421e-43,5.762244653657722e-37,1.1408873877544988e-29,1.4289206577810135e-29,1.6324383480653814e-14,2.566796000557359e-23,5.199781352466439e-37,5.025094699473248e-71,4.218363632315961e-50,2.289045018923708e-43,2.730930850971724e-40,8.397767923582421e-63,2.3670333917861837e-88,1.1690180260905972e-89,2.969710617417112e-54,1.8858135305345462e-47,5.753051894730679e-40,9.2712177659938e-71,3.76,0.0,0.7916502766589466,0.999797225837922,1.8727277895359567e-37,6.618035093879388e-64,1.3990621177463542e-05,1.372780428080737e-05,2.62816711280526e-07,1.527213810413763e-13,0.0002027741620780043,5.463655508652534e-18,2.9946271724919564e-20
3.07564713322799e-09,0.6157724289252767,5.70243710675047e-28,1.3608274777556994e-17,1.2257176412633062e-29,7.311353698782331e-37,0.0,0.0,2.9853689184887454e-27,8.362071384519e-57,3.5406727022453965e-27,1.5361018364099074e-36,7.598067027585624e-25,7.162887173141392e-50,2.5530830425384582e-37,6.208990938620377e-34,3.725668781835516e-43,6.37155618573616e-37,1.2080413279601495e-29,1.5117312503359116e-29,1.6953756525042312e-14,2.715548182248002e-23,5.744164639234304e-37,6.0850537324674576e-71,4.824785552518861e-50,2.568622811392549e-43,3.114912955255865e-40,1.0006569094260598e-62,3.038583592756878e-88,1.500674492351555e-89,3.462413366435114e-54,2.111824548157148e-47,6.332698992223763e-40,1.1431771328481395e-70,3.76,0.0,0.7916500106872131,0.9997972179357033,2.070753757674553e-37,7.862022109661146e-64,1.4256592911656201e-05,1.3991522126799638e-05,2.650705938433784e-07,1.5709996118046288e-13,0.00020278206429675776,5.677030273478744e-18,3.0577099051369183e-20
3.1330270720886028e-09,0.6157724584259053,6.252454641235854e-28,1.3973748682297062e-17,1.297379395791739e-29,8.070074840704554e-37,0.0,0.0,3.2733882016582284e-27,1.0240581188124907e-56,3.8828538364374966e-27,1.6964275955515984e-36,8.179441172325359e-25,7.863823606820762e-50,2.7517022235109623e-37,6.732931261113461e-34,4.171632117132949e-43,7.032752056417151e-37,1.277760231752362e-29,1.5976695990305353e-29,1.7595106492703308e-14,2.8699185655847673e-23,6.334251075852592e-37,7.342016722771119e-71,5.504338017504315e-50,2.876086999719319e-43,3.5442742829280554e-40,1.1885835624714282e-62,3.8822727607948384e-88,1.9173434518122095e-89,4.025090804819747e-54,2.3597958933402223e-47,6.958242209013851e-40,1.4040499870801107e-70,3.76,0.0,0.7916497447155689,0.9997972111766327,2.285642096880543e-37,9.309618204384224e-64,1.4522564556496566e-05,1.4255299242309846e-05,2.6726511749454194e-07,1.6149603849986835e-13,0.00020278882336712708,5.894480279195528e-18,3.120796195918373e-20
3.1904070109492155e-09,0.615772487926524,6.844089478897569e-28,1.434329846008707e-17,1.3718302277653744e-29,8.892235801511573e-37,0.0,0.0,3.583205995020663e-27,1.2495132498639966e-56,4.250965127451128e-27,1.8702562020753566e-36,8.793483741878517e-25,8.618023881909294e-50,2.961587794948378e-37,7.2909164256685e-34,4.6612153907222706e-43,7.749233305769196e-37,1.3500921168511468e-29,1.6867927545354441e-29,1.8248436040585255e-14,3.030009617820054e-23,6.972972212857338e-37,8.827861690230378e-71,6.264218669927063e-50,3.2136243951337314e-43,4.023397569347973e-40,1.4074954731566882e-62,4.9377189043868365e-88,2.4385903957093794e-89,4.666077243477215e-54,2.631384522601594e-47,7.632381855752298e-40,1.717937454917957e-70,3.76,0.0,0.7916494787440141,0.9997972053953412,2.518498140611382e-37,1.098941175858612e-63,1.478853611198465e-05,1.4519134064126412e-05,2.694018454468968e-07,1.6590831896417953e-13,0.00020279460465862857,6.1160061119035246e-18,3.1838870483019164e-20
3.247786949809828e-09,0.6157725174271325,7.4796555172161885e-28,1.4716924721308425e-17,1.4491308484556443e-29,9.781922634835312e-37,0.0,0.0,3.916034640031788e-27,1.5192148194685877e-56,4.646449863368037e-27,2.058465548286693e-36,9.441389127291121e-25,9.428412803668594e-50,3.183151798846163e-37,7.884532767532648e-34,5.197775430628303e-43,8.524560780190241e-37,1.4250850284594918e-29,1.779157711071112e-29,1.891374775558976e-14,3.1959237044848464e-23,7.663392314816262e-37,1.0578890154271635e-70,7.11218141987823e-50,3.5835493163916564e-43,4.556997532831065e-40,1.6618200353824545e-62,6.252666953055506e-88,3.0879942913418202e-89,5.394516685844316e-54,2.9283382182946125e-47,8.357926635849906e-40,2.0943432285994623e-70,3.76,0.0,0.7916492127725487,0.9997972004503825,2.7704791589446387e-37,1.2933369094415985e-63,1.505450757812047e-05,1.4783025070204832e-05,2.7148229974621757e-07,1.7033554784406512e-13,0.0002027995496174869,6.341608373205545e-18,3.2469833268481235e-20
3.305166888670441e-09,0.6157725469277312,8.16155039250142e-28,1.5094628086502184e-17,1.5293426731742234e-29,1.0743410197060011e-36,0.0,0.0,4.273130373102098e-27,1.8408277687358336e-56,5.070803608465992e-27,2.2619746066119948e-36,1.0124372624837784e-24,1.0298016327825446e-49,3.416813453166762e-37,8.515413199661832e-34,5.7848613767826555e-43,9.36245986150978e-37,1.5027870371864358e-29,1.8748214061260683e-29,1.9591044156416192e-14,3.367763088882434e-23,8.408711992741068e-37,1.2636343330422312e-70,8.056568333151007e-50,3.988308668921729e-43,5.150139339650854e-40,1.9565238473736125e-62,7.884461760510209e-88,3.893875024325765e-89,6.220424528862123e-54,3.252498825103012e-47,9.137796295474967e-40,2.5442564436148493e-70,3.76,0.0,0.7916489468011725,0.9997971962207711,3.042795895503361e-37,1.517716194820469e-63,1.5320478954904036e-05,1.5046970778583528e-05,2.735079623553087e-07,1.7477650864835224e-13,0.00020280377922874592,6.5712876761377255e-18,3.310085770677403e-20
3.419926766391666e-09,0.615772605928899,9.67434458568776e-28,1.586226864247921e-17,1.698749250025533e-29,1.28998642112601e-36,0.0,0.0,5.065372086616843e-27,2.6764221326138886e-56,6.01236719778188e-27,2.7187805189299537e-36,1.1600539484099512e-24,1.2227485726382495e-49,3.922142418164038e-37,9.895734659441136e-34,7.125815031166053e-43,1.1241726037995495e-36,1.6665107438162059e-29,2.0762724764872424e-29,2.098160075993215e-14,3.729626290075247e-23,1.0077556406555551e-36,1.786376241936784e-70,1.027112696912037e-49,4.912812884605439e-43,6.537178546467876e-40,2.68997558174404e-62,1.2387092684038667e-87,6.1175437189755166e-89,8.209467850608344e-54,3.99029848637564e-47,1.0872760792573713e-39,3.717262462457172e-70,3.76,0.0,0.7916484148586884,0.9997971895096841,3.6535562866219844e-37,2.072767567058301e-63,1.585242144041452e-05,1.5575020568574122e-05,2.774006461751732e-07,1.8369494511540816e-13,0.00020281049031572294,7.042879896184865e-18,3.4363115548122536e-20
3.5232106563407688e-09,0.6157726590299163,1.1220122794514669e-27,1.6567095159555968e-17,1.8618028118682903e-29,1.5133178470319902e-36,0.0,0.0,5.874911244421443e-27,3.7089524686112468e-56,6.974612283054626e-27,3.192334536772635e-36,1.306167559376125e-24,1.4199002340924496e-49,4.422664694523842e-37,1.1282824497052777e-33,8.545285379787394e-43,1.3187973246297465e-36,1.8236098897437047e-29,2.2694301514597474e-29,2.2274113262258736e-14,4.0765914848833674e-23,1.1802303696742465e-36,2.415251057668069e-70,1.269093076424154e-49,5.891449270937149e-43,8.04782779694025e-40,3.551083938771283e-62,1.8361514050472804e-87,9.068059981815764e-89,1.0453652768138897e-53,4.767887210565166e-47,1.2651680769434532e-39,5.172600749378662e-70,3.76,0.0,0.7916479361107582,0.9997971850256262,4.286085374192097e-37,2.719538317879807e-63,1.633116937178946e-05,1.6050438378360997e-05,2.807307571156768e-07,1.9175704403457229e-13,0.00020281497437363232,7.48126264418355e-18,3.549941115272182e-20
3.624059569122914e-09,0.6157727108790154,1.291398931487638e-27,1.7268060755258468e-17,2.0310657178026248e-29,1.7611116869214763e-36,0.0,0.0,6.76202938047512e-27,5.054229985354185e-56,8.0291863373605e-27,3.718232106581618e-36,1.461712706886051e-24,1.635902411420348e-49,4.955794284351007e-37,1.278025047580847e-33,1.0151568534756094e-42,1.5347401285731573e-36,1.9861950142482932e-29,2.4691963372828862e-29,2.357365691008734e-14,4.4354267170296063e-23,1.3712264461356098e-36,3.21474765195647e-70,1.550922616491146e-49,6.998881244190641e-43,9.802166413767239e-40,4.6220964400184676e-62,2.666651094846766e-87,1.316953839924246e-88,1.3144676802000295e-53,5.644224160014363e-47,1.460733108424245e-39,7.075600130082422e-70,3.76,0.0,0.7916474686498656,0.9997971817099938,4.987897986436544e-37,3.518265858494729e-63,1.6798630265719336e-05,1.6514798436865372e-05,2.838315820433053e-07,1.996553776908321e-13,0.0002028182900060508,7.922065772642713e-18,3.660917809306145e-20
