Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141)
5.590913243154204e-19,0.6157708476347165,3.6120741375795325e-59,1.4364400850994127e-27,2.363032880943091e-67,7.215551143099679e-85,0.0,0.0,1.730220448497059e-58,1.605775704556805e-128,1.3323486105202765e-69,1.4462689450021047e-84,4.0922477087658167e-63,2.674850355476635e-106,1.9418176884808975e-84,1.221958226101712e-72,3.3935851212412515e-109,6.288061998343945e-85,2.3630254511615712e-67,2.0914278622417085e-58,7.380507835584012e-34,3.756410604209094e-52,5.980555451268646e-85,9.262992077328259e-175,2.902073531399623e-125,2.3395576732392083e-109,2.3433539166585204e-90,4.676483029384919e-149,1.3969008215725816e-230,2.430246693284792e-218,1.5636995768179747e-138,2.150212201340429e-113,1.0284367796680536e-96,6.182047212441357e-174,3.76,0.0,0.7916642672801052,0.9999999999996911,2.043620149461782e-85,1.6438261968638325e-158,2.591587665843772e-15,2.500988222767621e-15,9.059944307615053e-17,1.1941636858506781e-32,3.088246951416271e-13,1.5696183701395167e-37,5.089568827567512e-39
1.1186683926137388e-18,0.6157708476347167,2.89185560578931e-58,2.874128163646076e-27,3.785252564161773e-66,2.3117529745465414e-83,0.0,0.0,1.3852284069090356e-57,2.0595668821094126e-126,2.1335086965684515e-68,4.633625979912374e-83,6.552928141789471e-62,1.713996025267555e-104,6.221288885876101e-83,1.957408458765133e-71,4.3509010979378286e-107,2.014599542088489e-83,3.78524069256274e-66,1.6744139674666632e-57,2.9541265501015124e-33,3.00741254182549e-51,1.916079115688048e-83,1.902171770318929e-171,7.441520198191943e-123,2.999537072707519e-107,7.508013443566795e-89,2.4006390931005466e-146,4.599726445864196e-226,1.9989484285804725e-214,8.019327748352274e-136,2.7567779243238616e-111,6.592687328271715e-95,6.349986477557687e-171,3.76,0.0,0.7916642672801026,0.999999999999382,6.54744851178759e-84,1.6878108918275607e-155,5.1854269282694996e-15,5.004149328470915e-15,1.81277599798585e-16,4.7797668229046006e-32,6.179176995556964e-13,6.282564028836784e-37,2.037153910262818e-38
2.2378225292103756e-18,0.6157708476347172,2.314363378609182e-57,5.749504321711199e-27,6.0599263661315064e-65,7.402055213718497e-82,0.0,0.0,1.1086037247296242e-56,2.638920261399363e-124,3.415049724361333e-67,1.4836513962690249e-81,1.0488952601314738e-60,1.0976273158343163e-102,1.992008845895094e-81,3.1336749652695034e-70,5.57370971888412e-105,6.450592778839647e-82,6.059907384421648e-65,1.3400400625564422e-56,1.1820354128557806e-32,2.4068440475206893e-50,6.135137950912843e-82,3.9008902756368714e-168,1.9065938735475467e-120,3.842548665212734e-105,2.4040503417963375e-87,1.2307375228728809e-143,1.510914104231728e-221,1.6408612768776146e-210,4.10927480995638e-133,3.5315626568933874e-109,4.222744670247799e-93,6.512683879351404e-168,3.76,0.0,0.7916642672800974,0.9999999999987639,2.0964426531228857e-82,1.7306430908481695e-152,1.0373105453120922e-14,1.0010471539971866e-14,3.626339131490517e-16,1.9125293219190483e-31,1.2361037064997145e-12,2.5138439571991267e-36,8.151269151457495e-38
4.476130802403649e-18,0.6157708476347183,1.8518423356393294e-56,1.1500256641728635e-26,9.698700895438472e-64,2.369369229994944e-80,0.0,0.0,8.870514154670194e-56,3.379530770386974e-122,5.465338502108048e-66,4.749110703226408e-80,1.6785739072783421e-59,7.026959131881224e-101,6.3763432067626375e-80,5.015337568310473e-69,7.137265919740818e-103,2.0648097864879686e-80,9.698670534957489e-64,1.0722356489763796e-55,4.728911346761938e-32,1.9258409217686085e-49,1.9638339165428052e-80,7.994396104504749e-165,4.882884132038658e-118,4.920473659285207e-103,7.695339633337333e-86,6.30550194274029e-141,4.956995492815663e-217,1.345556374004272e-206,2.1048141593376843e-130,4.522248736301403e-107,2.703653050622343e-91,6.674794099389156e-165,3.76,0.0,0.7916642672800871,0.9999999999975275,6.710631806085898e-81,1.773369788957384e-149,2.074846250282363e-14,2.002311596335125e-14,7.253465394723761e-16,7.651362646355332e-31,2.4724757128512673e-12,1.0057012776107462e-35,3.2610384349991847e-37
8.952747348790196e-18,0.6157708476347208,1.481614536682748e-55,2.3001761297312282e-26,1.5520176691623585e-62,7.583120238632421e-79,0.0,0.0,7.097085138651066e-55,4.326895939969848e-120,8.745900925980093e-65,1.519943664204669e-78,2.685991478490737e-58,4.4979401252175886e-99,2.0407362536953943e-78,8.025706404019333e-68,9.13756798517724e-101,6.608383650224332e-79,1.5520128122961559e-62,8.578699674460514e-55,1.8917184887968802e-31,1.5408190265302648e-48,6.285212336492437e-79,1.6378027229061665e-161,1.2502748845226836e-115,6.299493849526129e-101,2.462889319172486e-84,3.229473647944631e-138,1.6252973862464776e-212,1.102838361823813e-202,1.0778864570270323e-127,5.789661709275277e-105,1.7306888977466293e-89,6.839044957996228e-162,3.76,0.0,0.7916642672800663,0.9999999999950548,2.147724686322908e-79,1.8165408389313644e-146,4.149917660222849e-14,4.0048404811619896e-14,1.4507717906085884e-15,3.0607941446407476e-30,4.94521969540844e-12,4.0231325414821545e-35,1.304521533829591e-36
1.790598044156329e-17,0.6157708476347253,1.1853478996902151e-54,4.600477067067467e-26,2.4834086811405955e-61,2.426780687506443e-77,0.0,0.0,5.677937651606698e-54,5.539128706623141e-118,1.3995655566909475e-63,4.8641849497519024e-77,4.297804960486526e-57,2.878901280471181e-97,6.530846273463271e-77,1.2842063373368405e-66,1.1697282323422754e-98,2.1148415577398185e-77,2.4834009107716955e-61,6.863285549899408e-54,7.567181866824045e-31,1.2327137399757118e-47,2.0114189709969992e-77,3.3547836723816836e-158,3.2010320934928774e-113,8.0641761923822e-99,7.881854896491548e-83,1.653761069054027e-135,5.327395603649989e-208,9.03674050004368e-199,5.519345991034422e-125,7.411524331408541e-103,1.10775319984893e-87,7.007474760351596e-159,3.76,0.0,0.7916642672800248,0.9999999999901094,6.873235062654412e-78,1.8604502762168486e-143,8.300060480103605e-14,8.009898251419677e-14,2.9016222868392682e-15,1.2243674741493521e-29,9.89070753993906e-12,1.6093185197414065e-34,5.218298441630366e-36
3.5812446627109477e-17,0.6157708476347344,9.483008286031812e-54,9.201078966617977e-26,3.973598144091072e-60,7.765989768138271e-76,0.0,0.0,4.542457940957642e-53,7.090533998840269e-116,2.2398425258275606e-62,1.556597628502177e-75,6.876662817521269e-56,1.8425670571092693e-95,2.0899492109345854e-75,2.0548047976700892e-65,1.4973286118591066e-96,6.767747074630297e-76,3.973585711893091e-60,5.49075876732428e-53,3.0269343305445288e-30,9.861944000741475e-47,6.436782364704729e-76,6.871174110068878e-155,8.195062359965808e-111,1.0322672756216833e-96,2.522291023816901e-81,8.467949400137676e-133,1.745946599129099e-203,7.40383528167824e-195,2.8260503363220734e-122,9.487235669086524e-101,7.089979737009151e-86,7.1823902881897e-156,3.76,0.0,0.7916642672799418,0.9999999999802184,2.1995177992548476e-76,1.9052610404101378e-140,1.6600346119864245e-13,1.6020013794350878e-13,5.803323255133645e-15,4.8975695093532564e-29,1.978168274666541e-11,6.4374052044675225e-34,2.0873618219441518e-35
7.162537899820186e-17,0.615770847634753,7.586496667230659e-53,1.8402282865231137e-25,6.357872180229296e-59,2.4851633889246383e-74,0.0,0.0,3.634009482041769e-52,9.076171056129472e-114,3.585331770993598e-61,4.981205963823722e-74,1.100280041280259e-54,1.1792653448577795e-93,6.68796265520948e-74,3.287747418942382e-64,1.9166294924131395e-94,2.1657197289103568e-74,6.357852288701854e-59,4.3926591451847804e-52,1.2107860494034542e-29,7.889648833704004e-46,2.059809028901551e-74,1.4072755050500991e-151,2.0979896676116006e-108,1.3213358042026277e-94,8.071487213675226e-80,4.335767458012525e-130,5.721552690391498e-199,6.065605683918234e-191,1.4469748833521977e-119,1.2143971236631002e-98,4.537701817247664e-84,7.367511475273056e-153,3.76,0.0,0.7916642672797758,0.9999999999604364,7.038589118958669e-75,1.9510691315026354e-137,3.320091739938205e-13,3.2040244889876576e-13,1.1606725095054475e-14,1.9590477091865768e-28,3.956363123077876e-11,2.574988400619137e-33,8.349532045305308e-35
1.432512437403866e-16,0.6157708476347897,6.069233352270686e-52,3.6804691060506095e-25,1.0172686440763645e-57,7.952597607332262e-73,0.0,0.0,2.907224838791014e-51,2.0337095859193702e-111,5.741489404383694e-60,1.5940009079882841e-72,1.760459257875462e-53,7.547369114289768e-92,2.1401678361035295e-72,5.260443733263033e-63,2.4533332348908568e-92,6.930368285256851e-73,1.0172654613273563e-57,3.514148168285037e-51,4.843168834598963e-29,6.31175651963572e-45,6.591450832288406e-73,4.5785467614179864e-148,5.3709576292809075e-106,1.691383305787965e-92,2.58667619511391e-78,5.488690739152232e-127,4.068106998426031e-193,4.36598081885933e-186,7.408655053162744e-117,1.554447948961051e-96,2.904165573028955e-82,2.0315234580001227e-149,3.76,0.0,0.7916642672794438,0.9999999999208725,2.2523696927084817e-73,3.151491362016542e-134,6.640205995840374e-13,6.408070711958119e-13,2.3213528388224457e-14,7.836230509548006e-28,7.912752048164953e-11,1.0300006988362553e-32,3.3398296626543708e-34
2.8650297322475607e-16,0.6157708476348634,4.855401093889514e-51,7.360950904325106e-25,1.6276368131203565e-56,2.5448432478896977e-71,0.0,0.0,2.325786774459035e-50,2.6118832520673e-109,9.202162981373134e-59,5.100827076860893e-71,2.816743764044093e-52,4.8303380370310605e-90,6.8485675011421e-71,8.41674843643339e-62,3.140285988332171e-90,2.217728320601029e-71,1.6276317203060329e-56,2.8113268746593326e-50,1.9372724632509612e-28,5.04942019551264e-44,2.1092742065408253e-71,9.37864269618847e-145,1.3749737358003585e-103,2.164984446562643e-90,8.277781295931195e-77,2.813500015665206e-124,1.3330927045017518e-188,3.577085779031458e-182,3.793255154581968e-114,1.989705553797831e-94,1.8586772847966593e-80,2.105447945829686e-146,3.76,0.0,0.7916642672787798,0.9999999998417447,7.207617041953377e-72,3.2283089709121205e-131,1.3280434507639143e-12,1.281616317336033e-12,4.642713342787777e-14,3.1345000277842996e-27,1.5825526811397948e-10,4.120014070936173e-32,1.335935148336431e-33
5.730064321934951e-16,0.6157708476350108,3.8843266474121155e-50,1.4721915137752538e-24,2.604223510842904e-55,8.143517955132282e-70,0.0,0.0,1.8606321843943376e-49,3.343307772663183e-107,1.4773886565968105e-57,1.63226864420822e-69,4.5067971770690913e-51,3.091422151363146e-88,2.1915456527870754e-69,1.346682884243228e-60,4.019576927844466e-88,7.096747673317798e-70,2.604215360944241e-55,2.249064834383279e-49,7.749099727864624e-28,4.03954214623782e-43,6.749693565041037e-70,1.9207539017742118e-141,3.519942308088619e-101,2.7711875847087154e-88,2.648900189033907e-75,1.4405208768294965e-121,4.368302352606458e-184,2.930364091082643e-178,1.9421519107803306e-111,2.546829891691971e-92,1.1895566443036203e-78,2.204931271741681e-143,3.76,0.0,0.7916642672774518,0.9999999996834894,2.3064429938283067e-70,3.305802783440676e-128,2.6560891531214405e-12,2.5632348158009875e-12,9.285433732043864e-14,1.2538014874181392e-26,3.1651063990108924e-10,1.6480083622071508e-31,5.343746474787194e-33
1.146013350130973e-15,0.6157708476353052,3.1074636389602594e-49,2.9443846152124463e-24,4.166758177598724e-54,2.605929093608955e-68,0.0,0.0,1.488506859059326e-48,4.2794412670738644e-105,2.379952505567689e-56,5.22326674761371e-68,7.210881185970673e-50,1.9785105354941257e-86,7.012947343757813e-68,2.1546953060506286e-59,5.145061624642234e-86,2.2709621730796395e-68,4.166745133242622e-54,1.7992531991904177e-48,3.0996418789407492e-27,3.231636109557062e-42,2.1599046455987974e-68,3.93370912239134e-138,9.011057825903172e-99,3.547122284782087e-86,8.4764912781353e-74,7.375481813842315e-119,1.4314074408386616e-179,2.4005596246847596e-174,9.943823829822734e-109,3.2599440086247727e-90,7.613167069686223e-77,2.35820299142723e-140,3.76,0.0,0.7916642672747957,0.9999999993669791,7.380627062508967e-69,3.385146475931287e-125,5.312180557827582e-12,5.126471837468942e-12,1.857087203585841e-13,5.0152081943603686e-26,6.33020889565879e-10,6.592042746187056e-31,2.1374992181102311e-32
1.719020268068451e-15,0.6157708476356,8.885405562115795e-49,4.4165779714017864e-24,1.5885752269644224e-53,1.223056503475651e-67,0.0,0.0,4.256200123190648e-48,2.2080334094438043e-104,8.78863865883652e-56,2.45146684012422e-67,2.65408358966027e-49,1.1119279484896748e-85,3.291428079144845e-67,8.214778325547632e-59,3.427606257570475e-85,1.0658444474733004e-67,1.588571494914778e-53,5.14474059163531e-48,6.586740249545806e-27,9.240461253730435e-42,1.0137211316691526e-67,3.154449148611329e-137,6.880763673401873e-98,2.363039662743391e-85,3.9631555519663446e-73,4.2107642666135416e-118,7.423980737167892e-179,1.3061157762510863e-173,8.572567771720087e-108,2.1717608990395295e-89,4.3444843461614196e-76,1.4157012244034184e-139,3.76,0.0,0.7916642672721396,0.9999999990504693,3.4639944542883046e-68,2.5075183230240475e-124,7.968271962524814e-12,7.689708883874934e-12,2.785630786497598e-13,1.0657318019533152e-25,9.495306453220098e-10,1.4008102005292503e-30,4.542186038481925e-32
2.292027186005929e-15,0.6157708476358945,1.874189572712197e-48,5.888771582343713e-24,4.274171548557352e-53,3.8126364404838594e-67,0.0,0.0,8.977559699547111e-48,1.204559097671316e-103,2.235662571931911e-55,7.641959228679438e-67,6.7313312882373064e-49,3.961380101987533e-85,1.0260369733770542e-66,2.2102472523812625e-58,1.4824505821781187e-84,3.322558989528298e-67,4.274166857307895e-53,1.0851749048960987e-47,1.1236205095820848e-26,1.9490811024026875e-41,3.160074839832689e-67,2.6815299557553016e-136,3.2742973725926425e-97,1.0220363820134698e-84,1.2793105195067334e-72,3.501074097976937e-117,2.2591960867048074e-177,2.6507039436587466e-172,4.463430981269739e-107,9.392898161713941e-89,1.6996796957935918e-75,1.4332586883995673e-138,3.76,0.0,0.7916642672694835,0.9999999987339602,1.079831671596725e-67,1.9540902760719765e-123,1.0624363367213135e-11,1.0252945955018958e-11,3.7141741219397237e-13,1.8180130343504403e-25,1.2660399071702525e-09,2.3896190540883147e-30,7.748435052987487e-32
3.438041021880885e-15,0.6157708476364837,5.1189935617729817e-48,8.833159402118016e-24,1.7287546710965013e-52,1.8785289468780622e-66,0.0,0.0,2.4520502594929384e-47,1.6729216850407267e-102,7.858069824407774e-55,3.7652755507093586e-66,2.3539793924111057e-48,2.348693378375314e-84,5.055392628266224e-66,8.939726449954496e-58,1.402241061278808e-83,1.6370622630744963e-66,1.7287575880700773e-52,2.9639495371497665e-47,2.326313777627731e-26,5.323545547809469e-41,1.5570044634172407e-66,1.167621358507216e-134,3.4919070328554126e-96,9.66782221508427e-84,7.050764114874765e-72,1.1055509811293073e-115,8.437507432486004e-175,4.490980789396854e-170,5.357125161818488e-106,8.884572266045541e-88,1.4234636598481165e-74,8.865043992695725e-137,3.76,0.0,0.7916642672641713,0.9999999981009428,5.320452354992267e-67,7.398207898027893e-122,1.5936546176568867e-11,1.537942015536564e-11,5.571260212028106e-13,3.763964668957303e-25,1.8990572716975536e-09,4.947408605824552e-30,1.6042151688303567e-31
4.5840548577558405e-15,0.6157708476370729,1.0710647530406147e-47,1.1777548158712805e-23,4.682710110512423e-52,5.894334206915997e-66,0.0,0.0,5.130509684812867e-47,7.690185312607153e-102,1.9716761298931322e-54,1.1814446366431632e-65,5.881953895102233e-48,8.35394834487046e-84,1.5862488711068752e-65,2.421526660283834e-57,6.270564817537963e-83,5.136674690122635e-66,4.682724466787591e-52,6.201574240784458e-47,3.9564506647053364e-26,1.113863867675982e-40,4.885474112348975e-66,8.437732112200222e-134,1.7294660306911314e-95,4.323308026842739e-83,2.2640248005779896e-71,6.662114939978627e-115,1.1372197397243767e-173,4.602481404291745e-169,2.8910008564744125e-105,3.973008618134469e-87,5.594350655096392e-74,6.813053680399179e-136,3.76,0.0,0.7916642672588591,0.9999999974679271,1.6694192742899103e-66,5.068069937277244e-121,2.1248728985891834e-11,2.0505894446682814e-11,7.42834539208294e-13,6.401517174365967e-25,2.5320728199557964e-09,8.414255829739279e-30,2.7283500694434635e-31
5.730068693630797e-15,0.6157708476376621,1.9498325461820815e-47,1.4721937919046854e-23,1.0519542619156364e-51,1.5152705500176749e-65,0.0,0.0,9.339897265050612e-47,2.8392298078909644e-101,4.2005788405162183e-54,3.037166632901738e-65,1.2479206850435966e-47,2.4158204618573503e-83,4.077803728414842e-65,5.439885787320814e-57,2.1867699241859573e-82,1.3204972113443108e-65,1.0519584457736785e-51,1.128972939130041e-46,6.044562865387728e-26,2.0277466915777667e-40,1.255920460996357e-65,5.348624214626154e-133,6.655618316441233e-95,1.5077101481501137e-82,5.918359542095287e-71,3.3790563360461644e-114,1.5177455580577526e-172,4.460016641982279e-168,1.2153601849809943e-104,1.385525308918542e-86,1.7567020368979485e-73,4.3264525320677884e-135,3.76,0.0,0.7916642672535469,0.9999999968349136,4.2916159368691627e-66,2.9233600359862863e-120,2.656091179517969e-11,2.5632368835468364e-11,9.28542959710227e-13,9.780070198738668e-25,3.165086422216628e-09,1.2855096431294597e-29,4.168302716229115e-31
