Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72)
2.4610385619502074e-08,0.8865552185044122,4.488523947424097e-07,8.425567717709628e-09,7.324106919001237e-09,4.456614672799706e-08,0.0,0.0,4.218662447004893e-07,1.5553007794810774e-10,1.9598704294755054e-10,2.356647666990567e-09,6.677846424790976e-12,9.200505508501734e-22,4.027610048321676e-15,2.686865850001049e-09,1.505106587672613e-08,4.1124541428093524e-08,1.3944995725942187e-15,5.0460005051610115e-15,1.1600488070939292e-06,1.453235727045248e-12,4.049063679465532e-09,1.9019520955492362e-15,3.121337127911546e-13,6.697154668361189e-11,3.1952269091666484e-10,2.6184671514185956e-12,2.719537784788616e-18,1.5113905900121704e-18,2.5090979719809367e-15,9.318519929487635e-18,3.633859588646075e-12,3.7640305741117725e-17,3.76,0.0,0.8234154455312134,0.9978700786152727,1.6284255451875713e-09,2.049285767784744e-10,0.09876406767481616,0.09861963708197351,0.00014202319144047729,1.7569408589070517e-08,0.0021294455508338956,4.424679221946241e-10,5.738994640923425e-11,1.0870660875867255e-13,7.074627438456361e-14,4.102822828305747e-08,4.233606256316983e-10,8.828149575235618e-09,6.587673946834331e-09,1.2872177327219685e-09,3.7900241896793706e-11,7.683941122916727e-09,2.192845169141451e-09,9.777659653591446e-16,1.2607453959741206e-15,1.0353650971807185e-10,3.2671771985582097e-13,2.246224080988835e-10,1.4916767966188785e-15,9.363309134085738e-09,3.512103040244548e-13,1.0807409803739375e-15,1.8923685492872502e-14,1.5199234966417306e-08,1.222365404115916e-08,4.143563798935822e-07,1.8841549742784754e-12,1.1830229974710094e-07,1.9858633270230977e-11,6.289060467409582e-15,1.5932541792692514e-16
2.5086638636241974e-08,0.8868317395775265,4.611145328568548e-07,8.793067256016183e-09,7.66347336306546e-09,4.666911621966775e-08,0.0,0.0,4.2953105436433107e-07,1.6132465635112493e-10,2.0620604534218093e-10,2.4573566509168843e-09,7.161753683915835e-12,1.004285407029675e-21,4.2236478663684026e-15,2.7301321638593692e-09,1.5322949497526753e-08,4.270275497396108e-08,1.5208288584172357e-15,5.520035288369008e-15,1.20483288714097e-06,1.5359450855089091e-12,4.068876097427446e-09,1.9883710549184415e-15,3.1976275025420937e-13,7.228965524812027e-11,3.3698172994708413e-10,2.8145947637850044e-12,2.874305882733019e-18,1.5912707603898245e-18,2.624621080171586e-15,1.0053806769842125e-17,3.898271334746319e-12,4.194844704976799e-17,3.76,0.0,0.8216123866365369,0.9978700688284402,1.7365473905314207e-09,2.124200343873936e-10,0.10056715823554752,0.10042294486572802,0.00014171414517322436,1.7538151119488684e-08,0.0021294455245859088,4.5947080208855e-10,5.917657847941349e-11,1.1085283363836011e-13,7.470071341511864e-14,4.260178441276372e-08,4.310762142138008e-10,9.018711923650009e-09,6.7497182883753095e-09,1.3403241492437078e-09,4.022216589874051e-11,7.832771545980864e-09,2.257087696675777e-09,1.0121321735425536e-15,1.2843873199835178e-15,1.0524463953181758e-10,3.3948813481385105e-13,2.3396396127306736e-10,1.600499823476518e-15,9.535312729164755e-09,3.6081677653408296e-13,1.1494006795003509e-15,1.9746997287212598e-14,1.5476002290965287e-08,1.2297835617176813e-08,4.259731555698818e-07,1.9984117652013085e-12,1.193082722604748e-07,2.003744242556009e-11,6.707345825362984e-15,1.7244762079015915e-16
2.5562891652981875e-08,0.8871076553056828,4.7345125553674693e-07,9.168543873329695e-09,8.011023175570904e-09,4.8825540220797245e-08,0.0,0.0,4.3717775740530205e-07,1.6721473350933423e-10,2.1674472022842474e-10,2.559690934165951e-09,7.670261362745478e-12,1.0944506344011086e-21,4.425334731875711e-15,2.7723885095196686e-09,1.5594164760281292e-08,4.430919254924433e-08,1.6563638569089602e-15,6.028838127177388e-15,1.2504413466134522e-06,1.621606900734527e-12,4.087698666390339e-09,2.076660519775643e-15,3.273844706271614e-13,7.791828177220908e-11,3.55010645305558e-10,3.0210534796732174e-12,3.0346089324710785e-18,1.673635006930051e-18,2.74274546957766e-15,1.0830096424473115e-17,4.175892721062296e-12,4.664866101786086e-17,3.76,0.0,0.8198132758810565,0.997870059018255,1.849421540338675e-09,2.2002720055525073e-10,0.10236630140011582,0.10222230289118474,0.00014140577593582798,1.750691190288019e-08,0.0021294454983030566,4.767805819609016e-10,6.09763083345622e-11,1.129970720260492e-13,7.881249498911039e-14,4.420345023374419e-08,4.387701007114921e-10,9.210935971271473e-09,6.913653656824546e-09,1.3946574320292477e-09,4.2639029825300046e-11,7.981410333852031e-09,2.322172509618982e-09,1.0465601544775183e-15,1.307538663361899e-15,1.0691197430011383e-10,3.524939398736668e-13,2.435195105317206e-10,1.714806233223664e-15,9.70697817239631e-09,3.7044444702810665e-13,1.2208613888320483e-15,2.0589574517349864e-14,1.5752137388375517e-08,1.2371669206274784e-08,4.376808409482104e-07,2.1176020728576e-12,1.203070896894034e-07,2.0214232080608664e-11,7.145672797043118e-15,1.8638817746923143e-16
2.6039144669721776e-08,0.8873829670143908,4.858613254659217e-07,9.551986652385313e-09,8.366761284319491e-09,5.1035590610644875e-08,0.0,0.0,4.4480640624856463e-07,1.7319977769919308e-10,2.2760713380066637e-10,2.6636113134960196e-09,8.204086529330148e-12,1.1908302947828144e-21,4.632676908475134e-15,2.8136414429454272e-09,1.586471581419139e-08,4.5943774815690536e-08,1.8016111714959247e-15,6.574249607262373e-15,1.2968728615562124e-06,1.7102639690670657e-12,4.10556793559514e-09,2.1668089706060988e-15,3.3499787075495496e-13,8.386909046872847e-11,3.73614902586645e-10,3.23815748825439e-12,3.200528470545741e-18,1.758506626592833e-18,2.8634607038722627e-15,1.1648713035585774e-17,4.467074596427036e-12,5.1767573766374244e-17,3.76,0.0,0.8180181046193358,0.997870049184719,1.96714910534782e-09,2.2774915948374264e-10,0.1041615058127311,0.10401771980657343,0.0001410980822442247,1.7475699549413638e-08,0.0021294454719852913,4.943964550397333e-10,6.278866099344191e-11,1.1513946195591733e-13,8.308479343681451e-14,4.583314694288628e-08,4.4644235811995814e-10,9.404887657966512e-09,7.0795242073085155e-09,1.450232892349276e-09,4.51529910743249e-11,8.12986464537648e-09,2.3881032305359925e-09,1.0810231086767937e-15,1.3301992117845698e-15,1.0853875943579333e-10,3.657346371462133e-13,2.5329124079754444e-10,1.834753104184474e-15,9.878306066086084e-09,3.8009107203511015e-13,1.2951726537174195e-15,2.1451590959167127e-14,1.6027641720074892e-08,1.2445155553573858e-08,4.4947884898289293e-07,2.24186607353988e-12,1.2129925969035313e-07,2.038914586032033e-11,7.604652926511134e-15,2.0118249669621162e-16
2.6991650703201577e-08,0.8879317836610161,5.108967856773826e-07,1.0342724891651445e-08,9.102816732021952e-09,5.561722601794164e-08,0.0,0.0,4.6000975097144525e-07,1.8545265447070652e-10,2.5031962071798443e-10,2.8760548862917426e-09,9.350577061946899e-12,1.403398527176211e-21,5.064332394879142e-15,2.893168635408388e-09,1.6403842042003363e-08,4.929705746117396e-08,2.123361357361285e-15,7.782559227674583e-15,1.3921997641564266e-06,1.8967329375370864e-12,4.138585874982097e-09,2.3526357885005784e-15,3.501960754991814e-13,9.67848543473568e-11,4.125705508079264e-10,3.705567946022566e-12,3.549539651851704e-18,1.9358638116958047e-18,3.1126208189729654e-15,1.341826413597102e-17,5.0915210868157665e-12,6.337396520136394e-17,3.76,0.0,0.8144395460900798,0.9978700294476023,2.2175666687622413e-09,2.4353382694089206e-10,0.1077401328643246,0.10759676480543141,0.00014048471557837354,1.7413382456115474e-08,0.002129445419244836,5.30543243354966e-10,6.644939581222416e-11,1.1941923809843044e-13,9.212351677708474e-14,4.917631946338968e-08,4.6172227612114285e-10,9.798237076927258e-09,7.417247834882007e-09,1.5651739286222825e-09,5.0480959007734056e-11,8.42624787961756e-09,2.522516199964698e-09,1.1499512438111811e-15,1.374050764984412e-15,1.1167189155298421e-10,3.9291873107138935e-13,2.734922875150299e-10,2.092203936312183e-15,1.0219951611155747e-08,3.994327331717737e-13,1.4525427164846735e-15,2.323466497807955e-14,1.6576763913988166e-08,1.2591089362684732e-08,4.733436608961431e-07,2.5061872828852295e-12,1.232654826829748e-07,2.0733864302937196e-11,8.587063449054747e-15,2.3347847704888346e-16
2.78489061333334e-08,0.8884236661347367,5.336680331479449e-07,1.1081515763454541e-08,9.793298615682083e-09,5.992569587033833e-08,0.0,0.0,4.7363154134376596e-07,1.9679975452062904e-10,2.719095927516432e-10,3.072291219837412e-09,1.0476275261096469e-11,1.6189312530608304e-21,5.47214638922614e-15,2.9613980117177615e-09,1.6886826289813284e-08,5.2410476458236424e-08,2.4516155356745398e-15,9.014932885857402e-15,1.4807955531212792e-06,2.0752194943836664e-12,4.1653807584980385e-09,2.52611839279103e-15,3.638374325408453e-13,1.0963176309849082e-10,4.4965006929194957e-10,4.1658352838410405e-12,3.883661826390891e-18,2.1042888561633866e-18,3.345616552666113e-15,1.5169061914064267e-17,5.703409258263987e-12,7.554345970549896e-17,3.76,0.0,0.8112322301385224,0.9978700116043557,2.4605461285025037e-09,2.5812357260816987e-10,0.11094751301079386,0.11080451307994132,0.00013993498112400336,1.73574480000326e-08,0.002129445371658568,5.641140567214774e-10,6.978270867612487e-11,1.232660572455332e-13,1.0083868008895478e-13,5.228025655665153e-08,4.754009568816416e-10,1.0158818947515718e-08,7.728261793191522e-09,1.6730322557605243e-09,5.563036111741996e-11,8.692431293809193e-09,2.6464144567335413e-09,1.2118558304069005e-15,1.411851002268493e-15,1.1435638555023556e-10,4.181828105192709e-13,2.924357277117436e-10,2.3448064615638175e-15,1.0526284212678597e-08,4.168846325300733e-13,1.60441226437654e-15,2.4907772982504215e-14,1.7068831256969525e-08,1.2721249258529656e-08,4.9512569442278e-07,2.762881378145889e-12,1.25016635894533e-07,2.1038916272253888e-11,9.548184576212327e-15,2.6583811152722287e-16
2.870616156346522e-08,0.8889136120676866,5.566596114605756e-07,1.1845929696270328e-08,1.0510340656257773e-08,6.441030742901036e-08,0.0,0.0,4.871956500714621e-07,2.0844640738630254e-10,2.946134535254123e-10,3.2730711435302545e-09,1.1695320645220625e-11,1.859275227199326e-21,5.8982060003852615e-15,3.026522336030606e-09,1.736772439333582e-08,5.561386307738266e-08,2.82007367446966e-15,1.0397302552087783e-14,1.5720374717117737e-06,2.264057107188973e-12,4.1895950757453445e-09,2.7054372505324895e-15,3.7743943557072606e-13,1.237124753844127e-10,4.886719136466341e-10,4.6655642828600845e-12,4.237217918044956e-18,2.281188679621848e-18,3.58683528890739e-15,1.7077934871385197e-17,6.364663201215485e-12,8.953933266672268e-17,3.76,0.0,0.8080375445560076,0.9978699936854789,2.720801903624987e-09,2.730713183038202e-10,0.11414226517288706,0.11399962579213492,0.00013938741250588932,1.7301679254816993e-08,0.002129445323958469,5.986639755744874e-10,7.315007498562463e-11,1.2710894052722075e-13,1.101221622751925e-13,5.5473803185159024e-08,4.890106807198636e-10,1.0526017836108785e-08,8.046235420620268e-09,1.7851745932515855e-09,6.112907965913365e-11,8.95812304137468e-09,2.7731037354936916e-09,1.2734983080472117e-15,1.4480886680257934e-15,1.169152060276851e-10,4.4420032742947086e-13,3.121163352425013e-10,2.6181960961697294e-15,1.0831532494015784e-08,4.3436759728114005e-13,1.7662671369856952e-15,2.664682464951457e-14,1.7558877482590357e-08,1.2850294917525744e-08,5.17192708869642e-07,3.0382984153036087e-12,1.2675242449193688e-07,2.1339653791083993e-11,1.0586141226800337e-14,3.0155532514272793e-16
2.9563416993597042e-08,0.8894016290860371,5.798657012140214e-07,1.2635890834799536e-08,1.1253936922292293e-08,6.907185125383713e-08,0.0,0.0,5.007023812359419e-07,2.203896134152422e-10,3.184563793152746e-10,3.478179052826843e-09,1.301201671102112e-11,2.1262821928357993e-21,6.342415582925684e-15,3.0886106376268094e-09,1.7846561624191585e-08,5.890676462185657e-08,3.2323821482477458e-15,1.1942614201514544e-14,1.6659178150756512e-06,2.4634803970446732e-12,4.211396722602375e-09,2.8905200041252683e-15,3.9099855827243597e-13,1.3910168228596545e-10,5.296626987978241e-10,5.206649682611217e-12,4.610658940368908e-18,2.4666910294480874e-18,3.836210206632548e-15,1.9152852048487383e-17,7.0773015369782266e-12,1.0556201967315077e-16,3.76,0.0,0.804855439603152,0.997869975690978,2.998906363408553e-09,2.883719700753352e-10,0.11732443908305022,0.11718215269776347,0.0001388420011856346,1.7246091437027672e-08,0.0021294452761442626,6.341882287110421e-10,7.654913991710747e-11,1.3094862079050407e-13,1.1999157742502358e-13,5.8756511562453456e-08,5.025518624274275e-10,1.0900213299305691e-08,8.371428302644358e-09,1.9017069041415265e-09,6.699065619637275e-11,9.223360800377727e-09,2.9026005519404917e-09,1.3347550738002356e-15,1.4827845276144631e-15,1.1935110664349436e-10,4.70968480066965e-13,3.325490238241368e-10,2.9133452073949478e-15,1.1135699946527257e-08,4.518719405161978e-13,1.938379825721282e-15,2.845303609647125e-14,1.8046910984193737e-08,1.2978230385283098e-08,5.395423197915608e-07,3.3333379843328188e-12,1.28474576312833e-07,2.1636577333151293e-11,1.1704823812815999e-14,3.4086912108314425e-16
3.042067242372886e-08,0.889887724785952,6.032807910882174e-07,1.345132105039371e-08,1.2024073097389017e-08,7.391106438717963e-08,0.0,0.0,5.141520379998889e-07,2.3262640177925644e-10,3.4346403831988836e-10,3.6874043514248187e-09,1.4430693656701383e-11,2.421851897060613e-21,6.8046465846307765e-15,3.1477377729753264e-09,1.8323363559804387e-08,6.228873126483756e-08,3.692399712817365e-15,1.3664479788301756e-14,1.7624288836392546e-06,2.6737197832091515e-12,4.230942407600331e-09,3.08129349364523e-15,4.0451178740416037e-13,1.5587593850977952e-10,5.726476014680071e-10,5.7910005298818675e-12,5.004429189107234e-18,2.6609220432739582e-18,4.093673651180483e-15,2.1401833764479233e-17,7.84332962631534e-12,1.2382596837417894e-16,3.76,0.0,0.8016858657365075,0.9978699576208555,3.29542645470612e-09,3.040205044613054e-10,0.12049408427784768,0.12035214335665084,0.00013829873865843482,1.7190695035730232e-08,0.0021294452282156744,6.706820296617612e-10,7.997765774041595e-11,1.34785811340407e-13,1.3046427111886948e-13,6.212793726046718e-08,5.160249136913394e-10,1.1281783247712577e-08,8.704100391241964e-09,2.022739876545021e-09,7.322894043713267e-11,9.488181156823186e-09,3.034920219880515e-09,1.395511827902147e-15,1.5159638349486217e-15,1.2166709182879554e-10,4.984844956290392e-13,3.5374932585298734e-10,3.231243983181108e-15,1.1438790055273233e-08,4.693888039670113e-13,2.121018189272844e-15,3.032768094311158e-14,1.8532940117891616e-08,1.3105059772960665e-08,5.621723542641276e-07,3.648923183144752e-12,1.301845589132479e-07,2.19301159111926e-11,1.2908217317204925e-14,3.840281839653729e-16
3.127792785386068e-08,0.8903719067337077,6.26899643002917e-07,1.4292140394050125e-08,1.2820727116076796e-08,7.892863334019453e-08,0.0,0.0,5.275449224561172e-07,2.4515383019762444e-10,3.6966261575106827e-10,3.90054184375575e-09,1.5955704709919305e-11,2.747927951431907e-21,7.284740028173576e-15,3.2039832809553937e-09,1.879815608000657e-08,6.57593160316202e-08,4.204202586817157e-15,1.5577187348230937e-14,1.8615629833298515e-06,2.89500154655019e-12,4.248378430590459e-09,3.277684008799591e-15,4.1797656352928e-13,1.7411363065660847e-10,6.176503990541363e-10,6.42053855578056e-12,5.418966422668558e-18,2.864006556273577e-18,4.35915745297516e-15,2.3832943024940313e-17,8.664737416270354e-12,1.445600237083422e-16,3.76,0.0,0.7985287736077878,0.9978699394751112,3.610923556128881e-09,3.2001196794020137e-10,0.12365125009873432,0.1235096471334638,0.00013775761645306418,1.713549722070546e-08,0.0021294451801724236,7.081405783380088e-10,8.343348699282253e-11,1.386212064649507e-13,1.4155731788486303e-13,6.558763918000952e-08,5.294302431228392e-10,1.1671103864593903e-08,9.04451190444805e-09,2.1483888711252266e-09,7.985810343969059e-11,9.752619637907701e-09,3.170076900437913e-09,1.4556633834765949e-15,1.5476556235656832e-15,1.2386636787902244e-10,5.267456299483636e-13,3.7573338671793966e-10,3.572901178186379e-15,1.1740806298961654e-08,4.869100955238314e-13,2.314445524496323e-15,3.227208967177045e-14,1.901697320275522e-08,1.3230787282184615e-08,5.850808189133348e-07,3.986000437313475e-12,1.3188361437243797e-07,2.2220636541277968e-11,1.4200401500289724e-14,4.312909874277324e-16
3.21351832839925e-08,0.8908541824658031,6.507172617772477e-07,1.5158267490880923e-08,1.3643869737119741e-08,8.412519677040019e-08,0.0,0.0,5.408813354988674e-07,2.57968984659705e-10,3.970788361853454e-10,4.117392047168522e-09,1.759142258808402e-11,3.1064936162323743e-21,7.78250895749073e-15,3.2574303737397917e-09,1.9270965363286154e-08,6.931807478079635e-08,4.772089443637497e-15,1.7695710674449135e-14,1.963312425794543e-06,3.127547891933215e-12,4.263841404363851e-09,3.4796175087004337e-15,4.3139072869997273e-13,1.938949459907326e-10,6.646935075826185e-10,7.097196613548392e-12,5.8547020423352465e-18,3.076068390664632e-18,4.632593203209464e-15,2.6454277297197633e-17,9.543497420911463e-12,1.6800779745858904e-16,3.76,0.0,0.7953841140630967,0.9978699212537384,3.945953349658404e-09,3.363414763794153e-10,0.12679598569282416,0.12665471319847968,0.00013721862613176467,1.7080502851034797e-08,0.0021294451320142253,7.465590626027973e-10,8.691458586742193e-11,1.4245548190585845e-13,1.5328751929180593e-13,6.913517952143613e-08,5.42768256285898e-10,1.2068549527603559e-08,9.392923229129675e-09,2.2787738682713344e-09,8.689265067486898e-11,1.0016710740940441e-08,3.308083644588352e-09,1.515113430601088e-15,1.5778920765746264e-15,1.2595229989855646e-10,5.557491672002597e-13,3.9851795891650827e-10,3.939344894256076e-15,1.2041752149896739e-08,5.044284315435944e-13,2.5189206416248304e-15,3.4287648970527335e-14,1.9499018521004226e-08,1.3355417215255902e-08,6.08265872252045e-07,4.34553930423929e-12,1.3357278952050522e-07,2.250845247821545e-11,1.5585551075589563e-14,4.829258991033185e-16
3.2992438714124315e-08,0.8913345594890754,6.747288686622025e-07,1.6049619884001524e-08,1.4493465062255657e-08,8.95013478924611e-08,0.0,0.0,5.541615767143858e-07,2.710689791474498e-10,4.2573998352059405e-10,4.337761434428525e-09,1.9342236084406976e-11,3.499567544216535e-21,8.297740835660919e-15,3.308165047580079e-09,1.9741817882722108e-08,7.296456618460038e-08,5.400586317515895e-15,2.003571858800765e-14,2.067669528615887e-06,3.3715770095977604e-12,4.277458924523336e-09,3.687019813718024e-15,4.447524802024516e-13,2.1530184170692165e-10,7.137980187820567e-10,7.82291717390597e-12,6.312061272164457e-18,3.2972306287088025e-18,4.913912492200006e-15,2.9273960637779776e-17,1.048156282769556e-11,1.9442802214266994e-16,3.76,0.0,0.79225183814216,0.997869902956728,4.301065707709771e-09,3.5300421448437286e-10,0.1299283400136566,0.12978739052835175,0.00013668175929007164,1.7025715168115925e-08,0.0021294450837407797,7.859326597703004e-10,9.041900780221016e-11,1.4628929527676495e-13,1.6567140245411898e-13,7.277012375550637e-08,5.560393557254113e-10,1.2474492733275394e-08,9.749594826667412e-09,2.4140194150162623e-09,9.43474349462853e-11,1.0280487958972571e-08,3.448952430352637e-09,1.5737742638251362e-15,1.6067079665307207e-15,1.279283738898271e-10,5.854924196141316e-13,4.221203959879158e-10,4.331623390106007e-15,1.2341631073928649e-08,5.219370835002391e-13,2.7346979406753513e-15,3.637580106099716e-14,1.9979084318194726e-08,1.3478953973470733e-08,6.31725800722652e-07,4.7285322644916844e-12,1.3525296222565238e-07,2.2793830391701247e-11,1.7067935855745366e-14,5.39211282978723e-16
3.3849694144256134e-08,0.8918130452808117,6.989298783945438e-07,1.6966114332198045e-08,1.536947100458372e-08,9.505763664513362e-08,0.0,0.0,5.673859442890198e-07,2.8445095535820224e-10,4.5567391871895917e-10,4.56146261229542e-09,2.121254677939901e-11,3.9291995045338975e-21,8.830199882938381e-15,3.35627530556647e-09,2.0210740401631923e-08,7.669835170851333e-08,6.09445142401117e-15,2.261358380435573e-14,2.174626615524187e-06,3.627303135515507e-12,4.2893501898334005e-09,3.899816771684074e-15,4.580603298894083e-13,2.384180147109689e-10,7.649837362712556e-10,8.599650877735928e-12,6.7914633385378594e-18,3.527615869592142e-18,5.203047113462973e-15,3.230013616769681e-17,1.1480865727663893e-11,2.2409488870286883e-16,3.76,0.0,0.7891318970775619,0.9978698845840641,4.6768045946877e-09,3.6999543524755334e-10,0.13304836182195887,0.13290772790687122,0.00013614700755666591,1.697113624575193e-08,0.0021294450353517838,8.262565380351365e-10,9.394489726658328e-11,1.5012328643750672e-13,1.7872521884518108e-13,7.649204059443913e-08,5.692439409950952e-10,1.288930402414742e-08,1.0114787141429354e-08,2.554254571718678e-09,1.0223766916395924e-10,1.054398380386406e-08,3.592694195521763e-09,1.6315664789320936e-15,1.6341401607525155e-15,1.2979816363149471e-10,6.159727271888484e-13,4.465586462673343e-10,4.750805917195372e-15,1.2640446530404173e-08,5.394299287854149e-13,2.962027487850904e-15,3.8538043011270605e-14,2.0457178803405903e-08,1.360140204806703e-08,6.554589981096381e-07,5.1359945016028555e-12,1.3692486409428011e-07,2.3076996573410803e-11,1.865192086530223e-14,6.004355990233153e-16
3.470694957438795e-08,0.8922896472888663,7.233158791709007e-07,1.7907667068926052e-08,1.6271839714152768e-08,1.0079457165398122e-07,0.0,0.0,5.805547349318273e-07,2.9811208242825096e-10,4.869090956599166e-10,4.788314446185737e-09,2.3206765872116437e-11,4.397466118010133e-21,9.379629344479584e-15,3.4018504775543006e-09,2.06777599689741e-08,8.051899559028053e-08,6.858679898135261e-15,2.5446391414266894e-14,2.2841760166065437e-06,3.894936610764783e-12,4.299626577967913e-09,4.117934402417393e-15,4.71313068256574e-13,2.6332887190864295e-10,8.182692108969262e-10,9.429355143367694e-12,7.293321649315543e-18,3.767346471356871e-18,5.49992923887237e-15,3.554095887842276e-17,1.2543315461970244e-11,2.572983679721806e-16,3.76,0.0,0.786024242293981,0.9978698661357263,5.073707981194725e-09,3.8731045939722957e-10,0.1361560996864062,0.13601577392572684,0.00013561436259327032,1.6916767308580992e-08,0.002129444986846925,8.675258578358414e-10,9.749048573281204e-11,1.5395807784554067e-13,1.9246494341447198e-13,8.030050196317129e-08,5.823824086850628e-10,1.3313351918301744e-08,1.0488760511820995e-08,2.69961285854848e-09,1.1057893897152119e-10,1.080722982775297e-08,3.739318867288422e-09,1.6884186476341783e-15,1.6602271836424067e-15,1.3156530171291346e-10,6.471874574117474e-13,4.71851246474287e-10,5.197983576811907e-15,1.2938201972118484e-08,5.569014052414448e-13,3.2011550918374442e-15,4.077592603543693e-14,2.0933310149425435e-08,1.372276601031518e-08,6.794639477467404e-07,5.568963672498149e-12,1.385891001894277e-07,2.335814233123393e-11,2.0341966420633986e-14,6.668975000715291e-16
3.556420500451977e-08,0.8927643729317706,7.478826151130719e-07,1.887419402806999e-08,1.7200517966162547e-08,1.0671262201840174e-07,0.0,0.0,5.936682438095316e-07,3.1204955665751046e-10,5.194745753440791e-10,5.018142138396983e-09,2.5329311127559452e-11,4.906466628160387e-21,9.945753678179403e-15,3.444980626256955e-09,2.114290391453828e-08,8.442606481845824e-08,7.698508452387674e-15,2.8551946991038425e-14,2.396310068512711e-06,4.174683939940385e-12,4.30839218025661e-09,4.341299023488381e-15,4.845097326493933e-13,2.9012150100627373e-10,8.736717752412032e-10,1.0313992826727316e-11,7.818043972551543e-18,4.01654477870923e-18,5.804491568807506e-15,3.90045887570387e-17,1.367079707954644e-11,2.9434451574509504e-16,3.76,0.0,0.7829288254074349,0.9978698476116878,5.492307769565025e-09,4.049446748457849e-10,0.13925160198437833,0.13911157698526103,0.0001350838160945457,1.686260897592905e-08,0.0021294449382258797,9.09735773155602e-10,1.010540878238476e-10,1.5779427489098141e-13,2.0690627404796176e-13,8.419508297082434e-08,5.954551524490887e-10,1.3747002841129708e-08,1.0871775083726547e-08,2.850232201807744e-09,1.193872152255124e-10,1.1070256643112658e-08,3.888835389331178e-09,1.7442669767039305e-15,1.6850088298326486e-15,1.3323345426308408e-10,6.791340049814065e-13,4.980173151444231e-10,5.674270194548342e-15,1.323490084526794e-08,5.74346469119309e-13,3.452322380599573e-15,4.3091054780676444e-14,2.1407486492933822e-08,1.3843050503064558e-08,7.037392071069193e-07,6.0284996702769544e-12,1.4024616620359696e-07,2.3637428685921196e-11,2.2142628175219296e-14,7.389059258976645e-16
3.642146043465159e-08,0.8932372295988491,7.726259708897665e-07,1.986561104074864e-08,1.8155447516101714e-08,1.1281221894535051e-07,0.0,0.0,6.067267644921213e-07,3.2626060123559236e-10,5.534000386500353e-10,5.250777266183047e-09,2.7584603936548473e-11,5.458318730502978e-21,1.0528280656634775e-14,3.485756030081132e-09,2.1606199843951186e-08,8.841912911058773e-08,8.619419956819964e-15,3.1948784336080346e-14,2.5110211146577883e-06,4.466747848619165e-12,4.3157442986511025e-09,4.569837359585428e-15,4.97649579098593e-13,3.1888464182039595e-10,9.312075773202415e-10,1.1255530932565854e-11,8.366032614729872e-18,4.2753333374810585e-18,6.116667460470207e-15,4.269918421972625e-17,1.4865169900806152e-11,3.3555576137189074e-16,3.76,0.0,0.779845598224523,0.997869829011917,5.93312972962827e-09,4.228935361375206e-10,0.14233491690271338,0.1421951852952236,0.00013455535978795986,1.6808661447269775e-08,0.0021294448894883153,9.528814327632145e-10,1.0463409762911769e-10,1.616324662130592e-13,2.2206463131814868e-13,8.817536188238403e-08,6.084625630315762e-10,1.419062105919941e-08,1.1264090726215546e-08,3.0062548801125295e-09,1.2867886632581966e-10,1.1333093941529641e-08,4.041251746744459e-09,1.7990549566377393e-15,1.7085258228426022e-15,1.3480629896446922e-10,7.11809791534331e-13,5.250765459130818e-10,6.180803208912726e-15,1.3530546589403866e-08,5.917605561867504e-13,3.7157668780769825e-15,4.548508660283425e-14,2.1879715934687377e-08,1.3962260232983405e-08,7.282833944529682e-07,6.515684380833484e-12,1.4189646342956167e-07,2.3914990464869853e-11,2.4058557130048853e-14,8.167801944290693e-16
