Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72)
2.4650022773848357e-06,1.0131936306260256,8.204389238495839e-06,4.0459221504579795e-06,2.096499307488876e-06,7.920276356503481e-05,0.0,0.0,5.792994904937691e-06,5.628052340588865e-08,0.00015965024862633854,7.604461963458208e-06,1.823590276179002e-07,5.931054685681389e-16,3.722383195570527e-11,5.675393073308208e-08,6.651910168384964e-06,6.105332283137479e-05,7.384186981675635e-08,3.74922582170968e-08,0.0021824775138173103,2.3866645244008908e-08,2.473264529021468e-09,3.3616973158695964e-11,1.6624108331027495e-10,7.270857792537559e-05,1.537462715213966e-07,1.98668628875075e-07,3.728859567993753e-11,1.097772423243744e-12,1.4620011367908785e-11,1.884428538777201e-13,9.31478817181621e-09,3.579152549779456e-10,3.76,0.0,1.1973100537967573e-05,0.9976361624226796,4.5401291378917984e-05,3.740193698776122e-07,0.9244052094154025,0.9196129158410298,9.173217299422068e-07,3.1567712954034488e-09,0.0021289438179549237,1.9349526416167893e-07,1.3738661541558676e-09,2.707985068960187e-12,1.3627380017934512e-10,6.256590106589016e-05,3.496187384367184e-09,4.916960434112529e-06,4.53915391431291e-06,3.3239775512095145e-05,0.00013573723203694386,1.0153894731104564e-07,1.419446783417957e-07,4.096008946387037e-14,2.5865972184792286e-14,1.9585495002298734e-09,1.014369225014318e-09,1.623807631606763e-06,1.0414756539167946e-08,2.1716691399600225e-07,2.1925855538056282e-10,4.59448541860799e-12,1.3483930904463188e-10,1.1841154708085263e-07,6.496633829559464e-09,3.4531619777224265e-05,2.0244094800079017e-06,6.226632662181213e-11,9.687482118043708e-15,2.233733446868047e-09,3.0503290883161697e-10
2.476810928689354e-06,1.0131956867888483,8.21005668296682e-06,4.0496234956720795e-06,2.099866125248838e-06,7.956239154261136e-05,0.0,0.0,5.8050977927430005e-06,5.6423591878249395e-08,0.00016086641498806612,7.651307328596777e-06,1.8318107109723395e-07,5.977273636348689e-16,3.7487123394213023e-11,5.681640471310138e-08,6.689213819702487e-06,6.136754795928851e-05,7.440696804776199e-08,3.772806159429208e-08,0.0021939800752322973,2.3996386627373375e-08,2.4761737555800484e-09,3.399896890718963e-11,1.6718107824497367e-10,7.315566913018498e-05,1.537462355492658e-07,1.9974863352302984e-07,3.789638057829092e-11,1.1102632255766026e-12,1.4721744041770586e-11,1.8949026852382243e-13,9.316388822952323e-09,3.5996283792244563e-10,3.76,0.0,1.1396963098429135e-05,0.9976348299129055,4.5653236919339905e-05,3.775539804312025e-07,0.924417867985914,0.9196000148365227,9.172096019724924e-07,3.1567149590764604e-09,0.002128940971945153,1.9363341877651026e-07,1.3741278680222152e-09,2.7111679665665464e-12,1.364902233729546e-10,6.285092653304448e-05,3.4961265755393926e-09,4.921883749766502e-06,4.5435131587515735e-06,3.326777158913647e-05,0.0001367070616512349,1.0160657381324711e-07,1.4204015016481324e-07,4.1004377559569815e-14,2.5894287809871675e-14,1.9607349077499536e-09,1.020105659897743e-09,1.625125510550963e-06,1.0489490987611025e-08,2.1879771525120474e-07,2.2049266516337516e-10,4.599234157377457e-12,1.3494806802016832e-10,1.1830597569324726e-07,6.496395397775652e-09,3.457048070619795e-05,2.044609713264357e-06,6.124067014033409e-11,9.529487635748083e-15,2.24380487292231e-09,3.064226377657987e-10
2.488619579993872e-06,1.0131977385195061,8.21582904201621e-06,4.053379062057181e-06,2.1032597807015733e-06,7.992229988991864e-05,0.0,0.0,5.817226445988193e-06,5.656652632718351e-08,0.00016208431974398582,7.69820531961709e-06,1.8400439679246575e-07,6.023757996485102e-16,3.775123689615529e-11,5.6879635688149296e-08,6.7265545126789726e-06,6.168172487677085e-05,7.497367702137747e-08,3.796472859310978e-08,0.002205482357109425,2.4126125648863723e-08,2.4791177180534114e-09,3.438369831862181e-11,1.6812206634563517e-10,7.36032269628044e-05,1.5374622292318456e-07,2.0082865896169003e-07,3.8510783536622835e-11,1.1228372777535432e-12,1.4823858285376275e-11,1.9053912843712405e-13,9.31800424982853e-09,3.6201026481361027e-10,3.76,0.0,1.0851306598376533e-05,0.9976334961101753,4.5905584124529164e-05,3.8110830324919237e-07,0.9244304970250374,0.9195870818466643,9.171026949687451e-07,3.1566591507732136e-09,0.002128938123177324,1.9377051984507828e-07,1.374393782047579e-09,2.714384351101826e-12,1.3670838021176778e-10,6.313559494731594e-05,3.496065656105817e-09,4.9268731013256214e-06,4.547933871765777e-06,3.329589462773855e-05,0.00013767738993615113,1.0167547985048071e-07,1.421374249849548e-07,4.1049217122143217e-14,2.5922948894056574e-14,1.9629463691920396e-09,1.0258449573433327e-09,1.6264668563177511e-06,1.0564263141576386e-08,2.2044057245069667e-07,2.2172797963794136e-10,4.604043257641692e-12,1.350587767976487e-10,1.182005064633394e-07,6.496160110592832e-09,3.4609338437577496e-05,2.0649199224907798e-06,6.027027650350927e-11,9.380027209209741e-15,2.253876404249804e-09,3.078122478690769e-10
2.5004282312983905e-06,1.0131997860660855,8.221705547772222e-06,4.057188499148492e-06,2.1066801133623364e-06,8.028249309729351e-05,0.0,0.0,5.8293809774820706e-06,5.670933403095104e-08,0.00016330396810852458,7.745156557736675e-06,1.848290144478304e-07,6.070510139578366e-16,3.801617889187365e-11,5.694361919928301e-08,6.7639327348022775e-06,6.199585358760752e-05,7.554201158877017e-08,3.82022644504644e-08,0.002216984358862159,2.4255862304723873e-08,2.4820962147798133e-09,3.477117512333831e-11,1.690640601967636e-10,7.405125708882852e-05,1.5374623409589274e-07,2.0190870565272502e-07,3.913184535004317e-11,1.135494955279654e-12,1.4926356460715436e-11,1.9158944105096982e-13,9.319634398244552e-09,3.640575392954677e-10,3.76,0.0,1.0334518414240975e-05,0.997632161001731,4.6158336209655644e-05,3.8468235989226997e-07,0.9244430981496584,0.9195741184645582,9.170007326121252e-07,3.156603842218617e-09,0.0021289352716242025,1.9390659873568577e-07,1.3746638714155399e-09,2.717634004743334e-12,1.3692826035697645e-10,6.341990842824484e-05,3.4960046312307166e-09,4.931928076733746e-06,4.552415670032243e-06,3.332415308227748e-05,0.00013864822233760062,1.0174565600462362e-07,1.4223648965071417e-07,4.109460490783453e-14,2.5951953394055363e-14,1.96518373134994e-09,1.031587152423147e-09,1.6278315386399624e-06,1.0639073406826098e-08,2.2209551822638774e-07,2.2296451499873385e-10,4.608912343304903e-12,1.35171424513779e-10,1.1809513965941085e-07,6.495927810206509e-09,3.464819308697365e-05,2.0853402466636794e-06,5.935228284678788e-11,9.238658737712474e-15,2.2639484609357456e-09,3.0920179828003837e-10
2.5122368826029088e-06,1.0132018296636236,8.227685440321063e-06,4.061051457793107e-06,2.110126964532296e-06,8.06429756212082e-05,0.0,0.0,5.841561499120565e-06,5.6852022163497435e-08,0.00016452536550536827,7.792161660517e-06,1.8565493364797766e-07,6.117532441528199e-16,3.828195580679622e-11,5.700835079693959e-08,6.801348970218835e-06,6.230993409607297e-05,7.611198657312359e-08,3.844067433400048e-08,0.002228486079924667,2.438559659135965e-08,2.4851090449848937e-09,3.5161413139849616e-11,1.700070723025564e-10,7.449976513845656e-05,1.537462694879096e-07,2.0298877406072206e-07,3.9759606987280644e-11,1.1482366364505175e-12,1.502924092453248e-11,1.926412139901159e-13,9.321279212913806e-09,3.661046650028972e-10,3.76,0.0,9.845071239770091e-06,0.997630824574892,4.6411496369811085e-05,3.882761720869307e-07,0.9244556728913421,0.9195611261980894,9.169034532017624e-07,3.156549006630286e-09,0.0021289324172587185,1.94041686090375e-07,1.3749381112618504e-09,2.7209167119151823e-12,1.371498535766257e-10,6.370386908494925e-05,3.4959435057992385e-09,4.937048265705875e-06,4.556958171584751e-06,3.3352555116159734e-05,0.00013961956450148723,1.0181709295367428e-07,1.4233733113881096e-07,4.114053767792546e-14,2.598129927095808e-14,1.967446841352536e-09,1.0373322799964036e-09,1.62921942646308e-06,1.0713922205044787e-08,2.2376258575927715e-07,2.2420228733012625e-10,4.61384103934544e-12,1.3528600024045365e-10,1.179898755373524e-07,6.495698347070321e-09,3.4687044764060096e-05,2.105870824760717e-06,5.848397584680019e-11,9.104963216563203e-15,2.2740214593253274e-09,3.1059134761118364e-10
2.524045533907427e-06,1.0132038695347987,8.233767967619104e-06,4.064967590265549e-06,2.113600177289115e-06,8.100375188466141e-05,0.0,0.0,5.853768121906795e-06,5.6994597796134515e-08,0.00016574851755990516,7.83922124187229e-06,1.8648216382268827e-07,6.164827280610335e-16,3.854857406038043e-11,5.70738260428963e-08,6.838803699763908e-06,6.262396640690421e-05,7.668361676735993e-08,3.8679963343853095e-08,0.0022399875197506767,2.4515328505328322e-08,2.488156008842531e-09,3.5554426274712645e-11,1.7095111508759857e-10,7.494875670658972e-05,1.537463294893258e-07,2.0406886465307554e-07,4.039410959207462e-11,1.1610627023389623e-12,1.5132514028512726e-11,1.9369445505965446e-13,9.322938637569639e-09,3.68151645561229e-10,3.76,0.0,9.38151857224111e-06,0.9976294868170544,4.666506778026363e-05,3.918897617279083e-07,0.9244682227008452,0.9195481064744391,9.168106088813867e-07,3.156494618639595e-09,0.002128929560053967,1.9417581184153815e-07,1.375216476691235e-09,2.724232259274873e-12,1.3737314974551226e-10,6.398747901621773e-05,3.4958822844322227e-09,4.9422332598553105e-06,4.561560995948854e-06,3.3381108609567504e-05,0.00014059142226612855,1.0188978147076602e-07,1.4243993655319015e-07,4.118701220026709e-14,2.6010984491127808e-14,1.969735546730254e-09,1.043080374709723e-09,1.630630388067513e-06,1.0788809973239672e-08,2.2544180877976864e-07,2.2544131260731126e-10,4.6188289719622634e-12,1.3540249299489227e-10,1.1788471434136339e-07,6.4954715794601535e-09,3.472589357288418e-05,2.126511795789725e-06,5.76627838718787e-11,8.978543524607548e-15,2.2840958120568683e-09,3.119809539534517e-10
2.5358541852119453e-06,1.013205905890586,8.23995238540744e-06,4.068936550375677e-06,2.117099596477111e-06,8.136482627756253e-05,0.0,0.0,5.866000955970265e-06,5.713706789919282e-08,0.00016697343009188098,7.886335912079909e-06,1.8731071425143323e-07,6.212397037446497e-16,3.8816040065101353e-11,5.714004051210675e-08,6.87629740099194e-06,6.293795052527655e-05,7.725691693197267e-08,3.892013651435874e-08,0.0022514886778123963,2.4645058043328794e-08,2.4912369075316284e-09,3.595022852241911e-11,1.718962008975629e-10,7.53982373529422e-05,1.5374641446150114e-07,2.0514897789988275e-07,4.103539448455867e-11,1.1739735367822723e-12,1.523617811946668e-11,1.947491722344279e-13,9.324612615065405e-09,3.701984845858787e-10,3.76,0.0,8.942490437479731e-06,0.9976281477156905,4.691905359670923e-05,3.9552315088043175e-07,0.9244807489523897,0.9195350606443596,9.167219649068735e-07,3.1564406542168974e-09,0.002128926699983206,1.9430900522816321e-07,1.3754989427931864e-09,2.7275804356996404e-12,1.3759813884502822e-10,6.427074031060299e-05,3.4958209715002083e-09,4.947482652812136e-06,4.5662237642677046e-06,3.340982116702967e-05,0.0001415638016548875,1.0196371242320338e-07,1.4254429312403433e-07,4.1234025250715596e-14,2.604100702703564e-14,1.9720496954773254e-09,1.048831470997493e-09,1.6320642911838097e-06,1.0863737163157464e-08,2.2713322156782186e-07,2.2668160669722823e-10,4.623875768711976e-12,1.355208917491911e-10,1.1777965630461467e-07,6.495247373061289e-09,3.4764739612161203e-05,2.1472632988168394e-06,5.688626954681498e-11,8.859023275740639e-15,2.294171928095039e-09,3.1337067488076526e-10
2.5476628365164636e-06,1.0132079389308757,8.246237957128533e-06,4.072957993569321e-06,2.1206250686970437e-06,8.172620315710993e-05,0.0,0.0,5.878260110585307e-06,5.7279439343646326e-08,0.00016820010910825988,7.93350627779215e-06,1.8814059406778071e-07,6.2602440949800635e-16,3.90843602254844e-11,5.720698979441992e-08,6.913830548207029e-06,6.325188645678007e-05,7.783190179296505e-08,3.916119881571827e-08,0.0022629895535994887,2.4774785202192395e-08,2.4943515432890083e-09,3.6348833965290534e-11,1.728423419999152e-10,7.584821260216532e-05,1.5374652473867123e-07,2.0622911427384618e-07,4.168350316263591e-11,1.1869695263698263e-12,1.534023553951251e-11,1.9580537364891455e-13,9.326301087468757e-09,3.7224518568201107e-10,3.76,0.0,8.526689341050458e-06,0.9976268072583488,4.7173456955519766e-05,3.991763617823231e-07,0.9244932529477117,0.9195219899862253,9.166372989525386e-07,3.1563870906007087e-09,0.0021289238370198553,1.9444129481172477e-07,1.375785484656816e-09,2.7309610322725805e-12,1.378248109629544e-10,6.455365504651642e-05,3.4957595711367206e-09,4.952796040333512e-06,4.570946099419423e-06,3.343870012482106e-05,0.00014253670886901098,1.0203887677152065e-07,1.426503882067867e-07,4.128157361447744e-14,2.6071364858042192e-14,1.9743891361100745e-09,1.0545856030823149e-09,1.6335210031011844e-06,1.093870424071767e-08,2.2883685895294993e-07,2.2792318535949675e-10,4.6289810586368886e-12,1.3564118543931967e-10,1.1767470164987694e-07,6.4950256005775204e-09,3.480358297555317e-05,2.1681254729937743e-06,5.615212270988682e-11,8.746045731021271e-15,2.3042502127641486e-09,3.1476056745459115e-10
2.559471487820982e-06,1.0132099688450595,8.252623953845063e-06,4.077031577022035e-06,2.1241764422955436e-06,8.208788684816348e-05,0.0,0.0,5.890545694188744e-06,5.7421718902709514e-08,0.00016942856079628577,7.980732942049397e-06,1.8897181226365744e-07,6.308370838457119e-16,3.935354093718082e-11,5.727466949618821e-08,6.951403612493455e-06,6.356577420739775e-05,7.840858603989081e-08,3.940315515561323e-08,0.002274490146618106,2.4904509978874257e-08,2.497499719458664e-09,3.6750256773379766e-11,1.7378955058462485e-10,7.62986879439836e-05,1.5374666062946938e-07,2.0730927425018096e-07,4.233847730334667e-11,1.200051060431172e-12,1.5444688626256728e-11,1.9686306758756788e-13,9.328003996150479e-09,3.742917524442329e-10,3.76,0.0,8.132886433652652e-06,0.9976254654326536,4.74282809739882e-05,4.028494168459377e-07,0.9245057359198926,0.9195088957098668,9.16556400454138e-07,3.156333906230637e-09,0.0021289209711374975,1.9457270849172526e-07,1.3760760773848027e-09,2.7343738422685823e-12,1.380531562932063e-10,6.483622529232248e-05,3.49569808725085e-09,4.958173020406225e-06,4.575727626126524e-06,3.346775255819315e-05,0.0001435101502806712,1.0211526556856126e-07,1.427582092811852e-07,4.1329654087368805e-14,2.6102055971128782e-14,1.9767537177214308e-09,1.0603428049755405e-09,1.635000390769703e-06,1.1013711685461905e-08,2.3055275631407026e-07,2.2916606424735781e-10,4.6341444723845955e-12,1.3576336297359256e-10,1.1756985059011629e-07,6.49480614136099e-09,3.484242375193312e-05,2.18909845758425e-06,5.545815374132741e-11,8.639272768169936e-15,2.3143310677814824e-09,3.161506882285129e-10
2.5712801391255e-06,1.013211995812589,8.25910965416057e-06,4.0811569597264055e-06,2.127753567354227e-06,8.244988164361082e-05,0.0,0.0,5.902857814396868e-06,5.756391325340767e-08,0.0001706587915167396,8.02801650429453e-06,1.8980437769346867e-07,6.356779655412715e-16,3.962358858608471e-11,5.7343075241770176e-08,6.989017061746302e-06,6.387961378348453e-05,7.898698432399361e-08,3.964601038077756e-08,0.0022859904563899713,2.5034232370445226e-08,2.500681240537536e-09,3.715451120437905e-11,1.747378387648788e-10,7.674966883334195e-05,1.537468224183664e-07,2.0838945830652827e-07,4.3000358764228504e-11,1.2132185310245167e-12,1.5549539712972958e-11,1.9792226247558913e-13,9.329721281868114e-09,3.763381884563141e-10,3.76,0.0,7.759917879389582e-06,0.9976241222263031,4.76835287505704e-05,4.065423386599574e-07,0.9245181990369922,0.9194957789602023,9.164790699866223e-07,3.156281080683851e-09,0.0021289181023098733,1.947032735208935e-07,1.376370696106497e-09,2.7378186611400555e-12,1.3828316513553582e-10,6.511845310643403e-05,3.4956365235391398e-09,4.963613193341897e-06,4.580567971057776e-06,3.349698528843884e-05,0.00014448413242620483,1.021928699585758e-07,1.4286774395030556e-07,4.137826347699367e-14,2.6133078361580574e-14,1.9791432900318727e-09,1.066103110477906e-09,1.6365023208964593e-06,1.1088759990018829e-08,2.322809495792171e-07,2.3041025890861992e-10,4.639365642319524e-12,1.3588741324064112e-10,1.1746510332905863e-07,6.494588881061605e-09,3.488126202563538e-05,2.2101823919896015e-06,5.480228724351487e-11,8.538383905402143e-15,2.3244148912906502e-09,3.175410932528147e-10
2.5830887904300184e-06,1.013214020003499,8.26569434414211e-06,4.0853338025731636e-06,2.1313562956785085e-06,8.281219180472875e-05,0.0,0.0,5.915196578021732e-06,5.770602897812065e-08,0.00017189080779738772,8.075357560388519e-06,1.906382990780826e-07,6.405472935662092e-16,3.9894509547490384e-11,5.741220267493422e-08,7.026671360702069e-06,6.419340519174755e-05,7.956711125644177e-08,3.98897692785256e-08,0.002297490482451511,2.5163952374084264e-08,2.5038959122180097e-09,3.756161160353456e-11,1.7568721857779887e-10,7.72011606905634e-05,1.537470103670346e-07,2.0946966692287394e-07,4.366918958466873e-11,1.2264723329256351e-12,1.5654791128778966e-11,1.9898296687011891e-13,9.331452884844698e-09,3.783844972909334e-10,3.76,0.0,7.406681416177258e-06,0.997622777627071,4.7939203365124216e-05,4.1025514999104337e-07,0.9245306434054854,0.9194826408206795,9.16405118674814e-07,3.1562285946149206e-09,0.002128915230510883,1.9483301652004868e-07,1.3766693159902153e-09,2.741295286502514e-12,1.38514827895192e-10,6.540034053740728e-05,3.495574883496881e-09,4.969116161865273e-06,4.585466762922952e-06,3.3526404889794534e-05,0.00014545866199954465,1.0227168117633965e-07,1.4297897993961482e-07,4.142739860384531e-14,2.6164430033624625e-14,1.9815577034370025e-09,1.0718665531802306e-09,1.6380266600360613e-06,1.116384965958427e-08,2.3402147522512352e-07,2.316557847866098e-10,4.644644202626943e-12,1.3601332511691513e-10,1.1736046006172444e-07,6.494373711295072e-09,3.492009787669272e-05,2.2313774157735857e-06,5.418255605423639e-11,8.443075376716299e-15,2.3345020778949526e-09,3.189318380790702e-10
2.5948974417345367e-06,1.0132160415789087,8.272377317244496e-06,4.089561768426517e-06,2.13498448078614e-06,8.317482156153888e-05,0.0,0.0,5.927562091086836e-06,5.78480725661008e-08,0.00017312461632661616,8.122756702627102e-06,1.9147358500868385e-07,6.454453071296663e-16,4.01663101852887e-11,5.748204746016799e-08,7.064366970969341e-06,6.450714843922765e-05,8.014898140665497e-08,4.013443657823835e-08,0.0023089902243530296,2.5293669987071318e-08,2.5071435414273222e-09,3.79715724035673e-11,1.7663770198516258e-10,7.765316890151666e-05,1.5374722471563855e-07,2.1054990058147165e-07,4.434501198725e-11,1.2398128636171732e-12,1.576044519881174e-11,2.0004518945182988e-13,9.333198744842861e-09,3.8043068250944903e-10,3.76,0.0,7.072133098127757e-06,0.997621431622804,4.8195307879145506e-05,4.1398787378535585e-07,0.9245430700735208,0.9194694823165319,9.163343676352631e-07,3.1561764296988345e-09,0.0021289123557145843,1.9496196349263465e-07,1.3769719122547728e-09,2.744803518119987e-12,1.3874813508254262e-10,6.568188962403742e-05,3.4955131704287855e-09,4.9746815311959645e-06,4.590423632560823e-06,3.355601769618186e-05,0.0001464337458458386,1.0235169054628722e-07,1.430919050960331e-07,4.1477056302334934e-14,2.6196109001025082e-14,1.983996809051931e-09,1.077633166464199e-09,1.6395732746757216e-06,1.1238981211416257e-08,2.3577437027667952e-07,2.329026572211274e-10,4.649979789409722e-12,1.3614108747373587e-10,1.1725592097493605e-07,6.49416052932853e-09,3.4958931381061136e-05,2.2526836686863983e-06,5.3597095575381746e-11,8.353059255910646e-15,2.3445930186907248e-09,3.2032297776473726e-10
2.606706093039055e-06,1.0132180606914905,8.279157874236304e-06,4.093840522193986e-06,2.1386379778955118e-06,8.353777511315817e-05,0.0,0.0,5.939954458842189e-06,5.7990050414965234e-08,0.0001743602239472468,8.170214519758504e-06,1.923102439505007e-07,6.5037224566845e-16,4.043899685120112e-11,5.755260528389888e-08,7.102104351059448e-06,6.48208435332814e-05,8.073260930071935e-08,4.0380016952808926e-08,0.0023204896816579365,2.5423385206780683e-08,2.510423936364023e-09,3.8384408124600464e-11,1.7758930087412566e-10,7.810569881779282e-05,1.5374746568405708e-07,2.1163015976677111e-07,4.502786837908874e-11,1.25324052327835e-12,1.586650424440074e-11,2.011089390169052e-13,9.334958801234495e-09,3.82476747661693e-10,3.76,0.0,6.755284210279517e-06,0.9976200842014223,4.845184533600115e-05,4.1774053316994494e-07,0.9245554800340026,0.9194563044178653,9.162666474476325e-07,3.1561245685770346e-09,0.002128909477895192,1.9509013983893275e-07,1.3772784601802989e-09,2.748343157890298e-12,1.3898307731266112e-10,6.596310239545384e-05,3.4954513874591027e-09,4.980308909123978e-06,4.595438213020776e-06,3.3585829807792607e-05,0.00014740939095525283,1.0243288948166328e-07,1.4320650738700393e-07,4.152723342175163e-14,2.622811328763793e-14,1.9864604587526354e-09,1.0834029835032071e-09,1.6411420313152383e-06,1.1314155174344477e-08,2.3753967230627366e-07,2.341508914494045e-10,4.655372040778377e-12,1.3627068918392629e-10,1.1715148624779818e-07,6.49394923778281e-09,3.499776261083277e-05,2.2741012906879383e-06,5.3044138400348395e-11,8.268062626745935e-15,2.3546881013006655e-09,3.217145668777529e-10
2.618514744343573e-06,1.013220077485921,8.286035323127376e-06,4.098169730891023e-06,2.142316643913716e-06,8.390105662814475e-05,0.0,0.0,5.952373785778826e-06,5.8131968832163135e-08,0.00017559763765053016,8.217731597002092e-06,1.9314828424641118e-07,6.553283488475187e-16,4.0712575884050496e-11,5.762387185563023e-08,7.139883956417091e-06,6.513449048156461e-05,8.13180094198886e-08,4.062651502004896e-08,0.002331988853942008,2.5553098030674718e-08,2.513736906531672e-09,3.880013337409305e-11,1.7854202705794625e-10,7.855875575689027e-05,1.5374773347304029e-07,2.1271044496535053e-07,4.5717801353167117e-11,1.2667557147750473e-12,1.5972970583239272e-11,2.0217422446938555e-13,9.336732993066343e-09,3.845226962857853e-10,3.76,0.0,6.45519834655646e-06,0.9976187353509193,4.870881876115944e-05,4.2151315145402307e-07,0.9245678742275139,0.9194431080425791,9.162017976540473e-07,3.156072994806303e-09,0.0021289065970270774,1.952175703699587e-07,1.3775889351183672e-09,2.75191400983021e-12,1.39219645304879e-10,6.624398087121559e-05,3.4953895375412018e-09,4.985997906079418e-06,4.600510139638397e-06,3.361584709751915e-05,0.00014838560445695263,1.0251526948368951e-07,1.4332277489957225e-07,4.1577926827157154e-14,2.626044092792731e-14,1.988948505214457e-09,1.0891760372632782e-09,1.642732796542137e-06,1.1389372088293884e-08,2.3931741943302554e-07,2.354005026070649e-10,4.660820596934625e-12,1.3640211912803883e-10,1.1704715605215343e-07,6.493739744350486e-09,3.503659163443767e-05,2.2956304219703167e-06,5.252200922432744e-11,8.18782679680729e-15,2.3647877099071175e-09,3.231066595011296e-10
2.6303233956480915e-06,1.0132220920993014,8.293008979097803e-06,4.1025490637007325e-06,2.1460203374244125e-06,8.426467024483861e-05,0.0,0.0,5.964820175642784e-06,5.827383403641842e-08,0.00017683686457031095,8.265308516067927e-06,1.9398771412043186e-07,6.603138565608778e-16,4.098705360906716e-11,5.7695842908998104e-08,7.177706239450968e-06,6.544808929201648e-05,8.190519619916738e-08,4.087393534405681e-08,0.0023434877407926885,2.5682808456297983e-08,2.5170822627699035e-09,3.9218762846779795e-11,1.794958922767111e-10,7.901234500240789e-05,1.5374802826530446e-07,2.1379075666585294e-07,4.6414853689658244e-11,1.2803588436502734e-12,1.6079846529553977e-11,2.0324105481387206e-13,9.338521259121574e-09,3.865685319079699e-10,3.76,0.0,6.170988642320147e-06,0.9976173850593599,4.896623116241738e-05,4.253057521301198e-07,0.9245802535450834,0.9194298940591344,9.161396662849346e-07,3.156021692810353e-09,0.0021289037130847632,1.953442793210504e-07,1.3779033125014775e-09,2.755515880060456e-12,1.3945782988230776e-10,6.652452706140643e-05,3.4953276234666365e-09,4.991748135196626e-06,4.605639050105356e-06,3.3646075217233595e-05,0.00014936239361325736,1.0259882214074594e-07,1.4344069583946982e-07,4.162913340021921e-14,2.6293089967445676e-14,1.9914608019478994e-09,1.0949523605040363e-09,1.6443454371022234e-06,1.1464632503822025e-08,2.4110765032191415e-07,2.366515057290873e-10,4.666325100248914e-12,1.3653536620020377e-10,1.1694293055301448e-07,6.493531961528825e-09,3.507541851683498e-05,2.3172712029796446e-06,5.2029120022490746e-11,8.112106552750866e-15,2.374892225285294e-09,3.244993092375471e-10
2.6421320469526097e-06,1.0132241046615598,8.300078164428318e-06,4.106978192028942e-06,2.1497489186755013e-06,8.462862007169785e-05,0.0,0.0,5.977293731448569e-06,5.841565215914814e-08,0.00017807791197736175,8.312945855177136e-06,1.948285416810937e-07,6.653290089328754e-16,4.126243633722951e-11,5.776851420275263e-08,7.215571649564334e-06,6.576163997284438e-05,8.24941840259745e-08,4.112228243654925e-08,0.0023549863418084304,2.581251648127176e-08,2.5204598172830155e-09,3.964031132461725e-11,1.8045090819806218e-10,7.94664718042452e-05,1.5374835022656867e-07,2.1487109535892737e-07,4.7119068357245315e-11,1.2940503181149994e-12,1.6187134394272496e-11,2.0430943914856967e-13,9.3403235379777e-09,3.886142580424692e-10,3.76,0.0,5.901815153336161e-06,0.9976160333148807,4.922408553012548e-05,4.2911835887512987e-07,0.9245926188308047,0.9194166632891752,9.160801094099474e-07,3.155970647833986e-09,0.0021289008260429263,1.9547029036515284e-07,1.3782215678519325e-09,2.7591485767906663e-12,1.3969762197133215e-10,6.680474296673004e-05,3.49526564787375e-09,4.997559212373116e-06,4.6108245845339105e-06,3.367651960391842e-05,0.00015033976581396556,1.0268353912756645e-07,1.435602585302082e-07,4.168085003998646e-14,2.632605846327971e-14,1.9939972033318743e-09,1.100731985779734e-09,1.6459798199657986e-06,1.1539936981669814e-08,2.429104041828106e-07,2.3790391575076933e-10,4.6718851953322e-12,1.3667041931361728e-10,1.1683880990897326e-07,6.493325806366913e-09,3.5114243319694115e-05,2.339023774437112e-06,5.156396548190225e-11,8.040669454745158e-15,2.3850020248364405e-09,3.2589256921394e-10
