Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183)
9.76355718211298e-12,0.8475481333240663,3.0174560208009966e-14,4.001346968146582e-15,2.8705779606032814e-18,7.637005772819289e-21,0.0,0.0,1.2994127018550514e-16,2.382220803416232e-28,1.48370190367317e-20,1.6856665402055788e-20,2.5927692726369113e-23,4.624387417914957e-33,8.919207475243352e-22,1.4025957060837964e-15,9.249174961637141e-26,2.520522663756451e-15,1.1393292865675331e-28,3.092710931858813e-26,1.6413462075518834e-13,9.308040118560476e-23,3.430512644631969e-12,4.830077856069322e-39,1.495089573056431e-32,5.1695228319127146e-24,2.0917743564114158e-26,3.4747033770421385e-37,1.5852794510077864e-56,5.441372671641251e-49,2.182826522627037e-31,1.438688155440916e-38,5.274160066708042e-30,8.091717026874604e-42,3.76,0.0,0.7487044987238123,0.9999485419232423,2.134054062437586e-21,3.291106402178184e-37,3.558557784262306e-05,3.4125482043849826e-05,1.4600950797949193e-06,3.555430776808789e-13,5.1458076750729606e-05,4.546605229208591e-17,7.217057789740421e-18,6.720397548827108e-28,4.048641430464114e-29,2.52051465083112e-15,2.2858081579622006e-15,1.868811903982637e-14,1.1615306175036935e-14,3.1678770736766634e-18,8.1737021808498155e-22,6.7747041555706726e-21,1.131967853185995e-21,7.800902012386992e-26,1.4923785686207285e-24,3.635580487246817e-19,6.60050872338287e-24,3.827915186691722e-19,6.56561614012291e-29,3.4319156402805318e-12,6.8638912232434e-34
1e-11,0.847549070077316,3.1650937626129905e-14,4.0996143197681975e-15,3.016869045382304e-18,8.205619259186783e-21,0.0,0.0,1.363115627251608e-16,2.6198895104669644e-28,1.5941828671183993e-20,1.8155247663489102e-20,2.786566232245629e-23,4.9682515465586646e-33,9.355720985509686e-22,1.471329736270004e-15,1.017187900953383e-25,2.64512529377211e-15,1.2323699354634374e-28,3.32288671961388e-26,1.721811334705063e-13,1.0000790940013943e-22,3.513552121754886e-12,5.437199140893317e-39,1.6468021962368002e-32,5.5565825071443224e-24,2.300294741498192e-26,3.913007847924733e-37,1.9849026930403213e-56,6.4351250630116746e-49,2.4013577629080773e-31,1.620639326105207e-38,5.8111740095894955e-30,9.34227651801676e-42,3.76,0.0,0.7487036369733123,0.9999473110066931,2.2928502088995063e-21,3.793086616613831e-37,3.644732826745457e-05,3.4952071512198574e-05,1.4952560010789785e-06,3.729271760022366e-13,5.2688993299617045e-05,4.77027870372313e-17,7.573116900069035e-18,7.390160714614149e-28,4.4597993797973734e-29,2.6451166841096207e-15,2.397328264529053e-15,1.960246844019516e-14,1.2183624402199247e-14,3.342708881816241e-18,8.595037325008705e-22,7.279227678102749e-21,1.2169157803964281e-21,8.382022091287741e-26,1.6033656520895362e-24,3.9056632093002965e-19,7.256843900922794e-24,4.048156635558666e-19,7.086206743893849e-29,3.5150238811896664e-12,7.720094337070203e-34
1.1434116947270748e-11,0.847549070077316,4.135804905664244e-14,4.697071705402433e-15,3.988407967149794e-18,1.226858939699781e-20,0.0,0.0,1.7821673817861127e-16,4.4584515680506275e-28,2.3836408549347672e-20,2.753517405281508e-20,4.173067327251537e-23,7.424264671645456e-33,1.222596819117722e-21,1.9234318015959956e-15,1.730956051547912e-25,3.466496473007183e-15,1.9162401042534995e-28,4.967370709006469e-26,2.2511270419725108e-13,1.495012266349026e-22,4.017181316110974e-12,1.0499306560477849e-38,2.827842598830434e-32,8.327887881226479e-24,3.9128714296869236e-26,7.572757442199444e-37,6.269613803050137e-56,1.59253486668535e-48,4.094076417808339e-31,3.1424236983814365e-38,9.996953970598244e-30,2.0582918332360948e-41,3.76,0.0,0.7486984101451846,0.9999398603177465,3.4272915390072344e-21,8.280437422553557e-37,4.167415594408404e-05,3.996583418603751e-05,1.7083207724055058e-06,4.872071154977161e-13,6.0139682244407576e-05,6.242935229251447e-17,9.919054028445536e-18,1.2569283038122825e-27,7.661505392664087e-29,3.4664835991087414e-15,3.13004007554978e-15,2.561423788032699e-14,1.5920299453835314e-14,4.5251157139226624e-18,1.1403059251437606e-21,1.0884509844228608e-20,1.8254518613593486e-21,1.2535063311535044e-25,2.3961151627851585e-24,5.834108217203922e-19,1.2327785967030615e-23,5.550882455070606e-19,1.0880261336203985e-28,4.0191053901841344e-12,1.484188857981532e-33
1.477523647758628e-11,0.8475509435609676,6.89737555306994e-14,6.098625003915704e-15,6.831419556488579e-18,2.64830330572098e-20,0.0,0.0,2.976025392413064e-16,1.2351290678529231e-27,5.145870313381618e-20,6.140027827209285e-20,9.04188257021824e-23,1.6005978172301572e-32,2.0393083435181096e-21,3.2110774268304797e-15,4.794855622739246e-25,5.820456438493059e-15,4.506584580401192e-28,1.0718435493591287e-25,3.759109609975402e-13,3.2258791493873635e-22,5.190258112289059e-12,3.7330146612616487e-38,8.001521804356093e-32,1.808794067713872e-23,1.0828609107834815e-25,2.707148223472294e-36,6.490002684504206e-55,9.523513196714367e-48,1.1391417856113996e-30,1.1324476809726714e-37,2.840582012979941e-29,9.665803711375887e-41,3.76,0.0,0.7486862331364686,0.9999226035903742,7.393883870434311e-21,3.794914271211538e-36,5.3851163636496934e-05,5.164778370901165e-05,2.203378283074016e-06,8.121607164074259e-13,7.739640961141116e-05,1.0448913085767115e-16,1.6632658132180074e-17,3.4774517403507104e-27,2.169917054290478e-28,5.820428642802895e-15,5.2102309242058325e-15,4.2716804983908236e-14,2.6550824213070637e-14,8.157709006583233e-18,1.9712305582222046e-21,2.3500405764559e-20,3.9705253893770885e-21,2.7071974208289835e-25,5.1664855143860115e-24,1.256626278017074e-18,3.4008798805036577e-23,1.027247836098478e-18,2.4930215149679136e-28,5.193470575219441e-12,5.237700701677474e-33
1.8116356007901815e-11,0.847552817014155,1.0356600787124752e-13,7.513936949744645e-15,1.0527661188314927e-17,4.88378420161861e-20,0.0,0.0,4.474391008752243e-16,2.7839914000030763e-27,9.490569660660082e-20,1.1686198694185647e-19,1.673691498226312e-22,2.9479735009422727e-32,3.0626126134878894e-21,4.826518451613061e-15,1.080667623889309e-24,8.798461146223345e-15,8.99547951377028e-28,1.9758373484058636e-25,5.651700252211535e-13,5.946567564884518e-22,6.362987605497652e-12,1.027657114302297e-37,1.8414692312727789e-31,3.3589101639888164e-23,2.4382369800219254e-25,7.491895429435888e-36,3.884473828268272e-54,3.892639574622891e-47,2.578790858593317e-30,3.1674279847420006e-37,6.56325078596581e-29,3.3141100422251524e-40,3.76,0.0,0.7486740563258023,0.9999054878741129,1.3627262297531876e-20,1.2729868355004923e-35,6.602797331757711e-05,6.3331387781607e-05,2.6965830658860803e-06,1.218932853440517e-12,9.451212586618852e-05,1.5745417753536743e-16,2.510980953056237e-17,7.827784138014177e-27,4.997839496151998e-28,8.798409876587489e-15,7.80863768748494e-15,6.413950539090139e-14,3.986706908924069e-14,1.3166964350249128e-17,3.069984792778069e-21,4.334681846876747e-20,7.377831423574971e-21,4.9949391904791145e-25,9.516900027109282e-24,2.3123191586799766e-18,7.633426933417894e-23,1.6949351244009683e-18,4.867073532947616e-28,6.367816677372006e-12,1.4358170990054268e-32
2.145747553821735e-11,0.8475546904368794,1.4510878098258037e-13,8.943349983352011e-15,1.5129027595992685e-17,8.118205974771448e-20,0.0,0.0,6.277315405131689e-16,5.473046922440296e-27,1.5777574999931548e-19,2.003040877367442e-19,2.7925482284386915e-22,4.894157002387011e-32,4.291848022543399e-21,6.769552002994054e-15,2.1242933160449628e-24,1.2410055306819578e-14,1.6092426803948926e-27,3.2831106334505135e-25,7.928955020171763e-13,9.880959560432389e-22,7.535369906917143e-12,2.3858730815999316e-37,3.69479605432687e-31,5.62664611318323e-23,4.788344769385754e-25,1.7483938691923056e-35,1.7133726733509516e-53,1.2512768557633365e-46,5.0914631868502494e-30,7.48113811182356e-37,1.3217749664085282e-28,9.249928824737255e-40,3.76,0.0,0.7486618797131829,0.999888512016807,2.263907975830722e-20,3.4800502807233747e-35,7.820458499053983e-05,7.501663950420916e-05,3.1879420240985205e-06,1.7071064270613215e-12,0.00011148798316432694,2.213969645214468e-16,3.5371160348585514e-17,1.536815823513703e-26,1.003429536353497e-27,1.2409970064083368e-14,1.092039589360724e-14,8.986602541169808e-14,5.5859069713012685e-14,1.9735232391043407e-17,4.463821565285956e-21,7.206982694863523e-20,1.2356767617847852e-20,8.30722710519263e-25,1.5801882124909076e-23,3.83531155041661e-18,1.4943577895712759e-22,2.5885681163696805e-18,8.543290279518037e-28,7.542143700798437e-12,3.3259599095531965e-32
2.4798595068532884e-11,0.8475565638291405,1.9357614711512743e-13,1.0387204492016714e-14,2.0687166144569833e-17,1.2536773058339664e-19,0.0,0.0,8.384849628998651e-16,9.759865034152601e-27,2.4367438462385897e-19,3.1865391081980657e-19,4.328505524140438e-22,7.548380148977798e-32,5.726355353763913e-21,9.039975368538558e-15,3.787826963659536e-24,1.66646830640337e-14,2.6608205374785673e-27,5.068063349554376e-25,1.0590929739909121e-12,1.5252956920682956e-21,8.707405127610582e-12,4.906491496704909e-37,6.722195047309343e-31,8.762688652234721e-23,8.529984632039354e-25,3.6140401399813975e-35,6.124669224122907e-53,3.4029282806786014e-46,9.118161299226918e-30,1.566183262762422e-36,2.4132099290084734e-28,2.233887952990788e-39,3.76,0.0,0.7486497032986067,0.999871674875674,3.494064724244844e-20,8.235451831354367e-35,9.038099865860033e-05,8.670353200281134e-05,3.6774620353589463e-06,2.276266034657837e-12,0.00012832512428863954,2.963891035846409e-16,4.743710811209837e-17,2.73688571110984e-26,1.8265235261103348e-27,1.666455139734594e-14,1.454068579749014e-14,1.198801118930123e-13,7.451689867086078e-14,2.804411849312026e-17,6.1821962983400316e-21,1.1131946897405746e-19,1.9225427659561483e-20,1.2835247897649605e-24,2.437494132239916e-23,5.909820763944034e-18,2.6536408938606843e-22,3.738440936571588e-18,1.3898106423582268e-27,8.716451649633661e-12,6.831813748263619e-32
3.148083412916395e-11,0.847560310522276,3.1118143119905025e-13,1.3319589345290601e-14,3.487912512303907e-17,2.566864610029297e-19,0.0,0.0,1.3513951111387086e-15,2.5342227748466687e-26,4.990146498261949e-19,6.904722346825625e-19,8.927700574121e-22,1.5416028407166004e-31,9.208560790326962e-21,1.45621814874437e-14,9.83357662394184e-24,2.7140321311401723e-14,6.1638977482760675e-27,1.0368646024047386e-24,1.7069261218581554e-12,3.1205473150906744e-21,1.1050434770491907e-11,1.6185617904600244e-36,1.816115633212369e-30,1.8286038429300762e-22,2.2101889293331935e-24,1.2050558576793052e-34,5.580509352347779e-52,1.8433064332857677e-45,2.3879570953192635e-29,5.369346189677375e-36,6.562367460018124e-28,9.836266798726352e-39,3.76,0.0,0.7486253510635716,0.9998384122170355,7.145657418212981e-20,3.4701935093756683e-34,0.00011473323199287565,0.00011008221195924644,4.6510126003473555e-06,3.6558901727879835e-12,0.00016158778290580598,4.798036580749479e-16,7.706313393117347e-17,7.087188133773516e-26,4.937874882053679e-27,2.714005161445746e-14,2.3287802041739134e-14,1.9270627246249724e-13,1.1979051558860356e-13,5.060646800188611e-17,1.0721321819338112e-20,2.280182026880834e-19,3.9947306584752914e-20,2.630667311905201e-24,4.9794281888994884e-23,1.204726775312908e-17,6.831642268425394e-22,6.927467879966217e-18,3.1371095670095873e-27,1.1065010339962708e-11,2.251865973948009e-31
3.816307318979502e-11,0.8475640570935661,4.561763746146701e-13,1.631377406546111e-14,5.351182069243673e-17,4.576697758875417e-19,0.0,0.0,1.9862101278635236e-15,5.473500096265682e-26,8.8991112008813e-19,1.2984775570395352e-18,1.6033192429573824e-21,2.7417391675652783e-31,1.3504002725853463e-20,2.139151829165267e-14,2.1235015297806618e-23,4.029895235989129e-14,1.2257145104855877e-26,1.8472941267861186e-24,2.5087136811869013e-12,5.5595721697858775e-21,1.3392077420327142e-11,4.234231031764206e-36,4.0740321373315304e-30,3.3313812893048253e-22,4.7636153828357546e-24,3.1850066634257733e-34,3.0844658837461756e-51,7.053161257471421e-45,5.200898194505005e-29,1.457134708565568e-35,1.4807223699945488e-27,3.2415720411746783e-38,3.76,0.0,0.7486009996206716,0.9998056909408156,1.2725871136519454e-19,1.0996164039003902e-33,0.00013908467334612488,0.00013346737316828183,5.6172892725738145e-06,5.3545157972732424e-12,0.00019430905909948278,7.082538461805869e-16,1.141460702360471e-16,1.5265700982948943e-25,1.1080286896408664e-26,4.0298471294023524e-14,3.4012309131094937e-14,2.824891661503511e-13,1.7560923571381778e-13,8.229205457507637e-17,1.6966790813671553e-20,4.067207704731976e-19,7.226024391830962e-20,4.695246937442517e-24,8.858278724013918e-23,2.1386434681806257e-17,1.4630353751857715e-21,1.150190895931685e-17,6.118954198479603e-27,1.3413492781008421e-11,5.890770328761044e-31
4.7751181615355406e-11,0.8475694327033266,7.116625587035804e-13,2.0723273451286006e-14,8.881253868880468e-17,8.97603591899265e-19,0.0,0.0,3.110114033255264e-15,1.3419034404696258e-25,1.745805127588443e-18,2.7345567553643797e-18,3.176515186008223e-21,5.3578729544076e-31,2.1077614061481513e-20,3.347082247643373e-14,5.2046814237598974e-23,6.40103226562736e-14,2.7569619163845574e-26,3.619020286157703e-24,3.928193270790656e-12,1.0891589290999295e-20,1.674959651534793e-11,1.298448308633182e-35,1.0522172473372451e-29,6.7659274455149885e-22,1.164338415300285e-23,9.911306071030704e-34,2.3447507680397127e-50,3.3995682566142504e-44,1.2901964798827465e-28,4.703123041025488e-35,3.8529051491948455e-27,1.316800234664331e-37,3.76,0.0,0.7485660599804439,0.9997596684602021,2.49172887827918e-19,4.228946596230451e-33,0.00017402431162380873,0.00016703312738145824,6.991167210519498e-06,8.342541835183038e-12,0.0002403315396668948,1.1158022597460125e-15,1.8068889627805277e-16,3.7280019093661564e-25,2.8615585861887203e-26,6.400937862255805e-14,5.278090539294988e-14,4.4068081443611145e-13,2.7396618396341005e-13,1.465436649623592e-16,2.954487761147585e-20,7.981360214382985e-19,1.4460739530423356e-19,9.221981635088103e-24,1.7317317965623034e-22,4.168246473481131e-17,3.543283274132279e-21,2.09612008317059e-17,1.349884625646852e-26,1.678311402009794e-11,1.8070748927283633e-30
5.7339290040915794e-11,0.8475748080622465,1.0225229658763076e-12,2.5273177351878723e-14,1.352688984089762e-16,1.5559471660431765e-18,0.0,0.0,4.48520174877945e-15,2.7906411637190105e-25,3.0270417441122517e-18,5.062558759836262e-18,5.560992650580803e-21,9.254305267275913e-31,3.0299678692973376e-20,4.823320347156446e-14,1.082086555779309e-22,9.360088235160003e-14,5.383909945477688e-26,6.266546351369134e-24,5.664858331382793e-12,1.8859195962683986e-20,2.0104264444933265e-11,3.240166082820099e-35,2.2988645534437289e-29,1.2194454828421033e-21,2.4140800773060356e-23,2.5091075282315154e-33,1.2258410312417122e-49,1.226771480841136e-43,2.71412748021788e-28,1.2330260762835064e-34,8.472601478236307e-27,4.1660623870717746e-37,3.76,0.0,0.7485311219709639,0.9997147169637348,4.312178429824888e-19,1.269593624028706e-32,0.00020896231947100288,0.00020061195586205233,8.350339110165737e-06,1.1971084722479397e-11,0.00028528303607771455,1.6187439132933358e-15,2.6334322897609485e-16,7.7226154638129425e-25,6.248395397722125e-26,9.359924500424858e-14,7.543777921588094e-14,6.331462151034475e-13,3.9364445438077737e-13,2.366845927905513e-16,4.734146544274336e-20,1.3842922169000631e-18,2.556246029153068e-19,1.600902669038044e-23,2.9922300902668243e-22,7.180522470246068e-17,7.279528266235281e-21,3.445832866715537e-17,2.6034294727367927e-26,2.0152578435067202e-11,4.5116637513214044e-30
6.692739846647618e-11,0.8475801831703372,1.388167022744292e-12,2.9971072017115625e-14,1.9404591008622626e-16,2.4771437130966315e-18,0.0,0.0,6.111590919219391e-15,5.181146386372692e-25,4.820398097174747e-18,8.567749124008532e-18,8.939162271493645e-21,1.468075554830759e-30,4.115516182429687e-20,6.567390680867799e-14,2.0084881821366524e-22,1.2927167906806736e-13,9.523431217416806e-26,9.965884826486783e-24,7.71883566015345e-12,2.999198607044689e-20,2.3456083807596375e-11,7.010220360311071e-35,4.471738514081519e-29,2.0252460562422617e-21,4.4686148710402904e-23,5.504179009273509e-33,4.822578714976807e-49,3.593812354178224e-43,5.09562488912644e-28,2.792820373816492e-34,1.6574700032541927e-26,1.1016332305624713e-36,3.76,0.0,0.748496185592156,0.9996708115287688,6.853989374888814e-19,3.202214551256165e-32,0.00024389869696369128,0.00023420370199110814,9.69496167612266e-06,1.6230713635727792e-11,0.0003291884709772942,2.2185824553449852e-15,3.6253528644361854e-16,1.4282440982561017e-24,1.214314484949634e-25,1.2926907091584395e-13,1.018789234583788e-13,8.595150498742465e-13,5.344178523639935e-13,3.568377115123433e-16,7.155360713310713e-20,2.205044427640044e-18,4.147793719800592e-19,2.5523994749459437e-23,4.748544328675071e-22,1.1360939695457262e-16,1.3353083459939166e-20,5.268115010600518e-17,4.5700974395640125e-26,2.3521886118732196e-11,9.766405301062435e-30
7.651550689203656e-11,0.8475855580276107,1.8080105042564763e-12,3.48244156165218e-14,2.662929243719748e-16,3.705825793632241e-18,0.0,0.0,7.989398298458951e-15,8.853704390282938e-25,7.213079253909224e-18,1.3569437237001093e-17,1.3499554121691743e-20,2.1884542777393853e-30,5.362918455354791e-20,8.578818831350975e-14,3.431262643882665e-22,1.712176650340188e-13,1.565514722544407e-25,1.489310159579317e-23,1.0090250583772747e-11,4.4819677418771166e-20,2.680505719448159e-11,1.366791761589095e-34,7.986857108853729e-29,3.1690866930369342e-21,7.613408243399197e-23,1.0876937866463505e-32,1.5730687264207803e-48,9.091725323348094e-43,8.802547621786622e-28,5.685826086346839e-34,2.9751826514134847e-26,2.5618315145454904e-36,3.76,0.0,0.748461250843944,0.9996279278131712,1.0236988279565834e-18,7.12454743052549e-32,0.0002788334441778571,0.0002678082108200229,1.1025189942535626e-05,2.111210828569976e-11,0.0003720721864978641,2.9167698146245597e-15,4.786759920825919e-16,2.4312290861428116e-24,2.1661791665873047e-25,1.7121376116386555e-13,1.320030708884366e-13,1.1194209490900844e-12,6.960625938459678e-13,5.110777626493195e-16,1.0352140859062726e-19,3.3004797773438543e-18,6.320869279891655e-19,3.8239020892649844e-23,7.081226445226598e-22,1.6891153921199117e-16,2.254611380548828e-20,7.630952761520599e-17,7.481788884885337e-26,2.689103716251585e-11,1.9052201103946792e-29
8.610361531759694e-11,0.8475909326340784,2.281475463660213e-12,3.9840541052629986e-14,3.5314391867982406e-16,5.286811632389398e-18,0.0,0.0,1.0118739743997908e-14,1.4201371914239533e-24,1.0292703930608848e-17,2.0420251867750832e-17,1.9436627974446534e-20,3.111061760224007e-30,6.770702216862175e-20,1.0857131395329721e-13,5.502304764020653e-22,2.1962787667389948e-13,2.4319958508272957e-25,2.1224316105195815e-23,1.2779226974523349e-11,6.387210931615006e-20,3.0151187189513264e-11,2.4620665309754816e-34,1.3362097771804592e-28,4.7390868107407244e-21,1.217576560166293e-22,1.9852701404451287e-32,4.4660184454353625e-48,2.0604128316116052e-42,1.4269434017399907e-27,1.0671585741634449e-33,4.999539912292056e-26,5.405980082358753e-36,3.76,0.0,0.7484263177262523,0.9995860420413554,1.45807761038931e-18,1.4417509144654509e-31,0.00031376656118948284,0.0003014253290522145,1.2341177291419222e-05,2.6606057664939146e-11,0.00041395795822629135,3.7147078291005546e-15,6.121614587747427e-16,3.884722123794175e-24,3.6185933274085682e-25,2.1962230448492642e-13,1.657116205221431e-13,1.4125014483496462e-12,8.783572788241665e-13,7.034319992478641e-16,1.4472631401339734e-19,4.710908308892076e-18,9.180992879465963e-19,5.463071625044107e-23,1.007016393565326e-21,2.3949083100154507e-16,3.57347979607596e-20,1.0601543668187917e-16,1.1605923917429247e-25,3.0260031656468505e-11,3.433879617853388e-29
9.569172374315733e-11,0.8475963069897517,2.807990163120968e-12,4.502665871385736e-14,4.5571777796544e-16,7.265101447046516e-18,0.0,0.0,1.2499730211886722e-14,2.1670044694914594e-24,1.4147290685768054e-17,2.9505432077288656e-17,2.6950590918752804e-20,4.2601594009354575e-30,8.337410245899995e-20,1.3401855968983264e-13,8.393811617550422e-22,2.746856090141719e-13,3.611861727315447e-25,2.913570149535023e-23,1.5785887266287077e-11,8.767923998388045e-20,3.349447636954022e-11,4.167460725340799e-34,2.122743256529248e-28,6.837731820289063e-21,1.8524237322168065e-22,3.404135761324747e-32,1.1382235329701404e-47,4.2858842358057654e-42,2.199997062259373e-27,1.8788431412641684e-33,7.973622316562036e-26,1.0572785637577728e-35,3.76,0.0,0.7483913862390051,0.9995451309907235,2.0004729558559673e-18,2.7090027738052314e-31,0.0003486980480745498,0.00033505490502495883,1.3643075470820992e-05,3.270345880683624e-11,0.0004548690087600962,4.6137498346381366e-15,7.633734609033613e-16,5.905001597102482e-24,5.7385838731139985e-25,2.746779479616272e-13,2.0290856655093476e-13,1.7383979455503275e-12,1.0810828651368219e-12,9.378808201106324e-16,1.9678940878591773e-19,6.476853960603122e-18,1.2838944211493822e-18,7.518012137426845e-23,1.3794585008479429e-21,3.2708980339225034e-16,5.3882843533860784e-20,1.424630724151587e-16,1.7246614312522607e-25,3.3628869689288193e-11,5.815686290824601e-29
9.999999999999999e-11,0.8476070549487627,3.061695249444365e-12,4.7414206760215974e-14,5.0722154656523e-16,8.29539106395881e-18,0.0,0.0,1.3651565459356619e-14,2.584729019979933e-24,1.6155124055850972e-17,3.4425042412797514e-17,3.089485559428277e-20,4.8566359586534114e-30,9.09275237628099e-20,1.4631914132615975e-13,1.0010659120004527e-21,3.016369966358903e-13,4.261379597944067e-25,3.325194812661489e-23,1.724036216421731e-11,1.0006576146330002e-19,3.499581011431589e-11,5.190491939950044e-34,2.57674422655042e-28,7.983630753788863e-21,2.2065751782018134e-22,4.264204955319843e-32,1.6867152662142456e-47,5.82002715458846e-42,2.6360841517733738e-27,2.3806176945038127e-33,9.694647852397965e-26,1.3999796734588348e-35,3.76,0.0,0.7483756908171056,0.9995270595468274,2.2825311075578255e-18,3.5247224909819953e-31,0.00036439346991487044,0.0003501698795487574,1.4223516644374166e-05,3.5637336588085096e-11,0.0004729404526085739,5.050991510359729e-15,8.371887448682088e-16,7.03113683962085e-24,6.9599666170254745e-25,3.016282472429579e-13,2.2073341689097985e-13,1.895425819097139e-12,1.1787696312448923e-12,1.0579813165359818e-15,2.241815059949525e-19,7.39693959806944e-18,1.4773016154325882e-18,8.589641620891486e-23,1.5728499018873665e-21,3.72448027878224e-16,6.392742848168021e-20,1.612103288536998e-16,2.0364464991882356e-25,3.514255685327779e-11,7.245161454346726e-29
1.148679405942781e-10,0.8476070549487627,4.017912510700262e-12,5.5937113813006986e-14,7.124356160069529e-16,1.259448473335891e-17,0.0,0.0,1.8017113508776306e-14,4.501855643389011e-24,2.4535352430198243e-17,5.60792000688635e-17,4.7537806763059844e-20,7.333718950866917e-30,1.1941845585555484e-19,1.9288656451942645e-13,1.742850562187485e-21,4.0544900368896187e-13,7.181248781873013e-25,5.040394705041851e-23,2.275274218041421e-11,1.516780123589772e-19,4.0172542557338925e-11,1.0357300653056408e-33,4.756283904420747e-28,1.3109422487429793e-20,3.8256849087892286e-22,8.676265807746382e-32,5.818452029262472e-47,1.525516466132779e-41,4.662491985180482e-27,5.0288115311478276e-33,1.7984177518322582e-25,3.3981478036183765e-35,3.76,0.0,0.7483215281555404,0.9994661428571404,3.456952602192326e-18,8.072759415127757e-31,0.0004185561317689281,0.00040235083161500217,1.6205203239037346e-05,4.6672738193335014e-11,0.0005338571421149972,6.720324738732523e-15,1.120434879782106e-15,1.2173577004008135e-23,1.2805462245030638e-24,4.0543571027100057e-13,2.873962314063856e-13,2.487223610995682e-12,1.546962224443632e-12,1.5487528412992822e-15,3.406638328741675e-19,1.1238414964718955e-17,2.3017180974808936e-18,1.306981250464036e-22,2.376352130570975e-21,5.60137476373559e-16,1.0931705417023832e-19,2.3820195734369914e-16,3.448375168047437e-25,4.036607671966548e-11,1.4469919205897524e-28
1.3404415744539886e-10,0.8476178019047362,5.433325349970497e-12,6.761110938997308e-14,1.0451054731255765e-15,2.005748747277165e-17,0.0,0.0,2.4542449654051774e-14,8.35256684281913e-24,3.908892796189379e-17,9.69998629500515e-17,7.697145606550798e-20,1.1598662796173006e-29,1.6164865692128267e-19,2.623546052976623e-13,3.2318855599337273e-21,5.648654307027398e-13,1.2869068095778072e-24,8.010830411194595e-23,3.099176659892707e-11,2.4105795034202753e-19,4.683927623617164e-11,2.2361071453431127e-33,9.464174764069473e-28,2.3135878671306487e-20,7.056347957567039e-22,1.9195163568611272e-31,2.3032298930688956e-46,4.467699646425825e-41,8.817391019631222e-27,1.1633189526983734e-32,3.597388098236312e-25,9.179544458450278e-35,3.76,0.0,0.748251676592943,0.9993907882160267,5.488195390121231e-18,2.034029798853969e-30,0.0004884076958688225,0.0004696948093181358,1.8712755199648083e-05,6.294923930869197e-11,0.0006092117829572332,9.246405952624635e-15,1.5526439518049487e-15,2.241368996009758e-23,2.535927210031164e-24,5.648442414124565e-13,3.8474743500951067e-13,3.3631048434456224e-12,2.0919945566005475e-12,2.3746223154529496e-15,5.508459788617245e-19,1.7913314397798923e-17,3.784317177841184e-18,2.0872827727156324e-22,3.760885846593374e-21,8.812875565049836e-16,1.980903028103333e-19,3.686878963931674e-16,6.240175387478571e-25,4.71026589369053e-11,3.12753802718351e-28
1.5322037429651963e-10,0.8476285478577655,7.049871574329859e-12,8.010217647952492e-14,1.4621616231338665e-15,3.002031030526933e-17,0.0,0.0,3.2076625442047185e-14,1.426674484293621e-23,5.852526244446507e-17,1.564556612035495e-16,1.1704302603837593e-19,1.7240974052132106e-29,2.0995345438518297e-19,3.423852358160029e-13,5.517296648348761e-21,7.542108660217949e-13,2.135815554438901e-24,1.1966010943448673e-22,4.0503889760056513e-11,3.6006275886440115e-19,5.3494697779633494e-11,4.35569393593178e-33,1.725397054374647e-27,3.8371110733437234e-20,1.1982004383786981e-21,3.8287253903338317e-31,7.581495865508365e-46,1.134122230904579e-40,1.533912821923927e-26,2.4175906298586832e-32,6.585882423315408e-25,2.182170718243634e-34,3.76,0.0,0.748181831550606,0.9993188999112691,8.188908183291752e-18,4.5328491559179304e-30,0.0005582527409820459,0.0005370856818906903,2.1166888275092875e-05,8.146390762636548e-11,0.0006811000873988736,1.2201221805782524e-14,2.0625825765247486e-15,3.799107196629326e-23,4.5986490584242755e-24,7.54179125519438e-13,4.942808562655954e-13,4.363307704486408e-12,2.714509864429218e-12,3.4457064039749817e-15,8.451680403418813e-19,2.6832582399554464e-17,5.838207767953201e-18,3.1327381043358083e-22,5.594118621498848e-21,1.3032305316759724e-15,3.304795848992435e-19,5.38964557446277e-16,1.0486794407269892e-24,5.383861700386358e-11,6.09897651209434e-28
