Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40)
3.987825981178067e-06,0.8617892865254873,1.1338787195694267e-05,7.2871364109439714e-06,4.965490428168117e-06,0.00011351981751168222,0.0,0.0,9.232782303320884e-06,5.978153003564704e-08,0.0003274880843183439,1.5253011260456803e-05,1.4241411921774951e-07,8.083191285857539e-16,3.168135006051697e-11,5.316118414470361e-08,1.893580478907801e-05,5.293009995382855e-05,9.326838953688967e-08,2.9598933662487835e-08,0.0011545379794798717,8.329283275478291e-09,2.196146017021249e-09,5.569319134297271e-10,5.069832990542568e-10,0.00015084730356734307,1.532314166969436e-07,7.427276740341291e-07,7.517877200449708e-10,1.067991310653784e-11,6.015628013658892e-11,3.4250562088854836e-11,1.3053873585379318e-08,4.739397855990564e-09,3.76,0.0,5.0975670513247195e-06,0.9977825768989674,0.00011079752876912324,2.220641742594889e-05,0.5046413938617583,0.5015631772053739,3.3281653782175894e-07,9.318810583238066e-10,0.00180922234162389,1.4147325519847735e-07,8.932836463727013e-11,3.879401818445208e-12,2.1839053175782445e-10,7.199705720015918e-05,1.7614239178721682e-09,4.211698316271953e-06,4.252968440063819e-06,3.817362369588102e-05,0.0002795435605164903,1.1513697125459753e-07,1.57905173287669e-07,3.5066077451397542e-15,7.219492223973751e-15,2.10449803068783e-09,9.05273897116033e-10,2.3152226670189723e-06,3.182780619795711e-08,6.137537471061974e-07,4.088409904718396e-12,8.972476671656168e-10,5.2057164757033156e-08,2.708539540433982e-10,1.8692418447316302e-09,4.9956795397935505e-05,4.1375301613301965e-06,1.4252637029586062e-10,2.98455252287635e-11,3.33021498807392e-14,1.1323650028636324e-07,1.8422201143847033e-06,3.84878090092317e-11,2.229647361577447e-09,2.932480926229498e-10,9.571474950780311e-10,2.234327276177889e-05,2.0029377712032672e-08,4.352115491211958e-13,1.228040667130127e-17,2.842491950441176e-10,2.629453252394719e-09,9.1659619698949e-16,4.261642592559196e-08,2.5997597333640873e-12,2.8477456319214835e-15,1.923036104715064e-10,6.358749127774171e-11,2.6735403489376702e-18,1.6473301476592522e-08,1.1315322099792693e-12,2.2671233191808305e-09,1.4501775926294833e-15,2.588618066258711e-14,3.929336252832138e-12,1.0619483963674596e-14,1.065060651128042e-06,6.946496457225104e-09,1.6056674966090018e-13,2.0591224166471855e-07
3.997781322094201e-06,0.8617899463819363,1.1341703627574307e-05,7.290084947520972e-06,4.969738231864702e-06,0.00011375343119409822,0.0,0.0,9.244301255026418e-06,5.987509384420741e-08,0.00032855922585570607,1.5296079367627214e-05,1.4268716049269814e-07,8.108498919888613e-16,3.1771880004669845e-11,5.318819387758626e-08,1.8982678157437885e-05,5.306904713981427e-05,9.357638731857276e-08,2.9691446082022678e-08,0.0011576733058512644,8.35221281671043e-09,2.197395054449616e-09,5.598282231268059e-10,5.082594022346587e-10,0.00015126507367040548,1.5323064356229865e-07,7.439690426712209e-07,7.573346497598346e-10,1.0732509288183742e-11,6.035599319209958e-11,3.4264435958148495e-11,1.3055214584115608e-08,4.740050592151343e-09,3.76,0.0,4.964371108406895e-06,0.997781467617883,0.00011108870346181799,2.2210881453136012e-05,0.5046452077839407,0.5015585650981085,3.3279783654546e-07,9.318710979921265e-10,0.0018092203297775567,1.415484320824378e-07,8.934697713723047e-11,3.881866254295e-12,2.1857498892884696e-10,7.217755665242053e-05,1.76140443807078e-09,4.213924645787529e-06,4.254975860204167e-06,3.8178303424780154e-05,0.00028036979537045297,1.1516536072234743e-07,1.579441502834486e-07,3.508379996794458e-15,7.223146394710009e-15,2.1055746250704254e-09,9.077627720219415e-10,2.3160676113294205e-06,3.192210195124541e-08,6.172344620794178e-07,4.090312109408962e-12,8.994723525404014e-10,5.201781797447942e-08,2.7095200536352987e-10,1.8691938359892055e-09,4.9963000002644006e-05,4.156466459116756e-06,1.4205077435188665e-10,2.98671670932394e-11,3.3192320430309766e-14,1.1327514444671851e-07,1.8477039931560928e-06,3.860356506285554e-11,2.2315813071423347e-09,2.935025069534206e-10,9.578986797974579e-10,2.234349994468446e-05,2.0082589430336823e-08,4.3555135117911205e-13,1.2290004555801e-17,2.852506567870331e-10,2.629424263634288e-09,9.171629813764883e-16,4.265677177425838e-08,2.6104690734243087e-12,2.8527275169483166e-15,1.9271925574962532e-10,6.371482829522685e-11,2.6756315083863617e-18,1.6529195505747277e-08,1.1306747457285253e-12,2.2715225246869233e-09,1.4550954179849352e-15,2.5959647866586545e-14,3.929906799938165e-12,1.0636579067536222e-14,1.066415906532587e-06,7.000966724921631e-09,1.618258699214692e-13,2.065583219875505e-07
4.007736663010335e-06,0.8617906057468131,1.1344697416659183e-05,7.293081183365548e-06,4.974013858729507e-06,0.00011398711310164115,0.0,0.0,9.255823524909448e-06,5.996856719359515e-08,0.0003296308881086245,1.5339169737830426e-05,1.4296068485718471e-07,8.133941510916874e-16,3.186267561454455e-11,5.321554357692731e-08,1.902957604533584e-05,5.3207989545953385e-05,9.388508757403917e-08,2.9784215934940812e-08,0.001160808581206827,8.375142134858673e-09,2.1986584897124034e-09,5.627340919641879e-10,5.095362590081128e-10,0.00015168302550076077,1.5322989539483887e-07,7.452106652129906e-07,7.629080215832737e-10,1.0785263110079187e-11,6.055628138284137e-11,3.4278532857563554e-11,1.3056567348031741e-08,4.740703559296194e-09,3.76,0.0,4.8349730436026114e-06,0.9977803576759875,0.00011138012566597628,2.2215356634381786e-05,0.5046490183651356,0.5015539484793371,3.32779578405891e-07,9.31861168978187e-10,0.0018092183165883096,1.416235402897975e-07,8.936587612856589e-11,3.884369570416942e-12,2.187606564135988e-10,7.235802394453974e-05,1.7613851770413767e-09,4.2161771101834425e-06,4.257009459396475e-06,3.8183251097494485e-05,0.00028119591357593694,1.1519453190356812e-07,1.579842016149236e-07,3.510174768065025e-15,7.226844787120962e-15,2.1066645721791024e-09,9.102524271994029e-10,2.316928088735914e-06,3.20163833238103e-08,6.207258571944719e-07,4.0922411888683924e-12,9.016981781870108e-10,5.197854814789583e-08,2.710518750043452e-10,1.8691467700152915e-09,4.9969203625321285e-05,4.1754466458573324e-06,1.4158955264545676e-10,2.988890308264583e-11,3.308582550550942e-14,1.1331425627301691e-07,1.853191659922732e-06,3.871939892127688e-11,2.2335289741643345e-09,2.937587519008238e-10,9.586560728200634e-10,2.2343727214120095e-05,2.0135801138410324e-08,4.3589397870887273e-13,1.2299682127188795e-17,2.862546493987242e-10,2.6293959058969093e-09,9.177352604601933e-16,4.269689293099194e-08,2.62120258209473e-12,2.8577321689599326e-15,1.9313475808848496e-10,6.384211632500839e-11,2.677740021738958e-18,1.658524737955657e-08,1.129818956974645e-12,2.275919943639476e-09,1.4600271273939955e-15,2.6033153438650563e-14,3.930504432675658e-12,1.0653923304600666e-14,1.067770820032776e-06,7.055719607313801e-09,1.6309152356291223e-13,2.0720519769055879e-07
4.017692003926469e-06,0.8617912646372977,1.1347768164491294e-05,7.296124883471451e-06,4.978317192009983e-06,0.00011422086480096085,0.0,0.0,9.267349226411442e-06,6.006195144097632e-08,0.00033070307755512867,1.5382282645349545e-05,1.4323469339121646e-07,8.159519564804296e-16,3.1953737904098395e-11,5.324323164974528e-08,1.9076498737040983e-05,5.334692718494097e-05,9.419449476932591e-08,2.9877243875927985e-08,0.0011639438056073714,8.398071230822258e-09,2.1999362583051004e-09,5.656495518460545e-10,5.108138773328312e-10,0.00015210116173204586,1.5322917180309397e-07,7.46452547042528e-07,7.685079091934637e-10,1.0838175094388074e-11,6.075714674386477e-11,3.4292851688777796e-11,1.3057931803304735e-08,4.7413567594525804e-09,3.76,0.0,4.709264565559168e-06,0.9977792470675424,0.00011167179700933258,2.2219842981623066e-05,0.5046528257163432,0.5015493274483793,3.327617507485617e-07,9.318512703346373e-10,0.0018092163021840256,1.416985825444684e-07,8.938506025316135e-11,3.886896516826445e-12,2.1894752976274525e-10,7.253845966900902e-05,1.7613653909481153e-09,4.2184555864789175e-06,4.259069112985484e-06,3.818846619144141e-05,0.00028202192149597255,1.1522448075734847e-07,1.5802532173243208e-07,3.511991878636942e-15,7.230588992042168e-15,2.107767805237241e-09,9.127428750923504e-10,2.317804024098897e-06,3.211065104333157e-08,6.242279579890765e-07,4.0941966998226366e-12,9.039251576658532e-10,5.1939355418270054e-08,2.711535541499244e-10,1.869100624401677e-09,4.9975406286295204e-05,4.194470758729801e-06,1.4114230919494687e-10,2.991073291727219e-11,3.2982573234578815e-14,1.1335383361818312e-07,1.8586831397257497e-06,3.883531112211205e-11,2.235490318590384e-09,2.9401682171123675e-10,9.59419655562141e-10,2.2343954574604003e-05,2.0189012955529616e-08,4.3623942323836484e-13,1.2309439145797668e-17,2.8726119194874434e-10,2.6293681689582896e-09,9.183130154993154e-16,4.2736790676512946e-08,2.631960322507247e-12,2.8627596013269797e-15,1.935501191102058e-10,6.396935575673742e-11,2.679865780259358e-18,1.6641457482939974e-08,1.128964846737369e-12,2.2803155877764957e-09,1.4649727217652432e-15,2.6106697852840128e-14,3.931129156416253e-12,1.0671277634471802e-14,1.069125392747694e-06,7.1107559017749856e-09,1.6436372902086763e-13,2.0785287378411213e-07
4.027647344842603e-06,0.8617919230701048,1.135091547503444e-05,7.29921581428594e-06,4.982648115796386e-06,0.00011445468785054909,0.0,0.0,9.278878472358298e-06,6.015524793749118e-08,0.0003317758006588753,1.542541836294682e-05,1.43509187169676e-07,8.185233587631044e-16,3.204506788177365e-11,5.3271256512645016e-08,1.9123446515425864e-05,5.348586006812308e-05,9.450461333934035e-08,2.9970530554677964e-08,0.0011670789791135602,8.421000105497639e-09,2.2012282961216054e-09,5.685746347798083e-10,5.120922651319859e-10,0.00015251948502503082,1.532284724055798e-07,7.476946935166619e-07,7.741343865210929e-10,1.089124576500475e-11,6.095859130704775e-11,3.430739136012643e-11,1.3059307877224017e-08,4.742010194632423e-09,3.76,0.0,4.587140470698867e-06,0.997778135786799,0.00011196371911265302,2.2224340506721444e-05,0.5046566299454653,0.5015447021015097,3.3274434127839937e-07,9.318414011408076e-10,0.0018092142867273092,1.417735615324859e-07,8.940452816033598e-11,3.8894277476149804e-12,2.1913562705582784e-10,7.271886441495329e-05,1.761345766986911e-09,4.2207599524721776e-06,4.261154697091968e-06,3.819394817106122e-05,0.0002828478254758622,1.1525520327039915e-07,1.5806750512362505e-07,3.5138311246686156e-15,7.23438118485604e-15,2.108884498055773e-09,9.152341295773574e-10,2.318695342692771e-06,3.220490583548886e-08,6.27740790233677e-07,4.096176700192591e-12,9.061533044713346e-10,5.1900239926581214e-08,2.7125703403294674e-10,1.869055377360134e-09,4.998160800534043e-05,4.213538835065278e-06,1.4070865923442615e-10,2.9932656319103826e-11,3.288247434818377e-14,1.1339387434938057e-07,1.8641784575295993e-06,3.895130220130446e-11,2.2374652964381932e-09,2.9427671063708755e-10,9.601894094000439e-10,2.2344182030514307e-05,2.0242225000939292e-08,4.3658767627667364e-13,1.2319275371948432e-17,2.882703034235153e-10,2.6293410428522722e-09,9.188962279441294e-16,4.277646628436645e-08,2.6427423577253845e-12,2.8678097372813763e-15,1.9396534045539222e-10,6.409654698759373e-11,2.68200880076649e-18,1.6697826198877366e-08,1.12811241805378e-12,2.2847094691258157e-09,1.469932275421042e-15,2.6180281580967584e-14,3.931781786459575e-12,1.0688363893459609e-14,1.0704796257884266e-06,7.166076407047881e-09,1.6564250476213197e-13,2.0850135526822694e-07
4.037602685758737e-06,0.8617925810614998,1.1354138955329661e-05,7.3023537437057565e-06,4.9870065150209495e-06,0.00011468858380079504,0.0,0.0,9.290411374964947e-06,6.02484580282747e-08,0.0003328490638689175,1.546857716253438e-05,1.4378416726233765e-07,8.2110840857635755e-16,3.213666655053395e-11,5.329961659181073e-08,1.9170419661981328e-05,5.362478820731806e-05,9.481544768785623e-08,3.0064076615967906e-08,0.0011702141017858917,8.443928759778157e-09,2.202534539453934e-09,5.715093728759609e-10,5.133714302940605e-10,0.00015293799802769664,1.532277968304645e-07,7.489371099653995e-07,7.797875277501614e-10,1.0944475647544977e-11,6.116061710119565e-11,3.4322150786595446e-11,1.3060695498184265e-08,4.742663866835485e-09,3.76,0.0,4.468498555175484e-06,0.9977770238285042,0.00011225589358978817,2.222884922146711e-05,0.5046604311573918,0.5015400725320451,3.3272733805192536e-07,9.318315605018246e-10,0.0018092122699102523,1.4184847990255898e-07,8.94242785080032e-11,3.891996469133365e-12,2.1932492303736753e-10,7.289923876997225e-05,1.7613265480605033e-09,4.223090086738291e-06,4.2632660886109404e-06,3.8199696488221736e-05,0.0002836736318429607,1.1528669545412295e-07,1.581107463108118e-07,3.515692567880339e-15,7.238217147208745e-15,2.11001440208111e-09,9.177261988840523e-10,2.3196019702067797e-06,3.2299148423943674e-08,6.312643799296311e-07,4.098182894490029e-12,9.083826320324346e-10,5.18612018138159e-08,2.713623059347913e-10,1.869011007704384e-09,4.9987808801694084e-05,4.232650912348641e-06,1.4028822889055544e-10,2.9954673011916306e-11,3.27854421047408e-14,1.1343437634796383e-07,1.8696776382225933e-06,3.9067372693135706e-11,2.239453863802915e-09,2.9453841293812977e-10,9.609653156752504e-10,2.2344409586093105e-05,2.0295437393853057e-08,4.369387293164578e-13,1.2329190566148338e-17,2.892820027269562e-10,2.6293145178636627e-09,9.19484879438604e-16,4.281592102095958e-08,2.6535487507450666e-12,2.872882658609036e-15,1.9438042378272e-10,6.422369042213898e-11,2.6841690350959707e-18,1.675435390845968e-08,1.1272616739491023e-12,2.2891015999996786e-09,1.4749058235031164e-15,2.6253905092554446e-14,3.932461431581163e-12,1.0705685101044647e-14,1.0718335202582206e-06,7.221681923249268e-09,1.6692786928515047e-13,2.0915064713266784e-07
4.046562492583258e-06,0.8617931728894404,1.1357104889986624e-05,7.305217873323924e-06,4.990952471392219e-06,0.00011489915376099082,0.0,0.0,9.300794206011653e-06,6.033227434001079e-08,0.00033381546786703223,1.5507440040889536e-05,1.4403206602444604e-07,8.234466639262957e-16,3.221933590786602e-11,5.332542597992061e-08,1.9212717415248446e-05,5.3749819487301514e-05,9.509581420714305e-08,3.014849037220619e-08,0.001173035668777903,8.464564360928815e-09,2.203722251834956e-09,5.741589189486911e-10,5.145233500772549e-10,0.00015331482411018042,1.5322720888134248e-07,7.500555199824744e-07,7.848982140098988e-10,1.0992519103834529e-11,6.134293894283301e-11,3.4335621269633576e-11,1.3061954171448331e-08,4.743252376116147e-09,3.76,0.0,4.364615972541217e-06,0.9977760224820756,0.0001125190677271373,2.2232916641576546e-05,0.5046638497527566,0.5015359023840198,3.3271237288997084e-07,9.318227276217597e-10,0.001809210453693067,1.4191585676678364e-07,8.944229420365415e-11,3.894329913208983e-12,2.1949630603616143e-10,7.306155019038637e-05,1.7613087509146568e-09,4.225209139718141e-06,4.265188305192275e-06,3.820509722941405e-05,0.00028441677932933686,1.153156932129127e-07,1.5815056329692804e-07,3.517386712675432e-15,7.241707897405136e-15,2.111042497251017e-09,9.199697676044292e-10,2.32043096301319e-06,3.238395691584685e-08,6.344448299516766e-07,4.100010924596812e-12,9.1039004743011e-10,5.182613378785076e-08,2.7145857565597534e-10,1.8689718081401617e-09,4.9993388744989515e-05,4.2498894338196525e-06,1.3992084387668315e-10,2.9974567572263116e-11,3.270066535299917e-14,1.134712207906064e-07,1.874630224125756e-06,3.917190447384351e-11,2.241255157248346e-09,2.947754907071947e-10,9.616688762113482e-10,2.2344614474730218e-05,2.0343328943097466e-08,4.3725706401078235e-13,1.2338181559498003e-17,2.9019476025167173e-10,2.629291151496416e-09,9.200193011576049e-16,4.2851242479928645e-08,2.663295382396021e-12,2.8774678029158687e-15,1.9475388215718236e-10,6.433807898758743e-11,2.686127853149063e-18,1.680536510014085e-08,1.126497447064766e-12,2.2930530315306656e-09,1.4793939702079432e-15,2.63202006541042e-14,3.933096055160052e-12,1.072130779471978e-14,1.0730517367085246e-06,7.271971234581984e-09,1.680903460794808e-13,2.0973570680170174e-07
4.055522299407779e-06,0.861793764383908,1.1360131922820673e-05,7.308119717814497e-06,4.994920507628412e-06,0.00011510978513895259,0.0,0.0,9.311180170307992e-06,6.041602272000289e-08,0.0003347823192432944,1.5546322030929348e-05,1.4428036033617073e-07,8.257960517805839e-16,3.2302224436508384e-11,5.3351504492331205e-08,1.9255036146973382e-05,5.3874846943774485e-05,9.537676721655102e-08,3.0233115209919444e-08,0.0011758571946871986,8.485199784927587e-09,2.204921373519312e-09,5.768163353495099e-10,5.156759115883767e-10,0.00015369180790458415,1.5322663967697214e-07,7.511741568256666e-07,7.9003061276333e-10,1.1040692334523556e-11,6.152573469740556e-11,3.434926809921042e-11,1.3063222089967631e-08,4.743841080434704e-09,3.76,0.0,4.263403075601332e-06,0.9977750205780869,0.0001127824487557981,2.2236993143297278e-05,0.5046672660591819,0.5015317289529884,3.326977191531083e-07,9.31813916549207e-10,0.001809208636614781,1.4198318852554816e-07,8.946053662583311e-11,3.8966647738451965e-12,2.1966866542335277e-10,7.322383789507395e-05,1.7612907879897818e-09,4.227348879844951e-06,4.2671312380329625e-06,3.821071283367152e-05,0.00028515985744671796,1.1534530832651156e-07,1.5819122874901178e-07,3.519098536693648e-15,7.245237192139738e-15,2.1120813100028094e-09,9.222140161778978e-10,2.3212722426032416e-06,3.246875663190972e-08,6.376340340326062e-07,4.101858696713953e-12,9.12398439762972e-10,5.1791128655853804e-08,2.7155628360285124e-10,1.868933287939778e-09,4.99989679693615e-05,4.267163654090212e-06,1.3956361463995843e-10,2.9994537276882864e-11,3.2618244488922886e-14,1.1350843563047617e-07,1.8795859771048204e-06,3.9276501397393285e-11,2.243067390823256e-09,2.950140284948558e-10,9.623773914427658e-10,2.2344819450336883e-05,2.0391220957224358e-08,4.375776535834749e-13,1.234723614604632e-17,2.9110964282950714e-10,2.6292682576195943e-09,9.205581006878264e-16,4.288638696644661e-08,2.673061840672065e-12,2.8820713802451425e-15,1.9512723132881485e-10,6.445242947660704e-11,2.6881005055847205e-18,1.685650565912976e-08,1.1257345893479069e-12,2.2970030647408076e-09,1.4838934877417528e-15,2.638652915792838e-14,3.933753045044101e-12,1.0736682211920016e-14,1.0742696805973219e-06,7.322492639208974e-09,1.6925818832767379e-13,2.1032143053558803e-07
4.0644821062322995e-06,0.861794355555872,1.1363219772738724e-05,7.311059110974724e-06,4.998910541572619e-06,0.00011532047904830295,0.0,0.0,9.32156934840619e-06,6.04997041364605e-08,0.0003357496226678439,1.5585223328184116e-05,1.4452905096684592e-07,8.281566091211109e-16,3.238533285640544e-11,5.337785100159638e-08,1.9297376059541358e-05,5.39998705846567e-05,9.565830986301498e-08,3.0317951589230544e-08,0.0011786786795574909,8.505835032419179e-09,2.2061318588890746e-09,5.794816457007926e-10,5.168291205069274e-10,0.00015406895131501533,1.5322608896539802e-07,7.522930243270142e-07,7.951847786200989e-10,1.108899572635299e-11,6.170900583796249e-11,3.436309049812728e-11,1.3064499203722368e-08,4.744429981222719e-09,3.76,0.0,4.164791255428613e-06,0.9977740181128224,0.00011304603783810701,2.2241078735090248e-05,0.5046706801472114,0.5015275523011685,3.3268336882289264e-07,9.318051266826796e-10,0.0018092068183880425,1.4205047703433434e-07,8.947900481199052e-11,3.899033046490342e-12,2.1984198816022602e-10,7.338610230762196e-05,1.7612736373832095e-09,4.229509220206852e-06,4.269094798991939e-06,3.82165428768403e-05,0.0002859028707696211,1.1537553794209003e-07,1.5823273874877105e-07,3.5208281184713584e-15,7.248801181020376e-15,2.1131307397885976e-09,9.244589504272933e-10,2.3221257556691286e-06,3.255354809538238e-08,6.408320116000597e-07,4.103727121480433e-12,9.144078186864741e-10,5.175618652068198e-08,2.716554235210773e-10,1.8688954328421067e-09,5.000454648777673e-05,4.284473600808143e-06,1.3921629003669557e-10,3.001458192798876e-11,3.2538121246048515e-14,1.1354601935226297e-07,1.8845449151472854e-06,3.938116384986838e-11,2.2448905327072494e-09,2.9525402213536066e-10,9.63090847714146e-10,2.2345024515738517e-05,2.0439113523080212e-08,4.3790049180731717e-13,1.235635415072591e-17,2.920266640725405e-10,2.6292458296449638e-09,9.211012650468643e-16,4.2921355389041824e-08,2.6828481713636144e-12,2.8866934203424585e-15,1.9550047254272975e-10,6.456674219888485e-11,2.6900870215927864e-18,1.690777585951764e-08,1.1249731030142595e-12,2.300951709175445e-09,1.488404439080641e-15,2.645289094169327e-14,3.934431893635127e-12,1.0752301821514943e-14,1.0754873527132123e-06,7.373246723289259e-09,1.7043140958122833e-13,2.1090782195096385e-07
4.07344191305682e-06,0.8617949464160424,1.13663681604833e-05,7.314035887544963e-06,5.002922491608908e-06,0.00011553123659748705,0.0,0.0,9.331961820468259e-06,6.05833195537051e-08,0.00033671738280070584,1.5624144127496397e-05,1.447781386825061e-07,8.305283729554675e-16,3.246866188400894e-11,5.3404464386528585e-08,1.9339737354497954e-05,5.412489041999041e-05,9.594044527371372e-08,3.040299996721931e-08,0.0011815001234323547,8.526470104046103e-09,2.2073536625862323e-09,5.821548736923176e-10,5.179829824902018e-10,0.00015444625623737797,1.5322555650042315e-07,7.534121263023814e-07,8.003607663580477e-10,1.1137429667184329e-11,6.189275383579827e-11,3.437708769352422e-11,1.3065785463357757e-08,4.745019079904534e-09,3.76,0.0,4.068713666341815e-06,0.9977730150823246,0.00011330983613199247,2.2245173425378297e-05,0.5046740920856186,0.5015233724890411,3.3266931408798504e-07,9.317963574358366e-10,0.0018092049989836493,1.421177241254491e-07,8.949769780399877e-11,3.901436243073016e-12,2.2001625513435323e-10,7.354834385251101e-05,1.7612561178230377e-09,4.231690074396792e-06,4.271078900431905e-06,3.8222586927476084e-05,0.0002866458238602817,1.1540637922331249e-07,1.582750894007802e-07,3.5225754003006015e-15,7.252399313292689e-15,2.1141905581273083e-09,9.267045772712046e-10,2.3229914491767942e-06,3.2638331828130964e-08,6.440387822287728e-07,4.105617288528114e-12,9.164181938141898e-10,5.1721307485235416e-08,2.7175598918850084e-10,1.8688582289397723e-09,5.001012431288567e-05,4.301819301723304e-06,1.388786253218997e-10,3.0034701328885504e-11,3.246023884299334e-14,1.135839704497857e-07,1.8895070561920203e-06,3.948589221628978e-11,2.2467245511461515e-09,2.954954674699988e-10,9.638092313589623e-10,2.2345229673680753e-05,2.0487006727493717e-08,4.3822557244972423e-13,1.2365535397560516e-17,2.9294583754031655e-10,2.6292238611322626e-09,9.216487813793526e-16,4.2956148651651674e-08,2.6926544202206203e-12,2.8913340012190296e-15,1.9587360705489834e-10,6.468101746859397e-11,2.692087261917347e-18,1.6959175974280082e-08,1.1242129902654534e-12,2.3048989745533633e-09,1.4929267883251096e-15,2.651928634161336e-14,3.935131970071257e-12,1.0768175021722702e-14,1.0767047538400299e-06,7.424234073895226e-09,1.7161002341361506e-13,2.1149488465798952e-07
4.082401719881341e-06,0.8617955369748652,1.1369576808035237e-05,7.3170498832075106e-06,5.006956276656807e-06,0.00011574205888980553,0.0,0.0,9.342357666268344e-06,6.066686993218257e-08,0.0003376856042916722,1.5663084622441557e-05,1.4502762424590084e-07,8.329113803148639e-16,3.2552212232305006e-11,5.343134353219128e-08,1.93821202325266e-05,5.4249906458860136e-05,9.62231765563886e-08,3.048826079796488e-08,0.0011843215263552206,8.547105000448804e-09,2.2085867395122257e-09,5.848360430812125e-10,5.191375031733856e-10,0.0001548237245594171,1.5322504204148624e-07,7.545314665518257e-07,8.055586309236946e-10,1.1185994546000807e-11,6.207698016051646e-11,3.4391258916869874e-11,1.3067080820156749e-08,4.745608377895362e-09,3.76,0.0,3.975105180267878e-06,0.9977720114821921,0.00011357384479100513,2.2249277222548103e-05,0.5046775019414514,0.5015191895753972,3.3265554733676983e-07,9.317876082371952e-10,0.0018092031788327825,1.421849316083263e-07,8.951661464766535e-11,3.903824519000284e-12,2.2019149350542219e-10,7.371056295201545e-05,1.7612380597100652e-09,4.233891356511608e-06,4.273083455218477e-06,3.822884454706087e-05,0.0002873887212685418,1.1543782935274633e-07,1.583182768345805e-07,3.5243400641756423e-15,7.256037332328603e-15,2.1152609926847715e-09,9.289509095949829e-10,2.3238692703661702e-06,3.272310835061793e-08,6.472543656395554e-07,4.1075264246071986e-12,9.184295747180186e-10,5.168649165246597e-08,2.718579744151541e-10,1.8688216626702396e-09,5.001570145703079e-05,4.3192007846878276e-06,1.3855038198406083e-10,3.005489528393348e-11,3.2384541944862005e-14,1.1362228742593674e-07,1.894472418129578e-06,3.9590686880622856e-11,2.2485694144554267e-09,2.9573836034759255e-10,9.645325287021115e-10,2.234543492683159e-05,2.0534900657276328e-08,4.385528892738769e-13,1.23747797098209e-17,2.938671767402305e-10,2.629202345785482e-09,9.222006369548304e-16,4.299076765364428e-08,2.7024806329540213e-12,2.8959930300194346e-15,1.9624663613192051e-10,6.47952556043112e-11,2.6941011981288586e-18,1.7010706275305016e-08,1.123454253314558e-12,2.3088448707637392e-09,1.4974605668653032e-15,2.658571569251101e-14,3.935854567631394e-12,1.0783555264259378e-14,1.0779218847569322e-06,7.475455279015424e-09,1.727940434194679e-13,2.1208262226040756e-07
