Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087)
1.867598732625666e-08,0.6587864181324039,1.3379027879160007e-09,7.996685946373543e-12,6.923854044986969e-12,2.8496078483520465e-11,0.0,0.0,9.06119362949984e-09,3.2564001097650095e-13,8.350091582667198e-14,2.0215954192340107e-12,3.1729504161606336e-17,1.253826589926441e-28,1.6012516731686701e-19,2.5512216090309538e-12,5.628877919089755e-11,2.8197349258614534e-11,7.731248366374016e-22,4.518117801252255e-23,5.831866237921936e-11,2.6970004177934303e-18,3.759885488433428e-12,2.4019713847281586e-19,2.815711110217964e-16,2.884389382749748e-16,1.4874196261211468e-16,2.400968928467207e-19,1.0040719509484718e-22,1.1141253013153992e-23,4.806070757996098e-19,1.0377286269829882e-24,1.6728528213522277e-18,4.67322398980901e-22,3.76,0.0,0.6075709526702662,0.9995410498389281,5.051857941607497e-13,1.1221301915218565e-08,0.0006750617468957778,0.0006727214241952354,2.3401396047437592e-06,2.344999449657759e-11,0.0004589410501024982,2.891475192254592e-14,6.677371513650973e-16,9.18278009127029e-18,6.198445175884056e-18,2.8152575408157233e-11,4.1878446914290035e-13,6.266959522052605e-12,3.859573809103375e-12,8.841792465328322e-13,5.033079828923561e-15,2.8217497910662293e-12,3.638835964580972e-13,3.989641996561109e-18,2.763612560849188e-18,1.1663895213001385e-13,1.1995939214265047e-18,1.939456814103074e-13,7.225660097815463e-19,8.575188375674415e-12,4.0471521691024e-15,1.3324908917116298e-21,7.975319533935155e-17,4.1252530528006226e-11,1.0808515014230587e-09,1.4695713832943122e-09,3.831011845195016e-17,6.406928675408293e-09,1.0399171142720173e-11,1.826743236642342e-19,6.661853678599045e-22,1.89688690220027e-15,8.07768338072686e-23,4.785942756952304e-21,3.454859872197499e-24,1.1236317698432444e-08,1.289363405861076e-14,7.916637844701864e-29,1.8998088961576592e-29,2.5067490178788113e-27
1.9295498181649966e-08,0.6587891642948617,1.4187386870675767e-09,8.734888896301748e-12,7.5849293710527e-12,3.126336403569187e-11,0.0,0.0,9.365079562357504e-09,3.4767491440991836e-13,9.001331635719826e-14,2.1766222221301645e-12,3.510438403195655e-17,1.4262318473371828e-28,1.6762285120749416e-19,2.6283882964194224e-12,5.862593958171386e-11,3.0118869492982444e-11,8.601104412984263e-22,5.2700010249930017e-23,6.226289631225035e-11,2.9662077326761967e-18,3.799483184790741e-12,2.643663840697024e-19,2.9975003359679674e-16,3.3441911783571443e-16,1.6389593059138519e-16,2.734157969313384e-19,1.1223347531904297e-22,1.244719585347071e-23,5.264298932759545e-19,1.2090408423030654e-24,1.9092692712466954e-18,5.510295610535362e-22,3.76,0.0,0.6075485720194647,0.9995410495318281,5.717111429872212e-13,1.1593321232038985e-08,0.0006974417281254524,0.0006951014747294272,2.3400597514326234e-06,2.3581605282894942e-11,0.0004589410499554018,3.089360057819479e-14,7.006489467113948e-16,9.703568225340415e-18,6.618028731229602e-18,3.007064398108169e-11,4.3297032815133615e-13,6.464895340758956e-12,3.9959841577589235e-12,9.458865515076057e-13,5.580214588401989e-15,2.9782364778951705e-12,3.8996921773191617e-13,4.300518852875726e-18,2.8801042684477373e-18,1.2035005261906262e-13,1.2828170030669612e-18,2.079793254571161e-13,8.262378157194686e-19,8.859940149266071e-12,4.32546027875431e-15,1.5069814607216951e-21,8.699784822404104e-17,4.2619257903703706e-11,1.1016635634002837e-09,1.5602676842767879e-09,4.1700199222877005e-17,6.5938258887903115e-09,1.0869705556601586e-11,2.0085817544605965e-19,7.55927201516191e-22,2.0366982201191753e-15,8.96992462905887e-23,5.4328306093487205e-21,4.030700467949539e-24,1.160930607590213e-08,1.3762959906918829e-14,9.103606352282482e-29,2.167122727554701e-29,2.9362079752870563e-27
1.991500903704327e-08,0.6587919103564295,1.5014260805737707e-09,9.513630678754556e-12,8.283795358090996e-12,3.419464124674527e-11,0.0,0.0,9.669157811855668e-09,3.7043551048842713e-13,9.675678736754032e-14,2.3364180530324037e-12,3.871538548626198e-17,1.6149353695015853e-28,1.7516571828073647e-19,2.7030689625211677e-12,6.099065910428305e-11,3.2103715832183895e-11,9.536782797165119e-22,6.121974026937405e-23,6.633621433166784e-11,3.2521860733746605e-18,3.836659827061421e-12,2.900693892774317e-19,3.184463554593978e-16,3.859982001346042e-16,1.8003206510230576e-16,3.100692416532846e-19,1.2504696370786206e-22,1.3861052562917323e-23,5.748478777824114e-19,1.4017268593730604e-24,2.170007234286113e-18,6.463568928219299e-22,3.76,0.0,0.6075261921929221,0.9995410492244236,6.444138869102669e-13,1.1965327219826575e-08,0.0007198208850665641,0.0007174807025682443,2.339977993075569e-06,2.369954841661543e-11,0.00045894104980806385,3.293911657015506e-14,7.338170529235715e-16,1.0233509738146325e-17,7.052827739482654e-18,3.2051918210711554e-11,4.4715554773652167e-13,6.660985864264077e-12,4.1321599249898024e-12,1.0094889006500435e-12,6.165082848497301e-15,3.1373513531923644e-12,4.170923863854446e-13,4.619778327567091e-18,2.9948258608748253e-18,1.239446729296075e-13,1.368834662288499e-18,2.2249590123354366e-13,9.40424052181882e-19,9.144711125076231e-12,4.6131983138131955e-15,1.697422825192797e-21,9.4588425744489e-17,4.398587738198725e-11,1.1218183192965535e-09,1.6532091646048236e-09,4.527053425386723e-17,6.77927905161337e-09,1.1340579134736409e-11,2.201862834819429e-19,8.542831752243687e-22,2.1815742615301516e-15,9.925627900969966e-23,6.142426959257539e-21,4.678929851294221e-24,1.1982308748115225e-08,1.4660626399007028e-14,1.0421200320931128e-28,2.4617492447559213e-29,3.423479286813199e-27
2.0534519892436577e-08,0.6587946563171073,1.5859284971371404e-09,1.0333649741596882e-11,9.021174659556666e-12,3.7293573206939486e-11,0.0,0.0,9.973426718169282e-09,3.939221719155403e-13,1.037283128885026e-13,2.500830685396715e-12,4.257106393617282e-17,1.8207663814894998e-28,1.8275089332630036e-19,2.775273439663217e-12,6.338271691523751e-11,3.415188288355435e-11,1.0541222299146872e-21,7.0840966182656e-23,7.053861276207869e-11,3.555373437777956e-18,3.871565771854214e-12,3.173490442207673e-19,3.3765574328545034e-16,4.4365647703025837e-16,1.9717945770355846e-16,3.502695502368577e-19,1.388994454526034e-22,1.5388339227346358e-23,6.2590682769792315e-19,1.6176377022603604e-24,2.456690694624063e-18,7.544790826616988e-22,3.76,0.0,0.6075038131906045,0.9995410489167158,7.236380488646738e-13,1.23373198827578e-08,0.000742199217749477,0.0007398591071290648,2.339894941307909e-06,2.3805235837122947e-11,0.00045894104966025414,3.505138952301134e-14,7.672225883406682e-16,1.0772363540355645e-17,7.503202267620803e-18,3.409639435490928e-11,4.61340127439889e-13,6.8552525021949065e-12,4.2681028993040766e-12,1.074967720804862e-12,6.788847138560202e-15,3.2990209807138005e-12,4.4526813116143615e-13,4.946913095437857e-18,3.1076942964746973e-18,1.2742289074223814e-13,1.4576469732210394e-18,2.3749430973502657e-13,1.0657647944823053e-18,9.429501299258206e-12,4.91036901235327e-15,1.904670381912104e-21,1.0252581174990954e-16,4.535238897135873e-11,1.1413372352375198e-09,1.7483625211285322e-09,4.902578554216441e-17,6.96330468743255e-09,1.1811487428784917e-11,2.406919637208416e-19,9.6176701430861e-22,2.3315190716226457e-15,1.0946936080878615e-22,6.918570822248948e-21,5.405836499638903e-24,1.2355325498496813e-08,1.558663192257411e-14,1.1878925852783288e-28,2.785499152757237e-29,3.974319605813584e-27
2.1154030747829883e-08,0.6587974021768951,1.6722103553136656e-09,1.1195663947370081e-11,9.79776827330818e-12,4.056375043214315e-11,0.0,0.0,1.0277884648253825e-08,4.181352673982574e-13,1.1092489788294547e-13,2.6697083162481437e-12,4.668002180003622e-17,2.0445548313857625e-28,1.9037582773745768e-19,2.845020163287635e-12,6.580189473547047e-11,3.6263365267384327e-11,1.1617447363294539e-21,8.167111604339943e-23,7.487008792533605e-11,3.876202292347253e-18,3.904341853059479e-12,3.462478817338795e-19,3.573739051903526e-16,5.078986241839456e-16,2.1536704208208094e-16,3.9423521463586075e-19,1.5384400585021305e-22,1.703469728221986e-23,6.79650790587422e-19,1.858716826735983e-24,2.7709964049355497e-18,8.766478839053212e-22,3.76,0.0,0.6074814350124771,0.9995410486087055,8.097340649321995e-13,1.2709299224979357e-08,0.0007645767262045525,0.0007622366880216679,2.3398110155024293e-06,2.3899934004253418e-11,0.0004589410495123288,3.723050785181965e-14,8.008480894715533e-16,1.1319904724405459e-17,7.96953169689428e-18,3.620406867748202e-11,4.755240669574376e-13,7.047716564086218e-12,4.403814950925809e-12,1.1423046679271162e-12,7.452660456846181e-15,3.463176563946862e-12,4.74511594039853e-13,5.281419385603481e-18,3.218641652886433e-18,1.3078523557419244e-13,1.5492540160415343e-18,2.529734596498426e-13,1.2029128470293836e-18,9.714310667967458e-12,5.216973731116402e-15,2.1295930809832944e-21,1.1081070958983924e-16,4.671879268031939e-11,1.1602410819345854e-09,1.8456952800591e-09,5.297078946986063e-17,7.145919093462677e-09,1.2282152306756116e-11,2.6240856225602026e-19,1.0789055782911611e-21,2.4865365676233666e-15,1.2035986075312834e-22,7.765209380661622e-21,6.218020447062998e-24,1.272835611299809e-08,1.6540974866612345e-14,1.3486650639596977e-28,3.140243196428628e-29,4.5948639270934025e-27
2.177354160322319e-08,0.6588001479357929,1.7602369389208316e-09,1.2100371097247262e-11,1.0614256111026712e-11,4.4008692642431625e-11,0.0,0.0,1.058252999528396e-08,4.4307516171114016e-13,1.1834358531647914e-13,2.8429001153896097e-12,5.105090773109277e-17,2.287130508147026e-28,1.9803826739944802e-19,2.912335039842656e-12,6.824797681446265e-11,3.8438157625971224e-11,1.2768572775669109e-21,9.382468298880252e-23,7.933063614139411e-11,4.215099641833209e-18,3.9351199966439775e-12,3.7680808078247524e-19,3.775965905485233e-16,5.792540654767359e-16,2.346235943846461e-16,4.421908614397386e-19,1.699350324075106e-22,1.8805893019682494e-23,7.3612210704710165e-19,2.127001318026798e-24,3.1146537844275003e-18,1.0141945685754625e-21,3.76,0.0,0.6074590576585055,0.9995410483003939,9.030585929548371e-13,1.3081265250608386e-08,0.0007869534104621515,0.000784613444990414,2.339726500575025e-06,2.398477877664933e-11,0.0004589410493644728,3.947655885814505e-14,8.346774058563496e-16,1.1875923683223848e-17,8.452213788427238e-18,3.837493744879685e-11,4.897073660932853e-13,7.238399241732636e-12,4.539298020562042e-12,1.2114816260487866e-12,8.157666385608647e-15,3.6297536922203943e-12,5.04838012805418e-13,5.622798959314535e-18,3.3276135896729062e-18,1.340326310535648e-13,1.6436558770011785e-18,2.689322676049651e-13,1.3525332710287554e-18,9.999139227361112e-12,5.5330124849473845e-15,2.3730729148493095e-21,1.19443661964379e-16,4.808508851736954e-11,1.1785499571902433e-09,1.9451757727443285e-09,5.711056611315814e-17,7.327138345874886e-09,1.2752319910807655e-11,2.853694690069984e-19,1.2062388024188798e-21,2.6466305469911765e-15,1.3194908776845125e-22,8.686398050412023e-21,7.122397166419605e-24,1.3101400380060571e-08,1.7523653621403708e-14,1.5254606321176055e-28,3.5279124220083235e-29,5.291637910228432e-27
2.2393052458616494e-08,0.658802893593801,1.8499743731177544e-09,1.3048449439479787e-11,1.1471297550369945e-11,4.763185049014293e-11,0.0,0.0,1.0887361178105943e-08,4.687422157590414e-13,1.2598147093259279e-13,3.0202567024798116e-12,5.569241585233722e-17,2.549322250545996e-28,2.0573622338382614e-19,2.9772504254502095e-12,7.072074989541848e-11,4.0676254631367876e-11,1.3997808384620204e-21,1.0742345955131845e-22,8.392025372890268e-11,4.5724870981128374e-18,3.964023794703856e-12,4.0907146987257566e-19,3.9831958980191467e-16,6.582773234927725e-16,2.5497773356592376e-16,4.943672178604714e-19,1.872282167228325e-22,2.0707817071472037e-23,7.953614536078919e-19,2.4246230350977584e-24,3.489444805526841e-18,1.1685323755766415e-21,3.76,0.0,0.6074366811286556,0.9995410479917822,1.0039743259069572e-12,1.3453217963732775e-08,0.0008093292705526332,0.0008069893778740639,2.33964158715352e-06,2.40607887855066e-11,0.00045894104921649295,4.178962881879323e-14,8.686956027890616e-16,1.2440225274926636e-17,8.95166379007411e-18,4.060899694624733e-11,5.038900247273796e-13,7.427321596861277e-12,4.674554111078962e-12,1.2824807061031027e-12,8.9049992057472e-15,3.798692100125333e-12,5.36262704430386e-13,5.970560815601812e-18,3.4345679421026444e-18,1.3716634278943537e-13,1.740852648451365e-18,2.8536965838061155e-13,1.515302924489427e-18,1.0283986973597568e-11,5.858483985325482e-15,2.6360044225894895e-21,1.284250686560715e-16,4.9451276491008635e-11,1.1962833076706796e-09,2.0467731122126618e-09,6.145032783681158e-17,7.506978304856977e-09,1.322175877242908e-11,3.0960813073457736e-19,1.3443196460351079e-21,2.8118046951140523e-15,1.4425829031882417e-22,9.686300592356363e-21,8.126201326985253e-24,1.3474458090581128e-08,1.853466657851608e-14,1.71933908430436e-28,3.950498447749938e-29,6.071570192476928e-27
2.30125633140098e-08,0.6588056391509193,1.9413896011335976e-09,1.4040558163119747e-11,1.2369531970706507e-11,5.143660723949553e-11,0.0,0.0,1.1192376640703392e-08,4.951367866385357e-13,1.3383571600549966e-13,3.2016305604978104e-12,6.061328499784907e-17,2.831957239122365e-28,2.1346794518914703e-19,3.039804203581836e-12,7.322000318116871e-11,4.297765099203978e-11,1.5308463860949192e-21,1.225967710221693e-22,8.863893700567436e-11,4.948780948164692e-18,3.991169042201163e-12,4.43079530444995e-19,4.1953873425850254e-16,7.455483566671167e-16,2.7645792175248664e-16,5.51001077802518e-19,2.0578055615541578e-22,2.2746483869090948e-23,8.574078847251442e-19,2.7538097039024606e-24,3.897203869840343e-18,1.3411589528315869e-21,3.76,0.0,0.607414305422893,0.9995410476828717,1.1128498098520516e-12,1.3825157368411452e-08,0.0008317043065063556,0.0008293644865741808,2.3395564031621487e-06,2.4128877466643984e-11,0.0004589410490682494,4.4169803067966e-14,9.02888871176969e-16,1.3012628030506428e-17,9.468313582338446e-18,4.290624345464513e-11,5.180720427901165e-13,7.614504551470156e-12,4.8095852806464815e-12,1.3552842446748845e-12,9.69578401090791e-15,3.969935439377311e-12,5.688010492406456e-13,6.3242226564187935e-18,3.539473435128924e-18,1.4018793124594891e-13,1.8408444288699203e-18,3.022845651069871e-13,1.6919100141305944e-18,1.0568853902836256e-11,6.193385678023333e-15,2.919294209482995e-21,1.377552024170117e-16,5.081735660973506e-11,1.2134599499786871e-09,2.1504571704506724e-09,6.59954872413746e-17,7.685454619456196e-09,1.3690258070086563e-11,3.3515806342989133e-19,1.4937140473394214e-21,2.982062592644481e-15,1.5730865611982317e-22,1.0769189265357385e-20,9.236990440236572e-24,1.3847529037877935e-08,1.9574012130799376e-14,1.9313970816312795e-28,4.410053743430845e-29,6.942004690378069e-27
2.4251585024796414e-08,0.6588111299624881,2.12912516832856e-09,1.615941104170483e-11,1.4292040344306524e-11,5.960412318936722e-11,0.0,0.0,1.1802954303764903e-08,5.501098885937162e-13,1.5018231688386143e-13,3.5758512860912964e-12,7.132828076263751e-17,3.4618538689804038e-28,2.2902673804546797e-19,3.1580014167131896e-12,7.829711927890778e-11,4.777032082586603e-11,1.8187801124130692e-21,1.582233534830225e-22,9.846348589565834e-11,5.7597267527046534e-18,4.0406109731872234e-12,5.164938766915181e-19,4.634489870469839e-16,9.472826603133296e-16,3.2290951184024737e-16,6.786186145921952e-19,2.468972266685566e-22,2.7258718981043535e-23,9.900703514373132e-19,3.5162742248854774e-24,4.819225037595225e-18,1.747705642792533e-21,3.76,0.0,0.6073695564834926,0.999541047064158,1.3559824307898378e-12,1.4568996268524355e-08,0.0008764519061249484,0.0008741122312367416,2.3393855289347924e-06,2.42444796833389e-11,0.0004589410487710365,4.9131801491544896e-14,9.717505350256906e-16,1.418107515287342e-17,1.0555018438025536e-17,4.76902826822493e-11,5.464341570890861e-13,7.983735215836795e-12,5.078981338949668e-12,1.5062351637837287e-12,1.1412164693834604e-14,4.3191298470946625e-12,6.372804487831131e-13,7.047367395879084e-18,3.743060509961825e-18,1.459022143068643e-13,2.049213441213695e-18,3.375427016950459e-13,2.0894434949807563e-18,1.1138645294962108e-11,6.891463312748273e-15,3.550632603421641e-21,1.5746218704109858e-16,5.3549193316438e-11,1.2462153461719482e-09,2.3639685963825105e-09,7.57246926009194e-17,8.038377883126477e-09,1.4623688699508187e-11,3.9032622050262323e-19,1.8287719557626183e-21,3.3378434755238056e-15,1.8571732319546375e-22,1.3201557822798994e-20,1.1811388702424666e-23,1.4593709827982036e-08,2.1737694598665105e-14,2.4146241100106297e-28,5.448588041140582e-29,8.98590608591009e-27
2.5366704564504366e-08,0.6588160713478615,2.303509571287354e-09,1.8223201939718783e-11,1.6169200715952858e-11,6.760857366249862e-11,0.0,0.0,1.2353089323926342e-08,6.020772944375612e-13,1.6560742104202883e-13,3.924958718439787e-12,8.201574861289159e-17,4.10692032196765e-28,2.431316368750116e-19,3.2567678340311216e-12,8.295502054570066e-11,5.230015531280007e-11,2.109307743591304e-21,1.9713199458401834e-22,1.0774694760631703e-10,6.558307364803506e-18,4.080113506571339e-12,5.889427197640275e-19,5.046240398941257e-16,1.163401030765543e-15,3.68849365366492e-16,8.112175934188699e-19,2.8880712010404615e-22,3.1850241953798696e-23,1.1194268170519505e-18,4.3347916276175604e-24,5.7812659946128864e-18,2.192983843407898e-21,3.76,0.0,0.6073292852560678,0.9995410465063034,1.6058350500496405e-12,1.5238405803878482e-08,0.000916721927538491,0.0009143823823989276,2.339231440730523e-06,2.4328799856656192e-11,0.0004589410485035031,5.382793607732029e-14,1.0342064722242698e-15,1.5258817282052647e-17,1.1596521152378562e-17,5.221198045517791e-11,5.719578690367476e-13,8.310300902605287e-12,5.320690182753752e-12,1.6480896115242277e-12,1.3116615935180527e-14,4.640795194952229e-12,7.028756785514778e-13,7.713755244950665e-18,3.9191516850098515e-18,1.506818865236647e-13,2.24630559674227e-18,3.7089760324842106e-13,2.5016689319175807e-18,1.1651523115229394e-11,7.551934185757424e-15,4.197788390653864e-21,1.7639172608292437e-16,5.600747757390264e-11,1.2739678352397294e-09,2.5629779899588016e-09,8.524208364690526e-17,8.351497984644704e-09,1.5458816469834803e-11,4.448001626310552e-19,2.174958409376039e-21,3.6754667090874855e-15,2.1403120505099147e-22,1.571959048147204e-20,1.457678586456999e-23,1.5265315783830746e-08,2.3781890198409736e-14,2.9234673823775797e-28,6.531550469074922e-29,1.1217545935253331e-26
2.648182410421232e-08,0.6588210124063593,2.4828509909130106e-09,2.0439081100102676e-11,1.818890928538189e-11,7.625110883947766e-11,0.0,0.0,1.2903798306565994e-08,6.564072405513904e-13,1.8169336462740794e-13,4.284905432473238e-12,9.374621721498681e-17,4.830951923966244e-28,2.573272555547258e-19,3.3486450006785436e-12,8.769554832488226e-11,5.7034999588820046e-11,2.431869941294737e-21,2.4352211612367895e-22,1.1744852487078057e-10,7.42438241696442e-18,4.115412482204379e-12,6.676739105028882e-19,5.473436163168179e-16,1.4164572078537738e-15,4.188731344447564e-16,9.622152155895183e-19,3.357429133665108e-22,3.698394464548734e-23,1.258415724040995e-18,5.29471200463898e-24,6.881033075606542e-18,2.7249237790891355e-21,3.76,0.0,0.6072890166981556,0.9995410459474957,1.8874581002665236e-12,1.5907772281701363e-08,0.0009569892792210033,0.000954649862907088,2.3390772374019587e-06,2.4397887324400244e-11,0.00045894104823581913,5.874278004899394e-14,1.0970581326047385e-15,1.6360534520157345e-17,1.2701145377133736e-17,5.6938346730445996e-11,5.974795054396641e-13,8.631549427813925e-12,5.5617043836715045e-12,1.7955259706399064e-12,1.497894109821107e-14,4.9692095321368886e-12,7.723197198975989e-13,8.392268153439458e-18,4.088502198421737e-18,1.5513195604349614e-13,2.4524553939100616e-18,4.0578346342973136e-13,2.969904425102172e-18,1.2164463028726534e-11,8.242865111027554e-15,4.9255082322683765e-21,1.9645093064615449e-16,5.846541251356679e-11,1.3001825150252705e-09,2.768312235625236e-09,9.55190110451524e-17,8.660434072368873e-09,1.6288407362979038e-11,5.040482143319141e-19,2.5671919272117274e-21,4.029612893639656e-15,2.450731673774723e-22,1.857792368815087e-20,1.7821469413590736e-23,1.5936961519739787e-08,2.5917858470291548e-14,3.5099777480066415e-28,7.769025976136067e-29,1.3876904107526162e-26
2.759694364392027e-08,0.6588259531379855,2.6669833796062533e-09,2.281026382654852e-11,2.0354236858276243e-11,8.554922802976543e-11,0.0,0.0,1.3455073020152534e-08,7.131016794677549e-13,1.9842705205591887e-13,4.654934362084397e-12,1.0657217044629108e-16,5.63864473049781e-28,2.716092614644839e-19,3.43396191316909e-12,9.251755794686394e-11,6.197482466844097e-11,2.7888218315194287e-21,2.984506381176377e-22,1.2756819620785e-10,8.36019580708042e-18,4.1469602743709175e-12,7.529172608078926e-19,5.915848524744189e-16,1.7107931053267306e-15,4.73141192912563e-16,1.133207385804709e-18,3.880843773951231e-22,4.2699300987893276e-23,1.4072113994780025e-18,6.412620554740558e-24,8.131100327482082e-18,3.355631087928392e-21,3.76,0.0,0.6072487508095574,0.9995410453877402,2.203190174739008e-12,1.6577095724657787e-08,0.0009972539613494877,0.0009949146728627015,2.3389229918831143e-06,2.4454462005622402e-11,0.00045894104796734823,6.387680578495634e-14,1.1602560111341275e-15,1.7485572535307227e-17,1.3871911637447658e-17,6.186936013808934e-11,6.22999066434302e-13,8.947597279482282e-12,5.802037481089466e-12,1.948449201037426e-12,1.7005384358433278e-14,5.304159862674763e-12,8.457027422642005e-13,9.0805309962426e-18,4.2511907577520834e-18,1.5926747942832213e-13,2.667663629650374e-18,4.4219438258546756e-13,3.4985190414318725e-18,1.2677465013076847e-11,8.964200085878972e-15,5.739457615149215e-21,2.1763835979031004e-16,6.092299818495333e-11,1.3249488810299958e-09,2.9798203242782244e-09,1.0659512972699187e-16,8.965270345828573e-09,1.7111792702507776e-11,5.682697708607498e-19,3.0092384705856736e-21,4.400299974155702e-15,2.789645543911855e-22,2.1805430202737934e-20,2.1601635077890294e-23,1.6608645913666352e-08,2.814559008724813e-14,4.181915332758015e-28,9.175224790140402e-29,1.702344267819646e-26
2.982718272333618e-08,0.6588358336206438,3.0489912939747645e-09,2.8030580786348187e-11,2.5133177251218642e-11,1.0617929272416666e-10,0.0,0.0,1.4559287834911855e-08,8.33591669227935e-13,2.3379117987045487e-13,5.422390736452609e-12,1.3572250859593133e-16,7.5235403567700265e-28,3.0042033827303474e-19,3.5862824545165388e-12,1.0240156024190726e-10,7.246930445909767e-11,3.6160442822687965e-21,4.386408474311047e-22,1.4906173517616378e-10,1.044976044509036e-17,4.200367430508166e-12,9.438428549573655e-19,6.845428938133246e-16,2.442123570076704e-15,5.950436220224994e-16,1.54186342759063e-18,5.105722583076457e-22,5.603910416085756e-23,1.734851052332869e-18,9.194140170382066e-24,1.113511287369658e-17,4.967205778598361e-21,3.76,0.0,0.6071682270395156,0.9995410442654079,2.946575345893125e-12,1.7915613595238e-08,0.0010777753176523172,0.0010754362817679004,2.3386144225015248e-06,2.4538558998376204e-11,0.0004589410474287494,7.480426673633558e-14,1.287524891263676e-15,1.9803452357659717e-17,1.642453468414089e-17,7.234524333070071e-11,6.740319629417502e-13,9.56454873764341e-12,6.280716335990752e-12,2.2703873509838005e-12,2.157516610438902e-14,5.9929476786305835e-12,1.0046445269284961e-12,1.0477534779236094e-17,4.5571147940040876e-18,1.666583274050741e-13,3.1252589284109536e-18,5.195682955912611e-13,4.754792477831215e-18,1.370365510485414e-11,1.0497805855951306e-14,7.649165376576746e-21,2.633895215987176e-16,6.583712192092977e-11,1.3704691349114012e-09,3.420785648406308e-09,1.313163885919001e-16,9.562970835104609e-09,1.873784723734215e-11,7.124387219258414e-19,4.058507468153367e-21,5.191365602782467e-15,3.5577773225375383e-22,2.9489283297585523e-20,3.101149889933597e-23,1.7952126301651492e-08,3.287630611376172e-14,5.815148143520973e-28,1.2553960419023421e-28,2.5042817745093088e-26
3.175097194217225e-08,0.6588443554081909,3.3924787558175884e-09,3.3059646350548373e-11,2.9748919127033193e-11,1.2623397154795844e-10,0.0,0.0,1.551352121112174e-08,9.4514098602893e-13,2.66277851838647e-13,6.110413332885643e-12,1.6488563173321177e-16,9.461133261213985e-28,3.255272198374519e-19,3.699792384114029e-12,1.1117899831896514e-10,8.218018248103332e-11,4.4649676590490204e-21,5.987787122935725e-22,1.6894518687288125e-10,1.2496321638168895e-17,4.237742238776567e-12,1.1315442587501242e-18,7.694114726212355e-16,3.2517270975525754e-15,7.15302502621096e-16,1.9746772425695322e-18,6.374094949753628e-22,6.980734567846438e-23,2.0503563808385816e-18,1.227668926689767e-23,1.4336941760102894e-17,6.80885596023756e-21,3.76,0.0,0.6070987763529823,0.9995410432942924,3.7201527961268694e-12,1.9070072023006955e-08,0.001147223921154491,0.0011448850998288867,2.3383482262106443e-06,2.4588193805569588e-11,0.00045894104696319,8.493884920919067e-14,1.3980700828045814e-15,2.1873304337008938e-17,1.886927092027489e-17,8.203906860297531e-11,7.180459287695458e-13,1.0081073154931352e-11,6.691566006486026e-12,2.56487415549629e-12,2.610111935218026e-14,6.6065724785271216e-12,1.155237530335062e-12,1.1694515998820861e-17,4.80104592580247e-18,1.7217213407810242e-13,3.5490938964670164e-18,5.911577804694803e-13,6.074858387558054e-18,1.458903901557202e-11,1.1917666149379097e-14,9.628166102001664e-21,3.0645739190695235e-16,7.007489013167587e-11,1.4058234565914703e-09,3.819703235177879e-09,1.556287784706281e-16,1.0066121142079733e-08,2.0116289632279435e-11,8.5467364655201315e-19,5.16140695433057e-21,5.92704200765574e-15,4.323141144205766e-22,3.7595572025615984e-20,4.144408464299256e-23,1.9111117603417886e-08,3.7251768066425675e-14,7.5787418681387e-28,1.6156058091809907e-28,3.418554796689342e-26
