Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67)
7.640150374927869e-06,0.7812296022381119,2.7830402584646e-05,4.677134438047633e-06,3.867680320422994e-06,0.00026978589084147023,0.0,0.0,4.567566029252899e-05,4.175822948884581e-07,9.181984127341195e-05,4.925768535321406e-06,1.1355889304616173e-08,4.3012661542864603e-16,7.603680987810649e-12,2.395664966073958e-08,1.50330077447093e-05,1.5360098080649575e-05,3.439448190013158e-09,2.1300898550472258e-10,5.893017646488584e-05,5.006408867012521e-11,6.621359316589697e-10,6.813918104775256e-10,3.5306119065289096e-10,6.454503542217232e-05,1.1794462732022264e-08,2.6235234458534603e-07,1.1164832424383415e-09,1.2719890147985845e-11,3.3317526727079416e-11,2.3237201629522896e-11,5.603632271071761e-09,2.229129064981855e-09,3.76,0.0,0.28639459656023664,0.9991370365458678,0.00013340521941519298,1.601051561863096e-05,0.5367726767281907,0.536350760968371,2.3969655551719826e-06,6.134653320393288e-11,0.0006175408268318756,4.401336733382851e-07,2.380819635888562e-11,1.3066058019758838e-11,2.834156908349362e-10,3.6163668992325085e-05,4.346386905372513e-10,1.956623135039826e-06,2.2841350255597276e-06,3.1559667784570466e-05,7.89303087186353e-05,1.8197832445159942e-06,2.1071020889045724e-06,1.3600361642395057e-13,3.208434703798697e-14,9.619304817854936e-10,2.600469674050827e-11,6.797879218222464e-06,4.6462937103760564e-08,1.2558481844130774e-07,7.893414091520734e-13,3.0025654720064277e-09,3.2854447073225037e-08,2.9774434945820574e-09,1.1431907985328323e-07,0.0003750391120569767,2.3359919586805562e-06,3.523298817995674e-06,1.846743554876e-11,4.7469956308056524e-09,8.304479093940465e-09,3.09541411115297e-07,6.914515814422127e-13,4.662218628711137e-09,4.1360909468263327e-10,1.1311043368771761e-08,1.816349181088468e-05,1.524650527866483e-08,2.69025465052555e-11,6.571097416667071e-16,6.568462604763164e-12,6.397216715829627e-08,9.850689237042443e-16,6.428162336791872e-08,1.428051394953323e-14,1.4948564769777043e-15,2.3785859690469057e-10
7.684726280889968e-06,0.7814547081948205,2.794922539179249e-05,4.707409975379738e-06,3.895880250657091e-06,0.00027274867570176446,0.0,0.0,4.616206248866944e-05,4.2347236467622205e-07,9.371225343397452e-05,5.016642837401924e-06,1.1450833893427376e-08,4.3825533305709727e-16,7.713371023921182e-12,2.4192072036608217e-08,1.5259361931521094e-05,1.551168609855887e-05,3.516787745330712e-09,2.165829281641295e-10,5.953067431265583e-05,5.0588952678400236e-11,6.687074085233136e-10,7.013657864519488e-10,3.5978455608056764e-10,6.573613778061258e-05,1.1800124130662164e-08,2.664875194682153e-07,1.1579470752660775e-09,1.3099079318977277e-11,3.4088286503117287e-11,2.345805020606234e-11,5.633239668989213e-09,2.240331031039717e-09,3.76,0.0,0.2846330700447442,0.9991334270875096,0.0001351112137461818,1.6128874059174616e-05,0.5385321475507336,0.5381037519680277,2.382447750284532e-06,6.118035792946114e-11,0.0006175385953960546,4.482073123484882e-07,2.4040690768945452e-11,1.3177269950916939e-11,2.8632166471165665e-10,3.67549125629572e-05,4.3593215685569445e-10,1.9748281957676143e-06,2.3052114607703668e-06,3.193925319839325e-05,8.050942167813368e-05,1.8330342392304904e-06,2.1224838963392613e-06,1.373150803909409e-13,3.2391601676870996e-14,9.71104250204644e-10,2.6465929875880738e-11,6.873638683518257e-06,4.73830295064811e-08,1.3007710271665796e-07,7.968305836894935e-13,3.047104202670227e-09,3.297951113467423e-08,3.009791055284611e-09,1.1433685324551501e-07,0.0003788490947888012,2.387909669289473e-06,3.5216168295371695e-06,1.8682493084992512e-11,4.743408019664423e-09,8.380867938542171e-09,3.152837945988071e-07,7.045648939103782e-13,4.746639650020159e-09,4.2125475262262073e-10,1.1547247567754546e-08,1.827111835483605e-05,1.5535877636808665e-08,2.745826953512969e-11,6.706712443765231e-16,6.743312478892338e-12,6.397742752818995e-08,1.0018744961354383e-15,6.526759734457423e-08,1.464197705599432e-14,1.5244600074470557e-15,2.448775759240764e-10
7.729302186852068e-06,0.7816784371320634,2.8065653609721874e-05,4.737353330161913e-06,3.923909665222158e-06,0.00027571461103053334,0.0,0.0,4.6649045329680046e-05,4.294011524649408e-07,9.562715689030833e-05,5.108377853063708e-06,1.154641623562446e-08,4.46380917222333e-16,7.822714367542672e-12,2.442633252641366e-08,1.548732000943408e-05,1.566380686323295e-05,3.59508587417755e-09,2.2017737974794454e-10,6.01333002360975e-05,5.11157921649203e-11,6.752519737407029e-10,7.217696095634984e-10,3.66589276046644e-10,6.693855075008027e-05,1.1805810307436647e-08,2.7065920630646626e-07,1.200650474338083e-09,1.3486505747110884e-11,3.4869678261177115e-11,2.3677674434797218e-11,5.662814501979963e-09,2.251528347469003e-09,3.76,0.0,0.28288235691281494,0.999129793097943,0.0001368239859494308,1.6247744370995593e-05,0.540280822063907,0.5398458947390937,2.3680190979456786e-06,6.101519970016143e-11,0.0006175363488013473,4.563647948607727e-07,2.427219521064423e-11,1.3287766762543924e-11,2.8922137367720997e-10,3.735240298182948e-05,4.3721684093205305e-10,1.9929370638426223e-06,2.3261651486654143e-06,3.231823955239681e-05,8.210540615963144e-05,1.8461376917240849e-06,2.1376946824833e-06,1.3861952822579373e-13,3.2697188107531205e-14,9.802278450565844e-10,2.6931361172354013e-11,6.949162433039923e-06,4.831272121972259e-08,1.3470638125011464e-07,8.042779955183544e-13,3.0919466979183124e-09,3.310524101984682e-08,3.0420222874786094e-09,1.1434381441155513e-07,0.0003826570749757775,2.4405407954304143e-06,3.519594597990979e-06,1.889761441373428e-11,4.739371673333126e-09,8.457002707554646e-09,3.2108533753101813e-07,7.178178995571337e-13,4.8315645167303516e-09,4.2894880887318254e-10,1.1785610720774896e-08,1.8378482979931378e-05,1.582939658910052e-08,2.8018906900136207e-11,6.843524207421975e-16,6.920896508866284e-12,6.39766490146666e-08,1.0188515456252248e-15,6.626173461866682e-08,1.5010011557376386e-14,1.554325198201669e-15,2.520409842334061e-10
7.773878092814167e-06,0.7819007974742788,2.8179689968517432e-05,4.766962517857544e-06,3.9517675127131525e-06,0.00027868342869119073,0.0,0.0,4.713655759952746e-05,4.3536830578616035e-07,9.756452042115313e-05,5.200968819276478e-06,1.1642623494476522e-08,4.544995730183474e-16,7.931676665286195e-12,2.4659397677750137e-08,1.5716871585070372e-05,1.5816458438219463e-05,3.6743375801617208e-09,2.2379187683616153e-10,6.073804214475212e-05,5.164459592127215e-11,6.817686972296951e-10,7.426083600527802e-10,3.7347545976263766e-10,6.815221381808468e-05,1.181151866790725e-08,2.7486727037286647e-07,1.2446203827411852e-09,1.388226627113049e-11,3.566169601280713e-11,2.3896044022997906e-11,5.692353042256619e-09,2.2627207123829476e-09,3.76,0.0,0.28114239116387935,0.9991261347754814,0.00013854341877666748,1.6367125373595092e-05,0.5420187665697569,0.5415772558674433,2.3536790535358196e-06,6.085105231554645e-11,0.000617534087170301,4.64605886637507e-07,2.4502680162516597e-11,1.3397537892328073e-11,2.921145486398538e-10,3.795615300196118e-05,4.384928063499097e-10,2.01094757261491e-06,2.3469933588541014e-06,3.269655765924049e-05,8.371817741060522e-05,1.8590921826614143e-06,2.152732796314292e-06,1.3991677530307617e-13,3.300106367280955e-14,9.893000035699257e-10,2.740096679898502e-11,7.024437022897583e-06,4.9251958946296126e-08,1.3947538091478478e-07,8.11682623349354e-13,3.1370908054204474e-09,3.3231657188469254e-08,3.074131527148952e-09,1.1434011141352542e-07,0.00038646268747562175,2.4938866473886326e-06,3.517237442522114e-06,1.9112773548557112e-11,4.734894059500604e-09,8.532872208146047e-09,3.269459317454423e-07,7.312103884463325e-13,4.916978850518495e-09,4.3668994842645024e-10,1.2026096075924035e-08,1.848558030008245e-05,1.612709001436817e-08,2.8584369507906572e-11,6.981510954426242e-16,7.101209228609101e-12,6.39699143223178e-08,1.0360000744898834e-15,6.726402100749053e-08,1.538468263132888e-14,1.5844474784610191e-15,2.593500582429728e-10
7.818453998776267e-06,0.7821217975943927,2.8291338222718056e-05,4.7962357451598956e-06,3.979452863443125e-06,0.000281654863584467,0.0,0.0,4.7624548436142885e-05,4.4137346626513964e-07,9.952430898579304e-05,5.294410856467252e-06,1.1739442799369477e-08,4.626075405601953e-16,8.040224233449554e-12,2.489123515668107e-08,1.5948006231737884e-05,1.5969638903767703e-05,3.7545376012077046e-09,2.2742595708890583e-10,6.134488800441138e-05,5.217535280517275e-11,6.882566780577073e-10,7.638871006320861e-10,3.8044320463367897e-10,6.93770649759554e-05,1.1817246685824578e-08,2.7911157303199996e-07,1.2898840608273363e-09,1.4286457377637019e-11,3.646433191651094e-11,2.4113129812457468e-11,5.721851678753316e-09,2.2739078215730865e-09,3.76,0.0,0.27941310719652546,0.9991224523198969,0.00014026939580299912,1.6487015793623614e-05,0.5437460469638029,0.543297901537748,2.3394270757361145e-06,6.068790961280739e-11,0.0006175318106263486,4.7293033825427553e-07,2.4732117192458823e-11,1.3506573354230294e-11,2.9500093046320514e-10,3.8566174832001005e-05,4.397601161968674e-10,2.028857642817394e-06,2.367693466321722e-06,3.307413939918939e-05,8.534764715541333e-05,1.8718963835630153e-06,2.167596692241861e-06,1.4120664344603008e-13,3.3303187221677634e-14,9.98319508671718e-10,2.7874722396215092e-11,7.099449284513015e-06,5.020068739863297e-08,1.443868366714518e-07,8.190434802644571e-13,3.1825343690357522e-09,3.33587798310283e-08,3.1061132347313518e-09,1.1432589331619462e-07,0.00039026557292116975,2.5479484188482826e-06,3.514550741438399e-06,1.932794491563647e-11,4.729982714170726e-09,8.608466754203964e-09,3.328654628927326e-07,7.447421349662986e-13,5.002868277864359e-09,4.444768544184578e-10,1.2268666283984751e-08,1.8592405028299905e-05,1.6428985365416382e-08,2.915456694159906e-11,7.120650611718541e-16,7.284244252851738e-12,6.395730747506871e-08,1.0533200615878931e-15,6.827444161404324e-08,1.57660553007511e-14,1.6148221988976512e-15,2.668060061094025e-10
7.863029904738366e-06,0.7823414458141432,2.840060313124575e-05,4.8251714082920345e-06,4.006964908011149e-06,0.0002846286537150701,0.0,0.0,4.811296734884703e-05,4.474162697648022e-07,0.00010150648378802371,5.388698972794352e-06,1.1836861256001124e-08,4.707010996755831e-16,8.148324084939305e-12,2.5121813753624048e-08,1.618071349758222e-05,1.6123346356592415e-05,3.835680417142667e-09,2.3107915966743408e-10,6.195382583707708e-05,5.270805174079822e-11,6.947150446827356e-10,7.856108759335922e-10,3.874925964125092e-10,7.061304077384099e-05,1.182299190291125e-08,2.833919718588834e-07,1.3364690851541827e-09,1.4699175193894477e-11,3.727757634719281e-11,2.432890374194047e-11,5.751306917581811e-09,2.2850893688516867e-09,3.76,0.0,0.2776944398059906,0.9991187459322978,0.00014200180146974967,1.6607414266878985e-05,0.5454627287375455,0.5450078975357553,2.3252626265069985e-06,6.052576546657083e-11,0.0006175295192937391,4.813378852765892e-07,2.4960478792804962e-11,1.3614863688361697e-11,2.9788026948309527e-10,3.9182480142687686e-05,4.4101883306079704e-10,2.0466652826991307e-06,2.3882629525877616e-06,3.345091775451815e-05,8.699372366839971e-05,1.8845490560295983e-06,2.1822849292537665e-06,1.4248896095228311e-13,3.360351913451757e-14,1.0072851891730458e-09,2.8352603096152203e-11,7.1741863304513585e-06,5.115884934289238e-08,1.4944349047918846e-07,8.263596152994969e-13,3.22827523041759e-09,3.348662886647905e-08,3.137961997458971e-09,1.1430131179423062e-07,0.0003940653777811257,2.602727187468935e-06,3.5115399277562097e-06,1.9543103353109315e-11,4.724645234360567e-09,8.68377692856869e-09,3.388438106195526e-07,7.584128982377176e-13,5.089218444210629e-09,4.523082094012671e-10,1.2513283437413821e-08,1.8698951977880053e-05,1.6735109663857797e-08,2.97294075526882e-11,7.260920806957812e-16,7.469994294528455e-12,6.393891360970356e-08,1.0708114625339836e-15,6.929298083508766e-08,1.615419442734176e-14,1.6454446381580935e-15,2.744100071311395e-10
7.907605810700466e-06,0.7825597504044096,2.850749043866669e-05,4.853768091200388e-06,4.0343029557645145e-06,0.0002876045402551601,0.0,0.0,4.860176423527478e-05,4.5349634653098654e-07,0.00010351100234196239,5.483828068437303e-06,1.1934865956449076e-08,4.787765741550374e-16,8.255943954364175e-12,2.5351103387757816e-08,1.6414982913633036e-05,1.6277578909643747e-05,3.9177602574388985e-09,2.3475102544046293e-10,6.256484372092084e-05,5.324268171906224e-11,7.011429551896646e-10,8.077847120062893e-10,3.9462370936209027e-10,7.186007637589569e-05,1.1828751928598277e-08,2.877083207578948e-07,1.384403347406126e-09,1.512051548174061e-11,3.810141796671728e-11,2.454333882057287e-11,5.780715382368825e-09,2.2962650463861716e-09,3.76,0.0,0.27598632418167013,0.9991150158150034,0.00014374052112590206,1.6728319340318057e-05,0.5471688769809564,0.5467073092505489,2.3111851710676895e-06,6.036461378865052e-11,0.0006175272132975011,4.898282484420986e-07,2.5187738492217687e-11,1.3722400030612292e-11,3.0075232822602873e-10,3.9805080073482705e-05,4.4226901899807587e-10,2.0643685880487396e-06,2.4086994044032075e-06,3.382682684249058e-05,8.865631184859291e-05,1.8970490511770673e-06,2.196796170185135e-06,1.4376356261905428e-13,3.390202132749681e-14,1.0161959189815972e-09,2.8834583542619365e-11,7.248635559966795e-06,5.2126385643935814e-08,1.5464809020600432e-07,8.336301201675708e-13,3.274311230595094e-09,3.36152239401879e-08,3.169672531516815e-09,1.1426652188564915e-07,0.0003978617544179523,2.6582239155211275e-06,3.5082104856180765e-06,1.9758224107661748e-11,4.718889273746299e-09,8.758792190563514e-09,3.4488084874909953e-07,7.722224225257891e-13,5.176015024453443e-09,4.6018269659786455e-10,1.2759909109561029e-08,1.8805216063499385e-05,1.7045489495261026e-08,3.030879855432411e-11,7.402298891074177e-16,7.658451182290353e-12,6.391481897359935e-08,1.0884742101238624e-15,7.031962236938707e-08,1.6549164705357844e-14,1.6763100101678225e-15,2.821632111671371e-10
7.952181716662565e-06,0.7827767195855337,2.8612006856576745e-05,4.882024563524962e-06,4.0614664331948435e-06,0.00029058226760462634,0.0,0.0,4.909088939780433e-05,4.5961332133887496e-07,0.00010553781853961795,5.579792939895033e-06,1.203344398922857e-08,4.868303366489242e-16,8.363052322805177e-12,2.557907511247769e-08,1.665080400175098e-05,1.6432334691883093e-05,4.000771109252576e-09,2.3844109736077995e-10,6.31779297902425e-05,5.377923179786893e-11,7.075395974285146e-10,8.304136158616744e-10,4.0183660642773866e-10,7.311810561559198e-05,1.183452443974063e-08,2.920604700822314e-07,1.4337150532995732e-09,1.5550573632683046e-11,3.893584379582541e-11,2.4756409198457443e-11,5.810073814476999e-09,2.3074345450254603e-09,3.76,0.0,0.27428869590465194,0.999111262171422,0.00014548544106813234,1.6849729474079697e-05,0.5488645563849506,0.548396201676797,2.2971941778762566e-06,6.020444852779923e-11,0.0006175248927633215,4.984011338483176e-07,2.541387095476676e-11,1.3829174099251961e-11,3.036168794277884e-10,4.0433985239372444e-05,4.4351073558336134e-10,2.081965742108864e-06,2.429000513211992e-06,3.4201801946890906e-05,9.033531329591636e-05,1.9093953091892637e-06,2.2111291811897644e-06,1.450302897674705e-13,3.419865723588642e-14,1.0250506180476637e-09,2.932063791365639e-11,7.322784664121669e-06,5.3103235311115686e-08,1.6000338853841754e-07,8.40854121285344e-13,3.320640211530792e-09,3.3744584422119037e-08,3.201239684044268e-09,1.1422167944932018e-07,0.0004016543611417184,2.7144394505787916e-06,3.5045679447590026e-06,1.9973282859731706e-11,4.712722536946468e-09,8.83350287220218e-09,3.5097644546205865e-07,7.861704376563538e-13,5.263243735699802e-09,4.680990010926588e-10,1.3008504393877654e-08,1.8911192302223843e-05,1.7360151004616366e-08,3.089264611495202e-11,7.544761963541867e-16,7.849605879689684e-12,6.388511096641722e-08,1.1063082149029947e-15,7.135434922610843e-08,1.6951030655583648e-14,1.7074134659644714e-15,2.9006673807926394e-10
7.996757622624665e-06,0.7829923615276708,2.8714160040207727e-05,4.90993977822697e-06,4.088454882125031e-06,0.00029356158345389334,0.0,0.0,4.9580293560952256e-05,4.6576681365470565e-07,0.00010758688272676212,5.676588284704421e-06,1.2132582450169761e-08,4.948588136476671e-16,8.469618442061747e-12,2.5805701118388915e-08,1.688816628319568e-05,1.6587611848044017e-05,4.0847067264870344e-09,2.4214892105642615e-10,6.379307223542491e-05,5.431769110234445e-11,7.139041891293711e-10,8.53502575026908e-10,4.091313394378901e-10,7.438706105637634e-05,1.184030718025201e-08,2.964482667651635e-07,1.4844327213726354e-09,1.5989444664037244e-11,3.978083929197983e-11,2.4968090138886192e-11,5.839379073109887e-09,2.31859755464901e-09,3.76,0.0,0.2726014909450369,0.9991074852059194,0.0001472364485831816,1.697164304371372e-05,0.5505498312440826,0.5500746394171974,2.2832891186065873e-06,6.004526366945074e-11,0.0006175225578174606,5.070562331642122e-07,2.5638851757116115e-11,1.3935178110104975e-11,3.0647370465373236e-10,4.1069205738483524e-05,4.447440439125807e-10,2.0994550154112353e-06,2.449164077131929e-06,3.4575779550962445e-05,9.203062639625503e-05,1.921586858271049e-06,2.2252828306207903e-06,1.4628899024697664e-13,3.449339183547585e-14,1.0338482526825587e-09,2.9810739943839405e-11,7.396621630982476e-06,5.4089335549235644e-08,1.6551214178897807e-07,8.480307798915989e-13,3.3672600178031327e-09,3.387472940512076e-08,3.2326584352161378e-09,1.1416694082509978e-07,0.000405442862260343,2.771374526336983e-06,3.5006178744212064e-06,2.0188255726472366e-11,4.706152770262666e-09,8.907901157228963e-09,3.5713046349563705e-07,8.002566594755527e-13,5.350890354234239e-09,4.760558111200318e-10,1.3259029946950685e-08,1.901687581450762e-05,1.7679119891702845e-08,3.148085546062906e-11,7.688286895342426e-16,8.043448507903926e-12,6.384987790852195e-08,1.1243133654375688e-15,7.239714373419997e-08,1.7359856618950034e-14,1.738750098949661e-15,2.981216771481878e-10
8.041333528586764e-06,0.7832066843507856,2.8813958570137403e-05,4.937512869839019e-06,4.11526795824847e-06,0.0002965422388260686,0.0,0.0,5.0069927883474345e-05,4.719564377558957e-07,0.00010965814176067171,5.774208704917977e-06,1.22322684504173e-08,5.028584884022128e-16,8.575612352152506e-12,2.603095473502123e-08,1.7127059284766207e-05,1.6743408538464064e-05,4.1695606366621345e-09,2.458740450298574e-10,6.441025930290146e-05,5.4858048824961884e-11,7.202359780534965e-10,8.770565572785436e-10,4.165079492278098e-10,7.56668740363637e-05,1.1846097960799168e-08,3.0087155441685434e-07,1.5365851820724965e-09,1.6437223215680608e-11,4.063638841173138e-11,2.5178357985594465e-11,5.868628135295427e-09,2.3297537644130677e-09,3.76,0.0,0.2709246456599883,0.999103685123722,0.0001489934319772096,1.7094058341833937e-05,0.5522247654585121,0.5517426866842567,2.269469468132521e-06,5.988705323552437e-11,0.0006175202085867454,5.157932237917452e-07,2.5862657554014675e-11,1.4040404883324748e-11,3.093225980380227e-10,4.171075115787192e-05,4.459690045615319e-10,2.1168347656755266e-06,2.4691880008297608e-06,3.494869735988233e-05,9.374214638563905e-05,1.933622813997838e-06,2.2392560882133005e-06,1.4753951844210726e-13,3.4786191642189234e-14,1.0425878343804822e-09,3.0304862940254784e-11,7.470134749236449e-06,5.50846217972607e-08,1.7117710902262756e-07,8.551593005085153e-13,3.4141684978151128e-09,3.4005677703960215e-08,3.2639238995569497e-09,1.1410246552069555e-07,0.00040922692810984793,2.829029763286169e-06,3.4963658809406047e-06,2.0403119254567033e-11,4.699187757336521e-09,8.981978240567273e-09,3.633427602925218e-07,8.144807901915153e-13,5.438940724369724e-09,4.84051819058256e-10,1.3511446020486085e-08,1.9122261824802247e-05,1.8002421408068144e-08,3.207333095100807e-11,7.832850347349201e-16,8.239968362774166e-12,6.380920890592544e-08,1.1424895288955445e-15,7.344798754947655e-08,1.7775706752102102e-14,1.770314952932543e-15,3.0632908667135516e-10
8.085909434548864e-06,0.7834196961259411,2.8911411932986577e-05,4.964743152014058e-06,4.141905429235215e-06,0.0002995239881313567,0.0,0.0,5.055974397401408e-05,4.781818028866014e-07,0.00011175153908519159,5.872648711600035e-06,1.2332489126450941e-08,5.10825905515912e-16,8.681004902078874e-12,2.6254810430821248e-08,1.7367472546755105e-05,1.68997229388683e-05,4.255326149784697e-09,2.496160208290181e-10,6.502947929511304e-05,5.540029422572244e-11,7.265342420470807e-10,9.010805103078631e-10,4.2396646590920783e-10,7.695747472614025e-05,1.1851894658343461e-08,3.0533017344962064e-07,1.5902015766004078e-09,1.6894003550036346e-11,4.15024736915139e-11,2.5387190202506066e-11,5.897818095781121e-09,2.3409028630675505e-09,3.76,0.0,0.26925809679120905,0.9990998621307935,0.0001507562806136332,1.7216973580245007e-05,0.5538894225365464,0.5534004073026003,2.255734704506966e-06,5.972981128417508e-11,0.0006175178451984414,5.246117690769023e-07,2.608526603921557e-11,1.4144847771919565e-11,3.121633631915411e-10,4.235863058103095e-05,4.471856776377045e-10,2.134103437424573e-06,2.4890702928238114e-06,3.532049432951396e-05,9.546976543360391e-05,1.9455023782404055e-06,2.25304802384309e-06,1.4878173527512668e-13,3.507702470136655e-14,1.0512684207709936e-09,3.080297980567176e-11,7.543312612598735e-06,5.608902777753334e-08,1.7700105093243092e-07,8.622389222263697e-13,3.461363505324772e-09,3.413744785410915e-08,3.2950313275960194e-09,1.1402841492367499e-07,0.0004130062350972479,2.8874056695848324e-06,3.4918176038177737e-06,2.0617850438960716e-11,4.6918353154742145e-09,9.055724841415355e-09,3.696131881924193e-07,8.288425188176056e-13,5.527380767746134e-09,4.920857226103539e-10,1.3765712502303582e-08,1.9227345662350337e-05,1.8330080353207357e-08,3.266997617510887e-11,7.978428794731088e-16,8.43915393640443e-12,6.376319396042212e-08,1.1608365512316114e-15,7.450686166383915e-08,1.819864502169843e-14,1.8021030238970633e-15,3.1468999345252866e-10
8.130485340510963e-06,0.7836314048743861,2.9006530497990744e-05,4.9916301148044166e-06,4.168367172753475e-06,0.0003025065892192356,0.0,0.0,5.104969390654671e-05,4.844425134179182e-07,0.00011386701480909507,5.971902729427977e-06,1.2433231650529346e-08,5.187576753759456e-16,8.785767770882251e-12,2.6477243814555706e-08,1.7609395630947772e-05,1.7056553240153858e-05,4.341996367770627e-09,2.5337440357407034e-10,6.565072057046065e-05,5.5944416632296756e-11,7.327982890948996e-10,9.255793614289315e-10,4.3150690904377836e-10,7.825879218788385e-05,1.1857695215707457e-08,3.0982396120640994e-07,1.6453113557118738e-09,1.7359879550658625e-11,4.2379076328320796e-11,2.559456536327034e-11,5.9269461668465085e-09,2.3520445392719496e-09,3.76,0.0,0.2676017814623852,0.9990960164337094,0.00015252488495031942,1.734038689213408e-05,0.5555438655972246,0.5550478647113156,2.242084308940541e-06,5.957353190954258e-11,0.0006175154677801931,5.335115185302509e-07,2.6306655921600115e-11,1.4248500667401828e-11,3.1499581399504733e-10,4.301285259571778e-05,4.483941227680338e-10,2.1512595616023067e-06,2.508809066215645e-06,3.5691110694294315e-05,9.721337272976962e-05,1.957224838578315e-06,2.2666578068389373e-06,1.5001550819825544e-13,3.5365860591606954e-14,1.0598891153117894e-09,3.1305063060093075e-11,7.616144123881597e-06,5.710248554773547e-08,1.829867286885338e-07,8.692689217068404e-13,3.5088429010167184e-09,3.427005811076657e-08,3.3259761074940518e-09,1.139449504950903e-07,0.0004167804657370178,2.9465026420130584e-06,3.4869787094745743e-06,2.083242672555037e-11,4.684103287805628e-09,9.129133132180947e-09,3.759415946278522e-07,8.433415216285568e-13,5.61619649822993e-09,5.001562259691895e-10,1.4021788958166269e-08,1.933212276190451e-05,1.866212107096405e-08,3.3270694051801034e-11,8.12499855110435e-16,8.64099294170356e-12,6.371192386048527e-08,1.179354258157898e-15,7.557374641485202e-08,1.8628735198798236e-14,1.8341092668827734e-15,3.232053923028586e-10
8.175061246473063e-06,0.7838418185684846,2.9099325493484224e-05,5.0181734220725315e-06,4.194653174496265e-06,0.0003054898034241546,0.0,0.0,5.1539730234314236e-05,4.907381690011157e-07,0.00011600450578232005,6.071965101055208e-06,1.2534483240348161e-08,5.266504774867028e-16,8.889873483869514e-12,2.6698231633472293e-08,1.78528181280304e-05,1.7213897648192993e-05,4.429564193552149e-09,2.571487524040846e-10,6.627397154326261e-05,5.649040544007795e-11,7.390274573438215e-10,9.505580173622984e-10,4.3912928783035106e-10,7.957075443137974e-05,1.1863497641087992e-08,3.1435275208312097e-07,1.7019442785722574e-09,1.7834944721658593e-11,4.326617625422953e-11,2.580046313736471e-11,5.956009677986302e-09,2.36317848188505e-09,3.76,0.0,0.2659556371767804,0.9990921482395405,0.00015429913657309438,1.746429633416322e-05,0.5571881573727581,0.5566851219661609,2.2285177657816326e-06,5.941820924151464e-11,0.000617513076459956,5.424921080420353e-07,2.6526806940868515e-11,1.4351358006696757e-11,3.178197749411385e-10,4.367342530154517e-05,4.495943990990564e-10,2.168301755180862e-06,2.528402539981829e-06,3.606048799180296e-05,9.897285456754378e-05,1.968789567037338e-06,2.280084704556008e-06,1.5124071118123702e-13,3.565267042177675e-14,1.0684490670076691e-09,3.181108486180236e-11,7.688618498553368e-06,5.812492555100478e-08,1.891369028537892e-07,8.762486138306104e-13,3.5566045539622383e-09,3.440352644824742e-08,3.3567537663483517e-09,1.13852234700708e-07,0.00042054930867747604,3.0063209669463e-06,3.481854886690302e-06,2.1046826012407597e-11,4.675999536175634e-09,9.202196041752148e-09,3.823278223117397e-07,8.579774625963101e-13,5.705374035666584e-09,5.082620409578239e-10,1.4279634671600556e-08,1.943658866428363e-05,1.8998567446502034e-08,3.387538692432547e-11,8.272535791314067e-16,8.845472336603085e-12,6.36554899718273e-08,1.1980424555587521e-15,7.664862149500807e-08,1.906604085380336e-14,1.8663286005760897e-15,3.318762455991496e-10
