Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57)
1.141056022020863e-06,1.0308975241543237,8.52069524350627e-06,4.99981640328724e-06,2.3842544988584235e-06,2.6764138593294467e-05,0.0,0.0,2.547119613545722e-06,1.511409468199597e-08,4.6725319629358026e-05,2.7898091909210688e-06,3.1739384335820423e-07,1.121644549725527e-15,7.099769159204583e-11,6.672429685224179e-08,2.0778497596488116e-06,4.170824868020542e-05,6.732764827617307e-08,9.007134271582688e-08,0.0026651531364733326,5.9367165266215224e-08,3.321118587439744e-09,2.776268548408863e-12,6.53450532654603e-11,2.4621287486755037e-05,2.4060471186825283e-07,1.8379022852310342e-07,9.33518691724816e-13,1.0324995327892243e-13,6.805490893490913e-12,1.5299006140118542e-13,9.707040794594221e-09,2.6768747713951626e-10,3.76,0.0,7.13854756165317e-07,0.9967742976259277,1.595838577099128e-05,6.165620940948615e-08,0.773182910652126,0.7676690709113377,1.9890577315974185e-06,1.020540237564431e-08,0.0031191731793095002,8.543764165397256e-07,3.969622872328006e-09,1.8575515492452865e-12,1.1100067007746804e-10,3.9466627570241696e-05,5.018919795174031e-09,5.9991623905311755e-06,5.2917309637090024e-06,2.423482144077898e-05,3.6489500201900376e-05,4.869416663909103e-08,7.089708818535515e-08,2.6783734407132912e-14,2.3250755739508557e-14,2.3426740323513673e-09,1.7743451936176972e-09,9.823741995165559e-07,1.5951549062722698e-09,1.3544877539280472e-07,4.209960086171008e-11,7.970603153061817e-12,5.2579699378102825e-11,1.2282427603128464e-07,8.756799682205753e-09,9.873765103332178e-06
1.145757946860113e-06,1.0308995348692318,8.546373238002478e-06,5.0178531449066625e-06,2.393418774968316e-06,2.6946392902632422e-05,0.0,0.0,2.5587940492546607e-06,1.5198197239203684e-08,4.717662519515468e-05,2.8116979510831435e-06,3.191395243862499e-07,1.1374922329140952e-15,7.17696792175411e-11,6.697614067438373e-08,2.092287660316442e-06,4.1887823550100694e-05,6.805955738799917e-08,9.08459130040198e-08,0.0026769038729549713,5.964690510657713e-08,3.3337463205510662e-09,2.815024128162462e-12,6.580212088284048e-11,2.4818457986445906e-05,2.4060980548571486e-07,1.8465894904440823e-07,9.497036767612337e-13,1.0465044710736448e-13,6.860290347800354e-12,1.5402195144350888e-13,9.710355162592176e-09,2.6899420925292713e-10,3.76,0.0,7.048202177710595e-07,0.9967736268805452,1.608384433038601e-05,6.230891252161765e-08,0.7731949108618026,0.7676563244622434,1.989020953866412e-06,1.0205232056090878e-08,0.003119171075469899,8.581380307227109e-07,3.9706824735222945e-09,1.863822732011768e-12,1.1142532891215357e-10,3.962752333090276e-05,5.018823291826911e-09,6.020987451445477e-06,5.311081074651568e-06,2.4361495507368273e-05,3.6849339334873466e-05,4.883436904665185e-08,7.110738567979815e-08,2.6885895173365494e-14,2.333859545292552e-14,2.351513910630475e-09,1.7835020059493521e-09,9.861923041414325e-07,1.610984998729991e-09,1.3564174238939688e-07,4.239388381682998e-11,7.999862153643935e-12,5.278411008687265e-11,1.227587359512581e-07,8.75651623468932e-09,9.907544791414682e-06
1.1504598716993632e-06,1.0309015458270685,8.572044403951316e-06,5.035882270105246e-06,2.4025858577566214e-06,2.712920075591646e-05,0.0,0.0,2.570497535591141e-06,1.5282504043181405e-08,4.763014205157907e-05,2.833669186253148e-06,3.2088924278131236e-07,1.1534920529495197e-15,7.25463879910293e-11,6.722794937255945e-08,2.1067741805881892e-06,4.206736778120185e-05,6.879588709320783e-08,9.162359348889857e-08,0.0026886543026497668,5.992663910593513e-08,3.3463719339577023e-09,2.854195360479178e-12,6.626074914852591e-11,2.501634179964394e-05,2.4061490076943623e-07,1.8552765012155669e-07,9.661098801644112e-13,1.0606512618029024e-13,6.915370797226349e-12,1.5505753471050917e-13,9.713670365911843e-09,2.703010384954851e-10,3.76,0.0,6.963437905136887e-07,0.9967729544004987,1.6209782042701153e-05,6.296613448021814e-08,0.7732069112446713,0.7676435750761164,1.9889844004351544e-06,1.0205061752105645e-08,0.003119168966202255,8.61899723876809e-07,3.971741561690226e-09,1.8700948055448737e-12,1.1185010189502385e-10,3.9788324966763384e-05,5.018726763525963e-09,6.042807480405688e-06,5.330425901603365e-06,2.44881448888624e-05,3.721095447653941e-05,4.897452881585205e-08,7.131761919198646e-08,2.6988039692245267e-14,2.342642222495027e-14,2.3603524993581256e-09,1.7926693733758007e-09,9.900089279031094e-07,1.6268937175555899e-09,1.358365246524479e-07,4.2689162726054116e-11,8.029111949493072e-12,5.2988440018777323e-11,1.226932330163612e-07,8.756232804151165e-09,9.941323597814686e-06
1.1551617965386133e-06,1.030903557033403,8.597708852899539e-06,5.05390387310714e-06,2.4117557838274484e-06,2.7312561993823618e-05,0.0,0.0,2.5822301052335633e-06,1.5367015658281488e-08,4.8085870052992195e-05,2.8557228850136863e-06,3.226429976770749e-07,1.1696447800296144e-15,7.332782276672136e-11,6.747972416739471e-08,2.121309315171774e-06,4.2246881380173274e-05,6.953664146327577e-08,9.240438354235711e-08,0.0027004044253153793,6.020636725926115e-08,3.3589954901830845e-09,2.8937852104887943e-12,6.672093804072373e-11,2.5214938630077393e-05,2.4061999779819523e-07,1.8639633180180754e-07,9.827395128096138e-13,1.0749408630548086e-13,6.97073313601825e-12,1.5609681027446015e-13,9.716986420430209e-09,2.716079650827567e-10,3.76,0.0,6.883909902447954e-07,0.996772280185805,1.633619903883993e-05,6.362789038951497e-08,0.7732189118347315,0.7676308227881485,1.988948057065811e-06,1.020489146078192e-08,0.0031191668515066153,8.656614958966343e-07,3.972800142531123e-09,1.8763677953292766e-12,1.1227499072262341e-10,3.994903273365781e-05,5.018630211660623e-09,6.064622587955298e-06,5.349765544437082e-06,2.4614769399701443e-05,3.757434507582322e-05,4.911464656010843e-08,7.152778964317297e-08,2.7090168465708585e-14,2.351423648190909e-14,2.369189841378586e-09,1.8018472913139686e-09,9.93824093744078e-07,1.6428810376854679e-09,1.3603314012423847e-07,4.2985437462692504e-11,8.058352685973002e-12,5.319269040450516e-11,1.2262776722010448e-07,8.755949387036195e-09,9.975101523328559e-06
1.1598637213778634e-06,1.030905568493456,8.623366696649596e-06,5.0719180476625945e-06,2.4209285898094774e-06,2.749647645934883e-05,0.0,0.0,2.5939917908220956e-06,1.545173264548702e-08,4.854380905341441e-05,2.8778590363463497e-06,3.244007882094578e-07,1.1859511850616071e-15,7.411398836498254e-11,6.773146627309301e-08,2.1358930590011842e-06,4.242636435370592e-05,7.028182453810958e-08,9.318828255832996e-08,0.002712154240710081,6.048608956160411e-08,3.3716170514698767e-09,2.9337966546927434e-12,6.718268754537371e-11,2.541424818498574e-05,2.406250966487511e-07,1.8726499413291554e-07,9.995947995742636e-13,1.0893742362442289e-13,7.026378260301464e-12,1.5713977722702744e-13,9.720303341937873e-09,2.729149892328516e-10,3.76,0.0,6.809294634898524e-07,0.9967716042364728,1.646309545161914e-05,6.429419535157349e-08,0.7732309126638557,0.767618067631388,1.9889119104003407e-06,1.0204721179393005e-08,0.0031191647313830164,8.694233466778983e-07,3.9738582217010065e-09,1.8826417271505653e-12,1.1269999709219024e-10,4.0109646887635355e-05,5.018533624042666e-09,6.086432884164521e-06,5.3691001025514165e-06,2.4741368864332984e-05,3.7939510580870515e-05,4.925472289421379e-08,7.173789795657196e-08,2.719228199283471e-14,2.3602038647858743e-14,2.378025979309485e-09,1.8110357552348188e-09,9.97637824394785e-07,1.6589469340141143e-09,1.3623160682836733e-07,4.3282707904693695e-11,8.087584507702765e-12,5.3396862463295766e-11,1.2256233855572227e-07,8.755665980009311e-09,1.0008878568739388e-05
1.1645656462171135e-06,1.030907580212122,8.649018047235958e-06,5.089924887060942e-06,2.430104312352255e-06,2.7680943997809473e-05,0.0,0.0,2.6057826249589435e-06,1.5536655562448367e-08,4.900395890663521e-05,2.9000776296296466e-06,3.26162613517679e-07,1.2024120396709428e-15,7.490488957290121e-11,6.798317689763316e-08,2.15052540723666e-06,4.260581670848554e-05,7.103144032657655e-08,9.397528995292328e-08,0.002723903748592715,6.07658060080851e-08,3.3842366797866085e-09,2.974232680988501e-12,6.764599765614907e-11,2.561427017510192e-05,2.406301973959694e-07,1.8813363716312353e-07,1.016677979378119e-12,1.1039523461281877e-13,7.082307068085136e-12,1.5818643467919076e-13,9.723621146143713e-09,2.742221111664072e-10,3.76,0.0,6.739288558001814e-07,0.9967709265525039,1.6590471415770043e-05,6.496506446636747e-08,0.7732429137619218,0.7676053096368693,1.9888759479061273e-06,1.0204550905381063e-08,0.0031191626058314674,8.731852761173998e-07,3.9749158048142545e-09,1.8889166266950814e-12,1.131251227017669e-10,4.0270167684926205e-05,5.018437008972263e-09,6.1082384786432125e-06,5.388429674884819e-06,2.486794311705447e-05,3.83064504391561e-05,4.939475843420586e-08,7.194794505716905e-08,2.729438076993666e-14,2.3689829144656384e-14,2.3868609555494646e-09,1.8202347606619847e-09,1.0014501423811551e-06,1.675091381398998e-09,1.3643194286972415e-07,4.358097393464483e-11,8.116807558577975e-12,5.360095740334602e-11,1.2249694701619732e-07,8.755382579942191e-09,1.0042654734817747e-05
1.1692675710563637e-06,1.0309095921939881,8.6746630169026e-06,5.107924484143043e-06,2.4392829881226607e-06,2.7865964456849516e-05,0.0,0.0,2.6176026402086297e-06,1.5621784963519297e-08,4.946631946632155e-05,2.92237865463698e-06,3.2792847274527667e-07,1.2190281162102147e-15,7.57005311448545e-11,6.823485724295835e-08,2.1652063552646697e-06,4.2785238451212386e-05,7.178549280703216e-08,9.476540516454082e-08,0.002735652948722664,6.10455165938931e-08,3.396854436834104e-09,3.0150962886941247e-12,6.811086837445681e-11,2.5815004314635084e-05,2.4063530011293936e-07,1.8900226094115411e-07,1.0339913052235087e-12,1.1186761608110459e-13,7.138520459269915e-12,1.5923678176116773e-13,9.726939848679295e-09,2.755293311065755e-10,3.76,0.0,6.673606882390579e-07,0.996770247133892,1.6718327067939174e-05,6.564051283184991e-08,0.773254915156937,0.767592548833739,1.9888401578249896e-06,1.0204380636346699e-08,0.0031191604748519435,8.76947284113008e-07,3.975972897445164e-09,1.8951925194956352e-12,1.1355036924994425e-10,4.043059538195888e-05,5.018340373320061e-09,6.130039480553204e-06,5.407754359928625e-06,2.499449200185845e-05,3.8675164097590996e-05,4.95347537972424e-08,7.215793187154021e-08,2.7396465290648e-14,2.3777608392026546e-14,2.395694812284769e-09,1.8294443031709485e-09,1.0052610700318063e-06,1.6913143546653923e-09,1.3663416643446268e-07,4.388023543977118e-11,8.146021981790871e-12,5.38049764221996e-11,1.224315925942839e-07,8.755099183900858e-09,1.0076430022322533e-05
1.1739694958956138e-06,1.0309116044433544,8.700301718081547e-06,5.125916931313197e-06,2.4484646538015366e-06,2.8051537686443193e-05,0.0,0.0,2.629451869098284e-06,1.5707121399792667e-08,4.993089058612495e-05,2.9447621015347008e-06,3.296983650411003e-07,1.2358001877682346e-15,7.650091780307021e-11,6.848650850515719e-08,2.179935898697846e-06,4.296462958861788e-05,7.254398592784415e-08,9.55586276540054e-08,0.0027474018408598175,6.132522131428045e-08,3.409470384051721e-09,3.0563904885729526e-12,6.857729970943728e-11,2.6016450321253783e-05,2.406404048710845e-07,1.8987086551620362e-07,1.051537044235628e-12,1.133546651749745e-13,7.195019335656921e-12,1.6029081762234246e-13,9.730259465102916e-09,2.7683664927901006e-10,3.76,0.0,6.611982414993732e-07,0.9967695659806233,1.6846662546688873e-05,6.632055554402363e-08,0.773266916875153,0.7675797852493699,1.9888045291253174e-06,1.0204210370039129e-08,0.0031191583384444065,8.807093705636513e-07,3.977029505129456e-09,1.9014694313576525e-12,1.1397573843551169e-10,4.0590930235374464e-05,5.018243703770398e-09,6.151835998620097e-06,5.427074255739585e-06,2.5121015372280664e-05,3.9045651002628205e-05,4.967470960148247e-08,7.236785932767918e-08,2.7498536046006044e-14,2.3865376807625094e-14,2.404527591494964e-09,1.8386643783902077e-09,1.0090706294849692e-06,1.7076158286111362e-09,1.3683829578997436e-07,4.4180492311935266e-11,8.17522791984949e-12,5.400892070712055e-11,1.2236627528252982e-07,8.754815789134005e-09,1.0110204432001673e-05
1.1786714207348639e-06,1.0309136169642505,8.725934263372456e-06,5.143902320550542e-06,2.457649346080484e-06,2.823766353889828e-05,0.0,0.0,2.6413303441179366e-06,1.5792665419135878e-08,5.039767211978708e-05,2.9672279608802107e-06,3.314722895602666e-07,1.2527290281792243e-15,7.730605423818615e-11,6.873813187463665e-08,2.194714033374926e-06,4.314399012743039e-05,7.330692360791301e-08,9.635495690467536e-08,0.002759150424764538,6.160492016455917e-08,3.422084582623401e-09,3.0981183028584554e-12,6.904529167796329e-11,2.621860791606959e-05,2.406455117402652e-07,1.9073945093793434e-07,1.0693174777028974e-12,1.14856479375912e-13,7.2518046009559596e-12,1.6134854143119343e-13,9.7335800109034e-09,2.7814406591185325e-10,3.76,0.0,6.554164471813243e-07,0.9967688830926763,1.6975477992497755e-05,6.700520769701198e-08,0.7732789189411745,0.767567018909471,1.9887690514571835e-06,1.0204040104347007e-08,0.0031191561966087975,8.844715353693057e-07,3.978085633365668e-09,1.9077473881051153e-12,1.1440123195755349e-10,4.075117250199034e-05,5.018147003701783e-09,6.173628141144499e-06,5.446389459951846e-06,2.5247513091250826e-05,3.941791060036683e-05,4.9814626465973265e-08,7.25777283548335e-08,2.7600593524531328e-14,2.395313480710054e-14,2.4133593349594707e-09,1.8478949820006144e-09,1.0128788426951214e-06,1.7239957780113334e-09,1.370443492848628e-07,4.448174444763572e-11,8.204425514596313e-12,5.4212791435451334e-11,1.223009950732964e-07,8.754532393062017e-09,1.0143977964592837e-05
1.183373345574114e-06,1.0309156297604538,8.75156076552322e-06,5.161880743419947e-06,2.466837101658801e-06,2.842434186885898e-05,0.0,0.0,2.6532380977208296e-06,1.5878417566225735e-08,5.086666392124407e-05,2.9897762236201196e-06,3.33250245465084e-07,1.2698154120321406e-15,7.811594510980548e-11,6.898972853628774e-08,2.209540755360665e-06,4.332332007438265e-05,7.40743097371892e-08,9.715439242255658e-08,0.0027708987001976355,6.18846131400972e-08,3.434697093483522e-09,3.1402827652792364e-12,6.951484430463875e-11,2.6421476823621196e-05,2.4065062078887545e-07,1.9160801725646912e-07,1.0873349011173835e-12,1.1637315650172826e-13,7.3088771607933e-12,1.62409952375222e-13,9.736901501503607e-09,2.794515812357254e-10,3.76,0.0,6.499917857877298e-07,0.9967681984700225,1.710477354776091e-05,6.769448438312946e-08,0.773290921378062,0.767554249838189,1.98873371511022e-06,1.0203869837289801e-08,0.0031191540493450227,8.882337784309819e-07,3.979141287616512e-09,1.9140264153262746e-12,1.1482685151535665e-10,4.091132243880522e-05,5.018050284783046e-09,6.19541601601277e-06,5.465700069788369e-06,2.537398503094605e-05,3.979194233665492e-05,4.995450501054265e-08,7.278753988334819e-08,2.7702638212303715e-14,2.4040882804152608e-14,2.422190084263701e-09,1.8571361097339091e-09,1.0166857314393528e-06,1.740454177622986e-09,1.3725234534891825e-07,4.4783991748005634e-11,8.233614907225954e-12,5.4416589774956396e-11,1.2223575195877828e-07,8.754248993266674e-09,1.017775062082408e-05
1.1880752704133641e-06,1.030917642835503,8.77718133741147e-06,5.179852291082458e-06,2.4760279572405842e-06,2.861157253330837e-05,0.0,0.0,2.665175162323721e-06,1.5964378382583207e-08,5.133786584472947e-05,3.0124068810884646e-06,3.350322319259468e-07,1.2870601146801229e-15,7.893059504704915e-11,6.924129966964384e-08,2.2244160609457276e-06,4.350261943624044e-05,7.484614817718701e-08,9.795693373640946e-08,0.00278264666692034,6.216430023631488e-08,3.4473079773225783e-09,3.1828869210842027e-12,6.998595762179656e-11,2.6625056771858854e-05,2.4065573208393314e-07,1.9247656452238503e-07,1.1055916242152791e-12,1.1790479470710668e-13,7.366237922720815e-12,1.634750496608855e-13,9.740223952263733e-09,2.8075919548371294e-10,3.76,0.0,6.449021910219146e-07,0.9967675121126258,1.723454935679003e-05,6.838840069295237e-08,0.7733029242074263,0.7675414780582047,1.9886985109741015e-06,1.0203699567009696e-08,0.0031191518966529686,8.919960996507158e-07,3.980196473310134e-09,1.9203065387961544e-12,1.1525259880802146e-10,4.107138030302577e-05,5.017953535095706e-09,6.217199730707292e-06,5.485006182071878e-06,2.5500431072646928e-05,4.016774565719102e-05,5.0094345855696876e-08,7.299729484451707e-08,2.7804670593035223e-14,2.4128621210588356e-14,2.4310198808039993e-09,1.866387757373669e-09,1.0204913173234622e-06,1.7569910021895689e-09,1.374623024930929e-07,4.508723411881065e-11,8.262796238301798e-12,5.462031688415158e-11,1.22170545931021e-07,8.753965587481435e-09,1.0211522401414469e-05
1.1927771952526142e-06,1.0309196561927152,8.802796092027034e-06,5.197817054305283e-06,2.485221949531953e-06,2.879935539157063e-05,0.0,0.0,2.6771415703072125e-06,1.6050548406607586e-08,5.1811277744875976e-05,3.0351199250049697e-06,3.3681824812219797e-07,1.3044639122500664e-15,7.975000864910449e-11,6.949284644903209e-08,2.2393399466465794e-06,4.368188821977229e-05,7.56224427614944e-08,9.876258039785154e-08,0.002794394324694274,6.244398144868182e-08,3.459917294592667e-09,3.2259338270678723e-12,7.045863166949646e-11,2.6829347492129262e-05,2.406608456911651e-07,1.9334509278670803e-07,1.1240899710174548e-12,1.1945149248415488e-13,7.423887796224782e-12,1.6454383251353082e-13,9.743547378484313e-09,2.8206690889135906e-10,3.76,0.0,6.401269599987434e-07,0.9967668240204423,1.7364805565813408e-05,6.908697171538946e-08,0.7733149274495195,0.7675287035908224,1.988663430501469e-06,1.0203529291763996e-08,0.003119149738532509,8.957584989315575e-07,3.981251195841332e-09,1.9265877844251416e-12,1.1567847553447482e-10,4.1231346352034264e-05,5.017856751914197e-09,6.238979392316248e-06,5.504307893235262e-06,2.5626851106596067e-05,4.0545320007624104e-05,5.0234149622523215e-08,7.32069941704414e-08,2.7906691148139622e-14,2.421635043637572e-14,2.4398487657930542e-09,1.875649920755499e-09,1.0242956217878071e-06,1.7736062264455402e-09,1.3767423930947726e-07,4.539147147044672e-11,8.291969647772277e-12,5.4823973912619714e-11,1.2210537698193844e-07,8.753682173582316e-09,1.0245293307074652e-05
1.1974791200918644e-06,1.030921669835198,8.828405142455189e-06,5.215775123471355e-06,2.494419115238424e-06,2.898769030531275e-05,0.0,0.0,2.6891373540160767e-06,1.61369281736104e-08,5.228689947681564e-05,3.057915347473361e-06,3.386082932429634e-07,1.322027581652316e-15,8.057419048577084e-11,6.974437004371868e-08,2.2543124092053405e-06,4.38611264317416e-05,7.640319729627991e-08,9.957133198145568e-08,0.0028061416732814313,6.272365677271382e-08,3.47252510551281e-09,3.269426551595863e-12,7.093286649552191e-11,2.7034348719160806e-05,2.406659616750856e-07,1.9421360210090786e-07,1.1428322798700689e-12,1.210133486629627e-13,7.481827692733717e-12,1.6561630017732688e-13,9.746871795409105e-09,2.833747216966532e-10,3.76,0.0,6.35646669003448e-07,0.9967661341934207,1.7495542322975696e-05,6.979021253775261e-08,0.7733269311233183,0.7675159264560537,1.9886284656731406e-06,1.0203359009918009e-08,0.003119147574983481,8.995209761775611e-07,3.9823054605726895e-09,1.9328701778674427e-12,1.1610448339352358e-10,4.139122084337847e-05,5.017759949996553e-09,6.260755107543009e-06,5.523605299331566e-06,2.5753245031859114e-05,4.092466483365234e-05,5.0373916932597514e-08,7.34166387938952e-08,2.800870035679911e-14,2.4304070889694953e-14,2.448676780265531e-09,1.884922595765283e-09,1.0280986661129097e-06,1.7902998251207908e-09,1.3788817447127653e-07,4.5696703717937504e-11,8.321135274986478e-12,5.502756200131325e-11,1.2204024510332858e-07,8.753398749579307e-09,1.0279063338507405e-05
1.2021810449311145e-06,1.0309236837658624,8.854008601860806e-06,5.233726588588478e-06,2.5036194910624027e-06,2.917657713854605e-05,0.0,0.0,2.701162545759593e-06,1.6223518215849e-08,5.276473089627903e-05,3.0807931409797222e-06,3.4040236648795796e-07,1.33975190059048e-15,8.140314509800137e-11,6.999587161804713e-08,2.26933344558965e-06,4.404033407894311e-05,7.718841556079583e-08,1.0038318808484325e-07,0.00281788871244415,6.300332620396994e-08,3.4851314700740902e-09,3.3133681746305154e-12,7.140866215537666e-11,2.7240060191049105e-05,2.406710800990714e-07,1.9508209251689332e-07,1.1618209034852448e-12,1.225904624121672e-13,7.540058525627552e-12,1.66692451915202e-13,9.750197218227675e-09,2.8468263414002245e-10,3.76,0.0,6.31443094455469e-07,0.9967654426315025,1.762675977833763e-05,7.049813824582734e-08,0.7733389352466032,0.767503146672698,1.9885936089654787e-06,1.0203188719938369e-08,0.003119145406005699,9.032835312937751e-07,3.98335927283567e-09,1.939153744839528e-12,1.1653062408349851e-10,4.1551004034806176e-05,5.017663121351242e-09,6.282526982715063e-06,5.542898496043493e-06,2.5879612756188187e-05,4.130577958112048e-05,5.051364840789628e-08,7.362622964819723e-08,2.811069869602804e-14,2.4391782976987623e-14,2.4575039650825274e-09,1.894205778339522e-09,1.03190047142483e-06,1.8070717729450364e-09,1.3810412673278844e-07,4.600293078093151e-11,8.350293258708687e-12,5.52310822828447e-11,1.2197515028688852e-07,8.753115313608338e-09,1.0312832496408146e-05
1.2068829697703646e-06,1.0309256979874368,8.879606583473225e-06,5.251671539298091e-06,2.5128231137008137e-06,2.936601575762734e-05,0.0,0.0,2.7132171778118917e-06,1.6310319062559684e-08,5.3244771859692955e-05,3.1037532983909024e-06,3.4220046706826464e-07,1.3576376475713619e-15,8.223687699844145e-11,7.024735233157119e-08,2.284403052992502e-06,4.4219511168182636e-05,7.79781013078776e-08,1.0119814832877334e-07,0.0028296354419450965,6.328298973805001e-08,3.497736448044627e-09,3.3577617877566932e-12,7.188601871228133e-11,2.744648164924302e-05,2.406762010254309e-07,1.9595056408700758e-07,1.1810582089818203e-12,1.241829332395239e-13,7.598581210246966e-12,1.6777228700878236e-13,9.753523662077893e-09,2.859906464643218e-10,3.76,0.0,6.274991387557035e-07,0.9967647493346214,1.77584580838756e-05,7.121076392394345e-08,0.7733509398360334,0.7674903642584161,1.988558853319769e-06,1.020301842038676e-08,0.0031191432315989653,9.070461641862345e-07,3.9844126379316494e-09,1.945438511279276e-12,1.1695689930214801e-10,4.171069618424302e-05,5.017566257022929e-09,6.304295123792574e-06,5.562187578692516e-06,2.6005954195887603e-05,4.168866369611584e-05,5.0653344670713015e-08,7.38357676670895e-08,2.821268664073395e-14,2.4479487103003617e-14,2.466330360935989e-09,1.9034994644662632e-09,1.0357010587003166e-06,1.8239220446521467e-09,1.383221149293818e-07,4.6310152583698936e-11,8.379443737132519e-12,5.543453588176445e-11,1.2191009252422888e-07,8.752831863923712e-09,1.0346600781465426e-05
1.2115848946096147e-06,1.0309277125024756,8.905199200571923e-06,5.269610064883653e-06,2.5220300198428337e-06,2.955600603125976e-05,0.0,0.0,2.7253012824123104e-06,1.6397331239990584e-08,5.372702222427694e-05,3.1267958129529632e-06,3.440025942070854e-07,1.3756856019150082e-15,8.307539067196371e-11,7.049881333918173e-08,2.2995212288320715e-06,4.439865770625376e-05,7.877225826443995e-08,1.0201621235722738e-07,0.0028413818615472394,6.356264737059192e-08,3.510340098974386e-09,3.4026104942077276e-12,7.236493623716906e-11,2.7653612838530846e-05,2.4068132451546904e-07,1.9681901686402397e-07,1.2005465779261555e-12,1.2579086099248535e-13,7.657396663901467e-12,1.6885580475832898e-13,9.756851142048163e-09,2.8729875891482665e-10,3.76,0.0,6.237987607154362e-07,0.9967640543027044,1.78906373934811e-05,7.192810465504548e-08,0.7733629449072147,0.7674775792297994,1.988524192113492e-06,1.0202848109914024e-08,0.0031191410517630532,9.108088747619511e-07,3.985465561132891e-09,1.9517245029113024e-12,1.1738331074678398e-10,4.1870297549767036e-05,5.0174693723440734e-09,6.326059636376539e-06,5.581472642247559e-06,2.613226927568194e-05,4.207331662506307e-05,5.079300634357893e-08,7.404525378462129e-08,2.831466466377585e-14,2.4567183670846104e-14,2.4751560083537234e-09,1.912803650183529e-09,1.0395004487717439e-06,1.8408506149844193e-09,1.385421579774756e-07,4.661836905512826e-11,8.408586847894665e-12,5.5637923914827447e-11,1.2184507180688696e-07,8.752548398890945e-09,1.0380368194361377e-05
1.2162868194488648e-06,1.030929727313373,8.930786566472842e-06,5.287542254278668e-06,2.5312402461677533e-06,2.9746547830493422e-05,0.0,0.0,2.737414891765747e-06,1.6484555271434145e-08,5.421148184813853e-05,3.14992067828966e-06,3.4580874714046856e-07,1.39389654376487e-15,8.391869057619928e-11,7.075025579122805e-08,2.314687970751526e-06,4.457777369997565e-05,7.95708901319694e-08,1.0283737983748937e-07,0.0028531279710138353,6.384229909726958e-08,3.522942482199822e-09,3.447917408891537e-12,7.2845414808681e-11,2.786145350702694e-05,2.4068645062954846e-07,1.9768745090114234e-07,1.2202884063730158e-12,1.2741434585878514e-13,7.716505805878357e-12,1.6994300448267778e-13,9.760179673179594e-09,2.886069717392248e-10,3.76,0.0,6.203269102838565e-07,0.9967633575356707,1.8023297862960063e-05,7.265017552076322e-08,0.7733749504747665,0.767464791602435,1.9884896191333685e-06,1.0202677787254664e-08,0.003119138866497703,9.145716629289047e-07,3.986518047683473e-09,1.9580117453873265e-12,1.1780986011402444e-10,4.2029808389644674e-05,5.017372465290632e-09,6.347820625716608e-06,5.600753781333308e-06,2.6258557928586254e-05,4.245973781481751e-05,5.093263404918727e-08,7.425468893503929e-08,2.8416633236020112e-14,2.46548730820145e-14,2.483980947703547e-09,1.922118331578832e-09,1.0432986623318413e-06,1.8578574586967905e-09,1.3876427487451972e-07,4.692758012872252e-11,8.437722728087699e-12,5.584124749124869e-11,1.2178008812633922e-07,8.752264916980072e-09,1.0414134735772128e-05
