Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81)
6.262982854768418e-05,0.7245305408565178,3.5950096629078664e-07,1.5868765268476254e-07,2.730890665963327e-07,5.507632609355456e-06,0.0,0.0,3.031059724974855e-06,3.149151251427566e-08,0.00010609197110040269,1.227935650004319e-06,4.931418110361993e-09,9.444825722156398e-21,1.2904576461475946e-14,7.56520691521981e-10,5.704450243582957e-06,0.00013304271499950656,5.845640361037658e-10,3.8747884105579416e-11,0.00038659507474524184,2.119644549796478e-10,1.9171783639008803e-11,1.1483643399442985e-10,8.362606554164195e-11,1.6969660886294576e-05,2.3392324248526473e-11,4.5909652435886417e-10,1.2538026904225186e-09,1.973323067456137e-12,2.985784354848645e-12,1.9632027676776684e-15,2.3139063751526467e-10,6.282431324996298e-12,3.76,0.0,0.002766451689380297,0.9993017921174963,1.4090502491660829e-05,4.112149948327129e-07,0.5246832441299725,0.5236274494442618,2.9815051211170216e-08,1.2001212550993304e-11,0.0005179119509701873,1.8328403284844596e-07,6.7302690246125095e-12,6.219167498272896e-13,2.2020476968284318e-11,7.935141744403667e-05,3.572242268440648e-10,6.336923044418232e-08,6.244860955602157e-08,1.5080991884263788e-06,1.4426427853129782e-05,3.283340958061768e-08,3.7012802104291896e-08,5.968346438577807e-15,1.2328573184426369e-15,3.247829505880903e-11,1.3671384397612134e-11,3.071408460517508e-07,1.1955531443587552e-08,2.6137529275480874e-08,1.5493701260845473e-09,2.3257105517664395e-14,1.780633243414317e-10,2.465509161397955e-08
6.283271288064805e-05,0.7245366539943391,3.6293121039103205e-07,1.6024115330549078e-07,2.759088925749469e-07,5.567535188775319e-06,0.0,0.0,3.0554520658418778e-06,3.176225785685554e-08,0.00010694917912587895,1.2418989227727334e-06,4.956808197208777e-09,9.678749440076818e-21,1.3099264460504338e-14,7.640137051970501e-10,5.7719561918192706e-06,0.00013356613816759892,5.928085329416735e-10,3.92841169896656e-11,0.0003881422127415981,2.1281534556514868e-10,1.936359106150824e-11,1.1758969155829135e-10,8.464969449390807e-11,1.7161335200622034e-05,2.3666546694130024e-11,4.695452484258296e-10,1.2861796336205352e-09,2.020280983223176e-12,3.027577696433521e-12,1.9944357167863007e-15,2.338104616235311e-10,6.364705141909551e-12,3.76,0.0,0.002719823948167044,0.9993007283066873,1.4263222101727105e-05,4.171203150639258e-07,0.5247321260839438,0.5236713649757969,2.9570625444002144e-08,1.1999089791467143e-11,0.0005179113995867804,1.8414134926013846e-07,6.781483306572293e-12,6.28287204971499e-13,2.224947607740317e-11,7.963403783110017e-05,3.572507927330885e-10,6.401234527454257e-08,6.306420936144528e-08,1.5233212755472734e-06,1.4580523684154387e-05,3.314847605702532e-08,3.736828114462552e-08,6.027408956554554e-15,1.2450569640312213e-15,3.2799667825699146e-11,1.3756274700603407e-11,3.1017610845631995e-07,1.2083142175123587e-08,2.6349121920639166e-08,1.5676953965735177e-09,2.3486615675980138e-14,1.7982132503628253e-10,2.4619259950975027e-08
6.303559721361192e-05,0.7245426697679178,3.66391815873548e-07,1.6180878625248846e-07,2.7875489609992067e-07,5.627982234786028e-06,0.0,0.0,3.0800179485330845e-06,3.2034891956739355e-08,0.000107811594920442,1.2560003375182713e-06,4.9823008381124405e-09,9.918290748718354e-21,1.3296735829906608e-14,7.715746641559839e-10,5.840141036484918e-06,0.00013408964766615215,6.01156565986402e-10,3.9826885241561094e-11,0.00038968946610240074,2.1366629194712445e-10,1.9557216311657796e-11,1.2040421489686048e-10,8.568433813716516e-11,1.7354876812171775e-05,2.3943699789933477e-11,4.802177242065895e-10,1.3193258108430374e-09,2.0682721397426026e-12,3.0699348484800516e-12,2.0261474902653614e-15,2.362527756625433e-10,6.447914568197101e-12,3.76,0.0,0.0026739825086188333,0.9992996590729124,1.4437738108486626e-05,4.2309641421740624e-07,0.5247802255593856,0.5237144876923325,2.9330320021456736e-08,1.1997001650120416e-11,0.0005179108453930675,1.8500077143850882e-07,6.8331480368931934e-12,6.347159242824096e-13,2.2480588752493334e-11,7.991771287793729e-05,3.5727686331200326e-10,6.466134240273317e-08,6.368541622628306e-08,1.5386821101540705e-06,1.4736056791436894e-05,3.346630683572927e-08,3.7726879139620254e-08,6.08700725531415e-15,1.257367272801327e-15,3.312395565688384e-11,1.3841625053091155e-11,3.1323905376894484e-07,1.2211943432327766e-08,2.6564225573804713e-08,1.5862049956313956e-09,2.3718199930993567e-14,1.8159536485976084e-10,2.458342971294497e-08
6.323848154657579e-05,0.7245485898365165,3.698830511031289e-07,1.6339067305241682e-07,2.816273082109728e-07,5.688978353534989e-06,0.0,0.0,3.1047588120301196e-06,3.2309430436537904e-08,0.00010867925577318485,1.2702411479855258e-06,5.0078971442645145e-09,1.0163579278290618e-20,1.3497030396083276e-14,7.792041728599742e-10,5.909010864290984e-06,0.00013461324367055122,6.096093467986625e-10,4.037626182003672e-11,0.00039123683226038425,2.1451729287200226e-10,1.975267635839535e-11,1.2328127863181716e-10,8.673010886822388e-11,1.7550302474359714e-05,2.4223813446201807e-11,4.911184983662018e-10,1.3532581147473165e-09,2.1173177598967237e-12,3.1128639016931228e-12,2.0583454094300977e-15,2.387177797836589e-10,6.532069695656851e-12,3.76,0.0,0.002628914111014789,0.9992985843677423,1.4614067102746241e-05,4.2914401027747447e-07,0.5248275558371372,0.5237568307992677,2.9094065455101555e-08,1.1994947539462026e-11,0.0005179102883639457,1.8586231711508582e-07,6.885267271546602e-12,6.412034213570983e-13,2.271383368361718e-11,8.020246140372714e-05,3.573024467789698e-10,6.531627379632804e-08,6.43122796785214e-08,1.5541829131313425e-06,1.4893039839735626e-05,3.3786926047320825e-08,3.808862331869847e-08,6.147146075921145e-15,1.2697892285135123e-15,3.345118457438595e-11,1.3927439481558101e-11,3.1632992643065153e-07,1.2341945700672976e-08,2.678291063533252e-08,1.6049005754504456e-09,2.3951876775087124e-14,1.8338558533426524e-10,2.4547601891711977e-08
6.344136587953966e-05,0.7245544158285232,3.7340518143247543e-07,1.64986945130477e-07,2.8452636086088633e-07,5.750528192618362e-06,0.0,0.0,3.1296761085792266e-06,3.2585889072365213e-08,0.00010955219936343796,1.284622618637073e-06,5.0335982391354185e-09,1.0414749995207258e-20,1.3700189120793286e-14,7.869028215814862e-10,5.978571814611912e-06,0.00013513692637624573,6.181680870719986e-10,4.093231702239293e-11,0.00039278430868933015,2.1536834710897943e-10,1.9949987988967743e-11,1.2622218246213186e-10,8.778712029859135e-11,1.7747629083242473e-05,2.450691836205267e-11,5.022522055287562e-10,1.3879937840090143e-09,2.1674394793675783e-12,3.1563730837624526e-12,2.091036912411681e-15,2.4120567602020864e-10,6.617180733069251e-12,3.76,0.0,0.0025846057192614133,0.9992975041423017,1.4792225821854133e-05,4.352638277841045e-07,0.5248741299747168,0.523798407277817,2.8861793428450746e-08,1.1992926881876313e-11,0.0005179097284740814,1.86726004194345e-07,6.937844909046334e-12,6.477502163881476e-13,2.2949229668771263e-11,8.048830235000063e-05,3.573275511908974e-10,6.597719192693672e-08,6.494484975751051e-08,1.5698249136845236e-06,1.505148560411701e-05,3.4110358712102916e-08,3.845354190600817e-08,6.2078300418601014e-15,1.2823237841263517e-15,3.378137963014208e-11,1.4013722048232453e-11,3.1944897300225305e-07,1.2473159556865067e-08,2.7005248828425412e-08,1.6237838024986086e-09,2.4187663961528437e-14,1.8519212920131078e-10,2.4511777462521e-08
6.364425021250352e-05,0.7245601493470647,3.76958480176433e-07,1.6659772745430894e-07,2.874522887248683e-07,5.812636440303382e-06,0.0,0.0,3.1547713035026662e-06,3.286428379517479e-08,0.00011043046376385376,1.299146025405175e-06,5.059405257504008e-09,1.0671946986489456e-20,1.390625302871552e-14,7.946712600282838e-10,6.048830079741699e-06,0.0001356606959986484,6.268340208966741e-10,4.1495126964849506e-11,0.0003943318929033557,2.162194534493977e-10,2.014916953906667e-11,1.2922825159610428e-10,8.885548726187701e-11,1.7946873688634393e-05,2.479304501489469e-11,5.136235704841792e-10,1.4235504095981038e-09,2.218659353940972e-12,3.200470735181357e-12,2.124229549531266e-15,2.4371666771676206e-10,6.703258007506625e-12,3.76,0.0,0.0025410445173578403,0.9992964183472665,1.4972231150571155e-05,4.4145659788783524e-07,0.524919960809867,0.5238392298885323,2.8633436778336073e-08,1.1990939109465644e-11,0.0005179091656979071,1.8759185076528303e-07,6.990885326947201e-12,6.54356827055724e-13,2.3186795569156966e-11,8.077525478221002e-05,3.573521844684961e-10,6.664414953276886e-08,6.55831768575052e-08,1.5856093540390111e-06,1.5211406970947043e-05,3.44366290453818e-08,3.882166222960191e-08,6.269064197168331e-15,1.2949719956856247e-15,3.4114568941975374e-11,1.4100476854338128e-11,3.2259644227897194e-07,1.260559566970997e-08,2.7231313221965984e-08,1.6428563576171703e-09,2.4425581570064158e-14,1.8701514049819685e-10,2.4475957384345514e-08
6.384713454546739e-05,0.7245657919662609,3.8054322287797493e-07,1.6822314252262104e-07,2.9040532929819563e-07,5.875307826209909e-06,0.0,0.0,3.180045875426587e-06,3.314463069214438e-08,0.00011131408744422643,1.3138126557395174e-06,5.085319350402606e-09,1.093531002136589e-20,1.4115263929253677e-14,8.025100897768594e-10,6.119791905402426e-06,0.00013618455277298214,6.356084029862777e-10,4.206476773342288e-11,0.00039587958245611136,2.170706107062089e-10,2.0350238270178124e-11,1.323008372904909e-10,8.993532583070965e-11,1.8148053493227988e-05,2.508222417635298e-11,5.252374099758744e-10,1.4599459425216425e-09,2.270999867053086e-12,3.2451653330582636e-12,2.1579309911959567e-15,2.4625095987784614e-10,6.790311966127554e-12,3.76,0.0,0.002498217905159747,0.9992953269328575,1.5154100122530618e-05,4.4772305841694696e-07,0.5249650609647902,0.5238793111755343,2.8408929472794287e-08,1.1988983663863586e-11,0.0005179086000096212,1.8845987510089627e-07,7.0443925228296944e-12,6.610237826269402e-13,2.34265505657878e-11,8.106333789072768e-05,3.5737635439649363e-10,6.731719986993142e-08,6.622731178689635e-08,1.6015374879628803e-06,1.5372816939175804e-05,3.4765762258362756e-08,3.919301271493805e-08,6.330853460312319e-15,1.3077348572842286e-15,3.4450778219958354e-11,1.4187708039131352e-11,3.257725852348778e-07,1.2739264801150588e-08,2.7461178258397076e-08,1.662119936127916e-09,2.4665647490490946e-14,1.8885476453096523e-10,2.4440142600256884e-08
6.405001887843126e-05,0.7245713452350437,3.8415968233481077e-07,1.6986332568055302e-07,2.933857204442736e-07,5.938547122241077e-06,0.0,0.0,3.2055013164787296e-06,3.3426946007958425e-08,0.00011220310927446674,1.3286238079994133e-06,5.111341678122438e-09,1.1204983244115952e-20,1.4327264148750718e-14,8.10419885529311e-10,6.191463591571159e-06,0.00013670849695413104,6.444924855639818e-10,4.26413101738798e-11,0.0003974273749401261,2.1792181771383742e-10,2.0553210694233137e-11,1.354413173911462e-10,9.10267533387495e-11,1.8351185844701967e-05,2.53744873350521e-11,5.370986343556989e-10,1.4971987010004718e-09,2.3244839380930663e-12,3.290465504411747e-12,2.19214902929202e-15,2.4880876013567623e-10,6.878353177762414e-12,3.76,0.0,0.0024561134946377468,0.9992942298488398,1.533784992232914e-05,4.5406395393917634e-07,0.5250094428498824,0.5239186634702651,2.8188206591452482e-08,1.1987059996069848e-11,0.0005179080313831848,1.893300956489077e-07,7.098370327553006e-12,6.6775161918644e-13,2.3668514088477454e-11,8.135257099157587e-05,3.5740006862629824e-10,6.799639685611688e-08,6.687730583670738e-08,1.6176105768475412e-06,1.5535728621058073e-05,3.509778394156131e-08,3.956762223823566e-08,6.393202394106599e-15,1.3206133069250898e-15,3.479003210910459e-11,1.4275419778194264e-11,3.2897765493567064e-07,1.2874177806805824e-08,2.769491978016448e-08,1.6815762480431293e-09,2.49078792678405e-14,1.907111478072421e-10,2.4404334037752413e-08
6.425290321139513e-05,0.7245768106777435,3.8780814072086046e-07,1.715184007178406e-07,2.963937039512073e-07,6.002359142215703e-06,0.0,0.0,3.231139132327955e-06,3.371124614595448e-08,0.00011309756852737027,1.3435807924471859e-06,5.1374734165521565e-09,1.1481118909974119e-20,1.4542297195164715e-14,8.184013713900183e-10,6.26385149226058e-06,0.00013723252881656933,6.534875532365802e-10,4.3224835060430054e-11,0.00039897526798621843,2.1877307332807678e-10,2.075810673709245e-11,1.3865109666781806e-10,9.212988838747183e-11,1.8556288251491205e-05,2.566986597296413e-11,5.492122488627628e-10,1.5353273759520095e-09,2.379134932043101e-12,3.3363799847469106e-12,2.226891574883333e-15,2.5139027703667147e-10,6.967392334331664e-12,3.76,0.0,0.0024147191071489556,0.9992931270445174,1.55234978853411e-05,4.604800358087225e-07,0.5250531186664781,0.5239572988941944,2.7971204311241815e-08,1.1985167566329385e-11,0.0005179074597923201,1.9020253104811784e-07,7.152823583321998e-12,6.7454086410313e-13,2.3912705299619473e-11,8.164297352782591e-05,3.5742333467738277e-10,6.868179462568024e-08,6.753321077655518e-08,1.6338298966823007e-06,1.5700155243125896e-05,3.5432718904021595e-08,3.9945518809016095e-08,6.45611626676291e-15,1.3336084808541867e-15,3.513236156937979e-11,1.4363616288140984e-11,3.322119067522176e-07,1.3010345636649891e-08,2.793261504854464e-08,1.7012270180320702e-09,2.5152299516040298e-14,1.9258443816988768e-10,2.4368532608994684e-08
6.4455787544359e-05,0.7245821897869186,3.914888780484301e-07,1.731885000253332e-07,2.9942952287736556e-07,6.066748748547767e-06,0.0,0.0,3.2569608441751136e-06,3.3997547691435307e-08,0.00011399750493784764,1.3586849323891496e-06,5.163715755569422e-09,1.1763869325842983e-20,1.4760406794829848e-14,8.264551021383884e-10,6.336962024112824e-06,0.0001377566486568539,6.625948976054971e-10,4.3815417590509474e-11,0.00040052325926786094,2.1962437642748733e-10,2.096494317040622e-11,1.4193161119579513e-10,9.324485098630447e-11,1.876337839356514e-05,2.5968392044011683e-11,5.615833690907006e-10,1.5743510911673575e-09,2.4349766965092795e-12,3.382917676612409e-12,2.2621666691798123e-15,2.539957219375126e-10,7.0574402695895385e-12,3.76,0.0,0.002374022797135378,0.9992920184686667,1.5711061521337347e-05,4.669720631738714e-07,0.5250961003831832,0.5239952293350508,2.7757860030502822e-08,1.1983305845177408e-11,0.0005179068852104766,1.9107720014373887e-07,7.207755959676355e-12,6.81392067965637e-13,2.4159144178166588e-11,8.193456508799138e-05,3.5744615992439104e-10,6.937344803811849e-08,6.81950788704492e-08,1.6501967340199124e-06,1.586611016298842e-05,3.5770593329562946e-08,4.03267319354571e-08,6.519599997473744e-15,1.3467213361748928e-15,3.547779048507643e-11,1.4452301827618519e-11,3.3547559855742455e-07,1.314777934932052e-08,2.817434297188281e-08,1.7210739877561952e-09,2.539892396789393e-14,1.9447478491164066e-10,2.433273920914681e-08
6.465867187732286e-05,0.7245874840565234,3.952021764615813e-07,1.748737598907655e-07,3.0249342203455945e-07,6.1317208385681e-06,0.0,0.0,3.282967984388094e-06,3.428586736002168e-08,0.00011490295857395829,1.373937560418239e-06,5.190069890901944e-09,1.2053389004711571e-20,1.4981636790359863e-14,8.345817243263166e-10,6.41080164869632e-06,0.00013828085678715938,6.718158160570342e-10,4.441313345609963e-11,0.0004020713464882453,2.204757259097613e-10,2.1173738073511236e-11,1.4528431994329558e-10,9.43717622475704e-11,1.897247407588251e-05,2.6270097736570215e-11,5.74217191394865e-10,1.6142892873757374e-09,2.4920334563645177e-12,3.4300875888987117e-12,2.297982458415238e-15,2.5662530730462713e-10,7.1485079202717135e-12,3.76,0.0,0.002334012781409043,0.999290904069683,1.590055846539381e-05,4.735408008005083e-07,0.5251383998064932,0.5240324665177232,2.7548111998914443e-08,1.1981474310323128e-11,0.0005179063076109064,1.9195412192949583e-07,7.2631718134972844e-12,6.883057708982513e-13,2.440785030685377e-11,8.222736536536734e-05,3.574685516292386e-10,7.007141215596189e-08,6.88629626429866e-08,1.6667123835344742e-06,1.6033606832715524e-05,3.6111432933434216e-08,4.0711290647926557e-08,6.583658452530047e-15,1.3599529041816509e-15,3.582634667866657e-11,1.4541480686981121e-11,3.3876898998803084e-07,1.3286490084186318e-08,2.8420183662825236e-08,1.7411189114736878e-09,2.564777325149685e-14,1.9638233838271868e-10,2.4296954721582965e-08
6.486155621028673e-05,0.724592694900006,3.989483241873964e-07,1.7657430808019494e-07,3.05585648753858e-07,6.197280352753916e-06,0.0,0.0,3.3091620991802993e-06,3.457622203081094e-08,0.00011581396991552935,1.3893400212802783e-06,5.216537039685266e-09,1.2349838476320646e-20,1.520603307786275e-14,8.427819388551594e-10,6.485376883265468e-06,0.00013880515353884712,6.811516351027793e-10,4.501806498372958e-11,0.0004036195273867173,2.2132712068757167e-10,2.1384511192764213e-11,1.487107103697707e-10,9.551074466935917e-11,1.918359326618167e-05,2.657501551881993e-11,5.871190123790309e-10,1.6551617999275053e-09,2.550329968017595e-12,3.4778989051469485e-12,2.3343472564188818e-15,2.5927924769085917e-10,7.2406063508207135e-12,3.76,0.0,0.0022946774750013466,0.9992897837954909,1.6092006507858754e-05,4.801870204224604e-07,0.5251800285450103,0.5240690219682835,2.7341899503775094e-08,1.19796724482133e-11,0.0005179057269666167,1.928333155923179e-07,7.31907575915486e-12,6.952825258753323e-13,2.4658843771340635e-11,8.252139418357005e-05,3.5749051695720553e-10,7.077574274672414e-08,6.953691528330377e-08,1.6833781541201838e-06,1.620265882132327e-05,3.6455263759585086e-08,4.10992243237389e-08,6.64829698339511e-15,1.3733043029005907e-15,3.617805980484557e-11,1.4631157197978123e-11,3.4209234305050973e-07,1.3426489070524408e-08,2.8670218731933916e-08,1.7613635575142078e-09,2.5898868191507055e-14,1.9830725019826306e-10,2.4261180015335127e-08
6.50644405432506e-05,0.7245978237528762,4.027276060035369e-07,1.782902866525635e-07,3.0870645151941866e-07,6.2634322769210795e-06,0.0,0.0,3.335544749185924e-06,3.486862875226326e-08,0.00011673057987071678,1.4048936715125084e-06,5.243118427751875e-09,1.2653386301672037e-20,1.5433641835867654e-14,8.510563205993875e-10,6.560694303025702e-06,0.00013932953926299062,6.906036777684849e-10,4.5630286647289546e-11,0.0004051677997395072,2.2217855969545792e-10,2.1597279733508626e-11,1.5221229986502482e-10,9.666192207355042e-11,1.9396754087592454e-05,2.6883178494121494e-11,6.002942342047276e-10,1.6969888787762381e-09,2.6098914746431066e-12,3.526360954754489e-12,2.3712694780702664e-15,2.6195775965166586e-10,7.333746759395303e-12,3.76,0.0,0.0022560054947517007,0.9992886575935263,1.6285423600698552e-05,4.869115010230475e-07,0.5252209980058526,0.5241049070103989,2.7139162890903786e-08,1.1977899754214446e-11,0.0005179051432503626,1.9371480050520558e-07,7.375471594851926e-12,7.023228886279209e-13,2.491214469394891e-11,8.281667150079308e-05,3.5751206292317e-10,7.148649597209296e-08,7.021699032161308e-08,1.7001953625327625e-06,1.6373279819379768e-05,3.680211253695232e-08,4.149056311299114e-08,6.713520409434924e-15,1.3867764939203625e-15,3.653295448597146e-11,1.4721335730133638e-11,3.454459219897188e-07,1.3567787642108441e-08,2.892453136347455e-08,1.781809710468786e-09,2.615222581959551e-14,2.0024967334239042e-10,2.422541594487834e-08
6.526732487621447e-05,0.7246028719931239,4.0654031723376285e-07,1.8002182370474014e-07,3.1185608219182434e-07,6.330181641687834e-06,0.0,0.0,3.3621175094365445e-06,3.5163104743425434e-08,0.00011765282977723197,1.4205998804786325e-06,5.269815300363769e-09,1.2964195830646484e-20,1.566450803830208e-14,8.594055996421716e-10,6.6367605411881e-06,0.00013985401433015977,7.00173304827035e-10,4.6249883898386044e-11,0.0004067161613587002,2.230300418866405e-10,2.1812064006273883e-11,1.5579063614065097e-10,9.782541967064433e-11,1.961197483637016e-05,2.7194619667247224e-11,6.137483659375758e-10,1.7397911943307812e-09,2.670743717318249e-12,3.5754832017309044e-12,2.408757691223431e-15,2.6466106150856533e-10,7.427940478815118e-12,3.76,0.0,0.002217985654406625,0.9992875254107332,1.648082785779397e-05,4.937150288656817e-07,0.525261319399574,0.524140132770206,2.6939843537308218e-08,1.1976155732378404e-11,0.0005179045564346433,1.945985962448658e-07,7.43236433299428e-12,7.094274172473737e-13,2.5167773388779217e-11,8.311321741143844e-05,3.575331964357692e-10,7.220372852471041e-08,7.090324188823333e-08,1.717165341870043e-06,1.654548363959085e-05,3.715200532408126e-08,4.188533642696306e-08,6.779334245894441e-15,1.4003706602206124e-15,3.6891062848071874e-11,1.4812020697600532e-11,3.4882999358815036e-07,1.3710397231216434e-08,2.9183206334748867e-08,1.802459170322075e-09,2.6407869608890494e-14,2.0220976222256532e-10,2.4189663350554384e-08
6.547020920917834e-05,0.7246078410471126,4.103867524039279e-07,1.8176905329242454e-07,3.150347955819862e-07,6.397533522174493e-06,0.0,0.0,3.3888819692501157e-06,3.545966738829008e-08,0.0001185807613961648,1.4364600295635245e-06,5.296628912285079e-09,1.3282439703359591e-20,1.589867960048438e-14,8.678303999850977e-10,6.713582288008324e-06,0.00014037857912983822,7.098618880125388e-10,4.687693733021182e-11,0.0004082646100908822,2.2388156624096755e-10,2.2028882397852227e-11,1.5944729706509652e-10,9.90013639611831e-11,1.9829273967492053e-05,2.750937242499456e-11,6.274870230190569e-10,1.7835898353218754e-09,2.7329128679807533e-12,3.6252752260192292e-12,2.4468205457037713e-15,2.673893730303396e-10,7.523198974925508e-12,3.76,0.0,0.002180606956572403,0.999286387193572,1.6678237552320752e-05,5.005983973606417e-07,0.5253010037481916,0.524174710184385,2.674388381116549e-08,1.1974439895110547e-11,0.0005179039664917084,1.9548472257703858e-07,7.48975801812912e-12,7.165966751267207e-13,2.542575026173244e-11,8.341105214312016e-05,3.575539242491335e-10,7.292749734743873e-08,7.159572435938478e-08,1.7342894349409427e-06,1.671928421511608e-05,3.750496909168685e-08,4.22835746802852e-08,6.845743625931816e-15,1.414087824116119e-15,3.725241095592943e-11,1.4903216552505723e-11,3.5224482687507447e-07,1.385432937859716e-08,2.9446330006851147e-08,1.8233137538628232e-09,2.666581732992988e-14,2.0418767269270252e-10,2.415392305918688e-08
6.56730935421422e-05,0.7246127322656848,4.142672040129253e-07,1.8353212097413958e-07,3.1824284758795e-07,6.465493038477887e-06,0.0,0.0,3.4158397322800622e-06,3.575833423708266e-08,0.00011951441691323407,1.4524755118419574e-06,5.323560526631538e-09,1.360829381742673e-20,1.6136204600890015e-14,8.763313549889107e-10,6.7911662913614435e-06,0.00014090323407023244,7.196707980864611e-10,4.751152412766882e-11,0.00040981314381638033,2.2473313175458444e-10,2.224775322660967e-11,1.6318389114368968e-10,1.0018988286471291e-10,2.0048670091802232e-05,2.782747079282052e-11,6.415159287027654e-10,1.8284063153098967e-09,2.796425603606045e-12,3.675746789237062e-12,2.4854668647302115e-15,2.701429165111048e-10,7.619533847808283e-12,3.76,0.0,0.0021438585886165993,0.9992852428880181,1.6877671118177962e-05,5.07562407105103e-07,0.525340061889282,0.5242086500042633,2.655122704783776e-08,1.197275176296116e-11,0.0005179033733935556,1.9637319945200154e-07,7.547656867877924e-12,7.238312362525528e-13,2.5686096119858347e-11,8.371019605733165e-05,3.575742530275151e-10,7.36578600757389e-08,7.22944925951348e-08,1.7515689929200102e-06,1.689469559975529e-05,3.786103116801167e-08,4.268530870655805e-08,6.912753488006314e-15,1.427929011683552e-15,3.761702602846418e-11,1.4994927786760945e-11,3.55690693043339e-07,1.3999595720874733e-08,2.9713990348129483e-08,1.844375292943293e-09,2.6926088563657925e-14,2.0618356175038414e-10,2.4118195884442823e-08
6.587597787510607e-05,0.724617546913037,4.1818197210398543e-07,1.8531116343264542e-07,3.214804957070682e-07,6.534065350905612e-06,0.0,0.0,3.4429924149839043e-06,3.6059122994163964e-08,0.00012045383889640065,1.4686477316923038e-06,5.350611427663803e-09,1.3941939023093933e-20,1.6377131811841156e-14,8.849092112016722e-10,6.86951935110131e-06,0.0001414279795762267,7.296014328905388e-10,4.815373059035225e-11,0.00041136176044499485,2.255847374279997e-10,2.2468697512216025e-11,1.6700205482958164e-10,1.0139110569834196e-10,2.0270181972392952e-05,2.8148948974527476e-11,6.55840904611561e-10,1.8742625358374487e-09,2.8613091814561535e-12,3.726907856925092e-12,2.524705664712766e-15,2.729219165573854e-10,7.716956819759386e-12,3.76,0.0,0.0021077299003002276,0.99928409243961,1.7079147134329548e-05,5.146078652171251e-07,0.5253785044983273,0.5242419628182244,2.636181743234452e-08,1.1971090863630592e-11,0.0005179027771119563,1.9726404699868323e-07,7.606065872270023e-12,7.311316759586815e-13,2.594883189471685e-11,8.401066963721352e-05,3.575941893652892e-10,7.43948751278973e-08,7.29996022087116e-08,1.7690053808126707e-06,1.7071731955989905e-05,3.822021853787521e-08,4.3090568957582354e-08,6.9803694399712874e-15,1.4418954129269838e-15,3.798494006009731e-11,1.5087158931503033e-11,3.5916786550616475e-07,1.4146207971564824e-08,2.998627679306653e-08,1.865645631496098e-09,2.7188706284157273e-14,2.0819758751551346e-10,2.4082482628515647e-08
6.607886220806994e-05,0.7246222863647341,4.2213136087170473e-07,1.8710631520324178e-07,3.247480009436103e-07,6.603255670931761e-06,0.0,0.0,3.4703416502261347e-06,3.636205155590487e-08,0.00012139907040079672,1.4849781077569646e-06,5.377782917169831e-09,1.4283560395405376e-20,1.6621510507835306e-14,8.93564619162319e-10,6.948648332896356e-06,0.0001419528160937089,7.396552164976428e-10,4.8803642481198554e-11,0.00041291045792339186,2.2643638229288694e-10,2.269173460598594e-11,1.709034603666486e-10,1.026051631807768e-10,2.0493828561161598e-05,2.8473841361772495e-11,6.704678986041421e-10,1.9211808955555686e-09,2.927591383876728e-12,3.7787684807277205e-12,2.5645459972507718e-15,2.7572659925873206e-10,7.815479768729225e-12,3.76,0.0,0.0020722104440152535,0.9992829357933279,1.728268436364308e-05,5.21735587078795e-07,0.5254163420485545,0.5242746590113287,2.6175600214256356e-08,1.19694567337939e-11,0.0005179021776183926,1.9815728556900218e-07,7.66498935071407e-12,7.384985699053392e-13,2.6213978444093433e-11,8.431249352006173e-05,3.576137396640966e-10,7.513860105248779e-08,7.371110918958608e-08,1.7865999782344188e-06,1.7250407585077938e-05,3.858255870354542e-08,4.349938645093121e-08,7.048596964655127e-15,1.455988122936759e-15,3.835618106585994e-11,1.5179914562888062e-11,3.6267662048822337e-07,1.4294177974927455e-08,3.0263280653077114e-08,1.8871266336438555e-09,2.745368963291738e-14,2.1022991004095606e-10,2.4046784079307398e-08
