Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81)
1.2784487823139364e-09,0.659124555487747,4.0177955273900657e-13,3.000574225727079e-15,2.507822952686585e-16,4.569140477502676e-17,0.0,0.0,1.1901411076025029e-15,8.600824467430058e-26,8.130373660528994e-17,1.0124585574802064e-15,1.3195110971073416e-20,1.912589034877856e-33,3.5715655053223537e-22,5.263252342277377e-14,3.776426586756754e-12,1.5525243253276168e-13,1.2808747129698384e-25,9.512214821486694e-27,4.68416778019098e-13,2.057160548235957e-21,7.957215787233132e-13,3.9014983408940336e-30,2.1717063760838987e-18,4.8460382530021884e-21,3.8258851975296155e-24,4.2334444811278573e-26,3.266527194663526e-26,4.1485767924247266e-27,3.0506117596674157e-22,2.101568075318067e-33,4.1842385155493165e-26,1.1939904380107749e-32,3.76,0.0,0.5269133840254632,0.999499342364627,1.2933957740228227e-17,9.21810488918565e-22,5.647242982615619e-05,5.4891754660997566e-05,1.580671114747615e-06,2.5276969584048405e-12,0.0005006576351809656,2.1671448404042906e-16,1.0246384181202656e-17,6.121154563215173e-25,8.972403310459212e-25,1.5519397522525522e-13,3.0585679748353435e-14,2.545136311045609e-13,1.4315563771675732e-13,1.8293026328351186e-15,6.494582133532792e-19,3.0540545212956316e-19,1.2906231853382735e-19,1.1346776050472767e-21,1.0506036587693527e-20,1.2696428980860354e-15,6.1132567890510226e-21,3.702496702951287e-16,5.838094629539216e-24,8.50754673464976e-13,2.2278204467883048e-17,4.1938945995135305e-26,1.5195692535638424e-20,3.776467768533087e-12
1.3112751284522306e-09,0.6591247362500552,4.201614359024991e-13,3.1992312126090276e-15,2.6902358114851933e-16,4.921747232560371e-17,0.0,0.0,1.2530408098626928e-15,9.527498313976288e-26,8.760892204340919e-17,1.1065351302898872e-15,1.4314418161924658e-20,2.0536150718613446e-33,3.735952846273428e-22,5.5242726478972046e-14,3.873386363835375e-12,1.641106630417673e-13,1.4116181356807982e-25,1.0264545409567204e-26,4.928809909826218e-13,2.2197262890238037e-21,8.147695368247542e-13,4.370439296258178e-30,2.283165583305685e-18,5.3598768943061484e-21,4.214332529558796e-24,4.588283939563059e-26,3.5246547122080354e-26,4.4760122596212796e-27,3.2891343621965846e-22,2.428076923057456e-33,4.7240864619341966e-26,1.321369933020261e-32,3.76,0.0,0.5269119340793993,0.9994978935298114,1.3931983095726977e-17,9.948766497063412e-22,5.7922375795668576e-05,5.6316108284682024e-05,1.6062632745414865e-06,2.6367035250402332e-12,0.0005021064699860799,2.2838329738692204e-16,1.0796597163016653e-17,6.728951305804391e-25,1.0049697452703908e-24,1.6404809940758655e-13,3.162909120830444e-14,2.6603507008931914e-13,1.4966097560058384e-13,1.964043013875961e-15,7.158479509703938e-19,3.3133204619199316e-19,1.4203337586057423e-19,1.2398426666702296e-21,1.1274755858871147e-20,1.3516603446858851e-15,6.553501394332193e-21,3.975889566698228e-16,6.5997288061275474e-24,8.7259807017854e-13,2.3428893232793955e-17,4.6008017217410484e-26,1.672887247735227e-20,3.873429679419575e-12
1.3441014745905247e-09,0.6591249170118659,4.388451596887934e-13,3.4061127795998554e-15,2.8808080255567513e-16,5.291608080309362e-17,0.0,0.0,1.3176015214439151e-15,1.052749613451224e-25,9.422539008311142e-17,1.2064940430168862e-15,1.5496671793844384e-20,2.2009339633716117e-33,3.9030989456922334e-22,5.790977151894204e-14,3.970345821220594e-12,1.7322478197830895e-13,1.551808801106958e-25,1.1055570282083488e-26,5.179720080163838e-13,2.3906352619062476e-21,8.337515321254752e-13,4.882392967944297e-30,2.3973384860925814e-18,5.9116223903809705e-21,4.630665482717181e-24,4.963332658579649e-26,3.7960341421071424e-26,4.820217467135053e-27,3.53964447384481e-22,2.7952089197878652e-33,5.31750536647981e-26,1.4586774091165467e-32,3.76,0.0,0.5269104841373254,0.9994965656966234,1.4978835148185745e-17,1.0717142724816746e-21,5.9372317775801793e-05,5.774100530428721e-05,1.631308045926679e-06,2.7470171015539405e-12,0.000503434303163675,2.4036006537713804e-16,1.1360540405261508e-17,7.3789774105015e-25,1.1222848189697255e-24,1.7315793034918714e-13,3.2674986693313245e-14,2.777358154919499e-13,1.56269426031417e-13,2.104784923697717e-15,7.870613355274049e-19,3.5874925192073147e-19,1.559223145658862e-19,1.3518219989991724e-21,1.2077083766868972e-20,1.4364105274209273e-15,7.010433304032685e-21,4.2615173454889306e-16,7.43765118058503e-24,8.944414083838652e-13,2.4608148450492275e-17,5.035432551675345e-26,1.8370843074113904e-20,3.970391324097136e-12
1.3769278207288188e-09,0.6591250977731793,4.578249270784382e-13,3.621341085089589e-15,3.0796786419622567e-16,5.67909352984861e-17,0.0,0.0,1.3838257057984008e-15,1.160463043276996e-25,1.011599959687482e-16,1.312524045818501e-15,1.6743660576210223e-20,2.3546423129800627e-33,4.072952847475161e-22,6.063323086566799e-14,4.067304958949073e-12,1.8259492321510317e-13,1.7018553549384787e-25,1.1886263869325668e-26,5.436900659579585e-13,2.57009572400886e-21,8.52667797835166e-13,5.440138563432736e-30,2.5142197133259775e-18,6.502872784248404e-21,5.0760781696153214e-24,5.359234871053786e-26,4.080997158529102e-26,5.181609109523065e-27,3.80242311697808e-22,3.206812829473895e-33,5.968281557341677e-26,1.6064156082850997e-32,3.76,0.0,0.5269090341992416,0.9994953487594306,1.6075561775047923e-17,1.1524189965692731e-21,6.082225576656616e-05,5.9166434015316175e-05,1.655817133466583e-06,2.858587280461595e-12,0.0005046512403454672,2.5264465882489973e-16,1.1938144458304084e-17,8.072939742656314e-25,1.2497458713608978e-24,1.8252359843028683e-13,3.372316427970862e-14,2.8961181891251454e-13,1.6297876943012826e-13,2.2516196809728924e-15,8.633103233776653e-19,3.8770364888003123e-19,1.7076738712876972e-19,1.4708721262196581e-21,1.2913474573634526e-20,1.5238895831374622e-15,7.484066956085863e-21,4.559569921469745e-16,8.3572818889365e-24,9.162846880984832e-13,2.5815940770822307e-17,5.498907802881487e-26,2.0126128695382708e-20,4.067352702572918e-12
1.409754166867113e-09,0.6591252785339957,4.770950711784124e-13,3.8450356285948524e-15,3.2869846639119577e-16,6.084571308919569e-17,0.0,0.0,1.4517157791791333e-15,1.2762813859318628e-25,1.0841955025065408e-16,1.4248135413721117e-15,1.8057173858201653e-20,2.5148346020042446e-33,4.245464657399622e-22,6.341267914638482e-14,4.164263777057177e-12,1.922212053086233e-13,1.862172177841468e-25,1.2757600984588274e-26,5.700353965507033e-13,2.75831587240032e-21,8.715185663232346e-13,6.046562497298095e-30,2.633803904323729e-18,7.135244122494642e-21,5.5517807194821825e-24,5.776640523146862e-26,4.37987543208161e-26,5.560603729509425e-27,4.0777504147846766e-22,3.666991501569511e-33,6.680364194124964e-26,1.76509968219513e-32,3.76,0.0,0.5269075842651478,0.9994942334565879,1.722320296331816e-17,1.237086498108883e-21,6.227218976797201e-05,6.0592382963544196e-05,1.6798019914511294e-06,2.9713648707383105e-12,0.0005057665431770627,2.652369546377073e-16,1.2529340757094335e-17,8.812563518774152e-25,1.3879284774792821e-24,1.9214521873903585e-13,3.477344039262811e-14,3.016591186201906e-13,1.6978683366466727e-13,2.404636535363411e-15,9.448100474796567e-19,4.1824205062520384e-19,1.8660729475893598e-19,1.5972520215193059e-21,1.3784368238558673e-20,1.6140926037895492e-15,7.974412499829122e-21,4.870233072536259e-16,9.364272380116538e-24,9.381279093392332e-13,2.7052240871861753e-17,5.992364494011813e-26,2.199930347660912e-20,4.164313814853797e-12
1.442580513005407e-09,0.6591254592943147,4.966500523435722e-13,4.077313308193205e-15,3.502861090242119e-16,6.50840637869569e-17,0.0,0.0,1.5212741116446153e-15,1.4006059396533093e-25,1.1601081895587316e-16,1.5435505182779799e-15,1.943900152814811e-20,2.6816032358823548e-33,4.420585520544878e-22,6.624769328154381e-14,4.261222275580997e-12,2.0210373354373892e-13,2.0331792528861042e-25,1.367055683537095e-26,5.970082265526841e-13,2.9555038424138363e-21,8.903040691220185e-13,6.704659766481593e-30,2.756085708808935e-18,7.810370397443867e-21,6.058998853423014e-24,6.216205205211647e-26,4.6930006298122736e-26,5.957617718019935e-27,4.365905593419714e-22,4.180111421400719e-33,7.457867763108979e-26,1.9352571929465944e-32,3.76,0.0,0.5269061343350439,0.9994932112999482,1.842279085184289e-17,1.3258124888700437e-21,6.372211978002975e-05,6.201884093966717e-05,1.70327382924828e-06,3.0853018709521328e-12,0.0005067886998053218,2.7813683640514054e-16,1.313406166639327e-17,9.599591677856262e-25,1.5374233023109995e-24,2.0202289311602943e-13,3.5825648111399464e-14,3.138738377001256e-13,1.766914930355805e-13,2.5639227118275793e-15,1.031778746033281e-18,4.504114938088754e-19,2.0348117210516313e-19,1.731223007101327e-21,1.469019068932215e-20,1.7070137104936218e-15,8.48147652301525e-21,5.193688560040682e-16,1.0464508615046172e-23,9.599710721222845e-13,2.831701945978547e-17,6.516955858645964e-26,2.3994989257369473e-20,4.261274660946399e-12
1.4754068591437012e-09,0.659125640054136,5.164844553631063e-13,4.318288476582014e-15,3.727440953968994e-16,6.950960948512351e-17,0.0,0.0,1.5925030280446177e-15,1.5338480538486042e-25,1.2394052376132859e-16,1.668922489218151e-15,2.0890933926402288e-20,2.8550385894787502e-33,4.598267599194911e-22,6.91378524738578e-14,4.3581804545563465e-12,2.122426017354637e-13,2.215302036652723e-25,1.4626107034874236e-26,6.246087778432723e-13,3.1618677060064785e-21,9.090245369299499e-13,7.417535300003737e-30,2.8810597868818462e-18,8.529903531494229e-21,6.5989734716807975e-24,6.678590083188871e-26,5.020704415209092e-26,6.373067314216795e-27,4.667166984144096e-22,4.7508123295212644e-33,8.305074526413821e-26,2.1174281139642014e-32,3.76,0.0,0.52690468440893,0.9994922745102647,1.967534977340818e-17,1.418692715100268e-21,6.517204580274978e-05,6.34457969740647e-05,1.7262436165410797e-06,3.2003514429772873e-12,0.0005077254894771236,2.9134419483687417e-16,1.3752240512936355e-17,1.0435784271230322e-24,1.698835930950431e-24,2.12156711955939e-13,3.6879635630505774e-14,3.2625218223991577e-13,1.8369066728322425e-13,2.7295634539739332e-15,1.1244376926437806e-18,4.842592276331792e-19,2.21428572403397e-19,1.8730486561929238e-21,1.5631354088122086e-20,1.802646122794798e-15,9.005262699219568e-21,5.530114214623137e-16,1.1664114183525517e-23,9.818141764631561e-13,2.961024726876039e-17,7.073851245741328e-26,2.6117853570213996e-20,4.358235240857099e-12
1.5082332052819954e-09,0.6591258208134603,5.36592986710406e-13,4.568072995810862e-15,3.9608553599523324e-16,7.412594490537279e-17,0.0,0.0,1.6654048089870485e-15,1.6764291465907313e-25,1.322153421691631e-16,1.8011164335630325e-15,2.2414761770116903e-20,3.0352290513476666e-33,4.778464051212988e-22,7.208273819742065e-14,4.455138314018777e-12,2.2263789381431579e-13,2.408971333845656e-25,1.5625227613782044e-26,6.528372675274612e-13,3.3776154701555932e-21,9.276801996146797e-13,8.188405283710891e-30,3.0087208089944458e-18,9.295513398387504e-21,7.172960252599008e-24,7.164461830491368e-26,5.36331844820091e-26,6.807368605533435e-27,4.981812025458192e-22,5.384016905618652e-33,9.226436926106842e-26,2.3121648310408257e-32,3.76,0.0,0.5269032344868059,0.9994914159579865,2.0981896296655636e-17,1.515822956405761e-21,6.662196783614251e-05,6.487324033167496e-05,1.7487220884527308e-06,3.316467886274745e-12,0.000508584041743223,3.0485892807150185e-16,1.4383811606405178e-17,1.1322917870237107e-24,1.8727866953154603e-24,2.2254675579275443e-13,3.7935264861930965e-14,3.3879043955485883e-13,1.907823206162055e-13,2.901642066483387e-15,1.2230111279804083e-18,5.198327036387439e-19,2.4048945305338546e-19,2.02299469701396e-21,1.6608257093355843e-20,1.900982223453464e-15,9.545772361530613e-21,5.879684020207664e-16,1.2969453340722383e-23,1.0036572223767385e-12,3.093189506086718e-17,7.664236009746425e-26,2.837260767910074e-20,4.455195554592036e-12
1.5410595514202895e-09,0.6591260015722872,5.569704718547957e-13,4.826776290733233e-15,4.2032335216985785e-16,7.893663754381442e-17,0.0,0.0,1.7399816917861002e-15,1.8287807216350243e-25,1.4084190768400697e-16,1.9403187441374612e-15,2.4012276088484284e-20,3.222261066981499e-33,4.961129008877846e-22,7.508193418689608e-14,4.5520958540035885e-12,2.3328968521901006e-13,2.6146231752549265e-25,1.6668895032322617e-26,6.816939080379534e-13,3.6029550752915134e-21,9.462712862161655e-13,9.020598460633791e-30,3.139063455927312e-18,1.010888787658241e-20,7.78222926299056e-24,7.674492560373005e-26,5.721174385157896e-26,7.26093752770949e-27,5.310117265230501e-22,6.084940512684032e-33,1.0226579944224154e-25,2.520032143532618e-32,3.76,0.0,0.526901784568672,0.999490629108999,2.2343439267817065e-17,1.617299024663811e-21,6.807188588021839e-05,6.630116050697933e-05,1.7707197505620797e-06,3.43360661272794e-12,0.0005093708907185983,3.186809418748341e-16,1.5028710250855234e-17,1.2262784991180865e-24,2.0599104979144664e-24,2.3319309669235763e-13,3.89924101659966e-14,3.514849764511519e-13,1.9796446076059714e-13,3.080239956620497e-15,1.327726192897733e-18,5.571795658215432e-19,2.607041616129037e-19,2.1813289186718858e-21,1.76212851168377e-20,2.002013619040449e-15,1.0103005008256128e-20,6.242568196202764e-16,1.4387133964997287e-23,1.0255002098773131e-12,3.228193362604451e-17,8.289311389713213e-26,3.0764004666313695e-20,4.552155602157113e-12
1.5738858975585836e-09,0.6591261823306167,5.776118526336201e-13,5.094505401220044e-15,4.454702797331976e-16,8.394522781650313e-17,0.0,0.0,1.8162358713918635e-15,1.991344384970122e-25,1.4982680999195332e-16,2.0867151778771503e-15,2.5685268167162565e-20,3.416219181069239e-33,5.146217558171626e-22,7.813502642677184e-14,4.6490530745458246e-12,2.4419804411768824e-13,2.8326986989160663e-25,1.775808619259994e-26,7.111789072350641e-13,3.8380943937657774e-21,9.647980249497255e-13,9.917557407520616e-30,3.2720824187684278e-18,1.0971732930290057e-20,8.428064579624782e-24,8.209359758779521e-26,6.094603878891989e-26,7.73418986482585e-27,5.652358362821529e-22,6.859100997294409e-33,1.1310303419660023e-25,2.7416072657080754e-32,3.76,0.0,0.5269003346545279,0.9994899079748933,2.37609798522683e-17,1.7232167629660086e-21,6.952179993498795e-05,6.77295472190941e-05,1.7922468838118623e-06,3.5517241220217395e-12,0.0005100920248116862,3.3281014974408425e-16,1.5686872748047298e-17,1.3257193536988716e-24,2.2608566331227715e-24,2.4409579947363337e-13,4.005095719900712e-14,3.643322375262236e-13,2.052351380294834e-13,3.265436674854064e-15,1.438812862988219e-18,5.96347641068894e-19,2.8211342219889346e-19,2.3483210789495214e-21,1.867081057662265e-20,2.1057311966099375e-15,1.067695874620602e-20,6.618933277945219e-16,1.592401043876541e-23,1.0473431389785727e-12,3.3660333782052765e-17,8.950294376998062e-26,3.329683756678819e-20,4.649115383558011e-12
1.6067122436968778e-09,0.6591263630884493,5.985121846832314e-13,5.371365033174985e-15,4.715388724760027e-16,8.915522920435491e-17,0.0,0.0,1.89416950130161e-15,2.1645718609165083e-25,1.591765951410414e-16,2.240490810123878e-15,2.743552950075449e-20,3.61718607878993e-33,5.333685718509968e-22,8.124160314067604e-14,4.746009975680289e-12,2.5536303247669054e-13,3.06364403432791e-25,1.8893778451187666e-26,7.412924685044903e-13,4.083241228354097e-21,9.83260643209067e-13,1.0882839788092784e-29,3.407772398893628e-18,1.1885772714110536e-20,9.111763921551019e-24,8.769746217678571e-26,6.483938578657358e-26,8.227541249339894e-27,6.008810091203086e-22,7.712328541983402e-33,1.2482584322855985e-25,2.97747982825323e-32,3.76,0.0,0.5268988847443737,0.9994892470673921,2.523551157590245e-17,1.8336720445914764e-21,7.097171000046168e-05,6.915839040696726e-05,1.8133135493119995e-06,3.670777977553025e-12,0.0005107529323002006,3.472464729323873e-16,1.6358236393954995e-17,1.4307966255056475e-24,2.4762886063929866e-24,2.552549227771199e-13,4.1110801867081186e-14,3.773287435054059e-13,2.125924444124003e-13,3.457309954606722e-15,1.5565038845354257e-18,6.373849299060848e-19,3.047583222850917e-19,2.5242428139528966e-21,1.9757193145509862e-20,2.2121251767018305e-15,1.1267630676902791e-20,7.00894219542504e-16,1.7587186454058738e-23,1.0691860096936382e-12,3.5067066374453797e-17,9.648417571364677e-26,3.5975937548790946e-20,4.746074898800194e-12
1.6395385898351719e-09,0.6591265438457842,6.196666349274579e-13,5.657457608389153e-15,4.985415056058218e-16,9.45701283974643e-17,0.0,0.0,1.9737846944529477e-15,2.348925007785568e-25,1.6889776572306808e-16,2.401829992323691e-15,2.9264851752328567e-20,3.8252426261652494e-33,5.523490422904735e-22,8.440125478075183e-14,4.842966557441553e-12,2.667847069939239e-13,3.3079101895975176e-25,2.0076949631977966e-26,7.720347908529864e-13,4.338603310793335e-21,1.0016593675692853e-12,1.1920119583558088e-29,3.546128107948425e-18,1.2852749697576821e-20,9.83463829298379e-24,9.356339968866107e-26,6.889510130150862e-26,8.741407162120782e-27,6.379746339073161e-22,8.650775565798493e-33,1.3748578989201758e-25,3.228251879935083e-32,3.76,0.0,0.5268974348382095,0.9994886413565788,2.676802036632276e-17,1.948760772009306e-21,7.242161607665011e-05,7.05876802246778e-05,1.8339295930401824e-06,3.790726782861494e-12,0.0005113586431002274,3.6198984040636426e-16,1.7042739469567205e-17,1.5416940210786685e-24,2.7068839517931928e-24,2.66670519998257e-13,4.2171849376487925e-14,3.904710896141706e-13,2.200345126842463e-13,3.6559357511526796e-15,1.6810347118378402e-18,6.803395975453189e-19,3.2868029988595833e-19,2.7093675495868246e-21,2.0880779995297304e-20,2.3211851629093157e-15,1.1875017230813095e-20,7.412754350328508e-16,1.938401774441684e-23,1.091028822035078e-12,3.650210227660453e-17,1.0384929025495138e-25,3.880617213992342e-20,4.843034147888915e-12
1.672364935973466e-09,0.659126724602622,6.410704791221764e-13,5.952883313270326e-15,5.264903791097501e-16,1.0019338543882254e-16,0.0,0.0,2.0550835240990984e-15,2.5448758331117723e-25,1.7899678105656336e-16,2.5709163129073463e-15,3.117502671908388e-20,4.040467909494757e-33,5.715589498550232e-22,8.761357401708851e-14,4.939922819863958e-12,2.7846311991211827e-13,3.5659529413898975e-25,2.1308578039277684e-26,8.034060690019968e-13,4.604388300351745e-21,1.0199944237898401e-12,1.3033188300902703e-29,3.68714426783097e-18,1.3874424806258977e-20,1.0598011636480507e-23,9.969834218246415e-26,7.311650175512497e-26,9.2762029324849e-27,6.765440112966489e-22,9.680926669261052e-33,1.5113625312040952e-25,3.494537889425325e-32,3.76,0.0,0.5268959849360352,0.9994880862326189,2.8359484593855136e-17,2.0685788759094222e-21,7.387151816356378e-05,7.201740703683588e-05,1.854104650441951e-06,3.911530158569508e-12,0.0005119137670467798,3.770401887478871e-16,1.774032122696601e-17,1.6585966276349928e-24,2.953334048238276e-24,2.7834264010052116e-13,4.323401337166646e-14,4.0375594398516943e-13,2.275595155332471e-13,3.8613882796823026e-15,1.8126434458739863e-18,7.252599652288361e-19,3.539211311169455e-19,2.903970414826447e-21,2.204190603685774e-20,2.432900188232402e-15,1.2499114454409456e-20,7.830525691435428e-16,2.1322114744700892e-23,1.112871576014927e-12,3.796541238966147e-17,1.1161092078078513e-25,4.1792443497439176e-20,4.93999313082922e-12
1.7051912821117602e-09,0.6591269053589622,6.62719099454649e-13,6.257740146480146e-15,5.55397521043673e-16,1.0602843386743449e-16,0.0,0.0,2.138068024666514e-15,2.7529065084702645e-25,1.894800573707828e-16,2.7479325611464228e-15,3.316784630336121e-20,4.2629392738965895e-33,5.909941647823765e-22,9.087815572720627e-14,5.036878762981625e-12,2.903983197256539e-13,3.838232727568319e-25,2.2589642471144537e-26,8.354064934792854e-13,4.880803782431784e-21,1.0382660368175137e-12,1.4225956159470748e-29,3.830815610675965e-18,1.4952577576406468e-20,1.140322049614903e-23,1.0610927280582974e-25,7.750690353325848e-26,9.832343738231423e-27,7.166163539360966e-22,1.0809608620062291e-32,1.6583244896155288e-25,3.776964747286334e-32,3.76,0.0,0.5268945350378508,0.9994875774706745,3.001087511238043e-17,2.1932223142611264e-21,7.532141626121333e-05,7.344756141408101e-05,1.8738481509324043e-06,4.033148719820104e-12,0.0005124225289774192,3.9239746200979965e-16,1.8450921871536512e-17,1.7816908634224337e-24,3.216343934752617e-24,2.9027132832213116e-13,4.429721515290522e-14,4.17180046099332e-13,2.3516566470756564e-13,4.073740052551726e-15,1.9515707742800807e-18,7.721945018582692e-19,3.80522918121381e-19,3.1083281567534747e-21,2.324089415610511e-20,2.5472587584240426e-15,1.3139918254582957e-20,8.26240878840597e-16,2.3409345180391362e-23,1.1347142716447018e-12,3.945696764259471e-17,1.197818517578334e-25,4.493968672188714e-20,5.036951847625964e-12
1.7380176282500543e-09,0.6591270861148053,6.846079821963215e-13,6.5721239655106565e-15,5.852747907501031e-16,1.120786808608328e-16,0.0,0.0,2.222740192595093e-15,2.9735093838918137e-25,2.0035396799058256e-16,2.9330606937918357e-15,3.524510248829551e-20,4.4927323609757994e-33,6.106506429691793e-22,9.419459698559266e-14,5.133834386828458e-12,3.025903517931818e-13,4.1252145424186047e-25,2.392112223295617e-26,8.680362507086048e-13,5.1680572672047746e-21,1.056474430789347e-12,1.5502453256327179e-29,3.977136878839337e-18,1.6089006320409338e-20,1.225161369062832e-23,1.1280322514717456e-25,8.206962298618525e-26,1.0410244605677973e-26,7.582187866779975e-22,1.2044000375943102e-32,1.8163145172582237e-25,4.076171768121373e-32,3.76,0.0,0.5268930851436563,0.999487111198752,3.172315529998641e-17,2.322787071398552e-21,7.677131036960934e-05,7.487813412867656e-05,1.893169322301661e-06,4.155544054202444e-12,0.0005128888008859558,4.080616115341032e-16,1.9174482541054395e-17,1.911164429509022e-24,3.496632125076789e-24,3.0245662678854753e-13,4.536138296639178e-14,4.3074020526029683e-13,2.428512101801603e-13,4.293061915735271e-15,2.0980599126121667e-18,8.211918159024735e-19,4.0852807735446477e-19,3.322719057326399e-21,2.4478055445919176e-20,2.6642488925220684e-15,1.3797424604645272e-20,8.708552903991506e-16,2.5653836587896136e-23,1.156556908935418e-12,4.0976738992209157e-17,1.2837501684534562e-25,4.825286821311445e-20,5.133910298283805e-12
1.7708439743883484e-09,0.6591272668701512,7.067327154078219e-13,6.8961285322300015e-15,6.16133882006597e-16,1.1834750737698838e-16,0.0,0.0,2.3091019871612576e-15,3.207187001886801e-25,2.116248435220564e-16,3.1264818043140534e-15,3.740858731748645e-20,4.729921145641903e-33,6.30524424151292e-22,9.756249705328913e-14,5.23078969143815e-12,3.1503925886695683e-13,4.427367834357884e-25,2.5303997151205064e-26,9.012955230974508e-13,5.466356188276749e-21,1.0746198290355616e-12,1.6866830710887586e-29,4.126102824883514e-18,1.7285528300643992e-20,1.3144551995591423e-23,1.1978728259254086e-25,8.680797642862621e-26,1.1010320409696422e-26,8.013783467890692e-22,1.3391643141317498e-32,1.985922147560211e-25,4.392810692890885e-32,3.76,0.0,0.5268916352534515,0.9994866838682328,3.3497281099439454e-17,2.4573691571323447e-21,7.822120048876241e-05,7.630911615019865e-05,1.9120771950261156e-06,4.278678700154268e-12,0.0005133161313908077,4.240325957400138e-16,1.991094528229932e-17,2.0472062629676236e-24,3.794930421907035e-24,3.148985750416836e-13,4.642645136000913e-14,4.444332991014583e-13,2.5061443933149947e-13,4.519423084497988e-15,2.252356546865241e-18,8.72300647576257e-19,4.379793282151022e-19,3.547422851854449e-21,2.5753689434094966e-20,2.7838581607476616e-15,1.4471629715880527e-20,9.169104064703301e-16,2.806397876736277e-23,1.1783994878976071e-12,4.25246974231717e-17,1.374034969060909e-25,5.173698406768289e-20,5.230868482807222e-12
1.8036703205266425e-09,0.6591274476249998,7.290889866949255e-13,7.229845557425455e-15,6.47986326106649e-16,1.2483826829561517e-16,0.0,0.0,2.397155331284141e-15,3.454452111089548e-25,2.2329897203882505e-16,3.328376094575822e-15,3.966009287813649e-20,4.974577972096582e-33,6.506116301229335e-22,1.0098145736752594e-13,5.327744676844198e-12,3.2774508154864055e-13,4.745166406034981e-25,2.673924758751261e-26,9.35184489122938e-13,5.7759079013848006e-21,1.0927024540824627e-12,1.8323361789286443e-29,4.2777082115631955e-18,1.8543979909535002e-20,1.4083407835525903e-23,1.2706857768706688e-25,9.172528013975134e-26,1.1632985873748797e-26,8.46121984159849e-22,1.4860450454307473e-32,2.16775590827128e-25,4.727545691396689e-32,3.76,0.0,0.5268901853672368,0.9994862922268671,3.533420105847593e-17,2.5970646058868364e-21,7.967108661868323e-05,7.774049864131702e-05,1.930580606487509e-06,4.4025161258311314e-12,0.0005137077727422024,4.403103798883268e-16,2.0660253025756624e-17,2.190006491417154e-24,4.1119837310340966e-24,3.2759721049558683e-13,4.74923605988526e-14,4.58256272124937e-13,2.584536761497519e-13,4.752891178305215e-15,2.4147087772225e-18,9.255698612826069e-19,4.68919682016515e-19,3.782720649145574e-21,2.7068084307382794e-20,2.9060737199395315e-15,1.516253017832933e-20,9.64420512997192e-16,3.0648426169456567e-23,1.2002420085413322e-12,4.4100813948042895e-17,1.4688051792139623e-25,5.539705851677414e-20,5.327826401200511e-12
1.8364966666649367e-09,0.6591276283793509,7.51672581014291e-13,7.573364744370712e-15,6.808434948748524e-16,1.315542925588685e-16,0.0,0.0,2.4869021123151626e-15,3.715827679534073e-25,2.353825992688787e-16,3.538922848779115e-15,4.200141128716985e-20,5.226773589011933e-33,6.709084629938334e-22,1.0445108153140446e-13,5.4246993430798936e-12,3.407078586802854e-13,5.079088316735791e-25,2.8227854452855546e-26,9.697033234158404e-13,6.096919683123287e-21,1.1107225276553315e-12,1.9876443008943712e-29,4.431947811811478e-18,1.9866216853911524e-20,1.5069564984552358e-23,1.3465429150105692e-25,9.682485036318425e-26,1.2278655569923286e-26,8.924765615137398e-22,1.6458718300962403e-32,2.362443521839271e-25,5.081053364935846e-32,3.76,0.0,0.5268887354850116,0.9994859332940207,3.723485636991325e-17,2.7419694758620455e-21,8.112096875938246e-05,7.917227295366625e-05,1.9486882051017854e-06,4.527020708432401e-12,0.0005140667055737846,4.568949358276637e-16,2.1422349558892953e-17,2.3397563888833997e-24,4.448549875627189e-24,3.405525688273025e-13,4.855905613498627e-14,4.722061342717875e-13,2.663672804480787e-13,4.993532254985661e-15,2.585367063008408e-18,9.810484383111928e-19,5.013924312867792e-19,4.028894853299224e-21,2.8421517131683105e-20,3.0308823466820858e-15,1.587012307421154e-20,1.0133995859829684e-15,3.3416100217535075e-23,1.2220844708762035e-12,4.570505960731208e-17,1.568194488167423e-25,5.923814240367743e-20,5.424784053467798e-12
