Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285)
3.7388301070459387e-10,0.731776675483959,1.5531609174198677e-25,2.8446105886207447e-15,1.0398761197872059e-26,3.019886708109926e-34,0.0,0.0,5.195110460587544e-26,7.270310169489545e-55,1.385689227813812e-26,6.0700742555454325e-34,2.1623707423022926e-23,9.265712804491874e-45,1.448637137032495e-33,2.236072830933773e-30,4.280935067671378e-40,2.63171385334208e-34,1.0387266673574642e-26,1.93424035537848e-25,1.7285575277293532e-12,7.54116393301928e-21,4.366563594356844e-34,2.7480165874292185e-66,3.6889323399391783e-47,3.3935890942090925e-40,2.069965191051773e-36,3.3688950881785187e-59,1.5031397847898089e-83,3.931699139060499e-84,7.101363164186615e-52,2.863052150473779e-44,1.0659322544255403e-36,1.2947149707926143e-67,3.76,0.0,0.6323852143860385,0.9994063213742023,8.55305540434768e-35,5.9690700932897445e-59,0.00011321722249231754,0.0001090110148845473,4.206197252564488e-06,6.897721732466965e-12,0.0005936786257961001,3.6891703951081254e-16
3.902079566315805e-10,0.7317773462442893,1.7702016703707707e-25,2.9883583199720414e-15,1.2162978676422172e-26,3.7556990680053456e-34,0.0,0.0,6.000199688889458e-26,1.0063168683860633e-54,1.7142133835704624e-26,7.549772955527072e-34,2.5655083795949748e-23,1.1845923543280214e-44,1.7720440383195985e-33,2.6670879836389677e-30,5.711613667277026e-40,3.2729459341143327e-34,1.214925920721067e-26,2.198964177305081e-25,1.883123655706023e-12,8.573210897510642e-21,5.4291745755929e-34,4.35719476728195e-66,5.141197795697734e-47,4.527704759405762e-40,2.5683251374117863e-36,4.968489087704693e-59,2.7945027577976487e-83,7.309030151950545e-84,1.0337137856250522e-51,3.8158706180709983e-44,1.3607862849563832e-36,2.133453129647302e-67,3.76,0.0,0.6323802714164445,0.9993912665809901,1.0637055365226696e-34,9.062103902487834e-59,0.00011816019224096305,0.00011379829598796706,4.361885016166485e-06,7.470177565518151e-12,0.0006087334190083391,4.0459577619638026e-16
4.065329025585671e-10,0.7317780169993772,2.0071922879481292e-25,3.1338968823839507e-15,1.4128579816336022e-26,4.63013511459246e-34,0.0,0.0,6.89655374673441e-26,1.3769601183237225e-54,2.1022858169533287e-26,9.308412494740691e-34,3.022549917542784e-23,1.498716329456812e-44,2.148907743036818e-33,3.159011577720953e-30,7.528022622450034e-40,4.034983268057926e-34,1.41123215148914e-26,2.486813267406444e-25,2.0443333814088786e-12,9.695403707620983e-21,6.691609853809736e-34,6.777336767000725e-66,7.065901080953117e-47,5.967588525068028e-40,3.15909780711632e-36,7.213150318243705e-59,5.0616298274749456e-83,1.323799319073914e-83,1.4812953815369004e-51,5.024112712313184e-44,1.7191689796516778e-36,3.4436167079814085e-67,3.76,0.0,0.6323753284854868,0.9993768344069732,1.3113671387905244e-34,1.3519895178401251e-58,0.00012310312335975687,0.0001185876250222577,4.5154861864809545e-06,8.061909370961706e-12,0.0006231655930253197,4.4206693797809804e-16
4.2285784848555375e-10,0.7317786877492232,2.265137554745727e-25,3.281237194888959e-15,1.6307852163797743e-26,5.6623702558830944e-34,0.0,0.0,7.891571848860889e-26,1.8643070618539304e-54,2.557657880003361e-26,1.1384610903499413e-33,3.538099005348881e-23,1.8779747513810744e-44,2.585168408355563e-33,3.7176320508576404e-30,9.811242046585245e-40,4.934536504277483e-34,1.628871188909115e-26,2.798757547022672e-25,2.2121895389409723e-12,1.0911521867278365e-20,8.181429411694363e-34,1.0356938390611909e-65,9.587131950506947e-47,7.77751113969542e-40,3.8547986246578934e-36,1.032112802486681e-58,8.950471917642943e-83,2.3407562713341617e-83,2.0921959145383326e-51,6.5410211950553095e-44,2.151170694066283e-36,5.453454871357375e-67,3.76,0.0,0.6323703855931656,0.9993629991025684,1.6037212898718087e-34,1.984891923987349e-58,0.00012804601584899373,0.0001233789740447655,4.667028706824519e-06,8.672543266188038e-12,0.0006370008974298152,4.813413779641765e-16
4.391827944125404e-10,0.7317793584938274,2.545062943894899e-25,3.4303893323283035e-15,1.8713151376230367e-26,6.873366952001617e-34,0.0,0.0,8.993092837108259e-26,2.4996552474652558e-54,3.088726141673403e-26,1.3820589697084187e-33,4.1169479666927873e-23,2.332374918941302e-44,3.087117075805359e-33,4.3490512898250084e-30,1.2654922911770302e-39,5.9898736429050675e-34,1.8690755274530145e-26,3.135767084779857e-25,2.3866949239044803e-12,1.2225345323368448e-20,9.92874787580441e-34,1.5570608335421648e-65,1.2854400122840469e-46,1.003170773432794e-39,4.669079298238173e-36,1.4571612527814462e-58,1.5479619362015363e-82,4.048094866663291e-83,2.915803503202855e-51,8.42798329211074e-44,2.6679477312114833e-36,8.485497621685191e-67,3.76,0.0,0.6323654427394801,0.999349735983115,1.9467050690544417e-34,2.8711065579512518e-58,0.00013298886970896864,0.00012817231548704373,4.816540146301767e-06,9.301710872025387e-12,0.0006502640168830526,5.22429107797998e-16
4.55507740339527e-10,0.7317800292331893,2.8480154307748327e-25,3.5813625767808336e-15,2.1356886934580777e-26,8.285969885445994e-34,0.0,0.0,1.0209412785943147e-25,3.3214361573427655e-54,3.704558186856298e-26,1.666236614419531e-33,4.764077795767519e-23,2.8729554426301337e-44,3.661397186258307e-33,5.059691012247046e-30,1.616658314247987e-39,7.220902972782017e-34,2.1330828960291566e-26,3.4988120912159733e-25,2.567852293916261e-12,1.3640654443684793e-20,1.1966368872136155e-33,2.305684376767633e-65,1.7046474471862372e-46,1.2815405127951562e-39,5.6167878637857584e-36,2.0318465869634565e-58,2.6226291464246432e-82,6.858179675922978e-83,4.0135937802361114e-51,1.0755348943704841e-43,3.2817800702875084e-36,1.2989350246533356e-66,3.76,0.0,0.6323604999244302,0.9993370213848316,2.3467886468109765e-34,4.096212448017631e-58,0.00013793168493997666,0.00013296762214984084,4.9640477048166e-06,9.949049236909738e-12,0.0006629786151664552,5.653393489742233e-16
4.881576321935003e-10,0.731781370696188,3.527301992924867e-25,3.888805833014625e-15,2.740950086677986e-26,1.1817373801954786e-33,0.0,0.0,1.302202565547027e-25,5.722759017372852e-54,5.230293834950708e-26,2.3767550846881842e-33,6.284047353957099e-23,4.262303053657553e-44,5.055292952595281e-33,6.745956282780487e-30,2.57016816589528e-39,1.029838653114438e-33,2.7374764717963425e-26,4.306890030073735e-25,2.950133832652825e-12,1.6790853123272542e-20,1.7058008905812553e-33,4.853923099663734e-65,2.9093231913899113e-46,2.0373852500496167e-39,7.978238905836473e-36,3.819637138851452e-58,7.141356134610309e-82,1.8673192409995176e-82,7.353131733458932e-51,1.7062796849194708e-43,4.8556948070354445e-36,2.9138291498024466e-66,3.76,0.0,0.6323506144102362,0.9993131479540054,3.346968295383926e-34,8.0328226036551e-58,0.00014781719951627328,0.00014256402415653831,5.2531581619975135e-06,1.1296813130419859e-11,0.0006868520459923933,6.566605817421543e-16
5.175425348620762e-10,0.7317825779949596,4.228384849660223e-25,4.171811495833637e-15,3.3797468082387855e-26,1.5956322642931943e-33,0.0,0.0,1.6039199974549861e-25,9.107411006639725e-54,6.998964936215742e-26,3.209643044226816e-33,7.939372580229735e-23,5.941278400065288e-44,6.631066847581152e-33,8.605726079859196e-30,3.7980090551575134e-39,1.3905322785585074e-33,3.375317890281105e-26,5.132937348507496e-25,3.316963910899286e-12,2.0011045411646628e-20,2.3022361778496673e-33,9.092896118859322e-65,4.564942728481265e-46,3.0106858283562344e-39,1.0735539830953261e-35,6.511859539027893e-58,1.6590647972158656e-81,4.3378452555336043e-82,1.2250189903435474e-50,2.5166178033594834e-43,6.752383416326078e-36,5.759521217702718e-66,3.76,0.0,0.6323417175795927,0.9992933198612708,4.519219464270305e-34,1.4172755940109734e-57,0.00015671403052683745,0.00015120724153957268,5.506769784179803e-06,1.2568412005078069e-11,0.0007066801387269289,7.45160668257324e-16
5.469274375306521e-10,0.7317837852767478,5.021426879819423e-25,4.460830530009264e-15,4.115217583545938e-26,2.1200258136598928e-33,0.0,0.0,1.9580103021136938e-25,1.4192971135984544e-53,9.216686715459387e-26,4.265040359354417e-33,9.902014923885509e-23,8.124181762447515e-44,8.560702823975274e-33,1.0837334683911725e-29,5.4880301947234514e-39,1.847521343001528e-33,4.10964474592799e-26,6.0584342285395185e-25,3.7053876240724786e-12,2.3618860501669796e-20,3.0575116840717274e-33,1.643935963648077e-64,6.981153396317752e-46,4.35034614713062e-39,1.421746009189819e-35,1.0783513007733663e-57,3.670320266351819e-81,9.5959958896199e-82,1.9826520808421296e-50,3.629518806068131e-43,9.211951527100967e-36,1.0954883222965072e-65,3.76,0.0,0.6323328208741237,0.999274943336461,6.004429769672351e-34,2.4213616287084857e-57,0.00016561073638414597,0.00015985641959293914,5.754295486112132e-06,1.3893479786882742e-11,0.0007250566635366134,8.396778424482081e-16
5.76312340199228e-10,0.731784992541553,5.913418786128118e-25,4.755894226016065e-15,4.9546496293240326e-26,2.776371502415582e-33,0.0,0.0,2.3711970604138868e-25,2.1706086025557644e-53,1.1964004327577076e-25,5.5861855094579466e-33,1.2207844708019826e-22,1.0920028794153242e-43,1.0895760561964723e-32,1.3490640624516138e-29,7.772650853255771e-39,2.419501762321842e-33,4.9477198329463996e-26,7.089043379748407e-25,4.115419746579403e-12,2.7636357918931655e-20,4.002346551269816e-33,2.878951739110251e-64,1.0433661590994393e-45,6.161329214035014e-39,1.8562407070334434e-35,1.7397799252389306e-57,7.771403358217677e-81,2.0317166395779847e-81,3.1267256314059606e-50,5.130644542810308e-43,1.2354211924391165e-35,2.0129787376962002e-65,3.76,0.0,0.632323924293828,0.9992579121105877,7.863360673226854e-34,4.0191757219449955e-57,0.00017450731708992565,0.00016851141240371403,5.995881184345469e-06,1.5270086369117406e-11,0.0007420878894097542,9.402431227187745e-16
6.05697242867804e-10,0.7317861997893755,6.911641916699923e-25,5.057028784001575e-15,5.905311840132654e-26,3.588924860488517e-33,0.0,0.0,2.850824280313836e-25,3.263818005174776e-53,1.533056499731434e-25,7.221970917279334e-33,1.4894712204403738e-22,1.445310334978314e-43,1.369150859670088e-32,1.6619369737397186e-29,1.0811552682075227e-38,3.1276113455571e-33,5.896785875420996e-26,8.230428590732268e-25,4.5470746928720225e-12,3.2085599949571504e-20,5.171444215832676e-33,4.899583763106718e-64,1.5274417762302642e-45,8.570206950178022e-39,2.392676744117929e-35,2.741835039588074e-57,1.5824191064808372e-80,4.136800401742212e-81,4.817279183228706e-50,7.1229518558475604e-43,1.6315326452210507e-35,3.586099894973081e-65,3.76,0.0,0.6323150278387035,0.9992421276965912,1.0164709740101106e-33,6.500589833268284e-57,0.00018340377264590486,0.00017717207755750669,6.231669296848895e-06,1.66963529182265e-11,0.0007578723034061128,1.046882457069331e-15
6.350821455363799e-10,0.7317874070202153,8.023683641162888e-25,5.364255898706305e-15,6.974444492703985e-26,4.584955832812697e-33,0.0,0.0,3.4048896528780874e-25,4.832725091453085e-53,1.9415605335578083e-25,9.227372066669356e-33,1.8002447399717772e-22,1.88639984150509e-43,1.7006907632167873e-32,2.0281235537976373e-29,1.479527158567555e-38,3.995614859218308e-33,6.964055175012072e-26,9.488254636516255e-25,5.000366526081605e-12,3.6988651271711493e-20,6.603789718345341e-33,8.12575647223755e-64,2.1946712077567917e-45,1.172800704107948e-38,3.0486367802372897e-35,4.230318294926727e-57,3.1109005296090713e-80,8.132235763931105e-81,7.266943357647773e-50,9.728884571722521e-43,2.1248862101501042e-35,6.212504256257008e-65,3.76,0.0,0.6323061315087489,0.9992274988184957,1.2985712091770604e-33,1.0270493416293274e-56,0.0001923001030538135,0.00018583827605453355,6.461798826936576e-06,1.8170450605298672e-11,0.0007725011815013484,1.1596173065550517e-15
6.644670482049558e-10,0.7317886142340729,9.25745272598634e-25,5.677593285413597e-15,8.169251199650066e-26,5.79496774428292e-33,0.0,0.0,4.042077804579649e-25,7.056122573719638e-53,2.4328438596190216e-25,1.1663889979386142e-32,2.157285972882809e-22,2.431064899712019e-43,2.090458910499645e-32,2.4538059333307474e-29,1.9949016801037576e-38,5.050094848405559e-33,8.15670150333858e-26,1.086818718784598e-24,5.4753089664431056e-12,4.2367578596018486e-20,8.342955757387531e-33,1.3163772222151236e-63,3.100221671658158e-45,1.5813239846606395e-38,3.8438013079335573e-35,6.402164512223253e-57,5.92424937961231e-80,1.5485994782099486e-80,1.075416447964554e-49,1.3092687669428048e-42,2.732683579313623e-35,1.0492787304801093e-64,3.76,0.0,0.6322972353039623,0.9992139408828635,1.6412760567891485e-33,1.5884943692026058e-56,0.00020119630831538283,0.00019450987222773323,6.686405445153765e-06,1.9690599368699226e-11,0.0007860591171330952,1.278465169882641e-15
6.938519508735317e-10,0.7317898214309485,1.0621194708735605e-24,5.997055153717437e-15,9.496892689967132e-26,7.252922705612658e-33,0.0,0.0,4.771793545435365e-25,1.0170738028913356e-52,3.018894186633618e-25,1.4600006716825037e-32,2.564973777599367e-22,3.096935615721634e-43,2.545083001183756e-32,2.945589000423106e-29,2.6536709740881725e-38,6.320648071065989e-33,9.48185381637906e-26,1.237589272234728e-24,5.97191539951904e-12,4.82444503149879e-20,1.043741724281462e-32,2.087381766106168e-63,4.312004174499294e-45,2.10350994702359e-38,4.800110523462744e-35,9.519828889480951e-57,1.0959640374220525e-79,2.8647383672928355e-80,1.5638803035374255e-49,1.7382837580368477e-42,3.4740748285123787e-35,1.7316530576905956e-64,3.76,0.0,0.632288339224342,0.9992013754887327,2.054204413035861e-33,2.409598969669174e-56,0.00021009238843234553,0.00020318673366283082,6.905621569213636e-06,2.125506670644892e-11,0.000798624511263917,1.4034400559234768e-15
7.232368535421076e-10,0.731791028610842,1.2123507270969186e-24,6.322652631871427e-15,1.096448228883911e-25,8.99647359347255e-33,0.0,0.0,5.604195112357553e-25,1.4487335822323338e-52,3.712804318163492e-25,1.8111654175849453e-32,3.0278848943601217e-22,3.903580122337016e-43,3.071552469858477e-32,3.5105123455987366e-29,3.486524552253766e-38,7.840087661638511e-33,1.0946591663139557e-25,1.4017038437582638e-24,6.490198884222441e-12,5.464133616096698e-20,1.2940874501245802e-32,3.2456900135338397e-63,5.912794884071939e-45,2.763684130161151e-38,5.94193473083141e-35,1.3928837784297513e-56,1.974424235327775e-79,5.1607497443786875e-80,2.2380407961872357e-49,2.279458834963455e-42,4.370260667070145e-35,2.797808362712284e-64,3.76,0.0,0.6322794432698862,0.9991897299744658,2.548020488730651e-33,3.590666964807538e-56,0.00021898834340643562,0.00021186873112035543,7.119576441981262e-06,2.2862166498402878e-11,0.00081027002553037,1.5345529069024358e-15
7.526217562106836e-10,0.731792235773754,1.377335560947357e-24,6.654394147596746e-15,1.2579082768147936e-25,1.1067202484516083e-32,0.0,0.0,6.550227407185311e-25,2.0410610647810098e-52,4.528820855779719e-25,2.228269593455532e-32,3.550793908929943e-22,4.872604933992735e-43,3.677215461304871e-32,4.1560621703149917e-29,4.5288971264034844e-38,9.644650919174474e-33,1.2557941959881777e-25,1.5797292165977276e-24,7.03017216064737e-12,6.158030687255474e-20,1.5912584945696177e-32,4.956551237283387e-63,8.002581314665513e-45,3.589933134205092e-38,7.296253585037038e-35,2.0079011623009386e-56,3.4713288026238346e-79,9.073031099868046e-80,3.155944087575642e-49,2.9552628306131273e-42,5.444593588727766e-35,4.4330239258303416e-64,3.76,0.0,0.632270547440593,0.9991789369978646,3.134501339606894e-33,5.263781632824098e-56,0.0002278841732393884,0.0002205557384595277,7.328396207586558e-06,2.451025785697857e-11,0.0008210630021313331,1.6718119781308482e-15
7.820066588792595e-10,0.7317934429196845,1.5580087805537087e-24,6.9922857697502686e-15,1.4347704358895277e-25,1.351086551906788e-32,0.0,0.0,7.62165522880966e-25,2.8463617012007684e-52,5.482392893030096e-25,2.720542209865142e-32,4.138673213199333e-22,6.0277541757899625e-43,4.369775678578356e-32,4.8901831585763173e-29,5.821437856704715e-38,1.1774212698833024e-32,1.4322876920978118e-25,1.772232229160131e-24,7.591847657711937e-12,6.908343386916118e-20,1.9417703149949006e-32,7.444296350183474e-63,1.0701144495369997e-44,4.614476526730879e-38,8.892844561771727e-35,2.8549937328066226e-56,5.967346390817835e-79,1.5596342843800714e-79,4.390176078809349e-49,3.791384382356896e-42,6.722677927298765e-35,6.898568045677481e-64,3.76,0.0,0.6322616517364612,0.9991689341468832,3.826606217648635e-33,7.600848826759301e-56,0.0002367798779329404,0.0002292476325639707,7.5322039857149865e-06,2.619774400568628e-11,0.0008310658531123721,1.8152231786779616e-15
8.113915615478354e-10,0.7317946500486339,1.7553450191982458e-24,7.33633151476824e-15,1.6277303724325522e-25,1.6377644155693147e-32,0.0,0.0,8.831096498846991e-25,3.9317593532583994e-52,6.590220699407515e-25,3.2981057070086963e-32,4.796692962730526e-22,7.395007663110222e-43,5.157289159615307e-32,5.721290311034454e-29,7.410500729581237e-38,1.4272504372963996e-32,1.624831294509308e-25,1.9797797668792057e-24,8.175237500618972e-12,7.717278893350615e-20,2.3527629249868065e-32,1.1009709688933702e-62,1.4150887302245797e-44,5.874055493679579e-38,1.0764481026810662e-34,4.0081328684064876e-56,1.0046713912718291e-78,2.6257351250354698e-79,6.030668363955384e-49,4.8170186730062694e-42,8.232468874880846e-35,1.0557805075193797e-63,3.76,0.0,0.6322527561574887,0.9991596635785831,4.638547732472192e-33,1.0823202615605385e-55,0.0002456754574888293,0.00023794429326919265,7.731119944125495e-06,2.7923071184704608e-11,0.0008403364214123597,1.9647903768902764e-15
8.407764642164113e-10,0.7317958571606021,1.970360271768844e-24,7.686533620910282e-15,1.8374783757672606e-25,1.972240281892991e-32,0.0,0.0,1.0192055480309141e-24,5.382817248964235e-52,7.870304393518362e-25,3.972028024282453e-32,5.530221031296493e-22,9.002677826496195e-43,6.04816102166953e-32,6.65828074245841e-29,9.348655926760735e-38,1.7187338363777343e-32,1.8341110320526347e-25,2.2029387542604694e-24,8.780353518137836e-12,8.587044390190485e-20,2.8320365649326043e-32,1.6051489997837864e-62,1.8519919773702649e-44,7.410338125211651e-38,1.2947140308208155e-34,5.560898172452652e-56,1.6591025684094218e-78,4.33596609352444e-79,8.187895059713261e-49,6.065164286148571e-42,1.0004370509497653e-34,1.5909672759251987e-63,3.76,0.0,0.6322438607036737,0.99915107168451,5.5858648234047356e-33,1.5212991629407742e-55,0.000254570911908794,0.0002466456032918088,7.925261369429895e-06,2.9684727582977175e-11,0.0008489283154851168,2.1205156737788374e-15
8.701613668849872e-10,0.7317970642555901,2.2041134309334826e-24,8.04289279319935e-15,2.0646994072096446e-25,2.3604952926949112e-32,0.0,0.0,1.171895598873336e-24,7.307910856771922e-52,9.341992604673056e-25,4.754375959932891e-32,6.344822962471594e-22,1.0881505484078517e-42,7.051142208593608e-32,7.710545443488876e-29,1.1695222007895757e-37,2.0570838236075917e-32,2.0608073617216828e-25,2.4422761471073547e-24,9.407207249711366e-12,9.519847036216685e-20,3.3880881987756704e-32,2.3092540614053946e-62,2.4005411774814616e-44,9.270341195798321e-38,1.5480222161299027e-34,7.630710187801401e-56,2.69098370403933e-78,7.032501429454189e-79,1.0996494936768165e-48,7.572929908271395e-42,1.2071332900172047e-34,2.3631191982609854e-63,3.76,0.0,0.6322349653750148,0.9991431087806721,6.685497538511301e-33,2.1126583288528326e-55,0.00026346624119457436,0.0002553514481604625,8.114742736172469e-06,3.1481242296236994e-11,0.0008568912193229871,2.2823996471654633e-15
8.995462695535632e-10,0.7317982713335972,2.457707823010609e-24,8.405408421866733e-15,2.3100732063515765e-25,2.809032328021445e-32,0.0,0.0,1.3427174595238055e-24,9.843482193626744e-52,1.1026031122128422e-24,5.65826981698414e-32,7.246261918338107e-22,1.3064754467705631e-42,8.175326274551455e-32,8.88798100806273e-29,1.4516818716561896e-37,2.4479674333567513e-32,2.3055952646058428e-25,2.6983589249261123e-24,1.0055809952392176e-11,1.0517893935892599e-19,4.03014883185912e-32,3.2811923805395834e-62,3.0837223284735303e-44,1.150686828785228e-37,1.840677801257802e-34,1.036378552757776e-55,4.2920208245721115e-78,1.1216232725696308e-78,1.461935475285346e-48,9.381850604991667e-42,1.4468948352694193e-34,3.463095811859463e-63,3.76,0.0,0.6322260701715101,0.9991357288202927,7.955863615209231e-33,2.9010242774401402e-55,0.0002723614453479116,0.0002640617161484061,8.299675774250675e-06,3.3311184310332295e-11,0.0008642711797020576,2.45044156939236e-15
9.289311722221391e-10,0.7317994783946241,2.732292743509363e-24,8.774078776962905e-15,2.574274443387216e-25,3.3249036785523817e-32,0.0,0.0,1.5333073820984385e-24,1.3160322924776988e-51,1.2944611531232427e-24,6.697939330304197e-32,8.240498625378413e-22,1.5588305117082497e-42,9.430146233275306e-32,1.0201001327942506e-28,1.7887940209057693e-37,2.8975304936442476e-32,2.569144387302042e-25,2.9717540835068805e-24,1.0726172607612673e-11,1.1583392110621063e-19,4.768221643902222e-32,4.608341885917199e-62,3.928182232919448e-44,1.4178964099996792e-37,2.1773751363620583e-34,1.3940907702261987e-55,6.739059927363539e-78,1.7610480758236788e-78,1.9252190932417643e-48,1.1538213397779044e-41,1.7235546868559752e-34,5.011588656502678e-63,3.76,0.0,0.6322171750931578,0.999128889127586,9.416936855214291e-33,3.9418364455762566e-55,0.00028125652437054754,0.0002727762982076964,8.480169534719593e-06,3.517316150920218e-11,0.0008711108724085374,2.6246396012513437e-15
9.58316074890715e-10,0.7318006854386714,3.0290649923144336e-24,9.148901181499702e-15,2.8579729080560913e-25,3.915739349522417e-32,0.0,0.0,1.7454035322536527e-24,1.747105333816055e-51,1.5121419835742031e-24,7.888780870773285e-32,9.333691317621867e-22,1.849074666595279e-42,1.0825371495039465e-31,1.166054925603643e-28,2.189154853566282e-37,3.4124222922618e-32,2.8521192193776656e-25,3.263028627678233e-24,1.1418305927792912e-11,1.271854847070757e-19,5.61312093191135e-32,6.402173529957499e-62,4.964650052047294e-44,1.7352384805038407e-37,2.5632229739799974e-34,1.8584115471245724e-55,1.0426851882467797e-77,2.7246582693364384e-78,2.5128668090431244e-48,1.4093391890961556e-41,2.0412290889148775e-34,7.167384627619463e-63,3.76,0.0,0.6322082801399563,0.9991225501509742,1.1090327288094913e-32,5.303455500330088e-55,0.0002901514782642254,0.00028149508790496883,8.656330454019825e-06,3.706581970689279e-11,0.0008774498490199839,2.8049909644942448e-15
9.87700977559291e-10,0.7318018924657387,3.349270408491145e-24,9.529872165201077e-15,3.1618337273493688e-25,4.5897759946057843e-32,0.0,0.0,1.9808493067628934e-24,2.3038985934768215e-51,1.7581685065607646e-24,9.247415923468017e-32,1.053219567711442e-21,2.1813468551890222e-42,1.2371104907069112e-31,1.327810824033749e-28,2.6619687234076173e-37,3.999820791911702e-32,3.155179299028621e-25,3.572749564232506e-24,1.2132220362790072e-11,1.3925569788012963e-19,6.576511858488372e-32,8.803755312152699e-62,6.228389608193729e-44,2.110008434654833e-37,3.0037708571007362e-34,2.45644195389782e-55,1.5911614971547444e-77,4.157767988193568e-78,3.252609416630123e-48,1.7104189722417373e-41,2.4043269400025114e-34,1.013752172600992e-62,3.76,0.0,0.6321993853119038,0.9991166752343499,1.2999363119032585e-32,7.069588965674039e-55,0.000299046307030689,0.00029021798135874855,8.82826241666632e-06,3.898784170304264e-11,0.0008833247656439615,2.9914920949980054e-15
9.999999999999999e-10,0.7318030994758266,3.490557060972939e-24,9.691151536911566e-15,3.295158172039507e-25,4.8986936229444314e-32,0.0,0.0,2.086789920680011e-24,2.5817937003803596e-51,1.870193787086871e-24,9.870122896975568e-32,1.1066653451666078e-21,2.3339452312878737e-42,1.3065236485600202e-31,1.4004905102187824e-28,2.8837734315559336e-37,4.2690313306775214e-32,3.288144305573501e-25,3.70799477073237e-24,1.2437497079669488e-11,1.4452629770683033e-19,7.017887521583274e-32,1.003034874665167e-61,6.834250499431247e-44,2.2858187240396448e-37,3.205823652383827e-34,2.7540888313647118e-55,1.891723036478137e-77,4.943086600248175e-78,3.6150233418836856e-48,1.8514383207105925e-41,2.5709026021656952e-34,1.1684080037440596e-62,3.76,0.0,0.632195662427423,0.9991143458384849,1.3874293025238786e-32,7.952563691080359e-55,0.00030276919181674694,0.00029387013384801227,8.89899328995752e-06,3.980071141365848e-11,0.0008856541615087248,3.0713766304010124e-15
1.0170858802278669e-09,0.7318030994758266,3.6942054046869825e-24,9.916987600730704e-15,3.486517605426693e-25,5.355886478453708e-32,0.0,0.0,2.2415966500861785e-24,3.018858612555043e-51,2.0352227869537598e-24,1.079175083727029e-31,1.1842564771778865e-21,2.560075068505495e-42,1.407777990911509e-31,1.506571393044752e-28,3.2174114915231198e-37,4.66745839321759e-32,3.478979440378419e-25,3.9014838950191e-24,1.2867926106193335e-11,1.5206662669279477e-19,7.670951001352114e-32,1.1990269063569114e-61,7.759683416234275e-44,2.5502716579187666e-37,3.505036739229759e-34,3.2210667877061145e-55,2.3968394739451028e-77,6.262853900323246e-78,4.177173321393881e-48,2.0633192628151065e-41,2.817559146825118e-34,1.4189685396975046e-62,3.76,0.0,0.6321904906089985,0.9991112304050918,1.5169174457077204e-32,9.342068593947997e-55,0.0003079410106716832,0.00029894487717826643,8.99606681643384e-06,4.0937946361287624e-11,0.0008887695949017934,3.1841387784495897e-15
1.0464707828964428e-09,0.7318043064689351,4.0652185011063684e-24,1.0310242824120035e-14,3.832681080007123e-25,6.223610066510199e-32,0.0,0.0,2.529709369885919e-24,3.931776851118171e-51,2.3461509091675724e-24,1.2541037843179668e-31,1.3271548990734207e-21,2.989985271305871e-42,1.5956157813524427e-31,1.7035965758681569e-28,3.866695873130029e-37,5.423648244411552e-32,3.8241699766808697e-25,4.2497986102027874e-24,1.362543310146776e-11,1.656403353011411e-19,8.90992769982215e-32,1.6182683836895675e-61,9.604349414286956e-44,3.0649153165536887e-37,4.073535875095905e-34,4.191968991323782e-55,3.566590847198542e-77,9.319103440034995e-78,5.324977814433814e-48,2.474912892081508e-41,3.2859479284674205e-34,1.9667242967538635e-62,3.76,0.0,0.6321815960312386,0.9991061841776173,1.762677882000432e-32,1.2244016271809041e-54,0.0003168355891889538,0.00030767567640374165,9.159842616075065e-06,4.291488771003817e-11,0.0008938158223759664,3.3829262702710887e-15
1.0758556855650187e-09,0.7318055134450646,4.463711859036006e-24,1.0709632740986765e-14,4.200976790200968e-25,7.203183240698819e-32,0.0,0.0,2.847366451443851e-24,5.091229559866577e-51,2.6939678331745202e-24,1.4515937338540987e-31,1.482609597714306e-21,3.476110232072954e-42,1.8017325217004884e-31,1.9202038497729887e-28,4.622138762543023e-37,6.277311096472498e-32,4.191397014392772e-25,4.618260681683973e-24,1.4404751047950857e-11,1.7999888569613367e-19,1.0307906193990324e-31,2.165474444710889e-61,1.18142913547521e-43,3.663701714990435e-37,4.716311020542211e-34,5.416786031402566e-55,5.246337546705802e-77,1.3707704389059257e-77,6.740902696530244e-48,2.952723819196805e-41,3.814836078101194e-34,2.7007368033864577e-62,3.76,0.0,0.6321727015786227,0.9991015073713228,2.0401168411788308e-32,1.5923437688305123e-54,0.00032573004258424737,0.0003164102824480964,9.319686405606577e-06,4.491745406508562e-11,0.0008984926286702962,3.587849401372064e-15
