Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50)
8.422528764526256e-10,0.8013086352019528,3.9485622917484715e-10,3.146123302621822e-12,2.007828876660008e-13,8.168206742338233e-13,0.0,0.0,6.15905344042319e-09,4.5308869868756365e-14,1.7349114460473807e-14,1.9626915512111306e-14,4.2543876703749e-12,4.5326850298988214e-27,1.4340829353629189e-18,2.3455523963322654e-12,1.4673997969226706e-10,1.1430641022433637e-11,1.175806283500118e-21,7.26494685862916e-21,1.5664680272143736e-10,3.8091292778501064e-18,6.411496276497528e-11,1.9552864628864695e-20,1.6926538984311522e-16,6.3166284015872005e-15,4.4050634569625165e-09,1.1818784963471288e-12,1.2664603213851307e-23,4.856025330709952e-22,2.9214079998439994e-20,4.610572148090282e-19,2.7798142350085797e-12,1.8643382257655666e-16,3.76,0.0,0.7659570747431197,0.9986867313273473,1.4224728068032533e-15,4.066377876841849e-08,0.0010844018562698584,0.0010527229992632278,3.1673569952242296e-05,3.035456806096225e-10,0.0013132624967918366,5.2753342893384445e-14,6.944536119554626e-15,5.721145022258208e-17,4.572711803118692e-18,7.166891540203564e-12,1.905063564921191e-12,1.8181405148132682e-11,1.3060032605612809e-11,7.308576102481016e-14,1.3742331408220626e-16,1.0803965221660715e-11,8.668153756363198e-13,1.530960650223957e-20,1.5500296566115948e-19,3.830879743241905e-14,8.486714636070539e-18,1.4987242509981292e-14,5.127726898303136e-22,6.653148644405152e-11,2.7751076536937254e-16,9.536402699865999e-22,2.4843819780214676e-19,1.4097398531433341e-10,1.3236918719208158e-09,3.5026024344165805e-10,1.725617295247788e-14,4.699280009799301e-09,2.1168860913680802e-13,5.3343756958608635e-20,5.496262917276086e-23,4.354206506209185e-16,2.5293209354838683e-23,4.5983539130389255e-22,1.2687691144266195e-26,4.0669018442376745e-08,2.5082463536045713e-15,8.188155010401983e-31,4.415706256935041e-31,8.881581399092782e-27,4.209026384850893e-09,1.2252064983080195e-11,7.061208220742692e-22,3.2731519894692235e-17,1.0430705784524622e-18,2.2728544762201957e-21,1.544090471261574e-13,9.265579070039846e-16,8.239314594789694e-28,6.971852608856157e-25,1.9344871922681865e-14,2.0891508730780335e-20,1.2529626612657158e-22,8.299347578879645e-28,1.427566054660786e-26,2.3372147929848662e-28,6.539074368440819e-23,1.363229924082295e-20,1.9987711161115563e-19,1.977743692022609e-17,3.614664173153724e-21,1.3992958385298015e-17,9.709830394819014e-24,1.0565468143756449e-23,5.4399120261803355e-30,1.7423668242455022e-14,5.076884236787217e-13
8.759371887733704e-10,0.8013149171973807,4.2730068702996555e-10,3.5078746804292334e-12,2.250772513232145e-13,9.189274738417118e-13,0.0,0.0,6.405173060600472e-09,4.900270663177354e-14,2.0086230528246556e-14,2.2608821744523665e-14,4.7497336084631775e-12,5.1245030623537464e-27,1.5489818921540186e-18,2.531584438216429e-12,1.5283799398493805e-10,1.2583778470918248e-11,1.3882792971928104e-21,8.748953680658308e-21,1.7000169993515217e-10,4.3047470683389024e-18,6.657972578645801e-11,2.1988412292438994e-20,1.830248475494203e-16,7.343677463007056e-15,4.718344181180693e-09,1.3195809260178858e-12,1.427923328381818e-23,5.637186463435188e-22,3.290389082728521e-20,5.340475914263341e-19,3.103090172990851e-12,2.1673989410328353e-16,3.76,0.0,0.7659137361466671,0.9986722101736367,1.6421630581774166e-15,4.22888598872269e-08,0.0011277385838212772,0.0010952558465370484,3.247706145820743e-05,3.238660173573479e-10,0.0013277834027263168,5.729592342398275e-14,7.555230419797749e-15,6.242710525013584e-17,5.131735230234e-18,7.823237866097096e-12,2.0167674091248687e-12,1.9476390322106057e-11,1.400101148366168e-11,8.152577802225038e-14,1.5315883449795935e-16,1.1549990098119847e-11,9.364326549636336e-13,1.7214804907877194e-20,1.7052194725152404e-19,4.245874905437305e-14,9.593307459346055e-18,1.6733383845714235e-14,5.894423856116001e-22,6.919069442775869e-11,3.002166450980936e-16,1.1358236721887162e-21,2.8778405096593774e-19,1.4660736894821694e-10,1.3795139633716812e-09,3.78853228163487e-10,1.7946848925906723e-14,4.885919779729436e-09,2.280299935353484e-13,6.200868809356628e-20,6.53420418438648e-23,4.872923208351033e-16,2.9459487731386905e-23,5.211186683854604e-22,1.4913351774874456e-26,4.229452579016973e-08,2.722306183955001e-15,9.586268564256674e-31,5.127757667450662e-31,1.1065631473047904e-26,4.499637203123881e-09,1.3244951734200458e-11,7.872171019350154e-22,3.6720840439745296e-17,1.1657112822841493e-18,2.6034023759066214e-21,1.7354407819053502e-13,9.925797274693897e-16,1.0255501569782882e-27,7.905546326187121e-25,2.091583290193342e-14,2.3973205611163327e-20,1.4526741134121362e-22,9.747383126304349e-28,1.6553579770185565e-26,2.742219638036116e-28,7.876707228378918e-23,1.593339591498822e-20,2.250329929568254e-19,2.2239347113672877e-17,4.149195540177083e-21,1.6173274302649334e-17,1.0879098595906866e-23,1.2381424552285824e-23,6.602857884076412e-30,1.8128481992930692e-14,5.439305870774041e-13
9.096215010941153e-10,0.8013211988387579,4.610669580778097e-10,3.894643335699433e-12,2.512846773880433e-13,1.0292541031688023e-12,0.0,0.0,6.651283056319105e-09,5.284108804101273e-14,2.312530142084054e-14,2.5898445686237073e-14,5.27944860465457e-12,5.76871631413602e-27,1.6682666845891112e-18,2.724298817022982e-12,1.5895346375265941e-10,1.380239248929704e-11,1.6277455380794321e-21,1.0461838028995599e-20,1.8393830401914509e-10,4.842972906669427e-18,6.903705591214433e-11,2.461780428467843e-20,1.9731798418564416e-16,8.487577786799026e-15,5.039227442711296e-09,1.4668512719595655e-12,1.6028367596287287e-23,6.5062067938577855e-22,3.6894139529654824e-20,6.149603439943826e-19,3.4487365165239616e-12,2.5049155417560123e-16,3.76,0.0,0.7658704000006167,0.9986588716294351,1.886274303743104e-15,4.3913849646480196e-08,0.0011710728614891535,0.0011378122352154376,3.325455078029497e-05,3.445403530759748e-10,0.0013411216990683473,6.203182001422651e-14,8.192288829706079e-15,6.787525659917114e-17,5.7309069917002855e-18,8.510533448977546e-12,2.1294124344864406e-12,2.080303477462095e-11,1.4966575191001488e-11,9.054677284026331e-14,1.7018568957017291e-16,1.2317119221947656e-11,1.008640750985095e-12,1.9267509917943973e-20,1.868244033941661e-19,4.68553073972965e-14,1.0784220128845967e-17,1.8601708464781124e-14,6.746532998811671e-22,7.184978095172861e-11,3.238203202759227e-16,1.3434782279293944e-21,3.314196331868881e-19,1.5224039886632977e-10,1.435807027731563e-09,4.085956927773856e-10,1.8637597899634578e-14,5.0726311318181855e-09,2.449140041440486e-13,7.174326592009836e-20,7.723862160020419e-23,5.429568207936769e-16,3.4110785870963097e-23,5.879712988297548e-22,1.7425602967105514e-26,4.3919958514406416e-08,2.945715091554036e-15,1.1157042479024792e-30,5.920494449698575e-31,1.3667290311757024e-26,4.796321802737944e-09,1.4277385006212966e-11,8.73768578245659e-22,4.102152390983094e-17,1.2970169641123488e-18,2.9652430622219626e-21,1.941994366696713e-13,1.0602206550217629e-15,1.2658222595391373e-27,8.924214601545061e-25,2.254800473547075e-14,2.737989995371678e-20,1.6743423996433336e-22,1.1380070597143325e-27,1.9082415206948117e-26,3.198267206953465e-28,9.418399322796484e-23,1.8513819514905517e-20,2.5224275324486274e-19,2.4898041925529268e-17,4.735404280677951e-21,1.8584644098173998e-17,1.213612553676486e-23,1.4423203377823408e-23,7.955148527469672e-30,1.8834004619754818e-14,5.81067982427574e-13
9.433058134148601e-10,0.8013274801260679,4.961613984864316e-10,4.3070328430600295e-12,2.7948239778082553e-13,1.1481289464324527e-12,0.0,0.0,6.897383781809543e-09,5.6823995972150374e-14,2.648610745207699e-14,2.9513127052988895e-14,5.844335488629143e-12,6.468069996917863e-27,1.791943331967936e-18,2.9236514936987683e-12,1.6508639223941115e-10,1.5087385398368263e-11,1.8962331796136095e-21,1.2428036422979943e-20,1.9845975203769552e-10,5.425750304428907e-18,7.148697601469854e-11,2.74483964089415e-20,2.1214437597473774e-16,9.756242100223005e-15,5.367457029244263e-09,1.6239144351355753e-12,1.7917817227644115e-23,7.468951268608533e-22,4.1196796342678537e-20,7.042765086232882e-19,3.8172690417061425e-12,2.879216475518876e-16,3.76,0.0,0.7658270663047948,0.9986466193828529,2.1565625479733982e-15,4.553874805910001e-08,0.0012144046894464818,0.0011803913275617852,3.400687606979832e-05,3.6554567648572553e-10,0.001353373697705776,6.696104964163252e-14,8.855652511325296e-15,7.35544473908124e-17,6.370964369446266e-18,9.228867320565788e-12,2.242911032270019e-12,2.216029306454879e-11,1.5956096929690635e-11,1.0016226667111221e-13,1.8857292488585335e-16,1.3105045564832156e-11,1.0834281081748885e-12,2.1472353466106757e-20,2.0390914050060726e-19,5.150067195257088e-14,1.2061096434663975e-17,2.0595279701098264e-14,7.690764066118129e-22,7.450874609291491e-11,3.483223451970646e-16,1.5789133712756018e-21,3.7961039162021336e-19,1.5787307510767407e-10,1.4925876832102103e-09,4.3949289845065353e-10,1.9328423271597285e-14,5.259427226320542e-09,2.623346767442125e-13,8.26409986255737e-20,9.081730835598201e-23,6.025266328250335e-16,3.928171310681867e-23,6.607040619657368e-22,2.0249400062173975e-26,4.554531665062834e-08,3.178525237256911e-15,1.2914468777769674e-30,6.7995901583251095e-31,1.6744936379987679e-26,5.098793850395944e-09,1.5349573571623808e-11,9.658838155929028e-22,4.56452463678106e-17,1.4372022326637865e-18,3.3597765327985253e-21,2.1643465056339737e-13,1.129427849970771e-15,1.5502422222562411e-27,1.0032365975991302e-24,2.424141599388235e-14,3.113379626641158e-20,1.9193460080709056e-22,1.3213068732244617e-27,2.18779859392983e-26,3.7095700188828123e-28,1.1185286457376531e-22,2.1395316977623063e-20,2.8159203209532214e-19,2.776126718466347e-17,5.375682773099577e-21,2.1240503909236458e-17,1.348380683070743e-23,1.670896339880626e-23,9.518639753510045e-30,1.9540248499460707e-14,6.190718101617328e-13
9.769901257356049e-10,0.8013337610592974,5.325905251562836e-10,4.745628273124353e-12,3.0974817713822904e-13,1.2758819396908784e-12,0.0,0.0,7.143475567871241e-09,6.095141251641524e-14,3.018885273603277e-14,3.3470338818506466e-14,6.4451694306579406e-12,7.225378421632966e-27,1.920018847943274e-18,3.1295986450427417e-12,1.7123678529686876e-10,1.64396201881269e-11,2.1958145958301136e-21,1.467346577960714e-20,2.1356907502367991e-10,6.0550402658068664e-18,7.392950888719242e-11,3.048753741249969e-20,2.275036016714339e-16,1.115776108785819e-14,5.7027849900845355e-09,1.7909876833689557e-12,1.9953442914766588e-23,8.531412203554964e-22,4.582383961650025e-20,8.024823292628296e-19,4.209185168489157e-12,3.2926819663717446e-16,3.76,0.0,0.7657837350590296,0.9986353649651268,2.4548483306388085e-15,4.7163555137560174e-08,0.001257734067864616,0.0012229923128469285,3.4734848461547e-05,3.86859850707389e-10,0.0013646278674004026,7.20835981218624e-14,9.545256320611667e-15,7.946307040236894e-17,7.052577284995627e-18,9.978316607592883e-12,2.357183800262656e-12,2.3547153568341275e-11,1.6968975043438017e-11,1.1038533140178445e-13,2.083910536419535e-16,1.3913466254500087e-11,1.160783104156947e-12,2.3833857172510995e-20,2.217744981892088e-19,5.639678328141368e-14,1.3425447942366025e-17,2.2717081991443726e-14,8.734157668867878e-22,7.716758992386281e-11,3.7372327422546633e-16,1.8445341421977103e-21,4.326254220963636e-19,1.6350539771044006e-10,1.5498713162645533e-09,4.715503126651324e-10,2.0019328439969752e-14,5.44632055487571e-09,2.802861667337463e-13,9.480024038919534e-20,1.0625557596032082e-22,6.661127011860655e-16,4.5007870093498366e-23,7.396392506426582e-22,2.3411010150882802e-26,4.717060023541729e-08,3.42078707235879e-15,1.487318307219924e-30,7.7709268949958765e-31,2.036223342198262e-26,5.406776775526044e-09,1.6461736237688163e-11,1.0636660936355078e-21,5.0603681982188825e-17,1.5864746321208142e-18,3.788385905567421e-21,2.403095689299524e-13,1.2001501907544253e-15,1.884827179090245e-27,1.123461211657088e-24,2.5996099441445195e-14,3.525791069431806e-20,2.189083940689642e-22,1.5262765009509504e-27,2.495635241844116e-26,4.280519110859667e-28,1.3199691220053952e-22,2.4600466802533613e-20,3.1316716412261945e-19,3.083680292159989e-17,6.072396611913561e-21,2.415440677449234e-17,1.4925022198736317e-23,1.925757873488266e-23,1.1316734159767974e-29,2.0247226156733497e-14,6.579141971220798e-13
9.999999999999999e-10,0.8013400416384326,5.58246079857087e-10,5.060591626352033e-12,3.3165193195843673e-13,1.3684246079515355e-12,0.0,0.0,7.311576768240506e-09,6.385392965178219e-14,3.2925362658802216e-14,3.637947303529014e-14,6.876651874312784e-12,7.777494796060942e-27,2.010040502699031e-18,3.2740503972684493e-12,1.7544818479437492e-10,1.7402417838155514e-11,2.419419847146851e-21,1.6381880738635146e-20,2.2422976725940372e-10,6.512665355275437e-18,7.559377683803792e-11,3.2687248362726056e-20,2.3830163703467e-16,1.2195758729470054e-14,5.9358056522978485e-09,1.9109786873275018e-12,2.1431054799142264e-23,9.317645892378677e-22,4.9177230336873424e-20,8.749296499463528e-19,4.49059425645329e-12,3.598883590021044e-16,3.76,0.0,0.7657541367383831,0.9986282085946697,2.675670042301801e-15,4.827341416741792e-08,0.0012873311132169385,0.0012521053794138587,3.52185339641933e-05,4.015862067888615e-10,0.0013717840683754798,7.569394226445436e-14,1.0031375764099086e-14,8.363027508534293e-17,7.542392035486925e-18,1.0508189955869208e-11,2.435651704007314e-12,2.4511035685084762e-11,1.7674004688604382e-11,1.1772453070385871e-13,2.2278838590719355e-16,1.447732907347795e-11,1.2150946251087456e-12,2.553934029042536e-20,2.344260927603308e-19,5.988636330454121e-14,1.440844675414181e-17,2.4241707033034464e-14,9.507687880781083e-22,7.898378595582779e-11,3.9159177523910635e-16,2.044614379147224e-21,4.717534518663358e-19,1.6735265415621403e-10,1.5892984659991955e-09,4.941187149065193e-10,2.049133585232391e-14,5.574050069751477e-09,2.9285109306063133e-13,1.0388434889816031e-19,1.1796795879616086e-22,7.119137312679764e-16,4.925737849428705e-23,7.972971606594644e-22,2.57790613635772e-26,4.8280794429350686e-08,3.5917356174924126e-15,1.63347404475595e-30,8.490603620650843e-31,2.317878024131767e-26,5.620191319443639e-09,1.7244555208337696e-11,1.1337699920476509e-21,5.4189223942904567e-17,1.6937704669079036e-18,4.101462386318505e-21,2.5759215249509454e-13,1.2493063867922086e-15,2.145574057400456e-27,1.2112383549131492e-24,2.7229972076251446e-14,3.8300155141329674e-20,2.3882902036081087e-22,1.6796267324720322e-27,2.723012992788765e-26,4.707167681475399e-28,1.4730069834499226e-22,2.6987977111633425e-20,3.3606054268890505e-19,3.30637795120897e-17,6.5819699289089065e-21,2.630026226199434e-17,1.5964764797455896e-23,2.115969630317376e-23,1.2692667624310725e-29,2.0730593451300184e-14,6.849157252417213e-13
1.0106744380563496e-09,0.8013400416384326,5.703610023866324e-10,5.210996812264379e-12,3.4216031149802125e-13,1.4128446088473157e-12,0.0,0.0,7.389558723729582e-09,6.522331996670775e-14,3.425415016437287e-14,3.778767047983632e-14,7.082698833664131e-12,8.043525764559586e-27,2.0525011734049987e-18,3.3420966622602596e-12,1.7740465126152008e-10,1.7859922786393953e-11,2.528603896567103e-21,1.7225540618733345e-20,2.2926920139931487e-10,6.732820856129023e-18,7.636467724408382e-11,3.3742569024667244e-20,2.4339524271532125e-16,1.2700397124750364e-14,6.044971369746711e-09,1.9682808979314288e-12,2.2141155356797188e-23,9.69970457918384e-22,5.078725446176778e-20,9.100686687246211e-19,4.624964553681524e-12,3.747742139582159e-16,3.76,0.0,0.765740406263151,0.9986250271105389,2.7830171679111193e-15,4.878827089390794e-08,0.0013010609969133246,0.0012656144064781254,3.5439252945221535e-05,4.0846158354347213e-10,0.0013749654738683184,7.739942542379716e-14,1.0261029953735163e-14,8.559938533989566e-17,7.776350721920663e-18,1.0758947916471683e-11,2.4721587785762778e-12,2.4962637390222393e-11,1.800463212990784e-11,1.2122860453459021e-13,2.2971200141724623e-16,1.4742082531953783e-11,1.2406940558606285e-12,2.6356432776267188e-20,2.404184088915123e-19,6.154534028281928e-14,1.487866355841333e-17,2.497002408680088e-14,9.884090972319406e-22,7.982631251291756e-11,4.000236620573365e-16,2.14283943050614e-21,4.907371913638452e-19,1.691373667120444e-10,1.607672131449094e-09,5.047735945803845e-10,2.0710316803807772e-14,5.633322964984316e-09,2.9876274506274724e-13,1.0832424723429087e-19,1.2374400662993293e-22,7.338245061961736e-16,5.13258345508049e-23,8.251112916812073e-22,2.693805823514269e-26,4.8795809306330456e-08,3.672549393326234e-15,1.7048485595519956e-30,8.84060394973987e-31,2.4588347786144523e-26,5.720003452220448e-09,1.761410101819676e-11,1.167213589772455e-21,5.590850302832453e-17,1.745034799390581e-18,4.2524366134309735e-21,2.658843763451793e-13,1.2723382175767331e-15,2.276142628696158e-27,1.2535669930797613e-24,2.781209181288278e-14,3.977607804823265e-20,2.484974293389552e-22,1.7546285439705282e-27,2.833380016244926e-26,4.91568492048807e-28,1.5485129656390683e-22,2.8152682846653094e-20,3.470551923843658e-19,3.413246470514015e-17,6.827882820176825e-21,2.734000917359338e-17,1.6462636607435963e-23,2.208863843745121e-23,1.3374423010159513e-29,2.095495024921462e-14,6.975681667044251e-13
1.0443587503770944e-09,0.8013463218634621,6.094796291067262e-10,5.703688360554821e-12,3.767976265607686e-13,1.5593501043122196e-12,0.0,0.0,7.635633538733803e-09,6.963970080484943e-14,3.870300688964114e-14,4.248281248629946e-14,7.757646195417711e-12,8.925466758767267e-27,2.18939911258853e-18,3.561102149599501e-12,1.8359000083642144e-10,1.934908414164451e-11,2.8967546581353354e-21,2.0113188325212843e-20,2.455629602829254e-10,7.461086784362666e-18,7.879250372211104e-11,3.722082599698684e-20,2.5981888338217566e-16,1.439257821909653e-14,6.393783950426432e-09,2.1559968119066234e-12,2.4486915521548198e-23,1.098006149664735e-21,5.609903148637685e-20,1.0275304479234256e-18,5.065069664097796e-12,4.2468752091595735e-16,3.76,0.0,0.7656970799169901,0.9986155311711721,3.1430199919722567e-15,5.0412895339784275e-08,0.0013443854767608444,0.0013082568491570592,3.612084920763493e-05,4.303303987674137e-10,0.0013844611650251104,8.290847028190585e-14,1.1002898940160543e-14,9.196153442860365e-17,8.542827245197224e-18,1.1570818561761034e-11,2.5877707596290976e-12,2.6405797308701575e-11,1.906251418407355e-11,1.3270430356714926e-13,2.526090532654407e-16,1.5590599708717503e-11,1.323149225516343e-12,2.9044382775440407e-20,2.5983844948891387e-19,6.694781629360688e-14,1.6422018932562857e-17,2.7356942140280785e-14,1.1148283103145718e-21,8.24849139244239e-11,4.272240639812282e-16,2.476420149802219e-21,5.542212733459145e-19,1.747689821491668e-10,1.6660031994524249e-09,5.391685810017574e-10,2.140139176366535e-14,5.820445683574423e-09,3.1775879433029877e-13,1.233212284212527e-19,1.434868716754843e-22,8.057701354373773e-16,5.827314769774227e-23,9.174673739004877e-22,3.085957599200528e-26,5.042094390183825e-08,3.9338593947817984e-15,1.945636373744019e-30,1.0014947104264935e-30,2.9498161510759765e-26,6.038215891793929e-09,1.8806904341116108e-11,1.2766195555625196e-21,6.157137988958277e-17,1.913076618054875e-18,4.753275765052381e-21,2.93219606108953e-13,1.3459440780141661e-15,2.7313280909880783e-27,1.3940363810743881e-24,2.9689433599501104e-14,4.4712958257293214e-20,2.808452903327869e-22,2.0081504056699308e-27,3.20268241949436e-26,5.619818125860133e-28,1.8066316518394679e-22,3.2076218297226076e-20,3.833438809149189e-19,3.76561048786591e-17,7.644448368782778e-21,3.0811058496751523e-17,1.8099501318812363e-23,2.5222445887197477e-23,1.5718326946610304e-29,2.1663433553150443e-14,7.380076099966896e-13
1.0780430626978391e-09,0.8013526017343746,6.499533266343274e-10,6.224236109430955e-12,4.1373947556615415e-13,1.7157332325515122e-12,0.0,0.0,7.881700283916768e-09,7.420053768981655e-14,4.3556810281059345e-14,4.7573541710708676e-14,8.470708942853421e-12,9.874227318296754e-27,2.330722272177382e-18,3.786571923055424e-12,1.8979284697728249e-10,2.090786214652988e-11,3.3024578541517243e-21,2.3366862587081412e-20,2.6245308468906436e-10,8.241848998756439e-18,8.121301088111707e-11,4.092963614546801e-20,2.767741109325562e-16,1.6242892150944504e-14,6.748998002778171e-09,2.354331240856109e-12,2.6996734956245727e-23,1.2378829784183836e-21,6.177116561025737e-20,1.1553661114049497e-18,5.52994633117601e-12,4.792605724090184e-16,3.76,0.0,0.7656537560203802,0.9986068085793395,3.5368735888812927e-15,5.203742848644333e-08,0.0013877075075739327,0.001350918906064994,3.678037244784566e-05,4.524466083560673e-10,0.001393183508555741,8.861065422247865e-14,1.1770785508044564e-14,9.854755656756221e-17,9.352489569181168e-18,1.2413977662946215e-11,2.70396066140246e-12,2.7875716757073773e-11,2.0142089770625235e-11,1.4482423987325805e-13,2.771568029580859e-16,1.6458727124101955e-11,1.4081368264989442e-12,3.1901901222920875e-20,2.800318867182606e-19,7.26054741433858e-14,1.8056685537974085e-17,2.988060268070176e-14,1.2534800300169578e-21,8.514339421891703e-11,4.553250361340762e-16,2.847957360169494e-21,6.233560983941809e-19,1.8040024405778467e-10,1.7248765034395347e-09,5.747412729134163e-10,2.2092556722189225e-14,6.0076993397235225e-09,3.372688050296445e-13,1.3990439376518818e-19,1.6570271796409793e-22,8.820563522160802e-16,6.58883013291799e-23,1.0170680823024118e-21,3.5206053166310403e-26,5.2046004061264235e-08,4.204762720843045e-15,2.21135160629731e-30,1.1300518546215177e-30,3.5172481073149216e-26,6.361164945280027e-09,2.0040390289719413e-11,1.3919724873083815e-21,6.76039810584312e-17,2.0907873691964457e-18,5.2922316412494836e-21,3.2237615228555015e-13,1.4209214744522254e-15,3.25812271361833e-27,1.545362800468002e-24,3.1628168843927683e-14,5.0094042245267637e-20,3.160972058947641e-22,2.2887052081582667e-27,3.605211416848888e-26,6.397850445596716e-28,2.0969169211984247e-22,3.6396169802207704e-20,4.221217264029866e-19,4.141561370287815e-17,8.524368953443817e-21,3.458138134723964e-17,1.9838454860930492e-23,2.868001801162734e-23,1.8376735585401367e-29,2.2372688949814766e-14,7.792072578481102e-13
1.1117273750185839e-09,0.801358881251161,6.917891269335566e-10,6.773157100191913e-12,4.5306573681379423e-13,1.8823304846993797e-12,0.0,0.0,8.127759213431872e-09,7.890581344684987e-14,4.883731432838159e-14,5.307770787092712e-14,9.22256023997122e-12,1.0892905100830173e-26,2.4764810032218145e-18,4.018463009130848e-12,1.960132047826461e-10,2.253698342121e-11,3.747939982206037e-21,2.7018555109563523e-20,2.799422146273669e-10,9.077134295004168e-18,8.362622120481281e-11,4.487632039484572e-20,2.9426051575699436e-16,1.826008079697563e-14,7.11039604458021e-09,2.563473306176976e-12,2.967667610231913e-23,1.3902465746332992e-21,6.781565495009967e-20,1.2940771176928463e-18,6.020024288032997e-12,5.387502870302319e-16,3.76,0.0,0.7656104345731549,0.998598796352409,3.9666610344300285e-15,5.366187034477106e-08,0.0014310270895179166,0.0013935998660737252,3.7418534166473186e-05,4.747912856177356e-10,0.001401195487091474,9.450588508752438e-14,1.2564609340302709e-14,1.053554002265683e-16,1.0205763142388447e-17,1.3288467127205796e-11,2.820674956092986e-12,2.937150883619042e-11,2.124284922394926e-11,1.5759983211494093e-13,3.0343110424787135e-16,1.7346178102501133e-11,1.4956450290241759e-12,3.4933074644826573e-20,3.0099571747074836e-19,7.851938025736986e-14,1.9783739324384518e-17,3.254370547852912e-14,1.405206082408625e-21,8.780175345330554e-11,4.843271357520969e-16,3.260220353287224e-21,6.984227147676307e-19,1.860311524732064e-10,1.784302983788544e-09,6.114978225464384e-10,2.2783815084691863e-14,6.195093986585904e-09,3.5728737193232455e-13,1.5819199717583054e-19,1.9062495959790586e-22,9.6278866143254e-16,7.421072549926256e-23,1.1242880372307455e-21,4.0009491601337765e-26,5.367098982472735e-08,4.4853035148906314e-15,2.5037377788061072e-30,1.270412734637577e-30,4.169824171851884e-26,6.688610015363323e-09,2.1314809875429705e-11,1.5133562911088222e-21,7.401797313748438e-17,2.27834787923327e-18,5.870613305559102e-21,3.5341528064593477e-13,1.497225613250495e-15,3.864890808804921e-27,1.7080509112651806e-24,3.3628344942885214e-14,5.594565723933793e-20,3.5439992689677486e-22,2.598232673698999e-27,4.04265401310069e-26,7.254895401250353e-28,2.4220810546280904e-22,4.1138481742008463e-20,4.634779690590659e-19,4.5418920410408815e-17,9.469887993774993e-21,3.866487260343529e-17,2.1682323926323343e-23,3.248308433339468e-23,2.1379646022980003e-29,2.3082729412650614e-14,8.211426538221877e-13
