Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50)
0.0,0.8011514432314047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7670415235008827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2538155934064527e-22,0.8011514432314047,8.125859806818547e-27,7.706104138856684e-27,1.1237027691864384e-39,7.593546407282557e-42,0.0,0.0,9.180210659480546e-22,2.011531610113189e-39,4.364719109603376e-53,4.730707295636044e-53,1.0285674360894666e-49,8.506654668797708e-65,6.784044960647843e-44,1.0962685950410084e-37,2.100252579068748e-23,1.74501710564118e-37,4.497616702986877e-62,6.585935413554642e-60,6.21391383918887e-36,6.527271731517112e-56,9.909947704962604e-24,3.894747166373844e-58,7.55471375906148e-42,2.3703439871139864e-55,2.5338521700404053e-34,5.091140272580123e-42,1.1806238324895965e-61,2.0629467095372995e-61,5.496019604967056e-58,8.770059263676574e-61,6.74072473090174e-50,3.1682106695809866e-62,3.76,0.0,0.7670415235008825,0.9999999999999996,1.0223365425735653e-53,6.057661149142768e-21,1.6154311670439016e-16,1.5463028178274147e-16,6.912834921648673e-18,1.9191295777285738e-35,4.716412938236439e-16,1.793381465346215e-39,1.9753509331936017e-40,1.2130513805492102e-42,6.657897527130338e-56,1.7446526412384006e-37,1.6389419533830853e-37,1.0434366400697025e-36,7.412271788409458e-37,8.351758626231791e-41,3.639184045933681e-42,3.3580881960814325e-25,3.939883792765005e-38,7.389193636699687e-52,6.114753431856342e-57,1.1459088406775487e-51,4.161290062044758e-64,7.767085947337277e-42,1.8998624375379918e-49,9.909947704962715e-24,1.2231895747194145e-41,5.2032284795114956e-61,8.058149748290477e-59,2.100252579068722e-23,2.0329701798434721e-22,1.594008310097413e-35,2.5682795542920628e-27,7.147321738234802e-22,1.0503545364062556e-38,5.695539953890193e-58,5.153349528011893e-73,9.975327789685756e-54,3.369361314715602e-73,6.992588838124522e-60,1.238709861967587e-76,6.057661149142768e-21,9.929305177749922e-41,8.93766778017349e-81,6.266824510351844e-81,1.6488707752574777e-78,3.3580881986110073e-25,5.734451209059593e-37,1.767390987149318e-59,9.787623775786733e-44,2.438658467927782e-56,2.4486085480716163e-60,3.204662133502991e-51,5.318914724150081e-41,5.19713020525566e-80,1.1205232969295471e-62,8.725107727308116e-40,2.081885217299572e-58,6.241132105816006e-73,8.306661314285417e-78,7.084329685660523e-77,8.372092660800831e-79,1.2434767674024636e-85,5.988310091657404e-62,3.9327525696361244e-57,4.0171830523629665e-55,1.2929832571569797e-62,4.789474363665843e-58,2.1896507306266643e-61,3.900701547848003e-74,1.670272155640638e-92,2.5682795542920696e-27,2.902901166332564e-38
3.510683661538067e-22,0.8011514432314049,2.2752407516235562e-26,2.1577091588805337e-26,6.787164725905605e-39,4.586502039522308e-41,0.0,0.0,2.5704589846545513e-21,1.214965092508365e-38,5.181795185350695e-52,5.616295701408934e-52,1.2211152601252785e-48,1.0099100422796284e-63,4.097563156231118e-43,6.621462314047537e-37,5.880707221392579e-23,1.053990331808468e-36,5.3395705499124134e-61,7.818822522972529e-59,3.7532039588703086e-35,7.749176999657831e-55,2.774785357389493e-23,4.6238438359190144e-57,4.5630471104731204e-41,2.819708537327438e-54,1.5304467107042214e-33,3.075048741259636e-41,1.784158735658322e-60,3.113787588149513e-60,6.524874475021066e-57,1.3253313610263495e-59,8.002588400525864e-49,3.761571685230769e-61,3.76,0.0,0.7670415235008823,0.9999999999999987,1.2137179434061566e-52,1.6961451217599746e-20,4.523207267722923e-16,4.329647889916787e-16,1.9355937780613555e-17,1.1591542649478743e-34,1.3205956227057197e-15,1.083202405069326e-38,1.1931119636493765e-39,7.326830338523707e-42,7.904255944213798e-55,1.0537701953085894e-36,9.899209398430354e-37,6.302357306020256e-36,4.477012160198786e-36,5.0444622103443675e-40,2.1980671637439086e-41,9.402646949041783e-25,2.3796898108300423e-37,4.463074525091724e-51,7.259435274296607e-56,1.3604229756520568e-50,4.942035369678724e-63,4.691319912399046e-41,1.1475169123123379e-48,2.7747853573895593e-23,7.388065031305281e-41,7.148318642064213e-60,9.566635381557066e-58,5.880707221392419e-23,5.692316503561449e-22,9.627810192988127e-35,7.191182752017774e-27,2.001250086705717e-21,6.344141399893441e-38,6.761753012095989e-57,1.1527842928229338e-71,1.1842709151913899e-52,7.537126486565569e-72,8.301601468622851e-59,2.7709444128273975e-75,1.696145121759975e-20,5.997300327361326e-40,1.9993205317538092e-79,1.4018635756674565e-79,3.6884579694197094e-77,9.402646964320413e-25,3.463608530271838e-36,2.0982465799434496e-58,5.911724760602618e-43,2.8951753331236022e-55,2.9175294495906743e-59,3.8045748854132004e-50,3.2126244933862633e-40,1.634060890625541e-78,1.3302852581148911e-61,5.269965067294037e-39,2.4725812804576656e-57,1.962311792182007e-71,1.858861511758272e-76,2.2274266024463005e-75,2.632319886038503e-77,5.940240019526735e-84,9.049534222623709e-61,4.668963850674782e-56,4.769199719765251e-54,1.535029730494585e-61,5.686063966951517e-57,2.599553347399747e-60,1.226442977868243e-72,9.619912437146133e-91,7.191182752017819e-27,1.753352304464663e-37
8.024419797801297e-22,0.8011514432314049,5.200550316364411e-26,4.931906648872917e-26,3.267727652823433e-38,2.2082033095232333e-40,0.0,0.0,5.875334822067537e-21,5.849533922209139e-38,5.087517529160798e-51,5.514112423885831e-51,1.19889820350546e-47,9.915356681949492e-63,1.9728002745561224e-42,3.187949074379023e-36,1.3441616506040581e-22,5.074509743222418e-36,5.242422029391211e-60,7.676566318040706e-58,1.8070061444364701e-34,7.608187930258579e-54,6.342366531175814e-23,4.539717297125313e-56,2.196910761135059e-40,2.7708762941934057e-53,7.368442110474744e-33,1.4805036161981626e-40,1.91931655200184e-59,3.34838398626397e-59,6.406160451555948e-56,1.425731014010451e-58,7.856988746336581e-48,3.693709489206687e-60,3.76,0.0,0.7670415235008817,0.999999999999997,1.1916354741147814e-51,3.876903135451369e-20,1.0338759469080965e-15,9.896338034095639e-16,4.424214349853237e-17,5.580828812031926e-34,3.018504280467939e-15,5.21515330122992e-38,5.744320513733493e-39,3.527553414646821e-41,7.760445357637573e-54,5.073449880730138e-36,4.7660432004327884e-36,3.034313749321571e-35,2.15548863606868e-35,2.4286914086587085e-39,1.0582747205574615e-40,2.1491764455017583e-24,1.1457182069360328e-36,2.14877986233988e-50,7.12735660016171e-55,1.3356713446927334e-49,4.855638539940084e-62,2.258668593796614e-40,5.524799968951349e-48,6.342366531176134e-23,3.5570352832840873e-40,7.443768139211182e-59,9.39257934780565e-57,1.344161650603981e-22,1.301100915099631e-21,4.635376165762906e-34,1.6436989147469194e-26,4.574285912470081e-21,3.054430991868878e-37,6.63873270020346e-56,2.2777080965539804e-70,1.1627242071654524e-51,1.4892091823009598e-70,8.150561549722204e-58,5.474919215678949e-74,3.8769031354513694e-20,2.8874419456902408e-39,3.9503204564213443e-78,2.7698461913012034e-78,7.28777138924478e-76,2.1491764528577606e-24,1.667578411594296e-35,2.060070934620476e-57,2.846240994039148e-42,2.842500310215819e-54,2.86906688518534e-58,3.7353541835470235e-49,1.5467404017822673e-39,3.645499957459738e-77,1.3060819549014923e-60,2.537261327101105e-38,2.4280187629675544e-56,4.377809661735989e-70,3.673466816041973e-75,4.969266219489702e-74,5.872560862037985e-76,3.0930696950339815e-82,9.73507599643312e-60,4.5840163951717565e-55,4.682428565833993e-53,1.5071013080954108e-60,5.582611325751945e-56,2.55225689161773e-59,2.736126817090363e-71,4.313972509743136e-89,1.643698914746941e-26,8.441636591692006e-37
1.7051892070327754e-21,0.8011514432314052,1.1051169537275932e-25,1.0480301628868288e-25,1.4271025168970193e-37,9.643804084865327e-40,0.0,0.0,1.248508649689348e-20,2.5546451448437336e-37,4.49985175490321e-50,4.877169993703097e-50,1.060411883909909e-46,8.770020697341322e-62,8.615737100019967e-42,1.3922611157018436e-35,2.856343507533794e-22,2.2161717241827295e-35,4.636862916928e-59,6.789835973961264e-57,7.891670575773447e-34,6.729356064329567e-53,1.3477528878747877e-22,4.01532853864469e-55,9.594486474007876e-40,2.451789544444981e-52,3.2179922559484685e-32,6.465748403806007e-40,1.7641825804128864e-58,3.077275414068432e-58,5.666176371944059e-55,1.3104924604152265e-57,6.949417568564886e-47,3.2680690506717005e-59,3.76,0.0,0.7670415235008806,0.9999999999999936,1.0539880820270055e-50,8.238419162834151e-20,2.1969863871797024e-15,2.1029718322453762e-15,9.401455493432622e-17,2.437294563712428e-33,6.414321595984646e-15,2.277594460992895e-37,2.508695685162532e-38,1.5405752533075385e-40,6.864026034600639e-53,2.215708854381902e-35,2.0814562807911177e-35,1.3251645328873594e-34,9.413585171271844e-35,1.0606733456869357e-38,4.621763738335226e-40,4.566999946718956e-24,5.003652416811238e-36,9.384300230746981e-50,6.304066198085526e-54,1.181386178382789e-48,4.3009699386784306e-61,9.86419915633102e-40,2.4128252962838143e-47,1.3477528878749272e-22,1.5534507598936867e-39,6.752915914652593e-58,8.307630067013666e-56,2.8563435075334565e-22,2.7648394445861653e-21,2.0243905538233313e-33,3.4928601938372025e-26,9.720357563998367e-21,1.333950261235414e-36,5.8718852805994995e-55,4.053060342945285e-69,1.0284163938047718e-50,2.6499681717622465e-69,7.209079388561694e-57,9.742326220494954e-73,8.238419162834152e-20,1.2610217575748219e-38,7.029384187391222e-77,4.928793305102897e-77,1.2968199803025734e-74,4.5669999788445526e-24,7.282753035503265e-35,1.8221094121097651e-56,1.2430282195662603e-41,2.514159334093137e-53,2.5394916442452263e-57,3.3038784738968306e-48,6.755021699664648e-39,6.827617965168543e-76,1.155214698203351e-59,1.108088681368033e-37,2.1477234088194242e-55,8.199152994845295e-69,6.537281402300434e-74,9.306885669750404e-73,1.0998656565697841e-74,1.234362782042197e-80,8.948212110070822e-59,4.054510589195865e-54,4.141555039663448e-52,1.333014068260351e-59,4.93775650563732e-55,2.257442317245374e-58,5.1244627153898756e-70,1.6230242772526294e-87,3.4928601938372966e-26,3.686684481239162e-36
3.510683661538067e-21,0.8011514432314053,2.2752408344818217e-25,2.1577091588901458e-25,5.957872082498671e-37,4.0260984379960416e-39,0.0,0.0,2.5704589846545252e-20,1.0665140596819985e-36,3.782396581973374e-49,4.099555251433732e-49,8.913400830345445e-46,7.3717308295011e-61,3.596900638132972e-41,5.812416090905296e-35,5.880707221393806e-22,9.252080694275288e-35,3.8975626744214296e-58,5.707266254425227e-56,3.294617117541163e-33,5.6564292461935224e-52,2.774785357388969e-22,3.3751255784247525e-54,4.005509235054214e-39,2.06126573745054e-51,1.343448420552861e-31,2.6993228043883074e-39,1.5092953399693235e-57,2.6324959826326923e-57,4.762762653358669e-54,1.1211539364221413e-56,5.841404200193349e-46,2.7487330106393365e-58,3.76,0.0,0.7670415235008783,0.9999999999999868,8.859404905008886e-50,1.6961451217599688e-19,4.523207267722907e-15,4.329647889917169e-15,1.9355937780573882e-16,1.0175225021091148e-32,1.3205956226987132e-14,9.508508529294338e-37,1.0473310647852152e-37,6.431598419762289e-40,5.7696274707057745e-52,9.250148303928068e-35,8.689670236788507e-35,5.532301065639096e-34,3.929986502207344e-34,4.4281024250274875e-38,1.929495381153544e-39,9.402646949241508e-24,2.0889263869237193e-35,3.9177723471025985e-49,5.298947487953542e-53,9.930262667858373e-48,3.625662856416107e-60,4.118108972169506e-39,1.007307064932152e-46,2.774785357389552e-22,6.485351125162607e-39,5.74323374932312e-57,6.983063646037299e-55,5.880707221392397e-22,5.692316503557485e-21,8.451432060133033e-33,7.191182752017764e-26,2.0012500867053185e-20,5.568979752021194e-36,4.935673936502783e-54,6.8360790621930156e-68,8.64445945728487e-50,4.469558649164329e-68,6.059665605713248e-56,1.6431857139219617e-71,1.6961451217599703e-19,5.264517605248248e-38,1.1856083868432997e-75,8.313130316618865e-76,2.187276443972042e-73,9.402647083359543e-24,3.040406031041221e-34,1.5315927512046595e-55,5.189398126292667e-41,2.1133024097676666e-52,2.135323086172931e-56,2.7771089309568534e-47,2.820088586739015e-38,1.1793012126648776e-74,9.71027560747965e-59,4.626052117017888e-37,1.8053576674212187e-54,1.4161997813231776e-67,1.1026515352701343e-72,1.6075330535461593e-71,1.899744404453389e-73,4.387118451255732e-79,7.65538396148402e-58,3.4080604528087413e-53,3.4812265582476144e-51,1.1204786926579434e-58,4.1504818803971866e-54,1.8975162887466722e-57,8.851234976963181e-69,5.620017776338552e-86,7.191182752018155e-26,1.5391181983866506e-35
7.12167257054865e-21,0.801151443231406,4.615488742277972e-25,4.377067150913751e-25,2.4339851463990297e-36,1.6447926384867868e-38,0.0,0.0,5.2143596545848344e-20,4.3570579287694505e-36,3.101037258985654e-48,3.3610630801311754e-48,7.307744525698404e-45,6.043790315238373e-60,1.4694512746540361e-40,2.374561627600821e-34,1.1929434649115993e-21,3.7797768516433037e-34,3.195457362610694e-57,4.6791616938858034e-55,1.3459585932263962e-32,4.637482443097526e-51,5.628850296416403e-22,2.7671318656909107e-53,1.6363812190675972e-38,1.6901049517393387e-50,5.488425154372628e-31,1.102761543915435e-38,1.2479145739973182e-56,2.176529022333326e-56,3.9048005772253484e-53,9.269918316527707e-56,4.7891360860856906e-45,2.256404697422679e-57,3.76,0.0,0.7670415235008736,0.9999999999999732,7.26347540395537e-49,3.440751532713066e-19,9.175649028809291e-15,8.783000005261425e-15,3.9264902354786347e-16,4.156911430521397e-32,2.678922548886841e-14,3.8845359892227696e-36,4.2786891353850905e-37,2.6275178124013308e-39,4.730289186742304e-51,3.7789874070974536e-34,3.5500138286647383e-34,2.2601254998477137e-33,1.605527718450419e-33,1.8090243266610897e-37,7.882618210850009e-39,1.9073940954639228e-23,8.533945890478281e-35,1.600547424332996e-48,4.344397299513125e-52,8.14142929627608e-47,2.9896516274034066e-59,1.6823818869849414e-38,4.115178038857297e-46,5.628850296418786e-22,2.64947754642547e-38,4.735312421145146e-56,5.725137479973821e-54,1.1929434649110238e-21,1.1547270621493129e-20,3.4526857600004783e-32,1.4587827868378862e-25,4.059678747315577e-20,2.2751099400333659e-35,4.04656391308045e-53,1.1228280695611029e-66,7.087250139313441e-49,7.341263502485725e-67,4.96807997315297e-55,2.6989374693007812e-70,3.440751532713071e-19,2.1507272187257808e-37,1.9473653355509754e-74,1.3654341507775965e-74,3.592608127199546e-72,1.9073941502555165e-23,1.2421050696853022e-33,1.2556922723711913e-54,2.120038460643586e-40,1.7326129958785103e-51,1.7509563163391665e-55,2.2768416874654687e-46,1.1520982049052676e-37,1.9594266029486298e-73,7.961070613167166e-58,1.8898932341651073e-36,1.480167846327674e-53,2.353037117722699e-66,1.8111431995418004e-71,2.6709402111497926e-70,3.156453741083336e-72,1.477702287441881e-77,6.329619680528003e-57,2.794133865552087e-52,2.854119859299831e-50,9.186362076940071e-58,3.402815832128749e-53,1.555698496617515e-56,1.4706459295652833e-67,1.8698153135139601e-84,1.458782786838047e-25,6.287800042298643e-35
1.4343650388569817e-20,0.8011514432314073,9.295985143021056e-25,8.815783135028837e-25,9.838557123451987e-36,6.648515295073031e-38,0.0,0.0,1.0502160994445271e-19,1.7611924781712826e-35,2.5113003797305373e-47,2.7218760242373947e-47,5.918000982959042e-44,4.894418093119449e-59,5.939756997187783e-40,9.598357758494807e-34,2.402688950456902e-21,1.5278462369252948e-33,2.5877642221773282e-56,3.7893064551757213e-54,5.440579834096594e-32,3.7555535172842566e-50,1.1336980174467567e-21,2.240895127574658e-52,6.614514522317479e-38,1.368752558061313e-49,2.2185091997566933e-30,4.457539298213752e-38,1.0147834067347382e-55,1.769889738544701e-55,3.1622087462328564e-52,7.538144860870692e-55,3.878366569234931e-44,1.8318743832594077e-56,3.76,0.0,0.7670415235008643,0.999999999999946,5.882150700630045e-48,6.929964354619217e-19,1.8480532550981943e-14,1.7689704235952627e-14,7.908283150293107e-16,1.680290063503162e-31,5.395576401213616e-14,1.5701915552408785e-35,1.7295145588972257e-36,1.0620847102000434e-38,3.8307108245314894e-50,1.5275271307880877e-33,1.4349723493667943e-33,9.135788633324552e-33,6.489799739747134e-33,7.312365571425596e-37,3.1862803130457023e-38,3.8416528966845125e-23,3.4495573749858137e-34,6.46974610027561e-48,3.518205569197477e-51,6.5931405248778664e-46,2.448815669882741e-58,6.800456587154968e-38,1.6634207612885754e-45,1.1336980174477195e-21,1.0709611857666217e-37,3.845414800892748e-55,4.6363647720026795e-53,2.402688950454575e-21,2.3257178857336437e-20,1.3956307878867657e-31,2.9381118101100984e-25,8.176536068533277e-20,9.196358136381013e-35,3.2770124584576457e-52,1.820152711363585e-65,5.739438912167084e-48,1.1900504494013715e-65,4.0232799684534504e-54,4.375093942867496e-69,6.929964354619238e-19,8.693583289805082e-37,3.156763126602892e-73,2.213427598950099e-73,5.823772590169772e-71,3.841653118160896e-23,5.0207872871745575e-33,1.0168921581822754e-53,8.569534424215193e-40,1.403114925083476e-50,1.41808528392245e-54,1.843845429619679e-45,4.656965148862841e-37,3.19435989708211e-72,6.447081387259262e-57,7.639250620423081e-36,1.1986888912852232e-52,3.836044377775718e-65,2.935968945694847e-70,4.3543066546515866e-69,5.1458162457661955e-71,4.849966817716475e-76,5.147141898271509e-56,2.2627620471360777e-51,2.3113402601134827e-49,7.439355461687679e-57,2.7556885253505225e-52,1.259844976764292e-55,2.3975240370628323e-66,6.1002823395423574e-83,2.938111810110747e-25,2.541629310360119e-34
2.878760602461215e-20,0.8011514432314101,1.8656980285110346e-24,1.769321510353053e-24,3.9560405485690817e-35,2.673339137365906e-37,0.0,0.0,2.1077763674165414e-19,7.081677494667073e-35,2.02131302728193e-46,2.190802622977001e-46,4.7633220454980335e-43,3.939453486083342e-58,2.3883501645617097e-39,3.8594574395736296e-33,4.822179921550968e-21,6.1434025220296966e-33,2.0828577798015895e-55,3.0499634973488486e-53,2.187633222760013e-31,3.022796196501703e-49,2.2753239930555067e-21,1.8036673521417645e-51,2.6596671977315902e-37,1.1017158216714463e-48,8.920527918569322e-30,1.7923576073349694e-37,8.184595805865462e-55,1.4274692485879667e-54,2.545220704918253e-51,6.079788913468662e-54,3.121646825161611e-43,1.4818236448027786e-55,3.76,0.0,0.7670415235008456,0.9999999999998918,4.734466619710274e-47,1.3908389998431353e-18,3.7090299595326794e-14,3.5503112697345784e-14,1.587186897980998e-15,6.756372443431077e-31,1.0828884105669248e-13,6.313671184171539e-35,6.954301974681308e-36,4.270595907789257e-38,3.083289336019079e-49,6.1421194100484e-33,5.7699607042886406e-33,3.6734604287718356e-32,2.6095199321551834e-32,2.9402700393041104e-36,1.2811893001043446e-37,7.710170499689878e-23,1.3870518487764677e-33,2.601518781837755e-47,2.831757918969367e-50,5.3067330845949975e-45,2.0156397764553662e-57,2.734433692436088e-37,6.688541736891725e-45,2.275323993059378e-21,4.306287825384208e-37,3.099372894656675e-54,3.731749733601725e-52,4.8221799215416144e-21,4.66769953289111e-20,5.6117700160108425e-31,5.896769856654488e-25,1.6410250710957404e-19,3.6978151595727243e-34,2.6376247551119002e-51,2.931299849181875e-64,4.619599756384604e-47,1.9165395615380763e-64,3.238285736094431e-53,7.045953918421062e-68,1.3908389998431436e-18,3.495651605077172e-36,5.083869697827267e-72,3.5646569118983804e-72,9.379006219515584e-70,7.710171390236675e-23,2.018836485941977e-32,8.184832765160746e-53,3.44577210284648e-39,1.1293489599398292e-49,1.1414445290486566e-53,1.4840872126829412e-44,1.8725452042656656e-36,5.15889976808758e-71,5.189171983906725e-56,3.071709075824794e-35,9.64813334793726e-52,6.195221916649084e-64,4.728309683838293e-69,7.032216878125839e-68,8.310506982118694e-70,1.5716605812564814e-74,4.151356882810476e-55,1.82126775138331e-50,1.8603677233942708e-48,5.987842544196516e-56,2.2180179299372596e-51,1.0140328413295653e-54,3.872007723980981e-65,1.9710021434821313e-81,5.896769856657096e-25,1.021977967195802e-33
5.767551729669682e-20,0.8011514432314155,3.737897993170142e-24,3.544807904161999e-24,1.5865491988361548e-34,1.0721288656501367e-36,0.0,0.0,4.222896903360279e-19,2.840069411128496e-34,1.6219764086582245e-45,1.7579811343065078e-45,3.82226595790873e-42,3.1611633244514065e-57,9.578352375554493e-39,1.547815051717129e-32,9.661161863752945e-21,2.463779182105827e-32,1.6713621999366007e-54,2.4474036266504875e-52,8.77338766621445e-31,2.425603578668954e-48,4.558575944267078e-21,1.4473294590910124e-50,1.0666455028127969e-36,8.840674599731231e-48,3.5775306756504494e-29,7.18816095470498e-37,6.574312448707932e-54,1.1466165661131832e-53,2.0423793233065106e-50,4.883620293633055e-53,2.5049249827027055e-42,1.2009009333563909e-54,3.76,0.0,0.7670415235008085,0.9999999999997831,3.799111296499177e-46,2.7865241286054943e-18,7.43098336840147e-14,7.112992962017511e-14,3.179904063839541e-15,2.7096075359003235e-30,2.1695499513788836e-13,2.5320645307636465e-34,2.7889861307409564e-35,1.7126999663003936e-37,2.4741455135782675e-48,2.4632645966215348e-32,2.314012310108623e-32,1.4732219314469218e-31,1.0465342064090139e-31,1.1791797957497968e-35,5.138142119327e-37,1.5447205707957351e-22,5.5626982876890756e-33,1.0433753815487355e-46,2.27230739194755e-49,4.258319093868751e-44,1.689033169808942e-56,1.0966302178087346e-36,2.68240440138974e-44,4.558575944282603e-21,1.7270140214101186e-36,2.4887497759884926e-53,2.994494160637003e-51,9.661161863715429e-21,9.351662827161266e-20,2.250570768960967e-30,1.1814085949743136e-24,3.287767999576059e-19,1.4829892678030617e-33,2.1165277681191365e-50,4.7053854586750494e-63,3.7069378722232736e-46,3.076470445718433e-63,2.5985203631620897e-52,1.1310316482680783e-66,2.7865241286055278e-18,1.4019126404872493e-35,8.160736772372487e-71,5.722063795890543e-71,1.5055382118724103e-68,1.544720927944831e-22,8.096437255264996e-32,6.567812831160547e-52,1.3819087300086588e-38,9.062314164272582e-49,9.159557862921695e-53,1.1908865236241578e-43,7.50974378529535e-36,8.292780711310799e-70,4.163983714506484e-55,1.2318927249500204e-34,7.742036308126164e-51,9.958638292433707e-63,7.590001967333766e-68,1.1304083247545012e-66,1.3358897256180933e-68,5.0609974823024e-73,3.334596369974214e-54,1.461452671047121e-49,1.4928279361520642e-47,4.8048698455395834e-55,1.7798198076054618e-50,8.136974935993194e-54,6.224139330009722e-64,6.33763646105031e-80,1.1814085949753594e-24,4.0985887392071125e-33
