Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286)
2.519824161643672e-06,0.6826021430003787,7.138499490333692e-07,5.902173593241268e-08,4.373163549409185e-07,3.997270557475643e-06,0.0,0.0,2.7575918097928477e-06,1.3140410418619668e-08,4.755437820517086e-08,1.0950253400172749e-09,1.119022187825159e-09,2.9713502266624405e-22,2.0703918854371177e-16,2.3543233433071304e-11,1.5607686891520232e-08,2.104094639499314e-07,5.3145181280650994e-21,1.0231956071417885e-15,1.0158530564820836e-19,1.2046630780636288e-21,2.0020464021744243e-12,3.9099990235275374e-14,2.2295367262541687e-13,8.532537044090782e-20,1.566695682108176e-22,1.0257510318845202e-16,6.794930107052654e-16,1.3752324742489909e-17,1.177706375207271e-12,3.1482686702672424e-20,2.6965053288603896e-20,5.5891350863282186e-18,3.76,0.0,0.7798878245013477,0.9995378824191844,2.126158642078252e-06,5.577998469044199e-09,0.013314387383878743,0.010553282956350095,0.002752882732068827,1.7410950241287605e-06,0.0004566996142051891,2.8361676771496953e-06,3.1449679796365946e-12,2.6068486565610017e-11,7.679460385536751e-16,1.5221811747195309e-06,9.833890821786316e-16,2.3469270198225405e-16,4.053838077385102e-09,9.446012785196534e-16,1.6642937167558595e-13,1.4765310035991567e-21,5.103043236829464e-16,2.4524402331986538e-18,1.0356386734166729e-16,6.001551334447736e-16,8.101058361996858e-23,9.047922144848646e-22,1.99688246649904e-15,9.935508175261275e-14,8.237340137702108e-07,1.630703128651812e-08,1.0995038151313144e-06,1.5009392878169767e-07,5.977709856397567e-06,2.0959158582511227e-06,3.6543597013005137e-06,5.078207672919109e-08,2.981633517061255e-08,3.0302313048005197e-09,5.380415773494095e-09,1.3609283322052755e-08,8.802731361671066e-07,2.047470854894395e-09,1.0009766390945476e-05,7.16845309333117e-10,5.570995975950593e-07,4.570676592223186e-13,5.07859082198312e-11,5.393951119621385e-16,2.698991823600979e-10,5.8165277940057316e-09,3.4084647570442046e-09,8.175237703314054e-11,6.92012983116557e-17,7.213638295356803e-13,1.4883343079142118e-08,8.761488457751863e-06,1.2069224900047639e-11,2.761328962625833e-10,6.505664975843755e-09,2.1898742898059855e-10,6.414936988672806e-16,4.696369438281725e-09,1.8677812199234735e-13,1.415918990724166e-13,1.846104965489461e-15,7.621473952732468e-11,4.672849976138829e-13,9.621546112385755e-13,3.879855530042286e-11
2.5908534493214237e-06,0.6826478574856141,7.410188957944916e-07,6.150272279496732e-08,4.5311182950898324e-07,4.259992415096631e-06,0.0,0.0,2.8485463639326325e-06,1.3892124481645583e-08,5.2096720658255995e-08,1.2100320960722163e-09,1.2197453481014658e-09,3.2638374655423097e-22,2.1902766429818796e-16,2.3992775605099348e-11,1.650118777480857e-08,2.2244835075957791e-07,6.034149375715328e-21,1.1137358462874166e-15,1.1926944935329972e-19,1.262105686528835e-21,2.0119571929851916e-12,4.4055190959409344e-14,2.3621712664356257e-13,9.917039506831193e-20,1.8191565763099739e-22,1.162840400068777e-16,7.808770768690383e-16,1.5435050744158184e-17,1.2554259062559214e-12,3.629101006642835e-20,3.134443624323764e-20,6.6253554092124424e-18,3.76,0.0,0.7795147507908519,0.9995376338471352,2.268062530165306e-06,6.062743345744673e-09,0.013686518825076927,0.010847997657333148,0.00282992901261852,1.7404237463270094e-06,0.0004566994994091933,2.997908636648884e-06,3.3365077807762654e-12,2.6106590399443802e-11,7.893420546566968e-16,1.6082270419415759e-06,1.1144703993997728e-15,2.6517191354066203e-16,4.394334079901655e-09,1.0700651926291339e-15,1.7657212619758725e-13,1.6732600276806746e-21,5.755374052944074e-16,2.766126322756305e-18,1.168120488735275e-16,6.769200623886368e-16,9.180387507137316e-23,1.0253418931042856e-21,2.3307142925008452e-15,1.0212922900293629e-13,8.694367060495915e-07,1.787124775859436e-08,1.141358102621868e-06,1.5659704104469557e-07,6.293232593804516e-06,2.265730152460802e-06,3.891146909209138e-06,5.275778066643716e-08,3.078435845831661e-08,3.2324815112533324e-09,5.752062345224427e-09,1.4802423636935679e-08,9.395326740064833e-07,2.324598130732556e-09,1.0300021418961988e-05,7.546987149548722e-10,5.876793848550595e-07,5.090384604264426e-13,5.526867867699613e-11,5.86872496055751e-16,2.801664119005627e-10,6.0966485984854195e-09,3.727588459571451e-09,8.532824248868433e-11,7.528219718934294e-17,7.847337868083585e-13,1.619213865720307e-08,8.975599900915422e-06,1.313173235068848e-11,2.8810127003736653e-10,7.163877317508254e-09,2.3111126003365244e-10,7.015161689317252e-16,4.8112413368666574e-09,1.9134677091681006e-13,1.537339552271113e-13,2.0254099919778982e-15,8.201644014215456e-11,5.019350191746051e-13,1.0110455355312718e-12,4.2690533494863594e-11
2.6618827369991752e-06,0.6826935524384153,7.685325258890707e-07,6.402511027561312e-08,4.69032547025317e-07,4.532483192865525e-06,0.0,0.0,2.940418246876427e-06,1.4665300455055304e-08,5.694167006801235e-08,1.3345511899181334e-09,1.3261852243736608e-09,3.58027101915785e-22,2.316080429465001e-16,2.4462838821141812e-11,1.742035177163316e-08,2.3482352072659404e-07,6.828148757578171e-21,1.2094510642169386e-15,1.396546628373528e-19,1.3240722787667109e-21,2.0223457157257367e-12,4.947620927166946e-14,2.499022250242594e-13,1.1490940493518994e-19,2.1043461886184358e-22,1.3147127114772565e-16,8.940223566633858e-16,1.726915360263739e-17,1.3359441555823314e-12,4.1667395416546646e-20,3.627560391693744e-20,7.816967450932123e-18,3.76,0.0,0.779141826125727,0.9995373795088719,2.415026683062518e-06,6.57460279794486e-09,0.014058477051954397,0.011142558516722299,0.0029069454431011536,1.739752717527164e-06,0.0004566993819793857,3.164110164305949e-06,3.5337091686019173e-12,2.6144673616904347e-11,8.107240182243038e-16,1.696605551695167e-06,1.2584269006612234e-15,2.9856630086540523e-16,4.754092253899335e-09,1.2078056701804592e-15,1.8706870262196623e-13,1.889296977185076e-21,6.468959779076372e-16,3.1092850149046537e-18,1.3130511569896564e-16,7.608963889847096e-16,1.0365643849228413e-22,1.157722658647684e-21,2.708281253361399e-15,1.0490192841789093e-13,9.162965495903006e-07,1.953610631375624e-08,1.183849684999452e-06,1.6322012308744048e-07,6.616393033249547e-06,2.4442675605260364e-06,4.137221276934301e-06,5.47689342675668e-08,3.176060822919772e-08,3.4422708218481873e-09,6.1382350280584575e-09,1.6060937801872198e-08,1.0012714391552176e-06,2.6306344899099093e-09,1.0591230516246153e-05,7.93466124480385e-10,6.190182441675583e-07,5.652217713291143e-13,5.999865530877497e-11,6.369601675959335e-16,2.905890310706084e-10,6.384429220410621e-09,4.0665551115269245e-09,8.901663950715298e-11,8.169682158573821e-17,8.515813416807046e-13,1.7572724853414724e-08,9.188091947157725e-06,1.4252532134466004e-11,3.002895760398333e-10,7.87049837628357e-09,2.4354119232379813e-10,7.652657015314006e-16,4.92522665432554e-09,1.958801707945315e-13,1.6664088112923833e-13,2.217114546265763e-15,8.809484550000881e-11,5.381960761879422e-13,1.0618738183139342e-12,4.685526314851371e-11
2.732912024676927e-06,0.6827392278904484,7.963896985286978e-07,6.65889675523306e-08,4.850788864759665e-07,4.814859450483601e-06,0.0,0.0,3.0332228338291044e-06,1.5460023563693863e-08,6.210119787194528e-08,1.469095004388643e-09,1.438469335725697e-09,3.922378732050548e-22,2.4481029484832825e-16,2.495382587359659e-11,1.8365363714843952e-08,2.475351475289017e-07,7.70195581391541e-21,1.3104833254049366e-15,1.6307378039349436e-19,1.3908663767300138e-21,2.0332214762151083e-12,5.539297601576109e-14,2.6401436705354157e-13,1.3275526682414114e-19,2.4255506610990186e-22,1.4825996910223258e-16,1.0199353616476614e-15,1.9263910904905157e-17,1.4192905988759393e-12,4.766026533303612e-20,4.180873368218353e-20,9.18197738434935e-18,3.76,0.0,0.7787690500684855,0.9995371193610261,2.5670914735879923e-06,7.114326771888296e-09,0.014430262142221045,0.01143696555304628,0.002983932070691998,1.7390819367651495e-06,0.00045669926189595075,3.334770317315613e-06,3.736569679702103e-12,2.6182736210317372e-11,8.320919348246988e-16,1.7873158435738235e-06,1.4160896692656395e-15,3.3505889717190295e-16,5.13373433115886e-09,1.3586117748359107e-15,1.979243987611625e-13,2.12588607510581e-21,7.247563516014609e-16,3.483727931169511e-18,1.4711959702987128e-16,8.525272253760014e-16,1.1663653233332316e-22,1.3026969036365945e-21,3.133803507802357e-15,1.0767318217161257e-13,9.64308261584129e-07,2.1305161533085343e-08,1.226975435578536e-06,1.6996263802439837e-07,6.947157005252174e-06,2.6317272884381024e-06,4.392732562221881e-06,5.6816065489511763e-08,3.274521894666572e-08,3.6596864684554292e-09,6.539105852138308e-09,1.7386195118046135e-08,1.065535757535012e-06,2.9677374991623067e-09,1.0883430630051397e-05,8.33143244916794e-10,6.511128658825194e-07,6.258304955837556e-13,6.498102561053154e-11,6.897127205310611e-16,3.011662400254317e-10,6.6799823265710565e-09,4.4260132958929675e-09,9.281943927299354e-11,8.845213754167977e-17,9.219791444103664e-13,1.9026742302620006e-08,9.398978641170738e-06,1.5432950529162798e-11,3.1269677925487223e-10,8.62769463131537e-09,2.5627577636737853e-10,8.328636430497894e-16,5.03833312819241e-09,2.0037862991865555e-13,1.803462472001553e-13,2.421753466612033e-15,9.445589549392333e-11,5.761019002661661e-13,1.1146709367136884e-12,5.130435290591445e-11
2.8039413123546784e-06,0.6827848838732792,8.245892866604523e-07,6.919436514695303e-08,5.012512332466659e-07,5.107237199399644e-06,0.0,0.0,3.1269754888064528e-06,1.6276382960118935e-08,6.758744562880594e-08,1.6141864316914847e-09,1.5567233902515332e-09,4.29199830549127e-22,2.586654501626895e-16,2.5466140370378693e-11,1.9336417758807315e-08,2.6058341140268445e-07,8.661257075001757e-21,1.4169745470860671e-15,1.8989054005172337e-19,1.4628090672701866e-21,2.044594005134968e-12,6.183658476798695e-14,2.785591644977968e-13,1.5293965904029668e-19,2.7863023514328957e-22,1.6678072624961463e-16,1.1596818232571104e-15,2.1428963112490786e-17,1.5054948503056833e-12,5.432070338593253e-20,4.7996913327393395e-20,1.0739893353776846e-17,3.76,0.0,0.7783964221835729,0.9995368533599437,2.7242974009600223e-06,7.682669795204697e-09,0.014801874173461608,0.01173121878406156,0.0030608889431827323,1.738411403080787e-06,0.0004566991391389425,3.509887153039581e-06,3.9450868507432564e-12,2.6220778171993443e-11,8.534458099585758e-16,1.8803572223331928e-06,1.588316208110855e-15,3.748383780412201e-16,5.533890906801867e-09,1.523297512170032e-15,2.091446043770322e-13,2.3843108920487723e-21,8.09506122494072e-16,3.891321056545547e-18,1.6433431884192474e-16,9.522689717370297e-16,1.3081457359592744e-22,1.4610511301785786e-21,3.611768395969773e-15,1.1044299245867056e-13,1.013466635898714e-06,2.3182005001737156e-08,1.2707322538865442e-06,1.7682405240242384e-07,7.2854904786296965e-06,2.828307196445374e-06,4.6578298093368825e-06,5.889969930224234e-08,3.373832432754012e-08,3.884815642606832e-09,6.954846946757618e-09,1.877954517258434e-08,1.1323718297698339e-06,3.338163737296036e-09,1.1176658300040054e-05,8.737258011568835e-10,6.839600678833657e-07,6.910823481265522e-13,7.02208994299166e-11,7.451839350527597e-16,3.118972456290782e-10,6.983420025732061e-09,4.8066148698830886e-09,9.673852741484037e-11,9.555500752519662e-17,9.959987674910001e-13,2.055581772045421e-08,9.608273974364698e-06,1.6674302086328444e-11,3.2532185134073563e-10,9.437662932185477e-09,2.693135794230115e-10,9.044319241776056e-16,5.150568465087361e-09,2.0484245537230138e-13,1.948846141132221e-13,2.6398716739155412e-15,1.0110551209630955e-10,6.156861213704982e-13,1.1694682177305965e-12,5.604962744793238e-11
2.87497060003243e-06,0.6828305204183758,8.531301754185055e-07,7.184137473765849e-08,5.175499771086356e-07,5.409731908245315e-06,0.0,0.0,3.2216915639524974e-06,1.711447168606636e-08,7.341272369369337e-08,1.7703587228613776e-09,1.681071396567062e-09,4.691082608742811e-22,2.732056141962088e-16,2.600018672980651e-11,2.0333717030853084e-08,2.739684991544672e-07,9.711991726590221e-21,1.5290664988944306e-15,2.205015698312545e-19,1.5402397302206954e-21,2.0564728580460897e-12,6.883931783511712e-14,2.9354243926251764e-13,1.7571429383805245e-19,3.1903936941378226e-22,1.8717185642725227e-16,1.3143889689220887e-15,2.3774324615045576e-17,1.5945866589782988e-12,6.170253483966332e-20,5.489622892226505e-20,1.2511805804971373e-17,3.76,0.0,0.7780239420373499,0.9995365814616856,2.886685092522138e-06,8.280391242543238e-09,0.015173313223136644,0.01202531822675543,0.0031378161089799833,1.7377411155177595e-06,0.00045669901368828474,3.6894587290046766e-06,4.159258218508869e-12,2.6258799494227843e-11,8.747856490593758e-16,1.975729155817935e-06,1.7759904053112802e-15,4.1809905329861463e-16,5.9552015998270894e-09,1.7027017946603805e-15,2.207348009007151e-13,2.665894281671048e-21,9.015441552230201e-16,4.333984655117481e-18,1.8303040030989737e-16,1.060591295575334e-15,1.462631342905156e-22,1.6335959104076913e-21,4.146938715016331e-15,1.1321136149401618e-13,1.063766542725939e-06,2.5170265389862698e-08,1.3151170634132639e-06,1.8380383598891296e-07,7.631359561409369e-06,3.0342038057132435e-06,4.932661354262006e-06,6.102035769417358e-08,3.4740057343202305e-08,4.1177454890305635e-09,7.385630520699193e-09,2.0242319022290088e-08,1.2018257315566761e-06,3.744270487123073e-09,1.1470949660868492e-05,9.152095360904877e-10,7.175567958279998e-07,7.61199853796336e-13,7.572331357992611e-11,8.034268259159345e-16,3.2278126089330034e-10,7.2948538697613364e-09,5.20901488533528e-09,1.0077580372659957e-10,1.0301219657962303e-16,1.0737107696709999e-12,2.216156454191655e-08,9.815991885518827e-06,1.7977890157594637e-11,3.3816377023093874e-10,1.0302629550478954e-08,2.8265318541516115e-10,9.800930447549368e-16,5.261940341078229e-09,2.0927195304337371e-13,2.1029155371064112e-13,2.8720241224734017e-15,1.0804959943157715e-10,6.569822682075395e-13,1.2262968393631384e-12,6.110312780078851e-11
3.017029175387933e-06,0.6829217353207436,9.112314492638394e-07,7.726052153925845e-08,5.505282286802272e-07,6.045531394081998e-06,0.0,0.0,3.4140753199186805e-06,1.885622851041323e-08,8.613044904622332e-08,2.1181298754328367e-09,1.948537402867864e-09,5.586065626558405e-22,3.044748583390676e-16,2.7135096759299088e-11,2.240790664973567e-08,3.0174992644207074e-07,1.2112816309179998e-20,1.7706189313158361e-15,2.9487003953163956e-19,1.7130185087987306e-21,2.081787883216345e-12,8.46573916653086e-14,3.248487465886385e-13,2.301491697662129e-19,4.145154453063316e-22,2.341589967896961e-16,1.6735160233589624e-15,2.9047971594130315e-17,1.781552597374483e-12,7.885988359866804e-20,7.106814726387079e-20,1.6790398003069024e-17,3.76,0.0,0.7772794232359224,0.9995360197964777,3.2271689233288205e-06,9.567032632388915e-09,0.01591567268701728,0.012613055811300438,0.003291581517186594,1.736401274949584e-06,0.0004566987546250725,4.0619583325810895e-06,4.604553692012305e-12,2.6334780189475983e-11,9.174232405606687e-16,2.173463361487692e-06,2.201349037327253e-15,5.158693470400297e-16,6.863889889746569e-09,2.1091459605836505e-15,2.450475490309173e-13,3.30402420712404e-21,1.1091366995541109e-15,5.332475204504356e-18,2.2520256297627105e-16,1.3049225550825216e-15,1.8127285502435327e-22,2.024619524449437e-21,5.409373628080222e-15,1.1874378477089884e-13,1.1677708143123068e-06,2.9495737484107745e-08,1.405758459669915e-06,1.981164049253029e-07,8.345569678893545e-06,3.4747265570815143e-06,5.512117167611686e-06,6.53748213208615e-08,3.676993445153676e-08,4.607355507840115e-09,8.293014243228993e-09,2.338137607054639e-08,1.348770703926298e-06,4.673468018064204e-09,1.2062865983152718e-05,1.0008636030413217e-09,7.869872527000136e-07,9.169459687156067e-13,8.753556984215198e-11,9.284361292538333e-16,3.4500520063983604e-10,7.942153426663353e-09,6.081845961466508e-09,1.0921258934205173e-10,1.1901613812993786e-16,1.2404894230800645e-12,2.560946325302591e-08,1.0226750937686921e-05,2.077693615150657e-11,3.644940895923173e-10,1.2206604437594883e-08,3.102322247813131e-10,1.1441865618487505e-15,5.48212426408871e-09,2.1802918270466318e-13,2.438586217899381e-13,3.3807014332284022e-15,1.2284471396669107e-10,7.448439498524726e-13,1.3461720774010782e-12,7.21840536119773e-11
3.144881893207886e-06,0.6830037625694997,9.646788677276097e-07,8.228080437035919e-08,5.806448826891516e-07,6.653498366379841e-06,0.0,0.0,3.5906693430865507e-06,2.049913563364492e-08,9.886279720017326e-08,2.4745773077657613e-09,2.2113109203592576e-09,6.51446450701063e-22,3.35304545873334e-16,2.8234912440015067e-11,2.4366645797245825e-08,3.2790715765572456e-07,1.4651222585420376e-20,2.008589815947574e-15,3.795050396236816e-19,1.891094356677934e-21,2.1063994085715303e-12,1.0115501249748976e-13,3.5458665001643465e-13,2.9098097180049703e-19,5.19655930407512e-22,2.844009583732203e-16,2.06054787291446e-15,3.4519439094548855e-17,1.9599984664433554e-12,9.736772383922704e-20,8.868221415243928e-20,2.1619952696563944e-17,3.76,0.0,0.7766098572694654,0.9995354936829056,3.5517362322455883e-06,1.0833210146588783e-08,0.01658320538213166,0.013141493836107482,0.0034298692858356424,1.7351962506574973e-06,0.0004566985120518694,4.412423703855332e-06,5.02463226303819e-12,2.640309215070015e-11,9.557491228185173e-16,2.3593925718479076e-06,2.646408912333427e-15,6.178326728834749e-16,7.760663483269234e-09,2.534207768355367e-15,2.682512476405738e-13,3.9716162571892314e-21,1.3251273361385856e-15,6.3714300798615015e-18,2.690843696225472e-16,1.5591488587485821e-15,2.1789881525792473e-22,2.433695499830253e-21,6.79491957113134e-15,1.237180592747423e-13,1.2652287886465292e-06,3.380687301151529e-08,1.4894530127731212e-06,2.1139728019597482e-07,9.013793389669155e-06,3.905004469291187e-06,6.0683924655516e-06,6.94256384927365e-08,3.862764914057414e-08,5.07555588558431e-09,9.162833526120243e-09,2.6456968153299553e-08,1.4904338414632942e-06,5.6575412429532784e-09,1.2599582792007906e-05,1.080991952519162e-09,8.520100272839096e-07,1.076088826495628e-12,9.911366886179969e-11,1.050941341974751e-15,3.655222551581732e-10,8.553177589907208e-09,6.948578779445863e-09,1.1722923969287786e-10,1.3469752419786518e-16,1.4039072702413172e-12,2.8990723077066163e-08,1.0591178081181777e-05,2.3521789411953754e-11,3.8892285672366597e-10,1.4131180056329887e-08,3.3607165872693436e-10,1.3071082939319373e-15,5.67741315242429e-09,2.2579633311773375e-13,2.774178161746742e-13,3.89227911625641e-15,1.372262741039119e-10,8.301085492509563e-13,1.4613167385416369e-12,8.33362550665925e-11
3.272734611027839e-06,0.6830857273249195,1.0192152024708864e-06,8.743706338078294e-08,6.111771843184951e-07,7.296015724687375e-06,0.0,0.0,3.7706229907086868e-06,2.2214066502744757e-08,1.1289264729811839e-07,2.8756792019042834e-09,2.4956900741386954e-09,7.574555979320847e-22,3.689037282117459e-16,2.941146582644267e-11,2.6413954137401578e-08,3.551589050198833e-07,1.7590411269737673e-20,2.26690508391543e-15,4.843312538128166e-19,2.0931465863441106e-21,2.13280118075683e-12,1.2002346048007324e-13,3.8584515340760617e-13,3.651766067615597e-19,6.460861050961439e-22,3.432407874307588e-16,2.5166493443355e-15,4.0749172360488646e-17,2.1482684838686937e-12,1.1918418941232804e-19,1.096193381906806e-19,2.7552177663729115e-17,3.76,0.0,0.7759407633186468,0.9995349477663668,3.893730227249908e-06,1.2206630888619745e-08,0.01725017881606595,0.0136694338161062,0.0035680615855717412,1.7339920090995113e-06,0.0004566982604331779,4.777292231543606e-06,5.462992130802935e-12,2.6471337119606384e-11,9.940296097817517e-16,2.5528717413655773e-06,3.1564675457016104e-15,7.343535972708919e-16,8.73635303374733e-09,3.021138929943166e-15,2.9274312303638395e-13,4.736603439391942e-21,1.57144821147445e-15,7.55634890921601e-18,3.19131770977827e-16,1.84908464192737e-15,2.5986800379907487e-22,2.9024506599850012e-21,8.453343855667329e-15,1.2868769949508504e-13,1.3663090033184978e-06,3.853713527492189e-08,1.5751353349915944e-06,2.2505355515414247e-07,9.705911646758529e-06,4.36846428537605e-06,6.6584819113604735e-06,7.360439788779588e-08,4.0515351485662386e-08,5.570382948663175e-09,1.008407060808442e-08,2.977745674222372e-08,1.641289640654799e-06,6.79865464850345e-09,1.3140289666524285e-05,1.1639747244075024e-09,9.194196346743485e-07,1.2546768704821647e-12,1.1161782059943383e-10,1.1832207662309849e-15,3.8652305990281394e-10,9.191818845072573e-09,7.896263895590748e-09,1.2565898625733106e-10,1.5162823113092449e-16,1.5803453563907857e-12,3.264494414077039e-08,1.0950708818786484e-05,2.6488096875757918e-11,4.1403856614715705e-10,1.6269821905902725e-08,3.6286766510262184e-10,1.4852204279661437e-15,5.870022448724958e-09,2.334569656730452e-13,3.1439288461012925e-13,4.458411804896836e-15,1.526529316651825e-10,9.214366369731557e-13,1.583521115489461e-12,9.568429069824742e-11
3.4005873288477918e-06,0.6831676297670132,1.0748342630833385e-06,9.272974255815507e-08,6.421274115489311e-07,7.973737816157266e-06,0.0,0.0,3.954025279995561e-06,2.4001699371215513e-08,1.282977524141706e-07,3.324903189678406e-09,2.802348902112911e-09,8.782648377877666e-22,4.0550054067314047e-16,3.066714472655961e-11,2.8551298787631474e-08,3.83506497141103e-07,2.097494598590325e-20,2.5463861521958794e-15,6.131406459959915e-19,2.321919205390823e-21,2.1610498430482492e-12,1.4149763505652627e-13,4.1866555775374754e-13,4.551102443740795e-19,7.97166420533296e-22,4.1180753660423126e-16,3.050943945837267e-15,4.78106569792041e-17,2.3465406175317802e-12,1.447336229340536e-19,1.3432730501753455e-19,3.4778753964514623e-17,3.76,0.0,0.7752721389221633,0.999534381780599,4.253392543208207e-06,1.369192995985449e-08,0.01791659343620495,0.014196875822956277,0.0037061587207489447,1.732788544834593e-06,0.00045669799964734146,5.156552592911945e-06,5.919618936150263e-12,2.653951505070508e-11,1.0322647307383757e-15,2.7539033954505806e-06,3.7376289721287e-15,8.667679337896468e-16,9.795035981756384e-09,3.575727673131621e-15,3.185584186372583e-13,5.608112076939571e-21,1.8508305606626613e-15,8.900381781401425e-18,3.759002850984456e-16,2.1779459027475226e-15,3.0768109011248065e-22,3.436477097990384e-21,1.0423468397054725e-14,1.3365271907861696e-13,1.4709842589086953e-06,4.370903711868023e-08,1.6627881573226462e-06,2.39082233614491e-07,1.0421731635456335e-05,4.866204561694569e-06,7.283225554262739e-06,7.791403708572243e-08,4.24337903045498e-08,6.092342509294518e-09,1.1057730758299187e-08,3.3350065003887956e-08,1.801602339508245e-06,8.114408673278174e-09,1.3685183005788944e-05,1.2497877187783573e-09,9.892029212001887e-07,1.4541817115887333e-12,1.2507526723888008e-10,1.3255612318196315e-15,4.0800319927761446e-10,9.858707862446588e-09,8.928827243708238e-09,1.3451338887753784e-10,1.6984486747312003e-16,1.7701855795009089e-12,3.658112866025259e-08,1.1305422627921528e-05,2.968311477857555e-11,4.398354459271016e-10,1.863645963904625e-08,3.9061257803121985e-10,1.679256089455178e-15,6.059995864759431e-09,2.410128231252666e-13,3.550307014851154e-13,5.082692362089822e-15,1.6915848267386215e-10,1.0190201376301916e-12,1.7129617720724408e-12,1.0930624658619615e-10
3.5284400466677446e-06,0.6832494700747996,1.1315299250977583e-06,9.815929044747612e-08,6.734978183980642e-07,8.68731359332426e-06,0.0,0.0,4.14096505227675e-06,2.5862750328471642e-08,1.4515755921535513e-07,3.825816337843373e-09,3.1319503155552164e-09,1.0156735288696948e-21,4.453356266898366e-16,3.2004345449713e-11,3.0780216932719e-08,4.129513325489688e-07,2.4852537411281685e-20,2.847852860307915e-15,7.702556421827241e-19,2.5804133627499018e-21,2.1912023099201084e-12,1.6582719585617883e-13,4.530912371796515e-13,5.634840811046781e-19,9.7666605926406e-22,4.913387385430859e-16,3.673407473515474e-15,5.57822822349479e-17,2.554994038859117e-12,1.7447621629284482e-19,1.632930595049238e-19,4.351523492663647e-17,3.76,0.0,0.7746039816379406,0.9995337954565199,4.630966163561454e-06,1.529381098057049e-08,0.01858244968870397,0.014723819920485938,0.003844161002063877,1.731585852460377e-06,0.000456697729571412,5.5501934668542535e-06,6.394498321953075e-12,2.6607625898347405e-11,1.0704545142897901e-15,2.9624916109451552e-06,4.396271201574597e-15,1.0164699475583232e-15,1.0940897049313423e-08,4.204020655163338e-15,3.4573331599999557e-13,6.59567533716533e-21,2.166122442426612e-15,1.0417241510511877e-17,4.39969204228356e-16,2.549086180334093e-15,3.6186106251435246e-22,4.041616193765187e-21,1.2747661672169264e-14,1.3861313188134426e-13,1.579228133032419e-06,4.934548612892143e-08,1.7523943667806366e-06,2.5348034255053006e-07,1.1161061824597217e-05,5.399310310434644e-06,7.943456319564539e-06,8.235746311093269e-08,4.438370677501807e-08,6.641939513182251e-09,1.2084819075736166e-08,3.718189302257341e-08,1.971634888504143e-06,9.623584991414094e-09,1.4234455132953645e-05,1.3384069029474724e-09,1.0613481005517409e-06,1.6761254319366193e-12,1.3951276258441478e-10,1.478244448731127e-15,4.2995829840930295e-10,1.0554469621946029e-08,1.0050222550010086e-08,1.438041379103515e-10,1.8938339001551575e-16,1.97380305829936e-12,4.080818011869293e-08,1.1655398488529955e-05,3.31140153139778e-11,4.66307770018578e-10,2.1245262853228533e-08,4.1929890062212414e-10,1.8899532856501855e-15,6.2473768220726105e-09,2.484656369313507e-13,3.995905173738325e-13,5.768815114012725e-15,1.8677654062689764e-10,1.1230499392747151e-12,1.8498137748019382e-12,1.2428250401791927e-10
