Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104),CF3CCH(84),S(12199),C2HF4(54)
0.006669068366571614,0.505325764280332,1.00476350476947e-07,4.8505565529346174e-08,1.047060206105768e-06,0.000238835166378508,0.0,0.0,0.0003775027742185618,0.00022033170675962767,0.000579951727371787,3.002005034430979e-05,1.4191146449420403e-09,3.6906576248935335e-25,1.6655542354992496e-18,5.097457691292298e-13,8.07733637717356e-09,0.00013762565300592375,6.951417313414266e-12,3.335085294619253e-18,4.418515085017859e-17,5.696549925470572e-23,1.5328880772828944e-14,3.4569903011313766e-10,6.841616120682508e-12,7.674095766790299e-10,3.344901349688859e-20,7.982159943989327e-14,1.57772650255537e-12,8.285668413019341e-17,1.985351346305737e-11,2.7081309481554945e-17,5.3544509608502475e-17,4.2107481297425226e-14,3.76,0.0,0.569856172022518,0.9960101125941007,0.003625188039033439,9.358804192195042e-07,0.029766117397702824,0.019138263002377285,0.008473756526146339,2.0357555365431762e-09,4.1894039413323885e-05,3.725708612396008e-06,3.570038694992483e-14,1.0065143443807979e-15,3.883507778863178e-16,0.00032215467879868415,5.888585625984912e-16,5.800199232659527e-17,0.0012590683812891412,3.615813665760036e-15,1.2994944511623252e-12,1.9623986740426225e-21,2.44478108522701e-15,5.623126069998761e-17,4.88148591115637e-15,1.0974631926855185e-13,7.594625791456171e-23,1.1134058055699574e-21,4.9107178629489715e-08,7.201985965174663e-15,0.0005648195334369729,0.00014314095839982412,4.990702810724526e-06,4.4164257365837726e-07,3.7353333826936336e-05,0.004292286419487063,0.003526901448491673,1.4418764168962187e-07,5.120506032153916e-08,3.749462800423373e-09,2.3811514475873444e-09,1.5288892259207216e-07,6.843559095883013e-05,0.000216863616469637,2.780745749934179e-07,9.936672083142839e-08,4.277454998116599e-06,5.394552877386778e-15,2.2637584547949743e-08,2.4389163604527067e-14,4.355065535308296e-08,9.083333927052079e-08,1.1099479507576994e-06,1.929197127347095e-10,1.7772505235545644e-15,1.1002380367598486e-11,4.971001603438578e-06,1.8575597974757147e-07,1.0442325224461496e-07,3.9507734249429326e-08,6.9404819715534e-06,7.993266639134641e-09,8.448211344927176e-13,3.927292687853058e-09,1.5485527861038648e-14,9.205264551957772e-08,1.7153840103276607e-14,8.803104858538005e-09,3.3543411482365417e-12,3.1960740024021547e-12,3.8421311515951147e-10,2.8702773385575557e-06,1.5693459036606533e-15,9.262680174172372e-17,1.4925130375945277e-16,5.681130394983924e-18,1.3553230142522194e-13,3.850386852145214e-16,8.67656306053785e-18,6.020695758502157e-19,1.3144517098544183e-14,3.701925675436135e-08,8.852671865588725e-09,1.2095450021291984e-23,2.079130168835911e-12,4.5430391553758224e-11,2.1223781495676104e-18,1.1587745374117316e-06
0.006728424545687475,0.5053555655168196,1.0217676550639671e-07,4.9831180932400404e-08,1.0688132354918459e-06,0.0002457501832975739,0.0,0.0,0.0003799837679597534,0.00022393346583444632,0.000601041926017628,3.132795854016248e-05,1.4654366399041045e-09,3.9695698994466378e-25,1.761390057911327e-18,5.29081322258872e-13,8.214962196089324e-09,0.00014000056119247106,7.214453980690535e-12,3.4453621828702386e-18,4.75673096114642e-17,6.030495755516475e-23,1.5908150814891703e-14,3.643202627900417e-10,7.004349141471123e-12,8.061724787711464e-10,3.613710628187809e-20,8.447433549389439e-14,1.6560325892255768e-12,8.756236622549874e-17,2.0336382154746532e-11,2.8547690768835276e-17,5.719556905580856e-17,4.4812394606459924e-14,3.76,0.0,0.5693334314564984,0.9958921738196019,0.003748394421896568,9.63947060292119e-07,0.030036030938432278,0.01926228685523487,0.008560233936280234,2.0342775458097807e-09,4.188907863095892e-05,3.7874056366469304e-06,3.629183183995828e-14,1.010674454000051e-15,3.907981305185811e-16,0.0003321866453266423,6.086221046891602e-16,5.993851358089359e-17,0.0012943549630218408,3.736551859582069e-15,1.3194668735227013e-12,2.0279018440241286e-21,2.526657654750303e-15,5.811449069795015e-17,5.044970889939355e-15,1.1342190761242944e-13,7.848127818221139e-23,1.150570618200841e-21,5.143062721016605e-08,7.274194052430857e-15,0.000587781270974083,0.00014905041457144135,5.0836280179163255e-06,4.4980179583253753e-07,3.800383520287867e-05,0.004420543445638723,0.0036270018629907318,1.466756529138431e-07,5.210961431561833e-08,3.8508012849005595e-09,2.454083582520794e-09,1.5760497762047991e-07,7.05749314240303e-05,0.0002280095236115457,2.8466596306612176e-07,1.0107926153154463e-07,4.479867367433482e-06,5.632066792518593e-15,2.3331810562390204e-08,2.5137089002477463e-14,4.435373277408727e-08,9.241001524353156e-08,1.1387070401188873e-06,1.9812578860162835e-10,1.831751292298439e-15,1.1339988313428829e-11,5.130996112891663e-06,1.913185820059622e-07,1.0776508518681971e-07,4.0233216095451014e-08,7.319982430488662e-06,8.310605504307016e-09,8.665576349740688e-13,4.044190838903156e-09,1.5993218506059444e-14,9.528217823443808e-08,1.7862334595348824e-14,9.0772374998002e-09,3.4587754769457664e-12,3.2867907922611256e-12,3.976555137920269e-10,3.023494784087341e-06,1.6404588651324192e-15,9.593104449767957e-17,1.548941176185795e-16,5.8959168569111864e-18,1.4148271008972716e-13,4.086895757235486e-16,9.046711711653644e-18,6.324750635295823e-19,1.3779086532965526e-14,3.9114053569019835e-08,9.080448096681212e-09,1.2757547300154884e-23,2.186303837854046e-12,4.819013884341461e-11,2.232632716576365e-18,1.1904963083372411e-06
0.006787780724803335,0.5053855015737432,1.038630979196061e-07,5.1167236136814416e-08,1.0904694837425609e-06,0.0002527735742055046,0.0,0.0,0.0003823517491761052,0.00022745502512064054,0.0006227830927278687,3.267604812264125e-05,1.512499688598365e-09,4.263735630574298e-25,1.860939502153615e-18,5.488452093781441e-13,8.351883720246439e-09,0.00014239550605213734,7.482419064712522e-12,3.558268176636241e-18,5.11723775843447e-17,6.380585280902283e-23,1.6499718493157552e-14,3.836296978928595e-10,7.165961310733418e-12,8.46340393509281e-10,3.9000610614683114e-20,8.934993908494377e-14,1.7369308877638363e-12,9.246370205001546e-17,2.0820921414401477e-11,3.007613639476891e-17,6.103111785651528e-17,4.764958846518994e-14,3.76,0.0,0.568806117265456,0.9957720368580073,0.0038741055561021943,9.9246563908816e-07,0.030306310493213532,0.01938529961155904,0.008647133153667228,2.032780855273842e-09,4.1884025388701925e-05,3.8494666110315175e-06,3.688676823077085e-14,1.0148153326924052e-15,3.93223116036626e-16,0.00034242658982017074,6.288349868563795e-16,6.191847078196009e-17,0.0013300576628173838,3.859998644232852e-15,1.339206058808013e-12,2.0948734254932842e-21,2.610376993340513e-15,6.004010661669568e-17,5.21213543336588e-15,1.1718022511400958e-13,8.107312703849519e-23,1.1885685872840634e-21,5.383328840400767e-08,7.346716415529184e-15,0.0006114834917893506,0.0001551194919672917,5.175939476842944e-06,4.579023630182653e-07,3.8649035614872436e-05,0.004550817650814583,0.003728423579634567,1.4914293228329143e-07,5.300943950501603e-08,3.952576101202612e-09,2.527861458545344e-09,1.623772200443346e-07,7.274253274769146e-05,0.00023954126849200507,2.9130494560678826e-07,1.0277684001608837e-07,4.689803532019442e-06,5.876158217257142e-15,2.4034050181588337e-08,2.5893647280586272e-14,4.515105938587325e-08,9.397757588271756e-08,1.1677587403621853e-06,2.0339597902656847e-10,1.8868810989550924e-15,1.1681504674327613e-11,5.29306737848006e-06,1.9695428703196256e-07,1.1114906456881944e-07,4.0953186215693316e-08,7.715307203694854e-06,8.637039698924744e-09,8.885068491409919e-13,4.16258231078419e-09,1.650751484701668e-14,9.855146940636787e-08,1.8589190576433702e-14,9.354909105943959e-09,3.564557307693586e-12,3.3787052236103215e-12,4.113275144416009e-10,3.1829704077180952e-06,1.7138284481795977e-15,9.929497882213825e-17,1.6066051126398573e-16,6.115407113459914e-18,1.4758883027718735e-13,4.334498256838579e-16,9.423956422226894e-18,6.639819117161595e-19,1.4434156690833286e-14,4.1300096728401764e-08,9.310453456639241e-09,1.344205630913824e-23,2.2975591641252916e-12,5.1086516812873244e-11,2.3471023175920653e-18,1.222841193547815e-06
0.006847136903919195,0.5054155730574321,1.0553424503650926e-07,5.2512984756136184e-08,1.1120116552801487e-06,0.0002599040023189101,0.0,0.0,0.00038460683063410675,0.00023089242649928347,0.0006451873565573224,3.406479969206256e-05,1.5602894197582775e-09,4.573425415971084e-25,1.964233859962107e-18,5.690351231457525e-13,8.488046151978069e-09,0.00014481057911422195,7.75519741362291e-12,3.673827898613523e-18,5.501216828891531e-17,6.747390453431838e-23,1.710346884450688e-14,4.036352889480966e-10,7.326294905994425e-12,8.879357261177429e-10,4.204761218079967e-20,9.445613917250249e-14,1.8204454407829908e-12,9.756405379106497e-17,2.1306895816762964e-11,3.1668237895257526e-17,6.505588403884841e-17,5.062291810603282e-14,3.76,0.0,0.5682742747686269,0.9956497078689202,0.004002307812714328,1.0214323365421634e-06,0.030576965924148852,0.019507310977743268,0.00873445551197555,2.0312656493712513e-09,4.187887994563546e-05,3.911887076116916e-06,3.7485153359921627e-14,1.0189372656224645e-15,3.9562592619133614e-16,0.00035287149089061086,6.4950179824596085e-16,6.394227897292231e-17,0.0013661653564583627,3.986179909574265e-15,1.3587037194146311e-12,2.1633274123425598e-21,2.695956795504421e-15,6.200851546357886e-17,5.383014874205264e-15,1.210220662194171e-13,8.372234605716041e-23,1.2274076535793275e-21,5.631639763901115e-08,7.419553491860154e-15,0.0006359356409709714,0.00016134884204827447,5.267573311287932e-06,4.659385332200428e-07,3.928855700986635e-05,0.004683081715557826,0.003831135684153069,1.5158805903006736e-07,5.390407000995839e-08,4.0547100837164285e-09,2.6024459895847727e-09,1.6720315278084395e-07,7.493751095859093e-05,0.00025146214042628983,2.9798878233446897e-07,1.0445844667587555e-07,4.907393659890961e-06,6.126838285236194e-15,2.4743924296564068e-08,2.6658430001638173e-14,4.5942075258286494e-08,9.553530139878209e-08,1.1970961240047803e-06,2.0872941709553347e-10,1.9426101808013164e-15,1.2026745562591198e-11,5.457121921589146e-06,2.0266007765957442e-07,1.1457317984081838e-07,4.166712660977998e-08,8.126838362931413e-06,8.972634986889374e-09,9.10663229166268e-13,4.282401645745646e-09,1.7028062230932662e-14,1.0185798904109306e-07,1.9334458088224105e-14,9.636001969574653e-09,3.67164179312423e-12,3.4717892820368514e-12,4.252242326964154e-10,3.348862697945651e-06,1.7894859356810407e-15,1.0271749177880202e-16,1.665497166190725e-16,6.339571924986607e-18,1.5385003991485766e-13,4.593486314302491e-16,9.808024460563018e-18,6.966076168406088e-19,1.510992112224836e-14,4.3579886062849514e-08,9.542629810129987e-09,1.41489024899574e-23,2.4129662474406497e-12,5.412428528680841e-11,2.4658744832362596e-18,1.2558139179896285e-06
0.006906493083035055,0.5054457804729288,1.0718912455600776e-07,5.38676764742969e-08,1.1334228688190664e-06,0.00026714005560879775,0.0,0.0,0.0003867492938087078,0.0002342419339241895,0.0006682666205319691,3.54946732612623e-05,1.6087910475942049e-09,4.899015456470271e-25,2.0713005734391874e-18,5.896484475990131e-13,8.623397315109256e-09,0.00014724587603023173,8.032668080088203e-12,3.792064954076631e-18,5.909891872575606e-17,7.131487661497128e-23,1.7719277080812877e-14,4.243443065125947e-10,7.48519728299206e-12,9.309800731079639e-10,4.5286330701762676e-20,9.980076213180041e-14,1.9065983184125556e-12,1.028665677803435e-16,2.1794075078244487e-11,3.332556689939222e-17,6.927452760056221e-17,5.373622173293852e-14,3.76,0.0,0.5677379526239316,0.9955251943501547,0.004132985555109694,1.050843130719162e-06,0.030848006932623736,0.019628331098814917,0.008822201915307297,2.0297321253639004e-09,4.187364261712993e-05,3.9746625803764626e-06,3.808694454025217e-14,1.0230405426789788e-15,3.980067624549749e-16,0.00036351799021339836,6.70627076003127e-16,6.60103472702979e-17,0.0014026667308493798,4.115121175926482e-15,1.3779521933291602e-12,2.2332775969846388e-21,2.7834145031084602e-15,6.402011843493496e-17,5.557644040766424e-15,1.2494821403283753e-13,8.642946901454125e-23,1.2670956435489288e-21,5.888115645961005e-08,7.492705361139191e-15,0.0006611466283747496,0.00016773899237447875,5.358467720699694e-06,4.7390475467425666e-07,3.992203829771697e-05,0.004817307061708779,0.0039351064334827105,1.5400968812132105e-07,5.479306143646555e-08,4.157126445704934e-09,2.677797439654607e-09,1.7208023331121456e-07,7.715896177113953e-05,0.0002637750365632533,3.047147464333504e-07,1.0612311812740454e-07,5.132763329146849e-06,6.3841132140728665e-15,2.546104727434533e-08,2.7431021701988594e-14,4.6726239128391895e-08,9.708250228488244e-08,1.2267121711486088e-06,2.1412521558369718e-10,1.998908263229239e-15,1.2375523912731183e-11,5.623063761487795e-06,2.084328601807683e-07,1.1803536900177662e-07,4.237453664448494e-08,8.554954640594497e-06,9.317450177431318e-09,9.330211594956558e-13,4.403581802515746e-09,1.7554497564787994e-14,1.0519915439642038e-07,2.0098175102650568e-14,9.92039578373661e-09,3.779983096914651e-12,3.5660142016768042e-12,4.393406032155424e-10,3.5213303233161572e-06,1.8674618379612204e-15,1.0619741801809621e-16,1.7256087418126294e-16,6.568378573263263e-18,1.6026557309095106e-13,4.864148653994631e-16,1.0198630462318702e-17,7.303690398873418e-19,1.580655886183396e-14,4.595592769172236e-08,9.776918312049857e-09,1.487798654364126e-23,2.532592645485035e-12,5.7308266808330854e-11,2.589035953415434e-18,1.289418505171493e-06
0.006959913644239329,0.5054730837041264,1.086637735173472e-07,5.5093926466551795e-08,1.1525674111091102e-06,0.00027374158839721304,0.0,0.0,0.0003885815859305025,0.00023717843906962918,0.0006896247245325878,3.681708209776395e-05,1.6530385451823453e-09,5.20591567210008e-25,2.1709020389108672e-18,6.085599935893245e-13,8.744478283638954e-09,0.00014945501689774546,8.2862991724121e-12,3.9007860613245684e-18,6.299860227709962e-17,7.492444275470821e-23,1.828370199422494e-14,4.4358930099503893e-10,7.626864582714822e-12,9.709760679014264e-10,4.837198334777398e-20,1.0482131522941992e-13,1.98640832499301e-12,1.0781410347650983e-16,2.2233380571284335e-11,3.487422630391545e-17,7.324070734226728e-17,5.666102756333845e-14,3.76,0.0,0.5672514753962226,0.9954112716627396,0.004252697563904618,1.077689068489995e-06,0.031092281384275576,0.019736410410795126,0.00890153663888343,2.0283364647286127e-09,4.1868850764470584e-05,4.031460420966212e-06,3.863143356636817e-14,1.026717784105479e-15,4.0013090133971093e-16,0.00037326916535378846,6.900355221609457e-16,6.790978443532749e-17,0.0014358450802468294,4.233548907985676e-15,1.395056934964934e-12,2.2975232475787264e-21,2.8637462589456057e-15,6.586781893931882e-17,5.718044680708007e-15,1.2855446729402734e-13,8.891582235814254e-23,1.3035470397267062e-21,6.126021473984262e-08,7.558810970489355e-15,0.0006844922466881236,0.0001736279484547986,5.439591218800754e-06,4.810101274753395e-07,4.0486723009506674e-05,0.004939762191498492,0.004029729405003773,1.5616798669137826e-07,5.5587973846753263e-08,4.249479562322731e-09,2.746236150256138e-09,1.765112036793768e-07,7.91801394691513e-05,0.00027519390002374034,3.1080189373623976e-07,1.0760608551456756e-07,5.342347485627485e-06,6.621299136295662e-15,2.611233243614122e-08,2.8132682605149882e-14,4.742569711388388e-08,9.84654361306069e-08,1.253598997650663e-06,2.1903400298871106e-10,2.0500376521591625e-15,1.2692292115067565e-11,5.773943931498787e-06,2.1368303061207146e-07,1.2118215141259933e-07,4.300522380400808e-08,8.954749531546571e-06,9.635709821060787e-09,9.533109291662557e-13,4.513750905150797e-09,1.8033017556237338e-14,1.0823365474245211e-07,2.0801316518913713e-14,1.017907122004189e-08,3.878526252909017e-12,3.651767738907788e-12,4.5222880684534766e-10,3.6823042882613467e-06,1.9396469770142696e-15,1.0937743450073745e-16,1.7807438614059828e-16,6.778242910998472e-18,1.6617073295806953e-13,5.117959275895696e-16,1.0555521156691389e-17,7.617387615426943e-19,1.6451515702047943e-14,4.817873568926085e-08,9.989534671506977e-09,1.5553035482316916e-23,2.6439175422475148e-12,6.03028961693452e-11,2.7037051414122747e-18,1.3202056128613987e-06
0.0070079921493231764,0.5054977512185627,1.0997838943111195e-07,5.620277448551577e-08,1.1696858077654726e-06,0.00027975416007424786,0.0,0.0,0.0003901533164794173,0.00023975601276258462,0.0007093294455940624,3.803628605064484e-05,1.6933343581491573e-09,5.493510205288429e-25,2.263179619919561e-18,6.258696105198227e-13,8.852825804094067e-09,0.0001514573807869118,8.517650331748957e-12,4.0005178565688096e-18,6.669598474076098e-17,7.830043119481043e-23,1.8799854855923912e-14,4.614050834008811e-10,7.75318719528006e-12,1.0080023909644166e-09,5.1292701566891823e-20,1.0951522954981334e-13,2.0600894433933824e-12,1.124105546485664e-16,2.262930199090554e-11,3.631520276296155e-17,7.6950193451092e-17,5.93952199565113e-14,3.76,0.0,0.5668106123639793,0.9953072404542713,0.004362128946334089,1.1021524125424579e-06,0.031312407650418005,0.01983300918956797,0.008973231945596882,2.0270679617896794e-09,4.186447497102524e-05,4.0828186126185e-06,3.9123777437272185e-14,1.0300147637730802e-15,4.0202768587718943e-16,0.00038217988943585495,7.078264128721467e-16,6.965044898015695e-17,0.0014659632921249163,4.342077665574149e-15,1.410269853423482e-12,2.3563980105923057e-21,2.937367498813905e-15,6.756117219952255e-17,5.865046291362347e-15,1.3185947481399536e-13,9.119431844926586e-23,1.3369511406399235e-21,6.345940484554292e-08,7.618523477732766e-15,0.0007060393611622844,0.00017903982739926632,5.51201442169586e-06,4.873497151128741e-07,4.099032131282185e-05,0.0050512909334861225,0.004115719293854791,1.5809254602626809e-07,5.629894298498148e-08,4.332694623610406e-09,2.808309685096998e-09,1.8053113824071902e-07,8.101632938350387e-05,0.0002857453970473002,3.163060068169442e-07,1.0892786928285764e-07,5.5365146988902e-06,6.8393311683615166e-15,2.6703000145906128e-08,2.8769037008918404e-14,4.8049800495871245e-08,9.97019474447388e-08,1.2779808774498178e-06,2.234939136424581e-10,2.096408193499685e-15,1.2979586360870957e-11,5.910914886280805e-06,2.184504524365562e-07,1.2403787267471074e-07,4.356770643526341e-08,9.3265342045816e-06,9.92859196865519e-09,9.71703915925604e-13,4.613756241753073e-09,1.8467280177173322e-14,1.1098527675825236e-07,2.1446948287187725e-14,1.0414005243440359e-08,3.968024568182989e-12,3.729697547486499e-12,4.639734343911866e-10,3.831940143741585e-06,2.0062572739028508e-15,1.1227760904514975e-16,1.8311970836189198e-16,6.970286164460224e-18,1.71590979330276e-13,5.354837151359922e-16,1.088086106932285e-17,7.907786613267211e-19,1.7046637557287025e-14,5.024917497735031e-08,1.0182274728003892e-08,1.6175756713100612e-23,2.74711442704891e-12,6.310567593228424e-11,2.8100579703129076e-18,1.348355456900027e-06
0.007051262803898639,0.5055200287160894,1.1115093258648058e-07,5.720462779037326e-08,1.184994813808451e-06,0.0002852224099795242,0.0,0.0,0.0003915055614004429,0.0002420215454237861,0.0007274595626848308,3.915727183919717e-05,1.7299765289080235e-09,5.761697170003934e-25,2.348369676773872e-18,6.416809387227994e-13,8.949811325921783e-09,0.00015327100775607596,8.728302199034988e-12,4.0918109659301075e-18,7.018176065259124e-17,8.14447183344267e-23,1.9270941350338474e-14,4.778428996536587e-10,7.865861392838984e-12,1.0421690908993989e-09,5.404157289374352e-20,1.1388551309715745e-13,2.127910234721867e-12,1.1666487620903057e-16,2.2985976221402924e-11,3.765099406953312e-17,8.040397992645282e-17,6.194022319264666e-14,3.76,0.0,0.5664114045551951,0.9952124017596112,0.004461977026849022,1.1244119760577882e-06,0.03151075167289093,0.01991940839972949,0.00903799578325189,2.025916363204378e-09,4.186048583650635e-05,4.1292334775148304e-06,3.9568733613754077e-14,1.0329720265630905e-15,4.0372279303345483e-16,0.0003903066857272683,7.241020807257153e-16,7.124247462995416e-17,0.0014932730731254042,4.441339188645805e-15,1.423811874544324e-12,2.4102448075710963e-21,3.0047055989830264e-15,6.911000811160941e-17,5.999502214838508e-15,1.3488242161843927e-13,9.327822860134377e-23,1.3675025079876448e-21,6.548618944408022e-08,7.672440467897106e-15,0.0007258693342061575,0.0001840011776335395,5.576693787314669e-06,4.930083289543196e-07,4.143967699837708e-05,0.005152720844362902,0.004193766512987222,1.598096077076206e-07,5.6935028046836696e-08,4.4076328752870115e-09,2.8645449088732347e-09,1.841738485513162e-07,8.268234252870396e-05,0.0002954649285074284,3.212792949374373e-07,1.1010665796617461e-07,5.7158048686249314e-06,7.039253263556876e-15,2.7238073429904312e-08,2.934549657636263e-14,4.860689160738462e-08,1.0080794534837537e-07,1.3000700857327587e-06,2.2754142521471082e-10,2.1384142367552045e-15,1.323984738116376e-11,6.03509733448747e-06,2.2277388375603334e-07,1.2662616108326026e-07,4.406957690072099e-08,9.671002973642428e-06,1.0197427129423345e-08,9.883620419483205e-13,4.704419986624784e-09,1.8860854715536826e-14,1.1347717519122893e-07,2.2038391010835758e-14,1.0627110541667023e-08,4.0492068254450935e-12,3.8004292856401565e-12,4.746587399695801e-10,3.970539747531725e-06,2.067550822732583e-15,1.149180850500152e-16,1.8772734738225862e-16,7.145669543598052e-18,1.7655420674344398e-13,5.57499477271571e-16,1.1176876015850641e-17,8.175752001658327e-19,1.7594185573800668e-14,5.2170345408605766e-08,1.0356835241998519e-08,1.6748394597939e-23,2.842452562199883e-12,6.571761524732233e-11,2.9083659059146663e-18,1.3740487775130266e-06
0.007094533458474101,0.5055423789684221,1.1231306069423517e-07,5.820986790536326e-08,1.2002053407709152e-06,0.00029074393547506746,0.0,0.0,0.0003927991074451786,0.00024423449118018595,0.0007459691152855973,4.030086676363133e-05,1.7669683690856032e-09,6.038854871958645e-25,2.4355896446582094e-18,6.577111881808013e-13,9.046279885243424e-09,0.0001550955727085908,8.941206088788485e-12,4.184565768348824e-18,7.382287579795951e-17,8.469174946874695e-23,1.974816850475129e-14,4.946649974881817e-10,7.97752069133789e-12,1.0771418692511202e-09,5.69077890243269e-20,1.1839714316815227e-13,2.1971654997812667e-12,1.210314627584458e-16,2.3342893226471796e-11,3.902425847069751e-17,8.396856194602583e-17,6.456652561018952e-14,3.76,0.0,0.5660099174916717,0.9951164209954138,0.004563104408664377,1.1468994547266402e-06,0.03170931756746251,0.02000530094014155,0.009102984911646335,2.024755437938381e-09,4.185644866438555e-05,4.175828930806466e-06,4.001542228750576e-14,1.0359199187847206e-15,4.054066258368086e-16,0.00039853318669741714,7.406294733786738e-16,7.28587452576468e-17,0.0015207707970366854,4.542112611484089e-15,1.4372099679934303e-12,2.464911124497275e-21,3.073072533101568e-15,7.068250848630385e-17,6.136012474385657e-15,1.3795155703171284e-13,9.539385476915066e-23,1.398518862149048e-21,6.755841815123261e-08,7.726523473494731e-15,0.0007461166283695395,0.00018904845319855094,5.640876550151631e-06,4.98620480293805e-07,4.1885234770458055e-05,0.0052551362784213984,0.004272421813229661,1.6151196759173238e-07,5.756737127682864e-08,4.4825837946126215e-09,2.9211131910691103e-09,1.8783896043960026e-07,8.43607048678649e-05,0.00030539649700904713,3.2627007830922694e-07,1.1127488183336855e-07,5.899439145411461e-06,7.24266887939944e-15,2.777627543135977e-08,2.992532655822605e-14,4.9159435555981495e-08,1.0190720697294213e-07,1.322294212813477e-06,2.3162037648148127e-10,2.180665861658053e-15,1.3501637266432302e-11,6.160099363973126e-06,2.2712702071880186e-07,1.292307524094473e-07,4.4567140157204375e-08,1.0024961169089042e-05,1.0471241258744601e-08,1.0051167676399774e-12,4.795679441409606e-09,1.925686918426642e-14,1.1598261388048866e-07,2.2639660423900917e-14,1.0841741752527733e-08,4.1309700138377895e-12,3.8717122121186975e-12,4.854508762571499e-10,4.112923606894877e-06,2.1301290115573234e-15,1.175867511323161e-16,1.9239783761688577e-16,7.323445204316902e-18,1.8159745322732182e-13,5.801860678909197e-16,1.1475802682914526e-17,8.450033963838909e-19,1.8153094585946833e-14,5.4147259688565095e-08,1.0532408078828e-08,1.7332473065629965e-23,2.940145281338762e-12,6.841630137016418e-11,3.009161444340895e-18,1.4000822264840995e-06
0.007137804113049563,0.5055648020041583,1.1346442922532213e-07,5.921820811391933e-08,1.2153117092752396e-06,0.0002963180799762453,0.0,0.0,0.00039403431750618094,0.0002463938038168587,0.0007648622611373248,4.146721337335089e-05,1.8043035865617424e-09,6.325029912906968e-25,2.524841035079802e-18,6.739588456353774e-13,9.142215122460069e-09,0.0001569311187941781,9.15630729523502e-12,4.278789642073307e-18,7.762478888194031e-17,8.804387300963872e-23,2.023147304021453e-14,5.118730114154755e-10,8.08811612724596e-12,1.112927633226854e-09,5.989469616752657e-20,1.23053278539183e-13,2.2678604972072616e-12,1.2551113892254598e-16,2.3699973965052654e-11,4.043556982662988e-17,8.764541337573746e-17,6.727556483159712e-14,3.76,0.0,0.5656061749824743,0.9950193031563993,0.004665501942011442,1.1696129970442075e-06,0.03190810875213447,0.020090691355154327,0.009168198978217383,2.023585281358726e-09,4.185236366474967e-05,4.222603266998967e-06,4.046382710309612e-14,1.0388585576733707e-15,4.07079276128998e-16,0.00040685757095125817,7.57410258778855e-16,7.449940922212597e-17,0.0015484518641719978,4.644407188820255e-15,1.4504621911004576e-12,2.520401960183011e-21,3.1424746259415023e-15,7.227881880576832e-17,6.2745896994765e-15,1.4106716502482895e-13,9.754139041032882e-23,1.4300030397351223e-21,6.967649594152204e-08,7.78077194333892e-15,0.0007667837582088638,0.00019418165585049368,5.704542736583617e-06,5.04184383019534e-07,4.23268848400023e-05,0.005358524386221291,0.0043516718441029565,1.6319921485623473e-07,5.8195831357097546e-08,4.55751915149882e-09,2.9779985252653196e-09,1.915254434860285e-07,8.605104141393643e-05,0.00031554056637230225,3.312773447665816e-07,1.1243224953539915e-07,6.0874578118021894e-06,7.449571796550946e-15,2.8317450444098943e-08,3.050835920703731e-14,4.9707258212177895e-08,1.0299951516802801e-07,1.3446504012282112e-06,2.35730391177785e-10,2.2231508447346754e-15,1.376488046216741e-11,6.285880909276869e-06,2.3150857788216217e-07,1.3185078961003825e-07,4.5060235518062285e-08,1.038854799646427e-05,1.0750045425181917e-08,1.0219658183570348e-12,4.887506869583258e-09,1.9655174004682618e-14,1.1850054124690624e-07,2.3250751870948666e-14,1.1057849153554722e-08,4.213295191647755e-12,3.943534227961788e-12,4.963476368104151e-10,4.259152974830983e-06,2.194002312846677e-15,1.2028308172818898e-16,1.9713069759364058e-16,7.503594822503803e-18,1.867201893138979e-13,6.035537252086782e-16,1.1777514790602883e-17,8.730686335211943e-19,1.8723409494089017e-14,5.618089068311802e-08,1.0708969402534743e-08,1.7927887955435162e-23,3.0402140314408963e-12,7.12036927512704e-11,3.1124766433754554e-18,1.4264560859573078e-06
