Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207)
1e-11,0.8834022691326918,0.0,4.029342767561277e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824514656737184,0.9999473443970368,0.0,0.0,3.98109325488937e-06,2.432448448688129e-06,6.526190380443535e-07,8.960257681568879e-07,5.265560296083391e-05
1.0604556123832743e-11,0.8834022691326918,0.0,4.27293238199844e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824512249948049,0.9999442023327484,0.0,0.0,4.221772168448341e-06,2.57972403982289e-06,6.92084317542011e-07,9.499638110834398e-07,5.579766724910031e-05
1.2309551073090983e-11,0.8834023735529754,0.0,4.9599100789444376e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824505462221916,0.9999353660387259,0.0,0.0,4.900544781631534e-06,2.9952118825262262e-06,8.033925898759579e-07,1.1019403092293503e-06,6.463396127133598e-05
1.571954097160746e-11,0.8834025823933261,0.0,6.333847324147847e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824491886783722,0.9999178040637463,0.0,0.0,6.258088601111935e-06,3.826784365606102e-06,1.0260383628074605e-06,1.405265872698372e-06,8.219593625006189e-05
1.912953087012394e-11,0.8834027912333882,0.0,7.70776053931312e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824478311364285,0.9999003885476242,0.0,0.0,7.6156305447463955e-06,4.659150751243908e-06,1.248723016774901e-06,1.707756776727587e-06,9.961145237162015e-05
2.2539520768640418e-11,0.8834030000731619,0.0,9.081649924823096e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824464735963607,0.9998831182690612,0.0,0.0,8.973170612537367e-06,5.492308851511894e-06,1.4714464440595758e-06,2.0094153169658974e-06,0.00011688173093400761
2.5949510667156897e-11,0.8834032089126468,0.0,1.0455515679396485e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824451160581688,0.9998659920169019,0.0,0.0,1.03307088044873e-05,6.32625648447725e-06,1.6942085372379324e-06,2.3102437827721164e-06,0.0001340079830927732
3.276949046418985e-11,0.8834036265907511,0.0,1.3203177082401541e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824424009874123,0.999832166797191,0.0,0.0,1.3045779560873863e-05,7.996511650599385e-06,2.139848293050137e-06,2.909419617224338e-06,0.00016783320280216812
3.958947026122281e-11,0.8834040442677011,0.0,1.5950746305269363e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824396859241594,0.9997989033992108,0.0,0.0,1.5760842813925704e-05,9.669898913582586e-06,2.585641430703265e-06,3.5053024696398488e-06,0.00020109660078100093
4.888389749034995e-11,0.8834046134857131,0.0,1.9695051946667564e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824359857848353,0.9997544590135583,0.0,0.0,1.9460982138163413e-05,1.1955441778940077e-05,3.1934241183496936e-06,4.312116240873637e-06,0.0002455409864317759
5.817832471947709e-11,0.8834051827015815,0.0,2.343919302315634e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824322856594467,0.999711017622101,0.0,0.0,2.3161107526639096e-05,1.4246726482986777e-05,3.801487969679095e-06,5.112893073973217e-06,0.00028898237788723324
6.747275194860423e-11,0.8834057519153057,0.0,2.718317324848486e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824285855479938,0.9996685565901928,0.0,0.0,2.6861218979402505e-05,1.654370999393125e-05,4.40983086609845e-06,5.907678119372803e-06,0.0003314434097934182
7.676717917773136e-11,0.8834063211268863,0.0,3.092699625259363e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824248854504768,0.9996270537939869,0.0,0.0,3.0561316496503424e-05,1.884634960182876e-05,5.018450704860329e-06,6.696516189814338e-06,0.00037294620599751183
8.60616064068585e-11,0.883406890336323,0.0,3.4670665583402997e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824211853668952,0.9995864876095343,0.0,0.0,3.426140007799167e-05,2.1154602916288466e-05,5.6273453989499975e-06,7.479451762753208e-06,0.0004135123904482571
9.535603363598563e-11,0.8834074595436159,0.0,3.841418470889383e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824174852972493,0.9995468369001034,0.0,0.0,3.796146972391708e-05,2.3468427863801128e-05,6.236512876953864e-06,8.25652898316209e-06,0.00045316309987741176
9.999999999999999e-11,0.8834080287487653,0.0,4.0284581162149105e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824156365603631,0.9995273619146943,0.0,0.0,3.981020661009936e-05,2.462660631084151e-05,6.540985343707398e-06,8.642614955550442e-06,0.00047263808528550115
1.0465046086511277e-10,0.8834080287487653,0.0,4.215755701841629e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824137852415389,0.9995080810082022,0.0,0.0,4.166152543432953e-05,2.578778268601635e-05,6.8459510829746516e-06,9.027791665338531e-06,0.0004919189917766073
1.139448880942399e-10,0.8834085979517705,0.0,4.590078582536206e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.982410085199764,0.9994701997392932,0.0,0.0,4.536156720927891e-05,2.8112625936184792e-05,7.45565797645624e-06,9.79328329663788e-06,0.0005298002606838171
1.2323931532336703e-10,0.8834091671526322,0.0,4.964387436796846e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824063851719244,0.9994331733568905,0.0,0.0,4.906159504881516e-05,3.0442916478072856e-05,8.065631532130232e-06,1.0553047038612074e-05,0.00056682664308457
1.3253374255249418e-10,0.88340973635135,0.0,5.338682581239023e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824026851580202,0.9993969825638392,0.0,0.0,5.2761608952988226e-05,3.277861348173467e-05,8.675869739807797e-06,1.1307125731445776e-05,0.0006030174361339196
1.4182816978162133e-10,0.8834103055479239,0.0,5.712964325193127e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823989851580515,0.9993616085069977,0.0,0.0,5.6461608921848125e-05,3.51196764245444e-05,9.286370604430491e-06,1.2055561892873232e-05,0.0006383914929736146
1.5112259701074847e-10,0.8834108747423542,0.0,6.087232971196723e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823952851720178,0.9993270327472343,0.0,0.0,6.016159495544483e-05,3.746606508426772e-05,9.897132145729135e-06,1.2798397725447986e-05,0.0006729672527349492
1.6041702423987562e-10,0.8834114439346409,0.0,6.461488814839902e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823915851999195,0.9992932372688546,0.0,0.0,6.386156705382843e-05,3.981773954118987e-05,1.050815239832862e-05,1.3535675114309939e-05,0.0007067627311130283
1.6971145146900277e-10,0.8834120131247836,0.0,6.835732144987052e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823878852417562,0.9992602044660824,0.0,0.0,6.756152521704897e-05,4.2174660174949924e-05,1.1119429411591993e-05,1.4267435630507054e-05,0.000739795533883045
1.790058786981299e-10,0.8834125823127827,0.0,7.20996324391405e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823841852975282,0.9992279171347013,0.0,0.0,7.126146944515656e-05,4.453678766250069e-05,1.1730961249520062e-05,1.4993720533135795e-05,0.000772082865262425
1.8830030592725706e-10,0.8834131514986381,0.0,7.584182387692078e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823804853672351,0.9991963584486587,0.0,0.0,7.49613997382013e-05,4.690408297253267e-05,1.2342745990476853e-05,1.5714570775191765e-05,0.0008036415513030892
1.975947331563842e-10,0.8834137206823495,0.0,7.958389846069287e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823767854508771,0.9991655119672805,0.0,0.0,7.866131609623337e-05,4.9276507367017175e-05,1.2954781727265568e-05,1.6430027001950623e-05,0.0008344880326794026
2.0688916038551135e-10,0.8834142898639175,0.0,8.332585882939827e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823730855484539,0.9991353616066829,0.0,0.0,8.236121851930295e-05,5.165402239421907e-05,1.3567066566784619e-05,1.7140129558299254e-05,0.000864638393275069
2.161835876146385e-10,0.8834148590433416,0.0,8.706770755876436e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823693856599658,0.9991058916682619,0.0,0.0,8.606110700746024e-05,5.4036589895395134e-05,1.4179598630357359e-05,1.7844918481707744e-05,0.0008941083316944228
2.2547801484376565e-10,0.8834154282206222,0.0,9.080944716785519e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823656857854126,0.9990770867987652,0.0,0.0,8.976098156075547e-05,5.642417199499765e-05,1.4792376053249807e-05,1.8544433512508017e-05,0.0009229132011890893
2.3477244207289277e-10,0.883415997395759,0.0,9.455108011998339e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823619859247941,0.9990489319847368,0.0,0.0,9.346084217923893e-05,5.881673109907088e-05,1.5405396984591707e-05,1.9238714095576326e-05,0.0009510680152157759
2.440668693020199e-10,0.8834165665687521,0.0,9.829260882388254e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823582860781105,0.9990214125453697,0.0,0.0,9.716068886296084e-05,6.121422989337899e-05,1.6018659587284325e-05,1.992779938229751e-05,0.0009785874545811348
2.5744365584380357e-10,0.8834173857338791,0.0,1.0367733805026663e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823529611849493,0.9989828923297036,0.0,0.0,0.00010248558202394647,6.467337001795478e-05,1.690170395407555e-05,2.0910508051916145e-05,0.0010171076702443931
2.7082044238558723e-10,0.883418204894566,0.0,1.0906186302364406e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823476363206524,0.9989456170002756,0.0,0.0,0.00010781044632109629,6.81425560330615e-05,1.778523975252127e-05,2.1882650535513517e-05,0.0010543829996695808
2.841972289273709e-10,0.8834190240508123,0.0,1.144461903424357e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823423114852188,0.9989095463408726,0.0,0.0,0.0001131352817545605,7.162167972305167e-05,1.866926165482078e-05,2.284434037668802e-05,0.0010904536590700439
2.9757401546915455e-10,0.8834198432026183,0.0,1.1983032639433699e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823369866786489,0.9988746414196154,0.0,0.0,0.00011846008832448935,7.511063403144553e-05,1.9553764390243048e-05,2.3795689902800763e-05,0.0011253585803245583
3.109508020109382e-10,0.8834206623499843,0.0,1.2521427736133895e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823316619009425,0.9988408645583573,0.0,0.0,0.00012378486603103326,7.860931305114057e-05,2.0438742744644732e-05,2.4736810235247894e-05,0.0011591354415797948
3.2432758855272186e-10,0.8834214814929098,0.0,1.3059804922581976e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.982326337152099,0.9988081792955567,0.0,0.0,0.00012910961487434268,8.211761201286605e-05,2.1324191559901738e-05,2.5667811301574848e-05,0.001191820704377838
3.377043750945055e-10,0.8834223006313952,0.0,1.359816477760207e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823210124321189,0.998776550352901,0.0,0.0,0.00013443433485456823,8.563542727442e-05,2.2210105733379282e-05,2.6588801846768884e-05,0.0012234496470307113
3.510811616362892e-10,0.8834231197654403,0.0,1.4136507861279497e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823156877410015,0.9987459435941767,0.0,0.0,0.00013975902597186055,8.916265630785451e-05,2.3096480217301055e-05,2.7499889446704916e-05,0.0012540564057525216
3.6445794817807284e-10,0.8834239388950454,0.0,1.467483471560633e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9823103630787471,0.9987163259859206,0.0,0.0,0.00014508368822637043,9.26991976869212e-05,2.3983310018131074e-05,2.8401180521318113e-05,0.0012836740140059863
3.912115212616402e-10,0.8834255771409354,0.0,1.5751441817168517e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9822997138408257,0.9986599313899424,0.0,0.0,0.00015573292614764654,9.979981721453463e-05,2.5758315864081953e-05,3.017479306902991e-05,0.001340068609978795
4.1796509434520757e-10,0.8834272153690648,0.0,1.6827990078222585e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9822890647183538,0.998607123019823,0.0,0.0,0.0001663820486196047,0.00010693649603254701,2.753508438565893e-05,3.191046820139872e-05,0.0013928769800927512
4.4471866742877494e-10,0.8834288535794337,0.0,1.7904483240647077e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9822784157113299,0.9985576728146465,0.0,0.0,0.00017703105564345446,0.00011410846120004488,2.9313577528534736e-05,3.3609016914874784e-05,0.0014423271852639188
4.714722405123423e-10,0.8834304917720431,0.0,1.8980924808274185e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9822677668197529,0.9985113672220032,0.0,0.0,0.00018767994722040688,0.00012131495630094736,3.109375805195464e-05,3.5271232867504795e-05,0.0014886327779017768
4.982258135959096e-10,0.8834321299468924,0.0,2.0057318062055147e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9822571180436216,0.9984680062736824,0.0,0.0,0.00019832872335167427,0.00012855524109004176,3.2875589511309566e-05,3.689789275032285e-05,0.001531993726217062
5.249793866794769e-10,0.883433768103982,0.0,2.1133666074317307e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9822464693829349,0.9984274027167332,0.0,0.0,0.00020897738403847038,0.00013582859114604097,3.4659036241055094e-05,3.8489756651374244e-05,0.001572597283160944
5.517329597630443e-10,0.8834354062433125,0.0,2.2209971722052396e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9822358208376913,0.9983893812035656,0.0,0.0,0.00021962592928201024,0.00014313429753315775,3.6444063338049444e-05,4.0047568410803e-05,0.0016106187963233736
5.784865328466116e-10,0.8834370443648836,0.0,2.328623769930566e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9822251724078898,0.9983537775368541,0.0,0.0,0.0002302743590835102,0.00015047166647064132,3.8230636645283826e-05,4.1572055967585006e-05,0.0016462224630294292
6.052401059301789e-10,0.8834386824686956,0.0,2.436246652878598e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9822145240935292,0.9983204379619239,0.0,0.0,0.00024092267344418756,0.00015784001900912416,4.0018722735947846e-05,4.306393169911551e-05,0.001679562037954154
6.319936790137462e-10,0.8834403205547486,0.0,2.5438660572768583e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.982203875894608,0.9982892185022475,0.0,0.0,0.0002515708723652612,0.00016523869071341323,4.180828889781225e-05,4.452389275403561e-05,0.0017107814976252153
6.587472520973135e-10,0.8834419586230433,0.0,2.6514822043312647e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9821932278111255,0.9982599843367034,0.0,0.0,0.00026221895584795064,0.00017266703135199096,4.35993031179421e-05,4.595262137801759e-05,0.0017400156631639995
6.855008251808808e-10,0.8834435966735792,0.0,2.759095301181641e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9821825798430799,0.9982326092172027,0.0,0.0,0.00027286692389347716,0.00018012440459336487,4.5391734067746983e-05,4.7350785232365274e-05,0.0017673907826594604
7.122543982644482e-10,0.8834452347063567,0.0,2.8667055417955435e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9821719319904704,0.9982069749239235,0.0,0.0,0.00028351477650306254,0.00018761018770903224,4.718555108835699e-05,4.87190377056733e-05,0.001793025075933206
7.390079713480155e-10,0.8834468727213766,0.0,2.974313107805483e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9821612842532954,0.9981829707550368,0.0,0.0,0.0002941625136779299,0.0001951237712827399,4.898072417630864e-05,5.005801821888137e-05,0.0018170292448144115
7.657615444315828e-10,0.883448510718638,0.0,3.0819181692934994e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9821506366315541,0.9981604930485232,0.0,0.0,0.0003048101354193033,0.0002026645589258739,5.077722396953255e-05,5.1368352523896833e-05,0.001839506951322777
