Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826)
3.6070910971978865e-09,0.8525067982492502,2.6312555788021663e-08,1.082187545871465e-10,1.0134463636353782e-10,5.051106521596121e-10,0.0,0.0,1.1529495124080733e-07,4.811921903733499e-12,6.762915623943916e-13,5.472066119390052e-12,1.3343267600748049e-13,6.953242427410867e-23,1.4156954349168603e-15,8.693054921710311e-11,8.591728259814337e-11,2.172432301589754e-10,1.0601167564087801e-19,5.861707051349123e-17,7.117411473730598e-23,4.347296221601574e-22,7.039793993029374e-10,1.0745266931118924e-23,5.00123456304987e-16,6.371104232205259e-23,3.228622202584291e-27,1.4325166941720078e-21,4.7704864296752276e-24,5.345842618027614e-24,1.4495798395658522e-17,4.086600827700687e-27,1.8256251087265013e-28,7.666157058206307e-28,3.76,0.0,0.49898365591062227,0.9970457437279951,5.932565417225818e-13,1.3336636516910763e-13,0.0015677226525124804,0.0011861618884230428,0.000281622010293684,9.931100023410214e-05,0.00295414014903899,2.8634108496235884e-07,6.565783693609327e-13,4.6567225109212006e-08,1.7927987553833074e-16,9.259412298424271e-10,2.1922639943124055e-21,9.097871991307821e-20,1.210224461547807e-11,3.8852876371693285e-21,5.128601795746625e-13,9.499032640796498e-28,1.1862627679350236e-19,1.0746590621009756e-22,2.4897253887016358e-21,5.276027178445976e-20,6.143926174686931e-29,4.78378240647296e-28,1.4566497261591488e-19,3.1096495448426505e-13,2.23600009473462e-10,5.040723987136468e-14,8.548980042694322e-08,1.5899286121154025e-08,1.0722275046907707e-08,1.6506788052412067e-11,1.4537914115471154e-08,5.9007829522201425e-09,5.857559089258244e-09,2.934126217862407e-10,2.3024022681428776e-09,9.48356329382851e-12,4.179875266740773e-09,9.128654348281743e-15,5.856026667643896e-07,6.905073270172512e-14,2.227379451944411e-10,1.2073222447872842e-16,7.703111462738838e-16,4.748741439703451e-20,1.0508911942305258e-12,2.1110796853687578e-10,4.861076347417724e-13,7.4197754701772454e-09,1.3532836855485545e-20,2.676010121452287e-12,3.283711591014494e-12,5.81859415205858e-07,1.1429208998808218e-16,1.2196614501363413e-12,2.2996778404617342e-10,4.304642751930173e-12,2.8999608837911984e-20,8.399805751186003e-12,3.900213805630632e-15,5.155708858249072e-16,1.8071942018595332e-17,6.3915361497515495e-15,4.046495170047076e-15,1.131418632091498e-10,1.7592423914719345e-15,5.743377189017811e-16,1.1354016104743576e-19,1.0457951840049624e-21,3.279770964824085e-18,2.3318366646867112e-17
3.676652172271066e-09,0.8525116913868579,2.72530123432543e-08,1.1363231491574878e-10,1.0666328331180675e-10,5.27683819673921e-10,0.0,0.0,1.17513228854009e-07,4.998744280880993e-12,7.184624909239566e-13,5.856652912033477e-12,1.4265474781018972e-13,7.296321088024906e-23,1.4535319310747739e-15,9.050108836377977e-11,9.013386664956203e-11,2.2600487290449045e-10,1.1829358736810264e-19,6.320437993689878e-17,7.881875481638928e-23,4.811936392680168e-22,7.188791792888844e-10,1.2080309708406568e-23,5.328660070507489e-16,7.244160067502499e-23,3.546214523186237e-27,1.5765414795878794e-21,5.3442619228991964e-24,5.984899891720162e-24,1.559019183573305e-17,4.6481520962130424e-27,2.084680139030257e-28,8.766144631360561e-28,3.76,0.0,0.4989534627640091,0.9970456608818089,6.357190868941242e-13,1.4242992509516307e-13,0.0015979132164856786,0.0012105108873807313,0.00028726831304307353,9.948266363333559e-05,0.0029542207421510516,2.9791732560431904e-07,6.959229005949104e-13,4.670508649247987e-08,1.8341444332490893e-16,9.635616505590023e-10,2.4500270489989175e-21,1.002684189308345e-19,1.2597125035214518e-11,4.3429558388005754e-21,5.272872239271156e-13,1.069042783420101e-27,1.3114981193705028e-19,1.1934892831307368e-22,2.7688559681828342e-21,5.79029643950536e-20,6.913074564262826e-29,5.38340717326751e-28,1.5718529043684536e-19,3.178255453147122e-13,2.3267967326614932e-10,5.323821329311348e-14,8.710144835000712e-08,1.6070207238828335e-08,1.110198871109851e-08,1.743127321365418e-11,1.506345438619932e-08,6.10872523716185e-09,5.961434298190704e-09,3.0106081047075126e-10,2.361010291595792e-09,9.932994393030228e-12,4.3307266595645105e-09,9.440122541259753e-15,5.969415178338122e-07,7.225557561971538e-14,2.3139971214043633e-10,1.304973791681946e-16,8.188324406636734e-16,5.024931698862426e-20,1.0780423780042453e-12,2.1873307449146048e-10,5.109578788649592e-13,7.544397617569127e-09,1.426186908954432e-20,2.8032590579092714e-12,3.4359536639274866e-12,5.930577310947276e-07,1.209991159866628e-16,1.2423957483899022e-12,2.3438936974366887e-10,4.478732521081527e-12,3.062727769481199e-20,8.636520309543336e-12,4.010157015395489e-15,5.430566288961635e-16,1.9305151179695333e-17,6.795231214091875e-15,4.2225292122127775e-15,1.1467023608244672e-10,1.861444813053631e-15,6.089863726204768e-16,1.2073998032009497e-19,1.1137155964584463e-21,3.497044660196832e-18,2.4566554470327525e-17
3.746213247344245e-09,0.8525165842695727,2.820850268948313e-08,1.1921426409259418e-10,1.1215667762790725e-10,5.509497792001213e-10,0.0,0.0,1.1973134151228467e-07,5.1891048522252715e-12,7.623604844743404e-13,6.2591738558960255e-12,1.5230682942000976e-13,7.64897345979983e-23,1.4915033377067682e-15,9.413518466517285e-11,9.447831544594731e-11,2.3494082627752015e-10,1.3173061587711376e-19,6.805721470294793e-17,8.70996273125209e-23,5.314949679728053e-22,7.33717840750461e-10,1.3552844123291783e-23,5.670995147559103e-16,8.217282643188826e-23,3.888130987732114e-27,1.7320212615583958e-21,5.9751933959856594e-24,6.687087203399937e-24,1.674791909326639e-17,5.273532918544986e-27,2.374480174092153e-28,9.998475797261317e-28,3.76,0.0,0.4989232714320382,0.9970455903978933,6.803583495103393e-13,1.5193371412154248e-13,0.0016281021901434628,0.0012348686568633641,0.0002929159067877876,9.964220970738634e-05,0.00295428897238384,3.0972871272244435e-07,7.368106725636411e-13,4.683355827985979e-08,1.8755131590849153e-16,1.001945384103403e-09,2.7324624071686768e-21,1.1030311124588757e-19,1.310212425589945e-11,4.844507688224403e-21,5.417654175652207e-13,1.2003936561445916e-27,1.447219135010436e-19,1.3228034972257108e-22,3.072994221463454e-21,6.343110532666005e-20,7.760890138894296e-29,6.044447957409957e-28,1.6936890237217177e-19,3.2468588895054885e-13,2.4194240618552896e-10,5.616958816898386e-14,8.871204078951885e-08,1.623828096825375e-08,1.1487220138090462e-08,1.8388086573189846e-11,1.5597210930967488e-08,6.319543393731272e-09,6.065434903238843e-09,3.0872905956470817e-10,2.419701359115579e-09,1.039350514852123e-11,4.48402248319385e-09,9.755683502900525e-15,6.082819684723934e-07,7.553363834791195e-14,2.4022624711796073e-10,1.4084908979460744e-16,8.692369903701017e-16,5.310435739460336e-20,1.1052370204286406e-12,2.26469644033118e-10,5.365091508922563e-13,7.668385225425325e-09,1.501255056847756e-20,2.9333559956105916e-12,3.591915501087877e-12,6.042551944429741e-07,1.2793908626844084e-16,1.2648211970679333e-12,2.388104595442171e-10,4.65627415648299e-12,3.2306319459264516e-20,8.874239388511221e-12,4.120567074003528e-15,5.714024909929775e-16,2.0594403782029763e-17,7.21541416660793e-15,4.402357363315019e-15,1.1617920586742657e-10,1.967459563844355e-15,6.450179110975968e-16,1.2824249079758346e-19,1.1845033141078794e-21,3.723813981536423e-18,2.5850548521345148e-17
3.815774322417424e-09,0.8525214768974233,2.917900145688283e-08,1.249667358734404e-10,1.1782731603112417e-10,5.749194695223582e-10,0.0,0.0,1.2194928929778533e-07,5.383002539571479e-12,8.080192694746793e-13,6.680020269277531e-12,1.623992749721902e-13,8.011274508494069e-23,1.5296052391124694e-15,9.783207930716816e-11,9.895212825247539e-11,2.440511212675902e-10,1.4640716154829914e-19,7.318568077512838e-17,9.605418329241247e-23,5.858562998571141e-22,7.484940366909405e-10,1.5174219545080886e-23,6.028626804951829e-16,9.299782325287314e-23,4.2557227299804175e-27,1.8996329977422966e-21,6.667834586766677e-24,7.45737364673779e-24,1.7971633902811498e-17,5.968515264682325e-27,2.6979811380266495e-28,1.1376100246212216e-27,3.76,0.0,0.49889308191458925,0.9970455303799973,7.272435914604453e-13,1.618909238521433e-13,0.0016582895736745188,0.0012592344728551913,0.00029856468566382544,9.97904677688014e-05,0.0029543467359850637,3.2177532837520786e-07,7.792708920396142e-13,4.695327618425467e-08,1.916903225061878e-16,1.0410926403841606e-09,3.0414093762253774e-21,1.2112673079332441e-19,1.361724644054391e-11,5.393219611717994e-21,5.562922713839466e-13,1.3449354643664667e-27,1.594081463549296e-19,1.4632979971757087e-22,3.403830195650336e-21,6.936506776019387e-20,8.69366796121937e-29,6.771827463692392e-28,1.8224034177833555e-19,3.315461118061557e-13,2.513882712616831e-10,5.920286011146806e-14,9.03215864704428e-08,1.640359073761931e-08,1.1877930421275792e-08,1.9377688673617154e-11,1.613914497342717e-08,6.5332012247240274e-09,6.169565403851016e-09,3.164165393047657e-10,2.4784685515232725e-09,1.086509950475407e-11,4.639757754143225e-09,1.007530769838898e-14,6.196240139373214e-07,7.888461940520392e-14,2.4921752501792943e-10,1.5181087701257336e-16,9.215485896993612e-16,5.605320134604342e-20,1.132471315593165e-12,2.3431648390831523e-10,5.627645467235116e-13,7.791741627397519e-09,1.5784961385388406e-20,3.0662739316271876e-12,3.751603062124919e-12,6.154518053283527e-07,1.3511401060936917e-16,1.2869391106464052e-12,2.432310537288783e-10,4.837267827402451e-12,3.403701932932117e-20,9.112916019135757e-12,4.2314221531007125e-15,6.006158198576527e-16,2.1940964659243693e-17,7.652393298517408e-15,4.585982304176693e-15,1.176690194106845e-10,2.0773544504969233e-15,6.82460345787829e-16,1.3605396134480307e-19,1.258216057038663e-21,3.960266505003333e-18,2.7170293043610474e-17
3.885335397490604e-09,0.8525263692704365,3.016448476237733e-08,1.3089185564142802e-10,1.2367769108119085e-10,5.996038100542996e-10,0.0,0.0,1.2416707229001156e-07,5.580436265041738e-12,8.554724382563552e-13,7.119579665943753e-12,1.7294243701845594e-13,8.383299554829879e-23,1.567833500558683e-15,1.0159101083639229e-10,1.0355678632955042e-10,2.5333578718557136e-10,1.6241208772926288e-19,7.860007126992776e-17,1.0572111779588412e-22,6.4450744757005475e-22,7.63206545264322e-10,1.6956498348141133e-23,6.401943965822844e-16,1.0501642281724014e-22,4.6503883504471564e-27,2.0800799332938788e-21,7.427013426512549e-24,8.301021737923977e-24,1.9264062421304117e-17,6.73926009181902e-27,3.0583580292991434e-28,1.2912950926155963e-27,3.76,0.0,0.4988628942115422,0.9970454792227095,7.764450103766627e-13,1.7231489701517003e-13,0.0016884753672608663,0.0012836076608999088,0.0003042145510531885,9.992821037324803e-05,0.002954395638363382,3.3405724794544423e-07,8.233327057015594e-13,4.706483355432346e-08,1.9583130326275068e-16,1.0810036111596963e-09,3.378806467272484e-21,1.3278489463237826e-19,1.414249550760765e-11,5.99254489323597e-21,5.708654347753741e-13,1.503705022652708e-27,1.752768138118271e-19,1.6157003271604733e-22,3.763131363808555e-21,7.572585279908939e-20,9.718069807415303e-29,7.570755727420756e-28,1.9582457491606576e-19,3.384063175759451e-13,2.610173281627099e-10,6.233951398580574e-14,9.193009392256228e-08,1.656621772167542e-08,1.2274081623275331e-08,2.0400536690237668e-11,1.6689218786347584e-08,6.749662875386986e-09,6.273829783218087e-09,3.241224793099246e-10,2.5373054321139902e-09,1.1347780088337425e-11,4.7979277236516335e-09,1.0398967087293694e-14,6.309676496204156e-07,8.230820887510733e-14,2.583735207349303e-10,1.6340675923404364e-16,9.757903082790398e-16,5.909648376592995e-20,1.1597417005011804e-12,2.422724102915325e-10,5.89727061956607e-13,7.9144701402901e-09,1.6579176642529288e-20,3.201985275713628e-12,3.915021954489765e-12,6.266475638282773e-07,1.4252581773777442e-16,1.3087511988887119e-12,2.4765115257988433e-10,5.021713682406665e-12,3.581965165882068e-20,9.352505379787207e-12,4.342701422288069e-15,6.307037757972001e-16,2.3346096619705564e-17,8.106475733168845e-15,4.773407043503704e-15,1.1913992043086884e-10,2.1911973832587338e-15,7.213417289000558e-16,1.4418065039628346e-19,1.3349115475529636e-21,4.2065872905728744e-18,2.852571480298204e-17
3.954896472563783e-09,0.8525312613886391,3.116493012007056e-08,1.3699174076496852e-10,1.2971029147157823e-10,6.250137018956868e-10,0.0,0.0,1.2638469056636926e-07,5.781404951070788e-12,9.047534478327331e-13,7.57823568067845e-12,1.8394666535585942e-13,8.765124339056609e-23,1.6061842500476427e-15,1.0541121587582113e-10,1.0829375301884364e-10,2.627948516811191e-10,1.798388703435912e-19,8.431086617174692e-17,1.1614037217834614e-22,7.076853387667323e-22,7.778542610073992e-10,1.8912487043291357e-23,6.791337363878775e-16,1.1833553642087977e-22,5.0735746364972084e-27,2.27409206237126e-21,8.257843220347118e-24,9.22359893278619e-24,2.0628004140692664e-17,7.592334439841137e-27,3.4590163786403106e-28,1.4623997419247787e-27,3.76,0.0,0.4988327083227774,0.997045435566847,8.280337382451845e-13,1.8321912557834707e-13,0.0017186595710783163,0.001307987592708875,0.0003098654110881189,0.0001000561572038919,0.002954437038698641,3.4657454059726047e-07,8.690251993775107e-13,4.716878408431843e-08,1.9997410849103806e-16,1.1216784710796816e-09,3.746694731508488e-21,1.4532493326196082e-19,1.4677875143511092e-11,6.6461196136530816e-21,5.854826877259444e-13,1.6777984858348876e-27,1.9239901512262768e-19,1.7807700039193326e-22,4.152744460407274e-21,8.25350944321478e-20,1.084113762306423e-28,8.446740683469102e-28,2.1014700160633192e-19,3.452665899606167e-13,2.708296332926325e-10,6.558102415418672e-14,9.353757149743014e-08,1.6726240903310307e-08,1.2675636750908697e-08,2.145708451314546e-11,1.7247395663504293e-08,6.9688928375563035e-09,6.378231547450625e-09,3.3184616456582207e-10,2.5962060136464325e-09,1.1841548301201637e-11,4.958527866104806e-09,1.0726635087419196e-14,6.42312871044538e-07,8.580408940906319e-14,2.676942091672144e-10,1.756612549495885e-16,1.0319845043170374e-15,6.223480999110914e-20,1.1870448399611102e-12,2.5033624885715954e-10,6.173995983218911e-13,8.036574064126298e-09,1.7395266709423428e-20,3.3404619117451173e-12,4.082177458901475e-12,6.378424700198379e-07,1.5017635819736645e-16,1.3302595320432785e-12,2.5207075638063976e-10,5.209611848257415e-12,3.765448063119126e-20,9.592964698055746e-12,4.454385003516832e-15,6.616733364878802e-16,2.4811060456851937e-17,8.577967464162741e-15,4.96463491003584e-15,1.2059214955842158e-10,2.3090563832288857e-15,7.61690153284559e-16,1.5262880607895397e-19,1.4146475196948731e-21,4.462958826137642e-18,2.99167238931045e-17
4.024457547636962e-09,0.8525361532520579,3.218031635714572e-08,1.4326850093409934e-10,1.3592760230615292e-10,6.511600288252952e-10,0.0,0.0,1.2860214420263505e-07,5.9859075204027035e-12,9.558956188652767e-13,8.056368002886795e-12,1.9542230594156988e-13,9.156825081277783e-23,1.644653861326359e-15,1.092919297868364e-10,1.1316447383834759e-10,2.724283407698919e-10,1.9878574978405829e-19,9.032873204872419e-17,1.2735313560860646e-22,7.756340047844517e-22,7.92436186672913e-10,2.1055768179477708e-23,7.197199443191136e-16,1.3306951819832526e-22,5.52677727916844e-27,2.482426584121168e-21,9.165734053590667e-24,1.0230989349290317e-23,2.2066332796010143e-17,8.534728840808929e-27,3.903604051394072e-28,1.6525301045455413e-27,3.76,0.0,0.49880252424817517,0.9970453982617032,8.820818401476013e-13,1.946172488740047e-13,0.0017488421852968948,0.001332373683001494,0.0003155171801892456,0.0001001749786898871,0.0029544720876949104,3.593272697016746e-07,9.163773973515487e-13,4.726564437001987e-08,2.0411859798282092e-16,1.1631173786788177e-09,4.147221140126474e-21,1.587959208666934e-19,1.522338881476458e-11,7.357768666211678e-21,6.00141933406362e-13,1.8683734878741118e-27,2.1084870288543088e-19,1.9592992371928251e-22,4.574597315234273e-21,8.98150643830884e-20,1.2070307176130687e-28,9.405598890747596e-28,2.252334559327323e-19,3.5212699516925444e-13,2.8082523989535125e-10,6.892885472053175e-14,9.514402738395025e-08,1.6883737133398408e-08,1.3082559730797614e-08,2.2547782827191678e-11,1.7813639892377424e-08,7.190855953160074e-09,6.482773761961115e-09,3.3958693168359124e-10,2.6551647275907835e-09,1.2346404407383046e-11,5.12155386813013e-09,1.1058286539653387e-14,6.536596738601167e-07,8.937193716466814e-14,2.771795652166958e-10,1.8859938509633548e-16,1.0901528381176829e-15,6.546875694962528e-20,1.2143776124214885e-12,2.5850683484131355e-10,6.457849697590524e-13,8.158056682214714e-09,1.8233297466318566e-20,3.4816752550744423e-12,4.253074553121552e-12,6.49036523979816e-07,1.5806740715615187e-16,1.3514665083353073e-12,2.564898654157237e-10,5.400962429184267e-12,3.954176089458164e-20,9.83425315712193e-12,4.566453927576259e-15,6.935313016665631e-16,2.6337114967230695e-17,9.067173392422578e-15,5.1596695441615274e-15,1.2202594437481105e-10,2.4309995893841366e-15,8.035337523391355e-16,1.6140466636320028e-19,1.4974817284199576e-21,4.729560976111099e-18,3.1343214519385145e-17
4.1635796977833215e-09,0.8525459362146437,3.4255832886354644e-08,1.5636104860658646e-10,1.4892627928960694e-10,7.057054418631647e-10,0.0,0.0,1.3303655785196428e-07,6.405510001486659e-12,1.0638960415824173e-12,9.072560271585589e-12,2.1982918271614983e-13,9.970162045013025e-23,1.721936301718516e-15,1.1723182287266262e-10,1.2331287146692895e-10,2.92218688838795e-10,2.416575161524258e-19,1.0332927422609204e-16,1.52330186560734e-22,9.268551888211045e-22,8.213991760398078e-10,2.5962616948864813e-23,8.059907388093016e-16,1.6727900937086932e-22,6.52946318902147e-27,2.94523030910037e-21,1.123589365211284e-23,1.2525401886457161e-23,2.517802247687853e-17,1.071766473132972e-26,4.940444612782358e-28,2.096873089607369e-27,3.76,0.0,0.49874216154098205,0.9970453389682629,9.978490854447077e-13,2.189504626711848e-13,0.0018092026455909095,0.001381162195997907,0.00032682313223559824,0.00010038770049485043,0.002954526866967255,3.855392640713285e-07,1.0161766919990959e-12,4.7439989042297384e-08,2.1241211270850883e-16,1.2482878959672104e-09,5.055326562164422e-21,1.8873593899967787e-19,1.634483109804801e-11,8.971570208250337e-21,6.295785912478819e-13,2.3039191640197536e-27,2.5204095847974223e-19,2.3600729917815383e-22,5.523150080858319e-21,1.0587949289486086e-19,1.4878747442098134e-28,1.1596810217051255e-27,2.578039597776998e-19,3.6584839411255904e-13,3.013665553403349e-10,7.594928364311869e-14,9.835390611615228e-08,1.7191445825709668e-08,1.391236941229113e-08,2.4833418102176107e-11,1.8970192367266305e-08,7.642842778442024e-09,6.6922897942547205e-09,3.5511729599573464e-10,2.7732362070997543e-09,1.3389376132110271e-11,5.454867199024423e-09,1.1733446077595729e-14,6.763580068853269e-07,9.672221156026315e-14,2.966441797932972e-10,2.1662915931816115e-16,1.2124951535412192e-15,7.222568538554067e-20,1.269120561551079e-12,2.751636381022241e-10,7.04705068001602e-13,8.399171051211502e-09,1.9975423457485947e-20,3.772195690926514e-12,4.606112035404996e-12,6.71422075510708e-07,1.7457777066183344e-16,1.3929874480763742e-12,2.653266003330502e-10,5.7940211386044794e-12,4.3474649685039606e-20,1.0319163486438975e-11,4.791676229044493e-15,7.59938781802485e-16,2.9577521381283693e-17,1.0099942193086876e-14,5.561175181347348e-15,1.2483916638574813e-10,2.687411805480078e-15,8.918192103917723e-16,1.7996440297772663e-19,1.6726760318260413e-21,5.2941631914325464e-18,3.430214225504973e-17
4.288789632915045e-09,0.8525547400098572,3.617470736004874e-08,1.6877027212816655e-10,1.6128166426642964e-10,7.574237848089552e-10,0.0,0.0,1.370269678065221e-07,6.7952273145919325e-12,1.1677930484127957e-12,1.0057468619696839e-11,2.4351127979944264e-13,1.07367174679229e-22,1.7918651217753403e-15,1.2457699094779324e-10,1.3291800877512014e-10,3.106267630789483e-10,2.865294375898707e-19,1.1619076214410363e-16,1.779620975051168e-22,1.0818631797880483e-21,8.472328180102894e-10,3.117264306016304e-23,8.896635998008904e-16,2.0421952251462052e-22,7.550567663455894e-27,3.418905264440601e-21,1.3423352703427418e-23,1.4946373486037548e-23,2.826332776188209e-17,1.3067214520657904e-26,6.06583388235279e-28,2.5804026803526644e-27,3.76,0.0,0.4986878413077508,0.9970452990187436,1.1111926892233377e-12,2.4267925641149647e-13,0.0018635216250280997,0.0014250878290291893,0.0003370008537265794,0.00010055377292864205,0.0029545627515848187,4.0993578223192633e-07,1.1119621362031572e-12,4.7577155501676766e-08,2.1988080247847883e-16,1.3275556974496363e-09,6.008072948091505e-21,2.193948795721393e-19,1.7388818230778108e-11,1.0665059998114678e-20,6.561964483047649e-13,2.7652266642557014e-27,2.9445632989020596e-19,2.775443296588862e-22,6.50817264533298e-21,1.2218402198006238e-19,1.7852364505920482e-28,1.3917385598112262e-27,2.899984739384038e-19,3.7819848878077657e-13,3.204811035669255e-10,8.264577196466338e-14,1.0123938210298239e-07,1.746047081173134e-08,1.4677212297286318e-08,2.7011742883793723e-11,2.0038341094182126e-08,8.058632859446921e-09,6.881357434720998e-09,3.6914732765425977e-10,2.8796510903896895e-09,1.4365953369077025e-11,5.763106359847051e-09,1.2354488620599696e-14,6.967918738268486e-07,1.0358023440620211e-13,3.1472524445447885e-10,2.4445536966075173e-16,1.3295582835698553e-15,7.863918910022823e-20,1.3184631678325327e-12,2.90508349730948e-10,7.601976804958749e-13,8.614081715951058e-09,2.161895084311721e-20,4.042729081911765e-12,4.936686494374597e-12,6.915661580210167e-07,1.9027599800623604e-16,1.429355398393242e-12,2.732779725389119e-10,6.159581810988206e-12,4.7196012847312976e-20,1.0758045939514967e-11,4.9955210549965505e-15,8.228085884800223e-16,3.2715405622429256e-17,1.1093054309930404e-14,5.93559198554841e-15,1.2731034320121566e-10,2.9328370046264924e-15,9.76672682074456e-16,1.9785129372691874e-19,1.841527004884443e-21,5.839042997802162e-18,3.708516388083492e-17
4.413999568046768e-09,0.852563542979948,3.8141713158453245e-08,1.817850612095379e-10,1.7427402142035933e-10,8.116967432016002e-10,0.0,0.0,1.410168454662039e-07,7.196377670074147e-12,1.2782321146901233e-12,1.1111199299340253e-11,2.6888137874095653e-13,1.153648388792593e-22,1.8621323265846296e-15,1.321063184293464e-10,1.4297818718245878e-10,3.296003071596429e-10,3.380886192765113e-19,1.302215446239952e-16,2.0686257150435247e-22,1.256446080003128e-21,8.72841986117356e-10,3.723974117288451e-23,9.792894355397243e-16,2.479037860961532e-22,8.694496435605253e-27,3.952051135198039e-21,1.5959445436957297e-23,1.774940524356239e-23,3.1637827471778037e-17,1.583613922733599e-26,7.402684053095355e-28,3.1561641340046607e-27,3.76,0.0,0.49863352695055885,0.9970452683683361,1.2336679604898065e-12,2.682269275688987e-13,0.001917835456583988,0.0014690259883830444,0.0003471804345960041,0.0001006987873666343,0.0029545893350367163,4.3509587441444807e-07,1.2135735337125204e-12,4.769792766742207e-08,2.2735314063081554e-16,1.4093008375552223e-09,7.105164238539815e-21,2.5391617666643057e-19,1.846568468919011e-11,1.2615477123156683e-20,6.829226899645853e-13,3.3009804656555445e-27,3.4245933257626297e-19,3.248313251090321e-22,7.631533633033662e-21,1.4038971941291525e-19,2.130487699774773e-28,1.661220175860423e-27,3.250901411634972e-19,3.905494618016387e-13,3.4019024380759593e-10,8.97090651907509e-14,1.0412166913443125e-07,1.7722412194119246e-08,1.5458925600441925e-08,2.9307585832438737e-11,2.1132115333482225e-08,8.482747833391079e-09,7.0709109901375634e-09,3.8322440297375887e-10,2.9861840299683914e-09,1.5378415459282282e-11,6.079146898998189e-09,1.2988107801537583e-14,7.172308023171481e-07,1.1066618455985584e-13,3.333394420388551e-10,2.749089062519219e-16,1.4533240464026809e-15,8.53702932388886e-20,1.3678616843110533e-12,3.061812502559673e-10,8.180402030981686e-13,8.82702965522978e-09,2.333440839604752e-20,4.321668728488265e-12,5.279449470789314e-12,7.117074804826242e-07,2.0677791948201668e-16,1.4647962395105027e-12,2.8122774618318183e-10,6.536328880038846e-12,5.1090902481070417e-20,1.1199060383806419e-11,5.2003567283286465e-15,8.886549150156053e-16,3.6070712371500334e-17,1.2148255988803859e-14,6.3224126249517356e-15,1.2972535240261768e-10,3.192560815129194e-15,1.0668098969377397e-15,2.16896516763458e-19,2.0213163249573537e-21,6.419742789797427e-18,3.998085235830325e-17
