Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577)
6.468455292015036e-19,0.6034485089871564,0.0,1.0268702031955104e-27,0.0,0.0,0.0,0.0,0.0,0.0,3.6676771129318154e-48,4.0356309977871745e-68,0.0,9.328324264723002e-109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092141518,0.9999999999996745,0.0,0.0,2.567445538662161e-16,1.6479262712483287e-16,5.86643405859473e-17,3.328758615543578e-17,3.25551811739086e-13,6.554576188055729e-34,1.0790463156651812e-52,1.4224713517515239e-31,7.40493893124329e-39,1.3368483962041183e-33,2.134973802195978e-84,6.5225920809904216e-83
1.2942530440930174e-18,0.6034485089871565,0.0,2.054632561215245e-27,0.0,0.0,0.0,0.0,0.0,0.0,2.9363717960007723e-47,6.46226764011408e-67,0.0,2.988749101415711e-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092141516,0.9999999999993486,0.0,0.0,5.137121698991273e-16,3.297284276973621e-16,1.1737964932195752e-16,6.660409287980718e-17,6.513864652931309e-13,2.6235386471401198e-33,8.638931589062553e-52,5.693592465820165e-31,2.963905353200845e-38,5.350877514147156e-33,6.842628405057721e-83,2.0905021767655942e-81
2.5890680738760447e-18,0.6034485089871565,0.0,4.1101572772533744e-27,0.0,0.0,0.0,0.0,0.0,0.0,2.349989861662255e-46,1.0343836762838784e-65,0.0,9.569898005918157e-106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.741181809214151,0.9999999999986969,0.0,0.0,1.0276474019649493e-15,6.596000288715564e-16,2.3481026679433366e-16,1.3323710629905707e-16,1.3030557700994705e-12,1.049757190642159e-32,6.913770819230748e-51,2.2781786042762224e-30,1.1859482061697318e-37,2.141047991222903e-32,2.1913564713662575e-81,6.694847643521377e-80
5.178698133442099e-18,0.6034485089871567,0.0,8.221206709324275e-27,0.0,0.0,0.0,0.0,0.0,0.0,1.8803489373985077e-45,1.655350650660797e-64,0.0,3.063311852793601e-104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.74118180921415,0.9999999999973936,0.0,0.0,2.0555178660965923e-15,1.3193432313364888e-15,4.696715017405092e-16,2.6650313301958523e-16,2.6063943705051497e-12,4.1997123238172054e-32,5.5320670993973665e-50,9.114197823399989e-30,4.744565054482589e-37,8.565586143549622e-32,7.015086475295654e-80,2.1431901018740716e-78
1.0357958252574208e-17,0.603448508987157,0.0,1.6443305573444644e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.504421987338618e-44,2.6488304945185293e-63,0.0,9.804109409332207e-103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092141479,0.999999999994787,0.0,0.0,4.111258794359871e-15,2.6388296367325275e-15,9.393939716385526e-16,5.330351859887551e-16,5.213071534488507e-12,1.6800216517632716e-31,4.426073902607519e-49,3.6459757990296514e-29,1.897980470777202e-36,3.426513320170064e-31,2.2452670979644645e-78,6.859550774061078e-77
2.0716478490838426e-17,0.6034485089871573,0.0,3.2887503301599663e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.2035947325854072e-43,4.2383443834147395e-62,0.0,3.137556881048945e-101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092141438,0.9999999999895736,0.0,0.0,8.222740650886409e-15,5.277802449389304e-15,1.8788389114574085e-15,1.0660992900395488e-15,1.0426425715143223e-11,6.7203600632648705e-31,3.5410272212517085e-48,1.458449629483462e-28,7.592230728268165e-36,1.3706611083324262e-30,7.185557945574214e-77,2.1952710619901079e-75
4.143351896736686e-17,0.6034485089871582,0.0,6.577589875756678e-26,0.0,0.0,0.0,0.0,0.0,0.0,9.628986512764524e-43,6.781523543732442e-61,0.0,1.0040569099467924e-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092141356,0.9999999999791469,0.0,0.0,1.644570436393939e-14,1.0555748082161648e-14,3.757728791186201e-15,2.1322274905909515e-15,2.0853133487204696e-11,2.6881987191240668e-30,2.8328890199863363e-47,5.833916930387588e-28,3.0369540103923096e-35,5.48275604167283e-30,2.299491115394717e-75,7.025211121322351e-74
8.286759992042373e-17,0.6034485089871602,0.0,1.3155268966812933e-25,0.0,0.0,0.0,0.0,0.0,0.0,7.703280792456825e-42,1.0850575860009216e-59,0.0,3.2130440909954485e-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092141191,0.9999999999582935,0.0,0.0,3.2891631790045e-14,2.111163937754151e-14,7.515508551008103e-15,4.264483861493021e-15,4.1706546674336066e-11,1.0752904277923173e-29,2.2663381159791593e-46,2.333590287335154e-27,1.2147939072465076e-34,2.1931247751991588e-29,8.525078284297483e-74,2.604509796820581e-72
1.657357618265375e-16,0.6034485089871637,0.0,2.631062714837677e-25,0.0,0.0,0.0,0.0,0.0,0.0,6.162661459414932e-41,1.7361032452657905e-58,0.0,1.0281840546610717e-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092140863,0.9999999999165866,0.0,0.0,6.578348664225477e-14,4.2223422087641915e-14,1.503106807210917e-14,8.52899648249422e-15,8.341336362063467e-11,4.301183601805637e-29,1.8130812567503655e-45,9.334406839737121e-27,4.859199908575874e-34,8.772544111357781e-29,2.7397194358761166e-72,8.370158090228827e-71
3.31472085638765e-16,0.6034485089871708,0.0,5.262134350930978e-25,0.0,0.0,0.0,0.0,0.0,0.0,4.9301442054520534e-40,2.7777742461922013e-57,0.0,3.290205071942651e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092140204,0.999999999833173,0.0,0.0,1.3156719634666854e-13,8.444698798520545e-14,3.006218712014036e-14,1.7058021241284882e-14,1.6682695980139226e-10,1.720477827062164e-28,1.4504693172401587e-44,3.7337708018558737e-26,1.9436845579999272e-33,3.5090268813171088e-28,8.768316847121167e-71,2.6788210689583777e-69
6.6294473326322e-16,0.6034485089871853,0.0,1.052427762223971e-24,0.0,0.0,0.0,0.0,0.0,0.0,3.944121871845408e-39,4.444446573257871e-56,0.0,1.0528683163566742e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092138889,0.9999999996663459,0.0,0.0,2.6313461575547295e-13,1.688941216897831e-13,6.012442523951896e-14,3.4116068826019484e-14,3.3365400131568553e-10,6.881920146561392e-28,1.1603771885128425e-43,1.493509076226133e-25,7.77474533027572e-33,1.403612787596986e-27,2.80588173620353e-69,8.572285672565724e-68
9.94417380887675e-16,0.6034485089871998,0.0,1.5786420892670577e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.1277728977253069e-38,1.6358521979122774e-55,0.0,4.925555042755974e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092137573,0.9999999994995191,0.0,0.0,3.9470203516425434e-13,2.5334125730381116e-13,9.018666338221383e-14,5.1174114477907577e-14,5.004808919828933e-10,1.4624085909216945e-27,3.317954809427697e-43,3.1737062942351242e-25,1.6521336118146056e-32,2.9826787075216177e-27,1.2404526334165403e-68,3.789722196709713e-67
1.657362676136585e-15,0.6034485089872287,0.0,2.631070743002085e-24,0.0,0.0,0.0,0.0,0.0,0.0,5.182829078366376e-38,1.258639313674127e-54,0.0,7.194064117988698e-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092134942,0.9999999991658659,0.0,0.0,6.578368739817246e-13,4.222355361696671e-13,1.503111397608684e-13,8.529019805029951e-14,8.341340699300581e-10,4.0431311666515476e-27,1.5248094403975668e-42,8.774355614176409e-25,4.56766231201635e-32,8.246235143196778e-27,2.0004563615277888e-67,6.111614355697874e-66
2.254013441860604e-15,0.6034485089872546,0.0,3.5782565310799684e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.1666499942373426e-37,3.46634295413422e-54,0.0,2.5757243266662857e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092132574,0.9999999988655786,0.0,0.0,8.946582289173732e-13,5.742403933184165e-13,2.0442316857699287e-13,1.1599466702037967e-13,1.1344214426934774e-09,7.19961973331651e-27,3.4323312404899755e-42,1.5624515536559672e-24,8.133651077436219e-32,1.4684107090388127e-26,7.418704989592311e-67,2.266495433194545e-65
2.850664207584623e-15,0.6034485089872806,0.0,4.5254423188576266e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.205045033581857e-37,7.807242958878416e-54,0.0,6.806478086601986e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092130206,0.9999999985652918,0.0,0.0,1.131479583852943e-12,7.262452569974319e-13,2.585351974728581e-13,1.4669912938017986e-13,1.4347082995665338e-09,1.1238709059112784e-26,6.487330038404943e-42,2.439006890250007e-24,1.2696740057241643e-31,2.292210597597498e-26,1.9406448887219225e-66,5.9288798805446465e-65
3.4473149733086423e-15,0.6034485089873065,0.0,5.472628106351689e-24,0.0,0.0,0.0,0.0,0.0,0.0,3.6856499691611916e-37,1.5005321350658307e-53,0.0,1.5419661457396299e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092127838,0.9999999982650052,0.0,0.0,1.368300938788438e-12,8.782501268449744e-13,3.12647226444047e-13,1.7740358549587124e-13,1.7349946691272413e-09,1.6111508381601274e-26,1.0843326624421888e-41,3.496491010974135e-24,1.8201694984937594e-31,3.286051686881827e-26,4.473421660682734e-66,1.3666783008278527e-64
4.6406165047566805e-15,0.6034485089873585,0.0,7.366999680693081e-24,0.0,0.0,0.0,0.0,0.0,0.0,7.868445012036599e-37,3.88033426287421e-53,0.0,5.3894117155981335e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092123101,0.9999999976644337,0.0,0.0,1.841943648659258e-12,1.182259880607269e-12,4.2087128455819904e-13,2.388124834876821e-13,2.3355662969440347e-09,2.7758367466959484e-26,2.3149266544500563e-41,6.024062787969136e-24,3.1359510656822733e-31,5.661510174855667e-26,1.6373991562639155e-65,5.002428314100098e-64
5.833918036204719e-15,0.6034485089874105,0.0,9.26137125398619e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.4307917468238736e-36,8.2176046552292e-53,0.0,1.4036220677472774e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092118365,0.9999999970638639,0.0,0.0,2.315586358529802e-12,1.48626965717094e-12,5.290953429507779e-13,3.002213583987355e-13,2.936136123462573e-09,4.2486958353208927e-26,4.2094428591910013e-41,9.220417394053e-24,4.799883932612115e-31,8.66551140080372e-26,4.395477230195858e-65,1.3428644587218256e-63
7.027219567652757e-15,0.6034485089874625,0.0,1.1155742826159922e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.3668095672685447e-36,1.5546747675563617e-52,0.0,3.17230067710654e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092113629,0.999999996463296,0.0,0.0,2.789229068400052e-12,1.7902794580825445e-12,6.373194016406685e-13,3.6163020866352493e-13,3.5367040265102792e-09,6.050630812267041e-26,6.963240157662101e-41,1.3130913883678606e-23,6.835581775759086e-31,1.2340688853490617e-25,1.0178772336004691e-64,3.109720623598233e-63
9.413822630548833e-15,0.6034485089875664,0.0,1.4944485967086188e-23,0.0,0.0,0.0,0.0,0.0,0.0,5.459483464098201e-36,4.711972048360207e-52,0.0,1.367322904685572e-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092104157,0.999999995262166,0.0,0.0,3.736514488139651e-12,2.3982991343214857e-12,8.537675199291378e-13,4.844478338655711e-13,4.737833953841802e-09,1.066027172548913e-25,1.606198710924383e-40,2.3134554788093235e-23,1.2043216934615431e-30,2.1742398133066685e-25,4.433292746199944e-64,1.3544148517049463e-62
1.180042569344491e-14,0.6034485089876702,0.0,1.8733229103465102e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0487768229603845e-35,1.1082584166103687e-51,0.0,4.020874387451918e-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092094684,0.9999999940610439,0.0,0.0,4.6837999078780534e-12,3.0063189094720373e-12,1.070215639425413e-12,6.072653589440625e-13,5.938956067289856e-09,1.6606760185424674e-25,3.0855350249374634e-40,3.6039302479306854e-23,1.876111129706805e-30,3.387072523035205e-25,1.3170726872194814e-63,4.023782730475335e-62
1.6573631819237063e-14,0.6034485089878782,0.0,2.6310715362571948e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.8847091995560375e-35,4.351435273177468e-51,0.0,2.315937734501682e-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092075738,0.9999999916588231,0.0,0.0,6.578370747351267e-12,4.2223587567049094e-12,1.5031118820437876e-12,8.529001085310313e-13,8.341176837207517e-09,3.2512948201391587e-25,8.486892512680864e-40,7.055776215912713e-23,3.673065975350802e-30,6.631271460266834e-25,7.546553748621234e-63,2.305536142042444e-61
2.6120044070821368e-14,0.6034485089882937,0.0,4.146568782618068e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.1478851997909115e-34,2.892138744023785e-50,0.0,2.5433061927633912e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818092037846,0.9999999868544754,0.0,0.0,1.0367512426283327e-11,6.654439638938907e-12,2.3689043817843345e-12,1.3441684053832286e-12,1.3145524547351772e-08,8.037876846580307e-25,3.3770966325575634e-39,1.74430896635138e-22,9.080526452424974e-30,1.6393950903249088e-24,8.090322895005006e-62,2.47164176139687e-60
4.521286857398998e-14,0.6034485089891249,0.0,7.177563253497775e-23,0.0,0.0,0.0,0.0,0.0,0.0,6.130030281916039e-34,2.85939429091874e-49,0.0,4.474295422647644e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818091962064,0.9999999772461554,0.0,0.0,1.794579578408998e-11,1.1518606154643449e-11,4.100489439282626e-12,2.3267001896351243e-12,2.2753844647887934e-08,2.4032674604990725e-24,1.8034504700613575e-38,5.21519952250245e-22,2.7149771031107746e-29,4.901716154721854e-24,1.375695706225001e-60,4.202759192432395e-59
8.339851758032719e-14,0.6034485089907876,0.0,1.3239552107894987e-22,0.0,0.0,0.0,0.0,0.0,0.0,3.947102557186028e-33,3.567314612410883e-48,0.0,1.0423530717538761e-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818091810498,0.9999999580310163,0.0,0.0,3.3102362499473394e-11,2.1246958190906296e-11,7.563659786346919e-12,4.291744520422493e-12,4.196898367239855e-08,8.17089590471718e-24,1.1612160776495835e-37,1.7730117114890233e-21,9.230438303051799e-29,1.6665692559475532e-23,3.1158800752551227e-59,9.51870003763064e-58
1.597698155930016e-13,0.603448508994113,0.0,2.5363529467290397e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.8225762006755706e-32,5.032603147667442e-47,0.0,2.8321706703881786e-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818091507367,0.9999999196067421,0.0,0.0,6.34154959293207e-11,4.070373828164878e-11,1.4490001408732136e-11,8.221756232344445e-12,8.03932578709185e-08,2.9980889657324434e-23,8.30359795294358e-37,6.504776443303543e-21,3.386680246528329e-28,6.115240447468849e-23,8.314340368733792e-58,2.539769038729986e-56
2.3614111360567606e-13,0.603448508997438,0.0,3.748750636088648e-22,0.0,0.0,0.0,0.0,0.0,0.0,8.676887018181946e-32,2.067093996397389e-46,0.0,1.552474586172682e-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818091204236,0.9999998811904719,0.0,0.0,9.372862935794192e-11,6.016061972822908e-11,2.141634426877163e-11,1.2151665346535793e-11,1.1880952806985564e-07,6.549058280297257e-23,2.5525546378148363e-36,1.4207625123519314e-20,7.39757402174624e-28,1.3358592378927174e-22,4.879872184622027e-57,1.490604577977853e-55
3.125124116183505e-13,0.6034485090007632,0.0,4.961148278877546e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.9464416420142644e-31,5.746801688735891e-46,0.0,5.482306837064557e-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411818090901106,0.9999998427822042,0.0,0.0,1.2404176278533708e-10,7.96176025281552e-11,2.834268836643574e-11,1.608147186551907e-11,1.5721779585386506e-07,1.1470004571419178e-22,5.725895586511315e-36,2.4880685649511132e-20,1.2955536736226738e-27,2.339687586585184e-22,1.7829630987386117e-56,5.4460832583687485e-55
