Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73)
0.00015636556478015282,0.6258426243110458,3.0039434813390146e-06,2.4842892446864414e-07,1.0381578862306443e-06,0.0005784939694023479,0.0,0.0,0.00028542625995813984,1.5298645169934524e-05,4.24338255887905e-05,1.1093602411832527e-09,1.2850671462748338e-09,4.8669694878644846e-24,7.747177640090447e-19,4.29962948229445e-17,1.4619648865033867e-13,3.883726674394894e-05,2.540986359294461e-19,1.3262412769488865e-14,8.214936322096e-15,6.23442845272179e-22,4.257944774619127e-18,7.347397072112996e-14,2.0864643550414696e-13,1.013612359799266e-18,1.874216968745868e-21,8.036266782541704e-21,1.2423307023779718e-24,2.653652647240426e-26,1.6830129364167804e-11,1.5316845160382954e-23,1.479594442987826e-20,6.035621691369974e-20,3.76,0.0,0.7097483321717072,0.9992818437027952,0.0002099325375136517,4.232798837202924e-15,0.08337201211794336,0.06371966002267454,0.019359565196557346,1.933416669614418e-07,0.00020340137796345033,6.622844479859152e-05,1.5972725138283506e-11,1.187266078666121e-12,3.0286805593587646e-15,8.439759792626618e-05,6.348496048152502e-13,7.049202027496768e-14,5.617826315130996e-08,7.69444832373815e-13,1.1604147345105417e-13,1.255634227635975e-18,3.58483513820168e-13,2.9791973914437433e-15,1.597763513109283e-13,1.4695689697018916e-12,6.242546145538418e-20,7.800353177531484e-19,1.2082350061837818e-10,1.7294134241354963e-13,3.9218274462042946e-05,1.1893997903318334e-05,1.8911930382596135e-05,2.0811554752753416e-06,0.0001856531115668842,0.0021396856488789494,0.0008446455160747384,1.1947657412201501e-06,5.379977918223623e-07,2.459779151436105e-07,1.7075430677366048e-06
0.00015961887672455305,0.6260284668264913,3.1067979454133497e-06,2.5756249913948933e-07,1.0818390909437513e-06,0.0006087771262671726,0.0,0.0,0.0002982712024191864,1.632370957714007e-05,4.485213592885519e-05,1.2460065204902395e-09,1.3805725837784484e-09,5.423162461073596e-24,8.344828062380768e-19,4.836340591304719e-17,1.664177840386739e-13,4.043053712631023e-05,2.824554525473669e-19,1.4083361444096639e-14,9.366956201829918e-15,7.111029262489205e-22,4.789572580135583e-18,8.528163792821674e-14,2.245618748685662e-13,1.1901072923494361e-18,2.2149599468907148e-21,9.727858143304642e-21,1.6460011095082094e-24,3.343064681788862e-26,1.830162318268587e-11,1.844014399616694e-23,1.7378845528350787e-20,7.531742807161097e-20,3.76,0.0,0.7079432316255557,0.9992570727743963,0.0002223101460050153,5.14606950991515e-15,0.08501075283917993,0.0649456192142604,0.01975913117474333,1.9297532874104085e-07,0.00020339633377302373,6.895768324213374e-05,1.6632692617034355e-11,1.1971743148261263e-12,3.0859593000631257e-15,8.717753910603157e-05,6.884948632687771e-13,7.642935067569038e-14,5.91319935940289e-08,8.343108392513776e-13,1.2251030555110077e-13,1.3612984904881654e-18,3.8867166361378966e-13,3.230085150970246e-15,1.732316794108365e-13,1.5933392333071585e-12,6.767869112289425e-20,8.456768898177359e-19,1.3375139016514143e-10,1.764539451631023e-13,4.084611679771071e-05,1.2852791939553115e-05,1.9562926900826387e-05,2.15609912492819e-06,0.00019259056777693611,0.002257193775260247,0.0008909470429089153,1.2561984155946713e-06,5.636901070835204e-07,2.6033867118781384e-07,1.8079510873988655e-06
0.00016287218866895329,0.626214016575215,3.2113222688229628e-06,2.6687960750092853e-07,1.126779928481626e-06,0.0006400238854330057,0.0,0.0,0.0003113730290135921,1.7398749480033985e-05,4.735041861658787e-05,1.3963210264498327e-09,1.4813471816070057e-09,6.028882919788856e-24,8.975995868033938e-19,5.4270332311822834e-17,1.8886992011381538e-13,4.205406404004378e-05,3.134727759722639e-19,1.493641471894511e-14,1.0652498278956525e-14,8.089570760669671e-22,5.374661321387779e-18,9.86761121119538e-14,2.4135141990618417e-13,1.3929279851763535e-18,2.6090784049731374e-21,1.172726287656475e-20,2.167243977372785e-24,4.1915509138095257e-26,1.986513545249732e-11,2.2107409093734124e-23,2.034804999209648e-20,9.35647496698661e-20,3.76,0.0,0.7061364235159846,0.9992316254744452,0.0002352047050804648,6.229719817534002e-15,0.08664566005220416,0.06616697668873867,0.020159135396984232,1.9260812414163751e-07,0.00020339115191263685,7.173959746965495e-05,1.7305432620534028e-11,1.2070464255798255e-12,3.1429819125675613e-15,8.997649898117553e-05,7.454204163140989e-13,8.272789798470641e-14,6.219326707076135e-08,9.031267441876988e-13,1.2921505529433589e-13,1.4733782429081819e-18,4.206945579910066e-13,3.496221554089025e-15,1.8750480845632087e-13,1.7246328578126766e-12,7.325087453808261e-20,9.15303939529848e-19,1.4775235982442962e-10,1.7996816077136048e-13,4.2506696965530824e-05,1.3870363615376416e-05,2.022429982566214e-05,2.2323841929051172e-06,0.00019966358020639415,0.002378642396338095,0.000938832059620987,1.319611300668111e-06,5.901796435465663e-07,2.752574503732125e-07,1.9122380630779484e-06
0.00016612550061335352,0.6263992759055848,3.3175132282005466e-06,2.763813858417467e-07,1.173002453760187e-06,0.0006722464778292814,0.0,0.0,0.0003247255534630052,1.8525192347489193e-05,4.992931933800055e-05,1.5613559154873475e-09,1.5875771638570162e-09,6.689991277796388e-24,9.64188423305812e-19,6.075792426517766e-17,2.1373130404599448e-13,4.3707731255689926e-05,3.4736060657385866e-19,1.5822097782103763e-14,1.2083920951888648e-14,9.179562990859477e-22,6.017252800544998e-18,1.1382811885549085e-13,2.590447706193198e-13,1.6253615755706208e-18,3.063634288260038e-21,1.4081697371932893e-20,2.836356679431408e-24,5.231200053562526e-26,2.152387626900593e-11,2.6396915795801907e-23,2.375176921114374e-20,1.15727607416368e-19,3.76,0.0,0.7043278247677002,0.9992054979975584,0.00024863111103718354,7.510483151076408e-15,0.08827673653920812,0.06738369048485712,0.02055961986893623,1.9224002741189926e-07,0.00020338583160763062,7.457403931599807e-05,1.7990909232228164e-11,1.2168821876325422e-12,3.1997465866094804e-15,9.279352947753924e-05,8.057522317576471e-13,8.940139336600904e-14,6.53648107289062e-08,9.760428404240576e-13,1.3615991630146607e-13,1.5921161113258941e-18,4.5462171592706185e-13,3.778184392511304e-15,2.0262672614211453e-13,1.8637349391936024e-12,7.915407415435919e-20,9.890671929732773e-19,1.6289055546600826e-10,1.8348435867601013e-13,4.420003171295317e-05,1.4949320098617357e-05,2.0896051440251965e-05,2.3100154263122085e-06,0.00020687306753021666,0.0025040863937738334,0.0009883254177974839,1.3850262298173055e-06,6.174761537158156e-07,2.907449803365765e-07,2.0204721623998144e-06
0.00016937881255775375,0.6265842471458621,3.4253656492485695e-06,2.860688239630688e-07,1.22052771248605e-06,0.0007054569813385098,0.0,0.0,0.0003383222575609663,1.970444472557005e-05,5.258946220984961e-05,1.7422190659197211e-09,1.6994502111708918e-09,7.412259630040509e-24,1.0343710705646905e-18,6.786897899741038e-17,2.411878537083053e-13,4.5391421388175296e-05,3.8434282009982327e-19,1.674093018930103e-14,1.3674448114629265e-14,1.0391169642990361e-21,6.721582220575463e-18,1.3092185481982262e-13,2.7767183737234485e-13,1.8910272850762163e-18,3.586454053154766e-21,1.6844228709100014e-20,3.690411448419486e-24,6.499618084503052e-26,2.328103231533248e-11,3.13956943638635e-23,2.764301329659104e-20,1.4253799038185106e-19,3.76,0.0,0.7025173528481383,0.9991786867219521,0.00026260452176538713,9.018451985690824e-15,0.08990398496305316,0.06859571796548229,0.02096062710747015,1.9187101288274582e-07,0.00020338037212071626,7.746086074493752e-05,1.8689086565039885e-11,1.2266813750289915e-12,3.2562514813654233e-15,9.562770556656596e-05,8.696182517095582e-13,9.646377506614356e-14,6.864939982387763e-08,1.053211690721935e-12,1.4334899564422496e-13,1.7177582970620495e-18,4.90523687978181e-13,4.076560031930853e-15,2.186288799980773e-13,2.0109348041623685e-12,8.540053015478679e-20,1.067119597049361e-18,1.7923249792303689e-10,1.8700291232382542e-13,4.592614124871224e-05,1.6092342599593342e-05,2.1578173178128663e-05,2.388996396392872e-06,0.00021421985537490272,0.0026335803363468253,0.0010394519375845049,1.4524636181098532e-06,6.455888640199129e-07,3.068116957173077e-07,2.132718982432658e-06
0.00017263212450215398,0.626768932601414,3.534872261114824e-06,2.959427501736321e-07,1.269375608544775e-06,0.0007396673000930593,0.0,0.0,0.00035215629808123207,2.0937886894890695e-05,5.533145044033104e-05,1.9400754187206747e-09,1.8171551617190957e-09,8.195056964141807e-24,1.108270569893953e-18,7.564820843928913e-17,2.714327332634088e-13,4.7105015897041635e-05,4.246578764765522e-19,1.76934258051229e-14,1.5438210499804854e-14,1.1735207913162444e-21,7.492072957449958e-18,1.5015558214453685e-13,2.9726269427617247e-13,2.1939020685053737e-18,4.186193199525936e-21,2.0074311021650418e-20,4.774529039916456e-24,8.040700356210663e-26,2.5139759355417456e-11,3.720019102546405e-23,3.2079933426743296e-20,1.7484405994045351e-19,3.76,0.0,0.7007049258805489,0.9991511882140981,0.0002771403447098648,1.0787380841220917e-14,0.0915274078688678,0.06980301584425311,0.02136220011568848,1.9150105499965013e-07,0.00020337477275287727,8.039991390928899e-05,1.939992877591131e-11,1.236443759349593e-12,3.312494726849863e-15,9.847812458917376e-05,9.371483726414928e-13,1.03929185973746e-13,7.20498565005675e-08,1.1347881006512324e-12,1.5078629643381164e-13,1.850554530353702e-18,5.284720433031607e-13,4.391943304150687e-15,2.3554317160378214e-13,2.166525956919613e-12,9.200265816641018e-20,1.1496162909164722e-18,1.9684711608543852e-10,1.9052419894155786e-13,4.768504927912602e-05,1.7302186089243076e-05,2.2270644520833732e-05,2.469329369659078e-06,0.0002217046641442648,0.002767178407366251,0.0010922363796842,1.5219423371183836e-06,6.745264257514921e-07,3.2346769154092764e-07,2.249041223564689e-06
0.00017588543644655422,0.6269533345517028,3.646023553778717e-06,3.060038200088037e-07,1.319564769645536e-06,0.0007748891425298141,0.0,0.0,0.00036622051428682683,2.2226867367495055e-05,5.815586696377752e-05,2.1561482600342903e-09,1.940881694172514e-09,9.044615710628523e-24,1.186011032237396e-18,8.414222394393958e-17,3.0466603528492663e-13,4.88483950919567e-05,4.685595476537279e-19,1.868009273818371e-14,1.7390287968611342e-14,1.322329585096441e-21,8.333334627796717e-18,1.7174221092031507e-13,3.178475255482785e-13,2.5383476026177434e-18,4.872403406891787e-21,2.383834929081834e-20,6.143341893788528e-24,9.905481632263209e-26,2.7103175467027844e-11,4.391690902594067e-23,3.712617669574707e-20,2.1362509335890422e-19,3.76,0.0,0.6988904627663637,0.9991229992338384,0.0002922542232827925,1.2855001936931792e-14,0.09314700768574206,0.07100554021516764,0.021764382355387447,1.9113012835805952e-07,0.0002033690328445015,8.339105121177217e-05,2.0123400080538294e-11,1.2461691099315834e-12,3.3684744254706578e-15,0.00010134390560075723,1.0084744258960153e-12,1.118119712309349e-13,7.556904841034635e-08,1.220929092427612e-12,1.584757128547212e-13,1.990758025041751e-18,5.685393569510351e-13,4.724937401419335e-15,2.534019509215934e-13,2.3308060269936717e-12,9.897304700747484e-20,1.2367145778405301e-18,2.1580577950563183e-10,1.9404859928813002e-13,4.947678304219722e-05,1.8581678769923095e-05,2.297343191399109e-05,2.5510151796857696e-06,0.0002293280968594268,0.002904934325309958,0.0011467034146949169,1.593479586709801e-06,7.042968643503439e-07,3.4072267494152885e-07,2.3694983539590922e-06
0.00017913874839095445,0.6271374552471152,3.7588076417176643e-06,3.1625250303591077e-07,1.371112414264085e-06,0.000811133998260386,0.0,0.0,0.00038050743604892297,2.3572697245673508e-05,6.106327504949442e-05,2.3917204394270484e-09,2.0708199893578066e-09,9.969650368627348e-24,1.2677174968933028e-18,9.339957033254185e-17,3.410944123769353e-13,5.0621438143773773e-05,5.163176669916413e-19,1.9701433270713474e-14,1.9546752714025868e-14,1.4867822725768926e-21,9.250169708933699e-18,1.9590986810648425e-13,3.394565683376032e-13,2.9291386758346223e-18,5.655602665050518e-21,2.821029033074425e-20,7.862666073987601e-24,1.2153069540426494e-25,2.917435410387502e-11,5.1663099067445325e-23,4.2851256248558214e-20,2.6000783122223833e-19,3.76,0.0,0.6970738833165573,0.9990941167399379,0.0003079620217155452,1.5263352516167258e-14,0.09476278672852584,0.07220324658516578,0.022167217716910503,1.9075820774064384e-07,0.00020336315177647818,8.643412536619627e-05,2.0859464768196134e-11,1.2558571940974832e-12,3.4241886537989498e-15,0.00010422418873695907,1.083730158669071e-12,1.2012667590116038e-13,7.920988716882553e-08,1.311793879330748e-12,1.664210138603731e-13,2.138625434396988e-18,6.107991974257107e-13,5.076153773064431e-15,2.722380107529171e-13,2.5040767182062894e-12,1.0632445649128758e-19,1.3285738977531902e-18,2.361823305266124e-10,1.9757649739166853e-13,5.130137333931043e-05,1.9933721288424825e-05,2.368648771020748e-05,2.6340531008233283e-06,0.0002370906270621202,0.0030469012578670756,0.0012028775898388336,1.667090764401566e-06,7.349075278768799e-07,3.585859165345437e-07,2.494146270373715e-06
0.00018239206033535468,0.6273212969055805,3.873210131983474e-06,3.266890650461762e-07,1.4240342180443833e-06,0.0008484131138226541,0.0,0.0,0.00039500929258084035,2.4976644466792333e-05,6.405421888481406e-05,2.648135517667789e-09,2.207160370797007e-09,1.09681304803888e-23,1.3535157517292923e-18,1.0347065315963895e-16,3.809306528815397e-13,5.242402310144532e-05,5.682188887001001e-19,2.075794379142656e-14,2.1924713343636295e-14,1.668189738166928e-21,1.0247563039097948e-17,2.2290244611508392e-13,3.6212005609540427e-13,3.3714929716822475e-18,6.547350314516276e-21,3.327223958123274e-20,1.0011401671427458e-23,1.485166502580938e-25,3.1356316235099543e-11,6.056745741166413e-23,4.933092674479955e-20,3.152842923750609e-19,3.76,0.0,0.6952551083916678,0.9990645378960556,0.00032427980834714027,1.805911255466755e-14,0.09637474719973861,0.0733960899097644,0.02257075048634543,1.903852681574207e-07,0.00020335712897133436,8.952898945858774e-05,2.1608087216562587e-11,1.2655077774080618e-12,3.4796354643971287e-15,0.00010711813459986511,1.1630512154266317e-12,1.2888804268629233e-13,8.297532658237634e-08,1.4075438407185974e-12,1.7462581050985933e-13,2.2944168081063466e-18,6.553261145266686e-13,5.446212024427739e-15,2.9208458131792844e-13,2.6866437587835374e-12,1.1406981528775337e-19,1.4253558005307645e-18,2.580531159426143e-10,2.0110828025151046e-13,5.315885456431167e-05,2.13612856806786e-05,2.440974914137175e-05,2.718440725203301e-06,0.0002449925868346941,0.0031931317295952116,0.0012607832931379739,1.7427893364125081e-06,7.663650361637826e-07,3.7706620083914914e-07,2.6230369599919256e-06
0.00018564537227975492,0.62750486170903,3.989213998366082e-06,3.373135572400501e-07,1.4783441784124863e-06,0.0008867374674027949,0.0,0.0,0.00040971802178761267,2.643992795952328e-05,6.712922413238642e-05,2.9267988369039466e-09,2.3500929224196736e-09,1.2045620736046452e-23,1.4435320045412964e-18,1.1440766548669136e-16,4.2439320291618516e-13,5.425602691514979e-05,6.245674552746009e-19,2.185011471988729e-14,2.454235980371005e-14,1.867954461872269e-21,1.13306730356574e-17,2.529801280757048e-13,3.8586815234947036e-13,3.871102256847018e-18,7.560324897342848e-21,3.911510219426893e-20,1.2683681386360056e-23,1.8079669262973826e-25,3.3652023492172684e-11,7.077077018313089e-23,5.664756730066284e-20,3.809311118529817e-19,3.76,0.0,0.6934340600500761,0.9990342600771127,0.00034122383734656837,2.1293951249104088e-14,0.09798289119159666,0.07458402463185432,0.02297502530999755,1.9001128488904598e-07,0.00020335096389465017,9.267549700777687e-05,2.2369231906424798e-11,1.2751206239440721e-12,3.5348128878024128e-15,0.00011002492366429379,1.2465751197994827e-12,1.3811100969876427e-13,8.686836066049736e-08,1.508342497633712e-12,1.8309355306654756e-13,2.4583955498866155e-18,7.021956274761441e-13,5.835739818180034e-15,3.129753249629306e-13,2.878816852640969e-12,1.2222221881606137e-19,1.5272239196624398e-18,2.814970182027672e-10,2.0464433752057034e-13,5.504926472975674e-05,2.2867414031235897e-05,2.5143137326203655e-05,2.8041738423672277e-06,0.0002530341550021552,0.003343677523441437,0.0013204447151133742,1.8205867022186122e-06,7.98675226869838e-07,3.961717743377135e-07,2.7562181582982572e-06
0.00018889868422415515,0.6276881517997072,4.106799462034131e-06,3.4812580989286434e-07,1.5340544826731959e-06,0.0009261177425950177,0.0,0.0,0.00042462528023056416,2.796371173812706e-05,7.028879846189194e-05,3.229178506777044e-09,2.4998070991265082e-09,1.3215193135081647e-23,1.5378927417059813e-18,1.262646347301955e-16,4.717056428502709e-13,5.6117325465797845e-05,6.856859919261046e-19,2.2978430426346218e-14,2.7419009095412023e-14,2.0875704811197584e-21,1.2504842734127586e-17,2.8641989011743704e-13,4.107308825368043e-13,4.434165063507245e-18,8.708404217898116e-21,4.583924802420026e-20,1.5991287425320304e-23,2.1926882624759675e-25,3.606437158241563e-11,8.242661064752018e-23,6.489058062744618e-20,4.58630454986048e-19,3.76,0.0,0.6916106617041237,0.9990032808760352,0.00035881052887320444,2.5024880709937226e-14,0.09958722068816409,0.07576700472366482,0.023380087156125693,1.8963623353139627e-07,0.00020334465605641064,9.587350202486572e-05,2.3142863436135888e-11,1.2846954965912957e-12,3.589718934768556e-15,0.0001129437557038584,1.3344412569728313e-12,1.4781070829296724e-13,9.089202151562337e-08,1.6143554889989797e-12,1.9182753601484196e-13,2.6308283762409045e-18,7.514842133309312e-13,6.2453727779944555e-15,3.3494433099414705e-13,3.0809096318217987e-12,1.3079492719423678e-19,1.6343439466289402e-18,3.0659548616811334e-10,2.0818506117602644e-13,5.697264549011108e-05,2.4455216837999754e-05,2.5886556317424455e-05,2.8912463220216773e-06,0.00026121534556366245,0.0034985895764081,0.0013818858080864535,1.9004920639306927e-06,8.318431034119907e-07,4.159102946157298e-07,2.8937330074647715e-06
0.00019215199616855538,0.6278711692762889,4.225943881655506e-06,3.5912541230568524e-07,1.5911753811338275e-06,0.00096656430130253,0.0,0.0,0.0004397224537028092,2.9549098962750227e-05,7.353343205624444e-05,3.5568063007438226e-09,2.656491312288339e-09,1.447338541185708e-23,1.6367245595200288e-18,1.3909731329323063e-16,5.230961114280885e-13,5.8007793601219166e-05,7.519163119773146e-19,2.4143369156383045e-14,3.057515173820177e-14,2.328609600051292e-21,1.3775583957581727e-17,3.235159723477874e-13,4.3673806742526637e-13,5.067420850669955e-18,1.0006750451693764e-20,5.355519840133124e-20,2.006635653420686e-23,2.649579970813605e-25,3.859618223426893e-11,9.5702046758171e-23,7.415679367008995e-20,5.502925536233515e-19,3.76,0.0,0.6897848382835423,0.998971598110838,0.00037705644770398246,2.931461504785371e-14,0.10118773756763275,0.07694498373192911,0.023785981273907856,1.892600900425676e-07,0.00020333820501232248,9.912285907116484e-05,2.392894653570726e-11,1.294232157348727e-12,3.644351598548774e-15,0.00011587384923649191,1.4267908565048479e-12,1.5800246094496837e-13,9.504937703796273e-08,1.725750548412917e-12,2.008308435257276e-13,2.8119852765268943e-18,8.032692956696713e-13,6.6757543945183165e-15,3.5802611063484355e-13,3.293239610080662e-12,1.398013632539145e-19,1.7468836060962038e-18,3.3343256543241353e-10,2.1173084514889452e-13,5.8929042161679134e-05,2.612787108046379e-05,2.663989220189404e-05,2.979650003098283e-06,0.0002695359964274316,0.0036579178696883796,0.0014451302431915853,1.9825122979461537e-06,8.658727839754341e-07,4.3628878079641994e-07,3.0356197250333478e-06
0.00019540530811295562,0.6280539161899235,4.346621652773649e-06,3.703116947359946e-07,1.6497150580484607e-06,0.0010080871558787881,0.0,0.0,0.000455000668417964,3.1197125994678286e-05,7.686359809236562e-05,3.911278455443548e-09,2.820332486487818e-09,1.5823037772756103e-23,1.7401536549302697e-18,1.5296300908448055e-16,5.787966789390243e-13,5.992730517931349e-05,8.236202020145285e-19,2.5345402949712725e-14,3.403249892729119e-14,2.592746075463866e-21,1.514855591536326e-17,3.6458031379170743e-13,4.639192476102175e-13,5.778185591672909e-18,1.1471898496897981e-20,6.238433165142572e-20,2.506439172301567e-23,3.1902992800967023e-25,4.125019632038769e-11,1.1077824212711948e-22,8.455085541114221e-20,6.580798896807675e-19,3.76,0.0,0.6879565164056425,0.9989392098320125,0.0003959782803527181,3.4231932565889827e-14,0.10278444360473653,0.07811791482623727,0.02419275314967941,1.8888283079305998e-07,0.00020333161036546665,0.00010242342331400313,2.4727446080403556e-11,1.3037303676702576e-12,3.698708857312522e-15,0.00011881444098912185,1.523766975610958e-12,1.6870177918643489e-13,9.93435282218091e-08,1.842697481541661e-12,2.101063188120138e-13,3.0021394735388226e-18,8.576292335679186e-13,7.12753593373679e-15,3.822555921107354e-13,3.516128137649944e-12,1.492551105805815e-19,1.8650126314274232e-18,3.620949282171043e-10,2.1528208493400883e-13,6.0918503739046944e-05,2.7888617979030786e-05,2.7403012253937304e-05,3.0693745874317514e-06,0.00027799575852250155,0.0038217113136288687,0.0015102013652149775,2.0666518254769533e-06,9.007674494943219e-07,4.573135616611886e-07,3.1819112814089167e-06
0.00019865862005735585,0.628236394540109,4.4688041128642844e-06,3.8168373525248264e-07,1.7096795041201555e-06,0.001050695940614315,0.0,0.0,0.0004704508027967158,3.290875647663049e-05,8.027975319667012e-05,4.2942563652236165e-09,2.9915156218586744e-09,1.7283770740394995e-23,1.8483056887661524e-18,1.6792065912984513e-16,6.390426849671783e-13,6.187573311833566e-05,9.011802380208897e-19,2.6584997549041616e-14,3.781403032166012e-14,2.8817635470546823e-21,1.6629584788212888e-17,4.0994295532846376e-13,4.923036037484451e-13,6.574388922327933e-18,1.3121845285880923e-20,7.245960717545156e-20,3.1167599113339923e-23,3.828058808230416e-25,4.402906803838704e-11,1.2785111618554216e-22,9.618565297602247e-20,7.844330534261599e-19,3.76,0.0,0.6861256245516847,0.9989061143301873,0.00041559281069706,3.985203897396722e-14,0.10437734047330384,0.0792857508506202,0.024600448460426014,1.8850443261655924e-07,0.00020332487176786442,0.0001057750505797608,2.553832710369394e-11,1.3131898888038932e-12,3.7527886768731e-15,0.00012176478538120255,1.625514482916759e-12,1.7992436159540507e-13,1.0377760641649305e-07,1.9653681440488316e-12,2.1965662357475873e-13,3.2015673850908756e-18,9.146433108387708e-13,7.601376347533796e-15,4.076681158531599e-13,3.749900357076055e-12,1.5916991160367215e-19,1.9889027408178594e-18,3.926719028503487e-10,2.1883917719546155e-13,6.29410829078211e-05,2.9740760427836263e-05,2.8175764140716544e-05,3.1604075375762e-06,0.00028659408533505135,0.003990017627920822,0.001577122145386227,2.152912484623091e-06,9.365292920057248e-07,4.789902234424048e-07,3.3326350767763314e-06
0.00020191193200175608,0.6284186062704855,4.592459461100586e-06,3.9324035038396765e-07,1.7710724037494393e-06,0.0010943998826946156,0.0,0.0,0.0004860634998392229,3.4684875468535315e-05,8.378233787551418e-05,4.707467167102643e-09,3.170223344882312e-09,1.8851362455589515e-23,1.9613057481171146e-18,1.8403070943793833e-16,7.040720327105101e-13,6.385294945441342e-05,9.850006488093739e-19,2.7862612315883702e-14,4.1944042400918045e-14,3.1975291087459865e-21,1.8224645379012926e-17,4.599524012043531e-13,5.219198805438016e-13,7.464612857285984e-18,1.497614371334264e-20,8.392630567334086e-20,3.8588567285494166e-23,4.577784322090985e-25,4.6935356890531373e-11,1.471320353948372e-22,1.091827268409661e-19,9.320982957908373e-19,3.76,0.0,0.6842920932487205,0.998872310144028,0.0004359168941712817,4.625692943901004e-14,0.10596642974895146,0.08044844437832797,0.025009113024534204,1.8812487286240028e-07,0.00020331798892189707,0.00010917759740349953,2.636155480938979e-11,1.3226104821498306e-12,3.8065890134296505e-15,0.00012472415402681197,1.7321800425880263e-12,1.916860918292459e-13,1.0835477056039683e-07,2.093936420067473e-12,2.294841990767576e-13,3.4105485870351276e-18,9.743917255211761e-13,8.097942186321841e-15,4.34299429813279e-13,3.994885160089247e-12,1.6955966575800782e-19,2.11872761432115e-18,4.25255502839933e-10,2.2240251932401342e-13,6.49968360534457e-05,3.168766011044974e-05,2.8957975205087342e-05,3.252733984549567e-06,0.00029533022295750923,0.0041628832174610475,0.0016459151322730258,2.2412934067820097e-06,9.7315946500548e-07,5.013235630630759e-07,3.48781263480626e-06
0.00020516524394615632,0.6286005532645388,4.71755269044425e-06,4.049800522533735e-07,1.8338950248133042e-06,0.0011392077727303777,0.0,0.0,0.0005018291800862148,3.652628367030799e-05,8.737177692077334e-05,5.152704211381814e-09,3.356635417247843e-09,2.0522230738284268e-23,2.079277539707683e-18,2.013547911246473e-16,7.741244366926146e-13,6.585882540651263e-05,1.0755081000386382e-18,2.917870015376554e-14,4.644819732849448e-14,3.542020617163776e-21,1.9939816853262327e-17,5.149759305328886e-13,5.527963085720452e-13,8.458131896965943e-18,1.7056000629305427e-20,9.694278013820763e-20,4.7574303188053284e-23,5.456280665866031e-25,4.997152073660671e-11,1.6884831641969762e-22,1.2367266665278702e-19,1.1041567569216449e-18,3.76,0.0,0.6824558552561807,0.9988377960683108,0.00045696743060065807,5.353574652858829e-14,0.10755171291192445,0.08160594776961125,0.02541879274995719,1.8774412945123058e-07,0.00020331096158212654,0.00011263092107477159,2.7197094582858905e-11,1.3319919096593529e-12,3.860107816395165e-15,0.00012769183525500845,1.8439120988383516e-12,2.0400303670264242e-13,1.130782038546684e-07,2.2285782011915496e-12,2.3959112549799704e-13,3.629365776539561e-18,1.0369555796175533e-12,8.617907513746368e-15,4.621856848875638e-13,4.2514151455030715e-12,1.8043842765805674e-19,2.2546628710360158e-18,4.599404555491187e-10,2.2597250897496124e-13,6.708582326588972e-05,3.3732734307641393e-05,2.9749451824577338e-05,3.3463366426733766e-06,0.0003042032007303659,0.004340353044352586,0.0017166024009471939,2.3317909111599313e-06,1.0106580403171674e-06,5.243175428466069e-07,3.647459329363457e-06
