Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939)
4.7298522940640057e-20,0.8705840396285475,0.0,9.260702972854606e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.3780318119951687e-45,2.7819807695506463e-64,0.0,4.708162723775934e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113960393,0.999999999999663,0.0,0.0,2.5423078433672144e-14,1.5341346911379405e-14,3.994779506181106e-15,6.08695201611125e-15,3.369393228648435e-13,6.925238494005388e-29,3.86581761482554e-45,2.4148212535566768e-28,1.7411370238881462e-37,1.6221122609347197e-31,8.749597841627578e-76,1.2563123331405991e-73,1.8691709929329117e-33,1.4550239934102535e-75,1.6698969439589922e-34,4.0123866259147785e-92
9.463813929825722e-20,0.8705840396285514,0.0,1.8529451734968285e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.1032633519728729e-44,4.4547938865882697e-63,0.0,1.50847212289032e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113960138,0.9999999999993258,0.0,0.0,5.086824468526974e-14,3.06960225345786e-14,7.993029715718743e-15,1.2179192434970881e-14,6.741713818411398e-13,2.771900166865654e-28,3.095004674493397e-44,9.665578219088168e-28,6.969085629310265e-37,6.492676390547434e-31,2.8042614207165775e-74,4.0265030137063696e-72,7.481555172372277e-33,4.6633773629732876e-74,6.683939653347562e-34,2.572018794345971e-90
1.8931737201349153e-19,0.8705840396285598,0.0,3.706694926040643e-22,0.0,0.0,0.0,0.0,0.0,0.0,8.829459858984024e-44,7.1305713900178615e-62,0.0,4.8300890653689006e-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.606440311395963,0.9999999999986513,0.0,0.0,1.0175857718846109e-13,6.140537378200221e-14,1.5989530134943142e-14,2.4363673271509624e-14,1.348635499640975e-12,1.1091211234839645e-27,2.4769443747379077e-43,3.8674902867423555e-27,2.7885420169404368e-36,2.597916266686541e-30,8.980666548528197e-73,1.2894903680351209e-70,2.993596586998606e-32,1.4934498181315033e-72,2.674446485180419e-33,1.6474023832666996e-88
3.786758374439602e-19,0.8705840396285763,0.0,7.414194431612586e-22,0.0,0.0,0.0,0.0,0.0,0.0,7.064909391883536e-43,1.1411235741147191e-60,0.0,1.5461051999292211e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113958612,0.9999999999973024,0.0,0.0,2.0353924219482838e-13,1.2282407628095048e-13,3.1982530973988433e-14,4.8732634939865067e-14,2.697563734629615e-12,4.437206710405851e-27,1.98193183430603e-42,1.5472479499333833e-26,1.115598385548066e-35,1.039335672985785e-29,2.874938562982597e-71,4.1279848928479665e-69,1.197633566390471e-31,4.780910694089269e-71,1.0699527438760316e-32,1.0547570187610976e-86
7.573927683048974e-19,0.8705840396286092,0.0,1.4829193444693729e-21,0.0,0.0,0.0,0.0,0.0,0.0,5.652464173955196e-42,1.8259834634870078e-59,0.0,4.948299499909048e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113956576,0.9999999999946045,0.0,0.0,4.071005722075012e-13,2.45661481295251e-13,6.396853265446495e-14,9.747055825768773e-14,5.395420202162774e-12,1.7750271378434652e-26,1.5856960174084092e-41,6.189495502433788e-26,4.462756724521834e-35,4.157681049639683e-29,9.201604209302703e-70,1.3212137337860121e-67,4.790924158236486e-31,1.5301908895325542e-69,4.280159301760855e-32,6.751787591504204e-85
1.514826630026772e-18,0.8705840396286754,0.0,2.9659191478605045e-21,0.0,0.0,0.0,0.0,0.0,0.0,4.5221860167964627e-41,2.9217221479926978e-58,0.0,1.5835779097730172e-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113952505,0.9999999999892089,0.0,0.0,8.142232322326002e-13,4.913362913894682e-13,1.279405360249618e-13,1.9494640481778023e-13,1.0791133127452608e-11,7.100397469824573e-26,1.2686170372487038e-40,2.475898942186184e-25,1.7851753279989563e-34,1.663140094587844e-28,2.9448015104898248e-68,4.228297700577325e-66,1.916447645987934e-30,4.897090051940296e-68,1.7121333899113213e-31,4.3215737658332116e-83
3.029694353470521e-18,0.8705840396288074,0.0,5.931918757742379e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.617834689963105e-40,4.674874329562298e-57,0.0,5.067644638090901e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113944362,0.9999999999784174,0.0,0.0,1.6284685522818112e-12,9.826859118403679e-13,2.5588454280413075e-13,3.8989809763575393e-13,2.158255893892634e-11,2.840216773289891e-25,1.0149177199632027e-39,9.903797231441728e-25,7.140846584066425e-34,6.652695736489913e-28,9.423825947447576e-67,1.3531214684559052e-64,7.665946563170156e-30,1.5671454985430539e-66,6.848672912340745e-31,2.7659447320569807e-81
6.059429800358019e-18,0.8705840396290716,0.0,1.1863917989904572e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.894302108127334e-39,7.479894055606251e-56,0.0,1.6216775411396001e-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113928077,0.9999999999568345,0.0,0.0,3.2569591923762865e-12,1.965385153792026e-12,5.117725565151697e-13,7.798014820628561e-13,4.316541040545005e-11,1.136098267003817e-24,8.119438124723732e-39,3.9615591668224906e-24,2.856367682782379e-33,2.661105371476677e-27,3.015698101482866e-65,4.3300946315136966e-63,3.0664098302335755e-29,5.014988322119331e-65,2.739497045164231e-30,1.7702486472574292e-79
1.2118900694133016e-17,0.8705840396296002,0.0,2.3727916503822745e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.3154554371969013e-38,1.1967906632546578e-54,0.0,5.189418168569138e-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113895508,0.9999999999136688,0.0,0.0,6.5139404725494494e-12,3.930783641894779e-12,1.0235485845480507e-12,1.5596082460816792e-12,8.633111271280252e-11,4.544416187597695e-24,6.49558905096287e-38,1.5846317066921808e-23,1.1425528785564223e-32,1.0644475680005496e-26,9.650352119834953e-64,1.3856472333390416e-61,1.2265701801896398e-28,1.604815920436755e-63,1.0958044016887173e-29,1.1329732339320522e-77
2.4237842481683008e-17,0.8705840396306568,0.0,4.745591373003424e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.8523698630787913e-37,1.9148711656256673e-53,0.0,1.660621840454221e-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113830368,0.9999999998273374,0.0,0.0,1.3027903032832621e-11,7.861580634898032e-12,2.0471006430570276e-12,3.1192217547778016e-12,1.7266251482472768e-10,1.8177711022489184e-23,5.1964866691662346e-37,6.338542787356214e-23,4.570223089830055e-32,4.257801142923183e-26,3.577673715386083e-62,5.137007938000167e-60,4.906293273581477e-28,5.949531871337922e-62,4.3832288344467875e-29,8.38258074181222e-76
4.847572605678299e-17,0.8705840396327701,0.0,9.49119089759579e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.4818981166350686e-36,3.0637987898519473e-52,0.0,5.314002842742585e-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403113700089,0.9999999996546747,0.0,0.0,2.605582815314636e-11,1.572317468809552e-11,4.094204769847837e-12,6.238448694803952e-12,3.453253090374595e-10,7.271093689690193e-23,4.157195519295134e-36,2.5354202115637753e-22,1.828091522808732e-31,1.7031226570175822e-25,1.1497541066040031e-60,1.650875989234101e-58,1.9625198652821367e-27,1.9119962521406745e-60,1.7532938276564271e-28,5.398811646509067e-74
9.695149320698297e-17,0.8705840396369972,0.0,1.8982390264180812e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.1855194171213735e-35,4.902082135829444e-51,0.0,1.7004830551920276e-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.606440311343953,0.9999999993093491,0.0,0.0,5.2111678392763424e-11,3.144636306325443e-11,8.188413062520887e-12,1.2476902265391888e-11,6.906508574184534e-10,2.9084393530276453e-22,3.3257589091725805e-35,1.0141686275503005e-21,7.31237043901695e-31,6.812495233062964e-25,3.679707999726154e-59,5.283513104737821e-57,7.85008493508786e-27,6.119210997683088e-59,7.013180285078354e-28,3.4560365701845236e-72
1.939030275073829e-16,0.8705840396454512,0.0,3.7964790266952304e-19,0.0,0.0,0.0,0.0,0.0,0.0,9.484159565725959e-35,7.843335097963475e-50,0.0,5.441549676750423e-77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6064403112918414,0.9999999986186981,0.0,0.0,1.0422337886795581e-10,6.289274088862787e-11,1.637682980423268e-11,2.495380816871043e-11,1.3813017940026001e-09,1.1633761334507827e-21,2.6606081570723577e-34,4.056674984852691e-21,2.9249488643842746e-30,2.724999178458807e-24,1.1775125370956879e-57,1.6907323892116584e-55,3.140035358633185e-26,1.958157497661268e-57,2.805273418277841e-27,2.2118824266531e-70
