Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289)
1.0238918655460666e-05,0.7607611279642288,0.00029749541171559147,9.094157507341339e-05,0.00017760688333114181,0.004730575712529711,0.0,0.0,0.0006284393984856701,8.104413533550475e-06,0.001992611848800487,4.846797900635406e-05,4.02672794025542e-05,1.4011568771658839e-13,2.3667518429781745e-10,2.972715597417724e-08,6.716488672960048e-05,0.00013195941199569737,1.1531725331999635e-06,2.5281328340509014e-10,1.65369455005179e-10,6.914598885421117e-14,4.127375374864714e-09,1.0570193672402789e-07,7.794673077660976e-09,8.725037067600947e-07,1.3025061632740854e-12,5.330581410731785e-09,1.8199603885475147e-08,1.687269203444331e-10,2.217502584663485e-08,4.1068199492979495e-12,4.931039063558302e-12,1.4923616901828889e-09,3.76,0.0,0.33432425502424457,0.9950266946496148,0.002855996299324707,6.638776750692276e-05,0.24123849525192548,0.18142333950993114,0.050396068049591236,5.576886748876215e-06,0.0009707576774979584,0.0031690226152845625,1.8669304358041238e-08,7.548368905261281e-10,1.861848762212259e-14,0.0003152817504906462,1.511378210437484e-09,8.870236430016922e-10,3.469202212168778e-05,1.626799888054939e-09,1.962386468390712e-09,1.6519170148410305e-15,1.4197075652938241e-09,4.019740070429701e-12,1.3679737252105246e-10,5.048456599590504e-10,9.752901352479378e-17,9.604732914183232e-16,7.576592458951213e-07,7.05478556649893e-12,0.00020772802008040898,0.0003982062928377882,8.970675580290386e-05,2.2308429172010332e-05,0.0008173236328328171,0.0010210721240213882,0.005170166272000956,3.4557036711049e-05,5.885519123536839e-06,2.9147797739958354e-05,9.849373694321623e-05,0.00013216431820014821,0.002620043772779713,0.00016059820180706926,0.0016079924590791687,3.7342504429111477e-08,0.0004823283521097194,7.12418666443975e-07,1.578587536388195e-07,3.1097043443120994e-12,7.216419705293516e-09,5.652069754275229e-06,0.00011179785264425487,1.8887083180830384e-06,4.808223779075171e-13,9.351017854618256e-09,0.00012917752328681645,0.0006925767089966362,3.811465951921582e-08,1.2217609887969385e-08,0.0001330881915810383,1.269216175848369e-07,1.3923196883552157e-11,1.0466753227681027e-07,1.2190373693281564e-11,1.557482209007042e-08,5.239763109450738e-10,3.3916435251365347e-07,4.61002319869063e-09,6.077969354980227e-09,3.7742528145731713e-06,2.3883968051534417e-06,6.289516976185715e-12,2.2798048349492597e-12,1.0140226866189443e-13,3.3987983064625813e-14,7.426649384127987e-06
1.0340528038955684e-05,0.761044329973497,0.00030296316917688366,9.312312157864007e-05,0.00018098854070397008,0.004857510773922892,0.0,0.0,0.0006479544786459914,8.505748348512577e-06,0.002075833901633263,5.045607289261743e-05,4.1413400037804665e-05,1.5062126910788852e-13,2.497650519115515e-10,3.0830935465809956e-08,6.930869982918072e-05,0.000136823735579267,1.1996087181901638e-06,2.5974423775411907e-10,1.7734261134156673e-10,7.467692195506344e-14,4.3198465657332266e-09,1.123969273008682e-07,8.248204888138733e-09,9.143270684253835e-07,1.4280790642214672e-12,5.749085093337713e-09,1.9585249269922133e-08,1.7998988026614937e-10,2.2883090928468074e-08,4.359242595970171e-12,5.260743216924135e-12,1.602461892424314e-09,3.76,0.0,0.33232192724278803,0.9948900568516498,0.002945180993161689,6.895694990083328e-05,0.24306620798299058,0.18255055825466038,0.05086675482414504,5.549820228954225e-06,0.0009706243694357888,0.003227671827948007,1.9017549138567636e-08,7.561038173692059e-10,1.872463390489525e-14,0.00032433080374313233,1.5690871291158238e-09,9.207452459942775e-10,3.633615037227137e-05,1.6888034490824533e-09,2.0343800100009178e-09,1.7141204491868687e-15,1.4735607024788207e-09,4.172226581546356e-12,1.4198677987120415e-10,5.2397936577145e-10,1.0120148363877111e-16,9.966408017446511e-16,7.960810616810977e-07,7.1170497848851905e-12,0.00021638663059065787,0.0004129303752624174,9.088542723271777e-05,2.2595692181285972e-05,0.0008268328317990612,0.0010422624132689837,0.00530426002065121,3.5386457557789187e-05,6.0258147715231575e-06,2.989311219375015e-05,0.00010110362644058591,0.00013581166821861817,0.002702481914977118,0.00016730923922068732,0.0016440437439780064,3.7758103475767305e-08,0.0005047964829792187,7.40067921451426e-07,1.6213775333398286e-07,3.193957898873786e-12,7.307572999405734e-09,5.804802318577095e-06,0.00011529153572916191,1.9530521941160075e-06,4.938457331245409e-13,9.617557682993977e-09,0.0001329550591242978,0.0007145275613807417,3.920972759023898e-08,1.236900940766659e-08,0.00014038599628747969,1.3035764450358408e-07,1.4351006670963638e-11,1.079321512814474e-07,1.261275403656662e-11,1.6463968547040232e-08,5.442294076114342e-10,3.499199435007666e-07,4.755591675414549e-09,6.235830522047185e-09,3.92808538783804e-06,2.504726408798467e-06,6.544222575956708e-12,2.371464712202513e-12,1.0512582665007771e-13,3.5233231358523004e-14,7.80739940823021e-06
1.0442137422450702e-05,0.7613268202202919,0.000308435309757619,9.532177776304946e-05,0.0001843775342850195,0.0049862570835270265,0.0,0.0,0.0006677682859016194,8.923614635572446e-06,0.00216151082909254,5.250138163840582e-05,4.257307655606032e-05,1.6175842312850377e-13,2.634062159373394e-10,3.196202149174943e-08,7.149040179997062e-05,0.0001418264353764334,1.2472693567384557e-06,2.667833024452213e-10,1.9006164245966739e-10,8.05849172618939e-14,4.51875566629695e-09,1.1942907411231652e-07,8.722160741576187e-09,9.576097856446592e-07,1.5641028719377118e-12,6.1953555670456995e-09,2.1058532431261094e-08,1.9184713354976655e-10,2.3605490667365483e-08,4.623178510563883e-12,5.60796006809219e-12,1.7191800494390784e-09,3.76,0.0,0.33032676371706005,0.9947503147658818,0.003036129655704089,7.159471027838113e-05,0.24488452931145427,0.1836639652977209,0.05133808742614357,5.5228230025314176e-06,0.0009704880329440106,0.0032868105954883533,1.9368718444254877e-08,7.573457617942716e-10,1.8829212396855272e-14,0.0003335734563452117,1.628376397564001e-09,9.553854436625141e-10,3.803730071825443e-05,1.7525000479063504e-09,2.107830178773933e-09,1.7779820540370243e-15,1.528877162714458e-09,4.328856698575018e-12,1.473172039070556e-10,5.436325085737806e-10,1.0497185123181385e-16,1.0337724803166032e-15,8.35996223099006e-07,7.179324217525223e-12,0.0002253581825001484,0.0004280049493259197,9.20494615469709e-05,2.2878759568309976e-05,0.0008361416365100947,0.0010634955872312966,0.005439966242529659,3.622100383006329e-05,6.167161790032674e-06,3.0644460770220115e-05,0.00010373846329906402,0.0001394978450408199,0.0027865358924241417,0.00017418325153256066,0.001680340560602384,3.8164047863754584e-08,0.0005280305097427237,7.683466610024351e-07,1.664585532697977e-07,3.2790332730662725e-12,7.397441264302978e-09,5.9593794431078935e-06,0.00011883265736471114,2.018528091137512e-06,5.069959982902459e-13,9.88740027746099e-09,0.00013678118728350234,0.0007369165257122259,4.031793110831318e-08,1.2517946778852121e-08,0.00014799049203404035,1.338679279336987e-07,1.478424952964424e-11,1.112594826248512e-07,1.3045698238742417e-11,1.7390213061026488e-08,5.65010990294723e-10,3.6088606253283746e-07,4.903990505873802e-09,6.3955978009799e-09,4.0861494214474114e-06,2.625420657716887e-06,6.806235503989188e-12,2.4655742088903397e-12,1.0893916984742076e-13,3.6508395088554255e-14,8.202611436467042e-06
1.054374680594572e-05,0.7616086033283077,0.00031390946436924094,9.753668731319057e-05,0.00018777252467411002,0.0051167985865573145,0.0,0.0,0.0006878734367021997,9.358452386215178e-06,0.0022496761861241356,5.4604658331349336e-05,4.374589196600026e-05,1.735529089514658e-13,2.7761167996458946e-10,3.3120556359846125e-08,7.370957188940043e-05,0.0001469696660025848,1.296162791540767e-06,2.7393048071424034e-10,2.0356518152604122e-10,8.689057495579987e-14,4.724179336618754e-09,1.2680989431779387e-07,9.217029810420684e-09,1.0023794592319876e-06,1.7112872565131108e-12,6.6708439085585554e-09,2.2623645091367294e-08,2.043192936438524e-10,2.434225804969722e-08,4.898901700064224e-12,5.9733286840653304e-12,1.8428058005848945e-09,3.76,0.0,0.328338766491469,0.9946074506031622,0.003128848079244868,7.4301744772562e-05,0.24669350695527875,0.18476356189400256,0.051810083658426244,5.495895109367786e-06,0.0009703486506619582,0.0033464392722344157,1.9722814201505453e-08,7.58562744290236e-10,1.893222434212513e-14,0.0003430117753448172,1.689273731875394e-09,9.90960222032799e-10,3.979641353594376e-05,1.817919198848863e-09,2.182715626271359e-09,1.843529035604692e-15,1.5856823305865357e-09,4.489702302656952e-12,1.5279109093045878e-10,5.63814090033836e-10,1.0884172253973217e-16,1.071884148946592e-15,8.774418631491373e-07,7.241610688279336e-12,0.00023465098271872664,0.000443431628004898,9.319822288611864e-05,2.31574772088702e-05,0.0008452448777396189,0.0010847622510548026,0.005577255636033392,3.706026825854363e-05,6.309499181610617e-06,3.140151442850068e-05,0.00010639721579055245,0.00014322138257129687,0.0028722083830299994,0.0001812191034711197,0.0017168705586458905,3.8560112089819326e-08,0.0005520417154937354,7.972530233828775e-07,1.7081930493389502e-07,3.3648940611156633e-12,7.485974500574861e-09,6.11575791382612e-06,0.000122419784676258,2.085116387489213e-06,5.202675452004435e-13,1.016045586200858e-08,0.00014065451891668332,0.000759741547242463,4.143883185684559e-08,1.2664340250533947e-08,0.0001559086878318158,1.3745323724838568e-07,1.5222735480158253e-11,1.146490972202584e-07,1.348927931068793e-11,1.8354262352794507e-08,5.863257971592602e-10,3.7206289919555174e-07,5.0552217141905985e-09,6.557236805037889e-09,4.248480813002619e-06,2.7505882131442746e-06,7.0756565106212226e-12,2.5621502809845824e-12,1.1284263626857491e-13,3.7813582994455144e-14,8.61259912526843e-06
1.0645356189440737e-05,0.761889683645203,0.0003193832989712892,9.976698780154228e-05,0.00019117218592507157,0.005249118247003945,0.0,0.0,0.0007082621232492646,9.810696708440034e-06,0.0023403627563279247,5.676663905684425e-05,4.49314199576143e-05,1.8603073689749087e-13,2.9239425575921443e-10,3.4306664723487715e-08,7.596575369236212e-05,0.0001522555480355186,1.3462967830925928e-06,2.811857522451264e-10,2.1789340317827202e-10,9.361526450850877e-14,4.936188893600681e-09,1.3455100303039195e-07,9.733286122059399e-09,1.0486634198719213e-06,1.870376405549269e-12,7.17705042078931e-09,2.4284889269179652e-08,2.1742706074636794e-10,2.5093419179167658e-08,5.1866794566226345e-12,6.357496216923848e-12,1.9736347475328253e-09,3.76,0.0,0.3263579394537492,0.9944614479379257,0.003223341371374224,7.70787197786798e-05,0.24849318860279798,0.18584935148008055,0.05228275965031739,5.469036623171261e-06,0.0009702062065593015,0.0034065582486197147,2.0079838570208958e-08,7.597547904678573e-10,1.9033671246676907e-14,0.0003526477673003997,1.7518071445509096e-09,1.0274857352237807e-09,4.161439908422597e-05,1.8850907271423064e-09,2.25901284574799e-09,1.9107888393489044e-15,1.644001855875156e-09,4.654836025871191e-12,1.584109127996978e-10,5.845332056832813e-10,1.1281271792321387e-16,1.1109917686598062e-15,9.204552206873969e-07,7.303910787848299e-12,0.00024427339916321586,0.00045921183221832654,9.433110185724599e-05,2.343169871489661e-05,0.0008541377542646109,0.0011060530336010597,0.005716097909048103,3.790384182163031e-05,6.452765515921484e-06,3.2163941077950786e-05,0.00010907883946553726,0.00014698078570591863,0.002959501328058426,0.00018841546400158714,0.0017536213496446007,3.8946088044318926e-08,0.0005768409389543469,8.267847358584392e-07,1.7521812786511505e-07,3.4515032306502226e-12,7.573124953756079e-09,6.273893589075257e-06,0.00012605143946451945,2.152796243592829e-06,5.336546490398237e-13,1.0436632245457733e-08,0.00014457362079027265,0.00078300026203776,4.257197916960774e-08,1.280811249005926e-08,0.00016414744546070463,1.4111430800975875e-07,1.5666269196567224e-11,1.1810051903130011e-07,1.3943564242039647e-11,1.9356790539483478e-08,6.081783420218878e-10,3.834505362787932e-07,5.209285892593493e-09,6.720711971935907e-09,4.4151130503639955e-06,2.8803384949373003e-06,7.352584560997722e-12,2.661208354171825e-12,1.1683650147737197e-13,3.9148882958403145e-14,9.037674452259455e-06
1.0746965572935755e-05,0.7621700652489128,0.0003248545194837026,0.00010201181266045508,0.0001945752080358635,0.005383198078826333,0.0,0.0,0.000728926125001441,1.028077663393013e-05,0.0024336025255746784,5.898804238585574e-05,4.612922595353823e-05,1.9921812591231596e-13,3.0776654224984907e-10,3.552045325609181e-08,7.825845609234971e-05,0.00015768616605595992,1.3976785174574e-06,2.885490738779834e-10,2.330880609024563e-10,1.0078113174817855e-13,5.154850174432753e-09,1.426641002392643e-07,1.0271386916879488e-08,1.0964887073826416e-06,2.0421497070886987e-12,7.715524750608887e-09,2.6046674929680586e-08,2.3119118962013029e-10,2.5858993308207008e-08,5.4867717437797596e-12,6.761117430456331e-12,2.111968223249767e-09,3.76,0.0,0.32438428825782145,0.9943122917080489,0.003319613959364494,7.992627117082804e-05,0.25028362191357467,0.1869213396991691,0.0527561298432965,5.44224765049193e-06,0.0009700606859359325,0.003467167947321833,2.0439793920926725e-08,7.609219310375927e-10,1.913355488135606e-14,0.0003624833758017933,1.8160049455147346e-09,1.0649783059072579e-09,4.349213559902191e-05,1.9540447698877507e-09,2.336696197039285e-09,1.9797891498738753e-15,1.703861654190343e-09,4.824331253038721e-12,1.6417916699093254e-10,6.057990451305905e-10,1.168864718618714e-16,1.1511114396365044e-15,9.65073611604124e-07,7.366225872829907e-12,0.00025423385497320484,0.0004753467901358855,9.544751659086877e-05,2.3701285663297117e-05,0.000862815838743462,0.001127358601558153,0.005856461827554734,3.875131468523455e-05,6.596899074039184e-06,3.293140630949947e-05,0.00011178227950770356,0.0001507745337791204,0.003048415939061745,0.00019577081033533952,0.0017905805298006775,3.9321785246170016e-08,0.0006024385593140475,8.569391324867705e-07,1.7965311391613926e-07,3.5388232066436985e-12,7.658847195135318e-09,6.433741510167734e-06,0.0001297261017288788,2.221545615835526e-06,5.471515013594664e-13,1.0715835029182988e-08,0.00014853701861339123,0.0008066900054934884,4.371691095892406e-08,1.2949190701039505e-08,0.00017271346552177766,1.4485184111228598e-07,1.6114650464957552e-11,1.2161322649136155e-07,1.4408613873183178e-11,2.0398436812768283e-08,6.305729110863795e-10,3.9504895055185264e-07,5.3661822129474785e-09,6.885986620870652e-09,4.5860771737694796e-06,3.014781627224992e-06,7.637116773304139e-12,2.7627623051751347e-12,1.2092097811269825e-13,4.0514361743247636e-14,9.478147503632114e-06
1.0848574956430773e-05,0.7624497519539837,0.0003303208764651647,0.0001042702931206423,0.0001979802993071444,0.005519019178854501,0.0,0.0,0.0007498568213827596,1.076911390228661e-05,0.0025294266575585688,6.126956890496461e-05,4.733886816804677e-05,2.1314146094173796e-13,3.2374090800123104e-10,3.676201099960303e-08,8.05871542983545e-05,0.0001632635667616068,1.4503146155558972e-06,2.9602038034548e-10,2.491925242602173e-10,1.0841110498495093e-13,5.380223425968556e-09,1.5116095746507076e-07,1.0831771065745899e-08,1.1458820508719927e-06,2.2274223871694513e-12,8.287865925526841e-09,2.7913517333849522e-08,2.456324570623965e-10,2.663899287882947e-08,5.799430638596438e-12,7.184854227665608e-12,2.258113045778037e-09,3.76,0.0,0.3224178202442526,0.994159968211614,0.003417669595802702,8.284500357723594e-05,0.25206485451894733,0.18797953442089202,0.053230206981050944,5.4155283295657035e-06,0.0009699120754188106,0.003528268819364589,2.080268281178574e-08,7.620642017771676e-10,1.9231877284304978e-14,0.00037252047910772907,1.8818957427261854e-09,1.103454425536703e-09,4.5430467430021397e-05,2.024811776580611e-09,2.415737935188965e-09,2.0505578903959604e-15,1.765287907232257e-09,4.998262122461467e-12,1.7009837662336812e-10,6.276208921411426e-10,1.2106463292275519e-16,1.1922594009029407e-15,1.0113343998254202e-06,7.428557065307733e-12,0.0002645408226552569,0.000491837536871913,9.654691351641852e-05,2.3966107771884143e-05,0.0008712750819959918,0.0011486696732636206,0.005998315265726454,3.9602277124236195e-05,6.741837990837439e-06,3.3703574116486006e-05,0.00011450647306874773,0.00015460108402861442,0.0031389527062793045,0.00020328343255616635,0.0018277357022773405,3.968703100641821e-08,0.0006288444824694922,8.877131731573067e-07,1.841223315315709e-07,3.6268159556546198e-12,7.743098185531187e-09,6.595256012023041e-06,0.00013344221326287535,2.2913413929926127e-06,5.607522230987244e-13,1.0997967837998791e-08,0.0001525432004469951,0.0008308078214613281,4.4873154765655366e-08,1.3087506713153768e-08,0.00018161327392847662,1.486665020104694e-07,1.656767464994294e-11,1.251866540113574e-07,1.488448279952776e-11,2.1479803224121657e-08,6.535135600744788e-10,4.0685801375904366e-07,5.525908441166319e-09,7.0530230114063726e-09,4.761401743636892e-06,3.1540283833313842e-06,7.929348361223084e-12,2.866824446272146e-12,1.250962153629294e-13,4.191006513263712e-14,9.934326271801599e-06
1.095018433992579e-05,0.7627287473185584,0.0003357801695063678,0.00010654156010549365,0.0002013861885588973,0.005656561761225879,0.0,0.0,0.0007710452056392071,1.1276121727353434e-05,0.00262786547132439,6.361190079004699e-05,4.855989866764379e-05,2.278272573080757e-13,3.4032947703310225e-10,3.803140944915728e-08,8.295129097175712e-05,0.00016898975715792187,1.5042111438547077e-06,3.035995850376763e-10,2.662518159274127e-10,1.1652890020367094e-13,5.612363217411694e-09,1.6005340419846913e-07,1.1414857510758912e-08,1.1968698498223088e-06,2.4270461018275857e-12,8.895722309069074e-09,2.9890034095621724e-08,2.6077162922567943e-10,2.743342357234566e-08,6.124899793316832e-12,7.629375181817402e-12,2.412381257752467e-09,3.76,0.0,0.320458544358489,0.994004465100665,0.003517511365403352,8.583548971609979e-05,0.2538369340224696,0.1890239457559454,0.05370500210386952,5.388878829111024e-06,0.0009697603629558752,0.003589861340200019,2.1168507965179056e-08,7.631816434898823e-10,1.9328640762655056e-14,0.00038276088790618337,1.949508442382828e-09,1.1429307543334203e-09,4.7430203225842796e-05,2.0974225091978803e-09,2.496108249581108e-09,2.123123221766775e-15,1.828307062674093e-09,5.176703525597636e-12,1.7617109044829045e-10,6.500081245823234e-10,1.2534886370267733e-16,1.2344520297639992e-15,1.0592749682079148e-06,7.490905253053505e-12,0.00027520281817020574,0.0005086849145546654,9.762876808366481e-05,2.4226043042817925e-05,0.0008795118156752959,0.0011699770321879645,0.0061416252572526675,4.045632042250087e-05,6.887520394107831e-06,3.4480107602796426e-05,0.00011725035157753983,0.0001584588750587428,0.0032311114084231135,0.00021095143882516693,0.0018650744988669707,4.004167051501346e-08,0.0006560681286936544,9.191034635960848e-07,1.8862383000811357e-07,3.7154430696117325e-12,7.825837325669467e-09,6.75839083337616e-06,0.00013719818130115177,2.3621594589157092e-06,5.744508775245382e-13,1.1282932546575029e-08,0.00015659062017375303,0.0008553504719321189,4.6040228822383786e-08,1.3222997048980244e-08,0.00019085320889233623,1.5255892003137292e-07,1.7025133164719506e-11,1.2882019356940974e-07,1.5371219268638388e-11,2.260145254909296e-08,6.770041120755349e-10,4.18877493827199e-07,5.688460954450816e-09,7.221782403807811e-09,4.941112814042929e-06,3.2981901300812237e-06,8.229372582305544e-12,2.9734055136790428e-12,1.29362299739655e-13,4.333601821271573e-14,1.040651646376663e-05
1.1051793723420809e-05,0.763007054651575,0.000341230251274801,0.00010882474607231664,0.0002047916271894008,0.0057958051932682575,0.0,0.0,0.0007924818997938401,1.1802203550616622e-05,0.0027289484208018622,6.601570142335893e-05,4.979186442728084e-05,2.4330211891718696e-13,3.575441099411575e-10,3.932870195265663e-08,8.535027743774124e-05,0.00017486670282861595,1.5593736263191405e-06,3.1128658077867757e-10,2.8431264850757953e-10,1.251590247914468e-13,5.851318362856984e-09,1.6935331416746405e-07,1.2021043719351255e-08,1.249478156134615e-06,2.6419094711648527e-12,9.54079147327879e-09,3.1980941951995256e-08,2.766294289527704e-10,2.824228436573496e-08,6.46341389615768e-12,8.095355072401774e-12,2.5750898525549086e-09,3.76,0.0,0.318506471067025,0.993845771372054,0.0036191416929437976,8.889826979400021e-05,0.25559990800028914,0.19005458606576134,0.05418052454736671,5.362299347080291e-06,0.0009696055378071403,0.0036519460057855358,2.1537272244362176e-08,7.642743019534852e-10,1.9423847893570985e-14,0.00039320634320573586,2.0188722487108485e-09,1.1834241210340328e-09,4.9492114173434074e-05,2.171908041842742e-09,2.5777753087081144e-09,2.1975135410693505e-15,1.8929458336647468e-09,5.359731105658942e-12,1.8239988280138344e-10,6.729702142341511e-10,1.2974084074532509e-16,1.2777058409874836e-15,1.1089326893930853e-06,7.553271090374239e-12,0.0002862283949766638,0.0005258895727613751,9.869258552620605e-05,2.448097789489852e-05,0.0008875227533817829,0.0011912715400340236,0.006286358047695666,4.131303774366446e-05,7.033884539192765e-06,3.526066967018642e-05,0.00012001284297227798,0.0001623463302846281,0.0033248911237868262,0.00021877276112728321,0.0019025846009530344,4.038556685302981e-08,0.000684118421759302,9.511062751148861e-07,1.9315564372157e-07,3.804665849013073e-12,7.907026507887431e-09,6.923099224514375e-06,0.00014099238219553194,2.433974640714818e-06,5.882414830902509e-13,1.157062947916018e-08,0.00016067770100816498,0.000880314447217769,4.7217643127411816e-08,1.3355602985029133e-08,0.00020043940845453675,1.5652968777231637e-07,1.748681394501985e-11,1.3251319637764491e-07,1.5868865067460747e-11,2.3763906217125187e-08,7.010481557294958e-10,4.311070562768683e-07,5.853834761267509e-09,7.392225120552643e-09,5.125233911856561e-06,3.447378771590925e-06,8.53728068864843e-12,3.082514659730647e-12,1.3371925561307945e-13,4.4792225111682605e-14,1.0895021320486622e-05
1.1153403106915826e-05,0.7632846770204599,0.0003466690312634591,0.0001111189867884004,0.00020819539107209874,0.005936728032616899,0.0,0.0,0.0008141571706372318,1.2347751786925787e-05,0.002832704076364023,6.848161505306669e-05,5.1034308376564125e-05,2.595926867252149e-13,3.753963862097077e-10,4.065392401941394e-08,8.778349497423086e-05,0.0001808963262878299,1.6158070574860757e-06,3.1908124060988305e-10,3.034234610820493e-10,1.34326780071988e-13,6.0971318615311366e-09,1.7907259148146396e-07,1.2650704220607677e-08,1.3037326571549836e-06,2.872938555428296e-12,1.0224819989029644e-08,3.4191053254634805e-08,2.9322650325459335e-10,2.906556759322853e-08,6.815198207239227e-12,8.583474427905699e-12,2.746560488122777e-09,3.76,0.0,0.3165616122721862,0.9936838773554987,0.0037225623522448145,9.203385096770093e-05,0.25735382400119994,0.19107146996729785,0.05465678194544495,5.335790109376547e-06,0.0009694475905330531,0.0037145233286694085,2.190897863003612e-08,7.653422278598291e-10,1.951750152479979e-14,0.00040385851436082514,2.0900166633397783e-09,1.2249515224032487e-09,5.161693229737381e-05,2.248299759943937e-09,2.660705305040839e-09,2.273757479777024e-15,1.9592311979481405e-09,5.547421255116796e-12,1.8878735351784858e-10,6.965167264651621e-10,1.3424225443253932e-16,1.3220374857342902e-15,1.1603448966876975e-06,7.615654999427846e-12,0.0002976261380436952,0.0005434519693053321,9.973790132098369e-05,2.4730807234199964e-05,0.0008953049902835348,0.0012125441494086433,0.006432479147685164,4.217202496848514e-05,7.1808689395770524e-06,3.604492368184616e-05,0.0001227928738579496,0.00016626186133698233,0.0034202902426096566,0.00022674516151737016,0.0019402537596999749,4.07186009405132e-08,0.0007130037795253139,9.837175647336017e-07,1.9771579630455098e-07,3.894445385205786e-12,7.98663015785065e-09,7.089334052541203e-06,0.00014482316510224392,2.5067608126259574e-06,6.021180261577183e-13,1.1860957630114835e-08,0.0001648028390274062,0.0009056959765762385,4.8404900523875965e-08,1.3485270585590532e-08,0.00021037779860892759,1.6057936058341753e-07,1.795250192425736e-11,1.3626497461038808e-07,1.6377455459817308e-11,2.4967642373445012e-08,7.25649043631245e-10,4.435462658275847e-07,6.022023523817295e-09,7.56431060894177e-09,5.313786021463345e-06,3.6017066926504056e-06,8.853161880932392e-12,3.194159447862625e-12,1.3816704443913555e-13,4.6278668945246754e-14,1.1400141447411358e-05
1.1255012490410844e-05,0.7635616172589972,0.0003520944792566169,0.00011342342303482698,0.00021159628229292375,0.006079308065315074,0.0,0.0,0.00083606094668554,1.291314656778176e-05,0.002939160108417718,7.101026649654296e-05,5.228677043065967e-05,2.767256071889698e-13,3.938975972813566e-10,4.200709423665678e-08,9.025029617112274e-05,0.0001870805054153843,1.6735159165192645e-06,3.269834185923492e-10,3.2363445546326813e-10,1.440582633157016e-13,6.349840879794603e-09,1.8922315669821933e-07,1.3304189212381875e-08,1.3596586596994188e-06,3.1210972872394936e-12,1.0949603136412781e-08,3.652527219205345e-08,3.105833910664431e-10,2.990325901428595e-08,7.180468137693187e-12,9.094419078664071e-12,2.9271191894324164e-09,3.76,0.0,0.3146239812259596,0.9935187746989796,0.0038277744761156455,9.524270686959135e-05,0.2590987295464449,0.19207461433306489,0.05513378023734409,5.309351368543918e-06,0.0009692865129802324,0.003777593834097988,2.228363019699955e-08,7.663854767471593e-10,1.960960477451305e-14,0.0004147189972312057,2.1629714842646835e-09,1.2675301225024486e-09,5.380534882441173e-05,2.326629359013814e-09,2.74486251131448e-09,2.3518839014588783e-15,2.027190396604149e-09,5.739851112143645e-12,1.9533612781138088e-10,7.206573197726199e-10,1.3885480884884257e-16,1.3674637502246682e-15,1.213548855033806e-06,7.678057172085014e-12,0.0003094046578442294,0.0005613723713600602,0.00010076428137185449,2.4975434474440963e-05,0.0009028560012298241,0.0012337859160272858,0.006579953386686902,4.3032881504130856e-05,7.328412493490364e-06,3.683253410651104e-05,0.00012558937162961814,0.00017020387141010958,0.003517306480609747,0.00023486623882136904,0.0019780698154012264,4.104067141414725e-08,0.0007427321059810986,1.0169329966952779e-06,2.023023047402269e-07,3.984742640820949e-12,8.064615244849648e-09,7.25704790587088e-06,0.00014868885566495408,2.580491082301132e-06,6.160744734090123e-13,1.2153814911241495e-08,0.00016896440670483758,0.0009314910392286631,4.960149777329339e-08,1.3611950703549151e-08,0.0002206740820545682,1.647084561341884e-07,1.8421979503762584e-11,1.4007480318590922e-07,1.689701912205857e-11,2.6213094072488618e-08,7.508098915874298e-10,4.561945881872696e-07,6.1930195829255215e-09,7.737997504491869e-09,5.5067875749916295e-06,3.7612867017956335e-06,9.177103269967491e-12,3.3083458512603803e-12,1.4270556559239674e-13,4.7795312683321635e-14,1.1922174656318744e-05
