Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822)
6.984585870508972e-10,0.85079759733626,5.057582744874208e-10,7.153449460830266e-13,1.0011015283865052e-12,1.5071609047753061e-12,0.0,0.0,1.72526055838413e-08,1.4289227771109292e-13,1.3449919864588226e-15,7.237773359274501e-16,8.612678716030696e-17,7.59894008383892e-27,1.943120878477997e-17,9.967584629660943e-13,5.415211715973536e-13,3.3162137946295366e-12,1.5328617927617732e-30,6.6170594558941696e-21,1.5367338605381846e-27,9.437825581664706e-27,3.768996352457885e-11,1.927110349084282e-28,5.031161307455879e-19,1.1716183552015947e-30,5.265287423724661e-32,6.908987216488094e-26,5.397449997888682e-29,4.040000209566074e-29,1.466321524273541e-20,3.740797289037632e-33,1.4106954274618676e-34,8.088426788268516e-34,3.76,0.0,0.771572553535201,0.9982228143164419,1.657168786885205e-15,1.9299421027963649e-16,0.00021751015526521247,0.00014410277776456264,3.689114816602822e-05,3.650563067745698e-05,0.0017771684184446405,2.3253545912067548e-09,4.3308465211527473e-16,5.707467692923723e-09,1.0642417257842372e-17,1.452208562357309e-11,1.2130516307096392e-26,1.07227840332339e-24,1.129511140771792e-13,1.805886232944209e-26,6.300326783001486e-15,2.4515276824561756e-33,1.0647757592007947e-24,7.283786407043138e-28,1.4918819057911972e-26,6.755711816815327e-25,1.599709667424025e-34,1.300784145436966e-33,2.4950256497164554e-30,1.024351525476769e-14,3.3727372309085483e-12,1.8772983637938187e-16,1.3145678017411206e-08,3.726266254431587e-09,2.964305532590622e-10,9.476046321179452e-14,2.962621638277626e-10,1.3795250795906717e-10,6.986231572467302e-10,8.284946249365688e-12,7.306979733256572e-11,5.460051085944813e-14,7.593883293789849e-11,2.6464725853460796e-16,9.537736177795027e-08,6.539476572445215e-16,7.368377058973762e-12,1.3988767957185742e-20,1.1272258466500943e-18,8.744606024479365e-23,7.579666106409645e-14,4.2962470732569785e-12,9.683235436644876e-16,7.052383562139202e-10,3.6882712311387607e-23,6.57134968416673e-19,1.8203647642799488e-14,9.5307180337157e-08,2.0950670724601965e-19,1.189704301038076e-13,2.619506041282496e-11,3.785860045091053e-14,2.9719416737024075e-23,5.775804114642999e-13,1.740050330396486e-16,1.075542803071786e-18,8.06906228980368e-22,7.18145147366952e-18,1.982410709739579e-17
7.202013182939448e-10,0.8507986390115501,5.369369025087119e-10,7.612572532215335e-13,1.0730135671355809e-12,1.650384904089962e-12,0.0,0.0,1.7789225859576854e-08,1.519216845979599e-13,1.4813274268081907e-15,7.975628732506978e-16,9.694806790086995e-17,8.302960884756227e-27,2.053818235893178e-17,1.0661666700614058e-12,5.797493717889791e-13,3.546045657323319e-12,1.8066457073737294e-30,7.392170241362195e-21,1.8111746666481977e-27,1.1121806176403371e-26,3.914890730874143e-11,2.275749254768055e-28,5.541663902812837e-19,1.3669840325315552e-30,6.142991556458067e-32,7.936624098854363e-26,6.366958359927926e-29,4.7648709014320115e-29,1.6210979644052794e-20,4.637254682889236e-33,1.746897823625026e-34,1.004695021808952e-33,3.76,0.0,0.7715657800456271,0.9982025452822372,1.8286575323874702e-15,2.1273456433235682e-16,0.00022428025255475005,0.0001488829146399466,3.807150873424874e-05,3.731468342163713e-05,0.0017974369151845253,2.4760356808184645e-09,4.753011991034942e-16,5.93825793461233e-09,1.1201035814342295e-17,1.5499635528878534e-11,1.4340937599494545e-26,1.2523578689476214e-24,1.207585247652478e-13,2.1375808635774705e-26,6.702086325816533e-15,2.962955182446471e-33,1.2454795280416402e-24,8.581402218772567e-28,1.7629932339622266e-26,7.883383026548595e-25,1.9327934745190294e-34,1.572062608020076e-33,3.0376426145732455e-30,1.0900001384390643e-14,3.60785394119222e-12,2.0449070606994666e-16,1.3553232523390033e-08,3.832285141686297e-09,3.1482754374196914e-10,1.0380100197369926e-13,3.1471174585893226e-10,1.4597407379572038e-10,7.202485685924151e-10,8.758493888027002e-12,7.72367985369581e-11,5.959040175048552e-14,8.06340026970037e-11,2.809616661084141e-16,9.834795124345542e-08,7.140799058178656e-16,7.834194410369462e-12,1.5759667944416944e-20,1.2677606116037624e-18,9.805651679745562e-23,8.01747846435163e-14,4.567519058727547e-12,1.063432433395395e-15,7.263132757867492e-10,4.114402826043618e-23,7.349039008606896e-19,1.9736366207004316e-14,9.827336634704134e-08,2.3346232551293905e-19,1.2569949383636e-13,2.7010415340163105e-11,4.058846313998063e-14,3.333103168992171e-23,6.119617230682537e-13,1.8437450687366979e-16,1.1798354354120947e-18,9.107989505305299e-22,8.011211877228368e-18,2.1543171072999664e-17
7.419440495369923e-10,0.8507996806786114,5.69005609786565e-10,8.091300478887296e-13,1.1478979560232863e-12,1.8022971107897167e-12,0.0,0.0,1.832582987935377e-08,1.6122742959227938e-13,1.6268947186897117e-15,8.764085482101449e-16,1.0873606757799812e-16,9.047863865311336e-27,2.1668989668534686e-17,1.1382142870610812e-12,6.195217698573282e-13,3.7841118263746926e-12,2.119224208637881e-30,8.233240015024031e-21,2.124571935205151e-27,1.3044522125112527e-26,4.062072043759066e-11,2.674988253743149e-28,6.087166859764548e-19,1.5873978749409253e-30,7.134282925236969e-32,9.082405101823953e-26,7.476046030779669e-29,5.593936617702263e-29,1.7870285236710653e-20,5.712138610514012e-33,2.1498164146640258e-34,1.2400470998501499e-33,3.76,0.0,0.7715590066149521,0.9981833302779097,2.0122633133829384e-15,2.3384820209939205e-16,0.0002310502953834134,0.00015367710771636034,3.925339824938412e-05,3.8108087423664115e-05,0.0018166513820340843,2.631636032989777e-09,5.202027404560545e-16,6.16790892570428e-09,1.1767939646411136e-17,1.6511104485999866e-11,1.6874035412302353e-26,1.4559947960426183e-24,1.2884839105406027e-13,2.518162927869951e-26,7.115089217134577e-15,3.561213572070783e-33,1.4501832055475197e-24,1.0062657392199758e-27,2.0734390011361183e-26,9.157254342390236e-25,2.322290179918249e-34,1.8893805283770886e-33,3.6775548541596575e-30,1.1569488538711499e-14,3.851514409746603e-12,2.222180406691083e-16,1.3960710811073335e-08,3.937746212247124e-09,3.337577634862813e-10,1.1339358286668608e-13,3.3370199042936135e-10,1.5422199608342954e-10,7.418787674079089e-10,9.24240820765561e-12,8.149416375028848e-11,6.48594911972519e-14,8.546420537205612e-11,2.9773928667145985e-16,1.0131863123584377e-07,7.776171805155779e-16,8.314283637519703e-12,1.7694113736853203e-20,1.4206396241234745e-18,1.0955668079321644e-22,8.465260824686681e-14,4.847052356843188e-12,1.1645066855624628e-15,7.473366174405913e-10,4.573408019834369e-23,8.189181869551886e-19,2.134685436237743e-14,1.0123951087061292e-07,2.593134366128639e-19,1.3256856548934457e-13,2.782576511613649e-11,4.3421381256060624e-14,3.724300860611222e-23,6.472129180702341e-13,1.950066606118528e-16,1.2905962934024263e-18,1.0243216301126107e-21,8.907405247042645e-18,2.3348482741446363e-17
7.636867807800399e-10,0.8508007223374459,6.019612944789108e-10,8.590056992402585e-13,1.2257977973382334e-12,1.9631415681009164e-12,0.0,0.0,1.8862418194550923e-08,1.708094923914599e-13,1.7820276682709407e-15,9.605040689653987e-16,1.2154357894567714e-16,9.834690861138202e-27,2.2823149116644562e-17,1.212923713978558e-12,6.608610440860301e-13,4.030429869548166e-12,2.4747497575631315e-30,9.143943881346352e-21,2.481120096308843e-27,1.5231627417725827e-26,4.21050812075551e-11,3.130501651020583e-28,6.669019208802997e-19,1.835147727977913e-30,8.249882923359682e-32,1.0356252635640044e-25,8.740232390654028e-29,6.538755180548253e-29,1.9645704452701804e-20,6.99416595229191e-33,2.630197023471016e-34,1.5213696398730574e-33,3.76,0.0,0.7715522332431739,0.9981651144903727,2.208478112291586e-15,2.5638988182659336e-16,0.00023782028376567683,0.00015848508424243726,4.0436787161405594e-05,3.888614514167802e-05,0.001834866632078882,2.7921697410091624e-09,5.678748815385283e-16,6.396251670808394e-09,1.2342790682117933e-17,1.7556601205387215e-11,1.976604297305206e-26,1.6854512475439522e-24,1.3722177490781494e-13,2.953187138396559e-26,7.539175200725107e-15,4.257883883818369e-33,1.6812470077144586e-24,1.1747258494102311e-27,2.427579049553413e-26,1.0591161015307024e-24,2.7756993813477293e-34,2.2588751059608787e-33,4.428749175748285e-30,1.2251244013913744e-14,4.103743877123145e-12,2.409389760957851e-16,1.4368114463548513e-08,4.042653091737544e-09,3.5321951198864263e-10,1.2355394249213957e-13,3.5323154183133384e-10,1.6269626852001212e-10,7.635145840494632e-10,9.736493625726639e-12,8.58401322301392e-11,7.041367119279764e-14,9.042900817185079e-11,3.149781120414277e-16,1.0428940159911826e-07,8.446342941122661e-16,8.808644353157131e-12,1.9801955581584042e-20,1.5865086010745396e-18,1.2198850893376829e-22,8.922846557568184e-14,5.134841647959145e-12,1.2717102675574562e-15,7.683085091636321e-10,5.066563199056333e-23,9.094438208296418e-19,2.303650590800976e-14,1.042056139106626e-07,2.8714521146887983e-19,1.3957442782241286e-13,2.8641109747071415e-11,4.635759282149609e-14,4.146879373525695e-23,6.833244371470111e-13,2.0589860759950618e-16,1.4080074574237877e-18,1.1480375618300889e-21,9.873065104197502e-18,2.5241155504168163e-17
7.854295120230875e-10,0.8508017639880547,6.358009116275486e-10,9.109261973033842e-13,1.3067560011695862e-12,2.1331614711836437e-12,0.0,0.0,1.939899132785619e-08,1.806678529780366e-13,1.947062160570119e-15,1.0500407358745068e-15,1.3542446998007988e-16,1.0664479701433247e-26,2.4000188034803267e-17,1.2903167693261732e-12,7.037898981267424e-13,4.285015389688681e-12,2.8776832423730317e-30,1.012806369030364e-20,2.885330110704502e-27,1.7710705280112786e-26,4.360167418870536e-11,3.6484288210976495e-28,7.288586985908419e-19,2.1126479934713562e-30,9.501170798345277e-32,1.1768644022076135e-25,1.0176299870222515e-28,7.611821446899628e-29,2.1541870385321468e-20,8.515646661542514e-33,3.2001392144657295e-34,1.855963763621738e-33,3.76,0.0,0.7715454599302897,0.9981478459570046,2.4178008234076107e-15,2.8041515941655444e-16,0.00024459021771574196,0.000163306576737219,4.1621646481966565e-05,3.964915318774407e-05,0.001852134627940251,2.9576506248834273e-09,6.18403425098888e-16,6.6231314292508515e-09,1.292526427726267e-17,1.8636228914540194e-11,2.3056129370525256e-26,1.943132616047758e-24,1.4587967564352253e-13,3.448665019852595e-26,7.974182489301076e-15,5.065695383034742e-33,1.9411873372645078e-24,1.3656396531858802e-27,2.8301166129529204e-26,1.2199790690428421e-24,3.3012608523834115e-34,2.6872915699927385e-33,5.306760267385515e-30,1.2944557166685919e-14,4.364565533184824e-12,2.6068064766961906e-16,1.4775445016969563e-08,4.147009376651616e-09,3.732110987505586e-10,1.3429776673002277e-13,3.7329905393213374e-10,1.7139687304817794e-10,7.851568257771918e-10,1.0240558295331275e-11,9.027297690532522e-11,7.625871680239671e-14,9.55279853242555e-11,3.3267614883006614e-16,1.0726026217856186e-07,9.152046946057432e-16,9.3172761703243e-12,2.2093339661382485e-20,1.7660238017059416e-18,1.3539430190627572e-22,9.390071849141603e-14,5.430881458287634e-12,1.3852048241869513e-15,7.892290786316906e-10,5.595138548110145e-23,1.0067469739638625e-18,2.480668553097904e-14,1.071716754699477e-07,3.170436178732431e-19,1.4671391741990085e-13,2.945644923923534e-11,4.9397303126261065e-14,4.602184577779281e-23,7.202868272191889e-13,2.1704749326598698e-16,1.5322496040579162e-18,1.2825244021055944e-21,1.0911256105246965e-17,2.722225200633512e-17
8.07172243266135e-10,0.8508028056304401,6.705214720678129e-10,9.649331656282099e-13,1.3908152884808054e-12,2.3125991826151067e-12,0.0,0.0,1.9935549774759314e-08,1.9080249160504543e-13,2.122336094995335e-15,1.1452114004378676e-15,1.5043366207778778e-16,1.1538264665509052e-26,2.5199642534059333e-17,1.370414701440484e-12,7.483310590897789e-13,4.547882187840702e-12,3.332807171157591e-30,1.118948855820354e-20,3.342043658765868e-27,2.0511353967861752e-26,4.5110190108077964e-11,4.235399699244165e-28,7.947253201729309e-19,2.4224419133969514e-30,1.090020333020298e-31,1.3330628777463836e-25,1.1802363307511518e-28,8.826618404122999e-29,2.3563476949679554e-20,1.0312811803237506e-32,3.873222131496479e-34,2.2520399027587715e-33,3.76,0.0,0.7715386866762973,0.9981314754174138,2.640737217667583e-15,3.059803892598351e-16,0.0002513600972475429,0.00016814132288836285,4.2807947774090796e-05,4.03974024408591e-05,0.0018685046300089996,3.1280922366171346e-09,6.718743663651119e-16,6.848406807436138e-09,1.3515048800148418e-17,1.9750085715260077e-11,2.6786552532295947e-26,2.2315922983540016e-24,1.5482303430487261e-13,4.011089173339427e-26,8.419948155593344e-15,5.998602289885991e-33,2.2326824491156852e-24,1.5812814237312232e-27,3.2861149888854e-26,1.3998709119007998e-24,3.908003650921635e-34,3.182023758895745e-33,6.328794411982908e-30,1.3648740443152964e-14,4.634000681187904e-12,2.8147018863077426e-16,1.5182703962222945e-08,4.2508186348896605e-09,3.937308432044609e-10,1.456406910360302e-13,3.939031900731943e-10,1.8032378011172407e-10,8.068062772739535e-10,1.0754414035620877e-11,9.479100374686853e-11,8.240028840752079e-14,1.0076071795112613e-10,3.508314183280791e-16,1.102312128207202e-07,9.8940048546285e-16,9.840178702365633e-12,2.4578708534993584e-20,1.9598516511085517e-18,1.498166729097768e-22,9.866775651529126e-14,5.735166162800883e-12,1.5051496581834944e-15,8.100984532088845e-10,6.160397240673544e-23,1.1110937872737498e-18,2.6658729539698117e-14,1.1013769555119282e-07,3.490953692445868e-19,1.539839238339529e-13,3.0271783598838695e-11,5.2540687557702956e-14,5.091562236188078e-23,7.580907401468958e-13,2.2845049473072455e-16,1.6635020097870213e-18,1.4283740355542119e-21,1.2025072408047533e-17,2.929278623441128e-17
8.289149745091826e-10,0.8508038472646033,7.061200413592282e-10,1.0210678733156515e-12,1.478018194125638e-12,2.5016962475760268e-12,0.0,0.0,2.047209400496718e-08,2.0121338878215294e-13,2.3081893232951496e-15,1.246210425018229e-15,1.666271086812654e-16,1.245707692484765e-26,2.6421057357533037e-17,1.4532381995987372e-12,7.945072756769176e-13,4.819042414829061e-12,3.845239002153476e-30,1.2332215373023074e-20,3.856447529268744e-27,2.3665273716325157e-26,4.663032573497726e-11,4.898561067348285e-28,8.646417809049343e-19,2.767203770663542e-30,1.245973447904652e-31,1.5053846072458e-25,1.3637941554690295e-28,1.0197669898293622e-28,2.571527910170445e-20,1.2426160985559249e-32,4.664638106316398e-34,2.7188017437540695e-33,3.76,0.0,0.7715319134811943,0.9981159561729142,2.877799908001613e-15,3.331427249996466e-16,0.00025812992237475167,0.00017298906545231256,4.3995663142028596e-05,4.113117815777313e-05,0.0018840233369708614,3.3035078653901226e-09,7.283738882381273e-16,7.071948905111789e-09,1.411184521815941e-17,2.089826491780949e-11,3.100281608849571e-26,2.5535363847443493e-24,1.6405273774803449e-13,4.6474581731658184e-26,8.876308491235252e-15,7.071863256076899e-33,2.5585781652448483e-24,1.8240874473968287e-27,3.8010145357606985e-26,1.6004385835917958e-24,4.605796967332749e-34,3.751156153494248e-33,7.513859566087536e-30,1.4363130149908907e-14,4.91206889031355e-12,3.0333472871759895e-16,1.5589892746522897e-08,4.354084406272418e-09,4.1477707464139093e-10,1.575983007365621e-13,4.1504262297165926e-10,1.8947694890675725e-10,8.284637011533847e-10,1.12778762634457e-11,9.939255114987852e-11,8.884393390645874e-14,1.0612679394553138e-10,3.694419563921825e-16,1.1320225337338483e-07,1.0672924455665532e-15,1.037735156291962e-11,2.726880155686958e-20,2.1686683721230976e-18,1.6529851742429182e-22,1.0352799633849428e-13,6.047689988085996e-12,1.6317017161793654e-15,8.309167599482992e-10,6.763594701548768e-23,1.2227501755158307e-18,2.859394657202429e-14,1.1310367415709053e-07,3.8338787508680375e-19,1.6138138874348123e-13,3.1087112832036595e-11,5.578789422593883e-14,5.616356730932719e-23,7.967269314503312e-13,2.40104820416759e-16,1.8019425568804455e-18,1.586192441569431e-21,1.3217636105882085e-17,3.145372553125132e-17
8.506577057522301e-10,0.8508048888905466,7.425937387367734e-10,1.0793712464573367e-12,1.568407069807908e-12,2.7006934087457098e-12,0.0,0.0,2.1008624463745422e-08,2.119005252625022e-13,2.504963589799978e-15,1.353233643323991e-15,1.8406177432282178e-16,1.342194497107674e-26,2.7663985734572548e-17,1.538807404930021e-12,8.423413163555471e-13,5.098506712041192e-12,4.420444604710917e-30,1.356034928461186e-20,4.434088201158495e-27,2.720635480399066e-26,4.816178376823318e-11,5.645603643518448e-28,9.387497668590453e-19,3.1497410096084536e-30,1.4193234998822875e-31,1.6950542366900045e-25,1.5704031367141982e-28,1.1740595017481078e-28,2.8002093111138515e-20,1.4900829722673497e-32,5.5913342856204135e-34,3.2665353743491284e-33,3.76,0.0,0.7715251403449784,0.9981012439533071,3.1295083152568363e-15,3.619601202314731e-16,0.0002648996931107831,0.0001778495521563939,4.5184765221279706e-05,4.185076008166798e-05,0.0018987350190238813,3.4839105426350775e-09,7.879883565782503e-16,7.2936405124085945e-09,1.4715366687334105e-17,2.2080855353369443e-11,3.5753830121688174e-26,2.911828362208348e-24,1.7356962245680826e-13,5.365302096178762e-26,9.343099335589599e-15,8.302123609487933e-33,2.9218936380296438e-24,2.0966629750159913e-27,4.3806499903168415e-26,1.8234219798150834e-24,5.405402719811226e-34,4.403507370812694e-33,8.882901963076629e-30,1.508708699725437e-14,5.198788137389169e-12,3.26301392799453e-16,1.599701277493946e-08,4.4568102030347335e-09,4.363481321402262e-10,1.7018613132156641e-13,4.367160346242598e-10,1.9885632762803722e-10,8.501298384573051e-10,1.1810763926173805e-11,1.0407598932619985e-10,9.559509087249834e-14,1.1162580785124649e-10,3.8850581333424234e-16,1.1617338368557697e-07,1.1489500488705126e-15,1.0928794365911152e-11,3.017465527703133e-20,2.393159625525606e-18,1.8188298418102965e-22,1.0847988134242731e-13,6.368447015152235e-12,1.7650155796904816e-15,8.516841255926574e-10,7.40597793423379e-23,1.3419816434301685e-18,3.061361827927206e-14,1.1606961129030212e-07,4.200091930920923e-19,1.689033051285082e-13,3.190243694493064e-11,5.913904639825439e-14,6.177909866751848e-23,8.361862590541828e-13,2.520077096714947e-16,1.947747741188767e-18,1.7565995616471455e-21,1.4492095727186867e-17,3.370599253194489e-17
8.724004369952777e-10,0.8508059305082708,7.799397360823671e-10,1.1398838790206622e-12,1.6620240869866231e-12,2.9098306209114416e-12,0.0,0.0,2.1545141573190316e-08,2.228638820302383e-13,2.7130024738400243e-15,1.4664783216431377e-15,2.0279561407848916e-16,1.4433895030281543e-26,2.892798923654265e-17,1.627141921124622e-12,8.918559675733204e-13,5.3862843421073334e-12,5.064251844168619e-30,1.4878104180113086e-20,5.0808866115670126e-27,3.117076668660128e-26,4.970427272539167e-11,6.484789984563646e-28,1.0171926513200117e-18,3.572996279002496e-30,1.6114912014052811e-31,1.9033589218145257e-25,1.802318360700366e-28,1.3472164152292155e-28,3.0428796884313345e-20,1.7786977263192225e-32,6.672162525013955e-34,3.906703804250832e-33,3.76,0.0,0.7715183672676473,0.9980872967905922,3.39638863468275e-15,3.9249132913907517e-16,0.0002716694094687996,0.0001827225356027998,4.637522716878099e-05,4.255642254873469e-05,0.0019126816441677344,3.6693130470170897e-09,8.508043155833221e-16,7.513375354703457e-09,1.53253381459867e-17,2.329794166610883e-11,4.1092075802216115e-26,3.309493830855055e-24,1.833744781036083e-13,6.172708683547304e-26,9.820156376528008e-15,9.707500378979581e-33,3.325827161170735e-24,2.4017892820997414e-27,5.0312681012137093e-26,2.0706564979977464e-24,6.318529903881849e-34,5.148675124826754e-33,1.045894940049937e-29,1.5819996441973048e-14,5.4941749384962545e-12,3.503972995621471e-16,1.64040654118625e-08,4.558999510299795e-09,4.584423644983718e-10,1.8341966873529326e-13,4.5892211621340806e-10,2.0846185371053421e-10,8.71805409142709e-10,1.2352899435675425e-11,1.0883971970768779e-10,1.0265908867056126e-13,1.1725736074447666e-10,4.080210538124105e-16,1.1914460360753164e-07,1.2344414837670496e-15,1.1494506725544117e-11,3.3307603821720433e-20,2.6340201583215883e-18,1.9961344729336596e-22,1.1352188112872439e-13,6.697431182191459e-12,1.905243460687415e-15,8.724006765749901e-10,8.088784909805673e-23,1.4690531130661599e-18,3.2718999987215854e-14,1.1903550695345801e-07,4.590479828329277e-19,1.7654671645945561e-13,3.2717755943570425e-11,6.25942447550616e-14,6.777559748356047e-23,8.764596820549766e-13,2.6415643239438527e-16,2.1010926815917954e-18,1.9402291674714903e-21,1.5851624798294684e-17,3.605046702349341e-17
9.158858994813729e-10,0.8508080137190696,8.572375754583713e-10,1.2676976979447914e-12,1.8591103473677606e-12,3.359481162904198e-12,0.0,0.0,2.261813732362743e-08,2.4561918145067177e-13,3.164257260803886e-15,1.712428060822403e-15,2.4439746950615863e-16,1.6603137123503802e-26,3.151750876173658e-17,1.8121826760343906e-12,9.96018326984688e-13,5.986810450785875e-12,6.582875301491178e-30,1.779987887215572e-20,6.607603009328286e-27,4.052620115784881e-26,5.2821205928591614e-11,8.475678722162501e-28,1.1876650219865326e-18,4.554119068824394e-30,2.0583422952977486e-31,2.3813454808244213e-25,2.3519129210591396e-28,1.7574425295240372e-28,3.572169589139279e-20,2.502199373263144e-32,9.382127929431516e-34,5.516702559402295e-33,3.76,0.0,0.7715048212896309,0.9980615405788397,3.977803467232447e-15,4.589342108815711e-16,0.000285208679102206,0.00019250502694726876,4.8760125846159544e-05,4.39270600420036e-05,0.0019384367807260424,4.055167416975063e-09,9.863877471938173e-16,7.946600213475419e-09,1.6563587304669938e-17,2.5835921132848617e-11,5.375906741138477e-26,4.235886624538563e-24,2.0385104591219313e-13,8.091512191821857e-26,1.0804412597427193e-14,1.3123966835528478e-32,4.269272552576212e-24,3.1217428460277412e-27,6.57260813115588e-26,2.645713309332227e-24,8.53726299512976e-34,6.960030540482252e-33,1.4335504658228263e-29,1.7310339102019168e-14,6.111010662109009e-12,4.0208527754097433e-16,1.7217973773595155e-08,4.761782463944179e-09,5.041937971721285e-10,2.1188556182244682e-13,5.049270993160948e-10,2.2835104530468063e-10,9.151876278864461e-10,1.3464220579901553e-11,1.1860181543355444e-10,1.177463954924391e-13,1.2891651977169152e-10,4.483980151060814e-16,1.250873116876468e-07,1.417192287627927e-15,1.2668738572901937e-11,4.030161187710423e-20,3.1676714467660273e-18,2.3868682936657895e-22,1.2387023182671512e-13,7.380055990990176e-12,2.2070382874450712e-15,9.13681838741292e-10,9.580573678981385e-23,1.7477718965371343e-18,3.7191786835527087e-14,1.2496717387997467e-07,5.447353619213526e-19,1.9218644556720534e-13,3.434837862203577e-11,6.981708174372783e-14,8.096477611843216e-23,9.594131493076933e-13,2.8918060843252277e-16,2.4310954909971457e-18,2.3497592901392576e-21,1.8838702333378538e-17,4.101935385255695e-17
9.550228157188585e-10,0.8508098885806955,9.297615677923172e-10,1.3906865960845192e-12,2.0479476989774293e-12,3.801237220430115e-12,0.0,0.0,2.358379164564545e-08,2.670434378696125e-13,3.612393999695185e-15,1.9570671975745704e-15,2.868832974812445e-16,1.8726738098367264e-26,3.391592074208686e-17,1.988362746381492e-12,1.095741039423276e-12,6.555784327923028e-12,8.250617792197501e-30,2.078049588912654e-20,8.285765307234517e-27,5.080661052393262e-26,5.566136274574682e-11,1.0678242919103475e-27,1.3573882383557071e-18,5.6087421054820435e-30,2.5406938862599205e-31,2.889521833787263e-25,2.95918351858445e-28,2.210551727506417e-28,4.101393905905818e-20,3.3561768207753216e-32,1.2582150255394177e-33,7.424591810289567e-33,3.76,0.0,0.7714926301107805,0.9980405984995739,4.558381095306265e-15,5.251998796845032e-16,0.00029739383592651395,0.00020134962264238437,5.091092645418961e-05,4.511567432973479e-05,0.001959377892254563,4.419658949611449e-09,1.1202336381934216e-15,8.328944015997984e-09,1.7697538263073797e-17,2.8238851220923976e-11,6.777334613005606e-26,5.238136941894879e-24,2.232718935225057e-13,1.0218255518557864e-25,1.172371127381011e-14,1.7012735983482668e-32,5.293248389693668e-24,3.9127862891327996e-27,8.274319405070029e-26,3.266661541402478e-24,1.1061245808853017e-33,9.021594318637601e-33,1.881146521624872e-29,1.867660954651137e-14,6.695945749222659e-12,4.527383520897553e-16,1.795027372322773e-08,4.942486751533346e-09,5.471429763417399e-10,2.398675336931704e-13,5.481403701048497e-10,2.470239020343114e-10,9.542706944647076e-10,1.4494324347100236e-11,1.2764688280732186e-10,1.3244620847694824e-13,1.398591739210303e-10,4.862618866054492e-16,1.3043605394701166e-07,1.5954381287365904e-15,1.3774345254390803e-11,4.7492692475996057e-20,3.711084298057703e-18,2.7821100276565893e-22,1.334771078215798e-13,8.02249149640672e-12,2.5037781203157883e-15,9.506623606060952e-10,1.1073648738218865e-22,2.028071869908693e-18,4.152249975181536e-14,1.3030553231203047e-07,6.3102196229699325e-19,2.06649060499542e-13,3.581592160158814e-11,7.667409092664594e-14,9.427107051317264e-23,1.0367668068519225e-12,3.12516341708893e-16,2.7556129951782634e-18,2.7701938457814006e-21,2.1850310873843565e-17,4.581471196133643e-17
