Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949)
4.8858984930545654e-08,0.7100805827232227,3.63090553374896e-09,4.6701851266495654e-11,6.223536727503236e-10,4.077004954329894e-10,0.0,0.0,6.153235493104077e-08,8.368887650831044e-12,8.787417459063181e-13,5.890173684318545e-13,4.5111655947445905e-14,1.8677905043166364e-27,4.780946432011362e-19,7.301187408184655e-12,3.3225544298556063e-12,1.0977886420549939e-10,4.2886561104436927e-20,3.5605687941975605e-21,6.104057865744272e-24,2.4653951217157007e-23,2.413858299224475e-12,1.6001239918361812e-22,2.0292195468889143e-17,1.924178819191305e-22,8.343902293653278e-31,3.5809288755307404e-23,4.32275751939578e-25,4.8235602074271436e-26,1.3965997481313064e-17,1.9425932959823429e-28,2.253630223853267e-29,7.910906456621159e-28,3.76,0.0,1.0035122528918168,0.9995269452848841,5.373046796310787e-11,2.3421431265631436e-14,0.0003625394540890308,0.000285572455860509,7.451752529027312e-05,2.4447954301445775e-06,0.0004729920568526749,1.6614796025383276e-09,2.0787904990438588e-16,3.656306030966742e-11,2.026248598129303e-17,7.88124885566131e-10,5.403540570968068e-24,9.197815723574345e-24,4.428460752618926e-13,5.7924270259936425e-24,2.5280404629132936e-16,7.483443760019133e-30,1.2084718763179316e-23,4.9809874581249625e-26,2.0264491474459987e-24,1.0788383377299202e-23,4.151922731333357e-31,4.599570576292576e-30,1.744226897017991e-25,2.746937217589292e-15,3.486977646659213e-10,3.066508665210872e-14,4.192273996614645e-08,5.578272060887715e-09,1.199583192740271e-08,1.0907836945877992e-10,3.6149354476692306e-09,4.311589805556783e-10,5.207681700270109e-10,2.9948049027406846e-12,3.657230674383121e-11,4.371622728308421e-12,6.728306447868812e-10,3.557774793652071e-15,2.688310500249768e-07,1.1487973844775424e-12,3.9777547487494244e-10,2.2744363067538977e-20,8.12885284198941e-15,1.158151684486252e-19,8.83200687630063e-12,1.8242021880849425e-11,4.2913645624171924e-15,1.5862982227680132e-11,1.71928223924942e-20,1.8988298124227227e-16,5.533606059458999e-13,2.6779609864903586e-07,3.4721891912526734e-16,8.935394442794159e-12,9.860983911013945e-12,1.2808949031206218e-13,7.49685329748213e-22,1.1008993068799922e-10,4.572322000737633e-15,2.824635440117906e-17,6.377274870558477e-20,3.089280454516357e-15,9.442970363708689e-17,2.714517983097346e-13,1.397611912277553e-17,1.6775681586834426e-16
5.0239171824769364e-08,0.7100818450391285,3.812859775627522e-09,5.01578171878716e-11,6.598271758918341e-10,4.4065370804964993e-10,0.0,0.0,6.327503619868423e-08,8.84824905940274e-12,9.443553772159952e-13,6.272917760494704e-13,4.8980085593334347e-14,2.0539686047024925e-27,4.949921906754438e-19,7.521115676700338e-12,3.585661945543324e-12,1.1607551811982847e-10,4.9457935204745676e-20,3.9651540090856796e-21,6.736542555179378e-24,2.6926027776979655e-23,2.4211397808016548e-12,1.8834486628114351e-22,2.227244705120558e-17,2.2829013868808766e-22,9.670094712775332e-31,4.098457937857789e-23,5.181519892296734e-25,5.767349606927309e-26,1.554523938401418e-17,2.2927993681879454e-28,2.6594751017206214e-29,9.545740371098997e-28,3.76,0.0,1.003502004215317,0.999526943478508,5.861759812365439e-11,2.6007318466433875e-14,0.00037277875039743065,0.0002937050024057514,7.662404004334218e-05,2.4447751984156275e-06,0.00047299205596389616,1.75740165435929e-09,2.2567465277980687e-16,3.656424243119781e-11,2.0843871685468768e-17,8.334559044497581e-10,6.286621157297254e-24,1.0440456795247159e-23,4.695866192008022e-13,6.738098618801223e-24,2.628822758653281e-16,8.714580400317798e-30,1.3860989895348466e-23,5.732264381874261e-26,2.333832940042732e-24,1.24246262332678e-23,4.833956781157827e-31,5.3555662747243245e-30,2.088758653958383e-25,2.825035303943954e-15,3.707812882630177e-10,3.355431190580687e-14,4.297364149536503e-08,5.636749416260493e-09,1.2549840039186057e-08,1.1753234386696094e-10,3.798441701751372e-09,4.5306063030580934e-10,5.41509012066913e-10,3.0822519350058134e-12,3.751016127691997e-11,4.6188812848180795e-12,7.086986343373342e-10,3.775401521357883e-15,2.7642931744395856e-07,1.2072624598959713e-12,4.2054091214324187e-10,2.5737712501357073e-20,8.722963721633118e-15,1.23346338576548e-19,9.072919914673353e-12,1.929061465119967e-11,4.668704174784466e-15,1.589775311735172e-11,1.824542305320904e-20,2.0122590023749483e-16,5.860097307738317e-13,2.753383342286805e-07,3.6957265287679455e-16,9.049273737338033e-12,1.014391136839684e-11,1.3542911621414132e-13,8.158985789849817e-22,1.1378399185444166e-10,4.725747502934978e-15,3.022379270734733e-17,6.914539493622438e-20,3.346966897408573e-15,9.995962754124368e-17,2.7385280128976606e-13,1.5764355638456125e-17,1.8249341655503497e-16
5.1619358718993073e-08,0.710083107343228,3.998266757989311e-09,5.375763695645685e-11,6.983934547175009e-10,4.752318383064268e-10,0.0,0.0,6.501794702704932e-08,9.340950204792647e-12,1.0128219192383252e-12,6.667121757378674e-13,5.305146918160622e-14,2.2534583098169898e-27,5.123597879908791e-19,7.73882568791495e-12,3.861229357250959e-12,1.2254771045184094e-10,5.681069668795746e-20,4.402329483350584e-21,7.410617367335212e-24,2.931339590093967e-23,2.428081337738934e-12,2.2068686314284655e-22,2.4377187666725406e-17,2.6957398401028954e-22,1.1169830212735741e-30,4.672011401087857e-23,6.179434734169299e-25,6.861207827704484e-26,1.7249303829623902e-17,2.692801455702515e-28,3.124524793460158e-29,1.1456775358264579e-27,3.76,0.0,1.0034917556380882,0.9995269416700537,6.379444682676401e-11,2.879486016426076e-14,0.00038301794483677185,0.00030183745863351664,7.873053675567565e-05,2.444754966789839e-06,0.00047299205507413496,1.8560167902383903e-09,2.444328871020151e-16,3.656542453796324e-11,2.1425248863644694e-17,8.800542642347067e-10,7.282818193366853e-24,1.1809298770920272e-23,4.971764246014933e-13,7.804592093420658e-24,2.7311674656502094e-16,1.0104449350404879e-29,1.5838414964157636e-23,6.570908396871759e-26,2.6771664644223374e-24,1.4253290314428937e-23,5.6037968784487815e-31,6.20894424939954e-30,2.488709903099988e-25,2.903132443386516e-15,3.935615054858079e-10,3.663166673224645e-14,4.4018218147609746e-08,5.693839884694919e-09,1.3111993825492029e-08,1.2637064479115453e-10,3.985685623629822e-09,4.753545784314383e-10,5.624106405532271e-10,3.1697971229548796e-12,3.84408929219852e-11,4.87219956625928e-12,7.453978495968591e-10,4.001492490406162e-15,2.840277184754032e-07,1.2666924498683926e-12,4.4393840555319197e-10,2.904483057079182e-20,9.339028070430276e-15,1.3111328788667568e-19,9.312357758713988e-12,2.0367035075218086e-11,5.071929547233092e-15,1.593211517327791e-11,1.9328098117730664e-20,2.1287789357470096e-16,6.195898267158315e-13,2.8287933826124834e-07,3.9262496725107884e-16,9.159526686247774e-12,1.0427127676100887e-11,1.4297288980916303e-13,8.866704375373974e-22,1.1747858288713581e-10,4.879195014613042e-15,3.227185295365185e-17,7.480121469421491e-20,3.617993474187847e-15,1.0565505349493433e-16,2.7612593353003867e-13,1.772740868938223e-17,1.9807428482927448e-16
5.2999545613216783e-08,0.7100843696355186,4.187076712368191e-09,5.7502472568080465e-11,7.380502807251005e-10,5.114651697104388e-10,0.0,0.0,6.676108689645255e-08,9.846990260387816e-12,1.0841848093176048e-12,7.072681021012868e-13,5.732972705098143e-14,2.46697855896688e-27,5.302254643433493e-19,7.954306299118613e-12,4.14944846763506e-12,1.2919543454322118e-10,6.501223150068301e-20,4.873679282804596e-21,8.127391668888512e-24,3.1816266795247557e-23,2.434720110622107e-12,2.5746940613663543e-22,2.6609803345470572e-17,3.1690315751832626e-22,1.2861619710846968e-30,5.305668605879583e-23,7.334174249729087e-25,8.123711862957804e-26,1.9083860727715176e-17,3.1478533225444974e-28,3.655523637413068e-29,1.3680730811269227e-27,3.76,0.0,1.003481507160083,0.9995269398595181,6.92693268862998e-11,3.1793454632130727e-14,0.00039325703740804676,0.000309969824547599,8.083701543993558e-05,2.4447347355367474e-06,0.00047299205418338975,1.9573249862358655e-09,2.6417646092561717e-16,3.6566606634692765e-11,2.2006617516160368e-17,9.279199165289658e-10,8.402830671810481e-24,1.3313189995153537e-23,5.256208689846261e-13,9.003273118638409e-24,2.835075096441302e-16,1.1668160844922088e-29,1.8033341869556846e-23,7.504218225830913e-26,3.0594702879324123e-24,1.629076437824878e-23,6.469789351070602e-31,7.168966199750006e-30,2.9510707097486706e-25,2.9812286363986425e-15,4.1703848001861905e-10,3.9904439229828587e-14,4.505654983461798e-08,5.749669001070127e-09,1.3682165534882012e-08,1.3559882767703583e-10,4.176635192592946e-09,4.980315365647697e-10,5.834666108666201e-10,3.2574550227939797e-12,3.9364572080980823e-11,5.131521659144635e-12,7.829232364758039e-10,4.236283136341957e-15,2.9162624784962367e-07,1.3270691314980177e-12,4.679678435848906e-10,3.269053271042425e-20,9.976974409876385e-15,1.3911469640943847e-19,9.55033868331756e-12,2.1471084691450427e-11,5.502410823041145e-15,1.5966111187843697e-11,2.0440643547253462e-20,2.24836689106603e-16,6.541018615817514e-13,2.904191109820618e-07,4.1637617840198294e-16,9.266459921100504e-12,1.071063685687785e-11,1.507207856222944e-13,9.6224323748648e-22,1.211735204978913e-10,5.032656922872653e-15,3.4390471293281215e-17,8.074663074629002e-20,3.902643558663134e-15,1.1151677768623911e-16,2.78278163164126e-13,1.9877133719842397e-17,2.1452350204347943e-16
5.437973250744049e-08,0.7100856319159978,4.3792411742339516e-09,6.139341603876105e-11,7.787953849896682e-10,5.49383550600779e-10,0.0,0.0,6.850445533133454e-08,1.0366368395870108e-11,1.1584874800555124e-12,7.489490393393738e-13,6.181869562650322e-14,2.6952874700201517e-27,5.486165708251744e-19,8.167551200126994e-12,4.450506035864811e-12,1.3601868373191428e-10,7.413362639532731e-20,5.380813744892634e-21,8.88794722810094e-24,3.443468520807907e-23,2.441088509133429e-12,2.99155666630036e-22,2.897361820635566e-17,3.7096523443390147e-22,1.4765553494084614e-30,6.003659502292466e-23,8.665056433601765e-25,9.575101189174452e-26,2.1054635831257666e-17,3.663573914640167e-28,4.2597812819736585e-29,1.6257933011336787e-27,3.76,0.0,1.0034712587812553,0.999526938046898,7.505053399666985e-11,3.501264156580269e-14,0.0004034960281122563,0.0003181021001520647,8.294347610831236e-05,2.4447145045609147e-06,0.00047299205329165894,2.0613262184134863e-09,2.849278914618945e-16,3.656778871971443e-11,2.2587977643380413e-17,9.770528125313956e-10,9.658028574858394e-24,1.4961341342295534e-23,5.549253307587434e-13,1.0346211743391636e-23,2.9405461644238634e-16,1.3421778769340454e-29,2.0462949299883394e-23,8.539874499534968e-26,3.4839239686894814e-24,1.8554322803935366e-23,7.440806523258464e-31,8.245477829406353e-30,3.4834823899564837e-25,3.0593238834443737e-15,4.412122517799034e-10,4.338003665186624e-14,4.608871589841747e-08,5.80435259350784e-09,1.4260235705618177e-08,1.4522236261677626e-10,4.371259813706954e-09,5.210824256672515e-10,6.046708427723943e-10,3.3452403769247457e-12,4.028126880474452e-11,5.396792210054012e-12,8.212698925784056e-10,4.4800146108675434e-15,2.992249004540001e-07,1.3883755001056083e-12,4.926291147525655e-10,3.670095250152261e-20,1.0636721616929444e-14,1.4734918965927188e-19,9.7868808652043e-12,2.2602560711394296e-11,5.961565099933756e-15,1.5999776347354332e-11,2.1582851528574664e-20,2.370999998724133e-16,6.895469870888758e-13,2.9795765262083974e-07,4.4082673428480224e-16,9.370357370608383e-12,1.0994442944947513e-11,1.5867277819935675e-13,1.04286767838623e-21,1.2486865070947195e-10,5.186126832249301e-15,3.6579565994271933e-17,8.698802553729968e-20,4.201197649183085e-15,1.175456004392461e-16,2.8031608071761246e-13,2.222582922816429e-17,2.3186519056895467e-16
5.57599194016642e-08,0.7100868941846634,4.574712909042751e-09,6.543149189440376e-11,8.206264624688268e-10,5.890164053757263e-10,0.0,0.0,7.02480518969148e-08,1.0899083777544e-11,1.2357733783599768e-12,7.917444440681433e-13,6.652212886755319e-14,2.939183578284458e-27,5.675597536365324e-19,8.37855824943765e-12,4.764583913428497e-12,1.4301745136202428e-10,8.424975917309165e-20,5.9253688390481476e-21,9.69333828409111e-24,3.7168538534265e-23,2.4472148234462e-12,3.462423237522477e-22,3.147189410087801e-17,4.325045374183867e-22,1.69034004817224e-30,6.770363910728189e-23,1.0193143344420945e-24,1.1237369372026e-25,2.3167407374109726e-17,4.2459592115579615e-28,4.945203587622958e-29,1.9232546294064312e-27,3.76,0.0,1.0034610105015582,0.99952693623219,8.114634644525611e-11,3.84620983520125e-14,0.0004137349169504078,0.00032623428545097883,8.504991877254392e-05,2.444694273684185e-06,0.0004729920523989411,2.1680204628346492e-09,3.0670950668040325e-16,3.656897078990555e-11,2.3169329245670642e-17,1.027452903043978e-09,1.106047454795266e-23,1.676333170034842e-23,5.850951892200968e-13,1.184620440214052e-23,3.047581183758263e-16,1.5382351655138576e-29,2.3145264550385857e-23,9.685948230087725e-26,3.9538696066321195e-24,2.1062146430414834e-23,8.52626378650287e-31,9.448927810077732e-30,4.0942777537531708e-25,3.1374181849707896e-15,4.660828407152526e-10,4.70659857173656e-14,4.711479508852616e-08,5.85799752666939e-09,1.4846092553606172e-08,1.552466398503802e-10,4.569530224427106e-09,5.444983727605077e-10,6.260175946264612e-10,3.4331681044362525e-12,4.1191052797806455e-11,5.667956421753406e-12,8.604330591073191e-10,4.732933656047424e-15,3.068236713247394e-07,1.450595679265509e-12,5.179221076042637e-10,4.110357498927271e-20,1.1318179834782549e-14,1.5581534452720686e-19,1.0022002372534615e-11,2.3761256361964263e-11,6.450856576384276e-15,1.6033139735864853e-11,2.2754510974060533e-20,2.49665527201671e-16,7.259265407191884e-13,3.0549496340258615e-07,4.659772166007887e-16,9.471481795889476e-12,1.1278549986100862e-11,1.668288421068398e-13,1.1288028544142987e-21,1.2856384417622025e-10,5.339599370354601e-15,3.8839039654390775e-17,9.353174242428754e-20,4.5139334366265915e-15,1.2374232556427372e-16,2.8224591956626323e-13,2.478623841126986e-17,2.5012351350470983e-16
5.852029319011162e-08,0.710089418686546,4.975395016495746e-09,7.395281525907492e-11,9.075371561357975e-10,6.735411759568673e-10,0.0,0.0,7.373592786723992e-08,1.2004522929533449e-11,1.3994688067254427e-12,8.806364529815176e-13,7.65870013143743e-14,3.4771398338284235e-27,6.072052986449759e-19,8.793867869887155e-12,5.4325042380951574e-12,1.5754151540064582e-10,1.0778523933871337e-19,7.133409270162344e-21,1.1442706973917461e-23,4.2981364869780105e-23,2.4588367139579516e-12,4.587792938514983e-22,3.6884564407392107e-17,5.812939891794114e-22,2.19769280169215e-30,8.528176530773981e-23,1.3934512933645463e-24,1.5291851840989506e-25,2.784229625296726e-17,5.636662572799038e-28,6.594339019919244e-29,2.657130432342444e-27,3.76,0.0,1.0034405142393739,0.9995269325964987,9.431481201098967e-11,4.609119804411463e-14,0.0004342123890325903,0.00034249838514743375,8.92627501333756e-05,2.4446538121137356e-06,0.000472992050610538,2.3894878926695952e-09,3.5345166631453153e-16,3.657133488379865e-11,2.4332006876845317e-17,1.132054468890676e-09,1.435895526713955e-23,2.086901787672766e-23,6.48052617827808e-13,1.5372301805370388e-23,3.2663451364397963e-16,1.999766653486294e-29,2.9344476104875435e-23,1.2343634121912968e-25,5.044438861121662e-24,2.688796812027663e-23,1.1080978406755489e-30,1.22815666830988e-29,5.588062037458983e-25,3.2936039531733013e-15,5.179144673860757e-10,5.50996447052868e-14,4.914900477074868e-08,5.962557987675327e-09,1.604075429315032e-08,1.7651861213491562e-10,4.97689753072294e-09,5.923909589863611e-10,6.691172484863575e-10,3.6095111854371783e-12,4.2990159706262045e-11,6.227749397177964e-12,9.41190563066026e-10,5.267348713823525e-15,3.2202154871026754e-07,1.5777191274616117e-12,5.704028127198161e-10,5.1202322407377943e-20,1.2745830997528698e-14,1.7343673453024154e-19,1.0488055042372538e-11,2.6159461434858515e-11,7.52594406733668e-15,1.6099053416155384e-11,2.5185326159026476e-20,2.7569399459143924e-16,8.014952211437291e-13,3.205658932754801e-07,5.183809663305758e-16,9.666365256133665e-12,1.184768316939762e-11,1.837530822823907e-13,1.3176838821722097e-21,1.3595400523459546e-10,5.6465350690663166e-15,4.3568667299948804e-17,1.0755132747209794e-19,5.183047205245602e-15,1.3664271220779186e-16,2.8580462124540786e-13,3.05954017676673e-17,2.8948691697848673e-16
6.10046295997143e-08,0.7100916906978175,5.346868801497736e-09,8.213417678388532e-11,9.894470620431947e-10,7.557638377939396e-10,0.0,0.0,7.687579281654421e-08,1.304502312573175e-11,1.5574340123837363e-12,9.643450426283336e-13,8.641487678485985e-14,4.0234834648182235e-27,6.450266228429995e-19,9.16003808968435e-12,6.079890397974321e-12,1.7121337973570957e-10,1.332011177322357e-19,8.36553932909025e-21,1.3180493110358641e-23,4.860365052809067e-23,2.4686853358909667e-12,5.842490486825578e-22,4.2247268630391123e-17,7.495125169961165e-22,2.7599527332568726e-30,1.039218325909319e-22,1.8226804148399307e-24,1.9921974659223555e-25,3.2594254791047714e-17,7.184569211684332e-28,8.448796863044228e-29,3.506552679758654e-27,3.76,0.0,1.0034220679419803,0.9995269293172051,1.0732506404735133e-10,5.384468709794634e-14,0.0004526417655348317,0.0003571357660662813,9.305423689317151e-05,2.4446173974632366e-06,0.0004729920489975848,2.598018441295867e-09,3.9926301703477924e-16,3.657346252503493e-11,2.5378387593008466e-17,1.2305291820944256e-09,1.796714075493196e-23,2.5194088446375725e-23,7.077279435183792e-13,1.922694022154284e-23,3.4685865781242755e-16,2.505152816546169e-29,3.598687262135733e-23,1.5202435536819308e-25,6.21851328676191e-24,3.316826972705755e-23,1.3877787442267172e-30,1.5382911162274055e-29,7.299790273276858e-25,3.434167915044199e-15,5.669459396672962e-10,6.312730458295479e-14,5.0959753599121e-08,6.054021868128941e-09,1.714159700388673e-08,1.9708653786747878e-10,5.355727507326587e-09,6.366578704491525e-10,7.083428866024072e-10,3.768859843515535e-12,4.458640673580016e-11,6.751180925096041e-12,1.016619727977796e-09,5.7823296256820084e-15,3.356999958195942e-07,1.6951164814100144e-12,6.197948180825235e-10,6.193708827003209e-20,1.4103916632584586e-14,1.900731783371568e-19,1.0902822483139857e-11,2.840879236238504e-11,8.612249000183934e-15,1.6157548240307437e-11,2.7471614603052285e-20,3.001299916319194e-16,8.727200578227166e-13,3.341255228146689e-07,5.679467237788098e-16,9.834529111707233e-12,1.2360973122412188e-11,1.9968256766474462e-13,1.5086113362150037e-21,1.4260444694007326e-10,5.922747993302912e-15,4.8064797373510515e-17,1.2126577195140182e-19,5.836481532580953e-15,1.4883540152511106e-16,2.8869370557971786e-13,3.668469942286209e-17,3.282920980711678e-16
6.348896600931697e-08,0.7100939626707827,5.728373052180761e-09,9.080533563907891e-11,1.0748383524877658e-09,8.439806875693024e-10,0.0,0.0,8.001639170861681e-08,1.4128722909290927e-11,1.7257427171477288e-12,1.0515010899239952e-12,9.69923782829064e-14,4.6346991940512104e-27,6.850170813069005e-19,9.519061154610594e-12,6.772079674864438e-12,1.8545382137491177e-10,1.6318710644844953e-19,9.74546195215004e-21,1.5078697673474582e-23,5.45919039558901e-23,2.478050863831414e-12,7.366169644752833e-22,4.80935028167447e-17,9.564493391808228e-22,3.440641793537835e-30,1.2553688298883468e-22,2.3576212958504302e-24,2.5667573682406035e-25,3.7898216676942496e-17,9.060166846304756e-28,1.0719849021041025e-28,4.573546599411557e-27,3.76,0.0,1.0034036219650724,0.9995269260310992,1.2148256081457532e-10,6.2500672698488e-14,0.0004710708120068922,0.00037177285445145136,9.684566548365382e-05,2.444580983831747e-06,0.0004729920473814105,2.815273977403272e-09,4.487509277961251e-16,3.657559013048652e-11,2.642474069353815e-17,1.3331088234096142e-09,2.227397215677177e-23,3.018396627047674e-23,7.702908538596964e-13,2.3824976690708632e-23,3.67590324418236e-16,3.1089363383049033e-29,4.376903923583468e-23,1.8563232210320634e-25,7.599755730856112e-24,4.056633175651048e-23,1.7218447540608268e-30,1.9087609805483945e-29,9.431208494936244e-25,3.574728819693599e-15,6.182347857241978e-10,7.195904927860074e-14,5.275197669778647e-08,6.1434400088415016e-09,1.8266225565092004e-08,2.1903354860421338e-10,5.7459671623242286e-09,6.819786353462641e-10,7.479541442912299e-10,3.928908950745801e-12,4.616132522677179e-11,7.292880738286427e-12,1.0946262009988899e-09,6.331159768255985e-15,3.493787549628631e-07,1.8152710678315708e-12,6.712318699273256e-10,7.4435261776475e-20,1.553063114627041e-14,2.074363800887853e-19,1.1313262156093152e-11,3.074294978366601e-11,9.82113281722862e-15,1.6215343556001433e-11,2.984993810047631e-20,3.2550916393416978e-16,9.470019049468515e-13,3.4768116772835373e-07,6.197955774144444e-16,9.996973361889835e-12,1.2875301625298814e-11,2.162728495605001e-13,1.7211606386416995e-21,1.4925385152436078e-10,6.1989178451816066e-15,5.278691817144526e-17,1.360567221279394e-19,6.540061407320912e-15,1.6158469683616161e-16,2.913151700360343e-13,4.367858358774508e-17,3.704447916487218e-16
6.597330241891964e-08,0.7100962346054319,6.119668833363553e-09,9.997011548230916e-11,1.1636966458931082e-09,9.38349270198827e-10,0.0,0.0,8.315772312551577e-08,1.525561733098427e-11,1.9046505037206534e-12,1.1420441495125239e-12,1.0833859941992073e-13,5.317021820630673e-27,7.273047581318282e-19,9.871014390626311e-12,7.509971578756683e-12,2.002628026056816e-10,1.9832860186932878e-19,1.1283566075444917e-20,1.71424933662691e-23,6.094087200863278e-23,2.4870055610692766e-12,9.201728276638606e-22,5.444004311737603e-17,1.2089062630186863e-21,4.2599417999899404e-30,1.5043523023172595e-22,3.0182454190822327e-24,3.2732957651994303e-25,4.3789383064835057e-17,1.1313551921804466e-27,1.347948807863673e-28,5.901030091437517e-27,3.76,0.0,1.0033851763083959,0.9995269227381637,1.3683492279029202e-10,7.21201153180904e-14,0.0004894995284547596,0.00038640965032328133,0.0001006370359597154,2.4445445708551735e-06,0.00047299204576200707,3.041254361449635e-09,5.020389788763645e-16,3.657771769377688e-11,2.747106618031484e-17,1.4397930929630687e-09,2.737772397598072e-23,3.5908541344106944e-23,8.357727530043339e-13,2.927021559775876e-23,3.8882981494623344e-16,3.825032065030352e-29,5.2829086363189253e-23,2.2488299085669036e-25,9.213991046559304e-24,4.922363805431779e-23,2.11797738101597e-30,2.3480921255073037e-29,1.2061691425905709e-24,3.7152866692201734e-15,6.71780720335865e-10,8.164312983595962e-14,5.452610975919846e-08,6.231190750690798e-09,1.9414200334908104e-08,2.423887840915946e-10,6.147483998049572e-09,7.283085041130131e-10,7.879270404116358e-10,4.089750763608672e-12,4.771530977709565e-11,7.85254889259292e-12,1.1751865455867957e-09,6.9154669534332655e-15,3.6305780167967447e-07,1.938121452670475e-12,7.247133194702378e-10,8.891027412120279e-20,1.7025230871526383e-14,2.2551690328454253e-19,1.1719474610964214e-11,3.316062306909035e-11,1.1162848570772198e-14,1.6272501228840998e-11,3.231899978746042e-20,3.5181800806845556e-16,1.0243554839842743e-12,3.61232829233248e-07,6.739359616016083e-16,1.0154639452782214e-11,1.3390692708197123e-11,2.3352378038836624e-13,1.9571484046864136e-21,1.5590195973203432e-10,6.475033856502506e-15,5.773412067029797e-17,1.5195989850476106e-19,7.295312658372617e-15,1.7489534423317044e-16,2.936947735612955e-13,5.1667590107497853e-17,4.1608735413604235e-16
6.845763882852231e-08,0.7100985065017557,6.520525839730126e-09,1.096317947332933e-10,1.2560073566426781e-09,1.0390233888322743e-09,0.0,0.0,8.629978588571995e-08,1.6425701424953333e-11,2.094413915326522e-12,1.2359144780400106e-12,1.2047187569607583e-13,6.0771652894904035e-27,7.720096608684212e-19,1.02159887324514e-11,8.294423562927972e-12,2.156402862071966e-10,2.39257746125018e-19,1.2990463767747595e-20,1.9376778433344493e-23,6.764427273920336e-23,2.4956063221071664e-12,1.1396689986756205e-21,6.130302857467777e-17,1.5145369675090353e-21,5.2406885327379245e-30,1.7894003020619793e-22,3.8272198486216115e-24,4.1348649384683984e-25,5.030328187175723e-17,1.3999658901313863e-27,1.6808666712071376e-28,7.538015815335583e-27,3.76,0.0,1.0033667309717016,0.9995269194383809,1.5342957219892336e-10,8.276515570312192e-14,0.0005079279148844354,0.00040104615370133975,0.00010442834837305043,2.444508158221189e-06,0.00047299204413936636,3.2759594539077147e-09,5.592488871557744e-16,3.6579845209437115e-11,2.851736405516281e-17,1.5505816875008304e-09,3.3385692307203094e-23,4.2442000947017857e-23,9.042050544281386e-13,3.567585150415912e-23,4.1057743100598296e-16,4.668638808284023e-29,6.331540016972873e-23,2.7044659249355785e-25,1.1089022813512067e-23,5.929278518885589e-23,2.5845660906914807e-30,2.8655965408501177e-29,1.5281532165674833e-24,3.855841465602761e-15,7.275834006642667e-10,9.222907094220845e-14,5.6282581192633196e-08,6.3176008764372714e-09,2.0585127150995266e-08,2.671808649960817e-10,6.5601541034020474e-09,7.756046119470457e-10,8.282396791078682e-10,4.251478738094616e-12,4.924875169722158e-11,8.429891003748844e-12,1.2582783580222224e-09,7.536930569205073e-15,3.7673711258733855e-07,2.0636128578215205e-12,7.802385182758569e-10,1.0559228482353513e-19,1.8586931831547516e-14,2.4430513246209417e-19,1.2121558830773882e-11,3.566048180264567e-11,1.264814759003398e-14,1.63290694757441e-11,3.487749645249106e-20,3.7904307103992884e-16,1.104797577242695e-12,3.747805085321297e-07,7.303778253088363e-16,1.0308342555128713e-11,1.3907170533544694e-11,2.514352127831021e-13,2.2184801259861482e-21,1.6254858331644328e-10,6.751088208425165e-15,6.29054492204372e-17,1.6901068944008652e-19,8.103736067673592e-15,1.8877209050985989e-16,2.958558154337392e-13,6.074698176512266e-17,4.653625489671763e-16
