Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55)
8.447142858494958e-10,0.7460144226078068,9.751179833928014e-12,5.991527083265323e-15,2.8650905506433414e-15,2.1418683746748653e-14,0.0,0.0,2.8051654406859715e-09,1.0288502960262837e-14,8.94085418107944e-18,1.0116326479369847e-27,1.8730403953132778e-20,7.850178292679995e-45,1.132318014189006e-33,1.9418543327283473e-34,1.061901213851118e-34,1.6271519855476567e-13,6.367288897103623e-43,7.879462627067082e-26,6.751875423728058e-40,1.6663576980874762e-48,2.4093258822115462e-36,1.214821444291797e-35,2.908630423375261e-24,1.5502549395275581e-47,1.4362344361472378e-48,6.734858622977013e-53,1.7773636690951202e-72,6.549203432910024e-61,4.356494029456789e-23,1.5132474162064495e-58,3.681091069803004e-47,1.58033504389213e-57,3.76,0.0,0.8975611348212409,0.9993037022550665,3.5458984356629125e-18,2.1005878132290994e-46,2.184951162638389e-05,1.4562558362243057e-05,4.145001281664164e-06,3.141852781449863e-06,0.0006962949392979369,8.327575299376244e-12,8.973474793825515e-20,8.20895875877134e-11,7.880688111241412e-19,5.843801310584071e-13,2.3836085140790776e-31,1.1022763017209038e-29,1.132994849486531e-15,2.287215752603206e-31,2.250277403421367e-17,9.089461972877755e-38,8.84945065056747e-30,9.261362755137814e-33,2.161142736390338e-31,5.408788983131819e-30,5.910322702083831e-39,5.685277987061102e-38,1.0756803321287065e-34,2.1344004948167257e-16,1.6271524726792742e-13,3.4828797776192545e-20,2.138550308841612e-09,6.326653144609502e-10,2.3988027654574334e-11,4.535142722448208e-15,9.889628019983521e-12
8.71732929868085e-10,0.7460145147598927,1.0378564038219083e-11,6.413880016382335e-15,3.14648726101849e-15,2.3527755321824202e-14,0.0,0.0,2.8948724034511703e-09,1.0957092922256747e-14,9.857709510805863e-18,1.1508799248840424e-27,2.0678320519586497e-20,9.530894912704604e-45,1.3304070946190785e-33,2.278388448731143e-34,1.2505207323787933e-34,1.7401980882827819e-13,8.199095016179413e-43,8.954392109204999e-26,8.430820455442082e-40,2.1467774190434127e-48,2.8487567482588947e-36,1.428413368186152e-35,3.2096949314397355e-24,1.9515694890135664e-47,1.7505607823733166e-48,8.723046667221638e-53,2.529527370791008e-72,8.512833377090495e-61,4.8088138390298467e-23,2.02873302568888e-58,4.630196912749508e-47,2.1202620909612467e-57,3.76,0.0,0.897560435872119,0.9992978345975521,4.0184058920235376e-18,2.63428755600526e-46,2.254837159699092e-05,1.5051428984973304e-05,4.278570603565639e-06,3.2182684711138e-06,0.0007021625070730198,8.878694349466246e-12,9.870448086978147e-20,8.529226168744069e-11,8.279765921680017e-19,6.243797479662294e-13,2.828803422698607e-31,1.291758681177061e-29,1.2123228964499372e-15,2.7244610270181583e-31,2.3995669367624525e-17,1.101752061068781e-37,1.0377093736113636e-29,1.0953451608886307e-32,2.567110797409404e-31,6.342162078098579e-30,7.15547269113345e-39,6.887570258818973e-38,1.315798859299965e-34,2.2594293899550006e-16,1.740198626105043e-13,3.8379276935662157e-20,2.2065872921996983e-09,6.521493977223873e-10,2.5530834114254847e-11,4.981990076182306e-15,1.0527783793438672e-11
8.987515738866743e-10,0.7460146069119118,1.1025170338630383e-11,6.856594173870034e-15,3.445663196833625e-15,2.5770327610984003e-14,0.0,0.0,2.984579045017776e-09,1.1646723922754429e-14,1.0836309772368257e-17,1.3041717240318672e-27,2.2759161096954776e-20,1.1503514125688844e-44,1.555381921362731e-33,2.660197935405467e-34,1.465334145367801e-34,1.8571602098293147e-13,1.0477189772454254e-42,1.0136743293314208e-25,1.0456591024753199e-39,2.7445073272602524e-48,3.3514685886071396e-36,1.6712481234699868e-35,3.531112680132325e-24,2.44021128923028e-47,2.1206774168923138e-48,1.1208757461654296e-52,3.562046528672294e-72,1.0976632596003137e-60,5.291897965931621e-23,2.6955567830354293e-58,5.783100782978055e-47,2.8192430754111525e-57,3.76,0.0,0.8975597369235417,0.9992923668550162,4.536560771511429e-18,3.2809227212887263e-46,2.324723104157535e-05,1.554148446951973e-05,4.412190748784389e-06,3.293447937246609e-06,0.00070763015986861,9.448015341717914e-12,1.0825754775082589e-19,8.846981998551492e-11,8.683228680098702e-19,6.657639071427661e-13,3.340469748772797e-31,1.5065354029210384e-29,1.2944835555149546e-15,3.2288264913274676e-31,2.553290468438815e-17,1.3276960035010407e-37,1.2109952497079053e-29,1.289049998466072e-32,3.0339497643083718e-31,7.400846375052233e-30,8.612801803086485e-39,8.295712701411172e-38,1.6000312983842006e-34,2.3858426591054043e-16,1.857160801805204e-13,4.216201510307234e-20,2.274602256239091e-09,6.715883431602151e-10,2.712070046724267e-11,5.457110087790331e-15,1.1185602116887863e-11
9.257702179052635e-10,0.7460146990638642,1.1690969233362426e-11,7.320198085798448e-15,3.763154931219202e-15,2.8150425863958647e-14,0.0,0.0,3.074285399700501e-09,1.2357395682622723e-14,1.1878757997254464e-17,1.4724387743919264e-27,2.497743656776118e-20,1.3807702977289874e-44,1.8098945947273695e-33,3.091713378311623e-34,1.7090251514329149e-34,1.9780369888508573e-13,1.3291943890123041e-42,1.1433590257449715e-25,1.2887193893388425e-39,3.4833626888835336e-48,3.924302493808774e-36,1.9462564254622746e-35,3.8735553872523234e-24,3.0318090479979387e-47,2.5543073240947436e-48,1.4295473113461127e-52,4.966230611201776e-72,1.4046854817111086e-60,5.806780134042424e-23,3.551487006877622e-58,7.175297948806882e-47,3.71713241716997e-57,3.76,0.0,0.897559037975509,0.9992872717708413,5.103201427405067e-18,4.059900215389078e-46,2.3946089960180375e-05,1.6032705641401568e-05,4.5458608957159945e-06,3.3674111776545074e-06,0.000712725154302471,1.0035581206217337e-11,1.1841284409174919e-19,9.162049754184057e-11,9.090831396426637e-19,7.085353959129433e-13,3.9262211637592653e-31,1.7490734165542332e-29,1.379482485503354e-15,3.8082631671499063e-31,2.7113959292134482e-17,1.5912249764280157e-37,1.4068251286512095e-29,1.509930022372068e-32,3.5686324285588834e-31,8.597177818113656e-30,1.0310467933529292e-38,9.937191425893915e-38,1.934862002668504e-34,2.51349453089117e-16,1.9780376385612533e-13,4.618387362574674e-20,2.3425952319124972e-09,6.909822731165507e-10,2.875753740435236e-11,5.961351339092983e-15,1.1863057700055777e-11
9.527888619238526e-10,0.7460147912157495,1.2375931290694353e-11,7.805218874452307e-15,4.099498342485078e-15,3.0672069143963414e-14,0.0,0.0,3.1639914994526323e-09,1.3089107930501916e-14,1.298716132149754e-17,1.6566430075493528e-27,2.733765500594613e-20,1.64871189014707e-44,2.0967650677627396e-33,3.577644003660739e-34,1.9844603735261485e-34,2.102826594612023e-13,1.6748523147750516e-42,1.2852248077839007e-25,1.5788194942868775e-39,4.3910671945179333e-48,4.5746093931068994e-36,2.2565605731523385e-35,4.2376930670231196e-24,3.7442184316157788e-47,3.059955490359534e-48,1.8104042630700947e-52,6.859066723718481e-72,1.7848066190372383e-60,6.354492711496125e-23,4.642140213852603e-58,8.847098604926924e-47,4.8621063651089603e-57,3.76,0.0,0.8975583390280206,0.9992825239462219,5.721250540095906e-18,4.99323404781096e-46,2.4644948352848484e-05,1.652507363629231e-05,4.679580235882012e-06,3.4401778666589684e-06,0.000717472889179852,1.0641434178403287e-11,1.2918930474627952e-19,9.474273472356685e-11,9.502343804857857e-19,7.526968622691752e-13,4.594298125268164e-31,2.0219970465229804e-29,1.4673249545258069e-15,4.471404485213459e-31,2.8738309622433084e-17,1.8972252597823213e-37,1.6273531303106115e-29,1.760868917246046e-32,4.178699328272972e-31,9.944293536456808e-30,1.2279368883780965e-38,1.1842189415412836e-37,2.3275066906422977e-34,2.642248918078112e-16,2.102827305755652e-13,5.045164231141776e-20,2.4105662483643963e-09,7.10331309074861e-10,3.044125585087629e-11,6.495560799222671e-15,1.2560125316749017e-11
9.798075059424417e-10,0.7460148833675685,1.3080027148304333e-11,8.312182305999254e-15,4.455228615603292e-15,3.33392703423053e-14,0.0,0.0,3.2536973740279768e-09,1.3841860402267532e-14,1.4163630785982735e-17,1.8577776190205558e-27,2.9844321186051775e-20,1.9589682808340929e-44,2.418985942654412e-33,4.122985646570795e-34,2.294695877297764e-34,2.2315268066541729e-13,2.096881421062361e-42,1.4400273925488923e-25,1.9233455645143225e-39,5.499767998548666e-48,5.310272053525878e-36,2.605480508300543e-35,4.624193956215298e-24,4.597767875536694e-47,3.646960529787769e-48,2.2774989868460105e-52,9.389439080300705e-72,2.2525666981723103e-60,6.936066596959605e-23,6.0223308957524065e-58,1.0844113698764809e-46,6.312104531786967e-57,3.76,0.0,0.897557640081077,0.9992780997127929,6.393715007883941e-18,6.105808933728549e-46,2.5343806219621507e-05,1.7018569895023078e-05,4.813347973732145e-06,3.511767360309199e-06,0.0007218970328662303,1.1265615810259325e-11,1.4060590318303283e-19,9.783515918799101e-11,9.917549598060917e-19,7.982508300979286e-13,5.353601004121752e-31,2.32809302791695e-29,1.558015887727e-15,5.227604336459152e-31,3.04054306119284e-17,2.251051416053009e-37,1.8748695269848795e-29,2.0449641062684047e-32,4.872287365886402e-31,1.1456158794128744e-29,1.4553318844404673e-38,1.404376241419006e-37,2.785972594264103e-34,2.771979221761878e-16,2.2315275830475452e-13,5.497203918265381e-20,2.4785153330556766e-09,7.296355716998633e-10,3.217176696473071e-11,7.060583828837454e-15,1.3276779804166916e-11
9.999999999999999e-10,0.7460149755193206,1.3618711887350523e-11,8.705704510487854e-15,4.7340632958788475e-15,3.543005162878462e-14,0.0,0.0,3.320739295713314e-09,1.441817101744103e-14,1.508857797709703e-17,2.0197624500708997e-27,3.181600247853543e-20,2.221588180074723e-44,2.684769715630405e-33,4.572493337253398e-34,2.551211420397996e-34,2.33026333659453e-13,2.470486202712964e-42,1.564632278637815e-25,2.221287540929744e-39,6.481585770047878e-48,5.920828680542895e-36,2.8935604235442203e-35,4.9280474947953004e-24,5.341505310407747e-47,4.1448618643407976e-48,2.6925271378606826e-52,1.1807614411085193e-71,2.669376391346243e-60,7.393433386035556e-23,7.281593102535435e-58,1.2579447937600073e-46,7.63588825969469e-57,3.76,0.0,0.8975571177205769,0.9992749912858406,6.933659490178215e-18,7.070963819154028e-46,2.58661001598783e-05,1.738811210755483e-05,4.913350971958084e-06,3.564512814475322e-06,0.000725005392748297,1.1744092600856764e-11,1.49567486755924e-19,1.0012610501397714e-10,1.0230144985786989e-18,8.332064486507154e-13,5.986344361374695e-31,2.580274888613715e-29,1.6276567938669294e-15,5.859533020092081e-31,3.1678972999244544e-17,2.5501924104546e-37,2.0789220330980675e-29,2.2809099468799877e-32,5.4503930772456e-31,1.270245901078103e-29,1.647389418692273e-38,1.5904235215393546e-37,3.1768509082570592e-34,2.8695002953167064e-16,2.3302641643149294e-13,5.851930572842094e-20,2.5292830545511547e-09,7.440335284265927e-10,3.3495571615543354e-11,7.503480291530326e-15,1.3825148624895004e-11
1.0068261499610308e-09,0.7460149755193206,1.3803227512632344e-11,8.84161283135013e-15,4.8308802434468505e-15,3.615603619291001e-14,0.0,0.0,3.343403051129807e-09,1.4615652840535395e-14,1.5410281157142824e-17,2.0768671232871327e-27,3.250193615892512e-20,2.3167859770530457e-44,2.779727378921579e-33,4.733028903920852e-34,2.6429838258745016e-34,2.3641350735554153e-13,2.6093461533865046e-42,1.6085468146952022e-25,2.3305893944281806e-39,6.846572135492457e-48,6.139727498056048e-36,2.996539913914241e-35,5.033724451351069e-24,5.615514547405739e-47,4.325547280735994e-48,2.8470947879922282e-52,1.2745497965845451e-71,2.8248567851820937e-60,7.552531121878307e-23,7.757555505342605e-58,1.3217755941487412e-46,8.136413875952579e-57,3.76,0.0,0.8975569411346778,0.9992739770154833,7.123685837465126e-18,7.425652140222752e-46,2.6042663560540596e-05,1.7513176158627975e-05,4.94716332644624e-06,3.5821987015506324e-06,0.0007260196404321462,1.1908166981411605e-11,1.5268165076336375e-19,1.0089656998430602e-10,1.03362456430517e-18,8.451997112109198e-13,6.213723763814585e-31,2.670315560829583e-29,1.6515599048207229e-15,6.086975796817112e-31,3.211479677116804e-17,2.6585558481476832e-37,2.1518052362266212e-29,2.3655361574817857e-32,5.658158856247337e-31,1.3147594082283404e-29,1.7169228469732116e-38,1.6578018442204495e-37,3.3191202263929664e-34,2.902567890395726e-16,2.364135919132754e-13,5.975171046087635e-20,2.546442511878246e-09,7.488951808742785e-10,3.394898213470623e-11,7.657264184318522e-15,1.4012996062259653e-11
1.03384479397962e-09,0.7460150676710057,1.4545503158272424e-11,9.394033628266067e-15,5.2269870282421875e-15,3.912636728665765e-14,0.0,0.0,3.4331085565510267e-09,1.541048499419581e-14,1.672923076908118e-17,2.3149674095157337e-27,3.5314996924178837e-20,2.727895359426515e-44,3.182341833920868e-33,5.413367021320043e-34,3.032779084631168e-34,2.500648576647658e-13,3.228415759681345e-42,1.7915875305685192e-25,2.809831413616021e-39,8.474159379219768e-48,7.071989654051231e-36,3.433472249582777e-35,5.466949060848395e-24,6.823527634764592e-47,5.1068815826277476e-48,3.537940475212434e-52,1.7163562032892695e-71,3.5212218752592125e-60,8.204913975146707e-23,9.925709605795044e-58,1.602578745862123e-46,1.0417506044810631e-56,3.76,0.0,0.897556242188823,0.9992701353022728,7.914338035156412e-18,8.984231964337873e-46,2.6741520375646243e-05,1.8008874463508303e-05,5.081025523740666e-06,3.6514906252694622e-06,0.0007298612638978345,1.256912790996052e-11,1.6543559603641165e-19,1.0392592244819207e-10,1.0758241272999111e-18,8.935458176956136e-13,7.184988762453526e-31,3.051791362342306e-29,1.7479613586859063e-15,7.06043124289649e-31,3.3865883269876965e-17,3.1261197000275193e-37,2.4607363348567307e-29,2.7261383682093373e-32,6.545731304560417e-31,1.5034302311875726e-29,2.0167292762654282e-38,1.9484305290769076e-37,3.936729780794873e-34,3.033906136846053e-16,2.50064949546082e-13,6.479723069345191e-20,2.6143478092628983e-09,7.681102557334585e-10,3.577281297879363e-11,8.28644402192014e-15,1.4768749053114973e-11
1.060863437998209e-09,0.7460151598226241,1.5306824927399523e-11,9.969966634481704e-15,5.644082082798057e-15,4.225425808565598e-14,0.0,0.0,3.5228139143037264e-09,1.6226356617983072e-14,1.8122601377654158e-17,2.5731657920233614e-27,3.8287996130763316e-20,3.198540961150048e-44,3.6303689190834915e-33,6.169903971335453e-34,3.4677459655093143e-34,2.6410642760985003e-13,3.972607007325297e-42,1.9899785208509716e-25,3.371426525097759e-39,1.0431422607671158e-47,8.116672423711059e-36,3.920226823672566e-35,5.924530362100381e-24,8.251183835611e-47,6.003126046306364e-48,4.37156048627408e-52,2.2938617259981633e-71,4.364182952383553e-60,8.89424113471441e-23,1.2618976861533071e-57,1.9332885215406718e-46,1.3253057938046819e-56,3.76,0.0,0.8975555432435127,0.999266555422298,8.768930497805217e-18,1.0816765895742067e-45,2.74403766649783e-05,1.8505647136637507e-05,5.214933807674882e-06,3.719661563294493e-06,0.0007334410541272461,1.3248538163220854e-11,1.7888682404027974e-19,1.0692231477607125e-10,1.1183357569605667e-18,9.432913716129495e-13,8.278482110333729e-31,3.4758247342992314e-29,1.8472243654831068e-15,8.159723146705083e-31,3.565816676749807e-17,3.6606843739038556e-37,2.804388596006561e-29,3.130566461878309e-32,7.545107599472396e-31,1.7132896135968892e-29,2.359118261082942e-38,2.280540171409659e-37,4.649569339963528e-34,3.165893476359333e-16,2.6410652723168875e-13,7.011510302416011e-20,2.6822312482789984e-09,7.872809146974452e-10,3.7643171342594765e-11,8.948963901906676e-15,1.5544013800383672e-11
1.0878820820167982e-09,0.7460152519741757,1.6087163729221403e-11,1.0569932582344482e-14,6.082697831944121e-15,4.554369693734047e-14,0.0,0.0,3.6125191467413145e-09,1.7063267472069664e-14,1.9592518034135717e-17,2.8525810618489253e-27,4.1425421869564395e-20,3.7355131384265083e-44,4.127540087248573e-33,7.008862263627371e-34,3.951764916717096e-34,2.7853789623103857e-13,4.863054069872175e-42,2.204573389485679e-25,4.0268969957054953e-39,1.277419028860971e-47,9.284012960142986e-36,4.4609748042917094e-35,6.407128972706852e-24,9.931491376479147e-47,7.027497910257835e-48,5.3725783732441586e-52,3.0436829007987035e-71,5.379597218267256e-60,9.621536820466729e-23,1.5945985990262822e-57,2.32112537353875e-46,1.675826395680252e-56,3.76,0.0,0.8975548442987469,0.999263219529794,9.69080590443496e-18,1.2962556247141714e-45,2.813923242857597e-05,1.900347679087852e-05,5.348887432462238e-06,3.7867296492817977e-06,0.0007367768568845119,1.394643666821028e-11,1.9305445561947087e-19,1.0988497523250127e-10,1.1611426713543463e-18,9.944385150964718e-13,9.506090121455335e-31,3.9459026278451064e-29,1.9493528360920575e-15,9.397486226113193e-31,3.749112626929512e-17,4.269784359317697e-37,3.185642046198773e-29,3.582868453982159e-32,8.667106901732096e-31,1.946092536549396e-29,2.7488243946437077e-38,2.658771641427807e-37,5.46946778154825e-34,3.298437407516771e-16,2.785380040220847e-13,7.571175958892332e-20,2.750092850728465e-09,8.064072755012296e-10,3.955996929779761e-11,9.645662792646277e-15,1.633876538872911e-11
1.1149007260353873e-09,0.7460153441256605,1.6886490539461335e-11,1.1194451025556138e-14,6.543366013756681e-15,4.89986660885189e-14,0.0,0.0,3.702224274671199e-09,1.7921217321691797e-14,2.1141108966453665e-17,3.1543635335034822e-27,4.473175747347125e-20,4.3461806442396595e-44,4.6777834408476614e-33,7.9367909549404e-34,4.48893935788006e-34,2.933589291632253e-13,5.923794864770163e-42,2.436250461121561e-25,4.7890286378725986e-39,1.5565983216992832e-47,1.0584895380850581e-35,5.060115266824541e-35,6.915403523353643e-24,1.1901428408686796e-46,8.194327953805588e-48,6.569058886013168e-52,4.01102141268688e-71,6.597041448617524e-60,1.0387823449201291e-22,2.0034181628941616e-57,2.7741258361351397e-46,2.106837725191376e-56,3.76,0.0,0.8975541453545252,0.9992601109954741,1.0683390607574153e-17,1.5465337003675248e-45,2.8838087666477855e-05,1.9502346320342677e-05,5.482885664281212e-06,3.852712723555841e-06,0.0007398853014567278,1.466286172204449e-11,2.0795764674856874e-19,1.1281325082339123e-10,1.2042291330715843e-18,1.046989318122462e-12,1.0880536342086157e-30,4.4656997219576224e-29,2.0543505001032464e-15,1.0787280301683748e-30,3.9364243761411576e-17,4.961580709877915e-37,3.60753554460097e-29,4.087354629635562e-32,9.923295949654325e-31,2.2036904508232104e-29,3.1909700728968016e-38,3.088149090243431e-37,6.40938971560782e-34,3.431452947527888e-16,2.933590455638992e-13,8.159356201055156e-20,2.817932637232465e-09,8.254894552227252e-10,4.152311914072715e-11,1.0377378074692905e-14,1.71529789633112e-11
1.1419193700539764e-09,0.7460154362770784,1.7704776399863533e-11,1.1844040367365597e-14,7.0266176809846335e-15,5.262314169925457e-14,0.0,0.0,3.79192931746074e-09,1.8800205936797414e-14,2.2770505479713675e-17,3.479695092978777e-27,4.821148141091277e-20,5.038524615569285e-44,5.2852283705724296e-33,8.960573389830611e-34,5.083602457783673e-34,3.085691827137786e-13,7.182086631474129e-42,2.6859128749855504e-25,5.671974242894691e-39,1.88788596277342e-47,1.2030874670822393e-35,5.722281181482198e-35,7.450010645056264e-24,1.4202311332788958e-46,9.519121433495013e-48,7.992885890144548e-52,5.251393594278212e-71,8.05023678955695e-60,1.1194121611194044e-22,2.5032503175242074e-57,3.301210672221228e-46,2.6341586775806697e-56,3.76,0.0,0.8975534464108481,0.9992572143231938,1.1750194525320917e-17,1.8373649166805493e-45,2.9536942378721912e-05,2.000223889585648e-05,5.616927781090742e-06,3.917628337838148e-06,0.0007427818839881498,1.539785100209091e-11,2.236155878715217e-19,1.157065965452199e-10,1.2475803899017831e-18,1.1009457866647094e-12,1.2415419660528408e-30,5.039083498403675e-29,2.162220931075728e-15,1.2343634493374876e-30,4.127700487011722e-17,5.7448958179843705e-37,4.073271381862104e-29,4.6486076851208605e-32,1.1326021039603172e-30,2.488034039827695e-29,3.6910865467194715e-38,3.5741010068565394e-37,7.4835152232929994e-34,3.5648622885968114e-16,3.0856930817622543e-13,8.776680201678692e-20,2.8857506273129422e-09,8.445275703091089e-10,4.353253339095454e-11,1.1144945544827745e-14,1.798662972929224e-11
1.1689380140725656e-09,0.7460155284284296,1.8541992417725593e-11,1.251921788189336e-14,7.532983202272945e-15,5.6421093856700867e-14,0.0,0.0,3.881634293134914e-09,1.9700233091721643e-14,2.4482841860175044e-17,3.8297892413599766e-27,5.1869067167511604e-20,5.821173545999264e-44,5.954210319524855e-33,1.0087435149045778e-33,5.740324063067418e-34,3.241683065566172e-13,8.668740849519736e-42,2.9544886772881403e-25,6.691360746894884e-39,2.279430185255791e-47,1.3634201037606547e-35,6.45234543777106e-35,8.01160495496866e-24,1.688017972292182e-46,1.1018620141994877e-47,9.680162051034873e-52,6.8326461768450635e-71,9.777500847858522e-60,1.2041450044324445e-22,3.1114324255008405e-57,3.912255349511496e-46,3.2762174375560146e-56,3.76,0.0,0.8975527474677153,0.9992545150731351,1.2894811033091345e-17,2.1741228845558882e-45,3.0235796565345512e-05,2.0503137960470596e-05,5.751013072446198e-06,3.981493759931794e-06,0.0007454810442970312,1.615144157602752e-11,2.4004750324725525e-19,1.1856456588737232e-10,1.2911826155606508e-18,1.1563098688271114e-12,1.4125253013807572e-30,5.670119328909804e-29,2.2729675653284414e-15,1.4082092149017455e-30,4.3228899331915046e-17,6.629248866491061e-37,4.5862199002488787e-29,5.271492979854072e-32,1.288844042341543e-30,2.801175994224422e-29,4.2551353725182867e-38,4.1224816796942735e-37,8.707321852648251e-34,3.698594340700765e-16,3.2416844154469653e-13,9.423770211554044e-20,2.9535468394677614e-09,8.635217366011603e-10,4.558812478997275e-11,1.194919942009033e-14,1.883969295137294e-11
1.1959566580911547e-09,0.7460156205797138,1.9398109765450482e-11,1.322049973700734e-14,8.062992263579764e-15,6.039648658878849e-14,0.0,0.0,3.971339218468259e-09,2.0621298564881384e-14,2.6280255297162617e-17,4.205891140004687e-27,5.570898321776602e-20,6.703439691705257e-44,6.689275376673034e-33,1.1324951726543335e-33,6.463917565597276e-34,3.4015594693856065e-13,1.0418489606142815e-41,3.242930910231734e-25,7.864403842795188e-39,2.740419788699569e-47,1.5407844435349038e-35,7.255426809143721e-35,8.600839055985635e-24,1.9986212629440353e-46,1.2710866413965616e-47,1.1671646979637368e-51,8.837310721003778e-71,1.1822244748915686e-59,1.293082562895634e-22,3.8480745322269795e-57,4.618165421388148e-46,4.0544057564664594e-56,3.76,0.0,0.8975520485251268,0.9992519997895035,1.4120916856100104e-17,2.56274248883432e-45,3.093465022638542e-05,2.1005027225071504e-05,5.885140839319358e-06,4.044325978298816e-06,0.0007479962381778777,1.6923669911671968e-11,2.572726503101408e-19,1.213868017969649e-10,1.3350228558352335e-18,1.2130834613926837e-12,1.6025503155793604e-30,6.363075558085224e-29,2.3865937220973028e-15,1.6019257088255825e-30,4.521942149190599e-17,7.624892557181128e-37,5.149924132520253e-29,5.961168945467086e-32,1.4624557354291932e-30,3.1452737950720787e-29,4.88953060390614e-38,4.7395934161446945e-37,1.0097671506607502e-33,3.832584383846649e-16,3.4015609192783597e-13,1.0101241638062179e-19,3.021321291241436e-09,8.824720693562064e-10,4.7689806299922336e-11,1.2790972341772212e-14,1.9712143953347032e-11
1.2229753021097438e-09,0.7460157127309317,2.027309968012156e-11,1.3948401011319266e-14,8.61717386940251e-15,6.455327787787162e-14,0.0,0.0,4.061044109069712e-09,2.1563402138493406e-14,2.8164885804563194e-17,4.609277651737664e-27,5.973569296693033e-20,7.695356539458345e-44,7.495184999739259e-33,1.268105642079764e-33,7.259446925220106e-34,3.5653174868126337e-13,1.2470374278045887e-41,3.552217699592681e-25,9.210026746055182e-39,3.281187213182079e-47,1.7365519551461054e-35,8.13689595584721e-35,9.218363532054544e-24,2.3577163685228594e-46,1.4615268309005445e-47,1.4013220366356726e-51,1.1365331022693373e-70,1.4233501810030176e-59,1.386326337617458e-22,4.736419831470715e-57,5.430954498152061e-46,4.993466875632926e-56,3.76,0.0,0.8975513495830825,0.9992496559337938,1.5432271961526445e-17,3.00976307149552e-45,3.163350336187781e-05,2.1507890664035247e-05,6.0193103939191985e-06,4.106141706593636e-06,0.0007503400041357616,1.7714571886716082e-11,2.753103190367589e-19,1.2417302868521994e-10,1.379088975130095e-18,1.2712684146448512e-12,1.813263103445311e-30,7.122428596672558e-29,2.503102618165735e-15,1.8172840594217162e-30,4.72480706435284e-17,8.742850536530904e-37,5.7681044609949e-29,6.723097602654533e-32,1.6549253543821545e-30,3.5225925078714154e-29,5.601161392668598e-38,5.432209178260871e-37,1.1672899797603755e-33,3.96677363508048e-16,3.5653190415899155e-13,1.0809703125554685e-19,3.0890739992904106e-09,9.013786832693535e-10,4.983749110237407e-11,1.3671095379401756e-14,2.0603958117681728e-11
1.249993946128333e-09,0.7460158048820824,2.1166933463094516e-11,1.4703435712748958e-14,9.196056344190468e-15,6.889541967423838e-14,0.0,0.0,4.150748979462504e-09,2.252654359830894e-14,3.013887615932664e-17,5.041257383828384e-27,6.395365478108565e-20,8.807717732606312e-44,8.376920566322534e-33,1.4164047952814491e-33,8.132233627419692e-34,3.732953576867228e-13,1.4868168024443547e-41,3.8833523390737913e-25,1.0748986607935324e-38,3.913321788247182e-47,1.952171094215152e-35,9.102381367628592e-35,9.864826956971248e-24,2.7715829118708264e-46,1.6752666666838008e-47,1.6756386370554245e-51,1.45372237996985e-70,1.7066504984655504e-59,1.4839776436325035e-22,5.803245506645287e-57,6.363827207189021e-46,6.121927619238513e-56,3.76,0.0,0.8975506506415825,0.9992474718219503,1.6832719451409047e-17,3.522374679202534e-45,3.2332355971858315e-05,2.201171251097898e-05,6.1535210595165485e-06,4.166957388094486e-06,0.0007525240262260649,1.8524182798241523e-11,2.941798313268165e-19,1.2692304481505434e-10,1.4233696078133963e-18,1.3308665376119634e-12,2.0464133211459555e-30,7.952868009930913e-29,2.6224973838810233e-15,2.0561709697074306e-30,4.931435139792158e-17,9.994956077561983e-37,6.444663294557284e-29,7.56305522869235e-32,1.8678323242256592e-30,3.935507584641267e-29,6.397415318328036e-38,6.2075959639041095e-37,1.3452910384404913e-33,4.1011089115011503e-16,3.732955241518429e-13,1.1549756645958687e-19,3.1568049794445217e-09,9.202416924935197e-10,5.203109259715508e-11,1.459039803469428e-14,2.1515110885114095e-11
