Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49),S(879),CFO(51),CH2F(46),CFO3(3228),C2H3F2(66),C2H3F2(64),F(37),CF2CH(73),C2HF2(72),S(234),C2H2F3(67),C2H2F3(68),S(133),S(3636),S(149),CHFCF2(55),CF2(43),CH2F2(41),C2F(235),S(3631),S(3559),S(3935),S(3617),C2H3F2(65),S(3632),S(4348),CHO2(339)
4.614448148427985e-12,0.7439561821629467,9.69945663692724e-16,3.24029771646007e-17,4.0391717444001546e-21,1.2077914427985435e-20,0.0,0.0,1.9755801403630914e-11,4.099192392514986e-19,2.9138377723294313e-24,4.2254551183622145e-27,7.70589586714634e-27,5.639675756853247e-43,4.636005347650854e-30,9.814272612126618e-22,1.414826362641637e-19,5.8474324249760736e-18,2.0255712204309215e-48,7.263087857397671e-32,7.286379867357199e-48,4.344427918792541e-47,6.747228416560117e-18,4.783914093896644e-45,3.916357472099949e-28,3.852936036892123e-51,4.933322169958762e-53,2.087648209176764e-41,6.182644414058634e-44,1.6385760669661945e-44,1.4056986661262079e-29,9.289631882585801e-52,1.5785984948241146e-53,3.865802795443283e-52,3.76,0.0,0.7135128479383843,0.9999885127593355,2.988552307892141e-26,1.6019972906760488e-25,1.6717326277764918e-07,1.0453997934542902e-07,3.054727083589129e-08,3.20859980600062e-08,1.1487220908771844e-05,6.973285183501542e-16,7.918452544891891e-26,1.2837913524872116e-14,5.845158644984302e-23,2.530265951349806e-17,6.058345485383656e-42,5.3146520393413695e-40,5.824007093058811e-20,5.276617524689823e-42,1.5286579799930676e-21,2.0455143297170068e-50,4.323900119479377e-40,2.904342745058002e-43,1.3842560429171607e-51,1.2547695461481987e-50,1.6889917281865565e-47,5.368918084004619e-42,2.6742135697452178e-40,4.1822597757996873e-22,5.847432438016418e-18,3.32690637054039e-23,1.4744356377075943e-24,1.0382805719044312e-16,6.929566418064584e-34,3.745105273073708e-15,1.6275058344836013e-13,1.6632740625720322e-13,9.817693983193966e-17,8.811229958907307e-18,6.282744601489383e-22,1.513134293305248e-11,4.623098507019734e-12,1.1490336317482534e-15,3.072830968573709e-23,1.1485215901953385e-21,5.694896346314603e-16,1.107177545874694e-16,3.1603162667573778e-27,4.1615593291758095e-31,3.866430131849694e-22,1.2606339272781804e-28,9.261938401289086e-33,1.3305590500447803e-18,3.032490639445564e-18,2.0525634221414846e-18,5.983561965820295e-33,6.255217060159914e-29
5.932147007780351e-12,0.7439561886514539,1.516247277995776e-15,4.167985946430772e-17,7.312194370036995e-21,2.3803762181441625e-20,0.0,0.0,2.539721474036717e-11,6.774574257578699e-19,6.1957390133530226e-24,1.1495714659907972e-26,1.7430748368549093e-26,1.534283012830032e-42,9.846622959524376e-30,2.0845009575080685e-21,2.3390458666062875e-19,9.677214549047323e-18,8.848838317281183e-48,1.5463871655927975e-31,3.9916644288527897e-47,2.379958500079821e-46,1.1147265823311268e-17,1.7427955110679275e-44,8.322178007959374e-28,1.6972500964865072e-50,2.1506303671582953e-52,7.228723343031169e-41,2.1415522396098556e-43,5.675729373441594e-44,2.9894982382784236e-29,4.2256192454844564e-51,7.259161823360195e-53,1.7787461932964805e-51,3.76,0.0,0.7135128001948127,0.9999852575499313,6.871643552561903e-26,3.404312412781027e-25,2.149111457638195e-07,1.3440925710399423e-07,3.9271204361425895e-08,4.123066030903434e-08,1.4742424671677439e-05,1.1525437181030413e-15,1.6823587477638817e-25,2.118229146327563e-14,9.653338065879153e-23,4.184497557495207e-17,2.0998851633175795e-41,1.840023779986537e-39,9.636547772564696e-20,1.8299847963191856e-41,2.529163524455308e-21,8.900414464913824e-50,1.497067860922618e-39,1.006442802565724e-42,6.02256521164551e-51,5.459538885583652e-50,7.354008486007223e-47,1.8613921809036183e-41,9.258741741095303e-40,8.198689357893485e-22,9.677214575730392e-18,5.521794234408242e-23,3.1350563560352743e-24,1.7158981419172405e-16,1.885336999700524e-33,4.844471921327621e-15,2.0924121560735178e-13,2.1380756141049674e-13,1.6220682546255523e-16,1.4557910677962944e-17,1.3344630413623897e-21,1.9452044716410833e-11,5.9428359156155065e-12,1.8988930699399304e-15,6.527017708431118e-23,2.4399430560428096e-21,9.41148436481132e-16,1.8297307955267123e-16,6.715149135646552e-27,8.861646368203735e-31,6.389667008932409e-22,3.4295937849348902e-28,2.5192560293426373e-32,2.1985045421435758e-18,5.011740887653546e-18,3.391519040645303e-18,1.6265475308432796e-32,1.7009114337285498e-28
8.567544726485083e-12,0.7439562016284667,2.9676562676345592e-15,6.02674995385969e-17,1.7908892796199167e-20,6.568347871578647e-20,0.0,0.0,3.6679987622740955e-11,1.4130900521697986e-18,1.869834645726246e-23,5.0582014080004394e-26,5.922103767895361e-26,6.750564540289682e-42,2.9647035944045344e-29,6.27620800692506e-21,4.882365287399113e-19,2.0241084913034158e-17,8.58657851198369e-47,4.679730750583285e-31,5.774879970349552e-46,3.443060404702405e-45,2.3236712844775406e-17,1.2678724570267112e-43,2.5082761899582184e-27,1.679870685691619e-49,2.1154948051431346e-51,4.7073402964765465e-40,1.3957156432810119e-42,3.6990568227040414e-43,9.025490173296775e-29,4.526025878006286e-50,7.968561349419792e-52,1.954994003350245e-50,3.76,0.0,0.7135127047076789,0.9999787803107448,2.4011639816879497e-25,1.0261125898896507e-24,3.103869025167567e-07,1.9417030520647973e-07,5.672023468253411e-08,5.949631273135329e-08,2.1219652575167164e-05,2.4044609959465237e-15,5.068696567796626e-25,4.404044317673161e-14,2.0107588280128981e-22,8.740080359617978e-17,1.3710472235215238e-40,1.1978488924813456e-38,2.0148167556872914e-19,1.1966071701876845e-40,5.287163227354224e-21,8.8749843095985e-49,9.746863298494878e-39,6.567274076761568e-42,6.003623359104063e-50,5.443360307400594e-49,7.347394854015502e-46,1.2161227331840357e-40,6.027670344471623e-39,2.242673694989443e-21,2.0241084986950674e-17,1.161602246364693e-22,9.460964576890221e-24,3.579031138166096e-16,8.296458446097733e-33,7.083090534817281e-15,3.022433944310249e-13,3.087462980071111e-13,3.381495743641419e-16,3.0349010303114505e-17,4.01818085983291e-21,2.809318899158728e-11,8.581735743621557e-12,3.960558809095218e-15,1.9655683990329076e-22,7.349841453935582e-21,1.9630128725225624e-15,3.816343709044694e-16,2.0236293659736925e-26,2.682528156724276e-30,1.3327072627347853e-21,1.5089770050641144e-27,1.1079513911448973e-31,4.583890527726217e-18,1.0454115717189765e-17,7.071475404877886e-18,7.143483545951614e-32,7.4753027640614125e-28
1e-11,0.743956213307777,3.957199685452717e-15,7.039035751390144e-17,2.636508246948672e-20,1.013538169407514e-19,0.0,0.0,4.281264398998598e-11,1.925114089942501e-18,2.9760814324197926e-23,9.374617678277139e-26,9.977060988238816e-26,1.25108035179109e-41,4.7129246414908015e-29,9.977166086911624e-21,6.653986498351678e-19,2.7616365359279936e-17,2.1505254783055367e-46,7.459103518213071e-31,1.6814271959121728e-45,1.0024786040996727e-44,3.164523534800888e-17,2.8743279764599657e-43,3.989494975602101e-27,4.248309254299828e-49,5.272602540385267e-51,1.0148707488852093e-39,3.010274378892849e-42,7.97812742342946e-43,1.436801197454022e-28,1.1838628236160776e-49,2.1051329088246382e-51,5.166803203927924e-50,3.76,0.0,0.7135126528062019,0.9999752781168038,4.0946293161345023e-25,1.6321192740000306e-24,3.6228219585077213e-07,2.2666564503645615e-07,6.620520465730318e-08,6.941127828609136e-08,2.4721840383645874e-05,3.275998887011797e-15,8.060360907749597e-25,5.98925575589326e-14,2.737268319266717e-22,1.1915665789195036e-16,2.959226031101738e-40,2.5821001097176963e-38,2.748382438579603e-19,2.584385498376043e-40,7.211509080300663e-21,2.2021725775148506e-48,2.1011419443417417e-38,1.4170903201097932e-41,1.4895301762580265e-49,1.3506200177506036e-48,1.824494491034199e-45,2.6255797919723255e-40,1.299357810048083e-38,3.446771344391279e-21,2.7616365471418862e-17,1.589779038762054e-22,1.5057934228933162e-23,4.875785348061879e-16,1.537695417974181e-32,8.322192180351094e-15,3.5280589779595166e-13,3.603376381334039e-13,4.605328738400317e-16,4.133324070174796e-17,6.387838232889039e-21,3.2789888363151395e-11,1.0015773065617638e-11,5.395426427595989e-15,3.1249373843195253e-22,1.1686769546651931e-20,2.674221547305148e-15,5.19899196090649e-16,3.2184004871045934e-26,4.2763774077583095e-30,1.8155340134645603e-21,2.796599023430275e-27,2.052932636319743e-31,6.243419601200894e-18,1.4242290385201534e-17,9.631704602859892e-18,1.3227218859379715e-31,1.3846359175785927e-27
1.0939402673319342e-11,0.743956213307777,4.682843409222585e-15,7.703668306649044e-17,3.309485049550861e-20,1.3060592469354525e-19,0.0,0.0,4.683442223542644e-11,2.3037921463962745e-18,3.898306352918397e-23,1.333462778922673e-25,1.3508074803075792e-25,1.7795321763817602e-41,6.168754851429116e-29,1.3059141213371728e-20,7.964837574872949e-19,3.308079084600861e-17,3.516086135544063e-46,9.779064885097203e-31,2.910456145788814e-45,1.7352278038406915e-44,3.786123816071559e-17,4.507446582528413e-43,5.2235666693676685e-27,6.974129725223766e-49,8.59843944359917e-51,1.5546383794643533e-39,4.612207801515061e-42,1.2223742121381613e-42,1.8822572106767156e-28,1.969949876391207e-49,3.516558221326511e-51,8.632312016395898e-50,3.76,0.0,0.7135126187692694,0.9999729884144821,5.580957444029208e-25,2.1370261272602738e-24,3.963150730844279e-07,2.4798085463123177e-07,7.242568630750891e-08,7.590845100664682e-08,2.701153868337747e-05,3.920634704363851e-15,1.0552425570610825e-24,7.159086484444994e-14,3.2740716464961014e-22,1.4266325780275184e-16,4.5355306551194365e-40,3.955131435582903e-38,3.2917516334157835e-19,3.9622272413144105e-40,8.636757802168033e-21,3.5826514972989635e-48,3.218492114598399e-38,2.171670606276103e-41,2.4231632484043542e-49,2.1972480062687782e-48,2.9691393921528973e-45,4.024693362107384e-40,1.9903089565345622e-38,4.431068532325021e-21,3.3080790988506925e-17,1.908207271495827e-22,1.9723739814506607e-23,5.834806513581669e-16,2.1873005164761358e-32,9.143327547219696e-15,3.859692121908292e-13,3.9416657296315924e-13,5.510094240525354e-16,4.9453826653759765e-17,8.361230559386581e-21,3.5869923545585587e-11,1.0956090344895663e-11,6.45656063454968e-15,4.0904911893027584e-22,1.5299135434546434e-20,3.2001922900995227e-15,6.221514980488412e-16,4.213750886314138e-26,5.6069501497632726e-30,2.172601408016329e-21,3.977884499663875e-27,2.919750660421166e-31,7.470417067697877e-18,1.704396073349626e-17,1.1524673961822317e-17,1.8805238558310154e-31,1.9689133052771372e-27
1.3311260620153601e-11,0.7439562249870857,6.7852956250681016e-15,9.384591674682346e-17,5.477177168609188e-20,2.2820115262829537e-19,0.0,0.0,5.6988799450025783e-11,3.4110921322805033e-18,7.034062208039377e-23,2.9030960339740573e-25,2.6443560465216514e-25,3.8740719602144175e-41,1.1109156936569482e-28,2.3517938513895236e-20,1.1800492973250683e-18,4.9100676112411917e-17,1.1047498324936556e-45,1.7685574680809113e-30,1.0957164794734e-44,6.532617497326852e-44,5.602626463470806e-17,1.26699897412019e-42,9.415055773228541e-27,2.22323175956806e-48,2.6826245645923634e-50,4.0713640525984717e-39,1.2086088819393117e-41,3.203188317158426e-42,3.3973598064836996e-28,6.548156146020855e-49,1.183025643136981e-50,2.905105054759867e-49,3.76,0.0,0.7135125328308702,0.9999672319313139,1.1095265012878753e-24,3.8520188983203515e-24,4.822432336954464e-07,3.0181562341910025e-07,8.813239058899791e-08,9.22950998565308e-08,3.276801169717638e-05,5.805928255482099e-15,1.9013999952731377e-24,1.0569176416892265e-13,4.841642345728935e-22,2.1148666654164177e-16,1.1897702393961154e-39,1.0355574523606693e-37,4.884159291289281e-19,1.0403698455091894e-39,1.2812916204537638e-20,1.1103549970941325e-47,8.427420145267714e-38,5.694567192613734e-41,7.508781231098922e-49,6.809423846915639e-48,9.212289169504268e-45,1.0562037997980941e-39,5.211298990977718e-38,7.6982786883438e-21,4.910067634885231e-17,2.8467295157429745e-22,3.558759757460711e-23,8.6390133353445515e-16,4.762307933988698e-32,1.1246663250551389e-14,4.697176468879371e-13,4.795635607256451e-13,8.154286235842846e-16,7.318667484915614e-17,1.5058373524233233e-20,4.3646378675902955e-11,1.3329824457509047e-11,9.559225460356358e-15,7.367690282006549e-22,2.7562691118919955e-20,4.738116176391322e-15,9.211312837328648e-16,7.593999074392735e-26,1.014266472471591e-29,3.2166370013508285e-21,8.659993942440467e-27,6.354304348421229e-31,1.1056869758701326e-17,2.5236576526480998e-17,1.7057837766901203e-17,4.088362618458145e-31,4.28276031357559e-27
1.568311856698786e-11,0.7439562366663935,9.274885862151314e-15,1.1069699536039964e-16,8.403799439937614e-20,3.6509679992824293e-19,0.0,0.0,6.71431196248166e-11,4.73498853513929e-18,1.1521129138961563e-22,5.56346051905561e-25,4.667892150067593e-25,7.423915540488724e-41,1.8160522659467344e-28,3.844567800698608e-20,1.6390740433526316e-18,6.832304519688228e-17,2.8876759409298577e-45,2.9033087098445877e-30,3.335150141731172e-44,1.988376944803331e-43,7.772556449165645e-17,3.0323619332175734e-42,1.5404265643716155e-26,5.894251935257565e-48,6.963987626750473e-50,9.120116066352447e-39,2.7090239227472985e-41,7.179777648582854e-42,5.566221417882524e-28,1.8090711784340102e-48,3.304838647586749e-50,8.117794099568788e-49,3.76,0.0,0.7135124468924812,0.9999615106446681,1.9841269238417326e-24,6.3027379992040086e-24,5.681713843499689e-07,3.5567457394521293e-07,1.0384034562266456e-07,1.0865629886782283e-07,3.848928818849533e-05,8.060504321429266e-15,3.1099792593346458e-24,1.462853888188272e-13,6.712312915250741e-22,2.939182936468963e-16,2.6694825012503663e-39,2.3191984898596707e-37,6.793952079405855e-19,2.3364322120854432e-39,1.7820222024942002e-20,2.863631426405122e-47,1.8874983672963832e-37,1.277204984347945e-40,1.936230323958732e-48,1.7560653350156232e-47,2.3783940114937434e-44,2.3707522643761006e-39,1.1671364447826343e-37,1.2251513549569009e-20,6.832304555050558e-17,3.981240221440052e-22,5.828606784191496e-23,1.1991600642474387e-15,9.126984854253726e-32,1.3393109314926006e-14,5.534887136608112e-13,5.649372677372807e-13,1.131327248187104e-15,1.015405473454535e-16,2.4617815255249473e-20,5.142255469728228e-11,1.570293834002925e-11,1.3268428951520749e-14,1.2046245324902701e-21,4.507538150603023e-20,6.576739854071213e-15,1.278563342114161e-15,1.242321875375816e-25,1.6654356649955487e-29,4.464772954112586e-21,1.659534535247251e-26,1.2172932668740576e-30,1.534245640429566e-17,3.5032059731860445e-17,2.3669803662932167e-17,7.824030704652804e-31,8.200278904204896e-27
1.805497651382212e-11,0.7439562483456998,1.215148722871336e-14,1.2759171084204845e-16,1.2199152551808466e-19,5.4791832345962e-19,0.0,0.0,7.729738311584694e-11,6.275479888052558e-18,1.7604986910671914e-22,9.732844726803791e-25,7.64572018747222e-25,1.2987026992413639e-40,2.769677957833423e-28,5.86339945213735e-20,2.1736989365891806e-18,9.077000007856117e-17,6.614930735511132e-45,4.4464812855651706e-30,8.716575141121582e-44,5.1966543520819125e-43,1.0295291943396531e-16,6.464747582878779e-42,2.3513262156306255e-26,1.369222183589659e-47,1.586200346400608e-49,1.826993012331615e-38,5.430210034429313e-41,1.4391838302144957e-41,8.508039415581684e-28,4.37041546816974e-48,8.064679534722341e-50,1.9813198018353608e-48,3.76,0.0,0.7135123609541025,0.9999558243393198,3.2861314333673892e-24,9.621081420565955e-24,6.540995250481522e-07,4.0955766864395794e-07,1.195495495068522e-07,1.2499208756496032e-07,4.4175583382432636e-05,1.0684525317974735e-14,4.745644930488491e-24,1.9331442687970778e-13,8.884926870362084e-22,3.900050358344414e-16,5.356257472440168e-39,4.644914047635917e-37,9.023026908275011e-19,4.6922923969789584e-39,2.366319218772466e-20,6.486978424989802e-47,3.780545055180347e-37,2.5617207063786933e-40,4.385465196522634e-48,3.977785973613024e-47,5.393411303888594e-44,4.758751597752557e-39,2.3376164162084985e-37,1.8294229310431393e-20,9.077000056766768e-17,5.315812268013682e-22,8.905958485058629e-23,1.5892517506282936e-15,1.5967847529497395e-31,1.5582677384498037e-14,6.372824276066966e-13,6.502877004390073e-13,1.498625493117178e-15,1.3450844707143302e-16,3.7546949357763085e-20,5.919845192268839e-11,1.8075432250428872e-11,1.7584046826543755e-14,1.8374959781554776e-21,6.877188834724241e-20,8.71601866878685e-15,1.6944372986713617e-15,1.8960547163199614e-25,2.5512410675801687e-29,5.9169681987825555e-21,2.9031282406756775e-26,2.1287957045236785e-30,2.032638578256434e-17,4.643050684861178e-17,3.135940967846342e-17,1.3668619297384056e-30,1.4333282305244184e-26
2.0426834460656378e-11,0.743956260025005,1.5414972993344597e-14,1.445318523076389e-16,1.6973004151886594e-19,7.83289004053224e-19,0.0,0.0,8.74515902769604e-11,8.032564731775988e-18,2.553255232406033e-22,1.5898595513996325e-24,1.1831208668998585e-24,2.1213423203475854e-40,4.009117420382104e-28,8.487308832616769e-20,2.7840649634170187e-18,1.1646344293059797e-16,1.371828232263867e-44,6.463330766477103e-30,2.030975851177031e-43,1.210814129405925e-42,1.317021205897133e-16,1.262699850132096e-41,3.4064651680155265e-26,2.879044381540006e-47,3.2747967780548612e-49,3.3645806844052095e-38,1.0006425529281733e-40,2.652040158175784e-41,1.234283161342591e-27,9.535849649263695e-48,1.775760173934739e-49,4.363100698107558e-48,3.76,0.0,0.7135122750157342,0.9999501728013757,5.134208498767436e-24,1.393919662227295e-23,7.400276557901528e-07,4.634648700086347e-07,1.3526000034257105e-07,1.4130250541036857e-07,4.9827111172475484e-05,1.3678153406042414e-14,6.873088598238326e-24,2.4672200133105813e-13,1.1358329282848237e-21,4.997934274076201e-16,9.879955513539039e-39,8.552135571837527e-37,1.1573265447659133e-18,8.663154315442815e-39,3.0346277899027215e-20,1.3335126733506543e-46,6.961126237969835e-37,4.7234731169789104e-40,9.013713965770972e-48,8.176577292715374e-47,1.1098707180333083e-43,8.781299143639505e-39,4.304097006561578e-37,2.602619719750605e-20,1.1646344356574548e-16,6.854520147405588e-22,1.2915534744560484e-22,2.0341713030147e-15,2.6084812694651142e-31,1.7815379077623328e-14,7.210988037818855e-13,7.356148652699967e-13,1.9172436730001056e-15,1.7208338737139325e-16,5.435236240557236e-20,6.697407066332783e-11,2.044730644609179e-11,2.250595485717842e-14,2.6602362337301528e-21,9.958670185770142e-20,1.115590798902846e-14,2.1687427901377305e-15,2.746540790034857e-25,3.709288218523327e-29,7.573181688847606e-21,4.742095551818788e-26,3.4761345758384134e-30,2.600786764028656e-17,5.943201423968584e-17,4.012549502097801e-17,2.2296767867115403e-30,2.3393009637948406e-26
2.5170550354324896e-11,0.7439562833836113,2.310209153651868e-14,1.7855555662808703e-16,2.9895118840074506e-19,1.4381607788401025e-18,0.0,0.0,1.0775983701465327e-10,1.219650909004991e-17,4.791309827264163e-22,3.648878442170481e-24,2.497341383330993e-24,4.86828331626915e-40,7.4944199634968255e-28,1.586577453582925e-19,4.232584571747799e-18,1.7767648365253626e-16,4.743972904445949e-44,1.2183434320662918e-29,8.608391260426132e-43,5.1319682620861914e-42,1.9974126987501725e-16,3.9697796964144496e-41,6.378754445618533e-26,1.023771112588588e-46,1.1250610133996668e-48,9.478246225599993e-38,2.822411219099479e-40,7.480392670334531e-41,2.317517039877895e-27,3.6354931789692477e-47,6.881274446397378e-49,1.6907178986908337e-47,3.76,0.0,0.7135121031390282,0.999938973178261,1.1010315871189558e-23,2.6104490867393032e-23,9.118838874062303e-07,5.713514429826886e-07,1.6668463528505233e-07,1.7384738610758275e-07,6.1026713978556224e-05,2.0774878316390486e-14,1.2862200705962137e-23,3.7244725168980884e-13,1.720288727351047e-21,7.606596302474073e-16,2.79234929038852e-38,2.4080988200797663e-36,1.764469029633318e-18,2.452975229969825e-38,4.6250299368506416e-20,4.552624151417306e-46,1.9603633030429878e-36,1.3339607837101806e-39,3.076319071557974e-47,2.791165867372803e-46,3.797284869004058e-43,2.4838206714372774e-38,1.2120093912593465e-36,4.7340170502504926e-20,1.7767648456747484e-16,1.0560648750312612e-21,2.423331564226306e-22,3.088473662036689e-15,5.987247483080837e-31,2.2410229688155047e-14,8.887996028552634e-13,9.061994170681437e-13,2.9081216510758884e-15,2.610264914949416e-16,1.0161462257466006e-19,8.252447392702832e-11,2.5189196720026034e-11,3.4168144720450554e-14,4.97460681205045e-21,1.8630830805614094e-19,1.6937339726288775e-14,3.292606977033418e-15,5.14167209809993e-25,6.995166458232878e-29,1.1497499316944636e-20,1.0882811228664484e-25,7.972298242168716e-30,3.946033228176564e-17,9.024459466394254e-17,6.088246599671818e-17,5.1031300826529575e-30,5.359542185502371e-26
2.991426624799342e-11,0.7439563067422125,3.233523077448549e-14,2.1278236653113065e-16,4.804763509760345e-19,2.382655575281247e-18,0.0,0.0,1.280678626259864e-10,1.7226810084554025e-17,8.066593181053172e-22,7.257931924907112e-24,4.6688218835421194e-24,9.68265360373914e-40,1.256922709329264e-27,2.660932308180273e-19,5.98576163600432e-18,2.5213353342535733e-16,1.3231749416143593e-43,2.060398009578505e-29,2.8219571589175984e-42,1.6822973588835184e-41,2.8179352566088306e-16,1.0320391055770416e-40,1.0716435415531854e-25,2.9306781632902366e-46,3.12441741748619e-48,2.2353550717577942e-37,6.664600018180563e-40,1.7663675520226011e-40,3.9039158483155766e-27,1.1034234207288441e-46,2.11578835379754e-48,5.197362556892447e-47,3.76,0.0,0.7135119312623632,0.9999279100899451,2.0843925959875664e-23,4.386067647526156e-23,1.0837400791994478e-06,6.79333993964712e-07,1.9811423531038297e-07,2.062912554473442e-07,7.208978198611191e-05,2.9351971360950534e-14,2.1595371775324415e-23,5.230145210515891e-13,2.4236779240452984e-21,1.0768821844097227e-15,6.606657615233762e-38,5.676733618607742e-36,2.50229859708631e-18,5.814196696025458e-38,6.55666312754591e-20,1.2591234231472684e-45,4.6218659984999765e-36,3.153745694388123e-39,8.505638513413278e-47,7.718694239005403e-46,1.0523868009054023e-42,5.881258870501811e-38,2.857288416625713e-36,7.772117745565387e-20,2.521335345017649e-16,1.5132252965165791e-21,4.079258948131561e-22,4.3620264865347165e-15,1.1910009194267703e-30,2.7177753589586097e-14,1.056591230531998e-12,1.0766909746101686e-12,4.103326033212629e-15,3.683141701176367e-16,1.7044152390504873e-19,9.80737669440005e-11,2.992861120949204e-11,4.8254005758183305e-14,8.346021619938145e-21,3.1271233183023466e-19,2.3920678460163965e-14,4.650073216562049e-15,8.63579946957326e-25,1.1835008744882076e-28,1.6237397877494746e-20,2.164535953568719e-25,1.5846145282798068e-29,5.569354722537458e-17,1.2747056924746503e-16,8.593145328912354e-17,1.012247023106547e-29,1.0641996589067322e-25
3.4657982141661935e-11,0.7439563301008083,4.311338263113454e-14,2.472264943960469e-16,7.230749703860979e-19,3.669680744043227e-18,0.0,0.0,1.483756698634125e-10,2.3123456313986496e-17,1.2581750581101276e-21,1.3054953766174423e-23,8.004672276966928e-24,1.7414955064031485e-39,1.952968552712906e-27,4.1344951623749505e-19,8.044725660792049e-18,3.400027500119091e-16,3.1761576100369295e-43,3.228083611097137e-29,7.763383794452558e-42,4.628009295193848e-41,3.7780955665774376e-16,2.3457889644651776e-40,1.6679541374315765e-25,7.212609026641037e-46,7.47811937551578e-48,4.652680725561776e-37,1.3888681209743458e-39,3.68104215082838e-40,6.092382444607768e-27,2.8592912463806606e-46,5.542789228555729e-48,1.3610834727255385e-46,3.76,0.0,0.7135117593857396,0.9999169818725767,3.6104717497862246e-23,6.827393098925421e-23,1.2555962311710476e-06,7.874122250218668e-07,2.2954878532288584e-07,2.386344268966685e-07,8.301797904622015e-05,3.941072065281662e-14,3.359109867839567e-23,6.97984190962783e-13,3.2450825366248897e-21,1.4488205425418424e-15,1.3794991248325888e-37,1.1810339637315324e-35,3.372266671182428e-18,1.2161961787677196e-37,8.83285666186783e-20,3.005522592562802e-45,9.616954829226969e-36,6.580204953386413e-39,2.0296932915357185e-46,1.842248583109862e-45,2.517127150723323e-42,1.2289735102183093e-37,5.944861492780462e-36,1.1863882322782517e-19,3.40002750968833e-16,2.060198561493131e-21,6.361458849997163e-22,5.854789174189129e-15,2.142390598844108e-30,3.211804280050502e-14,1.2244738057898884e-12,1.2470895893449967e-12,5.502223638006312e-15,4.938909053612215e-16,2.648567125292113e-19,1.136219521414182e-10,3.466555195260721e-11,6.476254606456366e-14,1.2972312635997714e-20,4.862677016935042e-19,3.210556796006738e-14,6.2410590076636234e-15,1.3437454937378232e-24,1.8550129852091839e-28,2.1792549755701964e-20,3.893116588029874e-25,2.8482088386941383e-29,7.470122530452914e-17,1.7111070398867818e-16,1.1526321300247598e-16,1.815696501332828e-29,1.9108461239394885e-25
4.1507580193390594e-11,0.743956363828998,6.140032536179248e-14,2.973735712621983e-16,1.1988819276202938e-18,6.23951762540466e-18,0.0,0.0,1.776983608341226e-10,3.3166392024703497e-17,2.1704288796859367e-21,2.6816218803635004e-23,1.5598174329371703e-23,3.576801423148556e-39,3.350471321337315e-27,7.093098075326256e-19,1.1559557684539806e-17,4.908787405367049e-16,9.417388561415844e-43,5.604580004057173e-29,2.763604612716174e-41,1.6474140718854835e-40,5.409886334015843e-16,6.526064026138166e-40,2.8686400443941853e-25,2.222167454146402e-45,2.2125203502715713e-47,1.147373988865083e-36,3.431373232250862e-39,9.09456148927758e-40,1.0517689546733517e-26,9.468973417054328e-46,1.8627168281153342e-47,4.570297083095058e-46,3.76,0.0,0.713511511207841,0.9999014369267306,7.119573188221468e-23,1.1743923453511872e-22,1.5037445724322648e-06,9.43637944276285e-07,2.7494680746381996e-07,2.85158690222413e-07,9.856289556918504e-05,5.6551744287457535e-14,5.771981775263705e-23,9.92808649393025e-13,4.637511352068953e-21,2.084896791698663e-15,3.4185833641608186e-37,2.910515319481647e-35,4.864479689092334e-18,3.022094214230015e-37,1.2734005517603488e-19,8.876717269690789e-45,2.370456243395378e-35,1.6287707992053886e-38,5.991768033161556e-46,5.4400629479463065e-45,7.458738009374043e-42,3.049097682296348e-37,1.4651628563275898e-35,1.9917208953804973e-19,4.908787403992432e-16,3.0150782417698126e-21,1.0970779979446568e-21,8.396934514398381e-15,4.400892297972814e-30,3.955649757315756e-14,1.4670453575907465e-12,1.4929695305106815e-12,7.880259945280229e-15,7.073727725314153e-16,4.544566627512916e-19,1.3607050767196373e-10,4.150100650204411e-11,9.287238752085895e-14,2.226626299328677e-20,8.351868450604611e-19,4.604331888491934e-14,8.950195632877915e-15,2.310104375404559e-24,3.222576962232517e-28,3.1251602882905084e-20,7.996052511548353e-25,5.844272191614785e-29,1.0702965429388677e-16,2.454429510944383e-16,1.651542327736516e-16,3.7144127427647927e-29,3.914964576846692e-25
