Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49),S(879),CFO(51),CH2F(46),CFO3(3228),C2H3F2(66),C2H3F2(64),F(37),CF2CH(73),C2HF2(72),S(234),C2H2F3(67),C2H2F3(68),S(133),S(3636),S(149),CHFCF2(55),CF2(43),CH2F2(41),C2F(235),S(3631),S(3559),S(3935),S(3617),C2H3F2(65),S(3632),S(4348),CHO2(339)
5.895567507907278e-08,0.7442460622886325,6.72989467732723e-08,1.492243151013528e-09,1.8838633019972904e-09,1.032639063383605e-08,0.0,0.0,2.523660638114382e-07,6.625402647076623e-11,1.3166318832906228e-11,3.654954909924963e-12,3.511531149678697e-12,5.796862628471299e-25,1.0058929594011176e-17,3.6659884275941504e-11,2.717266520646066e-10,1.612754169192366e-09,2.4801340759357482e-25,1.847675395363636e-17,2.6641902200796456e-22,1.02722470330229e-21,1.1047525009148392e-11,2.6613908308207948e-20,3.5277773234039896e-15,3.189999669994116e-25,2.6511320642437653e-27,1.7725688144262275e-20,2.2243528529982956e-21,4.974241387648031e-22,4.809935274029397e-17,1.2019788280360918e-24,1.3263857075767245e-25,3.5409135673945186e-24,3.76,0.0,0.7113800434959691,0.9990312441123957,1.484364913174382e-10,3.3100352658435105e-12,0.002132812140382002,0.0017123753341088234,0.00040952608686217767,1.0601442471210784e-05,0.0009684966727677955,1.4461668301892573e-07,1.7544832707617693e-13,6.086321177111353e-10,1.7859907778706308e-16,6.641022031667199e-09,6.046970097125073e-20,1.3077682343230065e-19,1.9575648674011782e-11,7.503471737960804e-20,2.3840952801441326e-14,6.615498803317862e-26,2.2000814293841904e-19,5.901377701243568e-22,3.9169809490129175e-27,3.853993851572813e-26,1.7327290089036148e-21,1.9780655810788765e-20,9.411769337070677e-20,5.782271224017109e-14,1.611402627263746e-09,9.242783997680668e-13,7.388845424867152e-13,1.1806166046548811e-08,9.298126535648364e-20,8.256706880255199e-09,4.930284809323676e-09,3.320639776631866e-10,7.099899005089422e-10,9.034231304436418e-11,8.411864293844132e-11,1.4365217237253492e-07,1.3841181397628933e-08,8.06372284228514e-08,3.537276255926365e-12,1.180510654992098e-09,5.2640696296040533e-08,1.2149760843863022e-08,8.351437635631727e-15,1.2377489890782025e-16,5.211904435999367e-14,8.208653754124453e-14,1.7728420260724787e-18,1.1611543009491341e-11,3.9746431195454327e-10,7.637236659719755e-12,2.9038153418605e-19,4.17276796365237e-15
6.02332216087324e-08,0.7442523354518961,6.985231135154113e-08,1.5755949528180086e-09,2.001252595796272e-09,1.0957237117214556e-08,0.0,0.0,2.5783946929019875e-07,6.914307445324106e-11,1.4002012521146637e-11,3.837820690892253e-12,3.732860147353179e-12,6.572937361066265e-25,1.0835185816857907e-17,3.7474982648911385e-11,2.8663031791779113e-10,1.6834673189803378e-09,2.7094550888126126e-25,2.0060570588229127e-17,2.873835680410443e-22,1.0973418379493502e-21,1.107667621317438e-11,3.0500241267589665e-20,3.7553070203811125e-15,3.56499812893408e-25,3.047053585952476e-27,1.9574180607931065e-20,2.532914878426378e-21,5.643367893872586e-22,5.1283315652200435e-17,1.3528582273630393e-24,1.5173038706392446e-25,4.063354227669809e-24,3.76,0.0,0.7113338921442424,0.9990312383151022,1.6114574178867256e-10,3.57179709265018e-12,0.002178961949957989,0.0017496376409478751,0.00041840078465444724,1.0600859880063871e-05,0.0009684966667736309,1.509845376988519e-07,1.864946302507494e-13,6.086845669476009e-10,1.8250826451111223e-16,6.933364975675008e-09,6.79683454522539e-20,1.446706804482123e-19,2.046880221479765e-11,8.427783366384027e-20,2.4532336207334418e-14,7.440167366491017e-26,2.445044929049047e-19,6.566930471221152e-22,4.404935160311493e-27,4.3342919524525417e-26,1.991037219583643e-21,2.2019869688652754e-20,1.0438308492477908e-19,5.90813527077883e-14,1.6820514640649976e-09,9.859555506770403e-13,7.93732812509912e-13,1.2272122069105264e-08,9.99063403744968e-20,8.515507724753324e-09,5.054332179964755e-09,3.3262382492076656e-10,7.240101487814687e-10,9.284664131037717e-11,8.764925711587863e-11,1.460742681254345e-07,1.400988998342496e-08,8.343669098340914e-08,3.66580155549751e-12,1.2483248151892065e-09,5.462578754620397e-08,1.2632926786064172e-08,8.983592816238718e-15,1.3704481782440993e-16,5.508575460881359e-14,8.598961039914542e-14,1.852878978044598e-18,1.1815514252057342e-11,4.117010144400999e-10,7.730951016889665e-12,3.030826567959586e-19,4.35556405400116e-15
6.151076813839202e-08,0.744258608236806,7.244248870340494e-08,1.6615429839025993e-09,2.1231808693446612e-09,1.1611710111899577e-08,0.0,0.0,2.6331314938275707e-07,7.209320244848636e-11,1.4871635161510814e-11,4.0249206392551296e-12,3.962562855737831e-12,7.429863397165667e-25,1.1649391164731854e-17,3.828217072759563e-11,3.019776641568781e-10,1.7556959121199366e-09,2.9547695951786855e-25,2.1740965369227288e-17,3.093910531906456e-22,1.1699776023575055e-21,1.1105070300624817e-11,3.484940828585956e-20,3.991273380041326e-15,3.9743826132255945e-25,3.491002023714966e-27,2.15645027730854e-20,2.875814686665014e-21,6.383733407304267e-22,5.459980426219459e-17,1.5184303278162256e-24,1.7303814329040682e-25,4.6483856026055826e-24,3.76,0.0,0.7112877437222416,0.9990312325087929,1.7463732412110388e-10,3.847724271163802e-12,0.0022251089031695374,0.0017868972737584837,0.0004272750192065227,1.060027732506818e-05,0.0009684966607707738,1.574894883212883e-07,1.97967990115177e-13,6.08737012247289e-10,1.8641710474402088e-16,7.231994511463732e-09,7.620325321670345e-20,1.597022120819399e-19,2.1383189035196158e-11,9.441990444041955e-20,2.523082948320156e-14,8.346224588111044e-26,2.711070844080007e-19,7.290453084187264e-22,4.941014931011937e-27,4.8619791994102136e-26,2.2809942184119474e-21,2.445485051704306e-20,1.1551089186845855e-19,6.033990624729119e-14,1.7542144985049052e-09,1.0505989253463823e-12,8.518480507013621e-13,1.274596825464683e-08,1.072452489616889e-19,8.775444016422927e-09,5.178561156178449e-09,3.3317554147120215e-10,7.379761321261255e-10,9.538129889323574e-11,9.124280736385155e-11,1.484811206052295e-07,1.4180174865543092e-08,8.627240563430813e-08,3.796051849636641e-12,1.3184618733999459e-09,5.664183017764447e-08,1.3124471694765904e-08,9.650434268147006e-15,1.5145201915169227e-16,5.81818903657051e-14,8.997439381744553e-14,1.9344869149855963e-18,1.201811798906373e-11,4.260645180757174e-10,7.825513006360418e-12,3.1602336827691174e-19,4.541910469811535e-15
6.278831466805164e-08,0.7442648806433781,7.50690450643711e-08,1.7500995692082959e-09,2.249716660606951e-09,1.22901438753656e-08,0.0,0.0,2.6878710931281007e-07,7.510437581014895e-11,1.5775849156779636e-11,4.216227144880225e-12,4.200739008274247e-12,8.373614075078002e-25,1.2502216343627947e-17,3.9081471800906156e-11,3.177701517666043e-10,1.829439831681227e-09,3.2169051979353197e-25,2.35214831048818e-17,3.3246175959998786e-22,1.2451208853997796e-21,1.1132768194237108e-11,3.9704435928663406e-20,4.23573770299095e-15,4.42047099625572e-25,3.98747459045948e-27,2.3703647606880716e-20,3.2559526523183106e-21,7.2009455515248325e-22,5.805087615395519e-17,1.69971821336877e-24,1.967584670812465e-25,5.301814996116308e-24,3.76,0.0,0.7112415982293496,0.9990312266934074,1.889411403988815e-10,4.138231615151551e-12,0.0022712530001989155,0.0018241542327351258,0.00043614879059148597,1.0599694806204588e-05,0.0009684966547591662,1.6413152658516782e-07,2.0987446091443458e-13,6.087894536094182e-10,1.9032559852086042e-16,7.536909874699795e-09,8.522840870292654e-20,1.7593823363756e-19,2.231889223184671e-11,1.0552589744430542e-19,2.5936434959828627e-14,9.339668317069071e-26,2.999454356666037e-19,8.075557219259527e-22,5.5287644706359025e-27,5.440546946575137e-26,2.605670725501714e-21,2.7097840984952853e-20,1.2755272448643534e-19,6.159837287320657e-14,1.8278916342616564e-09,1.1183149659330945e-12,9.133772667022103e-13,1.3227677352363396e-08,1.1501669150871904e-19,9.036458145220572e-09,5.302961618473062e-09,3.3372008350109396e-10,7.518893883897362e-10,9.79470537096561e-11,9.489881211615596e-11,1.5087335436330423e-07,1.4352056001924298e-08,8.914425302643635e-08,3.928020428726178e-12,1.3909513258812808e-09,5.86887225878109e-08,1.3624370631566786e-08,1.0353216268626632e-14,1.670699235297741e-16,6.141169672664405e-14,9.404022749009463e-14,2.0176533649722828e-18,1.2219408871810752e-11,4.405503664502431e-10,7.920940641460593e-12,3.2920179108668237e-19,4.731786183687726e-15
6.534340772737088e-08,0.7442774243215732,8.042959798639478e-08,1.935083548193456e-09,2.5168803631981963e-09,1.3720210790813267e-08,0.0,0.0,2.797358895397228e-07,8.130972044229545e-11,1.7690707068800214e-11,4.61134976537712e-12,4.702898167297075e-12,1.054671395956252e-24,1.432629310723669e-17,4.06565382897426e-11,3.5069592877762455e-10,1.981473182860413e-09,3.7951323878199966e-25,2.7397276717995842e-17,3.8187178872046516e-22,1.4028746500205683e-21,1.1186285419014823e-11,5.111879552079503e-20,4.750388528166108e-15,5.432556172332395e-25,5.157469348508409e-27,2.845710733993006e-20,4.140389340912255e-21,9.089762822596644e-22,6.536475420510702e-17,2.1137466182544615e-24,2.522840951528911e-25,6.83903249829062e-24,3.76,0.0,0.7111493160284422,0.9990312150351696,2.2010731105551463e-10,4.764652194146901e-12,0.0023635326264406396,0.0018986601299557,0.00045389494414069557,1.059852987683045e-05,0.0009684966427094656,1.7782683283550938e-07,2.3501046980401207e-13,6.088943245202509e-10,1.9814154684566746e-16,8.165595020483277e-09,1.0587875338508942e-19,2.1230332961612334e-19,2.4254580109523558e-11,1.3090519594362943e-19,2.7368991916560222e-14,1.1614197654051583e-25,3.648719533760377e-19,9.845648146014198e-22,6.874330125410143e-27,6.765157009437123e-26,3.3725890651726887e-21,3.30591741493825e-20,1.5459431311060373e-19,6.41150454406879e-14,1.9797878242152004e-09,1.2634081109157788e-12,1.047285114245484e-12,1.4214583919234257e-08,1.3193446850515303e-19,9.561506146686432e-09,5.552239464532514e-09,3.3479088917402146e-10,7.795639153210491e-10,1.031749839557151e-10,1.023963072805176e-10,1.5561637766864834e-07,1.470067139160823e-08,9.499591041990499e-08,4.197087916059214e-12,1.5431048894804702e-09,6.287468533961103e-08,1.464913898004336e-08,1.187174865231892e-14,2.0224740855792766e-16,6.828971760336512e-14,1.0241245886947135e-13,2.1886130323814793e-18,1.2618263171119039e-11,4.698721660797913e-10,8.114451612307087e-12,3.5626443638193754e-19,5.122043304479182e-15
6.789850078669013e-08,0.7442899664866179,8.593065102430928e-08,2.1306292270643697e-09,2.8032737227515845e-09,1.5250033125499338e-08,0.0,0.0,2.9068585158569523e-07,8.775883275677265e-11,1.975191050980411e-11,5.022969608995429e-12,5.2400866246604216e-12,1.3144945692913031e-24,1.631231931592442e-17,4.220048475552805e-11,3.8541754843385174e-10,2.139566439272556e-09,4.451511405662414e-25,3.171713720031935e-17,4.357672735148095e-22,1.5704723205295466e-21,1.123759211808371e-11,6.51476862622166e-20,5.299684619234122e-15,6.621934833277123e-25,6.599117983389382e-27,3.389339619692658e-20,5.21287948574039e-21,1.1360450607754748e-21,7.324043439947206e-17,2.603986365645629e-24,3.2012890712985066e-25,8.729416864996261e-24,3.76,0.0,0.711057045536651,0.999031203339919,2.548922989992128e-10,5.454400679647566e-12,0.0024558008301427147,0.001973155334131911,0.0004716392458417755,1.0597365091868416e-05,0.0009684966306240711,1.9207039005131343e-07,2.6194918244435297e-13,6.089991796795229e-10,2.059561097624558e-16,8.819414276773585e-09,1.3040561192203725e-19,2.543503267935181e-19,2.6276530499505975e-11,1.6099922164721645e-19,2.8830026022565824e-14,1.4317808124682278e-25,4.404190083956862e-19,1.1908889821378924e-21,8.473570136445394e-27,8.339585310966191e-26,4.321004661450896e-21,4.0011315346750965e-20,1.8595869840883887e-19,6.663137051995309e-14,2.137739262469889e-09,1.4221566265616479e-12,1.1967101710753717e-12,1.523265753395696e-08,1.5081922413688165e-19,1.0090254826588874e-08,5.8020960317892206e-09,3.358418060931995e-10,8.070462122346468e-10,1.0853679842507157e-10,1.1013808395263309e-10,1.60307995552309e-07,1.5055840171690347e-08,1.0099086835516308e-07,4.472959151484303e-12,1.7050195357555262e-09,6.718299903818298e-08,1.5707064196097987e-08,1.3549746597600657e-14,2.4322907169218866e-16,7.575545289440716e-14,1.1110124276821555e-13,2.3656627001327643e-18,1.301248484464774e-11,4.996342661293751e-10,8.311580269744065e-12,3.842562790538938e-19,5.526174891241705e-15
7.045359384600937e-08,0.7443025071386581,9.156900170942994e-08,2.336806751512556e-09,3.109412272631056e-09,1.6882145423399773e-08,0.0,0.0,3.016370369013371e-07,9.44514384176783e-11,2.1964803729666172e-11,5.450870104941007e-12,5.813016135175844e-12,1.6224931047821813e-24,1.846483289455159e-17,4.3713682355486215e-11,4.2194364784629757e-10,2.3037186697043082e-09,5.194083680649788e-25,3.651088225994703e-17,4.942950993346926e-22,1.747753475374369e-21,1.1286976735526596e-11,8.224774033424761e-20,5.884004224664028e-15,8.011089503346643e-25,8.359739083537716e-27,4.0073598799104453e-20,6.503012822027457e-21,1.4068439121269863e-21,8.169264227681283e-17,3.1801814731718916e-24,4.0232670044072592e-25,1.1034250813206662e-23,3.76,0.0,0.7109647867491594,0.9990311916071954,2.9355101404233465e-10,6.21083492589355e-12,0.00254805761276539,0.0020476398467621946,0.0004893816962025886,1.0596200451284044e-05,0.000968496618502536,2.068621318417454e-07,2.9073564806363036e-13,6.091040190893733e-10,2.1376928754554627e-16,9.498361492799508e-09,1.5934097248536334e-19,3.027047592568116e-19,2.8385407961759076e-11,1.964449843856475e-19,3.0319556431306773e-14,1.7509663153665706e-25,5.278028912289658e-19,1.4299268508961246e-21,1.0361440282368432e-26,1.0198269073307474e-25,5.484223379509924e-21,4.8069537147690454e-20,2.221279114755662e-19,6.914734821613326e-14,2.301745176894522e-09,1.595540333466584e-12,1.3629682881336404e-12,1.628173922877497e-08,1.7183845164618868e-19,1.0622352513066824e-08,6.0524695762295905e-09,3.36877171002034e-10,8.343489119238892e-10,1.1403902843457007e-10,1.1812063917158607e-10,1.649526087225333e-07,1.5417633733377347e-08,1.0712844534299026e-07,4.755595426699289e-12,1.8769279531693047e-09,7.161308721007768e-08,1.6798002562555972e-08,1.5398194128806808e-14,2.907203791540845e-16,8.384590634081319e-14,1.2010169900774956e-13,2.5487107446008144e-18,1.3402459197607724e-11,5.29807146940439e-10,8.512394963187932e-12,4.1316357739055763e-19,5.944026709398173e-15
7.300868690532861e-08,0.7443150462778485,9.734156053743357e-08,2.553674815163826e-09,3.4357972078217723e-09,1.861902364293164e-08,0.0,0.0,3.125894867568578e-07,1.0138726434053918e-10,2.4334750807577353e-11,5.894837627490637e-12,6.422362932200087e-12,1.9847160098004078e-24,2.0788012958384757e-17,4.519655312862628e-11,4.602817432399209e-10,2.4739289451529566e-09,6.031623487862253e-25,4.1808934328068276e-17,5.575956145835311e-22,1.934531528699098e-21,1.1334668324436106e-11,1.0293191526324708e-19,6.503683367782826e-15,9.624392164673412e-25,1.0492226831372947e-26,4.7060987804209396e-20,8.043480039218164e-21,1.7274122509360873e-21,9.073536907956952e-17,3.852789454426707e-24,5.011359823415198e-25,1.382218554302097e-23,3.76,0.0,0.7108725396612029,0.9990311798365482,3.3634504359839186e-10,7.037326559886912e-12,0.002640302975769308,0.0021221136693236244,0.0005071222957026344,1.0595035955008152e-05,0.0009684966063444224,2.2220199182348439e-07,3.214134860215616e-13,6.092088427493364e-10,2.2158108046692817e-16,1.0202430505716297e-08,1.9326473997770067e-19,3.580345689050182e-19,3.058187696956523e-11,2.379353990656567e-19,3.183760247789946e-14,2.1254279297985264e-25,6.283233363950342e-19,1.7053130773608934e-21,1.2576057172324736e-26,1.2378760621737136e-25,6.900021241220812e-21,5.735714555832928e-20,2.636159198846685e-19,7.166297863026456e-14,2.471804794712263e-09,1.7845991062027239e-12,1.54743711514572e-12,1.736169378555016e-08,1.9516755507935663e-19,1.115748777181159e-08,6.303305406495415e-09,3.37900393552332e-10,8.614848024929742e-10,1.196883583554085e-10,1.2634062630144725e-10,1.6955437421142182e-07,1.578609896753942e-08,1.1340806183251528e-07,5.044963513993024e-12,2.0590616665305923e-09,7.616446656539022e-08,1.79218329047482e-08,1.7428511817453044e-14,3.4548244417266945e-16,9.259947843666143e-14,1.2940913245727458e-13,2.7376692423305403e-18,1.378855027373123e-11,5.603637509813392e-10,8.716943031844876e-12,4.42973166618509e-19,6.375450934984848e-15
7.556377996464786e-08,0.7443275839043525,1.0324534748638658e-07,2.781281363725489e-09,3.782915543617894e-09,2.0463087221730743e-08,0.0,0.0,3.2354324223026295e-07,1.0856603868641979e-10,2.6867135394975486e-11,6.354661922809166e-12,7.06876941813522e-12,2.407592808131058e-24,2.3285687742426852e-17,4.664955634845998e-11,5.004383557890942e-10,2.650196338947425e-09,6.973709894186586e-25,4.764229450267262e-17,6.258028467122885e-22,2.1305969007019527e-21,1.1380849289988274e-11,1.277736550905457e-19,7.159020089740797e-15,1.1488193773960568e-24,1.3055384474649787e-26,5.492096623244296e-20,9.870238501763959e-21,2.104301419744671e-21,1.0038189934565549e-16,4.6329926232052086e-24,6.19052400515776e-25,1.7169744334854725e-23,3.76,0.0,0.710780304268066,0.9990311680275366,3.8354246768107597e-10,7.937259006471916e-12,0.002732536920615278,0.002196576803274068,0.0005248610447961371,1.059387160294886e-05,0.0009684965941493007,2.3808990362052837e-07,3.5402493074907576e-13,6.09313650657222e-10,2.293914887964879e-16,1.0931615142904053e-08,2.328068940879217e-19,4.210513257029114e-19,3.2866601914422474e-11,2.862216630153943e-19,3.338418365444872e-14,2.562176836794532e-25,7.433655931265282e-19,2.0209242776386006e-21,1.5158841111234113e-26,1.4921868240798587e-25,8.611038778166633e-21,6.800568254980507e-20,3.1096936327761597e-19,7.417826185973064e-14,2.6479173425318574e-09,1.9904346391212634e-12,1.7515557892707754e-12,1.8472408333141138e-08,2.2098980987821913e-19,1.1695384972576447e-08,6.554555099004727e-09,3.3891417924794593e-10,8.884668318796891e-10,1.254916145791218e-10,1.3479485570967084e-10,1.7411721796733202e-07,1.6161264317862854e-08,1.19829230603532e-07,5.341035105096273e-12,2.251651196964635e-09,8.083674064879822e-08,1.9078455315102533e-08,1.9652566066983624e-14,4.0833396764138216e-16,1.0205599649830893e-13,1.3901903570897265e-13,2.9324540058582164e-18,1.4171101941573472e-11,5.912793214164209e-10,8.925255997771133e-12,4.736724632563159e-19,6.820306269661716e-15
7.81188730239671e-08,0.7443401200183426,1.0927748862573962e-07,3.0196642671661418e-09,4.151240284178764e-09,2.2416701080146227e-08,0.0,0.0,3.3449834419841817e-07,1.1598749085583601e-10,2.956736040581794e-11,6.830136435493856e-12,7.752845824050335e-12,2.897925693197386e-24,2.5961343658852918e-17,4.807317764097528e-11,5.42419124439633e-10,2.8325199268304225e-09,8.030804413261719e-25,5.404251754361194e-17,6.990447361000021e-22,2.335719945292048e-21,1.1425665598627523e-11,1.5741114215096432e-19,7.850278327836746e-15,1.363091507514279e-24,1.6114253107553304e-26,6.372101252201943e-20,1.2022677791233081e-20,2.544589358602176e-21,1.10644840403536e-16,5.53270837318101e-24,7.5882103173030385e-25,2.1161832646919413e-23,3.76,0.0,0.7106880805650814,0.9990311561797283,4.3541767595477484e-10,8.914025726482206e-12,0.002824759448764104,0.002271029250054088,0.0005425979439148163,1.0592707395037203e-05,0.0009684965819167509,2.5452580086401617e-07,3.886108753178392e-13,6.094184428124407e-10,2.3720051280221147e-16,1.1685909224137652e-08,2.7864964293865143e-19,4.92511436647436e-19,3.524024711082692e-11,3.421156221030955e-19,3.495931958736464e-14,3.0688079044628402e-25,8.744024556180342e-19,2.380884839520738e-21,1.815465866665128e-26,1.7871796736972622e-25,1.0665192215252332e-20,8.015512456223006e-20,3.6476827342417824e-19,7.66931979986643e-14,2.8300820463800343e-09,2.214212115717516e-12,1.9768245594700134e-12,1.9613791038229144e-08,2.4949631514294473e-19,1.223580032000351e-08,6.806175797500454e-09,3.3992070242275987e-10,9.153081118082929e-10,1.3145575523610094e-10,1.4348029548390898e-10,1.7864484691635113e-07,1.6543144489091214e-08,1.2639154839124133e-07,5.643786329339178e-12,2.4549262080916437e-09,8.562959405461567e-08,2.026778995832685e-08,2.2082678525197337e-14,4.801531402496962e-16,1.1225674581188848e-13,1.4892709130778796e-13,3.1329846151961004e-18,1.4550438937646764e-11,6.225312459520485e-10,9.137353601166012e-12,5.052494691137061e-19,7.278458052826018e-15
8.067396608328635e-08,0.7443526546199989,1.1543521279895985e-07,3.2688519609443412e-09,4.5412306000220525e-09,2.4482177564043492e-08,0.0,0.0,3.4545483333043626e-07,1.2365135148251577e-10,3.244084766886493e-11,7.321058552701258e-12,8.475171839170951e-12,3.462880301185611e-24,2.8818135247878914e-17,4.946792038787787e-11,5.862289069508171e-10,3.0208987870090737e-09,9.214334618785393e-25,6.104168788086162e-17,7.774433859892165e-22,2.549653644784229e-21,1.1469234892382469e-11,1.9255163448497848e-19,8.577691452531302e-15,1.6083138624929514e-24,1.9740434943099696e-26,7.353062836374439e-20,1.4543785013843023e-20,3.055894437904924e-21,1.2153615326741804e-16,6.564598480335921e-24,9.234485100520644e-25,2.5892254137637747e-23,3.76,0.0,0.7105958685476286,0.9990311442926999,4.922511869568783e-10,9.971028647553372e-12,0.0029169705616764567,0.002345471011088692,0.0005603329934703723,1.0591543331223658e-05,0.0009684965696463613,2.715096171920641e-07,4.2521091367739576e-13,6.095232192157519e-10,2.4500815275037114e-16,1.2465306563635476e-08,3.3152957123070434e-19,5.732173434913064e-19,3.77034768009461e-11,4.0649212477310456e-19,3.656303001669304e-14,3.653523786969138e-25,1.0229962546477042e-18,2.7895726224647508e-21,2.1611964864142196e-26,2.127628763574933e-25,1.3116101467730499e-20,9.395407716709267e-20,4.2562677949762773e-19,7.920778713830447e-14,3.0182981317350018e-09,2.457161786364047e-12,2.2248043524347557e-12,2.0785769881460827e-08,2.808859383074662e-19,1.2778518303991502e-08,7.0581295887524565e-09,3.4092173863197215e-10,9.420219212124357e-10,1.3758786062097854e-10,1.523940721817342e-10,1.831407604976229e-07,1.6931744060857415e-08,1.330946885548836e-07,5.9531973384023884e-12,2.669115639833636e-09,9.054278713742094e-08,2.1489775950267563e-08,2.473163562405525e-14,5.618795056060459e-16,1.232445017492992e-13,1.5912917362697384e-13,3.3391844458977176e-18,1.4926867866194274e-11,6.540989065793066e-10,9.353246893626577e-12,5.376927750151241e-19,7.749778371300247e-15
8.322905914260559e-08,0.7443651877095092,1.2171584837781792e-07,3.5288640562812508e-09,4.9533320138673e-09,2.6661778325549612e-08,0.0,0.0,3.5641275008314065e-07,1.315573524270263e-10,3.5493037549938183e-11,7.827229774772706e-12,9.236298210043518e-12,4.1099752026652984e-24,3.1858895900771773e-17,5.0834299177014836e-11,6.318718697818142e-10,3.2153320001776566e-09,1.0536784048622963e-24,6.867239663081186e-17,8.61115328195951e-22,2.772136078030249e-21,1.151165272596414e-11,2.3397588689836573e-19,9.341465474880453e-15,1.887770201055331e-24,2.4012410326677307e-26,8.442128944328825e-20,1.7480309831864054e-20,3.646388459446567e-21,1.33067184608763e-16,7.742077499076911e-24,1.1162149774405945e-24,3.1464232329184846e-23,3.76,0.0,0.7105036682111328,0.999031132366036,5.543294696411464e-10,1.1111676777232031e-11,0.0030091702608127722,0.002419902087788905,0.0005780661938567048,1.0590379411448294e-05,0.000968496557337728,2.890412862496169e-07,4.638633815566968e-13,6.096279798671055e-10,2.528144089056946e-16,1.326980097198946e-08,3.922397818776838e-19,6.64018708968686e-19,4.025695515918602e-11,4.802913630276238e-19,3.8195334777309115e-14,4.325158949410519e-25,1.1908008109972072e-18,3.251624546775661e-21,2.5582944944267415e-26,2.518675894713327e-25,1.6023535371868794e-20,1.0955996593252249e-19,4.941937987617473e-19,8.17220293673133e-14,3.2125648235609835e-09,2.7205804557918605e-12,2.497116283246666e-12,2.1988291515684238e-08,3.153652526461869e-19,1.3323348546835309e-08,7.310382950264945e-09,3.4191876079722535e-10,9.686217091454268e-10,1.4389512430613398e-10,1.6153347160980334e-10,1.8760826166867368e-07,1.7327060123415913e-08,1.3993839470482516e-07,6.269251951859553e-12,2.8944478304527984e-09,9.557615118857743e-08,2.2744370307833697e-08,2.7612698251057737e-14,6.545157829425844e-16,1.3506356280312105e-13,1.6962135042688695e-13,3.550980694067575e-18,1.530067815501672e-11,6.859635356754029e-10,9.572940489668876e-12,5.70991564276965e-19,8.234146166718454e-15
8.578415220192484e-08,0.7443777192870695,1.281168200690875e-07,3.7997119202903435e-09,5.387976594082516e-09,2.8957716142290695e-08,0.0,0.0,3.673721346981021e-07,1.3970522677030773e-10,3.872938855703346e-11,8.348455827746384e-12,1.0036748309798898e-11,4.8470702719975675e-24,3.5086149214603726e-17,5.217283488678832e-11,6.793515678378062e-10,3.415818649518795e-09,1.2011788633479934e-24,7.696771959262217e-17,9.50171804378246e-22,3.002892676843087e-21,1.1552997304517131e-11,2.825426516840192e-19,1.0141781942985617e-14,2.204979222425321e-24,2.901584779593139e-26,9.646639919582169e-20,2.0882929169131652e-20,4.324808847416925e-21,1.4524869938991825e-16,9.079320377029683e-24,1.3406858411901631e-24,3.7990937485689495e-23,3.76,0.0,0.7104114795510624,0.9990311203993298,6.21944767367812e-10,1.233938498161009e-11,0.003101358547633189,0.0024943224815531474,0.0005957975454518796,1.058921563563855e-05,0.0009684965449904552,3.071207416883118e-07,5.046053960548646e-13,6.097327247654828e-10,2.6061928153151173e-16,1.4099386257982421e-08,4.616320300520695e-19,7.658135914626535e-19,4.29013462966574e-11,5.645211994543782e-19,3.985625378175395e-14,5.093203606352504e-25,1.3795633520162786e-18,3.77194207595399e-21,3.012365560908114e-26,2.9658444428456405e-25,1.9453874285377284e-20,1.2713922362786002e-19,5.711537132261586e-19,8.423592477206078e-14,3.4128813463437396e-09,3.005832883972429e-12,2.7954411153197972e-12,2.3221320199164514e-08,3.5314846820628783e-19,1.3870123010403435e-08,7.562906262359715e-09,3.4291300787808375e-10,9.95121097209135e-10,1.5038484490683126e-10,1.7089593962758983e-10,1.920504673805915e-07,1.772908416930738e-08,1.469224751142837e-07,6.591937351732123e-12,3.131150628081356e-09,1.0072958401665566e-07,2.4031546963872858e-08,3.0739611555297314e-14,7.591296485556425e-16,1.477597844375865e-13,1.803998841990033e-13,3.7683043993557656e-18,1.567214296680399e-11,7.181080789791505e-10,9.796434178735795e-12,6.051356160296241e-19,8.7314473411758e-15
