Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923)
1.0228580062973104e-09,0.8526524731777674,0.0,2.8663578701897263e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0411822135472676e-15,7.203089969785428e-25,0.0,3.626387564043019e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.954150481628282,0.9983454919206551,0.0,0.0,0.0002449960540705763,0.00016640251022573336,4.264571737681049e-05,3.593894208570012e-05,0.001654508069604034,2.035026453828067e-09,3.1722469832081534e-16,4.8046666554016386e-09,1.370645025879074e-17,1.9065826406247524e-11,1.3784238053639523e-26,8.335334736376725e-25,1.2135198746337095e-13,1.8881871819064627e-26,6.294089918978412e-15,3.935863805940595e-33,2.050160527382165e-26,1.3217598254718107e-29,2.546845002732517e-34,2.148863301023541e-33,4.534412217700673e-30,2.602960270384533e-28
1.059032133100035e-09,0.8526537657986559,0.0,3.0221813431959044e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1605695716596903e-15,8.311659132688368e-25,0.0,4.402179924905464e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.954141818385857,0.9983333867438605,0.0,0.0,0.000253659447274113,0.00017272398176154723,4.419373992512965e-05,3.673235800799735e-05,0.0016666132456553326,2.1858047949054818e-09,3.525887832227937e-16,4.9855663828202584e-09,1.4458681323951733e-17,2.0526794338123397e-11,1.6690425531752608e-26,9.938085558594608e-25,1.3083637885261567e-13,2.2906318453508194e-26,6.7721136236275134e-15,4.872526888932285e-33,2.522389453793767e-26,1.6446866681025056e-29,3.151194878547295e-34,2.659989488912268e-33,5.676644222116414e-30,3.254869826823123e-28
1.0952062599027594e-09,0.8526550584086472,0.0,3.1819561704468335e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.2889409467997868e-15,9.545011742777964e-25,0.0,5.311190514680769e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9541331552220913,0.9983223245007975,0.0,0.0,0.0002623227674427341,0.00017906696740888867,4.574372746743849e-05,3.750221409211703e-05,0.0016776754879461652,2.3422074684028106e-09,3.905171591133648e-16,5.1628863950808825e-09,1.5218945033819536e-17,2.2044524324258554e-11,2.0085893959548269e-26,1.1779535001686164e-24,1.4069878363722015e-13,2.7617030583325736e-26,7.267319832858936e-15,5.989279612431587e-33,3.0821239698273964e-26,2.031951270427194e-29,3.8713244763726195e-34,3.2693254435532e-33,7.055290673120695e-30,4.040521392434376e-28
1.131380386705484e-09,0.8526563510077441,0.0,3.34569090746953e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.4266391805890061e-15,1.0912371153728646e-24,0.0,6.371092105056715e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.954124492136984,0.9983122153359738,0.0,0.0,0.00027098601459567484,0.00018543082656462384,4.7295621496878206e-05,3.824920949604035e-05,0.0016877846519689314,2.504253010148985e-09,4.311028564370369e-16,5.336560793716634e-09,1.5986708651220674e-17,2.3619160885052796e-11,2.4033806591627515e-26,1.3885592811316067e-24,1.509401620538486e-13,3.3103962942635144e-26,7.779598083617068e-15,7.313081278167873e-33,3.7419091332012187e-26,2.4936682723100482e-29,4.724486141966064e-34,3.991560956323136e-33,8.709461841459983e-30,4.98170178068953e-28
1.1675545135082084e-09,0.8526576435959496,0.0,3.513393489002905e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.5740079626020465e-15,1.2423306541623664e-24,0.0,7.601261315683421e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9541158291305345,0.9983029771360338,0.0,0.0,0.0002796491887516203,0.00019181493763432237,4.884936522828736e-05,3.897402262936809e-05,0.001697022851079239,2.671959404428921e-09,4.744391384455499e-16,5.506542216150362e-09,1.6761478977993555e-17,2.5250840764202312e-11,2.8603185084247925e-26,1.6284001376454312e-24,1.6156141532067857e-13,3.946556972891515e-26,8.308835337340675e-15,8.873853236612898e-33,4.515596507291098e-26,3.041144118565676e-29,5.729815994940238e-34,4.842997997138098e-33,1.0683233629896232e-29,6.102883210495114e-28
1.203728640310933e-09,0.8526589361732662,0.0,3.68507130949225e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.7313917859401991e-15,1.4087733737743764e-24,0.0,9.022885287627514e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9541071662027425,0.9982945348623956,0.0,0.0,0.0002883122899287206,0.00019821869746828815,5.040490354850757e-05,3.967731176911576e-05,0.0017054651238586176,2.845344100348852e-09,5.206194918358294e-16,5.672799687327544e-09,1.7542799589136883e-17,2.6939693748768647e-11,3.3869255138652097e-26,1.900439963494142e-24,1.7256339312210579e-13,4.6809317796361856e-26,8.85491650303242e-15,1.0704693011291817e-32,5.418431979056491e-26,3.6869730736201577e-29,6.9084688657784984e-34,5.841667065027256e-33,1.30261008941989e-29,7.431453396820547e-28
1.2399027671136574e-09,0.8526602287396967,0.0,3.8607312935312787e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.8991359074492375e-15,1.5915916018475341e-24,0.0,1.065907164983027e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540985033536067,0.9982868199413725,0.0,0.0,0.0002969753181446079,0.0002046415208143083,5.19621829680291e-05,4.035971565723329e-05,0.0017131800439937177,3.024424027716332e-09,5.697376176676776e-16,5.83531668894662e-09,1.833024822114498e-17,2.8685843392058017e-11,3.991380155326438e-26,2.2078386893831406e-24,1.839469001600721e-13,5.525221425474357e-26,9.417724892046716e-15,1.2842096151073646e-32,6.467146371252633e-26,4.44513750969324e-29,8.28375802227575e-34,7.007447725144161e-33,1.5793457111561735e-29,8.997956976590445e-28
1.276076893916382e-09,0.8526615212952434,0.0,4.0403799573091477e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.077586312065449e-15,1.7918464856458637e-24,0.0,1.2534961785368877e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540898405831267,0.9982797697071153,0.0,0.0,0.0003056382734164109,0.00021108283978665788,5.352115157395076e-05,4.102185408035804e-05,0.0017202302773338888,3.209215612448377e-09,6.21887422553421e-16,5.994089426330375e-09,1.9123434311219395e-17,3.0489407649412826e-11,4.6825532640465465e-26,2.5539586546731542e-24,1.9571270187017807e-13,6.492134840579664e-26,9.9971426118875e-15,1.532618580134367e-32,7.680048836832151e-26,5.331112499689547e-29,9.881299677693463e-34,8.362193326940826e-33,1.9047101113086876e-29,1.0836348402341748e-27
1.3122510207191065e-09,0.852662813839909,0.0,4.224023462087974e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.2670896807874094e-15,2.0106340636998862e-24,0.0,1.4677847401039777e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540811778913019,0.9982733268927646,0.0,0.0,0.00031430115576077007,0.0002175421033508761,5.5081758984227365e-05,4.166432843233104e-05,0.001726673090738413,3.399734791521804e-09,6.771630101114115e-16,6.149125273284768e-09,1.9921996683592568e-17,3.235049943671571e-11,5.470045395166921e-26,2.9423709670954233e-24,2.0786152939777288e-13,7.595444793058562e-26,1.0593050906087178e-14,1.8200949974554964e-32,9.077123019710499e-26,6.36197474026518e-29,1.1729162266500026e-33,9.929859892598443e-33,2.2855771584858728e-29,1.2984256421389798e-27
1.348425147521831e-09,0.8526641063736963,0.0,4.411667660659692e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.467993361803563e-15,2.249085334347144e-24,0.0,1.7117290400203182e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540725152781312,0.9982674391654145,0.0,0.0,0.00032296396519385204,0.0002240187768238183,5.664395630317533e-05,4.228772226002001e-05,0.001732560817113118,3.595997027480156e-09,7.35658672675064e-16,6.300441376390233e-09,2.0725601378366084e-17,3.4269227120677226e-11,6.364225124151562e-26,3.376861848785381e-24,2.2039408392208647e-13,8.850044922128746e-26,1.1205330446710848e-14,2.1514486489125843e-32,1.0680125962130276e-25,7.556515823559042e-29,1.3858020466505427e-33,1.1736639158575779e-32,2.729571001847473e-29,1.5483260239442879e-27
1.3845992743245555e-09,0.852665398896607,0.0,4.603318137616762e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.6806453443764346e-15,2.508366321483586e-24,0.0,1.9885246061055238e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540638527436143,0.9982620587010205,0.0,0.0,0.0003316267017313639,0.00023051234138852074,5.820769607820812e-05,4.289260179295749e-05,0.0017379412805025329,3.798017322510711e-09,7.974688832496531e-16,6.448063402673936e-09,2.1533939617790196e-17,3.6245694948888834e-11,7.376268260722646e-26,3.861438967076609e-24,2.3331104040587745e-13,1.0272008175862512e-25,1.1833861585224284e-14,2.531925554796028e-32,1.2512689740244746e-25,8.935359875624316e-29,1.6301313947794803e-33,1.3811095754414545e-32,3.2451252798003124e-29,1.8379177464685674e-27
1.42077340112728e-09,0.8526666914086434,0.0,4.798980244155223e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905394235148519e-15,2.7896781377827987e-24,0.0,2.3016189524357363e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540551902877503,0.9982571417958693,0.0,0.0,0.00034028936538856654,0.0002370222936234441,5.977293225777365e-05,4.3479516457268615e-05,0.0017428581846193846,4.005810232104141e-09,8.626882877096154e-16,6.5920244168550994e-09,2.2346725904467753e-17,3.828000342651541e-11,8.518197974342408e-26,4.400337748598244e-24,2.466130508373038e-13,1.1878646644245648e-25,1.2478524566654521e-14,2.967233992950348e-32,1.46004258106461e-25,1.0521085578770623e-28,1.9095410830033024e-33,1.618430850385208e-32,3.841545311296576e-29,2.172236392438273e-27
1.4569475279300045e-09,0.8526679839098079,0.0,4.998659128047939e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.142589236578297e-15,3.0942570456054525e-24,0.0,2.65472455952187e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540465279105387,0.998252648511553,0.0,0.0,0.00034895195618028796,0.0002435481450456806,6.133962015046676e-05,4.404899937434345e-05,0.0017473514678723783,4.2193898783089005e-09,9.314116972293864e-16,6.732363875814171e-09,2.3163696245762914e-17,4.037224964573304e-11,9.802925825341164e-26,4.998027675307064e-24,2.60300747023245e-13,1.368857277838706e-25,1.3139199711410329e-14,3.4635712763412185e-32,1.697103205061917e-25,1.2338352593273874e-28,2.2279775829307632e-33,1.8890015832859052e-32,4.52907333859858e-29,2.5568025440071448e-27
1.493121654732729e-09,0.8526692764001028,0.0,5.202359759366327e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.3925801272411096e-15,3.423374515801314e-24,0.0,3.051832186253594e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540378656119783,0.998248542350574,0.0,0.0,0.0003576144741209362,0.000250089421667715,6.29077163852887e-05,4.4601567844703796e-05,0.0017514576277586288,4.438769962592265e-09,1.0037340809408995e-15,6.869126728814282e-09,2.398460649854174e-17,4.252252757345112e-11,1.1244293695398601e-25,5.6592185611558665e-24,2.7437474298776653e-13,1.5721761986092891e-25,1.3815767568720952e-14,4.0276512858679315e-32,1.9654402473608145e-25,1.4414032390619258e-28,2.5897143073129503e-33,2.1964765266936187e-32,5.318956889542738e-29,2.997654163773317e-27
1.5292957815354535e-09,0.8526705688795301,0.0,5.410086952474752e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.655717243754648e-15,3.77833728458658e-24,0.0,3.497224513878811e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.954029203392069,0.9982447899599172,0.0,0.0,0.0003662769192245118,0.0002566456635673328,6.44771788730263e-05,4.51377238175073e-05,0.0017552100172930493,4.663963778319785e-09,1.0797505588109582e-15,7.002362612877728e-09,2.4809230828290046e-17,4.4730928302341115e-11,1.285711661074619e-25,6.388866808167762e-24,2.888356370243928e-13,1.799961659348135e-25,1.4508109045278315e-14,4.666732754826108e-32,2.2682739600259336e-25,1.6777343507361698e-28,2.9993693559940603e-33,2.5448066997963296e-32,6.223520326554574e-29,3.5013801860143206e-27
1.565469908338178e-09,0.8526718613480918,0.0,5.621845384763799e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.932351464117457e-15,4.1604874086559715e-24,0.0,3.995490122259416e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540205412508096,0.9982413608601438,0.0,0.0,0.00037493929150461946,0.00026321642447028453,6.604796676872288e-05,4.565795434611908e-05,0.0017586391159146117,4.894984222864556e-09,1.1595563947319093e-15,7.1321251337639955e-09,2.563736027661862e-17,4.699754026964326e-11,1.4657226451322822e-25,7.1921816407566e-24,3.0368401344547473e-13,2.0545031162088327e-25,1.5216105512267407e-14,5.38864830120198e-32,2.609066946488675e-25,1.945999122629573e-28,3.461923723818411e-33,2.9382551499698397e-32,7.256239649110911e-29,4.075155324100749e-27
1.6016440351409025e-09,0.8526731538057898,0.0,5.837639612533532e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.2228341922779535e-15,4.571202318665403e-24,0.0,4.551537798654391e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540118791881997,0.9982382271978075,0.0,0.0,0.0003836015909744807,0.000269801271345327,6.762004043521368e-05,4.616273203016516e-05,0.0017617727770696033,5.131843809357299e-09,1.2432469898192702e-15,7.258471224060233e-09,2.6468801431213776e-17,4.932244944769552e-11,1.6661516539120952e-25,8.074631317206037e-24,3.1892044406682014e-13,2.3382459150905557e-25,1.5939638893586146e-14,6.201834203869011e-32,2.9915359237111903e-25,2.2496311689780365e-28,3.9827399679398783e-33,3.381413117044092e-32,8.431820615978907e-29,4.7267760994219565e-27
1.637818161943627e-09,0.8526744462526259,0.0,6.057474084390161e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.527517343775974e-15,5.011894871201915e-24,0.0,5.170611179278294e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9540032172042386,0.9982353635191997,0.0,0.0,0.0003922638176469441,0.0002763997840112763,6.919336140769938e-05,4.66525154444672e-05,0.0017646364544661795,5.3745546780878694e-09,1.3309178759101957e-15,7.381460570792272e-09,2.730337519240055e-17,5.170573950967578e-11,1.8887987098940462e-25,9.0419493172885e-24,3.345454894613393e-13,2.6537980912745085e-25,1.667859173772596e-14,7.115360918635236e-32,3.4196637438261883e-25,2.592342044821409e-28,4.567581331912465e-33,3.8792165980723827e-32,9.766280253151891e-29,5.46469809653245e-27
1.6739922887463515e-09,0.8526757386886022,0.0,6.281353152479829e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.846753332318199e-15,5.484013399343037e-24,0.0,5.858303723851354e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539945552989253,0.9982327465635973,0.0,0.0,0.0004009259715344971,0.00028301155475571706,7.076789235933051e-05,4.712774955524654e-05,0.001767253408828056,5.62312860756848e-09,1.422664709256849e-15,7.501155105675457e-09,2.814091563063086e-17,5.414749197366794e-11,2.135579158467514e-25,1.0100140505069279e-23,3.5055970001176e-13,3.0039373014168066e-25,1.743284727550981e-14,8.13896432992037e-32,3.8977116731738437e-25,2.9781365444638897e-28,5.222631323843055e-33,4.4369633102994825e-32,1.1277031812884964e-28,6.298074448566838e-27
1.710166415549076e-09,0.8526770311137206,0.0,6.509281081847749e-13,0.0,0.0,0.0,0.0,0.0,0.0,5.180895057165024e-15,5.989041761895797e-24,0.0,6.620574023312129e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539858934722594,0.9982303550743257,0.0,0.0,0.0004095880526492766,0.00028963618796502464,7.23435970677774e-05,4.758886612397572e-05,0.0017696448968294394,5.877577025268673e-09,1.5185832644088832e-15,7.617618551739917e-09,2.8981268929368017e-17,5.6647786327825824e-11,2.4085283864137977e-25,1.1255487266001056e-23,3.669636167891821e-13,3.3916178868019467e-25,1.8202289465640966e-14,9.283077733656902e-32,4.430231926612587e-25,3.4113284434390913e-28,5.954513745779533e-33,5.060330049925603e-32,1.2982973248655903e-28,7.236795556301694e-27
1.7463405423518005e-09,0.8526783235279826,0.0,6.741262058178001e-13,0.0,0.0,0.0,0.0,0.0,0.0,5.530295891221647e-15,6.528499391394343e-24,0.0,7.46376144082357e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539772317242401,0.9982281696261024,0.0,0.0,0.00041825006100307916,0.00029627329976536097,7.392044038275938e-05,4.803628409924461e-05,0.0017718303437526338,6.137911018031794e-09,1.6187694282794212e-15,7.730916020656592e-09,2.982429240801513e-17,5.920670013909306e-11,2.7098066255340265e-25,1.2514555617472356e-23,3.8375777228117476e-13,3.819978066745748e-25,1.898680302978921e-14,1.0558864546849723e-31,5.02208045494506e-25,3.896556683679096e-28,6.770313171415113e-33,5.755390444177834e-32,1.4904579270315603e-28,8.29153004360694e-27
1.782514669154525e-09,0.8526796159313902,0.0,6.977300194138893e-13,0.0,0.0,0.0,0.0,0.0,0.0,5.895309669740494e-15,7.103941340924399e-24,0.0,8.394602086171805e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539685700548665,0.998226172467252,0.0,0.0,0.0004269119966073713,0.000302922517674322,7.549838819450807e-05,4.8470409996997475e-05,0.0017738275012734474,6.4041413421824486e-09,1.7233191943890737e-15,7.841113655660128e-09,3.066985361973211e-17,6.182430914764866e-11,3.041703840708609e-25,1.3884201292030087e-23,4.0094269099030595e-13,4.292347261027206e-25,1.9786273478732344e-14,1.1978251739101475e-31,5.678429983276536e-25,4.438802001411627e-28,7.677595869117189e-33,6.528633094132683e-32,1.7063997043164849e-28,9.473766951436744e-27
1.8186887959572496e-09,0.8526809083239446,0.0,7.217399534532005e-13,0.0,0.0,0.0,0.0,0.0,0.0,6.2762906795549625e-15,7.716958329833397e-24,0.0,9.420245123627295e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539599084641381,0.9982243473755116,0.0,0.0,0.0004355738594732991,0.0003095834802629177,7.70774074031398e-05,4.889163826948569e-05,0.001775652591654132,6.6762784333340535e-09,1.8323286572827112e-15,7.948278315482457e-09,3.151782951920471e-17,6.450068734899096e-11,3.4066447016704885e-25,1.537157579255119e-23,4.185188899215002e-13,4.812253540221575e-25,2.0600587130886063e-14,1.3553963981299292e-31,6.404783298104018e-25,5.043403997144961e-28,8.684431167225996e-33,7.38698010567405e-32,1.948514559417575e-28,1.0795859171945722e-26
1.854862922759974e-09,0.8526822007056478,0.0,7.461564060419506e-13,0.0,0.0,0.0,0.0,0.0,0.0,6.67359364877538e-15,8.369176788377365e-24,0.0,1.05482694133043e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539512469520544,0.9982226795262636,0.0,0.0,0.00044423564961169773,0.00031625583682758193,7.865746588891287e-05,4.930035166327126e-05,0.0017773204395125468,6.954332415905412e-09,1.945894007113883e-15,8.052477295161518e-09,3.2368105695655614e-17,6.723590706534852e-11,3.8071936377702635e-25,1.6984132418690524e-23,4.3648687897443897e-13,5.383431202799456e-25,2.142963112439387e-14,1.5299558506549194e-31,7.206986780914597e-25,5.716078646940045e-28,9.799413258506102e-33,8.337806005912492e-32,2.219381898804352e-28,1.2271068123765964e-26
1.8910370495626986e-09,0.8526834930765012,0.0,7.709797692383469e-13,0.0,0.0,0.0,0.0,0.0,0.0,7.0875737368874864e-15,9.06225890134915e-24,0.0,1.1786700486017235e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539425855186141,0.9982211553721199,0.0,0.0,0.00045289736703310086,0.00032293924707191225,8.02385324833456e-05,4.969692156660554e-05,0.0017788445922373348,7.238313112354922e-09,2.064111524391886e-15,8.153778079985222e-09,3.322057566661585e-17,7.003003900790735e-11,4.246059975006607e-25,1.872963226398185e-23,4.548471612552817e-13,6.009828477848508e-25,2.2273293423805746e-14,1.7229460678335473e-31,8.0912441860513245e-25,6.4629362540129255e-28,1.1031683440571778e-32,9.388957042333766e-32,2.5217793335204e-28,1.3913609668942137e-26
1.927211176365423e-09,0.8526847854365065,0.0,7.962104293052065e-13,0.0,0.0,0.0,0.0,0.0,0.0,7.518586525201963e-15,9.797902650727107e-24,0.0,1.3144027851594479e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539339241638171,0.9982197625328796,0.0,0.0,0.0004615590117477493,0.0003296333807978512,8.182057694117176e-05,5.0081708346498804e-05,0.001780237430028187,7.528230052140809e-09,2.187077574886674e-15,8.25224812919e-09,3.407514022820035e-17,7.288315233116396e-11,4.726103154591303e-25,2.0616150183016658e-23,4.736002333202353e-13,6.695615352267242e-25,2.313146282224577e-14,1.935900026078161e-31,9.064130660586478e-25,7.290499839560396e-28,1.2390952789049476e-32,1.0548770861890572e-31,2.858693769339677e-28,1.5738701271501472e-26
1.963385303168147e-09,0.852686077785665,0.0,8.218487669010586e-13,0.0,0.0,0.0,0.0,0.0,0.0,7.966988007610956e-15,1.0577841857378294e-23,0.0,1.462922264057391e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539252628876621,0.9982184896949726,0.0,0.0,0.00047022058376559997,0.00033633791760603215,8.340356991311072e-05,5.045506167578675e-05,0.0017815102664558969,7.82409248041548e-09,2.3148886046869077e-15,8.347954686364733e-09,3.4931706857856656e-17,7.579531468055111e-11,5.250338032315105e-25,2.2652080728170782e-23,4.927465853619241e-13,7.445191521274588e-25,2.4004028939852782e-14,2.170444838579885e-31,1.0132607003927225e-24,8.205723971559527e-28,1.3887525260189744e-32,1.182609656720351e-31,3.233332892379989e-28,1.7762610397137158e-26
1.9995594299708715e-09,0.8526873701239784,0.0,8.478951572200142e-13,0.0,0.0,0.0,0.0,0.0,0.0,8.433134581614105e-15,1.1403846221846003e-23,0.0,1.6251755579169693e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539166016901489,0.9982173265195605,0.0,0.0,0.0004788820830963342,0.0003430525466050132,8.498748291942907e-05,5.081732085049072e-05,0.0017826734403590288,8.125909366461921e-09,2.4476411354066143e-15,8.440964613813623e-09,3.5790189165780876e-17,7.876659223433984e-11,5.821940257978432e-25,2.4846144055392965e-23,5.122867013481142e-13,8.263194461074883e-25,2.4890882219175505e-14,2.4283055211828733e-31,1.130403416486685e-24,9.216014030157263e-28,1.5532321219595644e-32,1.3230315146994664e-31,3.6491370562211996e-28,2.0002704153006625e-26
2.0357335567735958e-09,0.8526886624514477,0.0,8.743499700893642e-13,0.0,0.0,0.0,0.0,0.0,0.0,8.917383039582278e-15,1.227772136424766e-23,0.0,1.8021615297365377e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9539079405712765,0.9982162635585572,0.0,0.0,0.0004875435097493658,0.0003497769661291397,8.657228832427273e-05,5.116881509775984e-05,0.0017837363998232053,8.43368941187979e-09,2.5854317595360267e-15,8.53134424840322e-09,3.665050639141664e-17,8.179704974069384e-11,6.444251734149228e-25,2.7207391798611493e-23,5.322210591211174e-13,9.154507622514415e-25,2.5791913918113353e-14,2.7113088268812934e-31,1.2586187973784729e-24,1.0329245908137812e-27,1.7336901393694138e-32,1.4771360277838393e-31,4.109791576520497e-28,2.2477500166187942e-26
