Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986)
4.1502662894703895e-06,0.48594031759252204,2.2715117537491647e-11,1.843053028467206e-12,6.029635948891556e-12,5.3796854347183e-11,0.0,0.0,1.5328261244485423e-08,7.24086439530727e-12,5.413121556394058e-14,8.573077832469641e-18,1.004395158043656e-17,1.0824116801561585e-38,2.172747159662675e-28,4.4005293654492675e-19,9.06903237567615e-28,2.438834567964578e-11,4.802025112226264e-36,4.110598106764263e-29,3.3196393567048263e-36,1.081522494709427e-37,3.813684504957786e-20,6.953362200584877e-30,7.661712347431394e-24,5.6339111841173664e-33,1.6096180833225896e-42,7.434546591569426e-32,9.160219496317998e-50,5.41824278379687e-42,1.6073649589527298e-22,1.2835363368647073e-45,2.739444114729381e-40,4.247546082024112e-43,3.76,0.0,0.5263346685915771,0.9999649728748374,1.8467916962188038e-11,1.519575791982651e-32,9.428692898294204e-06,6.7526679829003256e-06,2.6748749655276674e-06,1.0950309311677463e-09,3.5011710124554036e-05,4.078940698152904e-13,9.080980753338376e-22,1.612056273228416e-16,1.2586351660510472e-19,6.251646956379377e-11,3.0087380680087813e-30,3.2844310134986934e-31,1.316659778698459e-14,1.1762231490354021e-29,1.3710914512829533e-20,1.0817578210598099e-35,8.680451839413846e-31,2.0240147037138124e-32,1.852406481437485e-30,3.838089661277449e-29,4.047764328335916e-37,6.0171899264020066e-36,2.374176369620763e-29,1.828588717194148e-18,2.438840487983701e-11,1.3823875097715993e-15,3.512501972531856e-09,1.6033153856865139e-10,3.1111755174316856e-09,2.842183731394053e-10,4.348999980656563e-09,4.892979733482554e-13,5.697456610638994e-13,1.636155532294339e-15,3.2914451073781627e-16,8.88998104566226e-15,1.895516271664726e-11,3.534943569049694e-15,1.3540062570327535e-11,1.0677172815083955e-11,2.081790125782709e-17,1.2282634447951973e-25,1.8549244273042463e-15
4.207376390078803e-06,0.4859403295191468,2.2853451882407668e-11,1.857670300523056e-12,6.1048777098171686e-12,5.507487465305669e-11,0.0,0.0,1.556767560447524e-08,7.454754719662058e-12,5.6421868875848375e-14,8.69456090495516e-18,1.0272991934567344e-17,1.0958457402224243e-38,2.186270240260236e-28,4.400533902920178e-19,9.385196741285049e-28,2.5064155428620556e-11,5.024884438119755e-36,4.2837446755992754e-29,3.3723749344092415e-36,1.0815361955932326e-37,3.813688443826496e-20,7.330008546152397e-30,7.915245318279864e-24,5.953196129868499e-33,1.6809843839541284e-42,7.745728696357414e-32,1.002035657352635e-49,5.749979614374266e-42,1.6709027499952524e-22,1.3785321609099869e-45,2.9460093363722727e-40,4.555246152047551e-43,3.76,0.0,0.5263345386848417,0.9999649726324745,1.9051839290546227e-11,1.580688584588902e-32,9.558436075566467e-06,6.845602361660822e-06,2.7116822532166703e-06,1.0950308318905997e-09,3.50117107929735e-05,4.1919879187340233e-13,9.424382684941837e-22,1.612070584529157e-16,1.2759595397741866e-19,6.427424154436885e-11,3.188311390531125e-30,3.4767052058446756e-31,1.3719846639642133e-14,1.2545601904841279e-29,1.4113165701358064e-20,1.1463293341167054e-35,9.261976429792313e-31,2.1620149638727003e-32,1.9788059760275565e-30,4.1093739392702735e-29,4.289362233518432e-37,6.376337690347618e-36,2.5508957371348067e-29,1.8537566321916746e-18,2.5064217233364915e-11,1.4314800295011643e-15,3.5274623438213583e-09,1.6071496258153986e-10,3.161218320944159e-09,2.930044628973845e-10,4.4378353361499635e-09,4.981315320630138e-13,5.784129771915221e-13,1.6686952710474942e-15,3.31254699733249e-16,9.040787515143083e-15,1.9345231285360305e-11,3.674953860501683e-15,1.3754126994806529e-11,1.0850387247278013e-11,2.171370607279525e-17,1.2781596339003322e-25,1.8904082670679533e-15
4.264486490687216e-06,0.48594034144576936,2.2988765034942236e-11,1.8719543075428596e-12,6.179043495462837e-12,5.636056980136479e-11,0.0,0.0,1.580744522590553e-08,7.671955565840018e-12,5.877644971600399e-14,8.816061379413924e-18,1.0504561014123518e-17,1.1090658468316631e-38,2.1994972876682013e-28,4.400538440528794e-19,9.707709866396883e-28,2.5749200976661644e-11,5.254638262987617e-36,4.4616801601931234e-29,3.4254980377474775e-36,1.0815502151705793e-37,3.8136923837618737e-20,7.721323864378532e-30,8.173028009837902e-24,6.285898245361871e-33,1.7544586312168794e-42,8.065474633168157e-32,1.094663151099332e-49,6.096379008641917e-42,1.7361097812047748e-22,1.4791387930733638e-45,3.1653112514128898e-40,4.880530205754561e-43,3.76,0.0,0.526334408777976,0.9999649723907101,1.9642951152828307e-11,1.6432543824653943e-32,9.688179221035942e-06,6.938536704660876e-06,2.7484895244034716e-06,1.0950307319773972e-09,3.50117104797886e-05,4.3065803290484876e-13,9.775467201512221e-22,1.612084894046144e-16,1.293283508322242e-19,6.605635503402354e-11,3.3759314588804974e-30,3.6774359850867753e-31,1.4288726198062362e-14,1.3368963224959487e-29,1.4521533094914344e-20,1.2137946726307598e-35,9.874111767681258e-31,2.3074180625315918e-32,2.111991657544174e-30,4.395762717822966e-29,4.541786732764721e-37,6.751579800710337e-36,2.738089528834813e-29,1.878920323972654e-18,2.574926546016438e-11,1.4815310696321777e-15,3.5420671016671e-09,1.610954606533112e-10,3.211277732088469e-09,3.0193076762670806e-10,4.527033177702203e-09,5.069744451363107e-13,5.870824170324689e-13,1.7013742557976442e-15,3.3337427933065083e-16,9.192537208936029e-15,1.973695995506821e-11,3.818467857521043e-15,1.3967097867709898e-11,1.1023664639492422e-11,2.263293001562174e-17,1.329113746403888e-25,1.9261159814229005e-15
4.321596591295629e-06,0.4859403533723897,2.312114575434266e-11,1.8859141324724257e-12,6.252148681721735e-12,5.765377328291984e-11,0.0,0.0,1.6047561874645088e-08,7.89247157420143e-12,6.119583662882256e-14,8.937579448354253e-18,1.0738661334230591e-17,1.1220754412782865e-38,2.212436995345347e-28,4.400542978727478e-19,1.0036604817672001e-27,2.644348231251482e-11,5.4913935590087244e-36,4.6444697322165697e-29,3.479026432236039e-36,1.0815645577684283e-37,3.8136963196230435e-20,8.127681009461794e-30,8.43505921989509e-24,6.632389888587897e-33,1.830072181586124e-42,8.39390065646585e-32,1.1943029957719487e-49,6.457836274009292e-42,1.8030083805436006e-22,1.585604548357661e-45,3.397968197318617e-40,5.224143817389308e-43,3.76,0.0,0.5263342788709799,0.9999649721486883,2.0241149917318045e-11,1.7072825485621187e-32,9.817922334703471e-06,7.031471011899938e-06,2.785296779088643e-06,1.0950306317690304e-09,3.501171004939009e-05,4.422717928501269e-13,1.0134281348364226e-21,1.6120992033796012e-16,1.3106072849969217e-19,6.78627948708596e-11,3.571842254561405e-30,3.8868753226359225e-31,1.4873466049803605e-14,1.4233743290579261e-29,1.493601667372167e-20,1.2842415894073792e-35,1.0518045041308101e-30,2.460517051867798e-32,2.252232405669542e-30,4.6978776556426566e-29,4.805366108673513e-37,7.143404269835977e-36,2.936225354246042e-29,1.9040821053957363e-18,2.644354955002017e-11,1.5325428674462223e-15,3.5563270621349875e-09,1.6147310624053945e-10,3.2613509415795044e-09,3.1099732910319343e-10,4.616585165675052e-09,5.158262453758501e-13,5.957538741160155e-13,1.7341892193548934e-15,3.355030348870152e-16,9.34523395969757e-15,2.0130312285105907e-11,3.965521402751775e-15,1.4178953015346646e-11,1.1196995092326515e-11,2.3575749617784193e-17,1.3811249583713951e-25,1.9620487709370802e-15
4.378706691904042e-06,0.4859403652990078,2.3250680976188946e-11,1.899558725255753e-12,6.3242089087374825e-12,5.895432228193632e-11,0.0,0.0,1.6288017505344064e-08,8.116307300064347e-12,6.368090775702713e-14,9.059115304471866e-18,1.0975295361215618e-17,1.1348780270714e-38,2.225097878995784e-28,4.400547516942742e-19,1.0371914356525602e-27,2.714699943849587e-11,5.735257264788041e-36,4.8321785606644197e-29,3.532978288660283e-36,1.0815792278381825e-37,3.813700254637277e-20,8.549457448813103e-30,8.701337616077727e-24,6.99304717012157e-33,1.907856398610122e-42,8.731123020944173e-32,1.301366458351078e-49,6.834749308503168e-42,1.8716209001980117e-22,1.6981870318056233e-45,3.644614736278266e-40,5.586847966689998e-43,3.76,0.0,0.5263341489638541,0.9999649719054855,2.0846334041686763e-11,1.7727823225164363e-32,9.947665416569904e-06,7.124405283377067e-06,2.8221040172727168e-06,1.0950305319908566e-09,3.5011710433393355e-05,4.54040071649734e-13,1.0500871504662644e-21,1.6121135139367727e-16,1.3279314247769422e-19,6.969354569887733e-11,3.776291037444559e-30,4.105279279534405e-31,1.5474295934063745e-14,1.5141391424533452e-29,1.535661644455468e-20,1.3577590150141396e-35,1.1194986313367406e-30,2.621610654146781e-32,2.39980230355752e-30,5.0163526694216507e-29,5.080433052843314e-37,7.55230566411631e-36,3.14578111656039e-29,1.92924780041656e-18,2.7147069506287325e-11,1.58451760024214e-15,3.5702527885422083e-09,1.6184797129369768e-10,3.311435207557346e-09,3.202041832600521e-10,4.706483151737035e-09,5.246864848326401e-13,6.044272464072789e-13,1.7671369557416094e-15,3.3764075605414927e-16,9.498881524794971e-15,2.05252526682011e-11,4.116150166201367e-15,1.4389671310568726e-11,1.1370368943735018e-11,2.4542338018270267e-17,1.4341923951397985e-25,1.9982078197122655e-15
4.435816792512456e-06,0.4859403772256237,2.3377454967381214e-11,1.9128968298940006e-12,6.395240112225789e-12,6.026205931816552e-11,0.0,0.0,1.652880434394422e-08,8.343467176436919e-12,6.623254062115217e-14,9.18066914072886e-18,1.1214465490649093e-17,1.1474772624945566e-38,2.237488194292529e-28,4.400552054910288e-19,1.0713670804259338e-27,2.7859752349363144e-11,5.9863362648104625e-36,5.024871819203583e-29,3.5873723953548336e-36,1.0815942297670038e-37,3.813704191990672e-20,8.987037722236886e-30,8.971862242361954e-24,7.368251844830738e-33,1.9878426525611912e-42,9.077257981479023e-32,1.416284230729326e-49,7.227519948916175e-42,1.9419696948627037e-22,1.817150906132368e-45,3.905910194181351e-40,5.969427117606525e-43,3.76,0.0,0.5263340190565985,0.9999649716619495,2.145840367363601e-11,1.8397627674458083e-32,1.0077408466636085e-05,7.217339519092309e-06,2.8589112389562106e-06,1.0950304323740137e-09,3.5011710791667516e-05,4.659628692441666e-13,1.0875283074639844e-21,1.6121278244247035e-16,1.3452556585363135e-19,7.154859186070567e-11,3.989529353891743e-30,4.332907763150847e-31,1.6091445799270555e-14,1.6093388848884367e-29,1.5783342284827882e-20,1.4344374232181944e-35,1.1906178721006939e-30,2.7910060332088504e-32,2.5549831900505875e-30,5.3518403320167e-29,5.367326027187961e-37,7.978787128133547e-36,3.3672505610832384e-29,1.9544145087167143e-18,2.7859825324763895e-11,1.6374573597444056e-15,3.583854481122726e-09,1.6222012556967337e-10,3.361527885140113e-09,3.2955135764630546e-10,4.7967192624615815e-09,5.33554742287515e-13,6.131024380273007e-13,1.8002143482299244e-15,3.3978723851973924e-16,9.653483553873652e-15,2.0921746694648397e-11,4.2703895633011695e-15,1.4599233115401673e-11,1.154377687314472e-11,2.553286326911585e-17,1.4883151635093259e-25,2.0345942866791707e-15
4.492926893120869e-06,0.48594038915223725,2.3501549702379433e-11,1.9259370094546886e-12,6.465258449178431e-12,6.15768314701078e-11,0.0,0.0,1.6769914847668807e-08,8.573955532018394e-12,6.885161219516482e-14,9.302241150315623e-18,1.1456174058591445e-17,1.159876831106282e-38,2.249615973923307e-28,4.400556592980944e-19,1.106190610564105e-27,2.858174103407156e-11,6.244737392516476e-36,5.222614682709431e-29,3.6422280873483536e-36,1.081609567867709e-37,3.8137081298306986e-20,9.440812645832123e-30,9.246632241418229e-24,7.758390576864198e-33,2.0700623213896798e-42,9.43242179335716e-32,1.5395044092441784e-49,7.636553388289883e-42,2.014077129664426e-22,1.9427677033028412e-45,4.182535998478874e-40,6.372686474058119e-43,3.76,0.0,0.5263338891492134,0.9999649714187956,2.2077260447261092e-11,1.9082327961325324e-32,1.0207151484902854e-05,7.310273719045939e-06,2.895718444139623e-06,1.0950303324265696e-09,3.5011710416664495e-05,4.780401855739211e-13,1.1257560624686835e-21,1.6121421339436668e-16,1.3625795244845889e-19,7.342791744856745e-11,4.2118127426444156e-30,4.570024206872734e-31,1.6725145776030094e-14,1.7091244949508494e-29,1.6216202796768945e-20,1.5143687249375446e-35,1.2652894714528804e-30,2.969017799959929e-32,2.7180637449006196e-30,5.705009666887061e-29,5.666388867261262e-37,8.423359794899385e-36,3.601141381982324e-29,1.979577386817712e-18,2.8581816995444802e-11,1.6913641661991443e-15,3.5971420306239676e-09,1.6258963694466053e-10,3.411626412151837e-09,3.390388726680175e-10,4.887285858778205e-09,5.424306189449448e-13,6.217793582602517e-13,1.8334183570459124e-15,3.4194228323749134e-16,9.809043604954684e-15,2.131976097566505e-11,4.428274789425364e-15,1.480762005577721e-11,1.1717209851221498e-11,2.654748909674197e-17,1.543492342369095e-25,2.0712093087571924e-15
4.550036993729282e-06,0.4859404010788487,2.362304469508314e-11,1.9386876250468786e-12,6.534280249214299e-12,6.289849066255084e-11,0.0,0.0,1.7011341718628747e-08,8.807776584981926e-12,7.153899883827391e-14,9.423831526671544e-18,1.1700423337926313e-17,1.1720804360675056e-38,2.261489010940354e-28,4.400561131331743e-19,1.141665180547035e-27,2.93129654855046e-11,6.510567422249939e-36,5.425472328345943e-29,3.697565310257253e-36,1.0816252464936963e-37,3.8137120659170884e-20,9.911180082893356e-30,9.525647059488981e-24,8.163855435538974e-33,2.1545467918406835e-42,9.796730712139607e-32,1.6714946422899436e-49,8.06225852772032e-42,2.0879655774422846e-22,2.0753167312247703e-45,4.475198356870466e-40,6.797454398526487e-43,3.76,0.0,0.5263337592416991,0.9999649711752111,2.270280766190553e-11,1.9782011627813028e-32,1.0336894471371056e-05,7.403207883237518e-06,2.932525632823423e-06,1.0950302323609493e-09,3.5011710128447264e-05,4.902720205794938e-13,1.1647747820013312e-21,1.612156443606657e-16,1.3799033146762922e-19,7.533150631528465e-11,4.4434008228241264e-30,4.816896425534818e-31,1.7375626185024024e-14,1.8136499880303004e-29,1.665519779856351e-20,1.5976462981535286e-35,1.3436439553909396e-30,3.1559688082932505e-32,2.8893402169791743e-30,6.076548015845106e-29,5.977970897503529e-37,8.886542956886933e-36,3.8479769204875866e-29,2.0047395811856318e-18,2.931304451225393e-11,1.7462399650754667e-15,3.6101250001972494e-09,1.6295657128242672e-10,3.4617283140474927e-09,3.4866674117834365e-10,4.978175549748513e-09,5.513137390558452e-13,6.304579216937104e-13,1.866746025045779e-15,3.441056967242604e-16,9.965565139278597e-15,2.1719263203401026e-11,4.589840801527989e-15,1.5014815083987027e-11,1.1890659157161725e-11,2.7586374507746683e-17,1.5997230132337285e-25,2.1080539985170544e-15
4.607147094337695e-06,0.48594041300545776,2.3742017726135297e-11,1.9511568925167726e-12,6.6023219381811824e-12,6.422689221608263e-11,0.0,0.0,1.7253077830146003e-08,9.044934476194342e-12,7.429557646542038e-14,9.545440463412578e-18,1.1947215557500526e-17,1.1840917839490363e-38,2.2731149291464705e-28,4.400565669695472e-19,1.1777939168775206e-27,3.005342570154324e-11,6.783933087181694e-36,5.633509932610991e-29,3.753404454706712e-36,1.0816412700523345e-37,3.8137160016265497e-20,1.0398543048441038e-29,9.808906200075018e-24,8.585042355066304e-33,2.2413274584071813e-42,1.0170300993544793e-31,1.812737003742732e-49,8.505046868874768e-42,2.1636574276928962e-22,2.2150863753606873e-45,4.784621699031305e-40,7.244576092858634e-43,3.76,0.0,0.5263336293340561,0.9999649709306228,2.3334949817500676e-11,2.0496765111424614e-32,1.0466637426041542e-05,7.496142011666434e-06,2.969332805008056e-06,1.0950301325585359e-09,3.50117105073631e-05,5.026583742013806e-13,1.2045887690019158e-21,1.6121707539866892e-16,1.3972274701628068e-19,7.725934215428344e-11,4.684556378757022e-30,5.073796437798812e-31,1.8043117482411963e-14,1.9230716126010793e-29,1.710032879794595e-20,1.6843646575044624e-35,1.4258142980726572e-30,3.3521879780434364e-32,3.0691144219970134e-30,6.467156004070404e-29,6.3024256985671085e-37,9.368862233423071e-36,4.1082918493642234e-29,2.0299057084456765e-18,3.0053507874112906e-11,1.802086650864046e-15,3.6228127239967232e-09,1.6332099303143815e-10,3.51183117757177e-09,3.584349707542052e-10,5.069381117909092e-09,5.602037426919462e-13,6.391380465549915e-13,1.900194453647926e-15,3.4627728950913724e-16,1.0123051550568445e-14,2.2120221825710873e-11,4.755122387385156e-15,1.522080207473715e-11,1.206411628593999e-11,2.86496752156493e-17,1.6570062518291213e-25,2.145129451098541e-15
4.664257194946109e-06,0.48594042493206446,2.3858543596051222e-11,1.9633527705218143e-12,6.669400042088853e-12,6.556189724594518e-11,0.0,0.0,1.7495116346762116e-08,9.285433214932906e-12,7.712222019483132e-14,9.667068154456029e-18,1.2196552872167579e-17,1.1959147170526434e-38,2.2845010615238953e-28,4.400570207916037e-19,1.214579898322119e-27,3.08031216796504e-11,7.064941044286057e-36,5.846792677725943e-29,3.8097667077192426e-36,1.0816576429225167e-37,3.8137199388242366e-20,1.0903313818314579e-29,1.0096409634809413e-23,9.022354091645409e-33,2.3304357296468698e-42,1.0553248893705122e-31,1.9637395321783067e-49,8.965334527912444e-42,2.2411750699439874e-22,2.3623717513528715e-45,5.111563182431397e-40,7.714926890298761e-43,3.76,0.0,0.5263334994262844,0.9999649706858446,2.3973593550766952e-11,2.1226672978572093e-32,1.0596380348915154e-05,7.5890761043326074e-06,3.006139960693944e-06,1.0950300328652873e-09,3.501171074657395e-05,5.151992463800775e-13,1.2452022166487024e-21,1.6121850641354278e-16,1.4145516752197162e-19,7.921140838945918e-11,4.935547371327364e-30,5.341000206005072e-31,1.8727850350233847e-14,2.0375495479060257e-29,1.755160475184193e-20,1.7746201825604926e-35,1.5119376175253531e-30,3.5580148813412593e-32,3.257697965260313e-30,6.877557992458332e-29,6.6401138213787696e-37,9.870853606086854e-36,4.382641226530135e-29,2.0550723644435633e-18,3.080320707952574e-11,1.858906032378589e-15,3.635214146766401e-09,1.6368296421148258e-10,3.5619326937779983e-09,3.683435600107493e-10,5.160895640856235e-09,5.691002961000043e-13,6.478196570890863e-13,1.933760845154561e-15,3.484568788964449e-16,1.0281506117935734e-14,2.252260657580846e-11,4.924154040669871e-15,1.542556645784139e-11,1.2237573099837289e-11,2.973754117668566e-17,1.7153411635260925e-25,2.1824367309997355e-15
4.721367295554522e-06,0.485940436858669,2.397269533108337e-11,1.97528306165874e-12,6.735531120534272e-12,6.690337030003551e-11,0.0,0.0,1.7737450605159615e-08,9.529276732652985e-12,8.001980465618967e-14,9.788714793897838e-18,1.24484373924408e-17,1.207553005711294e-38,2.2956545680268708e-28,4.400574746287689e-19,1.252026175324028e-27,3.156205340768561e-11,7.353697901581775e-36,6.065385743560771e-29,3.866673749073761e-36,1.0816743694241239e-37,3.813723876111844e-20,1.1425910414426497e-29,1.0388157242956714e-23,9.4761975366498e-33,2.421903022679014e-42,1.0945690668951192e-31,2.1250265570521787e-49,9.443540329591006e-42,2.3205409150912053e-22,2.517476203336352e-45,5.4568004046459e-40,8.209400713626913e-43,3.76,0.0,0.5263333695183842,0.9999649704417131,2.4618646799718593e-11,2.1971818692441003e-32,1.0726123239992733e-05,7.682010161236275e-06,3.042947099881503e-06,1.0950299328132251e-09,3.5011710015813254e-05,5.278946370560799e-13,1.2866192525759451e-21,1.612199373432686e-16,1.431875255991174e-19,8.11876882782456e-11,5.196645327868241e-30,5.6187868240088005e-31,1.9430055609354106e-14,2.1572463965737674e-29,1.800903424438801e-20,1.8685105368455684e-35,1.6021536498243945e-30,3.773795763625643e-32,3.455408582779146e-30,7.308492945014952e-29,6.991400617581842e-37,1.039306019320938e-35,4.671592623239636e-29,2.0802324881640183e-18,3.156214211739337e-11,1.916699869177511e-15,3.6473379831089604e-09,1.6404254539816737e-10,3.6120306154001527e-09,3.783925022710991e-10,5.252712370592846e-09,5.780030806714401e-13,6.5650268102203e-13,1.967442462200691e-15,3.5064428633532964e-16,1.0440932052829223e-14,2.2926387946668762e-11,5.09697007766917e-15,1.562909457663297e-11,1.2411021678360151e-11,3.0850118966378884e-17,1.7747268492229565e-25,2.219976884208678e-15
4.778477396162935e-06,0.4859404487852712,2.408454320318758e-11,1.986955318730061e-12,6.800731716084951e-12,6.825118121092648e-11,0.0,0.0,1.7980074206087004e-08,9.776468841311676e-12,8.298920368097429e-14,9.910380576117756e-18,1.2702871162259637e-17,1.219010352643274e-38,2.3065823397808603e-28,4.40057928496313e-19,1.2901357547382303e-27,3.233022088174728e-11,7.650310185453686e-36,6.289354314344411e-29,3.924148056479815e-36,1.0816914539148454e-37,3.8137278113349556e-20,1.1966760216765064e-29,1.068414948830244e-23,9.946986229965522e-33,2.515760769914244e-42,1.1347742576138502e-31,2.2971487705193157e-49,9.940087578997904e-42,2.4017773746207587e-22,2.6807122112303734e-45,5.8211440128577185e-40,8.728921644976038e-43,3.76,0.0,0.526333239610356,0.999964970196821,2.5270019601486594e-11,2.2732284033735057e-32,1.085586609927513e-05,7.774944182376933e-06,3.0797542225711127e-06,1.0950298326639237e-09,3.5011709729205054e-05,5.407445461698824e-13,1.3288439019546092e-21,1.61221368336705e-16,1.449198832422633e-19,8.318816487096328e-11,5.4681262069628334e-30,5.907441126394076e-31,2.014996428508775e-14,2.2823285456174182e-29,1.8472613443943203e-20,1.966134975006457e-35,1.6966063454722283e-30,3.999887387008727e-32,3.662573665397647e-30,7.760723456285086e-29,7.3566573961092425e-37,1.0936033968531551e-35,4.975734148961429e-29,2.1053927509860928e-18,3.233031298485598e-11,1.975469845170859e-15,3.659192594696472e-09,1.643997949290435e-10,3.662122789851935e-09,3.8858178275652354e-10,5.344824826652215e-09,5.86911800236563e-13,6.651870512330712e-13,2.001236661010007e-15,3.528393394341949e-16,1.0601332462954123e-14,2.333153759670042e-11,5.273604535160564e-15,1.583137415913075e-11,1.2584454434376131e-11,3.198754969536444e-17,1.8351624812316857e-25,2.2577509273094194e-15
4.835587496771348e-06,0.48594046071187114,2.419415622782219e-11,1.998376977546703e-12,6.865018335202671e-12,6.960520220457145e-11,0.0,0.0,1.8222980869502026e-08,1.0027013298870467e-11,8.603129071772965e-14,1.0032065695627659e-17,1.2959856194546299e-17,1.2302904342806657e-38,2.3172911448038263e-28,4.400583823544737e-19,1.3289116236655776e-27,3.310762410547623e-11,7.954884383837326e-36,6.518763570949559e-29,3.9822125055669036e-36,1.0817089008239258e-37,3.813731746383035e-20,1.2526295289391556e-29,1.0984386484500327e-23,1.0435136845834484e-32,2.6120404098909313e-42,1.1759520872070781e-31,2.4806705236109196e-49,1.045540149479928e-41,2.4849068855455063e-22,2.852401644910507e-45,6.20542160620586e-40,9.274428675596453e-43,3.76,0.0,0.5263331097021999,0.999964969949978,2.5927622983642745e-11,2.3508150030034325e-32,1.0985608926763188e-05,7.867878167753714e-06,3.116561328763136e-06,1.095029733042887e-09,3.501171108343096e-05,5.537489736619805e-13,1.3718801428742255e-21,1.6122279945022013e-16,1.4665234984103431e-19,8.521282113689034e-11,5.750269062978895e-30,6.207252109944868e-31,2.0887807508234253e-14,2.4129642985902764e-29,1.8942340491981128e-20,2.0675938631479252e-35,1.7954418349246184e-30,4.236651847084786e-32,3.8795254962072446e-30,8.235023746437101e-29,7.736259628093697e-37,1.150033309285407e-35,5.29566387449067e-29,2.1305646111695205e-18,3.310771968659638e-11,2.0352176131348342e-15,3.670786183919948e-09,1.6475477012197817e-10,3.712207107313914e-09,3.9891138303791274e-10,5.437226649336433e-09,5.958261683609963e-13,6.738727028371511e-13,2.0351408413355877e-15,3.550418688482638e-16,1.0762710409415917e-14,2.3738027710413318e-11,5.454091319021343e-15,1.6032393551248964e-11,1.2757863931294395e-11,3.314997213841867e-17,1.8966472058471391e-25,2.2957598632044588e-15
4.8926975973797615e-06,0.48594047263846857,2.4301601030478248e-11,2.009555250493424e-12,6.928407405798679e-12,7.09653100541589e-11,0.0,0.0,1.846616454174225e-08,1.0280913760724232e-11,8.91469384795088e-14,1.0153770347185804e-17,1.3219394445337472e-17,1.2413971433168765e-38,2.3277875174774513e-28,4.400588361931699e-19,1.3683567317162616e-27,3.3894263069254247e-11,8.267526910087088e-36,6.753678700324111e-29,4.0408907142077526e-36,1.081726714508219e-37,3.813735684106477e-20,1.310495645518266e-29,1.1288868922680984e-23,1.0941072077671605e-32,2.7107733978511527e-42,1.2181141814015438e-31,2.676181037627386e-49,1.0989911326378873e-41,2.5699518824578023e-22,3.0328728061117933e-45,6.61049184898143e-40,9.846888808365754e-43,3.76,0.0,0.5263329797939165,0.9999649697046346,2.6591369870116295e-11,2.4299496279364905e-32,1.1115351722457756e-05,7.96081211736706e-06,3.1533684184579324e-06,1.0950296332671534e-09,3.501171063329658e-05,5.669079194728683e-13,1.4157318636342523e-21,1.6122423039109763e-16,1.4838474023998432e-19,8.726163985689889e-11,6.043357341281705e-30,6.518510957779861e-31,2.164381658340244e-14,2.5493254190909995e-29,1.941823825066202e-20,2.1729891526330018e-35,1.8988099926617824e-30,4.484461135005889e-32,4.106605460953899e-30,8.732189885478526e-29,8.130588704305026e-37,1.208652452793816e-35,5.631998938825816e-29,2.1557282534452765e-18,3.389436221403872e-11,2.0959447629401037e-15,3.6821266507101488e-09,1.6510752635532036e-10,3.7622815391887035e-09,4.0938127775783544e-10,5.52991170828759e-09,6.0474591705485e-13,6.825595751806901e-13,2.0691524848414844e-15,3.5725171066792264e-16,1.0925068864426368e-14,2.4145831471383848e-11,5.638464087110131e-15,1.6232142268860777e-11,1.2931243018612266e-11,3.433752026513767e-17,1.9591802519647683e-25,2.334004668696214e-15
