Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220)
7.228469448422577e-19,0.5970466060964427,0.0,1.1267388185400056e-27,0.0,0.0,0.0,0.0,0.0,0.0,4.6892743098871824e-48,5.7836141464845676e-68,0.0,1.4456598995942213e-108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061822,0.9999999999996374,0.0,0.0,2.6250989629633307e-16,1.684963890334733e-16,6.001040429841264e-17,3.400310296444697e-17,3.6251918127786397e-13,7.396629367976287e-34,1.345450180685727e-52,1.6138450471638056e-31,8.528693494653602e-39,1.5374586114723876e-33,3.0380264755497994e-84,9.590018062737507e-83,3.3192199053704497e-37,1.0707697962504007e-84,1.4370559918107793e-39,7.036602759668959e-99,6.486884219727694e-83,6.2027974812820764e-86,1.3672248786123902e-84,4.233439622941023e-83,5.624041408024959e-100,6.263109543962624e-99,7.247166183973526e-96,2.9725683080726287e-38
1.4463219061439786e-18,0.5970466060964428,0.0,2.254456559396233e-27,0.0,0.0,0.0,0.0,0.0,0.0,3.7542707288048535e-47,9.26131813428959e-67,0.0,4.6318230416788993e-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061819,0.9999999999992746,0.0,0.0,5.252478637449652e-16,3.371391693803872e-16,1.2007294622015582e-16,6.803574814442145e-17,7.253533217935744e-13,2.960579364517066e-33,1.0771782358851368e-51,6.459585979430455e-31,3.4137000368607287e-38,6.1538411810598745e-33,9.736928030848283e-83,3.0736175719465833e-81,1.3285529768814691e-36,3.431835945261241e-83,5.7519690463518e-39,4.5106008543917756e-97,2.0790577446661039e-81,1.9880074501747023e-84,4.3819796725136695e-83,1.3568248079472837e-81,3.605121225254968e-98,4.014776478324439e-97,4.645576158457476e-94,1.1898020468979768e-37
2.8932718287474206e-18,0.5970466060964429,0.0,4.509892043109812e-27,0.0,0.0,0.0,0.0,0.0,0.0,3.0045575847424306e-46,1.4824140430550813e-65,0.0,1.4830978649828098e-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061814,0.9999999999985489,0.0,0.0,1.0507237986422291e-15,6.744247301074267e-16,2.4019803006404653e-16,1.361010384707531e-16,1.4510215999605457e-12,1.1846173791928597e-32,8.620699652073061e-51,2.584675783169267e-30,1.3659246676279075e-37,2.462338049273556e-32,3.1182579258041966e-81,9.843281478536002e-80,5.315942436411647e-36,1.099047835098113e-81,2.3015368496941913e-38,2.889082541381746e-95,6.65819677028988e-80,6.366607589036517e-83,1.4033320193820537e-81,4.345240808854008e-80,2.309114265088178e-96,2.5715023329651885e-95,2.9755355076796688e-92,4.7607583767423505e-37
5.787171673954305e-18,0.597046606096443,0.0,9.020763018541469e-27,0.0,0.0,0.0,0.0,0.0,0.0,2.4041025686324978e-45,2.3723451049583303e-64,0.0,4.747376900411424e-104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061804,0.9999999999970977,0.0,0.0,2.1016756684367552e-15,1.3489958516943527e-15,4.804481977534453e-16,2.722316189889469e-16,2.90235814483669e-12,4.73924089380869e-32,6.897869508034538e-50,1.0340386103333471e-29,5.464588090136439e-37,9.850955590670215e-32,9.982332541268306e-80,3.151083423479861e-78,2.1267231347450937e-35,3.5183302037455454e-80,9.20764608948855e-38,1.8497484992679188e-93,2.1314572298262252e-78,2.0381121656818666e-81,4.492420858489151e-80,1.3910215124192317e-78,1.4784211158561832e-94,1.646416294504192e-93,1.905100420262868e-90,1.904613672889833e-36
1.1574971364368072e-17,0.5970466060964431,0.0,1.8042505001422777e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.9234646789400325e-44,3.796138332911784e-63,0.0,1.5193948533467706e-102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061783,0.999999999994195,0.0,0.0,4.203579408025801e-15,2.6981380953995904e-15,9.609485331387123e-16,5.4449277948745655e-16,5.805031188757788e-12,1.8958506442330127e-31,5.518819577777421e-49,4.136491017947045e-29,2.1860131223843503e-36,3.9407029470199517e-31,3.1949717111904214e-78,1.0085440723417917e-76,8.507584949435413e-35,1.126086070387793e-78,3.6833582072367493e-37,1.1840745048264677e-91,6.8219982323331985e-77,6.523235619268331e-80,1.4378560953548648e-78,4.452140148214227e-77,9.463777057572926e-93,1.0539160064592587e-91,1.2195067909287662e-88,7.619077301760243e-36
2.3150570745195608e-17,0.5970466060964437,0.0,3.6085989095257344e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.538844803372332e-43,6.074130309479261e-62,0.0,4.862438389289675e-101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061741,0.9999999999883896,0.0,0.0,8.407386887203868e-15,5.396422584935612e-15,1.9219492039351223e-15,1.0890150983329643e-15,1.161037709327523e-11,7.583711163857754e-31,4.415265263279644e-48,1.6546636917067123e-28,8.744408192754196e-36,1.5763453306012109e-30,1.0224910183635123e-76,3.2276568664838243e-75,3.4031724994273003e-34,3.603828228614664e-77,1.4734032488796511e-36,7.57883039559717e-90,2.1832530713860842e-75,2.087639718513834e-78,4.601589945953287e-77,1.4248242726977744e-75,6.057419540109677e-91,6.745733120142197e-90,7.805619711991254e-87,3.047756984487595e-35
4.630176950685068e-17,0.5970466060964446,0.0,7.217295779521437e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.2311050782944913e-42,9.718855766202298e-61,0.0,1.5560402850470102e-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061656,0.9999999999767789,0.0,0.0,1.6815001845559897e-14,1.0792991572509843e-14,3.843950545631449e-15,2.1780597274179338e-15,2.3221068169011137e-11,3.033546186042539e-30,3.5322960554030575e-47,6.618789072743221e-28,3.497834353322717e-35,6.305509687147687e-30,3.2721314618746785e-75,1.0329007330820551e-73,1.361296730299926e-33,1.1532815604949067e-75,5.893733006119495e-36,4.8506926005671276e-88,6.9867516616654865e-74,6.680774213957342e-77,1.4725809345175702e-75,4.559660774070491e-74,3.876941157887082e-89,4.3174837712105524e-88,4.9958451527982075e-85,1.2191292368554353e-34
9.260416703016082e-17,0.5970466060964464,0.0,1.443468972442801e-25,0.0,0.0,0.0,0.0,0.0,0.0,9.848957741954052e-42,1.5550367307844842e-59,0.0,4.9794250902663696e-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061489,0.9999999999535575,0.0,0.0,3.3630231762271554e-14,2.1586129581667042e-14,7.687953229438133e-15,4.3561489511636895e-15,4.6442447387287404e-11,1.2134308202392412e-29,2.8258703860697632e-46,2.6475422780909892e-27,1.399147904148627e-34,2.522229595134095e-29,1.2131021914114183e-73,3.829351213917833e-72,5.4452425915934026e-33,4.27564893539703e-74,2.3575172659784942e-35,3.5889798747252166e-86,2.5902514239877665e-72,2.476814270423297e-75,5.4594117353076256e-74,1.6904376263328798e-72,2.8685106066978126e-87,3.194463795970006e-86,3.696377080750201e-83,4.876579672879887e-34
1.852089620767811e-16,0.5970466060964501,0.0,2.8869478433901993e-25,0.0,0.0,0.0,0.0,0.0,0.0,7.87921331475614e-41,2.488074699776119e-58,0.0,1.593431508536161e-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061152,0.9999999999071147,0.0,0.0,6.726069159569323e-14,4.31724057360164e-14,1.537595859870761e-14,8.712327260958471e-15,9.288519409106074e-11,4.8537479856110155e-29,2.260709731064778e-45,1.0590220711157245e-26,5.5966195219494995e-34,1.0088970198099298e-28,3.8985679646232157e-72,1.2306452047868355e-70,2.1781083378394754e-32,1.3740731593083631e-72,9.430117680764948e-35,2.311505584662058e-84,8.324335673788816e-71,7.959781938976009e-74,1.754501063626405e-72,5.432588629422283e-71,1.847482551878347e-85,2.0574148410486797e-84,2.380675777615818e-81,1.9506522854022154e-33
3.704185521700217e-16,0.5970466060964574,0.0,5.773905913149443e-25,0.0,0.0,0.0,0.0,0.0,0.0,6.303389939770721e-40,3.9809325324086525e-57,0.0,5.099006198041417e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254060479,0.9999999998142293,0.0,0.0,1.3452161126253004e-13,8.634495858885492e-14,3.0751969343871013e-14,1.7424683329761146e-14,1.8577064056751433e-10,1.941504145505985e-28,1.8085731624260936e-44,4.236097244699332e-26,2.238653053534934e-33,4.0355987442025877e-28,1.2477146348301754e-70,3.938609334112767e-69,8.712457290403297e-32,4.397645374080729e-71,3.7720571873578957e-34,1.4797105806162013e-82,2.6641558435191485e-69,2.547483281501731e-72,5.6151831170476285e-71,1.7386688514660719e-69,1.1826659697642506e-83,1.3170542013223738e-82,1.523990311787828e-79,7.80271294303473e-33
7.408377323565029e-16,0.5970466060964721,0.0,1.1547823364126666e-24,0.0,0.0,0.0,0.0,0.0,0.0,5.0427203700966605e-39,6.369503320648869e-56,0.0,1.6316864289211835e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254059134,0.9999999996284586,0.0,0.0,2.690434505961775e-13,1.7269006647109092e-13,6.150399086069559e-14,3.484939326421923e-14,3.7154134579623887e-10,7.766026567116337e-28,1.446860694850604e-43,1.6944396022938636e-25,8.95462001303584e-33,1.6142418718176075e-27,3.9927160603425104e-69,1.2603635326157925e-67,3.484988773247715e-31,1.4072580483232626e-69,1.5088252112831485e-33,9.470245446149984e-81,8.525356478767019e-68,8.15200666446032e-71,1.7968728146607374e-69,5.563778342027159e-68,7.569137628832656e-82,8.429231841567759e-81,9.753644074038245e-78,3.121156312553056e-32
1.111256912542984e-15,0.597046606096487,0.0,1.7321742126563863e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.4419035770151068e-38,2.344401252014582e-55,0.0,7.6333966920064846e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254057788,0.999999999442688,0.0,0.0,4.035652899297989e-13,2.5903517652988555e-13,9.225601240401794e-14,5.2274100995530334e-14,5.573118633009706e-10,1.6502812788685754e-27,4.1371189059985366e-43,3.6006833715453844e-25,1.9028569641554167e-32,3.430265797977538e-27,1.7651404299907194e-68,5.571941726243895e-67,7.4056063066829225e-31,6.221351458264704e-69,3.2062555702366324e-33,5.068309228183004e-80,3.768975236617858e-67,3.603921915095726e-70,7.943799646832888e-69,2.4596910799796727e-67,4.0508691597898593e-81,4.511176619479942e-80,5.2199802416088925e-77,6.632572988032337e-32
1.8520952729159466e-15,0.5970466060965164,0.0,2.8869584897285664e-24,0.0,0.0,0.0,0.0,0.0,0.0,6.626458284969482e-38,1.8038033572663017e-54,0.0,1.1149031321460355e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254055098,0.9999999990711478,0.0,0.0,6.726089685969373e-13,4.3172540535370724e-13,1.5376005559665374e-13,8.712350764556681e-14,9.288521474159797e-10,4.5625441009568366e-27,1.9012669974949257e-42,9.954818862342883e-25,5.260838074029793e-32,9.483683053332504e-27,2.8466115690248902e-67,8.985766362483288e-66,2.0474346815338247e-30,1.0033080916313655e-67,8.864361947035868e-33,1.3799468179390524e-78,6.078155946045863e-66,5.811983377230784e-69,1.2810841499057252e-67,3.966698216562148e-66,1.1029280939008471e-79,1.2282560102740106e-78,1.4212435742511625e-75,1.833788559159924e-31
2.518849797251613e-15,0.5970466060965429,0.0,3.926264762830884e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.4916096151664853e-37,4.9677465940408056e-54,0.0,3.9917405146272375e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254052677,0.9999999987367622,0.0,0.0,9.147482793972771e-13,5.871466183276588e-13,2.0911369455564091e-13,1.184879665121802e-13,1.2632377965809023e-09,8.12454042326944e-27,4.2797335505721704e-42,1.7726567312361004e-24,9.367990966474042e-32,1.688763649990106e-26,1.055667733043787e-66,3.3323762087961245e-65,3.645877094581316e-30,3.720776376270402e-67,1.5784811392279898e-32,5.835145468832156e-78,2.2540873439572154e-65,2.1553778509695136e-68,4.750910428777888e-67,1.4710521763105244e-65,4.663762923775838e-79,5.193715870349199e-78,6.00977156463856e-75,3.2655329522302726e-31
3.1856043215872792e-15,0.5970466060965697,0.0,4.9655714844512835e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.8192401029068292e-37,1.1188854038074492e-53,0.0,1.054837146202574e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254050255,0.9999999984023772,0.0,0.0,1.1568875901975278e-12,7.425678387453783e-13,2.644673336052497e-13,1.4985241784409425e-13,1.5976228037384661e-09,1.2682523466136796e-26,8.088975716694971e-42,2.7671395679132106e-24,1.462356074441727e-31,2.636184839708999e-26,2.761501249732242e-66,8.717095874872366e-65,5.691269356037916e-30,9.73311573544043e-67,2.4640326700622803e-32,1.804691211934829e-77,5.896421714358708e-65,5.638212426695464e-68,1.2427822951813706e-66,3.848095961620342e-65,1.4424061618744763e-78,1.6063098661172525e-77,1.858700248412071e-74,5.097700516648104e-31
3.8523588459229455e-15,0.5970466060965961,0.0,6.0048786297453144e-24,0.0,0.0,0.0,0.0,0.0,0.0,4.712254066758707e-37,2.1504691766910095e-53,0.0,2.3896697263732157e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254047834,0.9999999980679928,0.0,0.0,1.399026900997694e-12,8.979890661945241e-13,3.198209727404603e-13,1.812168620586878e-13,1.9320072044531146e-09,1.818132157250029e-26,1.3520416772811314e-41,3.9668922926323724e-24,2.0963930849630063e-31,3.7791640521393357e-26,6.365595320910769e-66,2.0093956910000815e-64,8.158853880526882e-30,2.2436023771048856e-66,3.532371975774597e-32,4.603122431547294e-77,1.3591962890558789e-64,1.2996763953013425e-67,2.8647649212699686e-66,8.870325385688881e-65,3.6790619866418727e-78,4.097121948907101e-77,4.740881664607447e-74,7.308146385390843e-31
5.185867894594277e-15,0.5970466060966492,0.0,8.083493886516055e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0060128797854688e-36,5.561053493988678e-53,0.0,8.35227132176235e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254042991,0.9999999973992253,0.0,0.0,1.8833055225978346e-12,1.2088315371278494e-12,4.305282512060945e-13,2.439457342569606e-13,2.6007746229035986e-09,3.132442938908725e-26,2.8864548965204243e-41,6.834510387022315e-24,3.611853547675207e-31,6.511089565007729e-26,2.3299884945905857e-65,7.354955306075375e-64,1.4056827367684364e-29,8.212226734707519e-66,6.085895932947229e-32,1.8960515699340834e-76,4.975041989113401e-64,4.7571845729774254e-67,1.0485857155329043e-65,3.2467895536969036e-64,1.515425563155736e-77,1.687626870140801e-76,1.9527961711992864e-73,1.2591825752894016e-30
