Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220)
0.0,0.5970466060964428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.850205743291243e-22,0.5970466060964428,0.0,1.2236520614763917e-30,0.0,0.0,0.0,0.0,0.0,0.0,1.574952313147671e-56,3.9524555226811997e-79,0.0,1.1086548948530458e-122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061824,0.9999999999999997,0.0,0.0,2.8508894037394993e-19,1.8298912796259142e-19,6.517202899472791e-20,3.69277834166306e-20,3.937002408274049e-16,1.3079942217909046e-39,4.518865254999217e-61,2.8538674781714073e-37,1.5081845073579813e-44,2.7187883551796203e-39,2.3253122366636546e-98,7.340221210728696e-97,5.869593077804358e-43,8.195695875857768e-99,2.5412398529170656e-45,1.150595816930483e-115,4.965075647403998e-97,4.747635018711957e-100,1.046476968660148e-98,3.2402841275349496e-97,9.196197005587393e-117,1.024117445843848e-115,1.185026265039871e-112,5.25658622923059e-44
2.198057608121548e-21,0.5970466060964428,0.0,3.4262257721358046e-30,0.0,0.0,0.0,0.0,0.0,0.0,1.8697833861701786e-55,8.84148490602264e-78,0.0,6.7444887490089894e-121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061824,0.9999999999999989,0.0,0.0,7.982490330470598e-19,5.123695582952877e-19,1.824816811852385e-19,1.0339779356653363e-19,1.1023606743140021e-15,7.900285099617464e-39,5.364796830735311e-60,1.7237359568102474e-36,9.109434424429307e-44,1.6421481665297027e-38,1.1108295592030697e-96,3.5065117550194573e-95,3.5452342189992124e-42,3.915182268266513e-97,1.5349088711635428e-44,1.0008821301846822e-113,2.3718762176725203e-95,2.268002220063478e-98,4.999146056544906e-97,1.5479226111331803e-95,7.99960256512496e-115,8.908609223777257e-114,1.0308325434687868e-110,3.1749780827090207e-43
5.024131675706396e-21,0.5970466060964428,0.0,7.831373193462265e-30,0.0,0.0,0.0,0.0,0.0,0.0,1.835764416208775e-54,1.7469284256690948e-76,0.0,3.04478461460508e-119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061824,0.9999999999999974,0.0,0.0,1.8245692183932797e-18,1.1711304189608069e-18,4.171009855662613e-19,2.363378138662115e-19,2.5196815412762697e-15,3.803647196968552e-38,5.267189341227834e-59,8.29904662644321e-36,4.385800547377522e-43,7.90623653688019e-38,5.784066484901277e-95,1.825833401083429e-93,1.7068776670334276e-41,2.0386272900908353e-95,7.389925492306448e-44,1.0403410644580971e-111,1.2350310291310543e-93,1.1809440539346178e-96,2.6030449873571704e-95,8.060000944399179e-94,8.314980152843512e-113,9.259823632757374e-112,1.0714722475464397e-108,1.528615275833624e-42
1.0676279810876092e-20,0.5970466060964428,0.0,1.6641668036145722e-29,0.0,0.0,0.0,0.0,0.0,0.0,1.6237128367707387e-53,3.108565795459033e-75,0.0,1.1496527364676897e-117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061824,0.9999999999999946,0.0,0.0,3.877209589085719e-18,2.488652140292352e-18,8.863395943283132e-19,5.022178544650541e-19,5.354323275157096e-15,1.6611526616750706e-37,4.6587693232955614e-58,3.6244116971958026e-35,1.9153943243244376e-42,3.4528612110964142e-37,2.308269096908929e-93,7.286421805129384e-92,7.454383208892685e-41,8.135626355917932e-94,3.2273746132286593e-43,8.327605127333642e-110,4.928684629896469e-92,4.7128377102751046e-95,1.0388069220710264e-93,3.216534794238724e-92,6.655881779519126e-111,7.41219946001445e-110,8.576800519932757e-107,6.675864514947158e-42
2.1980576081215482e-20,0.5970466060964428,0.0,3.4262257721634765e-29,0.0,0.0,0.0,0.0,0.0,0.0,1.3648284753512455e-52,5.24305057159891e-74,0.0,3.9886794103167406e-116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061824,0.9999999999999889,0.0,0.0,7.982490330470597e-18,5.123695582957471e-18,1.8248168118524416e-18,1.0339779356606877e-18,1.1023606742743918e-14,6.934985363940972e-37,3.91597632814109e-57,1.5131205368527839e-34,7.996394257829963e-42,1.4415015859326374e-36,8.203949900405857e-92,2.589708432243474e-90,3.1120582499246097e-40,2.8915290302819076e-92,1.3473653700380346e-42,5.9288479342905255e-108,1.7517317123921147e-90,1.6750163365132245e-93,3.692082503046058e-92,1.1432068444615701e-90,4.738662596936926e-109,5.2771238290933564e-108,6.106262877356874e-105,2.7870420221654396e-41
4.458916862189427e-20,0.5970466060964428,0.0,6.950343709310142e-29,0.0,0.0,0.0,0.0,0.0,0.0,1.1189688435689183e-51,8.611726307840819e-73,0.0,1.3283967777406489e-114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061824,0.9999999999999776,0.0,0.0,1.6193051813240354e-17,1.0393782468295814e-17,3.701771246900797e-18,2.0974980980437475e-18,2.2362173677218232e-14,2.833167804172708e-36,3.210553987136954e-56,6.181591111794433e-34,3.266787970163432e-41,5.8890043289918695e-36,2.7633162709300386e-90,8.722851229495129e-89,1.271377339086199e-39,9.739466128717322e-91,5.504427171192973e-42,3.9971876846712896e-106,5.9003148504811315e-89,5.6419163366032935e-92,1.24359507048513e-90,3.85063550191714e-89,3.1947730796614955e-107,3.557799864932923e-106,4.1167995948093415e-103,1.1385976064921193e-40
8.980635370325183e-20,0.5970466060964428,0.0,1.3998579583798897e-28,0.0,0.0,0.0,0.0,0.0,0.0,9.061699807690647e-51,1.3959979449795076e-71,0.0,4.3361083315152427e-113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061824,0.9999999999999549,0.0,0.0,3.2614174778779873e-17,2.0933956239004932e-17,7.455680116997902e-18,4.224538422777037e-18,4.503930754336955e-14,1.1452117249044791e-35,2.599989858020805e-55,2.498697962264759e-33,1.3204879289213383e-40,2.3804297069147105e-35,9.069480690829431e-89,2.8629271148553903e-87,5.139110480590539e-39,3.1965903046291145e-89,2.2249774708899946e-41,2.6248877750691972e-104,1.9365424133913536e-87,1.8517334339456407e-90,4.081603542251816e-89,1.2638171278971032e-87,2.0979552280516908e-105,2.3363489803452017e-104,2.7034349602848234e-101,4.602393583626781e-40
1.8024072386596694e-19,0.5970466060964428,0.0,2.8095051333558087e-28,0.0,0.0,0.0,0.0,0.0,0.0,7.29364435562661e-50,2.24821165426924e-70,0.0,1.4013552859818216e-111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061824,0.9999999999999095,0.0,0.0,6.545642070985891e-17,4.2014303780552915e-17,1.4963497857193687e-17,8.478619072112298e-18,9.039357526448292e-14,4.604845977615353e-35,2.092698031747223e-54,1.0047154607438453e-32,5.309623884504363e-40,9.571603156867509e-35,2.9390191532377545e-87,9.27748557012967e-86,2.0664137218228178e-38,1.0358740982665116e-87,8.946536552989187e-41,1.7015636156780661e-102,6.27548085417355e-86,6.000652313686698e-89,1.3226679009817526e-87,4.095474560514997e-86,1.3599835836679185e-103,1.514520527698722e-102,1.7524812337077504e-99,1.8506022276372463e-39
3.611094641913972e-19,0.5970466060964427,0.0,5.6287994836203235e-28,0.0,0.0,0.0,0.0,0.0,0.0,5.85269025824453e-49,3.6088776091938334e-69,0.0,4.5065485876528883e-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6850967254061823,0.9999999999998188,0.0,0.0,1.3114091257201697e-16,8.417499886416779e-17,2.997913333759159e-17,1.698678037025755e-17,1.8110211066195264e-13,1.8467491938067025e-34,1.679258376969073e-53,4.0293583658719046e-32,2.1293966560021794e-39,3.8386409666916486e-34,9.464109970403621e-86,2.9874981782494307e-84,8.287243252291131e-38,3.3356796517843884e-86,3.5879613018610452e-40,1.0959717152952923e-100,2.0208048266674263e-84,1.9323056581641967e-87,4.259201393444568e-86,1.3188080645809118e-84,8.759611024671888e-102,9.754978568549491e-101,1.1287675914988991e-97,7.421742712890783e-39
