Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456)
1.2442133867287848e-06,0.7817847711700524,1.1728124982677282e-05,9.243990695890658e-07,3.558868456861026e-06,5.1088531439080916e-05,0.0,0.0,7.713138746747422e-06,4.2114666264350595e-08,4.7179972519159995e-07,9.952078463727411e-09,6.543930221853042e-08,4.726593496912818e-19,2.0877873924398312e-14,1.610623730122576e-10,3.696099855423802e-07,8.875125697012804e-07,1.84249105683945e-17,1.2248408380157426e-12,7.180516767123776e-16,3.1834977144092466e-19,1.8520873734865936e-11,1.7599178252842753e-12,7.384319391793528e-12,2.629018380778978e-17,3.7351933907385343e-19,2.3734946746512422e-14,9.3849137756433e-14,4.161573955406069e-15,4.1557336018900756e-13,3.4140752260535613e-17,2.0465700714003734e-17,1.6159972297413395e-15,3.76,0.0,0.8771182899840071,0.9990125683005591,1.0171466519567697e-05,1.285259847985269e-07,0.05728286389631541,0.04602798816024855,0.011067916685800407,1.3193554822332893e-05,0.0009684365303541526,8.373218948755805e-05,4.350199934890278e-10,8.583918847166164e-10,4.596568861650106e-15,4.4915050144650294e-06,5.335162598680308e-13,3.4034059088016576e-13,3.162414814526771e-08,5.817443366719955e-13,6.1869646348421455e-12,5.702285648298194e-19,5.715950406153919e-13,1.6229930812219477e-15,5.530334157261653e-14,2.0951591335663202e-13,3.3652146217754146e-20,3.317585415665894e-19,3.508000302852752e-13,1.4943984082832833e-12,8.938252150643587e-07,2.42813953477717e-07,6.969618154255738e-06,1.2959456274153862e-06,3.5969471237766935e-05,1.134752484307368e-05,4.5216797819490996e-05,7.153086810826364e-07,2.3588266650578945e-07,1.694118728439812e-07,4.2165018995101086e-07,3.124325873007017e-07,1.2805538194189847e-05,3.0619830940331884e-08,4.6253607110366394e-05,1.6105641553587e-09,2.370510221987094e-06,3.3497085838717745e-10,3.608752944037183e-10,7.126393170344558e-15,5.510689018125803e-10,7.007495033291345e-08,1.0797284815696994e-07,3.150276445773942e-09,1.1052441543675e-15,1.746218175850875e-11,2.9315931356834747e-07,3.2903024683770124e-05,8.460981976846674e-11,6.971744570174118e-10
1.2679796103171828e-06,0.7819295654098786,1.2070036712138261e-05,9.571439498671334e-07,3.680055512494016e-06,5.353294618107479e-05,0.0,0.0,7.897581053950158e-06,4.37049318221821e-08,5.104298222342284e-07,1.0831591933434099e-08,7.046085026689383e-08,5.026917801572796e-19,2.1563083479964093e-14,1.613353076164684e-10,3.854832068574211e-07,9.214072233510653e-07,2.0512139161945722e-17,1.2989459044950017e-12,8.130995328603393e-16,3.4478465704409343e-19,1.8544942172536522e-11,1.9332105674579767e-12,7.713136342670346e-12,3.0181462914198814e-17,4.2243152446127377e-19,2.6195923188754125e-14,1.0382351188686171e-13,4.536595517581837e-15,4.4301694168683744e-13,3.8340661921520035e-17,2.3114208846410255e-17,1.850577960068138e-15,3.76,0.0,0.8760548454151792,0.9990118465227096,1.0735361362390689e-05,1.36303310384747e-07,0.058343768459713126,0.04687600967282845,0.01127411701693397,1.3180101798242429e-05,0.0009684358227924515,8.693098984022305e-05,4.5271967228909924e-10,8.595778589041743e-10,4.6804116431997314e-15,4.664376057258458e-06,5.816663628917837e-13,3.702909652235632e-13,3.3313212696596815e-08,6.340091544924113e-13,6.444530966525956e-12,6.2159005801561e-19,6.213194288795259e-13,1.7642512032134127e-15,6.011738314959057e-14,2.276505121781804e-13,3.6683151619265416e-20,3.6164020829345546e-19,3.9015861769913275e-13,1.5219632426845913e-12,9.283420035067099e-07,2.6083940468387164e-07,7.169592460627179e-06,1.3383244769977523e-06,3.734955464673548e-05,1.2000077580093237e-05,4.742146432410822e-05,7.378151651327807e-07,2.4158065199417226e-07,1.783543793697536e-07,4.4599087622115886e-07,3.342915281760143e-07,1.3457925881676926e-05,3.360885128764549e-08,4.747557735758497e-05,1.6721948206531978e-09,2.460415110629234e-06,3.6367766005235515e-10,3.862251147326579e-10,7.625649862221643e-15,5.668009354596438e-10,7.277833058363745e-08,1.1541528674080945e-07,3.2789671200047595e-09,1.182542570021509e-15,1.869907553276833e-11,3.122330470783445e-07,3.348128393323603e-05,9.011121102281137e-11,7.198926115971827e-10
1.291745833905581e-06,0.7820742073032344,1.2415668600571218e-05,9.904953408217726e-07,3.8029238832052267e-06,5.604564791584579e-05,0.0,0.0,8.084176295926133e-06,4.5325759399479496e-08,5.514885005125784e-07,1.1771833942968e-08,7.57433550550683e-08,5.341120285734827e-19,2.22608595899056e-14,1.616250810520042e-10,4.0177184789445886e-07,9.559266074777402e-07,2.2786461081926764e-17,1.3759517292353721e-12,9.185545147600026e-16,3.7356739693170343e-19,1.8570731512695138e-11,2.119939714026188e-12,8.051276455785426e-12,3.456200005560433e-17,4.76688540533225e-19,2.8868357976699365e-14,1.146632709826873e-13,4.9384382132880844e-15,4.71857644858729e-13,4.295795188385392e-17,2.6040494757945584e-17,2.113644226013997e-15,3.76,0.0,0.8749925470348403,0.999011106513845,1.1318471344079983e-05,1.4440172562224457e-07,0.05940345078306948,0.047722870004655374,0.011480128846840519,1.3166662589914687e-05,0.0009684350975741317,9.018855039390872e-05,4.707672940125927e-10,8.607620273716295e-10,4.764108145469544e-15,4.840568676087168e-06,6.33057935680658e-13,4.0220543046308345e-13,3.5063890380282264e-08,6.897751994374555e-13,6.708876632972104e-12,6.76397657625264e-19,6.74262875839772e-13,1.9146585443723966e-15,6.524327163376417e-14,2.4695269917159625e-13,3.991751578333142e-20,3.935267617432111e-19,4.330174216684388e-13,1.5494926545098386e-12,9.635284249155178e-07,2.7981233953784123e-07,7.371693775677639e-06,1.3812755692038122e-06,3.8753337917025856e-05,1.2676274555789081e-05,4.9692111777913664e-05,7.60742899026283e-07,2.473379795638967e-07,1.8758399282112167e-07,4.712036100514732e-07,3.5716391524068427e-07,1.4131571235290478e-05,3.682393592584548e-08,4.871516143161996e-05,1.7348690697763837e-09,2.5520354256724645e-06,3.9422770888704175e-10,4.1275256071237753e-10,8.148032108666108e-15,5.826958909813062e-10,7.554680419812924e-08,1.2321618918521475e-07,3.4117133529874672e-09,1.26341480385753e-15,1.9994161056183643e-11,3.321188222888864e-07,3.405834405559588e-05,9.584598940529722e-11,7.429116764218052e-10
1.339278281082377e-06,0.7823630353531007,1.311805050348456e-05,1.0590348577986937e-06,4.053700268989846e-06,6.127844326476607e-05,0.0,0.0,8.464029882562647e-06,4.8659916228329285e-08,6.413135694386407e-07,1.3845866162497576e-08,8.711764499081629e-08,6.013100213408248e-19,2.3695365357877548e-14,1.622580892050252e-10,4.3561899797855106e-07,1.0268378518894863e-06,2.7946940868950606e-17,1.5388773540399195e-12,1.1643867826552367e-15,4.388596495345317e-19,1.8627762797147977e-11,2.5368785387280094e-12,8.756205222459365e-12,4.4997152336876186e-17,6.031591857378703e-19,3.490710640975879e-14,1.3918130803241704e-13,5.828586084968581e-15,5.339442490669665e-13,5.357382268174857e-17,3.28174189618963e-17,2.736619000401059e-15,3.76,0.0,0.8728713782972518,0.9990095706300095,1.2543436426707083e-05,1.615930358582665e-07,0.06151915412730154,0.049413110421015094,0.011891588808752511,1.3139825472631939e-05,0.0009684335930333298,9.687968932405273e-05,5.079048141354095e-10,8.631249471562401e-10,4.931063129702767e-15,5.202946448979441e-06,7.461482755031869e-13,4.722699032185196e-13,3.8755727835909594e-08,8.124369074430253e-13,7.258393613631951e-12,7.969665475677523e-19,7.903611786436795e-13,2.244496894078606e-15,7.648431455370816e-14,2.89259623412784e-13,4.7032632889627194e-20,4.636725363854184e-19,5.30172874227455e-13,1.6044455868887717e-12,1.0359170440906375e-06,3.2072229663932183e-07,7.782217223061158e-06,1.4688799411088569e-06,4.1631406088431336e-05,1.410094739784582e-05,5.4434428163065435e-05,8.078807181309606e-07,2.5903378501095333e-07,2.069190250426726e-07,5.242956027107544e-07,4.0603627357539587e-07,1.5543923223441435e-05,4.39814011564051e-08,5.124813154235124e-05,1.863319228103814e-09,2.7404600864683594e-06,4.6118117159895444e-10,4.694407891791284e-10,9.264139351596147e-15,6.149694600552942e-10,8.12818904360808e-08,1.3993446426191162e-07,3.6897120982054642e-09,1.4361839073368493e-15,2.2763986877802216e-11,3.743920907582033e-07,3.52090585420336e-05,1.0803425654606583e-10,7.898440524255965e-10
1.3868107282591732e-06,0.782651257915687,1.3835189275576861e-05,1.1300521661797754e-06,4.311191086776106e-06,6.679193955657549e-05,0.0,0.0,8.853114550219545e-06,5.21188761433364e-08,7.421418051847812e-07,1.619750811744446e-08,9.961461696748777e-08,6.746594553938027e-19,2.5184060104990603e-14,1.6296739591334012e-10,4.7119923469640043e-07,1.100242967651789e-06,3.4013130267218275e-17,1.7140394714088856e-12,1.4635694223195646e-15,5.156900024405569e-19,1.8692564601229616e-11,3.0174095709930033e-12,9.500495591160392e-12,5.805065299174138e-17,7.571128347275009e-19,4.197840173766099e-14,1.679208646987031e-13,6.844652306240388e-15,6.022755562752874e-13,6.626431783421695e-17,4.099167689723949e-17,3.509862911284711e-15,3.76,0.0,0.8707547628023169,0.9990079582795439,1.3848562163025908e-05,1.8016324968699573e-07,0.06362998473783658,0.05109871592106445,0.012302300212799443,1.3113043176162676e-05,0.0009684320144346235,0.00010380508097705854,5.464294511088595e-10,8.654806440649128e-10,5.0974354358825234e-15,5.57869640287537e-06,8.739844279375741e-13,5.512385255044413e-13,4.271119572490796e-08,9.510149847617194e-13,7.836520298982594e-12,9.331986261080588e-19,9.21026882707438e-13,2.6157411438840197e-15,8.913668225173418e-14,3.3684644005787145e-13,5.507204900012576e-20,5.429308744318928e-19,6.442435847295576e-13,1.659257959812398e-12,1.1110054344005236e-06,3.657910522263454e-07,8.201070445683055e-06,1.5587301385661435e-06,4.4602491809611425e-05,1.5624190135382138e-05,5.9449852265716014e-05,8.567590360183296e-07,2.7097628289629603e-07,2.2744581489183998e-07,5.810265291157853e-07,4.59222850133371e-07,1.704516780207179e-05,5.219434178651593e-08,5.385441877404678e-05,1.995857047005884e-09,2.935865819927147e-06,5.364977847011966e-10,5.311391777042735e-10,1.047861344732293e-14,6.478795926557575e-10,8.728588991655716e-08,1.582108951296332e-07,3.9849633452698476e-09,1.6241526480696375e-15,2.5781732352547833e-11,4.201099244864027e-07,3.635555817689457e-05,1.2121157625733642e-10,8.379548923975786e-10
1.4343431754359693e-06,0.7829388775727663,1.4567008395149191e-05,1.2035820162949686e-06,4.57539268427497e-06,7.259109698154676e-05,0.0,0.0,9.251855524945922e-06,5.570455265140031e-08,8.548766349650523e-07,1.8851056364487435e-08,1.1328612456945951e-07,7.545975221378129e-19,2.672988511889513e-14,1.6375920795329913e-10,5.085612505777775e-07,1.1761387701749846e-06,4.110117038741283e-17,1.9018572125771953e-12,1.8251775300699304e-15,6.056867644539834e-19,1.8765763063145608e-11,3.568761421009917e-12,1.0285589097427975e-11,7.425107169166822e-17,9.43312109656327e-19,5.0223355427305986e-14,2.0145523023887283e-13,8.00033517077936e-15,6.773180864598456e-13,8.133499309430419e-17,5.0780601290318236e-17,4.462051514521459e-15,3.76,0.0,0.86864267976278,0.9990062670556217,1.5236051153804184e-05,2.0017717546564949e-07,0.065735953381459,0.05277969289212773,0.012712266747597864,1.3086315408546533e-05,0.000968430359445086,0.00011096420047621267,5.863381045457644e-10,8.678291180057723e-10,5.263226664342802e-15,5.967880496854021e-06,1.0178138090822081e-12,6.398444221588668e-13,4.69422436807617e-08,1.106848512945775e-12,8.444309081628562e-12,1.0864091841724922e-18,1.067442218753765e-12,3.0317531808906853e-15,1.0331498055632486e-13,3.90139104193942e-13,6.411337799188626e-20,6.3206697812448845e-19,7.773760404878207e-13,1.713930531076461e-12,1.1888089310027563e-06,4.152721383686262e-07,8.628138983988458e-06,1.6507982877720963e-06,4.766543052063039e-05,1.7248577599224893e-05,6.47444078493733e-05,9.074142704592259e-07,2.8317159788835406e-07,2.491930142551829e-07,6.41496142124571e-07,5.168948164240238e-07,1.8637874203142803e-05,6.157119925300773e-08,5.653589338841634e-05,2.1324259119290704e-09,3.13834424579902e-06,6.208751415376963e-10,5.980442561717762e-10,1.1795300827152212e-14,6.814165744037619e-10,9.356442587367904e-08,1.781303912907026e-07,4.298176095409374e-09,1.8279141823930165e-15,2.9057337026186553e-11,4.694025500234055e-07,3.749824378660896e-05,1.3541468401015704e-10,8.872279278898711e-10
1.4818756226127655e-06,0.7832258968921388,1.5313435777319754e-05,1.279659339422004e-06,4.846303740765169e-06,7.8680816116656e-05,0.0,0.0,9.66068802544591e-06,5.941903481383854e-08,9.804578418701521e-07,2.1831758583805646e-08,1.281834460545709e-07,8.415958249645433e-19,2.8336075195051556e-14,1.6463998132325934e-10,5.477545821643222e-07,1.2545222231504697e-06,4.9336980113096707e-17,2.1027470807493762e-12,2.259434421437605e-15,7.106573205828999e-19,1.8848015459324308e-11,4.198746932865507e-12,1.1112980124200976e-11,9.420914159443155e-17,1.1671635391683749e-18,5.979814109150643e-14,2.4041791194661204e-13,9.310462654856433e-15,7.595633460121675e-13,9.912299939802586e-17,6.242521615430842e-17,5.62598631813852e-15,3.76,0.0,0.8665351085681235,0.9990044945142632,1.670810897348959e-05,2.2170111418640622e-07,0.06783707078333058,0.05445604759809263,0.01312149214888288,1.305964188011383e-05,0.0009684286256955888,0.00011835652338210652,6.276276765011263e-10,8.701703688008822e-10,5.428438394378219e-15,6.370564523664191e-06,1.1789337243667535e-12,7.388491006358869e-13,5.1461256954132285e-08,1.2813297168228507e-12,9.082860810005462e-12,1.257964920639239e-18,1.2308343483759821e-12,3.496022724225882e-15,1.1913817369741525e-13,4.4957964000798464e-13,7.423726715173672e-20,7.318759570543908e-19,9.318928437329024e-13,1.768464061832332e-12,1.2693438464929767e-06,4.694253588835605e-07,9.063311717253016e-06,1.7450572043471778e-06,5.0819077209015835e-05,1.8976614103560334e-05,7.032403936398802e-05,9.598823733473083e-07,2.9562578150810135e-07,2.721890874166791e-07,7.058036311130996e-07,5.792214247960676e-07,2.0324607610523067e-05,7.222683973367171e-08,5.9294395042996035e-05,2.272970182762694e-09,3.3479973102530445e-06,7.150421481252559e-10,6.703500072390835e-10,1.3217998168040844e-14,7.155709721396886e-10,1.0012306608019395e-07,1.9977952778641698e-07,4.6300776953773945e-09,2.0480540038427977e-15,3.2600612443522496e-11,5.223996555209582e-07,3.863752689688947e-05,1.5068010809020963e-10,9.376472912371275e-10
1.5294080697895616e-06,0.7835123184281519,1.6074403394978014e-05,1.3583192278250655e-06,5.1239248377788506e-06,8.50659399998243e-05,0.0,0.0,1.0080057073386634e-05,6.326458858602215e-08,1.11986137744442e-06,2.5165801697188492e-08,1.4435730355695597e-07,9.361640393967404e-19,3.000618096150514e-14,1.6561645289729517e-10,5.888295636153159e-07,1.335390436208949e-06,5.885667406675972e-17,2.3171229510601016e-12,2.777810434462599e-15,8.326032811601634e-19,1.8940011930803164e-11,4.9157951384582295e-12,1.1984217272633473e-11,1.1862704820096233e-16,1.4347859957385011e-18,7.087522785826942e-14,2.855074560554559e-13,1.0791061037824177e-14,8.49528682779551e-13,1.1999914017577614e-16,7.61918576752535e-17,7.039012707591355e-15,3.76,0.0,0.8644320287800299,0.9990026381745153,1.8266944788145556e-05,2.4480287561627864e-07,0.06993334762739734,0.05612778618036051,0.013529980199288265,1.3033022303420516e-05,0.000968426810781241,0.00012598152570652491,6.702950715532361e-10,8.725043961833829e-10,5.593072184381329e-15,6.786818054936711e-06,1.35869097877819e-12,8.49042219446429e-13,5.628107790365241e-08,1.4759035383416603e-12,9.75332553466652e-12,1.4492834397626296e-18,1.412474989746964e-12,4.012166260360625e-15,1.3672954800890509e-13,5.156260059946192e-13,8.552736752026476e-20,8.431825357783998e-19,1.110299488747427e-12,1.822859316514637e-12,1.352627476149293e-06,5.28516755619274e-07,9.506480646045957e-06,1.8414803563861358e-06,5.406230635291224e-05,2.0810734849228548e-05,7.619461401683524e-05,1.0141988439548491e-06,3.0834481426968254e-07,2.9646231593169275e-07,7.740476565496558e-07,6.463701019986332e-07,2.2107929505925097e-05,8.428264651565307e-08,6.213173322253306e-05,2.4174351893032738e-09,3.564937610923705e-06,8.197592610808378e-10,7.482479828986113e-10,1.4750454669957445e-14,7.50333615991734e-10,1.0696732493308181e-07,2.232465228139347e-07,4.9814138409255645e-09,2.285150293952056e-15,3.642124766975602e-11,5.79230428651342e-07,3.977382964431821e-05,1.6704418120703581e-10,9.89197494580266e-10
1.5769405169663578e-06,0.7837981447218888,1.684984695374578e-05,1.4395969174776991e-06,5.408258109249319e-06,9.175125605538319e-05,0.0,0.0,1.0510417305334708e-05,6.724365806842133e-08,1.2740991853668878e-06,2.888030050683298e-08,1.618578836427669e-07,1.03885394767314e-18,3.174409202222717e-14,1.66695666756149e-10,6.318372831834849e-07,1.4187406626567067e-06,6.980698146972502e-17,2.5453960708315192e-12,3.3931263220108217e-15,9.73736548160226e-19,1.904247705456894e-11,5.728984233568619e-12,1.2900904893085435e-11,1.483084075822574e-16,1.7530850134243245e-18,8.364468664743113e-14,3.374925441511519e-13,1.2459425998685736e-14,9.477581514592956e-13,1.4437000843929578e-16,9.237385283136377e-17,8.743463923151328e-15,3.76,0.0,0.8623334201281434,0.9990006955186339,1.99147718664404e-05,2.695517924017319e-07,0.07202479455678684,0.05779491465877237,0.013937734728139766,1.300645639318753e-05,0.0009684249122614617,0.00013383868392709663,7.143371968875362e-10,8.74831199796129e-10,5.757129572027342e-15,7.216714387171207e-06,1.5584814786011093e-12,9.71241352502414e-13,6.141502774446818e-08,1.6920672017333795e-12,1.0456903213352396e-11,1.6618327411261286e-18,1.6136800375508367e-12,4.5839259619524476e-15,1.5621667506902113e-13,5.887519581934965e-13,9.807030379511878e-20,9.668407570893428e-19,1.3152910947248828e-12,1.8771170628794977e-12,1.4386781042701578e-06,5.928185742018441e-07,9.957540699166321e-06,1.9400418304208292e-06,5.739401171460766e-05,2.275330730422403e-05,8.236192372672993e-05,1.070398741944539e-06,3.213346077777101e-07,3.220408030705459e-07,8.46326377814715e-07,7.185065377931843e-07,2.399039799986896e-05,9.78666068135355e-08,6.504968764035586e-05,2.565767220018363e-09,3.7892887242850694e-06,9.358187065083137e-10,8.319274150311512e-10,1.6396374214388688e-14,7.856955834237689e-10,1.1410266550440166e-07,2.486212151760802e-07,5.352948580509496e-09,2.5397742545952933e-15,4.052881460935906e-11,6.400235920301006e-07,4.090758469230526e-05,1.8454305134729067e-10,1.0418634105703272e-09
1.624472964143154e-06,0.7840833783015723,1.7639705611950537e-05,1.5235277730583336e-06,5.699306957598736e-06,9.874149788741972e-05,0.0,0.0,1.0952232786701192e-05,7.135886667579027e-08,1.4442190360982477e-06,3.300328682949518e-08,1.8073485851931926e-07,1.1502638369987044e-18,3.355406121839513e-14,1.6788499620274947e-10,6.768295423996924e-07,1.5045702972912835e-06,8.234566580348984e-17,2.787975060091423e-12,4.1196612860713695e-15,1.1364963367785874e-18,1.9156171284727643e-11,6.648075580302789e-12,1.3864704776762803e-11,1.8416896607933172e-16,2.1298335151518866e-18,9.831557204986236e-14,3.9721737493758143e-13,1.433419630581763e-14,1.054823387397517e-12,1.7268019090516934e-16,1.1129325747437293e-16,1.0787131974461576e-14,3.76,0.0,0.8602392625061047,0.9989986639922741,2.1653808000721816e-05,2.960187322657848e-07,0.07411142217419626,0.05945743893251247,0.01434475961126095,1.2979943866244161e-05,0.0009684229276601818,0.00014192747500270655,7.597509623827274e-10,8.77150779190133e-10,5.920612074403576e-15,7.660330488445034e-06,1.7797498261610908e-12,1.106291750132648e-12,6.687692853663338e-08,1.9313697715553788e-12,1.119484437903612e-11,1.8971307034709012e-18,1.8358091782833024e-12,5.215168593480318e-15,1.7773137439002135e-13,6.6944691185487e-13,1.119556438729391e-19,1.1037336817235689e-18,1.5497590955975587e-12,1.931238071931936e-12,1.5275150115905096e-06,6.626092292222075e-07,1.0416389561430567e-05,2.0407163000410786e-06,6.081310601289903e-05,2.4806632558072223e-05,8.883168697108461e-05,1.1285166997281425e-06,3.346010067309596e-07,3.4895247763968473e-07,9.227374754332683e-07,7.957947683904219e-07,2.5974568148164873e-05,1.1311339324900447e-07,6.80500086111975e-05,2.7179135052775207e-09,4.02118553507286e-06,1.0640446792861313e-09,9.21575319670856e-10,1.815941739921022e-14,8.216481849989974e-10,1.215345015033683e-07,2.759950415386645e-07,5.7454643159847015e-09,2.8124904212126224e-15,4.493277309089364e-11,7.049074362339905e-07,4.2039235151161566e-05,2.0321269189853833e-10,1.095630254540976e-09
1.67200541131995e-06,0.7843680216828404,1.8443921740968768e-05,1.6101472749696293e-06,5.997075828991188e-06,0.00010604134694794464,0.0,0.0,1.1405976827814125e-05,7.561301822836662e-08,1.6313043723979057e-06,3.756369911337207e-08,2.0103740755610786e-07,1.2710433199470056e-18,3.544073000907603e-14,1.691921618762943e-10,7.238588179002785e-07,1.5928768742978926e-06,9.664194527809224e-17,3.0452659123566393e-12,4.9732658213294085e-15,1.3235672112697892e-18,1.9281892276005504e-11,7.683548768452349e-12,1.4877338007240486e-11,2.2724807028506253e-16,2.573759586717958e-18,1.151173843177296e-13,4.656073477587755e-13,1.6435430196540835e-14,1.1713244888435369e-12,2.0541454607275283e-16,1.3330265640439295e-16,1.3223766998876465e-14,3.76,0.0,0.8581495359678459,0.9989965410046856,2.3486275846482536e-05,3.242761083501308e-07,0.07619324104227225,0.06111536478098951,0.014751058770791121,1.2953484441475254e-05,0.0009684208544660461,0.0001502473763896911,8.065332806993608e-10,8.794631338232082e-10,6.083521188166351e-15,8.117746945820471e-06,2.0239889084477104e-12,1.2550660972213783e-12,7.268112540440413e-08,2.195411704538336e-12,1.1968450770283772e-11,2.156744563505003e-18,2.080265501585887e-12,5.909884405567337e-15,2.0140967572190495e-13,7.582158017645523e-13,1.2727586809525943e-19,1.2547730851489377e-18,1.816797887058605e-12,1.9852231179202093e-12,1.6191584837901788e-06,7.381732688942598e-07,1.0882927520394479e-05,2.143478996900601e-06,6.431852048882281e-05,2.697294664763743e-05,9.560955052925411e-05,1.1885869343024102e-06,3.481497908469157e-07,3.772250972968309e-07,1.0033781682289829e-06,8.783972546356714e-07,2.8062992253746612e-05,1.3016444000880042e-07,7.1134417395818e-05,2.8738221957845683e-09,4.260774567563024e-06,1.2052935217919173e-09,1.0173765948964067e-09,2.004320344802703e-14,8.581829516865916e-10,1.29268199165652e-07,3.05461013475303e-07,6.159761800027722e-09,3.103856956595498e-15,4.9642475697549445e-11,7.740098504287611e-07,4.316923450218143e-05,2.230889110512915e-10,1.150483568036716e-09
1.7195378584967462e-06,0.7846520773690429,1.926244071785845e-05,1.6994910079784038e-06,6.301570035946649e-06,0.00011365543409365971,0.0,0.0,1.1872131802443618e-05,8.000909797080453e-08,1.836474165620761e-06,4.259137251921537e-08,2.2281423856059292e-07,1.401898589480882e-18,3.740915493878077e-14,1.7062524717420035e-10,7.7297822577423e-07,1.6836580652281597e-06,1.1287691412302038e-16,3.3176719956865175e-12,5.9714794637622834e-15,1.5378981857788395e-18,1.9420476129111716e-11,8.846637753277882e-12,1.5940586971642877e-11,2.7872094935590404e-16,3.0946418272535276e-18,1.3430161517608275e-13,5.436750608824571e-13,1.8784684433215527e-14,1.2978909083282836e-12,2.431005552552002e-16,1.5878702576266945e-16,1.6113606236324117e-14,3.76,0.0,0.8560642207241137,0.9989943239289129,2.5414403194828234e-05,3.54397887803264e-07,0.0782702616839816,0.06276869786469569,0.0151566361750145,1.2927077839771777e-05,0.0009684186901325985,0.00015879786605882146,8.546810673723692e-10,8.817682630588303e-10,6.245858389685641e-15,8.589047913405645e-06,2.292739480879583e-12,1.4184642691105888e-12,7.884250897139658e-08,2.4858443965513014e-12,1.2779075925753273e-11,2.4422903909550692e-18,2.3484951085443314e-12,6.672186020640775e-15,2.2739178106049635e-13,8.555789415502754e-13,1.441263382726917e-19,1.4208991521668351e-18,2.1197114318283437e-12,2.0390729783100996e-12,1.7136298210923533e-06,8.198013393150019e-07,1.1357057328408957e-05,2.2483056836453096e-06,6.790920438943191e-05,2.9254421851264937e-05,0.0001027010911299443,1.2506432587589516e-06,3.6198667673624145e-07,4.0688625164278696e-07,1.088345226543892e-06,9.664749546431144e-07,3.0258220154227623e-05,1.491680137961157e-07,7.430460651858011e-05,3.033442337349305e-09,4.50821431844418e-06,1.3604538814741923e-09,1.1195141119674045e-09,2.2051311987066974e-14,8.952916234213447e-10,1.373090790981185e-07,3.37113694287579e-07,6.5966601318246684e-09,3.414425924232665e-15,5.4667172310288004e-11,8.474583506703068e-07,4.4298046525532574e-05,2.442073604984346e-10,1.2064092034352237e-09
1.7670703056735423e-06,0.7849355478515229,2.0095210740947052e-05,1.7915946510515266e-06,6.612795613324784e-06,0.0001215883410490722,0.0,0.0,1.2351188969076273e-05,8.455027352694486e-08,2.060882782438736e-06,4.8117029434298335e-08,2.4611360819562595e-07,1.5435981308220563e-18,3.946483534288654e-14,1.7219271234586333e-10,8.242414882407996e-07,1.7769116770613167e-06,1.3124396467623264e-16,3.6055940539781855e-12,7.13365344621558e-15,1.7827229260331915e-18,1.957279859810074e-11,1.0149368064657445e-11,1.7056297531080645e-11,3.399118406835216e-16,3.703412724004376e-18,1.5614337987676832e-13,6.325266326629231e-13,2.1405096000151155e-14,1.4351823521199455e-12,2.863107442835077e-16,1.8816565659852708e-16,1.95239333157194e-14,3.76,0.0,0.8539832971391911,0.9989920101019957,2.7440423195518642e-05,3.8645959876747316e-07,0.08034249458297507,0.064417443726045,0.015561495838199881,1.2900723783984278e-05,0.0009684164320784797,0.000167578422513068,9.041912409085074e-10,8.840661661651021e-10,6.407625135187584e-15,9.074321061003977e-06,2.5875897477041636e-12,1.5974130860264126e-12,8.537653798984035e-08,2.8043697262408036e-12,1.3628125743664355e-11,2.7554325614514105e-18,2.6419867180636126e-12,7.506307313099239e-15,2.5582202646802665e-13,9.620718823550834e-13,1.6260526658135652e-19,1.6030801702541062e-18,2.4620198253422245e-12,2.0927884337630087e-12,1.8109513489258771e-06,9.07790148428779e-07,1.1838684075922667e-05,2.355172628367745e-06,7.158412439859156e-05,3.1653167948527586e-05,0.00011011181701332901,1.3147190932957576e-06,3.761173197036195e-07,4.379633651295892e-07,1.1777349829209792e-06,1.060187390694768e-06,3.256279949588132e-05,1.7027927982030066e-07,7.756224005984058e-05,3.1967238432952798e-09,4.763675590953286e-06,1.5304468470412676e-09,1.2281687994486007e-09,2.4187284684982772e-14,9.329661385906157e-10,1.4566241805851365e-07,3.710491755887103e-07,7.056996749479015e-09,3.744743540524503e-15,6.00160143310666e-11,9.25380106037092e-07,4.5426145231641764e-05,2.666035434782643e-10,1.2633933094264698e-09
