Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72)
9.104325660378111e-09,0.7427428339847103,2.1696986526752738e-09,8.401000387833917e-12,8.282454473702286e-12,4.741371621500984e-11,0.0,0.0,3.959196550847162e-08,1.604043725746667e-12,3.6514972043894014e-14,7.454252242390862e-23,8.2610247061566e-17,5.978787015774233e-37,1.1957505109388481e-27,2.489430567661063e-28,2.035523225341437e-28,4.0050287230385075e-11,3.298112366662377e-33,1.308246739971822e-20,2.8018293458776896e-31,1.1547811983358106e-38,7.582141397918943e-30,8.554924832492375e-30,1.2157291879488789e-20,1.1188669183178018e-38,4.319591356920222e-41,2.810327056177777e-43,4.865729871582675e-59,7.824597794275422e-51,1.8145816935185645e-19,1.217793498573538e-47,8.233041407862712e-39,1.1905997888206164e-46,3.76,0.0,0.6842360257522454,0.9990069879724383,9.446155172996394e-14,6.473450551656052e-38,0.0003379010784535669,0.00026279427856108105,6.428460947548065e-05,1.0813411712951708e-05,0.00099297230585539,3.6604280983198106e-09,8.424109688823827e-16,6.467494099536259e-10,2.6875193378352388e-17,1.588803550583025e-10,2.0089854504824936e-24,2.144521657431579e-23,4.5392060685500234e-13,2.529412704525024e-24,5.203746538399353e-15,1.8827427234869417e-30,2.2512086051969276e-23,4.59423027436157e-26,1.4141352499192677e-24,1.1953984514908104e-23,1.1367310503411268e-31,1.1016981214828982e-30,8.394367435029972e-27,9.300217185309434e-15,4.005053115236522e-11,1.1999704771336712e-16,2.8828976655651066e-08,5.971352921143927e-09,3.7096818115403625e-09,7.587377725187275e-12,2.014041631630904e-09,3.3896749133883443e-10,3.415359829664687e-10,1.057947667392445e-11
9.334149525695293e-09,0.7427439972675877,2.276447262179344e-09,9.019496524189188e-12,8.91601435829353e-12,5.102088331367518e-11,0.0,0.0,4.059146159814021e-08,1.6859827364209146e-12,3.941382654941487e-14,8.250555493716185e-23,8.902850970457669e-17,7.149705145774607e-37,1.3511826860595432e-27,2.81553249604358e-28,2.3243111729092532e-28,4.211264056995968e-11,4.029992255263489e-33,1.4479921763241205e-20,3.35070460315187e-31,1.415163698282886e-38,8.689041140998325e-30,9.690403677881853e-30,1.3048207283781309e-20,1.355622714176193e-38,5.020180020524746e-41,3.4275803650999302e-43,6.498527085184503e-59,9.626096704451843e-51,1.952671703828102e-19,1.5292641114543203e-47,9.791995370341389e-39,1.5017838452994548e-46,3.76,0.0,0.6842274971913683,0.9990069869670156,1.042697866493237e-13,7.771119021040898e-38,0.00034642878148718846,0.0002696819292983625,6.59206494995751e-05,1.0817001370187744e-05,0.0009929723048181028,3.852608510917882e-09,9.085431710103308e-16,6.470428706866715e-10,2.7609907092143414e-17,1.672298574774794e-10,2.321572265655689e-24,2.4253195964663064e-23,4.778804896134374e-13,2.924921313230408e-24,5.382653775002663e-15,2.1847328982096877e-30,2.5593290199865963e-23,5.255312604957154e-26,1.6209993498538539e-24,1.354862770933355e-23,1.3184531585578479e-31,1.2781786081623572e-30,9.947841443416985e-27,9.544585230259228e-15,4.2112903565794685e-11,1.2908925587945732e-16,2.9520596233226962e-08,6.063103785817104e-09,3.8799336725931184e-09,8.14457691209087e-12,2.10988907854351e-09,3.557858241176199e-10,3.5608559346171365e-10,1.0906278882738052e-11
9.563973391012474e-09,0.7427451605369968,2.385579333748783e-09,9.666774984079452e-12,9.580678046768985e-12,5.48031751794413e-11,0.0,0.0,4.159096162176032e-08,1.7699595727511764e-12,4.246304872326626e-14,9.109260049121423e-23,9.576888653048325e-17,8.51580329774836e-37,1.5221835582303693e-27,3.174707644802634e-28,2.64570376262858e-28,4.4226823695714116e-11,4.900016041271234e-33,1.5986294563355018e-20,3.989725772453687e-31,1.7256924547177045e-38,9.924485404221439e-30,1.0943029747332053e-29,1.397884130859892e-20,1.634872669141585e-38,5.813117994734255e-41,4.160083433751586e-43,8.61969044176402e-59,1.1783501655573064e-50,2.097409312254532e-19,1.9096944399807054e-47,1.159622495807181e-38,1.8837255793548797e-46,3.76,0.0,0.6842189687353802,0.9990069859614081,1.1481855092385155e-13,9.288332933876903e-38,0.0003549563831990672,0.00027656998089922323,6.755669921556525e-05,1.08200685495579e-05,0.0009929723037692714,4.0497581136266604e-09,9.78036621205018e-16,6.472964118535806e-10,2.8344678047250514e-17,1.7579528182637317e-10,2.673210375507432e-24,2.73440043625839e-23,5.02464336905564e-13,3.370058640515023e-24,5.561987829712936e-15,2.5256357468911707e-30,2.900460961652864e-23,5.99123290561082e-26,1.8516956493152223e-24,1.530828089598308e-23,1.5235091020008786e-31,1.4773681478545997e-30,1.1739723185584373e-26,9.788954870336256e-15,4.4227106735091825e-11,1.3867107711094709e-16,3.021053422346512e-08,6.152947287062147e-09,4.053213332042108e-09,8.726989053679108e-12,2.2076744533639064e-09,3.729671995230216e-10,3.7081313062089906e-10,1.1233651386123506e-11
9.793797256329656e-09,0.742746323792937,2.4970838657611927e-09,1.034341208425933e-11,1.0277154846657516e-11,5.87644471422035e-11,0.0,0.0,4.2590465524268606e-08,1.8559740028873415e-12,4.5666477420888746e-14,1.0033562292017197e-22,1.0283906733535743e-16,1.0104144729357004e-36,1.709867351136491e-27,3.569376694356529e-28,3.0024859311479656e-28,4.6392836668428145e-11,5.9299007220930294e-33,1.760705522544298e-20,4.730989991671541e-31,2.0944592013974283e-38,1.1299715336602893e-29,1.2321590154632097e-29,1.4949821377328003e-20,1.9629457014296744e-38,6.707940996271127e-41,5.025750718068803e-43,1.1358429195460025e-58,1.4356100201020822e-50,2.2489334483719817e-19,2.372098516321026e-47,1.3676840096757322e-38,2.3502348325600704e-46,3.76,0.0,0.6842104403842755,0.9990069849556129,1.261437372711511e-13,1.1055731195163648e-37,0.0003634838835907965,0.0002834583633945954,6.919275490270942e-05,1.0822686945105972e-05,0.0009929723027110127,4.251877175670098e-09,1.050972201299483e-15,6.475156639615667e-10,2.90794964122871e-17,1.845766350552117e-10,3.067628816896366e-24,3.073792091608152e-23,5.276722180357737e-13,3.869579748368379e-24,5.74170920179831e-15,2.9092867443361143e-30,3.2772024835983184e-23,6.808255180864265e-26,2.1082569156140844e-24,1.7245295657853563e-23,1.7541903261289245e-31,1.7015018365734782e-30,1.3799397028310122e-26,1.0033325420858858e-14,4.639314074510634e-11,1.4876276913366644e-16,3.089879735493763e-08,6.2409360287382965e-09,4.229480809682756e-09,9.335054930594954e-12,2.3073823990916923e-09,3.9050826783557897e-10,3.8571313626858364e-10,1.1561582626119085e-11
9.999999999999999e-09,0.7427474870354078,2.5991383448721288e-09,1.0975962392624347e-11,1.0929706107727127e-11,6.247406946929173e-11,0.0,0.0,4.348724443566485e-08,1.934881967268251e-12,4.8675062784505225e-14,1.092138834985486e-22,1.0946959001513004e-16,1.1743047621002553e-36,1.8934151502910952e-27,3.9557702946631056e-28,3.35513996565075e-28,4.838034149418478e-11,7.01005135921833e-33,1.9163190144945032e-20,5.49405348047668e-31,2.4823941884165975e-38,1.266234906114439e-29,1.3673208114868224e-29,1.5855849472285603e-20,2.3046617915323986e-38,7.605934313661507e-41,5.932307629161709e-43,1.4471417403994677e-58,1.7072895907960817e-50,2.3907734523403753e-19,2.8690809115451055e-47,1.5806847663206025e-38,2.853939817771646e-46,3.76,0.0,0.6842027886598577,0.999006984053031,1.369959017894496e-13,1.2882326597818856e-37,0.00037113484776048585,0.00028963899523836096,7.066066048001748e-05,1.0824706477491642e-05,0.0009929723017550595,4.4374523499582445e-09,1.1194074535247177e-15,6.47687187394341e-10,2.973882409080374e-17,1.9263923143230493e-10,3.4611852299100804e-24,3.405836958880193e-23,5.508204250266908e-13,4.368210928662394e-24,5.903259006632595e-15,3.293255073098033e-30,3.647772783588901e-23,7.615756407333438e-26,2.3622253738552516e-24,1.9144800855993685e-23,1.9849822945295825e-31,1.9257903687675918e-30,1.5901667441967673e-26,1.0252580042358579e-14,4.8380665311550445e-11,1.5826854382653092e-16,3.1514901385950535e-08,6.318344858412398e-09,4.390142562870941e-09,9.902816124670668e-12,2.3984664176992435e-09,4.065498778481331e-10,3.992241978449418e-10,1.1856277000926387e-11
1.0023621121646838e-08,0.7427474870354078,2.610949992615827e-09,1.1049979434003488e-11,1.100615187708892e-11,6.290853667728914e-11,0.0,0.0,4.358997325284611e-08,1.9440257948904764e-12,4.9027951617064857e-14,1.102673924008844e-22,1.1024672765280325e-16,1.1944808385096643e-36,1.9153971455363872e-27,4.0020719155875653e-28,3.3976076169126512e-28,4.8610679439428506e-11,7.144123963807874e-33,1.9347800779433713e-20,5.587872737111212e-31,2.530621246632641e-38,1.2826641546586055e-29,1.3835294257151926e-29,1.59617622627427e-20,2.3469289351840225e-38,7.714917204019111e-41,6.044748037455168e-43,1.4873907201794401e-58,1.7411311504662906e-50,2.407381927913739e-19,2.9315406305278404e-47,1.6067989492194632e-38,2.9173943247557625e-46,3.76,0.0,0.6842019121380484,0.9990069839496276,1.3828204646533326e-13,1.3107367365463277e-37,0.0003720112826639228,0.0002903470166866118,7.08288133659631e-05,1.0824919854596224e-05,0.0009929723016453783,4.458965920167135e-09,1.1274305596560458e-15,6.477054632022853e-10,2.9814353742869304e-17,1.935739220774695e-10,3.508806575392783e-24,3.4456109746495783e-23,5.535041928831445e-13,4.4285587312162164e-24,5.921781973804139e-15,3.339787060321649e-30,3.692284980063237e-23,7.712988535155368e-26,2.392830254653799e-24,1.9372608436083525e-23,2.0129463840162313e-31,1.952969360459731e-30,1.6159016026312839e-26,1.0277696293872773e-14,4.861100557123518e-11,1.5938545244800117e-16,3.1585392384673105e-08,6.327121211554412e-09,4.408697128332947e-09,9.969209504026166e-12,2.408997904816299e-09,4.0840569603916016e-10,4.0078035605331314e-10,1.1890063048279265e-11
1.025344498696402e-08,0.7427486502644084,2.727166983465809e-09,1.1787043987238098e-11,1.1768374095222102e-11,6.723926362585637e-11,0.0,0.0,4.458948475686891e-08,2.0341147167376374e-12,5.255131037233558e-14,1.209214855061817e-22,1.1799952877360418e-16,1.4071144071706337e-36,2.1399856671315714e-27,4.475439375325529e-28,3.8341893878390525e-28,5.088035186608627e-11,8.57019558444313e-33,2.121425537865861e-20,6.575128300332418e-31,3.0445117062556364e-38,1.4517865242404238e-29,1.5493782918338897e-29,1.7015266348997273e-20,2.794737381482189e-38,8.845086610003041e-41,7.239711557298652e-43,1.9361255293722497e-58,2.1025573771262125e-50,2.572891462078548e-19,3.60539708896718e-47,1.8807072189008045e-38,3.603867569496328e-46,3.76,0.0,0.6841933839966932,0.9990069829434477,1.5127098485622677e-13,1.5480998979107801e-37,0.00038053858041995313,0.0002972358891530391,7.246487186163512e-05,1.0826821649312915e-05,0.0009929723005759935,4.671024530650172e-09,1.2074921110701214e-15,6.478699637500313e-10,3.054924278553866e-17,2.027871460578513e-10,4.000982369569887e-24,3.852063433086415e-23,5.799603130467953e-13,5.052401121960954e-24,6.1021734947926255e-15,3.821514336028563e-30,4.1485764607836034e-23,8.712396434720991e-26,2.7076802557917752e-24,2.1703752662031474e-23,2.3023913208269697e-31,2.2343212549113762e-30,1.8853685021077805e-26,1.0522066984460496e-14,5.0880701094919874e-11,1.705611341501846e-16,3.227032609750747e-08,6.4115526704744e-09,4.590824287540301e-09,1.0629882061442743e-11,2.512506296892956e-09,4.2665616880050674e-10,4.160097318618124e-10,1.2219084825051424e-11
1.0483268852281201e-08,0.7427498134799381,2.8457242409343917e-09,1.2555168094045622e-11,1.2564524322438524e-11,7.176043041320398e-11,0.0,0.0,4.558899998785971e-08,2.12624053632656e-12,5.62403928042205e-14,1.3233228525174159e-22,1.26105117767628e-16,1.6520042356920434e-36,2.3848960607359474e-27,4.992241125811135e-28,4.315528120171716e-28,5.3201853725098497e-11,1.0238948242262087e-32,2.3212269821507806e-20,7.708995591441583e-31,3.647758180133989e-38,1.6386699374128765e-29,1.7307137724820798e-29,1.8110923888604438e-20,3.31518815371726e-38,1.0110301904922425e-40,8.635982127165918e-43,2.5058612477212126e-58,2.5285304805512514e-50,2.7455976668107544e-19,4.413643869027716e-47,2.193495807764942e-38,4.4312399636016385e-46,3.76,0.0,0.6841848559602042,0.9990069819370696,1.651488619186486e-13,1.8218394015977868e-37,0.0003890657768603599,0.00030412493645145194,7.410092803368512e-05,1.0828439033492453e-05,0.000992972299505712,4.8880531566505735e-09,1.291237036786426e-15,6.480127339872459e-10,3.128415730971501e-17,2.1221630865906314e-10,4.548664542310099e-24,4.2954471736213033e-23,6.070406228456212e-13,5.746856423653784e-24,6.282854090434977e-15,4.359133584089288e-30,4.6490848146938586e-23,9.813805941446303e-26,3.0551921274473563e-24,2.425287082226597e-23,2.6253101310695815e-31,2.548275235334539e-30,2.1921650813469727e-26,1.0766437058987114e-14,5.320222711692813e-11,1.823127313431201e-16,3.29536053052944e-08,6.4942789111242265e-09,4.7758252379853254e-09,1.1317496358506688e-11,2.6178932303543655e-09,4.452563893319234e-10,4.313963944373723e-10,1.254864161871796e-11
1.0713092717598383e-08,0.7427509766819963,2.9666112998104846e-09,1.3354909551557594e-11,1.339530327029489e-11,7.64758222649656e-11,0.0,0.0,4.6588518899440344e-08,2.2204030214802215e-12,6.009903806253987e-14,1.4453498113755812e-22,1.3457112750764527e-16,1.9332219622297117e-36,2.6514426510112184e-27,5.555357378492052e-28,4.845102727199495e-28,5.557518472387636e-11,1.2184848172033261e-32,2.534782107568317e-20,9.007309422616669e-31,4.353410303799597e-38,1.844718976813059e-29,1.9285890158227055e-29,1.9249313254444582e-20,3.918079393150632e-38,1.1523270974295303e-40,1.0261855648586586e-42,3.2255342820345356e-58,3.0287939835196954e-50,2.925635072046625e-19,5.37917199930108e-47,2.5496217478780425e-38,5.424395738688556e-46,3.76,0.0,0.6841763280285758,0.9990069809304924,1.7995478783145928e-13,2.1365655122137036e-37,0.00039759287198658596,0.0003110141204939829,7.573697985910849e-05,1.0829812124108391e-05,0.0009929722984351784,5.110051918487468e-09,1.3787452846108697e-15,6.481368390043142e-10,3.201909196363372e-17,2.218614102533876e-10,5.1566410564933915e-24,4.778152671383708e-23,6.347451601918437e-13,6.5180307631888344e-24,6.463796797872423e-15,4.957608209120378e-30,5.196961062488114e-23,1.102491691786884e-25,3.4378748231624456e-24,2.703472645805694e-23,2.9846652867937037e-31,2.8977225977026303e-30,2.540449948642009e-26,1.1010806145066448e-14,5.557558336874194e-11,1.9466409416649316e-16,3.363523684600291e-08,6.575347145227382e-09,4.963663856562448e-09,1.2032470757255658e-11,2.7251446805514905e-09,4.642030801514219e-10,4.4693565621056687e-10,1.2878728378126636e-11
1.0942916582915564e-08,0.7427521398705824,3.0898178257197097e-09,1.4186821654248101e-11,1.4261409566228252e-11,8.138920742115921e-11,0.0,0.0,4.7588041447285216e-08,2.316601939951303e-12,6.41310853082029e-14,1.5756556918489565e-22,1.4340517669474908e-16,2.255251868988103e-36,2.9409916900490967e-27,6.1677886625184465e-28,5.426579936456812e-28,5.800034451033047e-11,1.4446326818102924e-32,2.7627011804908915e-20,1.048961742326544e-30,5.17607661416805e-38,2.0714136244899495e-29,2.1441030721900552e-29,2.0431001186862697e-20,4.6142740802172307e-38,1.3097601085919185e-40,1.214885015161726e-42,4.130159188180447e-58,3.614305083865842e-50,3.113137130920049e-19,6.528132567912906e-47,2.9539359923898875e-38,6.611933604692355e-46,3.76,0.0,0.6841678002018025,0.9990069799237158,1.957286710860832e-13,2.4973562171365823e-37,0.0004061198658000493,0.00031790340856619793,7.737302560099987e-05,1.0830975378863866e-05,0.0009929722973638334,5.337020911383332e-09,1.4700965691029788e-15,6.482449115017426e-10,3.275404215055502e-17,2.3172245010451358e-10,5.829989592374427e-24,5.302664566137704e-23,6.63073957356124e-13,7.372399663354291e-24,6.644977123316728e-15,5.622211145543332e-30,5.795502597870224e-23,1.2353811202618944e-25,3.858364157848395e-24,3.006471610089968e-23,3.3836033348541762e-31,3.285734687074545e-30,2.934736094559061e-26,1.1255173922961539e-14,5.800076952234297e-11,2.0764002847506189e-16,3.431522758272708e-08,6.654803325096493e-09,5.154304922120223e-09,1.2775218360665664e-11,2.834246935016679e-09,4.834929837534096e-10,4.6262300434816715e-10,1.3209341163970662e-11
1.1172740448232746e-08,0.742753303045696,3.215333613769014e-09,1.505145324363567e-11,1.5163539779005426e-11,8.65043373480524e-11,0.0,0.0,4.858756758907543e-08,2.4148370594265234e-12,6.834037369495539e-14,1.7146085196943146e-22,1.5261486988512577e-16,2.623022544633974e-36,3.2549620920626196e-27,6.832657968279654e-28,6.063820114120623e-28,6.047733268128798e-11,1.706613423421756e-32,3.005606989797645e-20,1.2177302741623892e-30,6.132071181970158e-38,2.320311371172427e-29,2.3784018022649356e-29,2.1656543035914686e-20,5.41578891094295e-38,1.4847844855807642e-40,1.4331990277049455e-42,5.261936514299689e-58,4.29735517682007e-50,3.3082362289222363e-19,7.890313347967475e-47,3.411708225297274e-38,8.02662407530698e-46,3.76,0.0,0.6841592724798786,0.9990069789167396,2.1251121612419175e-13,2.9097933772445625e-37,0.00041464675830214554,0.0003247927725690127,7.900906376817117e-05,1.0831958394598424e-05,0.0009929722962914557,5.56896020900489e-09,1.5653703718367859e-15,6.483392127914451e-10,3.3489003922257316e-17,2.4179942652397166e-10,6.574087744190096e-24,5.871563045979453e-23,6.920270416386427e-13,8.31682092988583e-24,6.826372820536275e-15,6.358536109776549e-30,6.448156417340816e-23,1.3808961755658904e-25,4.319425913983024e-24,3.335888114542018e-23,3.825461561530332e-31,3.715569432383981e-30,3.3799120747940574e-26,1.1499540118164498e-14,6.047778519862943e-11,2.2126631819095194e-16,3.499358440262762e-08,6.732692177206981e-09,5.347714091843106e-09,1.354614714369121e-11,2.945186585542822e-09,5.031228632005334e-10,4.784540940229283e-10,1.3540476998442346e-11
1.1402564313549928e-08,0.7427544662073361,3.343148587164178e-09,1.5949348757397203e-11,1.6102388443907297e-11,9.182494694779785e-11,0.0,0.0,4.958709728445402e-08,2.5151081475308706e-12,7.273074235368612e-14,1.8625843865114477e-22,1.6220779751798125e-16,3.0419401890279895e-36,3.594826155431928e-27,7.553212876299794e-28,6.760883135391256e-28,6.300614878972649e-11,2.009171513897156e-32,3.264134800002335e-20,1.4093712690400766e-30,7.239570476193806e-38,2.5930493222279677e-29,2.63267878076686e-29,2.2926482998828465e-20,6.335888421067011e-38,1.6789548086359768e-40,1.6850109877088925e-42,6.671533108670957e-58,5.091699420643834e-50,3.5110636930113123e-19,9.49954911412173e-47,3.9286526150792767e-38,9.705911626860227e-46,3.76,0.0,0.6841507448627986,0.9990069779095628,2.3034392100426013e-13,3.380000833807602e-37,0.000423173549494252,0.00033168218836703375,8.064509308043976e-05,1.0832786593609687e-05,0.0009929722952184937,5.805869866506916e-09,1.6646459417206546e-15,6.484216852343197e-10,3.422397388746869e-17,2.520923370056067e-10,7.394623313752194e-24,6.487525219165994e-23,7.216044359577241e-13,9.358547650450835e-24,7.007963688548701e-15,7.172508964135651e-30,7.158522338384536e-23,1.5399241772751686e-25,4.8239589375477575e-24,3.693391966083433e-23,4.313774722938043e-31,4.1906779459591535e-30,3.8812639289421964e-26,1.1743904494993672e-14,6.300662997465027e-11,2.355697473529311e-16,3.5670314215820423e-08,6.809057234876917e-09,5.543857878258304e-09,1.4345660080874936e-11,3.0579505204727126e-09,5.230895026452057e-10,4.944247419043789e-10,1.3872133735969035e-11
1.163238817886711e-08,0.7427556293555024,3.4732527958002537e-09,1.6881048277896114e-11,1.7078648087638783e-11,9.73547547657918e-11,0.0,0.0,5.058663049498184e-08,2.6174149718317265e-12,7.730603037895291e-14,2.0199674500142625e-22,1.7219153594445412e-16,3.5179236026872905e-36,3.962110272340539e-27,8.332827671795695e-28,7.522034299692804e-28,6.55867923509842e-11,2.3575608531400238e-32,3.538932304594245e-20,1.6264293495699803e-30,8.518780938240572e-38,2.8913462995594796e-29,2.9081761956761256e-29,2.4241354352747137e-20,7.389184542852324e-38,1.8939299577009876e-40,1.9746173460727823e-42,8.419557343391307e-58,6.01269581284233e-50,3.721749800668386e-19,1.1394167805780544e-46,4.5109545242248775e-38,1.1692465005297722e-45,3.76,0.0,0.6841422173505568,0.9990069769021841,2.4926907509670377e-13,3.91468453387845e-37,0.0004317002393777294,0.00033857163522917815,8.228111243883268e-05,1.0833481812787712e-05,0.0009929722941454328,6.047749923145013e-09,1.76800229536795e-15,6.484939972523857e-10,3.495894913325974e-17,2.6260117834100924e-10,8.297604698907282e-24,7.153326474675817e-23,7.518061593659821e-13,1.0505241302664693e-23,7.189731386977034e-15,8.070399189931712e-30,7.930356205937772e-23,1.7133933768647748e-25,5.374998223515439e-24,4.080719814204758e-23,4.8522818397612015e-31,4.7147111863202614e-30,4.444497842267912e-26,1.1988266851101282e-14,6.558730338981502e-11,2.5057812188354905e-16,3.634542395422497e-08,6.883940870076325e-09,5.742703626851723e-09,1.5174155270615464e-11,3.172525917193018e-09,5.433897077881787e-10,5.105309198694395e-10,1.420430995222964e-11
1.1862212044184291e-08,0.7427567924901942,3.6056364148252645e-09,1.784708758012653e-11,1.8093009252955525e-11,1.0309746319571233e-10,0.0,0.0,5.158616718409435e-08,2.721757299842882e-12,8.207007681741728e-14,2.1871499342784024e-22,1.8257364745736427e-16,4.0574409028308145e-36,4.358395626237537e-27,9.17500544519683e-28,8.35175028953892e-28,6.821926284808888e-11,2.7575871782869465e-32,3.830659579582585e-20,1.8716731308592597e-30,9.99211775454239e-38,3.2170049387189337e-29,3.206185743000587e-29,2.560167968282495e-20,8.591741780898761e-38,2.1314783013959867e-40,2.3067617220237594e-42,1.0578254072712885e-57,7.077454256748484e-50,3.9404237888970196e-19,1.3617474771793936e-46,5.165298186215139e-38,1.403477916052287e-45,3.76,0.0,0.6841336899431478,0.9990069758946027,2.693297568072795e-13,4.521174736846464e-37,0.0004402268279539252,0.0003454610953486676,8.391712090001913e-05,1.0834062809152983e-05,0.0009929722930723378,6.294600404517644e-09,1.875518217511163e-15,6.485575819538451e-10,3.5693927157596054e-17,2.7332594671856963e-10,9.289371374785572e-24,7.871841832076554e-23,7.826322275031145e-13,1.1764984968302981e-23,7.371659267620047e-15,9.058831467306868e-30,8.767573087031762e-23,1.9022738628527195e-25,5.975717990716635e-24,4.4996763201437174e-23,5.4449330548583816e-31,5.2915266828308786e-30,5.0757635572715524e-26,1.223262701277722e-14,6.821980495122299e-11,2.6632029109373977e-16,3.701892057038414e-08,6.957384324388979e-09,5.944219494277236e-09,1.6032026056181324e-11,3.2889002348273058e-09,5.640203062809536e-10,5.267687489310059e-10,1.4537004848895814e-11
1.2092035909501473e-08,0.7427579556114111,3.740289743177798e-09,1.8847998179075002e-11,1.9146160522998826e-11,1.0905675868219537e-10,0.0,0.0,5.258570731705927e-08,2.8281348990284602e-12,8.702672065790941e-14,2.3645321299693064e-22,1.9336168032166071e-16,4.6675480073470405e-36,4.785318877359819e-27,1.0083380178922267e-27,9.254725171921801e-28,7.090355973633403e-11,3.2156530133542964e-32,4.13998903723646e-20,2.1481099639051818e-30,1.1684395327583785e-37,3.5719137805471014e-29,3.528049517103652e-29,2.7007971105749264e-20,9.961188194720797e-38,2.393483105227521e-40,2.6866710385859795e-42,1.323344670840198e-57,8.304996111069002e-50,4.1672138631635026e-19,1.6218277412897736e-46,5.898895361105775e-38,1.67878324573254e-45,3.76,0.0,0.6841251626405661,0.9990069748868188,2.9056983132841954e-13,5.207470365194156e-37,0.0004487533152241745,0.0003523505534308189,8.555311765435509e-05,1.083454569399202e-05,0.0009929722919990098,6.54642132449151e-09,1.9872722614528527e-15,6.486136703027059e-10,3.642890581142211e-17,2.8426663780854277e-10,1.0376604465806388e-23,8.64604728124805e-23,8.140826529935874e-13,1.3146296650943205e-23,7.553732220876573e-15,1.0144797359403356e-29,9.674250453518897e-23,2.1075784627282984e-25,6.629434745929698e-24,4.952135320230765e-23,6.095896552333453e-31,5.925195320812065e-30,5.781678541585504e-26,1.2476984830919808e-14,7.090413413823924e-11,2.828261689432555e-16,3.769081103626555e-08,7.029427739149436e-09,6.148374427143537e-09,1.6919661143557864e-11,3.4070612071226963e-09,5.849781480781869e-10,5.431344933819155e-10,1.4870218171804475e-11
1.2321859774818655e-08,0.7427591187191526,3.877203202099558e-09,1.988430737650047e-11,2.0238788545330358e-11,1.1523631192110845e-10,0.0,0.0,5.358525086093484e-08,2.936547536806734e-12,9.217980082288715e-14,2.5525223945540097e-22,2.0456316880545254e-16,5.3559289276719486e-36,5.244572836543412e-27,1.1061718820700752e-27,1.0235876441108208e-27,7.363968244721056e-11,3.7388052535313106e-32,4.4676053800144334e-20,2.4590013372896172e-30,1.3623029956858786e-37,3.958049356682605e-29,3.875160896610783e-29,2.8460730488764117e-20,1.1516832377677254e-37,2.681948171076532e-40,3.1200937667660114e-42,1.6486756564791686e-57,9.716424728349353e-50,4.402247206275744e-19,1.9251452622215385e-46,6.719514980575519e-38,2.001380298811081e-45,3.76,0.0,0.6841166354428061,0.9990069738788313,3.1303394841815313e-13,5.982285563039193e-37,0.0004572797011898023,0.0003592399963387799,8.718910200701469e-05,1.0834944305965327e-05,0.0009929722909253372,6.803212686856247e-09,2.1033427495477814e-15,6.486633196256459e-10,3.7163883248885e-17,2.954232468361517e-10,1.1566337406487e-23,9.479021112474853e-23,8.461574457963189e-13,1.4658142694381547e-23,7.735936535763364e-15,1.1335667098558409e-29,1.0654631352801588e-22,2.3303636416278324e-25,7.339610337057087e-24,5.440040983493449e-23,6.809565536715307e-31,6.620008185783743e-30,6.569352918572899e-26,1.2721340177562969e-14,7.364029040642647e-11,3.001267550738804e-16,3.836110234205306e-08,7.100110184777518e-09,6.355138141363282e-09,1.783744471621206e-11,3.526996835524817e-09,6.062601057454472e-10,5.59624555150802e-10,1.5203950140610593e-11
