Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72)
6.512840955638464e-10,0.7427000384805068,1.2079398703020534e-11,1.0125687740450837e-14,3.236763578636422e-15,1.8590436462511064e-14,0.0,0.0,2.8331376274613877e-09,8.223988044382449e-15,1.0488384757503734e-17,1.5231844085240538e-27,2.4678968232961998e-20,2.4569019130326077e-44,2.0609859964805634e-33,4.402003151220175e-34,2.1447574817029176e-34,1.7173939503794383e-13,1.8722029896398684e-42,2.646506284913606e-25,1.920992588881173e-39,5.852230484531347e-48,5.3658599478059405e-36,1.280606218811232e-35,4.263001786108391e-24,2.705564505684597e-47,3.8027379369899646e-48,1.4694754230272105e-52,4.860523364272737e-72,2.5513286879813764e-60,5.731208261956535e-23,3.264870369728986e-58,5.323096394249445e-47,2.6751661767488986e-57,3.76,0.0,0.6845497836031631,0.9991917421742708,2.6347091206765888e-18,3.4712715786663494e-46,2.417727766797343e-05,1.5934497298963294e-05,4.4467762794427055e-06,3.7958326137155817e-06,0.0008082549920807018,1.6084753578139987e-11,2.7503303557270608e-19,1.3471986110452447e-10,8.556577030533739e-19,6.455517868494501e-13,6.289171526417173e-31,3.6448875428789365e-29,1.7331453384723322e-15,6.517862061477779e-31,4.6431694592694777e-17,1.8692565102164409e-37,3.037406526433102e-29,2.767122303544836e-32,6.070594451086769e-31,1.8585561107864355e-29,1.2208452702733593e-38,1.1269518719971387e-37,2.0146389846787284e-34,2.868358176705657e-16,1.7173946664730295e-13,4.975696099360842e-20,2.1615000941860954e-09,6.40328030330874e-10,2.338900037231757e-11,3.2613264802743433e-15,1.1907153625807556e-11,1.6575077717419333e-12,2.2662021871869503e-12,1.661747460887823e-13
6.709877877206692e-10,0.7427001382562565,1.2816916591082022e-11,1.0695783811707765e-14,3.537086160661926e-15,2.0322664740204146e-14,0.0,0.0,2.918825552294304e-09,8.729030895567699e-15,1.1504393125179617e-17,1.7208730284445997e-27,2.71118868091889e-20,2.952182285418235e-44,2.4024464767920667e-33,5.121953080836073e-34,2.5032514777921682e-34,1.8313299496295595e-13,2.3782583588559702e-42,2.9867628805543003e-25,2.3705191024961606e-39,7.438542964250377e-48,6.277514079664207e-36,1.493130505039115e-35,4.68150928369054e-24,3.354696412105521e-47,4.589602715880204e-48,1.878145944751107e-52,6.779406076967451e-72,3.27106784135164e-60,6.295454388092698e-23,4.3092729665475545e-58,6.617422302009691e-47,3.5333048068122974e-57,3.76,0.0,0.6845490520811994,0.9991825782678383,2.9658630695885382e-18,4.2997347001376795e-46,2.4908714699881812e-05,1.64389384081726e-05,4.582494344925383e-06,3.887102648693941e-06,0.0008174188127917726,1.7089336409975718e-11,3.0097036071938064e-19,1.402492812777594e-10,8.989971187291404e-19,6.874393398205173e-13,7.385540078419139e-31,4.235456023068081e-29,1.8484449357025942e-15,7.676037161593393e-31,4.943690728040852e-17,2.2429860749365725e-37,3.531698164295371e-29,3.240326410841304e-32,7.133970350109615e-31,2.1601869641412674e-29,1.4637862928651502e-38,1.3518779957773274e-37,2.4346817234799913e-34,3.046334822857301e-16,1.831330736353349e-13,5.461166947073481e-20,2.226615599629875e-09,6.589992673566189e-10,2.4811888764024553e-11,3.564882833417376e-15,1.2633528890815802e-11,1.7604900973509627e-12,2.404889982135033e-12,1.7568171184922683e-13
6.906914798774921e-10,0.7427002380319068,1.3576094852537977e-11,1.1287678847781972e-14,3.855399350372539e-15,2.2159043367905016e-14,0.0,0.0,3.0045127718355234e-09,9.249118433720184e-15,1.2585332874117411e-17,1.9374148522107608e-27,2.970354884396346e-20,3.5286146489822304e-44,2.7880227618902357e-33,5.9337782380856225e-34,2.908702889045482e-34,1.9491292708943288e-13,3.000398150614012e-42,3.3591118956052547e-25,2.9076140643179776e-39,9.389806229488559e-48,7.311299643487703e-36,1.7332237679247764e-35,5.1271014732253964e-24,4.135135940030299e-47,5.509159713744833e-48,2.383557186351634e-52,9.367113597646111e-72,4.1638498419012864e-60,6.896419024081478e-23,5.6424387890388926e-58,8.174892543001043e-47,4.6294761531369595e-57,3.76,0.0,0.6845483205600104,0.9991738689781995,3.3272692428825895e-18,5.293238538251695e-46,2.5640150981472725e-05,1.6944501276331315e-05,4.718272008125987e-06,3.977190511721798e-06,0.0008261280167090681,1.8125234524934234e-11,3.285010090809379e-19,1.4577248613702426e-10,9.429447060296837e-19,7.307180997506587e-13,8.63464004107635e-31,4.9004807555728453e-29,1.9677276445570185e-15,8.999373099568152e-31,5.253620949395075e-17,2.677412544664607e-37,4.0887131376399654e-29,3.7776956600399154e-32,8.346057679854987e-31,2.4999389635886883e-29,1.7459457740201036e-38,1.6132528367626324e-37,2.9268179295329297e-34,3.227687311576004e-16,1.9491301328611236e-13,5.977627531228831e-20,2.291715587165625e-09,6.776306280885764e-10,2.6275976571551756e-11,3.886622793992694e-15,1.338111402662841e-11,1.866635868107336e-12,2.5476530523438988e-12,1.8541396452673082e-13
7.103951720343149e-10,0.7427003378074574,1.4356918002314759e-11,1.190189492728477e-14,4.192222780428357e-15,2.4102585674867615e-14,0.0,0.0,3.090199323968107e-09,9.784250384917063e-15,1.3733328395346712e-17,2.173996626010482e-27,3.2459237106909496e-20,4.196616888859206e-44,3.2218893672131114e-33,6.846072568742314e-34,3.3656597672473225e-34,2.0707968034136767e-13,3.760796959841999e-42,3.7655504900615773e-25,3.546116336187929e-39,1.1775952838330662e-47,8.479453437386688e-36,2.003518568211778e-35,5.6006586922576095e-24,5.068807729552264e-47,6.578975082966204e-48,3.0048322569217537e-52,1.2827747338245771e-71,5.264484920555085e-60,7.53531464653159e-23,7.332422244605936e-58,1.0039111345259023e-46,6.019995509156451e-57,3.76,0.0,0.6845475890395958,0.9991655917518323,3.720712833970583e-18,6.478537753085501e-46,2.6371586512814727e-05,1.745117136667634e-05,4.854108499049376e-06,4.066111513214811e-06,0.0008344051573539251,1.919251578484438e-11,3.576737383720848e-19,1.5128575200013734e-10,9.874757642694087e-19,7.753917532169551e-13,1.0052772797210168e-30,5.646835037124791e-29,2.091005721802863e-15,1.050602167614361e-30,5.572916456140243e-17,3.180255114356845e-37,4.7143035236892123e-29,4.385806728215583e-32,9.722743600877444e-31,2.881345284281744e-29,2.0722714975490528e-38,1.9156980463637513e-37,3.5009429861432044e-34,3.4122251280431433e-16,2.070797745390176e-13,6.526039728203969e-20,2.356800102571269e-09,6.96222214889357e-10,2.778119611337867e-11,4.2270648815516015e-15,1.4149884527638349e-11,1.975949392860382e-12,2.6944867185669258e-12,1.9536863319849173e-13
7.498025563479605e-10,0.7427005373582612,1.5983437466799138e-11,1.3199372249567249e-14,4.923477465794481e-15,2.832320387133171e-14,0.0,0.0,3.261570568194606e-09,1.0899646463094438e-14,1.623901144122975e-17,2.71221835099431e-27,3.848384930383747e-20,5.854019106639234e-44,4.252484340334365e-33,9.009078754224334e-34,4.453758835811975e-34,2.3257522711047214e-13,5.802756995158805e-42,4.68900739872517e-25,5.1914241051828436e-39,1.8188628721624633e-47,1.1272031380187422e-35,2.6460764566764037e-35,6.635187018304393e-24,7.498563954124063e-47,9.248356368864211e-48,4.687299849404023e-52,2.347096616063638e-71,8.258011657602949e-60,8.931751509585085e-23,1.2124926221188553e-57,1.489119401974481e-46,9.967448589419737e-57,3.76,0.0,0.6845461260010903,0.999150248821221,4.611107087091038e-18,9.548915630256856e-46,2.7834455325021805e-05,1.8467776005769518e-05,5.1259549328188625e-06,4.240513184299287e-06,0.000849747916519465,2.1421494801265133e-11,4.211409363122533e-19,1.6226890606559305e-10,1.0781944281143826e-18,8.689375865476509e-13,1.3467645144777335e-30,7.413119965222656e-29,2.3495933243654065e-15,1.4149156118815712e-30,6.239417534592478e-17,4.425744045964415e-37,6.196440002512623e-29,5.84293529175044e-32,1.303955287579278e-30,3.784338804227115e-29,2.8795436158818723e-38,2.664479236586505e-37,4.9400368926454364e-34,3.790122670375534e-16,2.325753388017171e-13,7.722547284165309e-20,2.4869228919990707e-09,7.332864727786068e-10,3.0914760505993704e-11,4.9661252489300445e-15,1.575088392118544e-11,2.204096511640963e-12,3.0003466557409884e-12,2.1593391848244785e-13
7.852692022302417e-10,0.7427007169536447,1.752117694365783e-11,1.444865223826588e-14,5.650118839005774e-15,3.251844577153676e-14,0.0,0.0,3.415802748263383e-09,1.1954952206958516e-14,1.8744876905930476e-17,3.277844552867135e-27,4.4520061592512536e-20,7.784578226121292e-44,5.3924266673409195e-33,1.1396555481574176e-33,5.660976045075682e-34,2.56847573894942e-13,8.412665745438411e-42,5.658063618492606e-25,7.195234756571824e-39,2.6392249163468463e-47,1.438527140831447e-35,3.357546670803995e-35,7.67072205796522e-24,1.049403493392369e-46,1.2377761052245614e-47,6.858545721185332e-52,3.938706111655335e-71,1.2140688169742062e-59,1.0330440870129685e-22,1.8650199655893934e-57,2.086905678730178e-46,1.5348874404397023e-56,3.76,0.0,0.6845448092690837,0.9991377136859544,5.5409789222234665e-18,1.331114926458031e-45,2.9151034690826782e-05,1.938636486629685e-05,5.37081038775588e-06,4.393633594060006e-06,0.0008622828974830274,2.3535569226581783e-11,4.843683605660392e-19,1.7208767992246904e-10,1.1616087703892768e-18,9.579328083694952e-13,1.730911972381264e-30,9.3585910484955e-29,2.596094806429477e-15,1.8267658359236636e-30,6.870816585889094e-17,5.8736572809191845e-37,7.831182847258954e-29,7.472203373753041e-32,1.6772547417836546e-30,4.7794523097443036e-29,3.8166211563087845e-38,3.5344763425269023e-37,6.637418232728297e-34,4.1393306819570397e-16,2.568477031153445e-13,8.918247295515634e-20,2.6039809146724708e-09,7.66509291396067e-10,3.387496340365795e-11,5.700425192241144e-15,1.7263992780694023e-11,2.4203041224467556e-12,3.2894932048642685e-12,2.351752839335342e-13
8.207358481125228e-10,0.7427008965487065,1.9128808986172297e-11,1.5778317311703357e-14,6.4448017741725344e-15,3.710766343514145e-14,0.0,0.0,3.5700332743229367e-09,1.3058997868557168e-14,2.150127624022315e-17,3.928610362161933e-27,5.117006375465031e-20,1.0222959318066358e-43,6.76595249017742e-33,1.4268062656249438e-33,7.119804210389583e-34,2.8237768707493936e-13,1.1999279855364763e-41,6.771591259164851e-25,9.830763221284349e-39,3.767498570821827e-47,1.8164381811875686e-35,4.215694881583191e-35,8.81052286278669e-24,1.4480102463554812e-46,1.6352536352582643e-47,9.867935153954709e-52,6.462436989511213e-71,1.7546863694680575e-59,1.1870896632063785e-22,2.814654567398148e-57,2.8812443960939753e-46,2.3189710446560586e-56,3.76,0.0,0.6845434925395857,0.9991262756175412,6.604736151455713e-18,1.8286512042347668e-45,3.0467611626851943e-05,2.0308323510251827e-05,5.615844909224835e-06,4.543202569745045e-06,0.0008737208115910377,2.5752340915655397e-11,5.536785936322376e-19,1.8182772252907968e-10,1.2465729257077958e-18,1.051497213371881e-12,2.20125249601022e-30,1.169426091637277e-28,2.855700937771186e-15,2.3332857411096776e-30,7.531789191453175e-17,7.699270177818182e-37,9.796368684379882e-29,9.455688528614443e-32,2.134452908624829e-30,5.974738678451734e-29,4.996517270674738e-38,4.630859004467276e-37,8.806845477067293e-34,4.496164011542758e-16,2.823778356088993e-13,1.0232244251276195e-19,2.7209894492121956e-09,7.996048047878196e-10,3.696738808226478e-11,6.50334514517579e-15,1.8845363990090076e-11,2.646838409717434e-12,3.5917515396058653e-12,2.550942843093166e-13
8.562024939948039e-10,0.7427010761434463,2.0806246344894897e-11,1.7191371652982943e-14,7.310546615396273e-15,4.210835375278102e-14,0.0,0.0,3.7242623074764137e-09,1.42117820574541e-14,2.4520773335169113e-17,4.6728286154773685e-27,5.846477260415802e-20,1.3272031270109088e-43,8.40742058323219e-33,1.7694116767381435e-33,8.868324075543078e-34,3.0916620870683367e-13,1.6861397231480596e-41,8.043594090178932e-25,1.3256764104095026e-38,5.298184327833986e-47,2.2714126371332566e-35,5.242361269089694e-35,1.0059691286948921e-23,1.972255523426841e-46,2.1348324429065734e-47,1.398014181399321e-51,1.0386049155231579e-70,2.496672160069472e-59,1.3560191247222714e-22,4.1743526915964574e-57,3.923762938582532e-46,3.4429134779210996e-56,3.76,0.0,0.6845421758125964,0.9991158385950455,7.814624745453984e-18,2.4787454240811197e-45,3.178418613346644e-05,2.123357373726333e-05,5.861054349005877e-06,4.689302473009134e-06,0.000884157679779392,2.8072174912995507e-11,6.293592372889731e-19,1.9147562438221475e-10,1.3329757601777802e-18,1.1496468149621617e-12,2.7724058751548285e-30,1.4476495261428173e-28,3.128461002024344e-15,2.9510109984372917e-30,8.222017898913621e-17,9.97841255659304e-37,1.214034381487471e-28,1.1850728803985251e-31,2.6897361955956207e-30,7.399252296325965e-29,6.467559984501038e-38,5.998931381931244e-37,1.1551746403022687e-33,4.859730169153642e-16,3.0916637842890246e-13,1.1669993218004489e-19,2.8379487101698396e-09,8.325735875085784e-10,4.019164573695526e-11,7.377878440523418e-15,2.049485688070155e-11,2.8837215024153793e-12,3.907091150882515e-12,2.7567546477164985e-13
8.91669139877085e-10,0.7427012557378646,2.2553402603684132e-11,1.8690809582832907e-14,8.250370830600134e-15,4.753799178134553e-14,0.0,0.0,3.878489994662079e-09,1.5413303432244405e-14,2.7815974228378564e-17,5.519219539988785e-27,6.643510660597534e-20,1.7049858560222947e-43,1.0354405662580057e-32,2.175178295245779e-33,1.0948387808363114e-33,3.3721334624061537e-13,2.337080923962978e-41,9.48877127637059e-25,1.7662700637172707e-38,7.348954823213147e-47,2.815035924080654e-35,6.461484878526314e-35,1.1423314711666603e-23,2.654343881335246e-46,2.7567164006717643e-47,1.952651611166657e-51,1.6377231185700524e-70,3.501677258268856e-59,1.540539063343614e-22,6.092372078747789e-57,5.276527461007043e-46,5.0301442854304325e-56,3.76,0.0,0.6845408590881151,0.9991063150050877,9.183422207790925e-18,3.3188477586780127e-45,3.3100758211030986e-05,2.216203916043082e-05,6.1064346536546446e-06,4.832013755401263e-06,0.0008936811154274326,3.0495427792553535e-11,7.116987808872425e-19,2.0101984654795274e-10,1.4207144376667896e-18,1.2523964387004337e-12,3.460751466181705e-30,1.7766921662407894e-28,3.4144195902733285e-15,3.698541228955187e-30,8.94117392342045e-17,1.2797991582966836e-36,1.491608023697267e-28,1.4721056187751627e-31,3.358972636198095e-30,9.084785057255835e-29,8.285053286800303e-38,7.690586240472448e-37,1.4992714184084044e-33,5.229202635633779e-16,3.3721353911552635e-13,1.323689880685529e-19,2.9548588994443893e-09,8.654162084081886e-10,4.3547349235307367e-11,8.327009590686162e-15,2.2212331413421485e-11,3.1309747020024526e-12,4.235480664042446e-12,2.969037263644175e-13
9.271357857593661e-10,0.742701435331961,2.4370192156496966e-11,2.0279616261630215e-14,9.267289042049552e-15,5.3414030950204484e-14,0.0,0.0,4.032716469896503e-09,1.6663560696252795e-14,3.139952403281006e-17,6.476912077346289e-27,7.511197601156168e-20,2.169119010089725e-43,1.2647837317647957e-32,2.652495743125462e-33,1.3405810949520906e-33,3.665189466291199e-13,3.19859814093898e-41,1.1122522209950066e-24,2.327305490887541e-38,1.0065018859238177e-46,3.4600679764264894e-35,7.899201369478885e-35,1.2906464367255606e-23,3.533001177152586e-46,3.524003490058328e-47,2.691790895557406e-51,2.5375116891994264e-70,4.846488779945585e-59,1.7413551881114182e-22,8.76107633809007e-57,7.013564562647384e-46,7.241016779357835e-56,3.76,0.0,0.6845395423661419,0.9990976249041131,1.0724437071027387e-17,4.3935082349220864e-45,3.4417327859898016e-05,2.309364516425824e-05,6.35198186244996e-06,4.971415002686161e-06,0.0009023710620896994,3.3022447854238934e-11,8.009865773062413e-19,2.1045051712790432e-10,1.509693881243614e-18,1.3597598699253457e-12,4.284561922988396e-30,2.163267466917788e-28,3.713617237524685e-15,4.596704307969104e-30,9.688919620588445e-17,1.6257052866777905e-36,1.8181406013983418e-28,1.813721591338652e-31,4.159833319059448e-30,1.1065997166878003e-28,1.0511933540756283e-37,9.764931846025754e-37,1.9269528352638997e-33,5.603819999393184e-16,3.6651916471179024e-13,1.4938313513175577e-19,3.0717202072827482e-09,8.981332309453232e-10,4.703411309928354e-11,9.353714325492242e-15,2.399764816939527e-11,3.3886185014716126e-12,4.576887868980866e-12,3.187643180229607e-13
9.626024316416473e-10,0.7427016149257356,2.6256530185137457e-11,2.1960768307860537e-14,1.0364313055790199e-14,5.975390326165555e-14,0.0,0.0,4.1869418554076934e-09,1.796255259361209e-14,3.528410425043004e-17,7.555445113184597e-27,8.452627471482907e-20,2.7349030726477055e-43,1.5332138053568075e-32,3.210464839665776e-33,1.6290565862619478e-33,3.9708256071923077e-13,4.3267620984543403e-41,1.2960951168389105e-24,3.035204213759076e-38,1.362409455764301e-46,4.2205099135842084e-35,9.58394053823711e-35,1.4514193961596833e-23,4.65447128691153e-46,4.462951948305025e-47,3.665928604382793e-51,3.8683112728224074e-70,6.625898408501811e-59,1.9591721364520008e-22,1.2427451593517261e-56,9.222527014272082e-46,1.0281676022604594e-55,3.76,0.0,0.6845382256466764,0.9990896953459557,1.2451508398157649e-17,5.75535736156677e-45,3.5733895080411975e-05,2.4028318863576332e-05,6.597692105374673e-06,5.107582978123061e-06,0.0009103004659323777,3.565357531581538e-11,8.97512819475808e-19,2.1975924902709887e-10,1.5998262574973316e-18,1.4717499834607386e-12,5.2641418709818464e-30,2.6146641640907783e-28,4.026090980719907e-15,5.668727129971709e-30,1.0464910635907766e-16,2.0467894801450794e-36,2.1999237675920326e-28,2.217699565805447e-31,5.111917400871123e-30,1.3380548635652362e-28,1.3219457781880558e-37,1.2288949927878916e-36,2.4543329091719465e-33,5.9828842946560185e-16,3.970828061547401e-13,1.6779536473556982e-19,3.1885328131944254e-09,9.30725213474217e-10,5.065155348829402e-11,1.0460959629607256e-14,2.585066834131908e-11,3.656672603936543e-12,4.931279749481832e-12,3.412428287440387e-13
9.980690775239284e-10,0.7427017945191887,2.8212332637888282e-11,2.3737234343774107e-14,1.1544451890167965e-14,6.657501948594215e-14,0.0,0.0,4.3411662626695316e-09,1.931027790568281e-14,3.948243042050237e-17,8.764768624880044e-27,9.470887359083473e-20,3.4196295753460936e-43,1.8455360472657372e-32,3.858925541664805e-33,1.9656976645953188e-33,4.2890349924647827e-13,5.789627111218054e-41,1.5020871807226444e-24,3.9208741379986077e-38,1.8242032575469368e-46,5.111671852375895e-35,1.154652361604484e-34,1.625153857231165e-23,6.0736190381976516e-46,5.603257770208213e-47,4.936626077270429e-51,5.808797737903249e-70,8.95596517102204e-59,2.19469332015664e-22,1.7405555659780947e-56,1.2006507181112495e-45,1.4414572342581469e-55,3.76,0.0,0.6845369089297183,0.9990824597679903,1.4379005289143905e-17,7.466175401199812e-45,3.70504598729094e-05,2.4965989063409565e-05,6.843561601129559e-06,5.240592664747896e-06,0.0009175358895801882,3.838914250038091e-11,1.0015685174409178e-18,2.2893897656309523e-10,1.6910304840074865e-18,1.5883788576996533e-12,6.421971413685809e-30,3.138770924302744e-28,4.351874848368363e-15,6.940412692332018e-30,1.126879777261643e-16,2.5557235179944332e-36,2.6437814549734935e-28,2.6925864208664023e-31,6.2368805639504096e-30,1.6069231406840555e-28,1.6487923292212647e-37,1.5338184133897035e-36,3.099894677477179e-33,6.365758736704535e-16,4.289037742700274e-13,1.8765812582313516e-19,3.3052968867891394e-09,9.631927095072046e-10,5.439928818326148e-11,1.1651703779574692e-14,2.777125372528757e-11,3.935155940798703e-12,5.298622511820963e-12,3.6432517991174447e-13
9.999999999999999e-10,0.7427019741123202,2.8320805291094698e-11,2.3836745182792957e-14,1.1611147393096627e-14,6.696053920604909e-14,0.0,0.0,4.349562727670581e-09,1.9385051372229876e-14,3.972025740100435e-17,8.83456416846545e-27,9.528590770240961e-20,3.4606943582994666e-43,1.8638998499278296e-32,3.8970322032696346e-33,1.9855216127867964e-33,4.306720105610665e-13,5.880419238764343e-41,1.5139719589937532e-24,3.974877326419632e-38,1.8528734236838253e-46,5.164263263019748e-35,1.1661991254567252e-34,1.63499445207731e-23,6.160649306240421e-46,5.671758369493106e-47,5.015718303183178e-51,5.936366502178353e-70,9.101273231356202e-59,2.2080378628538034e-22,1.77215901502787e-56,1.2176863662159605e-45,1.4677087143995949e-55,3.76,0.0,0.6845368372433281,0.9990820845394189,1.448998800333615e-17,7.570700637842754e-45,3.712213798100923e-05,2.5017123592135815e-05,6.856952054530903e-06,5.247744948757122e-06,0.0009179111097499439,3.8541080123669104e-11,1.0074555122200744e-18,2.2943492781142366e-10,1.6960252141378442e-18,1.594861898848621e-12,6.490600284930329e-30,3.1695564634086045e-28,4.369994287361973e-15,7.015926659387637e-30,1.131335787402023e-16,2.586225414698865e-36,2.669870729650857e-28,2.7206562709947823e-31,6.30354773426465e-30,1.6227201679767904e-28,1.6683693771471266e-37,1.5520892476897342e-36,3.138835374997378e-33,6.386701431264511e-16,4.306722872614165e-13,1.8878217916823491e-19,3.3116525224780295e-09,9.64956785850633e-10,5.4607059798414174e-11,1.1718986608024758e-14,2.7877753462658153e-11,3.950617220781237e-12,5.3189929395147355e-12,3.6559892070126707e-13
1.0335357234062095e-09,0.7427019741123202,3.023751620900123e-11,2.561197547337383e-14,1.2810711803445944e-14,7.389476935090244e-14,0.0,0.0,4.4953897933426735e-09,2.0706735447796008e-14,4.400725007519361e-17,1.0115244754364896e-26,1.0569061518261244e-19,4.24275523124281e-43,2.2069323636492505e-32,4.608484743752065e-33,2.356391558579444e-33,4.619808810394946e-13,7.669212644326241e-41,1.7319811487717404e-24,5.020266852628278e-38,2.4179155232197573e-46,6.15024189347495e-35,1.3820260334163141e-34,1.8123513778511047e-23,7.855147575253533e-46,6.978343784278011e-47,6.578372558619466e-51,8.601119295929668e-70,1.1977711918748747e-58,2.4486208030430527e-22,2.40911695502478e-56,1.5486006455202165e-45,1.9970853776290005e-55,3.76,0.0,0.6845355922152676,0.9990758574327746,1.652182639251564e-17,9.598055822202418e-45,3.836702223771911e-05,2.590658621979032e-05,7.089586655181547e-06,5.37051730665636e-06,0.0009241380704754743,4.1229474019420685e-11,1.1134454759696112e-18,2.3798380967945733e-10,1.783231760844513e-18,1.7096578741731132e-12,7.782854583194658e-30,3.744101056402913e-28,4.691000286664577e-15,8.440323644484027e-30,1.2100228598720694e-16,3.166743146642341e-36,3.157093502103652e-28,3.24774196396423e-31,7.55856694561754e-30,1.9176102106823093e-28,2.0407419247170687e-37,1.899745977107096e-36,3.8847395118773715e-33,6.751864973962574e-16,4.619811879763492e-13,2.0902331934807507e-19,3.4220125885413675e-09,9.955362679543426e-10,5.827693657163501e-11,1.2928896380495807e-14,2.9759266713162734e-11,4.2240866894906054e-12,5.6788816126273925e-12,3.8799761778190566e-13
1.0690023692884906e-09,0.74270215370513,3.233199831897728e-11,2.7587945702053067e-14,1.4166096320634184e-14,8.173052172656901e-14,0.0,0.0,4.649612540132841e-09,2.2151924066281516e-14,4.887134095353101e-17,1.1617648818224413e-26,1.175023095032465e-19,5.226084857945666e-43,2.6229748654238194e-32,5.4705439478530526e-33,2.807500114399909e-33,4.9631367455971e-13,1.0063723686203509e-40,1.987601544698748e-24,6.374980704492591e-38,3.174736569540584e-46,7.35435625637429e-35,1.6441045759304872e-34,2.013511499036213e-23,1.0074936276225984e-45,8.625660058937808e-47,8.680673330748225e-51,1.2569964697027471e-69,1.5861290094479248e-58,2.7216552048046963e-22,3.2978923530359014e-56,1.9801065184219247e-45,2.73648735161038e-55,3.76,0.0,0.684534275503324,0.999069832918722,1.8895399421784366e-17,1.2234666311867272e-44,3.968358217516249e-05,2.6850042401481518e-05,7.335763657846409e-06,5.497428449328866e-06,0.0009301624302046769,4.4174886951613487e-11,1.233436272682078e-18,2.4688890338449325e-10,1.876361126099334e-18,1.8355978045961135e-12,9.37407265755428e-30,4.439817276690807e-28,5.043496530828359e-15,1.0199972204036187e-29,1.295884883013949e-16,3.8957754120592864e-36,3.7478194639109037e-28,3.8933846632482545e-31,9.103144419594502e-30,2.2748615370130245e-28,2.5078610038660564e-37,2.3361634465410244e-36,4.8328531494710086e-33,7.140680036195616e-16,4.963140158251323e-13,2.31942295409501e-19,3.538680070490271e-09,1.0277564333427762e-09,6.228411963324378e-11,1.4295478402378204e-14,3.181457028540474e-11,4.523482290812575e-12,6.072021786035617e-12,4.1224670612122493e-13
1.1044690151707717e-09,0.7427023332976181,3.4495697095588133e-11,2.966809230518488e-14,1.5613606259588256e-14,9.009962480492857e-14,0.0,0.0,4.803834587574429e-09,2.3645842635754454e-14,5.408750943743685e-17,1.3283170263870546e-26,1.3017473077976938e-19,6.393963318668898e-43,3.09963935510704e-32,6.457326812715226e-33,3.3258797515452545e-33,5.319007336427444e-13,1.3090028943325358e-40,2.2708450815337524e-24,8.032911642708479e-38,4.13180905655429e-46,8.74367055983704e-35,1.9447456898929823e-34,2.2291316945425438e-23,1.2821506476763983e-45,1.058699558040093e-46,1.1350380108135023e-50,1.8146392487430844e-69,2.0810651951018542e-58,3.014495626962589e-22,4.468220324464707e-56,2.511355906257764e-45,3.711107796014405e-55,3.76,0.0,0.6845329587938875,0.999064335655092,2.151568067651945e-17,1.5472611666431301e-44,4.100013968555353e-05,2.779629125258491e-05,7.58208908240622e-06,5.6213959790215545e-06,0.0009356595395081097,4.722569101749926e-11,1.3618342366877444e-18,2.556503406821713e-10,1.9703550355645093e-18,1.9662088869601404e-12,1.1225542338893882e-29,5.235756520980305e-28,5.409390928555649e-15,1.2254016433307868e-29,1.384430351889111e-16,4.7605713103826364e-36,4.424522601294282e-28,4.640638272746621e-31,1.0899243165234551e-29,2.683775770591377e-28,3.0613550321022704e-37,2.8536379804175326e-36,5.971388991532467e-33,7.531733107922857e-16,5.319011117419143e-13,2.5646585266786926e-19,3.6552994768811417e-09,1.0598537460177935e-09,6.642045992691048e-11,1.5754382216173225e-14,3.39370280043214e-11,4.8333594658730975e-12,6.47800707014551e-12,4.370593189994922e-13
