Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550)
2.2816578898895814e-09,0.4493166992351771,1.9641910165475312e-18,2.3026090959575383e-22,6.450171319414694e-17,1.0777913905276107e-21,0.0,0.0,8.259554295908661e-13,1.0343302902648547e-19,1.682779825863793e-23,1.1303364669961398e-23,6.342479547947545e-29,4.885255756378195e-49,1.7039769540387217e-32,2.897884613756754e-21,1.041235936935915e-26,1.9009427297310491e-19,3.9522481742735036e-49,1.2539186790236586e-45,7.498806468195711e-45,3.673683598169643e-44,1.628163131076095e-20,5.391827018212744e-42,1.117040838778092e-34,5.582938905822915e-48,1.0986565117213029e-59,8.547004220384665e-46,1.4550077937886475e-54,1.270757254549986e-52,4.091957065660921e-34,6.340309553779266e-56,6.803345762057298e-55,1.6555975378857272e-57,3.76,0.0,0.5865453997340625,0.9999866531200264,7.533263353706795e-20,2.1275205498335973e-31,3.296102444338362e-10,2.0711491276430565e-10,1.0509841983326972e-10,1.7396910945829066e-11,1.3346879145962983e-05,2.449171335936808e-22,1.768827596846934e-35,4.68712392281486e-19,1.604368811104211e-24,6.491720992622325e-17,7.258915567788453e-52,4.0517546419717856e-51,2.2312408644306956e-24,1.6388941393310447e-52,1.372514861380282e-28,1.2333016703826079e-57,2.580012178514693e-51,3.688489646021449e-54,2.0355567645666413e-52,2.666759636172878e-51,7.179395524362862e-59,1.112495645968576e-57,3.014626730784674e-54,1.850013900177225e-23,1.9008936031241505e-19,2.67671261045909e-27,6.352281541510154e-13,1.8812762491239852e-13,3.606797477864889e-16,8.308821251457988e-21,6.068270899043658e-16,2.9144942247595378e-21,3.261042087538207e-19,1.6302034329039069e-22,5.542556243805164e-21,5.021073842405349e-23,1.9753168719309557e-19,2.2202164041515953e-24,1.7607233280561524e-13,4.687175100573446e-20,4.2529889337285767e-19,1.3967319790587853e-40,1.4349158579411282e-26,3.5610259561215197e-31,5.153852948435756e-16,7.805646230740262e-23,2.6998288708212026e-29,2.7391633982496595e-19,1.3788712441547377e-31,7.693633465602515e-28,1.8004542415431716e-24,1.7613628684858103e-13,1.4046412514009106e-27,5.124102972332851e-16,1.920403625184215e-20,1.0828037896842593e-24,1.8730193784485616e-35
2.341806163482388e-09,0.4493166992359077,2.065958564450182e-18,2.480673892087467e-22,6.794475688762554e-17,1.1627800602514164e-21,0.0,0.0,8.477452718766356e-13,1.0895963253519624e-19,1.8169736743448556e-23,1.2192857699348105e-23,6.912749774633914e-29,5.265474167564437e-49,1.7904665970419503e-32,3.0433221882025037e-21,1.098695125606654e-26,2.00361154517057e-19,4.4804147842470385e-49,1.3789478554614562e-45,8.498019998313662e-45,4.161525049711079e-44,1.6640552184859374e-20,6.119296298045608e-42,1.2091794726894468e-34,6.50154880631801e-48,1.2662784892540833e-59,9.716199283062768e-46,1.661854955047647e-54,1.4456262356750424e-52,4.426854947750483e-34,7.412256524663549e-56,7.99198190927151e-55,1.9528962332666814e-57,3.76,0.0,0.586545399725347,0.9999866494165072,8.14464700324463e-20,2.303185131233576e-31,3.382993153264576e-10,2.126299346314021e-10,1.078690730293024e-10,1.7800306740409077e-11,1.3350582643337271e-05,2.5804638287011184e-22,1.9126960601274216e-35,4.810193166951198e-19,1.65961236274166e-24,6.838471860680749e-17,8.305203425615509e-52,4.609559810881994e-51,2.3527826936481853e-24,1.896289999276963e-52,1.4152986285308695e-28,1.434800331017351e-57,2.9347835986747575e-51,4.2259025916044557e-54,2.3508362002541116e-52,3.039604737163918e-51,8.277679733578804e-59,1.2834580068189869e-57,3.538320509856921e-54,1.9114703930645072e-23,2.003558553237243e-19,2.8719716373632e-27,6.519477777778193e-13,1.9305933330947932e-13,3.799100379610463e-16,8.982748997845628e-21,6.39214043274434e-16,3.052070866414301e-21,3.3498712322988494e-19,1.7133513637241312e-22,5.825159399150431e-21,5.419261762716054e-23,2.0807387029922984e-19,2.3391617887078975e-24,1.8071214909139478e-13,5.066263964693616e-20,4.480175943636203e-19,1.5103190560437228e-40,1.5900731078314223e-26,3.9273932676825287e-31,5.427449064049653e-16,8.221638280612256e-23,2.8716139008944557e-29,2.8010750608918266e-19,1.4983338534697e-31,8.410801567688787e-28,1.9428151202646586e-24,1.807795190173453e-13,1.5558551438781646e-27,5.39686789528081e-16,1.9710370153168838e-20,1.1418946460111233e-24,2.0261276115783545e-35
2.4019544370751943e-09,0.4493166992366383,2.1702840827438758e-18,2.6676783541541297e-22,7.147718739670062e-17,1.2521145920814682e-21,0.0,0.0,8.695359518295923e-13,1.1463014004868169e-19,1.9579942193134657e-23,1.3126371335448025e-23,7.518462504468428e-29,5.664125029165782e-49,1.8788682830998738e-32,3.1918562153161504e-21,1.1577929915257689e-26,2.1089581270701507e-19,5.062469822905868e-49,1.513008730205342e-45,9.598717281294005e-45,4.698648302214621e-44,1.6996280882897795e-20,6.922074914323981e-42,1.3063243648894838e-34,7.541427677086922e-48,1.4543761942234733e-59,1.1008503469889706e-45,1.8918485404864236e-54,1.6391432172842236e-52,4.779427918478257e-34,8.631103851367289e-56,9.350113374421554e-55,2.2942033814577553e-57,3.76,0.0,0.5865453997166316,0.9999866462810717,8.788233597584872e-20,2.4884188713249215e-31,3.469883862190006e-10,2.1814755061024248e-10,1.1063973023063007e-10,1.8201104417368576e-11,1.3353718056906824e-05,2.715206912498673e-22,2.0641747938524364e-35,4.932471744561039e-19,1.7149556113158565e-24,7.19424187825023e-17,9.4707097130547e-52,5.226886843004739e-51,2.4775475687708654e-24,2.1862820224759193e-52,1.4581422176169322e-28,1.6627053775247452e-57,3.3273467190334365e-51,4.825340744487843e-54,2.7053756289979638e-52,3.4531591727036994e-51,9.509080814722921e-59,1.4752377329759012e-57,4.136477137499259e-54,1.9728872778825874e-23,2.1089010785799822e-19,3.0764427266186544e-27,6.686660751042505e-13,1.9798962980865276e-13,3.9963782970458605e-16,9.692132119443155e-21,6.724414352662327e-16,3.192780465682965e-21,3.438847488246784e-19,1.798368819667303e-22,6.114109357755656e-21,5.83746737762533e-23,2.1888960024174865e-19,2.4612288476001055e-24,1.8535187594250517e-13,5.465182545185267e-20,4.713274050853463e-19,1.6299126800923179e-40,1.7573643055091403e-26,4.320101770248594e-31,5.708030918608101e-16,8.648378244803157e-23,3.049186191601139e-29,2.8625134015534905e-19,1.6244215280863449e-31,9.17195712464452e-28,2.0923106764365913e-24,1.8542275059492714e-13,1.718828467537108e-27,5.676655494247665e-16,2.0216708385145304e-20,1.2025298541402007e-24,2.18660082342117e-35
2.4621027106680007e-09,0.4493166992373689,2.27716683484648e-18,2.863836371795605e-22,7.509899475810389e-17,1.3459027649769796e-21,0.0,0.0,8.913274693494961e-13,1.2044455709698622e-19,2.105998908279191e-23,1.4104828625860597e-23,8.160906756068046e-29,6.0815722965332836e-49,1.9691663692045186e-32,3.3434559379775186e-21,1.2185368416130562e-26,2.2169818312438304e-19,5.702269961737676e-49,1.656520457212793e-45,1.08081008063207e-44,5.288517113795296e-44,1.7348846011550733e-20,7.805689630323921e-42,1.4086154482447599e-34,8.714814971704628e-48,1.6648602780512254e-59,1.2433170151330612e-45,2.1469204779841363e-54,1.8527470422765033e-52,5.150117924467236e-34,1.001252052313862e-55,1.0896748562002757e-54,2.684727735218374e-57,3.76,0.0,0.5865453997079161,0.9999866436265737,9.464848413223894e-20,2.683491438663241e-31,3.556774571114647e-10,2.2366774399314544e-10,1.134103914114543e-10,1.8599320710186847e-11,1.3356372532959632e-05,2.8534021898292173e-22,2.2234612365412037e-35,5.053964304562963e-19,1.7703902681128127e-24,7.559030888098416e-17,1.0765632208681262e-51,5.9083329477089e-51,2.605536984846084e-24,2.512059708668774e-52,1.5010485229797705e-28,1.9196653139974605e-57,3.7606123702894406e-51,5.492191886343067e-54,3.1029354980225482e-52,3.9106884809865515e-51,1.0885741428659907e-58,1.689742219172063e-57,4.8174709240920136e-54,2.0342646491953093e-23,2.2169205309616043e-19,3.290340745326583e-27,6.85383046856451e-13,2.029185149938755e-13,4.1986297958600983e-16,1.0437876027923655e-20,7.065091536825852e-16,3.3366238970154747e-21,3.527970855993828e-19,1.8852421798628412e-22,6.409359477862723e-21,6.276133250151663e-23,2.299788393949973e-19,2.5864189352380383e-24,1.8999151336063672e-13,5.884428483635209e-20,4.952283254646075e-19,1.7556685178137763e-40,1.9373909791502232e-26,4.74024277045378e-31,5.995591856433763e-16,9.085862304280742e-23,3.2325837217079935e-29,2.923482258112313e-19,1.7572995038374948e-31,9.97839941642104e-28,2.2490981119412846e-24,1.9006598158132665e-13,1.894139152895566e-27,5.963462024561819e-16,2.072305094986612e-20,1.2647086877966843e-24,2.3545410771446442e-35
2.522250984260807e-09,0.44931669923809947,2.3866060847114927e-18,3.069361390389188e-22,7.881016900935283e-17,1.444252322426941e-21,0.0,0.0,9.131198243344106e-13,1.2640288920948648e-19,2.261144399402741e-23,1.5129143464649408e-23,8.841388325129055e-29,6.5181757727506935e-49,2.061345317594256e-32,3.49809087689787e-21,1.280933984126707e-26,2.3276820932538674e-19,6.403832401288065e-49,1.8099114693273865e-45,1.2133666699464216e-44,5.934733096771998e-44,1.769827592091305e-20,8.775910582686572e-42,1.5161932218983235e-34,1.0034818754096877e-47,1.8997672205251077e-59,1.3999878997852698e-45,2.4291126740082322e-54,2.0879469621040683e-52,5.539366170525299e-34,1.1573394392081465e-55,1.2652477411717047e-54,3.13014957518272e-57,3.76,0.0,0.5865453996992006,0.9999866413792375,1.017531663454115e-19,2.8886737017009815e-31,3.6436652800384956e-10,2.2919049818003752e-10,1.1618105654614278e-10,1.8994972244569268e-11,1.3358619847296388e-05,2.9950512528714077e-22,2.3907529168761423e-35,5.174675565618551e-19,1.8259089693769338e-24,7.932838733690195e-17,1.2200769427128471e-51,6.658720718304324e-51,2.736752547959404e-24,2.8770375265073336e-52,1.5440202369283116e-28,2.2085165748270886e-57,4.2376333403703226e-51,6.232167016915871e-54,3.5475338203235935e-52,4.4156307303051707e-51,1.2420569113884325e-58,1.9289994557328206e-57,5.59038360502917e-54,2.095603192377329e-23,2.3276163419795694e-19,3.5138809528911886e-27,7.020986937585838e-13,2.0784598944844705e-13,4.4058534423736815e-16,1.122088587394728e-20,7.414170863770366e-16,3.483602028880344e-21,3.61724133580949e-19,1.9739579125076837e-22,6.710863422185573e-21,6.735698670268517e-23,2.413415501511672e-19,2.7147334053907758e-24,1.9463106134747978e-13,6.324498844579326e-20,5.197203554279762e-19,1.8877422970032216e-40,2.1307677499760658e-26,5.18891779583063e-31,6.290125227945379e-16,9.534086641383174e-23,3.421844768001292e-29,2.983985437296268e-19,1.8971318252156395e-31,1.0831420488599584e-27,2.413333467338026e-24,1.9470921197654382e-13,2.082377422665363e-27,6.257283743292846e-16,2.122939784942563e-20,1.3284305099274934e-24,2.530047739734277e-35
2.5823992578536137e-09,0.44931669923883005,2.4986010968260303e-18,3.2844664134543935e-22,8.261070018876884e-17,1.547270972513873e-21,0.0,0.0,9.349130166809715e-13,1.3250514191488093e-19,2.4235865686197424e-23,1.6200220675077244e-23,9.561229660420771e-29,6.974291192169715e-49,2.1553896950703765e-32,3.655730828126959e-21,1.3449917286485342e-26,2.4410584192661663e-19,7.17133650601503e-49,1.973619470325852e-45,1.3583207239280815e-44,6.641036648891356e-44,1.804459870680152e-20,9.838754712549755e-42,1.629198751390719e-34,1.1515451785524087e-47,2.161264297431954e-59,1.5718743283058222e-45,2.74058060568499e-54,2.3463241518212144e-52,5.947613133887755e-34,1.3331893410491252e-55,1.463955922398563e-54,3.6366511552398605e-57,3.76,0.0,0.5865453996904851,0.9999866394766105,1.092046335380768e-19,3.104237729005969e-31,3.730555988961548e-10,2.347157966777599e-10,1.189517256092282e-10,1.9388075539141406e-11,1.3360522452580899e-05,3.1401556835492865e-22,2.566247453113646e-35,5.29461029342875e-19,1.8815051710915778e-24,8.315665259092605e-17,1.3787541135164852e-51,7.483103007357246e-51,2.871195961574704e-24,3.2848649239133396e-52,1.5870598448977577e-28,2.5322915759580213e-57,4.7616073972737513e-51,7.051311596629546e-54,4.0434570970166205e-52,4.9716011891281965e-51,1.4127264292410851e-58,2.1951624506307932e-57,6.465045525933235e-54,2.1569040400396437e-23,2.440988013874612e-19,3.7472790007726216e-27,7.188130165330389e-13,2.127720537550706e-13,4.61804780353793e-16,1.204206654727615e-20,7.771651212539261e-16,3.633715723803129e-21,3.706658927623294e-19,2.0645025742915805e-22,7.018575155946523e-21,7.216599676284446e-23,2.5297769492026313e-19,2.8461736111870116e-24,1.99270519904725e-13,6.785890116065348e-20,5.448034949020241e-19,2.026289806070297e-40,2.33812223477547e-26,5.667238044403835e-31,6.591624389653097e-16,9.993047439818788e-23,3.617007883416757e-29,3.0440267149364716e-19,2.0440813527932683e-31,1.173230497062477e-27,2.5851716293710773e-24,1.9935244178057876e-13,2.2841456877535654e-27,6.558116909251608e-16,2.1735749085917973e-20,1.3936947624680688e-24,2.7132176788576487e-35
2.64254753144642e-09,0.44931669923956064,2.6131511362088594e-18,3.509364005062089e-22,8.650057833549346e-17,1.6550663879771227e-21,0.0,0.0,9.56707046284611e-13,1.3875132074118143e-19,2.5934805167000956e-23,1.73189560915989e-23,1.0321769739066048e-28,7.45027030273837e-49,2.2512841723179975e-32,3.816345860582314e-21,1.4107173860692986e-26,2.5571103778177424e-19,8.009125359923865e-49,2.1480914268900797e-45,1.5164813212469447e-44,7.411307802974441e-44,1.838784221303582e-20,1.1000489099834035e-41,1.7477736687617383e-34,1.3171667999209775e-47,2.4516546139722754e-59,1.760031705541559e-45,3.083596956536662e-54,2.6295332143083126e-52,6.375298576930328e-34,1.5307528315691723e-55,1.6882012987482118e-54,4.2109483814610514e-57,3.76,0.0,0.5865453996817697,0.9999866378658213,1.1701113571194779e-19,3.3304567894775455e-31,3.817446697883801e-10,2.4024362309937993e-10,1.217223985754075e-10,1.9778647006138694e-11,1.3362133219696955e-05,3.2887170535983285e-22,2.750142552498645e-35,5.413773282814734e-19,1.9371730554675983e-24,8.707510308889266e-17,1.5538009104873833e-51,8.386767767838108e-51,3.0088690142373302e-24,3.739436531139065e-52,1.630169625936546e-28,2.8942268919201e-57,5.3358802890372526e-51,7.956016915017041e-54,4.595271423575966e-52,5.582397011944806e-51,1.6020348623414853e-58,2.4905137061151548e-57,7.452078215433273e-54,2.2181686530921787e-23,2.5570351112978587e-19,3.9907509322397996e-27,7.355260159006093e-13,2.1769670849590594e-13,4.835211446934339e-16,1.2902322676889077e-20,8.137531462684535e-16,3.786965838404639e-21,3.7962236310270874e-19,2.1568628098260513e-22,7.332448944925168e-21,7.719269076085805e-23,2.6488723613007235e-19,2.980740905115438e-24,2.0390988903406294e-13,7.269098210215094e-20,5.704777438133228e-19,2.1714668934722445e-40,2.5600949490616134e-26,6.1763238507037865e-31,6.900082704153764e-16,1.046274088466588e-22,3.8181118750960437e-29,3.103609836217971e-19,2.1983097706659676e-31,1.268232991891121e-27,2.764766338440241e-24,2.0399567099343155e-13,2.500058443953718e-27,6.865957782990299e-16,2.224210466143705e-20,1.4605009571309043e-24,2.904145445290875e-35
2.7026958050392266e-09,0.4493166992402913,2.7302554684084575e-18,3.7442662922487394e-22,9.04797934895029e-17,1.7677462062757145e-21,0.0,0.0,9.785019130397548e-13,1.451414312157057e-19,2.77098057624333e-23,1.8486236641115871e-23,1.1124363941265222e-28,7.946460947132457e-49,2.3490135232312845e-32,3.979906313600681e-21,1.4781182685741297e-26,2.6758375924559716e-19,8.921707244714953e-49,2.333783560504712e-45,1.6886876113137444e-44,8.249566996922975e-44,1.8728034033699103e-20,1.226763420224707e-41,1.8720601726347086e-34,1.5019399347697385e-47,2.7733822028689514e-59,1.9655602179660148e-45,3.460555296216856e-54,2.939303673718684e-52,6.822861558502414e-34,1.7521216762660704e-55,1.9405710215326185e-54,4.8603237509517706e-57,3.76,0.0,0.5865453996730542,0.9999866365021075,1.251809219478278e-19,3.567605352560299e-31,3.9043374068052503e-10,2.4577396116350685e-10,1.2449307541954027e-10,2.0166702952091644e-11,1.3363496911788696e-05,3.4407369246310565e-22,2.9426360106829506e-35,5.532169343917756e-19,1.9929074480291913e-24,9.10837372810396e-17,1.7464898102801787e-51,9.375242860205217e-51,3.149773568581344e-24,4.2449025558247255e-52,1.6733516575464738e-28,3.297771557678593e-57,5.963948720952812e-51,8.953031583872144e-54,5.20783377844553e-52,6.252001940845362e-51,1.8115193702898855e-58,2.81746974965658e-57,8.562938365113094e-54,2.2793987234309963e-23,2.675757253949722e-19,4.2445131821232954e-27,7.522376925806397e-13,2.2261995425261289e-13,5.057342940774008e-16,1.3802558631096247e-20,8.511810494267361e-16,3.943353223438933e-21,3.8859354452773277e-19,2.251025351077021e-22,7.652439353519802e-21,8.24413646824246e-23,2.7707013622613784e-19,3.1184366390251644e-24,2.0854916873718439e-13,7.774618463786188e-20,5.967431020884433e-19,2.3234294671514384e-40,2.7973392108620946e-26,6.717304167822975e-31,7.215493540126132e-16,1.0943163162372497e-22,4.0251957827191546e-29,3.16273851592849e-19,2.359977593908732e-31,1.3682764682501158e-27,2.952270196033611e-24,2.0863889961510225e-13,2.7307421693257724e-27,7.180802626802439e-16,2.274846457807657e-20,1.5288486671704835e-24,3.102923441802259e-35
2.762844078632033e-09,0.4493166992410219,2.849913359501112e-18,3.989384967433851e-22,9.454833569162094e-17,1.8854180296507522e-21,0.0,0.0,1.0002976168399807e-12,1.5167547886507133e-19,2.9562403186105294e-23,1.9702940423499084e-23,1.197038392461045e-28,8.46320714270291e-49,2.448562624242971e-32,4.146382794511385e-21,1.5472016896280455e-26,2.797239735172083e-19,9.913757042366718e-49,2.531161339281132e-45,1.8758090189610803e-44,9.159975766217251e-44,1.906520151537833e-20,1.3646967000806238e-41,2.0022010282849838e-34,1.7075593007086767e-47,3.1290371859208562e-59,2.1896055249409643e-45,3.8739738044830917e-54,3.277441458222177e-52,7.29074044402343e-34,1.999534890135466e-55,2.2238470290224295e-54,5.592660574807445e-57,3.76,0.0,0.5865453996643387,0.9999866353475692,1.3372224040569962e-19,3.815959088455413e-31,3.9912281157258917e-10,2.5130679469361207e-10,1.2726375611664816e-10,2.055225957850667e-11,1.3364651428301737e-05,3.5962168482022495e-22,3.1439257111473257e-35,5.649803291750833e-19,2.0487037441838106e-24,9.518255362132523e-17,1.958161711337721e-51,1.0454300825607976e-50,3.2939115515252006e-24,4.805679368893849e-52,1.7166078237299648e-28,3.746595494059116e-57,6.649463310196695e-51,1.0049473153706219e-53,5.886303492059335e-52,6.984591022770484e-51,2.042805010683681e-58,3.1785857188190057e-57,9.80996323338195e-54,2.3405960951248324e-23,2.797154110013034e-19,4.508782576568472e-27,7.689480472911527e-13,2.2754179160638904e-13,5.284440853897095e-16,1.4743678517653764e-20,8.894487187858584e-16,4.10287872383103e-21,3.975794369297366e-19,2.346977016801106e-22,7.978501242821346e-21,8.791628262977246e-23,2.8952635767173288e-19,3.2592621641261576e-24,2.1318835901578024e-13,8.302945638733229e-20,6.235995696539567e-19,2.4823334939773406e-40,3.050521045138616e-26,7.2913160651010985e-31,7.53785027232601e-16,1.1434310460756224e-22,4.2382988574415456e-29,3.2214164387051635e-19,2.5292441760338603e-31,1.473487078901405e-27,3.147834672121789e-24,2.132821276455909e-13,2.9768352222617657e-27,7.502647704722788e-16,2.3254828837929992e-20,1.5987375200376393e-24,3.3096420793750474e-35
2.8229923522248395e-09,0.4493166992417525,2.9721240760890393e-18,4.244931290838931e-22,9.870619498353048e-17,2.0081894251873842e-21,0.0,0.0,1.022094157578159e-12,1.5835346921519052e-19,3.149412560793462e-23,2.096993679138614e-23,1.2861217498130691e-28,9.000849160253034e-49,2.549916453658186e-32,4.315746176231474e-21,1.6179749639615626e-26,2.9213165205599844e-19,1.0990117564132975e-48,2.7406994697087254e-45,2.0787454342837282e-44,1.0146837361096062e-43,1.9399371759384446e-20,1.5145524053759654e-41,2.1383395676942883e-34,1.9358248922097626e-47,3.521360997678682e-59,2.4333594372594156e-45,4.32649903961123e-54,3.645830372129026e-52,7.77937291447954e-34,2.275385439423907e-55,2.5410158315973105e-54,6.416478508624009e-57,3.76,0.0,0.5865453996556232,0.9999866343701199,1.4264333832481543e-19,4.075794868329634e-31,4.078118824645723e-10,2.56842107617354e-10,1.3003444064191378e-10,2.0935332982542487e-11,1.3365628855695893e-05,3.7551583658737104e-22,3.3542096246273094e-35,5.76667993824019e-19,2.1045578442045767e-24,9.937155056682332e-17,2.1902280794669992e-51,1.1629963625427024e-50,3.441284945553532e-24,5.426460279940523e-52,1.7599398251409343e-28,4.244598055392986e-57,7.396231518067875e-51,1.1252839851967028e-53,6.6361538941205025e-52,7.784535342346585e-51,2.2976076774906206e-58,3.576559999615231e-57,1.120641748910828e-53,2.4017627011687586e-23,2.921225390311535e-19,4.7837763327889905e-27,7.856570807489546e-13,2.3246222113800103e-13,5.516503755772317e-16,1.572658618387808e-20,9.28556042453914e-16,4.2655431787144104e-21,4.0658004016797074e-19,2.4447047119855273e-22,8.310589768699641e-21,9.362167702999968e-23,3.0225586294783787e-19,3.403218830989702e-24,2.1782745987154133e-13,8.854573922768436e-20,6.510471464364341e-19,2.6483349991928292e-40,3.320319088832259e-26,7.899504241009494e-31,7.867146281581365e-16,1.1936178969003967e-22,4.4574605417685505e-29,3.2796472592792583e-19,2.706267716436862e-31,1.5839901848685424e-27,3.3516101125130125e-24,2.1792535508489764e-13,3.238987740233556e-27,7.8314892825271955e-16,2.376119744309058e-20,1.6701671908460433e-24,3.5243899216208306e-35
2.883140625817646e-09,0.44931669924248313,3.0968868852985384e-18,4.511116092906111e-22,1.0295336140778382e-16,2.136167924876329e-21,0.0,0.0,1.0438915351465675e-12,1.65175407791266e-19,3.3506493722215835e-23,2.228808642926091e-23,1.3798268496192915e-28,9.55972360166098e-49,2.653060090992536e-32,4.487967594882406e-21,1.690445407556405e-26,3.048067700624627e-19,1.2155800808008649e-48,2.9628818883343846e-45,2.2984273880581875e-44,1.121459729068388e-43,1.9730571623952724e-20,1.6770604460886884e-41,2.280619689592376e-34,2.1886457675607503e-47,3.9532516698516624e-59,2.6980605831525724e-45,4.8209097514137143e-54,4.046433557489788e-52,8.2891959744452e-34,2.5822270867926015e-55,2.895278546938142e-54,7.340970413057823e-57,3.76,0.0,0.5865453996469078,0.9999866335425962,1.5195246202378817e-19,4.34739076452189e-31,4.1650095335647383e-10,2.623798839659064e-10,1.328051289706794e-10,2.1315939157682195e-11,1.3366456357672873e-05,3.9175630092786345e-22,3.5736858085427173e-35,5.882804086039206e-19,2.16046609561986e-24,1.0365072657718605e-16,2.4441731164299367e-51,1.2908507347405906e-50,3.591895780971833e-24,6.112226500552219e-52,1.803349190400598e-28,4.7959166979148794e-57,8.208220560053031e-51,1.2571022441339623e-53,7.46318413678678e-52,8.656406770208905e-51,2.577737073154236e-58,4.0142389178437355e-57,1.2766541509482256e-53,2.4629005131078355e-23,3.0479708431178837e-19,5.0697120588208214e-27,8.023647936697257e-13,2.373812434278117e-13,5.753530216496472e-16,1.675218521676042e-20,9.68502908590041e-16,4.431347421468263e-21,4.1559535406882626e-19,2.544195427291622e-22,8.648660379902082e-21,9.956174884207047e-23,3.1525861455311883e-19,3.5503079895488834e-24,2.2246647130615873e-13,9.42999692992174e-20,6.790858323624452e-19,2.8215900658648718e-40,3.607424496529618e-26,8.543020550793259e-31,8.203374954787352e-16,1.2448764877671732e-22,4.682720450603803e-29,3.3374346027189173e-19,2.8912052678193817e-31,1.699910347443559e-27,3.563745746168575e-24,2.2256858193302252e-13,3.517861539218122e-27,8.167323627732399e-16,2.4267570395651355e-20,1.7431373965658085e-24,3.7472538182319463e-35
2.9432888994104524e-09,0.4493166992432136,3.2242010547781604e-18,4.788149776714914e-22,1.0728982500781163e-16,2.269461025674972e-21,0.0,0.0,1.0656897494369898e-12,1.7214130011778729e-19,3.560102081507599e-23,2.3658241431822e-23,1.4782956652370863e-28,1.0140163476361686e-48,2.7579787163144445e-32,4.663018447428076e-21,1.7646203376313042e-26,3.1774930601765054e-19,1.341598914660899e-48,3.1982017533711585e-45,2.535816213139242e-44,1.23678437962121e-43,2.0058827726423357e-20,1.8529772740052833e-41,2.4291858594873244e-34,2.46804386670851e-47,4.427769175125805e-59,2.9849950619287786e-45,5.360120739049349e-54,4.4812949452592335e-52,8.820645959240034e-34,2.9227813793719796e-55,3.290061184739115e-54,8.376040567522424e-57,3.76,0.0,0.5865453996381923,0.9999866328420014,1.6165785690068301e-19,4.631026050747568e-31,4.251900242482937e-10,2.6792010787329276e-10,1.3557582107844616e-10,2.1694093994400992e-11,1.3367156930520385e-05,4.083432300185552e-22,3.8025524064308276e-35,5.998180523688597e-19,2.2164252421563097e-24,1.080200801141687e-16,2.721555951347893e-51,1.4296466878603871e-50,3.7457461290393985e-24,6.868258294154072e-52,1.8468372879946135e-28,5.404935767579335e-57,9.089560293918036e-51,1.4012316196559445e-53,8.373531191567468e-52,9.604982726724082e-51,2.8850997141321974e-58,4.4946214829457124e-57,1.4505601147154694e-53,2.524011501371931e-23,3.1773902495478185e-19,5.3668077532767904e-27,8.190711867680965e-13,2.4229885905580197e-13,5.995518806793992e-16,1.7821378943080976e-20,1.0092892054044504e-15,4.600292279754481e-21,4.2462537842605803e-19,2.64543623850195e-22,8.99266881616448e-21,1.057406677624766e-22,3.285345750039067e-19,3.700530989099081e-24,2.271053933213233e-13,1.0029707701100306e-19,7.077156273585609e-19,3.0022548343394936e-40,3.9125408467455253e-26,9.223023548456283e-31,8.546529684901288e-16,1.2972064378684415e-22,4.914118353576109e-29,3.3947820646699226e-19,3.0842127435830994e-31,1.8213713216202576e-27,3.7843896924780815e-24,2.2721180818996556e-13,3.814130013796349e-27,8.510147009595763e-16,2.477394769770514e-20,1.817647890873153e-24,3.978319028289097e-35
