Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782)
3.7510742624836563e-07,0.7448985517454504,6.347027908286268e-07,3.535698366228191e-08,1.445340696360061e-07,7.219557385901617e-07,0.0,0.0,1.2061066895837344e-06,1.829552634935746e-09,1.6404937048761422e-09,1.7640959189074905e-10,1.3882666890705678e-10,1.1884675296808504e-21,1.0453351221417341e-15,1.7117162124268527e-10,7.260358248984743e-09,3.3838985459725426e-08,5.512720712119518e-22,1.4407281027713888e-15,9.723619383583043e-20,6.935679418224612e-20,2.001070974577138e-11,4.966493665794036e-16,1.1757806033380848e-13,2.0403832000126328e-21,2.1600234586460966e-23,1.950731063423742e-17,1.362492167954583e-17,1.30667814231293e-18,2.30221808242635e-15,1.5051939071906524e-21,5.992157972329478e-22,3.270859652763015e-20,3.76,0.0,0.8898297244142922,0.9992345540407658,1.023820073983782e-07,6.229581286081422e-10,0.009073035746942173,0.0072822170862755515,0.0017798038595085214,7.358041287835714e-06,0.0007639471721364901,1.7294677988049924e-06,3.789557001779022e-12,2.7589133242514233e-10,6.630819839591996e-16,1.8492629220813447e-07,8.598380984970724e-17,5.369869815773392e-17,4.318434182996216e-10,9.253923596112547e-17,1.2602128333495408e-13,1.0291460974771313e-22,1.0429725039027311e-16,3.4781698504148573e-19,1.264549743919176e-17,5.66553445942285e-17,5.949846952657553e-24,6.113313272312982e-23,1.8223883975850304e-17,1.5808337072159097e-13,7.212447558755786e-08,4.667618748043356e-10,5.948613987363251e-07,7.14874803087034e-08,1.2500242018737792e-06,1.0879344988895796e-07,8.094465065113281e-07,5.010856842307824e-08,2.6202169744551327e-08,1.0733585560553172e-09,2.2966132562138695e-09,1.2920703664383597e-09,1.9897443697706678e-07,1.681128389808455e-11,6.122467603248176e-06,7.572567809549016e-11,9.596498939588335e-08,8.708617754787608e-14,2.092698196477997e-12,3.472603853492736e-17,6.712150333583911e-11,3.482992447182598e-09,2.361660975719552e-10,1.8407385048109952e-10,5.109069548009184e-18,6.720382910456189e-14,8.868534903429809e-10,5.846246875924184e-06,3.483034425991516e-13,5.632181917710922e-11,5.968093410746577e-10,8.05496753858364e-11,3.3016949056605384e-17,1.3029650213771383e-09,9.888434429305529e-14,2.4612597358199717e-14
3.8339874256014267e-07,0.7449248041820798,6.552177901887104e-07,3.6759456250685494e-08,1.5090875553103005e-07,7.62589964475173e-07,0.0,0.0,1.2334103715729487e-06,1.9102394962507646e-09,1.7518957625210288e-09,1.8267023176032246e-10,1.4686940039674805e-10,1.2805830924674931e-21,1.0877795328438418e-15,1.7188876957421776e-10,7.604927815559846e-09,3.535023293377765e-08,6.18254243504823e-22,1.5508608636774756e-15,1.0185818146704313e-19,7.02809756429549e-20,2.0028356980849088e-11,5.563072947228047e-16,1.2339733602594927e-13,2.2557613452454845e-21,2.4039809413210598e-23,2.112295677419238e-17,1.5300362509253994e-17,1.448739645022865e-18,2.4326772736198965e-15,1.6688612424302703e-21,6.71992592692613e-22,3.6998964956716426e-20,3.76,0.0,0.8896299984820514,0.9992345125449703,1.0948696372736428e-07,6.676815897373516e-10,0.009272585273096118,0.007442422957108367,0.001818986930337233,7.3566604534529575e-06,0.0007639471392377415,1.8067224500910502e-06,3.997361948100382e-12,2.760008971896827e-10,6.776598382309648e-16,1.9316769511095243e-07,9.60496707548947e-17,5.951320918107353e-17,4.549965108669839e-10,1.0325724398042255e-16,1.3114128458470068e-13,1.14968861336277e-22,1.1544981817047642e-16,3.8509730074337784e-19,1.400168660050695e-17,6.2686680271607e-17,6.646649559328335e-24,6.829309895024817e-23,2.082604440417292e-17,1.6156056661294124e-13,7.53522277179099e-08,5.086824579921857e-10,6.097003954926497e-07,7.371864094243616e-08,1.3025608979580114e-06,1.1564257890073013e-07,8.462860078824265e-07,5.141883247562636e-08,2.6819710042352208e-08,1.137489045107681e-09,2.401933182474619e-09,1.3584057728213793e-09,2.0825962431322042e-07,1.8466450298017795e-11,6.260632215021735e-06,7.892947850406332e-11,1.0020494995459706e-07,9.629356809521675e-14,2.2009305816755005e-12,3.651630377601731e-17,6.880134485373047e-11,3.5888607123319032e-09,2.5643392997326614e-10,1.8620237839109138e-10,5.3719545371759525e-18,7.068659931317879e-14,9.553781959419031e-10,5.971802266901525e-06,3.7539693491566834e-13,5.809082610514524e-11,6.186806925172052e-10,8.410643184843377e-11,3.5852016749084266e-17,1.3312985188407225e-09,1.0103463513391436e-13,2.5839855543094406e-14
3.916900588719197e-07,0.7449510512012902,6.759056506153762e-07,3.817949716587695e-08,1.5739193518522995e-07,8.045146127409827e-07,0.0,0.0,1.2607492145989722e-06,1.9926267901942708e-09,1.8685746874757305e-09,1.8901114061683278e-10,1.5526290020063282e-10,1.3770652098710872e-21,1.1306645496709423e-15,1.725712963065613e-10,7.957428748535599e-09,3.6894479095092766e-08,6.920567634020465e-22,1.666567767911576e-15,1.066001385625549e-19,7.116272560247844e-20,2.0045039360198305e-11,6.21478127105064e-16,1.2935794930972282e-13,2.4888333327388724e-21,2.668688869509214e-23,2.2831975436403992e-17,1.7136542191965316e-17,1.602237788468197e-18,2.5675171882354204e-15,1.8469418449952866e-21,7.518600566458836e-22,4.174873862555083e-20,3.76,0.0,0.8894303145148984,0.9992344706453835,1.1690152214432749e-07,7.144913853495594e-10,0.009472091718569187,0.007602589299897047,0.0018581629428197676,7.355279899641781e-06,0.0007639471060306993,1.8856597678383194e-06,4.211154548907276e-12,2.7611043373167535e-10,6.922330660973075e-16,2.0158759674012522e-07,1.0702560954986412e-16,6.581077619516755e-17,4.789098085428223e-10,1.1493214433162807e-16,1.3636540300751519e-13,1.281133463502263e-22,1.2750923948080808e-16,4.254159281209284e-19,1.5468467101881232e-17,6.920561399318672e-17,7.406465115521926e-24,7.610059733157727e-23,2.3728881706304857e-17,1.6503689090033373e-13,7.864977148476108e-08,5.533228593963175e-10,6.246812081638101e-07,7.598050570874063e-08,1.3562509794238227e-06,1.227745624197432e-07,8.841019070608513e-07,5.273512913056736e-08,2.743809472358522e-08,1.2041111144350586e-09,2.512025185950213e-09,1.4276874332970447e-09,2.1780080487304026e-07,2.0251324141656605e-11,6.398962479495809e-06,8.220395294556485e-11,1.0453450520998052e-07,1.0622552084903011e-13,2.3139539241097522e-12,3.838589627571078e-17,7.049721774854668e-11,3.6957879523667005e-09,2.778993179526508e-10,1.8836688140864505e-10,5.646494472188713e-18,7.432363161841386e-14,1.0277712664617582e-09,6.097202345478099e-06,4.040311126723079e-13,5.988428341267932e-11,6.412323350370053e-10,8.773813603061293e-11,3.8854630900425057e-17,1.3595949179026964e-09,1.0318211110031047e-13,2.7105152149827875e-14
3.9998137518369675e-07,0.7449772928059673,6.967642578223756e-07,3.961685439106466e-08,1.6398166951071948e-07,8.47740040314344e-07,0.0,0.0,1.2881236292188916e-06,2.07671240188726e-09,1.9906878620460406e-09,1.9543396902744746e-10,1.6402308560131317e-10,1.4779969909514385e-21,1.1739824010242489e-15,1.7322190180761138e-10,8.317859593496746e-09,3.8471725474987056e-08,7.732336464547944e-22,1.7879896369989145e-15,1.1146831420386939e-19,7.200433309143557e-20,2.006083219247935e-11,6.925216294811777e-16,1.354599749190387e-13,2.740691189404589e-21,2.955407239431069e-23,2.4637778076208045e-17,1.9144727289214943e-17,1.767780296272589e-18,2.7068041758792373e-15,2.040496189916365e-21,8.393750547254185e-22,4.699792935511092e-20,3.76,0.0,0.8892306724809438,0.9992344283398493,1.2463088676677351e-07,7.634342304093182e-10,0.009671555092619303,0.0077627161214571146,0.00189733189924868,7.353899626149756e-06,0.0007639470725137079,1.9662794145527345e-06,4.430944531224213e-12,2.7621994204895517e-10,7.068016689648187e-16,2.1018593705760585e-07,1.189702813842859e-16,7.261973637422009e-17,5.035943776374349e-10,1.2762466684690892e-16,1.416938636636809e-13,1.4241832987364237e-22,1.4052686613805192e-16,4.689452918730226e-19,1.7052118497960727e-17,7.623953554248751e-17,8.233354216505581e-24,8.459735822010859e-23,2.6959219876804563e-17,1.685123439502399e-13,8.201705322126923e-08,6.007908330578852e-10,6.398030915888541e-07,7.827291947749457e-08,1.411098013141292e-06,1.3019542226277273e-07,9.229048010590159e-07,5.40575174826591e-08,2.805733469948271e-08,1.2732610994623294e-09,2.627023726310139e-09,1.5000478507133566e-09,2.2760109850326927e-07,2.2173583996301453e-11,6.5374613887516145e-06,8.554931789269141e-11,1.0895353443109833e-07,1.169199155145338e-13,2.4319887187767726e-12,4.033843317080431e-17,7.220903664634475e-11,3.803783923595222e-09,3.006013107671656e-10,1.9056757605895876e-10,5.933217740004921e-18,7.812189964899766e-14,1.1041628788393836e-09,6.222447333523182e-06,4.342582497564492e-13,6.170206283897298e-11,6.644895797324671e-10,9.144467233816969e-11,4.203024910539681e-17,1.3878542730729329e-09,1.0532677634739639e-13,2.8409109587661e-14
4.165640078072509e-07,0.745029759783225,7.38985769054058e-07,4.254259782079461e-08,1.7747326962078848e-07,9.381339892410862e-07,0.0,0.0,1.3429808020884774e-06,2.2499702841551204e-09,2.2518610521684453e-09,2.0853296600422738e-10,1.8271058403738208e-10,1.693545187448576e-21,1.261891457587737e-15,1.744373160347766e-10,9.062507631768735e-09,4.172522573852351e-08,9.600897854815246e-22,2.048541308390439e-15,1.2161221927073647e-19,7.357607432266126e-20,2.0090027189077676e-11,8.53734634576223e-16,1.4808860727927787e-13,3.3053930951766804e-21,3.600203900413171e-23,2.855382843237854e-17,2.37247532224724e-17,2.1375101692496755e-18,2.998988729957461e-15,2.4786195402867746e-21,1.039766060680429e-21,5.916946375202608e-20,3.76,0.0,0.8888315140863267,0.9992343425023712,1.410543963977581e-07,8.679057284676972e-10,0.010070352663450983,0.008082851228047661,0.0019756486531646686,7.351139919123731e-06,0.0007639470045433446,2.132564345034257e-06,4.888551281166654e-12,2.7643887400096065e-10,7.359250053167805e-16,2.2791769944502387e-07,1.4601182898537156e-16,8.789010184355521e-17,5.553216790913926e-10,1.5631704583653284e-16,1.526647240401357e-13,1.7480447520714362e-22,1.696505218013275e-16,5.663541205457729e-19,2.0596179525310375e-17,9.196631380532467e-17,1.0105382551907184e-23,1.0383367868427416e-22,3.4518282674530945e-17,1.7546063780754446e-13,8.89606168954555e-08,7.046473283720005e-10,6.704669804230798e-07,8.294879822066246e-08,1.5242763061609218e-06,1.4592792244608237e-07,1.0035136863484415e-06,5.6720802886749024e-08,2.9298423717132052e-08,1.4192867466246564e-09,2.8722683295711853e-09,1.6545494540628834e-09,2.4799147820216887e-07,2.6462539178823337e-11,6.8149770664523906e-06,9.245352918721173e-11,1.1805953579879488e-07,1.407525219242987e-13,2.6840004616039834e-12,4.450722055127105e-17,7.568015729356457e-11,4.023020680403557e-09,3.498725040422577e-10,1.9507839098409928e-10,6.545386953746036e-18,8.623086167279196e-14,1.269466471712887e-09,6.472472929284635e-06,4.997021301655561e-13,6.541009532964923e-11,7.132245733234788e-10,9.908178039537455e-11,4.8922492079885817e-17,1.4442620705771267e-09,1.0960769136636238e-13,3.1135510707045687e-14
4.314883771684496e-07,0.7450769615738398,7.775498912511746e-07,4.5232807383405884e-08,1.8996159881089517e-07,1.024038428868385e-06,0.0,0.0,1.3924779779941004e-06,2.4116900817100982e-09,2.5071411091086503e-09,2.2062277264187805e-10,2.0095693272049208e-10,1.9036047773549363e-21,1.3424354028198484e-15,1.754458104871521e-10,9.759806448521522e-09,4.476625502020818e-08,1.1597183171300503e-21,2.3039946658237378e-15,1.3125241566210973e-19,7.487539499505595e-20,2.011392401160598e-11,1.0228038710562795e-15,1.5993894030733058e-13,3.8899192137225944e-21,4.2696492591688656e-23,3.2445366139547226e-17,2.8558722492211827e-17,2.5178869929358246e-18,3.2778455086800024e-15,2.9379699675767792e-21,1.2526659334018209e-21,7.229611424578964e-20,3.76,0.0,0.8884724146278297,0.9992342638388954,1.5696256101143687e-07,9.69692962105084e-10,0.010429123265680709,0.008370837729319952,0.002046109623183881,7.348657139000652e-06,0.0007639469422936385,2.287970962314686e-06,5.320989264531909e-12,2.7663581620863786e-10,7.621202045949744e-16,2.444859674814381e-07,1.7429762965263272e-16,1.036869129136265e-16,6.046253619774536e-10,1.8627727219412719e-16,1.6289765641214197e-13,2.0868194251072124e-22,1.996884968042434e-16,6.668485033501105e-19,2.425275465813176e-17,1.0817459190800636e-16,1.2063578846759273e-23,1.2395561823094229e-22,4.2746454398105627e-17,1.8171112633859145e-13,9.544779363029582e-08,8.088970095230001e-10,6.985390918905381e-07,8.726010869996747e-08,1.6301257016038246e-06,1.6113579302497507e-07,1.0795423848165506e-06,5.913917499535554e-08,3.041843652324484e-08,1.5597060868257897e-09,3.111077151762142e-09,1.8055176224620358e-09,2.6726017454752773e-07,3.087596310622212e-11,7.065347776406178e-06,9.891171038591777e-11,1.2655974303071364e-07,1.6520979443658456e-13,2.930265795913238e-12,4.858073841488575e-17,7.885779762944729e-11,4.224085031073303e-09,3.9884236800975294e-10,1.9926401645737436e-10,7.143544213126587e-18,9.415362572631821e-14,1.4332366120568019e-09,6.696967797268155e-06,5.645804091265975e-13,6.88293002968891e-11,7.597631807773578e-10,1.062099497735452e-10,5.577260138088569e-17,1.4949029483631208e-09,1.1345094416415942e-13,3.3727793214333405e-14
4.464127465296483e-07,0.7451241458658788,8.166386768902849e-07,4.7975945484763644e-08,2.0276708583523703e-07,1.114312639173564e-06,0.0,0.0,1.4420966757055385e-06,2.578881034125379e-09,2.782611472029696e-09,2.330125155048147e-10,2.206695876237644e-10,2.1294098076518686e-21,1.424311306437527e-15,1.763857848287646e-10,1.04827974177782e-08,4.7914235322741675e-08,1.3934018169969886e-21,2.58015215643507e-15,1.4143608093459878e-19,7.607802210107976e-20,2.0135912243958284e-11,1.2171330647613646e-15,1.7224901943067396e-13,4.554797648762635e-21,5.032791060286758e-23,3.670779641807225e-17,3.414931619806885e-17,2.9474800209787043e-18,3.572178211598059e-15,3.46735711398566e-21,1.500871304016126e-21,8.780891027562185e-20,3.76,0.0,0.8881134505479475,0.9992341838270999,1.7396758521274836e-07,1.0791161047139732e-09,0.010787754460195854,0.008658696286851267,0.002116547767686631,7.3461752632758615e-06,0.0007639468790144273,2.4488230778962226e-06,5.7729743907485975e-12,2.768326669370794e-10,7.883004406328557e-16,2.616314963566451e-07,2.0673975997275137e-16,1.216267679298146e-16,6.566008477424648e-10,2.2058595653570004e-16,1.7347226924952032e-13,2.475383292699548e-22,2.337069673489965e-16,7.806872761406727e-19,2.839512732387139e-17,1.2651808373994748e-16,1.4309532384655475e-23,1.470346686180529e-22,5.253471638467771e-17,1.8795879779247012e-13,1.0216009566186621e-07,9.240444854145924e-10,7.270559927752755e-07,9.166819825683816e-08,1.7397711281887348e-06,1.7737381257514883e-07,1.158931231100889e-06,6.157817866796771e-08,3.154138603837492e-08,1.708850892361159e-09,3.3677839915518896e-09,1.96864842474907e-09,2.8741666518863184e-07,3.586856170627851e-11,7.316311016357686e-06,1.05602446723819e-10,1.3534800456081105e-07,1.9277195954538148e-13,3.1964234679995553e-12,5.2982855118742336e-17,8.208568760375593e-11,4.428760090946614e-09,4.524368909061863e-10,2.035701613624868e-10,7.78991042468498e-18,1.0271448884867549e-13,1.6120208466839428e-09,6.920963657567597e-06,6.354467053548574e-13,7.232548916503869e-11,8.090039391233359e-10,1.1357879066579267e-10,6.326959569441076e-17,1.5454246590996841e-09,1.172851554287516e-13,3.645514432755605e-14
4.6133711589084704e-07,0.7451713126758865,8.562429212233775e-07,5.0771077313340516e-08,2.1588007856739644e-07,1.2090126792933789e-06,0.0,0.0,1.4918392049615837e-06,2.751531978733675e-09,3.079299767493476e-09,2.4571873735566305e-10,2.4196522268946625e-10,2.3714792464788558e-21,1.5075104460682183e-15,1.772678344091244e-10,1.1231489022558671e-08,5.116918062834126e-08,1.6656454983416069e-21,2.8778330371367934e-15,1.5223085213695528e-19,7.719529483940191e-20,2.015628745366652e-11,1.4393314250474545e-15,1.8501959808641946e-13,5.3085018520796875e-21,5.899333422361826e-23,4.1364542346625765e-17,4.058187305467409e-17,3.4304219069010132e-18,3.8824013426489e-15,4.075853659455718e-21,1.789229451246188e-21,1.0606675806402801e-19,3.76,0.0,0.8877546216689879,0.9992341024547567,1.9209672326289002e-07,1.1964464038571345e-09,0.011146246300767495,0.00894642693964443,0.002186963100391324,7.343694290544945e-06,0.0007639468146963859,2.6151187244182915e-06,6.244537970644336e-12,2.770294261755199e-10,8.144657215401121e-16,2.7935397783800304e-07,2.4376493997491717e-16,1.4191130801883227e-16,7.113133059888133e-10,2.5968304190053144e-16,1.8438996385098921e-13,2.91884677195238e-22,2.7206718640180974e-16,9.090838664198906e-19,3.3067493702478386e-17,1.4718903265012938e-16,1.6872775185759647e-23,1.7337433238898294e-22,6.41074312083498e-17,1.9420365433215798e-13,1.0909721716425548e-07,1.050764747466814e-09,7.560130164713155e-07,9.617231967918523e-08,1.8532273249522841e-06,1.9467748201652277e-07,1.2417400450976432e-06,6.403813988786255e-08,3.266733273634465e-08,1.866910309772147e-09,3.6431022649081395e-09,2.1448097213750324e-09,3.0847893841638295e-07,4.149700655116722e-11,7.567883901386337e-06,1.1252662250963356e-10,1.4442364509192158e-07,2.2369592995711634e-13,3.4839291480012897e-12,5.773737108987114e-17,8.536328701226589e-11,4.637099869101275e-09,5.108921889583254e-10,2.0799802615478117e-10,8.48795531141126e-18,1.1195957771247659e-13,1.8066032326903494e-09,7.144461832340626e-06,7.126159134493852e-13,7.589804327372126e-11,8.61112087737944e-10,1.2118763929676887e-10,7.14464515622268e-17,1.595827526658951e-09,1.211103498564392e-13,3.932129466539472e-14
4.7626148525204576e-07,0.7452184620203175,8.96354111783871e-07,5.361738309715479e-08,2.2929140471612043e-07,1.3081935511776781e-06,0.0,0.0,1.5417078562063778e-06,2.929632083150962e-09,3.398267486529739e-09,2.5875993032143767e-10,2.6496700050595194e-10,2.6303465409735613e-21,1.5920321763175201e-15,1.7810140973393264e-10,1.200589440186318e-08,5.4531106320694265e-08,1.981368647023812e-21,3.197855908695358e-15,1.6371493037956604e-19,7.823783877694096e-20,2.0175313299416774e-11,1.6921622346783168e-15,1.9825151769011954e-13,6.160233192319557e-21,6.879803446986791e-23,4.6440188242716375e-17,4.794791687338833e-17,3.97101817987576e-18,4.208936988100357e-15,4.773540189971632e-21,2.1231644515151842e-21,1.2747461357627692e-19,3.76,0.0,0.8873959278153372,0.9992340197097113,2.1137642185273225e-07,1.3219548752808231e-09,0.01150459884110503,0.009234029726494132,0.0022573556351152637,7.341214219420375e-06,0.0007639467493302049,2.7868559347757166e-06,6.735706018813185e-12,2.772260939137282e-10,8.406160553996001e-16,2.9765311570263563e-07,2.858254791776196e-16,1.6475309549803902e-16,7.688281011613041e-10,3.040343593778508e-16,1.956521676341402e-13,3.4226262564382635e-22,3.151488537091144e-16,1.0533137773582833e-18,3.831631202120284e-17,1.703893798749409e-16,1.9784607208740447e-23,2.0329628254511335e-22,7.77114865158813e-17,2.0044569812703114e-13,1.162588544847522e-07,1.1897451777126272e-09,7.854055492480361e-07,1.007717631881179e-07,1.9705074764121506e-06,2.130823769595983e-07,1.3280280920450885e-06,6.651937991509316e-08,3.3796336278695096e-08,2.0340677339609132e-09,3.937725606603254e-09,2.33489265825329e-09,3.304649194284094e-07,4.7821694739403474e-11,7.820083445128662e-06,1.1968502501030465e-10,1.5378599779419253e-07,2.58249089437918e-13,3.794280170864598e-12,6.286874962572715e-17,8.869006089222046e-11,4.849157603584101e-09,5.744467122102899e-10,2.1254880927767567e-10,9.241243603963366e-18,1.2193637408506757e-13,2.017773226677953e-09,7.367463652268467e-06,7.964050924505816e-13,7.954637465342199e-11,9.162579222161934e-10,1.2903583487781734e-10,8.033646457727961e-17,1.6461118767231628e-09,1.2492655228396432e-13,4.23300042926965e-14
4.911858546132444e-07,0.7452655939155517,9.369643551867287e-07,5.651414364674409e-08,2.4299236372643444e-07,1.4119092753506262e-06,0.0,0.0,1.5917049027585237e-06,3.113170841371555e-09,3.740610829397568e-09,2.7215651737580593e-10,2.8980434124053204e-10,2.906561367079488e-21,1.677882987537493e-15,1.7889494616916085e-10,1.2806031237829266e-08,5.8000029162937305e-08,2.3459247192355074e-21,3.5410386958713078e-15,1.7597783881326555e-19,7.921555469378161e-20,2.019322514654224e-11,1.978545361874642e-15,2.1194570587456743e-13,7.119982301535528e-21,7.985621555900497e-23,5.1960541757711703e-17,5.63453808041608e-17,4.5737483878535346e-18,4.552214679286139e-15,5.571586469927308e-21,2.5087336246300637e-21,1.5248851051966378e-19,3.76,0.0,0.8870373688133344,0.9992339355798725,2.3183236098317583e-07,1.4559123527716718e-09,0.011862812134857185,0.009521504685990171,0.0023277253857737082,7.3387350485305465e-06,0.0007639466829066173,2.964032742115815e-06,7.246499985753218e-12,2.774226701419198e-10,8.667514502679453e-16,3.165286256648342e-07,3.33399699986485e-16,1.903757635395287e-16,8.292107978172171e-10,3.54132039759522e-16,2.0726033425466214e-13,3.9924491109416275e-22,3.6335032926059956e-16,1.214715307844268e-18,4.419032881137599e-17,1.9633087277523102e-16,2.3078125204327276e-23,2.3714065912842804e-22,9.361761001495442e-17,2.066849313533186e-13,1.2364470618226414e-07,1.3416851104614424e-09,8.152290683156074e-07,1.0546585339167363e-07,2.0916233028673482e-06,2.3262413290375817e-07,1.4178540973243264e-06,6.902221559029492e-08,3.492845556338757e-08,2.2105011720855128e-09,4.2523283383402575e-09,2.5398098289756e-09,3.533924707156182e-07,5.490687230351604e-11,8.072926559716119e-06,1.2707835006836832e-10,1.6343440435190713e-07,2.967093030106306e-13,4.1290122905750335e-12,6.840206473948999e-17,9.206548411507038e-11,5.064985801842795e-09,6.433412097422977e-10,2.1722371184513395e-10,1.0053427518792576e-17,1.326936159981535e-13,2.2463249646526746e-09,7.589970456680051e-06,8.871331695767128e-13,8.326992351081191e-11,9.746167637313006e-10,1.3712271959834354e-10,8.997324439586054e-17,1.6962780368133421e-09,1.287337876906158e-13,4.548506311575059e-14
5.061102239744432e-07,0.7453127083778887,9.780663146871618e-07,5.946072778304904e-08,2.5697471562780717e-07,1.5202129588655297e-06,0.0,0.0,1.6418326028529044e-06,3.302138070152592e-09,4.1074615116383186e-09,2.859308374783559e-10,3.166126776314585e-10,3.2006911747961453e-21,1.7650756916638846e-15,1.7965597888554787e-10,1.3631921648215596e-08,6.157596727909333e-08,2.7651214338589113e-21,3.90819863249672e-15,1.8912122454396785e-19,8.013762595122254e-20,2.0210233271193347e-11,2.301559743387016e-15,2.2610317481873643e-13,8.198595508489323e-21,9.229175662883773e-23,5.795269596082762e-17,6.587883370080461e-17,5.2432673602645074e-18,4.912671283577084e-15,6.482335206878961e-21,2.952686858196004e-21,1.8162098739433644e-19,3.76,0.0,0.8866789444911568,0.9992338500532038,2.534894939944591e-07,1.5985895367003267e-09,0.012220886235612996,0.009808851856520442,0.0023980723663789734,7.336256776518825e-06,0.0007639466154164534,3.1466471798357143e-06,7.776937388560684e-12,2.776191548506183e-10,8.928719141764053e-16,3.3598023530372063e-07,3.869923399278107e-16,2.1901415820397846e-16,8.925271658751782e-10,4.1049490447715576e-16,2.1921594364763994e-13,4.634358409430755e-22,4.1708883565652343e-16,1.3946902351148572e-18,5.074060380078992e-17,2.2523516742218466e-16,2.678825008542273e-23,2.7526635055663773e-22,1.1212170511848358e-16,2.1292135619503209e-13,1.312544730631394e-07,1.5072954343703842e-09,8.454791684503146e-07,1.1025394657533929e-07,2.2165851477285268e-06,2.53338431345601e-07,1.5112762630136535e-06,7.154695961673515e-08,3.60637487712523e-08,2.3963835912803064e-09,4.587565991305462e-09,2.760493516101261e-09,3.772793931183869e-07,6.282075691034573e-11,8.32643005642473e-06,1.347072075426309e-10,1.73368215010089e-07,3.3936492718233e-13,4.4896965690299715e-12,7.436295120537784e-17,9.548904461398952e-11,5.284636281958431e-09,7.178186988789588e-10,2.2202394123933015e-10,1.092823955696951e-17,1.4428120240328805e-13,2.49305659904745e-09,7.81198359366223e-06,9.851206675119155e-13,8.706815599480387e-11,1.036368926929889e-09,1.4544763861804507e-10,1.0039071032166898e-16,1.7463263363147095e-09,1.325320812001927e-13,4.879029139166264e-14
5.210345933356419e-07,0.7453598054235533,1.019653156649483e-06,6.24565813897091e-08,2.7123066755028434e-07,1.633156856549943e-06,0.0,0.0,1.6920932015632795e-06,3.4965239056648243e-09,4.4999875316528295e-09,3.0010713371477326e-10,3.4553319943058327e-10,3.513322627554602e-21,1.8536287100392683e-15,1.8039124488665273e-10,1.4483592083753112e-08,6.525894013843444e-08,3.245240846450794e-21,4.3001522505672934e-15,2.032597047201894e-19,8.101254022655046e-20,2.0226525704463856e-11,2.6644458485959732e-15,2.407250196603644e-13,9.407846433538805e-21,1.062389902764588e-22,6.444509129984212e-17,7.665970871973236e-17,5.984406589054955e-18,5.290750920203613e-15,7.519387168011385e-21,3.4625286168173424e-21,2.1544691394728996e-19,3.76,0.0,0.8863206546787115,0.9992337631177147,2.763720865776002e-07,1.7502570413393822e-09,0.012578821196902693,0.010096071276273686,0.0024683965910395787,7.333779402042571e-06,0.0007639465468505392,3.3346972815798553e-06,8.327032354865453e-12,2.778155480307837e-10,9.189774551303124e-16,3.560076839914551e-07,4.471349340844325e-16,2.5091447333736437e-16,9.588431858483471e-10,4.736688371620595e-16,2.315205020777999e-13,5.354717434013564e-22,4.768006500974698e-16,1.5947044623895112e-18,5.802053353000133e-17,2.573339258978775e-16,3.0951752916679503e-23,3.180512607668352e-22,1.3354620575887797e-16,2.1915497484232162e-13,1.3908785821454981e-07,1.6872982304576864e-09,8.761515795720533e-07,1.1513542827829256e-07,2.3454020616378643e-06,2.7526098673889915e-07,1.6083522856145124e-06,7.40939208297491e-08,3.720227341095595e-08,2.5918832498717148e-09,4.944075871767118e-09,2.9978940104838756e-09,4.021434273837657e-07,7.163565980251802e-11,8.580610646864435e-06,1.4257212655561267e-10,1.8358678862098022e-07,3.8651482062479874e-13,4.877936398471673e-12,8.077755677829716e-17,9.896024553188801e-11,5.508160214959437e-09,7.981244375265657e-10,2.2695071383153662e-10,1.1869485618890554e-17,1.5675010135621792e-13,2.758769688109959e-09,8.03350442015735e-06,1.090689453183261e-12,9.094056220124734e-11,1.1016996865510517e-09,1.5400994005980915e-10,1.1162308732920744e-16,1.796257106499165e-09,1.363214580828294e-13,5.224954033011052e-14
