Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782)
4.033582189655978e-09,0.7437180450626131,2.2859354372901603e-10,4.834487370054151e-13,7.018710060967296e-12,2.4104550397908793e-12,0.0,0.0,1.2751949566035775e-08,2.1784867044765764e-13,5.129702685803343e-15,4.296077169859984e-15,1.9383883495629703e-16,3.4832815276302276e-29,3.623950039014629e-19,8.782802089352907e-13,7.194222435398815e-14,3.813480323631836e-12,1.745579334762955e-30,4.1320924471869516e-23,5.21139355059141e-27,2.9954210368617326e-26,4.5862701160492305e-12,2.5200990754155813e-27,1.034763618488921e-19,3.5871310021870117e-31,8.652530687410138e-34,1.2789320779158635e-26,1.2629856406948873e-29,2.6565788255154057e-30,4.6198645707546544e-21,4.552853004839135e-33,4.451667870508405e-34,3.817298715146698e-33,3.76,0.0,0.8988119245448281,0.9992360588777224,5.2947720071033376e-14,6.085995931698749e-17,9.803572928222569e-05,7.233274646311213e-05,1.8946995136441368e-05,6.755284848341249e-06,0.00076392834615081,1.7869962003590098e-10,8.389274360429344e-18,2.410012857998496e-10,5.971508960581311e-18,1.973322331838883e-11,1.1843549745606176e-27,2.1822716825039855e-26,2.7413883345194764e-14,1.3249093985746743e-27,2.1253519649490712e-16,9.86816263686964e-34,1.8765533587738243e-26,3.3316220283398157e-29,9.887554641234544e-28,1.1397569639838062e-26,6.004263936790615e-35,6.007913587751201e-34,2.444231266196588e-30,1.5675288719504375e-15,4.826814738850469e-12,1.561794338157905e-16,9.605969461288513e-09,2.530832840064237e-09,4.888380239352102e-10,4.407834550423462e-13,1.9629554515191386e-10,3.219091787328488e-11,9.330889341924085e-11,1.3672453805469977e-12,1.6110458334069766e-11,1.0983042203329952e-13,3.633481055433294e-11,1.541803208204094e-16,6.46764715474025e-08,9.719825736597351e-15,1.1354289105827149e-11,2.51146457328345e-22,1.995756662220109e-17,8.991668391944712e-22,5.453224292454391e-13,1.0881182172998185e-12,2.1029852303328506e-16,5.1541445724875927e-11,2.5289056634628696e-22,3.3180996792679874e-18,1.6395620237509946e-14,6.462991571889196e-08,1.8513385307447287e-18,8.398976696022597e-13,4.617664132680934e-12,9.26690239287388e-15,2.4234076044368506e-23,4.50917503309747e-12,3.8365722977440897e-16,4.754135034765564e-19
4.06646356370418e-09,0.7437181501564338,2.3218523770655784e-10,4.94266754669854e-13,7.142725748910456e-12,2.468536412972285e-12,0.0,0.0,1.2855912317418443e-08,2.2141412203560074e-13,5.256064961018607e-15,4.400978566488784e-15,1.9962500193404852e-16,3.5701353663858175e-29,3.665685620527614e-19,8.922390696197711e-13,7.345993622717747e-14,3.87668426006732e-12,1.816960259718192e-30,4.268552396564903e-23,5.424541257276811e-27,3.1172499815440605e-26,4.619951024868167e-12,2.6379288652821826e-27,1.0640207417731171e-19,3.7420960327668687e-31,9.011397837584984e-34,1.3313785256829518e-26,1.3266743389345787e-29,2.789575201598226e-30,4.734463454372087e-21,4.818580345861155e-33,4.702527170577366e-34,4.046900979370416e-33,3.76,0.0,0.8988111247792409,0.9992360571242499,5.430977187541595e-14,6.261357025309964e-17,9.88348648264958e-05,7.296278480995919e-05,1.9103142244203002e-05,6.768226699284651e-06,0.0007639299952631682,1.8172373816977636e-10,8.599846335654174e-18,2.4158511287411185e-10,6.028716398879584e-18,2.0064941999711313e-11,1.2413149272517363e-27,2.2732906820984378e-26,2.7882675818116526e-14,1.3894689480658728e-27,2.1490277191268627e-16,1.0368961691346643e-33,1.9562956225373472e-26,3.4831818895804094e-29,1.034920334682984e-27,1.1880633523482913e-26,6.307026871074738e-35,6.3118846822686395e-34,2.5822198918053867e-30,1.5814297780253034e-15,4.913601386495979e-12,1.6000412637468376e-16,9.682964936480367e-09,2.548204463108482e-09,4.965043164098652e-10,4.5141821664187386e-13,1.99418020083428e-10,3.271223251071302e-11,9.428139006106166e-11,1.3835758268383835e-12,1.6301446476533978e-11,1.1214087672429064e-13,3.69163582262866e-11,1.5661582594147084e-16,6.520391302719082e-08,9.932475242807555e-15,1.1540136783418557e-11,2.5895300581524677e-22,2.0540674204243768e-17,9.22860138105417e-22,5.523735691274236e-13,1.1060894307182649e-12,2.1459512842660084e-16,5.185109151226166e-11,2.587492326671552e-22,3.3971854133128737e-18,1.6737582850756935e-14,6.515660656788223e-08,1.9025000075835588e-18,8.506568006222412e-13,4.6553392805692005e-12,9.420928047162421e-15,2.477199073998045e-23,4.5743884842580754e-12,3.0669140244294475e-16,4.867264487993495e-19
4.0993449377523825e-09,0.7437182552501688,2.3580316219316436e-10,5.052368517183735e-13,7.267784002910364e-12,2.5275265381341554e-12,0.0,0.0,1.2959875340630615e-08,2.2500850461512345e-13,5.384464031033256e-15,4.50754170192538e-15,2.0553164693482056e-16,3.6585113599545664e-29,3.7074665093523346e-19,9.062972967665886e-13,7.499822291435573e-14,3.940407455669429e-12,1.8906257838160088e-30,4.408391654692713e-23,5.644518820855879e-27,3.2429489894179105e-26,4.653548218307401e-12,2.7603156495739423e-27,1.093873400116614e-19,3.9024881120727777e-31,9.382011759954496e-34,1.385562602662406e-26,1.3930683282235418e-29,2.928171560859396e-30,4.850928844698648e-21,5.097437480453313e-33,4.965264571080433e-34,4.288295608205029e-33,3.76,0.0,0.8988103250143498,0.9992360555066727,5.569575433838471e-14,6.440403673229232e-17,9.963399968737176e-05,7.359306449974025e-05,1.925929941398203e-05,6.780916409935748e-06,0.0007639315084767085,1.8477405996595776e-10,8.813944707793869e-18,2.421575804126229e-10,6.0859514860959356e-18,2.03994860820272e-11,1.3005319115395128e-27,2.3673159150558063e-26,2.8355580646591042e-14,1.4566223440395466e-27,2.1727378641952385e-16,1.0890764479412158e-33,2.0387456772055666e-26,3.640326832116935e-29,1.0828379092884692e-27,1.23800324537702e-26,6.622397402221871e-35,6.62856119233536e-34,2.7268182549197166e-30,1.5953311236633208e-15,5.0010850917745936e-12,1.6389124595495107e-16,9.759939603828437e-09,2.565529932266512e-09,5.042251514493353e-10,4.622190393727553e-13,2.0256375851859743e-10,3.323770295180234e-11,9.525703912125672e-11,1.3999375786050036e-12,1.649276814890038e-11,1.1447852316560134e-13,3.750234579292971e-11,1.5906913694174973e-16,6.573135767658754e-08,1.0147818769836857e-14,1.1727492717829125e-11,2.669369051596535e-22,2.1135427754350533e-17,9.46946854009663e-22,5.594465890440518e-13,1.1242095954575309e-12,2.1893976870701177e-16,5.2159287900337267e-11,2.6468709057418816e-22,3.47737383234305e-18,1.7083548284907084e-14,6.568329475493214e-08,1.954589507127967e-18,8.61444081014733e-13,4.693014965120708e-12,9.576217617589006e-15,2.5316525993263046e-23,4.6399474166385005e-12,3.906417913664091e-16,4.982107102582616e-19
4.132226311800585e-09,0.7437183603438174,2.394472866190609e-10,5.163598903498525e-13,7.394203187081375e-12,2.5874320228326656e-12,0.0,0.0,1.3063838635512307e-08,2.28631817955328e-13,5.51491525021568e-15,4.615778381280571e-15,2.1156016379499835e-16,3.748426230841261e-29,3.749291002071645e-19,9.20454595907204e-13,7.655721444541055e-14,4.00464994518157e-12,1.966628596390242e-30,4.5516662212344453e-23,5.871484238100846e-27,3.372606217236774e-26,4.687061584400364e-12,2.8873908507795867e-27,1.1243291231997194e-19,4.068454410924225e-31,9.764654677265955e-34,1.4415285150572354e-26,1.4622615602877999e-29,3.0725602870417388e-30,4.969275491478525e-21,5.389956206147413e-33,5.240336436981276e-34,4.541985865143417e-33,3.76,0.0,0.8988095252501545,0.9992360540137902,5.710589740388272e-14,6.623185654238825e-17,0.00010043313386485703,7.422358082011506e-05,1.9415466447537286e-05,6.793358890663891e-06,0.0007639328969917335,1.878505952093305e-10,9.031599349530799e-18,2.427189094927914e-10,6.1432137032691276e-18,2.0736856340598036e-11,1.362076464796938e-27,2.4644207336481772e-26,2.8832600029536966e-14,1.5264518454878674e-27,2.1964819771121934e-16,1.1434268415445524e-33,2.1239726694451853e-26,3.803214751336247e-29,1.1325595040413093e-27,1.2896180540698489e-26,6.950790792294988e-35,6.958363367574737e-34,2.8782872120830473e-30,1.609232931861883e-15,5.089583521241813e-12,1.6784130311343731e-16,9.836893468042535e-09,2.5828093897968193e-09,5.12000419778092e-10,4.731870990087362e-13,2.0573273064016005e-10,3.3767326782883454e-11,9.623583241500868e-11,1.4163300343042872e-12,1.6684416131686266e-11,1.1684340690559474e-13,3.809276983611576e-11,1.6154022779626713e-16,6.62588054923109e-08,1.0365863164323225e-14,1.1916356899392917e-11,2.7510070743875985e-22,2.174194718085931e-17,9.714293519617828e-22,5.665411797874943e-13,1.142478738838025e-12,2.2333252428816866e-16,5.2466041830470035e-11,2.7070439022513846e-22,3.558668339393912e-18,1.7433523741824955e-14,6.62099802804847e-08,2.0076143349460283e-18,8.722589236576506e-13,4.73069118664586e-12,9.732771165337827e-15,2.5867694566891836e-23,4.705850229787077e-12,3.189324002549897e-16,5.098673761899988e-19
4.165107685848787e-09,0.7437184654373808,2.4311758062241454e-10,5.276367301463164e-13,7.521678764411205e-12,2.6482594669135974e-12,0.0,0.0,1.3167802201694652e-08,2.32284061825248e-13,5.647433945045322e-15,4.725700375025347e-15,2.1771194833229528e-16,3.839896792676583e-29,3.7911574299057367e-19,9.347106723410117e-13,7.813704072720071e-14,4.069411762921096e-12,2.045022116601979e-30,4.6984325629076916e-23,6.105597710763518e-27,3.506311007489203e-26,4.720491018888937e-12,3.0193065496091316e-27,1.1553954784989828e-19,4.240144970168264e-31,1.0159613122610286e-33,1.4993212604827824e-26,1.5343505415355106e-29,3.2229389227545666e-30,5.089518139761515e-21,5.696685125384718e-33,5.528212618655662e-34,4.80849217246549e-33,3.76,0.0,0.8988087254866555,0.9992360526353268,5.85404332224412e-14,6.809753060695232e-17,0.00010123226735895489,7.485432915058205e-05,1.9571643150491295e-05,6.805558956140449e-06,0.0007639341710846181,1.9095335349366952e-10,9.252840135282731e-18,2.4326931689791264e-10,6.200502540385672e-18,2.1077053535862162e-11,1.4260207428670817e-27,2.564679644738651e-26,2.931373613709606e-14,1.5990416280774583e-27,2.2202596452267244e-16,1.2000188004336012e-33,2.212046936103199e-26,3.97200665253924e-29,1.1841374900405943e-27,1.3429498917369034e-26,7.292632385175841e-35,7.301721709972376e-34,3.0368957447769626e-30,1.62313522304592e-15,5.178791442788529e-12,1.7185481918453022e-16,9.91382653380119e-09,2.6000429775237175e-09,5.198300124400589e-10,4.84323568962194e-13,2.0892490671237967e-10,3.4301101561649486e-11,9.721776174568441e-11,1.432752604133335e-12,1.687638334629636e-11,1.1923557246733982e-13,3.868762674402816e-11,1.6402907260356402e-16,6.67862564710868e-08,1.0586615133028886e-14,1.2106729318445457e-11,2.834469800348877e-22,2.236035224649546e-17,9.963099747098467e-22,5.736570361018106e-13,1.16089688779251e-12,2.277734748660425e-16,5.2771360210685887e-11,2.7680137837944927e-22,3.641072279722883e-18,1.7787516280854707e-14,6.673666314498022e-08,2.0615817499231068e-18,8.83100747761566e-13,4.768367945455188e-12,9.890588750880928e-15,2.6425509077827184e-23,4.772094113317015e-12,3.9930678171697436e-16,5.216975308278774e-19
4.197989059896989e-09,0.7437185705308575,2.468140140459786e-10,5.39068228104426e-13,7.650513430898162e-12,2.710015462565243e-12,0.0,0.0,1.3271766039012e-08,2.3596523599384605e-13,5.7820354140614744e-15,4.837319418965501e-15,2.239883982920789e-16,3.9329399498405863e-29,3.8330641580381938e-19,9.490652311590646e-13,7.9737831542772e-14,4.1346929427747156e-12,2.125860495837413e-30,4.8487476132346635e-23,6.347021653350354e-27,3.644153891455292e-26,4.753836425054893e-12,3.1562003946003275e-27,1.1870800711327707e-19,4.417712734662882e-31,1.0567177965514415e-33,1.5589866360325622e-26,1.6094343832054305e-29,3.37951026880671e-30,5.21167152991289e-21,6.018190021136448e-33,5.829376727899483e-34,5.088352546140553e-33,3.76,0.0,0.8988079257238524,0.999236051361853,5.999959272436786e-14,7.000156298191017e-17,0.00010203140016966857,7.548530496067931e-05,1.972782933225465e-05,6.8175213272132875e-06,0.0007639353401839415,1.9408234422538257e-10,9.4776969409782e-18,2.438090151998607e-10,6.257817496259512e-18,2.1420078413699942e-11,1.492438543394899e-27,2.668168317410748e-26,2.979899111112028e-14,1.674477812221495e-27,2.244070465968385e-16,1.2589255107187717e-33,2.3030400145972034e-26,4.146866684472529e-29,1.237625305452181e-27,1.3980415798715862e-26,7.648357761524543e-35,7.659077132387962e-34,3.2029211438979704e-30,1.6370380152529436e-15,5.269010856319658e-12,1.7593230486423015e-16,9.990738805751368e-09,2.6172308368370757e-09,5.277138207976274e-10,4.956296202913268e-13,2.1214025708078516e-10,3.483902481775521e-11,9.820281890572778e-11,1.449204709758105e-12,1.7068662852250524e-11,1.2165506336873585e-13,3.9286913123009753e-11,1.665356455853469e-16,6.731371060964881e-08,1.0810081244499795e-14,1.2298609965323704e-11,2.9197830559329795e-22,2.2990762562933308e-17,1.0215910429000607e-21,5.807938566320597e-13,1.1794640688688788e-12,2.322626994396623e-16,5.307524991583307e-11,2.8297829845794483e-22,3.724588941868214e-18,1.8145532821611226e-14,6.726334334885625e-08,2.116498964158156e-18,8.939689788086311e-13,4.806045241859347e-12,1.0049670433946138e-14,2.6989982001770775e-23,4.838677464442739e-12,3.308678431819152e-16,5.33702254315058e-19
4.230870433945191e-09,0.7437186756242488,2.505365569337656e-10,5.506552386673337e-13,7.780416269672448e-12,2.7727065943730524e-12,0.0,0.0,1.3375730147099808e-08,2.396753402300158e-13,5.91873492782337e-15,4.950647214229594e-15,2.303909132939411e-16,4.0275726970468613e-29,3.875009584942329e-19,9.63517977267448e-13,8.135971655062892e-14,4.200493518195326e-12,2.2091986200200332e-30,5.002668772145138e-23,6.595920700105138e-27,3.786226591821746e-26,4.787097713551644e-12,3.2982308232966274e-27,1.2193905436947366e-19,4.601313586630387e-31,1.0987644436855794e-33,1.620571246148335e-26,1.6876148515346232e-29,3.542482483511322e-30,5.335750397691562e-21,6.35505423363646e-33,6.144326413953598e-34,5.382123034283788e-33,3.76,0.0,0.8988071259617453,0.999236050184718,6.148360896008949e-14,7.194446085117188e-17,0.000102830532297001,7.611650380818556e-05,1.9884024805950234e-05,6.82925063278161e-06,0.000763936412941087,1.9723757662725445e-10,9.7061996438349e-18,2.4433821284195223e-10,6.315158078410369e-18,2.1765931705701814e-11,1.5614053288746506e-27,2.774963590244577e-26,3.028836706566765e-14,1.752848490820419e-27,2.267914046544861e-16,1.3202219204360422e-33,2.3970246529824604e-26,4.3279621720654315e-29,1.2930774673148405e-27,1.4549366538284453e-26,8.018412892133487e-35,8.03088111545196e-34,3.376649194999201e-30,1.6509413243112981e-15,5.359950151227886e-12,1.8007428140480762e-16,1.006763028851136e-08,2.6343731086955956e-09,5.356517365305748e-10,5.071064217080751e-13,2.1537875217188365e-10,3.538109405341579e-11,9.919099567753958e-11,1.465685784124917e-12,1.7261247844436314e-11,1.2410192214264058e-13,3.989062539519844e-11,1.690599210860949e-16,6.784116790473804e-08,1.103626793075669e-14,1.2491998830366058e-11,3.006972819759843e-22,2.3633297585515692e-17,1.0472748552898298e-21,5.879513438726498e-13,1.1981803082330314e-12,2.36800276332199e-16,5.3377717787757115e-11,2.8923539060266556e-22,3.8092215587109074e-18,1.8507580146771988e-14,6.779002089254753e-08,2.1723731428866005e-18,9.048630484898844e-13,4.8437230761691164e-12,1.0210016273490159e-14,2.7561125677538563e-23,4.905597527814278e-12,4.076826650789315e-16,5.458826227191384e-19
4.263751807993393e-09,0.7437187807175536,2.5428517952779913e-10,5.623986137552704e-13,7.911676152628344e-12,2.836339439371457e-12,0.0,0.0,1.3479694525787719e-08,2.434143743025798e-13,6.057547728866414e-15,5.0656954272512105e-15,2.369208947798789e-16,4.123812118945501e-29,3.9169921417297293e-19,9.780686154100286e-13,8.300282528399859e-14,4.266813522199405e-12,2.2950921118754435e-30,5.160253905691812e-23,6.85246171237485e-27,3.932622025493351e-26,4.820274802241487e-12,3.445542246793702e-27,1.252334576096955e-19,4.7911063797917775e-31,1.1421312154525171e-33,1.684122510689586e-26,1.7689964191103064e-29,3.7120691843222634e-30,5.461769474259859e-21,6.70787904567513e-33,6.473573645665027e-34,5.690378166623129e-33,3.76,0.0,0.8988063262003344,0.9992360490959832,6.299271383112635e-14,7.392673452301885e-17,0.0001036296637409551,7.674792133738125e-05,2.004022938834015e-05,6.840751411607794e-06,0.0007639373972946547,2.0041905974206502e-10,9.938378122143299e-18,2.4485711421913984e-10,6.3725238029444345e-18,2.2114614129428262e-11,1.6329982501903864e-27,2.885143478834704e-26,3.078186608748387e-14,1.834243757589951e-27,2.2917900036532177e-16,1.3839847663959219e-33,2.4940748202975422e-26,4.515463649918873e-29,1.3505495836048938e-27,1.513679368662267e-26,8.403254294469478e-35,8.417595867717947e-34,3.55837436791991e-30,1.6648451640042557e-15,5.451897504727813e-12,1.8428125984387935e-16,1.014450098667053e-08,2.651469933626639e-09,5.436436516350642e-10,5.187551395854236e-13,2.1864036249289635e-10,3.592730674398606e-11,1.0018228383433312e-10,1.4821952711985535e-12,1.745413165042929e-11,1.2657619035632188e-13,4.049876019136036e-11,1.716018735726992e-16,6.836862835310327e-08,1.1265181488931009e-14,1.2686895903912333e-11,3.0960652222005036e-22,2.428807660808095e-17,1.0733636889556835e-21,5.951292041174012e-13,1.2170456316716077e-12,2.4138628321061216e-16,5.3678770635465275e-11,2.9557289173463844e-22,3.894973308501862e-18,1.8873664904775403e-14,6.831669577648617e-08,2.229211404404493e-18,9.157823946447919e-13,4.881401448695406e-12,1.0371626327674302e-14,2.813895231124717e-23,4.972852701555191e-12,3.426851506975714e-16,5.582397080456917e-19
4.2966331820415955e-09,0.743718885810773,2.580598522650125e-10,5.742992027950238e-13,8.044015773468866e-12,2.9009205670933057e-12,0.0,0.0,1.3583659174715795e-08,2.471823379802911e-13,6.1984890316559575e-15,5.1824756897472755e-15,2.435797459639822e-16,4.221675389740066e-29,3.959010291519852e-19,9.927168501906133e-13,8.466728715009276e-14,4.333652987364976e-12,2.3835973334622312e-30,5.321561345853238e-23,7.116813786241464e-27,4.083434306537692e-26,4.853367616037867e-12,3.598299896190463e-27,1.2859198854207135e-19,4.987252974127177e-31,1.1868485149968617e-33,1.7496886731593193e-26,1.8536863172702885e-29,3.8884895515270256e-30,5.589743486258423e-21,7.077284075500893e-33,6.817644999055243e-34,6.013711414104358e-33,3.76,0.0,0.8988055264396194,0.9992360480883637,6.452714127802825e-14,7.594889742708593e-17,0.00010442879450153353,7.737955327736458e-05,2.0196442899754806e-05,6.852028114072196e-06,0.0007639383005292066,2.0362680243609386e-10,1.0174262255055315e-17,2.4536591975578524e-10,6.429914194436955e-18,2.2466126388662676e-11,1.7072961705652845e-27,2.998787183486562e-26,3.1279490236472426e-14,1.918755735876809e-27,2.3156979632045965e-16,1.4502926014889508e-33,2.5942657171242344e-26,4.709544896382365e-29,1.4100983655039702e-27,1.574314705090382e-26,8.803349191883116e-35,8.819694488540723e-34,3.748400010410685e-30,1.6787495462210673e-15,5.5445749181016026e-12,1.8855376149911955e-16,1.0221350904792068e-08,2.6685214517292263e-09,5.516894584227108e-10,5.305769379642151e-13,2.2192505863151094e-10,3.6477660338522004e-11,1.0117667514096627e-10,1.4987326257871037e-12,1.7647307727921894e-11,1.2907790863029778e-13,4.1111313966918743e-11,1.7416147763412853e-16,6.889609195150083e-08,1.1496828082853482e-14,1.2883301176303753e-11,3.187086544998761e-22,2.495521875790186e-17,1.0998597994971403e-21,6.023271474110974e-13,1.2360600645946066e-12,2.4602079710517744e-16,5.397841523528464e-11,3.0199103560978995e-22,3.981847315857688e-18,1.9243793612434206e-14,6.884336800110162e-08,2.287020819996089e-18,9.267264612026694e-13,4.9190803597492435e-12,1.0534500653842699e-14,2.872347398032751e-23,5.040440284960407e-12,4.162758333964918e-16,5.707745782509781e-19
4.329514556089798e-09,0.7437189909039059,2.6186054577417753e-10,5.863578527487643e-13,8.17771082935684e-12,2.9664565396182043e-12,0.0,0.0,1.3687624093709464e-08,2.509792310318318e-13,6.341574022542811e-15,5.3009995986976995e-15,2.5036887178319653e-16,4.3211797728028043e-29,4.0010625288230715e-19,1.0074623860945947e-12,8.635323142938541e-14,4.4010119458302746e-12,2.474771388505446e-30,5.486649890351705e-23,7.38914826008985e-27,4.23875874908453e-26,4.886376086751136e-12,3.756655179847523e-27,1.32015422576889e-19,5.189918270852277e-31,1.2329471894594005e-33,1.8173188089729847e-26,1.9417945892170118e-29,4.071968433316662e-30,5.719687155814342e-21,7.463907675129802e-33,7.177081948518682e-34,6.352735656507801e-33,3.76,0.0,0.8988047266796004,0.9992360471551754,6.608712416227772e-14,7.801146611144953e-17,0.00010522792457873889,7.80113954404046e-05,2.0352665164023695e-05,6.8630851038891545e-06,0.0007639391293290798,2.0686081340254692e-10,1.0413881922377299e-17,2.458648259818137e-10,6.487328785815629e-18,2.2820469173659882e-11,1.7843796896976744e-27,3.1159750969222335e-26,3.178124154615779e-14,2.0064786076995394e-27,2.3396375600591394e-16,1.5192258222156634e-33,2.697673786190271e-26,4.9103829677789945e-29,1.4717816397214227e-27,1.636888375476738e-26,9.219175674114622e-35,9.237661132287116e-34,3.947038544734258e-30,1.6926544810978589e-15,5.638257395205093e-12,1.9289229775374396e-16,1.0298180047412699e-08,2.6855278026738142e-09,5.597890495196651e-10,5.425729785598463e-13,2.252328112556383e-10,3.703215226033013e-11,1.0217416135475397e-10,1.5152973132928684e-12,1.784076966218512e-11,1.3160711665675974e-13,4.1728283376637064e-11,1.7673870798110033e-16,6.942355869669458e-08,1.1731213744619587e-14,1.3081214637882938e-11,3.280063220906691e-22,2.56348429907484e-17,1.1267654212400811e-21,6.095448875018326e-13,1.2552236320379504e-12,2.507038944278194e-16,5.427665833101692e-11,3.0849005287363442e-22,4.069846652735899e-18,1.9617972657491443e-14,6.937003756682053e-08,2.3458084138714926e-18,9.37694698124918e-13,4.956759809641792e-12,1.0698639308503386e-14,2.931470263740102e-23,5.10835867797823e-12,3.5456907015381943e-16,5.834882972544897e-19
4.362395930138e-09,0.7437190959969533,2.6568723087292376e-10,5.985754081424225e-13,8.312496871333592e-12,3.0329539116202944e-12,0.0,0.0,1.3791589282413414e-08,2.548050532258143e-13,6.4868178597221785e-15,5.421278716328502e-15,2.572896788490045e-16,4.422342620281547e-29,4.0431473789352383e-19,1.022304927510125e-12,8.806078727491301e-14,4.468890429293148e-12,2.568672124845422e-30,5.655578802455933e-23,7.669638721976406e-27,4.398691870106566e-26,4.919300152937163e-12,3.920780272436519e-27,1.3550453881174145e-19,5.399270247446833e-31,1.2804585326151989e-33,1.887062833724242e-26,2.0334341437128976e-29,4.26273645196376e-30,5.8516152006151536e-21,7.868407333199407e-33,7.552441160944849e-34,6.708083657273753e-33,3.76,0.0,0.8988039269202774,0.999236046290285,6.767289730736387e-14,8.011496023961774e-17,0.00010602705397257361,7.864344372032403e-05,2.05088960084073e-05,6.8739266597923e-06,0.0007639398898278029,2.1012110116492216e-10,1.0657267004367068e-17,2.4635402560760105e-10,6.544767118244404e-18,2.3177643161391633e-11,1.8643311679927875e-27,3.236788811926587e-26,3.228712202414488e-14,2.0975086429068843e-27,2.363608437770699e-16,1.5908666963459734e-33,2.8043767229448287e-26,5.11815823259781e-29,1.5356583608104004e-27,1.7014468297962935e-26,9.651222858534733e-35,9.671991173308956e-34,4.154611666839414e-30,1.7065599771499474e-15,5.732679795941646e-12,1.97297389951004e-16,1.037498841904534e-08,2.7024891257052016e-09,5.67942317865689e-10,5.547444207690071e-13,2.2856359111316846e-10,3.7590779907507127e-11,1.0317473422626252e-10,1.5318888095445509e-12,1.8034511163599392e-11,1.341638532176664e-13,4.234966490834343e-11,1.7933353944575035e-16,6.995102858545591e-08,1.1968344376142117e-14,1.3280636278993899e-11,3.375021833324118e-22,2.632706808607736e-17,1.1540827674410688e-21,6.1678214179386e-13,1.2745363586660282e-12,2.5543565099055455e-16,5.457350663409458e-11,3.1507017111501937e-22,4.158974339394195e-18,1.9996208301130682e-14,6.989670447406696e-08,2.4055811631169357e-18,9.486865613476192e-13,4.994439798684339e-12,1.0864042347312335e-14,2.991265011403603e-23,5.176605232713519e-12,4.250541290549684e-16,5.963819249516114e-19
4.395277304186202e-09,0.7437192010899144,2.6953987856477155e-10,6.109527110936152e-13,8.44863697254531e-12,3.1004192304154644e-12,0.0,0.0,1.3895554740649258e-08,2.586598043307796e-13,6.6342356731958565e-15,5.5433245700982174e-15,2.643435753999879e-16,4.5251813726990437e-29,4.085263397342673e-19,1.0372441787488275e-12,8.979008371159642e-14,4.537288469011127e-12,2.6653581366454636e-30,5.828407810770588e-23,7.958461016808363e-27,4.563331392087142e-26,4.952139759748729e-12,4.090833759771046e-27,1.3906012001659482e-19,5.61547999274282e-31,1.3294142874731106e-33,1.9589715114506045e-26,2.1287208093711278e-29,4.461030111136174e-30,5.9855423339169574e-21,8.291460082454165e-33,7.944294792830353e-34,7.080408545666443e-33,3.76,0.0,0.8988031271616505,0.9992360454880638,6.928469452397341e-14,8.225990258743547e-17,0.00010682618268304,7.9275694090911e-05,2.0665135263530302e-05,6.8845569771894984e-06,0.0007639405876534803,2.134076740803145e-10,1.0904447381534834e-17,2.4683370759759277e-10,6.602228741007661e-18,2.3537649015788962e-11,1.9472347508959935e-27,3.3613111289388014e-26,3.2797133652573744e-14,2.1919442284604416e-27,2.387610248340109e-16,1.6652993907138662e-33,2.9144534861116793e-26,5.333054405665128e-29,1.601788623481391e-27,1.7680372615826598e-26,1.0099991052155446e-34,1.0123191371713622e-33,4.3714505481554895e-30,1.7204660413959926e-15,5.8281045014890006e-12,2.0176954978681799e-16,1.045177602417881e-08,2.719405559642391e-09,5.761491567132273e-10,5.670924216764519e-13,2.3191736903172546e-10,3.815354065346978e-11,1.041783855000864e-10,1.5485066005568065e-12,1.8228526065206473e-11,1.3674815620251097e-13,4.2975455240365364e-11,1.8194594698130036e-16,7.047850161456372e-08,1.2208225750690507e-14,1.348156608998201e-11,3.471989115942471e-22,2.703201264234555e-17,1.1818140304923934e-21,6.240386313009453e-13,1.2939982687742101e-12,2.602161420228547e-16,5.4868966823735765e-11,3.217316149189334e-22,4.2492333453338905e-18,2.037850668044137e-14,7.042336872326233e-08,2.4663459976571663e-18,9.597015127245094e-13,5.032120327188295e-12,1.1030709825060211e-14,3.051732812438925e-23,5.245178351668834e-12,3.6647415566535956e-16,6.094565172263754e-19
