Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224)
3.1557453728157585e-10,0.8941368702502083,6.372399039073307e-10,1.859464181415362e-12,3.9022917383023184e-13,3.7362366690287446e-11,0.0,0.0,1.690803224411778e-08,8.865435204624654e-14,6.745113276798239e-16,2.33819966293471e-16,4.061426003741261e-17,7.45885132462618e-26,8.503856209515394e-17,7.525438036033347e-13,1.1589428387144568e-12,2.3284752161169497e-12,8.287706732594654e-25,7.306247354347954e-20,4.611724266120387e-28,2.8973847649747237e-27,6.875393391826164e-11,4.5977369398884334e-29,8.907512274686667e-19,6.29930229682241e-29,2.1393354924459167e-31,1.0690903806397633e-25,7.044548270047277e-29,1.0522081814405496e-28,1.473234738936892e-20,1.9901160232201398e-33,9.20993953786882e-35,2.2199136146669146e-34,3.76,0.0,0.5916700011664081,0.998153138413586,2.8079921160134996e-16,2.444347278177246e-16,0.0002486432319599955,0.00015721109635702103,3.959907063975029e-05,5.1809047988974426e-05,0.001846844668919975,6.256657281985963e-09,2.1841218151219707e-15,1.130695254845044e-08,7.753917555172494e-18,1.1074263981591307e-11,2.8613627901508616e-26,4.376461950757572e-24,1.7121694361370907e-13,5.348814036142544e-26,1.7653004263565507e-14,2.279151987307736e-33,4.791037102144918e-24,2.2341758934407838e-27,4.175103233157594e-26,3.4377538959935495e-24,1.518473540153528e-34,1.128984021926282e-33,2.599305226298906e-23,9.756446217583454e-15,2.3393258339039707e-12,1.7561524449193039e-16,1.2922454600847153e-08,3.730534054480729e-09,1.9954115690608055e-10,3.523731770757064e-14,2.865759516663204e-10,2.1111754036562346e-10,1.5528874757266023e-09,1.272176009043285e-11,9.708706693934474e-11,2.718834686016787e-14,9.817987888349791e-11,2.567906817992788e-16,8.335564740309119e-08,1.564325275601365e-16,3.959370226688728e-12,6.121794143549106e-20,2.0858111071024917e-19,1.8655685124318746e-23,2.4562541920272553e-14,5.609016239472086e-12,1.2185559215050586e-15,1.7212860851102456e-09,7.597513905377006e-24,1.7336687751101193e-19,1.8811702733865502e-14,8.328404576647663e-08,7.779143883484458e-20,3.9178449434951276e-14,4.0162691722334936e-11,5.260711589879156e-14,1.597788229597147e-23,1.5822488141468217e-13,9.365650201076785e-17,1.2648694290853645e-18,9.304133053047675e-21,3.964669751572971e-18,2.1294212325906724e-17,3.5259033054906265e-11,4.045655314516579e-18,1.1580800203689561e-18,2.3199165369984953e-22,5.260040773609282e-25
3.354993752016224e-10,0.8941394933206985,7.182441995746632e-10,2.022539614860565e-12,4.5308867040038393e-13,3.984769365246122e-11,0.0,0.0,1.7974370220995632e-08,1.0019460717055898e-13,8.185485909360667e-16,2.853767835858029e-16,5.1532303348134226e-17,8.924709806131391e-26,9.552389037315698e-17,8.664563299675989e-13,1.3173404928110815e-12,2.6642215032133424e-12,1.1554983446479155e-24,8.958076945062916e-20,6.477686892008473e-28,4.0692516017873354e-27,7.477350187371719e-11,6.424422919563123e-29,1.0738728877583679e-18,9.298683281413384e-29,2.9041812894829003e-31,1.404979301951676e-25,9.658465635492488e-29,1.442280109025128e-28,1.7930976637251733e-20,3.0418365506614625e-33,1.38965172409378e-34,3.4015098973982802e-34,3.76,0.0,0.5916542996823767,0.998076362911923,3.4498332375123968e-16,2.9496626925196824e-16,0.00026433907018728035,0.00016761533958356477,4.2181147005495025e-05,5.451569277552511e-05,0.001923619102967954,7.086072705399517e-09,2.6281581428990268e-15,1.2496128536581974e-08,8.68924913845213e-18,1.2603823579102864e-11,3.955138205682123e-26,5.9609372549670275e-24,1.95446199496488e-13,7.39603702049264e-26,2.0080288534661478e-14,3.318459908258662e-33,6.540766258949304e-24,3.079037559024335e-27,5.777171162018182e-26,4.6726477327473075e-24,2.2102866648480285e-34,1.6435570891156906e-33,3.354731179251751e-23,1.139055618418385e-14,2.6772142116498858e-12,2.0607553169673852e-16,1.3737976010095095e-08,3.949573225236652e-09,2.2521345142878192e-10,4.229540034837653e-14,3.234583102706708e-10,2.3408461555998216e-10,1.6438304464122973e-09,1.4283420514045992e-11,1.0898746796875222e-10,3.249634999753803e-14,1.1069655263192253e-10,2.8951933474165293e-16,8.862187884452705e-08,1.8702239222560794e-16,4.475024006357062e-12,7.760843124452469e-20,2.6471902146919793e-19,2.360314279542403e-23,2.758406380871863e-14,6.336379932091562e-12,1.4731118450731436e-15,1.8284344563697238e-09,9.573336898121458e-24,2.190320348879514e-19,2.1903718605461107e-14,8.854100673513887e-08,9.566456115219042e-20,4.388735288817441e-14,4.269740376025111e-11,6.059131340713936e-14,2.0315066280593106e-23,1.7792496033550113e-13,1.0535326129445736e-16,1.5230799168126055e-18,1.1851062146781908e-20,4.906367553888506e-18,2.5364870958280823e-17,3.7408018622089396e-11,4.9158812719136535e-18,1.3938334064366266e-18,2.8054240659901516e-22,6.682442322884315e-25
3.55424213121669e-10,0.8941421163313734,8.038663202927695e-10,2.1929435828441253e-12,5.219436033975144e-13,4.2355808268740234e-11,0.0,0.0,1.9040592505539823e-08,1.124398006407536e-13,9.826497086139968e-16,3.444984346394564e-16,6.448583696685144e-17,1.0566610635686657e-25,1.0654848463573105e-16,9.900470770068574e-13,1.4868414452335506e-12,3.025463483300466e-12,1.5817302962365597e-24,1.0864385049128012e-19,8.931495474047088e-28,5.610098751380946e-27,8.096504666103993e-11,8.814147847838976e-29,1.2809981216950714e-18,1.343350848949534e-28,3.873489738295431e-31,1.8192390370606367e-25,1.3010456659426799e-28,1.9423483622333774e-28,2.1587453039381243e-20,4.537540807459405e-33,2.049266788996601e-34,5.086411632436602e-34,3.76,0.0,0.5916385986125867,0.998003107212896,4.191320813616628e-16,3.52191851809845e-16,0.0002800345453244976,0.00017806922628808928,4.477173894407924e-05,5.716367808464759e-05,0.0019968737344057733,7.968724833886839e-09,3.1290741220205992e-15,1.3714555348750347e-08,9.66863954962058e-18,1.4240649820267071e-11,5.369848360388917e-26,7.976620710767953e-24,2.2145801272071004e-13,1.0044943124391918e-25,2.2671145331080553e-14,4.72967962371708e-33,8.772696738880943e-24,4.168000618641743e-27,7.8509620727251e-26,6.239737677993355e-24,3.1493692286743194e-34,2.3421493832555252e-33,4.2673558246983897e-23,1.3160340062925986e-14,3.0408564088234495e-12,2.3979663322969884e-16,1.4553529879510284e-08,4.1667740265413565e-09,2.523999150952747e-10,5.0232092170760706e-14,3.625190721081521e-10,2.5819452926549436e-10,1.7340648200495064e-09,1.5924236000743203e-11,1.214878805636224e-10,3.843181376297608e-14,1.239324379756715e-10,3.2412341427911904e-16,9.388849549565676e-08,2.2123941065952384e-16,5.022219662657735e-12,9.710136837424993e-20,3.312564945059516e-19,2.944456218388093e-23,3.075995581291962e-14,7.1076114048015575e-12,1.761555116497658e-15,1.935402858293401e-09,1.1894566917745226e-23,2.7285337294219484e-19,2.5293267807649212e-14,9.379779536112293e-08,1.1629350513712419e-19,4.881700852207335e-14,4.523198637017092e-11,6.92350282579758e-14,2.54635535363938e-23,1.986720083257943e-13,1.1767367057624024e-16,1.8143656907447026e-18,1.488316304501316e-20,6.000079982565749e-18,2.9896399129411975e-17,3.9548059072890786e-11,5.907473613819404e-18,1.6598610858969388e-18,3.3565039547729497e-22,8.37525272410301e-25
3.7534905104171555e-10,0.8941447392822697,8.940725730306779e-10,2.370968852036187e-12,5.97029504502283e-13,4.488797170402916e-11,0.0,0.0,2.0106702772867854e-08,1.2538979073676207e-13,1.1683095201590897e-15,4.11809543579259e-16,7.970484341585262e-17,1.2393644648038777e-25,1.1810185976165277e-16,1.1235834865114282e-12,1.6676176047100265e-12,3.4125757155411064e-12,2.129992141783703e-24,1.3048821932935263e-19,1.2112448517513944e-27,7.607289474156142e-27,8.732441162091601e-11,1.1896955686623717e-28,1.513719793930534e-18,1.903752385878916e-28,5.085718234746088e-31,2.3246590514662145e-25,1.7252193316570985e-28,2.574969759734748e-28,2.573790716138287e-20,6.623654661162636e-33,2.960837884996887e-34,7.442633729804025e-34,3.76,0.0,0.5916228979570118,0.9979332099553887,5.041600135756112e-16,4.165680932936258e-16,0.0002957296576306225,0.00018857167346626567,4.737066312977659e-05,5.975427335671123e-05,0.002066769924344477,8.9048620027216e-09,3.69039173206983e-15,1.4958883368195916e-08,1.069071445500897e-17,1.5985859643543274e-11,7.174907262647159e-26,1.0506891493676791e-23,2.4927633664545475e-13,1.3425957055151192e-25,2.5425705865559344e-14,6.614112353194822e-33,1.1581936465473137e-23,5.552615619534195e-27,1.049868880126487e-25,8.202049590442054e-24,4.402961044534704e-34,3.27483890013779e-33,5.358436167147839e-23,1.506469255295718e-14,3.4306401875338103e-12,2.7694044415055895e-16,1.5369127372814975e-08,4.382155725534744e-09,2.8109432505870097e-10,5.909757596199241e-14,4.03749806721543e-10,2.834464827696774e-10,1.8236107077393366e-09,1.7642547692845835e-11,1.3457534696737835e-10,4.502503760365207e-14,1.3788279848190942e-10,3.6058919882163173e-16,9.915549634385401e-08,2.592603566403545e-16,5.600955001769702e-12,1.2006980428800405e-19,4.093385118699489e-19,3.627328309666483e-23,3.408714126936442e-14,7.922625015473792e-12,2.08609846393195e-15,2.0421915986936627e-09,1.4594765107479635e-23,3.3566113128395685e-19,2.899087697507701e-14,9.905441165613645e-08,1.3991771323609667e-19,5.396069124651093e-14,4.776643959066016e-11,7.855083729812886e-14,3.151331312188109e-23,2.2044949926017486e-13,1.3060781454760865e-16,2.1407100567793963e-18,1.845694971201874e-20,7.260039930694687e-18,3.490781012117779e-17,4.167919161050349e-11,7.029163735829235e-18,1.9580499605219792e-18,3.977784357439802e-22,1.0370400725129991e-24
3.952738889617621e-10,0.8941473621734239,9.88830058727263e-10,2.556903276941245e-12,6.785801359937925e-13,4.744543593682373e-11,0.0,0.0,2.1172704530009164e-08,1.3904443822505773e-13,1.3770499533506174e-15,4.879515126492478e-16,9.742984357703898e-17,1.441479208042907e-25,1.3017373399344252e-16,1.267326416118803e-12,1.8598421307221934e-12,3.8259090072636935e-12,2.8263369420250217e-24,1.5536062401245602e-19,1.6183054002810007e-27,1.0162724465630515e-26,9.384752828569457e-11,1.5823986776581834e-28,1.773650605813438e-18,2.651602227104318e-28,6.58385856716741e-31,2.9353390226917426e-25,2.2556342072104073e-28,3.365812417545966e-28,3.041934568026614e-20,9.482094644849181e-33,4.199760779693686e-34,1.0679532960629974e-33,3.76,0.0,0.5916071977156271,0.9978665171559377,6.01015763979916e-16,4.885586247042946e-16,0.0003114244073592241,0.0001991216215185821,4.997774009357048e-05,6.228872057026188e-05,0.002133461656243166,9.894727139309677e-09,4.315646506959438e-15,1.6225968945615997e-08,1.1754129259792346e-17,1.7840512870471043e-11,9.45001410815201e-26,1.364544447966837e-23,2.7892381114575283e-13,1.7688887820579218e-25,2.8343920537930386e-14,9.092716054161131e-33,1.507578091284828e-23,7.291776452450578e-27,1.383766088653767e-25,1.0630133246760835e-23,6.051319369063796e-34,4.501408754720227e-33,6.650716620660898e-23,1.7102074152374968e-14,3.846929339078496e-12,3.176688604300373e-16,1.6184779302745796e-08,4.59573736019813e-09,3.112905157109832e-10,6.894182328290182e-14,4.4714218790796785e-10,3.098395851928722e-10,1.912487717021375e-09,1.9436731747111422e-11,1.4823718346748684e-10,5.2305645440430335e-14,1.5254299742152828e-10,3.989031242071192e-16,1.0442288039317772e-07,3.012581820992158e-16,6.211227833978422e-12,1.4690891523957413e-19,5.001560711673754e-19,4.418560700971187e-23,3.7562609041487246e-14,8.781333614799426e-12,2.4489552944114746e-15,2.148800984944545e-09,1.770819249413937e-23,4.0830855723230907e-19,3.3006798730699944e-14,1.0431085563173823e-07,1.6678242022153918e-19,5.931183089772005e-14,5.030076345954108e-11,8.855046368809728e-14,3.8557759665088417e-23,2.4324117492857454e-13,1.4414593226489576e-16,2.504086195151853e-18,2.2631713602731418e-20,8.700920109697545e-18,4.0417380656253334e-17,4.3801453283169546e-11,8.28975481791695e-18,2.2902953768407366e-18,4.673967063887748e-22,1.2701444547485508e-24
4.151987268818087e-10,0.8941499850048715,1.0881066553546264e-09,2.7510299673037284e-12,7.668275321629579e-13,5.0029443964652074e-11,0.0,0.0,2.223860112267384e-08,1.5340360626014545e-13,1.610419213622501e-15,5.735821303223635e-16,1.179116684843276e-16,1.6638927743962455e-25,1.427540255939194e-16,1.42153027375148e-12,2.0636893831819642e-12,4.265791555749093e-12,3.7007405658658644e-24,1.8351814198395729e-19,2.1331943922580895e-27,1.3394660600608298e-26,1.0053041465749661e-10,2.0770081391011013e-28,2.0624231856182244e-18,3.6360097266166643e-28,8.415692785505495e-31,3.6667589765098283e-25,2.911853032686727e-28,4.3439442612469735e-28,3.56696462109705e-20,1.3338022779792932e-32,5.858956606582583e-34,1.5057240937217553e-33,3.76,0.0,0.5915914978884074,0.9978028819119085,7.106818161283364e-16,5.68634133963722e-16,0.00032711879475857676,0.00020971803376813305,5.259279414785249e-05,6.476823480893835e-05,0.00219709583273164,1.0938557874638056e-08,5.008387183571277e-15,1.7512864874600805e-08,1.285756918576343e-17,1.9805614746678115e-11,1.2286229075729876e-25,1.7496966142887674e-23,3.10421822721331e-13,2.300496764877649e-25,3.142556990250262e-14,1.2309267157886957e-32,1.937460497812222e-23,9.452407889623666e-27,1.800180285153717e-25,1.36024936163025e-23,8.189801382582554e-34,6.092903612336596e-33,8.168435892453536e-23,1.9270552322811426e-14,4.2900648289315304e-12,3.621437601779783e-16,1.700049614117485e-08,4.807537743174484e-09,3.4298237810716983e-10,7.981459636394765e-14,4.926879922519152e-10,3.3737285580958947e-10,2.000714963361537e-09,2.1305198648243535e-11,1.6246097499802893e-10,6.030259962655378e-14,1.6790849584565454e-10,4.3905178193194864e-16,1.0969064666408863e-07,3.4740208646583895e-16,6.85303597356514e-12,1.780361243711281e-19,6.049444925192925e-19,5.328062237616947e-23,4.1183412116522656e-14,9.683648585029335e-12,2.8523378337663956e-15,2.255231323980798e-09,2.126974093201784e-23,4.916702398495388e-19,3.735101929381726e-14,1.0956712729934212e-07,1.9713834006779266e-19,6.48640090269912e-14,5.283495801391417e-11,9.924481918127125e-14,4.6693555347861443e-23,2.6703104047469463e-13,1.5827869299117189e-16,2.9064565924667955e-18,2.74694717517529e-20,1.0337815949764494e-17,4.644267510472148e-17,4.591488098484292e-11,9.698114471795345e-18,2.658500929290566e-18,5.449826102378835e-22,1.5403526972517084e-24
4.3512356480185525e-10,0.8941526077766477,1.1918709995363835e-09,2.9536275018489974e-12,8.620020474118076e-13,5.264123002755199e-11,0.0,0.0,2.3304395743792262e-08,1.6846716026061662e-13,1.8699908161335976e-15,6.693751469866636e-16,1.414112110104459e-16,1.9074827135721224e-25,1.5583284956625892e-16,1.5864431632732556e-12,2.2793348668678094e-12,4.732530517646029e-12,4.7873928402751174e-24,2.152282767294201e-19,2.777592462030848e-27,1.7438993525573248e-26,1.0736917338295422e-10,2.693564015612882e-28,2.3816902289778117e-18,4.915435969902312e-28,1.063403699470486e-30,4.535842189258473e-25,3.715887566904204e-28,5.542058600662747e-28,4.1527543133936866e-20,1.846484297056351e-32,8.050820987401715e-34,2.0892475933234626e-33,3.76,0.0,0.5915757984753279,0.9977421640271495,8.341741900603346e-16,6.572724199726331e-16,0.0003428128200717811,0.00022035989593892927,5.521565330663243e-05,6.719400487525475e-05,0.0022578126499571563,1.2036586663862135e-08,5.772175320914473e-15,1.8816807958328197e-08,1.3999750105975723e-17,2.1882119291906705e-11,1.5786766096467672e-25,2.217774000087309e-23,3.4379058409591825e-13,2.956835158923658e-25,3.467027965936684e-14,1.6432323795181868e-32,2.461262481037518e-23,1.2110002592370555e-26,2.3142809943432705e-25,1.7206002134220193e-23,1.0930161772595322e-33,8.132597963360146e-33,9.937343064310242e-23,2.1567872964784695e-14,4.760366370197886e-12,4.105269806792589e-16,1.781628803105413e-08,5.017575466137367e-09,3.7616385934641405e-10,9.17654500226027e-14,5.403790975286792e-10,3.6604522656500785e-10,2.0883110827357945e-09,2.3246392479979058e-11,1.7723456940033868e-10,6.904421639248311e-14,1.8397485053355342e-10,4.810219172740373e-16,1.1495879419313492e-07,3.9785759191924273e-16,7.526377238680658e-12,2.1389123921238337e-19,7.249815193257954e-19,6.365998929286564e-23,4.494666603541642e-14,1.0629479881064283e-11,3.298454345956946e-15,2.3614829222966845e-09,2.5314834429634074e-23,5.866399634605743e-19,4.2033267672068695e-14,1.1482322667022134e-07,2.312412879211492e-19,7.061095534389254e-14,5.536902329018286e-11,1.1064406288337434e-13,5.602040778257091e-23,2.918033593386503e-13,1.729968336297498e-16,3.3497715005872705e-18,3.3034916360508024e-20,1.2186225315862269e-17,5.3000573942077153e-17,4.801951145583721e-11,1.1263161740012298e-17,3.0645782370883593e-18,6.310206404140852e-22,1.8513341044665817e-24
4.550484027219018e-10,0.8941552304887864,1.3000924704370347e-09,3.1649700763184924e-12,9.643323956565927e-13,5.528201980328802e-11,0.0,0.0,2.4370091439495864e-08,1.8423496782197437e-13,2.157362848549307e-15,7.760199014697942e-16,1.6819920896478002e-16,2.1731171185149766e-25,1.6940051434033739e-16,1.7623070126073746e-12,2.5069551839488063e-12,5.226412980818901e-12,6.125134793357966e-24,2.507690355319225e-19,3.576323865060113e-27,2.2451291369671088e-26,1.143599900983064e-10,3.4549561369414917e-28,2.7331245673395713e-18,6.5594186963462825e-28,1.3296999370761298e-30,5.561027714595516e-25,4.692414583843167e-28,6.996790471088002e-28,4.803262603577823e-20,2.519361476179504e-32,1.0911040144964386e-33,2.8570120913168364e-33,3.76,0.0,0.5915600994763645,0.9976842297496833,9.725421832662747e-16,7.549584313895063e-16,0.00035850648353686997,0.0002310462156964936,5.7846149213159144e-05,6.956719383053235e-05,0.0023157458598935575,1.3189040892478299e-08,6.610584965635043e-15,2.013521074684692e-08,1.5179418356987362e-17,2.4070931505051293e-11,2.0068181480011708e-25,2.7816342952114556e-23,3.7904918625528833e-13,3.759837161645139e-25,3.80775299528517e-14,2.1658901691879905e-32,3.0938833589726387e-23,1.5349364954100753e-26,2.94318046400904e-25,2.1536329535051757e-23,1.4402971275270376e-33,1.071780460355346e-32,1.198470095862933e-22,2.3991490232168514e-14,5.25813339935126e-12,4.629803016117854e-16,1.8632164795675097e-08,5.225868903344045e-09,4.1082896202044467e-10,1.048437335267278e-13,5.902074813083968e-10,3.95855544284252e-10,2.1752942425111103e-09,2.5258790265804765e-11,1.9254607224271625e-10,7.855817904667293e-14,2.0073771214893746e-10,5.248004275891714e-16,1.2022732203268503e-07,4.527866095604357e-16,8.231249451242194e-12,2.549365661621532e-19,8.615857317314289e-19,7.542778340783412e-23,4.8849547573916706e-14,1.1618736067679656e-11,3.789507657025719e-15,2.4675560859451675e-09,2.987937233730324e-23,6.941292544077478e-19,4.7063022575600515e-14,1.2007915375551223e-07,2.6935189718146416e-19,7.654654468253002e-14,5.790295932407371e-11,1.2275763701274157e-13,6.66408798286712e-23,3.1754264894798645e-13,1.8829060284546698e-16,3.835968688126705e-18,3.939536332428582e-20,1.4262032930008647e-17,6.010729593109383e-17,5.011538128348677e-11,1.2993861792993053e-17,3.510446760381075e-18,7.260022410816717e-22,2.206908257970906e-24
4.749732406419484e-10,0.8941578531413216,1.4127411731273975e-09,3.3853276728645932e-12,1.0740456907111957e-12,5.795303060916472e-11,0.0,0.0,2.54356911158907e-08,2.0070689861808312e-13,2.4741571655595963e-15,8.94220935678847e-16,1.9855602076473864e-16,2.4616551421283806e-25,1.834475185265912e-16,1.9493577060209604e-12,2.7467279845174763e-12,5.747707139365056e-12,7.75784849460847e-24,2.904290124413037e-19,4.557643152592099e-27,2.86085827750983e-26,1.2149913174226118e-10,4.387187235109157e-28,3.1184192590523712e-18,8.65003804716087e-28,1.646823106142443e-30,6.762339322196167e-25,5.868973794185028e-28,8.749006914214703e-28,5.522533386166939e-20,3.3921697217197057e-32,1.4602066150054045e-33,3.8553786773810065e-33,3.76,0.0,0.5915444008914935,0.9976289514747023,1.1268681003971481e-15,8.621843097420615e-16,0.0003741997853869172,0.00024177602217429164,6.048411706615234e-05,7.188893955170627e-05,0.00237102306734416,1.4396142985777167e-08,7.527202306851138e-15,2.1465651949523652e-08,1.6395350935667856e-17,2.6372909940290273e-11,2.526143389762861e-25,3.455430395989953e-23,4.1621565943845757e-13,4.734154571656615e-25,4.164666652978087e-14,2.8217635335227847e-32,3.851787211809844e-23,1.926528313512501e-26,3.7060822098099184e-25,2.669836498897484e-23,1.8759697440592187e-33,1.396143023582961e-32,1.4339294053770149e-22,2.6538611367107268e-14,5.783646253544249e-12,5.196654264888544e-16,1.9448135948710934e-08,5.432436215419925e-09,4.469717436454458e-10,1.190985924534286e-13,6.42165219510524e-10,4.2680257295202323e-10,2.261682152736257e-09,2.7340901296266455e-11,2.0838384153063253e-10,8.887155178509526e-14,2.1819282335376517e-10,5.703743605705161e-16,1.2549622925064834e-07,5.123475079108211e-16,8.967650436823767e-12,3.016570314116215e-19,1.0161148778483433e-18,8.869032201889703e-23,5.2889293355424156e-14,1.2651324357486731e-11,4.327693248624906e-15,2.57345112053698e-09,3.4999658623675216e-23,8.150657122345594e-19,5.2449520037376575e-14,1.2533490856621795e-07,3.117353084446126e-19,8.266479382825204e-14,6.043676615065797e-11,1.355943105161897e-13,7.866020184899875e-23,3.442336761917458e-13,2.0415089594468656e-16,4.36697266314008e-18,4.662070221890111e-20,1.6581493443589484e-17,6.77784221179957e-17,5.220252690279598e-11,1.489921771548001e-17,3.998033605496866e-18,8.304256733178947e-22,2.6110408985048604e-24
4.94898078561995e-10,0.8941604757342859,1.5297879219377541e-09,3.614966228707678e-12,1.19136748693147e-12,6.06554716039678e-11,0.0,0.0,2.650119754577244e-08,2.17882824303446e-13,2.8220185882531215e-15,1.0246976090964787e-15,2.3277140108910854e-16,2.7739475133157003e-25,1.9796454764853944e-16,2.1478252164868335e-12,2.9988319171048765e-12,6.2966634610955405e-12,9.734846155511324e-24,3.345074713677883e-19,5.753521090519448e-27,3.611114073820683e-26,1.2878294486547627e-10,5.519634177258443e-28,3.539287679744997e-18,1.1283341281191522e-27,2.0217177377264646e-30,8.161454449332725e-25,7.27616460609195e-28,1.084409567024357e-27,6.314694951197635e-20,4.512120599363093e-32,1.9316502069581276e-33,5.1396083026394514e-33,3.76,0.0,0.5915287027206911,0.997576207450131,1.298266983144301e-15,9.794494324855556e-16,0.000389892725850148,0.00025254836549979927,6.312939554588442e-05,7.416035528853475e-05,0.002423766024381048,1.5658110518380007e-08,8.52562533074097e-15,2.2805866958825642e-08,1.764635565102168e-17,2.878886927288159e-11,3.151294045932618e-25,4.2546764214184747e-23,4.553070338819127e-13,5.907357950322188e-25,4.5376911802501205e-14,3.637190109053654e-32,4.7530900672402464e-23,2.396320175887554e-26,4.624429636525895e-25,3.280663676172434e-23,2.41747611297862e-33,1.7993512666796742e-32,1.703143563045056e-22,2.920623969470294e-14,6.337167340721579e-12,5.807439642271015e-16,2.0264210704214705e-08,5.637295353129137e-09,4.845863160950168e-10,1.3457897055041394e-13,6.962444849597432e-10,4.5888499599413646e-10,2.3474920774370515e-09,2.949126645499141e-11,2.2473648240729455e-10,1.0001079349186717e-13,2.3633601691916564e-10,6.177309125084489e-16,1.307655149301961e-07,5.766951813840525e-16,9.735578024546527e-12,3.545603019213195e-19,1.1899642061383942e-18,1.0355599116661422e-22,5.706319846544605e-14,1.3727150648968033e-11,4.9151973946494195e-15,2.6791683312396982e-09,4.071233255260601e-23,9.503913556613655e-19,5.820176102222889e-14,1.3059049111321235e-07,3.586608600545169e-19,8.895985834700598e-14,6.297044380437299e-11,1.4916222234641923e-13,9.218608040272061e-23,3.718614529019317e-13,2.2057004704774325e-16,4.9446939441439535e-18,5.478334599296677e-20,1.9161214567077665e-17,7.60289197530407e-17,5.428098459708958e-11,1.6988262518488337e-17,4.52927333002835e-18,9.447958800580396e-22,3.0678396271977766e-24
5.229299986817883e-10,0.8941641653155208,1.7018507179462571e-09,3.954257596791313e-12,1.3697379967773015e-12,6.451301305449799e-11,0.0,0.0,2.80000878499499e-08,2.4323903815525466e-13,3.3672282048924428e-15,1.23046062981348e-15,2.8801792412101827e-16,3.2551439584498377e-25,2.1916659179828206e-16,2.446805608023215e-12,3.3747360707552132e-12,7.116262351714769e-12,1.320640015742137e-23,4.045998444457515e-19,7.869275910480148e-27,4.9382593353088197e-26,1.3926850315543158e-10,7.516111017146431e-28,4.194967933937059e-18,1.6124854979848706e-27,2.6616003830632643e-30,1.0510088670715946e-24,9.712190165832266e-28,1.4469697550966552e-27,7.560700621327277e-20,6.61508851429868e-32,2.8125262734173272e-33,7.558274113165219e-33,3.76,0.0,0.5915066179286292,0.9975060711694739,1.570524142899061e-15,1.1624008191740366e-15,0.0004119702490156669,0.0002677740308446354,6.686306812162958e-05,7.72728477319462e-05,0.0024939008031280505,1.7526852542795423e-08,1.0075737472393125e-14,2.4703898033759373e-08,1.946352720020154e-17,3.238230223277197e-11,4.241658608466902e-25,5.624384873304136e-23,5.135938452092303e-13,7.9543213126286665e-25,5.0895972398928085e-14,5.113309445657796e-32,6.302438893000296e-23,3.212351499207274e-26,6.225945468331099e-25,4.3243905068411516e-23,3.397404726253911e-33,2.529122340383295e-32,2.1452006324142833e-22,3.3157212670034103e-14,7.1637967972157694e-12,6.7442331975625235e-16,2.1412525096494697e-08,5.922650201517819e-09,5.399863111708174e-10,1.5852666584942974e-13,7.759048101573236e-10,5.059408598489283e-10,2.467270306458091e-09,3.262940024048192e-11,2.485930709795756e-10,1.1713030771341986e-13,2.6301853920879295e-10,6.873498989213468e-16,1.3817942357407969e-07,6.756199546331819e-16,1.0869336041742052e-11,4.404816919140816e-19,1.470019399124258e-18,1.2739691737688082e-22,6.315746087423542e-14,1.531373531257914e-11,5.829428563328062e-15,2.827599612850758e-09,4.982337756169469e-23,1.1669792882452531e-18,6.693055861038982e-14,1.379841903676068e-07,4.3289601834632406e-19,9.810469508226837e-14,6.653481374095748e-11,1.6950316022463704e-13,1.1397808921001522e-22,4.122882111904748e-13,2.445971373760239e-16,5.8402195143921e-18,6.7998649907695e-20,2.326387182677353e-17,8.864487158819232e-17,5.7190491751289387e-11,2.0255722107248303e-17,5.354309345951681e-18,1.123527033069344e-21,3.807860073785155e-24
