Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224)
0.0,0.8940953173989471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5919187404334718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.166377722544883e-23,0.8940953173989471,5.409719709752052e-26,2.786030133858009e-25,1.6427320785734295e-38,7.11974930167138e-24,0.0,0.0,3.3081575368588894e-21,6.779568596070704e-39,2.486008043241926e-53,7.646434146701505e-54,7.807679522123618e-56,3.597811241089081e-63,7.178765275585641e-42,3.8674670875940356e-38,8.096881366004896e-38,1.333185453278758e-37,2.7228389039872535e-87,2.2686697869462076e-57,1.317104764314151e-90,8.289222122494971e-90,7.851039900553734e-24,1.524667621115815e-91,3.7900248364083822e-56,7.242638059545272e-93,1.234116333019187e-93,6.951476557086283e-76,3.460192888993295e-91,5.188789587692684e-91,5.087116823264584e-58,4.1440399001372124e-109,1.78083324492116e-109,3.79117237393548e-110,3.76,0.0,0.5919187404334717,0.9999999999999994,7.946661785815262e-54,1.023894713588318e-53,4.8594275331710136e-17,2.914463957992467e-17,7.46872555805576e-18,1.1980910193729703e-17,5.114585631016609e-16,4.608894043841967e-34,9.541765285442023e-53,1.2495775026382185e-33,6.743834866747788e-43,7.304325885400272e-37,1.1807994997708666e-88,2.3710573927916266e-86,1.0496422721764578e-38,2.1905520215481474e-88,1.1266016276818156e-39,1.3010024594137674e-107,2.4955532306094653e-86,9.673814619204206e-90,1.6548344096103083e-88,1.926221161190884e-86,8.712145787327415e-109,6.462410292508122e-108,7.213142384108087e-73,1.2348827521476844e-42,1.333185453278758e-37,5.36418247265842e-42,2.528251527386771e-21,7.799601066691445e-22,1.5594560844792124e-35,1.6056716783211385e-51,2.238981686095819e-35,1.3224008530571591e-23,3.276168633767478e-22,1.0830816976812112e-36,8.286319918069236e-36,1.3261305701144381e-51,7.815716052217819e-36,2.0420273578497186e-41,1.62780653099464e-20,1.8145192620628493e-46,3.0246615254704038e-37,4.2561102614763934e-58,8.105282148918602e-69,7.633797171937325e-73,2.084531555973514e-39,4.314083134876412e-37,4.70597072459653e-53,3.4084087190731755e-22,3.3338835188109725e-73,7.263528148505858e-69,6.654923049841192e-40,1.6278065309946395e-20,1.9594547211510872e-57,3.456821477456067e-39,7.85103990055127e-24,2.4458483335612518e-39,5.879508528850298e-73,1.312820022023982e-38,5.3119000433937756e-52,5.316237127135463e-56,1.1380636870613854e-70,2.206974654853929e-52,1.1013103351006677e-54,7.119749301671288e-24,1.379798061780128e-55,2.5195895409680587e-56,4.642536929910455e-60,3.0070720627198496e-63
1.7265857623125673e-22,0.8940953173989471,1.5147215203824804e-25,7.800884374802868e-25,9.922101754587948e-38,1.9935298044679865e-23,0.0,0.0,9.262841103204883e-21,4.0948594320267026e-38,2.9513992326427424e-52,9.077846618966526e-53,9.310985166497087e-55,4.271321505420717e-62,4.3359742264534773e-41,2.335950120907502e-37,4.8905163450672e-37,8.052440137805202e-37,1.3007333990095494e-85,2.6933647710630764e-56,6.292328464222932e-89,3.9598999332051214e-88,2.198291172155843e-23,7.459619076593575e-90,4.499517485784186e-55,3.4598951128021627e-91,5.902028380101165e-92,2.1856554531733355e-74,1.652976880345625e-89,2.478747817056963e-89,6.039425092580802e-57,3.3947645106726626e-107,1.5456567224001695e-107,3.140243345219339e-108,3.76,0.0,0.5919187404334717,0.9999999999999986,9.434276878649951e-53,1.2155678039723719e-52,1.360639709287884e-16,8.160499082379132e-17,2.0912431562556515e-17,3.3546548542440536e-17,1.4320839766844096e-15,2.7837720024806108e-33,1.1327983746876978e-51,7.547448115933204e-33,4.073276259515328e-42,4.411812834782159e-36,5.640820906347227e-87,1.1326825692252945e-84,6.339839323946676e-38,1.0464529873181578e-86,6.804673831198964e-39,1.1317181009989752e-105,1.1921557249009786e-84,4.6212973293705594e-88,7.905342554840704e-87,9.201789633548062e-85,7.57853531691487e-107,5.621531805104368e-106,1.6138703515801302e-71,7.458691826156728e-42,8.052440137805202e-37,3.2399662134884037e-41,7.07910427668295e-21,2.183888298673537e-21,9.419114750254317e-35,1.906297478663684e-50,1.3523449384018562e-34,3.702722388563583e-23,9.173272174548587e-22,6.5418134539941e-36,5.004937230513496e-35,1.5749237674040799e-50,4.720692495539444e-35,1.2333845241412015e-40,4.5578582867849935e-20,1.0959696786222246e-45,1.826895561384124e-36,5.0528541024362375e-57,1.813714990203291e-67,1.7082110293669241e-71,1.2590570598079246e-38,2.6057062134653445e-36,5.587125731761005e-52,9.543544413404835e-22,7.460214712531948e-72,1.6253571987857082e-67,4.019573522106874e-39,4.55785828678499e-20,2.3262646449519436e-56,2.0879201723832914e-38,2.1982911721543558e-23,1.4772923934715275e-38,1.3152669072636775e-71,7.92943293302447e-38,6.306287731137736e-51,6.311436717335434e-55,3.574784675530955e-69,1.3334878746585638e-51,1.3074756298313776e-53,1.993529804467931e-23,1.638435686196487e-54,3.8076037143109934e-55,7.015801808481101e-59,3.5699959528763173e-62
3.946481742428725e-22,0.8940953173989472,3.462220625804654e-25,1.7830592856694365e-24,4.777064884498181e-37,4.5566395530696815e-23,0.0,0.0,2.1172208235896842e-20,1.9714985477373553e-37,2.89770586206595e-51,8.912683641403016e-52,9.159856664965186e-54,4.193608782612685e-61,2.0875849421399277e-40,1.1246594290734027e-36,2.354573101234587e-36,3.876903298136843e-36,6.7728899703627495e-84,2.644361503666126e-55,3.2762859846876486e-87,2.061895140915378e-86,5.0246655363599736e-23,3.8274191766764325e-88,4.417652949318089e-54,1.8015602122415043e-89,3.0704175874848815e-90,4.8760770832950766e-73,8.607012428142433e-88,1.2906785250594034e-87,5.9295433692005055e-56,3.710726309099432e-105,1.6105211831511133e-105,3.4343830233648186e-106,3.76,0.0,0.5919187404334715,0.9999999999999967,9.262628986825163e-52,1.1934516781590915e-51,3.1100336212294476e-16,1.8652569331153351e-16,4.779984357155954e-17,7.667782523985167e-17,3.273334803848945e-15,1.3402663879493379e-32,1.1121881616711865e-50,3.633771377669485e-32,1.9611071792497465e-41,2.1240979674749808e-35,2.9371637512989066e-85,5.897854655004035e-83,3.052359727490424e-37,5.448859009742536e-85,3.2761575332998874e-38,1.1763351331322448e-103,6.2075301436011164e-83,2.4062999384587654e-86,4.116295478829211e-85,4.791352784894026e-83,7.877312683345001e-105,5.843155957766671e-104,3.189043667830927e-70,3.5910390479315083e-41,3.876903298136843e-36,1.5599042630531449e-40,1.618080977527528e-20,4.991744682682046e-21,4.534898293665359e-34,1.8716334765194534e-49,6.510958743166366e-34,8.463365459590579e-23,2.096747925610939e-21,3.1496015768563415e-35,2.4096618321740475e-34,1.5465068000064173e-49,2.2728102279847638e-34,5.938215556626545e-40,1.0417961798365705e-19,5.2766226791227155e-45,8.795715716067933e-36,4.960922120811152e-56,3.584169629937799e-66,3.375678166664363e-70,6.061817764769813e-38,1.2545353756220472e-35,5.485559624869085e-51,2.1813815802067925e-21,1.4742489944613017e-70,3.211947759936338e-66,1.935251622897995e-38,1.0417961798365691e-19,2.2839404229779483e-55,1.0052436856439642e-37,5.0246655363528113e-23,7.112526954003942e-38,2.5987885449670644e-70,3.8176806240451665e-37,6.1915506894037885e-50,6.196605995389713e-54,7.973464992925247e-68,6.425010043216925e-51,1.2836873265929193e-52,4.5566395530694164e-23,1.608774607507983e-53,4.096046324961169e-54,7.547279436218151e-58,3.505043196353698e-61
8.38627370266104e-22,0.8940953173989471,7.357218863079494e-25,3.7890009820484475e-24,2.0862697397951278e-36,9.682859050273071e-23,0.0,0.0,4.499094250128065e-20,8.610052117009737e-37,2.5629898439624257e-50,7.883167747899649e-51,8.109047775004007e-53,3.709199477111627e-60,9.117031899989868e-40,4.9116832012553487e-36,1.0283039334829973e-35,1.693145525666293e-35,2.7028823301938726e-82,2.3389078035534446e-54,1.3074634215028202e-85,8.228458779132949e-85,1.0677414264780997e-22,1.5194656218426549e-86,3.907364005344593e-53,7.189553881322568e-88,1.224932189763736e-88,9.132352731120425e-72,3.43483216885908e-86,5.1507587182708744e-86,5.2446139601197455e-55,3.038435880738744e-103,1.2907401404152353e-103,2.812646054317051e-104,3.76,0.0,0.5919187404334711,0.999999999999993,8.192690444060847e-51,1.0555944939217507e-50,6.608821445112573e-16,3.963670982870536e-16,1.0157466758957167e-16,1.6294037863463183e-16,6.955836458174163e-15,5.853295435680272e-32,9.837178338680667e-50,1.586963428348001e-31,8.564670280764393e-41,9.276493874464319e-35,1.1721449498094956e-83,2.3536789685310526e-81,1.3330456856654208e-36,2.1744965930719705e-83,1.4307840671570999e-37,9.416195150625336e-102,2.4772623267551716e-81,9.602911377833204e-85,1.6427054689412847e-83,1.912103118893895e-81,6.305542646793646e-103,4.677263752835967e-102,5.674982609016229e-69,1.5683011000273225e-40,1.693145525666293e-35,6.812511740318316e-40,3.4384220772459833e-20,1.0607457450697975e-20,1.9805092272884035e-33,1.655446282371823e-48,2.8435067413414073e-33,1.798465160170117e-22,4.4555893419225354e-21,1.375513756054497e-34,1.0523626295942911e-33,1.3679619955915243e-48,9.925959386314799e-34,2.5933747444686907e-39,2.213816882152715e-19,2.304440150031903e-44,3.8413201373474084e-35,4.387879435242648e-55,6.3783045208694154e-65,6.007277984721089e-69,2.6473550760851602e-37,5.478885581292907e-35,4.851949699386562e-50,4.6354358579393175e-21,2.62353906124094e-69,5.715908024768053e-65,8.451752273341399e-38,2.2138168821527075e-19,2.0201194393268165e-54,4.390163276366519e-37,1.0677414264749715e-22,3.106227383630806e-37,4.6244400772792523e-69,1.6672814279698655e-36,5.476356466267656e-49,5.480827828592844e-53,1.4932165529660604e-66,2.8102231501295287e-50,1.1354069030745061e-51,9.68285905027191e-23,1.4230019907433866e-52,3.764972259278222e-53,6.937250083629403e-57,3.1001710138812605e-60
1.7265857623125673e-21,0.8940953173989472,1.5147215443351153e-24,7.800884374809315e-24,8.709765480658167e-36,1.9935298044679836e-22,0.0,0.0,9.262841103204787e-20,3.594527269636638e-36,2.1543481189396717e-49,6.626277488614688e-50,6.819021068693953e-52,3.1178056565450884e-59,3.8061813491120007e-39,2.0505310498521886e-35,4.292966500259176e-35,7.068549273304329e-35,9.606466747115214e-81,1.965992938657101e-53,4.646905513952006e-84,2.9245195936212346e-83,2.198291172167409e-22,5.388580100401381e-85,3.284374882835949e-52,2.555280055593714e-86,4.353012129636007e-87,1.5773868287327385e-70,1.2207930687784943e-84,1.8306602523432189e-84,4.4084140451843635e-54,2.1877098761989446e-101,9.195298092385947e-102,2.02529805957548e-102,3.76,0.0,0.5919187404334705,0.9999999999999857,6.886449965337541e-50,8.872907764812065e-50,1.3606397092878819e-15,8.160499082382366e-16,2.091243156256203e-16,3.354654854240238e-16,1.43208397668092e-14,2.443635622045887e-31,8.268741128121954e-49,6.625259918965008e-31,3.575581246344898e-40,3.872753584444583e-34,4.165986737421803e-82,8.365343696285999e-80,5.565203327091414e-36,7.728501469702898e-82,5.973241829979674e-37,6.703870838514709e-100,8.804578307511953e-80,3.4130251081297856e-83,5.838432523397509e-82,6.795913965389245e-80,4.489238253313076e-101,3.329983244303891e-100,9.571887466543251e-68,6.547348394902835e-40,7.068549273304327e-35,2.844089547041406e-39,7.07910427668285e-20,2.183888298672546e-20,8.268236159907018e-33,1.391505388692406e-47,1.1871080899677493e-32,3.7027223886148737e-22,9.173272174543475e-21,5.742499161100009e-34,4.393406820555794e-33,1.149891849822156e-47,4.143892650884238e-33,1.0826829051315134e-38,4.557858286785012e-19,9.620587312365986e-44,1.6036755408044035e-34,3.6882770549591667e-54,1.0758315760820812e-63,1.0132503584796245e-67,1.1052186309760758e-36,2.287326878111349e-34,4.0783696868477325e-49,9.543544413404e-21,4.425135479076135e-68,9.641049201822166e-64,3.528440201064548e-37,4.557858286784981e-19,1.6980321100901129e-53,1.83280674734479e-36,2.1982911721543494e-22,1.2967887864613614e-36,7.799821882693388e-68,6.96057175676583e-36,4.6032075827238125e-48,4.606966034583836e-52,2.5790566598173673e-65,1.1767667666221068e-49,9.543779154312834e-51,1.9935298044674993e-22,1.1961423356088442e-51,3.2210130340999457e-52,5.934963500759498e-56,2.605880536580708e-59
3.502502546405493e-21,0.8940953173989477,3.0727209026782364e-24,1.5824651160342426e-23,3.55822339152555e-35,4.0440176033493323e-22,0.0,0.0,1.8790334809358065e-19,1.4684816761832573e-35,1.7662650359977177e-48,5.432622628015628e-49,5.591790656269175e-51,2.5561654471167405e-58,1.5549492737499832e-38,8.377088410495422e-35,1.7538168914049865e-34,2.887733019237118e-34,3.2357225109477155e-79,1.6118397914067484e-52,1.565201993855184e-82,9.850581918345975e-82,4.45939066356645e-22,1.8131861522197526e-83,2.6927289625228753e-51,8.606886979446039e-85,1.46612252614106e-85,2.620851807771469e-69,4.11196714670405e-83,6.166167802638562e-83,3.614284179411141e-53,1.4832012934955277e-99,6.201411190957912e-100,1.37314279047277e-100,3.76,0.0,0.591918740433469,0.9999999999999709,5.645927743583553e-49,7.274545864106127e-49,2.760154838841128e-15,1.6554155281411741e-15,4.2422361169781495e-16,6.805156990021341e-16,2.905084638401766e-14,9.983048854730876e-31,6.77921355313325e-48,2.7066348537951613e-30,1.4607416074729872e-39,1.5821462040857705e-33,1.403219068307733e-80,2.817678146228833e-78,2.2735671472350982e-35,2.6031721451050125e-80,2.4402641896329453e-36,4.519702689705643e-98,2.9656244602202113e-78,1.1496008542986081e-81,1.9665448697370844e-80,2.289050989311875e-78,3.0266129370597538e-99,2.2450513425000058e-98,1.5722013586520212e-66,2.6748054728067732e-39,2.887733019237118e-34,1.1619033803398026e-38,1.4360468675556406e-19,4.430173405876293e-20,3.377844257223858e-32,1.1408413986970634e-46,4.849723891348836e-32,7.511236845594942e-22,1.8608637839776332e-20,2.3459982804405222e-33,1.7948500395296477e-32,9.427656817079195e-47,1.6929153597731943e-32,4.4231129381933506e-38,9.245941096049639e-19,3.930326538954695e-43,6.551537850629873e-34,3.0238723660812054e-53,1.7670863939819626e-62,1.6642948226950723e-66,4.5151787314917175e-36,9.344476633466648e-34,3.3436992910057833e-48,1.9359761524331895e-20,7.26842088523252e-67,1.583571985574774e-62,1.4414829523205962e-36,9.245941096049517e-19,1.3921493146449952e-52,7.48761359300847e-36,4.459390663513095e-22,5.297805324487728e-36,1.281125305486739e-66,2.843620680500319e-35,3.7739876864614016e-47,3.7770690963178273e-51,4.285055639612621e-64,4.836519260504314e-49,7.824566761541164e-50,4.0440176033473532e-22,9.806790744040642e-51,2.663195864879405e-51,4.907142593373431e-55,2.136458304718463e-58
7.054336114591345e-21,0.8940953173989481,6.1887197885196405e-24,3.187218473145416e-23,1.4382907859738774e-34,8.144993201112012e-22,0.0,0.0,3.7845322221663934e-19,5.935837725152171e-35,1.4303673345017289e-47,4.3994786544623424e-48,4.5288338882640105e-50,2.0700490521356897e-57,6.28535357948403e-38,3.3861530736772536e-34,7.089208286266397e-34,1.1672678572614427e-33,1.0619965176404467e-77,1.305309652858503e-51,5.137143729358189e-81,3.2330587468195986e-80,8.981589646446218e-22,5.948161898859647e-82,2.180641727566487e-50,2.824866489735967e-83,4.811815644337814e-84,4.2726499155632265e-68,1.3495887704253702e-81,2.0237979971717736e-81,2.9269410351501493e-52,9.767031110353522e-98,4.073027040216102e-98,9.042451711976598e-99,3.76,0.0,0.5919187404334663,0.9999999999999415,4.5722186674493565e-48,5.891115846100431e-48,5.5591850979476076e-15,3.3341467679493345e-15,8.544222038425939e-16,1.3706161261556606e-15,5.851085961818811e-14,4.0353079623038504e-30,5.48998289831142e-47,1.0940650832639899e-29,5.904551129877955e-39,6.39528792034767e-33,4.605505485646665e-79,9.247901808199049e-77,9.190121921277753e-35,8.543871634260538e-79,9.863938019209732e-36,2.968014832720328e-96,9.733476424500739e-77,3.773105112626919e-80,6.4543971714192e-79,7.51289454809612e-77,1.9875272129192986e-97,1.4742884968816022e-96,2.548618917590169e-65,1.0811991537433466e-38,1.1672678572614426e-33,4.696599235835169e-38,2.892319747330281e-19,8.922743620276791e-20,1.3653786558523753e-31,9.238834255955553e-46,1.9603359372960528e-31,1.51282657599173e-21,3.7479369170205947e-20,9.482900142373682e-33,7.255070831594246e-32,7.634820236363002e-46,6.843034558075737e-32,1.787892969107765e-37,1.8622106714579015e-18,1.5887030183502828e-42,2.6482363493025276e-33,2.448810241419219e-52,2.8645470147640884e-61,2.69791606243316e-65,1.8251074347619707e-35,3.7771868605739036e-33,2.7078165380485014e-47,3.8992195746181797e-20,1.1782521454339348e-65,2.567059819994249e-61,5.8267045667120694e-36,1.8622106714578534e-18,1.1273986089308716e-51,3.026613130926867e-35,8.981589646230546e-22,2.1414576168027796e-35,2.0767611015348965e-65,1.1494369446393463e-34,3.0562730693475635e-46,3.0587684813307057e-50,6.985652397084316e-63,1.978478661792209e-48,6.3365370290660784e-49,8.144993201104012e-22,7.94183058084049e-50,2.1656666480835684e-50,3.9904068611768203e-54,1.7301593268406835e-57
1.4158003250963048e-20,0.894095317398949,1.2420718236823091e-23,6.396725187385971e-23,5.783303992250237e-34,1.6346944396637299e-21,0.0,0.0,7.595529704627299e-19,2.3867742425207984e-34,1.151284115833038e-46,3.5410831671717004e-47,3.6453819980529314e-49,1.6661555673496613e-56,2.5273130303112154e-37,1.3615572581113693e-33,2.8505394724465855e-33,4.69353271580058e-33,3.441462855855875e-76,1.0506267680077835e-50,1.6647210318074893e-79,1.047691774733727e-78,1.802598761253249e-21,1.927076850638225e-80,1.7551701738924233e-49,9.154147869740344e-82,1.5592743538372126e-82,6.900341026635722e-67,4.373422637070994e-80,6.558237735237769e-80,2.3558567832323872e-51,6.340174156116145e-96,2.640523771210311e-96,5.869874063871037e-97,3.76,0.0,0.5919187404334607,0.9999999999998825,3.680119357725961e-47,4.741682548452043e-47,1.1157245616160521e-14,6.691609247574798e-15,1.714819388133711e-15,2.750816980451937e-15,1.1743088608554318e-13,1.6225795837156918e-29,4.418815854284439e-46,4.39918758100901e-29,2.374194040150978e-38,2.571517145288897e-32,1.4924414409864024e-77,2.9968375769920857e-75,3.69530760495477e-34,2.768692412415436e-77,3.966246094379043e-35,1.9239931315216306e-94,3.1541909190615473e-75,1.2226971499248132e-78,2.091585786897978e-77,2.434598156491994e-75,1.2883994595345172e-95,9.556963498329408e-95,4.1044824043415463e-64,4.347454366368701e-38,4.6935327158005765e-33,1.8884818964434487e-37,5.804865506879283e-19,1.7907884049049797e-19,5.49012752364247e-31,7.436219497408983e-45,7.882424585153429e-31,3.0362323590010903e-21,7.522083183092083e-20,3.813032439921998e-32,2.917232072410448e-31,6.145191234641623e-45,2.7515540990381906e-31,7.189038994381209e-37,3.7374437951638296e-18,6.388122581390146e-42,1.064844188687931e-32,1.9710155242621752e-51,4.613283706756249e-60,4.344928586904305e-64,7.338676724005945e-35,1.518790223965076e-32,2.179487187723979e-46,7.825706418985807e-20,1.897546591808275e-64,4.1341878069944234e-60,2.3428922796075404e-35,3.737443795163635e-18,9.074284819668109e-51,1.2169878284106608e-34,1.802598761166528e-21,8.610706892640224e-35,3.344561149531888e-64,4.621835400306243e-34,2.4599544456766204e-45,2.461962980623846e-49,1.1281790870357732e-61,8.144203486750262e-48,5.100196267218443e-48,1.6346944396605133e-21,6.392291025803141e-49,1.7466886083436424e-49,3.2184076959670824e-53,1.3925827471155827e-56
2.836533752370646e-20,0.8940953173989508,2.4884717839912578e-23,1.2815738615939913e-22,2.3193635656267478e-33,3.2750846787687593e-21,0.0,0.0,1.5217524669548032e-18,9.572032223378422e-34,9.238330159687714e-46,2.8414962321357274e-46,2.925262423306593e-48,1.3369849119751464e-55,1.0135655619848123e-36,5.460453576618862e-33,1.1431938219527946e-32,1.882316542463833e-32,1.1082058724670578e-74,8.430618151859554e-50,5.360665469482827e-78,3.3737342294909957e-77,3.6114783546011964e-21,6.204760271225837e-79,1.4084135277988447e-48,2.9477814855574214e-80,5.02107497314706e-81,1.109209666867284e-65,1.408311768895625e-78,2.1118570434272352e-78,1.8904267019118024e-50,4.086508443211152e-94,1.7008222042203847e-94,3.7833974863139984e-95,3.76,0.0,0.5919187404334495,0.9999999999997647,2.9530640189252892e-46,3.804901624420467e-46,2.2353366652586163e-14,1.3406534206862294e-14,3.4356137567221788e-15,5.511218689001381e-15,2.3527093901631e-13,6.507269847176105e-29,3.545821435770288e-45,1.7642709784060193e-28,9.521579985134104e-38,1.0312933891884469e-31,4.805899241358479e-76,9.650294505086354e-74,1.4819836262859953e-33,8.915630723579062e-76,1.5906420785625893e-34,1.2392378593568429e-92,1.0156997338821234e-73,3.9372796438243e-77,6.73523950121974e-76,7.839793985484787e-74,8.298539958746462e-94,6.155609806282801e-93,6.588611428605828e-63,1.7435237434439713e-37,1.8823165424638314e-32,7.57365704977669e-37,1.1629957025976163e-18,3.587816490648387e-19,2.2017866889316574e-30,5.967098600498354e-44,3.161204808697018e-30,6.083043925599364e-21,1.507037571517731e-19,1.5291965504396458e-31,1.1699405374197049e-30,4.931138426143332e-44,1.1034962599755102e-30,2.8831261743653117e-36,7.487910042575889e-18,2.561937002387447e-41,4.2705014598422936e-32,1.581615828466844e-50,7.405357272793204e-59,6.974586987458671e-63,2.9431375966404954e-34,6.091028093627521e-32,1.7489015538922797e-45,1.5678680107711644e-19,3.045988789573237e-63,6.636300695381102e-59,9.396045926294459e-35,7.487910042575108e-18,7.28154208988034e-50,4.880665502981346e-34,3.6114783542534096e-21,3.453278587390875e-34,5.368762488054469e-63,1.8535627121513102e-33,1.973958503634391e-44,1.9755702429461998e-48,1.8135103956390317e-60,3.417646979570871e-47,4.0925863052425385e-47,3.275084678755859e-21,5.129416911998789e-48,1.40303527922627e-48,2.5852000859385482e-52,1.1174599534276119e-55
