Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435)
1.2438496675566225e-06,0.7375260149263698,1.3206659279899372e-06,8.343514769240262e-08,3.193833343874836e-07,5.148293503735247e-06,0.0,0.0,2.916454938209837e-06,1.1882861404023734e-08,1.5474402786316788e-08,5.795475584891303e-11,1.5546522122956199e-09,5.402357058826537e-22,2.0781470783481878e-16,1.4149853593135132e-11,3.9243160430908047e-16,1.832814202117883e-07,9.451573935959012e-21,6.360711564508396e-15,3.5187688096225627e-19,4.6140539439010815e-22,1.5603365833632448e-12,4.337780893074137e-19,2.2378383378598237e-16,5.693719692640225e-21,1.997198385183787e-26,1.896228533891888e-20,5.958008343765885e-32,2.3816688971765375e-27,5.516409916397402e-15,1.675079730264916e-27,3.936921248229268e-25,1.0198427243590705e-24,3.76,0.0,0.9856066311413204,0.9993818345623606,8.688045387019901e-07,1.2461301372479659e-20,0.018607097481038802,0.01486073959744601,0.003729873015225797,4.701442911633986e-06,0.0006140330841762595,5.503332863842243e-06,1.0470026711182263e-11,1.2091349623508688e-10,1.199414967083391e-15,7.251636572341375e-07,2.48451338258954e-15,8.947655987992621e-16,3.683099590672429e-09,2.4518676344720605e-15,7.564883079090383e-13,3.1965145236073752e-21,1.7268683760460155e-15,6.7541540433028515e-18,2.6176668175877246e-16,1.2878276501206075e-15,1.8088959955228247e-22,1.9280688379517298e-21,2.0199898609812762e-15,2.1914291165821893e-13,1.8329695508371936e-07,7.174033357716924e-09,1.4497727935253728e-06,1.9746631524903336e-07,5.9123913838024e-06,1.5256210573989452e-06,4.087067249770184e-06,1.1376370958539073e-07,5.783718226774676e-08,7.504266429468147e-09,1.2889519467449115e-08,1.516913798702891e-08,9.918594478846018e-07,9.557866868422223e-10,9.68065334071123e-07,4.675955712521327e-10,2.0327220924568832e-10,1.1800541805795485e-12,3.8436264530976664e-11,1.5258349800724424e-15,2.216634520041e-10
1.2707214118127283e-06,0.7375768585673853,1.3591816169368873e-06,8.616673541333949e-08,3.305898229768827e-07,5.41124195635113e-06,0.0,0.0,2.9854656139807842e-06,1.2393729338439495e-08,1.6613017020967642e-08,5.947318207905071e-11,1.6831238950614502e-09,5.729418801172788e-22,2.1402234890837356e-16,1.4149318915227012e-11,4.208228610107775e-16,1.9125605193825244e-07,1.0626658716697018e-20,6.800066158547721e-15,4.034093422659698e-19,4.6140642658116245e-22,1.5602560771781604e-12,4.708031155275091e-19,2.3787458985082696e-16,6.236844075933739e-21,2.2923484058137912e-26,2.0222046427626507e-20,6.992639172733745e-32,2.633390116447628e-27,5.8350463235630046e-15,1.945431540711926e-27,4.567463654421663e-25,1.20734103278511e-24,3.76,0.0,0.9852079533418182,0.9993817066059685,9.208801986529302e-07,1.3508733987476147e-20,0.019005371961800167,0.015178536488096039,0.0038098401559283034,4.699876233978492e-06,0.0006140330037830424,5.7430853822232786e-06,1.0971801799617473e-11,1.2102213165210373e-10,1.2249874278671034e-15,7.569317604862375e-07,2.7478246706642e-15,9.860581226646568e-16,3.906734624832701e-09,2.7100543175747086e-15,7.900013239751523e-13,3.5351305513004004e-21,1.8996607758703243e-15,7.430547129955758e-18,2.8798630699862145e-16,1.4164980613603827e-15,2.0005079245831938e-22,2.132309038688582e-21,2.2851529610516746e-15,2.2382686823201563e-13,1.912733729880906e-07,7.753865806134676e-09,1.4914558053811234e-06,2.0410459467517186e-07,6.1592141020309675e-06,1.621707750241978e-06,4.289149372769085e-06,1.169498335129065e-07,5.92253791419604e-08,7.934016925897189e-09,1.367857083992721e-08,1.6332343140385577e-08,1.0426374090206257e-06,1.0554011092880114e-09,1.017037709103251e-06,4.871391949624356e-10,2.260323708852075e-10,1.2868129368126773e-12,4.141216510461237e-11,1.643740462357374e-15,2.2803317299303173e-10
1.2975931560688342e-06,0.7376276836502479,1.398030201792858e-06,8.893207433405943e-08,3.419234034593177e-07,5.681691196487338e-06,0.0,0.0,3.0547991549405806e-06,1.2915173722355394e-08,1.781372678840364e-08,6.100394224633512e-11,1.8193397062950977e-09,6.06905960173431e-22,2.2028366031594676e-16,1.4148766645078988e-11,4.506107166587157e-16,1.9939924631757887e-07,1.191624113843151e-20,7.259175964803657e-15,4.61184099021509e-19,4.614092152378219e-22,1.5601750599904559e-12,5.100299513490282e-19,2.5257944183905304e-16,6.81967835143733e-21,2.626861487368341e-26,2.1535882709777553e-20,8.179412387179449e-32,2.9052611605460024e-27,6.1658310357765666e-15,2.2525393297128914e-27,5.28429458972102e-25,1.4246480016549594e-24,3.76,0.0,0.9848094194300216,0.999381576730805,9.747646655276007e-07,1.4624088669475323e-20,0.019403490590370377,0.015496192300714074,0.003889781609709729,4.698310095004749e-06,0.0006140329222114589,5.9879204150578e-06,1.148540460274592e-11,1.2113071683845645e-10,1.2505449975335517e-15,7.893900762653861e-07,3.0321474195125114e-15,1.0843519949117231e-15,4.139357721044867e-09,2.988699481640857e-15,8.24318331781948e-13,3.900743430043628e-21,2.0853939454463776e-15,8.157637599002891e-18,3.161715305150718e-16,1.554785815332761e-15,2.2073957319836805e-22,2.3528322480980147e-21,2.5780502002848755e-15,2.2850867381467577e-13,1.9941842293650823e-07,8.366173504598449e-09,1.5336020066670104e-06,2.108393873140102e-07,6.410978933852843e-06,1.7217071419834206e-06,4.497289617645807e-06,1.201700018139154e-07,6.06197754862604e-08,8.378282682590793e-09,1.4497470487990666e-08,1.755876731922379e-08,1.0950407772699654e-06,1.1631354957412695e-09,1.0675323680491256e-06,5.070732683845381e-10,2.5084929956066303e-10,1.4005561091076513e-12,4.4551636388768585e-11,1.7681111528301078e-15,2.344730824606569e-10
1.32446490032494e-06,0.7376784901938439,1.4372108679186353e-06,9.173127323632663e-08,3.5338385884597185e-07,5.959701399585124e-06,0.0,0.0,3.1244600183325213e-06,1.3447194478743669e-08,1.9078900985928867e-08,6.254777697854372e-11,1.9635554076132156e-09,6.421526564839237e-22,2.2659857544569496e-16,1.4148202324710008e-11,4.818335097948849e-16,2.0771092909807745e-07,1.3328514216289165e-20,7.738470376843108e-15,5.258025005491409e-19,4.614147869700965e-22,1.560093672286301e-12,5.51535258535587e-19,2.6791449200178556e-16,7.444330224862313e-21,3.005438774907586e-26,2.2904914661024855e-20,9.536857908610139e-32,3.198406942920635e-27,6.509027175602832e-15,2.60044829638992e-27,6.09714341469689e-25,1.6757528733065648e-24,3.76,0.0,0.9844110291889165,0.9993814449189916,1.0304784782147283e-06,1.5810757774428034e-20,0.019801453425029723,0.01581370706848661,0.003969697399504345,4.6967444937144645e-06,0.0006140328394515193,6.237836154014891e-06,1.2010831012482269e-11,1.2123925178778926e-10,1.2760876835851553e-15,8.225395090322749e-07,3.3386198168605973e-15,1.190010684128458e-15,4.38116296858764e-09,3.28890259538416e-15,8.594452544370863e-13,4.294812837926311e-21,2.2847200180950017e-15,8.93798229010989e-18,3.4642150249625276e-16,1.703174263172127e-15,2.4303853181179493e-22,2.590518838048156e-21,2.9008644479343677e-15,2.3318833053635577e-13,2.0773202936554662e-07,9.012017639973575e-09,1.5762097507599332e-06,2.1767042109813513e-07,6.667674652090755e-06,1.8256933039646233e-06,4.711561793355054e-06,1.2342457659354312e-07,6.202044859662377e-08,8.83723378132145e-09,1.5346608128760402e-08,1.8850193711208576e-08,1.149093264042557e-06,1.2794723280612958e-09,1.1195689655194747e-06,5.273968199011492e-10,2.778662031698274e-10,1.5215743197440772e-12,4.7859345622999234e-11,1.8991309731061457e-15,2.4098291303265957e-10
1.3782083888371516e-06,0.7377800477385976,1.5165653846871555e-06,9.743170037828528e-08,3.7668475478291673e-07,6.5386443146609245e-06,0.0,0.0,3.264781664714784e-06,1.4542969042008055e-08,2.1812385200618272e-08,6.567775534742937e-11,2.2770074151972093e-09,7.165935725365044e-22,2.393889410952812e-16,1.4147054789636686e-11,5.487387383476286e-16,2.2483946418973748e-07,1.6555828021674473e-20,8.759328615308507e-15,6.781960342259028e-19,4.614379797983781e-22,1.5599302216912217e-12,6.416927392568568e-19,3.005404927802178e-16,8.827893262632602e-21,3.916074838075109e-26,2.58130448160698e-20,1.284710507755491e-31,3.853209529584819e-27,7.233720784723537e-15,3.4365637001344694e-27,8.054141478729768e-25,2.297512484250958e-24,3.76,0.0,0.9836146788539029,0.9993811754135098,1.1474761616763516e-06,1.8412302115231664e-20,0.02059691194540795,0.01644831360089719,0.004129452079713654,4.693614900204886e-06,0.0006140326703208389,6.752902517137023e-06,1.3097138130986741e-11,1.2145617095065015e-10,1.3271284346234848e-15,8.909154695192294e-07,4.022728921139376e-15,1.4249258071530904e-15,4.893103171800158e-09,3.958536044671311e-15,9.321530064297514e-13,5.174367332256937e-21,2.7268445251304176e-15,1.0668995693301321e-17,4.1352524694623286e-16,2.0322494804178848e-15,2.9280907584399705e-22,3.121028718910884e-21,3.64556090789821e-15,2.425412058442876e-13,2.2486461013973842e-07,1.0408625126540224e-08,1.6628034920814333e-06,2.3162014695458332e-07,7.1958135952656576e-06,2.0459206831131318e-06,5.15879598171242e-06,1.3003838931568987e-07,6.484093334280227e-08,9.799871320915118e-09,1.7137148551923916e-08,2.1635159368020863e-08,1.2622403772500416e-06,1.5399744075190266e-09,1.2283461065765236e-06,5.692084522202017e-10,3.39108474753868e-10,1.7866265997561842e-12,5.499807121221579e-11,2.1818507028186797e-15,2.5421130112901695e-10
1.426577528498142e-06,0.7378713863133111,1.589112768958604e-06,1.0267903322922266e-07,3.9808817204372196e-07,7.086150769043523e-06,0.0,0.0,3.3922358114722474e-06,1.5565353935336937e-08,2.4517846456415447e-08,6.854738185278818e-11,2.589030368543893e-09,7.882282736320104e-22,2.510829012274992e-16,1.414601860839527e-11,6.142515731306029e-16,2.408306366619622e-07,1.997017760809838e-20,9.751431958909425e-15,8.45714065405576e-19,4.614772897170894e-22,1.5597828035889643e-12,7.3141563163990675e-19,3.322243766239179e-16,1.023881482268523e-20,4.94412467118909e-26,2.8630360693509516e-20,1.6635128239287977e-31,4.5273480391588914e-27,7.931091663000439e-15,4.376415096468686e-27,1.0259724587817662e-24,3.022089458022078e-24,3.76,0.0,0.9828984527419145,0.9993809260542456,1.2592360121892785e-06,2.1034508958567485e-20,0.021312292381895907,0.01701897743412446,0.004273143754597607,4.690800094964298e-06,0.0006140325139262535,7.233820118388745e-06,1.4115209739180112e-11,1.2165122632408702e-10,1.373014283064686e-15,9.548270424749479e-07,4.7262635480934105e-15,1.6653858688761828e-15,5.3872279056849505e-09,4.646601342272174e-15,1.0004212421045277e-12,6.078780824037558e-21,3.1781351552376993e-15,1.2436055443774308e-17,4.820277917914664e-16,2.368067892455448e-15,3.439859870394821e-22,3.66653068053611e-21,4.442434945142796e-15,2.50951465807232e-13,2.408596409490428e-07,1.1791179534024328e-08,1.7423006387469901e-06,2.4450140626033337e-07,7.687888790049905e-06,2.258496849696035e-06,5.583013586329641e-06,1.3611210440409552e-07,6.740160768076608e-08,1.0718171430004283e-08,1.885592957158884e-08,2.4381715879097335e-08,1.3699503948846e-06,1.809063237956122e-09,1.3317141508161094e-06,6.081611249005645e-10,4.033356014725813e-10,2.0530856092715552e-12,6.204480809387834e-11,2.4608712894638833e-15,2.6635342730404457e-10
1.4749466681591324e-06,0.7379626651128863,1.6627250640537968e-06,1.0803788386392328e-07,4.1990112049236276e-07,7.659081086690145e-06,0.0,0.0,3.5208209383453342e-06,1.6622043839413458e-08,2.7471449718101985e-08,7.147200345896054e-11,2.9309286670257828e-09,8.644106611381999e-22,2.6294946726703257e-16,1.4144994095004451e-11,6.850232816443815e-16,2.5736656892910067e-07,2.3927499086202555e-20,1.0815593267784492e-14,1.046884788207286e-18,4.61539027594685e-22,1.5596354626411484e-12,8.297571451300861e-19,3.6620869938572883e-16,1.1821513010173953e-20,6.212949157490751e-26,3.164391119089357e-20,2.135572393823891e-31,5.289646017613228e-27,8.672902110982257e-15,5.528044275976275e-27,1.2970057231020812e-24,3.940176412062305e-24,3.76,0.0,0.9821826887762578,0.9993806701385146,1.377241472333451e-06,2.3947110491887876e-20,0.02202716894949051,0.01758918478591064,0.004416752642548873,4.687987016414596e-06,0.0006140323535078876,7.731171085849827e-06,1.5171525303299536e-11,1.218461188321049e-10,1.4188520236442982e-15,1.020993045863109e-06,5.520752515463511e-15,1.935812732100137e-15,5.9141855042785665e-09,5.423036387481491e-15,1.071410040208649e-12,7.099991820057472e-21,3.684387194695005e-15,1.44184772915592e-17,5.588805749956713e-16,2.7447042420515478e-15,4.017716674888121e-22,4.282477897666555e-21,5.3757055336125774e-15,2.593547966229208e-13,2.5739962634341557e-07,1.329949310263724e-08,1.8232693201437382e-06,2.5769044970570255e-07,8.195763843278017e-06,2.4851280182657413e-06,6.028235892894273e-06,1.4230288528850112e-07,6.998381214291614e-08,1.1686689309060828e-08,2.067868328976601e-08,2.7366367998919884e-08,1.4833717959375585e-06,2.1143752310776992e-09,1.4403793303206903e-06,6.483604768553994e-10,4.772550916405217e-10,2.347894310759349e-12,6.970852378235576e-11,2.7642679145068407e-15,2.7871821351557554e-10
1.5233158078201229e-06,0.7380538842461974,1.7373986666503042e-06,1.135089725892305e-07,4.4212358586601763e-07,8.25777900184523e-06,0.0,0.0,3.6505639449145088e-06,1.7713068965769245e-08,3.068893319821544e-08,7.445681670867992e-11,3.3041748158308887e-09,9.452910170560195e-22,2.749882536998397e-16,1.4143991721434595e-11,7.612880369902852e-16,2.7444683750158796e-07,2.8490272286548907e-20,1.1954302445288871e-14,1.2870092254072211e-18,4.61627952317573e-22,1.5594884593892792e-12,9.371995077440449e-19,4.025938142355772e-16,1.3591126074192626e-20,7.771938596457479e-26,3.486021075817315e-20,2.719661406657309e-31,6.1480587518916126e-27,9.46079437679498e-15,6.929230879731072e-27,1.627815121054379e-24,5.0943317455906236e-24,3.76,0.0,0.9814673857130656,0.9993804075591026,1.5016118855773937e-06,2.717532893371158e-20,0.022741541985720995,0.018158935840127344,0.004560278883421624,4.685175658827346e-06,0.0006140321889970225,8.244944874587845e-06,1.626606046961231e-11,1.2204084843817962e-10,1.4646416988993004e-15,1.0894196531194318e-06,6.4140125950985214e-15,2.2386840808824056e-15,6.475159818753992e-09,6.2953802154879634e-15,1.145157390025933e-12,8.248015359154368e-21,4.2500198645011516e-15,1.6633589762275585e-17,6.44755587589497e-16,3.1654321106062407e-15,4.667327731316199e-22,4.974910685624397e-21,6.4626250337215625e-15,2.6775121083045553e-13,2.744841310695165e-07,1.494022909830005e-08,1.905701166240371e-06,2.711858303690133e-07,8.71937248440939e-06,2.726235033816838e-06,6.494885158294015e-06,1.486128101811659e-07,7.258799065322663e-08,1.2706411653096828e-08,2.260764403401357e-08,3.0599323169930633e-08,1.6026424880852432e-06,2.4594083286542252e-09,1.5544528165124234e-06,6.898007860905461e-10,5.619794020488806e-10,2.6729529392935145e-12,7.801588675473937e-11,3.0930914945481145e-15,2.913042941952816e-10
1.5716849474811133e-06,0.738145043821788,1.8131302010622762e-06,1.1909303817764615e-07,4.647557799861196e-07,8.882586383929156e-06,0.0,0.0,3.781491996671045e-06,1.883846842523565e-08,3.418658902963696e-08,7.750726896375219e-11,3.7102347575892305e-09,1.0310214601454917e-21,2.87198893767648e-16,1.4143019331076942e-11,8.432830491175404e-16,2.920710216117255e-07,3.372561547499634e-20,1.3170045227028311e-14,1.5720096895522309e-18,4.617489653513786e-22,1.559341987088741e-12,1.054235367831692e-18,4.4148192593747113e-16,1.5563679249688975e-20,9.679038279979981e-26,3.8285767894002206e-20,3.43755481554205e-31,7.110965741068509e-27,1.0296443150818255e-14,8.622773970436723e-27,2.0290091889466923e-24,6.534523081469821e-24,3.76,0.0,0.9807525423143214,0.9993801382079112,1.6324666551472648e-06,3.0746174397296566e-20,0.023455411827439068,0.01872823077786012,0.004703722618842903,4.682366016499062e-06,0.0006140320203288709,8.775130940073039e-06,1.73987908363865e-11,1.222354151049236e-10,1.5103833511041868e-15,1.1601132922911801e-06,7.414203639105721e-15,2.576581635102055e-15,7.071350748564066e-09,7.271499680958264e-15,1.2217023036811493e-12,9.53330309363325e-21,4.879631214367275e-15,1.9099423093097732e-17,7.403520372463554e-16,3.633657063150822e-15,5.394606624712066e-22,5.7501326846456996e-21,7.721893959137473e-15,2.7614072113856685e-13,2.921127215325104e-07,1.6720189909461963e-08,1.989588060578665e-06,2.849861321020841e-07,9.258648544125623e-06,2.9822355249935757e-06,6.983381418917579e-06,1.5504394764400576e-07,7.521458515355752e-08,1.3778324264260924e-08,2.4645040601179404e-08,3.409073493047418e-08,1.7279002951307011e-06,2.8478705385335063e-09,1.6740448061735057e-06,7.324763413137769e-10,6.587106424030604e-10,3.0302218987670015e-12,8.699340977685422e-11,3.448386815345485e-15,3.0411034374904797e-10
1.6200540871421037e-06,0.7382361439478545,1.8899164850022985e-06,1.2479083566063269e-07,4.877980981611349e-07,9.53384331587911e-06,0.0,0.0,3.913632525310407e-06,1.9998290227582915e-08,3.7981261107223725e-08,8.062905692759401e-11,4.150567710567455e-09,1.1217559667239832e-21,2.995810420029073e-16,1.4142083044035213e-11,9.312485511088438e-16,3.102387031906112e-07,3.97054553165757e-20,1.4465303176143502e-14,1.9084793699841013e-18,4.619072510623704e-22,1.5591961948463078e-12,1.181367911928327e-18,4.829770823267995e-16,1.775611232769161e-20,1.2001930354322316e-25,4.1927085210557496e-20,4.314395519042184e-31,8.18717940024033e-27,1.1181556111060138e-14,1.0656941148128516e-26,2.5126326404362475e-24,8.31908593084429e-24,3.76,0.0,0.9800381573476982,0.9993798619759539,1.769925303562151e-06,3.4688546271932686e-20,0.024168778810822213,0.019297069777418168,0.004847083992213417,4.679558083750367e-06,0.0006140318474389327,9.321718738199847e-06,1.856969197026673e-11,1.2242981879459817e-10,1.5560770222384924e-15,1.2330806432388325e-06,8.529828709037349e-15,2.9521911392030783e-15,7.703974692357434e-09,8.359589520267051e-15,1.301084826021626e-12,1.0966743193987138e-20,5.577998025391044e-15,2.183470885336057e-17,8.463963335934727e-16,4.152916570325854e-15,6.205713911735388e-22,6.61471080235538e-21,9.173722570676607e-15,2.8452334036861656e-13,3.102849658346221e-07,1.8646317617166726e-08,2.0749221066967445e-06,2.9908996632507033e-07,9.81352605458201e-06,3.2535439181899265e-06,7.494142547550782e-06,1.6159835662954637e-07,7.786403560901946e-08,1.490341221289031e-08,2.679309787386256e-08,3.7850704430594245e-08,1.8592829661582823e-06,3.283685003375155e-09,1.7992645314821604e-06,7.763814500381468e-10,7.687448617243441e-10,3.4217220582341367e-12,9.666745376822323e-11,3.8311926858865244e-15,3.1713507132051786e-10
1.6684232268030941e-06,0.7383271847322723,1.9677545014402874e-06,1.306031344626578e-07,5.112510849801289e-07,1.0211888161290918e-05,0.0,0.0,4.047013228551463e-06,2.119259128126248e-08,4.20903428921965e-08,8.382812528633451e-11,4.626626126660821e-09,1.217650378040536e-21,3.1213437839741858e-16,1.4141187877702353e-11,1.0254277872315993e-15,3.289494668449685e-07,4.650669729371398e-20,1.5842553678335225e-14,2.30373421561007e-18,4.621083863320566e-22,1.5590512034812518e-12,1.319110992745547e-18,5.271851653704579e-16,2.0186307246100163e-20,1.4819336879426223e-25,4.5790659621654966e-20,5.379091686028231e-31,9.385953716874966e-27,1.2117874473284516e-14,1.308594208398487e-26,3.0923030996434058e-24,1.0515766903545539e-23,3.76,0.0,0.9793242295864135,0.9993795787533593,1.9141075211583398e-06,3.903333833802038e-20,0.02488164327137697,0.01986545301434436,0.004990363148708414,4.676751854925551e-06,0.0006140316702556537,9.88469772531082e-06,1.9778739417554157e-11,1.2262405947014072e-10,1.6017227538807182e-15,1.3083286348668882e-06,9.769734085384303e-15,3.368302319442993e-15,8.374265003225865e-09,9.56817230237941e-15,1.3833460442287519e-12,1.2559660099688186e-20,6.350075666827723e-15,2.4858879384699495e-17,9.63642066519912e-16,4.726879897129508e-15,7.107056979567512e-22,7.57547506340294e-21,1.0839892429180433e-14,2.9289908129190835e-13,3.290004338144797e-07,2.072569452537196e-08,2.1616956005957764e-06,3.134959693734069e-07,1.0383939327778499e-05,3.5405714541374794e-06,8.027584303408213e-06,1.682780864872386e-07,8.053678000713697e-08,1.6082659931380382e-08,2.9054038039843343e-08,4.188928216822828e-08,1.9969281836004436e-06,3.77099498849286e-09,1.9302202687832196e-06,8.215104449096346e-10,8.93476401602206e-10,3.849535067665402e-12,1.0706423232479754e-10,4.242542117797786e-15,3.303772164969734e-10
1.7167923664640845e-06,0.7384181662825904,2.0466413754522443e-06,1.3653071682422552e-07,5.351154069428949e-07,1.0917057622299936e-05,0.0,0.0,4.181662069580553e-06,2.242143739314461e-08,4.653177521048537e-08,8.711066545709298e-11,5.1398557415343e-09,1.318862425999142e-21,3.2485860987002823e-16,1.4140338139862222e-11,1.1260670019302998e-15,3.482028998341291e-07,5.42113967217771e-20,1.7304269936962018e-14,2.765867098442195e-18,4.623584260484429e-22,1.5589071155729186e-12,1.467989265731196e-18,5.742138824485079e-16,2.287311566305648e-20,1.8222453785344315e-25,4.9882982557759307e-20,6.664747442661258e-31,1.071699288183756e-26,1.3107173549268549e-14,1.5970419744287166e-26,3.783355963149039e-24,1.3202854014642247e-23,3.76,0.0,0.9786107578091054,0.9993792884293562,2.065133205587161e-06,4.381354761242515e-20,0.02559400554394204,0.020433380661424985,0.005133560235278592,4.673947324391846e-06,0.0006140314887118077,1.0464057358222716e-05,2.1025908711425986e-11,1.228181370935192e-10,1.6473205873521566e-15,1.3858644423809695e-06,1.1143109173331251e-14,3.8278088138529185e-15,9.08347244809083e-09,1.090609828327224e-14,1.4685280974181057e-12,1.4323814136332925e-20,7.200997913126382e-15,2.8192067084982835e-17,1.0928699784229873e-15,5.359347962905677e-15,8.10528982922935e-22,8.63951837851817e-21,1.2743817889924504e-14,3.012679568555477e-13,3.482586970873882e-07,2.296554366280682e-08,2.2499010081400134e-06,3.2820280028853985e-07,1.0969823016007399e-05,3.8437262064484605e-06,8.584120376463471e-06,1.7508517697323984e-07,8.323325435744053e-08,1.7317051269231972e-08,3.143008149686502e-08,4.621646987369941e-08,2.140973570411326e-06,4.314168791560024e-09,2.0670193462909325e-06,8.678576885804202e-10,1.0344023125784694e-09,4.315803691378138e-12,1.1820981669131984e-10,4.683462522053858e-15,3.4383554578666715e-10
1.765161506125075e-06,0.7385090887060447,2.126574355412267e-06,1.4257437648089896e-07,5.59391830886279e-07,1.1649686789370578e-05,0.0,0.0,4.317607276184236e-06,2.368490326816217e-08,5.1324044069299244e-08,9.04831144272386e-11,5.6916956991456634e-09,1.4255517399484692e-21,3.377534706016094e-16,1.4139537655911558e-11,1.2334154300307984e-15,3.679985920473391e-07,6.290693029176784e-20,1.8852920968129673e-14,3.3038043358020067e-18,4.626639714687364e-22,1.5587640212689645e-12,1.6285383345067871e-18,6.241727577828423e-16,2.5836386537451925e-20,2.2316524027744923e-25,5.421054024563037e-20,8.209129192332766e-31,1.2190459884684384e-26,1.415126331198639e-14,1.937796505397001e-26,4.60299775797406e-24,1.647039935430634e-23,3.76,0.0,0.9778977407997228,0.9993789908922716,2.2231224935892356e-06,4.906438708361841e-20,0.026305865962691303,0.02100085288869962,0.005276675400651049,4.6711444865387806e-06,0.000614031302742704,1.1059787094254968e-05,2.2311175376180845e-11,1.230120516260048e-10,1.6928705637213601e-15,1.4656954845698856e-06,1.2659486313439053e-14,4.333708077202968e-15,9.832865671267249e-09,1.2382545171970702e-14,1.5566741860428875e-12,1.627140101206693e-20,8.136076724572968e-15,3.1855103549167133e-17,1.2348879309025478e-15,6.054253174990644e-15,9.207312790610067e-22,9.814196240765173e-21,1.4910607522063273e-14,3.0962998017623096e-13,3.680593290866389e-07,2.537322925597032e-08,2.339530946717213e-06,3.432091389903957e-07,1.1571112156874999e-05,4.16341310175554e-06,9.164162426790151e-06,1.820216582719244e-07,8.5953892693577e-08,1.8607569517783335e-08,3.392344748982743e-08,5.084222248870743e-08,2.291556696468311e-06,4.9178045740266755e-09,2.2097681508401553e-06,9.154175773373996e-10,1.1931268336369179e-09,4.822732157207709e-12,1.301301410311069e-10,5.154975916990344e-15,3.5750884975796926e-10
1.8135306457860654e-06,0.7385999521095583,2.2075507975184464e-06,1.4873491754692436e-07,5.840812065590873e-07,1.2410109184865193e-05,0.0,0.0,4.454877339668888e-06,2.4983072508745974e-08,5.64861785240809e-08,9.395215365802328e-11,6.283578723895223e-09,1.5378798571323605e-21,3.508187219823854e-16,1.413878992260552e-11,1.347725287797875e-15,3.8833613598125935e-07,7.268616818498942e-20,2.0490971595864774e-14,3.927364574176366e-18,4.630322319662275e-22,1.5586220022157422e-12,1.8013049042978105e-18,6.771731239909192e-16,2.90969937213105e-20,2.722255803667917e-25,5.877981401488452e-20,1.0055169132432326e-30,1.381698508913168e-26,1.5251988968037104e-14,2.338365869208603e-26,5.570468205755929e-24,2.0421537396461e-23,3.76,0.0,0.9771851773474262,0.9993786860295422,2.3881957871074516e-06,5.482340237497135e-20,0.02701722486113676,0.02156786986347085,0.005419708795330235,4.668343335777975e-06,0.0006140311122743747,1.1671876391260426e-05,2.3634514930145204e-11,1.2320580302984563e-10,1.7383727236219943e-15,1.547829421109107e-06,1.432874051237654e-14,4.889101264969572e-15,1.0623731662054795e-08,1.4007017822293054e-14,1.647828580978438e-12,1.841505121181741e-20,9.160801997376277e-15,3.586951859001425e-17,1.3905308667932258e-15,6.815659240243536e-15,1.042027217965433e-21,1.1107126360149236e-20,1.7367125435139884e-14,3.1798516426428863e-13,3.884019051056216e-07,2.795625718176919e-08,2.4305781700779608e-06,3.5851368473576513e-07,1.218774220683641e-05,4.500033940910091e-06,9.768120120062856e-06,1.8908955103470812e-07,8.869912708016486e-08,1.995519742331663e-08,3.6536354567964996e-08,5.577645016388625e-08,2.44881508439478e-06,5.586735116641628e-09,2.3585721338795397e-06,9.641845438013453e-10,1.3713659317672272e-09,5.372586519271575e-12,1.4285100777431666e-10,5.6580991391419595e-15,3.713959406725564e-10
