Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221)
3.55684426477963e-05,0.5439116575915074,1.0296464546035368e-09,6.004018788716738e-11,4.590158736069436e-09,4.291574118834608e-08,0.0,0.0,9.533677847189821e-07,8.709641753250104e-09,8.397105636986552e-09,2.235566542394444e-11,3.217787295346302e-14,8.239427886575941e-32,3.6942994155676594e-23,1.798319079062313e-15,6.639291263982659e-12,1.875820556135749e-08,6.072209508437497e-27,3.441805481327432e-23,1.1394344709070664e-25,1.4844743955622548e-26,1.5004169614089769e-16,1.244166054527555e-17,4.6104139238450094e-17,2.869207798847651e-23,4.25271057996653e-31,1.6082793745079988e-22,6.809777584384653e-21,1.4583162424225797e-23,9.137932913979595e-18,2.4851815855003633e-25,7.03365472603309e-27,5.866729716569248e-24,3.76,0.0,0.8700252769110326,0.9999411402843685,3.8415038848384257e-07,9.347847873760681e-12,0.0005736417149836363,0.0004206467817466733,0.00015293350572781873,7.238478979560721e-09,5.747022829720108e-05,1.2115336244737191e-09,2.0058907565265962e-17,2.5217638425686363e-15,9.879111879284272e-18,4.172626114776477e-07,6.045835194140056e-23,5.574937944530956e-24,3.924882122891295e-10,2.3215639482799253e-22,9.327207423176102e-17,1.7738323302032312e-28,8.278223358099334e-23,1.5541455380251356e-24,1.2242564032875788e-22,2.2744298772479885e-21,7.257487598458623e-30,1.0368360731029007e-28,3.563065835648625e-21,1.9282021584877936e-16,1.8780485188558318e-08,1.3463251693755143e-10,6.636002470237669e-08,4.181984986715195e-09,3.01922219138069e-07,5.784956522666417e-07,5.665367435451772e-07,1.4194220358094778e-10,1.8135446898716799e-10,4.625202178373507e-13,2.693061262627978e-13,1.2535691270106008e-11,9.765554922889947e-09,1.5369260673697528e-10,7.410925929785708e-08,5.153418897084239e-10,6.363844280010798e-08,2.0127456888918476e-20,1.0996212732073936e-12,1.6296454828892506e-18,3.4912660100632453e-10,8.332262954548409e-12,2.1503994927655845e-12,2.7270731814466363e-14,1.2781005780751667e-19,8.14358430580315e-16,6.693677458761114e-11,3.777261258086557e-07,8.830176574111898e-13,2.1576992242855353e-10,3.62934153790686e-10,9.048242181441823e-13
3.586787522658385e-05,0.5439121243323457,1.0349523637872156e-09,6.03594722757826e-11,4.592863416687053e-09,4.351152511697956e-08,0.0,0.0,9.638093053504448e-07,8.875214860791663e-09,8.564987552487752e-09,2.2840145462464207e-11,3.261502505923892e-14,8.333661135369212e-32,3.7173826404002473e-23,1.800267115593724e-15,6.719274786047543e-12,1.9075313561463857e-08,6.1963714394657164e-27,3.5349293740391336e-23,1.2625761100480125e-25,-6.20344447898557e-26,1.5006304720253392e-16,1.2722570606940497e-17,4.6774312866272426e-17,2.95581903587719e-23,4.391464074727409e-31,1.6621038528667729e-22,7.04227289454373e-21,1.4951425669567056e-23,9.389010824248715e-18,2.5653792339431474e-25,7.263889437007079e-27,6.075413772441772e-24,3.76,0.0,0.87002042652977,0.9999411250249846,3.881473457915244e-07,9.5495592752078e-12,0.000578469410071945,0.0004241865400590782,0.00015422050163166665,7.238458074362755e-09,5.7470227483403314e-05,1.2320156707571734e-09,2.041391446258966e-17,2.522085661492829e-15,9.962235600808505e-18,4.217392986932763e-07,6.260018877401109e-23,5.772116942132647e-24,4.0341817739075554e-10,2.4049199159350783e-22,9.508691680261774e-17,1.8366724429901443e-28,8.606524619333739e-23,1.6158550431356785e-24,1.272870546488268e-22,2.3650085805434193e-21,7.514590930960965e-30,1.0735669880853688e-28,3.720570230644843e-21,1.9444244711956898e-16,1.9098090320982304e-08,1.3710740379077248e-10,6.663889445529325e-08,4.19999554434001e-09,3.0378087531043105e-07,5.879189288623716e-07,5.739634175193013e-07,1.4324257589083698e-10,1.8293010232280318e-10,4.669975027468913e-13,2.718242088484869e-13,1.268318720587203e-11,9.895680780082826e-09,1.571892040616366e-10,7.412931441545886e-08,5.185168311216393e-10,6.465886728668034e-08,2.0581609184325866e-20,1.1126690777283818e-12,1.6489474055781526e-18,3.5059443432884895e-10,8.454529027365082e-12,2.196195193350711e-12,2.7393289044288414e-14,1.2932184376949227e-19,8.239820608966374e-16,6.806823667754062e-11,3.8041570591958465e-07,8.979532749892315e-13,2.1670054321072738e-10,3.71245945145621e-10,9.199528695316659e-13
3.6167307805371396e-05,0.5439125910711768,1.0402364010750869e-09,6.067752112405101e-11,4.595540539129544e-09,4.4110361859173115e-08,0.0,0.0,9.742784813384016e-07,9.042533692015842e-09,8.73466468895228e-09,2.3330295678845054e-11,3.3054093122846927e-14,8.428209788892851e-32,3.740448846600262e-23,1.802224850921094e-15,6.799417399560142e-12,1.9395078596837256e-08,6.321913770192508e-27,3.619200786053093e-23,1.189895879818403e-25,-3.378610614199948e-27,1.5008450309015717e-16,1.3007014166238807e-17,4.74486129567577e-17,3.044278066541019e-23,4.533488698848527e-31,1.717243063626812e-22,7.28037505861148e-21,1.5325081613678926e-23,9.644883406726988e-18,2.647377806153826e-25,7.499333200780207e-27,6.289454902891237e-24,3.76,0.0,0.8700155761009235,0.9999411097282106,3.921466365438962e-07,9.753687461831918e-12,0.0005832970802460089,0.00042772627299227713,0.00015550748967605978,7.238437168628347e-09,5.747022681002451e-05,1.2526693562012326e-09,2.0772042024934203e-17,2.5224074899130935e-15,1.0045354901927557e-17,4.2622208233431405e-07,6.479898390481663e-23,5.974531436454777e-24,4.1455940310319617e-10,2.490523527311867e-22,9.692171598306738e-17,1.901183628112177e-28,8.944810447267088e-23,1.6794436305133856e-24,1.322965116300709e-22,2.4583538055686347e-21,7.778531218763973e-30,1.1112746612297344e-28,3.883629670861045e-21,1.9606408082305796e-16,1.9418358662124094e-08,1.3960521536502277e-10,6.691595985328082e-08,4.2178922734218015e-09,3.056265396156036e-07,5.973997535967876e-07,5.814212074273573e-07,1.4454425826938637e-10,1.845062681890034e-10,4.714813171787622e-13,2.7434509363037444e-13,1.2830867201341975e-11,1.0026373654642684e-08,1.6072745612352387e-10,7.414888351787359e-08,5.216695666843905e-10,6.568651798293959e-08,2.1041970088440043e-20,1.1257332043666613e-12,1.6682734546723055e-18,3.520527629593969e-10,8.577766030847483e-12,2.2425608207835298e-12,2.7515209791900488e-14,1.3083551832845892e-19,8.336177127582075e-16,6.920774834660066e-11,3.8309794511338006e-07,9.12995207287156e-13,2.1762527442766479e-10,3.796651910338023e-10,9.352040641704664e-13
3.646674038415894e-05,0.5439130578079994,1.045498828047149e-09,6.099434967467402e-11,4.598191466900057e-09,4.4712238859355616e-08,0.0,0.0,9.847751186897343e-07,9.211601747800733e-09,8.90613952209961e-09,2.382612314958527e-11,3.349507772132311e-14,8.523073512804458e-32,3.7634989384965646e-23,1.804192248151783e-15,6.879717321907243e-12,1.971750064429639e-08,6.448837515734378e-27,3.705349687603778e-23,1.0891555645213373e-25,7.150965334861323e-26,1.501060633889132e-16,1.3295000137349474e-17,4.812704366317075e-17,3.1346086856444906e-23,4.678830414528396e-31,1.773717004367214e-22,7.524162193779888e-21,1.5704149735041687e-23,9.905602217344356e-18,2.731202791041212e-25,7.740051736017724e-27,6.508938553934844e-24,3.76,0.0,0.8700107256249483,0.9999410943948445,3.9614823754398136e-07,9.960237176550717e-12,0.0005881247255081598,0.0004312659805432242,0.00015679446986171123,7.238416262360797e-09,5.7470225692061174e-05,1.2734946796547223e-09,2.1133290231384875e-17,2.5227292782778054e-15,1.0128484896711053e-17,4.3071093555690264e-07,6.705575420608676e-23,6.182278909607502e-24,4.259141950015992e-10,2.5784155877433474e-22,9.877650777364247e-17,1.9673957116129003e-28,9.293292418870586e-23,1.7449511383334903e-24,1.374571500062468e-22,2.5545243951404155e-21,8.049430502558978e-30,1.149976527676387e-28,4.0523916084634055e-21,1.9768753598897817e-16,1.974129020488952e-08,1.4212597239934774e-10,6.719124136922019e-08,4.23567652157659e-09,3.074593413754187e-07,6.069377238226531e-07,5.889099131806503e-07,1.4584724982490874e-10,1.8608296640061953e-10,4.759717111137865e-13,2.7686881122442043e-13,1.2978730772653991e-11,1.0157629887781327e-08,1.6430731720805427e-10,7.416798737106315e-08,5.248003173647914e-10,6.672137509968623e-08,2.150856989751135e-20,1.138813603266009e-12,1.687623558544617e-18,3.5350169474750557e-10,8.701975973513652e-12,2.2894986722948164e-12,2.763650268127703e-14,1.323510757467642e-19,8.4326535166664255e-16,7.035528374491974e-11,3.857728629780611e-07,9.281431122983835e-13,2.1854418583270115e-10,3.881920708474749e-10,9.505777311882859e-13
3.706560554173404e-05,0.5439139912756142,1.05595988286821e-09,6.16244059822946e-11,4.603419933981618e-09,4.5925064040284625e-08,0.0,0.0,1.0058500104972855e-06,9.554999380192283e-09,9.254492138062729e-09,2.4834838096227418e-11,3.4382799462474e-14,8.713748939336768e-32,3.8095543532483163e-23,1.8081558843902745e-15,7.040782185348772e-12,2.037031568437182e-08,6.706841155900747e-27,3.890111754716436e-23,1.254615437326597e-25,7.878917895742621e-26,1.5014949574036507e-16,1.3881634819177345e-17,4.9496314341692235e-17,3.3209804289407203e-23,4.979776050538553e-31,1.890749563460349e-22,8.029104985905732e-21,1.6478599980335944e-23,1.044178526875873e-17,2.904418416192585e-25,8.237576956130536e-27,6.964577730244205e-24,3.76,0.0,0.8700010245334083,0.9999410636175452,4.0415828219005106e-07,1.0380619943317364e-11,0.000597779941306014,0.0004383453194861598,0.00015936840665960945,7.2383744482423656e-09,5.7470223746366646e-05,1.3156602359846813e-09,2.1865148492934417e-17,2.523372873088209e-15,1.0294734987210108e-17,4.3970674764159603e-07,7.174734424032112e-23,6.614143577346705e-24,4.492737229287444e-10,2.7612300732886496e-22,1.0254629817121619e-16,2.1050435653603406e-28,1.0021700802372669e-22,1.8818842958851396e-24,1.4824468646567525e-22,2.755579988853028e-21,8.612601049784793e-30,1.2304335575596086e-28,4.407624007732029e-21,2.009331669536499e-16,2.0395142868709027e-08,1.4723640712971448e-10,6.773653356037382e-08,4.270912884133456e-09,3.110868715082548e-07,6.261835071415292e-07,6.039792814309105e-07,1.4845715705050054e-10,1.8923795916813615e-10,4.849724333787272e-13,2.819248639239254e-13,1.3275007055643157e-11,1.042181796667698e-08,1.715916749971827e-10,7.42048783379417e-08,5.309967427676032e-10,6.881262966442665e-08,2.246060699368405e-20,1.1650230512282893e-12,1.726395692512762e-18,3.5637179346627285e-10,8.953322636104675e-12,2.385100249438539e-12,2.7877239172658184e-14,1.353878216993804e-19,8.625964775893022e-16,7.267432361905645e-11,3.9110081287282995e-07,9.5875548954902e-13,2.2036482399948794e-10,4.0556942507911233e-10,9.816921991268237e-13
3.7561713095162524e-05,0.5439147645660257,1.0645627200437624e-09,6.214278588484798e-11,4.6076828353048275e-09,4.693888662350682e-08,0.0,0.0,1.0233902493875014e-06,9.844803405494524e-09,9.548539246745773e-09,2.5687730519507593e-11,3.512401287555433e-14,8.872666550945967e-32,3.847666168020676e-23,1.811468370848051e-15,7.17467219479805e-12,2.091916485906683e-08,6.924784850961957e-27,4.0555224177114045e-23,1.59371290027135e-25,-5.485116325211704e-27,1.5018578872048576e-16,1.437841908298304e-17,5.0643188442503456e-17,3.481253032372022e-23,5.239854170446865e-31,1.991920926684133e-22,8.465315111771407e-21,1.713672841426875e-23,1.0901099626293666e-17,3.053639855914898e-25,8.666290438768002e-27,7.359279022428614e-24,3.76,0.0,0.8699929878862621,0.999941038010479,4.108007194180109e-07,1.073624670630181e-11,0.0006057783700744406,0.00044420985746188686,0.00016150066501164527,7.238339807310591e-09,5.747022249713419e-05,1.3511106653998635e-09,2.2480882608963183e-17,2.523906059036452e-15,1.0432446900806598e-17,4.4717716209958194e-07,7.581861738997504e-23,6.988884646013913e-24,4.692922672564936e-10,2.919971682132571e-22,1.0573026647948124e-16,2.2244916029895094e-28,1.0657899563542578e-22,2.0014904726520278e-24,1.5766724411022362e-22,2.9312216968372575e-21,9.101308961879905e-30,1.3002525285870044e-28,4.720509968925912e-21,2.0362032416498643e-16,2.094487051579801e-08,1.5153965312536525e-10,6.818303135812244e-08,4.299773859780544e-09,3.1405411741605913e-07,6.422966197932435e-07,6.165548816175507e-07,1.5062319628946356e-10,1.918532067440206e-10,4.924490953962749e-13,2.861221983848901e-13,1.3520999360440597e-11,1.0642350042026376e-08,1.7775174602824692e-10,7.423419581099612e-08,5.360652524524458e-10,7.056671041454865e-08,2.3268450017716348e-20,1.1867842788640344e-12,1.7585874551461354e-18,3.587218743147957e-10,9.164506104041608e-12,2.466051422059286e-12,2.807484052322733e-14,1.3790917204614864e-19,8.786467347317056e-16,7.461953169198175e-11,3.9549254620306644e-07,9.844332802914131e-13,2.2185602717741782e-10,4.202925824247614e-10,1.0078382163656291e-12
3.8057820648591005e-05,0.5439155378509077,1.0731094613327851e-09,6.265800379600419e-11,4.6118891765354e-09,4.796089956026858e-08,0.0,0.0,1.0410034651335723e-06,1.0139452652420536e-08,9.847552458122775e-09,2.6556297381416875e-11,3.587049981054175e-14,9.032455729689689e-32,3.8857449473349084e-23,1.814806934075719e-15,7.308973046871623e-12,2.147530742684623e-08,7.146558069185633e-27,4.2209415033032027e-23,1.4181053070481243e-25,-7.432206700060939e-26,1.5022236361258787e-16,1.488504026835157e-17,5.1801461723818426e-17,3.6469720546828893e-23,5.509634654177236e-31,2.0970159275801968e-22,8.918138800451332e-21,1.7809958970959197e-23,1.1374380102267756e-17,3.208166194325729e-25,9.110331198843318e-27,7.770033424201245e-24,3.76,0.0,0.8699849511153759,0.9999410123045083,4.174492397642601e-07,1.1098579593019555e-11,0.0006137767304874136,0.00045007432572244073,0.0001636329017997379,7.238305164962885e-09,5.747022108613665e-05,1.387032238611888e-09,2.310518284709616e-17,2.5244392250594693e-15,1.0570160812643791e-17,4.5466392927081637e-07,8.006240122738166e-23,7.379487379497265e-24,4.899267292169749e-10,3.085530535605036e-22,1.0896975269188686e-16,2.3490008063950934e-28,1.1324876043138956e-22,2.1268897712127747e-24,1.675462138573855e-22,3.1153954815728393e-21,9.610723919464106e-30,1.3730298011487958e-28,5.051026916351636e-21,2.0630809016131855e-16,2.1501908753758735e-08,1.5590616205484913e-10,6.86248851333054e-08,4.328342631955301e-09,3.169876826679332e-07,6.585615926023315e-07,6.292128682322011e-07,1.5279281906345334e-10,1.944699136602472e-10,4.999444094057014e-13,2.9032766994780196e-13,1.3767492242606669e-11,1.0864383209450825e-08,1.8402538231977662e-10,7.426246889840949e-08,5.410761937918648e-10,7.234032218577591e-08,2.409380367537385e-20,1.2085898031798098e-12,1.7908447234145546e-18,3.6104749218409037e-10,9.378385489685004e-12,2.5486028652044718e-12,2.82708257098148e-14,1.4043565156968212e-19,8.94729649901754e-16,7.658644560663075e-11,3.9986443073093095e-07,1.0103977418558953e-12,2.23332111909332e-10,4.3531329349235835e-10,1.034319524169748e-12
3.8553928202019486e-05,0.5439163111302543,1.0816012085834365e-09,6.317012380630906e-11,4.616043663367506e-09,4.899104959439131e-08,0.0,0.0,1.0586888304543526e-06,1.0438962083605947e-08,1.0151542777237676e-08,2.7440570590364222e-11,3.662226650616473e-14,9.193119335322019e-32,3.92379453581726e-23,1.8181714251478083e-15,7.44367796203528e-12,2.2038743283358816e-08,7.372172246633398e-27,4.3897533813044725e-23,7.231248511991432e-26,-4.7360127951782254e-26,1.5025921883910915e-16,1.5401538057053566e-17,5.29711584404626e-17,3.818249239832165e-23,5.789202824647581e-31,2.2061286186165364e-22,9.387938398728032e-21,1.8498377592719596e-23,1.1861864051935285e-17,3.3681025410620105e-25,9.57000386020186e-27,8.197245394223888e-24,3.76,0.0,0.8699769142226819,0.9999409865004647,4.241037649891164e-07,1.1467638872807453e-11,0.0006217750225553268,0.0004559387242538529,0.0001657651170269425,7.238270521215395e-09,5.7470219567732245e-05,1.4234249503812616e-09,2.3738049112141308e-17,2.524972375421195e-15,1.0707875326180042e-17,4.621669518183309e-07,8.448358401271869e-23,7.78639928767598e-24,5.111877383396391e-10,3.258102508263717e-22,1.1226497278837423e-16,2.4787145803747027e-28,1.2023657350846682e-22,2.258275767190605e-24,1.778968477035863e-22,3.308387298533783e-21,1.0141432634108154e-29,1.4488491955989316e-28,5.399916573443938e-21,2.0899625385375853e-16,2.2066257552572835e-08,1.603360362735254e-10,6.906218138973885e-08,4.356624838443664e-09,3.198881353503232e-07,6.74976699344684e-07,6.419523897912266e-07,1.5496602217576045e-10,1.9708807936158305e-10,5.0745856834908e-13,2.945413963704389e-13,1.4014485499875971e-11,1.1087901882842572e-08,1.904123251079283e-10,7.42897685863389e-08,5.460305375362254e-10,7.413337638543008e-08,2.4936803712755757e-20,1.2304395846027e-12,1.823167445535139e-18,3.6334910275474917e-10,9.59496952573407e-12,2.632765118679543e-12,2.846523160136284e-14,1.429672566267133e-19,9.10845201570156e-16,7.857495565262933e-11,4.04216554299922e-07,1.0366474227794738e-12,2.2479336997890418e-10,4.5063222374921876e-10,1.0611358010290774e-12
3.905003575544797e-05,0.5439170844040598,1.0900390404482469e-09,6.367920863690608e-11,4.620150653279125e-09,5.002928450550669e-08,0.0,0.0,1.0764455329001825e-06,1.0743346401415771e-08,1.0460521146888817e-08,2.834058205290831e-11,3.7379319991366306e-14,9.354660073990591e-32,3.9618187075690316e-23,1.821561699932002e-15,7.578780495971514e-12,2.2609472324993544e-08,7.60163819230552e-27,4.556002677312589e-23,2.1909856848379567e-26,-9.088155979005987e-27,1.5029635285962156e-16,1.5927951934369727e-17,5.415230428769999e-17,3.9951973448372006e-23,6.079103641060021e-31,2.3193539282997495e-22,9.875078220954951e-21,1.9202069592723822e-23,1.2363789662334136e-17,3.53355669632167e-25,1.0045614686974862e-26,8.641323922968907e-24,3.76,0.0,0.8699688772100751,0.99994096059919,4.307642232776418e-07,1.1843444487696731e-11,0.0006297732462885228,0.0004618030530421224,0.00016789731069626567,7.238235876083766e-09,5.747021796423625e-05,1.4602887954674036e-09,2.437948130888693e-17,2.525505512620356e-15,1.0845589857368234e-17,4.6968613820168536e-07,8.908712294889606e-23,8.210077992629832e-24,5.330859634237403e-10,3.4378863508524644e-22,1.1561613407507666e-16,2.6137783463358357e-28,1.2755289367520848e-22,2.3958455552600672e-24,1.8873467483914928e-22,3.510488314914149e-21,1.069403007919993e-29,1.5277957124851874e-28,5.7679414668510184e-21,2.116846996624614e-16,2.2637916883359137e-08,1.6482938018453964e-10,6.949500487493542e-08,4.384625989126446e-09,3.227560371916899e-07,6.915402428119923e-07,6.547726105898373e-07,1.571428026604848e-10,1.9970770337130008e-10,5.149917529937763e-13,2.987634891962518e-13,1.4261979368531529e-11,1.1312890761126867e-08,1.9691230345911806e-10,7.431616040781811e-08,5.509292435918022e-10,7.594578481609321e-08,2.57975854077111e-20,1.2523336244757602e-12,1.855555629572407e-18,3.6562715245380423e-10,9.814266840181874e-12,2.7185487560998504e-12,2.8658094385471716e-14,1.4550398821565018e-19,9.269933976238757e-16,8.058495417784162e-11,4.085490044017093e-07,1.0631808988249787e-12,2.2624008654232158e-10,4.662499993500836e-10,1.0882867257133485e-12
3.954614330887645e-05,0.5439178576723194,1.0984240125567639e-09,6.41853196359768e-11,4.624214171489872e-09,5.107555310680669e-08,0.0,0.0,1.094272774826564e-06,1.105262004793781e-08,1.0774498449516037e-08,2.9256363693516825e-11,3.814166803220152e-14,9.517081667933596e-32,3.9998211661060974e-23,1.8249776189053253e-15,7.714274531895515e-12,2.3187494447190687e-08,7.834967267030425e-27,4.7324796417400644e-23,1.4005818682501566e-26,6.925494749445722e-27,1.5033376420525575e-16,1.6464321198649154e-17,5.5344926334963743e-17,4.1779301597340563e-23,6.379806030243561e-31,2.4367876737734775e-22,1.037992457223922e-20,1.9921119727163863e-23,1.2880395872622414e-17,3.7046334889872604e-25,1.0537471629179678e-26,9.102682618678336e-24,3.76,0.0,0.8699608400794138,0.9999409346012836,4.374305489706168e-07,1.222601606041658e-11,0.0006377714016972963,0.00046766731207321775,0.0001700294828106682,7.238201229583734e-09,5.747021652125472e-05,1.4976237686286256e-09,2.5029479342101288e-17,2.5260386567589695e-15,1.0983298054277612e-17,4.772214024198489e-07,9.387804995818874e-23,8.650981776651534e-24,5.556321126916606e-10,3.6250837533090113e-22,1.1902345336963151e-16,2.7543397260220005e-28,1.3520836683929562e-22,2.539799802367009e-24,2.000755061073594e-22,3.7219949927191054e-21,1.1269120211751099e-29,1.609955636012241e-28,6.15588547420985e-21,2.1437243695463701e-16,2.32168867167074e-08,1.693863001887811e-10,6.992343859039162e-08,4.41235146747938e-09,3.2559194331120223e-07,7.082505549537269e-07,6.676727106736412e-07,1.5932315777269508e-10,2.0232878528781453e-10,5.225441338113906e-13,3.029940531577033e-13,1.4509974491621846e-11,1.1539334827975597e-08,2.035250347582102e-10,7.434170469521987e-08,5.557732605885826e-10,7.77774596799968e-08,2.667628357119611e-20,1.2742719625223994e-12,1.8880093396605935e-18,3.6788207850754236e-10,1.0036285960003408e-11,2.8059643877041456e-12,2.8849449603677003e-14,1.4804585177079223e-19,9.43174273487069e-16,8.261633555821374e-11,4.1286186817127425e-07,1.0899967726154269e-12,2.2767254020699083e-10,4.821672075828924e-10,1.1157719771304264e-12
4.05383584157334e-05,0.54391940419218,1.1150394909619512e-09,6.518885907296248e-11,4.632225457878394e-09,5.3191991585476814e-08,0.0,0.0,1.1301357575504274e-06,1.1685891842290184e-08,1.141749311225105e-08,3.113536549447165e-11,3.968228181367141e-14,9.84456367939065e-32,4.0757754342505325e-23,1.8318858544529394e-15,7.98641414032369e-12,2.436541751425452e-08,8.313269083466743e-27,5.094762936134118e-23,7.822340117005908e-26,-3.5800123301082026e-27,1.504094131357914e-16,1.7567082286911243e-17,5.776471343153737e-17,4.561210272220109e-23,7.014011358431184e-31,2.6846681551695944e-22,1.144421190092834e-20,2.1405631176798615e-23,1.3958609749190455e-17,4.0640926117131184e-25,1.1571163947277932e-26,1.0078918071731277e-23,3.76,0.0,0.8699447654711867,0.9999408823194824,4.5078056680175285e-07,1.3011534115304015e-11,0.0006537675075825354,0.0004793956208076075,0.00017429376238633926,7.2381319325379376e-09,5.747021349368997e-05,1.5737070782040302e-09,2.6355172536909503e-17,2.5271049148451493e-15,1.1258711566141101e-17,4.923398444122105e-07,1.0404253760508434e-22,9.586355642460608e-24,6.027112078995097e-10,4.022540368277139e-22,1.2600735647611308e-16,3.052555797975899e-28,1.5158030698079193e-22,2.847682102927311e-24,2.2433082319157053e-22,4.174437530453864e-21,1.2489235296481467e-29,1.7842666862109222e-28,6.994774875964505e-21,2.1974830096044176e-16,2.4396757774920263e-08,1.7869130323021857e-10,7.076746041748704e-08,4.46699634784273e-09,3.311699544562433e-07,7.4210495489545e-07,6.937093444153403e-07,1.6369458196471447e-10,2.0757532159252044e-10,5.377071269733983e-13,3.1148099157524177e-13,1.500747270866625e-11,1.1996529829993434e-08,2.17087574799246e-10,7.439046955615074e-08,5.653009632109141e-10,8.149825948626415e-08,2.848796643534591e-20,1.3182818462935381e-12,1.953113819457935e-18,3.7232426485094437e-10,1.0488523224853363e-11,2.985734280545394e-12,2.922777620510182e-14,1.531450132921631e-19,9.756343161270437e-16,8.674283387952993e-11,4.214291834855004e-07,1.1444702494040146e-12,2.304957425347766e-10,5.149020889376258e-10,1.1717441768515547e-12
4.143135201190467e-05,0.5439207960410362,1.1298227868264432e-09,6.608246317302934e-11,4.6393215212039885e-09,5.5123768132900154e-08,0.0,0.0,1.162645974717643e-06,1.227269773051463e-08,1.2013392732069515e-08,3.288072263078735e-11,4.1087031428446384e-14,-9.859218635738348e-29,4.1440958479975014e-23,1.838189662712175e-15,8.232623443588563e-12,2.5450489557483334e-08,8.75708375202397e-27,5.439519249588916e-23,1.3685738159903996e-25,-8.983554496223042e-27,1.5047843167390056e-16,1.8594005723381497e-17,5.99820671513578e-17,4.9271089028069245e-23,7.623408388442238e-31,2.923132747829035e-22,1.246634177625664e-20,2.2795057650518363e-23,1.4981622661076007e-17,4.407927173928564e-25,1.2560172152770103e-26,1.1020872225783433e-23,3.76,0.0,0.8699302979379665,0.9999408349440304,4.628150993641873e-07,1.3741830889220468e-11,0.0006681637693121211,0.000489950859957636,0.00017813154031544486,7.2380695606649545e-09,5.747021075653247e-05,1.6437932622314335e-09,2.7577590617186766e-17,2.5280645245027414e-15,1.1506576594843548e-17,5.06000662894313e-07,1.1388335528775668e-22,1.0491879732959801e-23,6.474065001540943e-10,4.407688172274146e-22,1.3248693293848143e-16,3.3412749530912685e-28,1.6758563101894121e-22,3.1486968919685462e-24,2.4804523032649465e-22,4.616885196929131e-21,1.3670494374368658e-29,1.9530266010682498e-28,7.826207886507671e-21,2.245864376804343e-16,2.548364335658168e-08,1.8728434075864552e-10,7.151286588544286e-08,4.515285532351243e-09,3.360861667869948e-07,7.730597091148833e-07,7.174075842897408e-07,1.6764106575378737e-10,2.1230218773749473e-10,5.514210112877188e-13,3.1914915959521753e-13,1.545694841412337e-11,1.2412837013935159e-08,2.2967643481554091e-10,7.443197394281466e-08,5.736981345209485e-10,8.491199778323271e-08,3.018109931427053e-20,1.3580432599364376e-12,2.011933498232574e-18,3.7624735767645384e-10,1.0904928860859656e-11,3.1532158989005055e-12,2.956345760162508e-14,1.5775193337517614e-19,1.0049609172021966e-15,9.052879074526579e-11,4.2907364891424307e-07,1.1944486712883641e-12,2.329905153705645e-10,5.453926920028904e-10,1.2232593371211325e-12
