Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234)
4.7830395794984906e-09,0.7989057187485159,4.200072702300087e-09,1.4415571559761054e-11,1.06845179117369e-11,6.604311279328185e-11,0.0,0.0,5.5152617815197874e-08,2.0053698246402623e-12,4.857475403709159e-14,1.2364140545081256e-22,1.402858251814989e-16,3.492368613096357e-36,4.791763253475003e-27,1.4405564550751746e-27,8.451066584961895e-28,5.548280746858887e-11,2.8197855450770706e-32,1.7791513076112523e-19,2.853452343704962e-30,1.487191624488725e-37,3.4305222432834085e-29,1.785342017181956e-29,4.49507106793296e-20,3.1855800828622105e-38,2.661818812591164e-40,1.509670531645361e-42,2.9276715601988342e-58,1.1107401048175632e-49,5.332339904732925e-19,4.965863913053921e-47,2.2887948502772154e-38,2.6923778781152065e-46,3.76,0.0,0.7179196906258927,0.998450249618128,7.756710570978202e-14,2.0604549832680924e-37,0.000592672503385259,0.000451543411134344,0.00010849584996457913,3.259571089949452e-05,0.0015496950445599497,1.5367480398627177e-08,7.059025399867443e-15,4.493289566299682e-09,5.308185073957942e-17,2.251854895787868e-10,1.1217101945811229e-23,2.559415384460553e-22,1.2062709408880704e-12,1.5883869764078434e-23,3.8855102665746655e-14,7.336349155315439e-30,2.7802906326337154e-22,3.8361485837537823e-25,1.0139756939973967e-23,1.3861103274142952e-22,4.593129424546766e-31,4.0714274703963876e-30,1.875600114348555e-26,3.45762914618281e-14,5.548333679998708e-11,3.052341314401457e-16,4.0950184487977016e-08,8.958911367136223e-09,4.194875320489078e-09,6.687525975418008e-12,3.335344001121444e-09,9.129266248280619e-10,7.914368237310224e-10,3.729622743537874e-11,3.89347856157651e-10,2.6864055132957896e-12
4.873256063669218e-09,0.7989073481137324,4.35384811144557e-09,1.5161240098495993e-11,1.1288190036112968e-11,6.975655299265886e-11,0.0,0.0,5.619234608539313e-08,2.0816459833953087e-12,5.1457964404905235e-14,1.334687132597483e-22,1.484822905383609e-16,3.966278610227255e-36,5.2550630829562515e-27,1.580198368851026e-27,9.317908737831503e-28,5.763239486440391e-11,3.278462663029558e-32,1.9215291800552362e-19,3.265683637968633e-30,1.7334829725029477e-37,3.792098106582579e-29,1.962317758745512e-29,4.7469438895040145e-20,3.679295437759888e-38,2.983434497911247e-40,1.753018084772763e-42,3.623080199585896e-58,1.2956712239308222e-49,5.639967341041932e-19,5.890894753860632e-47,2.611446417415833e-38,3.2008967766420648e-46,3.76,0.0,0.717908515644597,0.9984502467001739,8.349736711182816e-14,2.3593551705527765e-37,0.000603846959568881,0.0004605764288588187,0.00011058319021536533,3.264850997538835e-05,0.001549696915339006,1.5973481093891837e-08,7.472930716670751e-15,4.503537537229784e-09,5.423540506179522e-17,2.3409332495688847e-10,1.250814607420934e-23,2.812266237245132e-22,1.25433136217369e-12,1.7722536685628586e-23,4.0122665479807395e-14,8.22417929106791e-30,3.0645094213791126e-22,4.2497996165561445e-25,1.1253635075833352e-23,1.5216580684064191e-22,5.147313111848984e-31,4.563812466389882e-30,2.1305349487085364e-26,3.528533152407177e-14,5.763295522758278e-11,3.2281739494470737e-16,4.1701329160091894e-08,9.071616528556321e-09,4.341972235901067e-09,7.056956662516287e-12,3.455143675847586e-09,9.470563944305583e-10,8.168430055906639e-10,3.824892236321672e-11,3.989587335507476e-10,2.8112772064265513e-12
4.963472547839946e-09,0.7989089774557462,4.510273235367108e-09,1.5931071911188298e-11,1.19139624863747e-11,7.360462130513218e-11,0.0,0.0,5.723205905287549e-08,2.15934282950723e-12,5.445411440490019e-14,1.438737337566989e-22,1.5699116713939824e-16,4.495216098242711e-36,5.753266865868688e-27,1.73041289013973e-27,1.02557175401197e-27,5.98229556624731e-11,3.801168766629717e-32,2.0723333933720759e-19,3.7283478096876285e-30,2.0149474877211367e-37,4.1842452142183144e-29,2.15305704432165e-29,5.0076383291386555e-20,4.2384242243145737e-38,3.3369025668430947e-40,2.0299623836098796e-42,4.46656371253667e-58,1.5071635766694539e-49,5.959025183754731e-19,6.966243330945903e-47,2.972224796759996e-38,3.7934727120965545e-46,3.76,0.0,0.7178973408353808,0.9984502441620627,8.975953545338597e-14,2.695041258110029e-37,0.0006150212538163747,0.0004696126612618884,0.00011267077488479827,3.269766376290491e-05,0.0015496984061344845,1.6591476838947315e-08,7.902757877239557e-15,4.513087091306861e-09,5.538953443469878e-17,2.4317755483040983e-10,1.3920082432423638e-23,3.0846559353821955e-22,1.3033563518105137e-12,1.9734353404514726e-23,4.140256491335761e-14,9.19961532734947e-30,3.371751740303182e-22,4.699057272139939e-25,1.246539745807448e-23,1.6675272156865148e-22,5.755999880953223e-31,5.104747117857317e-30,2.4145240027250128e-26,3.599445798252476e-14,5.98235482481882e-11,3.410721989081361e-16,4.245176100025023e-08,9.182846713803716e-09,4.4912058802244704e-09,7.439203556947957e-12,3.576833534664351e-09,9.817584893187074e-10,8.424933584448272e-10,3.92042480846243e-11,4.0858041295979825e-10,2.9391951460418413e-12
5.143905516181401e-09,0.7989122360701695,4.831058562819531e-09,1.7544544384802015e-11,1.3233359558866495e-11,8.171382341738233e-11,0.0,0.0,5.931143908700261e-08,2.3189979413193063e-12,6.079409149806869e-14,1.665070196906913e-22,1.7496928036353002e-16,5.740086054544257e-36,6.862098084267099e-27,2.0649193010098074e-27,1.2362064648463396e-27,6.43270142117907e-11,5.069454136415021e-32,2.4005378132084144e-19,4.825783070319767e-30,2.700836621011194e-37,5.06823528305292e-29,2.5790051537010944e-29,5.555984503516963e-20,5.582589111753443e-38,4.149528822752925e-40,2.700578221914859e-42,6.71476589155709e-58,2.023093102378644e-49,6.632213304318214e-19,9.65436809648905e-47,3.8231078664002386e-38,5.28025076268178e-46,3.76,0.0,0.717874991733164,0.9984502399346996,1.0332796995442166e-13,3.492095880123432e-37,0.0006373693565298015,0.0004876938617033026,0.00011684660481886716,3.2786016381542154e-05,0.0015497005384429823,1.786346950914709e-08,8.81137067206399e-15,4.530278824034457e-09,5.769935966238106e-17,2.618754227023599e-10,1.7142306141524254e-23,3.6924952516240884e-22,1.4043025007933496e-12,2.432880919612455e-23,4.399817495333436e-14,1.1440645163372688e-29,4.0609302863675445e-22,5.7137342919629525e-25,1.5208873042079256e-23,1.9925215924174043e-22,7.153828439767501e-31,6.34740400826129e-30,3.080637032391038e-26,3.741295241859362e-14,6.43276749047911e-11,3.7965481384146594e-16,4.3950496555208874e-08,9.400984807949503e-09,4.796018553518309e-09,8.242879286278067e-12,3.825846822144989e-09,1.052865644898426e-09,8.94504365193474e-10,4.112240866836915e-11,4.278520220777704e-10,3.204182397069146e-12
5.306295187688711e-09,0.7989151687438051,5.128792481988256e-09,1.9082605777482724e-11,1.4500288878966059e-11,8.949553522398556e-11,0.0,0.0,6.118282880222818e-08,2.4675446814710966e-12,6.690854602988423e-14,1.8908219902631777e-22,1.922760007902193e-16,7.107143163440866e-36,7.999291860141204e-27,2.4082180322914976e-27,1.4546739363133259e-27,6.852083548458088e-11,6.513053321227041e-32,2.7280919382373396e-19,6.0415160729347104e-30,3.4856849968166385e-37,5.989118665047021e-29,3.0176384088567497e-29,6.080890893505096e-20,7.095835165040991e-38,5.016440355149405e-40,3.462036412934378e-42,9.57800140381072e-58,2.614224268067326e-49,7.279128490055725e-19,1.2825256674785801e-46,4.759026951233483e-38,7.041996540635299e-46,3.76,0.0,0.7178548781296237,0.9984502368068932,1.1679767520081419e-13,4.376212303069774e-37,0.0006574820952153783,0.0005039757784529986,0.0001206055150727585,3.2855396941893e-05,0.001549701780215101,1.9049323966985066e-08,9.686563431821229e-15,4.543809109621195e-09,5.977979128217713e-17,2.79307303634203e-10,2.0548961383697515e-23,4.317833278758143e-22,1.4984588086888962e-12,2.919023196216793e-23,4.637346128664511e-14,1.382878803821178e-29,4.774485985508527e-22,6.772964576048295e-25,1.8081085131404318e-23,2.326219280408017e-22,8.642647860654032e-31,7.671481595296496e-30,3.808608240852785e-26,3.8689848166805496e-14,6.85215617721251e-11,4.168240756332736e-16,4.529694651873096e-08,9.59251876531288e-09,5.077497109086779e-09,9.011846962340433e-12,4.056331602765452e-09,1.118784291566378e-09,9.420947402222845e-10,4.2856839309594735e-11,4.452235461059564e-10,3.4531183081677804e-12
5.4686848591960205e-09,0.798918101342276,5.435057982845346e-09,2.0704050744713603e-11,1.5844849212338935e-11,9.774905768536804e-11,0.0,0.0,6.305416897009812e-08,2.6206919510436004e-12,7.342338229406444e-14,2.1389094733469142e-22,2.1068475323689074e-16,8.749781926799186e-36,9.281337625175933e-27,2.7955036713583064e-27,1.7035840072172e-27,7.284746782385345e-11,8.304380503314198e-32,3.0882301824702324e-19,7.513123371995355e-30,4.464489177522486e-37,7.042505491329182e-29,3.5140143035805957e-29,6.636260544417061e-20,8.954907529176864e-38,6.030019830872095e-40,4.404790099762643e-42,1.352007773265086e-57,3.352326089946746e-49,7.96609769106148e-19,1.68915594250009e-46,5.884258967018508e-38,9.310964448243982e-46,3.76,0.0,0.7178347650835332,0.9984502340969764,1.3153635217913644e-13,5.447765554568398e-37,0.0006775943093251083,0.0005202649625295939,0.00012436496543150304,3.291636629910058e-05,0.0015497026036354366,2.0274097639073304e-08,1.061796990537117e-14,4.555727712747067e-09,6.186153367645417e-17,2.9731147180203733e-10,2.4498591177041158e-23,5.0248075528288415e-22,1.595749158132139e-12,3.4830596589662075e-23,4.878422955650945e-14,1.661731887819298e-29,5.5860126747100325e-22,7.986621374971068e-25,2.1380622362076963e-23,2.7027878775853034e-22,1.0380266049477732e-30,9.217387224970631e-30,4.67878334648398e-26,3.9966954607993286e-14,7.284826391375784e-11,4.564022402725345e-16,4.6641126727730614e-08,9.779661892943958e-09,5.365653473565178e-09,9.825153976034741e-12,4.292800544676306e-09,1.1865027929778248e-09,9.903935042709097e-10,4.459846291440404e-11,4.626156809384936e-10,3.711965339124257e-12
5.63107453070333e-09,0.7989210338655867,5.749835766198666e-09,2.241076619521502e-11,1.7269296734747014e-11,1.0648768934617444e-10,0.0,0.0,6.492545960708797e-08,2.778438813698361e-12,8.035153236800185e-14,2.4107722282022762e-22,2.3022914985515084e-16,1.0714199909222927e-35,1.0721468071956064e-26,3.2308406528038937e-27,1.9861209713582508e-27,7.730692755812993e-11,1.0512881013837762e-31,3.483050871434966e-19,9.284541485199081e-30,5.6772942670396615e-37,8.242769547813235e-29,4.0736524543282737e-29,7.222775126258221e-20,1.1225065972976471e-37,7.209730841621755e-40,5.5645644712504686e-42,1.889749641660461e-57,4.267964932889385e-49,8.69424031270768e-19,2.206754494891609e-46,7.229544546844821e-38,1.221153086659514e-45,3.76,0.0,0.7178146525948602,0.9984502316626711,1.476205803176211e-13,6.739307055482461e-37,0.0006977059988908855,0.0005365604803074174,0.00012812488122442738,3.296993260929589e-05,0.0015497031509801406,2.1537806691056725e-08,1.1607316877512285e-14,4.56622778047825e-09,6.39444216546646e-17,3.158881482900555e-10,2.905753366187693e-23,5.821075071432354e-22,1.6961763745268907e-12,4.1345524652401694e-23,5.1228917523213414e-14,1.9857792952998265e-29,6.505407636579836e-22,9.37141259411294e-25,2.515477462232361e-23,3.1261473707372445e-22,1.2398605086765847e-30,1.1013661253518014e-29,5.71345143801743e-26,4.124424691493208e-14,7.730779778941103e-11,4.984814052394197e-16,4.798305181408158e-08,9.962551971480977e-09,5.6604004598528925e-09,1.068383030332782e-11,4.535203777202107e-09,1.2560007555816167e-09,1.0393721712444803e-09,4.6346883029560705e-11,4.800241704848202e-10,3.980733933635183e-12
5.79346420221064e-09,0.7989239663137409,6.0731068774774355e-09,2.420462677158483e-11,1.8775885751603015e-11,1.1572469804490823e-10,0.0,0.0,6.679670073200575e-08,2.9407843332542225e-12,8.770593299985684e-14,2.7078956296477907e-22,2.509427631974334e-16,1.3052871141499252e-35,1.2333674239048345e-26,3.718532440357323e-27,2.3056994561539404e-27,8.189922864107032e-11,1.3219187857011853e-31,3.9147167989220993e-19,1.1405660061734956e-29,7.170892558056719e-37,9.605364549490977e-29,4.7024129608385566e-29,7.841103526633168e-20,1.3981450964759924e-37,8.576988107074867e-40,6.982753602327385e-42,2.616933077221985e-57,5.396906748409868e-49,9.464668669796093e-19,2.861013694673899e-46,8.82946255511111e-38,1.5893632897150762e-45,3.76,0.0,0.7177945406635731,0.9984502294109482,1.6512913427450112e-13,8.2878809694511e-37,0.0007178171639425353,0.0005528615101590246,0.0001318851967413527,3.301698309319857e-05,0.0015497035152763714,2.2840465223226567e-08,1.2656326392520113e-14,4.575479300538805e-09,6.602830934308107e-17,3.350375235565608e-10,3.4297879795126496e-23,6.71474229775225e-22,1.7997430516484436e-12,4.883895868911765e-23,5.370602670752785e-14,2.360649109760503e-29,7.543226118318079e-22,1.0945250836986119e-24,2.945433122764787e-23,3.600436876398874e-22,1.4732501402107135e-30,1.3091457694390325e-29,6.937580956002936e-26,4.252170174607599e-14,8.190017748396157e-11,5.431564788396042e-16,4.932273629028145e-08,1.01413226953366e-08,5.961653392979806e-09,1.158889241598944e-11,4.7834928237768076e-09,1.3272578389806344e-09,1.0890035695847113e-09,4.81017498161446e-11,4.974452753240035e-10,4.259432256428496e-12
5.95585387371795e-09,0.798926898686742,6.404852667604957e-09,2.6087495261799545e-11,2.0366868746826008e-11,1.2547332142585295e-10,0.0,0.0,6.86678923660491e-08,3.1077275736943264e-12,9.549952495925528e-14,3.0318108624580967e-22,2.728591257578577e-16,1.5825207432727336e-35,1.4132724173482514e-26,4.2631279805619266e-27,2.6659741808676073e-27,8.662438291469702e-11,1.6516513630451257e-31,4.385455053868231e-19,1.3932925689140708e-29,8.999717968085519e-37,1.1146870828681759e-28,5.40650649914804e-29,8.491902075327923e-20,1.7310230400943503e-37,1.0155302618578992e-39,8.707114064955495e-42,3.5922541516518e-57,6.7808156557146896e-49,1.0278488012012452e-18,3.682577207834524e-46,1.072277248963183e-37,2.053705881398583e-45,3.76,0.0,0.7177744292896405,0.9984502272810888,1.8414298227415076e-13,1.013549441424561e-36,0.0007379278045080633,0.0005691673289804706,0.00013564585415443446,3.305829858607662e-05,0.0015497037572404647,2.4182085519008925e-08,1.376671567391416e-14,4.583631884458518e-09,6.811306799582452e-17,3.547597610696289e-10,4.0297775073093793e-23,7.714376274052212e-22,1.9064515735189746e-12,5.742359830005046e-23,5.621412037258776e-14,2.792468304746779e-29,8.710703037134522e-22,1.2727297584833735e-24,3.4333713506383233e-23,4.1300192663810186e-22,1.7419867425349687e-30,1.5484689712273448e-29,8.379048051612569e-26,4.3799297500418996e-14,8.662541497066329e-11,5.9052532703258365e-16,5.0660194574458023e-08,1.0316103794316126e-08,6.269330037545262e-09,1.2541343669465272e-11,5.037620561565643e-09,1.4002537743635403e-09,1.1392617877028921e-09,4.9862754498074976e-11,5.14875710535233e-10,4.5480664709724536e-12
6.11824354522526e-09,0.7989298309845935,6.745054760565458e-09,2.806122296493344e-11,2.2044496423844997e-11,1.3574676739487296e-10,0.0,0.0,7.053903453283714e-08,3.279267599173399e-12,1.0374525246566238e-13,3.38409493638455e-22,2.960117295808183e-16,1.909827046417258e-35,1.6134181408549887e-26,4.8694281289920045e-27,3.0708498565449404e-27,9.148240034846429e-11,2.05121695146172e-31,4.897556848557453e-19,1.6929988483129385e-29,1.1226830761058028e-36,1.2885042543056392e-28,6.192504401526953e-29,9.17581476697582e-20,2.1309842790064695e-37,1.1970436171815012e-39,1.0792520736724691e-41,4.890264842682052e-57,8.468024151340688e-49,1.1136796551853173e-18,4.70781244000567e-46,1.2952776098022355e-37,2.6356316514049138e-45,3.76,0.0,0.717754318473031,0.9984502252327844,2.047452844867952e-13,1.232962291337494e-36,0.0007580379206138739,0.0005854773003456265,0.00013940680257035277,3.3094566328665995e-05,0.0015497039171787211,2.5562678263412412e-08,1.494019705599956e-14,4.5908172144907154e-09,7.01985840398802e-17,3.7505500052022645e-10,4.7141726870410677e-23,8.829015633358313e-22,2.01630413403055e-12,6.72213441146671e-23,5.875182149879742e-14,3.2878896079344654e-29,1.0019774648734856e-21,1.4738007340184746e-24,3.985110731772271e-23,4.719485722396376e-22,2.0501856473206356e-30,1.8230178044057464e-29,1.0068876916665109e-25,4.5077014442772054e-14,9.148352035021434e-11,6.406889189142301e-16,5.1995441011655936e-08,1.048702115151645e-08,6.583350527233219e-09,1.3542174679382193e-11,5.29754118236535e-09,1.4749683807134978e-09,1.1901221204347504e-09,5.1629624481435075e-11,5.323125910446727e-10,4.846640983603471e-12
6.28063321673257e-09,0.7989327632072984,7.093695026630396e-09,3.012765001738957e-11,2.3811017740184456e-11,1.465582145288822e-10,0.0,0.0,7.241012725841991e-08,3.4554034740252613e-12,1.1245606268434133e-13,3.7663706993002113e-22,3.204340259287894e-16,2.2947536092130625e-35,1.8354423263752561e-26,5.5424920501621046e-27,3.524491222115806e-27,9.647328925409813e-11,2.532921638551693e-31,5.453377348562444e-19,2.046839238872711e-29,1.3924996599350752e-36,1.4838855368567615e-28,7.067348723290766e-29,9.893473481631291e-20,2.609234009984294e-37,1.405056592805767e-39,1.3301787208914746e-41,6.605063668643144e-57,1.0514378804068552e-48,1.2040685494676308e-18,5.979676576370313e-46,1.556769823828799e-37,3.360612963955695e-45,3.76,0.0,0.7177342082137137,0.9984502232386502,2.2702139144496737e-13,1.4923752041383208e-36,0.0007781475122849625,0.0006017908640770547,0.00014316799719585045,3.3126391228501236e-05,0.0015497040224733668,2.6982252735353374e-08,1.6178477925641406e-14,4.597151198887749e-09,7.228475732469932e-17,3.95923360660338e-10,5.492091715009087e-23,1.006818151545123e-21,2.12930275453838e-12,7.836374926829285e-23,6.13178107595136e-14,3.8541188723022814e-29,1.1483100174831367e-21,1.699917172264482e-24,4.606859546274918e-23,5.373660224307742e-22,2.4023030728305588e-30,2.136780221729675e-29,1.2041492022859874e-25,4.6354834708513295e-14,9.64745020655956e-11,6.937514708924855e-16,5.332848989191031e-08,1.0654196917701365e-08,6.903637296309163e-09,1.4592363687245446e-11,5.563210154710363e-09,1.551381579068373e-09,1.2415610166523717e-09,5.340211905710121e-11,5.497533835081995e-10,5.155158658454335e-12
6.44302288823988e-09,0.7989356953548605,7.450755560640455e-09,3.228860568318566e-11,2.5668679936506745e-11,1.5792081244492286e-10,0.0,0.0,7.428117057127054e-08,3.6361342627704725e-12,1.2164490528467003e-13,4.1803068486202546e-22,3.4615942500578377e-16,2.745771393434064e-35,2.0810658964334996e-26,6.287643590739437e-27,4.031333217804279e-27,1.0159705647853727e-10,3.110825722672384e-31,6.0553355042003695e-19,2.4628311621319938e-29,1.717786765765089e-36,1.7028554669270804e-28,8.038362296002197e-29,1.0645498203071272e-19,3.1784836692668486e-37,1.6426459957894263e-39,1.6306555228699194e-41,8.854718335912628e-57,1.2984167493883251e-48,1.299123907072527e-18,7.548685259831719e-46,1.862108774311916e-37,4.258762852622072e-45,3.76,0.0,0.7177140985116576,0.9984502212801625,2.510588424927447e-13,1.7977957415736445e-36,0.0007982565795450846,0.0006181075271185703,0.00014692939860742576,3.315430571568718e-05,0.001549704091646581,2.8440816975976807e-08,1.7483260673436565e-14,4.602735859367355e-09,7.437149956791273e-17,4.173649417975977e-10,6.373352056426198e-23,1.1441888389950403e-21,2.2454492995885805e-12,9.099247839818223e-23,6.391082450718764e-14,4.4989429558146556e-29,1.311408338621774e-21,1.9533963506738964e-24,5.305228995491554e-23,6.097603973930469e-22,2.8031532319541276e-30,2.4940654574035267e-29,1.4334982718467655e-25,4.763274222873311e-14,1.015983670950102e-10,7.498205895231089e-16,5.4659355465389095e-08,1.0817749622175037e-08,7.230115013099312e-09,1.5692876915359894e-11,5.834584187173356e-09,1.6294734049764697e-09,1.2935560281820397e-09,5.518002563937778e-11,5.671958642000499e-10,5.47362100555051e-12
6.60541255974719e-09,0.798938627427282,7.816218664354753e-09,3.454590861429267e-11,2.7619728561479678e-11,1.6984768213821615e-10,0.0,0.0,7.615216450226818e-08,3.82145903012401e-12,1.313247320514076e-13,4.627617941265895e-22,3.7322129572930037e-16,3.2723624072870314e-35,2.3520947585710056e-26,7.110477626971127e-27,4.59609129152644e-27,1.0685370757535482e-10,3.8009377230014373e-31,6.70591388364029e-19,2.9499334559313797e-29,2.1081271479169214e-36,1.9475704113405576e-28,9.113258767006936e-29,1.1432497234674419e-19,3.853106850415145e-37,1.9131664612164538e-39,1.988825622851606e-41,1.1786538630861284e-56,1.595113295805503e-48,1.3989534568832857e-18,9.473992067052694e-46,2.21722384574568e-37,5.365529763444894e-45,3.76,0.0,0.7176939893668323,0.9984502193451296,2.7694736426126986e-13,2.155952432019724e-36,0.0008183651224169027,0.0006344268555075071,0.00015069097210901986,3.317877841121467e-05,0.001549704136887676,2.993837793669779e-08,1.8856242652816938e-14,4.607660991792538e-09,7.645873297241003e-17,4.393798279930502e-10,7.368502774163874e-23,1.2960654792639457e-21,2.3647454910033436e-12,1.0525977385336481e-22,6.652965277819787e-14,5.230758089961951e-29,1.4926894137669222e-21,2.23669805901703e-24,6.087246411064482e-23,6.896619758825411e-22,3.2579257384074285e-30,2.899519699161943e-29,1.699138023456451e-25,4.8910722612990866e-14,1.0685512112330376e-10,8.090074130321592e-16,5.5988051955091314e-08,1.0977794280328689e-08,7.562710515369818e-09,1.68446689114676e-11,6.111621192795314e-09,1.709224019408229e-09,1.3460857601659469e-09,5.6963156457471865e-11,5.846380819754384e-10,5.802028346238924e-12
6.7678022312544996e-09,0.7989415594245661,8.190066832150622e-09,3.690136708539668e-11,2.9666407493442044e-11,1.82351916295856e-10,0.0,0.0,7.80231090846774e-08,4.0113768410029035e-12,1.415084965420317e-13,5.110064402367503e-22,4.0165296554524166e-16,3.88511332504274e-35,2.650421582492273e-26,8.016866386691073e-27,5.223771836038666e-27,1.1224324695681883e-10,4.621423940327281e-31,7.407658507530019e-19,3.518129688846045e-29,2.5744614508094746e-36,2.220323471397024e-28,1.0300152625105454e-28,1.2255067412731752e-19,4.6493067702018635e-37,2.2202704720450032e-39,2.4139148698134853e-41,1.5583336592169134e-56,1.9499578247159168e-48,1.5036642371580078e-18,1.1824588000585102e-45,2.6286630842691814e-37,6.722474979619624e-45,3.76,0.0,0.7176738807792072,0.9984502174256699,3.0477886916623835e-13,2.5743608638575164e-36,0.0008384731409221184,0.0006507484672998636,0.00015445268716594932,3.3200221766360715e-05,0.0015497041660761867,3.1474941609670843e-08,2.0299116146018135e-14,4.612005629710438e-09,7.85463889981338e-17,4.619680890002482e-10,8.488857364732989e-23,1.4635513979987e-21,2.4871929205199822e-12,1.2132892893971497e-22,6.917313732470349e-14,6.058598725934142e-29,1.6936489851669644e-21,2.5524289882802103e-24,6.960368442737218e-23,7.776256259541413e-22,3.772203304272919e-30,3.3581420238618523e-29,2.005694730487669e-25,5.0188763021637256e-14,1.1224476869402374e-10,8.714267515327694e-16,5.731459356745452e-08,1.1134442497973572e-08,7.901352747554531e-09,1.8048682883415934e-11,6.3942802546024255e-09,1.7906137183133236e-09,1.3991298229707227e-09,5.875134563935148e-11,6.020783256297235e-10,6.140379958975943e-12
6.9301919027618095e-09,0.7989444913467151,8.57228273951639e-09,3.935677920654694e-11,3.181095895958511e-11,1.9544657959109135e-10,0.0,0.0,7.989400435412453e-08,4.205886760533778e-12,1.5220915378439308e-13,5.629452532867304e-22,4.31487720280363e-16,4.595815287023208e-35,2.978027560210084e-26,9.012965746450488e-27,5.919682754396605e-27,1.1776567802836748e-10,5.592834342965646e-31,8.163178685147526e-19,4.178516573150599e-29,3.129240712082677e-36,2.5235494272123043e-28,1.1607569212214989e-28,1.3113794317055238e-19,5.585295795765876e-37,2.5679297692447077e-39,2.916343511502579e-41,2.0470828153907607e-56,2.372556977506636e-48,1.6133625991687883e-18,1.4680630654911512e-45,3.103639449241597e-37,8.378140111596677e-45,3.76,0.0,0.7176537727487518,0.9984502155165729,3.3464745392451665e-13,3.0613940737439255e-36,0.0008585806350815863,0.0006670720263295785,0.00015821451690558314,3.3218998801398976e-05,0.001549704184420277,3.305051314287715e-08,2.1813568336051343e-14,4.615839335179724e-09,8.063440727162267e-17,4.851297819764545e-10,9.746527089637818e-23,1.6478024506078492e-21,2.6127930611424665e-12,1.3937476801750906e-22,7.18401696793864e-14,6.99216684690123e-29,1.915863694813778e-21,2.9033471108068482e-24,7.932494222143117e-23,8.742312303270795e-22,4.351979721865432e-30,3.875300590229608e-29,2.35824805630107e-25,5.146685203495207e-14,1.1776731334389402e-10,9.371972259576811e-16,5.863899450115326e-08,1.1287802572570929e-08,8.24597269977741e-09,1.9305851024174907e-11,6.682521592168779e-09,1.873622940978453e-09,1.4526687856958408e-09,6.054444663909162e-11,6.195150951062157e-10,6.4886742079226015e-12
7.092581574269119e-09,0.7989474231937322,8.962849233941694e-09,4.1913933116182864e-11,3.405562355313111e-11,2.0914470896153348e-10,0.0,0.0,8.17648503485696e-08,4.404987854060323e-12,1.6343966001048162e-13,6.187634516138602e-22,4.627588040281635e-16,5.417570132455447e-35,3.3369841493480796e-26,1.010522150407761e-26,6.689444152194419e-27,1.234210033077154e-10,6.738345614610685e-31,8.97514685197634e-19,4.943397669445036e-29,3.786591756290116e-36,2.859829720603456e-28,1.3044454720815945e-28,1.4009252478776684e-19,6.681487591419412e-37,2.9604582713515115e-39,3.5078462454394446e-41,2.672635058857188e-56,2.873824407226518e-48,1.728154210947481e-18,1.813491339630271e-45,3.6500791988357873e-37,1.0389012632139415e-44,3.76,0.0,0.7176336652754363,0.9984502136142509,3.6664939808830383e-13,3.6263574100005996e-36,0.0008786876049154161,0.0006833972367155415,0.00016197643767784927,3.323542903690917e-05,0.001549704195505492,3.466509694142271e-08,2.3401281284051043e-14,4.6192233349863666e-09,8.272273462049747e-17,5.088649529904194e-10,1.1154454794335278e-22,1.8500280725401447e-21,2.741547277337904e-12,1.595841333274692e-22,7.45296892580707e-14,8.041861738753871e-29,2.1609932217773597e-21,3.2923660509866594e-24,9.011978500279701e-23,9.800841066279035e-22,5.003678125276308e-30,4.4567490845479704e-29,2.762362593801425e-25,5.2744979521141587e-14,1.2342275772191995e-10,1.0064414057235282e-15,5.996126895429212e-08,1.1437979591439852e-08,8.596503348629915e-09,2.06170948274384e-11,6.976306529194746e-09,1.9582322772997806e-09,1.5066841313094017e-09,6.234232997213247e-11,6.369470761539965e-10,6.84690865612795e-12
