Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104),CF3CCH(84),S(12199)
0.00012016296610589344,0.6206047190826143,7.237721782293172e-06,1.6256567017531922e-06,7.2417810886926475e-06,0.0009948868265873545,0.0,0.0,0.00027881581596776495,1.0999408466332766e-05,0.00034799395433800207,2.1436640798016628e-05,2.017459255290612e-07,2.8636772819189504e-19,1.8979073921600082e-14,1.0128105996397256e-10,1.5214802948405663e-06,5.753082541219606e-05,2.310950798062711e-09,7.665539655873643e-14,8.572176626214751e-14,7.091990889472314e-18,5.697675373593957e-12,4.026152448248065e-09,2.0967375988121336e-10,1.3030399342319409e-08,1.8703489012450376e-16,2.8733275302963456e-11,4.1358399728231404e-10,2.6664137467959004e-13,1.21993897783436e-10,1.793065093383139e-15,5.385864515367236e-15,7.840038073550102e-12,3.76,0.0,0.4626959350366307,0.9983474906648054,0.0010357478120419246,1.0218567903309686e-05,0.09324047858888922,0.07100792709800136,0.021517105872289218,2.6297974886804135e-07,0.00026624562152492676,0.00014748709794918386,6.185224733682568e-11,3.054817387789775e-12,4.046666946965917e-15,0.00028768854765124356,3.801689640506611e-12,5.069559815730427e-13,7.989282453974747e-05,4.092291797536596e-12,5.120859744917472e-11,7.133721257606161e-18,1.7862860682559632e-12,1.2398886392841278e-14,6.135617370145858e-13,4.846260288264483e-12,3.6736507415105136e-19,4.432237395719374e-18,2.106619748257414e-07,3.145948288744375e-13,0.0002218674211764981,8.91084940024705e-05,1.9784840999541518e-05,2.8945138676455407e-06,0.0002342154324750335,0.002200733414503597,0.0013468850782981832,2.165377508235771e-06,8.102625268143174e-07,2.5894299034901813e-07,3.554327652701638e-07,5.269013012390135e-06,0.00032925553575497395,0.00021718687827803249,5.520494471410637e-05,5.748056525059961e-08,0.00010322959059031953,1.1068844577450074e-10,4.669257467100322e-08,3.0439501434095643e-13,1.1037084665954806e-08,6.299769173072507e-07,4.5051369178337805e-06,1.1224694968130167e-08,3.415509107515548e-14,2.987232032168308e-10,1.0319473868294209e-05,2.3426906835518538e-05,1.7746091408804042e-08,1.2992441314593775e-08,3.0716431886332614e-05,1.795718255578961e-08,1.1717544689857926e-12,3.065957637045487e-08,6.754711860235848e-13,4.989878626942917e-09,3.45967766027264e-12,4.0746582976301286e-08,1.2638290405503158e-10,8.280773506239084e-11,5.8923251026050864e-08,1.3788773764030726e-06,9.988622280591571e-14,2.4956390689246543e-14,2.3074760928410266e-15,2.981813552698984e-16,9.285098355210805e-10,6.19939593923311e-13,4.932408430135873e-15,7.263651139643063e-16,2.4677617460490572e-12,1.1323358113275064e-07,2.3742152077627594e-09,3.525964181996688e-19,2.1112381821776459e-10,2.3636188112455405e-09,2.494504330980201e-15
0.00012218644751598834,0.6207760045958527,7.385259841857269e-06,1.6741872942112844e-06,7.4257548954998075e-06,0.0010310047809315628,0.0,0.0,0.0002854041688600178,1.1430035910314555e-05,0.00036668025407186677,2.2691040392719815e-05,2.1041331706744675e-07,3.1310543030089393e-19,2.033379040828827e-14,1.0611338113443664e-10,1.5794084679898848e-06,5.978556636639812e-05,2.448576922376396e-09,8.0381479389162e-14,9.499101752449644e-14,7.797074308906443e-18,5.9907851782665e-12,4.354679551499165e-09,2.2232713102911265e-10,1.3993605832199942e-08,2.1054251956343933e-16,3.1577752120592584e-11,4.53257142680628e-10,2.882796295048354e-13,1.279488105943907e-10,1.9535634797238087e-15,5.8981575935471005e-15,8.626627392446384e-12,3.76,0.0,0.46111203883054974,0.9982930816195439,0.0010781536011229458,1.0767545541171e-05,0.09467282244553679,0.07204424116490893,0.0218825345028577,2.622897348191492e-07,0.00026623110873433346,0.00015231700888105037,6.388309504500691e-11,3.07635276152004e-12,4.104369118430659e-15,0.00029549958476703483,4.056079181409708e-12,5.407599857423777e-13,8.458021862831643e-05,4.365408977365986e-12,5.3207034191157527e-11,7.608559852125052e-18,1.9052190885352793e-12,1.3224439106960484e-14,6.544145508590917e-13,5.168958931814874e-12,3.918178036962294e-19,4.727259218559146e-18,2.2428202122958782e-07,3.198319450723108e-13,0.00023208692577707571,9.419614992008361e-05,2.010926713387537e-05,2.943109682579711e-06,0.0002379994275100409,0.002273059881936174,0.001394518750998084,2.2392301869366364e-06,8.369737891498374e-07,2.690797713935877e-07,3.699420389548813e-07,5.487693449451694e-06,0.0003412911211506124,0.00022882724988750703,5.612754706538028e-05,5.838999527695602e-08,0.00010824131009961371,1.1761279122227975e-10,4.8614946120624015e-08,3.1692600476566827e-13,1.1214375272517163e-08,6.534775158880279e-07,4.714397934520718e-06,1.1763099264115473e-08,3.55610682023397e-14,3.110537855134821e-10,1.0749861108760972e-05,2.4178678197202835e-05,1.8480149463246205e-08,1.3206383113167538e-08,3.256353359120391e-05,1.865704399325276e-08,1.225782640155997e-12,3.1633102204537965e-08,6.98137774552805e-13,5.286805383205611e-09,3.643853732205189e-12,4.2232866346654985e-08,1.3098767087102557e-10,8.573693102441867e-11,6.175831621378562e-08,1.4760408386161915e-06,1.056371463921279e-13,2.6149737198796376e-14,2.4168421550336296e-15,3.1231158109338e-16,9.871488751261238e-10,6.595951669238329e-13,5.268028291409336e-15,7.801376620635791e-16,2.6410103447755782e-12,1.2255346459195659e-07,2.4837089469097876e-09,3.8100593565427717e-19,2.2528308636108e-10,2.5559282186579654e-09,2.6836647601911704e-15
0.00012420992892608323,0.6209469346267783,7.533224294678742e-06,1.723427694944463e-06,7.611399183611832e-06,0.0010677540572489087,0.0,0.0,0.0002919441578516387,1.1866019411093361e-05,0.0003860477705750002,2.3996879853265134e-05,2.193073187701104e-07,3.41888611334515e-19,2.176390965309435e-14,1.1110114986269691e-10,1.6384895922083295e-06,6.20976233284161e-05,2.5919290587204626e-09,8.421854149341534e-14,1.0508447634943795e-13,8.559256841320629e-18,6.294691599732809e-12,4.704033216224673e-09,2.3545034671565664e-10,1.5010266486299835e-08,2.3655788152856555e-16,3.4651149803217005e-11,4.959566080805563e-10,3.1129538996800656e-13,1.3409795865548013e-10,2.125475081782611e-15,6.449890416497727e-15,9.477273367088004e-12,3.76,0.0,0.45953015467691294,0.9982373486203907,0.0011216313673874014,1.1335535897578086e-05,0.09610086790854432,0.07307470807904551,0.022248612310895522,2.615998553566644e-07,0.00026621624286983216,0.0001572180972155089,6.594395784220432e-11,3.0977758248524126e-12,4.161696885999054e-15,0.00030336951824107663,4.322670500952758e-12,5.761762309195063e-13,8.943145519962764e-05,4.651564138402419e-12,5.522944871932667e-11,8.105959533975107e-18,2.0298091678817584e-12,1.4089260235401631e-14,6.972105851751463e-13,5.50700790248068e-12,4.17432358880915e-19,5.036298556376857e-18,2.385293528055903e-07,3.250748299497511e-13,0.00024267846849561166,9.948489112462874e-05,2.0431874804010506e-05,2.9914467714219637e-06,0.00024175629124853251,0.0023461684120860055,0.0014428892450207892,2.3142098629435034e-06,8.640947495085927e-07,2.7942764023554056e-07,3.84793628913503e-07,5.711622626439079e-06,0.0003535345043532758,0.00024084019859132994,5.705278092150444e-05,5.9292123689642885e-08,0.0001134139755234071,1.2484814773743362e-10,5.058251997865363e-08,3.2975161099297563e-13,1.1390526205557734e-08,6.774208832621894e-07,4.929337894040968e-06,1.2318111279126647e-08,3.7000098765250066e-14,3.236763825288437e-10,1.1190368297336247e-05,2.4947434360504054e-05,1.923110117975769e-08,1.3419020239022903e-08,3.449620910932602e-05,1.9376408016097155e-08,1.281250561271841e-12,3.262818079998706e-08,7.213407575530194e-13,5.5938300388314925e-09,3.834281508012638e-12,4.3744216566598424e-08,1.3567000486608993e-10,8.871146103953995e-11,6.467940042611475e-08,1.5781434632469675e-06,1.1161392075746459e-13,2.7378778738813592e-14,2.5296785366952984e-15,3.2689009136242595e-16,1.0484483002609154e-09,7.010946995368762e-13,5.619733672286188e-15,8.369025022198768e-16,2.8230067472658452e-12,1.3246089400990374e-07,2.596121252001428e-09,4.1117440083644565e-19,2.4018793251536857e-10,2.7611303953499067e-09,2.8840701327234412e-15
0.00012623341033617813,0.621117510865985,7.681593683285051e-06,1.773372899787233e-06,7.798661404661417e-06,0.0011051327983911418,0.0,0.0,0.0002984328391102838,1.230703277671187e-05,0.0004061100731894243,2.5355371887475442e-05,2.284294710417033e-07,3.728386220098169e-19,2.3272409745807215e-14,1.162468649862442e-10,1.6987229381315643e-06,6.44679302753808e-05,2.741129767560729e-09,8.816768578089131e-14,1.1606030028605582e-13,9.382177911048549e-18,6.6096104190109005e-12,5.075152247926605e-09,2.4904706502865234e-10,1.6082331096447335e-08,2.6530200019183295e-16,3.796791629581288e-11,5.418549334562032e-10,3.357537003788314e-13,1.4044403323972726e-10,2.30940228792011e-15,7.043384559096698e-15,1.0396006052776647e-11,3.76,0.0,0.4579502899778425,0.9981802749987788,0.0011661907830107926,1.1922823657663412e-05,0.0975246276178777,0.07409930201731905,0.022615361951720262,2.609101102793257e-07,0.0002662010194860798,0.00016219001856069092,6.803469069972696e-11,3.119086287905779e-12,4.218648927522008e-15,0.00031129767714948545,4.601817329745074e-12,6.132508763484174e-13,9.444729035041094e-05,4.951130961061036e-12,5.72746395845738e-11,8.626559651844634e-18,2.160217210501381e-12,1.499446671727823e-14,7.420051125409754e-13,5.860843823581691e-12,4.442416641349032e-19,5.3597526531449755e-18,2.534213401638333e-07,3.303237893754685e-13,0.00025365105767032525,0.00010497890542320208,2.0752609214349622e-05,3.039516536851982e-06,0.0002454854896043247,0.0024200394749360208,0.0014919901037051145,2.3903029092102985e-06,8.91621643242924e-07,2.8998544830744514e-07,3.9998813359846904e-07,5.940811452384694e-06,0.0003659851492298289,0.00025322878137614666,5.798075788636388e-05,6.018682340829102e-08,0.00011874993313129459,1.32402663316151e-10,5.259534272783192e-08,3.4287213492728634e-13,1.1565507402016176e-08,7.018057979056933e-07,5.149969856730001e-06,1.2889899865176912e-08,3.847221656370009e-14,3.365914118716091e-10,1.1640992836636272e-05,2.5733131097966547e-05,1.999892316655321e-08,1.3630314672727178e-08,3.651704814263955e-05,2.0115664439721324e-08,1.3381600437337794e-12,3.364472996156205e-08,7.450788521737619e-13,5.910959749511327e-09,4.031053612275469e-12,4.52805373844367e-08,1.4042960796017876e-10,9.173092812947628e-11,6.768742643683003e-08,1.6853408745952046e-06,1.1782148987893872e-13,2.8643869344288316e-14,2.646038559926956e-15,3.419237714440892e-16,1.1124787290835875e-09,7.4449040139531e-13,5.987932861754099e-15,8.967692495209856e-16,3.014021115964937e-12,1.429817568434075e-07,2.711455816250998e-09,4.431755028121892e-19,2.558647135397818e-10,2.9798921593394874e-09,3.096210703751322e-15
0.00012825689174627303,0.6212877349798275,7.830345812990561e-06,1.8240174230545079e-06,7.987487852148573e-06,0.0011431390221043024,0.0,0.0,0.0003048674846586057,1.2752747427067337e-05,0.0004268807501248339,2.676773106368787e-05,2.3778121240040918e-07,4.060815948359542e-19,2.486232489934946e-14,1.2155299356266996e-10,1.7601072943983034e-06,6.689743149456881e-05,2.8963000380370878e-09,9.222999035759584e-14,1.2797973722359564e-13,1.026964987353212e-17,6.9357550106920084e-12,5.4689980390243665e-09,2.631205544190697e-10,1.7211775283930744e-08,2.970112613421231e-16,4.154317400392025e-11,5.911310455355138e-10,3.6172159722908234e-13,1.4698967386830308e-10,2.5059673295276274e-15,7.681052714819505e-15,1.1387031383784931e-11,3.76,0.0,0.4563724527154676,0.9981218440777333,0.001211841211538956,1.2529689760223193e-05,0.09894411422056747,0.07511799753561602,0.0229828056630622,2.602204997628922e-07,0.0002661854341354916,0.00016723242698987013,7.015514794165815e-11,3.1402838660980937e-12,4.27522394121296e-15,0.0003192834246222908,4.893876425302109e-12,6.520304462452751e-13,9.962834475928315e-05,5.264486088240632e-12,5.934141663304306e-11,9.17100422435861e-18,2.2966053342335764e-12,1.594118391635723e-14,7.888538224364952e-13,6.230906610263637e-12,4.722788843743666e-19,5.69802165489038e-18,2.6897545362434797e-07,3.3557912224734035e-13,0.0002650137201196154,0.00011068234516893775,2.1071414289664612e-05,3.087310208513555e-06,0.00024918647521397574,0.002494653519774636,0.0015418147153106574,2.4674950769808375e-06,9.195504982974468e-07,3.0075188886655463e-07,4.1552595774516195e-07,6.175267669455072e-06,0.00037864251194114567,0.0002659958714225799,5.891157365245744e-05,6.107396422215121e-08,0.0001242515032212965,1.4028447989998878e-10,5.4653432341612416e-08,3.562876926957114e-13,1.173928811551866e-08,7.266309318545799e-07,5.3763031305735665e-06,1.3478625903936173e-08,3.997743455738937e-14,3.4979911039672165e-10,1.2101724716351712e-05,2.653571572464981e-05,2.078357918401324e-08,1.3840227649916844e-08,3.8628649451218875e-05,2.0875202844355888e-08,1.3965119097736543e-12,3.468265635388169e-08,7.693504794935702e-13,6.238192655015099e-09,4.234262066283166e-12,4.684173150049273e-08,1.452661788111669e-10,9.479492577871683e-11,7.078327354406721e-08,1.797790628163176e-06,1.242648257998752e-13,2.9945343853211824e-14,2.7659747288831704e-15,3.5741940105882e-16,1.1793107415102119e-09,7.898346668987321e-13,6.37302932556512e-15,9.598489773232283e-16,3.214326321165067e-12,1.5414258544313099e-07,2.8297143271178875e-09,4.770841036740369e-19,2.7234008825296037e-10,3.2129030032711987e-09,3.320590152818587e-15
0.00013028037315636793,0.6214576086097007,7.979457947617853e-06,1.8753553363373233e-06,8.177823905982965e-06,0.0011817706191331713,0.0,0.0,0.000311245577910439,1.3202833397494795e-05,0.00044837340196490056,2.8235173090728192e-05,2.4736388289956753e-07,4.4174852783306235e-19,2.6536743978334168e-14,1.27021970730802e-10,1.8226409860219559e-06,6.93870811307634e-05,3.0575592135812176e-09,9.640650847725283e-14,1.4090723853158363e-13,1.122566341301157e-17,7.273336215877184e-12,5.886554258291063e-09,2.7767370263109374e-10,1.8400599241664302e-08,3.319381756647669e-16,4.539273998522054e-11,6.439703315324651e-10,3.892681358946117e-13,1.537374704722989e-10,2.7158124442753825e-15,8.365399938521706e-15,1.245473470139863e-11,3.76,0.0,0.4547966514576065,0.9980620391874044,0.001258591701618527,1.3156411245640405e-05,0.10035934037164258,0.07613076958710838,0.02335096524988099,2.5953102436622174e-07,0.00026616948237238413,0.00017234497504915614,7.230518324804648e-11,3.161368280391863e-12,4.3314206468142124e-15,0.00032732615372809776,5.199207478974182e-12,6.925618167827488e-13,0.00010497510643387397,5.5920090199614175e-12,6.142860340501623e-11,9.73994174793705e-18,2.4391368234301278e-12,1.6930545293941406e-14,8.378128050555352e-13,6.617639341554539e-12,5.015774151071775e-19,6.051508490326396e-18,2.8520925105271804e-07,3.40841120283956e-13,0.00027677549607117583,0.0001165993235241165,2.138823323006797e-05,3.1348189256338174e-06,0.000252858693873136,0.0025699909748745442,0.0015923563118792653,2.5457715175892196e-06,9.478771426606719e-07,3.1172550344981843e-07,4.31407320175832e-07,6.414995965309861e-06,0.00039150604039206335,0.0002791441547072713,5.9845309394487705e-05,6.195341437669428e-08,0.0001299209780463465,1.4850172755222653e-10,5.6756779315401535e-08,3.6999822137158923e-13,1.191183722793515e-08,7.518948571973443e-07,5.608343369398732e-06,1.40844424110405e-08,4.1515745620374256e-14,3.6329954067704086e-10,1.2572546708761259e-05,2.7355127390542354e-05,2.1585020498237456e-08,1.4048720034854791e-08,4.0833617941277704e-05,2.1655412200753204e-08,1.4563060192937788e-12,3.574185589847035e-08,7.941537755207946e-13,6.575518211189857e-09,4.4439982786032285e-12,4.8427700483072226e-08,1.5017941256109456e-10,9.790303786271565e-11,7.396777694843135e-08,1.915652194496182e-06,1.309489281536172e-13,3.128351766290964e-14,2.889538726848131e-15,3.7338365389086595e-16,1.2490148286921776e-09,8.371800411088785e-13,6.775421199917618e-15,1.02625414452076e-15,3.4241978635906314e-12,1.6597055897162115e-07,2.9508965206655194e-09,5.129761638224596e-19,2.8964100064028293e-10,3.4608753313469307e-09,3.557725671145793e-15
0.00013230385456646282,0.6216271333718169,8.128906945235925e-06,1.9273803076448197e-06,8.369614268982147e-06,0.001221025352153911,0.0,0.0,0.0003175648090259059,1.3656960323130508e-05,0.0004706016352897515,2.9758914126110357e-05,2.571787282605416e-07,4.799753085084257e-19,2.8298809967139503e-14,1.3265619995592907e-10,1.8863218971909028e-06,7.193784273627058e-05,3.225024933070739e-09,1.0069826872328023e-13,1.5491057450600826e-13,1.225439301529428e-17,7.622562256462293e-12,6.3288265166487065e-09,2.927090255502209e-10,1.9650826463153932e-08,3.7035216919123756e-16,4.9533146374515906e-11,7.005647080466358e-10,4.1846441546048167e-13,1.6068996616584416e-10,2.939599992514734e-15,9.099025122669777e-15,1.3603684196633305e-11,3.76,0.0,0.4532228953589603,0.9980008436795341,0.0013064509821239972,1.380326111407981e-05,0.10177031873499226,0.07713759353912995,0.02371986207057092,2.5884168503468095e-07,0.00026615315975683296,0.00017752731376573244,7.448464965835208e-11,3.1823392575116743e-12,4.3872377866779335e-15,0.0003354252837239812,5.518173023000571e-12,7.348922030957564e-13,0.00011048793367707115,5.934082008167386e-12,6.353503938541295e-11,1.0334025004991806e-17,2.587976081914985e-12,1.7963692082312354e-14,8.889385351457955e-13,7.02148813263925e-12,5.321708725556565e-19,6.420618751694576e-18,3.02140365637635e-07,3.461100678369552e-13,0.0002889454342471705,0.00012273391089769726,2.1703009008844227e-05,3.18203380916177e-06,0.00025650159048249224,0.0026460322492216433,0.0016436079693638093,2.625116866561453e-06,9.76597232133644e-07,3.2290469102745004e-07,4.4763226373944266e-07,6.6599981009883605e-06,0.00040457517394532907,0.00029267612725514806,6.0782033138115057e-05,6.282504203604454e-08,0.00013576061987291275,1.5706251983858173e-10,5.89053478336524e-08,3.840034865886912e-13,1.208312352707007e-08,7.775960671393731e-07,5.846092680775474e-06,1.4707494665506245e-08,4.3087123395823716e-14,3.7709259836149385e-10,1.3053434600277055e-05,2.8191297428664453e-05,2.240318629695011e-08,1.4255752643890012e-08,4.3134561781267214e-05,2.2456680522093395e-08,1.5175412991992435e-12,3.682221424306295e-08,8.194866038218418e-13,6.922917540278742e-09,4.66035303776542e-12,5.003834471846711e-08,1.551690006874386e-10,1.0105483865431326e-10,7.724172737734978e-08,2.0390869429391587e-06,1.378788237242051e-13,3.265868659107577e-14,3.0167814217349767e-15,3.8982309833208676e-16,1.3216613475251775e-09,8.865791914252442e-13,7.19550096265799e-15,1.0960985259026729e-15,3.643913798128503e-12,1.7849350507924895e-07,3.075000240967416e-09,5.509287169979885e-19,3.077946636344882e-10,3.7245446828029034e-09,3.8081480423509236e-15
0.00013432733597655772,0.6217963108566987,8.278669459600432e-06,1.9800856410567794e-06,8.562803199775951e-06,0.0012609008556258416,0.0,0.0,0.0003238230700796778,1.411479840075313e-05,0.0004935790564502736,3.1340170115184426e-05,2.6722690415322666e-07,5.209028184897271e-19,3.0151718157626383e-14,1.384580533416209e-10,1.951147493930595e-06,7.455068882631457e-05,3.3988130798478317e-09,1.0510627488300537e-13,1.700609521977921e-13,1.3360202521755864e-17,7.983638648316038e-12,6.79684201275399e-09,3.082286803270676e-10,2.0964502463214475e-08,4.125403881410299e-16,5.3981661062443425e-11,7.611126856132695e-10,4.4938360938034897e-13,1.6784965983394686e-10,3.1780126295271896e-15,9.884622060558334e-15,1.4838634276282322e-11,3.76,0.0,0.4516511941579605,0.9979382409408618,0.001355427458648362,1.4470508194353089e-05,0.103177061984158,0.0781384451889593,0.024089517024471863,2.58152483101018e-07,0.00026613646185824825,0.00018277909265700245,7.669339957522816e-11,3.2031965301392884e-12,4.44267412678445e-15,0.0003435802566571872,5.851138337651168e-12,7.790691463010669e-13,0.0001161670582550634,6.291089951653275e-12,6.565958211879412e-11,1.0953910872386611e-17,2.743288586002431e-12,1.9041772958580208e-14,9.422878558689403e-13,7.442902007295079e-12,5.640930837928775e-19,6.805760575769611e-18,3.1978649367094514e-07,3.5138624172263887e-13,0.00030153258712651003,0.0001290901315656366,2.201568486258835e-05,3.228946035670937e-06,0.0002601146145588932,0.0027227577361015193,0.0016955626089636866,2.7055152416421635e-06,1.0057062500607515e-06,3.342877143990169e-07,4.642006637943899e-07,6.910273047570051e-06,0.0004178493433781413,0.000306594093041795,6.172180108873245e-05,6.368871663758533e-08,0.00014177265918262358,1.6597494845493037e-10,6.109907701325712e-08,3.9830309064348337e-13,1.225311598169019e-08,8.037329765515051e-07,6.0895497417685645e-06,1.534792035702276e-08,4.4691523204899186e-14,3.911780199935503e-10,1.3544357442800896e-05,2.9044149751146672e-05,2.323800413736112e-08,1.4461286579819225e-08,4.553408955896286e-05,2.3279394542648967e-08,1.580215774718019e-12,3.7923607292930344e-08,8.453465695931019e-13,7.280363800481235e-09,4.88341650729885e-12,5.1673563392607526e-08,1.6023463095181949e-10,1.0424989290430144e-10,8.060587093803309e-08,2.1682581253644754e-06,1.4505956605339571e-13,3.407112683454168e-14,3.147752873455914e-15,4.0674419840962704e-16,1.3973204767502456e-09,9.380848759400687e-13,7.633654954874128e-15,1.1694971368243019e-15,3.873754659187666e-12,1.917399013460004e-07,3.2020215035684168e-09,5.910197754933199e-19,3.2682854349292953e-10,4.004669942393878e-09,4.072401717072041e-15
0.00013635081738665262,0.6219651426294575,8.42872202265476e-06,2.03346431576913e-06,8.757334731817205e-06,0.001301394636285332,0.0,0.0,0.00033001845008275515,1.4576019324395212e-05,0.0005173192655299878,3.298015616389062e-05,2.7750948128737813e-07,5.646769234268165e-19,3.209871643167413e-14,1.4442987237955212e-10,2.0171148521864055e-06,7.722660044038102e-05,3.579037748779106e-09,1.0963150630429066e-13,1.864331355603708e-13,1.4547650766226293e-17,8.356768170627818e-12,7.291649160531596e-09,3.2423447594412483e-10,2.2343693496651455e-08,4.588085388142698e-16,5.875630862569203e-11,8.258194285859639e-10,4.821009903861343e-13,1.7521900962135502e-10,3.431753380295821e-15,1.0724981095807922e-14,1.6164528845146325e-11,3.76,0.0,0.45008155816987666,0.9978742144054448,0.0014055292113075452,1.5158417024564821e-05,0.10457958280306506,0.0791333007779131,0.024459950540915966,2.5746342028393084e-07,0.00026611938425866036,0.00018809995974023943,7.893128476857732e-11,3.223939837079479e-12,4.497728457657659e-15,0.00035179053430211296,6.198471358552647e-12,8.251405005481133e-13,0.00012201258874941705,6.663420291220714e-12,6.780110916793395e-11,1.160026013035438e-17,2.905240837629807e-12,2.016594371932591e-14,9.979179626998957e-13,7.882332770634413e-12,5.973780769025217e-19,7.207344525147925e-18,3.38165382381719e-07,3.5666991107645254e-13,0.0003145460064036755,0.00013567196048546836,2.2326204695336418e-05,3.2755468943541283e-06,0.00026369722516008043,0.0028001478183187056,0.0017482129995122484,2.786950369691746e-06,1.035199549250241e-06,3.458727115295105e-07,4.811122401991246e-07,7.165817136884091e-06,0.00043132797106508854,0.00032090016255680764,6.266465890052607e-05,6.454431009807233e-08,0.00014795929302732105,1.7524707993708522e-10,6.333788226937039e-08,4.128964814073865e-13,1.2421783964923045e-08,8.303039531664064e-07,6.33870992180713e-06,1.6005849758997947e-08,4.632888304733397e-14,4.0555539165097204e-10,1.4045277839136596e-05,2.991360128529591e-05,2.4089390454022792e-08,1.4665283484539998e-08,4.803480749470719e-05,2.412393942424837e-08,1.6443266025366137e-12,3.904590179362067e-08,8.717310348804941e-13,7.647822568984955e-09,5.113278222960626e-12,5.3333254501963285e-08,1.6537598743888416e-10,1.0748775598714736e-10,8.406090919069471e-08,2.303330859921524e-06,1.5249623508761512e-13,3.552109502095049e-14,3.2825023507856175e-15,4.241533160128793e-16,1.4760621794403347e-09,9.917499218610922e-13,8.09026323905409e-15,1.2465661660134216e-15,4.114003387660218e-12,2.0573887649766948e-07,3.3319545626109653e-09,6.333283440727319e-19,3.4677034496889736e-10,4.30203353838661e-09,4.351044881744185e-15
0.00013837429879674752,0.6221336302293102,8.579041278971913e-06,2.08750902529992e-06,8.953152890557223e-06,0.001342504074549887,0.0,0.0,0.00033614922982388236,1.5040297192039341e-05,0.0005418358505197443,3.468008594678868e-05,2.880274501625537e-07,6.114486298126835e-19,3.41431024846481e-14,1.5057396861194826e-10,2.0842206817081854e-06,7.99665667129937e-05,3.765811215147454e-09,1.1427491755132832e-13,2.0410556807661714e-13,1.5821497300698384e-17,8.742150808693265e-12,7.814317202802478e-09,3.4072789136586056e-10,2.3790485278410944e-08,5.094817312538966e-16,6.387589154472062e-11,8.948968113434862e-10,5.16693967951802e-13,1.8280043564045757e-10,3.7015458569783696e-15,1.1622989822591993e-14,1.7586504523797775e-11,3.76,0.0,0.44851399827612176,0.9978087475659523,0.0014567639938145374,1.5867247744082684e-05,0.10597789388669036,0.08012213700458325,0.024831182569512267,2.567744986844324e-07,0.00026610192255573193,0.0001934895615434817,8.119815638002993e-11,3.2445689234084318e-12,4.552399595233464e-15,0.00036005559541540575,6.5605425841045566e-12,8.731544200815504e-13,0.00012802451407623326,7.051462904961547e-12,6.995851994838183e-11,1.227373727167653e-17,3.074000317543737e-12,2.1337366955618712e-14,1.0558863873447413e-12,8.34023488199889e-12,6.320600711522214e-19,7.625783469698489e-18,3.572948178803447e-07,3.61961337225419e-13,0.0003279947386598083,0.00014248332030705816,2.263451351083209e-05,3.3218278542962774e-06,0.0002672488954165432,0.0028781828748732177,0.0018015517608963613,2.869405521981636e-06,1.0650723310764213e-06,3.5765770022106253e-07,4.98366565148816e-07,7.4266242134002585e-06,0.0004450104713602211,0.000335596251999995,6.361064288320688e-05,6.539169792474759e-08,0.0001543226835403313,1.848869503255849e-10,6.562165668956011e-08,4.277829612737408e-13,1.2589097497804596e-08,8.573073027026047e-07,6.593565410784425e-06,1.6681405914828663e-08,4.799912460456631e-14,4.2022415758626205e-10,1.4556152231173868e-05,3.079956244285673e-05,2.4957251067225657e-08,1.4867705845379913e-08,5.063931671984484e-05,2.499069849030359e-08,1.7098701052255739e-12,4.0188955956180493e-08,8.986371348443363e-13,8.025252242813555e-09,5.350027092486129e-12,5.501731489083352e-08,1.705927506761748e-10,1.1076797410986227e-10,8.760749941953864e-08,2.4444721148710534e-06,1.6019393688013435e-13,3.700882834536468e-14,3.421078346824865e-15,4.420567128419436e-16,1.5579561647634518e-09,1.047627193823758e-12,8.565699063397122e-15,1.3274228963619582e-15,4.36494526012861e-12,2.2052021140608783e-07,3.464791980609315e-09,6.77934273535834e-19,3.6764799716526584e-10,4.617441628676791e-09,4.644649522181839e-15
