Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104),CF3CCH(84),S(12199)
0.0005420999732350384,0.6507014926106712,4.3095937150706985e-05,2.2910651043141296e-05,6.170915487520558e-05,0.017411643454533915,0.0,0.0,0.0010310149775937512,0.00011611998709211194,0.03741210057676161,0.0031772427941481043,9.894171435938717e-06,1.3295809385296503e-15,1.3614045902674288e-11,8.743674990428749e-09,3.391147106896184e-05,0.003328067624771747,3.2041835466811393e-07,3.454256934434736e-12,1.4651776119097514e-09,5.862449778390693e-14,6.30516254168049e-10,3.1910968170169653e-06,1.5654383839942092e-08,4.422109125156752e-06,1.1083675853549348e-11,2.0347293032121082e-07,8.818725718378413e-07,4.950841553123828e-10,1.2453171914450426e-08,3.396148857055684e-12,2.5956150451309245e-11,3.4389601387531874e-08,3.76,0.0,0.19144219700851878,0.9368403834314167,0.038806705729098945,0.0007055546455009314,0.31864369255025066,0.14879182633027893,0.11927063580795827,1.2851332511733174e-07,0.0002498420999018868,0.002138303155141715,9.003332764705967e-10,4.987621651131236e-12,7.589181589569081e-15,0.0026403250033010714,8.560502937728812e-10,1.0771193525076998e-10,0.0029947774409699026,8.720739421972496e-10,4.42447473006854e-10,1.4376713070881638e-15,3.6744430039564194e-10,2.550580088247262e-12,1.2621689226460605e-10,9.967367523041238e-10,7.403552814076115e-17,8.933012329222533e-16,3.4549191126002636e-05,1.5606966753805412e-12,0.02346566206122041,0.007819157443153646,4.757070549177073e-05,7.116397863677347e-06,0.0005075496198925001,0.015860766702844396,0.016750449969669966,2.532474303157258e-05,1.112889471565028e-05,4.552992552659924e-06,1.1737055999902126e-05,0.0001706649406820368,0.007043289782039213,0.008678303037355471,0.00029293067915032886,1.1148723705950598e-07,0.005961570907390308,1.8864528617468614e-08,1.3543149594241895e-06,8.827331245041801e-12,2.3755228900309483e-08,1.7034063440502204e-05,0.00012236501300481328,5.021509902171883e-07,9.903739271387861e-13,8.937666372596252e-09,0.0002267725734755197,0.0004839104786122626,3.490628672747067e-07,2.874026828196061e-08,0.004563928958660938,1.169092306779231e-06,2.8491058871258508e-11,5.670019507722848e-07,1.488458141784821e-11,2.187026530202157e-07,2.9346428220653414e-10,7.888843720133177e-07,2.442630005019502e-09,1.03035352115929e-09,2.6895227631176414e-06,0.0004863473373670506,1.5744014009212203e-11,1.0210487091529435e-12,1.790595065326032e-13,2.3128187281177293e-14,1.624391772068407e-07,1.289247369180359e-10,8.664406243040002e-13,2.5653509109017255e-13,7.299858051872927e-10,9.948338964658352e-05,5.775367724262692e-08,2.712254629142764e-16,7.532868091836463e-08,3.502168011375663e-06,2.2296513498607698e-12
0.0005466577580107963,0.6509898778286262,4.358860031968394e-05,2.3255528218923913e-05,6.254088980368204e-05,0.017644591097748984,0.0,0.0,0.0010385328694867252,0.00011797852279591177,0.03837440790536173,0.0032650841588408685,1.0137067708815401e-05,1.401991195033757e-15,1.4170064724861658e-11,8.977504248233611e-09,3.440200304153499e-05,0.00340735633956458,3.293721785553403e-07,3.510735963006389e-12,1.5627720760753745e-09,6.192455623212792e-14,6.475750552427502e-10,3.301626436182989e-06,1.5989865597423756e-08,4.544029827292501e-06,1.1839952394077524e-11,2.142768170100101e-07,9.143489904495934e-07,5.174641690185203e-10,1.2829753084365301e-08,3.534045910027646e-12,2.7411848894881487e-11,3.5992539477903955e-08,3.76,0.0,0.18923891234822648,0.9353949988551923,0.039603122429677985,0.0007192711826121066,0.3204978114514444,0.1482038204323954,0.12043655238170674,1.272220341418753e-07,0.00024945663318194926,0.0021648634694920723,9.115252881406567e-10,4.981237200864069e-12,7.544187119976245e-15,0.0026683874537386694,8.7868594997036e-10,1.1045221187832104e-10,0.003028662695307896,8.942718898827411e-10,4.443889582371328e-10,1.4727567546617162e-15,3.765699432821946e-10,2.6139232695253876e-12,1.2935145702977445e-10,1.0214827519859549e-09,7.58423173475263e-17,9.151024031773199e-16,3.5315228386634464e-05,1.572824597072584e-12,0.024105044153172397,0.007966266761816287,4.7591960162546725e-05,7.12122921042294e-06,0.0005071827087138351,0.015906758631842374,0.016889577929716015,2.5515812461889062e-05,1.1260216661651755e-05,4.60143558888944e-06,1.1977311320471834e-05,0.00017396027890078942,0.007160536857350467,0.008797777557886645,0.00029516999494726565,1.1118550253341566e-07,0.006072191904618684,1.935058620491514e-08,1.3777271878082153e-06,8.979925257735824e-12,2.371872686722316e-08,1.7374703782881823e-05,0.00012372671667702542,5.099318870209551e-07,1.0074937092413578e-12,9.095587572821123e-09,0.0002293662136533516,0.000492078642650703,3.5235444120924114e-07,2.870529290172191e-08,0.004667097125792065,1.199435458770958e-06,2.875094770586408e-11,5.754296275267197e-07,1.5133531418442942e-11,2.2202845769455775e-07,3.002891178616421e-10,8.004501355310022e-07,2.4784290755850485e-09,1.0389137387763701e-09,2.736979939904852e-06,0.0005017290128877853,1.6190686049445264e-11,1.0369666374266124e-12,1.83493022070011e-13,2.3700790264262375e-14,1.6663848481057765e-07,1.324074699403333e-10,8.886313667791192e-13,2.6384183718021605e-13,7.510231007395489e-10,0.0001029833239086193,5.82805739049909e-08,2.8181061220266563e-16,7.775240426324604e-08,3.64281807102916e-06,2.315047366207753e-12
0.0005512155427865541,0.6512779984686288,4.408300684146866e-05,2.3601970071246855e-05,6.337765510405858e-05,0.01787798515038154,0.0,0.0,0.0010460246711595281,0.00011985734119605966,0.03935249728449806,0.0033545580781283997,1.0383721979579047e-05,1.477744402020993e-15,1.4743807838033697e-11,9.21513910604454e-09,3.489194766599815e-05,0.003487557390303245,3.385007976729651e-07,3.567336215463406e-12,1.6662878491054896e-09,6.538141325690405e-14,6.649033586666809e-10,3.4147572892587777e-06,1.632777929756089e-08,4.667886803346598e-06,1.264077297633485e-11,2.2554557883135157e-07,9.475584538467956e-07,5.405960990823454e-10,1.3214146890191745e-08,3.675948037646782e-12,2.8938165552662244e-11,3.765352503118828e-08,3.76,0.0,0.18705175406963623,0.9339287857572526,0.04040961196740636,0.0007330728879676365,0.32234411091908266,0.14759244874568792,0.1215977280555218,1.2593567828691268e-07,0.0002490656118471491,0.0021914348056874112,9.227219990119082e-10,4.974349635169738e-12,7.497973754564816e-15,0.00269633701999495,9.01677291813973e-10,1.1323050025245694e-10,0.003062189957004285,9.167781578317743e-10,4.462306766053997e-10,1.5082558865351875e-15,3.8581131177426693e-10,2.6780696317378642e-12,1.325257670153497e-10,1.0465421189469388e-09,7.767040997512593e-17,9.371606456056694e-16,3.608635545533949e-05,1.5847982536902747e-12,0.024756152337832318,0.00811376605552451,4.7607873906855206e-05,7.125340048122686e-06,0.0005067701408415094,0.015950258025576095,0.01702673369961647,2.5701927610980263e-05,1.139084510944293e-05,4.649264236899925e-06,1.2220116194736566e-05,0.00017728139664225254,0.007278517376756359,0.008917049429438184,0.0002973691969933763,1.1087186731507662e-07,0.006183203928041912,1.984337768966927e-08,1.401211235157025e-06,9.132987186759789e-12,2.367905016532019e-08,1.771857487199807e-05,0.00012506901693159944,5.176745484021797e-07,1.0246659756126343e-12,9.254102647867287e-09,0.0002319297765827588,0.0005002954179789624,3.555768957246325e-07,2.8666778746777585e-08,0.00477118137275802,1.2302409616195884e-06,2.9004494343255655e-11,5.838643341887647e-07,1.5383582394834635e-11,2.2534616790126922e-07,3.071915491882389e-10,8.120298342605979e-07,2.5142710153977398e-09,1.0473526685513044e-09,2.7845805431112703e-06,0.0005174351583720595,1.664528059654741e-11,1.0528442972600354e-12,1.8798189458874176e-13,2.4280540917865944e-14,1.7089638448326026e-07,1.3593960675165004e-10,9.111063480910197e-13,2.7127638096224567e-13,7.724254172269883e-10,0.00010656889207599487,5.87946155504216e-08,2.927186729393395e-16,8.023022017651786e-08,3.787762080679892e-06,2.4029115502655104e-12
0.0005553175490847361,0.6515370900839295,4.452939033906998e-05,2.391503870488629e-05,6.413491644317862e-05,0.01808840165204104,0.0,0.0,0.0010527422506953368,0.00012156516584530569,0.04024632022315912,0.003436488775238276,1.0608904268020507e-05,1.5488787933457948e-15,1.5275609942905e-11,9.432244728162016e-09,3.533226560169024e-05,0.0035605014093134423,3.468671332125866e-07,3.618371538223494e-12,1.7647773637140856e-09,6.863145598409742e-14,6.807272495988736e-10,3.5188136016958056e-06,1.6633859808149102e-08,4.781011321863329e-06,1.3401348127935209e-11,2.3609651594550703e-07,9.780721227666856e-07,5.620674324787524e-10,1.3566785913832173e-08,3.8071254812737675e-12,3.037445717922585e-11,3.919911751171667e-08,3.76,0.0,0.18509711481245708,0.9325913555025668,0.041144089451159126,0.0007455647527807757,0.3239991947400929,0.14702259433594494,0.1226384408538973,1.2478224364356552e-07,0.0002487089354286607,0.002215356812015282,9.328023732471452e-10,4.967725249438304e-12,7.455364991102178e-15,0.002721387882576924,9.22674962844163e-10,1.1576344899422776e-10,0.003092046060831255,9.372973361751996e-10,4.4780164385779073e-10,1.540556134330973e-15,3.942270764967891e-10,2.736485211821443e-12,1.3541648633919155e-10,1.0693623443132926e-09,7.93337702184109e-17,9.572312007561464e-16,3.6784490129738166e-05,1.5954383621950268e-12,0.025352238926318875,0.008246801834666136,4.761761361767466e-05,7.128422588093602e-06,0.0005063602122021097,0.01598728950269786,0.01714846118761301,2.5865097686401327e-05,1.1507773389872214e-05,4.691761444973248e-06,1.2440781246897042e-05,0.00018029159556920765,0.007385311601453159,0.00902420214450674,0.00029931313612304236,1.1057956255476301e-07,0.006283418271292747,2.029259941736637e-08,1.4223992275385139e-06,9.271083967673098e-12,2.3640630412902195e-08,1.8030750378766077e-05,0.00012625983456054978,5.246065536511338e-07,1.0401592672327574e-12,9.397214758727776e-09,0.00023421007428019468,0.0005077304923640512,3.584162066918866e-07,2.862909668209706e-08,0.004865617423357894,1.2583573198947063e-06,2.9227116381687115e-11,5.914589553754174e-07,1.5609501053702405e-11,2.2832367236508722e-07,3.1346898460393014e-10,8.224606828389196e-07,2.5465567608432453e-09,1.054842374682683e-09,2.827529569770048e-06,0.0005318495094677249,1.7061184866176898e-11,1.067093217964223e-12,1.920681884184086e-13,2.4808295798491308e-14,1.7477817483732667e-07,1.3916016278442834e-10,9.31571946716188e-13,2.780770017100414e-13,7.919994758072692e-10,0.00010986991038120009,5.924596326078447e-08,3.0281707303921526e-16,8.25068980680493e-08,3.921953233444178e-06,2.484136909433676e-12
0.0005594195553829181,0.6517959842915212,4.497704935205214e-05,2.422924847170214e-05,6.489600818340846e-05,0.018299142791326082,0.0,0.0,0.0010594335705602358,0.00012328854424210645,0.041153013685592585,0.0035197569373916606,1.0837090834976036e-05,1.6229049659163411e-15,1.5822285221440435e-11,9.652393618659349e-09,3.577186652523752e-05,0.0036341519873658587,3.553771001344922e-07,3.669489147438166e-12,1.868562121584328e-09,7.201755228634181e-14,6.967654540086996e-10,3.6250027796481086e-06,1.694168156227824e-08,4.895699415661106e-06,1.4201311573533491e-11,2.4704565051007496e-07,1.009176027407346e-06,5.841654781617315e-10,1.3925756014702854e-08,3.941622413965294e-12,3.187213442385271e-11,4.079372367254995e-08,3.76,0.0,0.18315556614545958,0.9312370037991466,0.041886769515484645,0.0007581209324809134,0.325648129423627,0.1464344860654238,0.1236747684183212,1.236329305097281e-07,0.00024834774634658853,0.0022392847518946115,9.428852907942143e-10,4.960701992733955e-12,7.411816591194617e-15,0.0027463337528234287,9.439632551285753e-10,1.183271645984217e-10,0.003121589204803827,9.580660913265813e-10,4.492894676964241e-10,1.5731864286931317e-15,4.027357981323679e-10,2.795545941716985e-12,1.3833913070761991e-10,1.092434250076902e-09,8.101412680605378e-17,9.775068538930985e-16,3.748631162754648e-05,1.6059455555825712e-12,0.025957939116796194,0.008380065321806875,4.762299981695768e-05,7.1309196853356105e-06,0.000505914083770395,0.016022326963946752,0.01726854237939614,2.6024075815461622e-05,1.1624056899017649e-05,4.733717779307049e-06,1.2663435794548159e-05,0.00018332106189453742,0.007492670990015265,0.009131156055825587,0.0003012226486207982,1.1027788539936412e-07,0.006383891606418634,2.074718127036118e-08,1.4436282971534852e-06,9.40944832595673e-12,2.3599648631265607e-08,1.8345406726884656e-05,0.00012743370728745783,5.315006897476743e-07,1.0556825685489707e-12,9.540695992616157e-09,0.0002364637952335952,0.0005152019407734278,3.611962069812469e-07,2.858856301211432e-08,0.004960751869880851,1.2868405143585189e-06,2.9444329976180846e-11,5.990543386334941e-07,1.5836182075389105e-11,2.312917840168956e-07,3.1980717754406256e-10,8.328975829900767e-07,2.5788610188377925e-09,1.0622308333951109e-09,2.870568207960526e-06,0.0005465291577284152,1.7483493963568085e-11,1.0812972923598841e-12,1.9619735426038036e-13,2.5341586128393203e-14,1.787066205887973e-07,1.4241955470139177e-10,9.522582867738805e-13,2.8498159319911076e-13,8.118688494157361e-10,0.0001132417492088847,5.96863484468379e-08,3.131863530711337e-16,8.482811109774029e-08,4.059753447866556e-06,2.5674310069766593e-12
0.0005631113610512819,0.6520288265308327,4.538097826678095e-05,2.4512961660491485e-05,6.558416431167223e-05,0.018489072879159355,0.0,0.0,0.0010654312574269898,0.0001248525049944413,0.041980071579255894,0.0035958472199857532,1.1045008331166306e-05,1.6920745901421492e-15,1.6327207258293954e-11,9.853110982564374e-09,3.6166800986556656e-05,0.0037010279592617316,3.631596170580543e-07,3.715559172793992e-12,1.9667030092881327e-09,7.518501284189549e-14,7.113812794883354e-10,3.722405443215072e-06,1.7220116526129557e-08,5.000253004988845e-06,1.4956305662920342e-11,2.572488904788965e-07,1.0376721703882796e-06,6.045960126837217e-10,1.425423643119943e-08,4.065535567839002e-12,3.327420865151142e-11,4.227154869802216e-08,3.76,0.0,0.18141937584392848,0.9300036064035403,0.04256220914847023,0.000769474612666568,0.3271269836873534,0.14588985176864688,0.12460349866484875,1.2260212225252823e-07,0.00024801881437248034,0.002260823823318668,9.519616070507767e-10,4.954043543132523e-12,7.371838681758071e-15,0.0027686898573320512,9.633721810406269e-10,1.2066080246083797e-10,0.0031479014707137447,9.769712715368855e-10,4.5055656617590346e-10,1.6028338357325196e-15,4.1047280458054836e-10,2.849249969566093e-12,1.4099669607799055e-10,1.1134132691798532e-09,8.25408741592199e-17,9.95929028005807e-16,3.8120926955731426e-05,1.6152852974029005e-12,0.02651133101550512,0.00850016192295568,4.7624117600397516e-05,7.132666067977851e-06,0.0005054819364729874,0.016052166100231822,0.017375189337972118,2.616350508576685e-05,1.1728128326556736e-05,4.770999271171e-06,1.286549358561543e-05,0.00018606338322553655,0.007589765908661292,0.009227231233971301,0.0003029110343876873,1.0999847137900426e-07,0.006474516017809959,2.1160846749242835e-08,1.462762617796011e-06,9.534159641917418e-12,2.356058027710326e-08,1.8630661434767356e-05,0.0001284752321451766,5.376703339314702e-07,1.069674106048007e-12,9.670099021106129e-09,0.0002384685635419791,0.0005219561162272515,3.636462321894032e-07,2.8549651952160925e-08,0.005046952031608738,1.3127855650581746e-06,2.9635095633328296e-11,6.058888570588127e-07,1.6040794060515803e-11,2.339539209372323e-07,3.255626180539034e-10,8.422938818860314e-07,2.6079442228595454e-09,1.0687927393582679e-09,2.909368948581755e-06,0.0005599684887467917,1.7869038831737724e-11,1.0940377825619117e-12,1.9994941989803888e-13,2.582617184720832e-14,1.82281759365662e-07,1.4538569897788469e-10,9.71060677570482e-13,2.9128475836519323e-13,8.300034885826352e-10,0.00011633750953366218,6.00731146396194e-08,3.2275389888752203e-16,8.69555446786951e-08,4.18691088573855e-06,2.644191727162835e-12
0.0005668031667196457,0.6522615202658083,4.578583730000099e-05,2.479750271316755e-05,6.627523014147924e-05,0.01867923890519348,0.0,0.0,0.0010714038372677162,0.00012642833962399463,0.042817606798866883,0.003673030614089048,1.1255321905587145e-05,1.7637247935946912e-15,1.6844542874474892e-11,1.0056257108660019e-08,3.65609817111815e-05,0.0037684502769772146,3.7105982790346344e-07,3.761684383829147e-12,2.069525697872594e-09,7.846952884811066e-14,7.26167233241294e-10,3.821551344441573e-06,1.749978563635505e-08,5.106067956668686e-06,1.574574965283304e-11,2.677906480910631e-07,1.0666422738783287e-06,6.255459534330486e-10,1.4587830227277823e-08,4.192188154477946e-12,3.4729158126574755e-11,4.379050786683636e-08,3.76,0.0,0.1796938094388399,0.9287564822618084,0.04324431804402518,0.0007808768819598134,0.3286009875410999,0.14533093875063385,0.1255282753872073,1.2157474548964296e-07,0.0002476862217085082,0.0022823655762849496,9.61039087264605e-10,4.947068627145755e-12,7.331135320998e-15,0.0027909507897687967,9.83018335339997e-10,1.2301933766393776e-10,0.003173943530243005,9.960784316992273e-10,4.5175476122712644e-10,1.632744724428748e-15,4.182844991508833e-10,2.9034723504749084e-12,1.436799119613819e-10,1.1345944812309113e-09,8.408118997628028e-17,1.0145149352229947e-15,3.8758197385221405e-05,1.6245116435986066e-12,0.027072586487682865,0.008620376997249954,4.762169491817895e-05,7.1339374112413475e-06,0.0005050210671067271,0.016080409572108094,0.017480468634092416,2.629941575982725e-05,1.183161711261379e-05,4.807811506964941e-06,1.3069101321010743e-05,0.00018882003801269968,0.007687296506712709,0.009323120617277888,0.0003045701656488148,1.097116694062532e-07,0.006565307113475468,2.1578775663093435e-08,1.481917106672698e-06,9.659002281701415e-12,2.3519447503754287e-08,1.8917817618837938e-05,0.00012950215618400776,5.438042856547844e-07,1.0836803684255892e-12,9.799715017837525e-09,0.00024045021520035874,0.0005287374374696652,3.6604588523104896e-07,2.8508445027924416e-08,0.005133683939868821,1.3390210255084836e-06,2.982129200897701e-11,6.127202820654143e-07,1.6245924059960534e-11,2.3660632586886584e-07,3.3136559794653277e-10,8.516911812214195e-07,2.6370303432938955e-09,1.0752705326216907e-09,2.9482223104283533e-06,0.0005736241459759453,1.825975136995532e-11,1.1067329284761982e-12,2.0373461542097113e-13,2.6315035075953222e-14,1.8589401292773946e-07,1.4838231994014136e-10,9.900341563356283e-13,2.976723743888472e-13,8.483767021814273e-10,0.00011949165589648995,6.045061915159753e-08,3.325475218124828e-16,8.911953377168094e-08,4.317087655373314e-06,2.722678896827083e-12
0.0005704949723880096,0.6524940705758786,4.6191576558618826e-05,2.508282436688077e-05,6.6969109132689e-05,0.018869628054810916,0.0,0.0,0.0010773494652792477,0.00012801567572551955,0.04366564016390147,0.0037513113111675564,1.1468010930076073e-05,1.8379224721390843e-15,1.7374462561559778e-11,1.0261812197025651e-08,3.695432802031197e-05,0.003836405873625732,3.790783211067202e-07,3.807859378694659e-12,2.1772261595561115e-09,8.187442980838838e-14,7.411214502597578e-10,3.922446751980175e-06,1.7780602656168083e-08,5.213141290509338e-06,1.6570892290889994e-11,2.78678540152765e-07,1.0960838602188806e-06,6.470204570671261e-10,1.492652416604302e-08,4.3216027776717494e-12,3.623850874608412e-11,4.535127074106196e-08,3.76,0.0,0.17797887655206138,0.9274956273349398,0.04393310582118621,0.0007923260484076252,0.33007020130042336,0.14475799243453885,0.12644890741380424,1.2055084509805267e-07,0.00024734996727785954,0.002303909020960894,9.701173139890084e-10,4.9397804819602455e-12,7.289723676755927e-15,0.00281311167799095,1.002902578161868e-09,1.2540275637401394e-10,0.003199707500489226,1.0153874672482973e-09,4.528833664532779e-10,1.6629172061147892e-15,4.2617058146553273e-10,2.9582109969782466e-12,1.4638867504450432e-10,1.1559770609708601e-09,8.563497699683995e-17,1.0332634018488862e-15,3.9397961776396537e-05,1.6336219077325703e-12,0.027641739124827643,0.008740678778491924,4.76157267424587e-05,7.134733619919064e-06,0.0005045317668976793,0.016107067038101285,0.017584364584239794,2.643175206572259e-05,1.1934494478863987e-05,4.8441398786388195e-06,1.3274227440999404e-05,0.00019159039216443724,0.007785251987805095,0.009418812655466341,0.00030619940973730165,1.094175793355165e-07,0.006656244178197336,2.2000927200382217e-08,1.5010853547684526e-06,9.783934469502696e-12,2.347625741102672e-08,1.9206820971153772e-05,0.00013051407234660384,5.499001716385505e-07,1.0976966685295767e-12,9.929501813683075e-09,0.0002424080081283701,0.0005355447644580738,3.6839409701334333e-07,2.8464951077255918e-08,0.005220930805222834,1.3655433236020234e-06,3.000283331803529e-11,6.195468210510982e-07,1.6451523345486668e-11,2.3924797792461777e-07,3.3721527576174204e-10,8.610876079683704e-07,2.6661135812999712e-09,1.0816632480138895e-09,2.9871186567636126e-06,0.0005874966805391035,1.8655618172036478e-11,1.11937843325376e-12,2.0755212747103843e-13,2.6808070665082295e-14,1.8954303686513837e-07,1.5140891080949575e-10,1.0091747714384193e-12,3.041445174322103e-13,8.669880656006738e-10,0.00012270465770738997,6.081868803035024e-08,3.425703037231702e-16,9.132029201630561e-08,4.450329352259766e-06,2.8029165694132787e-12
0.0005741867780563734,0.6527264823334389,4.6598145050918146e-05,2.5368878495894094e-05,6.766570193370278e-05,0.01906022750248385,0.0,0.0,0.0010832662836262551,0.00012961412210401433,0.044524189923632114,0.003830693215861037,1.1683052886563928e-05,1.914734741979465e-15,1.7917131428306847e-11,1.0469754370572151e-08,3.734676006301298e-05,0.0039048811951718815,3.872156554171395e-07,3.854078787577763e-12,2.290006919492481e-09,8.540309643938358e-14,7.562419646726553e-10,4.025097192279355e-06,1.8062479608006493e-08,5.321469679571632e-06,1.7433011071858192e-11,2.899202061041069e-07,1.12599411775285e-06,6.690244186619831e-10,1.5270301578604127e-08,4.453800862541323e-12,3.78038047788999e-11,4.695449984154594e-08,3.76,0.0,0.17627458672533272,0.9262210412531747,0.04462858056994653,0.0008038204012032053,0.3315346843285238,0.14417126152119675,0.127365203111659,1.195304664343445e-07,0.0002470100509822513,0.0023254531766202504,9.791958736693615e-10,4.932182409305751e-12,7.247621084851575e-15,0.002835167606022918,1.0230257654355234e-09,1.278110429676058e-10,0.003225185527153932,1.0348982593344068e-09,4.539417310229621e-10,1.6933493511325638e-15,4.341307424587923e-10,3.0134637612922966e-12,1.4912287902910708e-10,1.1775601594876219e-09,8.72021358495831e-17,1.052173228698399e-15,4.004005639427527e-05,1.6426134257766224e-12,0.02821882074554924,0.008861035191306477,4.7606209221453365e-05,7.135054529207146e-06,0.0005040143231806457,0.016132148419210693,0.017686861828289237,2.656045980438779e-05,1.2036731898645139e-05,4.879969897189985e-06,1.3480839046698778e-05,0.00019437379261185147,0.007883621352872709,0.009514295916536393,0.00030779814336205836,1.0911630013862688e-07,0.006747306322026381,2.2427258522034647e-08,1.5202608385460147e-06,9.90891368542264e-12,2.3431016939187834e-08,1.9497615417778515e-05,0.00013151057826124964,5.559556197064398e-07,1.1117182358866777e-12,1.0059416438305619e-08,0.000244341207675264,0.0005423769283556664,3.7068982241700335e-07,2.8419177930443592e-08,0.005308675396868189,1.3923486379829463e-06,3.0179635773453534e-11,6.26366656111867e-07,1.6657542098273377e-11,2.418778486998609e-07,3.43110779132777e-10,8.704812747616205e-07,2.6951880937634113e-09,1.0879699402408132e-09,3.026048242837043e-06,0.0006015865584598188,1.905662333999225e-11,1.1319699901346757e-12,2.1140110581628702e-13,2.7305168807917836e-14,1.9322846923476216e-07,1.5446494281521154e-10,1.0284784428660652e-12,3.1070124262923695e-13,8.858370709908936e-10,0.00012597697474699102,6.117715140647764e-08,3.528252929782368e-16,9.355802376023625e-08,4.586681629283616e-06,2.8849287872007783e-12
0.0005778785837247373,0.6529587601965419,4.7005491531522944e-05,2.565561639566955e-05,6.836490561866957e-05,0.01925102442093232,0.0,0.0,0.0010891524185466992,0.00013122326890892518,0.0453932717020058,0.0039111799385973785,1.1900423615727465e-05,1.994229130937881e-15,1.8472713346966098e-11,1.0680060748269726e-08,3.773819893231774e-05,0.003973862207267563,3.954723633017792e-07,3.900337287658824e-12,2.408077180708008e-09,8.905896132438335e-14,7.715267451938212e-10,4.129507431754698e-06,1.8345326146105647e-08,5.431049441120261e-06,1.8333413204259026e-11,3.015233013663281e-07,1.1563699013026803e-06,6.915624740207453e-10,1.5619142233962737e-08,4.588802728790623e-12,3.9426608236630246e-11,4.860084996024049e-08,3.76,0.0,0.17458094937743834,0.9249327273762169,0.04533074881595388,0.0008153582115227237,0.33299449501582257,0.14357099787764926,0.12827697052142506,1.1851365529388615e-07,0.0002466664737179861,0.0023469970708879296,9.882743562766706e-10,4.9242777746764795e-12,7.20484504050054e-15,0.0028571136166512454,1.0433887478044948e-09,1.3024417997031876e-10,0.003250369790507082,1.0546106742029848e-09,4.5492924078061156e-10,1.7240391886756949e-15,4.4216466427371676e-10,3.0692284345839587e-12,1.5188241459572558e-10,1.1993429039175785e-09,8.878256504418651e-17,1.0712431909996213e-15,4.068431500231481e-05,1.6514835585510797e-12,0.028803861348998094,0.00898141387083798,4.759313913307592e-05,7.134899933384284e-06,0.0005034690333198961,0.016155663899794077,0.017787945342554744,2.668548691563403e-05,1.2138301249116172e-05,4.915287210173579e-06,1.3688902472717647e-05,0.00019716956619616674,0.007982393405901357,0.009609559091025718,0.000309365755699056,1.0880793216440595e-07,0.006838472492670505,2.2857726087299766e-08,1.5394369172390029e-06,1.0033896647551069e-11,2.3383733227343624e-08,1.979014347502299e-05,0.00013249127820269443,5.619682881319286e-07,1.125740214671122e-12,1.0189415139583927e-08,0.0002462490875509613,0.0005492327377983593,3.7293204191435527e-07,2.837113384186936e-08,0.0053969000407756845,1.4194328984433068e-06,3.0351618127112845e-11,6.331779537868537e-07,1.6863929458149764e-11,2.444948960766106e-07,3.4905120505281273e-10,8.798702810140224e-07,2.7242479968467207e-09,1.094189684701162e-09,3.065001226783235e-06,0.000615894158737654,1.9462748457240986e-11,1.1445032877298745e-12,2.1528068066415896e-13,2.780621727029013e-14,1.9694992311057423e-07,1.5754986705334885e-10,1.0479409427056584e-12,3.173425861979224e-13,9.049231270804826e-10,0.00012930905686947292,6.152584458914501e-08,3.6331553912206237e-16,9.583292211899794e-08,4.726190179161564e-06,2.968739571866937e-12
