Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641)
1.0307078223094203e-09,0.9248060571705117,6.14461730549266e-09,1.1233337792912005e-11,7.96621650347663e-12,1.494862602045691e-10,0.0,0.0,6.299994622864087e-08,1.342128851404451e-12,2.7019945136226943e-14,1.1091118288345213e-14,3.278665379994511e-15,1.3109762405870286e-24,5.744365025747807e-16,1.1732216032634879e-11,1.4739214923578407e-11,3.213811078044387e-11,4.674649087324263e-22,2.6851197807261e-18,3.2658351946165723e-25,2.035156188335659e-24,3.5284413868496427e-10,3.756372079052121e-26,2.859214506676328e-17,1.4187753817368384e-25,5.700185423310158e-29,2.289604314507613e-23,3.614524473236003e-26,4.6412230376303024e-26,7.549482180901945e-19,5.673031505380702e-30,2.2256871700225973e-31,7.749480375347822e-31,3.76,0.0,0.8702797985868806,0.997082677777196,2.2719080265507557e-14,1.1993020401961471e-14,0.0009426760386398717,0.0006443017638010576,0.00015879429857085456,0.00013940432279029372,0.0029172591055041316,5.848423515932839e-08,4.935991620189057e-14,5.547608843546158e-08,6.531491156749811e-17,1.3887478541109211e-10,1.1741454852856254e-23,1.1090215644913982e-21,1.9708439481046242e-12,2.114357583558985e-23,1.5680351557003867e-13,2.3626514864182193e-30,1.2657863932513738e-21,7.924950681258129e-25,1.6363582479044825e-23,7.836295539301642e-22,1.5544660114250604e-31,1.1817872879335459e-30,2.384471696319687e-21,1.2354699932824212e-13,3.2531872602076176e-11,4.916686217037567e-15,4.919049231131242e-08,1.2363015477046494e-08,2.2979833224670346e-09,1.7058571934800458e-12,2.9101062970315388e-09,2.1715925865435833e-09,5.07129702783744e-09,1.0435228048853342e-10,8.162632673018557e-10,7.759474747332646e-13,9.199578318160612e-10,3.328541405477915e-15,3.3544341991627297e-07,5.290513911774445e-15,6.499339833829134e-11,4.674366335845645e-18,1.8686283364075408e-17,1.4851451648742724e-21,2.5697023647791364e-13,7.405060005238857e-11,3.6417527820194676e-14,5.367779379499969e-09,5.432824026926274e-22,1.2596473191787501e-17,3.360709729246379e-13,3.3469369847355077e-07,3.994406047920087e-18,3.749616939997095e-13,1.4461629582822612e-10,6.935735170677361e-13,1.1372847600817927e-21,1.8519249914667488e-12,9.579529336174084e-16,3.437703107804778e-17,9.053691389000374e-19,2.124756372341361e-16,4.561855391387725e-16,1.003173783365268e-10,1.1570016264532825e-16,5.264197284775522e-17,9.581569805728305e-21,3.3503080852414674e-23,1.001691500900406e-21
1.0624972828065426e-09,0.9248108306577336,6.51536922510774e-09,1.202766980787925e-11,8.622308071534508e-12,1.565237354052572e-10,0.0,0.0,6.49397959610812e-08,1.426074205079004e-12,2.981746735368371e-14,1.2281671702245628e-14,3.6785879897983514e-15,1.4318603793091511e-24,6.052376430860838e-16,1.2610774040922951e-11,1.5837964003793755e-11,3.434718714015495e-11,5.547090271073642e-22,3.0100716274986607e-18,3.887974574218428e-25,2.4224058994462274e-24,3.6805823180266643e-10,4.4923288195868894e-26,3.1565470796331254e-17,1.7333240524942719e-25,6.651603976399937e-29,2.6535009461478686e-23,4.2913475037215726e-26,5.508458814934666e-26,8.361833841116275e-19,7.026689696709774e-30,2.7566696612722473e-31,9.627123512991498e-31,3.76,0.0,0.8702507295439235,0.9970626256165898,2.529621383266658e-14,1.3256908975992982e-14,0.0009717361641002149,0.0006658533884234081,0.00016395509233724465,0.00014174250766660717,0.0029373093182698297,6.227583149714194e-08,5.4148381589675555e-14,5.72175895900726e-08,6.849757570148902e-17,1.4819805072270185e-10,1.39121159752852e-23,1.294667567780855e-21,2.1058558568916255e-12,2.5062870738240042e-23,1.66329027830596e-13,2.855835491990824e-30,1.4817031722343908e-21,9.349513289025644e-25,1.9358266265958107e-23,9.124008971086494e-22,1.8784046800164786e-31,1.4283048659048074e-30,2.705535934747945e-21,1.3040805617212076e-13,3.477624453149611e-11,5.365104323419452e-15,5.074375862824379e-08,1.2676713406331961e-08,2.438031365799676e-09,1.8662497164847454e-12,3.0878905148778983e-09,2.3002984139751837e-09,5.2222902844321245e-09,1.0989274165644408e-10,8.593759120680271e-10,8.437997783324327e-13,9.752395782814192e-10,3.5261177645148034e-15,3.458048503379029e-07,5.756183988440008e-15,6.90621386855364e-11,5.279546449004261e-18,2.0908787910170773e-17,1.6550774269150064e-21,2.7087274782249304e-13,7.863262740395742e-11,3.990647876593103e-14,5.523045901687736e-09,6.024075789765679e-22,1.4006418418830515e-17,3.632443488962415e-13,3.4500854955024533e-07,4.429139478229796e-18,3.936428356221526e-13,1.4907300098458653e-10,7.426387227440708e-13,1.2691727304971789e-21,1.954600742120125e-12,1.0111146145510247e-15,3.7617281867476323e-17,1.017179288967987e-18,2.363846477600687e-16,4.94015011729618e-16,1.0310265960940465e-10,1.2725591762802728e-16,5.775443746535631e-17,1.0566387193199271e-20,3.760162912485604e-23,1.1079964803505077e-21
1.094286743303665e-09,0.9248156040080046,6.896379391681926e-09,1.2858415163948531e-11,9.31212794379477e-12,1.6377637669192428e-10,0.0,0.0,6.68795236348842e-08,1.5125595777545029e-12,3.281043169132694e-14,1.3559989831460307e-14,4.112726574035549e-15,1.559885899583415e-24,6.365781549954954e-16,1.352646558459863e-11,1.6986272522086974e-11,3.6633464142764404e-11,6.550503983459774e-22,3.3638923940780413e-18,4.605299289255237e-25,2.8688065457868704e-24,3.834262274010025e-10,5.346224806645577e-26,3.475222399406122e-17,2.105584212576075e-25,7.726759976749194e-29,3.0628229183994124e-23,5.0713007195649396e-26,6.507456032098509e-26,9.235308698502379e-19,8.648674690373083e-30,3.3933452775964206e-31,1.1884431006360579e-30,3.76,0.0,0.8702216614625637,0.9970440327665008,2.8081307043548426e-14,1.4613649862913364e-14,0.0010007954444472705,0.0006874707805016903,0.00016912622743185869,0.00014400352042974799,0.002955900220355785,6.619226428604003e-08,5.924059028589873e-14,5.892202359937663e-08,7.171291163229789e-17,1.5784175950459714e-10,1.640573019471991e-23,1.5045631007774746e-21,2.2456337253437906e-12,2.956707809822867e-23,1.760800246604435e-13,3.4329161637011524e-30,1.726573288613076e-21,1.097803028464931e-24,2.2790971175444343e-23,1.0575417556235219e-21,2.2573340845372214e-31,1.7167218263103972e-30,3.0581715767823507e-21,1.3733691481427554e-13,3.709973317490766e-11,5.8398730093722105e-15,5.22994638154783e-08,1.2987037095892245e-08,2.5820056277355865e-09,2.036254742389663e-12,3.2707115136669062e-09,2.432605829029798e-09,5.3732857388632865e-09,1.1552616309290204e-10,9.031918208006276e-10,9.151549533870373e-13,1.0320274355524967e-09,3.728796607898095e-15,3.561671962553998e-07,6.246187154995647e-15,7.325426595007077e-11,5.942069160856757e-18,2.3312620622121554e-17,1.8379726855364885e-21,2.8503089429626566e-13,8.334762947991725e-11,4.3604003154779556e-14,5.6777239289921595e-09,6.65669406831215e-22,1.5519797187831574e-17,3.9169321525577145e-13,3.5532292884424596e-07,4.8955559926171204e-18,4.1253176539400706e-13,1.5352949206352205e-10,7.934699482446188e-13,1.4112097869869467e-21,2.0593338506556045e-12,1.0653427416248182e-15,4.104898615114664e-17,1.1387111213407361e-18,2.621302064740179e-16,5.335949757626152e-16,1.0587075236582618e-10,1.3955738437942797e-16,6.319194930197769e-17,1.161986598092875e-20,4.204746738866618e-23,1.222047031522497e-21
1.1260762038007873e-09,0.9248203772213863,7.287615923511388e-09,1.3726322123717792e-11,1.0036442526992873e-11,1.7125004254799378e-10,0.0,0.0,6.881913200801151e-08,1.6015844925108203e-12,3.6006237769133487e-14,1.4929724236480297e-14,4.582805482584535e-15,1.6952640749687635e-24,6.684423381101074e-16,1.447964650342025e-11,1.8185099866299078e-11,3.899700775834187e-11,7.700073952685981e-22,3.748282694546895e-18,5.428979186323229e-25,3.38128180502966e-24,3.989414725171542e-10,6.333050075158808e-26,3.816143881567178e-17,2.544078694290642e-25,8.937454302232206e-29,3.5217994550666426e-23,5.966782583678832e-26,7.653989129514265e-26,1.0172737249238841e-18,1.0581974747302567e-29,4.152829498538086e-31,1.4583894882290607e-30,3.76,0.0,0.8701925943427397,0.9970267930142419,3.108479698844258e-14,1.6067374195006975e-14,0.001029853880081796,0.0007091517432186281,0.0001743073602993586,0.00014618990151405063,0.0029731380244450447,7.023390444898256e-08,6.464621891228375e-14,6.058901604270651e-08,7.4959053181128e-17,1.6780665631976109e-10,1.9259458793433494e-23,1.7410379158773268e-21,2.390188754695117e-12,3.4723742694560375e-23,1.8605105214997888e-13,4.105116291232484e-30,2.0032900124800173e-21,1.2832689582841368e-24,2.6710618165839573e-23,1.2205569879442529e-21,2.6985904017901367e-31,2.0526367347489824e-30,3.444386241332072e-21,1.4432660272387007e-13,3.9502441352145424e-11,6.34172757080844e-15,5.3857620804200605e-08,1.3294037218711246e-08,2.7298897196317028e-09,2.216136780576806e-12,3.4585527209985413e-09,2.5685029366987853e-09,5.5243008268994556e-09,1.2124962877459153e-10,9.476875223829425e-10,9.900673331194911e-13,1.0903151981927517e-09,3.936535261254678e-15,3.6653045680621104e-07,6.760917076251594e-15,7.756976872486324e-11,6.6654974117704554e-18,2.5905898884575418e-17,2.034323505691639e-21,2.9943810338824145e-13,8.819513843239587e-11,4.751496569065271e-14,5.831815749862449e-09,7.331933329969411e-22,1.714015012693831e-17,4.2143411961344237e-13,3.656368363911546e-07,5.394830760348824e-18,4.3161501637811527e-13,1.5798576917361073e-10,8.460676802440563e-13,1.5637718920789944e-21,2.1660774093384496e-12,1.1206130243185984e-15,4.467686398377982e-17,1.2704665733802226e-18,2.8978930228653483e-16,5.749403152456546e-16,1.0862176265787894e-10,1.5262697731306186e-16,6.8964944725178e-17,1.2744662344264158e-20,4.685704925837402e-23,1.3441616307739442e-21
1.1578656642979096e-09,0.9248251502979377,7.689048559191416e-09,1.4632132631662844e-11,1.0796015702685858e-11,1.7895057326691467e-10,0.0,0.0,7.075862363941932e-08,1.6931484762097006e-12,3.9412332118191725e-14,1.6394560659070434e-14,5.090574665329519e-15,1.8382083244561393e-24,7.008149880855678e-16,1.547065651544827e-11,1.9435403773457757e-11,4.1437872531986316e-11,9.012257234081805e-22,4.164995669859839e-18,6.371111077295678e-25,3.96732734327598e-24,4.145975353354568e-10,7.469238496999998e-26,4.1802293871555616e-17,3.0583029010375895e-25,1.029622569825226e-28,4.0349287565863995e-23,6.991316063118223e-26,8.965253998521381e-26,1.1177017049149192e-18,1.287491908245628e-29,5.054410611188529e-31,1.7796082115898633e-30,3.76,0.0,0.8701635281843899,0.9970108078776327,3.431734873990869e-14,1.762229193770027e-14,0.0010589114713922003,0.0007308941520569674,0.00017949815859102513,0.00014830410772193514,0.002989121212714152,7.440111054948905e-08,7.037496184828344e-14,6.221833030866521e-08,7.823424393380678e-17,1.7809344045914748e-10,2.2513566820810698e-23,2.0065696812685593e-21,2.5395313596691183e-12,4.060607424238901e-23,1.9623673046499963e-13,4.884774302231492e-30,2.314942974414847e-21,1.4937371872277646e-24,3.116998931124641e-23,1.4030391701248116e-21,3.2102363986943594e-31,2.442203849142014e-30,3.8662471285360186e-21,1.5137065053710074e-13,4.198445957115975e-11,6.8714011926915675e-15,5.541824164027896e-08,1.3597763697701736e-08,2.8816674773591485e-09,2.4061592013629964e-12,3.6513979086745126e-09,2.707977536641784e-09,5.675352091991982e-09,1.270603183394144e-10,9.928403144077553e-10,1.0685893453740736e-12,1.1500969128923837e-09,4.149291821720415e-15,3.7689463117598385e-07,7.3007538536967e-15,8.200863561374873e-11,7.453506065760688e-18,2.869677845976719e-17,2.2446191662500994e-21,3.140880044296635e-13,9.317468069675327e-11,5.1644116745307534e-14,5.985323644089848e-09,8.051023234752939e-22,1.8870969539091487e-17,4.5248304614856023e-13,3.7595027222612604e-07,5.9281347348290974e-18,4.508796091127642e-13,1.6244183242194006e-10,9.004321068227822e-13,1.7272303415601196e-21,2.274785577778385e-12,1.1769017651374386e-15,4.850557448030937e-17,1.4129555270533038e-18,3.194393354327545e-16,6.180649988456188e-16,1.1135579588430272e-10,1.6648698318341256e-16,7.508388615546962e-17,1.3943455963440893e-20,5.2046938923860827e-23,1.4746617047979693e-21
1.189655124795032e-09,0.924829923237716,8.100648597597262e-09,1.5576582633502816e-11,1.1591608952412411e-11,1.8688379186439524e-10,0.0,0.0,7.269800090356552e-08,1.7872510592304322e-12,4.3036206062097515e-14,1.795821746920209e-14,5.637808757108481e-15,1.9889343305302584e-24,7.336813813978879e-16,1.649981975354802e-11,2.0738140166298917e-11,4.395610306283352e-11,1.050485262790597e-21,4.615837172102287e-18,7.444763998028942e-25,4.635038439680273e-24,4.303881980533725e-10,8.772765663456751e-26,4.568411103865262e-17,3.6588051277665623e-25,1.1816373585652109e-28,4.6069877134527395e-23,8.159620218464731e-26,1.0459957461855184e-25,1.2251114080593197e-18,1.558165800638359e-29,6.119753479077981e-31,2.1600407890366484e-30,3.76,0.0,0.870134462987454,0.9969959860423008,3.7789854447250556e-14,1.928269173552677e-14,0.0010879682187549537,0.0007526959524207607,0.00018469830080396552,0.0001503485149774012,0.0030039410995319656,7.869422919829495e-08,7.6436530233963e-14,6.380985318228916e-08,8.153683141608245e-17,1.8870276979954293e-10,2.6211590346442957e-23,2.3037887824279875e-21,2.6936712446197124e-12,4.729325412136408e-23,2.0663176081983796e-13,5.785418591186477e-30,2.664825550183363e-21,1.7317727046153195e-24,3.6225910875871244e-23,1.6066708003224004e-21,3.801109574990913e-31,2.8921700577585478e-30,4.325880693167508e-21,1.584630713689479e-13,4.4545867527712754e-11,7.429624899316849e-15,5.6981337522266345e-08,1.3898265719963893e-08,3.037322958690511e-09,2.6065842513132353e-12,3.849231186285914e-09,2.8510171374248255e-09,5.82645522234186e-09,1.329555040046406e-10,1.0386282383237871e-09,1.150771575032618e-12,1.2113668705500985e-09,4.367025147179168e-15,3.8725971859742814e-07,7.866064407098422e-15,8.657085523095329e-11,8.309882167380393e-18,3.169344706654544e-17,2.4693453189803414e-21,3.289744221106469e-13,9.828577726023062e-11,5.599609402637788e-14,6.138249882834836e-09,8.815168446041681e-22,2.0715697579039427e-17,4.848554371297595e-13,3.8626323638388587e-07,6.496633914831063e-18,4.703130363506469e-13,1.6689768191420393e-10,9.56563161474607e-13,1.901951490071535e-21,2.3854135581060526e-12,1.234185655694092e-15,5.253971723768038e-17,1.5666955321336885e-18,3.511580803511495e-16,6.629821387876664e-16,1.1407295679457028e-10,1.8115956443964538e-16,8.155926124490068e-17,1.5218949260843584e-20,5.76337987108433e-23,1.6138714974929648e-21
1.2214445852921543e-09,0.924834696040778,8.522388839978703e-09,1.656040237562613e-11,1.2423981477826514e-11,1.9505550495673724e-10,0.0,0.0,7.46372660038597e-08,1.8838917752244703e-12,4.6885393694914027e-14,1.962444416318326e-14,6.226306193017779e-15,2.1476601519326472e-24,7.670272607181445e-16,1.7567445284629943e-11,2.2094262997027714e-11,4.6551735327071935e-11,1.2197070833135756e-21,5.1026659374583e-18,8.664024981362968e-25,5.393137897557314e-24,4.4630744997007007e-10,1.0263250817503398e-25,4.9816354246244346e-17,4.357271132096731e-25,1.3511980824050886e-28,5.2430417159938344e-23,9.487684562299307e-26,1.2158410131217012e-25,1.339806414094179e-18,1.8762670151156263e-29,7.37311593580417e-31,2.6085958191334893e-30,3.76,0.0,0.870105398751873,0.9969822428399577,4.1513432473776246e-14,2.105294074489929e-14,0.0011170241225349773,0.0007745551573348615,0.0001899074759315594,0.0001523254209888335,0.0030176823531836727,8.311359544663362e-08,8.284065100618793e-14,6.536358168455353e-08,8.486526148146451e-17,1.9963526430792623e-10,3.040050800155211e-23,2.635483131252676e-21,2.8526174723533195e-12,5.487075000555567e-23,2.1723093133958525e-13,6.821844422416932e-30,3.056442305644513e-21,2.000125169013381e-24,4.1939439237652507e-23,1.8332264738727865e-21,4.480871956137235e-31,3.409913090977068e-30,4.825472326434708e-21,1.6559833900113328e-13,4.718673544817429e-11,8.017127508116372e-15,5.854691883766507e-08,1.4195591750580029e-08,3.196840440721961e-09,2.8176730683751357e-12,4.05203699496262e-09,2.9976089702730748e-09,5.977625086538793e-09,1.3893254758176205e-10,1.0850300553648519e-09,1.2366628244012827e-12,1.2741195986027284e-09,4.589694845711596e-15,3.9762571834921355e-07,8.457202846234743e-15,9.125641620064008e-11,9.23852519099451e-18,3.4904118249746854e-17,2.7089836770058523e-21,3.440913702170017e-13,1.0352794392229942e-10,6.0575424383427e-14,6.290596728654396e-09,9.625548522797198e-22,2.2677724682516337e-17,5.18566213446322e-13,3.9657572889874726e-07,7.101488655851107e-18,4.899032482679608e-13,1.7135331775479523e-10,1.0144605622725393e-12,2.0882965123906087e-21,2.497917570784601e-12,1.2924420041146158e-15,5.678383374212098e-17,1.7322115385218688e-18,3.8502365102173588e-16,7.097040464379394e-16,1.167733494929399e-10,1.9666676288056658e-16,8.840158209265796e-17,1.6573866662037964e-20,6.363437751197573e-23,1.762117941077019e-21
1.2532340457892767e-09,0.9248394687071775,8.954243534095869e-09,1.7584316686020392e-11,1.3293890316644475e-11,2.034715036064593e-10,0.0,0.0,7.657642098513232e-08,1.9830701608876445e-12,5.096746995006698e-14,2.1397019911397843e-14,6.857888353071455e-15,2.3146063313965067e-24,8.008388206840867e-16,1.867382761216381e-11,2.350472409805828e-11,4.922479785934804e-11,1.4109606335250836e-21,5.6273937483852404e-18,1.0044045304398513e-24,6.251004216508148e-24,4.623494807912902e-10,1.1962062903328098e-25,5.420862823731592e-17,5.166613062312313e-25,1.5397936425435937e-28,5.948454558150899e-23,1.099284622518639e-25,1.4082622683640428e-25,1.4620974249744553e-18,2.2485297363669763e-29,8.841578186713087e-31,3.1352363331914587e-30,3.76,0.0,0.870076335477588,0.9969694997646864,4.549942657531111e-14,2.2937484454276656e-14,0.001146079183086026,0.0007964698452200864,0.0001951253831248264,0.00015423704782408608,0.0030304234795834025,8.765953316658073e-08,8.959706596702703e-14,6.687961106246925e-08,8.821807291593498e-17,2.108915092229939e-10,3.513091679354713e-23,3.0046029818442283e-21,3.0163785262772114e-12,6.343063836579739e-23,2.2802912192444336e-13,8.010193408624933e-30,3.493516499653666e-21,2.3017367594172503e-24,4.8376049576025157e-23,2.0845750287589568e-21,5.260061536799564e-31,4.003481007331564e-30,5.367266046924687e-21,1.727713653473211e-13,4.990712529046847e-11,8.634635586802854e-15,6.011499519754502e-08,1.4489789545970321e-08,3.360204417328676e-09,3.03968569683673e-12,4.25980010127829e-09,3.1477400023538216e-09,6.128875767824843e-09,1.4498889758525906e-10,1.1320252232388973e-09,1.3263101716346855e-12,1.3383498535951989e-09,4.817261265246989e-15,4.0799262975489964e-07,9.074510833020521e-15,9.606530715647603e-11,1.0243447283107587e-17,3.8337025529351315e-17,2.9640117309475427e-21,3.59433045578904e-13,1.0890069154694432e-10,6.538652572959769e-14,6.4423664355294075e-09,1.0483317884477275e-21,2.476038822835924e-17,5.536297942069479e-13,4.068877498046278e-07,7.743853028925415e-18,5.096386381277682e-13,1.7580874004689456e-10,1.0741238466509188e-12,2.2866211979386375e-21,2.6122548310378686e-12,1.3516487284549033e-15,6.12424087558349e-17,1.910035637503371e-18,4.211144686243222e-16,7.582422847457151e-16,1.1945707744248187e-10,2.1303050354592305e-16,9.562138449618079e-17,1.801095388027413e-20,7.006550005097636e-23,1.919730531328563e-21
1.285023506286399e-09,0.9248442412369676,9.396188320325352e-09,1.86490452380562e-11,1.4202090454631198e-11,2.1213756413637338e-10,0.0,0.0,7.851546774519527e-08,2.084785755748678e-12,5.5290048754857644e-14,2.32797521540912e-14,7.534398735234547e-15,2.4899959986128378e-24,8.351026940622602e-16,1.9819247162494404e-11,2.4970473039476707e-11,5.197531280589185e-11,1.626471102614761e-21,6.191985585479746e-18,1.1601087170817324e-24,7.218700000627117e-24,4.785086741442221e-10,1.3892430799735057e-25,5.887067730708236e-17,6.1010628479914365e-25,1.7489958213215285e-28,6.72889843292144e-23,1.2693869966226295e-25,1.6256405596467225e-25,1.5923024071964825e-18,2.682430782809936e-29,1.0555285598596534e-30,3.751072399600999e-30,3.76,0.0,0.8700472731645419,0.9969576840244476,4.9759405118475095e-14,2.4940846492297185e-14,0.0011751334007510548,0.0008184381577415334,0.00020035173136440053,0.00015608554440075658,0.0030422372707674286,9.233235541888786e-08,9.671553088330403e-14,6.835812383454092e-08,9.159389226206463e-17,2.2247205794238622e-10,4.0457212177066e-23,3.4142657520103905e-21,3.184962366474006e-12,7.307193481256853e-23,2.390213082208181e-13,9.368035565042254e-30,3.9799976427867536e-21,2.6397501254966848e-24,5.560582723913878e-23,2.362681661356896e-21,6.150145374464899e-31,4.681632953694911e-30,5.953564201307272e-21,1.7997747754409352e-13,5.2707091816563044e-11,9.282873413675934e-15,6.168557546960254e-08,1.4780906166833093e-08,3.527399596652136e-09,3.2728811021099523e-12,4.472505591305106e-09,3.3013969496050664e-09,6.280220597033894e-09,1.511220864325153e-10,1.17959387355437e-09,1.4197590272622086e-12,1.4040526139834687e-09,5.0496854834116335e-15,4.1836045218189857e-07,9.718317934285031e-15,1.009975167412177e-10,1.1328773498389595e-17,4.200041681907759e-17,3.2349024910401467e-21,3.749938222233548e-13,1.1440352630710994e-10,7.043370905835591e-14,6.593561248892103e-09,1.1389605840520247e-21,2.6966971415350636e-17,5.900601154592724e-13,4.171992991350644e-07,8.424874224358688e-18,5.295080283822141e-13,1.802639488925543e-10,1.13555240222788e-12,2.4972757761346037e-21,2.728383525874418e-12,1.4117840658707954e-15,6.591987167805649e-17,2.100706811758574e-18,4.5950923138307875e-16,8.086077177140224e-16,1.2212424346907765e-10,2.3027259878619616e-16,1.0322922723631923e-16,1.953297722412864e-20,7.694405694178378e-23,2.087041206835494e-21
1.3168129667835213e-09,0.9248490136301999,9.848200179667915e-09,1.9755302798371806e-11,1.514933493299953e-11,2.2105944891323803e-10,0.0,0.0,8.045440804556056e-08,2.1890381019728337e-12,5.986078126564461e-14,2.5276475243683388e-14,8.257702155882498e-15,2.6740549686740722e-24,8.698059382939108e-16,2.1003970755470825e-11,2.6492456992980924e-11,5.480329686156562e-11,1.8686269553991116e-21,6.798459769502393e-18,1.335257079006272e-24,8.307000578543944e-24,4.947796012962517e-10,1.6079557802946076e-25,6.381238402021181e-17,7.176270158810426e-25,1.9804615422328844e-28,7.59036401716819e-23,1.4611031064174164e-25,1.8705472379281692e-25,1.7307467354884798e-18,3.1862487960303587e-29,1.2547705254653215e-30,4.468459138152052e-30,3.76,0.0,0.8700182118126779,0.996946728125217,5.430516033729621e-14,2.7067628424431148e-14,0.0012041867758625729,0.000840458297727646,0.0002055862391428015,0.00015787298889446586,0.00305319122075699,9.713236480872101e-08,1.0420581461626422e-13,6.97993798039831e-08,9.49914288632453e-17,2.3437743464183237e-10,4.643777236417679e-23,3.867760849600342e-21,3.3583764802531947e-12,8.390093224624806e-23,2.5020256479454626e-13,1.0914453938186493e-29,4.520069109766107e-21,3.017516433650192e-24,6.370366170726564e-23,2.66961001238414e-21,7.163574332064251e-31,5.453881198955351e-30,6.5867271752693565e-21,1.8721239495789234e-13,5.558668354792237e-11,9.962562940925033e-15,6.325866780974083e-08,1.5068987990691608e-08,3.69841089861797e-09,3.5175171853419546e-12,4.690138864812594e-09,3.458566289124587e-09,6.4316721842562506e-09,1.5732972773218023e-10,1.2277167899618237e-09,1.5170531888790265e-12,1.471223073163233e-09,5.286929297567554e-15,4.287291850404669e-07,1.0388941965448617e-14,1.0605303360631602e-10,1.2498742030017519e-17,4.590254910442427e-17,3.522124253604033e-21,3.9076824572273237e-13,1.2003594992153694e-10,7.572118053696343e-14,6.744183405653624e-09,1.234551667702685e-21,2.930070233677998e-17,6.278706480799463e-13,4.2751037692322937e-07,9.145691997953333e-18,5.495006571988405e-13,1.8471894439277988e-10,1.1987454940552952e-12,2.720604770307872e-21,2.8462627916834704e-12,1.472826801547611e-15,7.082059787636696e-17,2.3047706939331524e-18,5.002868864708101e-16,8.608105570589486e-16,1.2477494976539266e-10,2.4841475246020074e-16,1.112356913951231e-16,2.1142722927926023e-20,8.428699550445023e-23,2.2643842321372895e-21
1.3486024272806437e-09,0.9248537858869245,1.0310257383591907e-08,2.0903799460001907e-11,1.613637495202764e-11,2.3024290710206533e-10,0.0,0.0,8.23932435213787e-08,2.2958267441795938e-12,6.468735417913515e-14,2.739104913214627e-14,9.029683976778244e-15,2.8670118362270913e-24,9.04936022417673e-16,2.2228252059882635e-11,2.8071620602060896e-11,5.770876210191954e-11,2.139987640111362e-21,7.448888094008334e-18,1.5317121816450987e-24,9.527422811869722e-24,5.111570150716125e-10,1.8550740423903785e-25,6.904376790820665e-17,8.409405037079911e-25,2.2359351236412186e-28,8.539170643551911e-23,1.6766201124271773e-25,2.145754633995038e-25,1.8777633376552405e-18,3.769126359914304e-29,1.4855896649568184e-30,5.301100301990503e-30,3.76,0.0,0.8699891514219398,0.9969365694853768,5.914870762678623e-14,2.932250953868075e-14,0.001233239308742991,0.0008625285271576926,0.00021082863415670456,0.00015960139106784964,0.003063347911167759,1.0205985382970035e-07,1.1207769828036385e-13,7.120370695998298e-08,9.840947012709964e-17,2.4660813665012927e-10,5.313514685630454e-23,4.3685545028451716e-21,3.5366279276819947e-12,9.603154678134231e-23,2.61568067592444e-13,1.26701318075387e-29,5.118155803539041e-21,3.4386035057025326e-24,7.274944307117425e-23,3.0075242230149294e-21,8.313839468075159e-31,6.330534440203341e-30,7.269173115008602e-21,1.944722063417218e-13,5.854594361566571e-11,1.067442376077456e-14,6.483427969224787e-08,1.5354080724067674e-08,3.8732234524831774e-09,3.773850797856359e-12,4.912685629605317e-09,3.619234271133764e-09,6.583242449275696e-09,1.6360951365835454e-10,1.276375386989395e-09,1.6182348940617811e-12,1.5398566327174519e-09,5.528955215035795e-15,4.3909882778272815e-07,1.1086689325335699e-14,1.1123184641153881e-10,1.3757704434920426e-17,5.005168337057064e-17,3.8261403903552164e-21,4.0675102773214207e-13,1.2579745988420508e-10,8.125304366048122e-14,6.894235134231633e-09,1.3352129794031827e-21,3.176475323698935e-17,6.670744148815331e-13,4.3782098320194415e-07,9.9074381574773e-18,5.696061653969835e-13,1.891737266476063e-10,1.2637022886468335e-12,2.956946877989175e-21,2.9658526923873553e-12,1.5347563627958425e-15,7.594890998514389e-17,2.522779333575946e-18,5.435266038540328e-16,9.148604062082554e-16,1.2740929789482313e-10,2.6747856421713954e-16,1.1965137970491332e-16,2.2842996504558303e-20,9.211131129950025e-23,2.452096084647848e-21
