Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251)
8.925504113303109e-11,0.7116339849542795,4.752140086713868e-14,6.834612591724295e-17,1.762336962325853e-15,3.3466511783546403e-15,0.0,0.0,1.6457367037092264e-10,4.558026699235378e-17,2.1472476669301263e-20,4.002085725974331e-20,2.1420525600391362e-23,5.360856671865997e-33,8.129736786413389e-23,1.7724542054247756e-16,3.7147821984305705e-18,5.378654421935791e-16,2.742746098866431e-33,3.45751782196689e-30,4.298703384377934e-36,2.512513128049923e-35,4.05298999330916e-14,1.1227847281156389e-36,1.1666393886131396e-25,2.3162599789319235e-38,2.325838929773384e-43,7.910473536924691e-35,1.0845862560356318e-39,2.1137296118166142e-40,7.43288541109858e-27,1.4160519482515066e-45,1.9865553176005103e-46,6.372914990692037e-46,3.76,0.0,0.819621487144719,0.9998710717285244,2.6548192437095094e-19,6.222134167310121e-23,1.1004288829226423e-06,6.996578837376965e-07,2.1401521448924653e-07,1.8675512750843718e-07,0.00012892810689596362,1.8560947237552037e-14,1.0217003768524277e-23,6.014030784786774e-13,5.763309571339379e-21,3.829910681295482e-15,8.861529283623113e-38,5.49848583906165e-36,2.569729221101504e-18,6.239745284943959e-38,4.0607821105617714e-20,5.694222927799308e-45,4.1954693651344127e-36,3.385117634589019e-39,6.747060953025475e-38,2.5578245185647324e-36,3.941086229122979e-46,3.817928632042265e-45,5.981304922059034e-31,2.87884940261141e-19,5.447192191326875e-16,1.7750046009631577e-21,1.260993640209746e-10,3.831804937596041e-11,1.2539258935090229e-13,1.9147971397799713e-18,3.973785222870916e-14,1.359221834732038e-14,5.400880017966865e-13,3.908406252056021e-16,4.935306235594433e-15,6.974358135416867e-19,6.97129595022094e-15,2.858674741055732e-20,7.691906537942837e-10,8.324746551871823e-20,2.2449780081205807e-15,5.906187837994608e-29,3.052072575806246e-24,2.024614682495805e-28,2.977339523786964e-16,1.454169207709685e-16,6.993555907530998e-22,5.422786256720317e-13,1.3977742136690207e-28,4.480392475548143e-19,1.7137845578975994e-19,7.69181587897307e-10,6.677482131613336e-25,4.4384949246084395e-16,4.050216082101727e-14,7.161902609555212e-19,7.06955846358663e-30,1.80659827501841e-15,1.0294665952389365e-19,1.229648590634976e-24,1.5417114162344297e-28,8.863013358411024e-24,8.270068639264185e-23,3.3300704647520914e-15,2.419333306044513e-25,3.2042845164467967e-24,1.1546244657649156e-29,9.376011884258043e-33,1.070130771117982e-25,2.70910991938398e-24,3.0114201255074835e-28,7.382244390637181e-33,8.735847353032547e-35,1.5293794597633317e-42,9.70335286025784e-35
9.939204883395704e-11,0.7116340009055099,5.871302295419481e-14,7.711905718083032e-17,2.186478105014011e-15,3.729085001476165e-15,0.0,0.0,1.8326371734604154e-10,5.652133262314082e-17,2.965716683841595e-20,5.832194431282792e-20,3.2258533158525023e-23,7.392218886806003e-33,1.0064905378579347e-22,2.1972857538284503e-16,4.617883365824777e-18,6.721644779162271e-16,4.6976798913666766e-33,4.851616215583315e-30,7.353496671576037e-36,4.29769868239589e-35,4.513613784324461e-14,1.9255531972149623e-36,1.6137269484311583e-25,4.406109163361653e-38,3.983176129220282e-43,1.2217397527603207e-34,1.86376235020865e-39,3.6305014301445564e-40,1.0383958645525214e-26,2.818875618279486e-45,4.093329544100114e-46,1.320233182735862e-45,3.76,0.0,0.8196213620591318,0.9998582584339489,3.667355281252969e-19,8.608028978266085e-23,1.225408355467062e-06,7.796750107352325e-07,2.3834078545653693e-07,2.073917534562501e-07,0.00014174138277997828,2.3027253890530327e-14,1.4113203262454324e-23,7.366230210821518e-13,7.106033003206942e-21,4.759631183020746e-15,1.5278766692770883e-37,9.41475949327783e-36,3.209472943984351e-18,1.0808121473774674e-37,5.062623705122849e-20,1.0849441096911863e-44,7.18475034666854e-36,5.8308356781477963e-39,1.1665339336087279e-37,4.380923128156284e-36,7.5013619172104e-46,7.270728439090131e-45,9.238808372914154e-31,3.8836033455261225e-19,6.8163918432827125e-16,2.2561009592968113e-21,1.4041496514653194e-10,4.265483163993792e-11,1.5546241444316515e-13,2.6437241554808146e-18,4.9270247114947164e-14,1.563977854367941e-14,6.019521948078895e-13,4.837747721182735e-16,6.108710163833244e-15,9.6172838076915e-19,8.643588885899792e-15,3.544323409496692e-20,8.565508981875963e-10,1.148580299171947e-19,2.7838744069941812e-15,8.221665166960601e-29,4.687114274407429e-24,3.105057568376232e-28,3.6877305773602538e-16,1.8033714332262488e-16,9.699680395022087e-22,6.034519890655531e-13,2.1333423198109704e-28,6.15478959107022e-19,2.2569198648467557e-19,8.56539656979205e-10,9.715482627899506e-25,5.498371259313155e-16,4.5102214481017054e-14,9.019909677322506e-19,1.0847967392357217e-29,2.2390337472498314e-15,1.2771791608296285e-19,1.7034611312271773e-24,2.358039119628789e-28,1.282456706520595e-23,1.1351416319354244e-22,3.707321616338268e-15,3.358488647940911e-25,4.425039672089734e-24,1.610325628277021e-29,1.4207035964481216e-32,1.4948973691501213e-25,3.735461335532705e-24,4.282357301291774e-28,1.1593798263794284e-32,1.3710388734086964e-34,2.9037235581546925e-42,1.6588114728154454e-34
9.999999999999999e-11,0.7116340328079644,5.94216745637544e-14,7.76538207393731e-17,2.2133746848373068e-15,3.752043898229989e-15,0.0,0.0,1.8438461683253406e-10,5.721487752231133e-17,3.020508819843907e-20,5.958466198908704e-20,3.301755126720328e-23,7.528057942903073e-33,1.018741896430443e-22,2.2242093844558006e-16,4.6752397507843525e-18,6.807241234105728e-16,4.8432175782061585e-33,4.9459081404869305e-30,7.580745613150032e-36,4.430495050118413e-35,4.541240689959541e-14,1.9853624084302186e-36,1.6436875653252945e-25,4.5698048471423514e-38,4.106550511581027e-43,1.2522356880924402e-34,1.921882764155112e-39,3.7436083791818735e-40,1.0582975424134962e-26,2.931433759155255e-45,4.265058177413249e-46,1.3760479306747231e-45,3.76,0.0,0.8196213545573202,0.9998575008206034,3.735147267863104e-19,8.767932411558258e-23,1.232903803072926e-06,7.844774423982188e-07,2.3979979519479075e-07,2.086257503219025e-07,0.00014249899500457614,2.3310473261155473e-14,1.4374057355782097e-23,7.451116294751997e-13,7.19076250774398e-21,4.818659428406239e-15,1.575837228575197e-37,9.706258799535376e-36,3.2502326146013452e-18,1.1150452826449976e-37,5.1263560733202e-20,1.1253579373174863e-44,7.407270905993073e-36,6.013514156302789e-39,1.2033497701246431e-37,4.51664550401131e-36,7.780302080776613e-46,7.541328183773222e-45,9.469444392574137e-31,3.9498985480811097e-19,6.903743016977812e-16,2.2871262717248415e-21,1.412734829387551e-10,4.291482566556668e-11,1.5736823405910259e-13,2.6925105554015843e-18,4.987443760689964e-14,1.5765854552463785e-14,6.056658151019936e-13,4.896573941621794e-16,6.18298415960463e-15,9.794020915691519e-19,8.74958367809549e-15,3.5877808691276944e-20,8.617901957442936e-10,1.1697268840550452e-19,2.8180347125696214e-15,8.377483891719607e-29,4.8024754599341606e-24,3.1812242612210684e-28,3.732720795490448e-16,1.8255084401758063e-16,9.881310754390848e-22,6.071180866865426e-13,2.185039576715647e-28,6.266470037003079e-19,2.2925968140330447e-19,8.617788166530122e-10,9.92500374246195e-25,5.56550306495877e-16,4.5378096025154843e-14,9.138931649258904e-19,1.1114390540771271e-29,2.266433810339656e-15,1.2928787734372403e-19,1.7352408946791274e-24,2.415489409594635e-28,1.3096936294798249e-23,1.155682536236755e-22,3.729940471803171e-15,3.421559341072073e-25,4.506755551574841e-24,1.6410255784772743e-29,1.454614102140422e-32,1.5235444985908307e-25,3.804091878528735e-24,4.368910199377869e-28,1.1894751062568493e-32,1.4065697506830368e-34,3.011245965681086e-42,1.7100081555973493e-34
1.1966606423580897e-10,0.7116340328079644,8.462894741223119e-14,9.551623154763659e-17,3.1726344877909655e-15,4.496271072344498e-15,0.0,0.0,2.2064317984952197e-10,8.193070736293017e-17,5.1780086027389843e-20,1.123265084338955e-19,6.561729294637692e-23,1.2864764402761065e-32,1.4542546303847085e-22,3.1832558891555093e-16,6.72696165314685e-18,9.889539014000267e-16,1.1894756406392797e-32,8.7373313965802e-30,1.8572825112677945e-35,1.085330846212124e-34,5.435017672638381e-14,4.8882581183551684e-36,2.8259081922252657e-25,1.3389683470766331e-37,1.0083315852036584e-42,2.5897026952034295e-34,4.7503765473255915e-39,9.244537150329268e-40,1.85369855287578e-26,9.335810126646015e-45,1.436746095496229e-45,4.6789080013786246e-45,3.76,0.0,0.8196211118880145,0.9998336378973885,6.405211352781851e-19,1.5079038685016997e-22,1.4753672450432622e-06,9.400412186064845e-07,2.8700337374528007e-07,2.483215104117862e-07,0.00016636188195757545,3.341083809859809e-14,2.4647522485784763e-23,1.0419152438358345e-12,1.0183373431700464e-20,6.928716625776296e-15,3.920017780152386e-37,2.3824062419513404e-35,4.717000644219796e-18,2.7981231879957298e-37,7.41265219681154e-20,3.306895752661851e-44,1.818650369907472e-35,1.493033252026439e-38,3.009091455906552e-37,1.1092535709243534e-35,2.2816720251677442e-45,2.2138277718422623e-44,1.958119552028383e-30,6.485521539134656e-19,1.0055134453710074e-15,3.43003664092847e-21,1.6904259330580131e-10,5.1319182212986965e-11,2.2526606936310336e-13,4.6126203655762556e-18,7.14017311089191e-14,2.0044358518765064e-14,7.260028419531505e-13,6.987074582801633e-16,8.822374094316397e-15,1.6737675329011196e-18,1.2526181942376905e-14,5.136104737836804e-20,1.0312717335822874e-09,2.0011862675568776e-19,4.035412246755514e-15,1.4578879571751704e-28,9.823315216693004e-24,6.490176959604046e-28,5.333166334898209e-16,2.6145003817087387e-16,1.706991621512992e-21,7.255460834594092e-13,4.416418253178917e-28,1.063091834027019e-18,3.6514135229334423e-19,1.0312554413455033e-09,1.8671942081392495e-24,7.95416365372797e-16,5.430237162916018e-14,1.3465785795383347e-18,2.2693067715061736e-29,3.2420695649836425e-15,1.8521265277103763e-19,2.991382659295212e-24,4.902327140321028e-28,2.43970401626524e-23,1.957514869110603e-22,4.461239717531355e-15,5.920681790807844e-25,7.723851687328837e-24,2.865445707435329e-29,2.9167823498765185e-32,2.6686816020045064e-25,6.500173296565874e-24,7.893536483130954e-28,2.5340396795455476e-32,2.9922815595935946e-34,8.78767575678786e-42,4.184257259772196e-34
1.3994007963766088e-10,0.7116340647104099,1.1524777978136068e-13,1.1517709108202695e-16,4.343077540020727e-15,5.267046373920603e-15,0.0,0.0,2.58021841155303e-10,1.1204296966498495e-16,8.284043704407573e-20,1.9621196814117312e-19,1.1976668886583576e-22,2.0515659839565495e-32,1.982331526436792e-22,4.350693228877554e-16,9.24463905440166e-18,1.3716553025714861e-15,2.6046793165288323e-32,1.440620986872891e-29,4.056828173154208e-35,2.3703513961605873e-34,6.356610992802638e-14,1.0731967752694814e-35,4.534573777246857e-25,3.4222017744394763e-37,2.2075024271149025e-42,4.8855787660172444e-34,1.0471018632780525e-38,2.0357697237373785e-39,3.029825144233496e-26,2.5814151024771443e-44,4.1598057044847585e-45,1.366024843399687e-44,3.76,0.0,0.8196208617169727,0.9998103003809355,1.0251058368017673e-18,2.4204387975740764e-22,1.7253260606061602e-06,1.1008459403202747e-06,3.356810851266745e-07,2.887975072055178e-07,0.0001896993610280064,4.573339668552432e-14,3.9443424686038674e-23,1.3906201428553869e-12,1.3767313728528952e-20,9.514104208777814e-15,8.696512369827068e-37,5.213714344549118e-35,6.536111028839961e-18,6.2619549073968856e-37,1.0230626774718024e-19,8.474928289453717e-44,3.9811843047044795e-35,3.305597325935242e-38,6.710202563981342e-37,2.428965208680421e-35,5.835582479335144e-45,5.667864121561086e-44,3.692203211345163e-30,9.947623451979543e-19,1.398158743745318e-15,4.909390723579782e-21,1.976654891191557e-10,5.99712727406814e-11,3.0794262320627904e-13,7.374534622229632e-18,9.761945906526233e-14,2.4862177880243297e-14,8.504838751217957e-13,9.520365910583246e-16,1.2020637755670092e-14,2.669286607121433e-18,1.7125654584552452e-14,7.021632491321522e-20,1.2059930308472879e-09,3.1949923188111416e-19,5.518609530343955e-15,2.368277418721582e-28,1.8323986434808403e-23,1.2074072427404179e-27,7.276391403600205e-16,3.575983817700136e-16,2.751182364677753e-21,8.47304119443561e-13,8.138190446025021e-28,1.6827066480712586e-18,5.509165532830735e-19,1.2059707540860555e-09,3.258255668107741e-24,1.0855736356095993e-15,6.350259523504226e-14,1.892903375902333e-18,4.223977126711187e-29,4.428820277685567e-15,2.532812914133123e-19,4.812047218196818e-24,9.071794274071342e-28,4.2176632345042596e-23,3.093522642083078e-22,5.21437955414624e-15,9.558377771535861e-25,1.2353944615488383e-23,4.6693309878530413e-29,5.358265399884921e-32,4.362849733465982e-25,1.0364821061494471e-23,1.3268344810136917e-27,4.913103061224915e-32,5.792337879532597e-34,2.2362651094666496e-41,9.127785012852956e-34
1.602140950395128e-10,0.7116340966128465,1.505607872154685e-13,1.3625431594619678e-16,5.698351678033794e-15,6.0420075296119524e-15,0.0,0.0,2.9539974790720535e-10,1.4685800028878889e-16,1.243586544479755e-19,3.1890242879924955e-19,2.01870688348186e-22,3.069962321308528e-32,2.589934232712099e-22,5.699264056614808e-16,1.2176641970613842e-17,1.822117217760494e-15,5.130652976551874e-32,2.2270361171886116e-29,7.971041424740576e-35,4.6567515456561005e-34,7.278371218229693e-14,2.1194446230679707e-35,6.827671076341863e-25,7.706920316672348e-37,4.3472669850870575e-42,8.466762865183398e-34,2.0761591039357907e-38,4.0326013220078666e-39,4.643315260152946e-26,6.249863872318958e-44,1.045268876778167e-44,3.458151790291699e-44,3.76,0.0,0.8196206115460065,0.9997881790230869,1.5394512732532568e-18,3.645627806329783e-22,1.975284802159966e-06,1.2620843139136507e-06,3.8437375459524796e-07,3.288247742585446e-07,0.0002118206814941034,6.000009485141656e-14,5.922933915707912e-23,1.779280455756928e-12,1.7839126216758845e-20,1.2519681021393943e-14,1.7351765916735437e-36,1.0263538369004096e-34,8.675279072686172e-18,1.2599790900981512e-36,1.3522552898662408e-19,1.913404630502641e-43,7.839606520915729e-35,6.5820195725606e-38,1.3454972684193357e-36,4.7844293818379886e-35,1.3148864797883366e-44,1.2783764171770461e-43,6.393006812216585e-30,1.4339215190114205e-18,1.8619043342814946e-15,6.721938225811946e-21,2.262836905779634e-10,6.861113293435313e-11,4.0347718037267454e-13,1.1063285245455634e-17,1.2792022191325218e-13,3.009397939787457e-14,9.753961240231892e-13,1.2433388671607579e-15,1.569810211176287e-14,3.994476664954134e-18,2.24414540707418e-14,9.2006288339505e-20,1.3807147896546642e-09,4.786471732997235e-19,7.233465523376259e-15,3.6090729144060405e-28,3.140026611211531e-23,2.0634974471832684e-27,9.515320881574037e-16,4.6878876293886e-16,4.158553149641983e-21,9.687270364545612e-13,1.3777706876791099e-27,2.499385412883623e-18,7.892149952688748e-19,1.3806855953250543e-09,5.294531009072348e-24,1.4200375939020795e-15,7.270288532290496e-14,2.545895273428271e-18,7.220749484816803e-29,5.798682241637023e-15,3.3188908799946715e-19,7.261404378581802e-24,1.542292345179343e-27,6.794221849898027e-23,4.587771354682355e-22,5.966741931126636e-15,1.4471205351048913e-24,1.8541274860748217e-23,7.135459880049822e-29,9.072405559168344e-32,6.688853356604524e-25,1.550822578272688e-23,2.0840189813647778e-27,8.72475376942708e-32,1.0268680186334915e-33,5.013773970988762e-41,1.791159878488955e-33
1.804881104413647e-10,0.7116341285152743,1.9055931161424095e-13,1.58898783619508e-16,7.239000109038115e-15,6.821750058159692e-15,0.0,0.0,3.3277694431567017e-10,1.863756857127461e-16,1.7785630339873205e-19,4.903231573639242e-19,3.201192446276709e-22,4.376730881551946e-32,3.276282894575388e-22,7.228631149802808e-16,1.5528706930162123e-17,2.342038620804082e-15,9.323372931361092e-32,3.277448415949851e-29,1.4448604906675065e-34,8.439870028200606e-34,8.200276100570433e-14,3.8613967598103306e-35,9.794263078167132e-25,1.5760299597769693e-36,7.897891513945266e-42,1.3754966161700498e-33,3.7975634515812326e-38,7.369143951301338e-39,6.774809742474462e-26,1.3669043175688932e-43,2.357116356331105e-44,7.851638353817398e-44,3.76,0.0,0.8196203613751157,0.9997672104466963,2.202574022544374e-18,5.231348750040533e-22,2.2252434697088394e-06,1.4237515313151838e-06,4.330812187969867e-07,3.6840828622171117e-07,0.00023278922050221226,7.621604052968249e-14,8.47355065241229e-23,2.2046664993653927e-12,2.2380534536466325e-20,1.594907164964604e-14,3.1933468655376835e-36,1.8639228130506468e-34,1.1142378629344416e-17,2.337733225760034e-36,1.7292982421078484e-19,3.922138490141129e-43,1.4241560700072144e-34,1.2088171709555216e-37,2.4879587281732997e-36,8.69400283325969e-35,2.6900104240730435e-44,2.617888435210754e-43,1.037318666688134e-29,1.971418754704058e-18,2.3989283298872414e-15,8.895522478155469e-21,2.548972337766757e-10,7.723879189168703e-11,5.118548824763777e-13,1.5812535645203434e-17,1.6230082050282482e-13,3.574049547421644e-14,1.1007404005906759e-12,1.572195506516419e-15,1.9849425961647335e-14,5.695010161699557e-18,2.847303131506067e-14,1.1672816871467809e-19,1.5554370096771674e-09,6.831716904069978e-19,9.179979491748579e-15,5.2386812256780745e-28,5.0443519310071e-23,3.306089899959709e-27,1.2047885416500839e-15,5.950277363055816e-16,5.98574494635657e-21,1.089815771305538e-12,2.1868867399078453e-27,3.537124636046304e-18,1.0861470935563002e-18,1.5553999651856979e-09,8.1439645407969e-24,1.7985384505871363e-15,8.190324191697286e-14,3.3100809278697288e-18,1.1568812359243127e-28,7.351054369959009e-15,4.210014455815087e-19,1.0436541705416111e-23,2.4582782162285946e-27,1.0365761493208628e-22,6.4826928435030875e-22,6.718327652583564e-15,2.086189563079522e-24,2.6511914252693783e-23,1.0382745553975228e-28,1.4431399339503741e-31,9.764684371415502e-25,2.2107069318245552e-23,3.1071270519205482e-27,1.4485876963012818e-31,1.7018937491164995e-33,1.020667364426478e-40,3.2425609753126e-33
2.007621258432166e-10,0.7116341604176933,2.352347687279063e-13,1.8325964778458451e-16,8.965564799587639e-15,7.606868383039616e-15,0.0,0.0,3.701534722840995e-10,2.305959178370682e-16,2.448558529272762e-19,7.213579549695826e-19,4.837159171461609e-22,6.006534823381157e-32,4.040604797393369e-22,8.938453821502961e-16,1.9306580428826044e-17,2.932979424589163e-15,1.590061251092413e-31,4.639608165267816e-29,2.457973294117858e-34,1.4355846248072469e-33,9.12230366740319e-14,6.602450453003241e-35,1.352452858624055e-24,2.987277307995291e-36,1.346616994138769e-41,2.123858826762469e-33,6.519008534764568e-38,1.26381392840768e-38,9.508928673543049e-26,2.7589545258116432e-43,4.880762227103776e-44,1.6362151578478214e-43,3.76,0.0,0.8196201112043006,0.9997473345780622,3.033545471530975e-18,7.226138355724526e-22,2.475202063256883e-06,1.585842837748638e-06,4.818033160222937e-07,4.075529625934523e-07,0.0002526650517537847,9.438628502113453e-14,1.1669395706588566e-22,2.663761675082088e-12,2.737372659225741e-20,1.9805655727785018e-14,5.5145929095291344e-36,3.1768593789413635e-34,1.394472289665372e-17,4.068860390071451e-36,2.1545138749624315e-19,7.451047460413815e-43,2.4280665039157065e-34,2.0831279064707523e-37,4.3160092193410594e-36,1.4826837678648972e-34,5.100499080247915e-44,4.968539699161194e-43,1.599182580288683e-29,2.611282964417318e-18,3.0112682097389865e-15,1.1458052843532875e-20,2.8350615301034424e-10,8.58542781271186e-11,6.330609074898268e-13,2.175579470300639e-17,2.0075806530448045e-13,4.1802448259185195e-14,1.2265174991935277e-12,1.93819221285191e-15,2.4469325427143502e-14,7.81604677809482e-18,3.5219840822252104e-14,1.443792063179726e-19,1.730159690588227e-09,9.386441917626269e-19,1.1358150701633554e-14,7.318174153107203e-28,7.702299135577362e-23,5.0346643303237036e-27,1.4872031009536776e-15,7.363218225306114e-16,8.289862680301202e-21,1.2105712581931558e-12,3.299599595635048e-27,4.8188974807587376e-18,1.4477384523001542e-18,1.7301138637902331e-09,1.19922792647009e-23,2.220807947946997e-15,9.110366504145363e-14,4.1896122598851014e-18,1.761290875266281e-28,9.08533808176341e-15,5.205839115826798e-19,1.4435526587123525e-23,3.724526644705623e-27,1.5146248960756588e-22,8.81864914436128e-22,7.469137521796215e-15,2.8935672473088897e-24,3.649204872923821e-23,1.4535346976832658e-28,2.185072569859635e-31,1.3714786824788903e-24,3.033591352841446e-23,4.4449382515963275e-27,2.2804965390265764e-31,2.674315661980789e-33,1.925793282188209e-40,5.5091535932554984e-33
2.2103614124506852e-10,0.7116341923201036,2.845786472708659e-13,2.0948441296344962e-16,1.087858644634528e-14,8.397955841798776e-15,0.0,0.0,4.0752937152929263e-10,2.795185937005427e-16,3.268804616140602e-19,1.023808015190692e-18,7.028656253668724e-22,7.993639124337986e-32,4.882134362964485e-22,1.0828387963170643e-15,2.351601877106356e-17,3.596370354671711e-15,2.5763275764103293e-31,6.364567225244048e-29,3.972598217044703e-34,2.3198933987745314e-33,1.0044432219885557e-13,1.0725326200934666e-34,1.810976239902611e-24,5.325455802850527e-36,2.1813289299715494e-41,3.147511903257427e-33,1.063155578732129e-37,2.0591602142021512e-38,1.2934157833696472e-25,5.21783077710886e-43,9.432192019681638e-44,3.1812465428637386e-43,3.76,0.0,0.8196198610335607,0.9997284944744707,4.05149168388444e-18,9.679193339655596e-22,2.7251605828081483e-06,1.74835353114064e-06,5.305398861983031e-07,4.462636683334511e-07,0.00027150511796311737,1.1451582362381884e-13,1.558384891936591e-22,3.153748810079126e-12,3.280136461253961e-20,2.4092584476189527e-14,9.045944594054589e-36,5.144146871415352e-34,1.7089102544812783e-17,6.725291406357801e-36,2.6281033958617063e-19,1.3311939315227017e-42,3.932867297442836e-34,3.4098393250276544e-37,7.11070509874533e-36,2.4022736148622447e-34,9.09525468892855e-44,8.868344060982617e-43,2.3654954857651443e-29,3.356348104051987e-18,3.70083069946622e-15,1.443750257034541e-20,3.121104808675919e-10,9.445761960081384e-11,7.670804689262501e-13,2.902641714927685e-17,2.4328877612315185e-13,4.828054976385919e-14,1.3527281968474087e-12,2.3409191338779723e-15,2.955257343599668e-14,1.0402239198906443e-17,4.268134062430639e-14,1.7495665046334196e-19,1.9048828320619455e-09,1.2505985095278746e-18,1.3767978419477478e-14,9.91128462061629e-28,1.1288347977978206e-22,7.359083399464994e-27,1.7985718825231468e-15,8.926775085315828e-16,1.1128324272744771e-20,1.3309944287046315e-12,4.778968375779944e-27,6.366694430635747e-18,1.8799319539925536e-18,1.904827291259999e-09,1.7042616779535545e-23,2.6865793399401725e-15,1.0030415472053859e-13,5.188293260810363e-18,2.573159535962275e-28,1.1000937253990021e-14,6.306021749366314e-19,1.9357261717970314e-23,5.416753242287341e-27,2.136636646521853e-22,1.163403273340429e-21,8.21917234121284e-15,3.889969234434673e-24,4.870797702611788e-23,1.9722485098745131e-28,3.178741427879838e-31,1.8669969193588604e-24,4.0367219410645496e-23,6.148498853505012e-27,3.438427723232085e-31,4.024515287195677e-33,3.417355026257356e-40,8.892635445055767e-33
2.4131015664692046e-10,0.711634224222505,3.3858250804908657e-13,2.377190048575975e-16,1.2978604449061174e-14,9.195604695269301e-15,0.0,0.0,4.449046796957706e-10,3.3314361521167634e-16,4.254537757950744e-19,1.4103523788914248e-18,9.887626015994982e-22,1.0371914632820112e-31,5.8001131415310615e-22,1.2898086088064043e-15,2.816278791333592e-17,4.333522195941892e-15,4.001692065328806e-31,8.506699986310825e-29,6.154989386160537e-34,3.5938703069463424e-33,1.0966640330387508e-13,1.6702036109555189e-34,2.3642375508334943e-24,9.025609852568344e-36,3.3872818804527354e-41,4.5093565953554185e-33,1.6621100907831161e-37,3.2162289958356415e-38,1.7142743658580965e-25,9.350450304933589e-43,1.7216674461732419e-43,5.840576188792197e-43,3.76,0.0,0.8196196108628963,0.9997106361604906,5.2755932667650904e-18,1.2640371524283072e-21,2.975119028366634e-06,1.9112789615357505e-06,5.792907708806576e-07,4.845452144685856e-07,0.0002893633945605183,1.3660959625494503e-13,2.0290464821253477e-22,3.6719973425558396e-12,3.8646592545221117e-20,2.881279622285523e-14,1.4222556077330283e-35,7.985148509740943e-34,2.0581821501000942e-17,1.0651855812685939e-35,3.1501577884855016e-19,2.260834162771949e-42,6.106785730861619e-34,5.349651963167842e-37,1.1226590485916812e-35,3.7312172127528867e-34,1.5418214349291271e-43,1.504756123489536e-42,3.381595652010331e-29,4.20840280893987e-18,4.469401024234666e-15,1.7861906780464068e-20,3.407102483188766e-10,1.0304884374617989e-10,9.138988150623754e-13,3.775760393115379e-17,2.898897818266235e-13,5.5175501972866606e-14,1.4793732534221862e-12,2.779970821377319e-15,3.509399920433447e-14,1.3497738806815877e-17,5.085699221911709e-14,2.0845775932145934e-19,2.0796064337730963e-09,1.624531148825572e-18,1.6409461911997494e-14,1.3084402736780966e-27,1.5994303707952004e-22,1.0399303826032886e-26,2.1386925008207683e-15,1.0641012477084003e-15,1.4558722635930432e-20,1.4510862118247093e-12,6.692290423991993e-27,8.201562349329937e-18,2.388589754858408e-18,2.0795402477154654e-09,2.3515185733890947e-23,3.1955873728572096e-15,1.0950471097840302e-13,6.309605082597129e-18,3.633547163881704e-28,1.3097258176000133e-14,7.5102206345245065e-19,2.5301353749939773e-23,7.616662036106111e-27,2.927268290834504e-22,1.4965362036247184e-21,8.968432912451634e-15,5.0962532595212724e-24,6.338610938231397e-23,2.6078264828032392e-28,4.47382629830271e-31,2.4767317573033298e-24,5.2371365956110963e-23,8.270854628963908e-27,5.002130810000843e-31,5.843304296279864e-33,5.764997040263125e-40,1.3760495117067096e-32
