Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251)
1.4283716333209416e-05,0.7321929869164194,4.5174505715326954e-05,7.1440190220435725e-06,2.290129485348541e-05,0.0013989516208932852,0.0,0.0,0.00014631497887140254,2.1812020182693136e-06,0.00019563996726866455,7.176180632261173e-06,2.4981768961120524e-06,1.0523395362481701e-16,1.1539755301134819e-12,1.0558690333484265e-09,7.090299723433245e-06,2.6903705047286927e-05,2.4942098525577827e-08,6.527412640649278e-12,1.2131891033713881e-12,2.438438868934961e-16,8.389789003087726e-11,3.325400340630141e-09,3.32836323662497e-10,3.4896455984991195e-08,2.4228904623122627e-15,7.59173607239469e-11,4.808522514088155e-10,2.5216398294524172e-12,1.0749607916435704e-09,3.019468922440883e-14,4.560274610395607e-14,2.2763940213938013e-11,3.76,0.0,0.6577529451555182,0.9986301381669224,0.0006259938388130051,1.3084360549741817e-05,0.15890585930760964,0.12464606041216149,0.032847691772196826,3.2585000496330283e-06,0.0006137317261093216,0.0005590968615898506,1.2777583792747646e-09,1.369330669025092e-10,1.0130190719718734e-14,0.00015122840580933578,6.199458323402815e-11,1.9115927185253575e-11,8.40572795045578e-06,5.957361655580945e-11,1.5462755342807064e-10,8.035910302383944e-17,3.327975838169461e-11,1.305331918936024e-13,5.062203740649783e-12,2.4583512751329345e-11,4.546718163762757e-18,4.846495421639346e-17,7.323059926071837e-08,1.9438896529739642e-12,6.368021253117257e-05,5.2069537800273904e-05,4.2962333427252706e-05,8.634706811036981e-06,0.0004134816028484181,0.0009370754973891498,0.001444889529269026,7.332615841131917e-06,1.7533792722017088e-06,2.2510668816919255e-06,5.545308216477707e-06,1.6734050364340844e-05,0.0005016259602730478,5.51425298541403e-05,0.0003848742716248472,3.3079333035415584e-08,0.00010675389816393892,5.847800897761797e-09,3.9318976413523485e-08,5.338080033571535e-13,6.628580076840528e-09,1.33873861531058e-06,9.383022964315697e-06,5.644050379332785e-08,7.336984607672388e-14,9.312113343068951e-10,1.74108049927923e-05,0.00010368641342069816,9.261851802425854e-09,9.624058967127926e-09,2.10224229585839e-05,2.6462703430334495e-08,1.458453963704512e-12,3.318937951552078e-08,1.9561281252734226e-12,1.397217331590768e-09,3.05269303390665e-11,5.986848510875481e-08,4.821765923993067e-10,5.939940233490667e-10,2.2506260284649828e-07,4.109036907806823e-07,4.617763139391838e-13,1.1654666645710344e-13,6.924832049763603e-15,1.62665863460782e-15,2.519958104919027e-08,1.528706152851259e-11,1.50387979750841e-13,1.3024360331567762e-14,1.392766395859901e-11
1.4401703412837277e-05,0.7323491231337069,4.57270434432172e-05,7.263117393146591e-06,2.321576428066178e-05,0.001427250341505381,0.0,0.0,0.00014932975151382585,2.2371933124093404e-06,0.0002018314091640449,7.402236838662549e-06,2.5548450770746575e-06,1.1044234639969085e-16,1.1963809400202636e-12,1.0823889243662594e-09,7.248587438108811e-06,2.7466345972695795e-05,2.5722794634678884e-08,6.682900493367758e-12,1.2787345884247657e-12,2.5724626777276145e-16,8.620237467986597e-11,3.475489460562708e-09,3.4492887622620336e-10,3.6251766731636326e-08,2.5844025955129243e-15,8.005915803470106e-11,5.067422361065224e-10,2.6366539708720638e-12,1.099208610454928e-09,3.157756157078379e-14,4.7823314853725865e-14,2.4009817745062536e-11,3.76,0.0,0.6565155602873911,0.9986125979976439,0.0006401009987245124,1.3467865887271982e-05,0.1600839443060125,0.12553903865143598,0.03310768064659586,3.2535385651430083e-06,0.0006137209416891992,0.0005680661619459933,1.2984434653174733e-09,1.3723156589287899e-10,1.0200412346803913e-14,0.00015412422742384994,6.40509368132967e-11,1.9746867915154186e-11,8.697199384432233e-06,6.154577568064409e-11,1.5889213048006818e-10,8.300550612588003e-17,3.437399658632182e-11,1.3482537518745632e-13,5.228661201419707e-12,2.5391503767448583e-11,4.696451023019271e-18,5.006101219210005e-17,7.6068324978855e-08,1.9588236803421986e-12,6.506899972132688e-05,5.3619111352593036e-05,4.341868383058314e-05,8.730433935890223e-06,0.0004181173698059468,0.0009555728644518853,0.0014745819636294345,7.4672351969094335e-06,1.7832093937262317e-06,2.29711914290227e-06,5.662136142052608e-06,1.7104839807723543e-05,0.0005129568530169662,5.700907545242312e-05,0.00039051551029635945,3.344265419035773e-08,0.00010988789290300905,6.0352547814188484e-09,4.018186957959419e-08,5.455180660336188e-13,6.697468228438471e-09,1.3650950976383121e-06,9.622226929614049e-06,5.787077233238806e-08,7.497894279225486e-14,9.517974307258023e-10,1.780766464814907e-05,0.0001052189853753787,9.470844572737225e-09,9.728583349824096e-09,2.1695689163495146e-05,2.690989150688379e-08,1.4952906704439186e-12,3.367220610736105e-08,1.985914483518486e-12,1.4544024201985737e-09,3.144614561621778e-11,6.124123056780483e-08,4.93184066819981e-10,6.062073200672824e-10,2.3191373315751147e-07,4.265939548121295e-07,4.761585178358572e-13,1.2006653948169587e-13,7.0975691646147756e-15,1.667173263552699e-15,2.60574732679043e-08,1.5803912997968564e-11,1.5567981522836782e-13,1.3526135302848474e-14,1.4467712397666377e-11
1.4519690492465137e-05,0.7325050620549984,4.628019288601663e-05,7.383071604040355e-06,2.3531346635359636e-05,0.0014558532006703655,0.0,0.0,0.00015238161441197214,2.2942721532367896e-06,0.00020816237574139277,7.63327314232199e-06,2.612209529090148e-06,1.1585766569019233e-16,1.2399654989013022e-12,1.1093414519348328e-09,7.408896856435175e-06,2.803745114174162e-05,2.652038822588989e-08,6.840681194151691e-12,1.3472202135166426e-12,2.71263481463175e-16,8.855490837906924e-11,3.630967967545095e-09,3.5738012739695874e-10,3.764682657321732e-08,2.755194967156941e-15,8.438915561565577e-11,5.337869091670278e-10,2.7557963347498106e-12,1.1237864544451203e-09,3.3009715882424924e-14,5.013010465768705e-14,2.531176841244671e-11,3.76,0.0,0.655279636195386,0.9985947865805995,0.0006544044956840496,1.3859187165209542e-05,0.16125996025204778,0.126429715695627,0.03336764553557992,3.2485816567257273e-06,0.0006137099904634682,0.0005771020090332019,1.3192835101776165e-09,1.3752921518891488e-10,1.0270414506526075e-14,0.00015705178039411024,6.615685301997286e-11,2.0392925188994112e-11,8.996464720993043e-06,6.35653292362468e-11,1.6323663528564638e-10,8.571490493501085e-17,3.5494334212797576e-11,1.3921994004583918e-13,5.399089233360592e-12,2.6218757795526314e-11,4.8497481491134605e-18,5.169506327259717e-17,7.899014970964987e-08,1.9737493532987524e-12,6.648258140231253e-05,5.5200529165059264e-05,4.387369736058076e-05,8.825896289178924e-06,0.000422736734041357,0.0009742246602793579,0.001504588568503639,7.602952520294228e-06,1.8132737578894533e-06,2.3436368944416943e-06,5.7802370015568e-06,1.747994971004642e-05,0.0005244387320861236,5.891710502016205e-05,0.000396175208622258,3.380449678352015e-08,0.0001130941643286704,6.226899206261195e-09,4.1054537815433034e-08,5.573607025735659e-13,6.766118521257104e-09,1.3917096309919865e-06,9.865034621378062e-06,5.9324367513919715e-08,7.66062499530559e-14,9.726226203264741e-10,1.8209471806910372e-05,0.0001067743024541378,9.682373418778582e-09,9.832765661834837e-09,2.238587005141999e-05,2.736192294281246e-08,1.5326702899588086e-12,3.416209147332799e-08,2.016175671022435e-12,1.5134006697756887e-09,3.2384409164370676e-11,6.263240428969505e-08,5.043385077902159e-10,6.18550159009018e-10,2.389085260555466e-07,4.4274244244189605e-07,4.90858273300396e-13,1.2365911846677583e-13,7.273078614718775e-15,1.7083369563195148e-15,2.6936030306887885e-08,1.633306167224874e-11,1.6110673478631782e-13,1.4042497716864727e-14,1.502368460541661e-11
1.4625878864130212e-05,0.7326452387263179,4.677850948087164e-05,7.4917561396714255e-06,2.3816300125040946e-05,0.0014818553571336907,0.0,0.0,0.00015515995153476196,2.346584077781883e-06,0.00021398099051532493,7.84551156448527e-06,2.664431767922213e-06,1.2091335428689946e-16,1.2802173179841675e-12,1.133970816804859e-09,7.554902854202447e-06,2.8558755711782655e-05,2.725281967774462e-08,6.984653677259833e-12,1.4114575225357125e-12,2.844230628339653e-16,9.07136967931894e-11,3.775621427072931e-09,3.688991298143588e-10,3.893699387863518e-08,2.9172078728019037e-15,8.84526214197293e-11,5.591474358847687e-10,2.8666394507495796e-12,1.1461896487079476e-09,3.434178098794817e-14,5.2281944577064105e-14,2.6533071659268974e-11,3.76,0.0,0.6541685528884662,0.9985785229733034,0.0006674461468561295,1.4218123868953553e-05,0.16231660818096338,0.12722935627941492,0.03360159637287646,3.2441243476852576e-06,0.0006136999909904095,0.0005852910808603571,1.338171835190123e-09,1.3779637300792713e-10,1.0333228821906706e-14,0.00015971370549743602,6.809516795444781e-11,2.0987487088029546e-11,9.272580876518329e-06,6.54240337987558e-11,1.6721547564185708e-10,8.820798471082651e-17,3.652527170798569e-11,1.4326383460841196e-13,5.5559177768890725e-12,2.697999130509738e-11,4.990805983714655e-18,5.3198651425752444e-17,8.169308401652155e-08,1.9871755075890754e-12,6.77763216428679e-05,5.6651299472117233e-05,4.428202537674378e-05,8.911576663522174e-06,0.00042687963681375973,0.0009911418000052073,0.0015318622277007252,7.726027952356804e-06,1.8405302523229074e-06,2.3858987901779997e-06,5.887612550491487e-06,1.7821231234788977e-05,0.0005349017845091112,6.067005004242719e-05,0.00040128400260338985,3.4128851632126834e-08,0.00011604236966492357,6.403001093596062e-09,4.184826454135337e-08,5.681319864663785e-13,6.82769418777795e-09,1.4158824160557755e-06,1.0086647333124974e-05,6.065264611175878e-08,7.808633588646908e-14,9.915690834085069e-10,1.8575321111590064e-05,0.00010819364960731152,9.87491239986692e-09,9.926227015760726e-09,2.302175275496863e-05,2.7772923485139962e-08,1.5667765385229788e-12,3.4609056274561336e-08,2.043819952923545e-12,1.5680803118083657e-09,3.3245294633347e-11,6.390024464445116e-08,5.145033768655246e-10,6.297691035607824e-10,2.453278594851938e-07,4.5767536348208374e-07,5.043628029237398e-13,1.2695517501472336e-13,7.433420353306003e-15,1.7459422355431514e-15,2.774461761701674e-08,1.6819934605647512e-11,1.661081047305302e-13,1.4519924137235732e-14,1.5537933751221985e-11
1.4732067235795287e-05,0.7327852561983366,4.727724615799845e-05,7.601122752071464e-06,2.4102114035755252e-05,0.0015081029962680027,0.0,0.0,0.0001579682288022433,2.3997976189696303e-06,0.0002199153215173375,8.061872683811743e-06,2.717215918656258e-06,1.2614599518120342e-16,1.3214570072174035e-12,1.158954671926318e-09,7.702544293408713e-06,2.908705247191104e-05,2.7999216565317744e-08,7.130500911242041e-12,1.4782392310304356e-12,2.981153424032629e-16,9.291219644849057e-11,3.9248555551196225e-09,3.8072023790118707e-10,4.0260530966316595e-08,3.087429435665626e-15,9.267899673000394e-11,5.855054937163348e-10,2.980986229585336e-12,1.1688619512778545e-09,3.571561703846673e-14,5.45073947222366e-14,2.7802814984575036e-11,3.76,0.0,0.6530586517709888,0.9985620370347028,0.0006806480034237362,1.4583511973997172e-05,0.16337158504989674,0.12802713061347235,0.03383553323792003,3.2396707379810866e-06,0.0006136898550254158,0.0005935338918622409,1.3571852953039078e-09,1.3806284247032397e-10,1.0395865456041996e-14,0.00016240132423606845,7.007477546859565e-11,2.1594640064101062e-11,9.555222002724175e-06,6.73222182982025e-11,1.7125987963597264e-10,9.075350851147955e-17,3.7577944514738045e-11,1.4739299152953563e-13,5.716052974223613e-12,2.775726654462231e-11,5.134831075680994e-18,5.473386890967455e-17,8.446673212771937e-08,2.000595313973619e-12,6.909073896726527e-05,5.812836024164194e-05,4.468919505273349e-05,8.997025381251514e-06,0.00043100833472055393,0.0010081811958070116,0.0015593886604419,7.849976092323486e-06,1.867973290790026e-06,2.4285338422341744e-06,5.996012433934095e-06,1.81659907778216e-05,0.0005454876247120322,6.245705443144847e-05,0.00040640641605715,3.445193675964956e-08,0.00011905053593628237,6.582569761938862e-09,4.264984795532738e-08,5.790098251459201e-13,6.889065769150086e-09,1.440262487312241e-06,1.0311187261403517e-05,6.200000292452199e-08,7.958105817129355e-14,1.0107080149980781e-09,1.8945163911834425e-05,0.00010963162945273418,1.0069495435203409e-08,1.0019392473134725e-08,2.3671818322305915e-05,2.8187905204323293e-08,1.6013232337791971e-12,3.506179815622627e-08,2.071854796177196e-12,1.6242863832728933e-09,3.412191018790172e-11,6.518306235296616e-08,5.247876797807697e-10,6.410922788940104e-10,2.51865763656609e-07,4.7299347277773946e-07,5.181305887769781e-13,1.3031118325600813e-13,7.596031546949877e-15,1.784078825959406e-15,2.8570347812192244e-08,1.7317000528079478e-11,1.712219570524954e-13,1.5009592217121237e-14,1.6065565981333508e-11
1.4838255607460363e-05,0.7329251147539179,4.777636834093562e-05,7.711166182364698e-06,2.438876929887151e-05,0.0015345956754810371,0.0,0.0,0.0001608063877892409,2.453922590525792e-06,0.00022596664658003026,8.282398389991021e-06,2.770560922967789e-06,1.31560119740252e-16,1.363700222676171e-12,1.1842949169604624e-09,7.851819865823479e-06,2.9622406254697724e-05,2.8759709947910595e-08,7.278231085578563e-12,1.547645315324211e-12,3.12357337789441e-16,9.515077946303503e-11,4.078774249569937e-09,3.9284897627263937e-10,4.1617998685015994e-08,3.2662042617969633e-15,9.707341283395149e-11,6.128915230007709e-10,3.0989135877959237e-12,1.191804202072718e-09,3.7132114074495934e-14,5.6808281838836253e-14,2.912247528137317e-11,3.76,0.0,0.6519499324279565,0.9985453275445832,0.0006940106045750062,1.4955407968216167e-05,0.16442489316534462,0.12882303764070024,0.034069458675667776,3.235220824708173e-06,0.0006136795814075663,0.0006018303647859571,1.3763237104461753e-09,1.3832862350398632e-10,1.0458324247156255e-14,0.00016511462762401047,7.209622304930631e-11,2.2214549579731357e-11,9.844489086445181e-06,6.926040320355751e-11,1.7537021997675163e-10,9.335215238074041e-17,3.865263647291884e-11,1.5160852429871367e-13,5.8795380094117425e-12,2.855079286207549e-11,5.281861675061088e-18,5.630112345633624e-17,8.731233701970727e-08,2.0140087214309034e-12,7.042611801439849e-05,5.963194473391701e-05,4.509517224855706e-05,9.082234651087307e-06,0.0004351224122628153,0.0010253414877138545,0.0015871670215869616,7.974789013830673e-06,1.895601352557458e-06,2.4715401708075987e-06,6.10543336308784e-06,1.8514217628615425e-05,0.0005561964700113254,6.42783241524112e-05,0.00041154182261174394,3.477371963368462e-08,0.00012211932445337886,6.765639290225101e-09,4.3459257945788715e-08,5.89993809767098e-13,6.950228111068763e-09,1.4648490153431807e-06,1.0538657765569381e-05,6.336652508315939e-08,8.109036061088363e-14,1.0300388217960287e-09,1.931899292262055e-05,0.0001110883347429339,1.0266117360926154e-08,1.0112253522188041e-08,2.433629762462106e-05,2.8606895595129017e-08,1.6363106192759896e-12,3.552034322646216e-08,2.100282916576178e-12,1.6820463980043324e-09,3.501439747385714e-11,6.648087936734041e-08,5.351915863123661e-10,6.525193385581121e-10,2.585232700821615e-07,4.887034998048937e-07,5.321644927506578e-13,1.3372763806138253e-13,7.760923328474645e-15,1.822749328275619e-15,2.941341139757469e-08,1.7824368680707215e-11,1.764497435714726e-13,1.5511705514043605e-14,1.660681369467279e-11
1.4944443979125438e-05,0.7330648146720261,4.827584220142663e-05,7.821881192409216e-06,2.46762471002229e-05,0.0015613329332680925,0.0,0.0,0.00016367436395282889,2.508968807515676e-06,0.00023213624228053507,8.507130451455429e-06,2.824465675691933e-06,1.3716032848755378e-16,1.4069627136481415e-12,1.2099934367056882e-09,8.002728082179826e-06,3.0164882102648098e-05,2.9534430349041297e-08,7.427852313462056e-12,1.6197575887344832e-12,3.271664485387462e-16,9.742981610748529e-11,4.237482632014755e-09,4.052908987024919e-10,4.300996113272015e-08,3.4538881336998394e-15,1.0164111319512171e-10,6.413365845361863e-10,3.220499211933295e-12,1.2150172376989795e-09,3.8592169991026893e-14,5.918645854388146e-14,3.049355909636234e-11,3.76,0.0,0.6508423944917684,0.9985283932951092,0.0007075344793504203,1.5333867955026005e-05,0.16547653483290628,0.12961707631942382,0.03430337520552409,3.2307746050591785e-06,0.0006136691697145844,0.0006101804225534576,1.3955869009567826e-09,1.385937160971126e-10,1.0520605294859622e-14,0.0001678536036232526,7.416006087292772e-11,2.2847381887840815e-11,1.014048347326646e-05,7.123911148080445e-11,1.7954685830250054e-10,9.600459525426544e-17,3.9749632753843935e-11,1.5591155162871817e-13,6.046416269075021e-12,2.9360780585474005e-11,5.431936195531099e-18,5.790082454209786e-17,9.023115072277042e-08,2.0274159973244903e-12,7.1782745620077e-05,6.116228491960239e-05,4.549992386419533e-05,9.16719690897162e-06,0.0004392214665818742,0.0010426213046256742,0.0016151964428322851,8.100458772865377e-06,1.923412913310365e-06,2.514915875510175e-06,6.215871994779134e-06,1.8865900780130272e-05,0.000567028528850104,6.613405833041935e-05,0.0004166895995506491,3.509416875816991e-08,0.0001252493899738541,6.952243606487946e-09,4.427646372175895e-08,6.010835222576473e-13,7.01117622346411e-09,1.489641167404253e-06,1.0769061882351504e-05,6.475229565334627e-08,8.261418573783989e-14,1.049560893500137e-09,1.9696800458975398e-05,0.00011256385423978501,1.0464772803224238e-08,1.0204801911667418e-08,2.5015423104475226e-05,2.9029922141206484e-08,1.671738887853224e-12,3.5984716294141465e-08,2.1291069648451058e-12,1.7413879524309385e-09,3.592289743277116e-11,6.779371642206938e-08,5.457152566177927e-10,6.640499265055506e-10,2.653014021377122e-07,5.048122278716717e-07,5.464673763867243e-13,1.3720502963143497e-13,7.928106740779667e-15,1.861956319418463e-15,3.02739981910163e-08,1.8342147796144476e-11,1.817929161231439e-13,1.6026468737944567e-14,1.7161911025623997e-11
1.5050632350790513e-05,0.7332043562278305,4.877563467121621e-05,7.933262568781654e-06,2.496452888875686e-05,0.0015883142897261612,0.0,0.0,0.0001665720866733009,2.5649460842054793e-06,0.0002384253838241456,8.73611051212301e-06,2.8789290273593165e-06,1.4295128736519654e-16,1.4512603166360838e-12,1.236052102927037e-09,8.155267277806576e-06,3.071454526379698e-05,3.0323507763169683e-08,7.579372632395135e-12,1.6946597270280887e-12,3.425604602691155e-16,9.974967478688672e-11,4.401087040496124e-09,4.1805158660747135e-10,4.443698559947544e-08,3.650848250221581e-15,1.0638745456799464e-10,6.70872363890203e-10,3.3458215514337496e-12,1.2385018921712242e-09,4.0096690440730703e-14,6.164380337115901e-14,3.191760282455236e-11,3.76,0.0,0.6497360376407869,0.9985112330915662,0.0007212201467756526,1.5718947646626017e-05,0.16652651235732094,0.1304092456235667,0.03453728532111213,3.22633207634871e-06,0.0006136586194672948,0.0006185839882592726,1.414974687582988e-09,1.3885812023447644e-10,1.058270874393228e-14,0.0001706182371739103,7.626684178979601e-11,2.3493304026887967e-11,1.0443306845464368e-05,7.325886857775256e-11,1.8379014515896813e-10,9.871151894304848e-17,4.0869219851766454e-11,1.603031974221799e-13,6.216731341113266e-12,3.018744101658598e-11,5.585093213457529e-18,5.95333833777275e-17,9.322443420007505e-08,2.040817453223091e-12,7.316091079550476e-05,6.271961146227061e-05,4.590341784056497e-05,9.251904817954577e-06,0.00044330510750173826,0.0010600192649782307,0.0016434760333913496,8.22697741415172e-06,1.951406446492425e-06,2.55865903737714e-06,6.327324936598581e-06,1.9221028945461287e-05,0.0005779840009694865,6.802444924499171e-05,0.0004218491281457119,3.5413253671162205e-08,0.00012844138050924328,7.142416488885274e-09,4.51014338507896e-08,6.122785358511241e-13,7.0719052799245226e-09,1.5146381085022203e-06,1.1002402334731417e-05,6.615739656153584e-08,8.415247489255742e-14,1.0692736047294524e-09,2.0078578452694554e-05,0.00011405827275002536,1.0665456186311347e-08,1.029702964856047e-08,2.5709428724005726e-05,2.9457012310749903e-08,1.70760818320871e-12,3.6454940876836594e-08,2.1583295265205545e-12,1.8023387156663626e-09,3.684755037209138e-11,6.912159305526623e-08,5.563588414097069e-10,6.756836773718734e-10,2.7220117496903284e-07,5.213264937448616e-07,5.610421013210417e-13,1.4074384346329542e-13,8.097592725386092e-15,1.9017023532366443e-15,3.115229730915868e-08,1.8870446091747168e-11,1.8725292642858654e-13,1.655408773081273e-14,1.7731093830598595e-11
1.5156820722455588e-05,0.7333437396928097,4.9275713452819106e-05,8.045305127327647e-06,2.5253596384573274e-05,0.0016155392470696692,0.0,0.0,0.00016949947929776322,2.62186423190128e-06,0.00024483534493234516,8.969380088318119e-06,2.9339497866593914e-06,1.4893773088509111e-16,1.4966089557274604e-12,1.2624727770189652e-09,8.309435618327136e-06,3.127146118774511e-05,3.1127071663207155e-08,7.732800004599298e-12,1.7724372939501772e-12,3.585575487964923e-16,1.0211072213943946e-10,4.569695022172127e-09,4.3113664752292896e-10,4.589964251092876e-08,3.857463469212183e-15,1.113179081043399e-10,7.015311756113243e-10,3.4749598113649768e-12,1.2622589976397307e-09,4.1646588733491926e-14,6.418222081819987e-14,3.339617289982766e-11,3.76,0.0,0.6486308615979088,0.9984938457531009,0.0007350681159981804,1.61107023575402e-05,0.1675748280425033,0.13119954454281055,0.03477119149006486,3.221893236402233e-06,0.0006136479293241936,0.0006270409851682569,1.434486891474197e-09,1.3912183585074555e-10,1.0644634364799095e-14,0.00017340851022634292,7.841712130865267e-11,2.415248381605791e-11,1.075306119982021e-05,7.532020240892811e-11,1.881004200502808e-10,1.0147360812186638e-16,4.201168557546242e-11,1.64784590738568e-13,6.390527013423852e-12,3.103098642471459e-11,5.741371467220556e-18,6.119921290130091e-17,9.629345722628413e-08,2.0542129444964674e-12,7.45609047062051e-05,6.430415370204278e-05,4.630562315950373e-05,9.336351269337912e-06,0.0004473729575583505,0.0010775339774028736,0.001672004880675344,8.354336977296458e-06,1.979580424583944e-06,2.602767720842321e-06,6.43978875229603e-06,1.9579590574624743e-05,0.0005890630775822085,6.994968233002102e-05,0.0004270197939819027,3.5730944952776414e-08,0.0001316959371397762,7.336191567961181e-09,4.593413629396033e-08,6.235784156314328e-13,7.13241061875175e-09,1.5398390024444482e-06,1.1238681540860242e-05,6.758191122970441e-08,8.570516830391935e-14,1.0891763172507977e-09,2.046431846909735e-05,0.00011557167116292153,1.0868161743487128e-08,1.0388929000015654e-08,2.641854991274647e-05,2.9888193553197934e-08,1.7439186015870368e-12,3.693103921526419e-08,2.187953123575116e-12,1.864926421237757e-09,3.7788496033252244e-11,7.046452763018202e-08,5.671224821398078e-10,6.874202167563699e-10,2.79223595405145e-07,5.382531872759123e-07,5.758915298552157e-13,1.4434456033310603e-13,8.269392124908242e-15,1.941989963443104e-15,3.204849715656678e-08,1.9409371265962257e-11,1.928312259784994e-13,1.709476944658835e-14,1.831459967320587e-11
1.5288826918577642e-05,0.733516791766656,4.98977293082255e-05,8.185502950105814e-06,2.561401390284135e-05,0.0016497223351715914,0.0,0.0,0.0001731798579868808,2.693947613922509e-06,0.00025297414525176883,9.265408081265628e-06,3.0031231811952964e-06,1.5665947687902875e-16,1.5544728754813805e-12,1.2958246881964847e-09,8.503355682653608e-06,3.197399253439832e-05,3.21464001010971e-08,7.926201329189583e-12,1.8732662155013376e-12,3.793129166033472e-16,1.0510379370715363e-10,4.786437329603047e-09,4.4786385946337167e-10,4.776846398119306e-08,4.128365334411e-15,1.1771224494661927e-10,7.412596484340422e-10,3.640936699426555e-12,1.29217334206706e-09,4.36379743656561e-14,6.745375765323686e-14,3.5312664170348165e-11,3.76,0.0,0.6472586275455758,0.9984719125461805,0.0007525100160162283,1.660709470284344e-05,0.1688757095888425,0.1321793813754742,0.035061965981805464,3.216380310955456e-06,0.0006136344443937227,0.0006376285326380342,1.4589163431068786e-09,1.3944870929646108e-10,1.0721368306974804e-14,0.00017691290490690046,8.115169292264906e-11,2.4990670243829355e-11,1.1147944599176222e-05,7.794148129264691e-11,1.9355255386012875e-10,1.0498520167761451e-16,4.3464256160845334e-11,1.7048239648232162e-13,6.6114971910940116e-12,3.210348842355075e-11,5.9400564565589246e-18,6.331707235427773e-17,1.0021618689953376e-07,2.070857374757863e-12,7.633215946521725e-05,6.631223851574291e-05,4.6803775794512065e-05,9.44095449620956e-06,0.00045240726834033844,0.0010994677529884474,0.0017078161310117945,8.513822229693485e-06,2.01485369178168e-06,2.6581073406555264e-06,6.581000331504181e-06,2.0030099450136023e-05,0.0006030084468288286,7.239184922611133e-05,0.00043346222534328913,3.6123891494738625e-08,0.00013582996960090184,7.582152464588276e-09,4.698002725294244e-08,6.377712040257447e-13,7.207308078656948e-09,1.571450149930354e-06,1.1536508404196095e-05,6.937995908150491e-08,8.765536312244957e-14,1.1141819479543199e-09,2.0949355151775663e-05,0.00011747960419356723,1.1122962017629384e-08,1.050270296520727e-08,2.7321513433115212e-05,3.0429954225386124e-08,1.7896723652945319e-12,3.753111347140887e-08,2.2253420198398432e-12,1.9450554244310773e-09,3.8981141650334726e-11,7.215499344925706e-08,5.80670699061531e-10,7.021530233055791e-10,2.88125899317114e-07,5.59880805234776e-07,5.947386540928788e-13,1.4890775342951072e-13,8.48620321931633e-15,1.9928316763708527e-15,3.3187833148015694e-08,2.0094304627683847e-11,1.9993290299927278e-13,1.778543479848543e-14,1.9060305392842227e-11
