Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065)
5.436220817331796e-08,0.4757853892889911,1.7535601651007504e-15,3.67038367543351e-18,4.440238643741971e-18,3.2649888346796144e-17,0.0,0.0,3.1591867151094784e-11,1.3914940271573183e-16,1.106720570170228e-21,1.128358453695219e-22,5.5436573548374006e-24,2.3526110578287554e-50,1.1416837911137261e-35,1.0805332479619225e-21,4.408765443613668e-37,1.8828825866912284e-16,1.0718997034407898e-47,8.537404711685041e-40,3.4109642277392603e-44,1.1930398130086856e-43,2.5170612710336507e-22,6.87743279965562e-42,1.8844715608375483e-31,3.386247719526905e-45,1.357948486274849e-54,8.22084715467589e-42,3.02010083261709e-70,1.023534993549801e-57,1.2381481229423731e-29,3.7298615128998446e-61,1.2148008251277993e-55,8.086036127562214e-61,3.76,0.0,0.876121948484956,0.9999859390131132,1.338099486668677e-19,5.391490436374904e-43,1.3636415454483838e-08,9.175810423952866e-09,4.323000907822086e-09,1.3760372534352536e-10,1.4060955294617768e-05,3.0550407099774017e-19,6.1572310229044905e-31,4.441500272741368e-18,9.052920668655759e-23,3.6053952042790934e-16,6.570799970436558e-44,6.181984365905351e-44,2.874880734023995e-21,4.28254402044481e-44,1.7037486306457104e-26,2.6671154974112578e-49,3.9487898959885153e-44,3.1243097346554442e-46,3.46885657909592e-44,1.200259132265133e-43,8.677474190947287e-51,1.3643527239161995e-49,6.005432435157731e-45,9.413648342494374e-22,1.8828821073045936e-16,6.748046683976141e-23,2.3591155000612085e-11,6.677895958348888e-12,3.2822095292794233e-13,2.6563701533981146e-16,4.978645023314481e-13,3.633035438860777e-18,1.8710136624315427e-17,5.986929022021539e-20,1.469626956312097e-18,4.073568948051134e-19,1.9580291682812388e-16,3.576584471629008e-21,1.9473773404225872e-16,7.91631830089361e-16,2.674116553566558e-26,4.444694358220017e-36,3.1506663361972428e-21,2.4996988349585586e-26
5.6676663175442963e-08,0.47578538933800074,1.901075265388266e-15,4.129688674106235e-18,5.021917889489397e-18,3.692430918890516e-17,0.0,0.0,3.295844825901916e-11,1.513171258745872e-16,1.2528531029130773e-21,1.2490697644555774e-22,6.307796171118539e-24,3.0563044931837127e-50,1.346050732691019e-35,1.133134454525427e-21,5.250935801058005e-37,2.0466313493868042e-16,1.2738207273574073e-47,9.987785726979204e-40,3.9920682074611954e-44,1.3724254229092333e-43,2.525286572053553e-22,8.451080748022145e-42,2.13060083843687e-31,4.218487036671943e-45,1.6985239308619628e-54,9.842349464606053e-42,4.397485643313647e-70,1.3665674403875444e-57,1.3882386362691986e-29,5.027291098112735e-61,1.615923262774111e-55,1.1485404831558876e-60,3.76,0.0,0.8761219479030656,0.9999859390117427,1.5783625773386033e-19,6.406203222283331e-43,1.4216981821529809e-08,9.572238656474798e-09,4.507060635798683e-09,1.3768209769334705e-10,1.4060955298275461e-05,3.323465892019995e-19,6.983703065621838e-31,4.4440980084015546e-18,9.448043758360935e-23,3.922681567971093e-16,8.179174780537386e-44,7.430054557889754e-44,3.1432970138697126e-21,5.37244293007073e-44,1.8186837733328354e-26,3.328722356396654e-49,4.757163147244936e-44,3.861017711658649e-46,4.2998250219276675e-44,1.4907751233398001e-43,1.081010617856393e-50,1.6996531280109791e-49,7.805544465671383e-45,9.817725380555235e-22,2.0466308190101833e-16,7.65070699272282e-23,2.4579016520969725e-11,6.943121110580223e-12,3.5609324062311507e-13,3.006033791922896e-16,5.40709839996173e-13,3.950327852557399e-18,2.0266188414002302e-17,6.311020099658901e-20,1.5272491802760024e-18,4.4494250817316635e-19,2.1265426119238735e-16,3.910143829770988e-21,2.1144824580027908e-16,8.889149749196383e-16,3.0825039981767367e-26,5.03473137354474e-36,3.60595604338712e-21,2.766716901197358e-26
5.899111817756797e-08,0.4757853893870105,2.0541559890215906e-15,4.6242112534501216e-18,5.651465488453344e-18,4.155040141014904e-17,0.0,0.0,3.432675374683672e-11,1.6400037409503682e-16,1.4111685589015893e-21,1.3754550449202994e-22,7.135124390931965e-24,3.924632924888386e-50,1.5744950543607245e-35,1.1845923828026518e-21,6.2032729579979345e-37,2.2172067078680366e-16,1.502198624094232e-47,1.1606947248623458e-39,4.632359137406646e-44,1.5652998588356157e-43,2.5323344277596024e-22,1.0295352876136312e-41,2.396868941335446e-31,5.2022894481658004e-45,2.1025989722861095e-54,1.1684490570923952e-41,6.301651751499539e-70,1.8018567861083247e-57,1.5488943042412616e-29,6.684234458131357e-61,2.122958174013282e-55,1.605775209990902e-60,3.76,0.0,0.8761219473211753,0.9999859390103715,1.8493977433615059e-19,7.554252735095342e-43,1.4797548188191336e-08,9.968684466630345e-09,4.691120391130972e-09,1.377428632481057e-10,1.4060955301058774e-05,3.603241632031233e-19,7.881151173079828e-31,4.446112200329293e-18,9.843185485947663e-23,4.2534448922095046e-16,1.0088118162101563e-43,8.860553657517883e-44,3.4250705077987955e-21,6.675942361677093e-44,1.9370846723585828e-26,4.115605876904993e-49,5.686543406115686e-44,4.7283551564118755e-46,5.280511126321936e-44,1.8356869630450063e-43,1.334285988785175e-50,2.0978593074361024e-49,1.0035506103571867e-44,1.0221802495469161e-21,2.217206124161611e-16,8.63050556288817e-23,2.5565543862189582e-11,7.206862227625225e-12,3.850461868525966e-13,3.384741576881812e-16,5.852860073105392e-13,4.280870600407396e-18,2.1877946499653483e-17,6.637133033326633e-20,1.5834593699250926e-18,4.839321233256061e-19,2.3018646516473205e-16,4.260356823183941e-21,2.2882780086527664e-16,9.932047349359466e-16,3.5343721561206623e-26,5.674381955634742e-36,4.101979541902124e-21,3.046948149748716e-26
6.130557317969298e-08,0.47578538943602033,2.212759063210387e-15,5.155059247407839e-18,6.330642078454353e-18,4.654113660705376e-17,0.0,0.0,3.569677936994845e-11,1.771997964260667e-16,1.5821432873344968e-21,1.5073893414793352e-22,8.027345587990145e-24,4.985661928781129e-50,1.8283409360628212e-35,1.2349032262377455e-21,7.273829292985227e-37,2.3946086629095563e-16,1.7591501277145696e-47,1.340596434058415e-39,5.333644286053738e-44,1.7714141636589204e-43,2.5384380630460623e-22,1.2442741135720736e-41,2.6840067588410283e-31,6.356247083336983e-45,2.5781518267293007e-54,1.3764432133524607e-41,8.898596347730681e-70,2.348585813731955e-57,1.720333231639118e-29,8.776721254801354e-61,2.7573611157593074e-55,2.2126164780749533e-60,3.76,0.0,0.876121946739285,0.9999859390090059,2.1536825565733827e-19,8.846404489720391e-43,1.5378114554468413e-08,1.0365143906105787e-08,4.87518016749259e-09,1.3778997664845463e-10,1.4060955296459987e-05,3.894368370055777e-19,8.852505125352357e-31,4.447673917568191e-18,1.0238341654353247e-22,4.597690325102264e-16,1.2337610114782702e-43,1.0490721162646459e-43,3.720367071329353e-21,8.223362508897082e-44,2.05895707487188e-26,5.044650424898598e-49,6.748897218940243e-44,5.742343809732348e-46,6.429584532158703e-44,2.242440610627992e-43,1.6329167267846543e-50,2.567371175838336e-49,1.277374569095977e-44,1.0625879594070287e-21,2.3946080235930346e-16,9.690597378412182e-23,2.6550738826548977e-11,7.469127762395041e-12,4.1507367296095513e-13,3.7935950359751955e-16,6.315887306636257e-13,4.624655399589103e-18,2.3544705913012515e-17,6.965233867499487e-20,1.6382826746601102e-18,5.242887586616396e-19,2.4839785673417856e-16,4.627432871767629e-21,2.468742641749056e-16,1.1046539306571324e-15,4.0325385266830385e-26,6.36557691597856e-36,4.6401843956662195e-21,3.34024872791994e-26
6.362002818181798e-08,0.4757853894850301,2.3768414924207774e-15,5.7233245269748735e-18,7.061193621752672e-18,5.190938545250592e-17,0.0,0.0,3.706852090044622e-11,1.909160403193017e-16,1.7662538479782765e-21,1.644747669523885e-22,8.986070880644666e-24,6.270450966713324e-50,2.1088804829418993e-35,1.2840699947223735e-21,8.470769109021341e-37,2.578837215148355e-16,2.0468708015142604e-47,1.5396075532625273e-39,6.097569418434673e-44,1.9904627973022065e-43,2.543783196770206e-22,1.4928102165089257e-41,2.992739081188875e-31,7.700182433728832e-45,3.133689360218469e-54,1.6099666474339093e-41,1.2396344718847163e-69,3.0288383224437397e-57,1.902763894470922e-29,1.139217479776495e-60,3.5436911283007714e-55,3.008170582263735e-60,3.76,0.0,0.8761219461573947,0.9999859390076343,2.4937836955739305e-19,1.0293827915991949e-42,1.5958680920361047e-08,1.0761613914714607e-08,5.059239959980368e-09,1.3782650298466478e-10,1.406095529637497e-05,4.196846447148455e-19,9.900694053183258e-31,4.4488847467054245e-18,1.0633509027880526e-22,4.955422882537289e-16,1.4970916575366638e-43,1.2338592427654722e-43,4.0293527684881675e-21,1.0047804061226902e-43,2.1843068357776615e-26,6.13414708456141e-49,7.956808898745518e-44,6.92013647943478e-46,7.767057231734048e-44,2.719154750781009e-43,1.9826869602336503e-50,3.1172817795326187e-49,1.6108881612485695e-44,1.1029956749731213e-21,2.5788365180009805e-16,1.083413549849535e-22,2.7534603214015776e-11,7.72992611952501e-12,4.46169621335517e-13,4.2336894633740126e-16,6.796137533061285e-13,4.9816738441379784e-18,2.5265770308492527e-17,7.295295748052876e-20,1.6917460118543599e-18,5.659761357553666e-19,2.6728677046850207e-16,5.011580224865391e-21,2.6558550872086506e-16,1.2234079689618327e-15,4.5798982708051437e-26,7.110239445536773e-36,5.221977157699723e-21,3.6464744556921554e-26
6.593448318394299e-08,0.47578538953403987,2.546360556139773e-15,6.3300831941432e-18,7.84485146305457e-18,5.766791834194395e-17,0.0,0.0,3.8441974127027736e-11,2.0514975163528355e-16,1.9639770618484756e-21,1.7874056726276796e-22,1.0012821809954722e-23,7.813162104869405e-50,2.4173713225024687e-35,1.3321009612220412e-21,9.802356708332096e-37,2.7698923650912136e-16,2.367635388105258e-47,1.7588671897504687e-39,6.925625855525734e-44,2.2220916642899384e-43,2.5485173714854596e-22,1.7788726680633828e-41,3.323784709464745e-31,9.255160147506646e-45,3.778247870894965e-54,1.870799336760204e-41,1.705318364842899e-69,3.8678830245284096e-57,2.09638566803286e-29,1.4630445280905318e-60,4.509885471649908e-55,4.0393513648640584e-60,3.76,0.0,0.8761219455755044,0.9999859390062567,2.8723562014431836e-19,1.1908096651627305e-42,1.653924728586924e-08,1.1158092118001433e-08,5.243299764789992e-09,1.3785482051703398e-10,1.4060955300313592e-05,4.510676127933149e-19,1.1028646415144319e-30,4.449823510652937e-18,1.1028685096214246e-22,5.326647474974031e-16,1.8034696735703596e-43,1.4422998976721098e-43,4.352193891254315e-21,1.21852720944903e-43,2.3131398807948172e-26,7.403840364393545e-49,9.32348476633153e-44,8.280038172151613e-46,9.314309448017067e-44,3.274652341801554e-43,2.389836222104042e-50,3.757400043328977e-49,2.0140540072766611e-44,1.1434033988337567e-21,2.7698916079515004e-16,1.206427103240742e-22,2.8517138822251144e-11,7.989265655650772e-12,4.78327994947058e-13,4.706113961439453e-16,7.293568352643633e-13,5.351917423310707e-18,2.7040451951028525e-17,7.627297313116824e-20,1.7438774727184114e-18,6.089587164871712e-19,2.868515474802901e-16,5.4130059688924274e-21,2.8495941550985673e-16,1.3496051101771225e-15,5.17942375783367e-26,7.910285346717298e-36,5.848724189032489e-21,3.965481650005546e-26
6.8248938186068e-08,0.4757853895830496,2.7212738067889605e-15,6.976395760044752e-18,8.683332387718485e-18,6.382940603439595e-17,0.0,0.0,3.981713485491218e-11,2.1990157464971565e-16,2.175790049656543e-21,1.9352401281680955e-22,1.110903322342222e-23,9.651158048924357e-50,2.7550345823741825e-35,1.3790084161795004e-21,1.1276945209655112e-36,2.9677741130397587e-16,2.7237980070613434e-47,1.9995286874699018e-39,7.81915758775038e-44,2.4659055114761712e-43,2.552757683889554e-22,2.106440747445146e-41,3.677856563760007e-31,1.1043497499239367e-44,4.52139292076151e-54,2.1607498238192244e-41,2.31870685596621e-69,4.894470513476653e-57,2.3013893262269884e-29,1.860487441664054e-60,5.687542599645313e-55,5.361978767435219e-60,3.76,0.0,0.8761219449936141,0.9999859390048832,3.292142736389912e-19,1.3701188071861414e-42,1.711981365099299e-08,1.1554576673428718e-08,5.427359578969529e-09,1.3787677473565973e-10,1.4060955298323628e-05,4.835857617746674e-19,1.2239289980322331e-30,4.4505513746703005e-18,1.142386789406932e-22,5.71136892772257e-16,2.157910781036507e-43,1.676356880793509e-43,4.689056974118566e-21,1.4674799916408323e-43,2.4454621807950426e-26,8.874973793393686e-49,1.0862757179975799e-43,9.841526121197606e-46,1.1094114161689556e-43,3.918492320095146e-43,2.8610735770392983e-50,4.498272975611756e-49,2.498019887610683e-44,1.1838111199883342e-21,2.9677732938049925e-16,1.3384153118403053e-22,2.949834744661226e-11,8.247154679682788e-12,5.115427969008868e-13,5.211951481977661e-16,7.808137532547499e-13,5.735377535709032e-18,2.8868071680312885e-17,7.961221469942762e-20,1.7947058759237655e-18,6.532017259501575e-19,3.0709053539329955e-16,5.831916034935894e-21,3.049938735247526e-16,1.4833767258980081e-15,5.834164114242318e-26,8.76762326874237e-36,6.521752513204974e-21,4.297127739765689e-26
7.0563393188193e-08,0.47578538963205935,2.901539067751257e-15,7.663307311241335e-18,9.578338680108733e-18,7.040642028872129e-17,0.0,0.0,4.1193998905756137e-11,2.351721520596768e-16,2.4021702603187668e-21,2.0881293288667944e-22,1.2276056139575711e-23,1.182508940231281e-49,3.123053202627974e-35,1.4248076823116262e-21,1.2902966025895548e-36,3.1724824592186034e-16,3.1177921847498514e-47,2.2627586787149912e-39,8.779368326290748e-44,2.7214746896980503e-43,2.55659703040405e-22,2.479750585812317e-41,4.055661789576737e-31,1.3088773594708439e-44,5.373218292805118e-54,2.481653161096409e-41,3.118631233943304e-69,6.14114314483314e-57,2.517957513700968e-29,2.3443389621795775e-60,7.112212830249332e-55,7.041967863921103e-60,3.76,0.0,0.8761219444117238,0.9999859390035087,3.7559728453460147e-19,1.5685481989209456e-42,1.7700380015732302e-08,1.1951066152558742e-08,5.611419400230619e-09,1.378937963672527e-10,1.4060955295917193e-05,5.172391075770668e-19,1.3535551815102579e-30,4.451115757474091e-18,1.181905590661972e-22,6.109591996708627e-16,2.5657907314351275e-43,1.9380726697000952e-43,5.040108805436627e-21,1.7558572865504376e-43,2.5812797562488504e-26,1.0570334433368037e-48,1.2589088372611744e-43,1.1625268794508686e-45,1.3130660389518878e-43,4.661001449441668e-43,3.403591412675131e-50,5.351207345640837e-49,3.0752056591872405e-44,1.224218839900824e-21,3.172481575844185e-16,1.4796928905717236e-22,3.047823088015492e-11,8.503601453079299e-12,5.45808069997995e-13,5.752278867040077e-16,8.339803005987662e-13,6.132045500259561e-18,3.0747958857903585e-17,8.297054457776279e-20,1.844260430559705e-18,6.9867116496421695e-19,3.2800208830908e-16,6.268515206326252e-21,3.256867796859759e-16,1.6248475478580882e-15,6.547244774321495e-26,9.684154945270505e-36,7.242350690706295e-21,4.641271718524306e-26
7.287784819031801e-08,0.47578538968106915,3.0871144314807923e-15,8.391847667420407e-18,1.0531558182053989e-17,7.741143449535794e-17,0.0,0.0,4.2572562117570095e-11,2.509621249898031e-16,2.6435954917069986e-21,2.2459533678584326e-22,1.351516057347761e-23,1.4378971075627683e-49,3.522570541577791e-35,1.4695163408431497e-21,1.468891894522026e-36,3.3840174038477575e-16,3.552130756619343e-47,2.549736200110456e-39,9.807328396961642e-44,2.9883412814511805e-43,2.5601090530266365e-22,2.903301667112689e-41,4.457901862513228e-31,1.5415837366601673e-44,6.344344148038501e-54,2.8353689673174756e-41,4.1521668604303204e-69,7.644557625650293e-57,2.746265192359426e-29,2.928962577302177e-60,8.823696164926884e-55,9.156609913350024e-60,3.76,0.0,0.8761219438298334,0.9999859390021268,4.2667622205162215e-19,1.787375872566839e-42,1.828094638008717e-08,1.2347559448830626e-08,5.795479226800695e-09,1.3790699374588366e-10,1.4060955298810586e-05,5.520276625310671e-19,1.4920358272865244e-30,4.451553392687356e-18,1.2214247972894197e-22,6.521321380792079e-16,3.0328552913575788e-43,2.2295694503090614e-43,5.405516436120686e-21,2.0882052062176715e-43,2.7205986595632375e-26,1.2514296334680735e-48,1.451757411134984e-43,1.3653143963560356e-45,1.5449575313084518e-43,5.51330630359179e-43,4.025078903797304e-50,6.328290846616349e-49,3.759392646547885e-44,1.264626567445745e-21,3.3840164543464213e-16,1.6305743538791699e-22,3.145679091363627e-11,8.758614190117669e-12,5.811178963059374e-13,6.32816688928025e-16,8.888522871383788e-13,6.541912564955328e-18,3.2679451302561514e-17,8.634785114106642e-20,1.8925704766778342e-18,7.453338153610544e-19,3.495845667738408e-16,6.723007126179275e-21,3.4703603881308963e-16,1.7741359081759848e-15,7.32186703282963e-26,1.0661775433326299e-35,8.011769700562016e-21,4.997774478443428e-26
7.750675819456802e-08,0.47578538977908874,3.474029171654491e-15,9.97785862628774e-18,1.261931632069368e-17,9.275486823517042e-17,0.0,0.0,4.5334769457422484e-11,2.8410281408367387e-16,3.1734940256708814e-21,2.575936400491659e-22,1.6214305494770518e-23,2.0819828370894236e-49,4.420471052708912e-35,1.5557402396582366e-21,1.8774908169279815e-36,3.827567088699741e-16,4.55228728532614e-47,3.1997072519264285e-39,1.207015053737501e-43,3.5540249927498095e-43,2.566370237088783e-22,3.9204798896538674e-41,5.3384647146539855e-31,2.1021110506516452e-44,8.689592039690193e-54,3.6487886591525694e-41,7.158311378583314e-69,1.1590865171946434e-56,3.238762910880663e-29,4.466530355099569e-60,1.328939941764857e-54,1.506447606210219e-59,3.76,0.0,0.8761219426660527,0.9999859389993601,5.441307890205841e-19,2.2915367558747532e-42,1.9442079107643606e-08,1.3140554293274724e-08,6.163598890743272e-09,1.3792512039658762e-10,1.4060955303118031e-05,6.250104355432011e-19,1.7967306863434376e-30,4.452154632449602e-18,1.3004640849763292e-22,7.385317654497334e-16,4.1694290616094494e-43,2.9107934534817675e-43,6.1800686453382115e-21,2.9047094643116282e-43,3.009764709468935e-26,1.7253706092837244e-48,1.904458037997813e-43,1.85349498120808e-45,2.104433378691935e-43,7.596001560604173e-43,5.53828126409075e-50,8.70728288411999e-49,5.511262007875663e-44,1.3454420220799167e-21,3.827566001207731e-16,1.9624059816650875e-22,3.340994793196563e-11,9.264370177938586e-12,6.548477306711608e-13,7.590877826970217e-16,1.0036958992717568e-12,7.401208669586237e-18,3.6694645091587774e-17,9.315904727146123e-20,1.9855740175647407e-18,8.421097676897994e-19,3.9475577456175685e-16,7.686478127630393e-21,3.916952745104611e-16,2.096607937686399e-15,9.068918161030858e-26,1.2807831128166664e-35,9.701891497919528e-21,5.747310643292181e-26
8.213566819881804e-08,0.47578538987710833,3.881688080349799e-15,1.1742367463354557e-17,1.4959822913506917e-17,1.0995755074246228e-16,0.0,0.0,4.810372390248634e-11,3.1932873971245654e-16,3.769315470129233e-21,2.9242726673100455e-22,1.9215111999280304e-23,2.939536275340095e-49,5.457054192340195e-35,1.6378456781521342e-21,2.360393702526183e-36,4.298423168158043e-16,5.745948128803124e-47,3.9590923135891326e-39,1.4613766832990429e-43,4.158923571464654e-43,2.571877016601285e-22,5.199477435970124e-41,6.325047396544026e-31,2.80837372287356e-44,1.1652510540580221e-53,4.616309605097372e-41,1.1934784059595655e-68,1.7121990921519817e-56,3.780143985772243e-29,6.623933845675708e-60,1.9499769840995806e-54,2.398616656914766e-59,3.76,0.0,0.876121941502272,0.999985938996594,6.840800472640574e-19,2.8936171493917344e-42,2.06032118336623e-08,1.393355639897747e-08,6.5317185630980855e-09,1.379359701755154e-10,1.40609552994629e-05,7.025341343736141e-19,2.1403532053940365e-30,4.45251469413718e-18,1.3795041426635238e-22,8.303394515153121e-16,5.621362958504932e-43,3.738601699873084e-43,7.014055471987888e-21,3.9603831754375295e-43,3.3130089373833125e-26,2.33215212710761e-48,2.4577341668813607e-43,2.4686785475504432e-45,2.8112946291438025e-43,1.0272809753786865e-42,7.472621205647093e-50,1.1748341509784504e-48,7.894657890846849e-44,1.4262574759318345e-21,4.298421935391362e-16,2.3364222512026013e-22,3.5357832781781926e-11,9.764487423959258e-12,7.326857261561385e-13,9.008530594348463e-16,1.1253113956169254e-12,8.313194649659016e-18,4.090852180184318e-17,1.00045239248453e-19,2.0739473381561166e-18,9.432793555843072e-19,4.425911707750846e-16,8.723935664576808e-21,4.389549757099701e-16,2.4516200846242204e-15,1.1102428192945766e-25,1.5220826389535386e-35,1.1601407442349147e-20,6.544669102919189e-26
8.676457820306805e-08,0.4757853899751277,4.3097654038837246e-15,1.3693077909639626e-17,1.756606674178078e-17,1.291157913496928e-16,0.0,0.0,5.087939273717093e-11,3.5664497488866866e-16,4.4348957789038546e-21,3.2900829595363006e-22,2.2525099802748178e-23,4.058416704448574e-49,6.639953156907596e-35,1.7160062516389e-21,2.9245574300370187e-36,4.796585642271188e-16,7.156050311742311e-47,4.8376929077523825e-39,1.7442587985606169e-43,4.798850564911108e-43,2.576842529761147e-22,6.786408940036391e-41,7.423067889214014e-31,3.6848781464046217e-44,1.5336666132246822e-53,5.753515993430489e-41,1.931594334355878e-68,2.4715038044165512e-56,4.3715718067867817e-29,9.584619903872473e-60,2.7957980210019453e-54,3.710190799611488e-59,3.76,0.0,0.8761219403384912,0.9999859389938208,8.491592474292187e-19,3.6052581747074877e-42,2.1764344558143248e-08,1.472656282811423e-08,6.8998382391623874e-09,1.379424856150079e-10,1.4060955296584018e-05,7.845987917424616e-19,2.525241837719708e-30,4.452731102390071e-18,1.4585446581577385e-22,9.275588252124448e-16,7.448909035358582e-43,4.7328442841430035e-43,7.908823269111019e-21,5.304649227660175e-43,3.6303799434980145e-26,3.0974067223183583e-48,3.125976918616559e-43,3.232886643873267e-45,3.691423534614595e-43,1.3664825099894562e-42,9.90879819466067e-50,1.557832760290607e-48,1.1078503795230661e-43,1.5070729285810103e-21,4.79658425736972e-16,2.755131933589858e-22,3.730045970665256e-11,1.0259029971210825e-11,8.145859112270677e-13,1.0589476893162412e-15,1.2536658411286088e-12,9.277798499896391e-18,4.531608024447116e-17,1.0700601772169959e-19,2.157914685771836e-18,1.0486044778507919e-18,4.9307786846187e-16,9.83696859652477e-21,4.887986614670067e-16,2.8399112767759683e-15,1.3450693283007595e-25,1.791570578122798e-35,1.371906150687613e-20,7.388822912853035e-26
9.139348820731806e-08,0.4757853900731473,4.757939529509523e-15,1.5837462836589337e-17,2.0450811137917592e-17,1.5032438472709494e-16,0.0,0.0,5.3661743499685536e-11,3.960565680485494e-16,5.1740770412994e-21,3.67252622273222e-22,2.6150744320408795e-23,5.492240298073431e-49,7.976109346901351e-35,1.790397329659325e-21,3.5769704297233734e-36,5.322054510675108e-16,8.806770569620926e-47,5.845442422156898e-39,2.0559472764087166e-43,5.469571924297385e-43,2.5814018003764555e-22,8.7321861234089e-41,8.637862936846585e-31,4.75820328919889e-44,1.9853649145816704e-53,7.076229199157452e-41,3.044352069763421e-68,3.4948061835605294e-56,5.014122140885016e-29,1.3568715024847494e-59,3.926575957263027e-54,5.592937650784921e-59,3.76,0.0,0.8761219391747105,0.9999859389910365,1.0421345172721557e-18,4.438713662997455e-42,2.2925477281086492e-08,1.5519571814727443e-08,7.267957916111196e-09,1.379464355024962e-10,1.4060955297971088e-05,8.71204427308375e-19,2.9537338523609642e-30,4.452862480301919e-18,1.5375854447094682e-22,1.0301934771843437e-15,9.719120400288346e-43,5.9146495378831436e-43,8.865722919010678e-21,6.993358158208365e-43,3.9619262532703185e-26,4.049689444150422e-48,3.9246211751432956e-43,4.1702230342071444e-45,4.773183863435453e-43,1.7909046248476684e-42,1.2936647994552097e-49,2.0338463667688012e-48,1.5262882520065245e-43,1.5878883832490682e-21,5.322052967186033e-16,3.2210404853764933e-22,3.923784291361147e-11,1.074806113335332e-11,9.005029044802993e-13,1.2341975045922822e-15,1.3887265571300862e-12,1.0294947491624229e-17,4.991244630150596e-17,1.140410720783856e-19,2.237692199451661e-18,1.1578587368681248e-18,5.462030806769099e-16,1.1027148253074252e-20,5.412099736065551e-16,3.2621384240316453e-15,1.6143181075136636e-25,2.090733005171619e-35,1.606307898775759e-20,8.278786130544497e-26
9.602239821156808e-08,0.4757853901711669,5.2258929344554135e-15,1.8182768367815354e-17,2.362659586600522e-17,1.7367663013085993e-16,0.0,0.0,5.645074397947663e-11,4.375685432424098e-16,5.9907074012323256e-21,4.070799323520134e-22,3.0097552181065517e-23,7.300380876883871e-49,9.47177341647807e-35,1.861192334122767e-21,4.3246321910408716e-36,5.874829772876462e-16,1.072351480311885e-46,6.992389461737806e-39,2.3965892082751938e-43,6.1668874576541746e-43,2.5856395797958953e-22,1.109270138305264e-40,9.974691003227004e-31,6.057002505357761e-44,2.532287607807246e-53,8.600465159569167e-41,4.685228330394394e-68,4.851324187027667e-56,5.708792494269775e-29,1.8837104939135487e-59,5.413414197728249e-54,8.238776692398484e-59,3.76,0.0,0.8761219380109297,0.9999859389882466,1.2659005802933668e-18,5.406840446273327e-42,2.4086610002492018e-08,1.6312582337136008e-08,7.636077592312087e-09,1.3794884315629754e-10,1.406095529819333e-05,9.623510524343468e-19,3.42816532986443e-30,4.452942743811372e-18,1.6166263943304276e-22,1.1382469656302832e-15,1.2506117771837683e-42,7.30642499748362e-43,9.886109850614235e-21,9.089183015016024e-43,4.307696189697034e-26,5.2205938587741114e-48,4.870154120696506e-43,5.306915020006577e-45,6.0874715189314805e-43,2.3159423189300018e-42,1.6655502091164297e-49,2.618489878088895e-48,2.0682438258698196e-43,1.6687038383192679e-21,5.874828064737774e-16,3.7366500219925366e-22,4.116999657323903e-11,1.1231643502989006e-11,9.903919029746504e-13,1.4274191189382975e-15,1.5304611187186592e-12,1.136456823059343e-17,5.469286988736559e-17,1.2115015619477542e-19,2.3134871885672734e-18,1.2708269657766851e-18,6.019541194705876e-16,1.2296028667679901e-20,5.961726755436464e-16,3.7188823031737095e-15,1.9210516857463152e-25,2.4210483738917007e-35,1.8641192322274395e-20,9.213613492890362e-26
