Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215)
8.030051227055818e-09,0.7976071241635109,1.764879727343406e-08,1.0073297985544117e-10,8.59858504786579e-11,4.388758695399973e-10,0.0,0.0,1.038887419709403e-07,6.243702982524816e-12,6.444138917414643e-13,2.894183870253586e-13,1.692863608225246e-13,1.0500709993194206e-26,2.1541002877432563e-18,3.2782931161223506e-11,4.3853456027900563e-11,2.1700846797369496e-10,1.9974661253986854e-26,5.678696421272025e-18,1.9275784911871014e-23,1.121288000612809e-22,9.838544440655294e-11,1.5776860405272224e-23,2.8448199108518036e-16,1.0432274121969635e-27,1.3934712745912627e-29,4.008089044223244e-22,4.4612894440910816e-24,2.4413306265994573e-24,4.587808869085823e-18,4.343655745912761e-27,2.0058002472666699e-28,1.921662836906867e-27,3.76,0.0,0.5933074159979076,0.9982257699657008,9.842205303208865e-13,1.0474636024607599e-13,0.001162020221417379,0.0009104533518670612,0.00021349651504028725,3.78895207118426e-05,0.0017741253614357768,8.384737950258611e-08,9.494660453929628e-14,6.823034876786408e-09,1.1983741273384693e-16,9.076268401821804e-10,8.070441508413405e-22,1.3047627597268121e-20,5.911013593447389e-12,1.2080855789937937e-21,7.515684454201986e-14,5.701125089548532e-28,1.641617709532528e-20,2.3802321989781272e-23,6.393040952043099e-22,6.71709940454102e-21,3.5672443433198844e-29,3.099270749199495e-28,2.122857361190504e-24,9.224591334640373e-14,2.1688930581218038e-10,5.0032566227370754e-14,7.37985260521781e-08,1.2624189954281276e-08,1.2822837096656583e-08,3.3471348666890224e-11,1.1985527090944978e-08,3.367542389466211e-09,2.953158036999561e-09,1.0606116846501908e-10,9.54260869334112e-10,1.1348275417240358e-11,2.8289798984267946e-09,7.202353668772443e-15,2.6530076438822204e-09,1.9378761921103885e-13,4.997720007192434e-16,1.7117091266721557e-17,2.4229596448970125e-15,1.0554387613664104e-19,2.1522548840183615e-12,1.2333587398874936e-10,1.7582378168289886e-13,2.0560351627688736e-09,2.4486142959757393e-20,4.755356749761358e-16,2.690422175554383e-12
8.175597493544513e-09,0.7976102581091179,1.824554876202016e-08,1.057049781709011e-10,9.054870266413809e-11,4.620067510797744e-10,0.0,0.0,1.0576961457469981e-07,6.471564017951859e-12,6.815333011893408e-13,3.064598708567209e-13,1.7968241561004414e-13,1.1435087593388137e-26,2.2599857696782046e-18,3.400935353468925e-11,4.597240214703597e-11,2.250479049648318e-10,2.1893886861741186e-26,6.102010119689883e-18,2.1197928231084265e-23,1.2318490385060763e-22,9.992729980844928e-11,1.7728502759385877e-23,3.0243917159585145e-16,1.1665136654979928e-27,1.5645236015311273e-29,4.408321064369392e-22,4.989471277170057e-24,2.728144602682457e-24,4.84542021750364e-18,4.88564827825831e-27,2.2707364804721215e-28,2.178301555151435e-27,3.76,0.0,0.5932863743447222,0.9982257680568108,1.054789678112038e-12,1.117369644797709e-13,0.001183062739947321,0.0009275616546024277,0.00021741983892821235,3.7893908710990906e-05,0.0017741253588136083,8.699765693461235e-08,1.0023821944735451e-13,6.82456466530197e-09,1.2220191536346808e-16,9.417663072217175e-10,8.958960126172104e-22,1.4270203439887125e-20,6.134550293406879e-12,1.341389951764976e-21,7.682979432402511e-14,6.35060467386375e-28,1.802170617589133e-20,2.622378507067855e-23,7.051845391522161e-22,7.330102639022634e-21,3.9728318149152253e-29,3.452214114101759e-28,2.399646059640481e-24,9.400638145170781e-14,2.2492171369774906e-10,5.2680829282874955e-14,7.504542296801174e-08,1.2734750770572513e-08,1.3232763320298212e-08,3.519525486145746e-11,1.2384283697150032e-08,3.477852001110857e-09,3.0124139445502892e-09,1.0837200136700556e-10,9.742552536352148e-10,1.1816620425105321e-11,2.9257968105184855e-09,7.43380757038091e-15,2.7448783405748667e-09,2.0142252827353522e-13,5.26422565355657e-16,1.8395622640948234e-17,2.5545332888377522e-15,1.1070511820675438e-19,2.19725821376977e-12,1.2755528278303745e-10,1.8345962698668981e-13,2.08120466406385e-09,2.5587754796383515e-20,4.970956625770431e-16,2.802576443465851e-12
8.321143760033207e-09,0.7976133919540355,1.8851327878733618e-08,1.1082854883947967e-10,9.526648314869886e-11,4.859120395864879e-10,0.0,0.0,1.0765041736561434e-07,6.7034902817881465e-12,7.200373813188575e-13,3.241327792219687e-13,1.904981996420396e-13,1.2438368074617865e-26,2.3696056349291906e-18,3.52535581076885e-11,4.8154085145501266e-11,2.332338690391193e-10,2.3953928207015735e-26,6.548530692271944e-18,2.3266331884047806e-23,1.3506723923724172e-22,1.0145026503473533e-10,1.9880977260534357e-23,3.211759646173546e-16,1.3016054056423347e-27,1.7531010730390488e-29,4.8402754644811825e-22,5.569437878135251e-24,3.0427823677202647e-24,5.112587928618741e-18,5.4829634401557614e-27,2.5648090207819984e-28,2.46357368659597e-27,3.76,0.0,0.5932653334305444,0.9982257661477012,1.1290335132612524e-12,1.19062032900254e-13,0.0012041045712762512,0.0009446698373494852,0.00022134310722629128,3.789766558747883e-05,0.0017741253558478964,9.020655719885267e-08,1.0572114225740911e-13,6.825933422672519e-09,1.2456641829128828e-16,9.765409258689645e-10,9.926712129071812e-22,1.5582061008203022e-20,6.362297291561781e-12,1.4866017556789623e-21,7.85053492654939e-14,7.060069707148776e-28,1.975116369592098e-20,2.8840334294994783e-23,7.764462952955418e-22,7.98622057165502e-21,4.415800780736783e-29,3.8377423022330056e-28,2.7066130356968875e-24,9.576681834518502e-14,2.33100387976679e-10,5.5417252723573674e-14,7.62894908809863e-08,1.2843340554811216e-08,1.3647629709048964e-08,3.697364839021971e-11,1.2788561416132032e-08,3.5894913532212305e-09,3.071830993181606e-09,1.1068543475513001e-10,9.942388839193607e-10,1.2294455021906349e-11,3.0241065564985575e-09,7.668328120599323e-15,2.8381778653986333e-09,2.091855122372495e-13,5.54001011277613e-16,1.9744944807689746e-17,2.6902356998481964e-15,1.1600255157009828e-19,2.242174863702071e-12,1.318340545011084e-10,1.912734318507542e-13,2.1060465714791648e-09,2.6715002579639372e-20,5.191590657478514e-16,2.9171218144397178e-12
8.466690026521901e-09,0.797616525698266,1.946611029319753e-08,1.1610554434126282e-10,1.00141612646168e-10,5.106033164949546e-10,0.0,0.0,1.0953115039746497e-07,6.939480812829548e-12,7.59949725662976e-13,3.424461827597269e-13,2.0174183890936572e-13,1.351472839930056e-26,2.4830661309074316e-18,3.651527351021546e-11,5.03991626770901e-11,2.415663607307816e-10,2.6161934558213464e-26,7.019084589985976e-18,2.548865323177816e-23,1.47817587372676e-22,1.0295454686097303e-10,2.2250903095400158e-23,3.4071056419500917e-16,1.4493735434665964e-27,1.960657992770131e-29,5.305824790422455e-22,6.2052366637078466e-24,3.387384923350111e-24,5.389493714810027e-18,6.1400106132447185e-27,2.890594497187618e-28,2.7800609198924853e-27,3.76,0.0,0.5932442932553403,0.9982257642382684,1.2070740910256015e-12,1.2673135856062068e-13,0.0012251457154258006,0.0009617778343559379,0.000225266313982846,3.790086307561386e-05,0.0017741253526399954,9.347408006144141e-08,1.113985978603394e-13,6.827159450119508e-09,1.2693090840081132e-16,1.0119506756313398e-09,1.0979150705993802e-21,1.6987930077374327e-20,6.594256085820349e-12,1.6445409988140518e-21,8.018348000612991e-14,7.833801133409521e-28,2.1611628496258364e-20,3.1663650608528637e-23,8.534164147973216e-22,8.687606606467675e-21,4.898813042243219e-29,4.258179795161964e-28,3.0464235988272305e-24,9.752722050496781e-14,2.4142532545308464e-10,5.824306062562206e-14,7.753074910392944e-08,1.2950027846849645e-08,1.4067391657789912e-08,3.8807174703931176e-11,1.3198328792435247e-08,3.7024414024077233e-09,3.1314063219618695e-09,1.1300144512313824e-10,1.0142114826422977e-09,1.2781764908877538e-11,3.1239050527348273e-09,7.90591155702878e-15,2.9329014980881086e-09,2.1707529274300608e-13,5.825239463664858e-16,2.1167688360490373e-17,2.8300926356804506e-15,1.2143649162950698e-19,2.2870035785809298e-12,1.3617162085867496e-10,1.9926607729950626e-13,2.130565284712307e-09,2.7867900178247494e-20,5.417262190270965e-16,3.0340610789166763e-12
8.612236293010596e-09,0.7976196593418112,2.0089872239121532e-08,1.2153780699118764e-10,1.0517650803793216e-10,5.360921313375587e-10,0.0,0.0,1.1141181372612138e-07,7.179534650155402e-12,8.012938205871849e-13,3.614090155401639e-13,2.1342143549179817e-13,1.4668553680040663e-26,2.6004761244696864e-18,3.779423149815099e-11,5.2708282778952824e-11,2.500453803073887e-10,2.852525278874313e-26,7.514512100890567e-18,2.7872760462950433e-23,1.6147876617154924e-22,1.0444035426435403e-10,2.4855948746632383e-23,3.6106116602461246e-16,1.6107342985440445e-27,2.1887422033803286e-29,5.806914156086497e-22,6.901151922192174e-24,3.764215394720468e-24,5.676319737427709e-18,6.861452103240933e-27,3.2508429645285954e-28,3.130523554341484e-27,3.76,0.0,0.5932232538190761,0.9982257623284367,1.2890353243560797e-12,1.347548350916969e-13,0.0012461861724174497,0.0009788855873464858,0.00022918945392404208,3.7903564756792736e-05,0.0017741253492633406,9.680022507932891e-08,1.1727380072633504e-13,6.828258968853312e-09,1.2929537406604768e-16,1.0479955336981771e-09,1.2121995827705948e-21,1.849269884715968e-20,6.830428157995798e-12,1.8160677316049182e-21,8.186416038568827e-14,8.67629742269176e-28,2.361044433827251e-20,3.4705875942559445e-23,9.364350706472433e-22,9.436478748418774e-21,5.424665324130691e-29,4.715969133236414e-28,3.4219247355691116e-24,9.928758480738085e-14,2.498965227217902e-10,6.115947037863835e-14,7.8769216950568e-08,1.3054879011467719e-08,1.4492005824040706e-08,4.069647334111416e-11,1.3613555194363877e-08,3.816683366921412e-09,3.1911371305092823e-09,1.1532001328556812e-10,1.0341728094001514e-09,1.3278535673278117e-11,3.2251883112849724e-09,8.146555263982107e-15,3.0290446186117287e-09,2.2509061279601702e-13,6.120080587313093e-16,2.266653903913986e-17,2.9741285910840968e-15,1.2700723085669383e-19,2.3317432841652147e-12,1.4056741682639163e-10,2.074384571828608e-13,2.1547651445435003e-09,2.904645907116907e-20,5.647974277452173e-16,3.1533970179928215e-12
8.903328825987983e-09,0.7976259263268523,2.136424234269462e-08,1.3287545322216848e-10,1.1573524554363341e-10,5.895084176296073e-10,0.0,0.0,1.1517293150736471e-07,7.671828401425631e-12,8.883706795613648e-13,4.0131803178455605e-13,2.381207890359136e-13,1.7227231976930468e-26,2.84759311173141e-18,4.040281797452156e-11,5.7521195555888045e-11,2.6744300298996337e-10,3.37482021467188e-26,8.583418098682697e-18,3.315885586775672e-23,1.9171001228646643e-22,1.0735738941195001e-10,3.084760021706606e-23,4.0428313830584677e-16,1.978133315616058e-27,2.713178067140095e-29,6.923863769894253e-22,8.491708994310738e-24,4.6242503672407255e-24,6.2804633628506205e-18,8.517484317099276e-27,4.086645119087297e-28,3.945361960517626e-27,3.76,0.0,0.5931811771632309,0.9982257585073875,1.4652246831679697e-12,1.519043092481308e-13,0.0012882650250123438,0.0010131001608001723,0.00023703551522231327,3.790769945329559e-05,0.0017741253421844159,1.0362837889620438e-07,1.296302541538207e-13,6.830134290095498e-09,1.3402419206412545e-16,1.1219904733814318e-09,1.470316658464116e-21,2.1819294257814615e-20,7.315417992928903e-12,2.2035310798916434e-21,8.523307945909063e-14,1.0586706102687e-27,2.805385689342402e-20,4.149797849050534e-23,1.12204580701693e-21,1.1085880400738882e-20,6.616776207111594e-29,5.753985499201664e-28,4.29234876610845e-24,1.0280818908690629e-13,2.672776821024068e-10,6.726893335026802e-14,8.123785876147014e-08,1.3259327951011226e-08,1.5355623525402716e-08,4.4644917154858546e-11,1.4460266525607077e-08,4.0489692073264e-09,3.3110542814960923e-09,1.1996476535490528e-10,1.0740608474567563e-09,1.4300401711276471e-11,3.4321936243657814e-09,8.637018589708892e-15,3.2255713289706477e-09,2.4149295309778705e-13,6.739269759784534e-16,2.5903584116259346e-17,3.2748294965961343e-15,1.3856016843146126e-19,2.420952179586476e-12,1.4953145405366466e-10,2.243260625142391e-13,2.202225377189338e-09,3.148059541766844e-20,6.124530979676366e-16,3.399270020712699e-12
9.165312105667631e-09,0.797631566269064,2.2541657747887573e-08,1.4362862864917614e-10,1.2580868032099691e-10,6.404258913895762e-10,0.0,0.0,1.1855769972640472e-07,8.128779651088371e-12,9.718699063743448e-13,4.395440809158478e-13,2.61921969808797e-13,1.9843530808585877e-26,3.084651127561024e-18,4.280688895515411e-11,6.207815155307358e-11,2.836019868041459e-10,3.905778306389713e-26,9.639213143347556e-18,3.8552878388692876e-23,2.22483603315547e-22,1.0992166060902068e-10,3.7244584370342175e-23,4.461560424257212e-16,2.365446901386553e-27,3.272973255533698e-29,8.0717085038046e-22,1.0176966571804157e-23,5.533865581248485e-24,6.8599563548072724e-18,1.0280401762833584e-26,4.988158376162225e-28,4.8265715978641584e-27,3.76,0.0,0.5931433106998031,0.9982257550666824,1.638484790798244e-12,1.6865129154987174e-13,0.0013261336424808853,0.0010438919828337592,0.0002440967003138201,3.7910226483932006e-05,0.0017741253356103877,1.0997419715886773e-07,1.4145939284677543e-13,6.8315173554102e-09,1.3827995297313719e-16,1.1907577218392563e-09,1.739853321513898e-21,2.520383076842879e-20,7.766332849973933e-12,2.6082064486856413e-21,8.827361793545096e-14,1.2591067967265237e-27,3.26053510188225e-20,4.8491093262592223e-23,1.3134716649897676e-21,1.2756341764190939e-20,7.86715397265941e-29,6.842992225680839e-28,5.230389848786534e-24,1.0597657881429179e-13,2.834208963735934e-10,7.308939483124625e-14,8.345028700228644e-08,1.3437676084885091e-08,1.6149063744926525e-08,4.8395558478978e-11,1.524068532738073e-08,4.262261659353006e-09,3.41948456545097e-09,1.241536711656183e-10,1.1099197412175006e-09,1.5252290998855567e-11,3.6235381416017125e-09,9.08889794197727e-15,3.407255631100574e-09,2.566722477619292e-13,7.331103274057294e-16,2.910530502700913e-17,3.5599740311364585e-15,1.4942816754269976e-19,2.5009281390177024e-12,1.5779263288101267e-10,2.401488448616434e-13,2.2438914757621723e-09,3.375915016473329e-20,6.570696016290081e-16,3.6287801948373476e-12
9.42729538534728e-09,0.797637205885085,2.3747820623084855e-08,1.54913074914827e-10,1.3643718045852368e-10,6.941056207919365e-10,0.0,0.0,1.2194224306434494e-07,8.598881082357323e-12,1.0603685039623706e-12,4.800071493629387e-13,2.872605577127302e-13,2.2789449456053574e-26,3.336317293327643e-18,4.526279839254922e-11,6.685225819492279e-11,3.0023571526100467e-10,4.499389316676957e-26,1.0789295743703986e-17,4.4603022130246265e-23,2.5692051742859156e-22,1.124293697404269e-10,4.4731088256039187e-23,4.909553417823383e-16,2.813266001569447e-27,3.9280972771649916e-29,9.368401008686123e-22,1.2135444713549976e-23,6.5891586810025724e-24,7.474444049404161e-18,1.2336952427511134e-26,6.052898029020214e-28,5.869892575551374e-27,3.76,0.0,0.5931054466300114,0.9982257516241964,1.8264595662291843e-12,1.8670402896535725e-13,0.0013640000338871535,0.0010746823693993342,0.00025115761060504575,3.791185084112945e-05,0.001774125328943845,1.1650993700097315e-07,1.5397875015371027e-13,6.8326700746043365e-09,1.4253550601444465e-16,1.2615822852735572e-09,2.048880051001562e-21,2.899230819134703e-20,8.230921206507451e-12,3.072234762791872e-21,9.132212352536829e-14,1.489883820351092e-27,3.7731915430474614e-20,5.640429206421327e-23,1.5304115407767075e-21,1.461817581087172e-20,9.306432646424722e-29,8.096785238299566e-28,6.3376067256162525e-24,1.0914481128919932e-13,3.0003793209907597e-10,7.922206492783768e-14,8.565397460217264e-08,1.3611014965233893e-08,1.6957604850292858e-08,5.2336594991720584e-11,1.6038350177865934e-08,4.479459500247304e-09,3.5283777004505283e-09,1.2835072117151634e-10,1.145739673903919e-09,1.6234605820569078e-11,3.819635336818518e-09,9.550701337545118e-15,3.5934715393763698e-09,2.722397619872984e-13,7.956712176580424e-16,3.259796709304489e-17,3.858986533600611e-15,1.6074300633880229e-19,2.5806056461640438e-12,1.6623384228767363e-10,2.5656850104299037e-13,2.2845893858533484e-09,3.612092901207538e-20,7.033228490520294e-16,3.866098811005944e-12
9.689278665026929e-09,0.7976428451749272,2.4982609901454973e-08,1.6673919077091684e-10,1.4763471671569098e-10,7.506138968499862e-10,0.0,0.0,1.2532656191389875e-07,9.082127102029657e-12,1.153999741442478e-12,5.227546121007896e-13,3.1418293419705586e-13,2.609926366467068e-26,3.6033198618660314e-18,4.776909600007614e-11,7.184696439030767e-11,3.173441829501306e-10,5.1606555277630943e-26,1.2039062380488539e-17,5.136270571853694e-23,2.953065932154767e-22,1.1488175183738027e-10,5.345443219468231e-23,5.387865966976655e-16,3.32875464514184e-27,4.6915620042174285e-29,1.0828070696303916e-21,1.4401941154453876e-23,7.808350552319957e-24,8.125004565474569e-18,1.4724635174285637e-26,7.304278596956743e-28,7.09907568259809e-27,3.76,0.0,0.5930675849536569,0.9982257481798708,2.0299385281559534e-12,2.0612366494051214e-13,0.0014018641993534342,0.001105471158887975,0.0002582182314973494,3.791274896313016e-05,0.0017741253222296803,1.2323559085273086e-07,1.672066990818666e-13,6.833637461541977e-09,1.467908189393371e-16,1.3344639752509591e-09,2.401801917336455e-21,3.32192659817328e-20,8.709191316999041e-12,3.60223501576661e-21,9.437852122108034e-14,1.7545005908161185e-27,4.348657262021417e-20,6.532619619243773e-23,1.775356916601206e-21,1.668674138914792e-20,1.0956350968888228e-28,9.534360280613884e-28,7.638392441579953e-24,1.1231287784305106e-13,3.1712876443391274e-10,8.567384058668412e-14,8.784903393755097e-08,1.3779661634118933e-08,1.7781034918404572e-08,5.6471563393871365e-11,1.6853109223084775e-08,4.70046229819958e-09,3.637719389689868e-09,1.3255591131824529e-10,1.1815201291697628e-09,1.7247259889258304e-11,4.0204650449262205e-09,1.002245137617823e-14,3.784195411365373e-09,2.881889832046121e-13,8.61710024683862e-16,3.6399309797937327e-17,4.171969943579486e-15,1.7250569277324546e-19,2.659983085080221e-12,1.7485191088786597e-10,2.7359076346437055e-13,2.3243423932470884e-09,3.8565927035796e-20,7.51213788084921e-16,4.111242205364183e-12
9.951261944706578e-09,0.7976484841386041,2.624590883628605e-08,1.791172806292084e-10,1.5941522755676705e-10,8.100167254570274e-10,0.0,0.0,1.2871065668472912e-07,9.578512120239912e-12,1.2528958673896386e-12,5.678325373827085e-13,3.427352278946169e-13,2.98101785239892e-26,3.88641366557101e-18,5.032436431126032e-11,7.706562836601556e-11,3.349273830269599e-10,5.894787956381822e-26,1.3394052136820222e-17,5.888749540057994e-23,3.379376747857136e-22,1.1728003338705517e-10,6.35769326152258e-23,5.897550305527974e-16,3.9196640504274e-27,5.577742645852477e-29,1.2465704547457643e-21,1.7014514915321265e-23,9.211319014124487e-24,8.812720401422446e-18,1.7484316234429853e-26,8.768229450864723e-28,8.540499778576147e-27,3.76,0.0,0.5930297256705409,0.9982257447336762,2.2497305169475517e-12,2.2697228453096267e-13,0.0014397261390016766,0.0011362582214188496,0.0002652785512677302,3.791306269094693e-05,0.0017741253154851444,1.3015115025722524e-07,1.8116150519666934e-13,6.834455703460118e-09,1.510458658295658e-16,1.4094025934356337e-09,2.8033682084461344e-21,3.7921089278898685e-20,9.201151365788298e-12,4.2053417803209076e-21,9.744275008562407e-14,2.0567389439035107e-27,4.992549595887645e-20,7.535095291547221e-23,2.0509569612433556e-21,1.8978127897075308e-20,1.2840401596707595e-28,1.1176248472329138e-27,9.159818903694397e-24,1.1548077151142594e-13,3.346933676471669e-10,9.245157182679839e-14,9.003557720994233e-08,1.3943915278273789e-08,1.8619152513510004e-08,6.080395025784595e-11,1.7684817531164905e-08,4.925172145364906e-09,3.7474958734407414e-09,1.367692583036588e-10,1.2172607484338318e-09,1.829016667974607e-11,4.2260078981057135e-09,1.0504180618549055e-14,3.979404470818932e-09,3.0451364072123327e-13,9.313280574221835e-16,4.0527702929541607e-17,4.4990172503764704e-15,1.847170669805353e-19,2.739059746622152e-12,1.836437048137899e-10,2.912215297648117e-13,2.36317322496523e-09,4.1094122232245633e-20,8.007431787528464e-16,4.364226853166506e-12
9.999999999999999e-09,0.7976541227761289,2.6484062751172562e-08,1.814817557074059e-10,1.6167224814276923e-10,8.213923509936803e-10,0.0,0.0,1.2934019201507073e-07,9.672306170701171e-12,1.2718854069826396e-12,5.764793311016749e-13,3.482304612028779e-13,3.054797787174577e-26,3.94091660202708e-18,5.08050242914617e-11,7.806145418849756e-11,3.3825084616966227e-10,6.039833291496521e-26,1.365819044014087e-17,6.037638084283439e-23,3.4636127539003267e-22,1.1772032701536485e-10,6.562849420106074e-23,5.995914756155589e-16,4.038576612391224e-27,5.757389888999288e-29,1.279125594059305e-21,1.7542003888117996e-23,9.49430392170175e-24,8.94484595125349e-18,1.804226319311108e-26,9.06628191468341e-28,8.834369467047218e-27,3.76,0.0,0.5930226827834159,0.9982257440923554,2.2924854591472854e-12,2.310135553822772e-13,0.0014467695387986581,0.0011419854928436306,0.0002665919837355238,3.791306613683819e-05,0.0017741253142277752,1.3145863627479746e-07,1.8383923717382794e-13,6.834593908337663e-09,1.5183742231591932e-16,1.4235707060436294e-09,2.883844815484022e-21,3.8851226457092156e-20,9.294184101210326e-12,4.326213802522039e-21,9.80136636626992e-14,2.1174391952557874e-27,5.120357267475076e-20,7.734550811022818e-23,2.105833405941904e-21,1.9430328836677758e-20,1.3218736189727075e-28,1.150599005467966e-27,9.469557835393656e-24,1.1607009101816225e-13,3.3801326356318213e-10,9.374897497028745e-14,9.044142025012638e-08,1.3974010517517328e-08,1.8776676512384718e-08,6.163198258357549e-11,1.784140302306543e-08,4.967377295216299e-09,3.7679650341933e-09,1.3755399061566422e-10,1.2239053387974406e-09,1.848751440471583e-11,4.2647645150765874e-09,1.0594903268924225e-14,4.016213222412961e-09,3.0759152832379404e-13,9.446825191681934e-16,4.133332713997216e-17,4.561417922184928e-15,1.8703836742800041e-19,2.753737582823373e-12,1.8529820228596467e-10,2.9456908544273447e-13,2.3702971738096895e-09,4.157363067860298e-20,8.101381855172333e-16,4.4121572461384645e-12
1.0213245224386226e-08,0.7976541227761289,2.7537604698112787e-08,1.92057556950727e-10,1.7179262066567726e-10,8.723798371311938e-10,0.0,0.0,1.320945278024335e-07,1.0088030550530867e-11,1.3571881345337904e-12,6.152857164297931e-13,3.729633149393295e-13,3.396252764590228e-26,4.186379847734132e-18,5.292721834285398e-11,8.25115199646479e-11,3.5298530740084774e-10,6.707206323465843e-26,1.4859946078451537e-17,6.723508332551297e-23,3.851193719547658e-22,1.1962542840384568e-10,7.527694540946156e-23,6.4396545830255555e-16,4.5943598237551365e-27,6.602479761508909e-29,1.4297168381332766e-21,2.0014683176096514e-23,1.0819692712487347e-23,9.538678329072353e-18,2.0660403021873646e-26,1.0473376511900963e-27,1.0223370931500207e-26,3.76,0.0,0.5929918687804646,0.9982257412855896,2.486663658115701e-12,2.493128890749015e-13,0.0014775858529536528,0.0011670434525798985,0.00027233856050129496,3.791290609341416e-05,0.001774125308720064,1.3725660604560187e-07,1.9586132714963354e-13,6.8351539022094035e-09,1.5530062584899717e-16,1.4863979335231368e-09,3.2586882113440256e-21,4.3136051596885836e-20,9.706809480347082e-12,4.889228570416729e-21,1.0051476057054008e-13,2.400677090735939e-27,5.710809580731438e-20,8.657839538138545e-23,2.360023173187363e-21,2.150916729558076e-20,1.4983914273078306e-28,1.3044589261494235e-27,1.0931842744032735e-23,1.1864848669903243e-13,3.5273171529736245e-10,9.956206705123943e-14,9.221371640071684e-08,1.4104058242327387e-08,1.947176612246977e-08,6.53371944769386e-11,1.853333674013138e-08,5.153493602478732e-09,3.857693904395846e-09,1.4099079626335517e-10,1.2529612998297817e-09,1.9363239556739053e-11,4.436245285780951e-09,1.0995931163564643e-14,4.179076769569974e-09,3.212077043212214e-13,1.0046275749466708e-15,4.50021598251997e-17,4.840212161228018e-15,1.973778146193233e-19,2.8178356797207755e-12,1.9260612827137695e-10,3.094668683450263e-13,2.4011040625874183e-09,4.37054769538539e-20,8.519116123264096e-16,4.625069404524294e-12
1.0475228504065875e-08,0.7976597610875161,2.8857588495707924e-08,2.055701424643185e-10,1.8478077433882887e-10,9.377686960759056e-10,0.0,0.0,1.3547817570758604e-07,1.0610676809919244e-11,1.467006824228998e-12,6.651576927733033e-13,4.0491281947151127e-13,3.859998165677762e-26,4.5040255781563256e-18,5.557630517872409e-11,8.81878228879994e-11,3.7151794688876986e-10,7.603538916507907e-26,1.6442566636642025e-17,7.646526379351821e-23,4.371668106263932e-22,1.2191913540085633e-10,8.874994961729902e-23,7.015222194989263e-16,5.361849448379063e-27,7.78318608480028e-29,1.6339227547115462e-21,2.34476232438853e-23,1.2656946867748089e-23,1.0303969278280699e-17,2.4301019588817487e-26,1.2451230757035448e-27,1.2179929865376084e-26,3.76,0.0,0.5929540142832288,0.99822573783559,2.7415853277696555e-12,2.732093715193011e-13,0.0015154433413310882,0.0011978267683916974,0.0002793982516346396,3.791237095850651e-05,0.0017741253019427092,1.4455194847801807e-07,2.1132421722172767e-13,6.835755475229816e-09,1.5955508223919583e-16,1.565449782797411e-09,3.773247213884826e-21,4.890435731493298e-20,1.0226173741960919e-11,5.662131504444083e-21,1.0359451233841726e-13,2.7907032635980898e-27,6.509710504131865e-20,9.911420143759965e-23,2.705533992178645e-21,2.4297445981795718e-20,1.7414140209676567e-28,1.5163204442359394e-27,1.2987520615570372e-23,1.2181601891061855e-13,3.7124378037372474e-10,1.0701209827937406e-13,9.438356322657803e-08,1.4260356983646096e-08,2.033869362204585e-08,7.007468958118296e-11,1.9398534725563265e-08,5.38533364330388e-09,3.968300723465363e-09,1.4522057409478872e-10,1.288621653232332e-09,2.0466391877588184e-11,4.651159317448985e-09,1.149775425014836e-14,4.38319115152162e-09,3.3826538140630426e-13,1.0817118050330784e-15,4.984235101765138e-17,5.195629727663177e-15,2.1048847901196664e-19,2.8963115665584424e-12,2.017361240179702e-10,3.283330234391422e-13,2.438156555257434e-09,4.639993920767517e-20,9.047195279126785e-16,4.893786714925334e-12
