Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149)
5.290468529750961e-08,0.5032731260447615,6.908291982365988e-16,3.2991669386559135e-18,2.9555975125256205e-18,1.690114635371022e-17,0.0,0.0,2.311860963827235e-10,2.023549315193764e-15,2.7481836738235144e-19,5.634519384365799e-30,2.9242777639352546e-22,2.1326014799099203e-54,2.0740671171115192e-40,3.564834446597862e-42,1.7033868209277732e-41,8.380841293040926e-15,1.8185947029690883e-52,2.2242688176472167e-34,4.594205756227102e-50,1.7556355754089583e-59,2.959551026466562e-43,2.088021130265659e-38,2.318527935596454e-28,2.2455903717819356e-52,1.3871108719433605e-54,1.1026454431377362e-60,4.277459877478912e-83,1.2880436039865572e-71,1.0279709295927967e-26,1.7949584617475313e-65,5.588392413810343e-51,1.1666626036417694e-63,3.76,0.0,0.6343826451496828,0.9999592853549555,8.795681672651617e-20,1.7522533445897744e-52,2.2607755966420153e-07,1.6112666751965558e-07,6.293554978008444e-08,2.015323286739813e-09,4.0714413838820814e-05,2.0722327171547336e-16,1.2944457423701343e-26,3.830159029647756e-16,3.194132116521138e-21,1.9796667373230686e-14,4.706442017644529e-38,4.6492969964623427e-38,6.175276536821577e-19,3.5351091466408363e-38,8.448451469732909e-24,1.5176953502319614e-43,3.1772109890281805e-38,2.883347756625955e-40,2.3615217870254436e-38,8.699846569519944e-38,6.003482644958047e-45,8.809514839247653e-44,3.745803320728726e-39,5.110429174633679e-20,8.380841635894794e-15,2.2910093735990457e-24,1.7730005189510484e-10,4.676212409773003e-11,7.1286952511278416e-12,8.163577805661415e-15
5.4528366931630596e-08,0.5032731266920922,7.285929581233129e-16,3.559738825323606e-18,3.2079943161992808e-18,1.8335853938966755e-17,0.0,0.0,2.382812736026654e-10,2.149661192871179e-15,3.0112908696988663e-19,6.364051555506247e-30,3.192313908213382e-22,2.493058431904931e-54,2.3788615310534026e-40,4.108586538361773e-42,1.9985437656908448e-41,8.90322551404394e-15,2.28060561988631e-52,2.4941535697748977e-34,5.608674983904235e-50,2.1982847906537366e-59,3.4340743095425296e-43,2.41151931274249e-38,2.529035594859702e-28,2.7578572529727548e-52,1.6551831751962955e-54,1.390806659424715e-60,5.923682008899141e-83,1.6535453666231927e-71,1.1162457536688368e-26,2.3528262747144986e-65,6.836230341023253e-51,1.5397163159229107e-63,3.76,0.0,0.6343826382041102,0.999959285347858,9.823177567599406e-20,2.1823889599499223e-52,2.3301603613970323e-07,1.6613334789061325e-07,6.486730637821348e-08,2.015361621446025e-09,4.071441383988272e-05,2.2026750998889556e-16,1.4181269831957393e-26,3.830236560206763e-16,3.2942549253924832e-21,2.1042963916175483e-14,5.522771908063072e-38,5.309384271549897e-38,6.564050543131338e-19,4.164051900943911e-38,8.71286899861405e-24,1.7835234272525347e-43,3.64425619605218e-38,3.355246427487974e-40,2.752381761978151e-38,1.0187419993633128e-37,7.048962588969046e-45,1.0344176887097763e-43,4.536416141437321e-39,5.2683551525368603e-20,8.903225889447927e-15,2.450405113948913e-24,1.827219181128629e-10,4.800983873107555e-11,7.554584749804953e-12,8.922116199615746e-15
5.6152048565751584e-08,0.5032731273394228,7.673076477066102e-16,3.8329887816820006e-18,3.474109557062512e-18,1.9847872697293948e-17,0.0,0.0,2.4537644588270834e-10,2.2795848190492035e-15,3.2907057639216667e-19,7.162326258383752e-30,3.475673835267908e-22,2.901015871601246e-54,2.7174702848605494e-40,4.7164029995539204e-42,2.334134597333573e-41,9.44140159037775e-15,2.840959925064938e-52,2.7868471727277963e-34,6.806860200702366e-50,2.734109157505557e-59,3.966270579372126e-43,2.7729286518563524e-38,2.7513481378900857e-28,3.3660571654455246e-52,1.9645893314423432e-54,1.742705218836458e-60,8.13011832847221e-83,2.107564525033313e-71,1.2089480986740217e-26,3.0593756527009e-65,8.311344574707505e-51,2.0157167639353495e-63,3.76,0.0,0.6343826312585376,0.9999592853407613,1.093713355685352e-19,2.701068096226776e-52,2.399545125396364e-07,1.7114003783830574e-07,6.679906297473929e-08,2.015390269793924e-09,4.071441384000667e-05,2.337108194453442e-16,1.549444524717396e-26,3.830294839670683e-16,3.3943779427304696e-21,2.232739332071403e-14,6.448682656685893e-38,6.038161609244055e-38,6.964720179459718e-19,4.880192752013209e-38,8.977287274807937e-24,2.0853835108037575e-43,4.162589295077323e-38,3.885799301310765e-40,3.1923832130836044e-38,1.1874187735925602e-37,8.235340800513741e-45,1.2085733198685735e-43,5.461784346228298e-39,5.426281126305607e-20,9.441402000329448e-15,2.6161213589284714e-24,1.8814260490361162e-10,4.924745105773994e-11,7.991759786767867e-12,9.725246966630588e-15
5.777573019987257e-08,0.5032731279867533,8.069702829377815e-16,4.119173418642454e-18,3.7542894190496776e-18,2.1439122164654836e-17,0.0,0.0,2.524716132236046e-10,2.4133201810650998e-15,3.586919895513619e-19,8.033539275596237e-30,3.7747206285945385e-22,3.3610773187656917e-54,3.0924816361901204e-40,5.393732955276698e-42,2.7143040697833437e-41,9.995369521871365e-15,3.516769391365726e-52,3.1034627987559e-34,8.215131825855306e-50,3.3790487584808845e-59,4.560993144084449e-43,3.175327008450557e-38,2.9857267606187513e-28,4.084454844031347e-52,2.3201719660284507e-54,2.1700369849200207e-60,1.10640479709985e-82,2.6680722540355155e-71,1.3061409673006645e-26,3.948012539137894e-65,1.0046258568080674e-50,2.6188255678974944e-63,3.76,0.0,0.6343826243129649,0.9999592853336657,1.2142182911809992e-19,3.3232079167989914e-52,2.4689298886400097e-07,1.7614673493046372e-07,6.873081956092044e-08,2.0154116727937677e-09,4.0714413838904047e-05,2.4755320073782966e-16,1.6886259300675337e-26,3.83033871941083e-16,3.4945011150607565e-21,2.3649955600588772e-14,7.494791562982919e-38,6.840306673418707e-38,7.377285465326555e-19,5.69237922733423e-38,9.24170616168528e-24,2.4268009833137745e-43,4.736040730145076e-38,4.4800913014208496e-40,3.685837640420969e-38,1.3779860811753002e-37,9.576323119040882e-45,1.4054316062075092e-43,6.539689911675929e-39,5.584207096583821e-20,9.995369968427853e-15,2.7882581668705614e-24,1.9356211129499663e-10,5.047504629199333e-11,8.440136122121383e-12,1.0574131918844704e-14
5.939941183399356e-08,0.5032731286340837,8.475778891300428e-16,4.4185472097343235e-18,4.048879097524084e-18,2.3111515853380818e-17,0.0,0.0,2.59566775626104e-10,2.5508672662565636e-15,3.900424808166707e-19,8.982010997447859e-30,4.0898127603280004e-22,3.8781439322121167e-54,3.506595087404733e-40,6.146318145072302e-42,3.143484484526468e-41,1.056512930832163e-14,4.327492718364958e-52,3.445127386065029e-34,9.862703264326167e-50,4.151171645349231e-59,5.2233246482687644e-43,3.6219346430395583e-38,3.232428397797741e-28,4.928913691084483e-52,2.727169446318934e-54,2.6862288301567995e-60,1.4936149524639457e-82,3.356023209331025e-71,1.4078851564172958e-26,5.058321065343635e-65,1.2076935350951496e-50,3.3779323826755875e-63,3.76,0.0,0.6343826173673922,0.9999592853265697,1.344307420172491e-19,4.065710339322817e-52,2.5383146511279695e-07,1.811534373409993e-07,7.066257613019405e-08,2.0154276630959102e-09,4.071441383853248e-05,2.617946543553013e-16,1.835898614891634e-26,3.8303718417172146e-16,3.594624403148321e-21,2.5010650753739923e-14,8.672362907321526e-38,7.720655343697794e-38,7.801746415334598e-19,6.610043639330939e-38,9.506125561743421e-24,2.811518224514971e-43,5.368599178382907e-38,5.143463332706982e-40,4.237276498009376e-38,1.592544815586452e-37,1.1086453971908748e-44,1.6271289971749013e-43,7.789608763806645e-39,5.742133068257288e-20,1.0565129793599481e-14,2.9669173728960772e-24,1.9898043632659661e-10,5.169270892921433e-11,8.89963022292533e-12,1.1469924200147582e-14
6.102309346811454e-08,0.5032731292814141,8.89127500929168e-16,4.73136250391121e-18,4.358222796079262e-18,2.4866961271068653e-17,0.0,0.0,2.66661933090954e-10,2.6922260619617293e-15,4.231712050015057e-19,1.0012186424102557e-29,4.421304149810632e-22,4.4574253091671447e-54,3.9626222534125015e-40,6.980199451640208e-42,3.6264062678990203e-41,1.1150680949480799e-14,5.295174793804283e-52,3.8129810332244e-34,1.1781839773663666e-49,5.070880817286871e-59,5.958578939216743e-43,4.1161157440035275e-38,3.4917057926577764e-28,5.917018904452943e-52,3.1912345072662225e-54,3.306636641200917e-60,2.0010160097447474e-82,4.195745975169073e-71,1.5142393524638002e-26,6.4369713350715035e-65,1.4443016456514554e-50,4.327404766862526e-63,3.76,0.0,0.6343826104218198,0.9999592853194729,1.4844670963473074e-19,4.947659047204563e-52,2.607699412860246e-07,1.861601437030361e-07,7.259433267764775e-08,2.0154396124888073e-09,4.071441383870086e-05,2.764351806624241e-16,1.9914898473645067e-26,3.830396932942599e-16,3.694747777417152e-21,2.640947876610808e-14,9.99332439620343e-38,8.684201883695806e-38,8.238103040344128e-19,7.643221915299541e-38,9.770545397208076e-24,3.2435001924747315e-43,6.064413003070594e-38,5.881515923749233e-40,4.851454392755433e-38,1.8333300952646763e-37,1.2781137791040697e-44,1.875928311019344e-43,9.23281223741115e-39,5.900059038555062e-20,1.1150681475656073e-14,3.1522026337482203e-24,2.043975790498209e-10,5.2900522751954304e-11,9.370159257232173e-12,1.2413768358918207e-14
6.264677510223552e-08,0.5032731299287446,9.31616162284211e-16,5.057869538260104e-18,4.682663723398761e-18,2.6707359939417336e-17,0.0,0.0,2.737570856188999e-10,2.8373965555191645e-15,4.581273173449869e-19,1.1128635167685816e-29,4.76954422141398e-22,5.1044504779511893e-54,4.463487667387036e-40,7.901723312658322e-42,4.16810857051286e-41,1.1752024445047162e-14,6.444702192524459e-52,4.208176420245446e-34,1.4008075631087915e-49,6.161133939642652e-59,6.772302789400867e-43,4.6613798895870916e-38,3.763807565427295e-28,7.068205896644987e-52,3.7184530750955665e-54,4.0487596178306394e-60,2.661434736900658e-82,5.2153715016654384e-71,1.6252602227088614e-26,8.138727253555913e-65,1.7188068698451944e-50,5.507930382042554e-63,3.76,0.0,0.6343826034762472,0.9999592853123767,1.6351951370259879e-19,5.9905296407075844e-52,2.6770841738368383e-07,1.911668529987213e-07,7.452608919962337e-08,2.015448542483212e-09,4.0714413838372726e-05,2.9147477992940174e-16,2.1556267482264567e-26,3.830416023282441e-16,3.794871215345378e-21,2.78464396144853e-14,1.1470283371541931e-37,9.736099108087721e-38,8.686355348353595e-19,8.80257241116187e-38,1.0034965608653666e-23,3.726939924528492e-43,6.827791672306292e-38,6.700112771886522e-40,5.533352197933017e-38,2.1027157082328438e-37,1.4676660122259506e-44,2.1542218377727414e-43,1.0892471063778984e-38,6.057985004235222e-20,1.1752025014355404e-14,3.344219472291186e-24,2.0981353852780876e-10,5.409857083595031e-11,9.851641088175158e-12,1.3406800420146812e-14
6.58941383704775e-08,0.5032731312234057,1.0193988557998677e-15,5.752949291986085e-18,5.378205106222497e-18,3.065059329787376e-17,0.0,0.0,2.879473758670485e-10,3.139172585547278e-15,5.337183295042918e-19,1.3639254126231593e-29,5.517645973580519e-22,6.62551324214326e-54,5.612000238945444e-40,1.003464957093103e-41,5.449618727756432e-41,1.3002086998132362e-14,9.404743069225916e-52,5.085262806357669e-34,1.9541710871874243e-49,8.959321062588967e-59,8.65851999097036e-43,5.919930756029332e-38,4.347458511129744e-28,9.947639861576685e-52,4.988975097391358e-54,5.980316548808638e-60,4.613865593158765e-82,7.928831124612389e-71,1.861519069511611e-26,1.2778149487443057e-64,2.4010535473164347e-50,8.762529721704724e-63,3.76,0.0,0.6343825895851022,0.9999592852981845,1.9704046995569953e-19,8.658291001456336e-52,2.815853693522973e-07,2.0118027759230465e-07,7.838960215708198e-08,2.01546015306674e-09,4.071441383723333e-05,3.2275119807928793e-16,2.5104453012250918e-26,3.8304417836188156e-16,3.995118221533895e-21,3.083475969326608e-14,1.4946116387781028e-37,1.212635061659701e-37,9.61854703504782e-19,1.1545648375670154e-37,1.0563807009189597e-23,4.866137487373917e-43,8.57529515795986e-38,8.60373031280501e-40,7.121380314424633e-38,2.7375032058540974e-37,1.9139891871988373e-44,2.8095262468661495e-43,1.4963982450834666e-38,6.373836925943274e-20,1.3002087660651138e-14,3.748879569432491e-24,2.206419040586826e-10,5.6465698592184195e-11,1.0847138032907966e-11,1.5544930159963417e-14
6.914150163871948e-08,0.5032731325180664,1.1109025062283303e-15,6.505746608046071e-18,6.138228901612044e-18,3.4956309096467405e-17,0.0,0.0,3.021376463764647e-10,3.456195255058091e-15,6.172087671719855e-19,1.6552917086968725e-29,6.336825662993707e-22,8.492383600813817e-54,6.977814343447893e-40,1.2602215623970184e-41,7.034906502799903e-41,1.4315316964745752e-14,1.3474353443913566e-51,6.085839198933675e-34,2.6822054407809117e-49,1.27896910935639e-58,1.0931066194937707e-42,7.428623347509712e-38,4.98529026967169e-28,1.3764928696023334e-51,6.596813558596475e-54,8.673039901939935e-60,7.800986327742762e-82,1.1816485908242398e-70,2.117077873492132e-26,1.962203320888218e-64,3.2981250874813275e-50,1.3632463974603116e-62,3.76,0.0,0.6343825756939573,0.9999592852839916,2.354146653378053e-19,1.2297517146829891e-51,2.9546232101863777e-07,2.1119370706507815e-07,8.225311498799044e-08,2.0154665660961018e-09,4.0714413836530376e-05,3.5562390986068325e-16,2.9021682931917887e-26,3.8304572141071174e-16,4.195365333072157e-21,3.3975610697616437e-14,1.921491467848765e-37,1.4935809688339806e-37,1.0598321506087768e-18,1.4937700938434442e-37,1.1092649547653866e-23,6.267420851550496e-43,1.0648859438915868e-37,1.0906618146426153e-39,9.045846652350708e-38,3.518840580531165e-37,2.4624838909043833e-44,3.6148850844244965e-43,2.0231607396374993e-38,6.689688840297928e-20,1.4315317730131113e-14,4.181780846643897e-24,2.3146552565514134e-10,5.879474289279542e-11,1.1885477642323672e-11,1.78932338537334e-14
7.238886490696145e-08,0.5032731338127272,1.206103797114645e-15,7.318188633774594e-18,6.965444655070256e-18,3.9639505924502375e-17,0.0,0.0,3.1632789715302666e-10,3.788464462775659e-15,7.089918862315618e-19,1.991066718412126e-29,7.229722597631827e-22,1.0761961274875514e-53,8.588460437134612e-40,1.5666819978476004e-41,8.976483850844625e-41,1.569171434193125e-14,1.8984973665550266e-51,7.219526496759979e-34,3.627513968305013e-49,1.7953355264294437e-58,1.364284783358193e-42,9.220903939875688e-38,5.67915011239261e-28,1.8756499195253022e-51,8.6082107409741e-54,1.2370079167587578e-59,1.2890888960374284e-81,1.7293879291843957e-70,2.3923257255895336e-26,2.952912029402356e-64,4.461699842533291e-50,2.078187808437236e-62,3.76,0.0,0.6343825618028123,0.9999592852697979,2.7908128249772947e-19,1.7190788949397385e-51,3.093392723827058e-07,2.212071390784141e-07,8.611662768394399e-08,2.0154701286034815e-09,4.071441383657725e-05,3.9009291586432863e-16,3.3326073885117744e-26,3.830466979342415e-16,4.395612499796402e-21,3.7268992290236966e-14,2.4403605038498287e-37,1.8211423478288828e-37,1.162567877818144e-18,1.9088319969066583e-37,1.1621493098809562e-23,7.973088558115347e-43,1.308889794062659e-37,1.3665502414940727e-39,1.1355044537975504e-37,4.471165952457249e-37,3.12955909156775e-44,4.594404172663605e-43,2.696026185833056e-38,7.005540742770225e-20,1.569171522031515e-14,4.643839156007972e-24,2.422843962344549e-10,6.108634350019562e-11,1.2966027252684189e-11,2.046050007804375e-14
7.563622817520343e-08,0.5032731351073881,1.304979557990557e-15,8.192169956243107e-18,7.862545703148024e-18,4.471508844080611e-17,0.0,0.0,3.305181282025759e-10,4.135980107430871e-15,8.094609482984021e-19,2.3755541539931204e-29,8.198909631579727e-22,1.3497415671072973e-53,1.0473335580412464e-39,1.929634234135467e-41,1.1332856354879885e-40,1.713127912668574e-14,2.634517832615219e-51,8.496098093126343e-34,4.840381519379351e-49,2.4818958822914167e-58,1.685062541407813e-42,1.1332669608692802e-37,6.430825734938068e-28,2.5203038949257737e-51,1.1098262022257804e-53,1.7376798844030796e-59,2.0867089249586813e-81,2.4896037569194912e-70,2.687627124584688e-26,4.363073203630082e-64,5.95245352388565e-50,3.110143235898468e-62,3.76,0.0,0.6343825479116675,0.9999592852556047,3.2849751424173044e-19,2.3684944384469668e-51,3.232162234445014e-07,2.3122057226829637e-07,8.998014024004037e-08,2.0154722095069557e-09,4.071441383604209e-05,4.2615821641718973e-16,3.803571899594491e-26,3.830473799972778e-16,4.595859691724938e-21,4.071490410842902e-14,3.0651511933760257e-37,2.200269212800028e-37,1.2700618860138308e-18,2.4118911338824043e-37,1.2150337591039849e-23,1.0029605440223708e-42,1.593853203879281e-37,1.6941642331151613e-39,1.4101170621561956e-37,5.621579695451244e-37,3.9332319444822235e-44,5.774552528921702e-43,3.545642706570187e-38,7.321392629603324e-20,1.7131280128676052e-14,5.1360045355869524e-24,2.5309850889186575e-10,6.334112944506727e-11,1.4088164753949364e-11,2.3255387959710306e-14
7.88835914434454e-08,0.503273136402049,1.4075067636716561e-15,9.129552900136438e-18,8.83220910741051e-18,5.01978678259557e-17,0.0,0.0,3.447083395309173e-10,4.498742087761413e-15,9.190092205650345e-19,2.8132571311124716e-29,9.246894447304329e-22,1.6768504485540003e-53,1.266371283177174e-39,2.3564277621648363e-41,1.4168785750463999e-40,1.8634011315913343e-14,3.6050792751585143e-51,9.925470036574669e-34,6.3794817063110764e-49,3.383093266266328e-58,2.0615033771877477e-42,1.3802293651239154e-37,7.242046731758546e-28,3.3433778478412365e-51,1.4151409727748938e-53,2.4070183272165674e-59,3.312805263759378e-81,3.529821632666303e-70,3.0033235379903606e-26,6.338381376912893e-64,7.840819586064266e-50,4.575646864951613e-62,3.76,0.0,0.6343825340205226,0.9999592852414115,3.841384799509453e-19,3.2199344522280464e-51,3.3709317420402544e-07,2.4123400601451653e-07,9.384365265405065e-08,2.015473431243653e-09,4.0714413835396287e-05,4.638198116449233e-16,4.31686878909938e-26,3.830478913057174e-16,4.7961068951380065e-21,4.431334577002987e-14,3.811071239724988e-37,2.636167269887023e-37,1.3823141754691319e-18,3.016315718938267e-37,1.2679183000064518e-23,1.2487723059704959e-42,1.924362094416666e-37,2.0800903280301732e-39,1.7340389048678995e-37,6.99995564422579e-37,4.893174009418643e-44,7.184230303219777e-43,4.6071191364047536e-38,7.637244503182441e-20,1.8634012452593854e-14,5.65926226373151e-24,2.639078568982665e-10,6.555971916452452e-11,1.5251278453938593e-11,2.628642883297032e-14
8.213095471168738e-08,0.5032731376967098,1.5136625332467856e-15,1.013216795547541e-17,9.877095560642463e-18,5.610256243250778e-17,0.0,0.0,3.588985311438195e-10,4.876750302511725e-15,1.0380299755692017e-18,3.3088781755639466e-29,1.0376121387028894e-21,2.0652037127863745e-53,1.5192753881276518e-39,2.8549926013835215e-41,1.755566821160324e-40,2.0199910906466468e-14,4.870007145426225e-51,1.1517687232429943e-33,8.312918201796506e-49,4.552181452959203e-58,2.5000611167647998e-42,1.6670661620833065e-37,8.114486696965883e-28,4.383281509480273e-51,1.7862156421140193e-53,3.2913130123795602e-59,5.165277683189792e-81,4.934780701797426e-70,3.339735591954757e-26,9.065290760049225e-64,1.020810312180209e-49,6.626246706451809e-62,3.76,0.0,0.6343825201293778,0.9999592852272183,4.464971049102192e-19,4.323830719644336e-51,3.5097012466127793e-07,2.512474400183879e-07,9.770716492490134e-08,2.015474093573851e-09,4.071441383470796e-05,5.030777015861674e-16,4.8743026730933133e-26,3.8304829143523795e-16,4.996354103615292e-21,4.8064316884447186e-14,4.6946542429766e-37,3.134298482412554e-37,1.499324746193866e-18,3.7367678818590246e-37,1.3208029318823156e-23,1.540265155738419e-42,2.305280445080514e-37,2.5313861276454282e-39,2.113292315342899e-37,8.639101465181693e-37,6.030777198150556e-44,8.854865718214413e-43,5.920468920452162e-38,7.953096363827449e-20,2.0199912189396856e-14,6.21463437434636e-24,2.747124336968731e-10,6.774272070001812e-11,1.6454766883752988e-11,2.956202861328429e-14
8.537831797992936e-08,0.5032731389913704,1.6234241290973354e-15,1.120181419080576e-17,1.0999849298895431e-17,6.244379841599896e-17,0.0,0.0,3.730887030470153e-10,5.270004650432966e-15,1.1669164909910284e-18,3.8673192296733496e-29,1.1588973196558573e-21,2.5232337998648525e-53,1.8095518755915167e-39,3.433857080283978e-41,2.157190333592738e-40,2.1828977895179427e-14,6.500997246789188e-51,1.3282911102888492e-33,1.0719297685029361e-48,6.052534463058045e-58,3.00758227515938e-42,1.998120427412179e-37,9.049765210458486e-28,5.684566530289663e-51,2.233576594134623e-53,4.447013841315985e-59,7.921144482757106e-81,6.810008399749324e-70,3.697165032585024e-26,1.2780270614151543e-63,1.3147614214531313e-49,9.457249078884678e-62,3.76,0.0,0.634382506238233,0.9999592852130246,5.160840018890803e-19,5.740445088666455e-51,3.648470748162595e-07,2.6126087405715783e-07,1.0157067705179189e-07,2.015474420050502e-09,4.071441383416949e-05,5.439318862590084e-16,5.477675824219935e-26,3.8304862481573697e-16,5.196601312362684e-21,5.19678170590904e-14,5.733807782319129e-37,3.7003816185558957e-37,1.6210935981353975e-18,4.589268284654933e-37,1.373687654436962e-23,1.883422282177179e-42,2.7417543587914004e-37,3.0555901894449654e-39,2.5543142294206248e-37,1.0574915613875366e-36,7.369216390788091e-44,1.0820507112413941e-42,7.531058423246667e-38,8.268948211294816e-20,2.1828979336395295e-14,6.80318112447469e-24,2.855122329000306e-10,6.989073188738222e-11,1.7698038610923046e-11,3.309047007689633e-14
8.862568124817133e-08,0.5032731402860312,1.736768956018422e-15,1.234025962107143e-17,1.2203098026573356e-17,6.923611030039009e-17,0.0,0.0,3.8727885524620136e-10,5.678505030282962e-15,1.3060620494981079e-18,4.4936816579633497e-29,1.288777254576054e-21,3.0601682009276906e-53,2.140897134125879e-39,4.1021629177774914e-41,2.630322683714582e-40,2.3521212278889896e-14,8.583278436580481e-51,1.5231409820911295e-33,1.3688772519359312e-48,7.95896740997402e-58,3.591307488304708e-42,2.3779924414147245e-37,1.004944955147409e-27,7.29856750226312e-51,2.768890253626558e-53,5.942378832722281e-59,1.1962666748160141e-80,9.28566622410003e-70,4.0758962820760984e-26,1.7779876296954092e-63,1.6765750225231984e-49,1.3317503551940861e-61,3.76,0.0,0.6343824923470884,0.9999592851988308,5.934273633547218e-19,7.541231974133683e-51,3.7872402466897035e-07,2.71274307959505e-07,1.054341890341066e-07,2.015474582610681e-09,4.071441383359685e-05,5.863823656676137e-16,6.128788174666523e-26,3.8304892561874604e-16,5.396848517666137e-21,5.602384590003773e-14,6.947855167618188e-37,4.340392740889432e-37,1.7476207312002695e-18,5.591254393013064e-37,1.4265724676628322e-23,2.2847032172005304e-42,3.2392156059485283e-37,3.6607306026867374e-39,3.06396371154817e-37,1.2846529658577858e-36,8.933503807413556e-44,1.3117902864015208e-42,9.49003089033807e-38,8.584800045171333e-20,2.3521213890902758e-14,7.426002305692527e-24,2.963072482863928e-10,7.200434052459424e-11,1.8980512074469148e-11,3.687991487307396e-14
9.512040778465527e-08,0.5032731428753525,1.974118627242393e-15,1.483046780029915e-17,1.4861508042385148e-17,8.4231646264524e-17,0.0,0.0,4.1565910055515556e-10,6.5412434808336255e-15,1.616703450204606e-18,5.971573251223956e-29,1.5752216029578244e-21,4.411983440841211e-53,2.942533621517594e-39,5.746846432965066e-41,3.829346443450161e-40,2.7095183218628328e-14,1.452548565903894e-50,1.971976974354313e-33,2.1744426522543033e-48,1.335864269418817e-57,5.0183127761970745e-42,3.303897047439007e-37,1.2248056543276813e-27,1.1709599616858464e-50,4.156261045564327e-53,1.029972509895175e-58,2.625483183716518e-80,1.6719340821879555e-69,4.898326221342595e-26,3.3213695862235153e-63,2.6538194338041236e-49,2.548746412269951e-61,3.76,0.0,0.6343824645647992,0.999959285170443,7.735832644631013e-19,1.264965346524287e-50,4.06477923467582e-07,2.913011750584659e-07,1.1316121256394307e-07,2.0154747135125637e-09,4.071441383248027e-05,6.760722086035521e-16,7.58141852426027e-26,3.8304948862490355e-16,5.7973429113853094e-21,6.459348799501972e-14,9.98532777657941e-37,5.867393605388081e-37,2.0149498400123002e-18,8.120990461391179e-37,1.532342368550446e-23,3.289966440819805e-42,4.440283449677388e-37,5.148447729194496e-39,4.318751275619645e-37,1.8571010503571866e-36,1.2849281354438963e-43,1.886907214967167e-42,1.4690200955115833e-37,9.216503672375517e-20,2.7095185211673335e-14,8.779075349000925e-24,3.1788290353257137e-10,7.613065247911211e-11,2.1660786018617303e-11,4.527387135359511e-14
9.999999999999998e-08,0.503273145464674,2.1617063668561992e-15,1.6895190204960245e-17,1.7089996236689e-17,9.679214513013581e-17,0.0,0.0,4.369815822338469e-10,7.229553169605135e-15,1.880024200770227e-18,7.301668945814406e-29,1.8146972903214996e-21,5.717040341817381e-53,3.6832764719263515e-39,7.295505891772632e-41,4.994044656288446e-40,2.9946595169123683e-14,2.1065239866797905e-50,2.3652185001322607e-33,3.0152181182158967e-48,1.9252049331167514e-57,6.350829697629251e-42,4.1661840943854416e-37,1.4080356049204402e-27,1.634871593296415e-50,5.535645929767378e-53,1.5204603117006278e-58,4.587018399185568e-80,2.534889475339735e-69,5.574190135104416e-26,5.162694084126411e-63,3.668421920417337e-49,4.0334489800919055e-61,3.76,0.0,0.6343824436915195,0.9999592851491144,9.33545035801989e-19,1.8239854837323152e-50,4.273298719824572e-07,3.063476807712468e-07,1.1896664889326029e-07,2.015474771141985e-09,4.071441383160463e-05,7.476584090622261e-16,8.811822972006464e-26,3.830499035277119e-16,6.098240755253354e-21,7.143338653339654e-14,1.289376646040642e-36,7.257583652241973e-37,2.2283203005707916e-18,1.0567546318753251e-36,1.6118092356981986e-23,4.253766814865482e-42,5.547979281859488e-37,6.546508788391248e-39,5.499675876674864e-37,2.4099035445869473e-36,1.6600672438135044e-43,2.43790457215558e-42,1.9992811779016667e-37,9.69111270383033e-20,2.9946597484918915e-14,9.894678090895713e-24,3.3408040633369514e-10,7.914452400209827e-11,2.3773485249319343e-11,5.232637647260827e-14
