Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149)
2.4512919044788334e-09,0.5032731059299645,8.084066753165479e-18,4.895726808911127e-21,1.9784259877510472e-21,1.1726203172390688e-20,0.0,0.0,1.0711981341930686e-11,4.344449464120942e-18,2.486715615922686e-23,2.3548962412197722e-35,3.1231744570459735e-26,2.844925515320272e-61,3.311915046406606e-46,5.577377286239405e-48,7.110307364016434e-48,1.7775550436168864e-17,3.109680140081469e-62,1.146970074741567e-39,1.243093266276953e-58,2.9524093197480023e-69,5.914780869472845e-50,5.5000987930022845e-45,2.5426972950301327e-32,1.1805676645703925e-61,1.516152727775735e-62,1.7884892267070857e-70,2.9913741137388555e-96,5.997032098795249e-82,1.3325914562160778e-30,5.013315461715352e-77,3.382642770087369e-60,2.6610830018225494e-75,3.76,0.0,0.6343828609726234,0.9999593320247564,3.2300798646525514e-24,1.8197666429328227e-61,1.0475105984630859e-08,6.843877903004394e-09,2.9138293690016207e-09,7.173985495731167e-10,4.066796453169721e-05,4.0912023119261976e-19,1.1949430617309446e-30,1.2505720567317102e-16,1.1113518068254901e-22,3.879469757839969e-17,2.4711675891868614e-45,2.0757592603266328e-44,1.2021444890785369e-21,9.297011509959585e-46,3.0485969055623656e-25,3.911937284878547e-51,1.310536370733513e-44,2.293178166644714e-47,1.0841526325367979e-45,1.16605410580696e-44,2.2494433924100757e-52,3.196261820833365e-51,9.176163357435911e-48,2.0282816168900656e-21,1.7775550469428734e-17,2.771109098363959e-27,8.242159538114198e-12,2.4532990137724456e-12,1.6539588446981835e-14,8.609143245399052e-19
2.4970028306688694e-09,0.5032731059481885,8.257619819879116e-18,5.051452865761639e-21,2.0570773136292754e-21,1.2191266851661125e-20,0.0,0.0,1.0911733728222753e-11,4.507987217675721e-18,2.630122138493342e-23,2.5374036816940053e-35,3.303257732942211e-26,3.1262176431040176e-61,3.5756070182238775e-46,6.019471285291295e-48,7.696482271811574e-48,1.8452171083555843e-17,3.5460335123669663e-62,1.2352000720318674e-39,1.3928705288639537e-58,3.3679004513991487e-69,6.472366849836092e-50,6.036498000237194e-45,2.6892411224294405e-32,1.3447710811462555e-61,1.6961067930621082e-62,2.0412865092906172e-70,3.5523518538233534e-96,6.862493133202649e-82,1.4091431326810986e-30,5.844230395950724e-77,3.855043579423063e-60,3.1027607630883764e-75,3.76,0.0,0.6343828607770872,0.9999593265123389,3.419528809093505e-24,2.0430887299526678e-61,1.0670442489275434e-08,6.97426186721725e-09,2.968175472851971e-09,7.280049825982496e-10,4.067347674936099e-05,4.2464094079022813e-19,1.2633215231764508e-30,1.2716505084214854e-16,1.137193788631524e-22,4.027596443107659e-17,2.7265027326179682e-45,2.274991409820576e-44,1.2483369753483924e-21,1.0325514539547061e-45,3.1174323687376655e-25,4.359017011488787e-51,1.4361064019330164e-44,2.5297458875102586e-47,1.202198916119897e-45,1.2802290945578628e-44,2.4954334131989304e-52,3.5476287243438233e-51,1.0307548771938037e-47,2.073298463893752e-21,1.845217111873665e-17,2.8943185885506666e-27,8.395831150259336e-12,2.498758928780779e-12,1.7160949223302486e-14,9.099307899895409e-19
2.5427137568589053e-09,0.5032731059664127,8.432006427342068e-18,5.209679952368822e-21,2.1374131371149657e-21,1.2666232539035639e-20,0.0,0.0,1.111148610954847e-11,4.6745463752253734e-18,2.7789527641552255e-23,2.730335871543895e-35,3.4901080227472714e-26,3.429442915367193e-61,3.854992106212699e-46,6.487689390129028e-48,8.319488488498792e-48,1.914131871234626e-17,4.034121811735599e-62,1.3284325321222434e-39,1.5575447353671196e-58,3.8328056808431467e-69,7.071364695423047e-50,6.613884990253622e-45,2.8412864281552914e-32,1.5281637126175566e-61,1.8934935019655842e-62,2.32421295698962e-70,4.2055269929929355e-96,7.833927899151257e-82,1.488549867483345e-30,6.7941454217022985e-77,4.3828245295514644e-60,3.60778994158864e-75,3.76,0.0,0.6343828605815509,0.9999593216520641,3.616441945909307e-24,2.2891134085450614e-61,1.0865778993860092e-08,7.1047321849640365e-09,3.0225218870226146e-09,7.385247516993362e-10,4.067833682437978e-05,4.404545736143264e-19,1.334269496689732e-30,1.2925569246105753e-16,1.1630605136290697e-22,4.178522358295808e-17,3.0030504620658705e-45,2.489169544216237e-44,1.2954034034903638e-21,1.1446628855001395e-45,3.186290828974962e-25,4.8475630312434895e-51,1.5710737968229359e-44,2.7858757997933706e-47,1.3306668935968973e-45,1.4032257773266672e-44,2.7630995368590284e-52,3.930132729012228e-51,1.1554747808637096e-47,2.1182705958087298e-21,1.9141318749520414e-17,3.0203101185347197e-27,8.549501857057428e-12,2.5442083396949593e-12,1.7793721372330582e-14,9.607714593476096e-19
2.5884246830489412e-09,0.5032731059846368,8.607226501801073e-18,5.3704159410325354e-21,2.2194418436697264e-21,1.3151147675901364e-20,0.0,0.0,1.1311238486026852e-11,4.844126936472779e-18,2.93330906694114e-23,2.9340834368602275e-35,3.6838482089205516e-26,3.7558711943919124e-61,4.150704098881817e-46,6.983073028700088e-48,8.980962360071234e-48,1.984299143529172e-17,4.578999023391007e-62,1.4268536272558435e-39,1.7382978841478883e-58,4.351968446426386e-69,7.714056253305538e-50,7.234556068681906e-45,2.9989328239749044e-32,1.7325770722002167e-61,2.109635103270433e-62,2.6402185892338156e-70,4.964003096127995e-96,8.922098363650546e-82,1.57086231928582e-30,7.877534900939999e-77,4.971280580921458e-60,4.1838892339179194e-75,3.76,0.0,0.6343828603860147,0.9999593173686674,3.820977839114604e-24,2.5596925557023415e-61,1.1061115498384832e-08,7.235288150659742e-09,3.076868608977727e-09,7.489585649970634e-10,4.068262002156986e-05,4.565613206289529e-19,1.4078350155951743e-30,1.313292698207651e-16,1.188951091771309e-22,4.332249099465875e-17,3.3021626976954825e-45,2.7191118730068175e-44,1.3433441958938745e-21,1.2666858447423326e-45,3.2551730940484056e-25,5.38056008030094e-51,1.7159511388486804e-44,3.062801443115497e-47,1.4702696705968805e-45,1.5355509472046224e-44,3.0539104760218526e-52,4.3458963902458355e-51,1.2927295292957754e-47,2.1632008114405304e-21,1.984299147453298e-17,3.149086019013713e-27,8.70317165856832e-12,2.5896472490471825e-12,1.8437902421059725e-14,1.0134695259175781e-18
2.634135609238977e-09,0.5032731060028608,8.783279969509855e-18,5.533668697377165e-21,2.303171818278401e-21,1.3646059699447708e-20,0.0,0.0,1.151099085776275e-11,5.01672890112251e-18,3.093292678602063e-23,3.1490442534957627e-35,3.884601110940906e-26,4.10682146695304e-61,4.4633910328273724e-46,7.506686360071497e-48,9.682585432398838e-48,2.0557187362556668e-17,5.186111627159444e-62,1.5306529599438685e-39,1.936383072618183e-58,4.930609784847857e-69,8.402807304856578e-50,7.900890925778636e-45,3.162279860221654e-32,1.9599796243602854e-61,2.3459273411501264e-62,2.9924820489561866e-70,5.8424662622872526e-96,1.0138644871943963e-81,1.6561310789505077e-30,9.110333998842734e-77,5.626102387574139e-60,4.839557908298583e-75,3.76,0.0,0.6343828601904784,0.9999593135958342,4.033295840077774e-24,2.8567938190382205e-61,1.1256452002849659e-08,7.365929064484616e-09,3.131215636202209e-09,7.593071248261403e-10,4.06863926549421e-05,4.729613712377978e-19,1.48406614354493e-30,1.3338592020973842e-16,1.2148647071742405e-22,4.488778247142146e-17,3.6252525883126306e-45,2.9656652709940107e-44,1.392159769971446e-21,1.3993039704930436e-45,3.3240798562614953e-25,5.961147859238555e-51,1.8712688570709672e-44,3.3618109113390925e-47,1.6217554396404076e-45,1.6777308971114247e-44,3.369405840246238e-52,4.7971453752027516e-51,1.443532836549563e-47,2.2080916046469457e-21,2.0557187403940108e-17,3.28064864339337e-27,8.856840554840975e-12,2.6350756593657844e-12,1.9093489897077384e-14,1.0680581758094984e-18
2.679846535429013e-09,0.5032731060210848,8.960166756728905e-18,5.6994461052127346e-21,2.38861144543935e-21,1.41510160426668e-20,0.0,0.0,1.1710743224854487e-11,5.192352268879929e-18,3.259005286389383e-23,3.3756234505639395e-35,4.0924894817219224e-26,4.483662846956865e-61,4.793715303641766e-46,8.05961643012892e-48,1.0426085087263786e-47,2.128390491789085e-17,5.861321892610265e-62,1.6400235635595363e-39,2.153127488506383e-58,5.574350816089453e-69,9.140069194515402e-50,8.615354067404247e-45,3.331427022893297e-32,2.212484371440353e-61,2.603842106614467e-62,3.3844240581054244e-70,6.857349562961789e-96,1.1496142298554123e-81,1.744406668083559e-30,1.0510060818141722e-76,6.353398095241887e-60,5.584141240814662e-75,3.76,0.0,0.6343828599949421,0.9999593102713904,4.2535560874750026e-24,3.182505809993048e-61,1.1451788507254564e-08,7.496654232336912e-09,3.18556296620151e-09,7.695711277827252e-10,4.068971689883115e-05,4.896549132969945e-19,1.5630109742625637e-30,1.3542577721169563e-16,1.2408006274858259e-22,4.6481114067219535e-17,3.973796204990798e-45,3.2297057252768827e-44,1.441850562993958e-21,1.5432352189711554e-45,3.393011947924023e-25,6.59262604368764e-51,2.0375755005532764e-44,3.684248272165819e-47,1.7859085416398963e-45,1.8303118178063606e-44,3.71119823190327e-52,5.28621153057375e-51,1.6089613619443998e-47,2.2529455831665397e-21,2.1283904961492883e-17,3.415000384500832e-27,9.01050854591933e-12,2.680493573176992e-12,1.9760481328561278e-14,1.124570587941795e-18
2.725557461619049e-09,0.503273106039309,9.137886789725639e-18,5.867756074578642e-21,2.4757691091700916e-21,1.4666064134353843e-20,0.0,0.0,1.1910495587389461e-11,5.370997039451696e-18,3.430548636284115e-23,3.6142334139101333e-35,4.3076360158220623e-26,4.887815587842586e-61,5.1423537919839205e-46,8.642973347604732e-48,1.1213235211582557e-47,2.2023142940612715e-17,6.610932091418119e-62,1.7551619028148583e-39,2.389935497383851e-58,6.289236096457886e-69,9.928380478405117e-50,9.380496244787322e-45,3.506473740359999e-32,2.4923567296933978e-61,2.884930174363393e-62,3.819721422239241e-70,8.027007744694668e-96,1.3008158595921728e-81,1.835739542668848e-30,1.2095944461813854e-76,7.159715969307461e-60,6.427899141492032e-75,3.76,0.0,0.6343828597994059,0.9999593073400559,4.481919507242476e-24,3.539043480010691e-61,1.164712501159955e-08,7.627462965786352e-09,3.2399105965014595e-09,7.797512647711219e-10,4.069264803364603e-05,5.066421331277111e-19,1.644717631290649e-30,1.3744897512138884e-16,1.2667582090148482e-22,4.810250221606471e-17,4.349334268468587e-45,3.512138778358041e-44,1.4924170401377594e-21,1.6992329688261228e-45,3.461970404785415e-25,7.278459421607302e-51,2.2154380100799915e-44,4.0315150118522915e-47,1.963550552269839e-45,1.993860198596336e-44,4.080975387257202e-52,5.815536017048264e-51,1.7901575128328604e-47,2.29776554262725e-21,2.202314298651107e-17,3.552143686213742e-27,9.164175631838945e-12,2.725900993003917e-12,2.0438874244281227e-14,1.1830399340429279e-18
2.771268387809085e-09,0.5032731060575331,9.316439994774459e-18,6.0386065126538e-21,2.5646531930195034e-21,1.519125139910741e-20,0.0,0.0,1.2110247945440753e-11,5.552663212546187e-18,3.6080245354974293e-23,3.8652937912477117e-35,4.5301633560947193e-26,5.320752144674004e-61,5.5099979442920096e-46,9.257890402255925e-48,1.2045856807558005e-47,2.277490031423686e-17,7.441709854210731e-62,1.8762678742195534e-39,2.6482918815361726e-58,7.081758151112245e-69,1.077036863424872e-49,1.01989559552459e-44,3.687519388783483e-32,2.802022782608503e-61,3.190824047094947e-62,4.302321648118554e-70,9.371901769013563e-96,1.468931596078184e-81,1.9301800959910862e-30,1.3889059534571735e-76,8.052068113276094e-60,7.382078249900008e-75,3.76,0.0,0.6343828596038696,0.9999593047556232,4.7185478125310476e-24,3.928753756541712e-61,1.1842461515884628e-08,7.75835458202576e-09,3.294258524648099e-09,7.898482210523212e-10,4.0695232266426384e-05,5.239232155292421e-19,1.729234267728389e-30,1.3945564970227837e-16,1.2927368657384328e-22,4.9751963260504307e-17,4.75347396043645e-45,3.8138999897367703e-44,1.54385966542597e-21,1.8680871811838155e-45,3.5309561537958985e-25,8.022283285470463e-51,2.405442001121365e-44,4.405071549410479e-47,2.1555414222068777e-45,2.1689632462526016e-44,4.480502422026557e-52,6.387672596635504e-51,1.9883323883427228e-47,2.342553999153e-21,2.2774900362510605e-17,3.692081028095817e-27,9.31784181262435e-12,2.7712979213657643e-12,2.1128666173600588e-14,1.2434993786531352e-18
2.816979313999121e-09,0.5032731060757571,9.49582629815665e-18,6.212005318822023e-21,2.6552720800660445e-21,1.5726625257329813e-20,0.0,0.0,1.2310000299070865e-11,5.737350787873051e-18,3.79153485098603e-23,4.129231495700505e-35,4.7601940913466164e-26,5.783997939313449e-61,5.897353831739709e-46,9.90552415107035e-48,1.2925818435504475e-47,2.35391759030504e-17,8.360907597043938e-62,2.0035448063796416e-39,2.9297642504723335e-58,7.958876269476455e-69,1.1668751293362385e-49,1.1073460518315047e-44,3.874663290212404e-32,3.144075543678388e-61,3.523240041233653e-62,4.8364541245009705e-70,1.0914750446748102e-95,1.6555338125762944e-81,2.0277786576701766e-30,1.5912433413658998e-76,9.037948445282605e-60,8.458969445001048e-75,3.76,0.0,0.6343828594083334,0.9999593024785669,4.963603503674335e-24,4.354119763403463e-61,1.2037798020109787e-08,7.889328403836493e-09,3.348606748207549e-09,7.998626762787074e-10,4.069750912320645e-05,5.414983437883669e-19,1.8166090660440307e-30,1.4144593593572152e-16,1.3187360578942206e-22,5.1429513371904465e-17,5.187890241065761e-45,4.135955266379959e-44,1.5961788967931364e-21,2.0506252461803885e-45,3.599969973695128e-25,8.827907360515277e-51,2.6081919665527633e-44,4.806438333394995e-47,2.362780305063945e-45,2.3562291876931337e-44,4.9116234660519684e-52,7.005290025803708e-51,2.2047679805323376e-47,2.3873131564083038e-21,2.3539175953779923e-17,3.8348149183717124e-27,9.471507088291955e-12,2.8166843607787044e-12,2.1829854646474413e-14,1.3059820791257576e-18
2.8626902401891568e-09,0.503273106093981,9.676045626160218e-18,6.387960390459021e-21,2.7476341529127043e-21,1.6272233125227627e-20,0.0,0.0,1.2509752648336692e-11,5.925059765142603e-18,3.98118150743783e-23,4.406480710955537e-35,4.9978507533973486e-26,6.279132605948039e-61,6.305142265158385e-46,1.0587054583175588e-47,1.3855036970283102e-47,2.4315968624977196e-17,9.376295125590258e-62,2.1371994604334824e-39,3.2360070364369764e-58,8.928047972300345e-69,1.2626338253531408e-49,1.2006827819116364e-44,4.0680047101988376e-32,3.5212854259515344e-61,3.8839817325488193e-62,5.426648894720134e-70,1.2680792081412395e-95,1.86231300888742e-81,2.1285854924805102e-30,1.819122921332523e-76,1.0125362733939915e-59,9.672005936055767e-75,3.76,0.0,0.6343828592127971,0.9999593004729114,5.21724986813504e-24,4.8177678359831155e-61,1.2233134524275029e-08,8.020383759532531e-09,3.402955264765817e-09,8.097953045501487e-10,4.069951457881088e-05,5.593676996944779e-19,1.9068902377716723e-30,1.4341996621926398e-16,1.344755288372041e-22,5.3135168645038236e-17,5.654328006965186e-45,4.4793013978938517e-44,1.6493751918608637e-21,2.2477133724465594e-45,3.6690125732667954e-25,9.699322249102051e-51,2.82431160495441e-44,5.237197634895082e-47,2.586206913442189e-45,2.556287763320166e-44,5.376264342286893e-52,7.67117597776923e-51,2.4408208234314504e-47,2.432045052108312e-21,2.4315968678244215e-17,3.980347891701585e-27,9.625171458853865e-12,2.8620603137570122e-12,2.2542437193447e-14,1.3705211856293779e-18
2.9084011663791927e-09,0.5032731061122051,9.857097905079833e-18,6.566479632705502e-21,2.841747793684685e-21,1.6828122414812125e-20,0.0,0.0,1.2709504993290933e-11,6.115790144065664e-18,4.1770664869370005e-23,4.6974828959668904e-35,5.243255817765331e-26,6.807791237364728e-61,6.7340989246179846e-46,1.1303685303932868e-47,1.4835478386053038e-47,2.5105277575325535e-17,1.049619337191152e-61,2.2774420304103732e-39,3.568765574317155e-58,9.997261676791388e-69,1.3646033495601318e-49,1.300196804083492e-44,4.2676428583736516e-32,3.9366110304899676e-61,4.2749434591866046e-62,6.077756088513041e-70,1.469806587532424e-95,2.0910861043620865e-81,2.2326508007439805e-30,2.0752938578695265e-76,1.1322859533024098e-59,1.1035866672509138e-74,3.76,0.0,0.6343828590172609,0.9999592987053316,5.4796509804497565e-24,5.322474713879633e-61,1.2428471028380355e-08,8.15151998290537e-09,3.457304071928597e-09,8.196467744693248e-10,4.070128195893428e-05,5.775314635544983e-19,2.0001260232122223e-30,1.4537787105405811e-16,1.3707941062687987e-22,5.48689452574401e-17,6.154604268300402e-45,4.84496658615556e-44,1.7034490177017268e-21,2.4602579938421802e-45,3.738084698727445e-25,1.0640705950971043e-50,3.0544441454577647e-44,5.698995351608659e-47,2.8268028878848627e-45,2.7697907206187854e-44,5.8764352723641334e-52,8.388241004088703e-51,2.697925735576454e-47,2.476751726622435e-21,2.51052776312131e-17,4.128682513483278e-27,9.778834924318963e-12,2.9074257828134017e-12,2.3266411345651107e-14,1.4371498411499119e-18
2.9541120925692286e-09,0.5032731061304294,1.0038983061216909e-17,6.747570959684625e-21,2.937621384032811e-21,1.7394340533899645e-20,0.0,0.0,1.2909257333980017e-11,6.309541924353802e-18,4.3792918304862607e-23,5.002686788415055e-35,5.496531707994494e-26,7.371665317386418e-61,7.184974458690234e-46,1.2056643676011064e-47,1.5869158349525778e-47,2.5907102041914135e-17,1.1729500985992164e-61,2.4244861433965736e-39,3.929879251094882e-58,1.117506259798732e-68,1.4730836688728267e-49,1.4061884946763723e-44,4.473676891983347e-32,4.3932075943021403e-61,4.698112998452831e-62,6.794961229502938e-70,1.699764658436866e-95,2.3438030227328754e-81,2.3400247202672873e-30,2.362753824178358e-76,1.2639554386495618e-59,1.25665603958514e-74,3.76,0.0,0.6343828588217246,0.999959297146473,5.750971702187446e-24,5.8711731242472125e-61,1.2623807532425765e-08,8.282736413183849e-09,3.5116531673211237e-09,8.294177491820147e-10,4.0702840617711566e-05,5.959898142037499e-19,2.0963646912156335e-30,1.4731978092552532e-16,1.3968521062682736e-22,5.663085948975014e-17,6.690609797102397e-45,5.234010833358034e-44,1.7584008520608474e-21,2.6892068406806573e-45,3.807187133564313e-25,1.1656428822934958e-50,3.299252585680765e-44,6.193542367564474e-47,3.0855928343908326e-45,2.997412182684304e-44,6.414232928369631e-52,9.159521539368401e-51,2.977598730816073e-47,2.5214352133349268e-21,2.5907102100506613e-17,4.279821384743291e-27,9.932497484691317e-12,2.9527807704585396e-12,2.400177463480873e-14,1.5059011814921256e-18
2.9998230187592645e-09,0.5032731061486534,1.022170102087964e-17,6.931242285886499e-21,3.0352633051384478e-21,1.7970934886111793e-20,0.0,0.0,1.3109009670442637e-11,6.506315105719516e-18,4.5879596392651046e-23,5.322548407964433e-35,5.757800799204838e-26,7.972503492436841e-61,7.658534553105327e-46,1.2847180918948998e-47,1.6958142688574134e-47,2.6721441395108143e-17,1.3085717508054555e-61,2.5785488595931795e-39,4.3212841924817984e-58,1.2470575277094967e-68,1.5883844430104183e-49,1.5189676932254843e-44,4.686205918787458e-32,4.894434301203767e-61,5.1555738165871e-62,7.583798543094685e-70,1.9613858551729188e-95,2.622552464024351e-81,2.4507573279200634e-30,2.6847630793532416e-76,1.4085150759791093e-59,1.4281501249255443e-74,3.76,0.0,0.6343828586261884,0.9999592957718739,6.03137768191662e-24,6.466956561428826e-61,1.281914403641126e-08,8.414032395001735e-09,3.5660025485880555e-09,8.391088864096607e-10,4.070421501718421e-05,6.147429290147329e-19,2.195654539004879e-30,1.492458267864334e-16,1.422928918805101e-22,5.84209275863247e-17,7.264310502631991e-45,5.647526257397251e-44,1.814231174751801e-21,2.935549837630917e-45,3.876320597107144e-25,1.2751057731319106e-50,3.55941988510402e-44,6.7226156831226905e-47,3.363645190356427e-45,3.2398489523851284e-44,6.991842146798883e-52,9.988182411474242e-51,3.281439504857464e-47,2.5660973844672715e-21,2.6721441456491234e-17,4.433767140462531e-27,1.0086159139969052e-11,2.9981252792007115e-12,2.4748524593231715e-14,1.5768083352808793e-18
3.0455339449493005e-09,0.5032731061668774,1.0405251710382937e-17,7.117501517565033e-21,3.1346819377140627e-21,1.8557952870875904e-20,0.0,0.0,1.3308762002711729e-11,6.7061096878759884e-18,4.8031720737982705e-23,5.657531061175538e-35,6.02718541747269e-26,8.612112672435094e-61,8.15556001632956e-46,1.367657223504093e-47,1.8104548039090132e-47,2.7548294977662492e-17,1.4574976492320772e-61,2.7398506724227278e-39,4.745017096566208e-58,1.3893535608160795e-68,1.71082520134245e-49,1.63885385307062e-44,4.9053289965582764e-32,5.4438647219745184e-61,5.649508267015524e-62,8.45016995778057e-70,2.258458547491439e-95,2.929570157821711e-81,2.564898639428651e-30,3.044864684449059e-76,1.5669969927254988e-59,1.619961730109406e-74,3.76,0.0,0.6343828584306521,0.9999592945607091,6.3210353551599245e-24,7.113086110568634e-61,1.3014480540336838e-08,8.545407278351016e-09,3.620352213393305e-09,8.487208384962196e-10,4.070542598224239e-05,6.337909839097605e-19,2.298043891922728e-30,1.511561385452398e-16,1.4490241975293816e-22,6.023916561615027e-17,7.8777493899823e-45,6.086637544842521e-44,1.870940459057332e-21,3.200320380650935e-45,3.945485668527355e-25,1.3929361956909236e-50,3.8356492429034175e-44,7.288060024946777e-47,3.66207345648962e-45,3.4978209470883267e-44,7.611538368126737e-52,1.087752041428034e-50,3.611134968123112e-47,2.610739854925411e-21,2.7548295041923234e-17,4.590522439714903e-27,1.0239819890145873e-11,3.043459311546279e-12,2.550665875382066e-14,1.6499044239629566e-18
3.0912448711393364e-09,0.5032731061851017,1.058963505604832e-17,7.306356556235788e-21,3.2358856619990406e-21,1.9155441883425407e-20,0.0,0.0,1.3508514330817408e-11,6.908925670536747e-18,5.0250313521747305e-23,6.008105345670726e-35,6.304807837073907e-26,9.29235904434006e-61,8.676846869044849e-46,1.4546116938914969e-47,1.931054245994176e-47,2.8387662148527984e-17,1.6208076009894177e-61,2.9086155086521803e-39,5.2032187629907705e-58,1.5454320168235384e-68,1.840735506449856e-49,1.76617618029501e-44,5.131145130843553e-32,6.045296423239694e-61,6.18220054043093e-62,9.400362609803866e-70,2.5951554711508957e-95,3.267246466628378e-81,2.6824986082539446e-30,3.446903140538169e-76,1.7404978476364034e-59,1.8341450554070815e-74,3.76,0.0,0.6343828582351159,0.9999592934939447,6.62011194435142e-24,7.812996725336102e-61,1.3209817044202504e-08,8.676860418538546e-09,3.674702159419892e-09,8.582542524516887e-10,4.070649254671434e-05,6.531341533726986e-19,2.4035811031964714e-30,1.5305084398337386e-16,1.47513761854982e-22,6.208558953012089e-17,8.533048362543584e-45,6.552502371114212e-44,1.928529175217824e-21,3.4845965105925486e-45,4.014682848033009e-25,1.5196318622817062e-50,4.1286643557267775e-44,7.891789328726101e-47,3.982037329769287e-45,3.7720716000787314e-44,8.275689881062883e-52,1.1830967594301351e-50,3.968462484705479e-47,2.6553640909779346e-21,2.838766221575472e-17,4.75008995982809e-27,1.0393479735213322e-11,3.0887828700003553e-12,2.627617465006348e-14,1.7252225618087665e-18
3.1369557973293723e-09,0.5032731062033255,1.0774850984203905e-17,7.49781530967397e-21,3.3388828577559915e-21,1.9763449314800267e-20,0.0,0.0,1.3708266654788014e-11,7.114763053415528e-18,5.253639749256108e-23,6.374749153913021e-35,6.590790279904909e-26,1.001516912616212e-60,9.2232064559312e-46,1.545713861667644e-47,2.0578346107614951e-47,2.92395424221948e-17,1.7996511482857883e-61,3.085070728464535e-39,5.6981378398225226e-58,1.7163977820593009e-68,1.978455124736992e-49,1.9012737772444236e-44,5.363753274509236e-32,6.702761261900436e-61,6.756039786509098e-62,1.0441067700128006e-69,2.9760654497724823e-95,3.638134618723962e-81,2.8036071254243355e-30,3.895044845051799e-76,1.9301817755494234e-59,2.0729266737681945e-74,3.76,0.0,0.6343828580395796,0.9999592925536652,6.928775458790451e-24,8.570303920654178e-61,1.3405153548008252e-08,8.808391176141483e-09,3.729052384369772e-09,8.677097699968149e-10,4.070743262666415e-05,6.727726104610211e-19,2.5123145536962642e-30,1.5493006940201866e-16,1.5012688880961618e-22,6.396021534012344e-17,9.232410111549384e-45,7.046311833337549e-44,1.98699780141756e-21,3.789502147198423e-45,4.083912682401864e-25,1.6557118398053813e-50,4.4392096832466817e-44,8.535788289450756e-47,4.3247438912954676e-45,4.063368278343682e-44,8.986760177353061e-52,1.2852094699504082e-50,4.3552933211843603e-47,2.6999716010143936e-21,2.923954249247722e-17,4.912472399725942e-27,1.0547138675161585e-11,3.1340959570670485e-12,2.705706981603475e-14,1.8027958559140848e-18
3.1826667235194082e-09,0.5032731062215496,1.0960899421184461e-17,7.691885689528912e-21,3.443681904275932e-21,2.0382022551847352e-20,0.0,0.0,1.3908018974647603e-11,7.323621836226578e-18,5.48909959859845e-23,6.7579476778382e-35,6.885254920935002e-26,1.0782531016002024e-60,9.795465571597026e-46,1.641098530667505e-47,2.191023202722823e-47,3.0103935438043335e-17,1.9952517191895517e-61,3.2694471253626684e-39,6.232135439941975e-58,1.903427008592587e-68,2.1243342273307818e-49,2.0444958100863333e-44,5.603252332194363e-32,7.42053829476053e-61,7.373523902210004e-62,1.1579404308699843e-69,3.406236571164945e-95,4.0449612114937596e-81,2.9282740219746935e-30,4.39380487168735e-76,2.1372840768528446e-59,2.338719920801118e-74,3.76,0.0,0.6343828578440434,0.9999592917246669,7.247194694587548e-24,9.388812089586123e-61,1.3600490051754087e-08,8.939998916956623e-09,3.783402885963663e-09,8.770880276139529e-10,4.070826142500741e-05,6.927065268195254e-19,2.624292651660232e-30,1.567939412982633e-16,1.5274177385302977e-22,6.586305908104498e-17,9.978120387717561e-45,7.569290947083785e-44,2.0463468214085123e-21,4.116208583998279e-45,4.153175714780848e-25,1.8017172396112868e-50,4.768050752838041e-44,9.222114213207041e-47,4.691449035629725e-45,4.372502775414253e-44,9.747310788902803e-52,1.394461533525066e-50,4.773596945826414e-47,2.744563849003431e-21,3.010393551147243e-17,5.0776724865769916e-27,1.070079670997756e-11,3.179398575248881e-12,2.7849341786396697e-14,1.8826574062020506e-18
