Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304)
1.8173012729549278e-09,0.5127804215875829,0.0,1.0711356962118684e-20,0.0,0.0,0.0,0.0,0.0,0.0,5.62972217319115e-23,7.853349475190182e-35,0.0,1.2190303023007407e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.554424576108265,0.9999434906616714,0.0,0.0,1.8120963424644373e-08,1.187879488885958e-08,4.831002636305187e-09,1.411165440832195e-09,5.650933832798975e-05,1.6768574529992419e-18,1.0675938402148252e-29,4.193634357151853e-16,2.2318950534734535e-22,7.185283708952736e-17,2.968945155587751e-44,3.1364806199204056e-43,3.540588496029672e-21,1.152415802372829e-44,1.7857136691584247e-24,5.243158863336187e-50,1.9957769671340194e-43,3.272276286546738e-46,1.3475540630607154e-44,1.650235027951865e-43
1.8495976348145641e-09,0.5127804216186558,0.0,1.0969513120643737e-20,0.0,0.0,0.0,0.0,0.0,0.0,5.939927390965248e-23,8.434122208398979e-35,0.0,1.3391151465955923e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245757862264,0.9999434585148866,0.0,0.0,1.8443002038185704e-08,1.2094391548720116e-08,4.916878315930033e-09,1.4317317061534267e-09,5.6541485112555635e-05,1.7374438524074952e-18,1.1257554628810987e-29,4.2666436253223366e-16,2.2842998014489342e-22,7.447779193961249e-17,3.260131637417575e-44,3.4237611101414855e-43,3.671299219321047e-21,1.272804280157341e-44,1.828202525472008e-24,5.856593989675275e-50,2.178322415058557e-43,3.5922431234483745e-46,1.4861226546665237e-44,1.8037847502148424e-43
1.8818939966742004e-09,0.5127804216497288,0.0,1.1230043633882233e-20,0.0,0.0,0.0,0.0,0.0,0.0,6.261363054791544e-23,9.046605403232979e-35,0.0,1.4687140441208147e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245754641878,0.9999434291102024,0.0,0.0,1.876504065154107e-08,1.231012530347264e-08,5.002754636749192e-09,1.4521602352246207e-09,5.6570889796964946e-05,1.799120053500169e-18,1.1859995203697761e-29,4.33917149957808e-16,2.3367836549847936e-22,7.715020239461227e-17,3.574298639693064e-44,3.7316579787031546e-43,3.8043842613489166e-21,1.4034379407747471e-44,1.8707312762123225e-24,6.529657081216921e-50,2.3739423865201126e-43,3.937296368076875e-46,1.6362540333317108e-44,1.9686137500115282e-43
1.9141903585338368e-09,0.5127804216808018,0.0,1.1492948870468927e-20,0.0,0.0,0.0,0.0,0.0,0.0,6.594230415649288e-23,9.691936834342706e-35,0.0,1.6084052553098987e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245751421492,0.9999434022137184,0.0,0.0,1.9087079264710465e-08,1.2525995234965139e-08,5.088631594468229e-09,1.472451950491978e-09,5.659778628060612e-05,1.8618867383648995e-18,1.2483631283779037e-29,4.4112202797633634e-16,2.389342628330288e-22,7.987008671478792e-17,3.9128390463201106e-44,4.061255185852347e-43,3.939843993269111e-21,1.5449976851281566e-44,1.9132970660595806e-24,7.267013326417824e-50,2.583322260391315e-43,4.308936141357203e-46,1.7986970563733937e-44,2.1453381251340877e-43
1.9787830822531094e-09,0.5127804217429477,0.0,1.2025885266224967e-20,0.0,0.0,0.0,0.0,0.0,0.0,7.295065626380108e-23,1.1085796572215026e-34,0.0,1.920503314751711e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245744980719,0.9999433551082054,0.0,0.0,1.9731156490491345e-08,1.2958139986266741e-08,5.2603874035717765e-09,1.5126285985516673e-09,5.664489179373468e-05,1.9906942649507544e-18,1.3795975708840984e-29,4.553890235556223e-16,2.494671536349266e-22,8.545235239889587e-17,4.668913974438447e-44,4.790070989637284e-43,4.2178892880273724e-21,1.863785195927602e-44,1.998529863914168e-24,8.954680858435583e-50,3.046219301710934e-43,5.138292047582431e-46,2.1636894388064693e-44,2.537050442301447e-43
2.036916533600455e-09,0.5127804217988793,0.0,1.2513654380277292e-20,0.0,0.0,0.0,0.0,0.0,0.0,7.966934305100123e-23,1.2464439407310622e-34,0.0,2.2422301156553946e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245739184024,0.9999433193290191,0.0,0.0,2.0310825993058128e-08,1.3347526901274958e-08,5.414969767466604e-09,1.548328806703576e-09,5.668067098008511e-05,2.110357243006793e-18,1.5053302341208537e-29,4.680679560397413e-16,2.5896905353374837e-22,9.063894484666856e-17,5.447967287873189e-44,5.531856516582446e-43,4.476256316678238e-21,2.195583447252822e-44,2.075343335938151e-24,1.074618776259588e-49,3.51724038559126e-43,5.9919995263981054e-46,2.542532512825635e-44,2.936922027948484e-43
2.0950499849478007e-09,0.5127804218548107,0.0,1.3009125719926832e-20,0.0,0.0,0.0,0.0,0.0,0.0,8.678975237861321e-23,1.3968129486240679e-34,0.0,2.6068319252887507e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245733387329,0.9999432888550503,0.0,0.0,2.089049549502238e-08,1.3737341028407267e-08,5.569554129432618e-09,1.5835998041247956e-09,5.671114494890095e-05,2.2335637893512105e-18,1.6385084815845694e-29,4.805956055653471e-16,2.6849038565880797e-22,9.597965705500427e-17,6.330498649421731e-44,6.362524972910527e-43,4.742325490362323e-21,2.5749432027317347e-44,2.152244949827231e-24,1.2832109981378871e-49,4.044581756093984e-43,6.958148455087366e-46,2.9745723578733694e-44,3.385971796951645e-43
2.1531834362951464e-09,0.5127804219107419,0.0,1.3512303184695528e-20,0.0,0.0,0.0,0.0,0.0,0.0,9.432365131453507e-23,1.5604233930740113e-34,0.0,3.018649842055879e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245727590633,0.9999432628993875,0.0,0.0,2.1470164996384102e-08,1.4127577231439767e-08,5.7241404654460956e-09,1.6184467510613159e-09,5.6737100611639004e-05,2.360317719642644e-18,1.7793495693725376e-29,4.929735498780631e-16,2.780297470700355e-22,1.0147461027127319e-16,7.326962024583077e-44,7.289783159053391e-43,5.016100715349728e-21,3.0071297587124255e-44,2.22922683290406e-24,1.525098711324971e-49,4.6331114070971274e-43,8.047914792456002e-46,3.4655405220632864e-44,3.888649076761702e-43
2.211316887642492e-09,0.5127804219666734,0.0,1.4023191066382714e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0228281630043434e-22,1.738033262704145e-34,0.0,3.4823351667020585e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245721793938,0.9999432407920119,0.0,0.0,2.2049834497143293e-08,1.4518230435899818e-08,5.878728751772093e-09,1.6528747457190454e-09,5.675920798734251e-05,2.4906228036651663e-18,1.9280709787749587e-29,5.052033984746286e-16,2.8758592643022294e-22,1.0712392884962827e-16,8.448557495884406e-44,8.321763604385331e-43,5.297586288660196e-21,3.4978291389089156e-44,2.3062828072759975e-24,1.804519887533652e-49,5.287964817403097e-43,9.273246226647898e-46,4.021608839451321e-44,4.449670108000088e-43
2.2694503389898376e-09,0.5127804220226048,0.0,1.4541794001603458e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.1067903337117235e-22,1.930421839718925e-34,0.0,4.0028630515346256e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245715997242,0.9999432219623637,0.0,0.0,2.2629503997299966e-08,1.4909295628323448e-08,6.03331896496098e-09,1.686888825009877e-09,5.677803763539331e-05,2.6244827658799543e-18,2.0848904134690806e-29,5.172867814762059e-16,2.9715787696868014e-22,1.1292773976929026e-16,9.707263931326284e-44,9.467035188338608e-43,5.586786850874084e-21,4.053169409642026e-44,2.3834080923137266e-24,2.12612353451551e-49,6.014551546928109e-43,1.0646893438873824e-45,4.649410236766705e-44,5.074026471456274e-43
2.3275837903371833e-09,0.5127804220785361,0.0,1.5068116928224513e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.1952409833833786e-22,2.1383897174029324e-34,0.0,4.5855464183244216e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245710200547,0.9999432059245127,0.0,0.0,2.320917349685412e-08,1.530076785552185e-08,6.1879110818450295e-09,1.7204939652886545e-09,5.6794075486577125e-05,2.7619012859702243e-18,2.250025796747568e-29,5.292253408787746e-16,3.0674469310939085e-22,1.1888617219322212e-16,1.1115872257297741e-43,1.0734613694159085e-42,5.883707342799663e-21,4.679742484190769e-44,2.4605990520839895e-24,2.4949979076651315e-49,6.81856179075426e-43,1.2182441792895312e-45,5.356059925922289e-44,5.7669935645734694e-43
2.385717241684529e-09,0.5127804221344675,0.0,1.5602165045298202e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2882981694175257e-22,2.362758817920654e-34,0.0,5.2360501384449506e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245704403852,0.9999431922645292,0.0,0.0,2.378884299580576e-08,1.5692642223856543e-08,6.3425050795350185e-09,1.7536950830813446e-09,5.6807735470197175e-05,2.902881999379667e-18,2.4236952687799482e-29,5.410207237257238e-16,3.163455902455483e-22,1.2499935706304097e-16,1.268801931838916e-43,1.2133972296700421e-42,6.188352965603374e-21,5.384626402196818e-44,2.5378529809622605e-24,2.9166999031782488e-49,7.705972892184348e-43,1.3894343433755997e-45,6.149176967759221e-44,6.534139125827547e-43
2.4438506930318746e-09,0.512780422190399,0.0,1.6143943776611776e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.3860800497086784e-22,2.604372410375369e-34,0.0,5.960405480473674e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245698607156,0.9999431806298317,0.0,0.0,2.4368512494154887e-08,1.608491389852349e-08,6.4971009354169e-09,1.786497035804318e-09,5.6819370167699565e-05,3.0474284978443147e-18,2.6061171839074976e-29,5.526745769034008e-16,3.2595988739229037e-22,1.3126742673138226e-16,1.4438222333640432e-43,1.3675051982823514e-42,6.5007291445234664e-21,6.17540809193559e-44,2.6151679240847405e-24,3.397285677617385e-49,8.683055814144341e-43,1.5797949798761495e-45,7.036906210061222e-44,7.381331807694989e-43
2.5019841443792202e-09,0.5127804222463302,0.0,1.6693458737419062e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.4887048835934757e-22,2.8640951290648747e-34,0.0,6.765024820822283e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245692810461,0.9999431707201246,0.0,0.0,2.4948181991901506e-08,1.647757810284578e-08,6.651698627148491e-09,1.8189046224749783e-09,5.682927987471881e-05,3.1955443299179934e-18,2.797510107970674e-29,5.64188543090538e-16,3.3558699222773414e-22,1.376905146272172e-16,1.6381913936260303e-43,1.5368271905340445e-42,6.820841495739851e-21,7.060206605101695e-44,2.6925425262553876e-24,3.94334249959867e-49,9.756381569806718e-43,1.7909544527146317e-45,8.027940587954183e-44,8.314749797021218e-43
2.560117595726566e-09,0.5127804223022616,0.0,1.7250715704328914e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.5962910325545183e-22,3.142812991884303e-34,0.0,7.656716616573058e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245687013766,0.9999431622796582,0.0,0.0,2.552785148904562e-08,1.6870630117574735e-08,6.8062981326562044e-09,1.8509225844138525e-09,5.683772034094081e-05,3.347233001491487e-18,2.998092815668653e-29,5.755642575624203e-16,3.4522638818641894e-22,1.4426875495385322e-16,1.8535477792411092e-43,1.7224539670551155e-42,7.148695796378193e-21,8.047696820660913e-44,2.769975905177203e-24,4.562021854696474e-49,1.0932827612732285e-42,2.0246376761172965e-45,9.131543780475006e-44,9.340889482323822e-43
2.6182510470739115e-09,0.5127804223581931,0.0,1.78157205881217e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.708956960706468e-22,3.4414334188330353e-34,0.0,8.642700639165721e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.554424568121707,0.9999431550906096,0.0,0.0,2.6107520985587232e-08,1.726406528019956e-08,6.960899430131829e-09,1.8825556059382767e-09,5.684490938980477e-05,3.502497976305458e-18,3.2080842879504985e-29,5.868033456722574e-16,3.5487762332501787e-22,1.510022824172433e-16,2.0916284793402496e-43,1.9255261559558744e-42,7.484297957423005e-21,9.147133613311236e-44,2.847467545428995e-24,5.261073821034192e-49,1.2219584186896519e-42,2.2826694830767855e-45,1.0357573216496016e-43,1.046657416745977e-42
2.676384498421257e-09,0.5127804224141244,0.0,1.838847940938244e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.8268212350860127e-22,3.7608852505913466e-34,0.0,9.730623469046436e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245675420375,0.9999431489674429,0.0,0.0,2.6687190481526346e-08,1.7657878984265092e-08,7.115502498029338e-09,1.9138083150477334e-09,5.685103255619178e-05,3.661342676457221e-18,3.427703709437702e-29,5.979074209124563e-16,3.6454030076128755e-22,1.5789123198344415e-16,2.354272981924886e-43,2.1472352683184217e-42,7.827653999430489e-21,1.036837648500548e-43,2.925017210695365e-24,6.0488827389785974e-49,1.3624160636722564e-42,2.566978031656617e-45,1.1716503425670813e-43,1.169896283139398e-42
2.7345179497686028e-09,0.5127804224700557,0.0,1.8968998276719548e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.9500025257664037e-22,4.10211876713472e-34,0.0,1.0928574250817969e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.554424566962368,0.9999431437521239,0.0,0.0,2.7266859976862964e-08,1.8052066678697943e-08,7.270107315061741e-09,1.9446852841009504e-09,5.685624787517909e-05,3.823770482901404e-18,3.657170465877748e-29,6.088780834520544e-16,3.742140704883028e-22,1.6493573866282237e-16,2.643426907017874e-43,2.3888247070456632e-42,8.178770030812512e-21,1.1721914656881461e-43,3.0026248716935912e-24,6.934504195849368e-49,1.5154391677337922e-42,2.879598248529353e-45,1.3219449729209778e-43,1.3045558933696945e-42
2.7926514011159484e-09,0.5127804225259873,0.0,1.9557283367362233e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.0786196058165489e-22,4.466105706355694e-34,0.0,1.2245100708143843e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245663826984,0.999943139310047,0.0,0.0,2.784652947159709e-08,1.8446623867140608e-08,7.424713860197964e-09,1.9751910304848407e-09,5.686068995223572e-05,3.9897847359445936e-18,3.8967041416283323e-29,6.197169190390779e-16,3.838986223740832e-22,1.721359373188594e-16,2.961145796212137e-43,2.651590769072604e-42,8.537652228486975e-21,1.32188926184857e-43,3.0802906473809452e-24,7.927703345832724e-49,1.6818443625316497e-42,3.222675309099999e-45,1.487819226491755e-43,1.451421926535761e-42
2.850784852463294e-09,0.5127804225819186,0.0,2.0153340909905316e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.2127913511228894e-22,4.8538392826656874e-34,0.0,1.3689225417388687e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245658030289,0.9999431355265671,0.0,0.0,2.842619896572873e-08,1.8841546107293662e-08,7.57932211265978e-09,2.005330017275403e-09,5.686447343215644e-05,4.159388735734019e-18,4.14652451717183e-29,6.304254981734862e-16,3.9359368017188786e-22,1.7949196249915082e-16,3.30959895815533e-43,2.93688364095227e-42,8.90430682066539e-21,1.487113613065587e-43,3.1580147572206915e-24,9.038994584078483e-49,1.8624820590211795e-42,3.5984681535249176e-45,1.670520034054625e-43,1.6113162844447575e-42
2.9089183038106397e-09,0.5127804226378502,0.0,2.0757177169005934e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.352636740090376e-22,5.266334205553007e-34,0.0,1.5270462339115048e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245652233594,0.9999431323040399,0.0,0.0,2.9005868459257882e-08,1.9236829010265874e-08,7.733932051918773e-09,2.0351066538906872e-09,5.6867695959281656e-05,4.332585742740383e-18,4.40685156665963e-29,6.410053754898717e-16,4.0329899639816237e-22,1.8700394828657093e-16,3.691073369549244e-43,3.2461083878253027e-42,9.278740071583859e-21,1.669117867875023e-43,3.2357974827194267e-24,1.0279682594416837e-48,2.0582370627158773e-42,4.009353037974811e-45,1.8713657109853966e-43,1.7850979856210266e-42
2.9670517551579854e-09,0.5127804226937814,0.0,2.1368798431852663e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.498274853237015e-22,5.704626698076732e-34,0.0,1.6998833606693553e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245646436898,0.9999431295592981,0.0,0.0,2.9585537952184553e-08,1.9632468239932032e-08,7.88854365769332e-09,2.064525296735899e-09,5.687044070107092e-05,4.5093789782348734e-18,4.6779054554859906e-29,6.514580893124668e-16,4.1301434796141804e-22,1.9467202816873582e-16,4.1079776312770856e-43,3.580725935779621e-42,9.660958267999196e-21,1.869228837318698e-43,3.313639136793683e-24,1.1661904790433718e-48,2.2700291850797593e-42,4.457827120524571e-45,2.0917484566058903e-43,1.9736640637180873e-42
3.025185206505331e-09,0.5127804227497127,0.0,2.1988210996246672e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.6498248726951516e-22,6.169774515278911e-34,0.0,1.8884886571316182e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245640640203,0.9999431272215034,0.0,0.0,3.016520744450873e-08,2.0028459512298592e-08,8.043156909945644e-09,2.0935902498407616e-09,5.687277849586199e-05,4.689771624760448e-18,4.95990653789107e-29,6.617851613519988e-16,4.227395324419603e-22,2.024963349241014e-16,4.5628459792850434e-43,3.942254047606156e-42,1.0050967707291035e-20,2.0888495294360244e-43,3.39154003974688e-24,1.3198675169707767e-48,2.4988138510764457e-42,4.9465120810693355e-45,2.333136884752173e-43,2.1779504702958408e-42
3.0833186578526766e-09,0.5127804228056442,0.0,2.261542116013767e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.8074060816315337e-22,6.662856962499334e-34,0.0,2.0939711102631474e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245634843508,0.9999431252303191,0.0,0.0,3.074487693623045e-08,2.0424798594876947e-08,8.19777178887887e-09,2.122305765489206e-09,5.687476968005032e-05,4.873766826597452e-18,5.253075354592772e-29,6.719880965139656e-16,4.324743649315759e-22,2.1047700052306146e-16,5.0583423498305315e-43,4.332268291959161e-42,1.0448774687013685e-20,2.3294619278882696e-43,3.469500500755917e-24,1.4903929600660682e-48,2.745582702900581e-42,5.478157774661266e-45,2.5970785850439956e-43,2.3989329819243248e-42
3.1414521092000223e-09,0.5127804228615755,0.0,2.3250435212462473e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.9711378635971146e-22,7.184974913579099e-34,0.0,2.3174957144155083e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245629046812,0.9999431235343551,0.0,0.0,3.132454642734968e-08,2.0821481306064135e-08,8.352388274934127e-09,2.150676044841489e-09,5.687646564396288e-05,5.061367690223634e-18,5.557632630447092e-29,6.820683827911139e-16,4.422186753515313e-22,2.1861415604246653e-16,5.5972644986978685e-43,4.752403005931726e-42,1.0854385495746456e-20,2.5926298144007897e-43,3.547520803886853e-24,1.67925725611566e-48,3.0113641999181215e-42,6.055645917658668e-45,2.8852027143306464e-43,2.6376281115747757e-42
3.199585560547368e-09,0.5127804229175069,0.0,2.389325942514334e-20,0.0,0.0,0.0,0.0,0.0,0.0,3.141139701816309e-22,7.73725082894103e-34,0.0,2.560285252259596e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245623250117,0.9999431220898412,0.0,0.0,3.190421591786645e-08,2.121850351453111e-08,8.507006348787711e-09,2.1787052385488354e-09,5.687791015794961e-05,5.252577284768627e-18,5.873799272136569e-29,6.920274912201394e-16,4.519723061784397e-22,2.269079315920798e-16,6.1825481739818874e-43,5.204352251058084e-42,1.1267806405100397e-20,2.880001634707986e-43,3.6256011978062306e-24,1.8880525347816847e-48,3.29722421484209e-42,6.681993806085313e-45,3.1992226177934668e-43,2.895094024259088e-42
3.2577190118947136e-09,0.5127804229734384,0.0,2.4543900046119446e-20,0.0,0.0,0.0,0.0,0.0,0.0,3.3175311784242883e-22,8.320828773536735e-34,0.0,2.823622101025548e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245617453422,0.9999431208594967,0.0,0.0,3.248388540778075e-08,2.16158611386183e-08,8.661625991348215e-09,2.2063974473606898e-09,5.687914050260436e-05,5.4473986424629785e-18,6.201796365886556e-29,7.018668758894103e-16,4.617351105189417e-22,2.3535845625165476e-16,6.817271342047365e-43,5.689870762754366e-42,1.1689043662755412e-20,3.193313407691471e-43,3.703741888507068e-24,2.118477577496182e-48,3.6042666261699006e-42,7.360358065609824e-45,3.5409384791954996e-43,3.1724314568797215e-42
3.3739859145894044e-09,0.512780423085301,0.0,2.586865535074027e-20,0.0,0.0,0.0,0.0,0.0,0.0,3.6899618649248537e-22,9.586575139182073e-34,0.0,3.4173762901696214e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245605860032,0.9999431189193612,0.0,0.0,3.364322438580196e-08,2.24115665518047e-08,8.970869907369383e-09,2.260787067361167e-09,5.688108063803827e-05,5.847888594369516e-18,6.894167138741088e-29,7.211922059659512e-16,4.8128769640398835e-22,2.5273026377161915e-16,8.248084970169195e-43,6.768943531384251e-42,1.2554992059989777e-20,3.9051566148653e-43,3.8602047477647474e-24,2.651576602695213e-48,4.28650770040213e-42,8.886481642004083e-45,4.3151091760198204e-43,3.791342247728964e-42
3.4786261270146265e-09,0.5127804231859776,0.0,2.7087729231687934e-20,0.0,0.0,0.0,0.0,0.0,0.0,4.0482036898590115e-22,1.08447200337344e-33,0.0,4.036177162210031e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245595425982,0.9999431176334956,0.0,0.0,3.468662946396062e-08,2.3128808593883013e-08,9.249194609899866e-09,2.3086253750809436e-09,5.688236650343384e-05,6.220711460473312e-18,7.559982514227266e-29,7.381897905557043e-16,4.989150888191705e-22,2.6890224460790697e-16,9.738842769031257e-43,7.873794875342221e-42,1.3361139517660703e-20,4.653844230478912e-43,4.00122859599457e-24,3.2247498701749757e-48,4.9848414522212216e-42,1.047254318761974e-44,5.1265157461733556e-43,4.428269550853516e-42
3.5801324185063994e-09,0.5127804232836388,0.0,2.8294582207954004e-20,0.0,0.0,0.0,0.0,0.0,0.0,4.417272606929251e-22,1.2179967955363225e-33,0.0,4.721812033293515e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5544245585304426,0.9999431166951208,0.0,0.0,3.569878509091988e-08,2.3825549682467018e-08,9.519188213412167e-09,2.3540462849712047e-09,5.688330487819984e-05,6.593593459800952e-18,8.245763610851132e-29,7.543284536980668e-16,5.160410963209182e-22,2.8507702396332414e-16,1.1390179631489614e-42,9.078185861410672e-42,1.4167432819062558e-20,5.490213589471602e-43,4.138216409668958e-24,3.8780212466017723e-48,5.745887756044443e-42,1.222529460453199e-44,6.030051420866805e-43,5.125875890505814e-42
