Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42)
5.2618900948551425e-08,0.7348346044652745,1.3116381384331198e-08,2.0309988920270886e-10,9.167538584570476e-10,1.8262328631810506e-09,0.0,0.0,1.1914972912938263e-07,2.3128927483206938e-11,3.450000943321638e-12,2.1556669127318865e-12,2.9151597029859535e-13,3.139626235627652e-26,2.396669368931249e-18,2.513815258224044e-11,2.487831817901442e-11,3.5494965611394553e-10,2.8676497574007616e-26,1.3513591887445695e-19,8.902901896985203e-23,3.537507043694149e-22,8.058810415064936e-12,1.5540420107842887e-21,2.0472224961693816e-16,6.04383954395224e-26,3.0890482598617445e-29,9.735255919079295e-22,2.1571980640064297e-23,3.1669512879899094e-24,3.134284882554318e-18,9.130225058333842e-27,9.311973533957183e-28,3.2917314668287197e-26,3.76,0.0,0.98074710551593,0.9993704315253457,9.098242052769493e-11,2.377974657230986e-13,0.000829799094467116,0.0006592782841488567,0.0001655268087550705,4.966864735750566e-06,0.0006294472448498369,1.1133577421193687e-08,3.4936335270798484e-15,1.2653472038049107e-10,5.385112469367277e-17,2.1207967961208776e-09,2.8128925517594136e-22,5.1365986734670185e-22,2.2456436769849106e-12,3.184767799239712e-22,1.7436881181807097e-15,3.504552746659894e-28,7.621150816508824e-22,2.6760526604515103e-24,1.0081232895856717e-22,5.235618935348007e-22,1.9987897884340268e-29,2.116703135303143e-28,8.586415893716953e-24,1.0186263523585536e-14,3.540495964372397e-10,1.465771224037238e-13,7.731455848850167e-08,8.841730105215326e-09,2.8744629941743216e-08,3.474506005853094e-10,1.1780068277612375e-08,1.824472781232032e-09,1.6451195662836847e-09,1.2488060558129042e-11,1.3565434964224915e-10,1.6078578222612146e-11,2.3958337683973798e-09,1.2285800004409948e-14,5.781044298331819e-07,1.9954467363687845e-12,1.1795818588652552e-09,8.313826325687005e-19,2.362836099474636e-14,3.9301525220330725e-19,1.0961506567395021e-11,8.258162248799902e-11,3.8075885312482935e-14,5.473416532051625e-11,6.015485471740536e-20,7.248781673390298e-16,2.35581048190013e-12,5.753041856639453e-07,1.0575320459086775e-15,9.165428196615547e-12,3.1900341317823326e-11
5.3927148473092284e-08,0.7348372453748306,1.3693750894195192e-08,2.16189200105797e-10,9.66522734024871e-10,1.9556624006290375e-09,0.0,0.0,1.2211854449360323e-07,2.4291757914013e-11,3.678467387323865e-12,2.277867097066286e-12,3.1311443276173825e-13,3.470191914438009e-26,2.5205270129989945e-18,2.5792517142476753e-11,2.6555092632919776e-11,3.7283986095218557e-10,3.146706425469106e-26,1.4856168497167058e-19,9.706646332961578e-23,3.819136034591405e-22,8.081039150447206e-12,1.792608582251492e-21,2.2143896963212871e-16,6.795591525756273e-26,3.5459392124988326e-29,1.0944246646669183e-21,2.5221357563267856e-23,3.693194856870969e-24,3.3726878296831162e-18,1.0525192537734722e-26,1.0839135344938289e-27,3.8739022756435807e-26,3.76,0.0,0.980726465843887,0.9993704284496622,9.824249502328486e-11,2.6038795270483884e-13,0.0008504214757380053,0.000675781243721703,0.0001696449962984663,4.966778256124285e-06,0.0006294472428167534,1.169782531514608e-08,3.753062233666211e-15,1.2654083269117115e-10,5.5208369605665553e-17,2.2280168046767284e-09,3.215320618988133e-22,5.751785128552493e-22,2.3646752893801824e-12,3.638686283954995e-22,1.8045858313646276e-15,4.0089437319234834e-28,8.603990172163923e-22,3.0278844220823987e-24,1.1412848829704528e-22,5.9171991589276095e-22,2.286149384030974e-29,2.421166161482437e-28,1.0066855517522367e-23,1.0441016950093372e-14,3.7188954120769027e-10,1.580818009494371e-13,7.89500727083658e-08,8.92950632300327e-09,2.9896451228026325e-08,3.707585816004826e-10,1.2299280687402251e-08,1.9004359367076448e-09,1.6982426786998601e-09,1.2823602595809632e-11,1.3869055175963922e-10,1.686872525620098e-11,2.5071467848714123e-09,1.2989244549765855e-14,5.925031345447816e-07,2.081379932208758e-12,1.2389027107907795e-09,9.308432140361699e-19,2.50481599040827e-14,4.146490455181536e-19,1.1208825189725139e-11,8.654085369587009e-11,4.1181903414500234e-14,5.4835093804065754e-11,6.330923204255921e-20,7.622247798657794e-16,2.478776022036753e-12,5.895715889872023e-07,1.116466344373234e-15,9.263063140006873e-12,3.2708521563722394e-11
5.5235395997633144e-08,0.7348398862329393,1.4280840175920075e-08,2.2974938228198393e-10,1.0177477853434796e-09,2.0907105472146557e-09,0.0,0.0,1.2508766866940508e-07,2.5483028016827382e-11,3.9158997900358916e-12,2.4032414654885145e-12,3.356841113356235e-13,3.830293526144121e-26,2.650493692553587e-18,2.6440626199752108e-11,2.8297388203282333e-11,3.91169685257596e-10,3.444673153194261e-26,1.6293571349828622e-19,1.0556471327376025e-22,4.1129610966093906e-22,8.102453157701015e-12,2.060637509995611e-21,2.3900390031551204e-16,7.617234899705283e-26,4.0599394871977846e-29,1.2265099894250088e-21,2.937205175048092e-23,4.2899904536461986e-24,3.6227970644884565e-18,1.208738143636254e-26,1.257010506502983e-27,4.540128898819199e-26,3.76,0.0,0.9807058265891389,0.9993704253707064,1.0589149664343055e-10,2.844798840525633e-13,0.0008710434370008573,0.0006922838238084404,0.0001737631128447704,4.966691778245928e-06,0.0006294472407816136,1.2276022415756921e-08,4.024574121486897e-15,1.2654694486016075e-10,5.656557354299626e-17,2.3378797458729686e-09,3.6631352033196454e-22,6.423008317188142e-22,2.4870355560198628e-12,4.1434875170238395e-22,1.866308561737813e-15,4.570556478939946e-28,9.68472556782062e-22,3.415456944068587e-24,1.2880370105463498e-22,6.667452994559959e-22,2.606073765899885e-29,2.760149189172143e-28,1.1756191927696912e-23,1.0695764151652902e-14,3.9016786475711936e-10,1.7019934177410714e-13,8.057496224412891e-08,9.016883168824816e-09,3.106387532702389e-08,3.9498771223009835e-10,1.2827778768293187e-08,1.9772867918734444e-09,1.7515942867716915e-09,1.3160672339864853e-11,1.4170692760970186e-10,1.7675587972808292e-11,2.6207126524732545e-09,1.3720983782298367e-14,6.069028013579316e-07,2.168559282982863e-12,1.2996756667517458e-09,1.0397938838930849e-18,2.650845791616478e-14,4.368303367668018e-19,1.1454486845050676e-11,9.057690094365477e-11,4.4488857335339267e-14,5.493504506208517e-11,6.653812376661405e-20,8.004317208712267e-16,2.604982559302432e-12,6.03837238825484e-07,1.177052136726426e-15,9.359727029539159e-12,3.35175987389455e-11
5.6543643522174e-08,0.7348425270395982,1.4877525549629062e-08,2.437832358078847e-10,1.0704375546720256e-09,2.2314703003255866e-09,0.0,0.0,1.2805710237585938e-07,2.6702732203452302e-11,4.162431547221497e-12,2.531762700175884e-12,3.5923997229257376e-13,4.2221444411673325e-26,2.786748167920625e-18,2.7082469539799293e-11,3.010585540996906e-11,4.0993910582790277e-10,3.762314386328326e-26,1.7829848223500313e-19,1.1453437567888706e-22,4.418976736831754e-22,8.123130531483923e-12,2.360919156710187e-21,2.574324476436175e-16,8.513154639576524e-26,4.636925331903733e-29,1.370466517252265e-21,3.407751183523934e-23,4.964592996839026e-24,3.884872908552793e-18,1.383146949644105e-26,1.4526086419103117e-27,5.299913897762249e-26,3.76,0.0,0.9806851877515531,0.999370422288466,1.1394065918917198e-10,3.101310453947713e-13,0.0008916649782643207,0.0007087860244277155,0.00017788115842275195,4.966605302156075e-06,0.0006294472387444097,1.2868168466473724e-08,4.3084031530540306e-15,1.2655305688872246e-10,5.792273650792074e-17,2.4503854844008982e-09,4.1601437805287565e-22,7.153859686747753e-22,2.6127430496552525e-12,4.703396391314302e-22,1.9288565773142305e-15,5.194219164438894e-28,1.0870356299683797e-21,3.8413778457943414e-24,1.4493759167669922e-22,7.491361128562011e-22,2.9613076822096494e-29,3.1365631832277297e-28,1.367766914145859e-23,1.0950505130176552e-14,4.088845585735053e-10,1.8294900176557226e-13,8.21894368436145e-08,9.103958003473407e-09,3.224677483811245e-08,4.2015028898371266e-10,1.336550599889779e-08,2.0549964558040953e-09,1.8051652556539348e-09,1.3499342518755036e-11,1.447036996918365e-10,1.8499021949177627e-11,2.736520308478852e-09,1.4481893452101428e-14,6.213034184198864e-07,2.256972320240636e-12,1.3619005044690682e-09,1.1589154836795106e-18,2.8008973406583032e-14,4.595549362745144e-19,1.169852378566309e-11,9.46885507807241e-11,4.8006653702124145e-14,5.5034113242698565e-11,6.98409340846575e-20,8.394924818111519e-16,2.7344463140316176e-12,6.181011354099773e-07,1.239296586555829e-15,9.455576428508527e-12,3.4327585301059804e-11
5.785189104671486e-08,0.7348451677948041,1.548368566899871e-08,2.58293370942989e-10,1.1246004214709857e-09,2.3780334702242212e-09,0.0,0.0,1.310268463590401e-07,2.7950864894273984e-11,4.418196205293917e-12,2.6634034405946205e-12,3.837966167666996e-13,4.648074465972999e-26,2.9294639992253247e-18,2.7718046168121272e-11,3.198112158965748e-11,4.2914809946092647e-10,4.100407820714456e-26,1.946910540295438e-19,1.2398581141479662e-22,4.737163697317924e-22,8.143140205415029e-12,2.6964304827066623e-21,2.7673956491754226e-16,9.48788342868176e-26,5.283240286987791e-29,1.5269990417179906e-21,3.939527540368978e-23,5.7247788824001996e-24,4.1591728447093006e-18,1.5772952030238354e-26,1.672987809672863e-27,6.163543409451786e-26,3.76,0.0,0.9806645493309981,0.9993704192029289,1.224012816599048e-10,3.3739977973768057e-13,0.0009122860995370582,0.000725287845597894,0.00018199913306014322,4.9665188277655226e-06,0.0006294472367051343,1.3474263210759863e-08,4.6047807973638774e-15,1.2655916877413684e-10,5.927985850267378e-17,2.565533884217558e-09,4.710367996584728e-22,7.948070493905994e-22,2.741816344946555e-12,5.322870905806239e-22,1.99223014701623e-15,5.885033096110146e-28,1.2168192341089664e-21,4.3083729774076365e-24,1.6263432364902262e-22,8.394129350969168e-22,3.354750985455223e-29,3.553483685648422e-28,1.5856455458893945e-23,1.120523988751183e-14,4.280396141300309e-10,1.963503693740075e-13,8.37937032512123e-08,9.190818705477166e-09,3.344503094956961e-08,4.462585094632329e-10,1.3912408331092376e-08,2.1335370063494855e-09,1.8589469421016741e-09,1.3839686580227163e-11,1.47681090147745e-10,1.93388843260823e-11,2.8545590440068136e-09,1.5272866879791064e-14,6.357049742555694e-07,2.3466074639653052e-12,1.4255770017574925e-09,1.2889213582413888e-18,2.9549420133057113e-14,4.828186381421559e-19,1.1940967819384906e-11,9.887459649715633e-11,5.1745497677206136e-14,5.513237769296536e-11,7.321706815576383e-20,8.794005827605833e-16,2.867184378575843e-12,6.323632789717913e-07,1.3032072964308484e-15,9.55075283352684e-12,3.5138493770997417e-11
5.916013857125572e-08,0.7348478084985554,1.60992014090701e-08,2.7328221415138916e-10,1.1802446030494399e-09,2.5304907021204943e-09,0.0,0.0,1.3399690138913968e-07,2.922742051850773e-11,4.68332749399348e-12,2.7981363242341935e-12,4.0936828678750186e-13,5.110531089255754e-26,3.0788095332943045e-18,2.834736312013584e-11,3.39237916894653e-11,4.487966429718759e-10,4.459744511022141e-26,2.1215506380373232e-19,1.3392913598176732e-22,5.067489680482029e-22,8.162543048650945e-12,3.0703424059543284e-21,2.9693976116351993e-16,1.054610264029694e-25,6.005719461055675e-29,1.696831983551259e-21,4.5387158018714165e-23,6.578866784276285e-24,4.445951433948854e-18,1.7928159426341618e-26,1.9205946926854683e-27,7.142127763117368e-26,3.76,0.0,0.9806439113273431,0.9993704161140834,1.3128472701007238e-10,3.663449673983891e-13,0.0009329068008277427,0.0007417892873369112,0.0001861170367836868,4.9664323550214555e-06,0.0006294472346637802,1.4094306392094328e-08,4.913936056401474e-15,1.2656528051480056e-10,6.063693952945377e-17,2.683324808569412e-09,5.318050018368738e-22,8.809514059693625e-22,2.8742740184762534e-12,6.006608756740013e-22,2.056429540598568e-15,6.6483808568410475e-28,1.3585859850464785e-21,4.819288568194321e-24,1.820026824352176e-22,9.38119263117691e-22,3.7894632522908836e-29,4.014155719998618e-28,1.8319750289691166e-23,1.145996842544419e-14,4.476330228850859e-10,2.1042337110341934e-13,8.538796521459256e-08,9.277544571524537e-09,3.465853271850424e-08,4.733244789114554e-10,1.4468434032714327e-08,2.212881459500767e-09,1.9129311565501933e-09,1.4181778651601644e-11,1.506393207751389e-10,2.0195033802936945e-11,2.9748184884887447e-09,1.6094814811486873e-14,6.501074577512438e-07,2.437453946121486e-12,1.4907049365263984e-09,1.4305580739706923e-18,3.1129508076744455e-14,5.066172269160295e-19,1.2181850308515544e-11,1.0313383901483252e-10,5.571589318574204e-14,5.5229905633283935e-11,7.666593268956951e-20,9.201495763511066e-16,3.003214723052095e-12,6.466236697419572e-07,1.3687923116167236e-15,9.645384090872685e-12,3.595033673393531e-11
6.046838609579657e-08,0.7348504491508487,1.672395576407237e-08,2.8875201389011396e-10,1.2373781551825063e-09,2.688931497207086e-09,0.0,0.0,1.3696726825785804e-07,3.053239351441616e-11,4.957959354609116e-12,2.9359340220860546e-12,4.359688712441545e-13,5.612080501246074e-26,3.2349478997899358e-18,2.897043441475106e-11,3.59344490318874e-11,4.688847132083669e-10,4.8411289773902753e-26,2.307327058444313e-19,1.4437422038237523e-22,5.409910051493275e-22,8.18139283111675e-12,3.48602724042202e-21,3.18047109846308e-16,1.1692643317556237e-25,6.811714164286244e-29,1.880709167524104e-21,5.211944476564152e-23,7.535738488608577e-24,4.745460239846555e-18,2.0314274106383396e-26,2.1980501953563627e-27,8.247642864354337e-26,3.76,0.0,0.9806232737404593,0.9993704130219176,1.406024209099491e-10,3.970260066247276e-13,0.0009535270821450561,0.0007582903496622372,0.00019023486961918388,4.9663458839587506e-06,0.0006294472326203393,1.4728297753971384e-08,5.236095491363566e-15,1.2657139211180011e-10,6.199397959041861e-17,2.803758120015029e-09,5.98765890577028e-22,9.742208018550186e-22,3.01013464876227e-12,6.759553938380239e-22,2.1214550285756798e-15,7.489934476549975e-28,1.5131306616750057e-21,5.377093350303215e-24,2.0315615746054377e-22,1.0458219144237124e-21,4.268668418981702e-29,4.521998712426781e-28,2.109689410429162e-23,1.1714690745700177e-14,4.676647762822823e-10,2.2518827780410308e-13,8.697242349524148e-08,9.364207131546515e-09,3.5887176417182585e-08,5.01360216214381e-10,1.503353354385176e-08,2.293003739528501e-09,1.967110128979019e-09,1.4525693501407436e-11,1.535786130408201e-10,2.1067330632575337e-11,3.0972885953363124e-09,1.6948665296200215e-14,6.645108581394091e-07,2.5295017412932163e-12,1.5572840867805968e-09,1.5846061292367608e-18,3.2748944195694416e-14,5.309464835558479e-19,1.2421202169549622e-11,1.0746508770779863e-10,5.992864300996156e-14,5.5326754339998533e-11,8.018693647050464e-20,9.617330512963896e-16,3.1425562006234604e-12,6.608823079514285e-07,1.4360601235181355e-15,9.739585681528865e-12,3.6763126840168e-11
6.177663362033743e-08,0.7348530897516824,1.7357833754328694e-08,3.047048461795191e-10,1.2960089727067766e-09,2.853444232749218e-09,0.0,0.0,1.3993794777604112e-07,3.1865778329503385e-11,5.242225964284812e-12,3.0767692694969855e-12,4.636119117814122e-13,6.155408390903757e-26,3.3980370157689208e-18,2.9587280134280544e-11,3.801365605226994e-11,4.894122870634384e-10,5.245379310204784e-26,2.504667213721492e-19,1.553306921982037e-22,5.76436851716557e-22,8.199737073035713e-12,3.9470662095113405e-21,3.400752578321201e-16,1.293248715236251e-25,7.709116865553717e-29,2.079393592317374e-21,5.966308420087705e-23,8.604859742166462e-24,5.05794776032015e-18,2.2949346931350312e-26,2.5081569348874098e-27,9.49297232035648e-26,3.76,0.0,0.980602636570218,0.9993704099264205,1.503658505104067e-10,4.295027948770927e-13,0.0009741469434976862,0.000774791032590967,0.00019435263159154264,4.966259414618838e-06,0.000629447230574805,1.5376237039900117e-08,5.5714832486028e-15,1.2657750356642268e-10,6.335097868769488e-17,2.926833680446802e-09,6.723897004090766e-22,1.075031656134651e-21,3.1494168162709176e-12,7.586903352481305e-22,2.1873068821499743e-15,8.415663630231366e-28,1.681280744354316e-21,5.984880658318372e-24,2.2621302316135483e-22,1.163111424881055e-21,4.7957594316886203e-29,5.080611428448496e-28,2.421948151959707e-23,1.1969406849950478e-14,4.881348657504841e-10,2.4066571076949284e-13,8.854727588236061e-08,9.450870886516759e-09,3.713086493950831e-08,5.303776594074615e-10,1.5607659345462438e-08,2.373878649897631e-09,2.021476478140122e-09,1.487150650231863e-11,1.5649918809317856e-10,2.1955636616181668e-11,3.2219596286956186e-09,1.7835363583756506e-14,6.78915164984812e-07,2.622741503733934e-12,1.6253142306211128e-09,1.7518806567850686e-18,3.440743309949472e-14,5.558021907731561e-19,1.2659053873743954e-11,1.1186716115627495e-10,6.439484875522799e-14,5.542297292350529e-11,8.377949082611255e-20,1.004144635548327e-15,3.2852285523284667e-12,6.751391938310818e-07,1.5050196728566517e-15,9.833461887301264e-12,3.757687680597191e-11
6.439312866941915e-08,0.7348583707989634,1.8652510369813064e-08,3.380670818233743e-10,1.4177931820361268e-09,3.201033527184469e-09,0.0,0.0,1.4588024808782914e-07,3.4617761254401755e-11,5.840201433151607e-12,3.3674438241333476e-12,5.22077826184853e-13,7.378742613533048e-26,3.745673202887581e-18,3.080240098989491e-11,4.237986860888716e-11,5.317858534906254e-10,6.125818386427995e-26,2.935775004382682e-19,1.7881509957992301e-22,6.509120122967549e-22,8.235071934131815e-12,5.020621757680809e-21,3.869464616144173e-16,1.5712770175608232e-25,9.812574392412555e-29,2.5243305898613005e-21,7.749271815516054e-23,1.1120758695680453e-23,5.722837266500132e-18,2.9043006247739654e-26,3.238488834973336e-27,1.2459406806673725e-25,3.76,0.0,0.980561363479156,0.9993704037253851,1.7127616544584813e-10,5.000855981008006e-13,0.001015385406343675,0.000807791260325379,0.00020258794304226502,4.966086481132973e-06,0.0006294472264774263,1.6713958358020686e-08,6.2828283941273675e-15,1.2658972604938486e-10,6.606485399955405e-17,3.18091099262987e-09,8.41627517713716e-22,1.3010180344154199e-21,3.438320094639062e-12,9.486906750862978e-22,2.3214907739220047e-15,1.0545064887066267e-27,2.0618737298461902e-21,7.363411574316641e-24,2.7853442695595167e-22,1.4289341001296043e-21,6.008043863364867e-29,6.365467551555088e-28,3.163934515363264e-23,1.2478820416853083e-14,5.303900185418952e-10,2.7384242763035736e-13,9.166893938173364e-08,9.624428621338168e-09,3.966301808091824e-08,5.914050402256957e-10,1.6782809263310827e-08,2.537789804451867e-09,2.1307435683339143e-09,1.5569131258342946e-11,1.62285069627365e-10,2.3779730962707035e-11,3.4778670148667806e-09,1.97111701313504e-14,7.077264578930082e-07,2.8127626217418177e-12,1.7657266119509241e-09,2.129546966268266e-18,3.784037935554519e-14,6.070761233847901e-19,1.3130376480076817e-11,1.2087910661258087e-10,7.413352716091268e-14,5.561368305846008e-11,9.11769116360172e-20,1.0914268558617266e-15,3.5806493065151598e-12,7.036477095240601e-07,1.648052009969974e-15,1.0020605271426956e-11,3.920730751641101e-11
6.674797421359269e-08,0.7348631235655052,1.984780732252085e-08,3.697625469105639e-10,1.532595544346954e-09,3.5354941804952746e-09,0.0,0.0,1.512293960848793e-07,3.719165880064735e-11,6.412681765358683e-12,3.639168012997829e-12,5.783912936967461e-13,8.652031214878381e-26,4.083795423915858e-18,3.187501737174178e-11,4.654913909627933e-11,5.714249351369963e-10,7.004903332575184e-26,3.3677155296856647e-19,2.0179165935177196e-22,7.219786069442938e-22,8.265517665647675e-12,6.182406777439478e-21,4.324081760561268e-16,1.858721700687286e-25,1.2109456982350332e-28,2.983453146859047e-21,9.712844003637554e-23,1.387661424159435e-23,6.368053181863604e-18,3.5578152779445e-26,4.0395602842737164e-27,1.5756726205968335e-25,3.76,0.0,0.9805242191208537,0.9993703981329451,1.91736319409398e-10,5.703620694509751e-13,0.001052498586713096,0.0008374901679148951,0.00020999948122904773,4.965930846742017e-06,0.0006294472227825534,1.7965606871758885e-08,6.970479982493396e-15,1.2660072579280876e-10,6.850720170520748e-17,3.4186156667128503e-09,1.0219464858465374e-21,1.5346830404321451e-21,3.71022114204793e-12,1.1508919865812098e-21,2.445085179212319e-15,1.2815679508120076e-27,2.4599274252549616e-21,8.808686013599402e-24,3.334205992619796e-22,1.7073852356454438e-21,7.300533081911754e-29,7.735420603390933e-28,3.9865930665180367e-23,1.2937271384034415e-14,5.699186791310584e-10,3.063525651102336e-13,9.444750839133063e-08,9.781160085604736e-09,4.199255260971347e-08,6.49805394084628e-10,1.7870875144967186e-08,2.6876480852524344e-09,2.229657763402206e-09,1.6204252483901226e-11,1.674305625792549e-10,2.5474812300880375e-11,3.7156191089793294e-09,2.1521567857623444e-14,7.33659623271339e-07,2.9877764079275394e-12,1.8970579291197158e-09,2.523592063533503e-18,4.1060600074442566e-14,6.549810097497134e-19,1.3549732916749287e-11,1.2922043785615154e-10,8.388263827503827e-14,5.5783538349454425e-11,9.807345366557672e-20,1.1727499605192373e-15,3.858135941654183e-12,7.292993829943573e-07,1.7826658461720483e-15,1.018877364501351e-11,4.067810682617326e-11
6.897990760883261e-08,0.7348676281054792,2.100643879571621e-08,4.0127120285576245e-10,1.6459896333621176e-09,3.871872523629232e-09,0.0,0.0,1.563002902925645e-07,3.9716104367648436e-11,6.98602149785687e-12,3.905410068092472e-12,6.350623931674955e-13,1.0027125459667847e-25,4.427093997934203e-18,3.287349893899482e-11,5.071302448734414e-11,6.103091543034647e-10,7.91873255694628e-26,3.8180070329865073e-19,2.252256793963204e-22,7.92813344477808e-22,8.293343609035341e-12,7.479704230346627e-21,4.784286207693736e-16,2.1668093540305437e-25,1.4697373823630514e-28,3.474553600472375e-21,1.1939092042759965e-22,1.6985653252296352e-23,7.021818931622542e-18,4.281184557238394e-26,4.944741830858407e-27,1.9525809887227866e-25,3.76,0.0,0.9804890147721689,0.9993703928222807,2.1262790029336198e-10,6.432144266041062e-13,0.0010876733732146076,0.0008656377941429313,0.0002170239594660665,4.965783340706896e-06,0.000629447219274173,1.9193636076331115e-08,7.664900432508346e-15,1.266111509683245e-10,7.082194756730576e-17,3.651813539921277e-09,1.2205204483886828e-21,1.7852771265091367e-21,3.9784282167277886e-12,1.3733203722262589e-21,2.5647038605300243e-15,1.5317852482802204e-27,2.8911088415025477e-21,1.0377512295798545e-23,3.9302824067845493e-22,2.0094216669415464e-21,8.724652246112991e-29,9.244978517101532e-28,4.92521827217418e-23,1.3371774742334932e-14,6.086949527402158e-10,3.3960604989094226e-13,9.7055018946101e-08,9.930399991090999e-09,4.424433492240861e-08,7.082608874598425e-10,1.8928540969907033e-08,2.8316100065260897e-09,2.323877979755424e-09,1.681299697645632e-11,1.7225464777858026e-10,2.7127390490638888e-11,3.94741703640134e-09,2.33499015622926e-14,7.582417710594368e-07,3.1571101573828387e-12,2.0258707425639465e-09,2.949760469706571e-18,4.4225278562055806e-14,7.019002987528852e-19,1.3943130482392299e-11,1.3732180367747941e-10,9.405166316891173e-14,5.594312023838921e-11,1.048157636987663e-19,1.2522160358876322e-15,4.1314197465740845e-12,7.536069191500529e-07,1.915459494897129e-15,1.034830466090406e-11,4.207519203186522e-11
7.121184100407253e-08,0.734872132495642,2.2189577706898585e-08,4.342137997187768e-10,1.7638797700898737e-09,4.227520753536864e-09,0.0,0.0,1.613721108380674e-07,4.23231409394822e-11,7.589965362313079e-12,4.1799860975729014e-12,6.950004339695348e-13,1.158328587552319e-25,4.7932453073451094e-18,3.3854533657170315e-11,5.508572587419792e-11,6.504721605702305e-10,8.915598597364303e-26,4.3104167024517014e-19,2.5031334204661464e-22,8.669746443853406e-22,8.320281201095492e-12,8.993342982634246e-21,5.273589590537091e-16,2.5125850013620203e-25,1.7744749014943452e-28,4.024522180724825e-21,1.457328532947783e-22,2.0646688097663902e-23,7.717836311652087e-18,5.1177191481703223e-26,6.012598454107046e-27,2.4019710478637596e-25,3.76,0.0,0.9804538116338115,0.9993703875017084,2.350385129078797e-10,7.224599155569472e-13,0.0011228469375314063,0.0008937843163995288,0.0002240482318645994,4.965635839611551e-06,0.0006294472157595656,2.046225726123159e-08,8.401900238712235e-15,1.2662157572743148e-10,7.313657423882071e-17,3.892699285800201e-09,1.4491927895702793e-21,2.066800944257211e-21,4.2569460108426815e-12,1.6291909087910398e-21,2.686732933200809e-15,1.8201054912777833e-27,3.380006445905632e-21,1.215972682780681e-23,4.607740544544716e-22,2.3523202024430997e-21,1.0365447994816436e-28,1.0984302361158663e-27,6.042815392966442e-23,1.3806260036468285e-14,6.487468842379155e-10,3.75350134569498e-13,9.96381075170416e-08,1.008048227494365e-08,4.6538443986778364e-08,7.697949444543155e-10,2.0011702893563255e-08,2.977342709419118e-09,2.4185266039783947e-09,1.7428729730847932e-11,1.7702842185690798e-10,2.8824057714043976e-11,4.185456570339132e-09,2.5292959765789888e-14,7.828263809257613e-07,3.3297745615187785e-12,2.158902623886635e-09,3.432478947444632e-18,4.74979697662873e-14,7.502729866154828e-19,1.4332707252919773e-11,1.4560772461653176e-10,1.0518993320191661e-13,5.610144593657937e-11,1.1175543742417546e-19,1.3339750509673485e-15,4.414836518285811e-12,7.779093593400746e-07,2.0533790945240333e-15,1.0508253076016059e-11,4.3475316699207046e-11
