Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42)
1.002817598294346e-08,0.7347486001254915,6.307897892580531e-10,2.504482670665466e-12,2.847546716312492e-11,1.6094936876094024e-11,0.0,0.0,2.2666454243437853e-08,8.417736843427005e-13,3.685813794800157e-14,3.076055497852759e-14,1.6127748926677874e-15,9.585170806786374e-29,3.3452807739636887e-19,2.387027760995884e-12,2.6490417710634773e-13,1.2772999288326621e-11,2.788529689733429e-29,1.9205150590989143e-22,9.662463987154589e-26,5.2870272305954565e-25,4.6128006109210995e-12,1.0379105794983348e-25,6.6226430198004e-19,1.1151892083569441e-29,7.654502056683844e-33,2.1751935027780144e-25,4.612806982657061e-28,7.644389405176346e-29,2.264852120560447e-20,2.6484003127488343e-31,2.833680311276851e-32,3.4363439244237973e-31,3.76,0.0,0.9814192703450692,0.9993705299519694,5.569809882847503e-13,4.829995036281515e-16,0.00015819655764410205,0.00012182619613239369,3.1418512451563405e-05,4.950676778783396e-06,0.0006294473099643138,3.849623909798975e-10,2.470801577296919e-17,1.2575260026577097e-10,9.644756781672723e-18,7.457925779167336e-11,2.4999199562408292e-26,2.0091130416138695e-25,7.189330256814245e-14,2.788414341308869e-26,2.1022285411708348e-16,2.7327480479540083e-32,1.849557239234063e-25,4.780823391767972e-28,1.651553307332302e-26,1.1952472936534188e-25,1.5948696472349996e-33,1.6713203549808184e-32,1.3874872715719364e-28,1.889253240343777e-15,1.2759807555593029e-11,9.732386999831918e-16,1.680079228792725e-08,3.832491385960355e-09,1.673213297234368e-09,3.5469864884410702e-12,5.736796926371308e-10,8.608900032357844e-11,1.6340137398457084e-10,2.0037775738198108e-12,2.457317987016229e-11,4.84040154313353e-13,1.0406074089139585e-10,4.743109494824305e-16,1.0998039287837621e-07,6.981325181453429e-14,4.2915541943919356e-11,1.0577545066149272e-21,2.26131049149908e-16,6.72124535682037e-21,1.8077034193904206e-12,3.013431855010111e-12,5.533552676722579e-16,4.101717244428215e-11,1.390546437383869e-21,1.768152391825866e-17,6.572077268334437e-14,1.0986171431662039e-07,1.668537434387746e-17,2.703904534897907e-12,6.004336728404273e-12
1.020987702801858e-08,0.7347489671535405,6.525477771220471e-10,2.6295073236544177e-12,2.9542639772458124e-11,1.695632309408916e-11,0.0,0.0,2.3077348305785158e-08,8.725469160838944e-13,3.881622798077961e-14,3.2357443250873804e-14,1.713404530487217e-15,1.0182645651080711e-28,3.411230263946285e-19,2.4626541653766407e-12,2.782666820876269e-13,1.3242419723116485e-11,3.029241382245854e-29,2.0643193943066203e-22,1.0497726166695837e-25,5.736709570448663e-25,4.665800929526663e-12,1.1499328610862226e-25,7.060915248415693e-19,1.2304176223952453e-29,8.357570868980335e-33,2.387533782461385e-25,5.178173625181337e-28,8.571165106131575e-29,2.3890974313316857e-20,2.989734360789672e-31,3.1809704574103565e-32,3.906149791163057e-31,3.76,0.0,0.9814164018006482,0.9993705295387281,5.881957827572788e-13,5.161615647592071e-16,0.0001610627018864149,0.00012411825337203838,3.1990750102796754e-05,4.952488054970728e-06,0.0006294473096917754,3.994052255911083e-10,2.6092949457737274e-17,1.258093886296358e-10,9.833269470994264e-18,7.735327804509364e-11,2.773375929741776e-26,2.193922865629458e-25,7.462014841629015e-14,3.095654859329964e-26,2.1491472684539236e-16,3.0400460137980114e-32,2.0264030929689046e-25,5.265669576681651e-28,1.822139515809835e-26,1.3101983327115313e-25,1.773387887030647e-33,1.858792803843505e-32,1.5674407254864215e-28,1.924659882859322e-15,1.3228545169316097e-11,1.0274076818224912e-15,1.7095023512656037e-08,3.881229700105242e-09,1.7294336690009235e-09,3.735012413339232e-12,5.935594586973623e-10,8.917014299047549e-11,1.6764855655180922e-10,2.0477942088495378e-12,2.510148193644445e-11,5.04492900198182e-13,1.0773706085289924e-10,4.907411881114694e-16,1.1197425048974883e-07,7.286653860259954e-14,4.4484490649194976e-11,1.1305284138620204e-21,2.3955977607473565e-16,7.062340151560113e-21,1.8508992268453524e-12,3.125191163973787e-12,5.768619146022094e-16,4.1323092120125476e-11,1.453845148257937e-21,1.8486730697171377e-17,6.85075970934409e-14,1.1185134960479453e-07,1.758398851526135e-17,2.7632313855568923e-12,6.113393032194271e-12
1.03915780730937e-08,0.7347493341806063,6.746418664780191e-10,2.7583589215643968e-12,3.0630304252113286e-11,1.784714021349293e-11,0.0,0.0,2.3488249327251882e-08,9.038723383252157e-13,4.083907847597035e-14,3.400447946922315e-14,1.8181918318282803e-15,1.0806542079971934e-28,3.476926109774024e-19,2.539044508523344e-12,2.920591213407978e-13,1.3720322351301977e-11,3.285469726862069e-29,2.216037782367699e-22,1.1386889602278268e-25,6.214639058717699e-25,4.71793093269616e-12,1.271824420817847e-25,7.519778010215431e-19,1.3551504749145777e-29,9.110629576859211e-33,2.616385698307334e-25,5.801483429116951e-28,9.59175069295189e-29,2.5177646422817008e-20,3.367384448971217e-31,3.5632142624278985e-32,4.429909029868939e-31,3.76,0.0,0.9814135332643749,0.9993705291254323,6.205686954646079e-13,5.509815556000669e-16,0.00016392883802916414,0.00012641047222688583,3.256299231311704e-05,4.9541244019116205e-06,0.000629447309419256,4.1411711415392517e-10,2.752867170654187e-17,1.258608101525529e-10,1.0021798780145537e-17,8.017832979268438e-11,3.071011380632724e-26,2.3918646066942825e-25,7.739921445371921e-14,3.430253736138427e-26,2.1962290287558772e-16,3.375294726604605e-32,2.216547363383624e-25,5.789475273359426e-28,2.0067045907898873e-26,1.433858486550774e-25,1.968065228200324e-33,2.0632724834891884e-32,1.766888884580736e-28,1.9600668404888252e-15,1.3705743657207943e-11,1.083557945796968e-15,1.7388898658022023e-08,3.929415013514391e-09,1.7864280472553639e-09,3.929293941550753e-12,6.137436239542794e-10,9.23019959639332e-11,1.7193153533558499e-10,2.0918244239505683e-12,2.5629446973532298e-11,5.25378057681028e-13,1.1147347715309247e-10,5.074278561275181e-16,1.1396814422357739e-07,7.598558997027379e-14,4.6081594859411246e-11,1.2069070586239885e-21,2.534905464931991e-16,7.413190494813148e-21,1.894131686536981e-12,3.2390153381861033e-12,6.009175102807828e-16,4.162073796819059e-11,1.5186811151784402e-21,1.9311040713854562e-17,7.135444245693026e-14,1.138409509181899e-07,1.8510371216798168e-17,2.822255846330589e-12,6.22245923270204e-12
1.0754980163243938e-08,0.7347500682317873,7.198332119334849e-10,3.0277229275774787e-12,3.2867280867247534e-11,1.9718865549312e-11,0.0,0.0,2.431007216582164e-08,9.68179699178974e-13,4.5082373373809506e-14,3.745099546945662e-14,2.040575043403471e-15,1.213632795298921e-28,3.607564126986562e-19,2.6940517750499144e-12,3.2095806318533536e-13,1.470157525400586e-11,3.847125732312855e-29,2.544350792185335e-22,1.3336106242910037e-25,7.259786856899351e-25,4.819637591340197e-12,1.5479734388220448e-25,8.501580940486074e-19,1.6355050911339125e-29,1.0777007771308842e-32,3.127510338433594e-25,7.2414837056604435e-28,1.1945535591800573e-28,2.7886662715025827e-20,4.2440743194287234e-31,4.4438303737189437e-32,5.6598555551860916e-31,3.76,0.0,0.9814077962162697,0.9993705282986776,6.888768667580071e-13,6.258075243815237e-16,0.00016966108601519615,0.00013099533154243388,3.370748817482522e-05,4.956937784698697e-06,0.000629447308874143,4.4434812283937973e-10,3.055608070584531e-17,1.2594956150196224e-10,1.0398900740489938e-17,8.598153606141985e-11,3.745473384189985e-26,2.829820307608387e-25,8.311421939652572e-14,4.1891029562068536e-26,2.290879681028027e-16,4.13756518847752e-32,2.6397051507683624e-25,6.963376427580785e-28,2.4212215569637216e-26,1.7092747759129918e-25,2.4104527800435527e-33,2.5280595581841627e-32,2.2312137985505343e-28,2.030881537100076e-15,1.468552349392375e-11,1.2019453354701822e-15,1.7975582379968323e-08,4.02415766680568e-09,1.9027136227018717e-09,4.33696368167425e-12,6.550193869525739e-10,9.871700808149858e-11,1.806030747882471e-10,2.1799199097964456e-12,2.6684295342485415e-11,5.684440292460886e-13,1.1912596837593346e-10,5.415677529659439e-16,1.1795603940515554e-07,8.241981299733021e-14,4.936026738143301e-11,1.3709371724162723e-21,2.828868241317056e-16,8.144379970858058e-21,1.9806852857918448e-12,3.4728603770611907e-12,6.506905433038572e-16,4.2192148614002104e-11,1.6529812823046988e-21,2.1017062754351118e-17,7.722821892574879e-14,1.1782005162311983e-07,2.044707134224117e-17,2.9393510063042078e-12,6.440621435839256e-12
1.1082042044379153e-08,0.7347507288744861,7.616421086215734e-10,3.2836873796219494e-12,3.4951072298450615e-11,2.1508568782875936e-11,0.0,0.0,2.504973631812189e-08,1.0279446769806048e-12,4.913105648629859e-14,4.07292975296947e-14,2.2557792627273492e-15,1.34303655542723e-28,3.72429157016654e-19,2.8360095748447347e-12,3.484980682666483e-13,1.561371454522809e-11,4.4124279358340694e-29,2.869779904151202e-22,1.5298119647283143e-25,8.308562466382813e-25,4.9083401249656685e-12,1.83745565891103e-25,9.46144155760179e-19,1.9264805097182922e-29,1.24741751895628e-32,3.654037387595882e-25,8.787189643738657e-28,1.4466904300059912e-28,3.0483565499996215e-20,5.1900509830161585e-31,5.385509224345822e-32,7.0059155172725345e-31,3.76,0.0,0.9814026329008365,0.9993705275544142,7.545360191083719e-13,6.99359055096477e-16,0.00017482008150021243,0.00013512211065545862,3.4737544844974485e-05,4.959023765673675e-06,0.0006294473083812607,4.724763566872588e-10,3.3463461384396795e-17,1.2601575245417085e-10,1.0738334195439938e-17,9.137896852130435e-11,4.4525016603596497e-26,3.2757647055268826e-25,8.84368468084455e-14,4.985359706308379e-26,2.3766182663352343e-16,4.939843672995228e-32,3.0736998795094997e-25,8.177471988508943e-28,2.851025351850348e-26,1.9920157359754221e-25,2.8757361373668403e-33,3.017056891410706e-32,2.734130593337284e-28,2.0946154606159352e-15,1.5596262074441015e-11,1.3156286397657863e-15,1.850238418659098e-08,4.1076117692081006e-09,2.0099551976800107e-09,4.726107541023125e-12,6.931942958517124e-10,1.0466188089101993e-10,1.8852540342026044e-10,2.259239106987587e-12,2.763234257895625e-11,6.08678188662514e-13,1.2621717177571362e-10,5.731640386317464e-16,1.215452669810813e-07,8.843251276830675e-14,5.2407358426049226e-11,1.5320584917242322e-21,3.1113125161583174e-16,8.836360084103983e-21,2.0586580321208034e-12,3.69038754646209e-12,6.974016806531258e-16,4.268042720365219e-11,1.779149114355009e-21,2.2618036942879617e-17,8.271993322470538e-14,1.21401126070026e-07,2.2286586976413088e-17,3.0435920517831663e-12,6.637001546552899e-12
1.1409103925514368e-08,0.7347513895139971,8.045203387245118e-10,3.5527420616865374e-12,3.710192232653615e-11,2.340057546025551e-11,0.0,0.0,2.5789422707987866e-08,1.0894985369611382e-12,5.340221025171075e-14,4.4177579745238205e-14,2.485753830700053e-15,1.4820700806673947e-28,3.8402332927837376e-19,2.9801961291146015e-12,3.775245170096259e-13,1.6553339980176894e-11,5.03863453885714e-29,3.225382364408354e-22,1.7471596670495809e-25,9.466970523663709e-25,4.994441973640944e-12,2.1705751323015097e-25,1.0497095874703016e-18,2.2581325161243792e-29,1.4375497026765948e-32,4.25017143022016e-25,1.0605160156809706e-27,1.7426780464186388e-28,3.323545210207459e-20,6.307319727286493e-31,6.488727425340526e-32,8.616998418302003e-31,3.76,0.0,0.9813974696117961,0.9993705268099756,8.242907472771754e-13,7.791265971826683e-16,0.00017997905073975894,0.00013924920397871077,3.576760888236836e-05,4.96075980680747e-06,0.0006294473078872847,5.014765545817167e-10,3.654935561447097e-17,1.260712072239813e-10,1.1077799915669182e-17,9.694176996265395e-11,5.265868409777867e-26,3.775196951764968e-25,9.392948510375184e-14,5.902153659775086e-26,2.462878559043319e-16,5.866097029458785e-32,3.563057577621428e-25,9.556862709579841e-28,3.3404646996891057e-26,2.3111091621144246e-25,3.412584489647516e-33,3.581427327117064e-32,3.3303933364820043e-28,2.1583498621276065e-15,1.6534414625399226e-11,1.4362873022536309e-15,1.9028038988425416e-08,4.1893920203074226e-09,2.1196087346737655e-09,5.136823002114966e-12,7.323334896766446e-10,1.1076785276101105e-10,1.9655685642324367e-10,2.3385835726156777e-12,2.85790655181296e-11,6.503068984299048e-13,1.3350067848603057e-10,6.055813087934479e-16,1.2513460909441622e-07,9.465349753073639e-14,5.554566392497439e-11,1.7066951093396426e-21,3.4111037860701207e-16,9.560774530224946e-21,2.136674868202269e-12,3.9146115186664046e-12,7.459510353631161e-16,4.3145382057993533e-11,1.910358344297622e-21,2.4281231813301664e-17,8.84061619046835e-14,1.249820904482875e-07,2.4218322781474722e-17,3.146692920072458e-12,6.83341415894609e-12
1.1736165806649582e-08,0.7347520501503199,8.484607758075338e-10,3.835139827891422e-12,3.932007747558701e-11,2.539745891926049e-11,0.0,0.0,2.6529131224682253e-08,1.1528411979869555e-12,5.790041387502055e-14,4.77984621843328e-14,2.7309821182318307e-15,1.6311400230338343e-28,3.9554077793021366e-19,3.1265241489306343e-12,4.0807183321067896e-13,1.752045279802731e-11,5.729966122285336e-29,3.6129458579535777e-22,1.98711286128562e-25,1.074209990802822e-24,5.078021744824933e-12,2.552420914443771e-25,1.1612028843413497e-18,2.634648849359659e-29,1.6498408714033877e-32,4.922700201158172e-25,1.2733734929014622e-27,2.0885996156135917e-28,3.6146710286750746e-20,7.62005476450386e-31,7.775052762574104e-32,1.0535018253704358e-30,3.76,0.0,0.9813923063491462,0.9993705260653597,8.982706163360882e-13,8.654406100716294e-16,0.00018513799373284784,0.00014337655536478798,3.679767830269288e-05,4.962204041786804e-06,0.0006294473073937305,5.3134877683788e-10,3.981897346301564e-17,1.2611770935553238e-10,1.141729211465488e-17,1.0266994723256474e-10,6.197687644952843e-26,4.332612822657506e-25,9.959243594793101e-14,6.953294106982114e-26,2.549658809564637e-16,6.930842875428106e-32,4.1129130329698473e-25,1.111804879356082e-27,3.8956140404921275e-26,2.6699643291890325e-25,4.029337562841947e-33,4.2299738532829966e-32,4.0338114327952256e-28,2.222084596073098e-15,1.749998130763523e-11,1.564129809048441e-15,1.9552549436929063e-08,4.2695406640646085e-09,2.2316398301268285e-09,5.569586127540789e-12,7.724290461777975e-10,1.1703372707443656e-10,2.0469498361388409e-10,2.4179483561868025e-12,2.952440297646583e-11,6.933275361044663e-13,1.409756148986267e-10,6.388164089549475e-16,1.2872406483715173e-07,1.0108082680815507e-13,5.877518036075717e-11,1.8955748879520132e-21,3.7286250462929523e-16,1.0317907844766822e-20,2.2147130606142775e-12,4.145533719562082e-12,7.963619555325942e-16,4.3588200278938114e-11,2.0466294780031717e-21,2.600674828485916e-17,9.428689661234866e-14,1.2856294476152788e-07,2.6242991251161705e-17,3.248607277177057e-12,7.029859437330213e-12
1.2063227687784797e-08,0.7347527107834535,8.934564166052038e-10,4.131130201238668e-12,4.1605782751569784e-11,2.7501775358055545e-11,0.0,0.0,2.7268861760411046e-08,1.2179725786636544e-12,6.263016067043332e-14,5.1594463533515834e-14,2.9919452710728032e-15,1.7906558848480139e-28,4.0698356858238313e-19,3.274909057928606e-12,4.40174102777209e-13,1.8515054145501605e-11,6.490768377593331e-29,4.0343063652734074e-22,2.2511720458976405e-25,1.2141189669256883e-24,5.159156026384447e-12,2.988511595723087e-25,1.2809766223272497e-18,3.0604956350373567e-29,1.8861273603509455e-32,5.67884291324528e-25,1.521536272597138e-27,2.491178144692485e-28,3.9221725823171135e-20,9.154909493331532e-31,9.268159591818488e-32,1.2806974588301976e-30,3.76,0.0,0.9813871431128847,0.9993705253205664,9.766056499610362e-13,9.586390771936237e-16,0.0001902969104785412,0.00014750411801286477,3.782775145239954e-05,4.963404927185067e-06,0.0006294473069009359,5.620930730611853e-10,4.327751145509756e-17,1.2615674549869965e-10,1.1756805969134605e-17,1.0856350581569739e-10,7.261029517585726e-26,4.952730481342698e-25,1.0542599896539999e-13,8.153684324403104e-26,2.636957559848567e-16,8.149777834342333e-32,4.72870741106957e-25,1.2878603054550028e-27,4.522951471496439e-26,3.072197799751469e-25,4.735008886127125e-33,4.972212358779043e-32,4.859742260925682e-28,2.2858195411633602e-15,1.849296223359092e-11,1.6993646504194527e-15,2.0075918257719516e-08,4.348098904611447e-09,2.3460148929478834e-09,6.024866206260263e-12,8.1347321121845e-10,1.2345831044791052e-10,2.129373994101133e-10,2.4973293762147473e-12,3.046830459820766e-11,7.377373982117743e-13,1.4864112311510502e-10,6.728664726524749e-16,1.3231363331687912e-07,1.077124996258285e-13,6.209590421632262e-11,2.099448439232921e-21,4.064247398155887e-16,1.1108031906598068e-20,2.2927523246573914e-12,4.383155009954104e-12,8.486583622923522e-16,4.4010008276508006e-11,2.187981901627557e-21,2.779467717604635e-17,1.0036211849661824e-13,1.3214368901337468e-07,2.8361241189281424e-17,3.349295455277214e-12,7.226337546385249e-12
1.2390289568920012e-08,0.7347533714133978,9.395003766780517e-10,4.440959442342992e-12,4.3959281668570314e-11,2.971606412939113e-11,0.0,0.0,2.8008614210262203e-08,1.2848925973432593e-12,6.759586075257932e-14,5.556800425255744e-14,3.2691221879423464e-15,1.9610298577837945e-28,4.1835395460531087e-19,3.425268920033025e-12,4.738650774654791e-13,1.9537145086358213e-11,7.32550938454864e-29,4.491347892852543e-22,2.5408778786978227e-25,1.3671620075910064e-24,5.237919374648275e-12,3.4848183870917807e-25,1.4093872539308113e-18,3.540425231969018e-29,2.1483407466460294e-32,6.526262609199161e-25,1.8096908277179978e-27,2.9578229479639195e-28,4.2464882973736555e-20,1.0941176272847174e-30,1.0993963537305829e-31,1.5485389344977314e-30,3.76,0.0,0.9813819799030092,0.9993705245755959,1.0594263279853075e-12,1.0590674319328573e-15,0.00019545580097594971,0.0001516318529055593,3.8857826953378195e-05,4.964402860874608e-06,0.0006294473064081096,5.937094839385012e-10,4.69301525456947e-17,1.2618955506202825e-10,1.2096337458018917e-17,1.146224500599835e-10,8.469963155052142e-26,5.640493909482583e-25,1.1143047208046008e-13,9.519370448453824e-26,2.7247735953874995e-16,9.539832014762505e-32,5.416196802028525e-25,1.4857204282491846e-27,5.229371629154601e-26,3.5216394969023907e-25,5.539316748674956e-33,5.818404471629241e-32,5.825211266590145e-28,2.3495545963295344e-15,1.9513357475423002e-11,1.8422003297505107e-15,2.059814824783688e-08,4.425106931978264e-09,2.4627011247523634e-09,6.503125913530916e-12,8.554583948111175e-10,1.3004041320639909e-10,2.21281781462656e-10,2.5767232770776836e-12,3.1410729043526004e-11,7.835337151251874e-13,1.564963605308478e-10,7.077289158124004e-16,1.359033136564465e-07,1.1454646516502963e-13,6.550783197497062e-11,2.3190898093299807e-21,4.418330323099551e-16,1.1931406682806016e-20,2.3707745656574015e-12,4.627475699399655e-12,9.028647658850853e-16,4.441187487933699e-11,2.3344339498965388e-21,2.9645100121670793e-17,1.0663180015613217e-13,1.3572432320745924e-07,3.057366291836584e-17,3.4487238834067623e-12,7.422848651150994e-12
1.2717351450055227e-08,0.734754032040152,9.865858864613065e-10,4.764870613742589e-12,4.638081627398197e-11,3.204284802468286e-11,0.0,0.0,2.8748388472145246e-08,1.353601172131261e-12,7.28018436565984e-14,5.972140964327173e-14,3.562989503801062e-15,2.1426766885979886e-28,4.296543524403386e-19,3.577524367292913e-12,5.091781786287031e-13,2.058672660948736e-11,8.238776884074881e-29,4.986002205533035e-22,2.8578099573576477e-25,1.5340903719106458e-24,5.3143843153864826e-12,4.047788773727915e-25,1.5467949098058032e-18,4.07948388541777e-29,2.438510358381537e-32,7.473078308040601e-25,2.1429972495846066e-27,3.496678069641899e-28,4.588056495561932e-20,1.3010950203322803e-30,1.298076069420976e-31,1.8628766422760408e-30,3.76,0.0,0.9813768167195176,0.9993705238304489,1.1468635839905052e-12,1.1670784844208863e-15,0.00020061466522423136,0.0001557597275065227,3.988790365685831e-05,4.965231530495285e-06,0.0006294473059147338,6.261980427305041e-10,5.0782066102293333e-17,1.2621717158381527e-10,1.243588322815184e-17,1.2084678336471695e-10,9.839599935697961e-26,6.401076268029972e-25,1.1760615180159106e-13,1.1067590809685748e-25,2.813105905102432e-16,1.111922407496812e-31,6.18146073328623e-25,1.7073670482850303e-27,6.022198523687346e-26,4.0223387667673077e-25,6.452715485978188e-33,6.779590748315021e-32,6.949037430019893e-28,2.4132896773156664e-15,2.0561167071757527e-11,1.9928453729418726e-15,2.111924227299635e-08,4.500603947158023e-09,2.581666500595302e-09,7.004821466893896e-12,8.983771672515687e-10,1.3677884979088612e-10,2.2972586923576217e-10,2.65612730972437e-12,3.2351642478891454e-11,8.307136634564442e-13,1.645404994401034e-10,7.434014312548001e-16,1.3949310499362343e-07,1.215806323524003e-13,6.901096012037417e-11,2.555297181436362e-21,4.791221957547485e-16,1.2788280890000648e-20,2.4487636478674188e-12,4.878495559595525e-12,9.59006280719347e-16,4.479481428372675e-11,2.4860029663117423e-21,3.1558090358818714e-17,1.1309590726761296e-13,1.3930484734741566e-07,3.2880793103374225e-17,3.5468645623003287e-12,7.619392917018655e-12
1.3044413331190442e-08,0.7347546926637153,1.0347062876464663e-09,5.103103640406764e-12,4.887062717274971e-11,3.4484633548931245e-11,0.0,0.0,2.948818444673163e-08,1.4240982208935113e-12,7.825236088875981e-14,6.405691283467894e-14,3.874021577409206e-15,2.3360135709969035e-28,4.408873208445363e-19,3.731598528129651e-12,5.461465009640631e-13,2.1663799635840164e-11,9.235275559219041e-29,5.520248560823264e-22,3.2035855943448098e-25,1.715667669646994e-24,5.388621355284463e-12,4.684370720130653e-25,1.693563205947621e-18,4.683019190075426e-29,2.7587658487807624e-32,8.527876945445004e-25,2.5271225870001424e-27,4.116672591749679e-28,4.9473154375580824e-20,1.5399296764656017e-30,1.5259371271487272e-31,2.2302074042006127e-30,3.76,0.0,0.9813716535624072,0.9993705230851245,1.239048802932812e-12,1.2830323491483448e-15,0.0002057735032225896,0.00015988771467561293,4.0917980605011886e-05,4.9659190366447574e-06,0.00062944730542103,6.595587765147313e-10,5.48384078964882e-17,1.2624045719165878e-10,1.2775440482499592e-17,1.2723650833725618e-10,1.1386137176651955e-25,7.239883192669827e-25,1.2395333345846328e-13,1.28168256970018e-25,2.9019536478460667e-16,1.2907516837418254e-31,7.03091064864981e-25,1.9548991993168517e-27,6.90919832681353e-26,4.578570430245675e-25,7.486427075798017e-33,7.867624192866357e-32,8.251964037713744e-28,2.477024713853498e-15,2.1636391033314883e-11,2.1515083381906833e-15,2.163920326484859e-08,4.574628186539549e-09,2.702879750172681e-09,7.530402778397515e-12,9.422222553458768e-10,1.4367243910946086e-10,2.382674625527684e-10,2.7355392322840525e-12,3.3291017319664104e-11,8.792743763702002e-13,1.727727266596963e-10,7.798819833355284e-16,1.4308300648077363e-07,1.2881287849683286e-13,7.26052851365773e-11,2.8088935930411286e-21,5.183259367418307e-16,1.3678892584564447e-20,2.5267051876777997e-12,5.136213837356617e-12,1.0171086395445424e-15,4.5159788852723216e-11,2.6427053565388157e-21,3.353371340291567e-17,1.1975439994788122e-13,1.4288526143688085e-07,3.528311922020444e-17,3.6436945793453195e-12,7.81597050972283e-12
1.3371475212325657e-08,0.7347553532840876,1.083855029861397e-09,5.455895366784001e-12,5.1428953550714415e-11,3.70439111869149e-11,0.0,0.0,3.022800203739618e-08,1.4963836612629486e-12,8.395158840624706e-14,6.857665768326735e-14,4.202690482655458e-15,2.5414600632529137e-28,4.520555435997218e-19,3.887416956251913e-12,5.848028162496024e-13,2.2768365024325697e-11,1.031982433013626e-28,6.096113444983057e-22,3.5798585889664196e-25,1.9126689893361946e-24,5.460699002382122e-12,5.402037435996521e-25,1.8500590564853912e-18,5.35668735877427e-29,3.111339839767075e-32,9.699725100545877e-25,2.9682755404758354e-27,4.827572875450916e-28,5.3247033638165575e-20,1.8144423263487737e-30,1.7863287799656655e-31,2.6577250604418663e-30,3.76,0.0,0.981366490431676,0.9993705223396228,1.3361138188039362e-12,1.4072963734113997e-15,0.00021093231497027197,0.00016401579177570934,4.1948056999339824e-05,4.966488817650201e-06,0.0006294473049273853,6.937917072090452e-10,5.910432010349853e-17,1.2626013097449884e-10,1.3115006888102475e-17,1.337916269220802e-10,1.3126902229392308e-25,8.162556026446966e-25,1.3047231139726492e-13,1.4786847544483025e-25,2.9913161247390645e-16,1.492567344627538e-31,7.971298353084823e-25,2.230536447341261e-27,7.898592111379015e-26,5.194840823543858e-25,8.652473039952144e-33,9.095204101689295e-32,9.7567949206778e-28,2.5407596473564864e-15,2.2739029347540198e-11,2.3183978261056497e-15,2.2158034218262136e-08,4.647216945711509e-09,2.8263103394914558e-09,8.08031360305645e-12,9.869865387304792e-10,1.5072000483797323e-10,2.46904420117586e-10,2.814957228207169e-12,3.422883119482922e-11,9.29212952070147e-13,1.8119224317006154e-10,8.171688027264516e-16,1.4667301728453585e-07,1.3624105702708074e-13,7.629080350799343e-11,3.080727667102684e-21,5.594768821302014e-16,1.4603469688923632e-20,2.604586369450499e-12,5.400629267200565e-12,1.0771982068270468e-15,4.5507711768633334e-11,2.8045566357180116e-21,3.557202762650663e-17,1.2660723388124683e-13,1.464655654794939e-07,3.778108367920187e-17,3.7391956619257416e-12,8.012581595333855e-12
