Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339)
1.513110468112182e-08,0.8088912098460468,4.8102013752099655e-08,4.111333292088851e-10,4.079890756892273e-10,2.605458705419784e-09,0.0,0.0,1.9306329217972524e-07,2.3986100118724264e-11,3.1667670635327255e-12,1.3837419928474636e-12,9.003816757189384e-13,1.168376145473143e-25,7.554981706457412e-18,7.726668976553737e-11,1.8472852558205434e-10,6.522025448375736e-10,2.0026538695750662e-25,3.0699180984587605e-17,2.1633208135218096e-22,1.1915402613376379e-21,1.1215101839317378e-10,6.312807127470275e-22,1.661733244842473e-15,2.50313968879186e-26,3.5336902233526036e-28,6.2248517242035856e-21,1.597275430789862e-22,7.308449227380096e-23,2.3432176320988168e-17,1.3142626964621372e-25,7.546638778467331e-27,9.027067535883711e-26,3.76,0.0,0.7642698494751824,0.9984152795492091,1.02579112659462e-11,9.221091615333424e-13,0.0021150853544085937,0.0016844694904344655,0.00039273483730874024,3.745842018334624e-05,0.0015845248849754052,1.9932471529625898e-07,2.9704811623515183e-13,5.450665928608866e-09,2.1024408207886552e-16,2.751981510883989e-09,1.3152963184037958e-20,1.1690692835820553e-19,1.5463162991162988e-11,1.9076156405076303e-20,1.0946960746549633e-13,1.0461741538812443e-26,1.6249779723634682e-19,2.8047847706994384e-22,7.998476453556131e-21,5.774118964671676e-20,6.464861321366954e-28,5.7699696356329554e-27,6.863405745650914e-23,1.3524374860129207e-13,6.516323749778988e-10,2.603793577809544e-13,1.3499265122722027e-07,1.7824237461971122e-08,3.6169947681095836e-08,2.060417696471806e-10,3.169220474563614e-08,9.713476047546461e-09,6.31968280172592e-09,1.8037438068414365e-10,1.5594421943672332e-09,3.7097853092086865e-11,7.560653354879094e-09,2.2833137386405228e-14,7.181004341014268e-09,7.275995649591227e-13,2.4941950059268554e-15,9.600396934186236e-17,1.2457409063735984e-14,4.413933636435026e-19,4.911923888852216e-12,3.7682168004276807e-10,5.193661662468222e-13,2.1067581116096773e-09,9.03727610886117e-20,1.6645712372532399e-15
1.5683588587165735e-08,0.8089024949504905,5.145125104620733e-08,4.5313480128493326e-10,4.52955805181121e-10,2.8887994981566814e-09,0.0,0.0,2.0010304800192445e-07,2.5763433364664296e-11,3.526982648153853e-12,1.5360023571309894e-12,1.008000807653398e-12,1.4419635895206199e-25,8.562355821394144e-18,8.226156468360088e-11,2.0302547019812933e-10,7.010261747713193e-10,2.371801453302475e-25,3.54172288335976e-17,2.5656471234057172e-22,1.4074041327011623e-21,1.1447619094008264e-10,7.98702387922854e-22,1.8732358740949557e-15,3.0958432780266894e-26,4.492347859355434e-28,7.507210026817575e-21,2.0019737923134656e-22,9.135047428198173e-23,2.614676185227276e-17,1.6427513232256172e-25,9.61062735638986e-27,1.1534864687698598e-25,3.76,0.0,0.7641927291165476,0.9984152723204293,1.1796140309074482e-11,1.0510652706580486e-12,0.0021922110269238927,0.0017471397499558743,0.0004071621613708359,3.745523898665427e-05,0.001584524872380207,2.1439963875809827e-07,3.3043411327865407e-13,5.451009165994396e-09,2.1826293490758611e-16,2.960134271507003e-09,1.615392871461541e-20,1.3934696841837667e-19,1.6644821010076573e-11,2.3426566897218616e-20,1.1425056264383034e-13,1.2897987814271633e-26,1.9523633856670432e-19,3.386119181103525e-22,9.671170158444125e-21,6.855696651952015e-20,7.968166833725287e-28,7.11320701270418e-27,8.744014362091607e-23,1.4030880349732225e-13,7.003932851665756e-10,2.882700029082901e-13,1.395378711687584e-07,1.8103293081905575e-08,3.844383307538104e-08,2.2728445476081714e-10,3.380298889198522e-08,1.0313905985042078e-08,6.590909225120279e-09,1.8815235686770285e-10,1.61958068707007e-09,4.001414559339947e-11,8.089536294568057e-09,2.4392929827956338e-14,7.68361709005498e-09,7.798227974238049e-13,2.7805179824072537e-15,1.11167909927554e-16,1.3683681242606017e-14,4.809994068089554e-19,5.097989826350925e-12,4.0180927362437843e-10,5.655754030678576e-13,2.134951222931319e-09,9.798167150802334e-20,1.8050060396278088e-15
1.623607249320965e-08,0.8089137790180589,5.490509174302637e-08,4.977366231270443e-10,5.010691046645937e-10,3.1914837055006917e-09,0.0,0.0,2.0714218917553195e-07,2.760383489243271e-11,3.9126996933678116e-12,1.6979097588554924e-12,1.1237205122948383e-12,1.7697354542199222e-25,9.674174957164818e-18,8.733608590909756e-11,2.2236880659562724e-10,7.516122127788921e-10,2.790513034705591e-25,4.06552290293306e-17,3.0216224541685905e-22,1.6507839557270342e-21,1.166994936992985e-10,1.0022176435598446e-21,2.102063487275306e-15,3.798590377948162e-26,5.665055377312983e-28,8.991513040065421e-21,2.4890539309188255e-22,1.1326442408257357e-22,2.9067101034661787e-17,2.0358494384984068e-25,1.2131055116373105e-26,1.4608095989960434e-25,3.76,0.0,0.7641156164348784,0.9984152650835951,1.3499880244962034e-11,1.1925295836161909e-12,0.002269329470787023,0.001809802815683429,0.00042158835733080045,3.745202923521688e-05,0.001584524859772531,2.3002513124235873e-07,3.661734548391861e-13,5.451346562150037e-09,2.262806447525921e-16,3.1758815814864725e-09,1.9694906013839162e-20,1.6506579116433808e-19,1.7870821490945285e-11,2.855843011400846e-20,1.190613991473655e-13,1.5781591729388716e-26,2.330430863174983e-19,4.0601131282336225e-22,1.1612906808851065e-20,8.09009362006896e-20,9.747113924192032e-28,8.703018086530622e-27,1.1044829811115855e-22,1.4537332115103497e-13,7.509126380092237e-10,3.1800938689406746e-13,1.440627370836889e-07,1.8377922298344323e-08,4.077077750323584e-08,2.4983403666483616e-10,3.597237660258988e-08,1.0924767854065204e-08,6.863426019122925e-09,1.959823855530693e-10,1.6795858155442098e-09,4.3036130893963637e-11,8.635218149871911e-09,2.6010041636296336e-14,8.201956285185212e-09,8.334652259297902e-13,3.0889602917359542e-15,1.2813742359376422e-16,1.4971614754964143e-14,5.223476015029443e-19,5.283153354160173e-12,4.27372289914097e-10,6.142302436805436e-13,2.161497583641752e-09,1.0589719901356807e-19,1.9511697327227914e-15
1.6788556399253565e-08,0.808925062048876,5.8463023622666416e-08,5.450005319477395e-10,5.524317877542866e-10,3.514102382330823e-09,0.0,0.0,2.1418072111054897e-07,2.950725953061266e-11,4.324685011959735e-12,1.8696153430321843e-12,1.2478074897517751e-12,2.1605252993979893e-25,1.0897913753279873e-17,9.248499341935108e-11,2.42774222511345e-10,8.039605389746048e-10,3.2630869171630616e-25,4.6449284735726384e-17,3.535648296014848e-22,1.9237186057752592e-21,1.1882584950470996e-10,1.2479338965706618e-21,2.3488363767705194e-15,4.6265608685163706e-26,7.090056048868302e-28,1.0700179255388209e-20,3.0714088498900926e-22,1.3938095897999365e-22,3.2201150145117355e-17,2.5030081650229565e-25,1.518644058039857e-26,1.8346526667076174e-25,3.76,0.0,0.7640385114288729,0.9984152578386141,1.538044783899602e-11,1.3472009478704878e-12,0.0023464406866194687,0.001872458679146544,0.0004360134247924122,3.74488011771015e-05,0.0015845248471523486,2.462011399897341e-07,4.043378469683054e-13,5.451680174904369e-09,2.3429721010825335e-16,3.3992219962482934e-09,2.3848736903865634e-20,1.944029913224319e-19,1.9141239687135247e-11,3.4576723319625766e-20,1.2390210812883228e-13,1.9174124105968296e-26,2.764809925307885e-19,4.83737468997349e-22,1.385477467953335e-20,9.492360950302753e-20,1.1839583279536065e-27,1.0573328226319902e-26,1.383995005373387e-22,1.504373013857812e-13,8.031902526243891e-10,3.4965347400232816e-13,1.4856792100866103e-07,1.8648925859096284e-08,4.3150219210316136e-08,2.73720193860628e-10,3.820001086797817e-08,1.1545577871876393e-08,7.137163574844228e-09,2.0386558673692925e-10,1.7394598134572075e-09,4.6163242679885746e-11,9.197656387136963e-09,2.7686154577729363e-14,8.73596253429348e-09,8.885051082167276e-13,3.4205186407411242e-15,1.4706793884974098e-16,1.6321170769109378e-14,5.654328205517852e-19,5.4674408219140566e-12,4.5349184987208016e-10,6.654050182811068e-13,2.186500948835508e-09,1.1411812047910011e-19,2.1030538917943945e-15
1.734104030529748e-08,0.8089363440430677,6.212454503146627e-08,5.949872369820914e-10,6.071464565795015e-10,3.85724356390187e-09,0.0,0.0,2.2121864928289144e-07,3.147366218277445e-11,4.763698324697277e-12,2.0512605724616903e-12,1.3805255130163356e-12,2.624290008997339e-25,1.224127078216888e-17,9.770328988147436e-11,2.6425664209101953e-10,8.580710294220609e-10,3.7939982302948508e-25,5.283660633198039e-17,4.1122510212733526e-22,2.2282766586559308e-21,1.20859942443365e-10,1.5427255021535327e-21,2.6141602980477016e-15,5.596351293523729e-26,8.810828385263234e-28,1.2657086259029871e-20,3.763368156791378e-22,1.7031344622929995e-22,3.555688272558512e-17,3.054602352501105e-25,1.8865151003396315e-26,2.286290096840771e-25,3.76,0.0,0.7639614140972254,0.9984152505853939,1.7449522620549474e-11,1.5157881750247604e-12,0.0024235446750490736,0.0019351073353204241,0.0004504373636283199,3.74455613196034e-05,0.0015845248345193578,2.6292761217867753e-07,4.449981988855468e-13,5.452011310938719e-09,2.42312630092892e-16,3.6301540697188637e-09,2.86950006201014e-20,2.277199274259153e-19,2.0456150811555336e-11,4.15960460145652e-20,1.2877268229777278e-13,2.314296685627872e-26,3.2615224352244206e-19,5.729275187990714e-22,1.643012049238839e-20,1.1078431817658987e-19,1.4287025308628014e-27,1.2761263616451715e-26,1.7213273091169894e-22,1.5550074414907864e-13,8.572259480852258e-10,3.8325900561462523e-13,1.5305408850265737e-07,1.8917023243275758e-08,4.558164985765998e-08,2.989722879117701e-10,4.048556858953322e-08,1.2175874710668217e-08,7.412056804571127e-09,2.1180313651203815e-10,1.7992049430885181e-09,4.939492062803158e-11,9.77681254714088e-09,2.9423041652046434e-14,9.285581277522821e-09,9.449227006728849e-13,3.776211815874974e-15,1.681243035593519e-16,1.7732274691092865e-14,6.102494582053227e-19,5.6508787831102155e-12,4.801495780476091e-10,7.191775989105959e-13,2.2100585424433334e-09,1.226431718276694e-19,2.2606497214455634e-15
1.7893524211341396e-08,0.8089476250007612,6.588916346143393e-08,6.477564383168319e-10,6.653155009294677e-10,4.221492323277706e-09,0.0,0.0,2.2825597922557716e-07,3.350299782799038e-11,5.2304926655351015e-12,2.2429777114857648e-12,1.5221354596903282e-12,3.172208822009061e-25,1.3712159323423243e-17,1.0298622784475963e-10,2.868302614603958e-10,9.139435563669725e-10,4.387899138554257e-25,5.98555017326494e-17,4.756074933433523e-22,2.5665515030247286e-21,1.2280622886313948e-10,1.8942981155730465e-21,2.89862617756123e-15,6.726048499082356e-26,1.0876593884260484e-27,1.488759301239239e-20,4.580794308425343e-22,2.0673749765948896e-22,3.9142284802804305e-17,3.701975954559007e-25,2.3266192173993347e-26,2.8284051351534867e-25,3.76,0.0,0.7638843244386264,0.9984152433238426,1.9719146285009713e-11,1.6990095401320972e-12,0.0025006414367096594,0.001997748781263643,0.000464860173869549,3.74423139032723e-05,0.0015845248218732994,2.8020449495219657e-07,4.882246317210438e-13,5.452340821771714e-09,2.5032690420227854e-16,3.868676354772557e-09,3.4320364537679044e-20,2.6540032245235266e-19,2.1815630039159353e-11,4.9741109119915897e-20,1.3367311538690992e-13,2.7761621851701426e-26,3.8269942714027153e-19,6.747972724754591e-22,1.937461981629559e-20,1.2865140383224434e-19,1.7134649566986074e-27,1.5307321323173755e-26,2.125938493212614e-22,1.6056364946202356e-13,9.130195434487988e-10,4.1888361896010256e-13,1.5752189802449386e-07,1.918286100056445e-08,4.806460953767842e-08,3.2561939268823797e-10,4.282875778882838e-08,1.281521847936645e-08,7.688044697330488e-09,2.1979626546236257e-10,1.8588234905111325e-09,5.273061043632436e-11,1.0372651974635317e-08,3.1222563613136646e-14,9.850762482429662e-09,1.0027000843335738e-12,4.1570811367670846e-15,1.914811798070364e-16,1.92048209992534e-14,6.567915017165475e-19,5.833493848800261e-12,5.073276014346934e-10,7.756294745844863e-13,2.232261469735606e-09,1.3147105528921932e-19,2.4239481192403335e-15
1.844600811738531e-08,0.8089589049220851,6.975639430913106e-08,7.033668443775279e-10,7.270410964282742e-10,4.607430821050974e-09,0.0,0.0,2.3529271652082716e-07,3.559522152127104e-11,5.725814766670367e-12,2.444890286074511e-12,1.6728953436450525e-12,3.816786620335439e-25,1.531869814374452e-17,1.0832929753020884e-10,3.1050858259482244e-10,9.715779884465449e-10,5.049619417305728e-25,6.754536679005014e-17,5.471875448822685e-22,2.9406566374531635e-21,1.246689481368706e-10,2.3112558497991788e-21,3.2028098969574515e-15,8.035304537024632e-26,1.3342854076633213e-27,1.7418559975916113e-20,5.5411807759262e-22,2.493944864116378e-22,4.2965350141327356e-17,4.457487087052856e-25,2.850002515446022e-26,3.4752053304930773e-25,3.76,0.0,0.7638072424517632,0.9984152360538684,2.220172208780704e-11,1.8975923045000147e-12,0.002577730972240652,0.0020603830153473235,0.0004792818556432517,3.7439061736124254e-05,0.0015845248092140963,2.9803173543296785e-07,5.340864871665253e-13,5.452669271269056e-09,2.583400321701763e-16,4.114787403510841e-09,4.0818939107266924e-20,3.078508611259934e-19,2.3219752508458162e-11,5.914722907531435e-20,1.3860340184081445e-13,3.3110023608066023e-26,4.468066858733736e-19,7.906435429652253e-22,2.2726346592565693e-20,1.4870240423296262e-19,2.0431616515751676e-27,1.8255541461561557e-26,2.6084492946435333e-22,1.6562601739081909e-13,9.70570857772068e-10,4.565859630896864e-13,1.619720003888538e-07,1.9447020221225446e-08,5.0598682295174544e-08,3.5369032086400563e-10,4.5229315091923263e-08,1.3463189748546604e-08,7.965069938863218e-09,2.2784625732934147e-10,1.9183177632598878e-09,5.616976384538236e-11,1.0985143574279155e-08,3.308666591591197e-14,1.0431460366914192e-08,1.0618210039823978e-12,4.5641909061071445e-15,2.1732344424628257e-16,2.0738677479320393e-14,7.050525938742688e-19,6.015312580983797e-12,5.350085470418653e-10,8.348458244528983e-13,2.2531951036405635e-09,1.406004457424043e-19,2.592939731229422e-15
1.8998492023429226e-08,0.8089701838071683,7.372575979879993e-08,7.618761882116331e-10,7.924252018568646e-10,5.015638348183733e-09,0.0,0.0,2.423288667930079e-07,3.775028839393008e-11,6.2504054241057685e-12,2.657113521018801e-12,1.8330603465915462e-12,4.571961407763044e-25,1.7069202306174667e-17,1.1372821520950771e-10,3.353044455540278e-10,1.030974190880992e-09,5.784167429208805e-25,7.594667577952443e-17,6.264512432556803e-22,3.352721162296041e-21,1.2645213307263511e-10,2.8031712581162232e-21,3.527272147250814e-15,9.545412885384562e-26,1.6271957531254547e-27,2.0278367141902626e-20,6.663752037000341e-22,2.9909508003801393e-22,4.7034075550621716e-17,5.334552715309631e-25,3.4689409535925785e-26,4.242542583632284e-25,3.76,0.0,0.7637301681353201,0.9984152287753801,2.491001422749606e-11,2.1122722611993546e-12,0.0026548132822867203,0.002123010036846052,0.0004937024091399341,3.74358066366306e-05,0.0015845247965416824,3.1640928073131183e-07,5.826523360327151e-13,5.452997024595755e-09,2.663520138943168e-16,4.3684857674370856e-09,4.8292636849833045e-20,3.5550178394079685e-19,2.4668593322424885e-11,6.996082662435099e-20,1.4356353664473722e-13,3.927485565145115e-26,5.192008560175079e-19,9.21846441833262e-22,2.6525841798330203e-20,1.711242370109593e-19,2.423123153174471e-27,2.1653681387776678e-26,3.1807405610707646e-22,1.70687848031716e-13,1.0298797101197721e-09,4.964258121609576e-13,1.6640503829514153e-07,1.9710023212047254e-08,5.31834921100307e-08,3.832136478971101e-10,4.7687003465068515e-08,1.4119388617931402e-08,8.243078586663273e-09,2.3595444785018744e-10,1.9776900895074725e-09,5.971183865568628e-11,1.161425959055491e-08,3.5017376054338214e-14,1.1027633147565014e-08,1.1222707203217086e-12,4.9986288563405886e-15,2.4584659356067e-16,2.2333688922258496e-14,7.550260875042093e-19,6.196361415195925e-12,5.631755383069196e-10,8.969155890673204e-13,2.272939446140266e-09,1.5002999624450015e-19,2.767615000452577e-15
1.955097592947314e-08,0.8089814616561416,7.779678804915562e-08,8.233412427472505e-10,8.615695557720688e-10,5.4466913630525775e-09,0.0,0.0,2.493644357023134e-07,3.996815365388703e-11,6.804999844905065e-12,2.8797547556164607e-12,2.002882849540426e-12,5.4532158050911085e-25,1.897217403354902e-17,1.1917891214981946e-10,3.61230059193655e-10,1.0921320256532318e-09,6.596731528607898e-25,8.510097196588938e-17,7.138943708574248e-22,3.804885472630389e-21,1.2815961986925791e-10,3.3806581127045284e-21,3.872558344301984e-15,1.1279386017342524e-25,1.97336968898507e-27,2.3496930096702445e-20,7.9695652513232045e-22,3.567227831793511e-22,5.135645626832036e-17,6.347692922607373e-25,4.1970272132316164e-26,5.148037664713186e-25,3.76,0.0,0.7636531014879783,0.9984152214882869,2.7857147214866238e-11,2.3437933018746554e-12,0.002731888367497448,0.002185629845650584,0.0005081218345905762,3.743254974497544e-05,0.0015845247838558848,3.3533707795076586e-07,6.339899867131889e-13,5.453324310716584e-09,2.743628493844003e-16,4.629769997594021e-09,5.685153514894637e-20,4.088074780391286e-19,2.616222754919184e-11,8.233992992592424e-20,1.4855351520518983e-13,4.634987032652871e-26,6.006525934398494e-19,1.0698716476348226e-21,3.0816181281048504e-20,1.9611338093397686e-19,2.8591141022990068e-27,2.5553391785681576e-26,3.856055878480743e-22,1.7574914150045637e-13,1.0909459195696625e-09,5.384641761688572e-13,1.708216459210581e-07,1.997233947990355e-08,5.58186992828318e-08,4.142177338042409e-10,5.020161016990687e-08,1.4783433824858958e-08,8.522019788467203e-09,2.4412222366437144e-10,2.036942817727096e-09,6.335629874459027e-11,1.2259975408458503e-08,3.701680124256518e-14,1.1639242810219112e-08,1.184035874848999e-12,5.461506593776756e-15,2.7725715452126143e-16,2.3989680366144474e-14,8.06705093239627e-19,6.376666600286517e-12,5.918121905286141e-10,9.61931539873341e-13,2.2915694667240042e-09,1.5975834288216078e-19,2.947964209730074e-15
2.0103459835517057e-08,0.808992738469136,8.196901226577688e-08,8.878178351798694e-10,9.34575672551998e-10,5.901163523632179e-09,0.0,0.0,2.5639942893909747e-07,4.224877258591608e-11,7.390327977295511e-12,3.1129138391977508e-12,2.182612464150306e-12,6.4776923766037655e-25,2.10362936473574e-17,1.246775240927441e-10,3.8829703045546865e-10,1.1550513516790634e-09,7.492681918950371e-25,9.505085824952566e-17,8.100218758585189e-22,4.299297155331647e-21,1.297950576071521e-10,4.055446946531766e-21,4.2391985978993914e-15,1.3262034349170324e-25,2.3805935927279986e-27,2.710571423355932e-20,9.481613480700787e-22,4.2323748352722213e-22,5.594048143754312e-17,7.512574721613527e-25,5.049260002322916e-26,6.211209096057116e-25,3.76,0.0,0.7635760425084168,0.9984152141924981,3.105660522572889e-11,2.592907003545375e-12,0.002808956228527015,0.0022482424420262903,0.0005225401322474418,3.742929178481383e-05,0.001584524771156505,3.5481507419275804e-07,6.881664935561114e-13,5.453651274957097e-09,2.8237253871837573e-16,4.898638644685321e-09,6.661424259336015e-20,4.682470650641295e-19,2.7700730222666894e-11,9.645468165322747e-20,1.5357333325121887e-13,5.443621182194667e-26,6.919774864771975e-19,1.2362726478037067e-21,3.5643042796975544e-20,2.238760548341043e-19,3.3573530511738365e-27,3.0010394523708894e-26,4.649108858063696e-22,1.808098979234616e-13,1.1537693052168036e-09,5.827634092528554e-13,1.7522244857346072e-07,2.0234391110568842e-08,5.8503997172782924e-08,4.4673074299930593e-10,5.2772944910674974e-08,1.5454961891823748e-08,8.801845535286043e-09,2.523510212549418e-10,2.096078316519479e-09,6.710261408444515e-11,1.2922269372271605e-08,3.908712639786228e-14,1.226625489998386e-08,1.2471043666251242e-12,5.953960040583845e-15,3.117730981710401e-16,2.5706459950428052e-14,8.60082521598951e-19,6.556254149206968e-12,6.209026054616633e-10,1.0299903469999736e-12,2.309155419719835e-09,1.6978410904814846e-19,3.133977519681704e-15
2.0655943741560972e-08,0.8090040142462824,8.624197004631511e-08,9.553608605896185e-10,1.0115448379582333e-09,6.379625715462826e-09,0.0,0.0,2.6343385221879567e-07,4.459210055184631e-11,8.007114824446572e-12,3.3566835074512912e-12,2.3724960639747738e-12,7.664312644836121e-25,2.3270410598554896e-17,1.3022038123995253e-10,4.165163923048085e-10,1.219732024967489e-09,8.477572987690433e-25,1.0583998789178936e-16,9.153472619988301e-22,4.838107091660518e-21,1.313619173163416e-10,4.840463351980818e-21,4.627707728987045e-15,1.5520046608222996e-25,2.857526684610623e-27,3.113774720976183e-20,1.1224930348459247e-21,4.99678995865681e-22,6.079412969112612e-17,8.846055377389632e-25,6.042135717274513e-26,7.453606343179504e-25,3.76,0.0,0.7634989911953127,0.9984152068879238,3.452223143578234e-11,2.8603722344974393e-12,0.0028860168660339042,0.002310847826450134,0.000536957302371262,3.74260332400821e-05,0.0015845247584434078,3.7484321655973473e-07,7.452481651450951e-13,5.453978014507169e-09,2.9038108201293124e-16,5.17509025917248e-09,7.770826869427428e-20,5.343249860460818e-19,2.9284176343017016e-11,1.1248784983554724e-19,1.5862298676603277e-13,6.364274225290061e-26,7.940371563151355e-19,1.4226929547811576e-21,4.105477227514169e-20,2.5462839426945954e-19,3.92453245872002e-27,3.5084662194019684e-26,5.576195126257562e-22,1.8587011743194877e-13,1.2183496861761888e-09,6.293873156700147e-13,1.7960806239116626e-07,2.0496557601964957e-08,6.123910925373691e-08,4.807806623777216e-10,5.5400838154868515e-08,1.613362631155791e-08,9.08251044397638e-09,2.6064232593844624e-10,2.1550989747452133e-09,7.095026076111918e-11,1.3601122620649877e-08,4.123061239753626e-14,1.2908638328869946e-08,1.3114652399738867e-12,6.4771498749778795e-15,3.496242577952062e-16,2.7483821427347435e-14,9.151511200121669e-19,6.735149799785932e-12,6.504313651744571e-10,1.1011926453609787e-12,2.3257631417851703e-09,1.8010590920863885e-19,3.325645002479557e-15
2.1208427647604887e-08,0.8090152889877135,9.061520278799527e-08,1.0260242948706326e-09,1.0925781042875542e-09,6.8826460759170004e-09,0.0,0.0,2.704677112773857e-07,4.6998092990717816e-11,8.656080742588274e-12,3.6111497403193266e-12,2.572777815613682e-12,9.033899664549982e-25,2.5683534604500515e-17,1.3580399872451838e-10,4.4589863036928303e-10,1.2861738987713164e-09,9.55714614217322e-25,1.1751305531960816e-16,1.0303919990118305e-21,5.423465765660172e-21,1.3286350064501135e-10,5.749909041084713e-21,5.0385853305858544e-15,1.808207166687252e-25,3.4137698090746386e-27,3.562762972856122e-20,1.3226696048700271e-21,5.871705995644825e-22,6.592536485324748e-17,1.0366225213737106e-24,7.193742398774352e-26,8.898947277091534e-25,3.76,0.0,0.7634219475473407,0.9984151995744744,3.8268227336294096e-11,3.1469547785459205e-12,0.0029630702806806206,0.0023734459995343724,0.000551373345225464,3.742277443800322e-05,0.0015845247457164844,3.954214521565779e-07,8.053005724897325e-13,5.454304595088515e-09,2.9838847940966766e-16,5.459123391344914e-09,9.027039683293267e-20,6.075715833602649e-19,3.0912640877005726e-11,1.3063534223889128e-19,1.637024719517615e-13,7.408637067000266e-26,9.07740345110753e-19,1.630868296927758e-21,4.710244932316313e-20,2.8859662597174896e-19,4.567838864790167e-27,4.084059926191675e-26,6.655309079504913e-22,1.9092980015922925e-13,1.2846868815834658e-09,6.7840125350371e-13,1.8397909409548717e-07,2.0759180198563768e-08,6.402378646135116e-08,5.16395317789763e-10,5.8085139612746144e-08,1.6819096768412667e-08,9.363971565833597e-09,2.689976709068329e-10,2.214007201998373e-09,7.489872099268364e-11,1.4296518936626308e-08,4.3449594587771726e-14,1.3566365199576771e-08,1.3771085822849396e-12,7.032261969858459e-15,3.910527504004868e-16,2.932154636499705e-14,9.719035052975702e-19,6.91337898475626e-12,6.803835252499625e-10,1.1756430990793215e-12,2.3414543305946007e-09,1.9072235221175497e-19,3.5229566717471145e-15
2.1760911553648802e-08,0.8090265626935611,9.508825518638602e-08,1.09986120705794e-09,1.1777762851876558e-09,7.410790015294955e-09,0.0,0.0,2.775010118673354e-07,4.9466705418897926e-11,9.337941724185964e-12,3.876392102297015e-12,2.7836992097683636e-12,1.0609304003779477e-24,2.8284826905424424e-17,1.4142506754821036e-10,4.764537083386904e-10,1.3543768237294153e-09,1.0737333168285236e-24,1.3011578700845828e-16,1.1556849542661923e-21,6.0575197773527224e-21,1.343029481236488e-10,6.799345662625455e-21,5.472315867740587e-15,2.097880188453591e-25,4.059937284075332e-27,4.061154473305909e-20,1.551634461151129e-21,6.869225649528349e-22,7.134213176847306e-17,1.2092449877348995e-24,8.523855907586567e-26,1.0573259854779902e-24,3.76,0.0,0.7633449115631741,0.9984151922520603,4.230915202941352e-11,3.453426976868212e-12,0.0030401164731334303,0.0024360369619919743,0.0005657882610737748,3.7419515586945413e-05,0.001584524732975594,4.165497280912038e-07,8.683885571262437e-13,5.454631058556654e-09,3.063947310688203e-16,5.7507365913759755e-09,1.0444706027868784e-19,6.885436798070135e-19,3.258619875825855e-11,1.5110672406344127e-19,1.6881178521120878e-13,8.58923848493268e-26,1.0340439921689893e-18,1.8626287848564347e-21,5.38399519940657e-20,3.2601724014332704e-19,5.29497323448332e-27,4.734722474564238e-26,7.906265451567521e-22,1.9598894623955172e-13,1.352780710594801e-09,7.29872236186116e-13,1.88336140784187e-07,2.1022565776190866e-08,6.685780480293085e-08,5.536023890543269e-10,6.082571686024479e-08,1.7511058394741986e-08,9.6461882173138e-09,2.774186363018068e-10,2.2728054292306383e-09,7.894748314901677e-11,1.5008444611026225e-08,4.574648152101327e-14,1.4239410643890264e-08,1.4440254312156397e-12,7.62050783016423e-15,4.363134014205255e-16,3.121940607823479e-14,1.0303321921394464e-18,7.090966808610829e-12,7.107446074153492e-10,1.2534504642670595e-12,2.3562868058463585e-09,2.0163204419321468e-19,3.725902509107331e-15
