Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195)
9.487199568419733e-05,0.5535927619534875,1.5862740089838665e-08,1.3756005852621103e-09,3.398125484321057e-08,1.7971976629341036e-06,0.0,0.0,9.628057509051403e-06,2.489362396814979e-07,4.70497763679649e-07,4.7769018688558655e-09,5.5673088390418454e-12,3.9098791383463906e-28,1.14913009119439e-20,3.7549097195515906e-14,2.9310278292322033e-10,5.474353002532882e-07,6.338085429974277e-15,7.261662404848022e-20,1.1163915434863897e-22,8.031297276530186e-27,1.2275460454371119e-15,9.29956803033983e-15,5.224208271203743e-15,3.0616057649399287e-14,1.963922514214812e-26,9.076884997613696e-19,3.1354174247932536e-17,2.2774889047500457e-20,9.317199633495347e-15,5.236242739780245e-22,1.412427379525972e-22,1.010713070788631e-19,3.76,0.0,0.7222148342254703,0.9998952226596576,7.240267424248268e-06,1.30199124040531e-09,0.0042045811680155145,0.0031382081892269717,0.0010642984273022966,1.8737592013797777e-08,8.660471872583156e-05,9.987055814973652e-08,4.1162876490017716e-15,1.4386659830473363e-14,9.577175952863038e-17,4.5902191779118785e-06,6.920589872436742e-19,6.455912486611933e-20,8.488135929658144e-08,1.7958193843178706e-18,1.3421259396221363e-14,1.844996559683977e-24,1.0201795301323538e-18,1.4798346490838622e-20,1.0277972608699234e-18,1.5276541052907847e-17,8.084369934638832e-26,1.1117060019106698e-24,1.0316972016910689e-16,2.5136289888576513e-15,3.571651361532313e-06,2.086850013609962e-08,3.942116468918808e-07,2.851068843210724e-08,2.760213139329585e-06,1.798200055139159e-05,9.103548392334819e-06,2.4025887934131253e-09,2.5659097618567157e-09,3.113789322542764e-11,2.099791192600041e-11,9.629053344431781e-10,4.019036123101478e-07,3.802825859094551e-08,2.8708577077273304e-07,2.8423446814966395e-09,2.006475320603256e-07,7.292078559728255e-17,4.669121569410455e-11,1.0405341203900937e-16,1.152917690855356e-09,4.851590917218703e-10,5.873076956695584e-10,7.227479998002496e-13,8.9653651740696e-18,6.026551084283263e-14,6.04985857896775e-09,2.0275229759411434e-07,4.6898788542749886e-11,7.752044639440295e-10,7.017603755088758e-09,4.434900355462714e-11,2.8754476849613195e-16,1.4738346248474928e-09,8.22421306650723e-15,3.049806406892788e-12,3.5551713839406764e-17,4.704122272674853e-11,4.089110166666595e-14,4.314686894507666e-14,7.396918266814735e-12,6.495191674649866e-11,1.5775807604580782e-18
9.712952436447419e-05,0.5536028396020067,1.6114472439208748e-08,1.4015720696713922e-09,3.4209306784168005e-08,1.869568788545022e-06,0.0,0.0,9.945978117456037e-06,2.625603859627853e-07,4.970079241889238e-07,5.052571137731803e-09,5.779497779138958e-12,4.160540339744672e-28,1.2053061125459964e-20,3.875970579166281e-14,3.0326582557321775e-10,5.737701646850466e-07,6.689063996447938e-15,7.791226631817104e-20,1.2695430167627224e-22,8.779285130600609e-27,1.2428263840489276e-15,9.897282201497368e-15,5.517688576849263e-15,3.3023037649443583e-14,2.1657915299588477e-26,9.966408728306815e-19,3.4345552978227997e-17,2.4394234025808202e-20,9.795818217894578e-15,5.721418767852867e-22,1.54580980164555e-22,1.109811626955933e-19,3.76,0.0,0.7221138920798359,0.9998946316335402,7.44996491210237e-06,1.379018631716147e-09,0.004304350035892995,0.0032126160232369767,0.0010895538007983042,1.873599253225595e-08,8.660466748394735e-05,1.0467483246183843e-07,4.316497516034786e-15,1.4415955327493014e-14,9.804070316929785e-17,4.73356761275265e-06,7.615743580008349e-19,7.103779272420724e-20,9.193273431662983e-08,1.976702181577271e-18,1.4194953898863007e-14,2.0302838982906734e-24,1.1253301466309195e-18,1.63239521257065e-20,1.1337576267549653e-18,1.6852510070304908e-17,8.896256631302876e-26,1.2233510095316497e-24,1.1626635511597478e-16,2.573228228818376e-15,3.675395927354192e-06,2.199406190159255e-08,3.9889422368836685e-07,2.8853496541539132e-08,2.795795777300186e-06,1.870379780492512e-05,9.443933729005846e-06,2.4774000236717503e-09,2.635207633119469e-09,3.214536186902872e-11,2.1666714356242066e-11,9.952182985229911e-10,4.166786400858791e-07,4.0089624420188014e-08,2.876416296630897e-07,2.8789374473934765e-09,2.0585143997891117e-07,7.785580398007824e-17,4.8259006729679946e-11,1.0754629543699732e-16,1.166591996821688e-09,5.091225825815571e-10,6.234679056601335e-10,7.419429894232363e-13,9.266256292221154e-18,6.228794587396479e-14,6.292592563716191e-09,2.0276801194479574e-07,4.877985392116222e-11,7.845131118593875e-10,7.302969898119021e-09,4.635845961582504e-11,3.052430816567687e-16,1.4739210468928647e-09,8.224773530895096e-15,3.2676077643690263e-12,3.7736889599588044e-17,4.882631902577255e-11,4.2436478668042203e-14,4.475350930351555e-14,7.893811927830233e-12,7.06070755350632e-11,1.676204932123116e-18
9.938705304475105e-05,0.553612916114156,1.6365816619803415e-08,1.4276066298100653e-09,3.444107362594071e-08,1.943069413154369e-06,0.0,0.0,1.0266265281137058e-05,2.765641426053251e-07,5.243435402569472e-07,5.337406231493037e-09,5.9957678521647704e-12,4.426931564404485e-28,1.2634685827280636e-20,3.9996800636834555e-14,3.1356026534266504e-10,6.007222839569703e-07,7.0522256981778305e-15,8.345880672675815e-20,1.439607071149955e-22,9.579538884380398e-27,1.2584429967404678e-15,1.0519666373112863e-14,5.8219948827423145e-15,3.556160982725675e-14,2.3839367130591548e-26,1.0920545678750454e-18,3.75456092832874e-17,2.6091277630076548e-20,1.0294057863176073e-14,6.239281975922359e-22,1.6886276152268638e-22,1.2161774953702774e-19,3.76,0.0,0.7220129508059556,0.9998940353122252,7.661068148066603e-06,1.458678088748917e-09,0.004404105943748545,0.0032870111693868312,0.0011148059750062135,1.873439290069596e-08,8.660461578343501e-05,1.0959170949870343e-07,4.52145140886948e-15,1.4445245780237957e-14,1.0030917400007522e-16,4.878028271133705e-06,8.362021854167989e-19,7.799244112128988e-20,9.938313616097169e-08,2.1709225656494024e-18,1.4993282524977208e-14,2.229193437483237e-24,1.238418423648391e-18,1.796474785201826e-20,1.2477186018985249e-18,1.8547550785617825e-17,9.767832566267546e-26,1.3432040677962942e-24,1.3066119206478156e-16,2.6328176641175183e-15,3.7798171107351884e-06,2.3154814074616272e-08,4.035480237100501e-07,2.9194478233922482e-08,2.831068900571165e-06,1.94346409988041e-05,9.788322352810572e-06,2.553046197044672e-09,2.7048960862808857e-09,3.316831690552722e-11,2.2345487498382528e-11,1.0280047445796641e-09,4.3160449572518665e-07,4.220359754668025e-08,2.8819230182619813e-07,2.9152097820887425e-09,2.1106037416346978e-07,8.300966505182454e-17,4.984971333561742e-11,1.1109023825530348e-16,1.1801815353774498e-09,5.337408321759085e-10,6.610920357763609e-10,7.616229766501079e-13,9.571546220001484e-18,6.433995391370123e-14,6.5393672878796e-09,2.027846614990435e-07,5.0692177208361495e-11,7.937716216242229e-10,7.592278652520477e-09,4.84068352165578e-11,3.2365743958286814e-16,1.4740142596500674e-09,8.225375290422572e-15,3.4951176048089098e-12,3.9998379664745805e-17,5.06300998205678e-11,4.399797471413562e-14,4.6379065167656367e-14,8.411880689379258e-12,7.660146420969706e-11,1.7784148338287573e-18
9.999999999999998e-05,0.5536229914909648,1.6434011704229258e-08,1.4346876969539374e-09,3.4504654073866685e-08,1.9632204730292478e-06,0.0,0.0,1.0353630350346206e-05,2.8043183183701197e-07,5.319088630226938e-07,5.416342179458693e-09,6.055201204113629e-12,4.502657875161292e-28,1.2796107299336251e-20,4.0337302310823656e-14,3.163781546831279e-10,6.081466532945209e-07,7.152966478785664e-15,8.500882363008751e-20,1.4888866362496306e-22,9.806282133578342e-27,1.2627416974097922e-15,1.0692989803971373e-14,5.906517424583868e-15,3.627416590097059e-14,2.4461070483764132e-26,1.1191180349609821e-18,3.84517668228096e-17,2.6565767535708186e-20,1.0432799918990514e-14,6.385721694212566e-22,1.7290959024141083e-22,1.246360977672351e-19,3.76,0.0,0.7219855441594017,0.9998938724926129,7.718630937460245e-06,1.4807653113984663e-09,0.004431188670237883,0.003307208179233717,0.001121661700970159,1.8733958555204167e-08,8.660460166720286e-05,1.1094613712201298e-07,4.577917722056345e-15,1.4453197629168094e-14,1.0092501020248566e-16,4.9174420741663866e-06,8.573788859563181e-19,7.996583573040356e-20,1.0147650450098405e-07,2.226041312829007e-18,1.5214314378311817e-14,2.2856360029023915e-24,1.2705441876569269e-18,1.8430864190052267e-20,1.2800925939278763e-18,1.902909064414876e-17,1.0015150908076305e-25,1.3772135657057198e-24,1.3480586744696426e-16,2.6489952417733565e-15,3.8082856803163687e-06,2.347611541504421e-08,4.0480726466121156e-07,2.9286790188128402e-08,2.840598250673627e-06,1.963462490029795e-05,9.882516105663096e-06,2.573730215684989e-09,2.7238852750209566e-09,3.344877609303097e-11,2.253153203898973e-11,1.0369897604585146e-09,4.3568288147384274e-07,4.278667777154006e-08,2.8834102127549593e-07,2.9250087205678885e-09,2.1247553218648457e-07,8.444751558932686e-17,5.0285631285852165e-11,1.1206142291566615e-16,1.183858515873434e-09,5.405386472198229e-10,6.71565014577385e-10,7.670526510463939e-13,9.655208151734445e-18,6.490228917952441e-14,6.6070735531081406e-09,2.0278934294158162e-07,5.12168414528685e-11,7.962780322461013e-10,7.671508840313861e-09,4.896967016995163e-11,3.287831433494369e-16,1.4740407361947483e-09,8.225545789179984e-15,3.5585905753255764e-12,4.062568155607045e-17,5.112304431870738e-11,4.442469754980883e-14,4.6823674257039683e-14,8.556257948938545e-12,7.828907340964514e-11,1.8067910633252388e-18
0.00010164458172502791,0.5536229914909648,1.661691654632387e-08,1.453715431477952e-09,3.4676643470327646e-08,2.017697833775037e-06,0.0,0.0,1.0588878588327065e-05,2.9094726772854297e-07,5.525113263707565e-07,5.631541829433097e-09,6.216187232562433e-12,4.709413019162284e-28,1.3236745733356609e-20,4.1260713615482295e-14,3.2398718243110816e-10,6.282915646664796e-07,7.427838741869057e-15,8.92620110014328e-20,1.6280202452486898e-22,1.043598474682427e-26,1.2744001183990375e-15,1.1167335586453747e-14,6.137364113676132e-15,3.823628669503146e-14,2.619374852036881e-26,1.1942539422282789e-18,4.096420340857044e-17,2.7868399068568684e-20,1.0812508043031038e-14,6.791302025401326e-22,1.8413645904910913e-22,1.330191070220098e-19,3.76,0.0,0.7219120104563208,0.9998934337182414,7.873600152015545e-06,1.5410030128373355e-09,0.004503848898778783,0.0033613936104817574,0.0011400549547118453,1.873279312024279e-08,8.660456362624588e-05,1.1462117171231691e-07,4.731148588751716e-15,1.4474531184834255e-14,1.0257717150277347e-16,5.023593254107904e-06,9.16187057965418e-19,8.54458123493665e-20,1.0724492690648976e-07,2.3791200839091448e-18,1.5816425174582077e-14,2.442376440037993e-24,1.359834223708164e-18,1.972639247502764e-20,1.3700732286502235e-18,2.036751650795696e-17,1.070195141198893e-25,1.4716575940720476e-24,1.4644844805830788e-16,2.6923973060815443e-15,3.884915922942788e-06,2.435128187422645e-08,4.081779152367858e-07,2.9533984848349908e-08,2.866075506186964e-06,2.0174451549341057e-05,1.0136691696748797e-05,2.6295351683257767e-09,2.774978893635563e-09,3.420707297419647e-11,2.303444702995159e-11,1.0612751028092644e-09,4.466796560938775e-07,4.437041264957855e-08,2.8873854666255483e-07,2.9512060011487274e-09,2.1627433835341746e-07,8.838803262762072e-17,5.146384055849316e-11,1.1468636567290346e-16,1.1937005548602849e-09,5.590186951664545e-10,7.002174117834049e-10,7.818077826615269e-13,9.88133188399815e-18,6.642218644717096e-14,6.7902322304024406e-09,2.0280224235288975e-07,5.263614007642603e-11,8.02989558665349e-10,7.885521087747157e-09,5.0493806120666986e-11,3.428060755023722e-16,1.4741142342021524e-09,8.226018245329793e-15,3.7325305550735995e-12,4.2336998673685497e-17,5.24523440959205e-11,4.5575402354373264e-14,4.802342882290743e-14,8.95158489095305e-12,8.294659678184471e-11,1.884256624558674e-18
0.00010390211040530477,0.5536330657335516,1.6867906860934848e-08,1.479909028712876e-09,3.491609952978152e-08,2.09345297799508e-06,0.0,0.0,1.0913780891185913e-05,3.05709477732327e-07,5.815179637785544e-07,5.935115563279642e-09,6.4408251401381295e-12,5.009562501639735e-28,1.3859825960294258e-20,4.255178460836381e-14,3.345476876277677e-10,6.564779136542141e-07,7.816178357934619e-15,9.53276422644637e-20,1.8363066049767054e-22,1.1349405010717374e-26,1.290702085963105e-15,1.1840921109673298e-14,6.4640368638174444e-15,4.1051679173777613e-14,2.873173730002598e-26,1.3035739373906795e-18,4.46114951834195e-17,2.972803598655799e-20,1.1351763111329466e-14,7.378988767875961e-22,2.0045232192535044e-22,1.4522470066785458e-19,3.76,0.0,0.7218110710713744,0.9998928268704602,8.087584467724241e-06,1.626027075989738e-09,0.004603578908143788,0.0034357633291915235,0.0011653007447850485,1.873119319170767e-08,8.660451101401458e-05,1.1976320152856778e-07,4.945588315831774e-15,1.450381153716216e-14,1.0484469515490262e-16,5.170254953843123e-06,1.0017792441756624e-18,9.342117552314411e-20,1.1553054831556332e-07,2.6019491513181536e-18,1.666456138376557e-14,2.6704992613639235e-24,1.4899766984540348e-18,2.1614679658317984e-20,1.5012239163265206e-18,2.2318400130343262e-17,1.1701532972972234e-25,1.6091130997521373e-24,1.6372678623430296e-16,2.751967166228981e-15,3.99069337698116e-06,2.558400278429738e-08,4.1278844850883923e-07,2.987234484825636e-08,2.9008557813774705e-06,2.092316173661899e-05,1.0489023230297124e-05,2.706874947637239e-09,2.845459897230445e-09,3.5261947710276084e-11,2.3733810758230346e-11,1.0950399397787279e-09,4.61902796435262e-07,4.659035185458387e-08,2.8928107410867474e-07,2.986967522025013e-09,2.2149334155169165e-07,9.399667222795764e-17,5.310190006265684e-11,1.1833581759267708e-16,1.2071623720215202e-09,5.849610389338648e-10,7.408818493975192e-10,8.025169964325735e-13,1.0195711477996411e-17,6.853530347197368e-14,7.0452404102936184e-09,2.0282075217429393e-07,5.461215162850332e-11,8.121758650808974e-10,8.182692646494991e-09,5.261905223998544e-11,3.627074611246442e-16,1.474220953062938e-09,8.226702360020681e-15,3.980042920441211e-12,4.475356765430069e-17,5.4292857362044794e-11,4.716859682712882e-14,4.968651169376882e-14,9.513390641092832e-12,8.965410214679244e-11,1.9937768506524164e-18
0.00010615963908558163,0.553643138843117,1.7118913556689973e-08,1.5061974049589433e-09,3.51595205025765e-08,2.170334363136083e-06,0.0,0.0,1.1240938083037549e-05,3.208504533544151e-07,6.113701024003033e-07,6.248268054181597e-09,6.6697517828197795e-12,5.316582394297399e-28,1.450452611920859e-20,4.387036094309236e-14,3.4524291931662667e-10,6.852812380112809e-07,8.217526832779055e-15,1.0166146102607033e-19,2.0660810872726944e-22,1.232471843549744e-26,1.3073533314721734e-15,1.2541070855568362e-14,6.802257474966743e-15,4.4012499136539717e-14,3.146454356332493e-26,1.4203603300889899e-18,4.8497951308325144e-17,3.167268560111873e-20,1.1912422321972073e-14,8.003892989195427e-22,2.178625346226975e-22,1.5827546711120227e-19,3.76,0.0,0.721710132680295,0.9998922147843331,8.30304513387853e-06,1.7137842282711663e-09,0.004703295978967899,0.003510120308048374,0.0011905433501793248,1.8729593115608297e-08,8.660445794807941e-05,1.2501778134704903e-07,5.164769849156021e-15,1.4533086832869488e-14,1.07111744429593e-16,5.318006036222726e-06,1.0932346895825743e-18,1.0194232625191318e-19,1.2425252161011882e-07,2.8400790411701594e-18,1.7537870516209636e-14,2.914243339933473e-24,1.6292542827848962e-18,2.3635537838652192e-20,1.6415824352963868e-18,2.440633404157913e-17,1.276956314384205e-25,1.755981184489687e-24,1.825994174331475e-16,2.811527256269208e-15,4.097150488768322e-06,2.685352668435078e-08,4.1738387691656337e-07,3.020986534641989e-08,2.9354472897139694e-06,2.1680713989921767e-05,1.0845302195417169e-05,2.7850736841565264e-09,2.916343001718569e-09,3.633326154184982e-11,2.4443798475247147e-11,1.1293099488733522e-09,4.772727771927391e-07,4.886374370439149e-08,2.898205481900457e-07,3.0225330561043237e-09,2.2671739776917489e-07,9.984145184495007e-17,5.476440966312236e-11,1.2203974760224163e-16,1.2205794341077935e-09,6.115727455611409e-10,7.831236327871194e-10,8.237699947395278e-13,1.051478437355075e-17,7.067997289755104e-14,7.3044481597259385e-09,2.0284019013234785e-07,5.662064663616563e-11,8.213389012032581e-10,8.483792876743237e-09,5.4782257614042627e-11,3.833802960921413e-16,1.4743344096627024e-09,8.227427660257755e-15,4.237852854223641e-12,4.7248914803104474e-17,5.615146989156028e-11,4.87774145516506e-14,5.1368243092017766e-14,1.009776994879906e-11,9.673572502170349e-11,2.107022479941953e-18
0.00010841716776585849,0.5536532108209397,1.7370054560017226e-08,1.5325900115792038e-09,3.540698091422601e-08,2.248342058173758e-06,0.0,0.0,1.1570318890353567e-05,3.363698452860973e-07,6.420743626234628e-07,6.571142947129795e-09,6.90303830431284e-12,5.641556638941508e-28,1.5171460415341926e-20,4.5216796898266565e-14,3.560740407964406e-10,7.147014450858805e-07,8.63217354522302e-15,1.0826922518062911e-19,2.3190529828979643e-22,1.3363728914331867e-26,1.3243583757978204e-15,1.3268449797308443e-14,7.152274111140294e-15,4.712356196138381e-14,3.4403932798498296e-26,1.5449699879095434e-18,5.263435277848456e-17,3.3704905819562427e-20,1.249508985356439e-14,8.667607160892276e-22,2.364212814996675e-22,1.722138602242591e-19,3.76,0.0,0.7216091953017312,0.9998915974721145,8.520006657371018e-06,1.8043087044398052e-09,0.004803000118340469,0.003584464529445033,0.0012157827759313742,1.872799289218786e-08,8.660440442950185e-05,1.3038489354085372e-07,5.388692446658405e-15,1.4562357067384144e-14,1.0937831879551876e-16,5.466839424717036e-06,1.1908150136716095e-18,1.1103358631080816e-19,1.334234473403448e-07,3.09419387581894e-18,1.8436531933895767e-14,3.174305187695765e-24,1.7780846889787643e-18,2.5795030140667767e-20,1.791569911056214e-18,2.6637590037959052e-17,1.3909093867335484e-25,1.912681530421209e-24,2.0317420173810528e-16,2.8710775881008463e-15,4.204288278266457e-06,2.8160415973101108e-08,4.219681768097154e-07,3.0546833530432604e-08,2.9698851453064073e-06,2.2447060220778875e-05,1.1205517360227538e-05,2.8641396515543682e-09,2.987632167969271e-09,3.742133751330723e-11,2.5164631831741694e-11,1.1640959414954723e-09,4.927886317115232e-07,5.119096211386245e-08,2.9035759022674824e-07,3.057938788417727e-09,2.3194652578593064e-07,1.0592834265053143e-16,5.6451892894802055e-11,1.2579932201584526e-16,1.2339633768973344e-09,6.388587135949891e-10,8.269814947102332e-10,8.455859609634848e-13,1.0838651037544587e-17,7.285686999155435e-14,7.567914911726436e-09,2.0286055680425904e-07,5.866208389012269e-11,8.304864844486878e-10,8.788825182233013e-09,5.698311038856068e-11,4.048434982343483e-16,1.4744546076707904e-09,8.228194229442812e-15,4.5061605172528455e-12,4.9823876186834145e-17,5.802803507381988e-11,5.0401731720399216e-14,5.306856904864445e-14,1.07052008459291e-11,1.0420332699790182e-10,2.2240409326862604e-18
0.00011067469644613535,0.5536632816683693,1.7621440274835683e-08,1.5590958038473604e-09,3.5658551434056046e-08,2.3274766482303012e-06,0.0,0.0,1.1901894678484877e-05,3.522672793773321e-07,6.736373369932535e-07,6.903886943006088e-09,7.140756736967514e-12,5.983793601973276e-28,1.5861257768751104e-20,4.6591453262640633e-14,3.6704223787537275e-10,7.447384424893743e-07,9.060414999237693e-15,1.1515669000095312e-19,2.5970295221441297e-22,1.4469398709370145e-26,1.341721823071375e-15,1.4023740383095549e-14,7.51433882999928e-15,5.0389789095526134e-14,3.7562249852158554e-26,1.677771129470444e-18,5.703180244261216e-17,3.582731635423209e-20,1.3100374836873688e-14,9.371766199504711e-22,2.5618481292402125e-22,1.8708389833619539e-19,3.76,0.0,0.7215082589444838,0.9998909749430678,8.738493988603136e-06,1.897635029924576e-09,0.00490269133331659,0.003658795975632777,0.0012410190271605805,1.8726392521432676e-08,8.660435045908426e-05,1.3586452045636874e-07,5.617355365151798e-15,1.45916222359257e-14,1.1164441771682665e-16,5.61674828535619e-06,1.2947875068163119e-18,1.2071980331144868e-19,1.4305600533720093e-07,3.3649926173888275e-18,1.9360725148991984e-14,3.451396380472043e-24,1.936894900806051e-18,2.8099354291415774e-20,1.9516168182938884e-18,2.9018579234818694e-17,1.512324309221746e-25,2.0796428963794215e-24,2.255637499486066e-16,2.9306181738102568e-15,4.312107770539407e-06,2.9505245685513357e-08,4.265450660158811e-07,3.088351799521316e-08,3.004202175708599e-06,2.3222161200460148e-05,1.1569660789134672e-05,2.9440812349188224e-09,3.059331407326806e-09,3.8526501125916526e-11,2.5896534223458133e-11,1.1994088390738527e-09,5.084495547598562e-07,5.357242532412899e-08,2.908927817970056e-07,3.093218545697146e-09,2.3718074892648945e-07,1.1226341966410677e-16,5.8164878621355956e-11,1.2961571900440242e-16,1.2473250789531945e-09,6.668238595998663e-10,8.724945982241297e-10,8.679839027763512e-13,1.116741295733597e-17,7.506667687716754e-14,7.835703001741273e-09,2.0288185409259322e-07,6.073694465873101e-11,8.396259256327628e-10,9.097796590095119e-09,5.922130279290771e-11,4.2711619459244795e-16,1.474581560393279e-09,8.229002205312558e-15,4.785168227918484e-12,5.2479296373678015e-17,5.992242787867826e-11,5.204144298502175e-14,5.478745122382686e-14,1.1336167501564296e-11,1.1206888769526764e-10,2.3448801096131144e-18
0.0001129322251264122,0.553673351386823,1.7873174090785587e-08,1.5857232745807067e-09,3.5914299170369314e-08,2.407739201462611e-06,0.0,0.0,1.2235639270219386e-05,3.685423614598404e-07,7.060655918051769e-07,7.246649828466656e-09,7.382979959544243e-12,6.344049663059322e-28,1.657456193847732e-20,4.799469694412853e-14,3.781487167090854e-10,7.753921381018545e-07,9.502554853800839e-15,1.223296081295762e-19,2.9019195335444347e-22,1.564524658287908e-26,1.359448355742389e-15,1.4807642950404262e-14,7.888707651421822e-15,5.381621062998874e-14,4.095244374756091e-26,1.8191435891241944e-18,6.170173269671006e-17,3.804259984294062e-20,1.3728891384637899e-14,1.0118048233810789e-21,2.772115129635687e-22,2.0293121257265442e-19,3.76,0.0,0.7214073236081445,0.9998903472036588,8.95853249862028e-06,1.9937980262161417e-09,0.005002369630917768,0.003733114628719574,0.0012662521090684516,1.8724792003088666e-08,8.660429603738674e-05,1.4145664441306343e-07,5.850757860319204e-15,1.4620882333516186e-14,1.1391004065306661e-16,5.767726012703356e-06,1.4054251272092317e-18,1.310263503719509e-19,1.5316295473897248e-07,3.653189058467506e-18,2.031062995866059e-14,3.746243548333087e-24,2.1061211676319194e-18,3.0554842534741326e-20,2.1221629749418543e-18,3.155585197792004e-17,1.641519473111699e-25,2.2573031120951647e-24,2.4988552498700087e-16,2.9901490256698167e-15,4.420609996738598e-06,3.088860360394243e-08,4.3111802115154095e-07,3.1220169988631923e-08,3.0384290742354487e-06,2.4005985978940862e-05,1.193772762831033e-05,3.0249069190605515e-09,3.1314447764733877e-09,3.964908019412221e-11,2.6639730688575105e-11,1.2352596658474788e-09,5.242548918144645e-07,5.6008594867102114e-08,2.9142666750106344e-07,3.128403953505874e-09,2.4242009484822604e-07,1.188528624206733e-16,5.990390068194071e-11,1.3349012780982298e-16,1.2606747123382819e-09,6.95473119525931e-10,9.197025198948653e-10,8.909826687909089e-13,1.1501172573156224e-17,7.73100820791381e-14,8.107877482293535e-09,2.0290408515608895e-07,6.284573124822384e-11,8.487640629172105e-10,9.41071753443736e-09,6.149653111665902e-11,4.502177131792406e-16,1.4747152902699574e-09,8.229851777184685e-15,5.075080603371492e-12,5.5216029000718436e-17,6.18345434223531e-11,5.3696460229672505e-14,5.6524865889671785e-14,1.199116032923978e-11,1.203445060078665e-10,2.46958841733786e-18
0.00011518975380668906,0.5536834199777815,1.812535285793068e-08,1.6124804855876692e-09,3.617428794374978e-08,2.489131238189712e-06,0.0,0.0,1.2571528776343623e-05,3.8519468181346425e-07,7.393656686059442e-07,7.599584503876389e-09,7.629781659341083e-12,6.719405982268488e-28,1.731203165253384e-20,4.942690062217172e-14,3.8939470186113744e-10,8.066624400772648e-07,9.958903954613982e-15,1.2979372957556322e-19,3.235737154080501e-22,1.6894665468287097e-26,1.3775427301873318e-15,1.5620876140321458e-14,8.27564062337778e-15,5.740796788366834e-14,4.458809338812381e-26,1.9694790862081523e-18,6.665591331307673e-17,4.0353502971365943e-20,1.4381258624227517e-14,1.0908175379703322e-21,2.995619686759885e-22,2.198030963264837e-19,3.76,0.0,0.7213063892836911,0.9998897142577368,9.180147957989048e-06,2.0928328157283387e-09,0.005102035018132579,0.0038074204706682892,0.001291482026938033,1.8723191336676753e-08,8.660424116474269e-05,1.4716124770327698e-07,6.0888991867048224e-15,1.4650137354990118e-14,1.1617518705912637e-16,5.919766216782673e-06,1.5230064977860166e-18,1.4197912578630267e-19,1.637571340834384e-07,3.959511812780874e-18,2.1286426564269886e-14,4.059588365958375e-24,2.2862089985075808e-18,3.3167961545503547e-20,2.3036575362190288e-18,3.42560977546705e-17,1.7788198618283498e-25,2.446109072388357e-24,2.7626194323915766e-16,3.049670156136244e-15,4.529795995034501e-06,3.231109036388184e-08,4.356902938016974e-07,3.155702457569138e-08,3.07259454238625e-06,2.4798511342638708e-05,1.2309715905524766e-05,3.10662527811334e-09,3.2039763728643156e-09,4.0789404720944986e-11,2.7394447818726895e-11,1.2716595423511874e-09,5.402041290609065e-07,5.849997454868284e-08,2.9195975751944337e-07,3.1635245831596757e-09,2.4766459534298956e-07,1.2570295563640292e-16,6.166949757211758e-11,1.3742374803541537e-16,1.274021790014741e-09,7.248114499116464e-10,9.68645234429043e-10,9.146009642490628e-13,1.1840033217060196e-17,7.958778011383517e-14,8.384505950039305e-09,2.0292725434016583e-07,6.498896565925582e-11,8.579072935365361e-10,9.727601654845403e-09,6.380849568539945e-11,4.741675754361839e-16,1.4748558283688102e-09,8.230743183186621e-15,5.37610469239711e-12,5.803493728322414e-17,6.376429562879406e-11,5.5366711426045354e-14,5.828080298102377e-14,1.2670676087831014e-11,1.2904240143142867e-10,2.598214791389536e-18
