Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125)
1.0357307634065028e-07,0.8743711406174323,1.9932445710878814e-05,1.1628429479284037e-06,1.9745868638492314e-06,7.858141151695187e-06,0.0,0.0,3.772011611155319e-06,4.493381976882523e-09,2.9263854344949158e-08,4.436774199139369e-09,9.683732292199379e-09,5.148333800684014e-17,2.3763566512748823e-12,2.5573832615402772e-08,3.56375391713683e-07,2.6034368460049023e-07,4.847428360652847e-17,7.699351014836894e-11,1.2766837265907027e-15,1.4264474602152916e-15,5.792814266145379e-09,2.3385835492822868e-14,1.2286160839846829e-11,2.303148165236208e-18,5.1395804198254135e-19,3.012435652657433e-14,2.463557571703263e-15,1.3415667963524498e-15,7.064395505601521e-11,3.767554118896801e-18,9.296786044636815e-19,6.345185453337632e-18,3.76,0.0,0.44828619115761925,0.9967656326052955,3.270981554964108e-07,1.8063898263381652e-08,0.05341671582394709,0.042325358968320924,0.010126403609485912,0.00011271292879942088,0.0032279787090124827,0.0004246578777741741,1.8163265704770756e-08,6.957135603384539e-08,7.337711974152496e-15,1.0849783101391557e-06,8.192530822493586e-13,4.4065870708585474e-12,1.700118398322843e-08,1.4553428446123224e-12,4.803883756403491e-11,5.138876327058417e-19,7.486839477130942e-12,8.590151068507973e-15,2.1301192825314074e-13,5.983760134519298e-13,3.286787040928201e-20,2.5347014133131723e-19,2.0178446721243637e-14,1.4404761160790054e-11,2.6824680743956917e-07,8.714642411593657e-09,3.3562066253938724e-06,4.7379116758382297e-07,6.125969923881564e-06,2.6370598941413477e-07,1.4253876471139482e-05,7.867407925268737e-07,2.0945018491405058e-07,1.668204827363933e-07,3.387572528847753e-07,2.071147944331678e-08,4.972590830886827e-06,1.0714202222872281e-10,2.3249296449777006e-05,6.496623155816682e-11,2.2078696733678627e-07,1.3019873885373893e-09,4.032488732404975e-12,1.8108451447244833e-16,5.0054451906800794e-11,3.5370139742529966e-08,1.48958198179472e-08,5.963076446150082e-08,4.039295895960151e-17,2.1609631150037157e-12,2.975149892683587e-08,1.8478272818551596e-05,1.834314852566491e-12,4.080614608608006e-11,8.190053674793563e-09,5.644078857650545e-09,1.0476383305650491e-15,3.5547490902334766e-10,1.8706117203961168e-13,2.543389278376845e-12,3.882822698189185e-13,2.4135502190617013e-10,1.7387512770319267e-11,5.053600793446964e-10
1.0630384431338669e-07,0.8745921206268786,2.085225123552449e-05,1.2387482693771172e-06,2.122073150803634e-06,8.438789717810662e-06,0.0,0.0,3.867241682893037e-06,4.7133524652331295e-09,3.2089484166513845e-08,4.678285871514032e-09,1.0666692898825766e-08,5.899212313088864e-17,2.566784903505819e-12,2.6098339308509863e-08,3.7553818326832846e-07,2.742123099386922e-07,5.876696723129691e-17,8.470983214969359e-11,1.4850983413651807e-15,1.5197169360295496e-15,5.810036829421655e-09,2.7219978278812768e-14,1.2983182396458544e-11,2.7023577880118018e-18,5.9818498943238525e-19,3.3427131846860333e-14,2.810067013132259e-15,1.5047124398762464e-15,7.879691149587225e-11,4.377738475181169e-18,1.0916593458064983e-18,7.525845779952002e-18,3.76,0.0,0.4469655981032054,0.9967653601671826,3.619886773879264e-07,1.951876299443393e-08,0.05475753303631056,0.04336544632380604,0.010382753860477364,0.00011242493932174084,0.0032279777804651755,0.00044691865027177857,1.9330696010476602e-08,6.955976069812668e-08,7.516850140064183e-15,1.1412516337206728e-06,9.338626398636764e-13,4.984318666736403e-12,1.7900885645484534e-08,1.65825353059703e-12,4.957882265072674e-11,5.858922204427515e-19,8.463427385597721e-12,9.713302567603725e-15,2.4088074752627463e-13,6.706252356839617e-13,3.7472533988059664e-20,2.889833746904403e-19,2.3638140165109734e-14,1.4766843472737695e-11,2.8241032308291553e-07,9.838729434989941e-09,3.458529112721067e-06,4.939786399312074e-07,6.428471028131586e-06,2.832833627050938e-07,1.510449194136555e-05,8.083489389615456e-07,2.1437402761609585e-07,1.8073103443153554e-07,3.653714586430363e-07,2.248055027179844e-08,5.272757360540863e-06,1.1977424936517623e-10,2.3992804629265594e-05,6.819992362221557e-11,2.321137506307896e-07,1.4869657593273003e-09,4.3781162413301804e-12,1.96569493248711e-16,5.158245520223588e-11,3.655736541716687e-08,1.6580833031859147e-08,6.049285331787464e-08,4.384119399836801e-17,2.363611274908511e-12,3.2851135189095196e-08,1.8933098621525968e-05,2.027053924004372e-12,4.2553440789621404e-11,8.415048622306136e-09,5.935231073626163e-09,1.166236704413654e-15,3.6425738017453423e-10,1.9168464255876094e-13,2.703858295831764e-12,4.2338648442809184e-13,2.6082131967813024e-10,1.8654942674286084e-11,5.18959548327849e-10
1.090346122861231e-07,0.8748125601181794,2.1786596714121414e-05,1.3171928203920207e-06,2.275931892942733e-06,9.044735613241006e-06,0.0,0.0,3.962327961111677e-06,4.937626616218102e-09,3.5133387091828796e-08,4.9254728766555954e-09,1.1730659546304533e-08,6.730633466357587e-17,2.765611078497255e-12,2.6612940847254207e-08,3.951853586216609e-07,2.884435446175013e-07,7.08848406290642e-17,9.29571484208348e-11,1.7249984739225991e-15,1.6152097766677574e-15,5.826747985905932e-09,3.1553295899483736e-14,1.3698765408734132e-11,3.1583517775696588e-18,6.932542802261251e-19,3.6985734970992486e-14,3.1941377479544244e-15,1.6822595800115133e-15,8.761218928014092e-11,5.071309787805846e-18,1.277451030799247e-18,8.893815425975663e-18,3.76,0.0,0.4456488437333375,0.9967650806035555,3.995287261145773e-07,2.1046562180455012e-08,0.0560950102588376,0.04440165115142394,0.01063855333079332,0.00011213775483303431,0.003227976829073687,0.00046972304973799125,2.0536053972587512e-08,6.954807634217086e-08,7.695226981467159e-15,1.1988553015440448e-06,1.0606623985411826e-12,5.619359138327628e-12,1.8823142145647654e-08,1.882662208213759e-12,5.1131365282150326e-11,6.655594232414314e-19,9.536244574229457e-12,1.0947379519923413e-14,2.715036816657008e-13,7.493993512443383e-13,4.256714388017082e-20,3.2827561945716946e-19,2.7571879617488663e-14,1.5127966220164963e-11,2.9692929293738074e-07,1.1073064657876357e-08,3.5613311994159507e-06,5.144722563352693e-07,6.737163163132739e-06,3.0373332651259827e-07,1.5983907311062754e-05,8.300086005110763e-07,2.1927300860641512e-07,1.954397289961655e-07,3.937648399538698e-07,2.4381976124161218e-08,5.583324184787758e-06,1.3355585066741272e-10,2.474480564058517e-05,7.149966939580279e-11,2.4370326148678816e-07,1.6924042512486392e-09,4.74972864875193e-12,2.1321514709899422e-16,5.31170721139566e-11,3.776105403109934e-08,1.8407164768921448e-08,6.138717228907749e-08,4.754731191052141e-17,2.58227411655014e-12,3.61898501996016e-08,1.938642388027972e-05,2.2347862934313146e-12,4.432698645726272e-11,8.641991038188685e-09,6.233150898341438e-09,1.2947770759054753e-15,3.7300631318075734e-10,1.962906194343752e-13,2.8701921644514115e-12,4.606500438265984e-13,2.812987703465992e-10,1.998116067988403e-11,5.330701414698379e-10
1.1176538025885951e-07,0.8750324606808132,2.2735156001870132e-05,1.3981736056812246e-06,2.436217352390615e-06,9.676294935383455e-06,0.0,0.0,4.057275503551652e-06,5.16614607295951e-09,3.8409013910533284e-08,5.178334372597829e-09,1.2880956431853274e-08,7.648012468713148e-17,2.9728512944539702e-12,2.7117985265126193e-08,4.153167930725737e-07,3.0303811875790713e-07,8.508879260101914e-17,1.0175542825709212e-10,2.0005954348258063e-15,1.712834242286365e-15,5.842971046885465e-09,3.6434503503103836e-14,1.4432897487030803e-11,3.677579575403822e-18,8.001929601983064e-19,4.0812269401946795e-14,3.618699757142231e-15,1.875024538447261e-15,9.712032053179828e-11,5.857761814221336e-18,1.4899741356753025e-18,1.0474207931981663e-17,3.76,0.0,0.44433591650825016,0.9967647938004696,4.3983886896772775e-07,2.264880123289794e-08,0.05742915697166705,0.04543398504115544,0.010893803397618768,0.00011185137290816509,0.0032279758544678026,0.0004930692519879279,2.1779289037551342e-08,6.953630320613846e-08,7.872845401890828e-15,1.2577828946242582e-06,1.2005515793504367e-12,6.315620252143288e-12,1.9767902036335037e-08,2.1301472175827888e-12,5.26964225894546e-11,7.534534914310251e-19,1.071180085717899e-11,1.2299903020735388e-14,3.0506758433622e-13,8.350964960854174e-13,4.818777244003023e-20,3.7162513067468703e-19,3.202890069911252e-14,1.5488132724928834e-11,3.1180317993215496e-07,1.2425021312010488e-08,3.664591998327586e-06,5.352641528753262e-07,7.051950835025528e-06,3.250676908069275e-07,1.6892370136406913e-05,8.517228657106534e-07,2.2414762243889754e-07,2.109697812859994e-07,4.2401811412889655e-07,2.6423753479913313e-08,5.9043991310845975e-06,1.4856050701488516e-10,2.550541099550198e-05,7.486439392296535e-11,2.555543524478555e-07,1.919936865213666e-09,5.148917439922988e-12,2.310920873709892e-16,5.4657983812536964e-11,3.898147743337821e-08,2.0382349280477172e-08,6.23146837977986e-08,5.1526924425478896e-17,2.8179684107039973e-12,3.9778992574033916e-08,1.9838264304689506e-05,2.458228496878214e-12,4.6126074055003254e-11,8.871014794664942e-09,6.537799540701942e-09,1.4337873553379778e-15,3.817220533746977e-10,2.0087928945131938e-13,3.0424563571083894e-12,5.001459505491836e-13,3.0281147929208434e-10,2.1367373997354953e-11,5.476965448496551e-10
1.1449614823159592e-07,0.8752518238980317,2.3697610093956817e-05,1.4816869644659482e-06,2.602978955249697e-06,1.0333772867214713e-05,0.0,0.0,4.152089367012405e-06,5.398853366436134e-09,4.193042256796578e-08,5.436878170853884e-09,1.412315233598889e-08,8.656882451597424e-17,3.1885152687398122e-12,2.7613819485784483e-08,4.3593245443977953e-07,3.179968123866388e-07,1.0166810142969788e-16,1.1112471105101259e-10,2.316556808415674e-15,1.812500473269289e-15,5.858727931059606e-09,4.1915509241981303e-14,1.5185570225092925e-11,4.267061481193868e-18,9.200920941127396e-19,4.491909850955147e-14,4.086828608775351e-15,2.0838461716233204e-15,1.0735196990170801e-10,6.74746273844773e-18,1.7324418833491298e-18,1.2294943137081418e-17,3.76,0.0,0.44302680493364993,0.996764499645073,4.83041217223496e-07,2.4326971598171518e-08,0.05875998262511293,0.046462459545837276,0.011148505434367935,0.00011156579113189579,0.003227974856280876,0.0005169554369701376,2.3060343281048893e-08,6.95244415306512e-08,8.049708291395225e-15,1.3180280350554276e-06,1.354466442964296e-12,7.077160074981528e-12,2.07351136758302e-08,2.402351492209428e-12,5.4273953200601895e-11,8.501617063893747e-19,1.1996846259625026e-11,1.3778672378333028e-14,3.4176622580170685e-13,9.281275661784e-13,5.4371964121393e-20,4.1932152004091563e-19,3.7061959458659397e-14,1.584734629400759e-11,3.270314595797919e-07,1.3902222444927973e-08,3.768290905215869e-06,5.563465639100811e-07,7.3727376997130436e-06,3.472977813448186e-07,1.7830120091436606e-05,8.734946890638074e-07,2.2899835089278111e-07,2.2734430600416039e-07,4.5621304934848177e-07,2.8614134587292594e-08,6.236087969368112e-06,1.648645625886988e-10,2.6274729881587975e-05,7.829301382531318e-11,2.6766591252691353e-07,2.171277940430116e-09,5.577325895504654e-12,2.5027319552869955e-16,5.620487603578753e-11,4.021889512719149e-08,2.251406856036061e-08,6.327633382238189e-08,5.579614071939298e-17,3.0717518686532976e-12,4.3630050802613895e-08,2.0288636003798807e-05,2.698105708681897e-12,4.795000395109555e-11,9.102255526125588e-09,6.849138414973634e-09,1.5838055177490215e-15,3.904049533671838e-10,2.054508432667658e-13,3.2207149178538485e-12,5.419476119063262e-13,3.253833630897263e-10,2.2814778562381153e-11,5.628432999954407e-10
1.1722691620433233e-07,0.8754706513468998,2.467364689307044e-05,1.5677286478928387e-06,2.7762614016160154e-06,1.101746395218069e-05,0.0,0.0,4.246774612227282e-06,5.635691906999901e-09,4.571229044180578e-08,5.701120939696836e-09,1.5463064178624976e-08,9.762886896830704e-17,3.4126070321425057e-12,2.8100789018831865e-08,4.5703239922241765e-07,3.333204550428296e-07,1.2094253742541131e-16,1.2108509535433487e-10,2.67804165004328e-15,1.9141208467348766e-15,5.874039434021888e-09,4.805151833116338e-14,1.595677903649784e-11,4.934428368965796e-18,1.0541089837621074e-18,4.93188509732826e-14,4.601749037150446e-15,2.3095860298374426e-15,1.1833789613112845e-10,7.751715488986772e-18,2.0083829398339438e-18,1.4387000382490758e-17,3.76,0.0,0.4417214975603575,0.9967641980255497,5.292593458925029e-07,2.6082551215237853e-08,0.06008749663979282,0.04748708618136301,0.011402660810687323,0.00011128100709880666,0.003227973834149652,0.0005413797887599441,2.4379152160165068e-08,6.95124915567737e-08,8.22581852666151e-15,1.3795843858424485e-06,1.523380487335968e-12,7.908183450046122e-12,2.1724725242394654e-08,2.7009828927005537e-12,5.586391724191866e-11,9.56294482837595e-19,1.339837171972074e-11,1.5391765938395604e-14,3.8180031349789953e-13,1.0289162172557845e-12,6.11587420103407e-20,4.716658063317911e-19,4.272746927509163e-14,1.6205610219575353e-11,3.4261361995618084e-07,1.551253864181466e-08,3.872407602883683e-06,5.777118219721869e-07,7.699426656656044e-06,3.704344430622179e-07,1.879738907119522e-05,8.953268950681568e-07,2.3382566331080184e-07,2.4458630942623466e-07,4.904324130334252e-07,3.096162349938502e-08,6.578494435480524e-06,1.825470314916557e-10,2.7052869175470568e-05,8.178443834054916e-11,2.8003686729678433e-07,2.4482234955984387e-09,6.036648252314723e-12,2.708335857169625e-16,5.775743915084502e-11,4.147355463313123e-08,2.481014760255949e-08,6.42730562410455e-08,6.037155910716014e-17,3.3447233227247733e-12,4.775464388773235e-08,2.0737555489803676e-05,2.955151124580114e-12,4.979808589254812e-11,9.335850584623692e-09,7.167129139606681e-09,1.7453792551342096e-15,3.9905537312046965e-10,2.1000547544795442e-13,3.405030477788913e-12,5.861288136320352e-13,3.4903814398136014e-10,2.4324558826560147e-11,5.78514805700568e-10
1.1995768417706876e-07,0.8756889445983378,2.5662960987693036e-05,1.656293890759654e-06,2.9561047770332992e-06,1.1727652360344777e-05,0.0,0.0,4.341336308730921e-06,5.876605976313438e-09,4.97699263504685e-08,5.971088405989544e-09,1.690676031719201e-08,1.0971772353197211e-16,3.6451256236994125e-12,2.85792377186655e-08,4.786167688818929e-07,3.490099253812511e-07,1.4326454091705525e-16,1.3165672838480472e-10,3.090737194416908e-15,2.0176102968335786e-15,5.888925440858848e-09,5.4901136256615136e-14,1.6746522996363733e-11,5.687963786534909e-18,1.2034694599549983e-18,5.4024426734202385e-14,5.166838554216927e-15,2.5531285284614546e-15,1.3010891480457814e-10,8.882820507907517e-18,2.321665266898637e-18,1.6784688735445284e-17,3.76,0.0,0.4404199829839556,0.9967638888310663,5.786182144284801e-07,2.7917004952824258e-08,0.061411708406755826,0.04850787642688263,0.011656270892459231,0.00011099701841321597,0.0032279727877140836,0.0005663404955528787,2.5735645191681642e-08,6.950045352599467e-08,8.401178971081565e-15,1.4424456507273207e-06,1.7083046202603447e-12,8.813042386126171e-12,2.2736684748543353e-08,3.0278144970922137e-12,5.7466276343991044e-11,1.0724854551031248e-18,1.492360965104544e-11,1.71475417463273e-14,4.253775085740762e-13,1.137898858647496e-12,6.85886133337876e-20,5.289704579201143e-19,4.9085638023024696e-14,1.6562927779076278e-11,3.58549161680387e-07,1.7264085493250137e-08,3.976922064200795e-06,5.993523576069872e-07,8.03191993903192e-06,3.944880437508049e-07,1.9794401295416497e-05,9.172221820961243e-07,2.386300169257312e-07,2.6271868129454135e-07,5.267599205425911e-07,3.3474971900604354e-08,6.931720255472538e-06,2.0168960225145832e-10,2.7839933457061663e-05,8.533757031979809e-11,2.9266617898270777e-07,2.752652528029119e-09,6.528628820627018e-12,2.928505654451495e-16,5.931536819819853e-11,4.274569183920161e-08,2.7278549734832403e-08,6.530577638753824e-08,6.527025832718427e-17,3.6380228655672054e-12,5.216451220426511e-08,2.118503968172848e-05,3.2301053600759496e-12,5.166963897668822e-11,9.57193899674127e-09,7.491733536066322e-09,1.919065634682677e-15,4.0767368001525833e-10,2.1454338450654274e-13,3.5954642714009143e-12,6.327636941764691e-13,3.737993446520416e-10,2.5897887562531443e-11,5.947153198554614e-10
1.2268845214980518e-07,0.8759067052171658,2.6665253440566283e-05,1.7473774778971232e-06,3.1425446650897157e-06,1.2464612146156254e-05,0.0,0.0,4.43577953971735e-06,6.121540719702889e-09,5.411928229510949e-08,6.246815555781567e-09,1.8460563586562857e-08,1.2289381487999125e-16,3.886065765358172e-12,2.9049507595401535e-08,5.006857862407823e-07,3.650661507735516e-07,1.69021474082622e-16,1.4285979596111514e-10,3.56089707946604e-15,2.1228866014351284e-15,5.90340509199947e-09,6.252647106203798e-14,1.7554804688166036e-11,6.536648564987494e-18,1.3694702553513036e-18,5.904900344739394e-14,5.785631094429233e-15,2.81538113037419e-15,1.4269586231771507e-10,1.0154141013922542e-17,2.676521148485412e-18,1.9525934914125765e-17,3.76,0.0,0.43912224984444076,0.9967635719517205,6.312440884536464e-07,2.983178502697618e-08,0.06273262728761009,0.04952484172500077,0.01190933704180578,0.0001107138226891002,0.0032279717166171637,0.0005918357496582094,2.7129746563322968e-08,6.948832768020879e-08,8.57579247484682e-15,1.5066055740104158e-06,1.9102873076989226e-12,9.796236362936285e-12,2.377094005530351e-08,3.384684849308697e-12,5.908099365195967e-11,1.1993915479255178e-18,1.658003437053656e-11,1.9054638053351855e-14,4.727124385472669e-13,1.2555246414343512e-12,7.670357398013919e-20,5.915594276729102e-19,5.6200605405898024e-14,1.6919302235299105e-11,3.748375978944451e-07,1.916522082181766e-08,4.0818145541888796e-06,6.212606991604773e-07,8.370119200321756e-06,4.1946847800138556e-07,2.0821373412573024e-05,9.391831261379973e-07,2.434118571758425e-07,2.817641868834843e-07,5.652801842186776e-07,3.616317473520057e-08,7.295865170690606e-06,2.2237664026903862e-10,2.863602502469054e-05,8.895130718443225e-11,3.055528465574369e-07,3.086528271718995e-09,7.055061060544539e-12,3.1640359449990534e-16,6.087836292043376e-11,4.4035531338325563e-08,2.9927372034263125e-08,6.637541394215898e-08,7.050978844101402e-17,3.952831948789434e-12,5.687150858354366e-08,2.1631105908800098e-05,3.523715864127188e-12,5.35639916182049e-11,9.81066142184751e-09,7.822913627671417e-09,2.1054307633463908e-15,4.162602489116524e-10,2.1906477293036476e-13,3.792076153315376e-12,6.819267196426581e-13,3.9969028330633743e-10,2.753592568341532e-11,6.114489612933181e-10
1.254192201225416e-07,0.8761239347621417,2.7680231586728065e-05,1.840973805548836e-06,3.3356122608691497e-06,1.3228607498204588e-05,0.0,0.0,4.5301094068869795e-06,6.370442138919531e-09,5.8776964937346425e-08,6.528346833919718e-09,2.0131054080976863e-08,1.3721646516295668e-16,4.1354185157990904e-12,2.951193866603705e-08,5.232397519946364e-07,3.814901069088543e-07,1.9863794478828594e-16,1.547145128489561e-10,4.095381087298191e-15,2.229870637765907e-15,5.91749691320311e-09,7.099323464696689e-14,1.8381630055515296e-11,7.49020806763738e-18,1.5534814650458462e-18,6.440604342533745e-14,6.461820693992035e-15,3.097274538685754e-15,1.5612956107918252e-10,1.1580170786652845e-17,3.077573405432207e-18,2.2652589590501193e-17,3.76,0.0,0.4378282868258781,0.9967632472784896,6.872644625553646e-07,3.18283313996894e-08,0.06405026261464952,0.0505379934819735,0.012161860617093312,0.00011043141755001567,0.003227970620504771,0.0006178637474925466,2.856137568462909e-08,6.947611426169874e-08,8.749661875036362e-15,1.5720579403669688e-06,2.130414698768085e-12,1.0862412555782671e-11,2.482743888647622e-08,3.77349816731046e-12,6.070803383996956e-11,1.3376930324477268e-18,1.8375362396992814e-11,2.1121973672282407e-14,5.240267062163033e-13,1.3822554411442086e-12,8.554711207332868e-20,6.597681805447106e-19,6.414058036209386e-14,1.7274736836451917e-11,3.914784542431908e-07,2.1224541680744143e-08,4.187065631343215e-06,6.434294725218964e-07,8.713925597390508e-06,4.453851713972692e-07,2.1878514604103646e-05,9.612121844147052e-07,2.4817161800988167e-07,3.0174545923727686e-07,6.060786628048564e-07,3.903546564961326e-08,7.671026963554163e-06,2.4469518827719384e-10,2.9441243911062624e-05,9.262454184308153e-11,3.1869590583898776e-07,3.4518994154989227e-09,7.617786619997564e-12,3.415742421965144e-16,6.244612777859791e-11,4.5343286754048724e-08,3.276484083003978e-08,6.748288528412365e-08,7.61081613714115e-17,4.290373441727183e-12,6.188758962128613e-08,2.2075771913529662e-05,3.836736348172323e-12,5.548048151217029e-11,1.0052160111765826e-08,8.160631638441291e-09,2.3050494590738027e-15,4.2481546220421716e-10,2.2356984721186445e-13,3.994924615412772e-12,7.336926593639073e-13,4.267340690392477e-10,2.92398220762078e-11,6.287197116474109e-10
1.2814998809527803e-07,0.8763406347860065,2.870760884053991e-05,1.9370769380828153e-06,3.535334484982056e-06,1.4019892981321467e-05,0.0,0.0,4.624331035280601e-06,6.623257085303206e-09,6.376024681504573e-08,6.815736342849838e-09,2.192507167870194e-08,1.527458304581254e-16,4.3931719029722314e-12,2.996686883581813e-08,5.462790413325136e-07,3.9828281739495017e-07,2.325782003777341e-16,1.672411135011629e-10,4.701696400789514e-15,2.338486609492552e-15,5.9312189189127425e-09,8.037084301261003e-14,1.922700825873141e-11,8.559162209342624e-18,1.756949101668977e-18,7.01093010631011e-14,7.199265205370103e-15,3.39976289885933e-15,1.7044078596024155e-10,1.3176604451053382e-17,3.5298628109397546e-18,2.6210752739965403e-17,3.76,0.0,0.4365380826560617,0.9967629147031835,7.46807984204048e-07,3.390807215936653e-08,0.06536462369098016,0.05154734306790389,0.012413842972937223,0.00011014980062902145,0.0032279694990255004,0.0006444226895735282,3.003044768373922e-08,6.9463813513118e-08,8.922789995704259e-15,1.6387965746591e-06,2.3698107283028764e-12,1.2016365982763225e-11,2.590612884291989e-08,4.1962245125094466e-12,6.234736312927037e-11,1.4880935679899428e-18,2.0317552625319362e-11,2.3358748188966126e-14,5.795488949850161e-13,1.5185658352140428e-12,9.516421063833045e-20,7.339437141609481e-19,7.297797845114413e-14,1.7629234816236175e-11,4.084712688541943e-07,2.3450881137974968e-08,4.292656148342826e-06,6.658514008260132e-07,9.063239870137897e-06,4.722470849407126e-07,2.2966026688657198e-05,9.833116988667888e-07,2.529097221820792e-07,3.22684991581776e-07,6.492416112546101e-07,4.2101312260522944e-08,8.057301483935026e-06,2.6873496487782067e-10,3.0255687899971907e-05,9.635616356970923e-11,3.320944295910991e-07,3.850901282403404e-09,8.218694336927051e-12,3.68446143081243e-16,6.401837195870127e-11,4.6669161055006784e-08,3.5799307297974727e-08,6.862910541539132e-08,8.208384110536962e-17,4.65191165108501e-12,6.722480720900769e-08,2.2519055854510835e-05,4.169926230448151e-12,5.741845559355793e-11,1.0296578871863459e-08,8.504849991951423e-09,2.5185049291388227e-15,4.3333970987135555e-10,2.2805881787324304e-13,4.204066804266346e-12,7.881365621188966e-13,4.5495359749598416e-10,3.1010713448750306e-11,6.465314172154698e-10
1.3088075606801445e-07,0.8765568068355245,2.9747104511204044e-05,2.035680660337993e-06,3.7417340979271894e-06,1.4838713771360379e-05,0.0,0.0,4.718449578098389e-06,6.879933253340829e-09,6.908707729825625e-08,7.109048040657628e-09,2.3849718310371955e-08,1.6954284369764778e-16,4.659311535075593e-12,3.0414633803370977e-08,5.698041006624098e-07,4.1544535336111784e-07,2.71348589265224e-16,1.8045984317625837e-10,5.38804037344009e-15,2.4486622474878482e-15,5.9445886949131395e-09,9.073251539655589e-14,2.009095153604646e-11,9.754878380020362e-18,1.9813977516229716e-18,7.617283073696724e-14,8.001990047832312e-15,3.7238240094091344e-15,1.8566023200069404e-10,1.496041024487899e-17,4.038876718522432e-18,3.0251118711642976e-17,3.76,0.0,0.4352516261061788,0.9967625741183971,8.100043788368984e-07,3.6072423883794554e-08,0.06667571979064522,0.05255290181693605,0.012665285460207162,0.00010986896956860299,0.003227968351830515,0.0006715107805135726,3.15368738555291e-08,6.945142567747372e-08,9.095179647966065e-15,1.706815341743636e-06,2.629637197852517e-12,1.3263039577518586e-11,2.7006957416873642e-08,4.654899921933473e-12,6.39989493097099e-11,1.6513202301448723e-18,2.2414806381374302e-11,2.577444203503987e-14,6.395145707347491e-13,1.664943075429549e-12,1.0560134939246592e-19,8.1444457265677365e-19,8.278955913255263e-14,1.798279939392077e-11,4.25815592317856e-07,2.585330485853388e-08,4.398567252255237e-06,6.885193041189883e-07,9.41796241780906e-06,5.000627196963931e-07,2.4084104226230997e-05,1.0054838995250106e-06,2.5762658153763796e-07,3.4460512991324284e-07,6.948560309562749e-07,4.5370411259802214e-08,8.454782676065716e-06,2.945883612244585e-10,3.107945254370739e-05,1.0014505884378364e-10,3.457475276264248e-07,4.285756971379932e-09,8.859719208066704e-12,3.971049511908765e-16,6.559480937009855e-11,4.801334685863382e-08,3.90392431504279e-08,6.981498953578715e-08,8.845573358447189e-17,5.038752302143957e-12,7.289530028788315e-08,2.296097630894349e-05,4.524050095514687e-12,5.93772699936367e-11,1.0544063023575063e-08,8.855531310198412e-09,2.7463884557790474e-15,4.4183338951918025e-10,2.325318994895051e-13,4.419558538870118e-12,8.45333732981839e-13,4.843715468146482e-10,3.284972418990374e-11,6.648877908265161e-10
