Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125)
2.1807427342596758e-09,0.8657683439759457,1.4918670118081187e-08,4.628144661197393e-11,3.671445378463582e-11,2.6868512741643215e-10,0.0,0.0,8.386584680424716e-08,2.3556117761558376e-12,2.0129579472841957e-13,9.482799828365063e-14,3.4706048299915143e-14,6.552962591748099e-24,1.1220029590005731e-15,4.4314698818811475e-11,4.1611895895924925e-11,1.0319955766749522e-10,1.594185316339326e-26,2.2403683765274538e-17,1.071137933136549e-23,6.631014222470294e-23,5.800588530972896e-10,1.0627637600755946e-24,1.744677049828782e-16,6.937764220651491e-27,7.408659595623452e-28,2.8739486043640313e-22,6.357274792100112e-25,8.192700974611761e-25,4.1092830015742705e-18,3.5070688820438093e-28,1.4760503754783183e-29,5.254563595429667e-29,3.76,0.0,0.5001476046499219,0.9967901067579884,1.3760399432100617e-13,4.410004249290716e-14,0.001178061975949563,0.0008590659725709897,0.0002069656426369327,0.00011162703026539855,0.0032098089962787953,1.7018984228460236e-07,3.0849706557036197e-13,5.829225055794353e-08,1.2221458011958829e-16,4.3729356363655944e-10,3.31882282534431e-22,2.0624406032018232e-20,6.454904842989578e-12,6.060815704764999e-22,4.007167427698298e-13,1.094199140564417e-28,2.5723471469165534e-20,1.954166933236273e-23,4.305550888870387e-22,1.3332202177658216e-20,7.145862349099143e-30,5.445945860882352e-29,1.594317726007693e-25,2.496785618140393e-13,1.0514646838204607e-10,1.867243930596692e-14,6.310304285568737e-08,1.3529583849528163e-08,5.464959973529722e-09,5.4452412533642815e-12,7.741535164706441e-09,3.507828996406978e-09,5.086449595600609e-09,2.095526134647995e-10,1.6178409737370846e-09,3.692799961317659e-12,2.3581342976396336e-09,5.2690283231220116e-15,4.1749590545867194e-07,2.380977148784255e-14,1.064314046211731e-10,4.003469296454651e-17,1.8639327697790196e-16,1.3084142263906059e-20,5.602832128692073e-13,1.2315273237864147e-10,2.1290760446675973e-13,6.704504617010729e-09,4.146514366854422e-21,1.0430780999237207e-16,1.4386503808114573e-12,4.155173613677019e-07,3.2890188254117536e-17,7.285895643958661e-13,1.8163183352072164e-10,2.3353226845207605e-12,1.030552839780701e-20,4.085294101904698e-12,2.0018894235883176e-15,2.0869639016597989e-16,4.700089828698035e-19,1.8859497022177833e-15,2.008565140215588e-15,1.1330726132800544e-10
2.2014278010505955e-09,0.8657701811499043,1.5180932552727164e-08,4.735362692831082e-11,3.765308284912658e-11,2.7350738474445936e-10,0.0,0.0,8.465969276940284e-08,2.400406970499738e-12,2.0754675079991152e-13,9.787742288131062e-14,3.5916898419544385e-14,6.729994887211786e-24,1.1375932184415958e-15,4.529743184921387e-11,4.256718513471106e-11,1.0528050738712361e-10,1.6798788824345285e-26,2.3234627811296238e-17,1.1303438363352096e-23,6.996632609816163e-23,5.870076947529147e-10,1.1248426000923006e-24,1.798995072251243e-16,7.251655721184688e-27,7.758649869187411e-28,3.011498288852779e-22,6.710052643209262e-25,8.645468722385218e-25,4.250800452766894e-18,3.741231096158834e-28,1.5764993109002938e-29,5.6154294718779e-29,3.76,0.0,0.5001364402690609,0.9967892339884827,1.4238698231966874e-13,4.5508269460713117e-14,0.0011892247851185969,0.0008678864398449442,0.00020903554590667896,0.00011189238275921116,0.0032106809641329966,1.735664829542056e-07,3.1752818575580625e-13,5.85388436746203e-08,1.2374442377931955e-16,4.460940392733941e-10,3.504193836162132e-22,2.164401332866908e-20,6.586130902501422e-12,6.399954385834462e-22,4.0705669432912815e-13,1.160684042702889e-28,2.7030448655390716e-20,2.05855873517901e-23,4.539056754464353e-22,1.396899658374679e-20,7.579250756433993e-30,5.776585408535954e-29,1.698848835790815e-25,2.5274716524111775e-13,1.0727700103629606e-10,1.918420207425611e-14,6.36954896327899e-08,1.3614744871983227e-08,5.562391946937903e-09,5.596196778023574e-12,7.881098185578966e-09,3.5696854157483075e-09,5.127691777852624e-09,2.1252298996698245e-10,1.6404788526152392e-09,3.783582556576143e-12,2.4000020713055345e-09,5.3597074924690906e-15,4.214681634493498e-07,2.4391000898496428e-14,1.0845802331114389e-10,4.159820361512382e-17,1.925289548843828e-16,1.3488860813619764e-20,5.68252303181246e-13,1.253922921889852e-10,2.1860804102184416e-13,6.763120768489699e-09,4.266436207157016e-21,1.0742738960270292e-16,1.4725001324461677e-12,4.1945293033928265e-07,3.38964841153431e-17,7.371649910564549e-13,1.8335066407080096e-10,2.3828708247646384e-12,1.062070443758564e-20,4.147113965290594e-12,2.1535317276280824e-15,2.1432815850509287e-16,4.874077279471466e-19,1.9464840705077133e-15,2.054104932451342e-15,1.1414793036634821e-10
2.2221128678415153e-09,0.8657720182889411,1.54452330464885e-08,4.8441603012488997e-11,3.860684903423431e-11,2.783904348710057e-10,0.0,0.0,8.545351610541518e-08,2.445622364882913e-12,2.1392966284549756e-13,1.0099414707888813e-13,3.7157226976144736e-14,6.91014068409527e-24,1.1532154717286114e-15,4.629176188183415e-11,4.353610562251907e-11,1.0738245801212395e-10,1.7692729796864558e-26,2.4088658316719527e-17,1.1921966275873973e-23,7.378537268952055e-23,5.939594533717954e-10,1.1899509552376737e-24,1.8545001357451009e-16,7.576355953895514e-27,8.12161421712001e-28,3.154328038345528e-22,7.079142462343093e-25,9.119054727106563e-25,4.3959715853446754e-18,3.988563083078366e-28,1.6827495343739057e-29,5.997356361537127e-29,3.76,0.0,0.5001252761358269,0.9967884030200236,1.4729033591872353e-13,4.6948656189948076e-14,0.0012003873797537135,0.0008767116629617997,0.00021110621001868527,0.00011215193941631385,0.0032115111308783817,1.7697760306358094e-07,3.2673533549087706e-13,5.878037691974875e-08,1.2527560212662626e-16,4.549848256221825e-10,3.698096032601081e-22,2.270376216394251e-20,6.718716731518368e-12,6.754731068803453e-22,4.134209537748789e-13,1.2305230819756293e-28,2.839080155084639e-20,2.1674744550600063e-23,4.782859215835179e-22,1.4629627666142175e-20,8.034455078758718e-30,6.123889721498661e-29,1.809191290581614e-25,2.5581430979157663e-13,1.094292574636657e-10,1.9705028773018588e-14,6.428787474575279e-08,1.3699345270999258e-08,5.660579355369349e-09,5.749825680639823e-12,8.02178818677682e-09,3.632020267907617e-09,5.1689101831898554e-09,2.1550118217080773e-10,1.6631684921045816e-09,3.875614733051405e-12,2.44220198850034e-09,5.451014685923407e-15,4.2544063600640204e-07,2.4980016968982297e-14,1.1050371748036445e-10,4.3207524912539083e-17,1.9879831287286322e-16,1.39014730977533e-20,5.762421141176546e-13,1.276498094760039e-10,2.2439868063619195e-13,6.821648471994417e-09,4.388440019366802e-21,1.1060419847667839e-16,1.5067941501772405e-12,4.233883913928737e-07,3.4922493040802284e-17,7.457210820634471e-13,1.8506941972191895e-10,2.4308993362847732e-12,1.0941811899169277e-20,4.209166938613744e-12,2.322356054531015e-15,2.200530440952401e-16,5.052723324356847e-19,2.008319976658462e-15,2.1001778935314377e-15,1.1498487119715965e-10
2.242797934632435e-09,0.865773855393061,1.571156838341036e-08,4.954547055819057e-11,3.957610855727735e-11,2.8333474707063267e-10,0.0,0.0,8.624731684824566e-08,2.491257913821239e-12,2.2044599583885248e-13,1.0417896106524494e-13,3.842743412784339e-14,7.093428548159956e-24,1.1688688777004726e-15,4.729769090781862e-11,4.451874005814744e-11,1.0950541026510939e-10,1.8624879425082846e-26,2.49662051320787e-17,1.2567863290219204e-23,7.7772788288992e-23,6.009138043623509e-10,1.2582092175754262e-24,1.9112075374953018e-16,7.912119741666745e-27,8.497902842116402e-28,3.302591629717218e-22,7.465151584585608e-25,9.61422787231113e-25,4.544863413983384e-18,4.249666944815794e-28,1.7950765855942815e-29,6.401357399579269e-29,3.76,0.0,0.5001141122502137,0.9967876118426616,1.5231594959340992e-13,4.842165858549357e-14,0.0012115497598786287,0.0008855415334366715,0.00021317761773885835,0.00011240582584982785,0.003212301506464489,1.8042322093123128e-07,3.361202376714241e-13,5.9016945426532365e-08,1.268080776423024e-16,4.6396595351563403e-10,3.900839086093193e-22,2.3804832972432198e-20,6.852662791210697e-12,7.125714522493776e-22,4.198091099684607e-13,1.3038510099338675e-28,2.980618367701134e-20,2.2810647112851504e-23,5.037308175211478e-22,1.5314741211982515e-20,8.512349390301402e-30,6.488527520747698e-29,1.9256107297556079e-25,2.5888001003423443e-13,1.1160349202328692e-10,2.023499131445469e-14,6.488019882348735e-08,1.378339037474973e-08,5.7595199789860555e-09,5.906148457983462e-12,8.163602727827254e-09,3.6948317799158114e-09,5.210106121028855e-09,2.184870433192893e-10,1.6859087163719005e-09,3.968898973024297e-12,2.4847335245034454e-09,5.542947184147554e-15,4.2941332284259837e-07,2.5576827303979358e-14,1.1256848607779048e-10,4.486356014191307e-17,2.052026656640673e-16,1.4322034383602115e-20,5.842522196186899e-13,1.2992522328454783e-10,2.302798837921069e-13,6.880087864765871e-09,4.512535487235023e-21,1.13838557439984e-16,1.5415333265193312e-12,4.2732374453220337e-07,3.596836552840912e-17,7.542572912858537e-13,1.8678810048460934e-10,2.479408155723341e-12,1.12688853145633e-20,4.271450781141978e-12,2.2540396612088464e-15,2.258715787493423e-16,5.23610486920726e-19,2.071471201739177e-15,2.1467840236853868e-15,1.1581810036574164e-10
2.2634830014233548e-09,0.8657756924622657,1.5979935421849454e-08,5.066532496921744e-11,4.056072538584127e-11,2.883407898143253e-10,0.0,0.0,8.704109502839275e-08,2.5373135718549356e-12,2.2709721544580094e-13,1.074326551633721e-13,3.9727920807833313e-14,7.27988717952193e-24,1.184552615016405e-15,4.831522033620504e-11,4.551517089387019e-11,1.1164936495314204e-10,1.959646873463973e-26,2.586770244589631e-17,1.3242051713303117e-23,8.193421267954488e-23,6.078704310941601e-10,1.3297408685809127e-24,1.9691326403436652e-16,8.259205322753951e-27,8.887872272134857e-28,3.4564461288616527e-22,7.868705760596477e-25,1.0131780058566333e-24,4.6975432148455145e-18,4.525167259700948e-28,1.9137669364289218e-29,6.828486600007415e-29,3.76,0.0,0.5001029486122145,0.9967868585492381,1.5746573336877302e-13,4.992773545870836e-14,0.0012227119255166171,0.0008943759452844073,0.00021524975222958075,0.00011265416477849347,0.0032130539980498732,1.8390335443365e-07,3.456846148001542e-13,5.9248642940458585e-08,1.283418142386702e-16,4.730374532196158e-10,4.112741488869356e-22,2.4948430732949296e-20,6.987969536977766e-12,7.513489747684455e-22,4.262207599119832e-13,1.3808068864579775e-28,3.127828591225935e-20,2.399483855434099e-23,5.30276243130481e-22,1.6024994404416542e-20,9.013835614733217e-30,6.87118887588547e-29,2.0483830010708674e-25,2.6194428340676146e-13,1.137994670492724e-10,2.0774161361218785e-14,6.547246247902612e-08,1.3866885459835437e-08,5.8592116177551954e-09,6.065185540501595e-12,8.3065393928831e-09,3.7581181794316595e-09,5.251280864422107e-09,2.2148043006233049e-10,1.7086983767891044e-09,4.0634376880454636e-12,2.5275961611798376e-09,5.6355023030646676e-15,4.3338622367397327e-07,2.618143896915854e-14,1.1465232805252185e-10,4.656722252737787e-17,2.1174331911766187e-16,1.4750599213023575e-20,5.92282202710014e-13,1.3221847274400626e-10,2.362520050997681e-13,6.93843908383579e-09,4.638732111829613e-21,1.1713078196376135e-16,1.576718534223858e-12,4.3125898976098917e-07,3.703425046905176e-17,7.62773092182972e-13,1.8850670636940524e-10,2.528397224068921e-12,1.1601958648976868e-20,4.333960781350422e-12,2.192673038449388e-15,2.317842897672078e-16,5.424299305224124e-19,2.1359515038453783e-15,2.1939233183646647e-15,1.1664763433955242e-10
2.2841680682142745e-09,0.8657775294965588,1.6250331072679893e-08,5.180126144139285e-11,4.156061970998872e-11,2.934090310053176e-10,0.0,0.0,8.783485067566046e-08,2.5837892935412165e-12,2.3388478780453433e-13,1.107560197708244e-13,4.105908849352614e-14,7.46954537654415e-24,1.2002658763394277e-15,4.9344351165495924e-11,4.65254804035785e-11,1.1381432290920835e-10,2.060874891440265e-26,2.6793587563871724e-17,1.3945469925720498e-23,8.627538278086949e-23,6.148290225591484e-10,1.4046713581802214e-24,2.028290853978164e-16,8.617873402225361e-27,9.291883624138679e-28,3.616050998818733e-22,8.290444305661448e-25,1.0672520143098045e-24,4.854078216717472e-18,4.815705397133199e-28,2.0391151918191823e-29,7.279828403565182e-29,3.76,0.0,0.5000917852218227,0.9967861413036072,1.627416063737059e-13,5.146734770448809e-14,0.00123387387669064,0.0009032147942852715,0.00021732259693326266,0.00011289707687692316,0.0032137704417799446,1.8741802113516628e-07,3.5543018908408353e-13,5.9475562202510505e-08,1.2987677677410328e-16,4.821993545244687e-10,4.334128162240953e-22,2.613577828950181e-20,7.124637418506517e-12,7.918653575691805e-22,4.326555061699593e-13,1.4615329141504165e-28,3.2808826317710114e-20,2.5228889533725545e-23,5.579587250946197e-22,1.6761052723434868e-20,9.539835989005623e-30,7.272579428804826e-29,2.1777914378599334e-25,2.6500714860455274e-13,1.1601700122094675e-10,2.132261038367519e-14,6.60646663142304e-08,1.3949835766077814e-08,5.959652085781074e-09,6.226957311295239e-12,8.450595783657999e-09,3.821877694653834e-09,5.292435660779196e-09,2.244812014561782e-10,1.7315363439425602e-09,4.159233239724022e-12,2.5707893882006497e-09,5.728677383763375e-15,4.373593382188882e-07,2.6793858649803075e-14,1.1675524235376429e-10,4.8319432442485093e-17,2.1842157269340076e-16,1.518722160979718e-20,6.003316528441002e-13,1.3452949704592986e-10,2.4231539500855574e-13,6.996702266085612e-09,4.767039264696665e-21,1.2048118371505883e-16,1.6123506319759456e-12,4.351941270829402e-07,3.812029560185129e-17,7.712679720451997e-13,1.9022523738683875e-10,2.577866484290256e-12,1.1941065465516836e-20,4.3966925569910714e-12,2.3252674166578504e-15,2.377917011806015e-16,5.617384371390917e-19,2.2017746245298707e-15,2.2415957699211016e-15,1.174734895303119e-10
2.3048531350051942e-09,0.8657793664959441,1.65227523363582e-08,5.295337481863687e-11,4.257610623091195e-11,2.9853993757885044e-10,0.0,0.0,8.862858382105185e-08,2.630685033465409e-12,2.408101798171085e-13,1.1414984535879817e-13,4.242133958146429e-14,7.662432109825478e-24,1.2160078782092828e-15,5.038508369593525e-11,4.754975054633309e-11,1.1600028505290589e-10,2.166300665552374e-26,2.774430323727606e-17,1.4679084683646814e-23,9.08022068884479e-23,6.217892773297591e-10,1.4831312257792054e-24,2.0886976690687986e-16,8.98838899123828e-27,9.710306072619248e-28,3.781569929861194e-22,8.731030629496058e-25,1.1237287075575834e-24,5.014536761026938e-18,5.12195246170616e-28,2.1714304738706223e-29,7.756521606402239e-29,3.76,0.0,0.5000806220790319,0.9967854583868825,1.681455023382568e-13,5.304095984674689e-14,0.001245035613423128,0.00091205797922791,0.00021939613576954517,0.00011313467933641429,0.003214452556541056,1.909672380681594e-07,3.6535868218031386e-13,5.969779418434886e-08,1.3141293174621475e-16,4.914516865055031e-10,4.5653354811648185e-22,2.7368129934688154e-20,7.26266687781327e-12,8.341823915370212e-22,4.3911296108861155e-13,1.5461769150787343e-28,3.439957096151522e-20,2.6514418809734213e-23,5.868159372741251e-22,1.7523596144845814e-20,1.0091309068426862e-29,7.693432664838392e-29,2.3141328592857496e-25,2.6806862712292163e-13,1.182563079785468e-10,2.1880409584104648e-14,6.665681091203537e-08,1.4032246469725665e-08,6.0608392216369195e-09,6.391484071506853e-12,8.595769532217273e-09,3.886108554947548e-09,5.333571713911262e-09,2.2748922065861278e-10,1.7544215211639593e-09,4.256287904573882e-12,2.614312710903241e-09,5.822469810880154e-15,4.413326661997228e-07,2.7414092383341582e-14,1.188772279308965e-10,5.0121122773308136e-17,2.252387145824803e-16,1.5631954700126735e-20,6.084001704420207e-13,1.368582354940784e-10,2.484703968554494e-13,7.054877548134293e-09,4.897466095208519e-21,1.2389006781918933e-16,1.6484304546317745e-12,4.39129156501751e-07,3.922664666081682e-17,7.797414417085723e-13,1.9194369354744298e-10,2.62781588409275e-12,1.2286238637087787e-20,4.459643821404697e-12,2.4390095933312064e-15,2.4389433143956216e-16,5.815438408692988e-19,2.268954276368529e-15,2.2898013660581086e-15,1.1829568225282584e-10
2.325538201796114e-09,0.8657812034604245,1.6797196268360232e-08,5.412175972532869e-11,4.360752386341567e-11,3.037339758758249e-10,0.0,0.0,8.942229449463945e-08,2.6780007462300405e-12,2.4787485883664276e-13,1.1761492242054314e-13,4.381507702864408e-14,7.85857645975689e-24,1.2317778518259026e-15,5.1437417799882386e-11,4.858806308309237e-11,1.182072523203243e-10,2.276055113724789e-26,2.872029562090795e-17,1.5443880684915786e-23,9.552070163065961e-23,6.287508998580725e-10,1.5652557315920322e-24,2.1503686265185872e-16,9.37101980642683e-27,1.014351387464886e-27,3.953169289806962e-22,9.191143558780309e-25,1.1826939061854108e-24,5.178988956047873e-18,5.444598838622079e-28,2.3110312838802213e-29,8.259740139631049e-29,3.76,0.0,0.5000694591838355,0.9967848081504874,1.736793653634319e-13,5.464903867187985e-14,0.0012561971357361844,0.0009209054007473059,0.00022147035295098084,0.0001133670872104516,0.0032151019909098686,1.9455102193853633e-07,3.7547181538771503e-13,5.991542874638137e-08,1.3295024658405212e-16,5.007944777170905e-10,4.806707082407067e-22,2.864675985236925e-20,7.402058350420758e-12,8.783632038943908e-22,4.4559274280667674e-13,1.6348902778076472e-28,3.605231627678029e-20,2.785307555155453e-23,6.168862788465469e-22,1.8313313808507523e-20,1.0669236456457185e-29,8.13449974002111e-29,2.457712691144552e-25,2.7112874127136653e-13,1.205176250936061e-10,2.2447630058221323e-14,6.724889684380877e-08,1.4114122707608615e-08,6.162770879083013e-09,6.558786071404363e-12,8.74205828944569e-09,3.950808990504087e-09,5.37469020091512e-09,2.3050435334529753e-10,1.7773528318830269e-09,4.354603906896334e-12,2.6581656425660443e-09,5.91687699607488e-15,4.4530620734134614e-07,2.8042145809971907e-14,1.2101828373340915e-10,5.1973234233857975e-17,2.321960259001637e-16,1.6084851053007355e-20,6.164873626681088e-13,1.3920462746389396e-10,2.5471734960246866e-13,7.112965066436824e-09,5.0300216158412186e-21,1.2735773536251765e-16,1.6849588223056e-12,4.430640780211075e-07,4.035344813082193e-17,7.881930264536764e-13,1.9366207486175064e-10,2.678245372901989e-12,1.2637510611159064e-20,4.522812455268337e-12,2.2964226238114263e-15,2.500926954762244e-16,6.01854013419736e-19,2.3375041538041786e-15,2.3385400919354634e-15,1.1911422876155122e-10
2.3462232685870337e-09,0.865783040390003,1.707366000628542e-08,5.530651046472802e-11,4.465463557633181e-11,3.0899161135059587e-10,0.0,0.0,9.021598272042249e-08,2.7257363864623617e-12,2.5508029283878364e-13,1.21152041416555e-13,4.524070461739999e-14,8.058007675013732e-24,1.2475750502583058e-15,5.250135271341754e-11,4.9640499466364e-11,1.2043522576064272e-10,2.3902726247421872e-26,2.9722016105148534e-17,1.624087048153267e-23,1.0043705166670142e-22,6.357136033605158e-10,1.6511839607264653e-24,2.2133193434650113e-16,9.766037709837601e-27,1.0591889126272494e-27,4.131019592840409e-22,9.671485917031614e-25,1.2442364231140287e-24,5.347505072212672e-18,5.784364488060581e-28,2.4582507462810877e-29,8.790712773429089e-29,3.76,0.0,0.5000582965362272,0.9967841890464768,1.7934515808939166e-13,5.629205443411532e-14,0.0012673584436514273,0.0009297569622307845,0.00022354523312681753,0.00011359441236568623,0.003215720292831128,1.9816938896552696e-07,3.8577130941502014e-13,6.01285540288275e-08,1.3448869019691315e-16,5.102277561352619e-10,5.058598041183491e-22,2.9972972960560014e-20,7.542812266470326e-12,9.244730269808047e-22,4.5209447868918787e-13,1.7278300397197986e-28,3.7768905882857583e-20,2.924655647914504e-23,6.482092847253163e-22,1.9130908829834194e-20,1.127463625732492e-29,8.59655979684114e-29,2.608850116354298e-25,2.741875161513154e-13,1.2280061465737456e-10,2.3024342593709304e-14,6.784092466380702e-08,1.4195469556716982e-08,6.265444934973675e-09,6.728883483879743e-12,8.88945973479525e-09,4.0159772330453555e-09,5.415792259181952e-09,2.335264689453619e-10,1.8003292294923022e-09,4.454183393164312e-12,2.702347703601575e-09,6.011896392089561e-15,4.492799613724037e-07,2.8678023978161326e-14,1.23178408710945e-10,5.3876719607322494e-17,2.392947767774846e-16,1.6545962389324188e-20,6.245928467561576e-13,1.4156861244532401e-10,2.610565856668515e-13,7.170964957195991e-09,5.164714633225272e-21,1.308844813409161e-16,1.7219365334273943e-12,4.469988916446834e-07,4.150084258421621e-17,7.96622273059552e-13,1.9538038134029826e-10,2.729154905555228e-12,1.299491319507311e-20,4.586193446240831e-12,2.243200450538174e-15,2.563873030206429e-16,6.226768833879053e-19,2.4074379233298516e-15,2.3878119296534117e-15,1.1992914521864297e-10
2.3669083353779535e-09,0.8657848772846826,1.7352140729137052e-08,5.6507721169719e-11,4.571724514497899e-11,3.143133090107758e-10,0.0,0.0,9.100964852194387e-08,2.7738919088021156e-12,2.624279500876958e-13,1.247619927609159e-13,4.669862654091504e-14,8.260755095841767e-24,1.2633987375959754e-15,5.357688735315257e-11,5.070714098690153e-11,1.2268420638416625e-10,2.5090894501528484e-26,3.0749918799726663e-17,1.7071081494461263e-23,1.0555753134768633e-22,6.426771054663435e-10,1.7410567539983463e-24,2.277565476127593e-16,1.0173716751443744e-26,1.1055818092095988e-27,4.315293579659794e-22,1.0172773734572621e-24,1.3084467201334921e-24,5.520155207355652e-18,6.141986361159228e-28,2.613430229631197e-29,9.350699214597904e-29,3.76,0.0,0.5000471341362004,0.9967835995756098,1.851448510476843e-13,5.797047918021019e-14,0.0012785195371902284,0.0009386125684515978,0.00022562076116622233,0.00011381676506406352,0.0032163089615458826,2.0182235512330196e-07,3.962588846462316e-13,6.033725727584664e-08,1.360282320788564e-16,5.197515492308337e-10,5.321369523346653e-22,3.134809064334008e-20,7.684929048740409e-12,9.72578213946017e-22,4.586178001883828e-13,1.8251562438316892e-28,3.9551208584547806e-20,3.0696583559847916e-23,6.808250923504351e-22,1.9977091866842473e-20,1.1908545993892418e-29,9.080406867956599e-29,2.7678717053229507e-25,2.7724497622821143e-13,1.2510497960353995e-10,2.3610617804591665e-14,6.843289491772763e-08,1.4276292063381322e-08,6.368859278013664e-09,6.90179644211318e-12,9.037971562353287e-09,4.0816115152088116e-09,5.456879006164556e-09,2.3655543877840335e-10,1.8233496824732392e-09,4.5550284706852096e-12,2.7468584206102853e-09,6.107525472742578e-15,4.532539280234727e-07,2.9321731639161326e-14,1.2535760181323828e-10,5.583253795657633e-17,2.465362316085333e-16,1.7015339995062037e-20,6.327162450283819e-13,1.4395012998970087e-10,2.6748843414808423e-13,7.2288773564837555e-09,5.3015538497493835e-21,1.344705976557082e-16,1.759364375198863e-12,4.5093359737614536e-07,4.2668971606507135e-17,8.050287391248288e-13,1.9709861299362189e-10,2.780544436522775e-12,1.3358477871856315e-20,4.649782024460522e-12,2.5836012512031263e-15,2.6277866099044095e-16,6.440204089708553e-19,2.478769236926985e-15,2.4376168601667535e-15,1.2074044773863082e-10
2.3875934021688732e-09,0.8657867141444665,1.7632635687470663e-08,5.772548569255172e-11,4.679620980330236e-11,3.196995330921666e-10,0.0,0.0,9.180329192961075e-08,2.8224672679096e-12,2.6991929933470124e-13,1.284455667686349e-13,4.81892476993497e-14,8.466848216950356e-24,1.2792481969687394e-15,5.46640200840447e-11,5.1788068652762464e-11,1.249541953009206e-10,2.63264503755432e-26,3.180446254940467e-17,1.7935566828884705e-23,1.1088856984551653e-22,6.496411314280919e-10,1.835021430287947e-24,2.34312274851613e-16,1.0594334741993722e-26,1.1535694212599211e-27,4.506167816233178e-22,1.0695745520357266e-24,1.3754180598826802e-24,5.697011654133324e-18,6.518229336255612e-28,2.776924969294323e-29,9.94101123424444e-29,3.76,0.0,0.5000359719837486,0.9967830383219397,1.9108042406919025e-13,5.968478807743825e-14,0.0012896804163735366,0.0009474721265772199,0.00022769692231828836,0.00011403425279535912,0.003216869413000364,2.0550993596267795e-07,4.069362608902112e-13,6.054162417107727e-08,1.375688429705952e-16,5.2936588397495e-10,5.595393352779793e-22,3.2773462560531356e-20,7.828409115394484e-12,1.0227470794810557e-21,4.651623468410986e-13,1.927034218287319e-28,4.140113672401316e-20,3.2204922746078643e-23,7.147748905274535e-22,2.0852586341289788e-20,1.2572037334382961e-29,9.586861168832725e-29,2.935117049065826e-25,2.8030114815783095e-13,1.2743147654887812e-10,2.4206526142928248e-14,6.902480813651385e-08,1.4356595220700879e-08,6.473011817490926e-09,7.077545010305371e-12,9.187591491615242e-09,4.147710071289909e-09,5.497951524901425e-09,2.395911374305089e-10,1.8464131853745373e-09,4.657141179085624e-12,2.791697338532522e-09,6.203761748458759e-15,4.572281070284843e-07,2.997327303042489e-14,1.2755586199015353e-10,5.784165928990517e-17,2.539216447641664e-16,1.7493034400229568e-20,6.408571885913098e-13,1.4634911975634992e-10,2.7401321842448737e-13,7.286702400144135e-09,5.4405477870439214e-21,1.3811637084126836e-16,1.7972431159687555e-12,4.548681952191484e-07,4.385797506597968e-17,8.134120009175189e-13,1.9881676983226222e-10,2.832413925018325e-12,1.3728235562151577e-20,4.713578886926745e-12,2.5546570936480933e-15,2.6926727167866414e-16,6.658925992976955e-19,2.5515117212911748e-15,2.4879548625392877e-15,1.2154815235319023e-10
