Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104)
1.0605148237015913e-05,0.783810783366037,0.000293608628382208,7.899626586928018e-05,0.0001535803087062987,0.006252389265061149,0.0,0.0,0.0007063774937294909,1.104152907693711e-05,0.002336316220619082,5.61993333400496e-05,4.362488378110983e-05,1.368475198240409e-13,2.307991720987457e-10,3.142337105440054e-08,7.627025370665524e-05,0.00018218258862667862,1.1661549151177433e-06,3.3603467589379984e-10,2.7051268216259193e-10,9.434524133056214e-14,4.254590485181965e-09,1.1788857846234134e-07,9.551557347748441e-09,1.1376929151175702e-06,1.6230770437155045e-12,7.47402126604256e-09,2.6412075889370022e-08,2.1459689508232558e-10,2.3517729733478167e-08,4.9313063268517866e-12,6.102993856143911e-12,2.036998454056781e-09,3.76,0.0,0.40988838576057046,0.9944601985385615,0.003268283220707312,9.810963096082355e-05,0.2928341536868283,0.22011588475985308,0.06173476158673575,6.56247490494104e-06,0.0009544003295051428,0.0037807867459233855,2.1543810548023405e-08,8.635892615665562e-10,2.1702939174107376e-14,0.00038783289097881596,2.1401592941007823e-09,1.222162030589408e-09,4.939770327394236e-05,2.284963347993694e-09,2.500298467510833e-09,2.279985228692071e-15,1.9560243012190055e-09,5.6035428922668325e-12,1.9157096518678524e-10,7.136787103369553e-10,1.344222455507201e-16,1.3277095633419405e-15,8.812895800649302e-07,8.114890938921745e-12,0.0002568504260778646,0.00045300745142566205,0.00010333965338654458,2.5154106461304592e-05,0.0009152583932021794,0.0015320456461490944,0.006528341872757291,4.127428660058345e-05,7.1498578197541206e-06,3.156126046759703e-05,0.00010575719166114646,0.00014341998162053208,0.0032043026559458445,0.0002312925159386352,0.001849881053920733,4.1316026912960975e-08,0.0006901627025111023,6.92814524836976e-07,1.699919404174372e-07,3.305980586386877e-12,8.241332779512683e-09,6.846945804403626e-06,0.00011861990922103353,1.6716034816751423e-06,5.089452653139628e-13,9.76547154090638e-09,0.00013883282439695768,0.0007585019126689686,4.0515861264613876e-08,1.3686016707617612e-08,0.00017894990624815215,1.4525456503976282e-07,1.4411753633997459e-11,1.1408185223932423e-07,1.3341884510042071e-11,2.1633497488952564e-08,7.349931898232785e-10,4.0328032922695064e-07,5.374029535046374e-09,7.3959334789622104e-09,4.167082746314274e-06,3.695577247723534e-06,8.990718059245125e-12,2.4264896152052177e-12,1.0641373097671928e-13,3.517973089963174e-14,2.2114548336594836e-06,1.3584981292464328e-09,3.298889148501329e-11,1.6145743974776123e-12,6.175139866566627e-10,1.2165670141789504e-06,9.215700629597594e-09,7.510448599818503e-15,8.140328554448178e-08
1.067014654500749e-05,0.7840212747747087,0.00029633136458039364,8.001103845791486e-05,0.00015507868801325507,0.006346012587636698,0.0,0.0,0.0007184832611452711,1.1343959201661226e-05,0.0023924505470913114,5.751739433468268e-05,4.4303540993160276e-05,1.422988136937487e-13,2.377217552144694e-10,3.206997815027457e-08,7.76047741760569e-05,0.00018629290548585645,1.1927162648446305e-06,3.415493764285446e-10,2.8159253452056506e-10,9.856257997305632e-14,4.361195337415707e-09,1.2201782897504394e-07,9.857734232950155e-09,1.1693443690885684e-06,1.7087070172273915e-12,7.802120895724924e-09,2.7535626728414194e-08,2.223939503347145e-10,2.3933660885257607e-08,5.096144936526774e-12,6.32661132492307e-12,2.1210195194124996e-09,3.76,0.0,0.4083910184383584,0.9943708303563201,0.0033259830536918407,0.00010027668828608332,0.2942079415170345,0.22097328753429296,0.06209264888092342,6.543086984217526e-06,0.0009543145569308328,0.003824018694755738,2.1792095607001328e-08,8.645356653572003e-10,2.1779676507073474e-14,0.00039422524324611325,2.190411161218091e-09,1.2507298054011151e-09,5.075713408460788e-05,2.3385093847874217e-09,2.5519458288479793e-09,2.33268571836102e-15,2.0016406117042735e-09,5.734228998487093e-12,1.9603885853796787e-10,7.303082715825363e-10,1.3752932301969605e-16,1.3583992030304118e-15,9.073422950019575e-07,8.159010732125234e-12,0.00026312644988094085,0.00046257836811844827,0.00010396872520421282,2.530475689335707e-05,0.0009201162574395461,0.0015495084451403818,0.006622877084666962,4.179963191279857e-05,7.240049537865801e-06,3.1996110666707464e-05,0.00010727983083066867,0.00014556455645673802,0.003260840000625973,0.00023645813197105194,0.001871557591322275,4.152064681053591e-08,0.0007079110990330645,7.080624320777375e-07,1.7247510562943143e-07,3.354249617705743e-12,8.288566882051861e-09,6.946726128158939e-06,0.0001207036589873066,1.7038428788081321e-06,5.163738463911667e-13,9.916184497955966e-09,0.0001410271022945352,0.0007719188946945577,4.114174826425307e-08,1.3763326978701342e-08,0.00018433926806063415,1.4751470083057e-07,1.4659763387065878e-11,1.160597193129582e-07,1.3603673198725884e-11,2.231394047369614e-08,7.512112980955155e-10,4.104323457146788e-07,5.468909433638399e-09,7.503190699569238e-09,4.263816317856987e-06,3.8006038085219963e-06,9.19984038023552e-12,2.4818836807563846e-12,1.0857171624581787e-13,3.5891505631171466e-14,2.2649758504132515e-06,1.3908913253640572e-09,3.383868312471712e-11,1.6611760458197884e-12,6.35426603029356e-10,1.257698022937097e-06,9.374511062450155e-09,7.750262482612223e-15,8.421669971709218e-08
1.0735144852999068e-05,0.7842313721663463,0.0002990488079114619,8.102860734610445e-05,0.00015657539988850593,0.006440272173865878,0.0,0.0,0.0007306706340693967,1.1652816862276093e-05,0.0024494954977704792,5.8856033991845146e-05,4.498569888124505e-05,1.4791738293136813e-13,2.447942876237673e-10,3.272479270631356e-08,7.895051622876386e-05,0.00019047165545037605,1.219654280862495e-06,3.471136692036912e-10,2.9305177723493664e-10,1.0293663694429306e-13,4.469567649232373e-09,1.262576252472216e-07,1.0171042426722655e-08,1.2016180552188752e-06,1.7981491777096994e-12,8.14209825404488e-09,2.8697864181214698e-08,2.3040571239640632e-10,2.4353914774246165e-08,5.2648768588408715e-12,6.556500685326528e-12,2.207787859999957e-09,3.76,0.0,0.4068973476028358,0.9942803758559771,0.003384272579916072,0.00010247477697207672,0.29557740317588527,0.22182473547047285,0.06245071636349212,6.523736486372594e-06,0.0009542277413166597,0.0038674699867783666,2.204164990322433e-08,8.654722834542099e-10,2.185575735785698e-14,0.0004006861063613631,2.2415080366918413e-09,1.2797752402662965e-09,5.214284498922212e-05,2.3929529758139228e-09,2.604113790321906e-09,2.3862465175392e-15,2.0480175525984516e-09,5.867094326744983e-12,2.00581256100253e-10,7.472148587659676e-10,1.406871218009067e-16,1.389589854139645e-15,9.33968610334853e-07,8.203116098734908e-12,0.00026952978938182245,0.0004722715423318235,0.0001045905155961065,2.5453455765404893e-05,0.0009248889658194246,0.0015669573625884561,0.006717932342476415,4.2325823955280556e-05,7.330457743637118e-06,3.2432231060806465e-05,0.00010880845373328064,0.0001477182480948237,0.0033179416045958443,0.00024168138680772292,0.001893257513282536,4.172125105666241e-08,0.0007259675510185228,7.23498621962857e-07,1.7496723167274488e-07,3.4026925117067e-12,8.335181631410427e-09,7.047034236425722e-06,0.0001228016670784878,1.7363878789987525e-06,5.238291531503388e-13,1.0067684730700559e-08,0.0001432330325769964,0.000785470790503446,4.177056331018977e-08,1.3839517917610919e-08,0.000189846325919433,1.4980030043682713e-07,1.4909319106119735e-11,1.1805642215013407e-07,1.3868925719445473e-11,2.3009033161830063e-08,7.676584076777741e-10,4.1765469223979557e-07,5.564715774170348e-09,7.611040658747895e-09,4.361977546792468e-06,3.90786766840295e-06,9.412267905553101e-12,2.5380650663868566e-12,1.1075608558581993e-13,3.661195236642167e-14,2.319274985087474e-06,1.4237387717846724e-09,3.470258214362928e-11,1.7087284139505246e-12,6.537273131510354e-10,1.299935344795139e-06,9.534315044536204e-09,7.995434264198301e-15,8.711017163308304e-08
1.0800143160990646e-05,0.7844410764820877,0.00030176069966083815,8.204886021958859e-05,0.00015807030598927662,0.006535162448229799,0.0,0.0,0.0007429375864413034,1.1968171830834342e-05,0.0025074568000418695,6.0215369527735964e-05,4.567127934562142e-05,1.5370647306274974e-13,2.520183803265891e-10,3.338782499685063e-08,8.030736540085217e-05,0.00019471937425485426,1.246970044747735e-06,3.527275290965344e-10,3.049007398190101e-10,1.0747189339051912e-13,4.579713592466307e-09,1.3060980257911277e-07,1.0491548855151361e-08,1.234520049120386e-06,1.891537463747335e-12,8.494278398036509e-09,2.989974838605466e-08,2.3863570183704705e-10,2.4778495843291534e-08,5.437542874174981e-12,6.792774713023443e-12,2.2973655248269597e-09,3.76,0.0,0.4054073738806443,0.9941888333112106,0.0034431516053821535,0.00010470400510212546,0.29694255246018825,0.2226702351430439,0.06280896590766413,6.504423439141909e-06,0.0009541398835049164,0.0039111404116054915,2.2292472209249223e-08,8.663991405472917e-10,2.1931184480340942e-14,0.00040721561619180396,2.2934586404305614e-09,1.3093032187695313e-09,5.3555032268860474e-05,2.4483033203295035e-09,2.656794958520108e-09,2.4406758643266674e-15,2.095162869161724e-09,6.002161067992314e-12,2.051989165560762e-10,7.644012891570409e-10,1.4389612758653315e-16,1.421286314806666e-15,9.611759911177165e-07,8.247210998403363e-12,0.00027606221158436503,0.0004820870656688018,0.00010520497584212928,2.5600192830344532e-05,0.0009295763384211282,0.0015843898387855994,0.006813499542614091,4.285278987809245e-05,7.421071328175668e-06,3.2869565647403055e-05,0.00011034288398562813,0.00014988078115371365,0.0033756066122177845,0.0002469616910804255,0.0019149782804026795,4.191783519521499e-08,0.0007443334749237904,7.391226852983048e-07,1.7746797648438548e-07,3.4513026213259597e-12,8.381173671545534e-09,7.1478616465212825e-06,0.00012491366693427806,1.7692355577625995e-06,5.313101627729953e-13,1.0219955400534323e-08,0.0001454503289127028,0.0007991567812084103,4.240221831302256e-08,1.3914584966623879e-08,0.00019547219871811849,1.5211145978087399e-07,1.5160386204735754e-11,1.200718135278752e-07,1.4137646794886673e-11,2.371887028583751e-08,7.843353001836606e-10,4.249471955412352e-07,5.661446199423132e-09,7.719474163165135e-09,4.461570241585797e-06,4.017398348351499e-06,9.628022304650421e-12,2.595034977031746e-12,1.1296684309021685e-13,3.734107205729566e-14,2.374352507514808e-06,1.4570400920159028e-09,3.5580643508337885e-11,1.757240807203621e-12,6.7242128736533e-10,1.3433004502326821e-06,9.695090425296818e-09,8.246017829586631e-15,9.008537421508086e-08
1.0865141468982223e-05,0.7846503886424305,0.0003044667895187895,8.307168610262016e-05,0.00015956327166816408,0.00663067777368391,0.0,0.0,0.0007552820587002694,1.229009234973572e-05,0.002566340085180955,6.159551608980985e-05,4.636020460826968e-05,1.5966933290538546e-13,2.5939562673598105e-10,3.405908385790769e-08,8.167520515739577e-05,0.0001990365903209078,1.2746646021784355e-06,3.5839092851037215e-10,3.171499534745494e-10,1.1217291063997299e-13,4.691638941626414e-09,1.350761974303592e-07,1.0819318014663432e-08,1.2680563819257554e-06,1.9890089872341136e-12,8.85899162681286e-09,3.114225060107468e-08,2.4708743221803575e-10,2.520740832594263e-08,5.6141829941455564e-12,7.035546727730683e-12,2.3898150940452364e-09,3.76,0.0,0.40392109799838516,0.9940962011312278,0.003502619880231638,0.00010696447588762057,0.2983034031562541,0.22350979336305923,0.06316739918264226,6.48514787231122e-06,0.0009540509787276741,0.003955029760123271,2.2544561306348974e-08,8.673162415462354e-10,2.200595742569646e-14,0.00041381389961911885,2.346271728393401e-09,1.3393186440241682e-09,5.499388622443182e-05,2.504569654544041e-09,2.7099816983539762e-09,2.4959820211254955e-15,2.143084337205428e-09,6.1394515007151074e-12,2.0989260158060444e-10,7.818703910948573e-10,1.4715682750332592e-16,1.4534933973427939e-15,9.889718922712463e-07,8.29129159117492e-12,0.0002827254870934575,0.0004920250103696806,0.0001058120613443963,2.5744958917778267e-05,0.0009341782414210024,0.0016018033426470207,0.006909570539251708,4.3380457721513525e-05,7.511879309966789e-06,3.330805892140031e-05,0.00011188294656429046,0.0001520518815287145,0.003433834104212759,0.0002522984380911078,0.001936717388256607,4.2110396869107736e-08,0.0007630102203780648,7.549341878824088e-07,1.79976999939234e-07,3.5000733380595945e-12,8.426539984313511e-09,7.2491999314942885e-06,0.00012703939053267774,1.8023828499734042e-06,5.38815858639559e-13,1.0372979720916506e-08,0.00014767870470563463,0.0008129760238743745,4.303662521345859e-08,1.3988524162263502e-08,0.0002012179789214373,1.5444827119280123e-07,1.5412929965045583e-11,1.2210574271449806e-07,1.4409840559809419e-11,2.444354100051372e-08,8.012427303213996e-10,4.3230967307762354e-07,5.759098232001608e-09,7.82848197040961e-09,4.562597948962551e-06,4.129225418384291e-06,9.847124979638917e-12,2.6527944620772503e-12,1.1520398883204496e-13,3.807886396236048e-14,2.430208540068948e-06,1.490794818402389e-09,3.647291965901717e-11,1.8067224444909426e-12,6.91513706889692e-10,1.3878150344430202e-06,9.856814964723514e-09,8.50206637816358e-15,9.31439981877778e-08
1.09301397769738e-05,0.7848593095479338,0.00030716683563874103,8.409697540901444e-05,0.00016105416597371325,0.006726812455024411,0.0,0.0,0.0007677019591947872,1.26186450568112e-05,0.0026261508881719234,6.29965867616307e-05,4.705239726792763e-05,1.6580921831322118e-13,2.6692760582058355e-10,3.473857758619021e-08,8.305391699678378e-05,0.00020342382465711865,1.3027389640571115e-06,3.6410383744131003e-10,3.2981015316724475e-10,1.170443304901338e-13,4.805349090023242e-09,1.3965864684189043e-07,1.1154411905644466e-08,1.302233039488009e-06,2.0907040595150253e-12,9.236573467591962e-09,3.242635298561109e-08,2.5576440886114606e-10,2.5640656249478994e-08,5.794836449855209e-12,7.284930582028452e-12,2.4851996630162254e-09,3.76,0.0,0.4024385207758965,0.9940024778496618,0.0035626770999915036,0.00010925628766556334,0.29965996903967873,0.224343417176151,0.0635260176557414,6.4659098175984675e-06,0.0009539610256820532,0.003999137824304394,2.279791598342147e-08,8.682236049977167e-10,2.2080076889098495e-14,0.000420481074554933,2.399956092356276e-09,1.3698264385327045e-09,5.645959104565076e-05,2.5617612513638376e-09,2.7636661330537835e-09,2.55217327201401e-15,2.191789762866331e-09,6.278987990284544e-12,2.1466307581955453e-10,7.99625003904594e-10,1.5046970995262775e-16,1.4862159266832786e-15,1.0173637567584841e-06,8.335357118102535e-12,0.0002895213897518347,0.0005020854295116628,0.00010641173135688217,2.5887745903844256e-05,0.0009386945862040609,0.0016191953726140658,0.007006137148503699,4.390875645346605e-05,7.6028708409664415e-06,3.374765590198526e-05,0.00011342846790611945,0.00015423127656264717,0.0034926230992215587,0.0002576910044955349,0.0019584723683316097,4.229893579478474e-08,0.0007819990703364109,7.709326721633363e-07,1.8249396405067173e-07,3.5489980953534103e-12,8.471277873297236e-09,7.351040725822606e-06,0.0001291785685958479,1.835826730346142e-06,5.463452304319533e-13,1.052674097671583e-08,0.00014991787329802884,0.000826927652449063,4.367369605238775e-08,1.4061332119160085e-08,0.0002070847320166524,1.5681082341788665e-07,1.5666915558401416e-11,1.2415805562370316e-07,1.4685510460965563e-11,2.5183128785637484e-08,8.183814207831582e-10,4.3974193324431883e-07,5.8576692765491e-09,7.93805479386658e-09,4.665063955117332e-06,4.243378492837665e-06,1.0069597056806561e-11,2.7113444142871663e-12,1.174675181576744e-13,3.882532640069744e-14,2.4868430613744863e-06,1.5250023935477699e-09,3.737946054943018e-11,1.8571824585776697e-12,7.110097630905471e-10,1.433501016477582e-06,1.0019466349759463e-08,8.763632442283706e-15,9.628775192790113e-08
1.0995138084965378e-05,0.7850678400798966,0.00030986060465473656,8.512461999029977e-05,0.00016254286164572735,0.006823560742213383,0.0,0.0,0.0007801951656115976,1.2953894911170873e-05,0.0026868946475977185,6.441869257041762e-05,4.774778035318421e-05,1.7212940238418262e-13,2.746158848925929e-10,3.5426313693965305e-08,8.444338055524863e-05,0.0002078815907661808,1.3311941076334512e-06,3.6986622355438486e-10,3.428922796965498e-10,1.2209087548731693e-13,4.920849085559473e-09,1.4435898786416105e-07,1.149688996811053e-08,1.3370559616259522e-06,2.1967662187549612e-12,9.62736466001248e-09,3.3753048374921644e-08,2.646701276501142e-10,2.607824343926697e-08,5.979541676478128e-12,7.541040651358502e-12,2.5835828262198655e-09,3.76,0.0,0.40095964311944293,0.9939076621221373,0.0036233229068216486,0.00011157953389918294,0.3010122638753408,0.22517111386056415,0.06388482259462702,6.446709308666903e-06,0.0009538700268802515,0.004043464397027096,2.3052535035917663e-08,8.691212615021506e-10,2.2153546439207675e-14,0.00042721724996281767,2.4545205596771067e-09,1.4008315440422795e-09,5.795232468418463e-05,2.619887420123078e-09,2.817840143857847e-09,2.6092579211988068e-15,2.2412869823711385e-09,6.420792988277865e-12,2.195111068659238e-10,8.176679778111249e-10,1.5383526452339863e-16,1.5194587395029301e-15,1.046359013777917e-06,8.379413291644692e-12,0.00029645169627923743,0.0005122683572153501,0.0001070039489414601,2.6028546732213368e-05,0.0009431253283825534,0.0016365634575144057,0.0071031911525285115,4.443761600830988e-05,7.694035212923571e-06,3.418830216142906e-05,0.00011497927602071071,0.00015641869520996443,0.0035519725553708735,0.00026313875099204535,0.0019802407888967833,4.248345369916452e-08,0.0008013012412905634,7.871176590170831e-07,1.8501853314678125e-07,3.5980703707269215e-12,8.515384944408062e-09,7.453375731433102e-06,0.00013133093079185026,1.8695641698978765e-06,5.53897274487321e-13,1.0681222519421377e-08,0.00015216754816711203,0.0008410107786948313,4.431334301247141e-08,1.4133006038039454e-08,0.00021307349599543197,1.591992016337333e-07,1.592230806287597e-11,1.2622859495004676e-07,1.4964659154896953e-11,2.5937711356391264e-08,8.357520617606014e-10,4.472437755907e-07,5.957156622019181e-09,8.048183307424534e-09,4.768971287082728e-06,4.359887225681917e-06,1.0295459379465385e-11,2.7706855691908815e-12,1.1975742351891225e-13,3.958045694331769e-14,2.5442559101359012e-06,1.559662171907386e-09,3.830031367941703e-11,1.9086298957556915e-12,7.309146566227288e-10,1.4803805383610956e-06,1.0183022209528864e-08,9.030767893120052e-15,9.951836131109512e-08
1.1060136392956956e-05,0.7852759811011245,0.00031254787163482274,8.61545131831616e-05,0.00016402923509702182,0.006920916833766108,0.0,0.0,0.000792759526427203,1.3295905119975264e-05,0.002748576705599943,6.586194249554439e-05,4.844627737260042e-05,1.7863316315145878e-13,2.824620139308799e-10,3.61222979548966e-08,8.584347371195833e-05,0.00021241039455621895,1.3600309776090956e-06,3.756780522392989e-10,3.5640748175893113e-10,1.2731734866782466e-13,5.038143607518813e-09,1.4917905699273863e-07,1.1846809021552755e-08,1.3725310414147745e-06,2.3073422467201055e-12,1.0031711137356251e-08,3.512334004863792e-08,2.7380807387007425e-10,2.6520173519417846e-08,6.1683363081265994e-12,7.803991824236559e-12,2.6850286610279605e-09,3.76,0.0,0.39948446601468757,0.9938117527354062,0.0036845568907696016,0.00011393430318249019,0.30236030141754205,0.22599289092509287,0.06424381506973677,6.427546380929121e-06,0.0009537779773714846,0.004088009271899263,2.33084172647914e-08,8.700092148398648e-10,2.2226365564987483e-14,0.0004340225258864343,2.509973993036814e-09,1.4323389213952427e-09,5.9472258731066956e-05,2.6789575063044047e-09,2.872495387031036e-09,2.6672442966992016e-15,2.2915838617919188e-09,6.564889031784727e-12,2.2443746523631568e-10,8.36002173849949e-10,1.5725398221195416e-16,1.5532266863726785e-15,1.0759650769766414e-06,8.423455705099983e-12,0.0003035181859112831,0.0005225738088586332,0.00010758868116663235,2.616735539876666e-05,0.0009474704668441628,0.0016539051573794842,0.007200724303595725,4.4966967312068555e-05,7.785361861466113e-06,3.4629943845021064e-05,0.00011653520054255928,0.00015861386819553575,0.0036118813718507337,0.0002686410230151794,0.002002020255804438,4.266395426689182e-08,0.000820917883542765,8.034886480011229e-07,1.875503740783666e-07,3.64728369166125e-12,8.558859124941544e-09,7.556196721457225e-06,0.00013349620592793617,1.903591944242517e-06,5.61470995199865e-13,1.0836407779756216e-08,0.0001544274431153635,0.0008552244931146798,4.495547847846754e-08,1.4203543698032183e-08,0.0002191852808692167,1.6161348746022818e-07,1.6179072500974888e-11,1.2831720032182051e-07,1.5247288733164596e-11,2.6707360575705432e-08,8.533553180265022e-10,4.548149910412227e-07,6.0575574460441385e-09,8.158858149984597e-09,4.874322714253014e-06,4.478781305862803e-06,1.0524732522083271e-11,2.8308185105453223e-12,1.2207369470586517e-13,4.034425146393307e-14,2.602446789079132e-06,1.5947734245216747e-09,3.923552411008544e-11,1.9610737138397304e-12,7.512335973786316e-10,1.5284759641785525e-06,1.0347460131605606e-08,9.303523917422878e-15,1.028375695558795e-07
1.1125134700948533e-05,0.7854837334566863,0.0003152284200753571,8.718654984921461e-05,0.0001655131663904831,0.007018874880083532,0.0,0.0,0.0008053928623759049,1.3644737066195994e-05,0.002811202307905767,6.73264434769609e-05,4.914781236266895e-05,1.8532377325628845e-13,2.9046752424563606e-10,3.6826535166175546e-08,8.72540726936759e-05,0.0002170107342577287,1.3892504872208099e-06,3.815392866637659e-10,3.7036711800284306e-10,1.3272863348187529e-13,5.157236946942493e-09,1.5412068961067753e-07,1.2204223207995225e-08,1.4086641245205818e-06,2.42258218567267e-12,1.0449964006236877e-08,3.6538241493253265e-08,2.831817210874939e-10,2.6966449912204144e-08,6.361257171198319e-12,8.07389949287587e-12,2.7896017113618205e-09,3.76,0.0,0.3980129905201238,0.9937147485947427,0.0037463785910209005,0.00011632067924775223,0.30370409540981286,0.22680875610690743,0.06460299595681729,6.408421071389126e-06,0.0009536848751639558,0.004132772243084992,2.356556147547231e-08,8.708874813868945e-10,2.2298534275758363e-14,0.0004408969934820394,2.5663252901718237e-09,1.4643535503726326e-09,6.1019558298513567e-05,2.7389808912494435e-09,2.9276232956825003e-09,2.7261407475319714e-15,2.342688296793952e-09,6.711298742683537e-12,2.2944292434622616e-10,8.546304637744408e-10,1.607263552479627e-16,1.587524630087382e-15,1.1061893426835649e-06,8.467481752855434e-12,0.0003107226400397507,0.0005330017812959183,0.00010816589892236739,2.6304166885783656e-05,0.0009517300427941348,0.0016712180642178163,0.0072987283281209184,4.549674230489547e-05,7.876840369790288e-06,3.507252768779393e-05,0.0001180960727789526,0.00016081652816371647,0.0036723483905086204,0.00027419715143218976,0.0020238084132356074,4.284044311600952e-08,0.0008408500815351096,8.200451180719204e-07,1.9008915640155935e-07,3.696631638931349e-12,8.601698664195277e-09,7.659495543713498e-06,0.00013567412213953052,1.937906771246172e-06,5.690654050136835e-13,1.0992280271436135e-08,0.0001566972724542824,0.0008695678658758087,4.560001510620231e-08,1.4272943425852033e-08,0.00022542106821637123,1.6405375897231914e-07,1.643717385893373e-11,1.3042370845450666e-07,1.553340062848773e-11,2.7492142375140908e-08,8.711918232429956e-10,4.6245536211995626e-07,6.158868817280501e-09,8.27006993007308e-09,4.9811207500566035e-06,4.600090452681078e-06,1.0757436783417814e-11,2.8917436695952306e-12,1.2441631667176812e-13,4.111670437497377e-14,2.661415268867864e-06,1.6303353406098444e-09,4.0185134511764516e-11,2.014522782920975e-12,7.719718038896478e-10,1.5778098791352118e-06,1.0512757677373533e-08,9.58195104230256e-15,1.0624713706485703e-07
1.1190133008940111e-05,0.7856910979745422,0.0003179020419255495,8.822062640816279e-05,0.00016699453921934963,0.007117428986634319,0.0,0.0,0.000818092967927723,1.400045023744007e-05,0.0028747766039193003,6.881230042595731e-05,4.985230993417203e-05,1.92204519850189e-13,2.98633936351958e-10,3.753903008408775e-08,8.86750521784666e-05,0.00022168310034794133,1.4188535193157857e-06,3.874498878508657e-10,3.847827590775453e-10,1.383296942893148e-13,5.278133058370119e-09,1.5918571943781957e-07,1.2569183936652747e-08,1.4454610085773554e-06,2.5426393666650133e-12,1.0882479526062468e-08,3.799877615891237e-08,2.9279453006637974e-10,2.7417075841138032e-08,6.558340271114536e-12,8.35087954551643e-12,2.8973669712570716e-09,3.76,0.0,0.39654521776088986,0.9936166487181656,0.0038087874971363686,0.00011873874097503995,0.3050436595846563,0.2276187173692387,0.06496236593949119,6.389333418698214e-06,0.0009535907247804305,0.004177753105134263,2.382396647686043e-08,8.717560990094657e-10,2.2370057122451265e-14,0.0004478407350545903,2.6235833836138387e-09,1.4968804295326394e-09,6.259438190624585e-05,2.799966991858797e-09,2.9832150758712975e-09,2.7859556405756334e-15,2.394608212374113e-09,6.860044826884976e-12,2.3452826048411156e-10,8.735557299597341e-10,1.6425287691416488e-16,1.6223574438577307e-15,1.137039188162412e-06,8.511499390647319e-12,0.00031806684185622583,0.0005435522530813252,0.00010873557657846535,2.6438977152028058e-05,0.0009559041386651613,0.0016884998027439531,0.007397194930577352,4.602687397598601e-05,7.968460474452411e-06,3.551600103925461e-05,0.0001196617258214616,0.00016302640981742778,0.0037333723974429913,0.00027980645323980513,0.002045602944379775,4.3012927733617276e-08,0.0008610988542252435,8.367865299984673e-07,1.9263455251084427e-07,3.746107847120984e-12,8.643902090830681e-09,7.76326412653583e-06,0.0001378644070779509,1.9725054961903607e-06,5.766795243858709e-13,1.1148823616691432e-08,0.00015897675118185434,0.0008840399477344139,4.624686585481483e-08,1.4341204080363101e-08,0.0002317818107582277,1.665200907269623e-07,1.669657709619764e-11,1.3254795327522111e-07,1.5822995434450157e-11,2.8292116686099807e-08,8.892621774648251e-10,4.701646631730816e-07,6.2610876971629595e-09,8.381809230449043e-09,5.089367653766152e-06,4.723844411205406e-06,1.0993592174439574e-11,2.953461322976576e-12,1.267852704449783e-13,4.18978097801828e-14,2.7211607920372677e-06,1.6663470283127353e-09,4.11491852109702e-11,2.068985886333965e-12,7.931345023201959e-10,1.628405088590651e-06,1.0678892395400622e-08,9.866099160480031e-15,1.0974884126338223e-07
