Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49)
3.515330648856594e-08,0.6085986250402569,5.563395254696488e-20,7.186199313535373e-15,2.585715446107334e-22,1.8161315682118225e-18,0.0,0.0,3.604351517419471e-18,1.8557367048133805e-32,2.2447563882000688e-15,1.4284300937268467e-24,3.2072167752744317e-18,5.522774489949931e-52,4.411702451427052e-40,2.3275136450242484e-36,5.092510921102269e-41,4.3746305110534604e-12,1.792701582680911e-56,8.93771484859797e-58,2.0711187483831206e-47,3.313388870240518e-50,4.987264822500529e-38,1.9963031564115408e-50,7.106773599197575e-33,2.5415114200164594e-44,6.404725793354112e-45,5.930167404135188e-52,7.924847062639708e-80,8.819015172457744e-66,1.961018903739275e-30,3.2078406949355624e-61,7.1836132311889555e-47,1.1350301897545794e-59,3.76,0.0,0.5324588059935692,0.9997258517849292,1.379337865781291e-34,3.308993104281871e-55,3.058988829782102e-05,2.358082631200876e-05,6.6976404348684815e-06,3.1137834184236097e-07,0.000274148203296903,1.4862934735870117e-11,2.573494561745814e-19,1.7075164071198573e-12,1.3820131731262004e-18,1.47816806058864e-11,2.658582938407457e-28,5.093235356487553e-28,6.766590924476937e-15,2.576412790496159e-28,2.567537626902926e-18,4.821095702267776e-34,4.89374391983381e-28,2.4513813409460133e-30,2.529628714902671e-35,3.0282067138871917e-34,8.329551869056551e-30,1.1403713531215576e-28,5.859948079417216e-28,1.0433164796022626e-16,4.374635760915437e-12
3.649381475215439e-08,0.6085987591736588,6.387971179384839e-20,7.734286795751181e-15,3.0783344119258432e-22,2.0320835179540864e-18,0.0,0.0,4.040420015672755e-18,2.327071375266442e-32,2.514239676261429e-15,1.661272093418717e-24,3.579445666900694e-18,6.826945137583201e-52,5.636656919999573e-40,2.7795154643651853e-36,6.453709247145763e-41,4.714887319644921e-12,2.5738765151512693e-56,1.156483489810552e-57,2.6831993478447747e-47,4.2724593488105738e-50,6.13424447365376e-38,2.787568200393433e-50,8.512108214316752e-33,3.267605766562871e-44,7.988880970643545e-45,7.91788949425234e-52,1.2553560521880992e-79,1.2491141402298265e-65,2.350354354960317e-30,4.64961813675781e-61,9.305164673898774e-47,1.6658987810966308e-59,3.76,0.0,0.5324576395384214,0.9997258517840099,1.835812692497932e-34,4.688709429907162e-55,3.1756344614300115e-05,2.4491684363054995e-05,6.953235866289382e-06,3.113779171362416e-07,0.00027414820329438484,1.6031184705121312e-11,2.879125042644445e-19,1.7075378019056502e-12,1.4359775572447978e-18,1.5943678935629043e-11,3.264155015436974e-28,6.037363520530935e-28,7.29867345033581e-15,3.1668657935070237e-28,2.669384051147126e-18,5.9302197787741585e-34,5.868828288447806e-28,2.9663352281614706e-30,3.1098047924769893e-35,3.723304823107799e-34,1.063341097360883e-29,1.3824368556266696e-28,7.114973144733294e-28,1.0834593021531447e-16,4.714893193755054e-12
3.7834323015742835e-08,0.608598893306772,7.299473301974611e-20,8.302541359829633e-15,3.6425566426149e-22,2.264509921814928e-18,0.0,0.0,4.510861953721922e-18,2.894517452418612e-32,2.8044982965144974e-15,1.921513628236225e-24,3.978720372064494e-18,8.372400100384312e-52,7.1386201417521766e-40,3.298714010728977e-36,8.111084935404497e-41,5.06788592207906e-12,3.646983656786066e-56,1.482234901134725e-57,3.4434344756124064e-47,5.457309853570354e-50,7.486886096593511e-38,3.8454064117251927e-50,1.0127249933048875e-32,4.163290095831771e-44,9.884391902744618e-45,1.0464247959977995e-51,1.9561845053252708e-79,1.74752077820892e-65,2.7980934270909056e-30,6.648739376626301e-61,1.19397768345222e-46,2.4117827583253213e-59,3.76,0.0,0.5324564730858289,0.9997258517830557,2.41881293794938e-34,6.562189024112736e-55,3.292279841965998e-05,2.5402540342895497e-05,7.208830774025271e-06,3.113774528706679e-07,0.0002741482032918578,1.7243697882757674e-11,3.207819010933319e-19,1.7075589522471014e-12,1.4899417952725148e-18,1.7149700528859422e-11,3.976611527053102e-28,7.110334515108699e-28,7.850923050357277e-15,3.862214612945855e-28,2.7712308855026754e-18,7.237028850445484e-34,6.991458826117752e-28,3.56372401076433e-30,3.793075514440002e-35,4.5420190644307435e-34,1.3450564417729562e-29,1.6636620165828607e-28,8.578010695152019e-28,1.1236020247743124e-16,5.067892468059639e-12
3.9174831279331284e-08,0.6085990274395965,8.303595929447575e-20,8.890962951478843e-15,4.2857902021352225e-22,2.514016368489842e-18,0.0,0.0,5.017056804529325e-18,3.5732331198593817e-32,3.116304831782138e-15,2.211226902009738e-24,4.405893655461815e-18,1.0192237870618662e-51,8.966965391382302e-40,3.8922652574634954e-36,1.0115528185843671e-40,5.433626284873232e-12,5.1044482547830505e-56,1.8829914718747012e-57,4.380343750905325e-47,6.909727906832327e-50,9.072315880980119e-38,5.245005818941926e-50,1.1974022635142275e-32,5.259969337773231e-44,1.2137747707450166e-44,1.369833105001033e-51,3.00207971070558e-79,2.4168650354848454e-65,3.3103422733915545e-30,9.388393358533264e-61,1.5186088303144293e-46,3.44738840905453e-59,3.76,0.0,0.5324553066357918,0.9997258517820666,3.157129354340182e-34,9.079329252157608e-55,3.4089249713906866e-05,2.631339423626961e-05,7.464425157815672e-06,3.1137696457245327e-07,0.00027414820328932265,1.85004741813109e-11,3.560380137711037e-19,1.707579954065426e-12,1.543905886145848e-18,1.8399744493818612e-11,4.80969931473373e-28,8.32386689098519e-28,8.423339669618228e-15,4.676049991554092e-28,2.8730781277816297e-18,8.76719514128414e-34,8.27741482171239e-28,4.252917071866762e-30,4.592788797962952e-35,5.500367241933394e-34,1.686969227251369e-29,1.98854552767272e-28,1.027417052375165e-27,1.1637446474196416e-16,5.433633552097098e-12
4.051533954291973e-08,0.6085991615721321,9.406190504840592e-20,9.49955151620764e-15,5.015919602540333e-22,2.781208445082524e-18,0.0,0.0,5.5603914399072244e-18,4.380120065603768e-32,3.450431858268873e-15,2.532559770717125e-24,4.8618092564093966e-18,1.2322601198192056e-51,1.1177650658724411e-39,4.56780663911935e-36,1.2524525027703755e-40,5.812108374535422e-12,7.063080788508337e-56,2.3724289363774798e-57,5.526620356347703e-47,8.677257676545111e-50,1.0920022869037969e-37,7.078943096702835e-50,1.4075587284499707e-32,6.593445012648363e-44,1.480032113336865e-44,1.7773084885609356e-51,4.5420681192760584e-79,3.306939055811732e-65,3.893581406479499e-30,1.3102162221002874e-60,1.915714460608854e-46,4.869410344207449e-59,3.76,0.0,0.53245414018831,0.9997258517810429,4.084779968207389e-34,1.2428031324658294e-54,3.525569849704708e-05,2.7224246033869363e-05,7.72001901750213e-06,3.113764617137622e-07,0.0002741482032867776,1.980151351278257e-11,3.937608388933769e-19,1.707600865877561e-12,1.597869829216169e-18,1.9693809938228156e-11,5.778313639479789e-28,9.690248275842401e-28,9.015923252951414e-15,5.623108922584341e-28,2.9749257768417977e-18,1.054855644764681e-33,9.743514281477421e-28,5.043943690539181e-30,5.523415090693426e-35,6.61571531602806e-34,2.099064512518233e-29,2.361906476396874e-28,1.223053404212683e-27,1.2038871700610662e-16,5.812116414125964e-12
4.185584780650818e-08,0.608599295704379,1.0613263704496729e-19,1.0128306999440884e-14,5.8413186954924755e-22,3.0666917371044837e-18,0.0,0.0,6.142260052750835e-18,5.333955143759979e-32,3.807651945457531e-15,2.887735741764559e-24,5.34730198434864e-18,1.4802824537726026e-51,1.3833816109421247e-39,5.3334717743631244e-36,1.5402754359958444e-40,6.203332157568663e-12,9.669312370901796e-56,2.966101357373386e-57,6.919560569742186e-47,1.0813732308705828e-49,1.3061962994874559e-37,9.460379926965028e-50,1.6456468728798728e-32,8.204343084866217e-44,1.792867581233424e-44,2.2868694277665965e-51,6.781202610467197e-79,4.479655869036003e-65,4.55467257374051e-30,1.8085362199034734e-60,2.3981875990562616e-46,6.8019150522799025e-59,3.76,0.0,0.5324529737433837,0.9997258517799844,5.241734730707146e-34,1.6842067246042596e-54,3.64221447690869e-05,2.8135095729571047e-05,7.975612352980759e-06,3.1137595052791455e-07,0.0002741482032842221,2.114681578889095e-11,4.340300042480271e-19,1.7076217261915756e-12,1.6518336240567961e-18,2.1031895969539122e-11,6.898544755707755e-28,1.122234099797997e-27,9.628673745059985e-15,6.719321975555099e-28,3.0767738321004077e-18,1.2611204852675244e-33,1.1407642925514775e-27,5.947513007821264e-30,6.600593209354075e-35,7.906832502235262e-34,2.592535778077167e-29,2.788894160502727e-28,1.4476229938331546e-27,1.2440295926802545e-16,6.203341022399802e-12
4.319635607009663e-08,0.6085994298363371,1.1930975380551373e-19,1.077722934655156e-14,6.770864591669745e-22,3.371071828474949e-18,0.0,0.0,6.76406407293269e-18,6.455540100073309e-32,4.1887376560040865e-15,3.2790539731880393e-24,5.863197822134167e-18,1.7675595315878214e-51,1.7006469117268206e-39,6.19790648862857e-36,1.882277686325465e-40,6.6072976004722e-12,1.3105897067089135e-55,3.6816353972222684e-57,8.601563988116404e-47,1.3379883602514843e-49,1.5532672458973391e-37,1.2527051084361142e-49,1.914258427732503e-32,1.013860864168034e-43,2.1584909380215686e-44,2.919666046742634e-51,1.0000508539579468e-78,6.011690091718426e-65,5.300865962283014e-30,2.4709577303201586e-60,2.9806817646359394e-46,9.403411105755255e-59,3.76,0.0,0.5324518073010126,0.9997258517788912,6.6747870899476734e-34,2.2611113232378507e-54,3.758858853003262e-05,2.9045943319690445e-05,8.231205164189484e-06,3.1137543476696327e-07,0.0002741482032816575,2.2536380921137313e-11,4.769247706733109e-19,1.7076425581868216e-12,1.7057972704110747e-18,2.241400169499913e-11,8.18772874579589e-28,1.2933588192800335e-27,1.0261591090548291e-14,7.981865002288964e-28,3.1786222934032704e-18,1.4987583558105183e-33,1.3288785718125573e-27,6.975035729069235e-30,7.84118037231332e-35,9.393951411265049e-34,3.1798890392047154e-29,3.274998755343369e-28,1.7042516758857276e-27,1.284171915266311e-16,6.607307345168396e-12
4.5877372597273524e-08,0.6085996980993871,1.4923706391654914e-19,1.2135574413842162e-14,8.980509653359302e-22,4.03894473697625e-18,0.0,0.0,8.133119705778984e-18,9.296313974361724e-32,5.025596162992853e-15,4.179692097184158e-24,6.98945928140047e-18,2.4787318871538794e-51,2.5229301953032068e-39,8.260331723328359e-36,2.7622657205466397e-40,7.453453331875829e-12,2.343698502505828e-55,5.560505493479874e-57,1.3031438528994473e-46,2.0082818161293648e-49,2.1612163168264855e-37,2.142098241337548e-49,2.554132633349025e-32,1.5191075721665622e-43,3.075935229548814e-44,4.6582569450561933e-51,2.1071749714925627e-78,1.055551683172429e-64,7.079545828567819e-30,4.4863389301740685e-60,4.514374086262818e-46,1.7479094738684254e-58,3.76,0.0,0.5324494744239366,0.9997258517766002,1.0596928818912563e-33,3.9733549081305715e-54,3.992146851866681e-05,3.086763217589342e-05,8.742389213676576e-06,3.1137439695241144e-07,0.0002741482032764998,2.544829939938777e-11,5.709063272579044e-19,1.7076841831383472e-12,1.8137241171530413e-18,2.5310268656766725e-11,1.1348856297698195e-27,1.6950261702084467e-27,1.1587926119784047e-14,1.1081204412119035e-27,3.382320434833404e-18,2.08236840809388e-33,1.778375191810943e-27,9.4512310545878e-30,1.0886425031283888e-34,1.3044829249955456e-33,4.6935451298598235e-29,4.448292098290868e-28,2.3273078531065975e-27,1.3644562603179435e-16,7.453465007177617e-12
4.855838912445042e-08,0.608599966361282,1.8436975311809906e-19,1.3574586281161063e-14,1.1727530359402944e-21,4.789671806695649e-18,0.0,0.0,9.678926792505487e-18,1.3119514760990626e-31,5.967187725441779e-15,5.2545416895933426e-24,8.247010019961177e-18,3.407853540610704e-51,3.6614770995619725e-39,1.0836152476946189e-35,3.970675801647804e-40,8.350575300702769e-12,4.065071957463041e-55,8.203546625756527e-57,1.928985579767019e-46,2.9448119176466374e-49,2.949546083330013e-37,3.5592036635485825e-49,3.35108134260843e-32,2.2255984565771673e-43,4.2955684260171877e-44,7.249491834027827e-51,4.289934023617582e-78,1.8008161003135828e-64,9.296425846448622e-30,7.890751183249281e-60,6.68035799994725e-46,3.1492902456916787e-58,3.76,0.0,0.5324471415570824,0.9997258517741702,1.6414615533766522e-33,6.784403769241246e-54,4.2254338462999915e-05,3.268931259800842e-05,9.253571165895334e-06,3.113733528542753e-07,0.0002741482032713044,2.8537268237326346e-11,6.763315445203136e-19,1.7077257690521188e-12,1.921650369131497e-18,2.838260367961678e-11,1.542987307001386e-27,2.186071239257957e-27,1.2994927896506171e-14,1.5088049765846784e-27,3.586020204291271e-18,2.8372096635893245e-33,2.340567951866919e-27,1.2580125490220136e-29,1.482286125719606e-34,1.776486836952832e-33,6.773431164984065e-29,5.9336407378912125e-28,3.1222466690195238e-27,1.4447402052046383e-16,8.350589146114235e-12
5.1239405651627317e-08,0.6086002346220221,2.2525180111290463e-19,1.5094264512251052e-14,1.5101559766694608e-21,5.628097653901538e-18,0.0,0.0,1.1412939771426786e-17,1.8175981055930144e-31,7.019692599308077e-15,6.524612720056011e-24,9.642161587833236e-18,4.602050181226066e-51,5.206964867824387e-39,1.4013634262790137e-35,5.599668468805395e-40,9.298663238910229e-12,6.832207618258058e-55,1.184265893195729e-56,2.7943895489976854e-46,4.2259338995716844e-49,3.95577689768604e-37,5.747035759832904e-49,4.330882462222557e-32,3.1934187948720113e-43,5.889353754726906e-44,1.1015974545137137e-50,8.363461633358934e-78,2.982763387848592e-64,1.2023490546873219e-29,1.3432057891408866e-59,9.67439756934409e-46,5.486882356043075e-58,3.76,0.0,0.5324448087004493,0.9997258517716012,2.4833932654206305e-33,1.124661236852666e-53,4.458719836308218e-05,3.451098458188469e-05,9.764751020783157e-06,3.1137230673210674e-07,0.0002741482032660707,3.1803286724723004e-11,7.938219806488881e-19,1.7077673422427057e-12,2.0295760260581154e-18,3.163099961980596e-11,2.061703532744063e-27,2.7793020873930524e-27,1.448259597657545e-14,2.0187446329352453e-27,3.789721604991922e-18,3.798221985962423e-33,3.0347170254094902e-27,1.6479131191025168e-29,1.9831896555784964e-34,2.3771843997297817e-33,9.575194270003394e-29,7.787671595666688e-28,4.12216605242041e-27,1.5250237499160448e-16,9.29867950793954e-12
5.660143870598111e-08,0.6086007711400369,3.2659980787880535e-19,1.837561832668422e-14,2.4155787606761934e-21,7.587423964962322e-18,0.0,0.0,1.549216561399562e-17,3.333618173845255e-31,9.482162458542813e-15,9.743050721167054e-24,1.2869581525212349e-17,8.020551199631497e-51,1.002209593074474e-38,2.2594877238598312e-35,1.0633264611770103e-39,1.134773595128773e-11,1.8177120824023092e-54,2.3421626916163803e-56,5.57391624687779e-46,8.258979541500594e-49,6.807226950433603e-37,1.4126326411072175e-48,6.959282097185859e-32,6.253595691673055e-43,1.0573809445676576e-43,2.4119058177907907e-50,3.0429173932461744e-77,7.73793767461951e-64,1.9343270822596802e-29,3.6471621415194496e-59,1.928484396325411e-45,1.572761463825512e-57,3.76,0.0,0.5324401430178473,0.9997258517660457,5.391816683388594e-33,2.9232269793561424e-53,4.925288803069518e-05,3.8154303230377617e-05,1.0787104438522241e-05,3.1137021318776814e-07,0.0002741482032554889,3.8866469805949815e-11,1.0674443694721696e-18,1.7078504799352775e-12,2.2454255544430523e-18,3.865594567796241e-11,3.5231180553061814e-27,4.3301554654479614e-27,1.7699929269941165e-14,3.458120312844488e-27,4.197129315100072e-18,6.511884177359209e-33,4.910272562528239e-27,2.715065002170483e-29,3.3966166626820247e-34,4.072526098292724e-33,1.820310734698296e-28,1.2873875167001564e-27,6.899039687676715e-27,1.6855896388083003e-16,1.1347757884092958e-11
6.19634717603349e-08,0.6086013076534319,4.580786889465131e-19,2.197963238466788e-14,3.7053288716825676e-21,9.955680088412522e-18,0.0,0.0,2.0464568325770537e-17,5.784946038634671e-31,1.2462445358542205e-14,1.402739981465473e-23,1.6719608418600002e-17,1.3254643957191267e-50,1.813971588440537e-38,3.4910794349649693e-35,1.9058136944369846e-39,1.3600669324653193e-11,4.375303271875628e-54,4.338307664485463e-56,1.0417172146421784e-45,1.512593969048655e-48,1.1123597908804137e-36,3.1748974853428283e-48,1.0695932604830066e-31,1.149810718991168e-42,1.7969016054989844e-43,4.906080586144205e-50,9.513707668111198e-77,1.8265211661078335e-63,2.975234152152601e-29,8.92902539678304e-59,3.601868626412888e-45,4.040935281806873e-57,3.76,0.0,0.5324354773761305,0.999725851759934,1.0886582860697355e-32,6.912942460753301e-53,5.3918537521907756e-05,4.179758811647011e-05,1.1809449466878084e-05,3.113681216070722e-07,0.0002741482032447544,4.663784295885808e-11,1.3966323567264124e-18,1.707933628882167e-12,2.4612727019739424e-18,4.638504968389064e-11,5.719953979351354e-27,6.469884054852675e-27,2.1239922446279927e-14,5.626354219348517e-27,4.604543595849434e-18,1.0600888292608516e-32,7.6014978238888e-27,4.2679190296296475e-29,5.524806389335579e-34,6.625702716465723e-33,3.254276591947239e-28,2.029338568692219e-27,1.1010209096547131e-26,1.8461539269980414e-16,1.3600698103313664e-11
6.73255048146887e-08,0.6086018441622068,6.248215912659014e-19,2.5906303229181132e-14,5.486571455347177e-21,1.2771622040193564e-17,0.0,0.0,2.642553681208823e-17,9.581690425568883e-31,1.6009978933246445e-14,1.9589162151752334e-23,2.1238160181038363e-17,2.09561009828519e-50,3.1177754298121655e-38,5.203989468845307e-35,3.252889387045978e-39,1.6057461214666486e-11,9.702908607390816e-54,7.606661400134201e-56,1.8422970943770222e-45,2.623646083941512e-48,1.7410290080287272e-36,6.625321831752722e-48,1.5839875988600288e-31,2.0047302212644634e-42,2.9159247828570155e-43,9.378702675907245e-50,2.6455994041436508e-76,3.985505413994861e-63,4.407807538536902e-29,2.0122794040554333e-58,6.365993202520457e-45,9.498421278184491e-57,3.76,0.0,0.5324308117752984,0.9997258517532657,2.067368100752262e-32,1.5110429180823103e-52,5.8584146837121896e-05,4.544083924176294e-05,1.283178610594638e-05,3.113660306634457e-07,0.0002741482032338675,5.511740049877689e-11,1.7861569533613184e-18,1.7080167808881048e-12,2.6771174687701085e-18,5.481825449370567e-11,8.897968860638782e-27,9.33747306251815e-27,2.5102571952258547e-14,8.768780886957637e-27,5.011964479072859e-18,1.652778137088392e-32,1.1341099148812497e-26,6.451276930641945e-29,8.607661954013239e-34,1.032479207893292e-32,5.5245815705120155e-28,3.074693202160781e-27,1.6883722531432995e-26,2.0067166145083786e-16,1.6057498133291096e-11
7.268753786904249e-08,0.608602380666362,8.322948924307363e-19,3.01556274205827e-14,7.88429684872716e-21,1.6074005418036436e-17,0.0,0.0,3.3472077922206615e-17,1.5261794273477508e-30,2.0174198676169246e-14,2.6659702770245615e-23,2.6469183749598415e-17,3.1927752158970707e-50,5.132260175255882e-38,7.525267627170426e-35,5.32920663818356e-39,1.871810947701404e-11,2.0168832071506557e-53,1.2742550696852097e-55,3.11122814925549e-45,4.3493457074083526e-48,2.628367155794528e-36,1.302317355675642e-47,2.2736409608511286e-31,3.343649505778166e-42,4.55200722391031e-43,1.7036286353628426e-49,6.758269542710142e-76,8.170036900896024e-63,6.32699474693939e-29,4.252539916018143e-58,1.0744143634391211e-44,2.083442228109735e-56,3.76,0.0,0.5324261462153507,0.9997258517460411,3.732479319375937e-32,3.1026572269342192e-52,6.324971597673956e-05,4.908405660769817e-05,1.3854114355820101e-05,3.1136393919172876e-07,0.00027414820322282815,6.430513674117153e-11,2.2406993802516855e-18,1.7080999287550002e-12,2.8929598549398065e-18,6.395550296774197e-11,1.3354096703883655e-26,1.308956224645098e-26,2.928787423510872e-14,1.3182347286752128e-26,5.419391996574161e-18,2.485200597211315e-32,1.640203393077262e-26,9.436187393868463e-29,1.2935247931211415e-33,1.5518136386538134e-32,8.981798593263318e-28,4.506320271252661e-27,2.503348862172806e-26,2.167277701361935e-16,1.8718155941739882e-11
8.341160397775007e-08,0.6086034536608129,1.3933438669519002e-18,3.9622222212764946e-14,1.5159221020275703e-20,2.4293116058014058e-17,0.0,0.0,5.121996841741795e-17,3.5499834592221895e-30,3.0550423517898367e-14,4.6384836292654354e-23,3.923218215921553e-17,6.793205632186024e-50,1.2638993915226589e-37,1.4640198913368145e-34,1.3090512140390477e-38,2.4650966541641838e-11,7.87842726896034e-53,3.236607604162154e-55,8.062800578402839e-45,1.0811741829609416e-47,5.502213439189372e-36,4.532150917337587e-47,4.34800218228132e-31,8.451991890148451e-42,1.0153332794219911e-42,5.099420554564216e-49,4.256140938382985e-75,3.127823413261077e-62,1.208563283078449e-28,1.6933613478073502e-57,2.780602417607967e-44,9.15085935460371e-56,3.76,0.0,0.532416815218107,0.9997258517299229,1.1035923942879824e-31,1.192908472781758e-51,7.258073373079316e-05,5.6370390061767165e-05,1.5898745688261518e-05,3.1135975559441714e-07,0.0002741482032002919,8.4805122596534e-11,3.3629823675455245e-18,1.7082662178194584e-12,3.324637485449725e-18,8.43419023783097e-11,2.767502349802844e-26,2.3984964381151177e-26,3.8626422924295476e-14,2.7402085491123067e-26,6.234267060654215e-18,5.166332098831557e-32,3.1867299564357904e-26,1.8685290768986192e-28,2.686420159291099e-33,3.223675020360036e-32,2.1615436888938898e-27,8.952925510966726e-27,5.085866117478538e-26,2.488395073172485e-16,2.4651036765084723e-11
9.413567008645766e-08,0.6086045266367845,2.19067258992461e-18,5.0379389624058647e-14,2.691829173128841e-20,3.4923048745554894e-17,0.0,0.0,7.451256965468336e-17,7.436019195566326e-30,4.398655917361883e-14,7.543576894582358e-23,5.5325761859456947e-17,1.311255106417953e-49,2.768377523643361e-37,2.627737545772793e-34,2.8758069660470077e-38,3.1399223364550387e-11,2.5224595729247226e-52,7.267087829837827e-55,1.8445786048100424e-44,2.379262830206928e-47,1.0477138360001503e-35,1.3233728794786835e-46,7.664943097547324e-31,1.8940939179383865e-41,2.043142737081069e-42,1.3206436838170631e-48,1.91621018456503e-74,9.866221142401394e-62,2.1253597761522666e-28,5.501001145941134e-57,6.353155592986973e-44,3.206307347116737e-55,3.76,0.0,0.5324074843843966,0.9997258517115792,2.8284273267129515e-31,3.7770040630853564e-51,8.191159078728412e-05,6.365658848038443e-05,1.7943343464777674e-05,3.113555714913581e-07,0.00027414820317714594,1.0813775505181912e-10,4.7992754107949825e-18,1.7084325002531448e-12,3.756305593684706e-18,1.0754379088003256e-10,5.223854363221018e-26,4.0760940241077705e-26,4.925554010283943e-14,5.18572506136476e-26,7.049169040771519e-18,9.774800766260557e-32,5.706479158996369e-26,3.3964437581225252e-28,5.079010368646754e-33,6.095956543241416e-32,4.639830857885235e-27,1.6315620498607764e-26,9.455941041858829e-26,2.809506042580795e-16,3.1399324315560324e-11
9.999999999999998e-08,0.6086066725332927,2.746757862738978e-18,5.6807639644905455e-14,3.5954278816792946e-20,4.18668389546066e-17,0.0,0.0,8.98958339335145e-17,1.0878904958799458e-29,5.2770055292622634e-14,9.625216895527642e-23,6.563409238805261e-17,1.825600276298602e-49,4.1383351879632805e-37,3.530435815958636e-34,4.3278934754276887e-38,3.543428364728665e-11,4.923991644739805e-52,1.1012548988927662e-54,2.840016954484494e-44,3.558680653435747e-47,1.4486992352560247e-35,2.396463171145961e-46,1.0186892175217363e-30,2.8745782876239615e-41,2.9132372762072863e-42,2.205668514284727e-48,5.528906656552084e-74,1.9172089185232327e-61,2.818565980646415e-28,1.070762480238078e-56,9.772162790573818e-44,6.811456385390765e-55,3.76,0.0,0.5324023819964604,0.9997258517006072,4.688756032321421e-31,7.3731257685758e-51,8.701399268928857e-05,6.764090361342665e-05,1.9061393613566253e-05,3.1135328343900414e-07,0.0002741482031642309,1.2209494137761066e-10,5.7295952055973665e-18,1.7085234282189076e-12,3.992354214220343e-18,1.214220771589995e-10,7.195739202432929e-26,5.31692045048723e-26,5.561376494872368e-14,7.153244630807251e-26,7.494800116064433e-18,1.3479734844107613e-31,7.654349755709662e-26,4.58906992335812e-28,7.001628875276368e-33,8.404323271484092e-32,6.873784312999259e-27,2.207187906734832e-26,1.2931228262397456e-25,2.9850991064730983e-16,3.543440467044483e-11
1.1558380230387281e-07,0.6086066725332927,4.7185884499036585e-18,7.576533605638105e-14,7.178944643230292e-20,6.465548397762104e-17,0.0,0.0,1.4108436815298289e-16,2.6702046836879205e-29,8.162005950959094e-14,1.724999238259061e-22,9.860897021986225e-17,3.990011117902107e-49,1.0583701455833014e-36,7.148180159291328e-34,1.128821927548425e-37,4.734186767198638e-11,2.0212785161983096e-51,2.896045296955381e-54,7.755794754245174e-44,9.090951524581335e-47,3.119484338335362e-35,8.780813537161825e-46,2.0060693243936554e-30,7.604051352842634e-41,6.730058134429637e-42,7.056413369737326e-48,3.412531799856959e-73,7.838577439007586e-61,5.512868590950071e-28,4.357746209728789e-56,2.6628880879964024e-43,3.128156308635385e-54,3.76,0.0,0.532388823207564,0.9997258516682164,1.47930437283554e-30,3.035300276197867e-50,0.00010057282282043924,7.822858021867889e-05,2.2032438352345513e-05,3.1134720387671617e-07,0.00027414820312902444,1.633007778813753e-10,8.748623804527861e-18,1.708765058255644e-12,4.6196132440946926e-18,1.6239220744924219e-10,1.5386889817099654e-25,1.0028123613169569e-25,7.438536634168418e-14,1.5345695409099535e-25,8.679054759856272e-18,2.8892497342152975e-31,1.5429918055463412e-25,9.39842463716285e-28,1.4996157989828898e-32,1.8004028409698593e-31,1.7306326461708369e-26,4.5323207693735594e-26,2.723003687015183e-25,3.451708774796837e-16,4.7342054569328484e-11
1.5848006673870313e-07,0.6086109641045778,1.5264976153143712e-17,1.4202295697125012e-13,3.280305724197498e-19,1.666909555390354e-16,0.0,0.0,3.786474283237329e-16,1.9886324918281673e-28,2.1099970010790175e-13,6.185665070412464e-22,2.3606960509230203e-16,2.167789066968071e-48,8.197902020583861e-36,3.378160768444297e-33,9.703220004742528e-37,8.901119866620604e-11,5.229931443581183e-50,2.3796188096841506e-53,7.335134653410357e-43,6.876542532180177e-46,1.648080358968979e-34,1.6803630707871393e-44,8.804046775581576e-30,6.5289482276518446e-40,4.17811860980081e-41,9.959391212995248e-47,3.155876736756506e-71,2.082767990207382e-59,2.3455837942386217e-27,1.0447194412174014e-54,2.4981966474903513e-42,1.1222720581411151e-52,3.76,0.0,0.5323515028161719,0.9997258515547881,2.0116353505554637e-29,8.319935061770334e-49,0.00013789335865746407,0.0001073709433672232,3.0210225482072907e-05,3.113304696914948e-07,0.00027414820302546357,3.0761658215193134e-10,2.1826266832317774e-17,1.7094301386368208e-12,6.346114287130293e-18,3.0585480895838083e-10,8.109957469680952e-25,4.019366371450156e-25,1.4013059178121923e-13,8.152781578845151e-25,1.1939160310412535e-17,1.5292835890375993e-30,7.2189053941655725e-25,4.53030901774469e-27,7.926941093657513e-32,9.520265161799803e-31,1.3578338107488933e-25,2.1954030697634784e-25,1.3945885971720465e-24,4.736037417117495e-16,8.901168051218161e-11
