Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41)
6.234761692649624e-13,0.8831175660303563,1.0539933881157012e-15,5.619430203286088e-16,7.351119033400588e-21,3.988666441186848e-21,0.0,0.0,2.2997030898146514e-11,2.183649881211632e-19,9.449274350481487e-25,3.221084934763965e-28,3.283739757961731e-27,5.61739538817562e-41,1.1437507760069393e-28,5.610918817982226e-22,2.676568821492086e-40,3.1979353089211437e-18,1.0334601507209402e-48,1.5367270893627982e-32,4.3873667924009926e-49,2.725527016893018e-48,3.1574561906178155e-17,4.625354276237704e-47,2.6147690331668516e-30,5.982056936691602e-51,3.725241676074498e-59,9.75346970542312e-48,3.5764401682809614e-85,7.596871776840354e-68,2.252871901530704e-29,1.6374789550312172e-71,4.0228073599036085e-63,1.6838758937743488e-73,3.76,0.0,0.8295895203076264,0.9999961493552871,1.301753204099007e-26,4.396719593695612e-47,3.1284900861033917e-07,1.8984865833458384e-07,5.018535501177327e-08,7.281496304459213e-08,3.850621715612374e-06,4.933099274136907e-15,1.4273566404262725e-24,2.1682870661656765e-14,1.9619579737415704e-23,1.6280193390278588e-17,3.490011500600271e-41,5.6905278186921336e-39,1.4999617032679982e-19,5.333072768591479e-41,1.1307449081760722e-20,1.0527148341298387e-50,5.5549063082998326e-39,2.5363578697725776e-42,4.395675075255801e-41,3.955860937337705e-39,6.977895956381785e-52,5.46287518434307e-51,8.104888115462847e-48,8.540960839448074e-23,3.1979353237394016e-18,2.660655283508104e-25,1.758554277199274e-11,5.411295614786966e-12,4.2745340659567747e-16,1.5758278117812197e-22,4.728112603052529e-16,2.1093723068136775e-16,2.1704587387129703e-16,1.8152219816791533e-17,1.8111118679283906e-16,1.1367798911682482e-22,1.3417460944678346e-16,4.913229145703263e-22,1.0259948601727998e-16,8.823661665137825e-25,4.4348871485344815e-27
7.617863073468396e-13,0.8831175769953252,1.4701121564513551e-15,6.86646052939006e-16,1.1062130052718947e-20,6.627226809739936e-21,0.0,0.0,2.809861172978311e-11,3.2599383566641255e-19,1.6978701450111904e-24,6.844854299085642e-28,5.973574070351305e-27,1.1937033400746184e-40,2.0548180628990534e-28,1.0080364001590993e-21,6.937971261071478e-40,4.774949774582198e-18,3.1949965932526796e-48,3.314213605223183e-32,1.6400270273200218e-48,1.0188208210327497e-47,4.7135052434825936e-17,1.1834628706586536e-46,4.698304869168638e-30,1.8495995268599004e-50,1.2911472543962073e-58,3.015529332336576e-47,1.9780584092890737e-84,3.209506788531073e-67,4.048050597216081e-29,6.923613675001924e-71,1.5217366240236088e-62,9.458464994689824e-73,3.76,0.0,0.8295894509010283,0.9999952959279824,2.3539814253935106e-26,1.2531428778957962e-46,3.822505071389267e-07,2.3196935379857413e-07,6.131898444942577e-08,8.896212079612151e-08,4.704043918572076e-06,7.364659512738474e-15,2.564446777531362e-24,3.236478900492175e-14,2.9288087229439024e-23,2.430640653274623e-17,9.041038954012696e-41,1.4739848359618645e-38,2.239555694277075e-19,1.3815786681096305e-40,1.688335008826892e-20,3.117075451962121e-50,1.438872016459814e-38,6.570393882193849e-42,1.1387437543307468e-40,1.0246565458657663e-38,2.0661408210467922e-51,1.6175496073482756e-50,2.3999739185273957e-47,1.4170501897615367e-22,4.7749498011623204e-18,4.7802377272515145e-25,2.1486641864303417e-11,6.611579116653026e-12,6.381339376974399e-16,2.831152213518802e-22,7.058479678335735e-16,3.149078222314656e-16,3.2401993908467966e-16,2.709807561566398e-17,2.703667641905686e-16,2.0422994443399711e-22,2.003047224443719e-16,7.334798979436871e-22,1.5316866119769118e-16,1.5842622172716108e-24,7.968051934997898e-27
1e-12,0.883117598925261,2.3419830458416314e-15,9.014609815629574e-16,1.9319150498113438e-20,1.338972950985742e-20,0.0,0.0,3.688513187516995e-11,5.617495199202186e-19,3.767115834248276e-24,1.922526677221931e-27,1.3533635138380362e-26,3.352768110482327e-40,4.557929443777168e-28,2.235995253875667e-21,2.5972703991944574e-39,8.230490280224183e-18,1.579887878677966e-47,9.493469488931385e-32,1.099696507874346e-47,6.831556161807453e-47,8.121641253105968e-17,4.3894507601944126e-46,1.0424347169854457e-29,9.148158728797028e-50,7.82121146481879e-58,1.4913264631036936e-46,3.2338844710758364e-83,2.890830538281201e-66,8.981653841052856e-29,6.245620593022964e-70,1.0464787009044396e-61,1.2876911424693725e-71,3.76,0.0,0.8295893313609835,0.99999382672765,5.279993420453093e-26,5.534594876764606e-46,5.017817703145119e-07,3.045189237907186e-07,8.049516545828188e-08,1.1676759820375465e-07,6.173235464253479e-06,1.2691031799478627e-14,5.6888045484916674e-24,5.575534339226768e-14,5.0464005162076305e-23,4.189027660865252e-17,3.3803801681072704e-40,5.509891055321822e-38,3.8600164478057625e-19,5.165774551243338e-40,2.9100924172406566e-20,1.4432656873605231e-49,5.378753241258267e-38,2.4565092069114904e-41,4.257848890329255e-40,3.830207380573617e-38,9.566578568936202e-51,7.48955657623364e-50,1.1113492200388567e-46,2.857395012193957e-22,8.230490339023687e-18,1.060416032096023e-24,2.8205542685977096e-11,8.67872463423759e-12,1.0996121216515266e-15,6.28027912859563e-22,1.2162962052247855e-15,5.4265433084538e-16,5.583346170548368e-16,4.669192047244023e-17,4.658600105203742e-16,4.530180092756512e-22,3.451557460324927e-16,1.2639000349960703e-21,2.6393709578479224e-16,3.511829429895178e-24,1.767640480531836e-26
1.038406583510594e-12,0.883117598925261,2.5009333945059285e-15,9.360994285204502e-16,2.087588999985871e-20,1.4777376507611366e-20,0.0,0.0,3.8301758648112347e-11,6.057278208123614e-19,4.2070322391217025e-24,2.2161132737176518e-27,1.5161941893925837e-26,3.864763740435947e-40,5.089997518168665e-28,2.4970136533548064e-21,3.1003937648098653e-39,8.875243092462802e-18,1.9419810587712235e-47,1.0970151805335158e-31,1.3873766819213634e-47,8.618688439302933e-47,8.757361102151964e-17,5.235963718452685e-46,1.1641694995375237e-29,1.1245076041956905e-49,9.791733406667441e-58,1.8331446189732426e-46,4.283749889902325e-83,3.7236967793540095e-66,1.0030534553070494e-28,8.04574738989891e-70,1.3228498361751922e-61,1.6924978925374108e-71,3.76,0.0,0.8295893120878497,0.9999935899316665,5.906355583953681e-26,6.729860967000347e-46,5.210534882337904e-07,3.1621643144695454e-07,8.358695816433777e-08,1.2125000927619498e-07,6.410030031140941e-06,1.3684643593534895e-14,6.352959056033846e-24,6.011767741674057e-14,5.441388283227929e-23,4.517076945267589e-17,4.0345866654875135e-40,6.576044079153637e-38,4.162353652851097e-19,6.16553098123589e-40,3.138050553632834e-20,1.7628274512398664e-49,6.41954832998948e-38,2.9319019764899326e-41,5.0818964915240454e-40,4.571337234003772e-38,1.1684763469896872e-50,9.147861364485866e-50,1.3574341888456277e-46,3.1526680407466334e-22,8.875243158098929e-18,1.1842168780257048e-24,2.9288811184715694e-11,9.011990838848512e-12,1.1856961991564998e-15,7.0134582088392455e-22,1.3115152407080927e-15,5.851391055978732e-16,6.020432451040276e-16,5.0346785688316707e-17,5.023255389696637e-16,5.0590121091526955e-22,3.721760450072862e-16,1.3628439448336456e-21,2.845999350495586e-16,3.921471129694685e-24,1.974018406042544e-26
1.3150268596743483e-12,0.8831176208551934,3.796522217619967e-15,1.185616091375901e-15,3.3997677239856396e-20,2.767069723190455e-20,0.0,0.0,4.850488591627519e-11,9.71429999620032e-19,8.444210672944656e-24,5.463561530913467e-27,3.1136308332069e-26,9.528087469734313e-40,1.0213557834525137e-27,5.010497964665164e-21,9.62588030979311e-39,1.4238302762291196e-17,7.355814667763913e-47,2.74448903777806e-31,6.377078004714503e-47,3.961579796241333e-46,1.4043267579234312e-16,1.609378894233286e-45,2.3367000949100147e-29,4.2602437641369345e-49,4.272347452978515e-57,6.944319441912582e-46,3.096236839402123e-82,1.970571751050852e-65,2.0133249599600673e-28,4.26339816701417e-69,6.191372148810479e-61,1.129386625884438e-70,3.76,0.0,0.8295891732746942,0.9999918850791012,1.1998733684508957e-25,2.3808108134101978e-45,6.598564480457188e-07,4.0047108970608716e-07,1.0585588479140454e-07,1.5352933028972866e-07,8.114872393173623e-06,2.1947256123520543e-14,1.2748899212866694e-23,9.638217591177468e-14,8.725574091161537e-23,7.245367336196402e-17,1.2511715299546689e-39,2.0388782081759636e-37,6.677016661232505e-19,1.912053918693397e-39,5.034168165709268e-20,6.43173605016698e-49,1.9903979704280434e-37,9.09176659334564e-41,1.5760122727693485e-39,1.4173077833507075e-37,4.2632066835782433e-50,3.3376252458845026e-49,4.95308983558944e-46,5.893216253268738e-22,1.4238302893594696e-17,2.3764423073275993e-24,3.709094203796942e-11,1.1412195537856719e-11,1.9015197269245637e-15,1.4073944387218378e-21,2.103300572808349e-15,9.384274310516725e-16,9.654936705977522e-16,8.073664885865364e-17,8.05532150736326e-16,1.0151430462307411e-21,5.968585834962164e-16,2.1855957851911042e-21,4.564208933448548e-16,7.865315290826756e-24,3.961540114452323e-26
1.5916471358381026e-12,0.8831176427851222,5.356865337158936e-15,1.4351962987519177e-15,5.0575606259395266e-20,4.644247796885049e-20,0.0,0.0,5.870799354640733e-11,1.4231001318569911e-18,1.4895439788082482e-23,1.143667084523336e-26,5.617076918293618e-26,1.9944742436211994e-39,1.8011381228140537e-27,8.835911367511825e-21,2.4276661410639264e-38,2.0865472207926354e-17,2.1895691990261416e-46,5.798447838854893e-31,2.244076635663304e-46,1.3940687504664519e-45,2.057086012110919e-16,4.0266854242184017e-45,4.121931652769051e-29,1.2683937828935604e-48,1.4388114494668789e-56,2.0673254494267278e-45,1.6096406843858103e-81,7.832192613626438e-65,3.551523903997744e-28,1.6973062179911315e-68,2.2198078788384766e-60,5.598447486319995e-70,3.76,0.0,0.8295890344615617,0.9999901813694898,2.142016316329092e-25,6.738743638828505e-45,7.986593865748945e-07,4.847333264822162e-07,1.2812576407271988e-07,1.85800086197095e-07,9.818571801286172e-06,3.21526757904955e-14,2.2484331700031324e-23,1.4114942452239845e-13,1.2781078514108308e-22,1.0615838295971963e-16,3.151784014817549e-39,5.134988119207728e-37,9.784023544261264e-19,4.816722191713789e-39,7.377129155103685e-20,1.8638070344591376e-48,5.0129916241662284e-37,2.290175986279327e-40,3.970225651407711e-39,3.5694940326685114e-37,1.2353988467077654e-49,9.671857685452677e-49,1.4354485537005432e-45,9.87720470249271e-22,2.086547243876552e-17,4.191157360517585e-24,4.489303444701685e-11,1.3812193237142897e-11,2.7855958126067058e-15,2.4820472783228352e-21,3.081195150026046e-15,1.37477724496062e-15,1.4143631922417287e-15,1.1826578479084178e-16,1.1799671232033046e-15,1.7901905757327365e-21,8.743478849421181e-16,3.2017200994266357e-21,6.686304410049863e-16,1.3866220816409502e-23,6.986950232084191e-26
2.1448876881656114e-12,0.88311768664497,9.271762805373753e-15,1.9345483474159727e-15,9.467613337232892e-20,1.0603823316232628e-19,0.0,0.0,7.911414993972869e-11,2.5843433223805255e-18,3.633508007611647e-23,3.765996213740489e-26,1.4378560633844092e-25,6.56758566902751e-39,4.390795532287937e-27,2.154014660681159e-20,1.1256659867453316e-37,3.791735742830331e-17,1.4231684885060557e-45,1.9266526293437285e-30,2.074683775187788e-45,1.2888320411471728e-44,3.7349685744931177e-16,1.8492660024122003e-44,1.0054983741171334e-28,8.248379634238317e-48,1.4162800966923796e-55,1.3440408261821886e-44,7.158573567233516e-80,1.2026209732496507e-63,8.663674514077171e-28,2.6138299457651943e-67,2.1748442440643536e-59,1.2404033970778459e-68,3.76,0.0,0.829588756835366,0.9999867773760338,5.363293005377298e-25,4.0194329252728877e-44,1.076265199785698e-06,6.532805274435911e-07,1.7266837959515634e-07,2.503159118719685e-07,1.322254485074153e-05,5.839263137539443e-14,5.482255645926423e-23,2.5615775989933796e-13,2.32049240402669e-22,1.9284590094227028e-16,1.4571086408374974e-38,2.3722966334264582e-36,1.7776928807769987e-18,2.227033628040229e-38,1.3405295020335289e-19,1.2385254450443531e-47,2.3160947188227516e-36,1.05862143201124e-39,1.8357102004061382e-38,1.6489869839172597e-36,8.209245765320926e-49,6.427057892080332e-48,9.542243531688531e-45,2.249979112295754e-21,3.791735798717793e-17,1.0219083149153135e-23,6.049710402171067e-11,1.8611567727815755e-11,5.058471780859014e-15,6.051461033480236e-21,5.595277754318817e-15,2.496678619488455e-15,2.568328302227425e-15,2.1473456278070312e-16,2.1424464120851576e-15,4.36415393772604e-21,1.5877294592887515e-15,5.814026557302218e-21,1.214211045048666e-15,3.379084681321133e-23,1.7037393930307134e-25
2.69812824049312e-12,0.8831177305048051,1.424552298677755e-14,2.434157565537512e-15,1.5432451028123477e-19,2.0235648036822198e-19,0.0,0.0,9.95202279218999e-11,4.089455533454505e-18,7.229993123147244e-23,9.400189176626223e-26,2.9932037561196895e-25,1.6393049146670877e-38,8.731389364235034e-27,4.283412411108599e-20,3.5509297544575e-37,6.004127898195232e-17,5.5721123710658754e-45,4.826370698181547e-30,1.0045599685725215e-44,6.240495426478776e-44,5.909101636944122e-16,5.806046675724001e-44,2.0007863419888244e-28,3.2308187276579396e-47,6.873547079704106e-55,5.263419011979686e-44,6.053913572419762e-79,7.113200113758911e-63,1.7239638244727345e-27,1.5511460464949452e-66,1.0964538633120226e-58,9.334989900863948e-68,3.76,0.0,0.8295884792092626,0.99998337794514,1.0941861130888872e-24,1.5052488424185408e-43,1.3538709278676141e-06,8.218580181261329e-07,2.1721480273545907e-07,3.1479750456926515e-07,1.6621955338307742e-05,9.240589331356111e-14,1.0903880509570587e-22,4.050742104370004e-13,3.67106970427752e-22,3.0525855788258903e-16,4.5849174538699856e-38,7.46031201357871e-36,2.8144770217630172e-18,7.008078835692665e-38,2.1225957991912145e-19,4.87212393294033e-47,7.283981332819405e-36,3.330641641085934e-39,5.776803345546407e-38,5.185487678812513e-36,3.229318326947145e-48,2.528275417012163e-47,3.754742172436537e-44,4.285861309494379e-21,6.004128008576268e-17,2.03250876397361e-23,7.610102008635371e-11,2.3410114492524554e-11,8.004256673101218e-15,1.2035203633948618e-20,8.853694810651904e-15,3.950877621200593e-15,4.063876424266152e-15,3.397385660187109e-16,3.3896126615282596e-15,8.67850134704086e-21,2.5122863004196933e-15,9.199644702740185e-21,1.921333269441711e-15,6.718170549209042e-23,3.3889136222561606e-25
3.804609345148137e-12,0.8831178182244349,2.7369224022545142e-14,3.434155404774528e-15,3.2481628786138344e-19,5.400459129126558e-19,0.0,0.0,1.4033214902429935e-10,8.131279650580103e-18,2.0283005148184563e-22,3.7535974509097916e-25,9.170959714253008e-25,6.54582872706103e-38,2.4463038789744428e-26,1.200104967679956e-19,2.066921685513349e-36,1.195463017420993e-16,4.676472210227981e-44,1.9324140685734736e-29,1.2262808173748459e-43,7.617789193566361e-43,1.1745000439967159e-15,3.3564560796869342e-43,5.6132017105365765e-28,2.714022277555309e-46,8.895883006848743e-54,4.419351362471029e-43,2.9566332079773005e-77,1.3787009576334958e-61,4.836732279187295e-27,3.0316032077963574e-65,1.4764266605178662e-57,2.8361781546018546e-66,3.76,0.0,0.8295879239573326,0.9999765927466512,3.2277477614508742e-24,1.1897497285944075e-42,1.9090821286503875e-06,1.1591038044013186e-06,3.063190639542699e-07,4.436580634663342e-07,2.340711301440151e-05,1.837578197579521e-13,3.05617957418471e-22,8.043604524935696e-13,7.295918373433473e-22,6.073591781176322e-16,2.6537793748363134e-37,4.3118720036649607e-35,5.601990928213557e-18,4.057075868967029e-37,4.225826662017115e-19,4.220744194405581e-46,4.210547480175235e-35,1.9272192419388825e-38,3.344486054230493e-37,2.996813196075034e-35,2.797469455144109e-47,2.190239786929563e-46,3.255189024598079e-43,1.1403465038487306e-20,1.1954630479044612e-16,5.696754174872469e-23,1.0730839238908319e-10,3.300472556454881e-11,1.59142857134516e-14,3.3728066150670985e-20,1.7603261573766473e-14,7.856304768804917e-15,8.07947501181192e-15,6.752945399372423e-16,6.737408312934827e-15,2.4315392383344387e-20,4.994789102340307e-15,1.8290345507448375e-20,3.8201689545828765e-15,1.8818679256809087e-22,9.50019286898245e-25
4.9110904498031545e-12,0.8831179059440116,4.4727152299938476e-14,4.435205632776518e-15,5.711726636432233e-19,1.1294249127361455e-18,0.0,0.0,1.811437575974102e-10,1.3548557728880068e-17,4.366442233974787e-22,1.0373412124347253e-24,2.133207561227315e-24,1.808977670208328e-37,5.25973705819341e-26,2.580328859985173e-19,7.33454160884876e-36,1.9946273926844438e-16,2.0869335759756486e-43,5.34592677345945e-29,6.881342683492901e-43,4.274742160343536e-42,1.9562540916265995e-15,1.185197011505398e-42,1.2084274528573113e-27,1.2121769829674522e-45,4.898446798357653e-53,1.973048521283172e-42,2.81195915595571e-76,9.260925035094556e-61,1.0412987081351265e-26,2.054938103593567e-64,8.856870738329883e-57,2.550329373523082e-65,3.76,0.0,0.8295873687057719,0.9999698257251985,7.273399964451686e-24,5.155769402281255e-42,2.4642929889344394e-06,1.496470556581554e-06,3.9543853187094746e-07,5.723819080059995e-07,3.0174093654630376e-05,3.0621944086014206e-13,6.573485843727622e-22,1.3384656834773413e-12,1.2150881704182816e-21,1.0126602061528468e-15,9.37134889697307e-37,1.5209650054944453e-34,9.343876180769534e-18,1.4328904730033034e-36,7.050105655584698e-19,1.8736845258576646e-45,1.4853854240361191e-34,6.804051032942364e-38,1.1812735769771991e-36,1.0570193160471935e-34,1.241828769249089e-46,9.722921144713306e-46,1.445792740635945e-42,2.3789282522631027e-20,1.9946274573164666e-16,1.22529799282245e-22,1.3851515276439765e-10,4.2596027896880455e-11,2.6515146846620998e-14,7.25355911898765e-20,2.9329352991285696e-14,1.3091331580763498e-14,1.3460664479414205e-14,1.1248180905893165e-15,1.1222156557524158e-14,5.228101450293957e-20,8.32158244860485e-15,3.047287958991021e-20,6.365070122827628e-15,4.0457908238406705e-22,2.0437135082932846e-24
7.12405265911319e-12,0.8831180813830065,9.214243548472544e-14,6.440526396487707e-15,1.3279475209713418e-18,3.3427540392842945e-18,0.0,0.0,2.6276604011709057e-10,2.850941693384263e-17,1.33547821835861e-21,4.645004673942416e-24,7.544955789662077e-24,8.10000604047828e-37,1.604479119905578e-25,7.871359127277556e-19,4.951063374073705e-35,4.2085662124805616e-16,2.0800055447019346e-42,2.3969960035020677e-28,1.0268886238334658e-41,6.378981486773666e-41,4.113359802339509e-15,7.916840392855709e-42,3.6962293535204606e-27,1.210348100557882e-44,7.722579310991634e-52,1.968158766201859e-41,1.9004912339411338e-74,2.290112872761613e-59,3.185237225274364e-26,5.21209178635022e-63,1.5590688696771413e-55,1.0966920439695513e-63,3.76,0.0,0.8295862582037581,0.9999563460190136,2.4333112646116877e-23,4.94171544660994e-41,3.5747136880511997e-06,2.171566444775663e-06,5.73723024484696e-07,8.294200333289148e-07,4.365371821534295e-05,6.445156224225575e-13,2.00682556275907e-21,2.808975337094417e-12,2.5544064763985736e-21,2.1336591201929086e-15,6.256211869236237e-36,1.0124278812153001e-33,1.9702424919492378e-17,9.5694164620777e-36,1.4872541712872634e-18,1.9193840411312118e-44,9.890258006672516e-34,4.539550986571928e-37,7.890004837755189e-36,7.034755006501286e-34,1.2720207189102931e-45,9.959905463241081e-45,1.4833165379424616e-41,7.00881477234629e-20,4.208566403790388e-16,3.740675563192711e-22,2.009268433516596e-10,6.176871210910325e-11,5.5787222941350757e-14,2.2138321434132174e-19,6.17089424285066e-14,2.755127196684424e-14,2.8317837951016244e-14,2.3653063394015848e-15,2.3597729928050846e-14,1.5948991589482965e-19,1.750694734836442e-14,6.410967972886295e-20,1.339279979139714e-14,1.2341128384914632e-21,6.2414045751147165e-24
9.337014868423224e-12,0.8831182568217891,1.564848689224017e-13,8.450246070844335e-15,2.4975973698165295e-18,7.401426668728015e-18,0.0,0.0,3.4438708139252693e-10,4.897191560739755e-17,3.012306550780836e-21,1.3604741015911358e-23,1.918634631794389e-23,2.3723522792498873e-36,3.61011934933946e-25,1.7710939585858144e-18,1.8912777237025294e-34,7.248747501108252e-16,1.0040571249404444e-41,7.0273739242166715e-28,6.295377282642737e-41,3.9106172429237715e-40,7.060438462776363e-15,2.998606299360825e-41,8.337727144987326e-27,5.852318021875889e-44,4.5940010787563913e-51,9.508987509582939e-41,1.986090554919986e-73,1.6741359367897302e-58,7.185502241122635e-26,3.912207171575116e-62,1.0593678873196036e-54,1.123978500051985e-62,3.76,0.0,0.8295851477032209,0.9999429384385364,5.932296979432582e-23,2.3424136666957984e-40,4.6851330253074764e-06,2.8471446555222468e-06,7.520681540150979e-07,1.0859130385180796e-06,5.706121706955907e-05,1.1073820993412384e-12,4.518792129076895e-21,4.812297585111076e-12,4.383643917249211e-21,3.669843136018075e-15,2.367554673678284e-35,3.823047861858498e-33,3.3913398949762764e-17,3.6223908837984115e-35,2.5611315283682145e-18,9.148722917555364e-44,3.735473073075178e-33,1.717134980273723e-36,2.986942579425433e-35,2.6560466102667906e-33,6.062773538203923e-45,4.747328500723834e-44,7.077236139365361e-41,1.5456247004696001e-19,7.248747919099976e-16,8.422818914048337e-22,2.6333610307310077e-10,8.092817865936975e-11,9.581620015936743e-14,4.983605110187445e-19,1.0598812900060939e-13,4.7332871505284815e-14,4.8631438828948276e-14,4.060280628331608e-15,4.050677601460929e-14,3.588714380846458e-19,3.006619514745602e-14,1.1010251006464137e-19,2.3003984188461034e-14,2.776850886975164e-21,1.405836828875239e-23
1e-11,0.8831184322603598,1.7905562787290035e-13,9.05321657117614e-15,2.939272778334083e-18,9.060008916675596e-18,0.0,0.0,3.6883982792814713e-10,5.617331622849833e-17,3.702724769250309e-21,1.7877814957214596e-23,2.4384425446924857e-23,3.1174553781742e-36,4.434253647091467e-25,2.1754138791933003e-18,2.670864101559775e-34,8.321373937250818e-16,1.5164485101853405e-41,9.237275987087165e-28,1.0252644435185534e-40,6.368803073306328e-40,8.096879147882879e-15,4.222828192738527e-41,1.0248908504475774e-26,8.844423225558703e-44,7.382337961370338e-51,1.4366438585145304e-40,4.0117532011757193e-73,2.9038931107475342e-58,8.83273241073552e-26,6.883349170623666e-62,1.7931415786711364e-54,2.2510303366370447e-62,3.76,0.0,0.8295848150067539,0.9999389356219368,7.455915072051438e-23,3.521179237201903e-40,5.017805187828957e-06,3.049636029082352e-06,8.055106618191943e-07,1.1626502684680678e-06,6.106400921570332e-05,1.270316641887846e-12,5.551614698664465e-21,5.515562342304488e-12,5.026830928565846e-21,4.2111321843979775e-15,3.332903809860171e-35,5.3781210589288386e-33,3.8924305700540594e-17,5.099843478282507e-35,2.939946889173327e-18,1.3728768919345773e-43,5.2552823174227746e-33,2.416929798071805e-36,4.205338405366114e-35,3.736264713369595e-33,9.097775674542532e-45,7.123917403393638e-44,1.062381880811107e-40,1.8897548503500872e-19,8.321374446050489e-16,1.034791382959295e-21,2.820329283323779e-10,8.666562458865334e-11,1.099019940330447e-13,6.122182882971138e-19,1.2156969576186115e-13,5.429558346028035e-14,5.5778855930915375e-14,4.65641982326291e-15,4.645370954369369e-14,4.408017887817863e-19,3.448532150308742e-14,1.2628584839235216e-19,2.6386265215199102e-14,3.41081105521386e-21,1.7273242719581753e-23
1.1549977077733259e-11,0.8831184322603598,2.377479694427434e-13,1.0464490615858035e-14,4.153047966807907e-18,1.3864325168563548e-17,0.0,0.0,4.2600688730440405e-10,7.493593660298132e-17,5.7123961832936e-21,3.158156273944158e-23,4.039244524467215e-23,5.506973726563696e-36,6.829529397455566e-25,3.3505423806534155e-18,5.411903357275168e-34,1.1121643803670224e-15,3.450149862026011e-41,1.6327764134094645e-27,2.6192708884216908e-40,1.6270465410936358e-39,1.0795704763782928e-14,8.511560625130025e-41,1.5812169915318306e-26,2.0143808577697622e-43,1.8484878472390204e-50,3.2704452910308925e-40,1.3260975411979322e-72,8.085756564293683e-58,1.3627836973802008e-25,1.9525573874241252e-61,4.835876105108314e-54,7.378366811799184e-62,3.76,0.0,0.8295840372041606,0.9999296025977467,1.2070671642455096e-22,7.951207165145824e-40,5.795551000792676e-06,3.523204163748189e-06,9.304737941457503e-07,1.3418620791683184e-06,7.039697623703583e-05,1.6949063521083854e-12,8.554803116813247e-21,7.344153959485326e-12,6.701382418289882e-21,5.6227906697629085e-15,6.712866165886621e-35,1.0817961935027674e-32,5.199993020198345e-17,1.0273424013358666e-34,3.928768705547104e-18,3.0882118288813875e-43,1.0572237104635541e-32,4.8666483462643444e-36,8.471940665616922e-35,7.514788967985846e-33,2.0464372385367588e-44,1.6024768666315045e-43,2.3911311201097704e-40,2.8842673161190116e-19,1.11216445713188e-15,1.594556324766501e-21,3.257429431148793e-10,1.0007443906232461e-10,1.4659779693395246e-13,9.432349681436773e-19,1.6216258305817558e-13,7.243829459315473e-14,7.439750749453367e-14,6.208820082168743e-15,6.193975692345022e-14,6.789314622341157e-19,4.5997143937535674e-14,1.6844384239798098e-19,3.519808595982802e-14,5.253447312894596e-21,2.662311996351274e-23
1.3762939287043293e-11,0.8831186076987189,3.359252751914609e-13,1.2483385727049009e-14,6.367201467311913e-18,2.3290121914001096e-17,0.0,0.0,5.076254637012875e-10,1.0640136318413363e-16,9.682846269036105e-21,6.325860692673996e-23,7.521024578673207e-23,1.1030363497086621e-35,1.1548661871195263e-24,5.6657875410578915e-18,1.2937159015770436e-33,1.5833680215115629e-15,9.608566382387061e-41,3.2733873262610126e-27,8.570291411442602e-40,5.323669761874724e-39,1.5317377073585286e-14,2.0189053219183736e-40,2.68039946544591e-26,5.6191798096407595e-43,5.89337563489004e-50,9.115804103256749e-40,6.889288398740486e-72,3.0674495005660775e-57,2.3102601168374245e-25,7.700762433028467e-61,1.7305121988470676e-53,3.693256859272571e-61,3.76,0.0,0.8295829267065772,0.9999163381127342,2.1842376642211663e-22,2.1941153433112706e-39,6.90596761459601e-06,4.199743946584797e-06,1.1089398188161536e-06,1.5972683083861466e-06,8.366137962817773e-05,2.4071756725548454e-12,1.447665464413992e-20,1.0400294158889104e-11,9.506203845970316e-21,7.994070352214279e-15,1.5901172926461149e-34,2.5574496378293995e-32,7.398500126283395e-17,2.4341449100038234e-34,5.592276128534657e-18,8.46835463599462e-43,2.49984447766688e-32,1.152314930141719e-35,2.007470272992006e-34,1.7763335046944271e-32,5.611400519749183e-44,4.394198647729051e-43,6.562668986274228e-40,4.827242458578016e-19,1.5833681474250904e-15,2.6983157895220474e-21,3.881473746227681e-10,1.192075048164159e-10,2.0812773507779936e-13,1.5957583775014605e-18,2.3022797962362333e-13,1.028696969438746e-13,1.0561208267582381e-13,8.810005713385168e-15,8.788715444628795e-14,1.1481129205420513e-18,6.529761592611568e-14,2.3912615569668455e-19,4.997456851576161e-14,8.884124351550369e-21,4.5066362107721714e-23
