Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642)
8.101042459483296e-07,0.7366683240849335,4.039515470898469e-06,3.9884850677913493e-07,1.4819087908136836e-06,8.134377098636628e-06,0.0,0.0,3.3676447979226056e-06,9.445494732395386e-09,5.961802408891606e-08,1.7539179297583596e-09,7.134844147738573e-09,1.281544601051887e-19,1.6824628844738792e-14,4.2844607989788664e-10,8.01915912547635e-08,2.932538964232002e-07,8.76289543375195e-19,1.8788544312718173e-13,1.4085687715281292e-17,5.243517551394138e-19,4.286294468173113e-11,1.046181261734357e-13,1.6427749168045454e-12,7.313361823089342e-19,1.126267080834659e-20,1.7278268179793968e-15,3.0465630978049178e-15,1.917703050295146e-16,1.5402094942691238e-11,8.513975341566011e-19,4.442701992685576e-19,2.6282472727086622e-17,3.76,0.0,0.5867684852285011,0.9989997316794267,1.8016057392496577e-06,1.3257142830468778e-08,0.02644233244553211,0.021287742207624933,0.005088831275145072,9.378386492846625e-06,0.0009938361738906416,2.7417798490403926e-05,1.4101848338574356e-10,6.152586490702495e-10,2.2901197048318707e-15,1.4419432246701602e-06,4.4535697520209373e-14,3.1283149953690976e-14,6.525077965731119e-09,4.9641966265984987e-14,1.504642351856762e-12,5.010179573830283e-20,5.360241259467098e-14,1.4924734711597048e-16,5.047470259790213e-15,1.90799034428959e-14,2.9634731487494404e-21,2.907793713471e-20,1.9532711400868622e-14,7.674850597868201e-13,4.821344945999678e-07,3.040843281742732e-08,1.8365048106818314e-06,3.136907221180492e-07,7.940461911459996e-06,1.200943597014325e-06,8.337318505926686e-06,1.8346889369056317e-07,6.934651297869164e-08,2.913662460822767e-08,6.688460383816101e-08,3.913202043517325e-08,2.308696626383643e-06,1.0799054962564645e-09,1.7975369045473448e-05,3.657464247575199e-10,5.065032808203876e-07,3.975943317972339e-11,4.576638764680311e-11,9.262446881585267e-16,1.4879534747696966e-10,1.501658075618611e-08,1.624559377058766e-08,1.2186361619066653e-09,1.450521703635886e-16,2.285965899197322e-12,4.063037802311815e-08,1.5354479265206818e-05,1.2019688050459496e-11,1.7214200291170145e-10,5.707362720989986e-09,9.920437817471094e-10,2.079544349815611e-15,2.3257148840001822e-09,2.4771158009527325e-13,4.1204037051333115e-13,2.60502406771421e-14,8.902654947542433e-17
8.315212532900886e-07,0.7367618455540904,4.2033288237904055e-06,4.182312809785917e-07,1.5586470848603423e-06,8.682416669941996e-06,0.0,0.0,3.4651103029800963e-06,9.93086164877908e-09,6.57954603211847e-08,1.891505393563812e-09,7.934869409115563e-09,1.411445013649407e-19,1.7791269455485934e-14,4.3518960121919717e-10,8.481767895609757e-08,3.0903823760523546e-07,1.0231614818572519e-18,2.040780551183824e-13,1.6515802977940586e-17,5.411611244274066e-19,4.304595304104816e-11,1.195711642705673e-13,1.73983103488405e-12,8.605033188081576e-19,1.3146703763759512e-20,1.9301586293752664e-15,3.4938648738494936e-15,2.155557031667439e-16,1.6663904220373002e-11,1.0016635862820133e-18,5.272072670060712e-19,3.16057609155847e-17,3.76,0.0,0.5860841251267469,0.9989994420596275,1.950795213009514e-06,1.4370628651755027e-08,0.027126449499244833,0.021836730451527453,0.005220960964627722,9.369157642818387e-06,0.0009938358800809454,2.8876594117104383e-05,1.4924481765586665e-10,6.160894985722008e-10,2.348907776457829e-15,1.518370257022553e-06,5.0371690926124485e-14,3.5238017233282724e-14,6.962010959168759e-09,5.610882702585464e-14,1.5828565034806968e-12,5.666266860131212e-20,6.028557094223685e-14,1.6787000570861305e-16,5.677418424445991e-15,2.1442238952554446e-14,3.351522600832082e-21,3.288564061943563e-20,2.270810562790964e-14,7.873194712468788e-13,5.077148180498879e-07,3.373783971623586e-08,1.9055158931662236e-06,3.278369603141034e-07,8.370520938641472e-06,1.2965063588214479e-06,8.872074194014272e-06,1.9034201800396465e-07,7.142920437604235e-08,3.138582944184962e-08,7.258258469465582e-08,4.313983943045852e-08,2.462360708101565e-06,1.2257728078981416e-09,1.852155546431961e-05,3.8557160667730645e-10,5.329425714692267e-07,4.4771155563716516e-11,5.048703177708874e-11,1.021467723883776e-15,1.5437958757470515e-10,1.572188943700792e-08,1.7861197191896128e-08,1.2699562318704671e-09,1.5993277299628052e-16,2.5230633277883324e-12,4.455898365161459e-08,1.5734413088821933e-05,1.3184348106894627e-11,1.7990763966091309e-10,6.1665450313774046e-09,1.0431579185435823e-09,2.286150848791392e-15,2.3832627632399446e-09,2.538414744543824e-13,4.411411059333785e-13,2.850493204727529e-14,9.713879218270488e-17
8.529382606318475e-07,0.7368552681742622,4.369531407669692e-06,4.380479405065544e-07,1.6369545721345693e-06,9.2519180959516e-06,0.0,0.0,3.5632263118019033e-06,1.0427708011473315e-08,7.247541206921113e-08,2.0402471225717122e-09,8.802416107783361e-09,1.5521380458198168e-19,1.8804284579016834e-14,4.4229863290614653e-10,8.959366263381716e-08,3.25244948584679e-07,1.1895596032298739e-18,2.2117166240704485e-13,1.9314453425036212e-17,5.59231572585018e-19,4.324031030542165e-11,1.3617995036909878e-13,1.8401592109550428e-12,1.0099917991260217e-18,1.530195736079037e-20,2.1522027870736247e-15,3.993511611705835e-15,2.4160072819775387e-16,1.7988207222555244e-11,1.1739465739897006e-18,6.231158899096992e-19,3.7854280031348255e-17,3.76,0.0,0.5854005161352083,0.9989991446709592,2.1076577742566176e-06,1.5546201332279266e-08,0.0278098079455224,0.022385004254210666,0.005352968476780307,9.359938593711389e-06,0.0009938355785528703,3.0372635333321577e-05,1.577037558226933e-10,6.169191813181701e-10,2.4076043205893587e-15,1.5967414895281792e-06,5.6779945334692537e-14,3.956650174773654e-14,7.417420853241659e-09,6.320578057114666e-14,1.6633139057639419e-12,6.386602901007306e-20,6.759000281040493e-14,1.8822514673615502e-16,6.365983873798282e-15,2.40225006276176e-14,3.777570680215933e-21,3.7066214074735e-20,2.6292205434558877e-14,8.071305095699501e-13,5.339441857020374e-07,3.732558141022413e-08,1.9755560948294976e-06,3.4226806103416673e-07,8.81219551902843e-06,1.3970218664839038e-06,9.428119025233006e-06,1.973453465809483e-07,7.352877545812643e-08,3.374216475548025e-08,7.859803647368838e-08,4.744463734141447e-08,2.6226034088281943e-06,1.3871532510214234e-09,1.9073029356324502e-05,4.059304036200589e-10,5.600278710036595e-07,5.025679646651093e-11,5.556035796058307e-11,1.1237757959551398e-15,1.600461527169004e-10,1.644722179571817e-08,1.9587781318808808e-08,1.323337852102278e-09,1.7591765878151868e-16,2.7780699197663734e-12,4.874416863727904e-08,1.6113165180196052e-05,1.442515266678258e-11,1.878286505353139e-10,6.6569769164557e-09,1.0954562040167916e-09,2.5069197953998252e-15,2.440616111450222e-09,2.5995069591906135e-13,4.716327971719548e-13,3.112670523099756e-14,1.05783740926528e-16
8.743552679736064e-07,0.7369485921240376,4.538114016586679e-06,4.583012063581558e-07,1.7168161136172006e-06,9.84316156735168e-06,0.0,0.0,3.6620115751606318e-06,1.0936016473577768e-08,7.968807155660648e-08,2.2009618851029313e-09,9.74087282831113e-09,1.704437937644937e-19,1.986638625611211e-14,4.4978546379959975e-10,9.452163008037654e-08,3.418750392534249e-07,1.3774243206942713e-18,2.3918993037843307e-13,2.252706301865122e-17,5.786532625262441e-19,4.344640277429905e-11,1.5457819083824559e-13,1.943810654168075e-12,1.1826023451610013e-18,1.7761067976287297e-20,2.395573075628222e-15,4.550214054339931e-15,2.700626230083773e-16,1.9376161995990946e-11,1.3707823968136732e-18,7.336098575084591e-19,4.5161364791238023e-17,3.76,0.0,0.5847176568051972,0.9989988393850812,2.272352988056632e-06,1.6785748216503982e-08,0.028492408627795972,0.02293256426661047,0.0054848540026436925,9.350729324446607e-06,0.0009938352691787461,3.19058800807739e-05,1.6639503708387266e-10,6.177476977187744e-10,2.4662094634730094e-15,1.6770559420928412e-06,6.379826226065894e-14,4.4292319869078314e-14,7.89170264856338e-09,7.09741520554749e-14,1.7460415603518998e-12,7.17541974464377e-20,7.555439337531528e-14,2.1042072707403648e-16,7.116820034822395e-15,2.683413999388817e-14,4.244120214611343e-21,4.164421783426735e-20,3.0324317436607976e-14,8.269182196730635e-13,5.608220627539084e-07,4.118374125837091e-08,2.046618959406769e-06,3.569826931590283e-07,9.26546068780475e-06,1.5026101307972102e-06,1.0005810891549202e-05,2.0448100261491296e-07,7.564557437373185e-08,3.620760403945386e-08,8.493830728642283e-08,5.205846510786967e-08,2.789563147077768e-06,1.5652614313017792e-09,1.9629908678414737e-05,4.2682147208507e-10,5.877581516214302e-07,5.624711905078229e-11,6.100079158434105e-11,1.2334571301791316e-15,1.6579448654224917e-10,1.719289093734347e-08,2.1429781482141725e-08,1.3788333612879102e-09,1.930515953489615e-16,3.0517370682707395e-12,5.319453124138047e-08,1.649075067134225e-05,1.5744645163170806e-11,1.9590424197570172e-10,7.180162908412023e-09,1.1489319982246124e-09,2.742414106125674e-15,2.497777316840098e-09,2.660395011884233e-13,5.035547893095144e-13,3.3922837287697915e-14,1.149838658919468e-16
8.957722753153654e-07,0.7370418175816603,4.709068252514669e-06,4.789938895770206e-07,1.7982177829527796e-06,1.0456425376410787e-05,0.0,0.0,3.7614851931441577e-06,1.145577296541857e-08,8.74647320450492e-08,2.3745018954925102e-09,1.0753646516285019e-08,1.8692181470093585e-19,2.098040859052537e-14,4.5766212767010423e-10,9.960371193187385e-08,3.58929556227499e-07,1.5888256478012346e-18,2.581564572798764e-13,2.6203286686752636e-17,5.995204776738786e-19,4.366460914421845e-11,1.7490678996764582e-13,2.0508377485054406e-12,1.381458947904663e-18,2.0559769432209672e-20,2.661992511469231e-15,5.168996199733863e-15,3.011064183987965e-16,2.082892049323891e-11,1.594916598872015e-18,8.604490787352679e-19,5.367543280306002e-17,3.76,0.0,0.5840355456939761,0.9989985260724621,2.4450391667386422e-06,1.8091178248300026e-08,0.029174252388017203,0.023479411135878484,0.005616617734183025,9.341529814028588e-06,0.0009938349518297184,3.347628632669144e-05,1.75318400469924e-10,6.18575048181829e-10,2.5247233307254285e-15,1.759312748652007e-06,7.146573748084656e-14,4.943996270223871e-14,8.385255396812607e-09,7.945666868599187e-14,1.8310673004205675e-12,8.037093117852717e-20,8.421865962917916e-14,2.345681438338211e-16,7.933696784296789e-15,2.989103215569267e-14,4.7537589980439135e-21,4.664504603890622e-20,3.484628536445273e-14,8.466826465419766e-13,5.883479548666629e-07,4.532461076485696e-08,2.118698290692915e-06,3.719795604151466e-07,9.730289952577952e-06,1.6133902630395838e-06,1.0605505731781568e-05,2.1175110085853612e-07,7.777994800342357e-08,3.8784105014986794e-08,9.161065676858945e-08,5.699335753006152e-08,2.9633785800396366e-06,1.761373118978835e-09,2.019231088296619e-05,4.482433977121937e-10,6.161324915117363e-07,6.277403319937961e-11,6.682273453896045e-11,1.3507994590890257e-15,1.71624054303536e-10,1.795920897009215e-08,2.3391696630216866e-08,1.4364959258045122e-09,2.1137927136729255e-16,3.344815768442982e-12,5.79186615397472e-08,1.686718501981533e-05,1.7145365392319825e-11,2.0413364027968815e-10,7.7376380005295e-09,1.2035787317812634e-09,2.993204573653121e-15,2.5547488157073377e-09,2.7210815216247083e-13,5.369470773101641e-13,3.6900755438770584e-14,1.2476209988475055e-16
9.171892826571243e-07,0.7371349447250408,4.882386460103362e-06,5.001288811895655e-07,1.8811467929832723e-06,1.1091986025270662e-05,0.0,0.0,3.861666619180038e-06,1.198696671901831e-08,9.58377916759251e-08,2.5617527697502794e-09,1.1844158635984138e-08,2.0474149260135229e-19,2.214931078952091e-14,4.65940460181119e-10,1.0484208095065008e-07,3.764095831156449e-07,1.8259677653940787e-18,2.7809477437722086e-13,3.039728301506977e-17,6.21932123239626e-19,4.389530228003027e-11,1.9731408534209917e-13,2.161294048268572e-12,1.6100376616828271e-18,2.373710533946472e-20,2.953299050374487e-15,5.855210367088155e-15,3.3490522489629997e-16,2.234762961714448e-11,1.849314801377233e-18,1.0055476603772995e-18,6.356120732382041e-17,3.76,0.0,0.5833541813645226,0.9989982046023651,2.6258734825507064e-06,1.9464422428729862e-08,0.029855340066666198,0.024025545505394073,0.005748259864284832,9.33234004154164e-06,0.000993834626375738,3.508381206375873e-05,1.8447358492064405e-10,6.194012331121496e-10,2.5831460473353427e-15,1.8435111566957556e-06,7.982276073424457e-14,5.5034695506578157e-14,8.898482362902661e-09,8.86974591947902e-14,1.9184198058097657e-12,8.976142307176767e-20,9.362394909008627e-14,2.6078223077914023e-16,8.82050032769173e-15,3.32074753018067e-14,5.309159720502852e-21,5.209492594659258e-20,3.9902573817591525e-14,8.664238352308564e-13,6.165214083959089e-07,4.9760688363899705e-08,2.1917881362870087e-06,3.872573998235483e-07,1.020665547545185e-05,1.7294804616615466e-06,1.1227557597950873e-05,2.1915774812303428e-07,7.993224203478295e-08,4.1473611123415794e-08,9.862226266373792e-08,6.226132648243182e-08,3.1441886107171734e-06,1.9768265585482716e-09,2.0760352926326565e-05,4.701947038577073e-10,6.451500766481393e-07,6.987060953262349e-11,7.304055665928816e-11,1.4760898539757256e-15,1.775343415199768e-10,1.8746487080074294e-08,2.547808920763017e-08,1.496379547265908e-09,2.3094527075111766e-16,3.658056106918064e-12,6.292514034853822e-08,1.7242484007983393e-05,1.8629849187310094e-11,2.125160907228545e-10,8.330967254503567e-09,1.259389905766777e-09,3.2598698469611633e-15,2.6115330923018984e-09,2.7815691592974294e-13,5.718503279101127e-13,4.006803702901273e-14,1.3514183893641064e-16
9.386062899988832e-07,0.7372279737317656,5.0580616681169e-06,5.217091435949807e-07,1.9655914250913783e-06,1.1750118325616169e-05,0.0,0.0,3.96257566338698e-06,1.2529590292901447e-08,1.0484075660908454e-07,2.7636334644853145e-09,1.3015841664761791e-08,2.240031055031777e-19,2.337618029671235e-14,4.746321467396979e-10,1.1023895133496861e-07,3.943162407867997e-07,2.0911936166273196e-18,2.990283461130945e-13,3.516799716126341e-17,6.459922082504436e-19,4.4138850704169004e-11,2.2195608902913447e-13,2.2752342744170197e-12,1.8721971316115877e-18,2.733565145066868e-20,3.271451518096158e-15,6.614552816741548e-15,3.7164053341492064e-16,2.3933432154516623e-11,2.1371733893123517e-18,1.1709821544959811e-18,7.500099977939755e-17,3.76,0.0,0.58267356238531,0.9989978748428363,2.81501207346474e-06,2.090743426146829e-08,0.030535672502759126,0.02457096801477547,0.005879780586754293,9.32315998614643e-06,0.0009938342926855404,3.672841531006154e-05,1.938603293440612e-10,6.202262529113749e-10,2.641477737665158e-15,1.929650526801603e-06,8.891101500843682e-14,6.110255689789868e-14,9.431791190053523e-09,9.874205287201246e-14,2.0081286183337226e-12,9.997229993830853e-20,1.0381263819028068e-13,2.891812538420348e-16,9.781233047589908e-15,3.679819010464299e-14,5.913079870289751e-21,5.802091697429375e-20,4.5540351903411284e-14,8.86141830861508e-13,6.453420106101107e-07,5.4504678360937396e-08,2.2658827726889007e-06,4.028149802706592e-07,1.069452823928565e-05,1.8509980011292405e-06,1.1872318717882536e-05,2.267030437353325e-07,8.210280103116702e-08,4.427805289959513e-08,1.0598022712223793e-07,6.787435505479054e-08,3.332132394650591e-06,2.213023761194625e-09,2.133415127720241e-05,4.92673859422444e-10,6.748102026067107e-07,7.757109329108554e-11,7.966858832171814e-11,1.609614579820491e-15,1.8352485274178746e-10,1.955503559998561e-08,2.769358503114587e-08,1.5585390696139077e-09,2.5179405041170124e-16,3.992206813804921e-12,6.822253841431269e-08,1.7616663742249035e-05,2.0200628171909185e-11,2.2105085674862883e-10,8.96174541900863e-09,1.3163590916366367e-09,3.5429964110644783e-15,2.6681326786816866e-09,2.8418606475425803e-13,6.083059020836702e-13,4.3432409498421113e-14,1.4614694293265683e-16
9.600232973406422e-07,0.7373209047791066,5.236087536775058e-06,5.437377031943584e-07,2.0515409616171266e-06,1.2431095490626677e-05,0.0,0.0,4.064232495316684e-06,1.3083639597123272e-08,1.1450824353054203e-07,2.9810962010474323e-09,1.4272135910570181e-08,2.4481397353733434e-19,2.4664236003612633e-14,4.837487627731281e-10,1.1579657805413534e-07,4.1265068763647764e-07,2.3869895307601802e-18,3.2098057026704544e-13,4.057945410860018e-17,6.718103137338363e-19,4.439561985157223e-11,2.4899673467067025e-13,2.3927143117332087e-12,2.1722109118180133e-18,3.140174849399707e-20,3.618535771138314e-15,7.453079939737972e-15,4.1150252488646213e-16,2.5587467609017497e-11,2.4619304231106964e-18,1.3589999776082254e-18,8.819605324191604e-17,3.76,0.0,0.5819936873301026,0.9989975366606924,3.0126101423975934e-06,2.242219018630248e-08,0.03121525053385554,0.025115679299889927,0.006011180096312728,9.313989627076759e-06,0.0009938339506266386,3.841005410903728e-05,2.0347837266245025e-10,6.210501079777864e-10,2.6997185254526964e-15,2.0177303321750488e-06,9.877347544600688e-14,6.767035784892424e-14,9.985594067732055e-09,1.0963737819639336e-13,2.10022415639605e-12,1.1105162045413044e-19,1.148283303693254e-13,3.1988690581367465e-16,1.0820013324145084e-14,4.0678319021491584e-14,6.568361610787958e-21,6.44509094890272e-20,5.180957673686305e-14,9.05836678623168e-13,6.748093898986478e-07,5.9569490012382655e-08,2.3409766916190764e-06,4.186511011897922e-07,1.119387819952211e-05,1.978059222721174e-06,1.2540139554377543e-05,2.3438907995721078e-07,8.429196849494588e-08,4.719934923617915e-08,1.136915827016767e-07,7.384439254465554e-08,3.5273493462752867e-06,2.4714317804351947e-09,2.1913821924915988e-05,5.156792859961914e-10,7.051122764093876e-07,8.591091808423102e-11,8.672111410425395e-11,1.7516589712645962e-15,1.8959511041621152e-10,2.038516407219177e-08,3.004287316321712e-08,1.6230301857973118e-09,2.739699212608216e-16,4.348014872468286e-12,7.381941583877193e-08,1.7989740652231847e-05,2.1860229586039456e-11,2.2973721921895484e-10,9.631596560013151e-09,1.3744799311316847e-09,3.843178566625984e-15,2.724550154562341e-09,2.9019587606189075e-13,6.463558781009993e-13,4.70017503651225e-14,1.578017362642922e-16
9.81440304682401e-07,0.7374137380440315,5.416458310361049e-06,5.662176440863009e-07,2.138985621470281e-06,1.3135189219957472e-05,0.0,0.0,4.166657646143356e-06,1.364911391842657e-08,1.2487598159581867e-07,3.215126376759346e-09,1.561648663742444e-08,2.6728886432358324e-19,2.6016831529207056e-14,4.933018075828377e-10,1.2151725620758034e-07,4.314141198521704e-07,2.7159898764534425e-18,3.439747781176506e-13,4.670106238052712e-17,6.995020516580849e-19,4.466597312589373e-11,2.786081305658424e-13,2.5137912067870963e-12,2.514801633985966e-18,3.5985745994975564e-20,3.9967710947841395e-15,8.377225033351347e-15,4.54690388992239e-16,2.7310872942700372e-11,2.8272767355822205e-18,1.5720280052992415e-18,1.033679481194978e-16,3.76,0.0,0.5813145547777661,0.9989971899215121,3.218822050151974e-06,2.4010690001110642e-08,0.031894074996065475,0.025659679992863046,0.006142458588595264,9.30482894363652e-06,0.0009938336000653186,4.0128686529429144e-05,2.1332745384744845e-10,6.218727987061478e-10,2.757868533812946e-15,2.1077501581977185e-06,1.0945440790077382e-13,7.476568050416213e-14,1.0560307902423358e-08,1.2143176109494727e-13,2.194737729630966e-12,1.2304887269072315e-19,1.2671585389561168e-13,3.530243002751233e-16,1.1941075329803076e-14,4.486342550559817e-14,7.277931634467377e-21,7.141362337531658e-20,5.876307678061883e-14,9.255084237724311e-13,7.049232159713373e-07,6.496823672841211e-08,2.4170645874497115e-06,4.3476459134433815e-07,1.1704674422792354e-05,2.110779527103195e-06,1.3231368861226342e-05,2.42217942372357e-07,8.650008692612864e-08,5.023940854574366e-08,1.2176329806171694e-07,8.01833502286664e-08,3.729979144961386e-06,2.7535839714463584e-09,2.2499480387536935e-05,5.392093643782703e-10,7.360558183925189e-07,9.492671950576923e-11,9.421236742042812e-11,1.902507327753631e-15,1.9574465384522355e-10,2.1237181306938133e-08,3.253070578375769e-08,1.689909444078119e-09,2.975170321494742e-16,4.7262251820556275e-12,7.972432171185637e-08,1.836173148992187e-05,2.3611176174496497e-11,2.385744757233336e-10,1.0342173703271367e-08,1.433746136188415e-09,4.1610184092417684e-15,2.7807881471625514e-09,2.9618663242631227e-13,6.860430751945556e-13,5.078408720967329e-14,1.7013100849908603e-16
9.999999999999997e-07,0.7375064737032099,5.574657706018397e-06,5.860659542071246e-07,2.2159663288810696e-06,1.3764252641511228e-05,0.0,0.0,4.256055466106126e-06,1.4148388798322102e-08,1.3445531923994722e-07,3.4321194787847886e-09,1.685536586021043e-08,2.8820569953939123e-19,2.724386621349874e-14,5.019421751888441e-10,1.26608396139682e-07,4.4802216957094377e-07,3.03010216439962e-18,3.647619709477979e-13,5.263821312556468e-17,7.251088827419695e-19,4.491152423464083e-11,3.0648744789793513e-13,2.6216688615974016e-12,2.850133009445097e-18,4.041913609923941e-20,4.351558774965841e-15,9.252588956908712e-15,4.9496722372752145e-16,2.886133540209857e-11,3.1797582107878084e-18,1.778878984395098e-18,1.1830204187079165e-16,3.76,0.0,0.5807266269162581,0.9989968824163519,3.4046079863365477e-06,2.544846871071086e-08,0.03248172647126495,0.02613052957208335,0.0062561250693729835,9.296898226028162e-06,0.0009938332892926657,4.16479179597874e-05,2.2204919441384217e-10,6.225847902204348e-10,2.80818723613279e-15,2.1873289612819727e-06,1.1940749839099726e-13,8.136293305985922e-14,1.1075585509008015e-08,1.3241814615920924e-13,2.2786224731609655e-12,1.342272481130472e-19,1.377581011372544e-13,3.838067119034094e-16,1.298247918588029e-14,4.874918459815623e-14,7.939067703610401e-21,7.790108695140064e-20,6.538534782124282e-14,9.425370480560103e-13,7.315420681796995e-07,6.992708535259952e-08,2.4838013027767484e-06,4.4895177536365294e-07,1.2156556702031843e-05,2.2304586151154688e-06,1.3849579615832265e-05,2.4911945296739767e-07,8.842920429267196e-08,5.297140461221248e-08,1.2905493316954657e-07,8.59841565115209e-08,3.911678957003103e-06,3.018532562734949e-09,2.3011936016539996e-05,5.600232693636952e-10,7.633896044233698e-07,1.0331563013140551e-10,1.0106998067821753e-10,2.0405698600894884e-15,2.011375474223966e-10,2.1993469506218694e-08,3.480240020185881e-08,1.7498419501650707e-09,3.19065666158558e-16,5.0726696211540955e-12,8.509716068997272e-08,1.8683228623308823e-05,2.5204347664816664e-11,2.463542345688204e-10,1.0992187684229139e-08,1.4860269869847936e-09,4.451206507153237e-15,2.829380151073809e-09,3.013629536229041e-13,7.217932889300925e-13,5.424039303122207e-14,1.8138040330246094e-16
1.0028573120241598e-06,0.7375064737032099,5.5991687745389325e-06,5.891521026826166e-07,2.2279164989940467e-06,1.3862669778411798e-05,0.0,0.0,4.269872010353813e-06,1.4226015945441843e-08,1.3598081387118648e-07,3.4667424649925625e-09,1.705234148285115e-08,2.915504150237784e-19,2.743745856181236e-14,5.033027327358531e-10,1.2740332040658883e-07,4.506077716779001e-07,3.080981745338256e-18,3.680342346065215e-13,5.360792833869785e-17,7.291895182876254e-19,4.4950272786740895e-11,3.1097081882948386e-13,2.6385231666790766e-12,2.905177087703729e-18,4.114225761586186e-20,4.408516845682835e-15,9.393815679150216e-15,5.01412652116307e-16,2.910478323537596e-11,3.23716728673689e-18,1.812681346330957e-18,1.207600713573935e-16,3.76,0.0,0.5806361633120894,0.9989968344896257,3.4338014023875907e-06,2.5674957272691642e-08,0.03257214672405628,0.02620297072208736,0.006273616260148674,9.295677915196887e-06,0.0009938332408666207,4.188427066524398e-05,2.2340731194610125e-10,6.22694325487562e-10,2.8159278852393285e-15,2.199709701982954e-06,1.2099936717116006e-13,8.241687682371862e-14,1.1156354491194224e-08,1.3417492286079667e-13,2.2917015538878564e-12,1.3601497129099982e-19,1.3952125943764479e-13,3.88721964827987e-16,1.3148768800310832e-14,4.936949313421261e-14,8.044800995851722e-21,7.893860639619269e-20,6.645663500742526e-14,9.451571116324339e-13,7.356832000510578e-07,7.071423538508769e-08,2.4941413456530966e-06,4.511543077036765e-07,1.2226885213387773e-05,2.2492733685232654e-06,1.3946353736311212e-05,2.50191710246313e-07,8.872749787687664e-08,5.340012982794538e-08,1.302022833511653e-07,8.690309784500894e-08,3.940161740774993e-06,3.0610812345550734e-09,2.30912417198922e-05,5.63262440525672e-10,7.676404641005627e-07,1.046563486162477e-10,1.0215652604241061e-10,2.062442826249086e-15,2.0197303822750655e-10,2.2111395436482436e-08,3.516189806077746e-08,1.759234254001844e-09,3.224793565242796e-16,5.127580269348335e-12,8.594579392936598e-08,1.8732653328812856e-05,2.545598613152637e-11,2.4756193994120595e-10,1.1095158489365163e-08,1.494151488849771e-09,4.497125808545364e-15,2.8368493310462667e-09,3.0215862155474237e-13,7.274110778541981e-13,5.478759766670936e-14,1.8316001507375186e-16
