Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642)
3.40041701232924e-08,0.7332110664065965,2.41244971115863e-08,3.6336723807850247e-10,1.0909660374388054e-09,1.880784430721388e-09,0.0,0.0,1.3450071520757018e-07,1.841162119155946e-11,5.179260298519532e-12,3.255702964308287e-12,7.082746699242539e-13,3.190685330526419e-25,1.5376075844912576e-17,6.248261996452455e-11,5.911826571580545e-11,5.15659827876237e-10,1.6353783679605359e-25,2.23884141616396e-18,3.774476307212494e-22,1.749411555622096e-21,3.1343369133071606e-11,2.0734927738769285e-21,6.028319227202414e-16,1.1885474601580685e-25,3.2164214270355793e-28,3.7467337794329724e-21,5.867783155297681e-23,1.457048373587641e-23,1.3424862777173713e-16,4.7446472746522753e-26,4.2030991275862534e-27,8.602058817931567e-26,3.76,0.0,0.6120880711268419,0.9990060200126958,5.10185690959936e-11,3.638054582933952e-13,0.001132382397783735,0.0009057798911296814,0.00021677907353326656,9.719623419819745e-06,0.0009938426428071018,4.807039003893959e-08,3.883235236088307e-14,5.843599710764841e-10,9.688869469689298e-17,2.5673505566379606e-09,3.0041422505558142e-21,1.021313096524873e-20,6.22677847905745e-12,3.805433380972237e-21,1.1102671903294138e-14,3.243692312790418e-27,1.5091738331917687e-20,3.832490950179407e-23,1.263333735539822e-21,6.68266126812317e-21,1.929421197714309e-28,1.886747253871412e-27,4.8998521375672065e-23,3.25845439971598e-14,7.97610600380358e-10,1.9172167627695575e-13,8.41041605149995e-08,9.845629903133708e-09,3.123260906315129e-08,2.3219285437669555e-10,1.946971030567885e-08,3.005526894677124e-09,2.138946894740919e-09,4.1395013574934706e-11,4.0534998503382397e-10,2.761467773184324e-11,4.276888418812398e-09,1.2475450313372014e-14,6.913149808449934e-07,1.279703609226831e-12,9.443816539846811e-10,1.0759379646048934e-17,2.2295887848599826e-14,5.293861542761093e-19,6.5074124310076264e-12,1.2969042970469706e-10,1.3656952769774596e-13,3.4110542818798e-10,9.1155304104897e-20,1.3312040063301844e-15,4.928250445624878e-12,6.862661011887837e-07,1.2626553976042974e-15,5.2734086902510875e-12,7.05625069171646e-11,1.8749974540168784e-12,1.7153517802907438e-20,9.255207815826565e-11,9.857282673892017e-15,4.537926320216301e-16,1.82725014396766e-18,8.144523645650479e-21
3.49680347923201e-08,0.73321544436639,2.5349563474328963e-08,3.909397047320228e-10,1.164128732626865e-09,2.0336198693036486e-09,0.0,0.0,1.3831428358813645e-07,1.946711079626774e-11,5.587540347693644e-12,3.484512543606928e-12,7.699760170899218e-13,3.5231242694688216e-25,1.5995789584136746e-17,6.470276036913168e-11,6.357580846861281e-11,5.453816947033712e-10,1.8296980784863068e-25,2.4973160999246392e-18,4.2045824585849296e-22,1.9340411366908413e-21,3.1512588389632665e-11,2.447567784422845e-21,6.587646772928707e-16,1.3673972079856383e-25,3.7115929583828274e-28,4.293012321378548e-21,6.987527673751416e-23,1.7298170125912848e-23,1.5030475644293729e-16,5.589817363634891e-26,5.017443772649131e-27,1.0358799729595237e-25,3.76,0.0,0.6120559808989462,0.9990060160314552,5.595145853177842e-11,4.026931195752376e-13,0.0011644512459329927,0.0009316893591082238,0.00022293298113829278,9.719191160898125e-06,0.0009938426385727632,5.085921213986148e-08,4.213630746046976e-14,5.843993033476235e-10,9.968987089144654e-17,2.7160351183565607e-09,3.50993493527291e-21,1.1660313610536003e-20,6.594946089842052e-12,4.443952399421441e-21,1.1488172481491106e-14,3.794853351036504e-27,1.7357345041249192e-20,4.4193828472174287e-23,1.4578910769000503e-21,7.658480645340818e-21,2.2568992826435453e-28,2.2071984001266586e-27,5.892001911800006e-23,3.351717688748594e-14,8.454015462144851e-10,2.0861311711453326e-13,8.605354188709508e-08,9.953303127068125e-09,3.266415376418323e-08,2.5002953455842096e-10,2.043794935636722e-08,3.1435178224414154e-09,2.2115037682646426e-09,4.2694041488198996e-11,4.1643760017595623e-10,2.920418082331654e-11,4.501259257800933e-09,1.3227762954783127e-14,7.109789998168016e-07,1.343425378726139e-12,9.985998026533803e-10,1.214632552478104e-17,2.3843590124513837e-14,5.632888789766884e-19,6.670114542519084e-12,1.3637679182362362e-10,1.4720885610947712e-13,3.4254967639348363e-10,9.671541534838592e-20,1.411756880930581e-15,5.226046267557103e-12,7.056621958939153e-07,1.344908925233844e-15,5.3356594041648935e-12,7.257637653521044e-11,1.982847436782394e-12,1.84982126728261e-20,9.551848955800945e-11,1.0173226689665036e-14,4.834768799129928e-16,1.9848240046031485e-18,8.819536651746848e-21
3.59318994613478e-08,0.7332198221127474,2.659953366491757e-08,4.1973259385684863e-10,1.2400583428204433e-09,2.1940940805972143e-09,0.0,0.0,1.42127920886517e-07,2.0551843638828876e-11,6.015003056222035e-12,3.7213589054401726e-12,8.349972002386547e-13,3.8828347587726008e-25,1.6642628298470272e-17,6.691421281123024e-11,6.822515935849942e-11,5.759360646796529e-10,2.0401789920382926e-25,2.7771226684343536e-18,4.6672839963903585e-22,2.130661094956482e-21,3.1672299552416547e-11,2.875921962850665e-21,7.179101513097247e-16,1.5666970559858916e-25,4.26970559515078e-28,4.898979899195469e-21,8.279663791816547e-23,2.0434788002261733e-23,1.677575510332499e-16,6.553038658596523e-26,5.959620034005745e-27,1.2407711409894409e-25,3.76,0.0,0.6120238923251483,0.9990060120447067,6.120963915165403e-11,4.4446563808083243e-13,0.0011965184917325327,0.000957597324047478,0.00022908662730067238,9.718758921689372e-06,0.0009938426343329768,5.372667936639142e-08,4.5615867579916e-14,5.844386330710114e-10,1.0249085110797968e-16,2.8689022038516786e-09,4.082964261102715e-21,1.326400895192605e-20,6.9740702178186305e-12,5.166877894166579e-21,1.1877053637935749e-14,4.419947332805804e-27,1.9885017188070194e-20,5.075547213832185e-23,1.6755428378020957e-21,8.743626735295009e-21,2.6282567585365497e-28,2.5706161879589916e-27,7.048556869419744e-23,3.4449759009929834e-14,8.945946531628467e-10,2.2650970771843132e-13,8.798519864091961e-08,1.0060327427597763e-08,3.411759240107725e-08,2.6867027155228623e-10,2.1425079652453955e-08,3.2830633394091304e-09,2.284324029590441e-09,4.399931181456897e-11,4.2747746649294684e-10,3.08343789457827e-11,4.730635697485943e-09,1.4010347672324438e-14,7.306460672923279e-07,1.4082068946285827e-12,1.0543267534392698e-09,1.3674449517362642e-17,2.5442867528766316e-14,5.982057969849955e-19,6.831282045395373e-12,1.4318307412639304e-10,1.5846476195510415e-13,3.43899685654202e-10,1.0243131471569296e-19,1.4945644618485746e-15,5.532887651557001e-12,7.250551888413089e-07,1.4298517846785635e-15,5.397126832083904e-12,7.459117546753781e-11,2.093702240093526e-12,1.99211003577631e-20,9.8484510893412e-11,1.0489129164526658e-14,5.140664875811059e-16,2.1508534720719326e-18,9.529441479170539e-21
3.68957641303755e-08,0.7332241996456643,2.7874142953349387e-08,4.497614194906137e-10,1.3187855564965837e-09,2.3623593922849413e-09,0.0,0.0,1.4594162880007008e-07,2.166580589688742e-11,6.4619795927171134e-12,3.966214061392418e-12,9.034073949537763e-13,4.271757989934566e-25,1.7318048076810263e-17,6.911623483260959e-11,7.306818461453999e-11,6.073228852807744e-10,2.2676216485665848e-25,3.0793472060234203e-18,5.163781196922767e-22,2.339513408658302e-21,3.18233195966665e-11,3.3646087738833914e-21,7.803334543888582e-16,1.7880738967778614e-25,4.89732203617093e-28,5.56901578548048e-21,9.764619659831059e-23,2.4026881278810942e-23,1.8668473039853169e-16,7.646415170618336e-26,7.045198823758518e-27,1.4786796162337557e-25,3.76,0.0,0.611991805405184,0.9990060080524193,6.680521567677879e-11,4.892449107820398e-13,0.0012285841352569988,0.0009835037860559434,0.0002352400120816764,9.718326703795796e-06,0.0009938426300877105,5.667278778290568e-08,4.927488647356574e-14,5.844779603696625e-10,1.0529163536414598e-16,3.0259513739433813e-09,4.7299074705886724e-21,1.503621516810639e-20,7.364181576952117e-12,5.9825131039895714e-21,1.2269315998916512e-14,5.1263823207898224e-27,2.2696467853854253e-20,5.806843554983291e-23,1.918253669779601e-21,9.946820267681087e-21,3.047885466033291e-28,2.981303982440125e-27,8.391034827873904e-23,3.5382290375584005e-14,9.4518980255974e-10,2.4544749726203505e-13,8.989957267936128e-08,1.0166860818292316e-08,3.559268555433992e-08,2.8812710427197905e-10,2.243094156280968e-08,3.424095982614631e-09,2.357395263859201e-09,4.531106198258459e-11,4.384701307647358e-10,3.2504980177089485e-11,4.964984313731016e-09,1.4824181325116143e-14,7.50316147709348e-07,1.4740340718725103e-12,1.1115621516280801e-09,1.535469367871001e-17,2.709341777580386e-14,6.341303537225962e-19,6.990952505619679e-12,1.501060049716147e-10,1.7036613505513659e-13,3.4516403441328794e-10,1.083019518451638e-19,1.5796149278816676e-15,5.848817256971577e-12,7.444450805588131e-07,1.5174949700177198e-15,5.45794436128724e-12,7.660691815211402e-11,2.2075609829972824e-12,2.1425854052279796e-20,1.0145011669499503e-10,1.0804987385481181e-14,5.455547707555772e-16,2.3255301184684387e-18,1.0275005060181303e-20
3.78596287994032e-08,0.733228576965137,2.917313247881519e-08,4.810412205323723e-10,1.4003407763258692e-09,2.538566497120816e-09,0.0,0.0,1.497554090615713e-07,2.2808983767582305e-11,6.9287996243709856e-12,4.219047504703167e-12,9.752745228401257e-13,4.691966961179912e-25,1.8023487646285308e-17,7.130816361373591e-11,7.810666471159365e-11,6.395421031494557e-10,2.5128425926537402e-25,3.4050971910437625e-18,5.695262774435564e-22,2.5608239847519933e-21,3.1966391597025295e-11,3.9201622962579165e-21,8.4609741099962645e-16,2.033229396748153e-25,5.601555822573171e-28,6.30765979725768e-21,1.1464538152389034e-22,2.812463186343414e-23,2.0716595008930895e-16,8.88284843489091e-26,8.291116741191263e-27,1.7537668073792683e-25,3.76,0.0,0.6119597201387895,0.9990060040545629,7.275042600498217e-11,5.371539710680262e-13,0.0012606481765818258,0.0010094087452410284,0.00024139313554043257,9.717894508363421e-06,0.000993842625836932,5.969753345406409e-08,5.311717022639757e-14,5.845172853316628e-10,1.0809222367749243e-16,3.1871821881998207e-09,5.457890779073161e-21,1.6989497251345163e-20,7.765310877714755e-12,6.899709763185123e-21,1.2664960203408363e-14,5.922068920605141e-27,2.5814524675129156e-20,6.619438699975316e-23,2.1880918730955756e-21,1.1277208381995921e-20,3.5204748436654926e-28,3.443856948369722e-27,9.943058099122577e-23,3.6314770995212704e-14,9.971868713681566e-10,2.6546339356314877e-13,9.17970979055521e-08,1.027304414682314e-08,3.708920948518851e-08,3.0841193983350346e-10,2.3455383089272257e-08,3.5665513132331555e-09,2.4307057166131765e-09,4.66295340039854e-11,4.4941614188160424e-10,3.4215695559431065e-11,5.204272915782913e-09,1.5670263365962776e-14,7.699892068264358e-07,1.5408938256678477e-12,1.1703056426610304e-09,1.7198600817743682e-17,2.879493210259755e-14,6.710559564551083e-19,7.149162843779691e-12,1.5714238322825395e-10,1.829429498853511e-13,3.4635050566682423e-10,1.1432627713597686e-19,1.666896481600017e-15,6.173880063795353e-12,7.638318715731292e-07,1.6078501399664743e-15,5.5182309371484855e-12,7.862361910210494e-11,2.3244227850020037e-12,2.3016286117127914e-20,1.0441528693347585e-10,1.1120799219028633e-14,5.779350978822437e-16,2.509044212466058e-18,1.1056989268655156e-20
3.88234934684309e-08,0.7332329540711623,3.0496248884603964e-08,5.135865728058416e-10,1.4847541230724116e-09,2.722864488396539e-09,0.0,0.0,1.535692634351953e-07,2.398136346779756e-11,7.415791544731006e-12,4.4798264803153934e-12,1.0506652688450617e-12,5.145671936012172e-25,1.8760367394195585e-17,7.348940863885918e-11,8.334229817165209e-11,6.72593664213595e-10,2.7766746302810797e-25,3.755501141254631e-18,6.262905252412059e-22,2.7948029073572456e-21,3.210219144330221e-11,4.549620426781442e-21,9.152626073565734e-16,2.3039410623164256e-25,6.390105153413254e-28,7.119611183116311e-21,1.3403361395342058e-22,3.278200975529634e-23,2.2928278640021873e-16,1.0276059593677632e-25,9.715749284897699e-27,2.0705771373441904e-25,3.76,0.0,0.6119276365257018,0.9990060000511071,7.905764002570769e-11,5.883169353571354e-13,0.0012927106157831609,0.0010353122017101304,0.0002475459977340886,9.717462335014281e-06,0.000993842621580612,6.280091244479984e-08,5.71464778399749e-14,5.845566079284484e-10,1.1089261606561151e-16,3.3525942049854726e-09,6.2745056759513915e-21,1.9136998412526157e-20,8.17748882713249e-12,7.927887180795538e-21,1.3063986902698321e-14,6.815438691605658e-27,2.926315264533082e-20,7.519813242730078e-23,2.487231582932576e-21,1.2744372629459845e-20,4.051022817617792e-28,3.9631727354690466e-27,1.1730492842361373e-22,3.724720087927804e-14,1.0505857331076648e-09,2.8659518737793836e-13,9.367820024008533e-08,1.037900296203868e-08,3.8606954765985746e-08,3.295365619561634e-10,2.4498259363874576e-08,3.710367783577311e-09,2.504244247260135e-09,4.795497429970819e-11,4.603160509184997e-10,3.5966239099690243e-11,5.448470491183815e-09,1.6549615437281395e-14,7.896652116640775e-07,1.6087739795223344e-12,1.2305568721362531e-09,1.9218333075729503e-17,3.054709654681255e-14,7.089759882615278e-19,7.305949332384347e-12,1.642890788231866e-10,1.9622627545523806e-13,3.474661612958683e-10,1.2050324307107212e-19,1.756397359765232e-15,6.50812340617461e-12,7.832155624100375e-07,1.7009296295976643e-15,5.578092619666205e-12,8.064129290746153e-11,2.444286766078285e-12,2.4696349369325646e-20,1.0738000586814952e-10,1.143656298849309e-14,6.112009093329212e-16,2.7015847783823665e-18,1.1876151105576747e-20
3.9787358137458604e-08,0.7332373309637373,3.184324399260628e-08,5.47411600572903e-10,1.5720554389864287e-09,2.9154008932592973e-09,0.0,0.0,1.5738319371292822e-07,2.5182931234383077e-11,7.923282680301019e-12,4.748516230050507e-12,1.1296450984382003e-12,5.6352257182073915e-25,1.9530088481919472e-17,7.565944502901804e-11,8.877670519600096e-11,7.064775137935825e-10,3.059967107188425e-25,4.131708264926033e-18,6.8678724120792125e-22,3.0416447217947594e-21,3.223133394510695e-11,5.260548481071285e-21,9.878874408059378e-16,2.6020633067000643e-25,7.271287656677465e-28,8.00972741676594e-21,1.560691627012255e-22,3.805692254318702e-23,2.5311872037988316e-16,1.1840610942315078e-25,1.1338985249079998e-26,2.434060409335858e-25,3.76,0.0,0.6118955545656587,0.9990059960420221,8.573935844708101e-11,6.428589520788163e-13,0.0013247714529377997,0.0010612141555695603,0.00025369859871785303,9.717030183044624e-06,0.0009938426173187224,6.598292082031966e-08,6.136652181119123e-14,5.84595928106515e-10,1.1369281254598471e-16,3.522186981507713e-09,7.18782530982831e-21,2.1492451439687352e-20,8.600746128832085e-12,9.07705137662708e-21,1.3466396759965437e-14,7.815462653841367e-27,3.306747662884139e-20,8.514767899352711e-23,2.8179549273928345e-21,1.4358336863925263e-20,4.6448467482119885e-28,4.544462219318918e-27,1.378159339383799e-22,3.8179580037942803e-14,1.1053862585870913e-09,3.0888157604563934e-13,9.554329765328686e-08,1.0484849177209908e-08,4.014572505222757e-08,3.5151263863621485e-10,2.555943219380107e-08,3.855486609744169e-09,2.5780002874525052e-09,4.9287633531189975e-11,4.711704112003942e-10,3.7756327770228484e-11,5.697547155139302e-09,1.7463281023797717e-14,8.09344130450415e-07,1.6776631828915524e-12,1.2923154858102157e-09,2.142669049530976e-17,3.2349593062988416e-14,7.478838202388472e-19,7.461347594585791e-12,1.7154303308696248e-10,2.1024828468733331e-13,3.485174094394087e-10,1.2683180537362789e-19,1.848105842535462e-15,6.85159700432386e-12,8.025961535945777e-07,1.7967464614953514e-15,5.6376239735588295e-12,8.26599542364847e-11,2.567152046659942e-12,2.64701383073126e-20,1.1034426113759148e-10,1.1752277377163266e-14,6.4534573364719565e-16,2.9033396528249132e-18,1.2733242876402425e-20
4.0751222806486304e-08,0.7332417076428606,3.3213874512913444e-08,5.825299875493308e-10,1.6622742907773887e-09,3.116321704117812e-09,0.0,0.0,1.6119720171136426e-07,2.641367332434902e-11,8.451599477947487e-12,5.025080215216066e-12,1.2122782746521778e-12,6.163128732962697e-25,2.033403204512997e-17,7.781780748102282e-11,9.44114311363208e-11,7.411935966997594e-10,3.363586206878175e-25,4.534888117569984e-18,7.511314810131411e-22,3.301528748113708e-21,3.2354378382333307e-11,6.06106318215527e-21,1.0640281711996484e-15,2.9295285186248404e-25,8.254076076264556e-28,8.983022906840687e-21,1.8103000829283543e-22,4.401136414002544e-23,2.7875912180465607e-16,1.359192693425518e-25,1.3182302233161073e-26,2.849594688801787e-25,3.76,0.0,0.611863474258398,0.9990059920272782,9.28082116333204e-11,7.009061529184559e-13,0.0013568306881231228,0.0010871146069235977,0.0002598509385450377,9.716598052483106e-06,0.000993842613051232,6.92435546461035e-08,6.578096870390338e-14,5.84635245868412e-10,1.16492813135846e-16,3.695960073861418e-09,8.206420952425858e-21,2.40701900104775e-20,9.035113483087726e-12,1.03578142685677e-20,1.3872190449894539e-14,8.931669885260497e-27,3.7253803595666667e-20,9.611429785436383e-23,3.182654158142956e-21,1.6129575025091337e-20,5.307594429628182e-28,5.1932602946179585e-27,1.612715159692801e-22,3.91119084810758e-14,1.161588316486895e-09,3.3236218650591723e-13,9.739280021060255e-08,1.059068255222765e-08,4.170533598044831e-08,3.7435172916979993e-10,2.66387696488906e-08,4.001851649701801e-09,2.6519638036598114e-09,5.0627766437230986e-11,4.81979778363987e-10,3.958568151005482e-11,5.951474103870685e-09,1.841232515626155e-14,8.290259325711302e-07,1.7475508373990878e-12,1.3555811295991293e-09,2.383712957466175e-17,3.420210049788971e-14,7.877728221717463e-19,7.61539260430473e-12,1.7890125891638112e-10,2.2504226331107463e-13,3.4951006557196664e-10,1.3331092401878337e-19,1.9420102616136336e-15,7.204352994901742e-12,8.21973645651192e-07,1.8953143563724413e-15,5.696909309095276e-12,8.467961783736621e-11,2.6930177476449292e-12,2.834189027296858e-20,1.133080430369412e-10,1.2067941351307954e-14,6.803632011830896e-16,3.1144955391390058e-18,1.36290123609577e-20
4.1715087475514004e-08,0.7332460841085301,3.4607901784608677e-08,6.189549874674606e-10,1.7554399722314876e-09,3.325771408339961e-09,0.0,0.0,1.6501128926884578e-07,2.7673576015036443e-11,9.001067674856865e-12,5.30948031868204e-12,1.2986278749864804e-12,6.732033905496232e-25,2.1173558474995974e-17,7.996408475778079e-11,1.0024794981217498e-10,7.767418573208879e-10,3.688415266596568e-25,4.966230264211147e-18,8.194369358556785e-22,3.574619418830844e-21,3.247183355163771e-11,6.959857028489676e-21,1.1437389738225907e-15,3.288348134168125e-25,9.348134834825337e-28,1.004466763190776e-20,2.0921471560955626e-22,5.0711562601730604e-23,3.06291233118946e-16,1.5546314642761478e-25,1.526884319548197e-26,3.323009687251605e-25,3.76,0.0,0.6118313956036598,0.9990059880068464,1.0027695845121701e-10,7.625856062252906e-13,0.0013888883214170401,0.001113013555874854,0.0002660030172671622,9.716165943770557e-06,0.0009938426087781117,7.258280998789838e-08,7.039343971353973e-14,5.846745612482296e-10,1.1929261785223242e-16,3.873913037071497e-09,9.33937853636014e-21,2.688515995886572e-20,9.480621586866408e-12,1.1781412906057413e-20,1.428136865833606e-14,1.0174166203564799e-26,4.184964458473275e-20,1.0817258615412338e-22,3.5838337544905056e-21,1.8069018817169396e-20,6.0452551395616115e-28,5.9154367175188584e-27,1.8800651155452012e-22,4.004418621827004e-14,1.2191917738183766e-09,3.5707759770945687e-13,9.922711012943317e-08,1.0696592014284731e-08,4.3285614178631484e-08,3.9806529059097935e-10,2.773614568723894e-08,4.1494092866072314e-09,2.7261252633811776e-09,5.197563167647e-11,4.927447104185682e-10,4.1454023226325106e-11,6.210223571547235e-09,1.9397834161201665e-14,8.487105885230643e-07,1.8184270306831911e-12,1.4203534495803452e-09,2.646378180166849e-17,3.6104295442603344e-14,8.2863637185853e-19,7.768118687938762e-12,1.8636084077052333e-10,2.4064261828401587e-13,3.504494078694891e-10,1.3993956411865997e-19,2.0380990074696986e-15,7.566445959892997e-12,8.413480391038403e-07,1.9966477431446487e-15,5.7560237906632345e-12,8.670029853970425e-11,2.8218829903961554e-12,3.0315986552167106e-20,1.1627134394804786e-10,1.2383554099474482e-14,7.162470554960573e-16,3.3352380598380553e-18,1.4564202976442546e-20
4.2678952144541705e-08,0.7332504603607448,3.602509154428062e-08,6.56699434225359e-10,1.8515815065281141e-09,3.543893016421118e-09,0.0,0.0,1.6882545824290983e-07,2.8962625604266788e-11,9.572012452622325e-12,5.601677028265337e-12,1.3887558081761713e-12,7.344751329682612e-25,2.205000677510385e-17,8.209791468063314e-11,1.0628766668188564e-10,8.131222397044522e-10,4.035355109944607e-25,5.426943947107497e-18,8.91815896014714e-22,3.8610666362150125e-21,3.258416235387171e-11,7.966223033237505e-21,1.2270719934900396e-15,3.680613712679243e-25,1.056385743153497e-27,1.1199985708820895e-20,2.4094331443153284e-22,5.822812689030846e-23,3.358041533450758e-16,1.7720983678379841e-25,1.7623493983029812e-26,3.860610634053013e-25,3.76,0.0,0.6117993186011839,0.9990059839806973,1.0815848512462486e-10,8.280252724887321e-13,0.0014209443528979408,0.0011389110025250007,0.00027215483493407515,9.715733857048756e-06,0.0009938426044993325,7.600068291171043e-08,7.520751122476835e-14,5.84713874257164e-10,1.220922267120862e-16,4.056045425133668e-09,1.0596315262099747e-20,2.995293049641797e-20,9.937301133872626e-12,1.335972874480319e-20,1.4693932081967394e-14,1.1553652927347796e-26,4.688373640344759e-20,1.2140052826155102e-22,4.0241125016466714e-21,2.01880652860226e-20,6.8641707356437665e-28,6.717206993927792e-27,2.183842703227211e-22,4.097641325886181e-14,1.278196496282287e-09,3.8306936244148433e-13,1.0104662184593853e-07,1.0802656834338652e-08,4.488639637724798e-08,4.2266468358323364e-10,2.8851439814961093e-08,4.298108317153803e-09,2.800475604532864e-09,5.333149167511307e-11,5.034657678041339e-10,4.336107879615576e-11,6.473768790439718e-09,2.0420915452284662e-14,8.683980698712034e-07,1.890282477059151e-12,1.4866320919937339e-09,2.9321472163462275e-17,3.805585297663197e-14,8.704678632601004e-19,7.91955952746438e-12,1.939189345155306e-10,2.5708488575275604e-13,3.5134022738953027e-10,1.4671669669642798e-19,2.136360535752146e-15,7.937932954045927e-12,8.60719334476089e-07,2.1007617684787677e-15,5.815034427181812e-12,8.872201125599298e-11,2.9537468967422475e-12,3.239695341547167e-20,1.1923415789449872e-10,1.2699114985089816e-14,7.529911627265532e-16,3.565751807166307e-18,1.5539553934056116e-20
4.3642816813569405e-08,0.7332548363995044,3.7465213719108655e-08,6.957757516584558e-10,1.9507276483069007e-09,3.770828088785424e-09,0.0,0.0,1.7263971050800917e-07,3.028080841047233e-11,1.0164758576917146e-11,5.901629603122099e-12,1.4827228308272816e-12,8.0042527204525e-25,2.2964693989035575e-17,8.421897957814037e-11,1.1253192187351814e-10,8.503346876295349e-10,4.405324395065874e-25,5.918257758832772e-18,9.68379219382043e-22,4.161006144930379e-21,3.2691785963972707e-11,9.090079826785195e-21,1.3140773994692855e-15,4.10849801752393e-25,1.1912404633011062e-27,1.2454453901893363e-20,2.765581873143509e-22,6.663619245121984e-23,3.673888219659043e-16,2.01340655627315e-25,2.02729617698563e-26,4.469202622288687e-25,3.76,0.0,0.6117672432507112,0.9990059799488021,1.1646580409598588e-10,8.973539617918613e-13,0.001452998782644649,0.001164806946974869,0.0002783063915940348,9.715301792112968e-06,0.000993842600214866,7.949716948380061e-08,8.022671536230888e-14,5.847531848798879e-10,1.2489163973226632e-16,4.2423567910538204e-09,1.198739626954306e-20,3.328970538845348e-20,1.0405182814592827e-11,1.5105306958001625e-20,1.5109881427937043e-14,1.3081445711290766e-26,5.2386063070971956e-20,1.3587955626995405e-22,4.5062255439097384e-21,2.2498584297727927e-20,7.771046795542082e-28,7.605143310736361e-27,2.527982991333681e-22,4.1908589611942436e-14,1.3386023485494106e-09,4.103800285774352e-13,1.0285172209046485e-07,1.0908947675108261e-08,4.650752861009916e-08,4.481611779176876e-10,2.9984536776523137e-08,4.447899844750781e-09,2.875006207589936e-09,5.469561247955135e-11,5.141435134446852e-10,4.530657706873944e-11,6.742083953968487e-09,2.148269735921933e-14,8.88088349208698e-07,1.963108464285998e-12,1.5544167032430454e-09,3.24257376270659e-17,4.005644731772438e-14,9.132607136223242e-19,8.069748164543877e-12,2.0157276713248084e-10,2.744057385657368e-13,3.5218687355053874e-10,1.5364129936361501e-19,2.2367833729927417e-15,8.318873530913828e-12,8.800875322911834e-07,2.207672305858529e-15,5.874000955901597e-12,9.074477098308475e-11,3.0886085889782886e-12,3.4589463100559435e-20,1.2219648019350232e-10,1.3014623509378775e-14,7.905895192495766e-16,3.806220391929718e-18,1.6555800389710376e-20
