Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367)
7.966178958575047e-05,0.9310706143842225,0.004270105540822268,0.0011001955778381376,0.0013548848625403588,0.08625844788887524,0.0,0.0,0.0007910297723230155,3.2293862879164094e-05,0.47367765498702585,0.017619098250088866,0.0003401547883457667,1.2891258111658283e-08,8.440576613890674e-07,6.941523890170059e-06,0.0010882739188521678,0.003958223847929745,0.0004097165066216768,6.037872276630363e-08,5.5298696037213744e-05,7.178644191840973e-09,3.56448598760115e-06,5.9325094678352715e-05,1.2187618098315497e-07,0.0005837372627989702,1.8497504714392e-07,6.625248356569965e-05,1.6554389675748643e-05,1.1783796158251357e-07,1.176948618956811e-06,1.0654021595351065e-09,3.177541083030241e-08,2.4630364462027677e-06,3.76,0.0,5.510581061715951e-05,0.5491120495714648,0.22048560372618872,0.004538439421841334,0.9175795638452331,0.00900733291463665,0.09347050445079443,4.578521282721341e-08,0.0006637087744003489,0.11297056793410856,1.045675042380477e-06,2.1680425611145472e-10,4.7197205726826075e-16,0.008517224587730684,1.5784703357688572e-06,1.2202520638805971e-06,2.1446548847337615e-05,1.7610777679482029e-06,2.08232257724397e-10,7.297634921819296e-13,1.9100321241096632e-06,4.6365536807721375e-09,1.4872921355090598e-07,4.800999336698285e-07,4.384215200582795e-14,4.151859047011843e-13,9.852514231399111e-05,9.043988463930056e-12,0.15006933673807274,0.0013896444484404198,3.903571199876269e-05,1.035276198112497e-05,0.0002931553297915841,0.00015973867569780818,0.01531305608638264,2.0080731599992377e-05,2.087747091130308e-05,7.736043453343012e-05,0.0006845424726925404,0.00035001539357588457,0.14749759345590135,0.0013333529844747186,0.0022723841548813284,4.7650202815310734e-09,0.025489740524240863,0.00013399728928715606,1.410010544226703e-07,3.265215173996727e-12,1.071497010263342e-09,7.151645723723809e-05,0.00027412033543513376,1.3009110194546503e-05,5.341943269935917e-13,1.497220809874092e-07,0.00016438994787400143,0.012413306646277432,1.7028893412206075e-08,1.8935024107484693e-09,0.004920568514412647,2.289398267172259e-06,1.4214228795028451e-11,6.080125981959478e-07,1.712850653276745e-10,4.278846096701031e-08,2.5046283638531465e-08,9.83831767481214e-06,1.6838369054061634e-07,2.940196409132466e-08,0.00012464989623073706,0.0005775918080480493,6.684736480009823e-10,3.696257366392708e-11,8.081224804612445e-12,3.1965519050766914e-12,0.00045783453405257143,1.3765126751461183e-07,8.796785641950821e-09
7.993457105562257e-05,0.9313042982666108,0.0043313602532572965,0.0011135979121876772,0.0013712746126819254,0.08626054274980331,0.0,0.0,0.0007884841753100902,3.213197895475187e-05,0.4753996284471836,0.017772606394384913,0.00034088312638953317,1.3472037418691567e-08,8.668290187517516e-07,7.083309904672264e-06,0.0010922953767542145,0.003922295648272683,0.0004126900094928305,6.110304293750151e-08,5.5963677801134574e-05,7.333658709267152e-09,3.6402245533780883e-06,5.9549424519514284e-05,1.2212205147239376e-07,0.000582706573338296,1.8839934552202963e-07,6.648747933815306e-05,1.6504768006905007e-05,1.1889381472959043e-07,1.1898036129139079e-06,1.07354827294127e-09,3.2214612194540164e-08,2.4628406153949977e-06,3.76,0.0,5.3693158021719295e-05,0.5472811992818466,0.22129948425420348,0.0045248978451463044,0.918893384673954,0.008791362598074021,0.09260848539356072,4.473705858764385e-08,0.00066149587379551,0.11297012045554772,1.0456771822740692e-06,2.1421534321034786e-10,4.590045384557673e-16,0.00854653416711185,1.578703535996959e-06,1.2202910301931517e-06,2.0971389320090092e-05,1.7611429272067924e-06,2.0357884465512543e-10,7.272552997161407e-13,1.910029995897131e-06,4.6365471385448695e-09,1.4872899692790786e-07,4.800930543394236e-07,4.369146643416625e-14,4.1375892166967496e-13,9.821968955473895e-05,8.92846623108676e-12,0.1508978777254675,0.001359894288276892,3.913308821074541e-05,1.0380556498316506e-05,0.00029400107019805576,0.00015916693705254588,0.0151404107800307,1.9949894766448303e-05,2.0952614933642783e-05,7.751434071534757e-05,0.000687079073773639,0.0003501525026388874,0.147653392722853,0.0013333977941602819,0.0022613692206133887,4.761639267533491e-09,0.025249162947224325,0.00013527635192214793,1.4055065798967864e-07,3.2547855764202788e-12,1.0703135936866696e-09,7.185042669555527e-05,0.00027562851709089786,1.3136981139908606e-05,5.324880697251186e-13,1.5193664847110722e-07,0.00016360848742827318,0.012373153107886222,1.6887197408167043e-08,1.8915935995148098e-09,0.004921140173803648,2.2916744642610582e-06,1.4241202901523989e-11,6.038803203498794e-07,1.7050539286641456e-10,4.2169091560838254e-08,2.4837847143881978e-08,9.813707116800883e-06,1.6796165776763256e-07,2.9070773830022368e-08,0.00012468706746346378,0.0005739301501522511,6.636936760403277e-10,3.6841103589336656e-11,8.216569699673988e-12,3.2501308267085893e-12,0.0004618700727268901,1.383656615028694e-07,8.87268854395862e-09
8.020735252549468e-05,0.9315384106490299,0.004394215523931109,0.001127382097740582,0.0013880940818939422,0.08626079319215253,0.0,0.0,0.0007859473186817823,3.197117510100055e-05,0.47712715275490125,0.01792843806403557,0.00034162956214843656,1.4086571003538088e-08,8.90525230162117e-07,7.229557497158018e-06,0.0010963383424139766,0.0038863336491400426,0.00041568834319294975,6.184786613190858e-08,5.6636190090636514e-05,7.49476519231595e-09,3.7182413007288474e-06,5.977648272248265e-05,1.2237455119260933e-07,0.0005815855006822443,1.91917112033975e-07,6.672175374990105e-05,1.6453680002101594e-05,1.1996498711678597e-07,1.2029900372782157e-06,1.0818183247339164e-09,3.266331999768618e-08,2.4625378474180716e-06,3.76,0.0,5.233016958584782e-05,0.5454408110070295,0.22211533459691038,0.004510997195105664,0.920213914331077,0.008579189674211462,0.09174227500135772,4.3707557844048074e-08,0.0006592714451350702,0.11296678183269826,1.0456526498465237e-06,2.1163910419473344e-10,4.463084893783108e-16,0.008576353952892237,1.5788591448248827e-06,1.2202693052479055e-06,2.0505586378537002e-05,1.7611205949445393e-06,1.9902080593689102e-10,7.246990265591227e-13,1.909932538419241e-06,4.636309183787605e-09,1.487213571634167e-07,4.800621770726551e-07,4.353789230563023e-14,4.123045895695018e-13,9.791496629829042e-05,8.812997063868796e-12,0.1517316213611156,0.0013304246569054588,3.9231044164117876e-05,1.0408508352885036e-05,0.00029485339168251593,0.00015860224927464057,0.014967257935381327,1.982089549017969e-05,2.1028976216030718e-05,7.767545498291303e-05,0.0006896715026801973,0.0003503044214401764,0.14780526014237028,0.0013334716811148866,0.002250533141449672,4.758189217605534e-09,0.025006505717694336,0.00013658229607624311,1.4010353231651108e-07,3.2444316844687166e-12,1.0691096171096295e-09,7.218826058261696e-05,0.0002772019629617929,1.326895440552616e-05,5.307941939995435e-13,1.5421532454554676e-07,0.00016283493757853753,0.012332177545357452,1.6746625252547566e-08,1.8896475135243724e-09,0.004921700443629613,2.29407261748672e-06,1.4270746035599444e-11,5.99712554341639e-07,1.6971896302400265e-10,4.155215751584308e-08,2.462804014637769e-08,9.788608726917926e-06,1.6753126246844865e-07,2.8738611041384043e-08,0.0001247309427725541,0.0005702294134392631,6.588694959308026e-10,3.6720937679105255e-11,8.355746561018585e-12,3.3052271214206186e-12,0.0004659858813016482,1.3909306466370358e-07,8.950109172961837e-09
8.048013399536678e-05,0.9317729719637812,0.004458725829098816,0.0011415624437279095,0.0014053580080134343,0.08625917136067476,0.0,0.0,0.000783418032575125,3.181137979654434e-05,0.4788604036255869,0.01808665851392836,0.0003423941704909325,1.4737207619130027e-08,9.151937802776994e-07,7.380435249172109e-06,0.0011004008259656735,0.003850339740755378,0.00041871134137296407,6.261394307236009e-08,5.731631291674339e-05,7.662284455583858e-09,3.7986186608971407e-06,6.000630295579502e-05,1.2263355622454016e-07,0.0005803723778764286,1.9553158087912278e-07,6.69552457217165e-05,1.6401058734913246e-05,1.21051389462714e-07,1.2165179625874689e-06,1.090213373915529e-09,3.312179782300306e-08,2.46212585046552e-06,3.76,0.0,5.101507406734468e-05,0.5435906283727797,0.22293319174226914,0.00449673146484786,0.9215413407108117,0.008370769493029413,0.09087183408689661,4.2696456200824246e-08,0.0006570351785525961,0.11296051021938996,1.0456010622536106e-06,2.0907529414806828e-10,4.3387977416379196e-16,0.008606683876922214,1.5789360661620984e-06,1.2201860406380584e-06,2.0048970682170617e-05,1.7610095506554841e-06,1.9455641356411305e-10,7.220942114993799e-13,1.909738422187157e-06,4.635836589451698e-09,1.487061907441113e-07,4.800069673276779e-07,4.338140191179118e-14,4.108226460679986e-13,9.761098045270937e-05,8.69758147657555e-12,0.1525707060394096,0.0013012374724519604,3.932951993892613e-05,1.0436602091871292e-05,0.00029571195159854534,0.00015804429257726692,0.014793600056328274,1.9693711710109757e-05,2.1106542841539153e-05,7.784382157425877e-05,0.0006923202428667999,0.00035047094576088223,0.14795309814143506,0.0013335750595612646,0.002239873872557666,4.754660540692281e-09,0.024761768549464023,0.0001379158243794963,1.396594623475674e-07,3.2341485159617717e-12,1.0678826449885478e-09,7.25299207249207e-05,0.00027884230861050603,1.3405161795795467e-05,5.291118844997724e-13,1.565601796416002e-07,0.00016206910386511013,0.012290356962887066,1.6607144115433274e-08,1.8876599148666058e-09,0.004922242437526288,2.2965946299729597e-06,1.4302894803867262e-11,5.955084333877832e-07,1.6892549447035917e-10,4.093760136261267e-08,2.441685155503616e-08,9.763013935249647e-06,1.670923575142161e-07,2.840548054954199e-08,0.00012478161455664556,0.000566489476092558,6.540009071264971e-10,3.6602063554304757e-11,8.498880920257921e-12,3.361890500113456e-12,0.00047018397052974847,1.3983368799741347e-07,9.02908534465723e-09
8.075291546523888e-05,0.9320080028679684,0.004524947825110185,0.0011561539204640672,0.0014230817369043488,0.08625564839207629,0.0,0.0,0.0007808950974100829,3.165251859808438e-05,0.4805995599687357,0.018247335232391925,0.0003431770091688758,1.542648357704416e-08,9.408849967243363e-07,7.536118736048995e-06,0.0011044806783112318,0.0038143158025779438,0.0004217588025258076,6.340205587160434e-08,5.8004124406775547e-05,7.83655658810109e-09,3.881442310011417e-06,6.023891607554964e-05,1.228989309278948e-07,0.0005790655200605141,1.9924610397470687e-07,6.71878883329124e-05,1.634683463233099e-05,1.221528993038495e-07,1.2303977654702858e-06,1.0987343892348136e-09,3.359031602754561e-08,2.4616022036110978e-06,3.76,0.0,4.974615676250304e-05,0.5417303888931617,0.22375309235369073,0.004482094480298001,0.922875855547794,0.008166057837855997,0.08999712293872388,4.1703502587536034e-08,0.000654786756794754,0.11295126166700159,1.0455220173656164e-06,2.0652367144335302e-10,4.2171430990633235e-16,0.008637523346373167,1.5789331539036153e-06,1.2200403493422035e-06,1.9601375801556633e-05,1.7608085182506478e-06,1.9018397297673908e-10,7.194403736715682e-13,1.909446257251856e-06,4.6351259817334916e-09,1.4868338944922955e-07,4.799270753554957e-07,4.322196636346918e-14,4.0931281765104513e-13,9.730773895508132e-05,8.582220095493702e-12,0.15341527440256122,0.0012723346725976394,3.942845110651716e-05,1.0464821071147306e-05,0.00029657637705998165,0.00015749274004630295,0.014619440079800873,1.9568320703648574e-05,2.1185300592395645e-05,7.801948214790142e-05,0.0006950257469212158,0.0003506518468403638,0.1480968045750752,0.001333708341602972,0.0022293893456082708,4.751043154988536e-09,0.02451495160754701,0.00013927765763700831,1.3921822229871706e-07,3.223930840152367e-12,1.0666301258060196e-09,7.287536042974753e-05,0.0002805512481157547,1.3545740537038251e-05,5.274402852295037e-13,1.589733533417953e-07,0.00016131078484026267,0.01224766763734903,1.6468720640224725e-08,1.8856263613556305e-09,0.004922758889824877,2.2992423888202154e-06,1.433768692592409e-11,5.912670733766896e-07,1.681246955254286e-10,4.032536697424005e-08,2.4204270110094463e-08,9.736913874245616e-06,1.6664479066917712e-07,2.8071388009709623e-08,0.00012483917668453694,0.0005627102102447135,6.490877032977242e-10,3.648446825794756e-11,8.646102529763698e-12,3.420172345109926e-12,0.0004744664011056993,1.4058774226359803e-07,9.109655809486534e-09
8.102569693511099e-05,0.9322435242434092,0.004592940444087003,0.001171172194721813,0.001441281250847477,0.08625019437943046,0.0,0.0,0.0007783772416336113,3.149451398698108e-05,0.48234480394234,0.01841053802632169,0.00034397811710598555,1.6157139865844618e-08,9.67652238694746e-07,7.69679080690202e-06,0.001108575581370686,0.0037782637027844665,0.00042483048791996117,6.421301945376923e-08,5.869970049390286e-05,8.017942209836335e-09,3.966801294905451e-06,6.047434978819145e-05,1.2317052719623235e-07,0.000577663225752317,2.0306415448790368e-07,6.741960839429119e-05,1.6290935408488923e-05,1.23269358015577e-07,1.244640134045549e-06,1.1073822386709675e-09,3.406915177229939e-08,2.460964349734989e-06,3.76,0.0,4.852175744863194e-05,0.5398598238121559,0.22457507270315363,0.0044670798972318865,0.9242176545076229,0.007965010915742173,0.08911810138496835,4.072844916000329e-08,0.0006525258550298792,0.11293899004208793,1.0454150930129875e-06,2.0398399787776343e-10,4.0980806567061445e-16,0.008668871197441353,1.5788492100202564e-06,1.219831304268971e-06,1.9162638176523725e-05,1.7605161639630477e-06,1.8590182243060816e-10,7.16737012178116e-13,1.9090545909336534e-06,4.634173834563469e-09,1.486528401737992e-07,4.798221356296494e-07,4.305955556800106e-14,4.0777481940778826e-13,9.700524775916492e-05,8.466913670645253e-12,0.15426547348945163,0.0012437182158197171,3.952776846188467e-05,1.0493147383944127e-05,0.00029744626301399224,0.00015694725695382687,0.014444781403873017,1.944469902122412e-05,2.1265232761516377e-05,7.820247539234224e-05,0.0006977884325911214,0.00035084686945889294,0.14823627251577995,0.0013338719364558158,0.0022190774663297416,4.7473264645456204e-09,0.024266055556474465,0.0001406685351083748,1.387795750245092e-07,3.2137731630669767e-12,1.0653493868446369e-09,7.322452379581761e-05,0.0002823305357189338,1.3690833514375817e-05,5.257784971142508e-13,1.6145705620182022e-07,0.0001605597716183133,0.012204085098983687,1.6331320910162252e-08,1.883542197366648e-09,0.004923242135848193,2.302017760462816e-06,1.437516122327796e-11,5.869875729249925e-07,1.6731626385214388e-10,3.971539967624523e-08,2.3990284402012983e-08,9.710299369895695e-06,1.6618840443937835e-07,2.773633996210615e-08,0.0001249037244857762,0.000558891482163047,6.441296726983433e-10,3.6368138219495035e-11,8.79754548040058e-12,3.4801257554213482e-12,0.00047883528446151716,1.413554376155176e-07,9.191860267271734e-09
8.129847840498309e-05,0.9324795571959045,0.0046627649938127515,0.001186633667280696,0.001459973198347249,0.08624277833509103,0.0,0.0,0.0007758631393966281,3.1337285210262324e-05,0.48409632100575267,0.018576339109543694,0.0003447975125201432,1.6932139031048853e-08,9.95552095491059e-07,7.862641882257479e-06,0.001112683037833835,0.0037421852975698597,0.0004279261194516823,6.504768303983056e-08,5.940311458014055e-05,8.206823809525617e-09,4.054788162722187e-06,6.071262828429851e-05,1.2344818368019237e-07,0.0005761637782971642,2.069893302643541e-07,6.765032599157395e-05,1.623328600044344e-05,1.2440056762342596e-07,1.2592560728958196e-06,1.1161576780650645e-09,3.455858903218139e-08,2.460209588028399e-06,3.76,0.0,4.734026838345106e-05,0.5379786579430742,0.2253991685989373,0.004451681198412269,0.9255669372773375,0.007767585347543382,0.0882347288634446,3.977105120157784e-08,0.000650252140653881,0.11292364694020912,1.0452798461971712e-06,2.014560388185693e-10,3.9815706149368646e-16,0.008700725645611616,1.578682982573229e-06,1.2195579367447874e-06,1.8732597074699103e-05,1.7601310941708195e-06,1.8170833237263114e-10,7.139836057114181e-13,1.9085619054633465e-06,4.632976463880868e-09,1.4861442474498743e-07,4.796917662537375e-07,4.289413820654294e-14,4.0620835481568856e-13,9.670351182152522e-05,8.3516630882282e-12,0.15512145488990536,0.0012153900825692193,3.962739774373979e-05,1.0521561786068909e-05,0.00029832117022402595,0.00015640750003769146,0.014269627917248432,1.9322822416124404e-05,2.134631995110278e-05,7.839283660483294e-05,0.0007006086784957148,0.0003510557298972013,0.14837139003242322,0.0013340662496077501,0.0022089361119537504,4.743499335338731e-09,0.024015081611596607,0.00014208921476852084,1.3834327135135389e-07,3.203669712061136e-12,1.0640376289096525e-09,7.357734497660981e-05,0.00028418198746682076,1.3840589518908585e-05,5.241255754743035e-13,1.6401357139570895e-07,0.00015981584740562871,0.012159584111987658,1.6194910414369773e-08,1.8814025444298838e-09,0.004923684091293202,2.3049225855427027e-06,1.4415357603880439e-11,5.826690134793094e-07,1.6649988614753042e-10,3.910764636522593e-08,2.3774882892315046e-08,9.683160932680312e-06,1.6572303591751123e-07,2.7400343888520307e-08,0.0001249753547355213,0.0005550331524577684,6.391265985716067e-10,3.625305921694527e-11,8.9533483041251e-12,3.541805587492529e-12,0.0004832927835155197,1.4213698319925366e-07,9.275739380943889e-09
8.157125987485519e-05,0.9327161230538541,0.0047344852619655535,0.0012025555127966883,0.0014791749254733464,0.0862333681520316,0.0,0.0,0.0007733514081451687,3.118074811560244e-05,0.4858542999706174,0.018744813194509515,0.00034563519091837926,1.7754685529413173e-08,1.0246446075317034e-06,8.033870275296264e-06,0.001116800360393329,0.0037060824302553104,0.0004310453774142533,6.590693169538579e-08,6.011443717067565e-05,8.403607173888515e-09,4.145499094656719e-06,6.0953771841162155e-05,1.2373172497681975e-07,0.0005745654474953472,2.1102535723596884e-07,6.787995399768778e-05,1.6173808506623124e-05,1.255462873942757e-07,1.2742569074290428e-06,1.1250613389057765e-09,3.5058918583239124e-08,2.4593350660501607e-06,3.76,0.0,4.620013235987658e-05,0.5360866095059791,0.22622541530756113,0.004435891690824616,0.9269239076555682,0.007573738157691691,0.08734696449866672,3.8831067024506487e-08,0.0006479652730937341,0.11290518159579119,1.0451158122651047e-06,1.9893956336118686e-10,3.867573673835035e-16,0.008733084232234716,1.5784331636495516e-06,1.2192192349422693e-06,1.8311094550400984e-05,1.7596518531347829e-06,1.7760190483021342e-10,7.111796121772122e-13,1.9079666155311688e-06,4.631530021684568e-09,1.4856801973127356e-07,4.795355683458274e-07,4.272568171144368e-14,4.0461311552623463e-13,9.640253508606659e-05,8.236469383796446e-12,0.15598337490456218,0.001187352276376852,3.972725934021833e-05,1.0550043617406472e-05,0.0002992006231481662,0.0001558731167454812,0.014093984030180797,1.920266576940046e-05,2.1428539857144782e-05,7.859059722887783e-05,0.0007034868194506431,0.00035127811379256674,0.1485020399581541,0.0013342916819021422,0.0021989631285495156,4.739550070606038e-09,0.023762031593540605,0.00014354047355410275,1.3790904939483015e-07,3.193614420004182e-12,1.062691920885069e-09,7.393374739256158e-05,0.0002861074828422556,1.3995163505612e-05,5.224805274366829e-13,1.666452564708919e-07,0.0001590787870138412,0.012114138655055706,1.605945401384893e-08,1.879202291545485e-09,0.004924076230686881,2.307958673259675e-06,1.4458317041678591e-11,5.783104594671135e-07,1.656752378307861e-10,3.8502055634713714e-08,2.355805393640444e-08,9.655488748298704e-06,1.652485166239499e-07,2.7063408271625543e-08,0.0001250541656330921,0.00055113507631458,6.340782595976074e-10,3.6139216336347066e-11,9.113654081176583e-12,3.6052684984564693e-12,0.00048784111336493965,1.429325867139791e-07,9.36133478919279e-09
8.18440413447273e-05,0.932953243366235,0.004808167625064254,0.0012189557220545642,0.0014989045088049883,0.08622193056347492,0.0,0.0,0.0007708406061392132,3.1024814980276705e-05,0.4876189330495601,0.01891603758746406,0.00034649112296345787,1.8628249201196308e-08,1.0549935013369742e-06,8.21068250638522e-06,0.0011209246604423917,0.003669956930211051,0.00043418789818702047,6.679168794531382e-08,6.0833735477453176e-05,8.608722915175789e-09,4.239034043318753e-06,6.119779639184776e-05,1.240209607867601e-07,0.0005728664914209872,2.1517609278704143e-07,6.810839755199297e-05,1.611242212863934e-05,1.267062301955329e-07,1.2896542875129413e-06,1.1340937152077148e-09,3.5570437962713955e-08,2.458337771311136e-06,3.76,0.0,4.509984081431861e-05,0.5341833899632994,0.22705384746954124,0.004419704503031773,0.9282887736420831,0.007383426763645268,0.08645476718628216,3.7908257871300187e-08,0.000645664903608791,0.11288354078783952,1.0449225040457146e-06,1.964343445000764e-10,3.7560510231431225e-16,0.008765943767172553,1.578098387215758e-06,1.2188141422473702e-06,1.789797540388268e-05,1.759076920647746e-06,1.7358097280281255e-10,7.083244683203878e-13,1.9072670657406844e-06,4.629830489853238e-09,1.4851349624422088e-07,4.793531253990386e-07,4.255415224376454e-14,4.029887811520361e-13,9.610232046688065e-05,8.121333756217955e-12,0.15685139471051773,0.0011596068248782433,3.9827267979702275e-05,1.0578570719361967e-05,0.0003000841076968334,0.00015534374444101006,0.013917854706889084,1.9084203008203566e-05,2.151186703893596e-05,7.879578434944655e-05,0.0007064231413804602,0.0003515136738574665,0.14862809964674656,0.001334548628538863,0.0021891563282469004,4.7354663851980245e-09,0.023506907986004594,0.00014502310758467043,1.374766338500877e-07,3.1836009088375007e-12,1.061309194089964e-09,7.429364288908247e-05,0.00028810896637414203,1.4154716862424689e-05,5.208423092442379e-13,1.6935454511793e-07,0.0001583483563489295,0.012067721901960966,1.592491590664592e-08,1.876936085205681e-09,0.004924409564893048,2.31112779517139e-06,1.4504081550544898e-11,5.739109585029944e-07,1.6484198273114884e-10,3.789857790830395e-08,2.3339785808517794e-08,9.627272668175927e-06,1.6476467234401593e-07,2.672554265716243e-08,0.0001251402567737589,0.0005471971037537875,6.289844303856687e-10,3.6026593928643654e-11,9.278610553695177e-12,3.6705729902721265e-12,0.0004924825419192343,1.4374245393206528e-07,9.448689117978786e-09
8.21168228145994e-05,0.9331909398997426,0.004883881162335789,0.0012358531467450934,0.001519180790025244,0.08620843110070474,0.0,0.0,0.0007683292299225948,3.086939433451924e-05,0.48939041590230614,0.01909009228718258,0.0003473652521622564,1.9556588086260173e-08,1.0866664336532176e-06,8.39329362401141e-06,0.0011250528362243626,0.003633810611577289,0.00043735327184549975,6.770291346052544e-08,6.15610729896761e-05,8.822628094454028e-09,4.335496873634173e-06,6.144471305828194e-05,1.2431568504198915e-07,0.0005710651584467461,2.1944552891927493e-07,6.833555350410684e-05,1.6049043117242038e-05,1.278800586101781e-07,1.3054601903417344e-06,1.1432551493712343e-09,3.6093451398306906e-08,2.4572145223601833e-06,3.76,0.0,4.403793198608156e-05,0.5322687038538914,0.22788449900857385,0.00440311258266961,0.9296617475264037,0.007196608965007541,0.08555809568547319,3.70023878160443e-08,0.0006433506750902128,0.11285866874132455,1.044699410946752e-06,1.9394015931317513e-10,3.64696433218546e-16,0.008799300267258689,1.577677226887739e-06,1.2183415555637319e-06,1.7493087140919118e-05,1.7584047095933546e-06,1.6964399964508622e-10,7.054175893550641e-13,1.9064615279652071e-06,4.627873673728912e-09,1.484507197326597e-07,4.791440026176898e-07,4.237951467105544e-14,4.0133501905634287e-13,9.580286982932669e-05,8.006257582448243e-12,0.15772568053288594,0.0011321557807500615,3.992733240807107e-05,1.0607119348555546e-05,0.000300971068869938,0.0001548190095714087,0.013741245499514703,1.8967407018949875e-05,2.1596272673860238e-05,7.900842014758662e-05,0.000709417875823729,0.0003517620274268264,0.14874944071687393,0.0013348374779871839,0.002179513486348368,4.731235379007938e-09,0.023249713997064176,0.00014653793234787658,1.37045735237384e-07,3.173622472095111e-12,1.059886236530289e-09,7.465693084068631e-05,0.00029018844921519665,1.431941769081589e-05,5.192098233951161e-13,1.7214394869092285e-07,0.0001576243118695101,0.012020306202261286,1.579125959149704e-08,1.8745983191761828e-09,0.004924674617639114,2.314431678400391e-06,1.4552694151920058e-11,5.694695416571408e-07,1.6399977277932263e-10,3.729716558232103e-08,2.3120066728984658e-08,9.59850219975346e-06,1.6427132296156584e-07,2.638675771907851e-08,0.00012523372911313723,0.0005432190799180911,6.238448820152812e-10,3.591517556372718e-11,9.44837022417857e-12,3.737779447968168e-12,0.0004972193904678655,1.4456678817762265e-07,9.537845990789966e-09
8.23896042844715e-05,0.9334292346349625,0.004961697774516127,0.0012532675470075913,0.001540023412255626,0.08619283404901582,0.0,0.0,0.0007658157117435155,3.0714390779528166e-05,0.4911689476787642,0.019267060087336717,0.0003482574923516613,2.0543773984494373e-08,1.1197352607160476e-06,8.581927555805663e-06,0.0011291815604219718,0.0035976452717472306,0.0004405410396921406,6.864161081592909e-08,6.229650900863884e-05,9.045807951001654e-09,4.434995507664289e-06,6.16945276457721e-05,1.2461567500381453e-07,0.0005691596894887953,2.2383779526074297e-07,6.85613098204489e-05,1.5983584723306567e-05,1.2906738079680334e-07,1.3216869223566839e-06,1.152545816967397e-09,3.662826970219315e-08,2.4559619593419985e-06,3.76,0.0,4.3012989125558255e-05,0.5303422486258915,0.2287174030336984,0.004386108694107902,0.9310430459751174,0.00701324293230746,0.08465690871998129,3.611322366557474e-08,0.0006410222218589413,0.11283050702405753,1.0444459980102882e-06,1.9145678916064983e-10,3.5402757397557216e-16,0.008833148890299427,1.5771681936141902e-06,1.2178003235524482e-06,1.709627993274068e-05,1.7576335634119018e-06,1.6578947845203484e-10,7.024583686008312e-13,1.905548198604025e-06,4.625655195457393e-09,1.4837954976907067e-07,4.789077462283366e-07,4.2201732545501143e-14,3.996514841460633e-13,9.550418396925588e-05,7.891242433165551e-12,0.15860640382242594,0.0011050012225460564,4.002735505298928e-05,1.0635664086947937e-05,0.00030186090828237904,0.00015429852679294377,0.013564162583655613,1.885224955651295e-05,2.1681724296815722e-05,7.922852131064218e-05,0.0007124711940031334,0.00035202275383825496,0.14886592878371266,0.0013351586108042897,0.0021700323383264035,4.726843509747506e-09,0.022990453624166074,0.00014808578284937062,1.3661604910497444e-07,3.1636720564391285e-12,1.0584196870742934e-09,7.502349719887677e-05,0.000292348010672389,1.4489441098030907e-05,5.175819156213353e-13,1.7501605768527327e-07,0.00015690640001605018,0.011971863062210165,1.5658447830192206e-08,1.872183124106464e-09,0.004924861401040719,2.3178719981856634e-06,1.4604198835366217e-11,5.649852237919347e-07,1.6314824770344466e-10,3.669777317937067e-08,2.289888489397846e-08,9.569166496573972e-06,1.6376828228907742e-07,2.604706532769278e-08,0.0001253346849233198,0.0005392008453913404,6.186593826294121e-10,3.58049439815146e-11,9.623090446850294e-12,3.806950176576589e-12,0.0005020540341696276,1.4540578975971222e-07,9.628850037400627e-09
